house_sales_sale_month,house_sales_parcel_id_hash,house_sales_property_type_code,house_sales_sale_price_inr,house_sales_sale_price_per_sqft,house_sales_days_on_market,house_sales_list_to_sale_ratio,house_sales_mortgage_rate_at_sale,house_sales_loan_to_value_pct,house_sales_down_payment_pct,house_sales_buyer_type_code,house_sales_seller_type_code,house_sales_cash_sale_flag,house_sales_new_construction_flag,house_sales_renovation_flag,house_sales_assessed_value_inr,house_sales_taxable_value_inr,house_sales_school_quality_index,house_sales_neighborhood_walkscore,house_sales_recording_document_type
2020-12,PARC-691f5618981e,IndependentHouse,49811958,14981.04,144,0.987,7.13,88.88,17.72,Investor,BankAuction,Y,N,Y,39287868,39347240,82.78,92.4,LeaseDeed
2023-06,PARC-8f6ac0964c3b,FarmHouse,8762620,4673.4,27,1.137,7.85,47.65,56.75,Investor,Trust,N,Y,Y,6970375,5876042,80.61,36.2,PartitionDeed
2020-06,PARC-bee56d7985b1,RowHouse,35898167,29741.65,36,0.99,11.47,75.59,58.94,Senior,Developer,Y,N,Y,36629125,23773013,40.55,62.8,PartitionDeed
2022-01,PARC-b13e077c8a6f,IndependentHouse,16001168,10478.83,21,0.885,9.28,69.04,49.26,Investor,Developer,Y,Y,N,13880500,14064120,60.73,5.0,ReleaseDeed
2019-06,PARC-fd435be749f0,Apartment,10837704,8677.1,84,0.836,6.65,58.04,59.3,Senior,Developer,N,Y,N,11319469,6955545,92.6,48.0,PartitionDeed
2024-10,PARC-d14e2aa810f6,Apartment,19230409,14404.8,221,1.005,11.17,76.29,38.25,NRI,Company,Y,Y,N,16323292,15031873,11.57,53.1,ReleaseDeed
2019-05,PARC-f078d534e4fb,RowHouse,15462426,4116.73,100,1.002,7.06,43.68,34.67,Investor,Developer,N,N,N,12166076,11586800,18.67,32.9,LeaseDeed
2023-10,PARC-0ae446b50cab,Plot,3933901,3760.9,201,1.14,10.36,54.45,54.23,FirstTime,Developer,N,Y,N,2914985,2543294,44.39,40.5,SaleDeed
2022-11,PARC-87512f4f9a82,BuilderFloor,17282328,9881.26,221,0.85,7.45,63.51,43.5,Investor,Individual,N,Y,N,12182357,11490961,32.1,67.2,ReleaseDeed
2024-08,PARC-3beb10bf1a74,IndependentHouse,20564052,5598.71,25,0.888,7.87,70.71,43.69,Institutional,BankAuction,N,N,N,16945908,14733078,6.32,91.5,LeaseDeed
2021-12,PARC-8edbbe61f693,RowHouse,61187614,14437.85,167,0.826,9.71,69.2,42.28,Senior,Developer,N,Y,Y,45066015,53540972,45.27,81.4,PartitionDeed
2021-08,PARC-62d98e68200e,Studio,6150496,1504.52,87,0.783,11.23,52.9,37.75,Investor,Trust,Y,Y,Y,6090599,3844845,64.9,21.5,LeaseDeed
2022-08,PARC-64c64b4f59b5,BuilderFloor,52219647,15709.88,194,0.987,11.13,59.26,58.05,Investor,Individual,Y,Y,N,50543597,40159702,38.77,30.5,PartitionDeed
2024-05,PARC-02e00308fd0a,Apartment,36388501,61885.21,78,0.977,10.57,48.97,39.79,Institutional,Individual,N,N,Y,25780924,20568423,84.97,88.0,SaleDeed
2023-01,PARC-a3aae35accdf,Plot,57248117,19063.64,89,0.873,9.95,58.21,24.39,Senior,Trust,Y,Y,Y,43110474,49704333,81.2,91.5,ConveyanceDeed
2019-07,PARC-2c476689251b,Studio,7456957,6314.1,77,1.127,9.48,85.6,37.47,NRI,Individual,Y,N,Y,5784919,5356443,76.33,33.8,GiftDeed
2024-11,PARC-63e695d8cc71,Villa,55758275,14195.08,105,0.969,9.25,81.49,25.47,Investor,Company,N,Y,N,53118973,36188335,56.02,49.6,PartitionDeed
2023-03,PARC-9d231764d333,Apartment,26580580,25338.97,74,0.789,9.02,84.98,45.97,FirstTime,Developer,Y,Y,N,18646403,19100814,57.42,26.3,ConveyanceDeed
2025-01,PARC-bb5db3a6a719,Apartment,34423024,8533.22,165,1.104,7.95,40.88,23.37,Senior,Company,Y,N,N,25898497,23144703,55.36,83.1,SaleDeed
2025-02,PARC-053d0a4aa673,BuilderFloor,4333955,2011.12,67,1.008,8.22,87.42,12.12,Institutional,BankAuction,N,N,N,3598395,3928737,81.92,94.1,LeaseDeed
2021-03,PARC-abc0ffc13dd0,Apartment,26833289,7832.25,7,0.792,10.22,70.68,59.35,NRI,Individual,N,N,Y,26841670,21174114,91.37,98.0,LeaseDeed
2025-03,PARC-5c8deff1d5f8,IndependentHouse,63928580,175627.97,162,0.89,8.99,60.56,17.5,NRI,Company,Y,N,N,45960730,51765993,63.57,54.8,GiftDeed
2023-07,PARC-b66d72ff787e,Studio,5728534,1400.96,121,0.895,8.25,66.58,49.5,Upgrader,Trust,N,N,Y,5186372,3495161,39.92,67.6,SaleDeed
2021-08,PARC-e8a714953adb,FarmHouse,38259311,11929.94,12,1.029,8.54,77.49,39.65,Institutional,Individual,N,N,Y,37701171,32497905,18.77,78.5,ConveyanceDeed
2019-11,PARC-92017834b41f,FarmHouse,52865686,44387.65,118,1.049,6.68,81.4,15.84,Senior,Company,Y,N,N,47914478,38342296,15.29,16.0,GiftDeed
2024-09,PARC-bdf7d45e47cf,FarmHouse,33422884,10318.89,83,1.062,8.7,74.43,29.95,Institutional,Developer,N,Y,Y,23628271,21775823,73.92,53.0,GiftDeed
2025-07,PARC-b576cb980c86,FarmHouse,58093181,13200.0,133,0.926,6.61,65.78,58.95,Institutional,Company,Y,Y,Y,44473785,33977474,8.57,58.6,SaleDeed
2019-11,PARC-89624563dbe2,RowHouse,52643986,14159.22,63,0.838,8.01,71.67,38.93,Senior,Individual,N,Y,Y,54053598,49975125,58.95,26.9,SaleDeed
2024-10,PARC-82b7c8b5576c,Apartment,14424727,3358.49,87,1.036,9.83,41.01,26.08,FirstTime,Developer,N,Y,Y,12223299,12787593,70.78,97.7,ConveyanceDeed
2019-01,PARC-7e44ddde4ebb,Apartment,33734728,9311.27,141,1.102,8.98,73.53,17.04,Investor,Developer,Y,N,N,28380270,22552912,51.69,79.7,ReleaseDeed
2023-07,PARC-b391aa5b3c4f,RowHouse,38311454,9113.1,66,1.033,9.69,62.16,28.29,FirstTime,Company,Y,N,Y,33647248,24892389,3.0,30.1,ConveyanceDeed
2020-07,PARC-ec0b7749975c,Studio,15436751,14266.87,34,0.927,10.64,87.74,15.55,FirstTime,Trust,N,Y,Y,10899602,12661522,13.67,46.3,PartitionDeed
2020-05,PARC-3f5abb45f282,Apartment,8735519,2996.75,44,0.821,6.69,52.07,25.06,Investor,Trust,N,N,N,6730416,6988845,7.65,84.9,GiftDeed
2025-01,PARC-250235d55e3f,Plot,62375253,56092.85,141,0.902,7.76,55.08,27.1,NRI,Developer,Y,Y,Y,44713528,42257536,87.56,67.1,PartitionDeed
2020-12,PARC-75aebc77ffad,Apartment,33309870,8651.91,66,0.807,10.14,41.33,53.43,Upgrader,BankAuction,N,Y,N,32339564,31324700,84.55,38.9,GiftDeed
2022-01,PARC-250d34d97ea7,Apartment,47962820,59067.51,203,0.893,9.12,71.92,38.44,Senior,Trust,N,N,Y,39578919,38129047,82.47,33.7,ReleaseDeed
2023-07,PARC-1783992af176,Apartment,55299758,21677.68,176,1.099,6.97,44.89,45.6,Senior,Company,N,Y,Y,39592726,35870327,37.43,80.7,GiftDeed
2025-11,PARC-c1153af308c5,IndependentHouse,36432081,21169.13,136,1.035,10.48,45.74,43.4,Investor,Trust,N,N,Y,27121977,33286936,56.67,40.2,ConveyanceDeed
2024-10,PARC-73fc1df518d9,BuilderFloor,61510455,21447.16,54,0.925,10.57,43.65,26.71,Senior,BankAuction,N,Y,Y,58777257,39176688,65.56,47.6,SaleDeed
2024-04,PARC-9422fd6c1563,IndependentHouse,13229159,3079.41,85,0.963,10.21,82.37,15.62,Investor,Individual,Y,N,Y,10471770,10094821,96.1,72.1,ConveyanceDeed
2024-09,PARC-7142a19854fc,Studio,45912225,12609.78,75,1.123,7.61,43.43,38.82,NRI,Trust,N,N,Y,36015458,33266410,12.73,30.0,ConveyanceDeed
2024-10,PARC-359349619537,FarmHouse,32108871,46067.25,143,0.829,7.68,54.09,55.9,Senior,Company,N,N,N,25173023,27548716,46.83,56.5,PartitionDeed
2022-07,PARC-af359e216e71,Studio,46487843,10404.62,112,1.07,9.32,54.18,48.21,Institutional,Trust,N,Y,Y,40509225,41514277,92.3,49.6,LeaseDeed
2021-09,PARC-a44344fa029f,IndependentHouse,44332921,12943.92,230,0.92,10.21,49.17,57.36,Upgrader,Company,Y,Y,Y,31516205,30037050,45.17,87.4,SaleDeed
2020-01,PARC-4261d7b86e39,BuilderFloor,42263549,36814.94,6,0.918,7.77,74.55,16.78,Senior,Developer,Y,Y,Y,33346560,29153257,12.31,82.9,GiftDeed
2025-02,PARC-e9133c69233e,BuilderFloor,44113072,52143.11,116,1.045,7.43,60.05,54.35,Senior,Developer,Y,Y,N,40201409,30486663,59.88,90.3,PartitionDeed
2023-10,PARC-d2834bb180ea,IndependentHouse,24386041,9247.65,164,1.103,10.38,41.89,57.92,Senior,Developer,Y,Y,Y,24398652,20801063,54.25,6.3,SaleDeed
2019-06,PARC-66df3b855953,FarmHouse,54270909,67333.63,237,1.175,11.26,58.15,11.43,FirstTime,Individual,N,Y,Y,40297430,31584252,1.69,11.3,SaleDeed
2022-04,PARC-57eb433cc32a,Villa,32571627,9487.8,163,0.79,9.6,74.26,32.37,Upgrader,Developer,Y,N,Y,29677224,24348984,9.01,60.1,ReleaseDeed
2024-11,PARC-32bb60d5ef89,BuilderFloor,17666025,9078.12,207,0.84,11.01,70.15,35.66,Senior,Company,N,N,Y,13687080,15585976,22.11,99.9,PartitionDeed
2024-01,PARC-3e4b523f37fb,Studio,55873082,23505.71,4,1.014,7.36,76.67,53.94,Investor,Developer,N,N,Y,39365665,41966034,70.88,91.9,ConveyanceDeed
2021-10,PARC-5eb82430ea92,Villa,30059305,7049.56,226,0.79,10.52,43.68,55.3,NRI,Individual,N,Y,N,27972029,25532239,75.09,17.4,ConveyanceDeed
2019-01,PARC-52eb5574d052,Apartment,3846060,2857.4,238,0.971,8.11,51.53,56.02,Upgrader,Company,N,N,N,3328651,3327126,70.65,98.6,GiftDeed
2019-09,PARC-3faac0389d84,RowHouse,53241791,17422.05,86,0.797,6.53,84.23,58.83,NRI,BankAuction,Y,N,N,46254805,33986155,94.19,91.1,LeaseDeed
2024-01,PARC-bc4149b4b26a,Plot,59781405,42915.58,91,0.822,10.63,79.59,52.58,Investor,Trust,Y,Y,Y,53932105,35456582,98.82,23.9,SaleDeed
2020-01,PARC-a93077d131b1,RowHouse,18172281,10546.88,126,0.813,9.1,80.05,35.52,Institutional,Individual,N,N,N,12837271,11666883,65.56,25.7,PartitionDeed
2022-08,PARC-178f87969c48,Studio,37383785,9548.86,175,0.899,7.03,68.56,42.81,Senior,BankAuction,N,N,Y,28015805,32673165,87.07,24.7,SaleDeed
2021-08,PARC-7af2fe714c1a,FarmHouse,12648575,4651.92,13,0.823,8.7,43.24,54.48,NRI,Trust,N,Y,N,13189219,11919713,48.59,8.2,GiftDeed
2022-11,PARC-bf350f21444c,IndependentHouse,960827,221.24,48,0.942,6.34,62.2,51.23,NRI,BankAuction,N,Y,N,782619,713093,96.49,32.0,SaleDeed
2021-01,PARC-440703ef06b7,Villa,54260383,28157.96,25,1.095,6.63,40.32,35.19,Upgrader,BankAuction,Y,N,N,41427109,46558918,38.41,5.3,PartitionDeed
2025-02,PARC-37374d55492e,RowHouse,39161676,11700.53,215,0.955,7.98,69.24,10.4,Upgrader,Individual,N,N,Y,33055180,26711966,36.99,73.7,LeaseDeed
2021-10,PARC-ef209d23b23c,RowHouse,39888363,18850.83,129,1.116,6.78,83.44,23.15,Upgrader,Company,N,N,N,30976014,26821094,14.06,80.7,SaleDeed
2023-03,PARC-fdee7ecd3d8e,Studio,34691144,8536.21,23,1.17,7.02,89.42,32.49,Investor,BankAuction,N,N,Y,32006795,28151281,15.03,10.5,PartitionDeed
2023-02,PARC-d28c278a11ae,Studio,35336732,8601.93,59,0.935,11.18,79.72,41.47,Institutional,Company,N,N,Y,25050403,32846361,39.67,55.0,SaleDeed
2021-07,PARC-0e0d4af4441a,FarmHouse,36253016,12832.93,12,1.059,7.31,69.94,39.09,NRI,BankAuction,N,Y,Y,37808136,21631348,65.22,29.3,GiftDeed
2022-06,PARC-3b1df97f4b4f,Studio,56779946,41719.28,14,0.894,9.34,73.13,15.61,Institutional,Company,N,Y,Y,57970889,46975262,44.02,80.6,LeaseDeed
2021-01,PARC-f074c229dd9c,Villa,1710473,515.05,164,1.128,8.85,67.09,52.67,Senior,Company,N,Y,Y,1373620,1073228,23.37,65.6,PartitionDeed
2020-08,PARC-1b0d712ddee3,Studio,14431864,3970.25,201,0.868,11.15,71.76,47.17,FirstTime,Individual,N,N,Y,12447098,13654552,77.75,39.5,ConveyanceDeed
2025-05,PARC-463d17bfea3d,Studio,24048302,6774.17,238,1.012,10.3,64.15,27.52,FirstTime,Trust,Y,N,Y,21016056,13424200,36.68,75.7,LeaseDeed
2021-10,PARC-c3cf59c941a9,RowHouse,31289603,8452.08,133,0.83,10.32,63.94,18.04,Senior,Developer,Y,N,N,28345880,27029408,38.03,30.8,GiftDeed
2024-03,PARC-6ba2933d4f7a,IndependentHouse,37039536,34487.46,13,1.096,7.5,82.21,17.08,Upgrader,BankAuction,Y,N,N,29235751,26029540,96.13,60.2,LeaseDeed
2019-12,PARC-f006ef28a127,FarmHouse,44647583,21109.97,58,0.96,10.65,51.62,45.43,Senior,Company,N,N,Y,33687621,36373883,47.55,23.5,LeaseDeed
2024-08,PARC-b45c729590f7,BuilderFloor,57691761,19115.89,27,0.868,7.78,48.22,50.77,NRI,Individual,Y,Y,N,53462415,45795181,22.71,81.0,PartitionDeed
2023-06,PARC-4d4d57c92cb7,Apartment,9042144,3186.1,98,0.994,10.48,49.06,30.73,Institutional,Developer,Y,Y,N,9395653,6737581,57.39,62.1,ConveyanceDeed
2022-06,PARC-cad0733856b3,RowHouse,63502739,17195.43,206,0.964,9.78,83.26,23.59,NRI,Developer,N,N,N,63399043,50297772,89.87,25.7,PartitionDeed
2022-09,PARC-a3a08ec1bba1,Villa,44795969,13657.31,62,0.987,10.76,66.6,24.87,Investor,Individual,N,Y,N,36649191,37915374,85.5,94.3,LeaseDeed
2019-11,PARC-b0459ce646fc,Plot,5138392,12322.28,145,0.92,10.89,52.35,30.61,Senior,Trust,Y,Y,N,4707140,3024325,87.82,55.8,ReleaseDeed
2021-09,PARC-520a5131d91f,RowHouse,60699588,15324.31,203,0.803,7.45,60.27,50.79,Upgrader,Company,N,N,Y,50753622,40496336,67.09,23.5,ReleaseDeed
2019-01,PARC-e117fb234794,FarmHouse,61331643,38792.94,65,0.888,9.1,43.6,44.28,FirstTime,Developer,Y,Y,Y,46816396,37070532,10.17,25.4,LeaseDeed
2020-05,PARC-a17bc69c5fb7,Plot,35494860,7922.96,35,1.072,7.02,59.72,35.02,Investor,Developer,Y,N,N,25072394,26799800,17.26,61.1,PartitionDeed
2019-07,PARC-f2c9f8dd1b02,Apartment,60796543,19442.45,184,0.854,9.51,43.64,56.46,Senior,BankAuction,Y,N,Y,53317524,46013348,14.22,95.3,ReleaseDeed
2020-11,PARC-fc130bbde85c,Apartment,62746044,81172.11,28,0.963,7.0,41.66,21.81,Investor,Company,N,Y,N,46951817,40743338,6.12,28.5,LeaseDeed
2025-09,PARC-9cb681ff7442,Studio,4558173,6875.07,55,0.956,11.45,85.61,37.12,Senior,Individual,Y,Y,Y,4525354,4188015,74.54,95.8,ReleaseDeed
2023-09,PARC-ca3b3824f235,BuilderFloor,31012906,19073.13,17,0.893,6.62,53.24,37.67,Investor,Trust,N,Y,Y,22037895,26440531,51.19,10.6,GiftDeed
2020-04,PARC-1ac009b35d91,Plot,63909275,17821.88,116,0.964,7.64,42.11,14.15,NRI,Individual,N,Y,Y,66845194,49845208,24.04,67.8,ConveyanceDeed
2022-03,PARC-17c1a9ad5c67,Studio,5704862,1316.61,96,1.069,9.33,58.28,55.79,FirstTime,Developer,Y,N,Y,4418994,3863934,68.01,78.4,SaleDeed
2021-10,PARC-5cc1d83abc53,Studio,25841421,6257.0,102,0.908,7.93,64.52,38.56,Investor,Trust,N,Y,Y,19701530,18740796,2.22,95.6,GiftDeed
2020-02,PARC-d07eee73b991,Studio,54488160,43210.28,135,1.123,9.14,72.14,26.29,Senior,Company,N,N,Y,39044490,43436463,61.56,29.6,GiftDeed
2021-12,PARC-92dbdbac1891,IndependentHouse,2742910,9523.99,204,0.931,10.75,68.66,48.37,FirstTime,Company,Y,N,N,2348879,1989718,7.0,34.9,ReleaseDeed
2023-05,PARC-e431774aaea4,Villa,22406712,34524.98,113,0.899,10.46,43.16,27.88,Investor,Developer,N,N,Y,20313774,14091758,17.33,92.5,SaleDeed
2021-09,PARC-0bfcb754d912,FarmHouse,54428247,12239.32,95,0.901,9.2,64.88,15.26,FirstTime,Trust,Y,N,N,43094304,39753899,83.08,64.6,PartitionDeed
2023-12,PARC-9a5c98771852,BuilderFloor,39054231,51185.1,60,0.968,10.32,67.12,35.7,NRI,Individual,N,N,N,38654856,34631932,1.5,70.8,LeaseDeed
2020-11,PARC-386f099db672,Apartment,15482821,4766.88,194,1.065,10.16,48.08,13.02,NRI,Company,N,Y,Y,13459571,11799894,89.61,80.0,ReleaseDeed
2019-01,PARC-a80f8f548c61,Studio,1420850,322.48,24,1.179,9.08,83.48,29.49,Upgrader,Developer,N,Y,N,1056851,1215372,70.33,67.3,LeaseDeed
2024-09,PARC-6b7c63865a9f,RowHouse,28987599,15745.57,114,1.072,9.37,73.76,31.29,NRI,Trust,Y,N,N,20543723,16411703,12.55,42.7,GiftDeed
2021-03,PARC-09b4ea5a0253,Villa,16771962,37188.39,138,0.835,8.1,76.94,10.19,FirstTime,Developer,Y,Y,N,15338441,13787415,52.08,14.2,ConveyanceDeed
2019-09,PARC-898b97a76111,Studio,39580346,91833.75,235,0.918,6.69,44.75,18.52,NRI,Trust,N,Y,N,40434580,33941925,97.27,96.8,LeaseDeed
2022-01,PARC-b27a42d8ba3f,RowHouse,23338945,5282.69,206,0.996,9.19,54.97,43.32,FirstTime,BankAuction,N,Y,N,18838747,13497242,34.33,50.4,SaleDeed
2021-04,PARC-9bf6c2122f6e,Apartment,45409636,22738.93,130,0.968,6.66,86.24,47.98,NRI,Trust,N,N,N,47459150,40436811,44.15,87.7,ConveyanceDeed
2022-04,PARC-f221404c71c4,FarmHouse,1377684,496.28,130,1.168,6.47,49.03,59.36,Upgrader,Developer,Y,Y,N,1054250,1202124,4.55,2.9,SaleDeed
2022-08,PARC-569a4207d148,Villa,62310074,19037.6,36,0.914,9.87,88.43,47.29,Institutional,Developer,Y,Y,Y,48642693,47218824,44.58,92.3,PartitionDeed
2023-11,PARC-da415d5c482b,FarmHouse,27922711,46383.24,61,0.823,6.5,46.24,27.6,NRI,BankAuction,Y,Y,N,21817812,25740333,39.1,96.8,LeaseDeed
2019-07,PARC-11cb681e935e,Studio,41864876,10213.44,220,1.001,7.86,47.91,29.08,Investor,BankAuction,N,Y,Y,36523415,38714749,11.79,49.8,ConveyanceDeed
2021-12,PARC-ef32660cf918,Villa,5405125,3088.64,38,0.932,10.13,81.71,32.65,Upgrader,Company,N,N,Y,4525484,4178146,11.65,81.6,ReleaseDeed
2019-03,PARC-5db70484828c,Apartment,38946371,41213.09,210,1.075,6.51,75.78,48.29,Upgrader,Trust,Y,Y,Y,30199749,26458741,49.7,56.1,ReleaseDeed
2020-12,PARC-84c06a0426d8,IndependentHouse,12215223,2967.02,201,0.95,8.72,64.15,24.62,Institutional,Trust,N,Y,N,9868403,6852944,76.38,34.2,ReleaseDeed
2025-11,PARC-79780b62167d,FarmHouse,50068490,59043.03,196,1.076,8.92,47.71,57.38,Institutional,BankAuction,N,N,Y,42679025,32449703,66.19,54.3,ConveyanceDeed
2024-08,PARC-dc49af599549,FarmHouse,23154786,5639.26,52,0.847,7.13,66.34,18.43,Investor,BankAuction,N,N,Y,22113665,14244376,12.57,11.7,PartitionDeed
2021-04,PARC-a07f60b2ae16,Villa,26822388,12736.18,136,0.979,6.92,69.96,47.71,Upgrader,Individual,Y,N,N,24260824,19611038,53.5,13.1,LeaseDeed
2019-09,PARC-90f606959fba,Plot,10822231,3731.8,130,1.163,10.65,71.27,54.17,Upgrader,Individual,Y,Y,N,8477117,6920738,33.22,59.4,GiftDeed
2021-05,PARC-7b821b7d2edc,Plot,7247695,2467.72,2,1.003,10.49,42.29,47.38,NRI,Trust,N,N,Y,6035085,4327795,70.53,46.4,ConveyanceDeed
2022-06,PARC-ce7ff9c61c04,Plot,63987545,21794.12,137,0.796,11.03,63.25,45.57,NRI,BankAuction,N,N,N,48499203,43954742,86.08,12.1,SaleDeed
2020-07,PARC-e685e8b39d73,Villa,34987439,9732.25,140,0.815,8.89,71.46,52.56,Senior,BankAuction,N,Y,N,36618035,26449009,83.37,56.9,SaleDeed
2019-09,PARC-6964682e0466,Plot,53019364,15571.03,234,0.892,11.48,49.87,45.03,FirstTime,Developer,Y,N,Y,46241471,49201977,25.55,24.4,ConveyanceDeed
2021-08,PARC-bbaed289558b,Studio,1294135,1815.06,148,0.916,11.07,46.28,35.63,Upgrader,Company,N,Y,Y,1118042,779588,3.85,98.8,ConveyanceDeed
2025-05,PARC-293c47f85851,Studio,21283269,4854.76,117,0.992,7.08,64.35,45.92,Upgrader,Individual,Y,Y,N,15272066,14127268,33.26,5.9,PartitionDeed
2024-05,PARC-897bd0e336ee,Studio,58447686,13601.97,122,0.954,11.09,75.56,53.76,Institutional,Developer,N,Y,Y,55799511,50718279,12.99,28.9,PartitionDeed
2022-02,PARC-8c0310f05095,IndependentHouse,29438500,6977.6,34,0.989,11.0,75.52,27.85,Institutional,Trust,N,Y,Y,20911070,21820580,27.31,81.1,PartitionDeed
2024-05,PARC-63a5f7c7e93b,IndependentHouse,54555597,66288.7,113,1.031,8.12,87.84,11.28,Upgrader,Trust,N,N,Y,38228707,41614656,57.31,18.8,ReleaseDeed
2019-10,PARC-c11af95b4032,BuilderFloor,50679740,43878.56,112,1.053,7.16,55.16,56.83,Senior,Trust,Y,N,N,45280618,27923131,35.56,53.1,ReleaseDeed
2021-07,PARC-811288e71f6c,Plot,48811494,24045.07,176,1.136,11.36,73.47,58.2,NRI,Individual,Y,Y,N,34273779,37657070,67.11,41.6,LeaseDeed
2020-10,PARC-b2440cd1234b,Apartment,49620665,38317.12,1,1.078,8.15,42.89,27.47,FirstTime,Individual,Y,N,Y,41659832,40885864,65.15,5.3,SaleDeed
2023-03,PARC-8fc38c75b3a3,BuilderFloor,58505584,15752.72,143,0.807,10.93,84.89,12.91,Upgrader,Company,N,N,Y,49712940,46852472,32.71,97.5,ConveyanceDeed
2024-07,PARC-7f70a51a86e6,Apartment,35517591,12693.92,82,0.895,7.14,40.12,12.32,Institutional,Individual,N,N,N,29380624,31759463,40.0,37.6,GiftDeed
2021-09,PARC-0198b5848891,FarmHouse,31350302,9505.85,113,0.997,7.62,87.47,55.42,FirstTime,Trust,Y,Y,N,24416826,25238424,99.57,60.9,LeaseDeed
2025-04,PARC-aa8392c45654,Apartment,36439573,69276.75,82,1.089,7.56,47.39,28.47,FirstTime,BankAuction,N,N,N,37883857,22624997,87.24,90.8,LeaseDeed
2019-09,PARC-817412d4e023,BuilderFloor,5540894,4107.41,25,0.88,6.42,69.01,45.73,Upgrader,Individual,N,Y,Y,5459402,3293689,21.02,44.9,LeaseDeed
2025-08,PARC-3d479568d3ec,RowHouse,42810702,20289.43,32,1.14,9.01,89.88,45.13,FirstTime,BankAuction,N,N,N,31092141,31191959,85.34,84.0,LeaseDeed
2025-03,PARC-5ac386c647c5,Plot,39794619,16423.7,220,1.019,7.5,76.94,56.09,Senior,Company,N,N,Y,33358036,23725632,10.87,67.4,GiftDeed
2024-01,PARC-1aa0c6ed0c90,FarmHouse,53369024,16487.19,184,0.933,8.92,44.62,39.41,Upgrader,BankAuction,N,N,N,40389085,41476790,91.5,97.7,PartitionDeed
2021-06,PARC-80851b78dde7,Studio,48776096,118676.63,112,0.859,8.04,56.29,25.42,Upgrader,Company,Y,Y,N,48434090,39058664,18.08,89.6,GiftDeed
2025-03,PARC-9d5c86dff4d9,FarmHouse,16154238,12861.65,180,0.932,8.78,65.33,36.54,NRI,Developer,N,N,Y,12085097,9723807,39.12,98.5,SaleDeed
2021-10,PARC-a978b81a5a21,Villa,29047127,8021.85,65,1.085,8.16,48.9,41.24,Senior,Developer,N,Y,N,25961305,25725121,64.25,46.4,SaleDeed
2025-04,PARC-4ff69242df93,Villa,49073368,12920.84,162,0.923,6.64,76.24,56.85,Institutional,Developer,N,N,Y,43503572,29907999,52.03,54.8,PartitionDeed
2020-10,PARC-116d1552dda8,Villa,44599517,17768.73,207,0.916,8.36,89.73,15.37,NRI,BankAuction,N,Y,Y,45137782,32545776,70.48,16.1,SaleDeed
2024-07,PARC-4063129ad96b,BuilderFloor,27905781,51966.07,78,0.851,6.73,76.31,25.94,Investor,Individual,N,Y,Y,29246032,15640142,68.44,26.0,LeaseDeed
2020-07,PARC-1e2e62a25602,Villa,64229360,35822.29,210,0.967,9.33,48.17,38.98,Upgrader,Company,N,Y,Y,52215958,35709572,64.73,1.6,SaleDeed
2019-03,PARC-b8c7889db143,Apartment,53359696,12888.82,220,1.067,11.13,77.07,28.96,Senior,BankAuction,Y,Y,N,42151044,42641938,8.27,38.1,ReleaseDeed
2024-12,PARC-17d73f8316aa,Villa,23436981,11060.4,220,1.078,8.71,88.5,44.36,Institutional,Trust,Y,N,N,17484501,14058803,9.08,87.3,ConveyanceDeed
2021-04,PARC-c66fd0f90a5b,Apartment,62575402,17935.05,37,1.158,11.24,52.3,51.01,Institutional,Developer,N,N,N,44049735,44079777,87.63,4.0,ConveyanceDeed
2022-02,PARC-8ee903b52aa9,Villa,32917665,7714.48,184,1.059,7.08,67.27,40.83,Senior,BankAuction,Y,N,N,23282572,27856561,99.33,27.3,SaleDeed
2023-04,PARC-b485b77052a6,BuilderFloor,26368836,9061.46,24,1.092,10.26,86.54,23.36,Investor,Company,Y,Y,N,27605398,23803358,67.48,12.2,ConveyanceDeed
2022-01,PARC-7b905e59f8fd,RowHouse,22329677,5354.84,218,1.161,9.82,43.3,56.87,Upgrader,Individual,N,Y,Y,20508104,19276207,57.56,75.7,LeaseDeed
2025-08,PARC-f336d2072144,IndependentHouse,6539595,8215.57,77,0.822,6.4,47.67,46.7,Investor,Developer,Y,N,Y,5092314,4962723,44.57,50.3,SaleDeed
2023-07,PARC-59dea1ce0ddd,Villa,54012546,26476.74,238,1.055,9.21,52.62,46.54,Institutional,Individual,N,Y,N,48620667,44440056,67.6,46.9,LeaseDeed
2024-06,PARC-b12c11d0250b,IndependentHouse,19928443,37249.43,108,0.931,10.76,65.55,13.77,Upgrader,Individual,Y,Y,Y,14635628,12046320,34.52,19.4,GiftDeed
2022-02,PARC-9bb3f1cb157c,Apartment,56905435,43472.45,22,1.142,10.31,73.28,42.61,NRI,Individual,N,N,N,49805960,45335249,54.88,66.3,LeaseDeed
2022-10,PARC-dfe672f833ed,BuilderFloor,23027166,8065.56,60,0.845,9.95,79.21,49.87,Institutional,Developer,Y,N,Y,23654937,12681592,18.87,81.1,SaleDeed
2020-10,PARC-a5e1c06045bb,Studio,13635625,3927.31,160,0.813,7.82,72.36,17.24,FirstTime,BankAuction,N,Y,N,12632252,11866441,53.67,34.8,SaleDeed
2025-09,PARC-c07151916c3a,Plot,47906407,34097.09,113,1.039,8.05,68.4,34.02,NRI,Individual,Y,Y,N,34510340,31409699,4.45,94.4,ReleaseDeed
