econ_consumer_transaction_week,econ_consumer_merchant_category_code,econ_consumer_payment_channel_type,econ_consumer_spend_amount_usd,econ_consumer_transaction_count,econ_consumer_unique_cardholders,econ_consumer_median_ticket_size,econ_consumer_share_online_pct,econ_consumer_share_instore_pct,econ_consumer_refund_rate_pct,econ_consumer_chargeback_rate_pct,econ_consumer_new_customer_share_pct,econ_consumer_repeat_customer_share_pct,econ_consumer_income_segment,econ_consumer_age_segment,econ_consumer_device_type,econ_consumer_daypart_peak,econ_consumer_holiday_effect_flag,econ_consumer_weather_sensitivity_score,econ_consumer_privacy_aggregation_level
1990-09-03,1589,INSTORE_CARD_PRESENT,868480.41,647,122,1511.71,31.84,68.16,2.46,0.29,32.93,67.07,35_60K,65_PLUS,TABLET,MORNING,1,0.0473,ZIP5
1990-09-10,3752,RECURRING,583367.57,611,201,1066.57,17.1,82.9,1.4,1.21,5.86,94.14,150K_PLUS,25_34,POS_TERMINAL,MORNING,0,0.5984,NATIONAL
1990-09-17,7536,INSTORE_CARD_PRESENT,848969.96,718,237,750.26,70.6,29.4,6.1,1.54,17.79,82.21,35_60K,45_54,MOBILE,AFTERNOON,0,0.704,STATE
1990-09-24,6777,MOBILE_WALLET,1906963.16,661,137,2217.78,39.84,60.16,1.09,1.32,34.44,65.56,60_100K,35_44,POS_TERMINAL,AFTERNOON,0,0.5567,ZIP3
1990-10-01,5885,RECURRING,598631.96,634,111,890.55,32.98,67.02,4.78,1.08,30.58,69.42,150K_PLUS,35_44,POS_TERMINAL,AFTERNOON,0,0.0513,METRO
1990-10-08,7594,IN_APP,542137.59,675,110,535.98,75.26,24.74,7.42,1.54,42.46,57.54,100_150K,35_44,TABLET,MIDDAY,0,0.3956,ZIP5
1990-10-15,8624,ONLINE_ECOM,1823535.05,647,283,3593.78,6.45,93.55,0.87,0.34,6.6,93.4,150K_PLUS,55_64,UNKNOWN,MORNING,0,0.117,NATIONAL
1990-10-22,8982,MOBILE_WALLET,716547.11,663,312,1480.35,73.76,26.24,3.59,0.13,37.42,62.58,100_150K,25_34,POS_TERMINAL,MORNING,0,0.0025,ZIP3
1990-10-29,2006,MOBILE_WALLET,1799174.14,657,175,3657.07,23.11,76.89,1.34,1.0,17.78,82.22,35_60K,18_24,TABLET,MORNING,0,0.724,STORE_CLUSTER
1990-11-05,1494,MOBILE_WALLET,1478983.26,631,268,2702.74,63.96,36.04,4.91,1.13,11.65,88.35,60_100K,55_64,MOBILE,EVENING,0,0.5143,ZIP5
1990-11-12,5935,INSTORE_CARD_PRESENT,265666.18,625,298,478.49,33.39,66.61,3.91,0.57,32.96,67.04,35_60K,25_34,MOBILE,MIDDAY,0,0.1283,METRO
1990-11-19,6804,RECURRING,742062.16,630,180,1541.62,32.6,67.4,6.98,0.28,10.94,89.06,150K_PLUS,45_54,DESKTOP,MIDDAY,0,0.2216,STATE
1990-11-26,9985,INSTORE_CARD_PRESENT,149618.05,629,154,243.42,6.42,93.58,3.22,1.15,13.12,86.88,150K_PLUS,18_24,DESKTOP,EVENING,0,0.7847,ZIP3
1990-12-03,1368,ONLINE_ECOM,453834.12,672,355,867.75,21.61,78.39,7.91,1.46,13.57,86.43,60_100K,25_34,DESKTOP,LATE_NIGHT,1,0.9328,ZIP3
1990-12-10,9241,ONLINE_ECOM,960379.88,672,228,1044.52,21.61,78.39,0.34,0.94,15.83,84.17,35_60K,18_24,MOBILE,MORNING,0,0.4252,ZIP3
1990-12-17,7694,PHONE_ORDER,1246192.89,607,394,2570.63,39.52,60.48,6.06,0.65,41.78,58.22,100_150K,18_24,UNKNOWN,LATE_NIGHT,0,0.7181,ZIP3
1990-12-24,7938,PHONE_ORDER,1326160.75,653,221,1365.25,56.23,43.77,1.37,0.54,22.49,77.51,LT35K,25_34,DESKTOP,MORNING,0,0.8619,ZIP3
1990-12-31,5046,ONLINE_ECOM,462222.04,681,314,418.4,54.63,45.37,3.41,1.3,40.79,59.21,35_60K,25_34,TABLET,MIDDAY,0,0.2675,NATIONAL
1991-01-07,2115,MOBILE_WALLET,1478927.69,650,176,1389.13,54.55,45.45,1.76,0.57,35.77,64.23,LT35K,35_44,MOBILE,MIDDAY,0,0.4881,ZIP5
1991-01-14,3767,RECURRING,5236424.62,672,246,9749.48,43.08,56.92,2.83,0.53,23.19,76.81,35_60K,55_64,MOBILE,MORNING,0,0.5286,ZIP3
1991-01-21,8500,PHONE_ORDER,741327.9,681,174,991.06,60.59,39.41,3.94,0.43,23.68,76.32,35_60K,25_34,POS_TERMINAL,EVENING,1,0.1086,STORE_CLUSTER
1991-01-28,5849,IN_APP,1101672.2,627,117,2228.58,65.98,34.02,6.05,1.36,14.63,85.37,35_60K,35_44,TABLET,EVENING,0,0.2482,STATE
1991-02-04,3836,ONLINE_ECOM,1135820.08,658,381,2219.31,42.0,58.0,2.97,1.46,14.47,85.53,35_60K,18_24,UNKNOWN,LATE_NIGHT,0,0.7118,NATIONAL
1991-02-11,1782,RECURRING,657883.52,584,403,1095.51,14.31,85.69,1.32,0.63,26.08,73.92,150K_PLUS,65_PLUS,TABLET,MORNING,0,0.5097,NATIONAL
1991-02-18,5263,ONLINE_ECOM,1187846.62,668,109,2142.19,57.81,42.19,2.28,1.42,41.0,59.0,100_150K,25_34,DESKTOP,MIDDAY,0,0.7154,METRO
1991-02-25,1465,ONLINE_ECOM,1336487.54,630,310,1485.54,8.31,91.69,4.75,0.78,23.47,76.53,60_100K,55_64,UNKNOWN,AFTERNOON,0,0.1762,NATIONAL
1991-03-04,1162,PHONE_ORDER,371423.18,674,192,422.52,37.48,62.52,2.04,0.8,16.91,83.09,35_60K,35_44,DESKTOP,MORNING,0,0.7889,NATIONAL
1991-03-11,8394,MOBILE_WALLET,412872.3,634,223,448.04,78.35,21.65,6.46,0.1,31.38,68.62,LT35K,18_24,MOBILE,MORNING,1,0.1644,STATE
1991-03-18,8079,RECURRING,381726.59,651,138,393.57,27.46,72.54,3.33,0.76,13.11,86.89,LT35K,35_44,TABLET,EVENING,0,0.0045,METRO
1991-03-25,8611,INSTORE_CARD_PRESENT,3017465.01,654,116,5215.84,62.47,37.53,2.42,0.84,22.35,77.65,60_100K,25_34,TABLET,LATE_NIGHT,1,0.4923,ZIP3
1991-04-01,7913,RECURRING,1598504.09,669,260,3202.05,36.89,63.11,3.66,1.51,19.55,80.45,LT35K,65_PLUS,TABLET,LATE_NIGHT,1,0.0191,NATIONAL
1991-04-08,7288,INSTORE_CARD_PRESENT,572266.51,639,149,1005.6,69.42,30.58,7.19,0.21,13.3,86.7,60_100K,25_34,UNKNOWN,MORNING,0,0.8029,NATIONAL
1991-04-15,5955,INSTORE_CARD_PRESENT,164182.3,638,309,356.66,29.18,70.82,7.3,0.78,34.65,65.35,150K_PLUS,35_44,POS_TERMINAL,LATE_NIGHT,1,0.4411,STORE_CLUSTER
1991-04-22,2101,PHONE_ORDER,629792.07,643,300,1064.31,33.53,66.47,3.29,0.67,9.1,90.9,100_150K,65_PLUS,TABLET,LATE_NIGHT,0,0.3336,METRO
1991-04-29,7177,INSTORE_CARD_PRESENT,266997.13,655,297,563.2,6.36,93.64,0.91,1.44,40.83,59.17,35_60K,18_24,UNKNOWN,AFTERNOON,0,0.5336,METRO
1991-05-06,2919,IN_APP,1524939.02,659,106,2526.48,81.02,18.98,6.93,1.78,41.0,59.0,150K_PLUS,65_PLUS,POS_TERMINAL,MIDDAY,0,0.0018,NATIONAL
1991-05-13,3566,INSTORE_CARD_PRESENT,213666.32,658,406,231.59,19.69,80.31,0.35,0.25,43.25,56.75,60_100K,65_PLUS,TABLET,LATE_NIGHT,0,0.6967,ZIP5
1991-05-20,1907,MOBILE_WALLET,632445.42,646,220,1241.3,32.65,67.35,2.73,0.21,16.15,83.85,60_100K,65_PLUS,POS_TERMINAL,EVENING,0,0.6346,STATE
1991-05-27,5275,INSTORE_CARD_PRESENT,579591.55,632,350,768.7,37.05,62.95,3.53,0.49,43.9,56.1,LT35K,18_24,TABLET,MORNING,0,0.5204,STATE
1991-06-03,7307,PHONE_ORDER,453962.76,651,130,711.88,5.45,94.55,2.13,0.42,8.15,91.85,60_100K,55_64,DESKTOP,AFTERNOON,0,0.8767,ZIP5
1991-06-10,1373,ONLINE_ECOM,649811.8,697,165,1039.85,21.82,78.18,1.43,1.09,20.35,79.65,100_150K,35_44,UNKNOWN,MORNING,0,0.988,NATIONAL
1991-06-17,4408,ONLINE_ECOM,1137458.97,677,394,1246.23,16.89,83.11,4.0,1.0,25.36,74.64,150K_PLUS,18_24,POS_TERMINAL,MIDDAY,0,0.473,METRO
1991-06-24,3495,IN_APP,334617.38,668,402,698.88,38.06,61.94,7.77,1.21,40.19,59.81,100_150K,45_54,POS_TERMINAL,AFTERNOON,0,0.8648,METRO
1991-07-01,6102,RECURRING,2250557.07,616,394,3773.29,78.08,21.92,7.28,1.63,10.95,89.05,100_150K,65_PLUS,TABLET,LATE_NIGHT,0,0.6864,ZIP3
1991-07-08,4158,ONLINE_ECOM,1071633.59,616,229,1908.52,5.96,94.04,6.52,0.77,25.87,74.13,100_150K,18_24,POS_TERMINAL,LATE_NIGHT,0,0.676,ZIP5
1991-07-15,1529,IN_APP,910572.89,632,260,1579.14,56.33,43.67,2.84,1.66,22.02,77.98,LT35K,65_PLUS,TABLET,MORNING,0,0.6704,NATIONAL
1991-07-22,3428,PHONE_ORDER,806306.51,625,413,1340.2,50.18,49.82,3.29,1.29,15.22,84.78,60_100K,35_44,DESKTOP,LATE_NIGHT,0,0.1405,STORE_CLUSTER
1991-07-29,7135,ONLINE_ECOM,851837.74,627,182,1398.6,73.68,26.32,2.99,0.61,15.55,84.45,LT35K,35_44,POS_TERMINAL,MORNING,0,0.1244,ZIP5
1991-08-05,7041,INSTORE_CARD_PRESENT,2543985.25,658,252,5155.97,83.93,16.07,3.09,0.59,15.47,84.53,100_150K,55_64,POS_TERMINAL,EVENING,0,0.1908,ZIP3
1991-08-12,4543,MOBILE_WALLET,399863.27,654,286,757.94,32.91,67.09,7.41,1.02,30.97,69.03,LT35K,65_PLUS,TABLET,EVENING,0,0.6269,METRO
1991-08-19,8654,ONLINE_ECOM,914228.5,632,399,1169.1,44.88,55.12,8.0,0.94,22.07,77.93,LT35K,65_PLUS,POS_TERMINAL,MORNING,0,0.7347,ZIP3
1991-08-26,7909,PHONE_ORDER,493303.46,653,247,693.04,52.34,47.66,7.23,0.15,8.1,91.9,60_100K,45_54,POS_TERMINAL,MIDDAY,0,0.2953,STORE_CLUSTER
1991-09-02,9786,ONLINE_ECOM,900088.14,670,167,1867.09,82.63,17.37,7.84,1.06,44.73,55.27,150K_PLUS,35_44,POS_TERMINAL,MORNING,0,0.8519,METRO
1991-09-09,2315,ONLINE_ECOM,552775.72,642,228,820.91,19.65,80.35,5.11,1.08,32.95,67.05,150K_PLUS,35_44,MOBILE,EVENING,0,0.005,ZIP5
1991-09-16,1217,MOBILE_WALLET,379479.49,713,463,509.76,44.63,55.37,7.54,0.08,14.38,85.62,LT35K,35_44,UNKNOWN,EVENING,0,0.7451,METRO
1991-09-23,6595,ONLINE_ECOM,398583.85,660,413,495.52,75.16,24.84,7.16,1.64,22.26,77.74,150K_PLUS,55_64,UNKNOWN,LATE_NIGHT,0,0.0445,STORE_CLUSTER
1991-09-30,7382,PHONE_ORDER,1107305.81,639,402,1540.52,75.96,24.04,5.14,1.3,11.03,88.97,150K_PLUS,35_44,DESKTOP,MORNING,0,0.9907,STORE_CLUSTER
1991-10-07,8421,MOBILE_WALLET,1316501.03,642,388,2571.17,71.33,28.67,2.01,0.76,13.66,86.34,60_100K,65_PLUS,POS_TERMINAL,MORNING,0,0.5285,METRO
1991-10-14,6111,INSTORE_CARD_PRESENT,1039600.93,664,161,2071.08,64.41,35.59,5.99,1.71,28.65,71.35,35_60K,25_34,TABLET,LATE_NIGHT,0,0.909,STORE_CLUSTER
1991-10-21,2756,MOBILE_WALLET,1691059.01,649,322,3592.6,41.7,58.3,1.32,0.4,44.53,55.47,60_100K,65_PLUS,POS_TERMINAL,MIDDAY,1,0.0637,ZIP3
1991-10-28,1146,PHONE_ORDER,1250937.9,633,327,1209.22,8.82,91.18,0.64,0.24,23.96,76.04,60_100K,55_64,DESKTOP,MORNING,0,0.5554,ZIP3
1991-11-04,8729,RECURRING,803544.39,637,319,1066.05,48.76,51.24,4.68,0.62,33.28,66.72,150K_PLUS,45_54,MOBILE,AFTERNOON,0,0.2654,STATE
1991-11-11,1376,IN_APP,3092370.07,650,151,4361.17,70.94,29.06,6.02,0.85,16.44,83.56,35_60K,25_34,DESKTOP,LATE_NIGHT,0,0.6663,ZIP5
1991-11-18,6549,IN_APP,572559.91,617,248,893.72,12.69,87.31,7.48,1.29,32.4,67.6,LT35K,25_34,MOBILE,EVENING,1,0.6709,NATIONAL
1991-11-25,8699,ONLINE_ECOM,548691.3,689,265,1103.97,34.07,65.93,0.42,1.17,28.98,71.02,60_100K,65_PLUS,MOBILE,MIDDAY,1,0.1384,NATIONAL
1991-12-02,8276,INSTORE_CARD_PRESENT,1057917.25,705,219,1384.93,54.25,45.75,6.0,1.14,6.1,93.9,35_60K,35_44,UNKNOWN,LATE_NIGHT,0,0.0653,NATIONAL
1991-12-09,9023,RECURRING,490278.23,619,314,680.51,61.5,38.5,6.46,1.61,28.39,71.61,LT35K,65_PLUS,MOBILE,EVENING,1,0.8956,STORE_CLUSTER
1991-12-16,5149,RECURRING,847884.08,666,181,1412.02,76.71,23.29,3.54,1.02,29.86,70.14,LT35K,45_54,TABLET,MORNING,0,0.4427,METRO
1991-12-23,2623,MOBILE_WALLET,967078.6,711,475,1202.17,43.36,56.64,0.59,0.72,21.6,78.4,100_150K,25_34,TABLET,LATE_NIGHT,1,0.4757,NATIONAL
1991-12-30,7149,IN_APP,823629.54,585,160,1372.28,46.06,53.94,5.41,0.55,30.96,69.04,LT35K,18_24,UNKNOWN,MIDDAY,0,0.9454,ZIP5
1992-01-06,3985,PHONE_ORDER,499919.17,648,397,488.37,81.33,18.67,2.73,1.58,11.44,88.56,60_100K,35_44,DESKTOP,AFTERNOON,0,0.7086,STATE
1992-01-13,8604,MOBILE_WALLET,2006797.85,709,477,3605.41,43.36,56.64,3.18,1.7,42.14,57.86,LT35K,55_64,POS_TERMINAL,AFTERNOON,0,0.3241,ZIP3
1992-01-20,7826,MOBILE_WALLET,342529.35,625,191,616.2,12.07,87.93,2.33,0.57,26.37,73.63,60_100K,25_34,UNKNOWN,MORNING,0,0.5574,STORE_CLUSTER
1992-01-27,8275,IN_APP,628897.37,674,412,937.41,34.3,65.7,7.98,1.43,44.23,55.77,LT35K,18_24,POS_TERMINAL,AFTERNOON,0,0.4157,ZIP5
1992-02-03,1012,IN_APP,432489.05,635,354,620.52,51.94,48.06,3.11,1.45,17.16,82.84,35_60K,65_PLUS,POS_TERMINAL,MIDDAY,0,0.5789,NATIONAL
1992-02-10,4873,MOBILE_WALLET,823313.19,675,279,1113.3,28.61,71.39,0.86,1.06,13.02,86.98,35_60K,25_34,MOBILE,AFTERNOON,0,0.8923,NATIONAL
1992-02-17,4338,ONLINE_ECOM,709022.58,683,257,1111.3,70.01,29.99,7.35,0.19,44.48,55.52,35_60K,65_PLUS,UNKNOWN,EVENING,0,0.6497,METRO
1992-02-24,7592,RECURRING,813321.27,696,368,864.91,68.74,31.26,7.99,1.2,35.42,64.58,150K_PLUS,25_34,MOBILE,AFTERNOON,0,0.1943,ZIP3
1992-03-02,6633,MOBILE_WALLET,560583.09,696,384,1045.14,35.31,64.69,4.15,1.51,19.76,80.24,150K_PLUS,18_24,MOBILE,AFTERNOON,0,0.2571,STATE
1992-03-09,3908,RECURRING,681135.41,637,356,1016.05,73.11,26.89,4.93,1.26,8.95,91.05,100_150K,18_24,DESKTOP,AFTERNOON,0,0.0623,METRO
1992-03-16,4791,INSTORE_CARD_PRESENT,439670.91,606,369,942.42,17.81,82.19,6.59,0.97,26.32,73.68,100_150K,18_24,TABLET,MIDDAY,0,0.4298,ZIP3
1992-03-23,4975,IN_APP,952091.27,637,343,1956.38,17.5,82.5,1.47,1.64,28.41,71.59,60_100K,45_54,DESKTOP,AFTERNOON,0,0.7683,STATE
1992-03-30,5537,IN_APP,407440.29,658,388,506.69,61.72,38.28,3.46,1.78,37.71,62.29,150K_PLUS,25_34,POS_TERMINAL,AFTERNOON,0,0.7175,METRO
1992-04-06,7899,INSTORE_CARD_PRESENT,1446713.68,697,317,2157.78,20.83,79.17,3.01,0.99,44.24,55.76,LT35K,25_34,UNKNOWN,AFTERNOON,0,0.0064,STORE_CLUSTER
1992-04-13,6857,IN_APP,309048.54,650,286,527.13,15.57,84.43,4.79,0.82,25.26,74.74,LT35K,55_64,TABLET,MIDDAY,1,0.6014,NATIONAL
1992-04-20,1589,PHONE_ORDER,796319.84,731,285,831.34,16.36,83.64,3.02,0.52,11.42,88.58,60_100K,35_44,MOBILE,LATE_NIGHT,0,0.6725,STORE_CLUSTER
1992-04-27,5942,RECURRING,1301328.49,623,157,2168.11,43.99,56.01,7.47,0.88,29.84,70.16,35_60K,45_54,DESKTOP,EVENING,0,0.7801,STATE
1992-05-04,8755,PHONE_ORDER,2448281.52,595,205,3969.97,56.36,43.64,1.37,1.45,22.67,77.33,LT35K,65_PLUS,TABLET,LATE_NIGHT,0,0.8932,STATE
1992-05-11,6733,PHONE_ORDER,1091296.84,667,415,2010.24,75.05,24.95,5.65,0.5,16.87,83.13,35_60K,45_54,UNKNOWN,MORNING,0,0.2889,ZIP3
1992-05-18,1477,INSTORE_CARD_PRESENT,1614975.54,646,352,2572.14,74.59,25.41,0.86,0.29,31.1,68.9,35_60K,65_PLUS,TABLET,MIDDAY,1,0.4291,STATE
1992-05-25,9166,IN_APP,1230383.34,637,444,1327.69,62.98,37.02,5.47,0.34,26.51,73.49,60_100K,25_34,TABLET,MIDDAY,0,0.7401,STORE_CLUSTER
1992-06-01,6326,IN_APP,672263.51,667,333,618.86,48.09,51.91,5.78,0.5,22.8,77.2,150K_PLUS,18_24,MOBILE,MORNING,0,0.4377,ZIP5
1992-06-08,6150,IN_APP,434914.71,667,164,860.33,32.13,67.87,0.47,0.79,26.48,73.52,100_150K,45_54,POS_TERMINAL,AFTERNOON,0,0.229,NATIONAL
1992-06-15,4294,ONLINE_ECOM,1040845.6,659,401,1987.15,7.23,92.77,2.33,1.51,13.3,86.7,60_100K,65_PLUS,POS_TERMINAL,EVENING,1,0.266,ZIP5
1992-06-22,8566,INSTORE_CARD_PRESENT,972967.34,667,307,1338.23,5.43,94.57,3.79,0.36,16.89,83.11,LT35K,65_PLUS,TABLET,MIDDAY,0,0.9867,ZIP5
1992-06-29,9579,MOBILE_WALLET,1482424.46,656,181,1529.12,56.4,43.6,7.76,1.8,21.14,78.86,60_100K,65_PLUS,MOBILE,EVENING,0,0.8884,NATIONAL
1992-07-06,3021,INSTORE_CARD_PRESENT,701862.99,686,376,1220.63,64.94,35.06,3.43,1.15,30.65,69.35,100_150K,18_24,TABLET,EVENING,0,0.4432,NATIONAL
1992-07-13,5845,MOBILE_WALLET,1108146.45,647,220,1519.59,83.9,16.1,2.76,0.98,29.09,70.91,35_60K,45_54,DESKTOP,EVENING,1,0.5151,NATIONAL
1992-07-20,5797,RECURRING,1131664.88,622,308,1316.99,7.39,92.61,3.94,0.18,44.23,55.77,LT35K,55_64,MOBILE,LATE_NIGHT,0,0.2608,ZIP3
1992-07-27,1301,RECURRING,513127.48,638,444,648.86,64.9,35.1,2.16,0.05,44.08,55.92,150K_PLUS,18_24,UNKNOWN,MORNING,0,0.0211,STATE
1992-08-03,6294,MOBILE_WALLET,795429.24,654,181,1026.63,46.18,53.82,0.81,1.7,41.53,58.47,100_150K,65_PLUS,DESKTOP,AFTERNOON,0,0.9086,ZIP3
1992-08-10,2904,PHONE_ORDER,397625.26,645,307,497.15,66.77,33.23,4.59,1.44,12.3,87.7,LT35K,25_34,UNKNOWN,LATE_NIGHT,0,0.5378,ZIP5
1992-08-17,6253,MOBILE_WALLET,2194818.36,640,166,3547.36,34.84,65.16,2.99,0.53,27.08,72.92,35_60K,45_54,MOBILE,EVENING,0,0.4034,NATIONAL
1992-08-24,5659,PHONE_ORDER,380240.85,670,339,419.75,15.36,84.64,1.96,0.58,44.48,55.52,35_60K,25_34,POS_TERMINAL,MIDDAY,0,0.1051,NATIONAL
1992-08-31,8213,MOBILE_WALLET,701161.13,698,287,704.95,82.93,17.07,7.99,0.29,41.8,58.2,LT35K,35_44,POS_TERMINAL,EVENING,0,0.76,STATE
1992-09-07,8522,RECURRING,2528395.52,614,193,2558.02,15.53,84.47,2.88,0.62,17.69,82.31,60_100K,65_PLUS,POS_TERMINAL,MIDDAY,0,0.0283,ZIP3
1992-09-14,9657,ONLINE_ECOM,1043096.85,597,163,1587.73,33.77,66.23,1.99,0.22,33.95,66.05,LT35K,45_54,UNKNOWN,AFTERNOON,1,0.7769,ZIP3
1992-09-21,7440,INSTORE_CARD_PRESENT,887464.29,670,396,1417.95,77.86,22.14,4.81,1.12,15.21,84.79,60_100K,45_54,POS_TERMINAL,MORNING,0,0.4628,ZIP3
1992-09-28,5628,ONLINE_ECOM,830220.12,659,135,827.83,78.55,21.45,1.28,0.65,30.7,69.3,35_60K,55_64,MOBILE,MIDDAY,0,0.1093,METRO
1992-10-05,5288,PHONE_ORDER,313521.75,617,272,595.24,46.85,53.15,1.47,1.48,34.74,65.26,150K_PLUS,25_34,UNKNOWN,MORNING,0,0.3809,STORE_CLUSTER
1992-10-12,5440,RECURRING,413962.82,685,200,796.4,47.07,52.93,5.86,0.72,6.92,93.08,150K_PLUS,18_24,MOBILE,MIDDAY,0,0.1985,STORE_CLUSTER
1992-10-19,2024,IN_APP,591958.83,669,193,995.83,12.43,87.57,2.93,1.78,13.4,86.6,35_60K,18_24,MOBILE,MORNING,0,0.0017,ZIP3
1992-10-26,7284,INSTORE_CARD_PRESENT,1690137.55,665,172,2771.6,77.09,22.91,0.4,0.25,6.41,93.59,150K_PLUS,18_24,MOBILE,MORNING,1,0.4091,NATIONAL
1992-11-02,9831,INSTORE_CARD_PRESENT,578147.98,668,403,1173.81,62.32,37.68,7.87,1.12,37.72,62.28,LT35K,65_PLUS,MOBILE,MIDDAY,0,0.3342,STORE_CLUSTER
1992-11-09,5288,INSTORE_CARD_PRESENT,3200706.11,662,150,3691.58,40.61,59.39,6.03,0.83,19.67,80.33,35_60K,45_54,MOBILE,LATE_NIGHT,1,0.7601,ZIP5
1992-11-16,1492,INSTORE_CARD_PRESENT,978935.54,669,102,1497.9,15.63,84.37,3.66,0.88,42.97,57.03,150K_PLUS,25_34,TABLET,LATE_NIGHT,0,0.0733,STORE_CLUSTER
1992-11-23,8461,MOBILE_WALLET,1150278.75,689,344,2137.38,72.44,27.56,2.97,0.41,43.23,56.77,60_100K,45_54,DESKTOP,LATE_NIGHT,0,0.7064,STORE_CLUSTER
1992-11-30,3062,MOBILE_WALLET,584061.74,597,200,1223.28,59.15,40.85,3.2,1.71,38.32,61.68,60_100K,55_64,MOBILE,MIDDAY,1,0.3639,ZIP5
1992-12-07,4485,IN_APP,223868.47,647,169,360.27,20.78,79.22,6.05,0.15,14.82,85.18,150K_PLUS,18_24,TABLET,MIDDAY,0,0.2564,NATIONAL
1992-12-14,7207,RECURRING,589354.78,635,106,702.33,38.96,61.04,2.86,0.87,21.57,78.43,60_100K,35_44,DESKTOP,AFTERNOON,0,0.4833,ZIP5
1992-12-21,5201,MOBILE_WALLET,504220.17,606,293,636.22,28.13,71.87,5.14,1.75,39.35,60.65,35_60K,45_54,MOBILE,EVENING,1,0.0459,ZIP5
1992-12-28,3923,MOBILE_WALLET,552775.31,617,284,901.35,36.3,63.7,6.31,1.77,38.53,61.47,LT35K,35_44,POS_TERMINAL,MIDDAY,0,0.1214,ZIP3
1993-01-04,6987,IN_APP,1839348.55,667,414,1760.42,61.76,38.24,4.21,1.6,34.69,65.31,150K_PLUS,35_44,MOBILE,MORNING,0,0.3743,METRO
1993-01-11,9796,RECURRING,980192.39,646,215,1488.66,20.56,79.44,0.2,1.43,42.35,57.65,60_100K,18_24,UNKNOWN,MIDDAY,0,0.9265,ZIP3
1993-01-18,1542,ONLINE_ECOM,386531.37,666,399,561.66,82.55,17.45,3.63,0.61,30.31,69.69,35_60K,45_54,UNKNOWN,LATE_NIGHT,0,0.5584,METRO
1993-01-25,8221,IN_APP,376124.96,660,153,746.64,78.18,21.82,2.82,1.27,23.47,76.53,100_150K,45_54,MOBILE,MIDDAY,0,0.329,ZIP3
1993-02-01,2774,IN_APP,678136.57,616,406,1504.99,41.42,58.58,5.44,0.2,11.52,88.48,60_100K,25_34,UNKNOWN,EVENING,0,0.8504,STATE
1993-02-08,4779,IN_APP,219618.99,663,458,396.06,15.48,84.52,3.73,0.5,7.62,92.38,LT35K,55_64,MOBILE,MIDDAY,0,0.2879,ZIP5
1993-02-15,3743,RECURRING,1477393.91,593,367,2300.01,16.24,83.76,0.42,1.11,11.76,88.24,35_60K,18_24,POS_TERMINAL,EVENING,0,0.5862,ZIP3
1993-02-22,4322,INSTORE_CARD_PRESENT,1121311.37,630,241,2313.93,36.09,63.91,4.4,0.1,31.02,68.98,35_60K,35_44,POS_TERMINAL,MORNING,0,0.3977,STORE_CLUSTER
1993-03-01,9933,IN_APP,289012.1,612,228,372.33,47.56,52.44,6.8,0.83,8.12,91.88,60_100K,35_44,MOBILE,LATE_NIGHT,1,0.809,METRO
1993-03-08,7294,ONLINE_ECOM,2136709.84,664,401,4025.33,39.62,60.38,3.16,1.64,32.57,67.43,35_60K,55_64,UNKNOWN,AFTERNOON,0,0.1897,STORE_CLUSTER
1993-03-15,6671,PHONE_ORDER,844482.76,682,361,1267.35,6.56,93.44,0.44,1.71,20.14,79.86,100_150K,25_34,DESKTOP,MIDDAY,0,0.4604,ZIP3
1993-03-22,2790,IN_APP,212374.55,603,212,432.63,83.43,16.57,4.65,0.27,42.99,57.01,35_60K,45_54,POS_TERMINAL,MORNING,0,0.9026,METRO
1993-03-29,4159,PHONE_ORDER,1369618.85,663,313,2436.51,24.39,75.61,1.33,0.27,35.02,64.98,100_150K,45_54,TABLET,LATE_NIGHT,1,0.7616,STATE
1993-04-05,5927,RECURRING,228218.51,684,177,242.13,71.19,28.81,2.92,0.21,18.64,81.36,100_150K,35_44,UNKNOWN,MORNING,1,0.3171,STATE
1993-04-12,2991,IN_APP,400777.3,649,360,498.7,64.86,35.14,5.93,0.95,33.89,66.11,35_60K,35_44,UNKNOWN,EVENING,0,0.1805,NATIONAL
1993-04-19,5474,INSTORE_CARD_PRESENT,815204.3,629,176,1336.27,69.38,30.62,0.89,1.0,30.24,69.76,60_100K,35_44,TABLET,MORNING,0,0.6575,NATIONAL
1993-04-26,9609,PHONE_ORDER,2189105.62,655,372,2664.0,8.57,91.43,2.04,0.77,21.82,78.18,100_150K,45_54,UNKNOWN,AFTERNOON,0,0.5866,METRO
1993-05-03,1829,PHONE_ORDER,677212.59,659,267,1295.82,38.09,61.91,6.27,1.59,5.37,94.63,100_150K,35_44,POS_TERMINAL,AFTERNOON,0,0.7118,METRO
1993-05-10,8608,PHONE_ORDER,708236.78,658,431,984.21,27.23,72.77,2.81,1.21,9.34,90.66,LT35K,18_24,POS_TERMINAL,LATE_NIGHT,0,0.9818,ZIP3
1993-05-17,6971,IN_APP,455700.78,669,112,844.62,20.45,79.55,1.25,1.73,35.66,64.34,100_150K,45_54,TABLET,LATE_NIGHT,1,0.2374,STORE_CLUSTER
1993-05-24,1478,MOBILE_WALLET,1116516.5,694,201,1207.26,77.18,22.82,3.64,0.78,40.53,59.47,LT35K,35_44,POS_TERMINAL,EVENING,0,0.9136,ZIP5
