lab_lfs_reference_quarter,lab_lfs_country_iso2,lab_lfs_region_nuts_code,lab_lfs_age_group,lab_lfs_sex,lab_lfs_employment_status_code,lab_lfs_employed_count,lab_lfs_unemployed_count,lab_lfs_inactive_count,lab_lfs_unemployment_rate_pct,lab_lfs_long_term_unemployment_rate_pct,lab_lfs_youth_unemployment_rate_pct,lab_lfs_participation_rate_pct,lab_lfs_hours_worked_mean,lab_lfs_part_time_share_pct,lab_lfs_temporary_contract_share_pct,lab_lfs_self_employment_share_pct,lab_lfs_telework_share_pct,lab_lfs_eurostat_table_code,lab_lfs_data_extract_date
2023-Q4,CZ,FI64,25_34,X,UNE,963946,56534,292203,5.54,1.57,5.11,77.74,39.52,22.68,18.37,7.21,8.62,lfsi_unemp_q,2025-10-12
2024-Q1,HU,ES934,15_24,F,EMP,485140,97750,947406,16.77,3.78,25.99,38.09,15.07,20.2,17.21,20.61,15.96,lfsi_emp_q,2025-08-10
2024-Q2,NL,IE252,65_74,M,INA,187490,6900,658197,3.55,1.32,2.19,22.8,19.58,9.91,14.93,9.81,8.61,lfsa_egan_q,2024-04-25
2024-Q3,SE,SI96,55_64,X,UNE,463766,45922,296015,9.01,1.94,9.13,63.26,33.9,12.37,24.72,10.34,17.84,lfsi_part_q,2026-02-16
2024-Q4,DK,ES73,45_54,F,EMP,665333,38723,156963,5.5,2.28,5.47,81.77,23.42,32.44,22.24,16.57,20.39,lfsi_unemp_q,2025-04-10
2025-Q1,IE,RO77,35_44,M,INA,85272,4412,25769,4.92,1.87,4.76,77.68,20.52,31.29,14.02,16.19,4.2,lfsi_emp_q,2025-12-30
2025-Q2,PL,GR4,25_34,X,UNE,994597,115816,403029,10.43,2.07,6.29,73.37,38.58,31.85,10.95,11.3,20.87,lfsa_egan_q,2026-01-31
2025-Q3,AT,SE43,15_24,F,EMP,479952,68000,559693,12.41,3.97,19.24,49.47,18.26,39.41,22.04,19.16,2.61,lfsi_part_q,2025-12-05
2025-Q4,EE,EE96,65_74,M,INA,229321,5278,660477,2.25,0.65,1.45,26.21,23.56,9.26,6.56,20.14,13.35,lfsi_unemp_q,2024-10-08
2026-Q1,IT,CY783,55_64,X,UNE,473443,50277,180962,9.6,1.48,7.99,74.32,25.27,14.0,12.51,14.69,11.31,lfsi_emp_q,2024-09-01
2026-Q2,PT,HR76,45_54,F,EMP,1167362,105244,331991,8.27,5.02,7.88,79.31,32.51,37.15,20.55,10.03,3.93,lfsa_egan_q,2024-07-29
2026-Q3,BE,LU595,35_44,M,INA,1186083,108061,256100,8.35,1.83,5.7,83.48,21.41,20.43,12.9,20.52,12.27,lfsi_part_q,2025-04-22
2026-Q4,FI,RO9,25_34,X,UNE,1032820,109680,393324,9.6,2.34,8.49,74.39,27.49,33.34,24.89,15.74,12.64,lfsi_unemp_q,2025-09-02
2013-Q1,LV,LT13,15_24,F,EMP,612968,144999,840445,19.13,9.41,29.65,47.42,13.94,17.38,19.64,8.78,2.42,lfsi_emp_q,2025-10-21
2013-Q2,RO,RO486,65_74,M,INA,356084,10597,1507010,2.89,0.84,2.99,19.57,38.01,22.16,14.47,11.57,8.16,lfsa_egan_q,2025-06-21
2013-Q3,BG,PL168,55_64,X,UNE,61685,1601,24672,2.53,1.06,1.67,71.95,19.07,14.61,20.8,14.45,9.48,lfsi_part_q,2024-10-11
2013-Q4,FR,FR794,45_54,F,EMP,1046216,109696,371052,9.49,4.08,8.53,75.7,35.88,42.28,16.01,16.11,14.64,lfsi_unemp_q,2024-08-25
2014-Q1,LT,SE66,35_44,M,INA,471816,11206,27896,2.32,0.69,2.13,94.54,26.76,11.66,9.83,11.32,24.75,lfsi_emp_q,2025-02-11
2014-Q2,SK,DK642,25_34,X,UNE,1320864,115794,395346,8.06,1.63,5.62,78.42,36.35,15.89,18.3,15.58,10.99,lfsa_egan_q,2024-03-18
2014-Q3,HR,RO534,15_24,F,EMP,182638,49577,249159,21.35,3.93,33.09,48.24,29.39,18.21,8.58,17.05,6.97,lfsi_part_q,2025-12-03
2014-Q4,DE,BG32,65_74,M,INA,150214,4406,718943,2.85,0.36,1.81,17.7,25.06,24.84,19.18,9.02,5.14,lfsi_unemp_q,2025-09-11
2015-Q1,LU,CY31,55_64,X,UNE,337547,37797,114341,10.07,1.6,6.65,76.65,35.02,27.43,21.34,14.75,14.7,lfsi_emp_q,2025-10-27
2015-Q2,SI,GR778,45_54,F,EMP,1098162,100181,376145,8.36,4.67,6.45,76.11,37.06,35.82,24.94,19.77,21.59,lfsa_egan_q,2025-09-08
2015-Q3,CY,LU468,35_44,M,INA,680228,60357,156332,8.15,3.98,6.81,82.57,26.14,24.87,8.81,9.26,4.98,lfsi_part_q,2025-10-26
2015-Q4,GR,DK727,25_34,X,UNE,2261821,123562,413705,5.18,1.11,5.05,85.22,18.78,31.71,10.34,8.58,23.96,lfsi_unemp_q,2025-02-13
2016-Q1,MT,CZ453,15_24,F,EMP,433912,79471,849823,15.48,3.27,23.99,37.66,25.2,43.5,13.79,14.02,4.99,lfsi_emp_q,2024-01-21
2016-Q2,ES,PT76,65_74,M,INA,430336,6553,1536414,1.5,0.26,1.36,22.14,37.78,7.93,17.85,6.08,18.66,lfsa_egan_q,2025-01-05
2016-Q3,CZ,DK936,55_64,X,UNE,571392,53763,561548,8.6,2.16,8.5,52.68,39.91,35.24,22.26,16.76,23.98,lfsi_part_q,2025-05-19
2016-Q4,HU,CY653,45_54,F,EMP,1324404,37171,299287,2.73,0.64,2.43,81.98,37.7,18.11,19.56,16.02,6.76,lfsi_unemp_q,2024-01-14
2017-Q1,NL,BG93,35_44,M,INA,663584,35661,182526,5.1,0.86,3.24,79.3,41.8,32.32,19.33,17.12,29.51,lfsi_emp_q,2024-03-06
2017-Q2,SE,PT22,25_34,X,UNE,163618,19748,76396,10.77,4.58,7.35,70.59,30.92,26.8,13.24,18.22,18.95,lfsa_egan_q,2026-02-01
2017-Q3,DK,ES916,15_24,F,EMP,561642,178821,1366118,24.15,3.35,37.43,35.15,14.01,35.08,10.55,11.41,21.75,lfsi_part_q,2024-03-03
2017-Q4,IE,DE330,65_74,M,INA,472816,21813,1603927,4.41,0.97,3.77,23.57,42.67,32.14,17.58,10.33,26.31,lfsi_unemp_q,2024-02-26
2018-Q1,PL,LU762,55_64,X,UNE,375437,22566,255318,5.67,1.72,5.73,60.92,36.72,28.21,26.44,17.71,14.59,lfsi_emp_q,2024-09-13
2018-Q2,AT,BE281,45_54,F,EMP,1089866,121096,412964,10.0,2.48,8.24,74.57,23.86,15.33,5.95,14.62,24.44,lfsa_egan_q,2024-02-02
2018-Q3,EE,FI898,35_44,M,INA,2088450,261819,689002,11.14,5.47,8.18,77.33,37.89,33.77,6.79,18.97,8.84,lfsi_part_q,2025-06-24
2018-Q4,IT,LV377,25_34,X,UNE,319211,19366,118280,5.72,1.21,5.62,74.11,31.78,23.23,23.33,16.41,14.89,lfsi_unemp_q,2025-09-12
2019-Q1,PT,NL849,15_24,F,EMP,518037,103035,971829,16.59,4.88,25.71,38.99,19.33,38.23,29.11,9.75,9.74,lfsi_emp_q,2025-03-04
2019-Q2,BE,AT47,65_74,M,INA,215132,9948,1055968,4.42,1.74,3.8,17.57,28.83,13.44,12.61,6.35,14.39,lfsa_egan_q,2024-12-04
2019-Q3,FI,CY19,55_64,X,UNE,1390547,49688,797545,3.45,0.6,2.78,64.36,37.5,32.55,18.64,17.49,23.8,lfsi_part_q,2024-05-17
2019-Q4,LV,AT3,45_54,F,EMP,1582083,134586,460739,7.84,3.58,6.53,78.84,18.21,25.2,20.3,17.33,15.94,lfsi_unemp_q,2025-11-30
2020-Q1,RO,AT5,35_44,M,INA,1696584,202435,339070,10.66,1.25,10.65,84.85,33.11,10.33,21.72,10.44,28.15,lfsi_emp_q,2024-05-12
2020-Q2,BG,ES121,25_34,X,UNE,1923784,302045,624509,13.57,1.49,10.14,78.09,20.28,24.76,14.07,20.03,8.11,lfsa_egan_q,2025-03-27
2020-Q3,FR,GR5,15_24,F,EMP,107980,42850,202236,28.41,10.39,44.04,42.72,28.37,29.5,26.31,11.05,6.27,lfsi_part_q,2024-07-07
2020-Q4,LT,BE505,65_74,M,INA,40403,1383,165489,3.31,0.67,3.33,20.16,32.23,33.06,23.21,18.19,9.68,lfsi_unemp_q,2024-12-04
2021-Q1,SK,CY531,55_64,X,UNE,1096354,41532,807550,3.65,2.27,2.95,58.49,34.78,30.76,19.01,19.96,27.03,lfsi_emp_q,2024-06-19
2021-Q2,HR,IT454,45_54,F,EMP,2087560,124306,503079,5.62,3.55,4.61,81.47,28.94,21.15,9.18,20.85,13.78,lfsa_egan_q,2025-12-24
2021-Q3,DE,FR8,35_44,M,INA,1617516,154521,403042,8.72,2.69,6.22,81.47,28.92,8.39,21.67,17.46,3.96,lfsi_part_q,2024-10-08
2021-Q4,LU,NL6,25_34,X,UNE,1125514,131341,587934,10.45,2.82,8.31,68.13,36.56,20.52,19.14,20.25,3.41,lfsi_unemp_q,2024-12-30
2022-Q1,SI,RO893,15_24,F,EMP,150980,19657,202911,11.52,2.05,17.86,45.68,26.42,27.45,21.67,8.03,22.72,lfsi_emp_q,2025-05-30
2022-Q2,CY,AT149,65_74,M,INA,95422,1315,358068,1.36,0.2,1.09,21.27,34.13,32.29,5.86,9.74,24.75,lfsa_egan_q,2025-10-21
2022-Q3,GR,PL4,55_64,X,UNE,899816,91389,891426,9.22,5.78,7.75,52.65,28.45,21.72,6.64,9.18,5.28,lfsi_part_q,2025-11-01
2022-Q4,MT,RO40,45_54,F,EMP,1555937,41206,621111,2.58,0.58,1.79,72.0,36.35,45.58,18.88,15.16,14.56,lfsi_unemp_q,2025-02-10
2023-Q1,ES,SI163,35_44,M,INA,333557,33553,82064,9.14,4.27,6.62,81.73,28.29,32.68,9.86,17.08,11.39,lfsi_emp_q,2025-09-07
2023-Q2,CZ,AT463,25_34,X,UNE,1646509,235861,466189,12.53,5.4,13.04,80.15,18.87,24.07,17.55,6.19,14.88,lfsa_egan_q,2025-08-22
2023-Q3,HU,DK531,15_24,F,EMP,378682,145300,454144,27.73,3.77,42.98,53.57,25.6,10.76,15.4,19.67,19.44,lfsi_part_q,2024-06-14
2023-Q4,NL,LU955,65_74,M,INA,192403,11176,753091,5.49,0.76,4.01,21.28,31.93,11.87,5.97,13.24,9.74,lfsi_unemp_q,2024-12-18
2024-Q1,SE,HU2,55_64,X,UNE,360358,43630,273389,10.8,5.33,7.03,59.64,24.97,22.95,11.68,19.33,11.02,lfsi_emp_q,2024-03-06
2024-Q2,DK,RO30,45_54,F,EMP,1908434,129620,382725,6.36,2.65,6.1,84.19,33.96,32.37,24.76,6.79,25.18,lfsa_egan_q,2025-11-11
2024-Q3,IE,RO2,35_44,M,INA,1365498,172917,349442,11.24,1.7,11.68,81.49,30.08,17.51,24.05,17.35,15.94,lfsi_part_q,2025-03-01
2024-Q4,PL,NL33,25_34,X,UNE,1624134,84761,508145,4.96,2.03,4.33,77.08,32.49,33.0,6.41,12.86,11.93,lfsi_unemp_q,2025-11-26
2025-Q1,AT,LU1,15_24,F,EMP,730438,284482,1023891,28.03,7.05,43.45,49.78,27.95,44.64,18.42,15.32,5.49,lfsi_emp_q,2025-07-04
2025-Q2,EE,HR32,65_74,M,INA,421227,7066,1315571,1.65,0.59,1.36,24.56,35.82,22.04,6.22,8.18,14.74,lfsa_egan_q,2025-05-15
2025-Q3,IT,IT76,55_64,X,UNE,1227306,134702,392704,9.89,2.22,8.58,77.62,31.06,36.66,5.62,14.62,14.4,lfsi_part_q,2025-07-13
2025-Q4,PT,PT671,45_54,F,EMP,2329715,138988,557410,5.63,2.46,4.86,81.58,34.6,36.28,8.58,23.98,21.6,lfsi_unemp_q,2025-09-16
2026-Q1,BE,AT58,35_44,M,INA,1527478,89071,217936,5.51,1.44,3.61,88.12,26.2,34.58,14.7,20.9,11.92,lfsi_emp_q,2024-03-31
2026-Q2,FI,GR254,25_34,X,UNE,1341274,172408,290468,11.39,5.48,8.86,83.9,38.65,35.18,21.73,11.89,19.06,lfsa_egan_q,2024-08-16
2026-Q3,LV,DE819,15_24,F,EMP,163209,46140,319177,22.04,9.35,34.16,39.61,14.64,37.74,8.2,16.62,17.08,lfsi_part_q,2026-02-05
2026-Q4,RO,DK51,65_74,M,INA,95168,6052,314126,5.98,2.92,4.58,24.37,24.34,36.46,11.55,15.87,5.82,lfsi_unemp_q,2026-02-20
2013-Q1,BG,LU59,55_64,X,UNE,689026,58047,290960,7.77,1.92,6.36,71.97,23.06,17.26,8.88,7.39,9.85,lfsi_emp_q,2025-09-03
2013-Q2,FR,MT232,45_54,F,EMP,2167991,115066,697824,5.04,1.68,3.5,76.59,24.23,26.14,7.04,11.61,4.82,lfsa_egan_q,2024-03-25
2013-Q3,LT,ES2,35_44,M,INA,1572766,72558,260971,4.41,1.26,3.58,86.31,34.4,31.73,17.9,11.4,2.07,lfsi_part_q,2025-02-24
2013-Q4,SK,LV66,25_34,X,UNE,536988,43727,183685,7.53,1.34,7.56,75.97,17.9,26.83,16.8,7.91,7.33,lfsi_unemp_q,2024-06-27
2014-Q1,HR,PT17,15_24,F,EMP,251759,95255,272986,27.45,11.93,42.55,55.97,21.7,38.35,12.15,15.95,18.19,lfsi_emp_q,2024-03-07
2014-Q2,DE,EE601,65_74,M,INA,87810,2103,281015,2.34,0.53,1.98,24.24,42.7,9.22,15.9,13.09,20.58,lfsa_egan_q,2025-08-10
2014-Q3,LU,AT83,55_64,X,UNE,942061,65922,785900,6.54,2.72,6.61,56.19,31.77,17.67,20.3,12.39,21.69,lfsi_part_q,2024-12-19
2014-Q4,SI,SE3,45_54,F,EMP,2018766,107817,1032334,5.07,2.47,4.14,67.32,27.76,33.27,13.96,17.5,10.89,lfsi_unemp_q,2025-01-27
2015-Q1,CY,FI207,35_44,M,INA,326462,19623,87768,5.67,0.79,4.51,79.77,29.93,18.68,16.96,14.62,11.5,lfsi_emp_q,2025-07-22
2015-Q2,GR,LT5,25_34,X,UNE,1835265,119015,715137,6.09,2.14,5.38,73.21,22.89,30.12,12.37,11.71,19.48,lfsa_egan_q,2025-08-15
2015-Q3,MT,CZ4,15_24,F,EMP,516943,167568,856834,24.48,7.43,37.94,44.41,15.51,31.48,31.81,19.4,11.83,lfsi_part_q,2024-04-20
2015-Q4,ES,MT109,65_74,M,INA,39440,1261,131615,3.1,1.11,2.87,23.62,38.1,26.7,16.99,16.59,22.31,lfsi_unemp_q,2025-12-17
2016-Q1,CZ,SK9,55_64,X,UNE,605305,61624,301600,9.24,1.9,5.54,68.86,29.76,19.22,16.31,10.08,8.44,lfsi_emp_q,2025-06-01
2016-Q2,HU,SE90,45_54,F,EMP,760590,52440,162645,6.45,0.99,6.58,83.33,19.71,16.51,21.29,8.36,14.19,lfsa_egan_q,2024-03-05
2016-Q3,NL,SI88,35_44,M,INA,1780848,161400,374641,8.31,2.47,7.67,83.83,26.93,32.94,12.51,7.26,17.53,lfsi_part_q,2025-02-01
2016-Q4,SE,GR828,25_34,X,UNE,709160,114104,335773,13.86,1.67,12.92,71.03,24.83,8.87,22.16,15.39,5.71,lfsi_unemp_q,2024-06-02
2017-Q1,DK,CY5,15_24,F,EMP,44633,9077,38591,16.9,2.85,26.2,58.19,16.01,23.71,7.76,6.32,14.96,lfsi_emp_q,2025-04-18
2017-Q2,IE,SK4,65_74,M,INA,202728,9752,1577582,4.59,1.57,2.86,11.87,34.66,33.01,21.41,6.79,14.65,lfsa_egan_q,2024-04-25
2017-Q3,PL,IE89,55_64,X,UNE,502300,43975,222585,8.05,4.46,5.15,71.05,31.4,27.63,10.1,15.91,15.59,lfsi_part_q,2025-06-16
2017-Q4,AT,NL970,45_54,F,EMP,949477,35457,147434,3.6,1.43,2.72,86.98,18.31,16.98,8.6,18.14,3.16,lfsi_unemp_q,2024-03-12
2018-Q1,EE,SK45,35_44,M,INA,2081212,175578,726409,7.78,2.6,7.47,75.65,27.7,11.61,13.88,20.81,22.3,lfsi_emp_q,2025-01-30
2018-Q2,IT,NL8,25_34,X,UNE,2426187,141750,460647,5.52,2.31,4.58,84.79,34.93,14.01,12.77,20.05,16.0,lfsa_egan_q,2024-11-12
2018-Q3,PT,FR22,15_24,F,EMP,531478,136711,727944,20.46,9.28,31.71,47.86,14.41,18.16,29.18,11.64,18.74,lfsi_part_q,2026-01-12
2018-Q4,BE,BG3,65_74,M,INA,348444,16113,1304660,4.42,0.65,3.27,21.84,21.73,23.65,22.88,11.39,2.72,lfsi_unemp_q,2024-11-17
2019-Q1,FI,BG96,55_64,X,UNE,811772,53748,605952,6.21,1.92,5.64,58.82,19.48,34.59,10.12,14.12,2.5,lfsi_emp_q,2025-05-12
2019-Q2,LV,HU465,45_54,F,EMP,268107,27686,72063,9.36,3.96,7.01,80.41,39.02,37.31,19.54,7.24,15.06,lfsa_egan_q,2024-11-05
2019-Q3,RO,HR29,35_44,M,INA,475538,15974,116343,3.25,1.17,2.26,80.86,22.04,21.46,5.22,16.6,7.15,lfsi_part_q,2025-10-21
2019-Q4,BG,BE7,25_34,X,UNE,589079,59757,171333,9.21,4.06,6.29,79.11,18.48,34.32,7.6,5.95,21.66,lfsi_unemp_q,2024-08-27
2020-Q1,FR,BE87,15_24,F,EMP,46672,21057,55819,31.09,4.54,48.19,54.82,16.47,36.79,9.46,6.6,13.67,lfsi_emp_q,2025-12-31
2020-Q2,LT,HR81,65_74,M,INA,197062,9523,772029,4.61,0.99,3.91,21.11,30.17,28.71,14.91,7.82,27.99,lfsa_egan_q,2025-07-05
2020-Q3,SK,AT816,55_64,X,UNE,398155,50369,246323,11.23,4.43,10.12,64.55,39.97,28.68,17.03,14.59,14.95,lfsi_part_q,2025-05-27
2020-Q4,HR,MT937,45_54,F,EMP,1827730,50332,605818,2.68,1.66,2.45,75.61,33.9,13.16,12.36,8.1,27.76,lfsi_unemp_q,2025-08-05
2021-Q1,DE,AT431,35_44,M,INA,69238,4797,18880,6.48,1.11,6.78,79.68,32.49,27.28,11.59,11.27,27.89,lfsi_emp_q,2025-06-22
2021-Q2,LU,GR848,25_34,X,UNE,1875272,252816,1007448,11.88,1.7,10.83,67.87,19.7,10.18,21.83,12.84,18.71,lfsa_egan_q,2024-08-06
2021-Q3,SI,SK69,15_24,F,EMP,564094,98766,1075562,14.9,2.54,23.1,38.13,16.46,39.74,28.48,12.69,13.44,lfsi_part_q,2025-07-10
2021-Q4,CY,HU326,65_74,M,INA,272004,11392,1495617,4.02,1.45,3.66,15.93,27.65,31.89,19.75,15.94,10.19,lfsi_unemp_q,2024-10-11
2022-Q1,GR,SE619,55_64,X,UNE,706178,87904,546820,11.07,3.72,8.56,59.22,29.85,34.55,24.65,6.75,4.45,lfsi_emp_q,2025-06-10
2022-Q2,MT,HR8,45_54,F,EMP,506597,49186,122497,8.85,1.49,9.14,81.94,19.48,26.28,22.74,19.79,20.28,lfsa_egan_q,2025-05-29
2022-Q3,ES,PL42,35_44,M,INA,1662224,79054,537285,4.54,0.63,3.75,76.42,35.13,33.93,12.77,11.98,12.57,lfsi_part_q,2025-09-29
2022-Q4,CZ,BG365,25_34,X,UNE,1368828,99713,406272,6.79,1.8,6.47,78.33,33.72,17.38,21.28,18.21,19.08,lfsi_unemp_q,2025-09-08
2023-Q1,HU,CZ5,15_24,F,EMP,1044786,157776,906456,13.12,5.9,20.34,57.02,15.78,23.36,28.74,8.92,2.99,lfsi_emp_q,2026-01-24
2023-Q2,NL,LV533,65_74,M,INA,209008,7940,1453173,3.66,1.01,2.86,12.99,30.01,10.58,15.91,8.83,29.08,lfsa_egan_q,2025-12-26
2023-Q3,SE,IT885,55_64,X,UNE,348153,33175,253690,8.7,3.9,6.89,60.05,31.61,25.31,6.9,19.02,24.49,lfsi_part_q,2024-04-30
2023-Q4,DK,PT359,45_54,F,EMP,2280333,50580,816842,2.17,0.59,1.77,74.05,38.08,42.59,18.96,16.41,22.18,lfsi_unemp_q,2024-02-22
2024-Q1,IE,HR19,35_44,M,INA,1398054,58100,395517,3.99,0.58,3.34,78.64,28.77,33.09,23.21,15.86,3.39,lfsi_emp_q,2026-01-16
2024-Q2,PL,CZ1,25_34,X,UNE,1163702,105468,453139,8.31,1.46,6.4,73.69,25.72,16.86,16.0,9.87,7.34,lfsa_egan_q,2024-05-25
2024-Q3,AT,FR28,15_24,F,EMP,65639,14800,132025,18.4,8.66,28.52,37.86,16.01,29.1,23.02,16.49,17.88,lfsi_part_q,2024-09-20
2024-Q4,EE,LU3,65_74,M,INA,408055,14975,1287565,3.54,0.75,2.82,24.73,21.84,8.06,8.71,10.0,17.58,lfsi_unemp_q,2025-01-06
2025-Q1,IT,CY864,55_64,X,UNE,1191917,109018,756855,8.38,1.59,5.64,63.22,31.8,18.15,25.03,7.26,19.1,lfsi_emp_q,2025-03-26
2025-Q2,PT,AT662,45_54,F,EMP,1134389,119495,232465,9.53,3.3,6.23,84.36,33.02,31.48,26.42,15.35,15.25,lfsa_egan_q,2025-07-07
2025-Q3,BE,EE73,35_44,M,INA,456994,44205,110690,8.82,2.33,5.54,81.91,31.46,12.64,8.97,18.43,2.45,lfsi_part_q,2025-02-22
2025-Q4,FI,PL73,25_34,X,UNE,2331212,67647,635750,2.82,1.3,1.99,79.05,19.24,25.41,23.59,10.35,15.99,lfsi_unemp_q,2024-12-04
2026-Q1,LV,LV61,15_24,F,EMP,966685,151516,1106189,13.55,5.14,21.0,50.27,19.67,35.3,9.66,19.57,20.09,lfsi_emp_q,2026-02-17
2026-Q2,RO,LV729,65_74,M,INA,180009,11959,886505,6.23,1.56,6.33,17.8,40.06,13.29,6.28,13.07,3.55,lfsa_egan_q,2024-09-11
2026-Q3,BG,SK36,55_64,X,UNE,588447,54243,172803,8.44,3.44,6.3,78.81,26.42,13.29,23.55,18.45,7.96,lfsi_part_q,2024-03-01
2026-Q4,FR,MT37,45_54,F,EMP,530802,24139,218711,4.35,1.5,3.6,71.73,22.84,9.23,7.21,18.28,2.43,lfsi_unemp_q,2024-04-03
2013-Q1,LT,ES67,35_44,M,INA,1973554,149003,276083,7.02,1.02,6.03,88.49,19.36,17.45,16.38,7.49,2.61,lfsi_emp_q,2024-06-22
2013-Q2,SK,FR4,25_34,X,UNE,2629346,82158,497376,3.03,1.47,2.13,84.5,38.09,8.64,20.46,10.09,22.27,lfsa_egan_q,2025-10-22
2013-Q3,HR,MT773,15_24,F,EMP,470313,111901,852518,19.22,8.32,29.79,40.58,27.73,17.47,19.45,7.02,11.87,lfsi_part_q,2025-07-09
2013-Q4,DE,BG1,65_74,M,INA,53061,2593,205758,4.66,0.89,4.47,21.29,38.15,25.28,9.6,17.02,19.35,lfsi_unemp_q,2024-01-20
2014-Q1,LU,DE7,55_64,X,UNE,641072,49291,354533,7.14,1.78,5.58,66.07,33.64,9.49,21.39,13.64,19.34,lfsi_emp_q,2024-03-21
2014-Q2,SI,IE8,45_54,F,EMP,202083,5266,76574,2.54,0.63,1.75,73.03,18.38,21.44,10.89,10.32,21.92,lfsa_egan_q,2024-04-14
2014-Q3,CY,SE59,35_44,M,INA,2368180,106665,437422,4.31,1.14,3.98,84.98,31.37,34.85,12.41,10.91,1.94,lfsi_part_q,2024-12-27
2014-Q4,GR,HR51,25_34,X,UNE,1448031,115717,612355,7.4,1.37,7.75,71.86,33.26,30.02,7.01,20.24,8.0,lfsi_unemp_q,2024-03-09
2015-Q1,MT,PT53,15_24,F,EMP,190134,91754,222114,32.55,11.09,50.45,55.93,15.89,23.46,17.57,15.66,3.15,lfsi_emp_q,2025-03-31
2015-Q2,ES,PT125,65_74,M,INA,183969,3448,548708,1.84,0.66,1.84,25.46,36.55,27.07,10.42,14.58,5.39,lfsa_egan_q,2025-12-12
2015-Q3,CZ,IE80,55_64,X,UNE,1383353,63668,819261,4.4,1.9,2.86,63.85,26.11,14.65,19.49,20.47,4.65,lfsi_part_q,2025-07-02
2015-Q4,HU,BG9,45_54,F,EMP,1678217,118012,422981,6.57,3.08,4.91,80.94,20.67,30.51,13.2,9.45,7.92,lfsi_unemp_q,2025-03-15
2016-Q1,NL,HR844,35_44,M,INA,2261701,94974,205206,4.03,1.07,3.33,91.99,24.84,14.97,8.74,15.51,26.51,lfsi_emp_q,2024-04-21
2016-Q2,SE,DK95,25_34,X,UNE,747384,72385,264294,8.83,2.15,7.59,75.62,24.2,7.11,4.67,9.29,22.62,lfsa_egan_q,2025-06-24
2016-Q3,DK,EE6,15_24,F,EMP,63097,22913,149699,26.64,7.2,41.29,36.49,23.78,41.57,9.41,9.0,20.52,lfsi_part_q,2024-07-18
2016-Q4,IE,BE6,65_74,M,INA,490664,24252,1384444,4.71,1.1,3.0,27.11,29.92,24.69,14.66,14.49,9.8,lfsi_unemp_q,2025-10-15
2017-Q1,PL,NL89,55_64,X,UNE,844768,92197,827897,9.84,1.78,9.49,53.09,26.84,20.43,7.59,20.33,20.66,lfsi_emp_q,2025-08-02
2017-Q2,AT,BE542,45_54,F,EMP,1967918,56064,485605,2.77,1.53,2.35,80.65,36.72,37.66,22.28,9.13,3.94,lfsa_egan_q,2025-01-18
2017-Q3,EE,BG76,35_44,M,INA,1948687,155726,542980,7.4,1.81,6.92,79.49,29.64,11.02,6.34,14.75,21.21,lfsi_part_q,2024-05-09
2017-Q4,IT,FI7,25_34,X,UNE,1718790,69195,723935,3.87,1.17,3.35,71.18,28.65,34.68,23.84,22.47,6.89,lfsi_unemp_q,2025-02-09
2018-Q1,PT,PL21,15_24,F,EMP,526710,248433,1264171,32.05,7.91,49.68,38.01,24.81,13.22,21.45,8.67,3.62,lfsi_emp_q,2025-06-28
2018-Q2,BE,BE423,65_74,M,INA,206396,8309,820021,3.87,0.45,3.29,20.75,20.77,32.47,19.04,6.42,7.04,lfsa_egan_q,2024-11-22
2018-Q3,FI,PT607,55_64,X,UNE,589565,44648,250077,7.04,1.08,5.38,71.72,36.65,10.41,15.82,8.33,2.41,lfsi_part_q,2024-10-03
2018-Q4,LV,DK32,45_54,F,EMP,2368698,80074,582261,3.27,0.73,3.0,80.79,20.95,12.24,19.99,12.31,4.05,lfsi_unemp_q,2025-01-18
2019-Q1,RO,IT23,35_44,M,INA,1031438,53829,131536,4.96,2.15,4.11,89.19,36.86,12.81,18.85,10.36,18.6,lfsi_emp_q,2024-05-21
2019-Q2,BG,DK195,25_34,X,UNE,930083,149150,251510,13.82,3.73,14.08,81.1,23.57,8.75,7.28,10.9,3.53,lfsa_egan_q,2025-08-25
2019-Q3,FR,RO478,15_24,F,EMP,442322,108035,495353,19.63,6.3,30.43,52.63,22.0,45.72,7.66,18.95,18.11,lfsi_part_q,2025-09-28
2019-Q4,LT,RO375,65_74,M,INA,143524,3408,617943,2.32,0.77,1.47,19.21,26.39,10.34,23.23,16.72,4.88,lfsi_unemp_q,2024-10-24
2020-Q1,SK,AT677,55_64,X,UNE,321159,34893,225067,9.8,5.76,8.14,61.27,38.63,26.45,21.46,10.11,13.55,lfsi_emp_q,2024-03-28
2020-Q2,HR,LV58,45_54,F,EMP,995113,60150,142266,5.7,0.87,4.11,88.12,31.62,21.84,20.63,17.02,15.61,lfsa_egan_q,2025-03-27
2020-Q3,DE,FR90,35_44,M,INA,1636491,116579,273600,6.65,3.11,6.91,86.5,21.58,9.72,7.56,18.15,20.18,lfsi_part_q,2025-05-24
2020-Q4,LU,SI409,25_34,X,UNE,1943543,262521,762267,11.9,5.25,7.42,74.32,26.84,12.92,13.76,16.31,6.94,lfsi_unemp_q,2024-04-01
2021-Q1,SI,ES706,15_24,F,EMP,295149,119735,303654,28.86,4.52,44.73,57.74,21.76,20.22,27.47,19.94,14.2,lfsi_emp_q,2025-09-24
