health_cap_reference_year,health_cap_country_iso2,health_cap_region_nuts_code,health_cap_hospital_type_code,health_cap_hospitals_count,health_cap_beds_total,health_cap_icu_beds_total,health_cap_doctors_per_1000,health_cap_nurses_per_1000,health_cap_gps_per_1000,health_cap_specialists_per_1000,health_cap_occupancy_rate_pct,health_cap_avg_length_of_stay_days,health_cap_surgery_wait_time_days_median,health_cap_emergency_wait_time_minutes_median,health_cap_staff_vacancy_rate_pct,health_cap_cross_border_patient_flows_count,health_cap_data_source,health_cap_revision_round,health_cap_data_extract_date
2006,ES,BG5,PSYCHIATRIC,164,86941,6802,4.54,5.94,1.04,4.82,82.04,13.53,131.62,26.55,6.43,65944,OECD_HEALTH_STAT,FLASH,2024-11-08
2007,HR,IE16,REHABILITATION,27,2384,115,4.11,14.05,0.63,3.52,61.1,5.81,5.78,69.67,1.28,125842,EUROSTAT_HEALTH,FIRST,2025-02-15
2008,FI,LV44,SPECIALISED,127,18216,663,1.91,7.18,1.13,0.6,83.49,7.05,119.84,18.05,5.62,27726,NATIONAL_HEALTH_MINISTRY,SECOND,2024-09-12
2009,IE,ES15,UNIVERSITY,44,2571,178,4.6,6.04,0.87,4.83,81.02,4.96,47.07,61.96,8.84,92368,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-12-02
2010,MT,FR5,GENERAL_ACUTE,127,21430,665,4.89,6.2,0.94,3.53,80.64,9.69,172.36,130.31,12.96,115660,OECD_HEALTH_STAT,FLASH,2025-01-30
2011,SK,HR4,DAY_SURGERY,104,33624,854,5.98,9.26,1.66,5.6,74.93,7.38,208.07,110.5,11.77,75736,EUROSTAT_HEALTH,FIRST,2024-10-21
2012,BE,FI35,PSYCHIATRIC,82,30066,490,2.75,8.6,1.82,2.16,62.41,11.08,7.7,116.71,6.11,85139,NATIONAL_HEALTH_MINISTRY,SECOND,2024-01-08
2013,DK,DK421,REHABILITATION,29,2388,97,5.29,11.03,1.11,4.29,81.34,14.36,108.33,25.44,9.89,55008,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-08-08
2014,GR,CZ996,SPECIALISED,23,6757,359,5.9,5.23,1.04,4.58,81.46,6.24,195.9,123.68,3.5,119552,OECD_HEALTH_STAT,FLASH,2025-04-02
2015,LT,PT97,UNIVERSITY,43,7406,131,4.73,7.49,0.42,4.09,84.99,6.19,77.5,152.37,1.34,125603,EUROSTAT_HEALTH,FIRST,2024-08-20
2016,PT,NL1,GENERAL_ACUTE,166,14409,1061,3.88,5.06,1.85,2.9,83.19,4.55,72.34,61.84,1.25,40859,NATIONAL_HEALTH_MINISTRY,SECOND,2024-02-09
2017,SE,FI20,DAY_SURGERY,141,37624,1075,5.67,3.3,1.64,4.64,78.66,4.03,149.57,22.63,6.45,110881,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-08-24
2018,CY,HR9,PSYCHIATRIC,82,7071,519,1.71,11.11,0.73,1.24,74.88,4.19,55.62,37.91,4.54,94495,OECD_HEALTH_STAT,FLASH,2024-07-16
2019,FR,LV625,REHABILITATION,77,13356,1025,4.66,13.17,0.81,4.78,62.62,16.59,93.78,9.84,5.08,65654,EUROSTAT_HEALTH,FIRST,2025-06-18
2020,IT,SE8,SPECIALISED,50,10287,438,6.32,6.32,0.49,7.22,57.46,4.81,80.69,187.33,14.21,81876,NATIONAL_HEALTH_MINISTRY,SECOND,2024-03-31
2021,NL,SK367,UNIVERSITY,136,13495,1094,3.86,4.43,2.01,1.43,72.06,2.81,154.77,92.65,1.31,168744,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-02-22
2022,SI,CZ8,GENERAL_ACUTE,171,77824,5307,4.37,8.78,1.57,3.52,75.36,11.08,203.4,170.49,16.09,55196,OECD_HEALTH_STAT,FLASH,2026-01-16
2023,BG,CZ742,DAY_SURGERY,117,37261,456,5.01,13.72,1.63,3.47,86.32,3.58,7.36,184.0,18.08,64526,EUROSTAT_HEALTH,FIRST,2025-05-04
2024,EE,SI6,PSYCHIATRIC,38,9324,790,4.71,12.45,0.86,3.9,77.79,8.74,22.19,160.29,5.35,14045,NATIONAL_HEALTH_MINISTRY,SECOND,2024-06-29
2025,HU,FR4,REHABILITATION,62,15105,1002,5.96,3.02,0.6,6.09,81.08,10.68,191.59,181.16,9.97,89241,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-07-04
2006,LU,PT1,SPECIALISED,202,26338,1170,5.81,6.48,0.94,5.56,73.63,6.51,8.78,67.33,4.98,155496,OECD_HEALTH_STAT,FLASH,2025-05-21
2007,RO,NL3,UNIVERSITY,18,5141,294,2.08,7.9,0.85,0.87,75.95,10.11,128.99,181.22,13.24,6962,EUROSTAT_HEALTH,FIRST,2025-07-13
2008,AT,LT2,GENERAL_ACUTE,35,11554,431,5.62,3.36,1.21,5.55,91.14,11.23,29.11,189.73,1.72,197936,NATIONAL_HEALTH_MINISTRY,SECOND,2024-03-09
2009,CZ,HU53,DAY_SURGERY,125,13433,231,2.6,3.03,2.11,0.94,70.12,7.11,175.8,123.09,5.22,119367,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-02-16
2010,DE,SK8,PSYCHIATRIC,158,55609,3232,4.56,3.82,1.42,3.73,57.79,15.36,98.26,123.94,9.78,203087,OECD_HEALTH_STAT,FLASH,2026-02-24
2011,LV,PL8,REHABILITATION,16,7146,414,5.89,14.43,1.03,4.85,77.52,8.9,88.96,131.26,7.2,43032,EUROSTAT_HEALTH,FIRST,2024-02-23
2012,PL,EE263,SPECIALISED,199,69714,6003,4.65,4.91,1.83,2.87,87.36,8.56,136.84,149.51,7.82,55473,NATIONAL_HEALTH_MINISTRY,SECOND,2025-07-12
2013,ES,SK819,UNIVERSITY,85,24455,625,4.69,12.7,1.81,3.57,75.19,8.71,112.79,113.33,6.05,32077,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-08-11
2014,HR,IT12,GENERAL_ACUTE,48,12634,825,5.73,7.01,0.51,4.89,80.37,5.11,8.55,115.11,12.16,43728,OECD_HEALTH_STAT,FLASH,2025-03-20
2015,FI,GR534,DAY_SURGERY,52,12584,182,5.83,8.22,1.96,4.1,66.57,7.19,15.16,81.58,14.04,69103,EUROSTAT_HEALTH,FIRST,2025-07-02
2016,IE,ES24,PSYCHIATRIC,140,58551,3045,2.15,7.24,1.01,1.4,79.86,16.26,18.46,153.82,4.07,121743,NATIONAL_HEALTH_MINISTRY,SECOND,2025-07-05
2017,MT,LV3,REHABILITATION,7,2801,222,1.77,7.33,0.94,1.43,72.47,11.78,135.4,67.3,2.44,56240,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-12-28
2018,SK,CZ5,SPECIALISED,83,19482,690,6.31,7.9,2.09,4.34,74.89,9.02,82.56,134.6,5.6,35610,OECD_HEALTH_STAT,FLASH,2024-08-14
2019,BE,LV65,UNIVERSITY,37,8951,624,3.55,7.03,1.46,2.9,69.23,12.05,42.5,135.41,2.88,200215,EUROSTAT_HEALTH,FIRST,2024-05-15
2020,DK,CY804,GENERAL_ACUTE,153,27389,1251,2.72,10.32,1.81,1.32,82.92,7.85,140.47,157.5,12.81,161714,NATIONAL_HEALTH_MINISTRY,SECOND,2024-12-07
2021,GR,LV36,DAY_SURGERY,83,27370,607,5.95,8.39,0.52,6.65,63.44,11.66,99.42,107.66,16.28,76915,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-05-04
2022,LT,LU247,PSYCHIATRIC,136,6008,85,2.21,8.03,1.63,1.02,71.69,9.79,27.37,91.75,11.52,87099,OECD_HEALTH_STAT,FLASH,2024-01-27
2023,PT,CY79,REHABILITATION,164,20038,1770,5.94,12.12,0.4,6.77,69.5,15.01,116.37,59.33,2.37,25911,EUROSTAT_HEALTH,FIRST,2025-08-28
2024,SE,LV1,SPECIALISED,8,3036,136,5.56,9.12,0.61,6.09,86.59,3.0,58.06,197.29,9.86,110227,NATIONAL_HEALTH_MINISTRY,SECOND,2025-04-26
2025,CY,DE96,UNIVERSITY,123,28927,644,5.07,12.88,0.4,5.42,76.99,9.14,52.94,64.5,21.15,106002,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-12-15
2006,FR,GR85,GENERAL_ACUTE,124,33922,2599,5.86,4.29,0.69,5.73,91.7,10.1,76.09,53.71,5.87,157115,OECD_HEALTH_STAT,FLASH,2024-06-23
2007,IT,IT344,DAY_SURGERY,95,40497,1394,2.97,9.49,1.22,2.22,54.47,9.53,99.82,57.42,1.45,60670,EUROSTAT_HEALTH,FIRST,2024-12-10
2008,NL,AT57,PSYCHIATRIC,69,19384,419,4.92,13.86,0.82,5.25,73.31,13.54,78.64,146.38,14.27,183473,NATIONAL_HEALTH_MINISTRY,SECOND,2025-12-23
2009,SI,HR182,REHABILITATION,17,777,40,2.17,13.28,2.06,0.61,74.4,9.09,153.12,184.88,13.13,71164,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-08-31
2010,BG,BE67,SPECIALISED,178,13341,1075,2.21,9.2,0.59,2.55,63.05,7.33,39.53,95.5,9.25,29533,OECD_HEALTH_STAT,FLASH,2026-02-24
2011,EE,AT45,UNIVERSITY,151,37168,2195,5.01,5.07,0.89,4.05,63.83,11.95,108.11,175.81,7.97,51973,EUROSTAT_HEALTH,FIRST,2025-04-16
2012,HU,AT587,GENERAL_ACUTE,146,19155,898,5.04,5.83,2.07,3.92,92.71,9.4,151.34,106.42,12.53,19508,NATIONAL_HEALTH_MINISTRY,SECOND,2024-08-13
2013,LU,FR601,DAY_SURGERY,163,91346,5844,5.12,13.9,0.62,5.25,84.88,9.65,23.13,139.33,15.14,10297,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-06-27
2014,RO,LT30,PSYCHIATRIC,110,48340,2121,5.26,12.1,2.08,3.48,58.51,4.87,37.86,50.13,10.53,98638,OECD_HEALTH_STAT,FLASH,2026-01-29
2015,AT,FR415,REHABILITATION,24,12670,456,4.23,8.47,0.59,4.72,56.35,15.06,157.1,98.9,1.83,54098,EUROSTAT_HEALTH,FIRST,2025-05-11
2016,CZ,LU47,SPECIALISED,209,117188,1868,1.81,7.99,0.92,1.57,73.16,11.52,23.37,80.31,5.68,66267,NATIONAL_HEALTH_MINISTRY,SECOND,2025-07-04
2017,DE,CZ42,UNIVERSITY,154,14129,702,5.23,10.19,1.88,4.67,75.04,7.98,171.53,14.43,1.47,203549,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-11-23
2018,LV,MT319,GENERAL_ACUTE,57,3501,278,2.34,3.28,1.03,2.65,94.87,4.24,46.48,99.71,9.19,86934,OECD_HEALTH_STAT,FLASH,2024-10-20
2019,PL,RO34,DAY_SURGERY,6,2675,195,4.67,13.5,0.96,4.04,83.63,10.18,18.13,88.48,2.91,57340,EUROSTAT_HEALTH,FIRST,2026-02-19
2020,ES,EE18,PSYCHIATRIC,131,33191,2692,4.45,14.21,1.59,3.89,54.15,9.63,71.08,141.04,21.07,70275,NATIONAL_HEALTH_MINISTRY,SECOND,2025-06-19
2021,HR,LU49,REHABILITATION,53,16978,679,5.78,5.78,1.91,3.27,66.95,15.55,103.33,186.37,12.94,53283,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-02-12
2022,FI,HU574,SPECIALISED,90,17961,604,5.36,11.88,2.0,4.51,63.13,8.31,18.08,114.51,12.31,64081,OECD_HEALTH_STAT,FLASH,2024-04-11
2023,IE,LT67,UNIVERSITY,103,51150,2501,2.54,4.08,0.89,2.34,64.6,3.02,116.47,98.03,5.09,45632,EUROSTAT_HEALTH,FIRST,2025-01-10
2024,MT,SE544,GENERAL_ACUTE,240,49448,3065,2.21,3.8,1.8,0.6,71.62,3.27,171.83,87.31,17.34,82559,NATIONAL_HEALTH_MINISTRY,SECOND,2025-05-27
2025,SK,ES251,DAY_SURGERY,8,2509,190,2.31,7.93,0.83,2.23,52.62,9.31,52.58,161.77,22.24,9749,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-14
2006,BE,SE18,PSYCHIATRIC,26,1154,100,5.65,10.54,1.27,4.0,64.77,9.69,163.1,164.78,1.99,210583,OECD_HEALTH_STAT,FLASH,2025-04-03
2007,DK,NL23,REHABILITATION,36,16619,407,5.63,12.81,1.76,4.99,82.78,11.93,48.45,167.53,5.06,111793,EUROSTAT_HEALTH,FIRST,2024-09-18
2008,GR,GR99,SPECIALISED,146,7189,412,2.61,5.03,1.47,1.64,70.49,10.63,46.44,59.26,5.43,74130,NATIONAL_HEALTH_MINISTRY,SECOND,2025-01-29
2009,LT,RO541,UNIVERSITY,142,46815,3935,3.36,9.07,1.54,2.14,70.83,3.52,202.91,126.15,10.08,71740,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-23
2010,PT,IE578,GENERAL_ACUTE,57,18720,224,3.38,10.8,1.2,2.98,64.66,3.86,84.65,72.83,2.29,100423,OECD_HEALTH_STAT,FLASH,2024-01-29
2011,SE,LV586,DAY_SURGERY,53,7314,255,3.09,5.17,0.84,2.63,65.62,3.69,142.02,48.01,2.78,167103,EUROSTAT_HEALTH,FIRST,2025-10-03
2012,CY,CY893,PSYCHIATRIC,151,20931,915,4.26,7.07,1.22,2.69,57.1,10.59,161.12,117.62,1.72,121018,NATIONAL_HEALTH_MINISTRY,SECOND,2024-07-30
2013,FR,PL615,REHABILITATION,157,51946,4262,5.63,5.24,1.78,4.26,70.3,7.66,13.8,182.74,7.91,60063,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-05-05
2014,IT,DK347,SPECIALISED,154,63009,4785,2.57,10.47,1.55,1.22,64.51,11.38,30.79,156.27,10.96,21951,OECD_HEALTH_STAT,FLASH,2024-06-07
2015,NL,NL6,UNIVERSITY,75,35705,1275,6.39,9.78,0.71,5.34,66.12,5.39,65.52,166.13,8.46,131766,EUROSTAT_HEALTH,FIRST,2025-06-17
2016,SI,BE41,GENERAL_ACUTE,252,31200,2262,5.15,3.78,2.18,2.8,88.63,6.33,85.77,224.09,9.72,111031,NATIONAL_HEALTH_MINISTRY,SECOND,2025-11-17
2017,BG,SE644,DAY_SURGERY,128,66030,3989,5.08,13.11,1.16,4.41,80.24,4.51,139.84,35.37,15.06,54748,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-02-25
2018,EE,DK6,PSYCHIATRIC,17,3349,202,1.76,11.31,1.8,0.6,76.33,3.92,55.32,93.92,14.7,25908,OECD_HEALTH_STAT,FLASH,2025-08-16
2019,HU,RO372,REHABILITATION,118,31050,1393,2.6,13.79,0.67,2.8,83.88,6.02,199.98,185.6,13.93,53232,EUROSTAT_HEALTH,FIRST,2024-09-20
2020,LU,GR8,SPECIALISED,163,55264,1031,2.83,3.76,1.14,2.63,72.09,7.93,202.89,66.18,22.22,79085,NATIONAL_HEALTH_MINISTRY,SECOND,2026-02-13
2021,RO,PT3,UNIVERSITY,129,52964,3562,5.15,12.28,1.23,4.83,86.94,9.62,206.52,58.27,15.07,122694,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-04-26
2022,AT,PT196,GENERAL_ACUTE,229,22993,496,4.24,14.24,1.31,3.82,68.87,4.45,23.68,129.52,15.57,120388,OECD_HEALTH_STAT,FLASH,2025-11-07
2023,CZ,AT28,DAY_SURGERY,36,6376,207,1.71,8.68,2.03,0.6,73.57,6.74,52.83,130.58,14.54,116922,EUROSTAT_HEALTH,FIRST,2026-02-24
2024,DE,DE785,PSYCHIATRIC,75,7131,350,5.29,5.56,0.98,3.95,86.2,12.4,175.8,232.36,18.39,90048,NATIONAL_HEALTH_MINISTRY,SECOND,2025-05-10
2025,LV,PT77,REHABILITATION,149,35618,1668,4.07,14.44,1.66,2.84,72.67,6.28,198.25,41.27,6.25,19917,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-06-06
2006,PL,BG656,SPECIALISED,141,77332,3330,2.76,4.83,1.79,0.85,55.46,8.64,202.09,99.83,9.18,43350,OECD_HEALTH_STAT,FLASH,2024-06-08
2007,ES,FI22,UNIVERSITY,24,11255,779,1.86,4.55,0.74,0.64,80.9,11.99,15.83,31.72,13.99,103909,EUROSTAT_HEALTH,FIRST,2025-03-14
2008,HR,BG7,GENERAL_ACUTE,75,4899,142,3.19,9.31,0.71,3.61,77.81,9.9,106.73,55.41,6.12,59942,NATIONAL_HEALTH_MINISTRY,SECOND,2025-09-19
2009,FI,SK10,DAY_SURGERY,107,3202,54,1.76,9.14,0.69,1.2,84.9,10.17,177.35,116.66,3.24,62960,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-01-19
2010,IE,PT18,PSYCHIATRIC,133,50055,1160,4.77,12.44,0.55,4.61,64.66,4.84,9.68,140.15,2.5,104804,OECD_HEALTH_STAT,FLASH,2025-10-12
2011,MT,RO345,REHABILITATION,42,22318,1760,4.85,7.56,0.78,4.65,77.62,9.73,65.9,44.58,13.41,97739,EUROSTAT_HEALTH,FIRST,2024-03-26
2012,SK,SE1,SPECIALISED,14,4781,274,4.59,3.45,0.86,3.39,67.45,8.35,201.97,92.13,6.37,97501,NATIONAL_HEALTH_MINISTRY,SECOND,2025-02-22
2013,BE,PL20,UNIVERSITY,69,25971,2250,6.05,11.73,0.89,5.18,84.36,4.85,168.25,107.6,8.44,111510,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-05
2014,DK,DK489,GENERAL_ACUTE,79,18575,372,6.39,10.98,0.85,5.62,85.1,5.02,18.05,103.04,13.2,11715,OECD_HEALTH_STAT,FLASH,2025-06-16
2015,GR,PL52,DAY_SURGERY,47,2984,259,5.67,9.92,2.09,4.78,70.12,11.51,63.07,32.01,0.96,51066,EUROSTAT_HEALTH,FIRST,2025-11-29
2016,LT,DE65,PSYCHIATRIC,35,12893,712,3.9,8.37,1.7,2.49,53.5,6.28,32.58,49.04,12.66,23744,NATIONAL_HEALTH_MINISTRY,SECOND,2025-05-25
2017,PT,HU917,REHABILITATION,138,62231,3032,2.06,14.5,1.7,1.47,78.49,8.44,186.15,78.98,4.7,46020,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-07-10
2018,SE,PL24,SPECIALISED,202,88345,4921,4.32,7.38,1.27,4.33,77.99,10.11,130.12,151.27,4.14,159542,OECD_HEALTH_STAT,FLASH,2024-09-04
2019,CY,SK832,UNIVERSITY,71,22176,487,5.78,4.54,1.87,4.37,66.19,6.79,26.51,120.13,6.84,82111,EUROSTAT_HEALTH,FIRST,2024-10-06
2020,FR,SE58,GENERAL_ACUTE,103,51828,3231,5.84,5.76,2.14,4.53,68.18,11.83,62.17,119.64,15.36,68349,NATIONAL_HEALTH_MINISTRY,SECOND,2025-08-16
2021,IT,LU173,DAY_SURGERY,101,8372,738,6.3,7.82,2.15,3.88,60.98,4.14,83.73,173.7,4.84,59318,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-07-02
2022,NL,CY31,PSYCHIATRIC,59,10455,387,5.1,6.62,1.98,4.44,67.31,3.89,163.67,141.12,7.69,100859,OECD_HEALTH_STAT,FLASH,2024-08-09
2023,SI,HU825,REHABILITATION,42,13712,188,3.58,5.21,0.53,3.49,75.86,6.8,18.98,122.35,12.59,26188,EUROSTAT_HEALTH,FIRST,2025-07-03
2024,BG,DK5,SPECIALISED,73,37279,2076,4.01,6.82,0.95,4.45,60.09,9.83,18.57,56.54,17.97,90503,NATIONAL_HEALTH_MINISTRY,SECOND,2024-03-10
2025,EE,CY470,UNIVERSITY,66,9353,383,1.79,14.48,0.5,2.33,71.64,6.34,57.6,145.52,20.29,99076,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-06-18
2006,HU,DE71,GENERAL_ACUTE,153,59973,1009,4.34,8.44,1.68,2.59,84.42,4.54,175.21,83.79,6.39,82387,OECD_HEALTH_STAT,FLASH,2025-12-29
2007,LU,PT4,DAY_SURGERY,61,4204,338,5.38,12.59,1.1,4.25,77.68,5.01,74.19,16.47,9.02,52073,EUROSTAT_HEALTH,FIRST,2025-02-13
2008,RO,HR2,PSYCHIATRIC,29,13270,1003,3.04,8.71,1.8,0.75,81.29,14.37,36.32,183.52,7.45,68590,NATIONAL_HEALTH_MINISTRY,SECOND,2024-12-06
2009,AT,SE16,REHABILITATION,86,43468,1184,2.03,11.63,1.54,1.67,65.12,16.26,132.75,95.21,7.59,97155,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-06-24
2010,CZ,RO591,SPECIALISED,33,2778,143,5.03,13.69,1.96,3.74,68.92,6.86,14.82,92.12,4.14,71182,OECD_HEALTH_STAT,FLASH,2025-02-26
2011,DE,BE511,UNIVERSITY,86,3429,191,5.34,10.82,1.55,4.49,68.34,10.08,66.61,171.01,8.29,215999,EUROSTAT_HEALTH,FIRST,2025-01-10
2012,LV,BE2,GENERAL_ACUTE,175,13183,422,3.9,3.53,1.68,2.39,61.94,4.02,133.08,64.19,5.62,94638,NATIONAL_HEALTH_MINISTRY,SECOND,2025-07-14
2013,PL,GR60,DAY_SURGERY,149,44876,1872,1.99,3.39,1.31,1.45,84.43,3.65,48.93,182.41,3.64,65675,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-03-14
2014,ES,HR393,PSYCHIATRIC,72,2209,183,3.79,7.52,1.53,2.7,74.56,9.26,78.53,113.69,15.08,30995,OECD_HEALTH_STAT,FLASH,2025-02-20
2015,HR,IT326,REHABILITATION,66,22009,1746,5.31,4.62,1.68,3.52,70.02,10.15,129.81,43.86,1.3,50370,EUROSTAT_HEALTH,FIRST,2024-01-16
2016,FI,SE81,SPECIALISED,227,72287,5854,2.56,14.26,1.67,0.6,53.63,2.81,181.18,52.93,7.09,101332,NATIONAL_HEALTH_MINISTRY,SECOND,2024-05-25
2017,IE,CY547,UNIVERSITY,28,4170,198,5.68,3.1,1.39,4.67,79.17,4.37,40.23,134.6,9.68,76602,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-08-29
2018,MT,CY211,GENERAL_ACUTE,172,6885,196,2.98,3.13,1.01,3.26,91.01,5.16,183.87,235.22,5.52,50051,OECD_HEALTH_STAT,FLASH,2024-02-13
2019,SK,NL245,DAY_SURGERY,85,28724,1848,3.55,9.34,1.0,2.61,74.82,4.77,158.06,89.99,7.14,14105,EUROSTAT_HEALTH,FIRST,2025-03-23
2020,BE,FR904,PSYCHIATRIC,92,35002,1915,4.02,3.92,2.03,2.48,69.16,7.0,84.92,123.76,13.29,82891,NATIONAL_HEALTH_MINISTRY,SECOND,2024-10-28
2021,DK,PT680,REHABILITATION,133,54382,3465,6.34,11.21,1.55,4.51,64.06,4.89,96.57,137.11,4.89,190654,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-01-26
2022,GR,BE661,SPECIALISED,199,80920,2953,5.06,8.91,0.66,3.83,65.41,5.39,158.38,152.24,4.01,100358,OECD_HEALTH_STAT,FLASH,2024-04-01
2023,LT,DK8,UNIVERSITY,64,24735,1358,4.7,9.41,1.36,4.11,58.02,5.18,19.45,26.52,21.41,33940,EUROSTAT_HEALTH,FIRST,2026-01-05
2024,PT,EE757,GENERAL_ACUTE,3,1471,115,4.66,7.18,0.62,4.9,73.13,3.99,196.93,173.66,16.43,71038,NATIONAL_HEALTH_MINISTRY,SECOND,2024-04-01
2025,SE,LT439,DAY_SURGERY,41,9928,589,4.25,11.83,2.13,1.91,78.97,10.8,59.96,33.33,22.42,17884,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-04-27
2006,CY,CZ99,PSYCHIATRIC,76,32840,2037,2.97,9.57,1.95,1.95,69.49,5.33,30.52,172.85,14.98,122193,OECD_HEALTH_STAT,FLASH,2025-01-10
2007,FR,AT5,REHABILITATION,148,67766,5361,2.25,7.97,0.61,1.5,69.73,16.21,150.73,182.57,10.84,23708,EUROSTAT_HEALTH,FIRST,2025-03-24
2008,IT,CY40,SPECIALISED,44,15481,328,5.26,5.39,0.46,6.07,68.07,7.16,107.69,54.79,5.15,25044,NATIONAL_HEALTH_MINISTRY,SECOND,2024-08-06
2009,NL,DK115,UNIVERSITY,89,14174,579,4.74,10.45,1.42,4.1,63.67,7.11,29.25,55.6,9.56,40697,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-06-30
2010,SI,FR82,GENERAL_ACUTE,52,19180,495,3.04,12.43,2.13,1.39,69.41,8.56,12.62,82.31,10.37,93005,OECD_HEALTH_STAT,FLASH,2024-12-17
2011,BG,DK16,DAY_SURGERY,35,6826,81,4.14,4.89,2.02,3.23,60.92,7.3,143.47,56.24,12.9,124864,EUROSTAT_HEALTH,FIRST,2024-08-24
2012,EE,SE983,PSYCHIATRIC,73,37771,2766,2.13,8.21,2.1,0.6,54.14,13.52,64.16,80.06,3.23,8837,NATIONAL_HEALTH_MINISTRY,SECOND,2025-06-08
2013,HU,CY60,REHABILITATION,34,18575,1081,1.78,11.59,1.48,0.6,62.62,12.23,203.59,18.97,1.75,112805,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-17
2014,LU,EE891,SPECIALISED,57,23361,1336,5.39,6.99,2.18,3.34,70.34,11.99,78.6,135.3,12.79,42810,OECD_HEALTH_STAT,FLASH,2024-04-24
2015,RO,AT865,UNIVERSITY,41,17545,1258,3.99,10.5,1.47,2.8,65.81,3.32,153.27,94.73,3.29,26841,EUROSTAT_HEALTH,FIRST,2024-06-16
2016,AT,SE338,GENERAL_ACUTE,213,66139,5691,5.78,13.56,1.1,5.69,73.12,12.21,162.24,146.25,11.0,57402,NATIONAL_HEALTH_MINISTRY,SECOND,2024-10-21
2017,CZ,CY345,DAY_SURGERY,138,22402,1495,2.56,10.16,1.79,1.95,64.06,12.22,204.99,182.93,6.16,51101,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-28
2018,DE,FR8,PSYCHIATRIC,87,9055,504,5.9,13.41,1.09,5.56,55.26,4.92,43.01,152.87,13.42,180755,OECD_HEALTH_STAT,FLASH,2026-02-09
2019,LV,FI7,REHABILITATION,48,16602,899,4.59,4.42,0.66,3.81,82.62,11.21,29.44,150.38,8.63,101387,EUROSTAT_HEALTH,FIRST,2025-09-16
2020,PL,LT372,SPECIALISED,248,52585,2167,4.65,3.18,1.81,2.75,80.15,11.45,136.94,9.49,8.42,109111,NATIONAL_HEALTH_MINISTRY,SECOND,2024-08-29
2021,ES,FI43,UNIVERSITY,131,16336,1391,5.93,14.13,0.56,5.49,63.8,11.45,243.13,154.38,21.16,25029,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-10-21
2022,HR,LT6,GENERAL_ACUTE,174,34629,1516,3.38,12.33,2.08,0.76,82.96,11.95,178.08,157.11,1.84,60071,OECD_HEALTH_STAT,FLASH,2025-05-07
2023,FI,LU3,DAY_SURGERY,100,36215,2727,5.33,11.77,0.5,4.76,74.33,10.82,167.91,100.63,15.15,33584,EUROSTAT_HEALTH,FIRST,2024-06-11
2024,IE,SK37,PSYCHIATRIC,75,17494,394,1.95,9.16,0.57,2.34,66.1,10.51,93.35,140.23,5.14,74270,NATIONAL_HEALTH_MINISTRY,SECOND,2025-04-14
2025,MT,FI8,REHABILITATION,137,35728,2820,3.25,13.98,2.13,2.43,64.39,11.2,144.27,63.28,17.51,74669,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-01-27
2006,SK,HU526,SPECIALISED,173,77247,3774,4.42,4.87,0.83,4.42,71.3,5.78,203.49,144.87,6.43,109240,OECD_HEALTH_STAT,FLASH,2025-12-05
2007,BE,PL5,UNIVERSITY,111,43704,605,6.29,3.35,0.86,5.06,77.38,11.49,185.13,124.44,8.9,9445,EUROSTAT_HEALTH,FIRST,2024-11-27
2008,DK,LV640,GENERAL_ACUTE,100,30467,1200,2.88,12.02,1.59,1.87,93.4,3.76,47.77,56.93,5.82,148869,NATIONAL_HEALTH_MINISTRY,SECOND,2026-01-29
