labor_wage_wage_survey_year,labor_wage_occupation_soc_6,labor_wage_industry_naics_3,labor_wage_pay_period_type,labor_wage_wage_p10,labor_wage_wage_p25,labor_wage_wage_median,labor_wage_wage_p75,labor_wage_wage_p90,labor_wage_annualized_wage_mean,labor_wage_overtime_share_pct,labor_wage_bonus_share_pct,labor_wage_benefits_cost_share_pct,labor_wage_union_coverage_rate_pct,labor_wage_gender_pay_gap_pct,labor_wage_race_pay_gap_pct,labor_wage_education_premium_pct,labor_wage_experience_premium_pct,labor_wage_cost_adjusted_wage_index,labor_wage_sampling_error_margin
2021,461171,623,WEEKLY,16.65,22.48,29.74,32.77,47.69,200386,3.44,14.04,34.95,39.65,5.65,17.83,3.3,24.17,97.8,2.5
2015,471172,112,BIWEEKLY,13.7,21.23,30.94,34.88,46.23,162679,6.81,14.57,10.84,12.32,16.96,-11.85,18.84,4.51,102.71,1.72
2025,481173,522,HOURLY,32.61,40.09,51.02,67.52,77.44,79684,7.83,6.45,19.23,6.37,-6.88,20.65,24.52,35.27,88.93,6.46
2022,491174,541,MONTHLY,27.8,31.42,46.41,50.19,52.98,108695,2.68,13.49,30.51,5.45,6.04,23.14,50.69,22.71,113.22,3.94
2021,501175,332,ANNUAL,21.46,23.16,24.3,32.87,40.14,108170,1.84,7.77,31.9,39.69,26.02,26.96,7.82,12.73,70.1,2.49
2016,511176,561,MONTHLY,34.15,43.99,50.21,62.07,84.15,104154,8.16,10.8,10.21,37.59,5.6,-9.04,31.52,8.31,83.77,5.52
2022,521177,313,BIWEEKLY,12.03,20.36,27.14,36.32,55.92,92861,6.7,17.82,10.31,39.6,12.34,20.52,28.47,4.96,92.49,2.95
2024,531178,339,MONTHLY,30.29,35.1,48.17,61.91,65.62,44196,8.15,9.41,20.95,8.29,27.6,5.63,19.69,17.29,94.56,3.36
2019,541179,237,HOURLY,23.24,33.07,45.28,64.3,79.2,187433,0.32,15.78,30.62,40.09,25.6,17.61,18.06,9.85,87.61,6.44
2023,101180,327,ANNUAL,31.55,36.8,51.29,57.64,66.68,45921,1.4,15.79,11.86,36.98,-6.29,0.59,31.72,12.92,70.81,0.63
2015,111181,325,WEEKLY,17.15,25.68,31.93,50.69,74.93,87417,0.48,6.69,19.63,14.33,-2.75,-3.08,32.99,14.69,113.5,5.25
2020,121182,315,ANNUAL,24.39,28.22,30.84,34.08,41.15,93955,6.7,7.34,27.13,13.33,2.74,28.03,13.47,30.1,119.23,6.04
2019,131183,325,HOURLY,16.84,21.79,27.18,40.46,58.94,191485,1.65,16.46,15.18,9.08,10.74,19.85,28.59,33.66,70.39,1.81
2017,141184,339,WEEKLY,14.72,19.82,21.3,23.46,33.47,57683,2.01,2.85,28.32,25.82,6.89,14.07,41.54,30.13,89.23,2.63
2019,151185,921,HOURLY,15.71,20.42,25.04,29.99,47.03,209204,10.92,4.9,18.67,11.23,14.68,14.76,8.86,1.14,120.21,4.88
2022,161186,316,MONTHLY,19.24,21.21,33.17,48.47,67.13,105424,9.29,9.97,15.36,2.6,7.53,22.48,12.11,9.73,124.66,6.38
2017,171187,611,WEEKLY,10.1,19.8,29.8,32.22,42.52,72930,10.65,5.04,24.54,25.07,4.21,24.49,5.53,22.07,100.42,0.81
2021,181188,332,WEEKLY,24.4,33.09,44.7,60.55,65.64,77655,11.9,8.68,17.76,24.85,7.95,11.42,34.91,38.04,130.09,4.12
2015,191189,337,ANNUAL,32.85,39.72,50.37,65.36,75.35,134224,4.22,3.95,25.24,36.4,9.33,2.71,25.38,15.73,98.21,1.9
2019,201190,339,MONTHLY,16.44,25.57,38.12,42.93,59.19,92861,5.8,3.19,15.48,44.66,20.96,-9.63,0.59,3.92,80.95,0.79
2024,211191,541,MONTHLY,18.0,26.42,34.92,37.77,58.75,152518,1.19,6.4,29.78,19.14,10.84,9.04,45.41,18.67,94.93,5.52
2024,221192,921,HOURLY,18.42,19.5,22.69,33.66,43.47,196910,11.23,14.39,26.56,9.33,-6.47,23.1,41.18,19.21,74.19,6.42
2021,231193,313,WEEKLY,33.96,38.83,49.81,52.1,54.9,130453,1.89,2.31,19.74,10.62,12.62,30.9,37.08,34.68,102.96,3.12
2016,241194,336,HOURLY,17.32,24.62,30.43,39.22,61.32,92190,1.49,14.42,26.48,31.98,-5.25,-9.01,2.96,34.32,124.25,2.21
2016,251195,337,HOURLY,9.32,16.0,24.53,31.28,44.96,37949,6.44,12.05,24.84,39.24,-9.19,15.21,25.51,14.14,133.98,3.84
2018,261196,424,BIWEEKLY,33.78,37.1,45.36,53.27,58.48,52177,10.86,17.08,8.02,23.67,10.27,-1.7,53.8,32.34,85.35,4.97
2016,271197,112,BIWEEKLY,22.98,26.97,33.42,51.74,75.68,162464,0.37,5.77,15.17,8.66,-4.71,9.62,54.84,24.81,94.79,4.74
2018,281198,336,WEEKLY,32.23,39.39,49.55,67.82,85.84,74512,11.59,14.15,20.71,28.92,5.23,26.06,15.31,1.08,93.52,3.71
2017,291199,621,ANNUAL,13.85,20.25,34.72,38.21,56.08,117456,8.14,9.33,30.86,35.7,-4.76,8.34,27.77,29.5,92.8,2.75
2018,301200,313,WEEKLY,14.88,17.79,19.7,29.25,42.65,172555,10.36,11.48,29.35,29.84,23.47,-7.49,28.24,2.2,100.45,6.07
2017,311201,445,BIWEEKLY,20.31,21.39,32.93,38.82,58.1,197945,0.0,10.69,22.36,19.43,17.57,10.1,40.71,22.14,135.31,6.29
2019,321202,541,HOURLY,26.89,35.32,47.92,53.22,61.89,111693,0.87,13.97,8.05,2.46,11.57,-7.13,39.55,24.1,136.75,5.04
2016,331203,423,WEEKLY,12.29,21.5,30.71,49.42,65.37,120407,9.93,11.03,31.02,14.53,9.3,19.6,32.64,19.64,78.85,4.4
2022,341204,237,ANNUAL,22.64,30.07,43.75,61.92,78.11,76804,5.44,12.17,10.74,13.64,23.3,29.07,31.04,27.88,70.76,2.96
2021,351205,112,ANNUAL,16.37,18.5,32.35,41.9,63.71,173266,3.08,11.4,10.84,41.43,19.09,-1.5,19.77,1.38,86.65,5.58
2019,361206,519,ANNUAL,10.65,15.22,23.02,35.89,50.74,161288,0.94,8.21,18.41,10.83,1.67,-3.12,28.97,26.23,134.91,6.29
2018,371207,332,MONTHLY,17.16,25.57,40.19,52.16,54.85,207193,2.45,3.57,15.52,35.97,25.88,19.58,41.93,22.29,105.31,2.35
2020,381208,331,ANNUAL,10.65,18.45,24.13,40.06,55.11,206893,0.97,9.8,19.54,43.63,10.16,8.52,36.96,8.54,108.02,1.86
2025,391209,611,MONTHLY,25.87,34.02,46.56,56.11,69.66,51055,11.63,14.63,10.5,29.79,23.99,-1.57,50.24,39.14,112.49,0.59
2025,401210,312,HOURLY,30.42,37.76,49.17,65.69,73.82,55599,9.2,2.64,32.36,15.94,24.18,30.2,38.06,29.19,100.46,0.61
2021,411211,331,ANNUAL,14.18,16.07,28.61,31.91,56.82,89826,4.31,17.46,14.19,38.83,4.83,7.54,0.97,17.21,107.69,2.81
2023,421212,522,HOURLY,18.55,20.63,33.75,41.76,50.64,153673,2.01,1.04,20.69,36.71,22.71,6.53,14.38,35.02,112.34,3.99
2019,431213,213,BIWEEKLY,27.46,36.0,48.99,53.93,76.57,36034,3.36,14.21,10.56,8.15,23.27,24.61,29.27,10.88,101.24,4.86
2016,441214,621,HOURLY,34.42,37.99,39.43,42.74,65.77,48856,3.15,16.69,10.95,19.18,-2.37,-3.69,2.21,13.03,117.11,1.17
2016,451215,238,BIWEEKLY,11.08,16.36,22.41,28.02,36.59,87244,4.15,2.66,27.09,39.23,12.23,1.96,15.46,12.24,128.3,0.89
2024,461216,238,ANNUAL,18.29,21.22,26.44,32.34,50.85,148916,2.98,1.18,28.11,6.91,-1.21,-9.62,1.96,16.04,73.39,0.79
2016,471217,722,HOURLY,33.41,41.21,54.31,72.97,92.43,55430,7.28,0.36,18.61,28.26,-1.79,13.73,54.49,34.43,70.48,0.87
2025,481218,326,HOURLY,32.28,37.37,40.91,53.27,62.74,163844,10.04,13.82,22.14,41.35,-9.04,-2.21,22.7,28.82,115.86,4.62
2018,491219,339,HOURLY,16.41,17.57,26.96,43.27,59.1,202183,4.61,16.42,23.45,15.79,15.7,6.52,31.48,31.57,82.56,0.38
2024,501220,322,HOURLY,17.99,24.99,31.65,46.74,49.53,134731,10.27,7.43,24.02,14.29,9.37,-4.46,35.31,35.55,93.82,1.02
2019,511221,492,ANNUAL,16.88,21.39,29.17,45.22,57.68,98047,2.15,17.51,21.14,22.78,5.17,-6.28,29.72,34.46,70.68,6.23
2015,521222,335,MONTHLY,11.09,16.41,29.66,42.96,62.86,200408,10.64,10.88,31.23,34.9,6.26,-3.55,51.5,21.04,131.04,5.62
2015,531223,327,WEEKLY,9.12,14.96,28.69,46.95,70.05,28512,0.08,15.59,25.61,38.53,10.06,11.06,35.72,39.87,125.04,2.08
2018,541224,336,BIWEEKLY,29.52,39.44,47.29,63.77,75.81,181609,3.78,4.94,34.66,10.8,11.21,30.13,8.45,36.27,133.06,3.77
2025,101225,237,MONTHLY,28.97,31.19,45.59,65.41,67.7,130374,8.75,6.37,27.29,26.28,-1.61,2.57,40.35,16.07,75.52,4.38
2015,111226,484,BIWEEKLY,15.94,18.81,31.24,37.1,55.33,100562,8.46,16.22,24.75,41.81,3.93,19.3,53.75,16.75,76.49,3.53
2024,121227,323,MONTHLY,21.16,30.01,43.56,55.2,60.2,37573,1.58,12.01,33.74,4.99,18.25,17.35,50.27,2.37,91.62,2.85
2024,131228,452,HOURLY,22.73,29.66,37.48,49.36,64.75,180728,5.8,7.33,13.86,26.12,19.36,9.39,39.8,32.04,116.51,3.66
2022,141229,331,MONTHLY,18.18,21.62,23.82,39.45,54.95,155127,0.85,13.5,34.76,32.81,13.05,6.48,6.78,37.58,113.36,3.07
2016,151230,311,MONTHLY,18.99,24.32,34.02,48.12,63.92,86451,3.69,15.29,26.67,27.2,1.67,20.02,23.59,1.64,96.72,5.96
2023,161231,523,HOURLY,12.77,17.85,27.1,45.51,69.71,54641,8.85,0.31,20.51,10.79,2.05,30.39,6.78,39.75,106.95,1.44
2024,171232,511,HOURLY,22.45,28.09,34.95,45.74,60.6,63399,5.23,1.17,23.39,14.76,-4.04,-5.45,54.57,31.36,89.88,3.62
2022,181233,921,ANNUAL,12.28,15.45,26.07,44.05,63.7,152648,11.44,0.88,13.26,32.28,-3.93,-4.37,27.02,6.47,77.08,3.29
2018,191234,337,HOURLY,34.8,37.32,44.41,59.23,84.16,58671,10.74,8.3,25.54,2.13,24.63,13.04,40.73,29.12,73.98,2.76
2021,201235,334,BIWEEKLY,12.1,19.05,31.13,46.36,50.67,36981,1.72,11.02,9.68,10.06,17.7,3.69,53.19,23.14,74.46,0.54
2016,211236,211,BIWEEKLY,17.93,24.92,31.86,48.23,62.21,128565,6.69,2.15,20.54,4.9,26.11,-0.73,42.52,23.38,93.15,0.34
2022,221237,322,BIWEEKLY,32.7,42.39,49.66,69.21,79.88,140641,4.05,15.23,9.91,20.73,15.5,9.38,13.62,39.51,77.28,3.58
2017,231238,221,ANNUAL,30.4,38.25,48.4,53.54,64.69,38429,2.01,9.72,29.52,16.46,-4.78,27.8,23.18,16.02,76.71,1.05
2015,241239,335,ANNUAL,34.27,36.82,47.64,50.4,60.15,171390,6.7,1.13,12.16,1.43,24.96,16.92,0.44,17.27,107.48,5.27
2023,251240,336,ANNUAL,9.54,11.78,17.45,19.71,25.04,172784,10.67,12.83,8.6,39.28,3.99,8.03,0.05,21.32,112.64,4.46
2016,261241,561,BIWEEKLY,31.07,37.18,41.34,61.04,68.39,122567,6.56,0.97,9.4,44.05,-3.5,5.77,45.91,5.39,100.44,2.9
2015,271242,331,BIWEEKLY,9.94,18.05,30.94,40.64,49.83,200821,6.79,14.36,30.15,15.31,-9.67,8.52,12.46,7.34,138.01,2.37
2017,281243,541,BIWEEKLY,30.25,35.33,46.92,52.83,72.17,103886,4.08,10.04,20.41,3.45,27.43,21.71,35.49,9.25,83.01,5.84
2015,291244,213,MONTHLY,29.46,39.2,53.08,60.29,72.68,145390,2.54,7.39,29.53,14.47,11.84,-1.45,29.58,13.97,82.93,5.91
2015,301245,314,WEEKLY,19.85,26.8,33.47,36.76,50.96,86849,0.16,0.83,23.23,23.43,9.7,13.33,28.96,3.69,124.31,3.07
2020,311246,722,MONTHLY,13.27,15.63,20.78,30.26,49.19,73608,7.92,4.3,10.26,40.78,18.52,16.56,1.81,34.34,72.83,3.99
2024,321247,423,ANNUAL,14.59,23.71,36.02,46.69,50.52,209662,4.99,15.46,19.55,44.91,-8.76,-9.19,48.03,13.37,101.41,0.38
2021,331248,524,WEEKLY,27.37,28.54,40.2,45.22,67.05,187285,10.33,17.84,15.15,7.05,23.29,8.83,37.66,15.7,90.7,4.03
2025,341249,213,MONTHLY,12.37,19.76,21.44,33.46,40.18,67767,9.59,9.91,25.94,12.15,-6.21,15.98,19.93,36.76,71.02,1.92
2018,351250,323,BIWEEKLY,16.52,19.63,24.15,42.11,60.33,166964,10.84,4.0,20.23,39.1,11.05,15.38,51.03,35.28,70.63,6.29
2020,361251,111,WEEKLY,16.7,25.12,34.65,50.55,68.99,80796,10.35,4.71,17.91,11.0,24.11,15.47,1.31,25.15,112.74,4.84
2018,371252,517,HOURLY,29.2,34.08,42.02,56.12,68.05,40722,3.82,8.64,9.89,31.12,10.93,21.21,45.35,7.77,76.88,1.59
2019,381253,424,MONTHLY,21.51,28.63,42.66,55.34,66.99,132772,5.41,1.36,20.09,35.55,13.22,3.83,50.1,7.36,119.86,4.75
2022,391254,921,HOURLY,27.03,28.85,30.83,33.16,49.95,105140,11.2,13.57,11.85,20.48,11.57,25.52,38.25,5.0,84.18,0.77
2020,401255,331,ANNUAL,28.31,30.82,44.53,48.84,67.67,50938,10.59,1.51,19.84,43.65,-0.91,-1.2,23.64,6.42,133.09,0.47
2020,411256,517,HOURLY,10.67,20.52,22.51,29.77,37.85,68322,0.13,7.41,15.05,10.11,5.66,14.01,13.33,19.66,110.75,5.49
2019,421257,425,WEEKLY,23.21,25.98,34.42,49.93,59.71,185493,11.99,14.05,14.29,20.21,4.09,16.13,22.67,17.74,139.48,4.29
2023,431258,518,MONTHLY,28.51,35.31,43.14,61.7,79.53,186361,4.61,3.9,9.63,1.82,6.32,-1.23,18.47,37.2,139.36,2.99
2017,441259,333,BIWEEKLY,22.34,24.85,37.0,49.21,56.32,85172,5.79,5.48,10.21,22.71,6.04,28.89,48.16,26.27,139.73,5.32
2016,451260,334,MONTHLY,12.37,17.38,18.42,32.57,47.62,102293,5.33,2.93,11.22,12.98,-6.16,31.93,12.32,28.92,138.4,4.64
2023,461261,336,MONTHLY,15.36,20.48,30.44,38.28,62.46,72614,2.17,14.9,8.39,23.19,-9.36,7.55,26.22,23.22,139.37,3.78
2020,471262,324,WEEKLY,28.17,37.18,42.97,49.28,64.94,173224,0.07,17.15,29.77,20.37,4.8,0.51,1.15,16.49,72.44,6.24
2023,481263,481,MONTHLY,14.16,23.91,32.79,34.79,42.01,85832,0.06,15.26,15.48,25.71,22.55,18.17,10.22,36.19,107.89,5.74
2017,491264,312,WEEKLY,34.78,39.53,46.02,59.37,76.31,86833,6.37,0.9,18.46,25.68,-0.48,8.13,33.98,38.68,94.21,3.67
2024,501265,236,HOURLY,21.16,26.49,39.98,57.77,60.82,41001,6.09,12.61,14.79,38.47,5.43,20.53,14.64,20.67,130.38,3.8
2020,511266,519,ANNUAL,9.53,17.01,28.12,42.27,55.24,118494,2.8,7.9,33.58,18.59,16.39,1.2,5.82,34.17,89.67,3.52
2017,521267,481,BIWEEKLY,26.41,32.95,39.68,50.05,60.7,30361,2.5,3.15,34.7,6.31,16.88,26.03,15.78,30.44,103.93,1.14
2025,531268,111,BIWEEKLY,14.27,15.27,29.57,39.35,45.5,29477,6.16,8.99,24.65,32.36,-2.16,-2.27,30.5,34.14,120.69,2.13
2022,541269,441,BIWEEKLY,32.22,41.73,52.5,70.36,89.47,86194,10.92,3.5,32.56,38.97,13.48,-4.76,19.65,14.78,114.88,4.86
2022,101270,522,ANNUAL,32.07,37.49,44.14,63.94,66.52,103994,7.46,14.04,21.18,2.95,15.43,18.63,12.47,2.74,87.51,3.98
2022,111271,336,ANNUAL,26.5,29.63,36.91,40.41,65.07,122577,10.12,4.44,32.26,2.55,13.54,31.25,4.71,38.51,96.18,1.88
2025,121272,425,HOURLY,29.32,38.93,42.81,54.28,62.98,134491,4.72,8.97,27.28,29.01,19.77,14.8,11.14,27.36,87.25,5.56
2021,131273,236,HOURLY,33.34,41.38,45.65,60.25,66.79,108684,11.31,1.76,24.06,9.94,-0.9,11.94,40.49,15.01,96.87,2.26
2018,141274,334,MONTHLY,17.44,24.0,29.36,35.35,57.4,34473,0.67,3.28,29.93,6.29,19.51,6.55,43.46,2.46,123.09,4.92
2025,151275,237,MONTHLY,15.71,23.51,24.98,43.12,67.28,158402,8.34,0.91,16.81,1.59,7.31,19.0,17.74,16.9,115.13,5.44
2016,161276,523,WEEKLY,15.67,17.02,28.41,31.57,51.04,168507,6.46,7.6,33.49,7.44,9.53,0.77,54.43,1.69,94.13,5.64
2024,171277,441,BIWEEKLY,19.86,24.07,27.8,33.29,38.17,197630,5.94,2.42,9.67,0.3,22.74,-4.68,23.73,24.89,88.58,5.32
2017,181278,316,ANNUAL,21.29,22.35,33.34,49.37,63.32,48236,4.65,17.93,20.94,41.84,4.74,27.11,51.64,35.33,118.81,5.64
2024,191279,561,MONTHLY,32.42,33.86,42.34,47.8,69.62,86374,2.71,8.48,11.82,2.6,3.25,28.76,53.18,17.45,107.62,4.13
2016,201280,425,BIWEEKLY,18.15,19.9,34.19,45.76,52.84,32479,3.44,4.23,11.63,6.2,-0.41,14.78,13.53,3.1,76.9,6.35
2016,211281,524,HOURLY,33.17,37.08,39.52,47.87,64.05,184221,5.82,2.53,29.72,39.13,2.72,23.07,41.18,37.78,110.85,3.11
2017,221282,425,WEEKLY,16.59,22.87,35.83,48.43,52.39,124046,11.6,13.72,18.8,5.36,6.4,18.62,6.98,7.69,98.79,2.04
2021,231283,311,ANNUAL,18.58,23.8,34.69,46.41,56.65,123811,7.82,9.0,34.28,15.6,-5.69,22.22,0.84,25.4,102.57,0.78
2024,241284,518,ANNUAL,18.48,26.82,31.14,44.97,56.1,111946,3.67,10.48,17.12,3.88,22.21,23.45,9.34,12.72,131.02,4.84
2018,251285,337,HOURLY,15.98,22.18,24.1,31.31,56.0,93213,9.76,3.08,31.86,30.0,7.99,27.98,21.12,20.64,70.26,2.66
2015,261286,811,HOURLY,28.54,35.9,42.31,49.28,57.33,59055,4.48,14.4,21.32,1.66,-4.75,-8.26,28.3,23.52,98.31,6.07
2024,271287,445,HOURLY,15.85,18.62,33.6,37.84,43.11,59580,5.0,7.9,28.0,40.5,-7.26,4.06,50.65,20.15,71.06,4.69
2022,281288,331,WEEKLY,27.59,34.56,41.66,51.85,65.37,135057,0.69,16.1,30.51,25.21,15.68,-0.96,53.67,21.34,123.9,0.97
2016,291289,339,HOURLY,19.38,21.39,31.8,48.49,51.74,161458,9.82,13.62,12.08,42.61,17.17,21.97,40.16,27.93,73.53,5.32
2023,301290,312,MONTHLY,26.57,30.98,34.33,37.86,51.33,146760,9.01,1.33,25.77,33.48,4.53,23.75,35.1,14.45,137.01,4.11
2025,311291,488,HOURLY,34.85,40.94,52.48,67.02,76.87,87997,6.6,8.25,23.22,27.55,-1.66,21.41,8.08,21.92,91.81,0.57
2022,321292,326,MONTHLY,12.24,20.61,30.39,49.25,64.3,176566,0.18,14.06,30.59,14.32,8.76,16.52,1.25,4.4,122.96,5.94
2021,331293,322,BIWEEKLY,28.32,36.5,50.24,58.39,68.98,179696,4.37,5.6,13.87,38.76,27.13,25.08,22.43,19.4,98.78,1.79
2016,341294,327,BIWEEKLY,31.2,35.1,44.03,46.98,69.02,105614,8.03,11.38,30.62,32.33,-6.26,16.4,7.11,29.66,104.94,2.81
2023,351295,337,MONTHLY,11.08,14.62,19.47,28.5,44.28,119529,0.24,12.37,33.12,10.92,2.79,24.55,50.86,23.67,93.61,3.9
2016,361296,722,HOURLY,18.93,23.28,32.09,37.82,56.65,151438,9.68,7.73,10.5,2.36,-4.19,3.77,29.4,18.48,74.18,5.88
2019,371297,238,HOURLY,14.6,20.5,29.62,35.98,54.38,49883,6.98,8.98,24.33,41.46,9.69,27.01,22.01,39.72,139.69,4.2
2023,381298,337,HOURLY,24.83,26.0,37.3,53.09,55.29,119993,9.84,10.67,17.93,43.02,-3.23,-7.13,11.39,27.63,81.38,1.24
2025,391299,323,BIWEEKLY,23.81,33.44,47.83,54.08,63.25,31580,3.74,13.79,20.52,4.1,-6.59,-6.64,18.39,26.98,110.56,4.11
2023,401300,711,WEEKLY,9.86,13.34,24.25,31.52,46.78,90759,8.93,15.93,13.98,36.45,-2.0,-7.49,18.99,17.73,83.19,1.07
2022,411301,237,MONTHLY,9.88,17.16,31.72,50.73,72.45,125951,1.17,12.89,20.59,15.85,3.53,27.24,43.61,1.0,97.45,2.67
2017,421302,611,HOURLY,14.84,17.38,23.61,31.61,41.22,205690,10.56,10.27,18.4,27.56,15.86,25.41,2.37,16.29,124.61,2.4
2020,431303,213,HOURLY,24.63,33.59,43.9,50.63,67.35,160814,5.45,7.21,34.16,24.52,17.85,24.45,27.8,15.69,72.31,3.58
2018,441304,541,WEEKLY,12.8,22.54,32.37,39.75,53.79,157628,4.21,3.26,26.47,15.99,1.71,7.02,36.24,36.14,87.58,4.89
2015,451305,481,ANNUAL,13.55,16.16,19.0,29.86,34.79,29116,0.96,13.14,31.55,6.24,25.29,14.93,29.99,19.75,122.54,6.4
2017,461306,811,HOURLY,10.42,16.13,27.66,32.95,56.46,36212,6.21,14.84,15.94,32.59,2.11,25.68,7.59,39.37,72.62,3.58
2025,471307,424,BIWEEKLY,28.21,34.4,43.57,54.2,58.58,101594,11.41,17.44,17.33,39.49,-4.31,22.94,21.54,30.9,108.24,3.79
2017,481308,561,MONTHLY,34.92,37.53,42.61,57.91,75.12,119821,8.11,7.6,29.27,18.71,-2.54,11.39,26.87,6.27,139.7,5.54
2017,491309,481,BIWEEKLY,25.11,32.09,37.12,39.18,42.27,68780,10.85,9.06,33.62,41.15,-0.32,16.25,51.03,5.31,92.52,0.39
2017,501310,339,ANNUAL,10.52,19.42,25.47,39.66,55.92,123407,2.22,13.23,30.97,22.9,23.29,-0.93,5.83,16.4,91.0,1.24
2018,511311,531,WEEKLY,17.61,22.6,30.19,46.28,62.52,113345,1.56,5.12,13.61,3.24,-2.26,15.94,28.87,25.3,126.28,4.96
2022,521312,327,BIWEEKLY,15.62,19.73,21.58,24.68,28.39,197302,1.81,4.15,30.69,21.37,-2.06,-4.2,3.33,16.28,105.99,2.45
2015,531313,481,BIWEEKLY,26.66,28.32,29.83,48.09,70.71,91761,6.23,6.92,28.02,40.71,10.58,-0.45,44.22,26.15,104.31,2.81
2018,541314,334,MONTHLY,34.84,40.28,43.74,63.2,85.11,42302,1.36,12.14,10.71,27.92,-9.66,31.61,52.08,23.12,82.45,2.93
2018,101315,211,BIWEEKLY,11.59,19.05,33.78,40.22,51.73,187247,8.17,14.41,26.67,11.34,1.86,23.33,5.71,6.5,132.74,6.46
2018,111316,524,BIWEEKLY,19.19,27.03,30.01,40.06,63.03,139004,0.87,2.31,27.14,35.56,8.19,30.73,20.7,18.82,117.38,4.28
2021,121317,531,HOURLY,18.42,24.49,33.78,46.38,67.17,100641,10.96,9.34,27.57,6.48,13.78,-1.73,46.32,27.45,96.37,2.85
2017,131318,327,BIWEEKLY,12.2,19.66,33.61,50.83,75.66,62534,6.64,4.56,9.74,30.15,-2.43,0.3,38.68,24.93,102.22,1.46
2018,141319,492,BIWEEKLY,12.5,20.1,29.17,31.3,50.51,133653,5.83,15.28,27.38,41.77,24.65,15.72,18.56,18.69,124.72,2.58
2021,151320,484,MONTHLY,11.39,16.68,26.97,45.09,49.17,48222,8.14,13.67,17.2,0.19,0.22,-0.28,25.73,23.6,137.67,2.45
2019,161321,722,MONTHLY,24.96,29.15,32.81,38.05,62.36,124806,2.42,17.34,11.73,25.28,5.08,7.24,10.1,39.93,139.04,1.71
2017,171322,484,HOURLY,22.44,30.08,39.52,53.25,68.56,197676,4.47,14.38,32.54,31.02,22.08,6.33,5.92,7.83,137.44,5.07
2023,181323,441,HOURLY,11.33,12.39,18.56,34.4,43.09,154537,11.82,8.34,10.81,0.78,-3.29,-6.02,38.1,16.97,76.15,3.46
2015,191324,518,MONTHLY,19.38,22.32,34.28,42.58,57.03,55100,1.53,0.7,26.78,8.28,-6.69,-8.42,12.06,3.62,134.97,1.52
2016,201325,327,HOURLY,14.68,23.88,36.65,53.77,58.68,112690,2.76,8.59,32.29,18.57,3.28,28.08,22.22,32.11,80.8,0.48
2018,211326,334,MONTHLY,10.54,17.83,20.7,37.66,39.84,175616,2.02,13.66,25.14,43.33,1.36,3.29,38.66,28.45,104.88,5.53
2017,221327,811,ANNUAL,18.39,25.21,36.18,44.57,68.83,47524,0.0,9.71,31.42,26.47,20.97,18.04,26.04,23.39,76.92,2.5
2023,231328,332,MONTHLY,29.89,35.18,48.7,61.75,80.01,58109,3.62,15.21,11.56,2.79,11.67,6.91,16.94,18.97,131.0,0.95
2017,241329,112,MONTHLY,30.86,33.38,43.25,60.0,79.6,94170,6.96,2.16,14.22,9.82,6.64,7.51,8.04,4.08,117.49,5.43
2020,251330,523,BIWEEKLY,12.39,16.39,26.37,28.81,52.54,116000,3.74,6.85,18.28,2.86,3.93,13.26,38.25,29.09,95.68,3.0
2024,261331,237,BIWEEKLY,32.63,36.81,40.96,45.67,62.08,40817,10.83,11.27,12.97,30.34,-2.16,9.17,19.77,32.31,136.21,0.31
2017,271332,711,HOURLY,13.07,22.39,26.87,33.81,41.55,114616,9.23,12.82,13.26,17.43,6.64,29.85,54.51,3.16,107.61,2.82
2017,281333,335,WEEKLY,18.31,23.84,28.56,47.12,70.37,117105,0.99,5.45,23.31,37.42,-1.58,4.55,2.99,34.81,127.22,6.31
2018,291334,622,MONTHLY,26.97,34.87,37.51,54.81,74.38,185151,6.9,17.56,14.26,11.08,3.46,-7.45,22.46,19.49,77.2,4.96
2015,301335,519,MONTHLY,11.1,13.88,18.23,29.53,33.3,198329,9.67,6.6,12.82,12.97,0.48,-6.49,11.21,2.5,125.64,1.33
2021,311336,111,MONTHLY,24.87,32.45,34.59,39.93,47.46,188514,1.56,1.45,19.61,14.43,-4.08,18.84,18.14,1.63,126.67,6.44
2022,321337,311,WEEKLY,15.27,25.15,28.91,42.64,53.25,149790,0.4,10.89,34.84,9.52,-5.56,3.92,17.75,29.53,139.83,1.45
2015,331338,323,MONTHLY,34.56,39.19,45.01,57.25,78.83,88768,4.22,6.11,11.85,32.42,16.66,17.07,43.7,23.81,111.6,4.79
2016,341339,488,ANNUAL,20.32,21.85,29.14,37.22,58.24,149243,2.01,9.78,18.91,41.23,-0.88,-10.44,50.98,11.65,109.04,2.4
2020,351340,523,BIWEEKLY,30.52,33.13,46.78,52.66,72.63,61634,4.41,10.37,25.18,15.84,-1.42,6.38,45.29,34.93,91.61,5.48
2017,361341,492,WEEKLY,28.44,31.48,45.22,61.2,78.13,107649,11.3,14.41,23.49,25.55,24.68,14.51,15.51,22.88,70.28,6.28
2019,371342,524,MONTHLY,17.93,22.21,25.82,36.15,45.37,72416,7.42,3.43,21.35,14.4,3.64,29.56,48.39,34.54,94.95,4.79
2020,381343,623,BIWEEKLY,29.17,35.63,42.88,52.3,69.6,62918,11.02,16.51,10.1,25.55,-8.22,18.14,50.21,31.98,92.78,0.99
2017,391344,488,BIWEEKLY,18.77,28.39,29.63,46.96,62.58,98622,0.79,2.05,25.0,29.1,16.66,26.8,26.67,7.68,118.22,2.17
