gov_rrf_reference_year,gov_rrf_member_state_iso2,gov_rrf_plan_component_code,gov_rrf_measure_id,gov_rrf_milestone_id,gov_rrf_target_id,gov_rrf_milestone_due_date,gov_rrf_milestone_status_code,gov_rrf_payment_request_date,gov_rrf_payment_disbursed_eur,gov_rrf_total_allocation_eur,gov_rrf_green_share_pct,gov_rrf_digital_share_pct,gov_rrf_reforms_flag,gov_rrf_investments_flag,gov_rrf_procurement_linked_flag,gov_rrf_state_aid_compliance_flag,gov_rrf_audit_findings_count,gov_rrf_data_source,gov_rrf_data_extract_date
2022,HR,C07,HR_C07_M115,HR_C07_M115_MS35,HR_C07_M115_T25,2023-03-17,PLANNED,,83888249.06,38631227060.84,41.47,39.06,0,0,0,0,24,COMMISSION_IMPLEMENTING_DECISIONS,2025-01-20
2023,FI,C08,FI_C08_M116,FI_C08_M116_MS36,FI_C08_M116_T26,2023-10-17,IN_PROGRESS,2024-06-01,21962127.97,19326559282.24,37.23,27.54,0,1,1,1,18,NATIONAL_RRF_REPORT,2025-03-03
2024,IE,C09,IE_C09_M117,IE_C09_M117_MS37,IE_C09_M117_T27,2025-11-05,COMPLETED,2025-11-10,1521631071.09,24004079481.7,28.36,17.6,1,1,1,1,37,RRF_SCOREBOARD,2025-03-22
2025,MT,C10,MT_C10_M118,MT_C10_M118_MS38,MT_C10_M118_T28,2025-10-15,DELAYED,2024-09-20,76934893.84,7126648380.33,30.88,39.35,1,1,0,1,39,ECA_AUDIT_SUMMARY,2024-08-03
2026,SK,C11,SK_C11_M119,SK_C11_M119_MS39,SK_C11_M119_T29,2026-02-17,CANCELLED,2022-06-03,793599956.27,45367355812.81,54.56,22.75,1,1,1,0,24,COMMISSION_IMPLEMENTING_DECISIONS,2024-03-18
2020,BE,C12,BE_C12_M120,BE_C12_M120_MS40,BE_C12_M120_T30,2026-02-01,REVISED,,387997020.59,14532593917.31,34.94,19.18,1,1,1,0,36,NATIONAL_RRF_REPORT,2025-02-05
2021,DK,C13,DK_C13_M121,DK_C13_M121_MS01,DK_C13_M121_T01,2025-10-27,PLANNED,,759974366.47,17538995368.27,22.74,31.05,1,0,0,0,52,RRF_SCOREBOARD,2024-12-31
2022,GR,C14,GR_C14_M122,GR_C14_M122_MS02,GR_C14_M122_T02,2025-05-24,IN_PROGRESS,2026-02-16,748104609.66,18597697460.6,46.29,39.92,1,0,0,0,5,ECA_AUDIT_SUMMARY,2025-12-13
2023,LT,C15,LT_C15_M123,LT_C15_M123_MS03,LT_C15_M123_T03,2023-08-12,COMPLETED,2025-07-08,606792794.44,5967365125.07,20.08,25.14,0,1,0,1,25,COMMISSION_IMPLEMENTING_DECISIONS,2025-12-21
2024,PT,C16,PT_C16_M124,PT_C16_M124_MS04,PT_C16_M124_T04,2024-10-26,DELAYED,2022-06-05,181187218.45,52356842526.16,31.52,25.02,0,0,1,1,49,NATIONAL_RRF_REPORT,2025-09-07
2025,SE,C17,SE_C17_M125,SE_C17_M125_MS05,SE_C17_M125_T05,2025-02-05,CANCELLED,,2001417005.2,47046622494.82,40.68,33.44,1,1,1,1,40,RRF_SCOREBOARD,2026-02-05
2026,CY,C18,CY_C18_M126,CY_C18_M126_MS06,CY_C18_M126_T06,2026-02-01,REVISED,2023-07-30,292165931.22,35744558372.76,22.95,28.09,1,0,0,0,50,ECA_AUDIT_SUMMARY,2025-09-13
2020,FR,C01,FR_C01_M127,FR_C01_M127_MS07,FR_C01_M127_T07,2025-12-13,PLANNED,,846802899.62,42165271623.32,20.88,26.42,1,1,0,0,12,COMMISSION_IMPLEMENTING_DECISIONS,2024-04-07
2021,IT,C02,IT_C02_M128,IT_C02_M128_MS08,IT_C02_M128_T08,2025-01-03,IN_PROGRESS,2022-02-14,1104067049.61,29223017003.64,35.85,37.18,0,1,0,0,6,NATIONAL_RRF_REPORT,2025-08-30
2022,NL,C03,NL_C03_M129,NL_C03_M129_MS09,NL_C03_M129_T09,2025-04-26,COMPLETED,2025-11-24,116860722.69,9048080743.73,25.48,21.46,0,1,1,1,33,RRF_SCOREBOARD,2025-12-23
2023,SI,C04,SI_C04_M130,SI_C04_M130_MS10,SI_C04_M130_T10,2023-09-26,DELAYED,2021-12-12,730122967.52,15981999631.73,52.83,31.87,0,1,1,0,14,ECA_AUDIT_SUMMARY,2025-08-18
2024,BG,C05,BG_C05_M131,BG_C05_M131_MS11,BG_C05_M131_T11,2025-04-06,CANCELLED,2023-01-06,357148678.48,12326634529.41,37.46,29.13,1,0,0,0,39,COMMISSION_IMPLEMENTING_DECISIONS,2025-09-22
2025,EE,C06,EE_C06_M132,EE_C06_M132_MS12,EE_C06_M132_T12,2025-08-09,REVISED,,1346943858.02,34730640698.59,31.61,33.98,1,1,0,1,31,NATIONAL_RRF_REPORT,2026-02-02
2026,HU,C07,HU_C07_M133,HU_C07_M133_MS13,HU_C07_M133_T13,2026-02-23,PLANNED,2020-06-30,319784761.84,19762452328.2,53.78,34.35,0,1,0,0,25,RRF_SCOREBOARD,2024-02-15
2020,LU,C08,LU_C08_M134,LU_C08_M134_MS14,LU_C08_M134_T14,2024-07-06,IN_PROGRESS,,305284448.75,7571162126.02,45.0,35.32,1,1,0,0,55,ECA_AUDIT_SUMMARY,2024-12-21
2021,RO,C09,RO_C09_M135,RO_C09_M135_MS15,RO_C09_M135_T15,2023-11-28,COMPLETED,2024-04-17,656605072.89,5893245272.37,54.92,19.73,1,1,0,1,47,COMMISSION_IMPLEMENTING_DECISIONS,2025-02-22
2022,AT,C10,AT_C10_M136,AT_C10_M136_MS16,AT_C10_M136_T16,2025-11-22,DELAYED,,13462722.61,1240314737.82,30.66,33.39,1,0,0,1,2,NATIONAL_RRF_REPORT,2026-02-18
2023,CZ,C11,CZ_C11_M137,CZ_C11_M137_MS17,CZ_C11_M137_T17,2025-12-20,CANCELLED,2020-10-03,73578009.29,2543924698.38,51.7,39.69,0,1,1,1,14,RRF_SCOREBOARD,2025-07-16
2024,DE,C12,DE_C12_M138,DE_C12_M138_MS18,DE_C12_M138_T18,2025-09-06,REVISED,,1401079192.67,33062014385.54,25.97,28.3,0,0,0,1,37,ECA_AUDIT_SUMMARY,2024-02-23
2025,LV,C13,LV_C13_M139,LV_C13_M139_MS19,LV_C13_M139_T19,2025-09-20,PLANNED,2024-02-25,99060596.71,3325264513.03,25.54,28.12,1,1,1,1,14,COMMISSION_IMPLEMENTING_DECISIONS,2024-07-18
2026,PL,C14,PL_C14_M140,PL_C14_M140_MS20,PL_C14_M140_T20,2026-01-29,IN_PROGRESS,2020-09-27,828679891.61,19537795006.86,45.9,30.76,0,1,0,1,9,NATIONAL_RRF_REPORT,2024-11-06
2020,ES,C15,ES_C15_M141,ES_C15_M141_MS21,ES_C15_M141_T21,2025-09-30,COMPLETED,2025-12-08,1587612213.08,22205800439.05,20.68,20.0,0,1,0,1,41,RRF_SCOREBOARD,2025-09-05
2021,HR,C16,HR_C16_M142,HR_C16_M142_MS22,HR_C16_M142_T22,2025-12-17,DELAYED,2022-05-02,389729066.11,17736987537.72,50.99,30.12,0,1,1,0,33,ECA_AUDIT_SUMMARY,2025-01-30
2022,FI,C17,FI_C17_M143,FI_C17_M143_MS23,FI_C17_M143_T23,2024-08-12,CANCELLED,2021-11-03,83148325.75,2105074662.15,20.69,39.02,1,1,1,1,14,COMMISSION_IMPLEMENTING_DECISIONS,2024-07-28
2023,IE,C18,IE_C18_M144,IE_C18_M144_MS24,IE_C18_M144_T24,2023-11-18,REVISED,2026-01-24,365737477.2,9988257676.45,45.03,15.37,1,0,0,1,2,NATIONAL_RRF_REPORT,2024-01-10
2024,MT,C01,MT_C01_M145,MT_C01_M145_MS25,MT_C01_M145_T25,2024-03-25,PLANNED,,49160095.44,1142120654.89,21.56,29.91,1,0,0,1,19,RRF_SCOREBOARD,2024-11-27
2025,SK,C02,SK_C02_M146,SK_C02_M146_MS26,SK_C02_M146_T26,2025-09-27,IN_PROGRESS,,696362264.55,24691966597.31,20.57,32.97,0,0,0,1,13,ECA_AUDIT_SUMMARY,2025-11-04
2026,BE,C03,BE_C03_M147,BE_C03_M147_MS27,BE_C03_M147_T27,2026-01-30,COMPLETED,2026-02-08,40421732.66,11778631766.05,26.08,27.61,1,1,0,1,55,COMMISSION_IMPLEMENTING_DECISIONS,2025-08-02
2020,DK,C04,DK_C04_M148,DK_C04_M148_MS28,DK_C04_M148_T28,2021-03-26,DELAYED,,97489016.46,10160017820.18,40.96,33.68,1,1,0,1,45,NATIONAL_RRF_REPORT,2026-01-25
2021,GR,C05,GR_C05_M149,GR_C05_M149_MS29,GR_C05_M149_T29,2022-09-24,CANCELLED,2021-10-29,318649339.55,16531609166.45,34.09,32.12,1,1,1,0,43,RRF_SCOREBOARD,2024-10-08
2022,LT,C06,LT_C06_M150,LT_C06_M150_MS30,LT_C06_M150_T30,2022-11-25,REVISED,2025-01-23,159191701.32,16767863011.61,20.96,20.2,1,0,0,0,11,ECA_AUDIT_SUMMARY,2025-12-10
2023,PT,C07,PT_C07_M151,PT_C07_M151_MS31,PT_C07_M151_T01,2023-12-26,PLANNED,2023-03-07,108571030.48,9792331604.97,43.7,24.55,1,0,0,1,3,COMMISSION_IMPLEMENTING_DECISIONS,2025-12-12
2024,SE,C08,SE_C08_M152,SE_C08_M152_MS32,SE_C08_M152_T02,2024-06-11,IN_PROGRESS,,310673168.46,10472702279.56,20.41,38.54,1,1,1,0,45,NATIONAL_RRF_REPORT,2025-06-30
2025,CY,C09,CY_C09_M153,CY_C09_M153_MS33,CY_C09_M153_T03,2026-01-03,COMPLETED,2026-02-23,1328247610.64,19261170601.4,31.69,38.61,1,1,0,1,28,RRF_SCOREBOARD,2024-10-17
2026,FR,C10,FR_C10_M154,FR_C10_M154_MS34,FR_C10_M154_T04,2026-01-29,DELAYED,,1773307344.14,38248130761.89,41.3,36.57,1,1,1,1,38,ECA_AUDIT_SUMMARY,2024-03-07
2020,IT,C11,IT_C11_M155,IT_C11_M155_MS35,IT_C11_M155_T05,2023-10-25,CANCELLED,,176077293.68,5844760364.16,34.54,18.21,1,1,1,1,16,COMMISSION_IMPLEMENTING_DECISIONS,2025-10-15
2021,NL,C12,NL_C12_M156,NL_C12_M156_MS36,NL_C12_M156_T06,2025-12-09,REVISED,,33259173.2,5090212279.99,46.93,20.15,0,1,0,1,2,NATIONAL_RRF_REPORT,2025-01-02
2022,SI,C13,SI_C13_M157,SI_C13_M157_MS37,SI_C13_M157_T07,2025-05-27,PLANNED,2020-01-14,721141233.54,43957415870.73,53.49,32.23,0,0,0,1,32,RRF_SCOREBOARD,2025-02-23
2023,BG,C14,BG_C14_M158,BG_C14_M158_MS38,BG_C14_M158_T08,2023-08-11,IN_PROGRESS,,62301189.31,5524299350.75,36.86,17.38,1,1,1,1,32,ECA_AUDIT_SUMMARY,2025-01-31
2024,EE,C15,EE_C15_M159,EE_C15_M159_MS39,EE_C15_M159_T09,2025-02-20,COMPLETED,2025-04-03,2570646102.79,29894841099.5,41.81,24.79,1,1,1,0,24,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-04
2025,HU,C16,HU_C16_M160,HU_C16_M160_MS40,HU_C16_M160_T10,2025-11-09,DELAYED,2024-07-21,349973711.39,10521126769.79,44.88,15.31,0,1,1,0,9,NATIONAL_RRF_REPORT,2025-12-28
2026,LU,C17,LU_C17_M161,LU_C17_M161_MS01,LU_C17_M161_T11,2026-01-05,CANCELLED,,144420377.16,17238524519.41,26.71,34.63,1,0,0,1,7,RRF_SCOREBOARD,2024-12-15
2020,RO,C18,RO_C18_M162,RO_C18_M162_MS02,RO_C18_M162_T12,2021-07-19,REVISED,,639206107.17,15222596533.1,47.9,16.58,0,1,1,0,5,ECA_AUDIT_SUMMARY,2025-04-17
2021,AT,C01,AT_C01_M163,AT_C01_M163_MS03,AT_C01_M163_T13,2024-05-08,PLANNED,,904193703.39,23971476580.99,52.74,15.36,1,0,0,1,24,COMMISSION_IMPLEMENTING_DECISIONS,2025-07-29
2022,CZ,C02,CZ_C02_M164,CZ_C02_M164_MS04,CZ_C02_M164_T14,2024-05-07,IN_PROGRESS,,212626947.67,12516029903.99,47.98,31.73,1,1,0,1,4,NATIONAL_RRF_REPORT,2024-08-08
2023,DE,C03,DE_C03_M165,DE_C03_M165_MS05,DE_C03_M165_T15,2026-01-25,COMPLETED,2026-02-08,1119225463.67,11589641485.87,31.46,27.78,1,1,1,0,16,RRF_SCOREBOARD,2025-06-19
2024,LV,C04,LV_C04_M166,LV_C04_M166_MS06,LV_C04_M166_T16,2025-07-31,DELAYED,,56941523.71,6475494219.88,39.64,15.01,1,1,1,1,13,ECA_AUDIT_SUMMARY,2025-10-04
2025,PL,C05,PL_C05_M167,PL_C05_M167_MS07,PL_C05_M167_T17,2025-05-29,CANCELLED,,1281327906.1,42041869700.42,52.16,35.71,0,1,0,1,50,COMMISSION_IMPLEMENTING_DECISIONS,2024-12-22
2026,ES,C06,ES_C06_M168,ES_C06_M168_MS08,ES_C06_M168_T18,2026-02-07,REVISED,2024-03-21,395999511.94,28368454513.92,35.86,18.26,1,1,1,0,37,NATIONAL_RRF_REPORT,2024-10-03
2020,HR,C07,HR_C07_M169,HR_C07_M169_MS09,HR_C07_M169_T19,2021-03-22,PLANNED,2025-12-26,361738433.06,16863219541.99,36.37,34.5,0,1,1,1,4,RRF_SCOREBOARD,2024-11-06
2021,FI,C08,FI_C08_M170,FI_C08_M170_MS10,FI_C08_M170_T20,2021-01-29,IN_PROGRESS,2020-03-12,379505333.03,31660597713.64,33.63,23.3,1,1,1,0,26,ECA_AUDIT_SUMMARY,2025-03-29
2022,IE,C09,IE_C09_M171,IE_C09_M171_MS11,IE_C09_M171_T21,2022-09-12,COMPLETED,2023-07-09,1310359197.55,26872302935.32,37.92,33.9,1,0,0,1,18,COMMISSION_IMPLEMENTING_DECISIONS,2025-09-06
2023,MT,C10,MT_C10_M172,MT_C10_M172_MS12,MT_C10_M172_T22,2025-06-17,DELAYED,,305355548.63,7900396665.81,28.81,18.96,1,1,0,1,44,NATIONAL_RRF_REPORT,2025-04-12
2024,SK,C11,SK_C11_M173,SK_C11_M173_MS13,SK_C11_M173_T23,2026-02-03,CANCELLED,,340865110.3,20647223561.96,33.17,32.03,0,1,1,1,18,RRF_SCOREBOARD,2025-10-30
2025,BE,C12,BE_C12_M174,BE_C12_M174_MS14,BE_C12_M174_T24,2026-01-29,REVISED,,752573639.16,19119114433.77,40.17,20.42,1,1,1,1,53,ECA_AUDIT_SUMMARY,2024-05-24
2026,DK,C13,DK_C13_M175,DK_C13_M175_MS15,DK_C13_M175_T25,2026-02-04,PLANNED,2021-09-30,76220485.89,15698514326.59,45.24,25.02,1,0,0,0,26,COMMISSION_IMPLEMENTING_DECISIONS,2025-07-04
2020,GR,C14,GR_C14_M176,GR_C14_M176_MS16,GR_C14_M176_T26,2024-09-26,IN_PROGRESS,,494244169.75,13721320482.87,36.2,27.83,0,0,1,1,1,NATIONAL_RRF_REPORT,2025-01-27
2021,LT,C15,LT_C15_M177,LT_C15_M177_MS17,LT_C15_M177_T27,2021-05-10,COMPLETED,,2812383004.09,25624199462.26,20.83,17.45,1,1,1,0,45,RRF_SCOREBOARD,2024-07-26
2022,PT,C16,PT_C16_M178,PT_C16_M178_MS18,PT_C16_M178_T28,2025-11-12,DELAYED,,757339476.99,22184258490.04,44.28,31.62,1,1,1,1,35,ECA_AUDIT_SUMMARY,2025-06-27
2023,SE,C17,SE_C17_M179,SE_C17_M179_MS19,SE_C17_M179_T29,2023-01-06,CANCELLED,,1241789651.51,35135609725.44,37.86,28.83,0,1,1,1,30,COMMISSION_IMPLEMENTING_DECISIONS,2024-08-25
2024,CY,C18,CY_C18_M180,CY_C18_M180_MS20,CY_C18_M180_T30,2025-07-05,REVISED,,1925178311.24,40741698662.98,22.3,33.19,0,1,0,1,10,NATIONAL_RRF_REPORT,2025-02-19
2025,FR,C01,FR_C01_M181,FR_C01_M181_MS21,FR_C01_M181_T01,2025-09-04,PLANNED,2024-05-28,8169682.91,1134711202.35,54.42,35.74,1,1,0,1,2,RRF_SCOREBOARD,2024-09-11
2026,IT,C02,IT_C02_M182,IT_C02_M182_MS22,IT_C02_M182_T02,2026-02-07,IN_PROGRESS,,171017199.08,16514596843.46,34.58,39.66,0,0,0,0,24,ECA_AUDIT_SUMMARY,2025-05-08
2020,NL,C03,NL_C03_M183,NL_C03_M183_MS23,NL_C03_M183_T03,2023-04-23,COMPLETED,2024-10-29,1531143091.86,35431837752.15,47.9,18.88,1,1,0,1,19,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-23
2021,SI,C04,SI_C04_M184,SI_C04_M184_MS24,SI_C04_M184_T04,2025-09-09,DELAYED,2024-04-07,76169379.23,1602406694.85,29.02,16.42,0,1,1,0,36,NATIONAL_RRF_REPORT,2025-04-20
2022,BG,C05,BG_C05_M185,BG_C05_M185_MS25,BG_C05_M185_T05,2025-10-15,CANCELLED,2021-03-03,384090840.56,11523297765.08,49.75,23.87,0,1,1,1,50,RRF_SCOREBOARD,2026-02-06
2023,EE,C06,EE_C06_M186,EE_C06_M186_MS26,EE_C06_M186_T06,2024-01-30,REVISED,2020-07-22,32894847.7,26189498783.67,36.16,25.14,0,0,0,0,18,ECA_AUDIT_SUMMARY,2024-04-25
2024,HU,C07,HU_C07_M187,HU_C07_M187_MS27,HU_C07_M187_T07,2024-07-08,PLANNED,2020-11-18,182348374.36,3784567935.05,40.97,29.48,0,1,0,1,38,COMMISSION_IMPLEMENTING_DECISIONS,2024-05-06
2025,LU,C08,LU_C08_M188,LU_C08_M188_MS28,LU_C08_M188_T08,2025-07-02,IN_PROGRESS,,1223684370.09,29576987587.75,54.12,25.64,1,1,1,0,27,NATIONAL_RRF_REPORT,2024-08-06
2026,RO,C09,RO_C09_M189,RO_C09_M189_MS29,RO_C09_M189_T09,2026-01-28,COMPLETED,,751004949.56,7798737275.14,25.7,27.56,0,1,1,1,19,RRF_SCOREBOARD,2025-08-02
2020,AT,C10,AT_C10_M190,AT_C10_M190_MS30,AT_C10_M190_T10,2023-12-10,DELAYED,,223033263.22,21523528764.71,40.84,35.15,0,1,0,0,5,ECA_AUDIT_SUMMARY,2024-09-22
2021,CZ,C11,CZ_C11_M191,CZ_C11_M191_MS31,CZ_C11_M191_T11,2024-08-02,CANCELLED,2024-09-01,1309545043.2,26532016439.22,40.95,20.25,0,1,0,1,8,COMMISSION_IMPLEMENTING_DECISIONS,2024-11-04
2022,DE,C12,DE_C12_M192,DE_C12_M192_MS32,DE_C12_M192_T12,2022-11-19,REVISED,2022-09-29,1239698909.6,25751415115.09,35.58,18.95,1,1,1,1,15,NATIONAL_RRF_REPORT,2024-11-14
2023,LV,C13,LV_C13_M193,LV_C13_M193_MS33,LV_C13_M193_T13,2023-11-15,PLANNED,,261193335.5,39998961380.22,28.78,34.57,0,1,0,0,37,RRF_SCOREBOARD,2025-03-15
2024,PL,C14,PL_C14_M194,PL_C14_M194_MS34,PL_C14_M194_T14,2025-06-29,IN_PROGRESS,,1081677642.18,32823014290.04,54.16,37.47,1,1,1,1,36,ECA_AUDIT_SUMMARY,2024-01-05
2025,ES,C15,ES_C15_M195,ES_C15_M195_MS35,ES_C15_M195_T15,2025-04-30,COMPLETED,,740258806.0,19947976254.63,54.61,25.0,1,1,1,1,34,COMMISSION_IMPLEMENTING_DECISIONS,2025-03-06
2026,HR,C16,HR_C16_M196,HR_C16_M196_MS36,HR_C16_M196_T16,2026-01-17,DELAYED,,751785882.7,15813673527.89,53.91,33.42,1,0,0,1,32,NATIONAL_RRF_REPORT,2025-04-26
2020,FI,C17,FI_C17_M197,FI_C17_M197_MS37,FI_C17_M197_T17,2022-06-17,CANCELLED,,1048378574.15,25303821688.43,35.92,18.0,0,0,0,0,37,RRF_SCOREBOARD,2025-03-04
2021,IE,C18,IE_C18_M198,IE_C18_M198_MS38,IE_C18_M198_T18,2025-01-31,REVISED,,126971965.49,42311097199.91,54.15,19.48,1,1,0,1,16,ECA_AUDIT_SUMMARY,2025-08-26
2022,MT,C01,MT_C01_M199,MT_C01_M199_MS39,MT_C01_M199_T19,2024-06-14,PLANNED,,170253788.82,20736414021.6,48.4,19.06,1,1,0,1,6,COMMISSION_IMPLEMENTING_DECISIONS,2024-08-18
2023,SK,C02,SK_C02_M200,SK_C02_M200_MS40,SK_C02_M200_T20,2023-12-31,IN_PROGRESS,,298899648.86,9045538503.68,38.64,36.63,0,1,1,1,45,NATIONAL_RRF_REPORT,2024-01-22
2024,BE,C03,BE_C03_M201,BE_C03_M201_MS01,BE_C03_M201_T21,2025-06-22,COMPLETED,2026-01-19,499674506.44,14831461103.15,31.39,36.48,1,0,0,0,1,RRF_SCOREBOARD,2024-02-04
2025,DK,C04,DK_C04_M202,DK_C04_M202_MS02,DK_C04_M202_T22,2025-09-22,DELAYED,2022-05-01,293795901.32,8872128597.27,54.98,16.63,1,0,0,1,15,ECA_AUDIT_SUMMARY,2025-11-08
2026,GR,C05,GR_C05_M203,GR_C05_M203_MS03,GR_C05_M203_T23,2026-01-17,CANCELLED,,609810409.89,32520379754.55,44.26,28.06,1,1,0,0,45,COMMISSION_IMPLEMENTING_DECISIONS,2024-02-01
2020,LT,C06,LT_C06_M204,LT_C06_M204_MS04,LT_C06_M204_T24,2022-04-02,REVISED,,1039197081.69,23016672568.51,30.36,15.79,1,1,1,1,14,NATIONAL_RRF_REPORT,2024-07-05
2021,PT,C07,PT_C07_M205,PT_C07_M205_MS05,PT_C07_M205_T25,2023-02-14,PLANNED,,170674582.07,28456469387.42,46.98,32.19,1,0,0,1,53,RRF_SCOREBOARD,2025-02-21
2022,SE,C08,SE_C08_M206,SE_C08_M206_MS06,SE_C08_M206_T26,2025-06-23,IN_PROGRESS,,124453972.39,10286931726.76,42.75,37.59,1,1,0,0,27,ECA_AUDIT_SUMMARY,2025-09-17
2023,CY,C09,CY_C09_M207,CY_C09_M207_MS07,CY_C09_M207_T27,2024-01-07,COMPLETED,2024-03-21,1974679322.08,22797109457.5,31.05,36.79,0,0,0,1,13,COMMISSION_IMPLEMENTING_DECISIONS,2025-03-22
2024,FR,C10,FR_C10_M208,FR_C10_M208_MS08,FR_C10_M208_T28,2026-02-17,DELAYED,,677313229.16,19770629121.31,46.77,32.13,1,1,1,0,26,NATIONAL_RRF_REPORT,2025-04-27
2025,IT,C11,IT_C11_M209,IT_C11_M209_MS09,IT_C11_M209_T29,2025-10-17,CANCELLED,2023-04-04,821268664.36,19815317313.45,32.79,17.2,0,1,1,1,4,RRF_SCOREBOARD,2024-11-02
2026,NL,C12,NL_C12_M210,NL_C12_M210_MS10,NL_C12_M210_T30,2026-02-13,REVISED,2020-02-01,1273359870.55,45522333114.67,32.73,35.17,1,1,1,0,53,ECA_AUDIT_SUMMARY,2025-06-19
2020,SI,C13,SI_C13_M211,SI_C13_M211_MS11,SI_C13_M211_T01,2024-07-12,PLANNED,,236678846.78,5091481467.61,24.55,22.69,1,1,0,1,54,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-08
2021,BG,C14,BG_C14_M212,BG_C14_M212_MS12,BG_C14_M212_T02,2023-12-26,IN_PROGRESS,,86923187.68,2641072108.62,29.39,34.44,1,1,0,0,29,NATIONAL_RRF_REPORT,2025-12-21
2022,EE,C15,EE_C15_M213,EE_C15_M213_MS13,EE_C15_M213_T03,2023-11-02,COMPLETED,2020-01-01,1012857499.12,33686355557.15,48.59,15.83,1,0,0,0,40,RRF_SCOREBOARD,2025-05-31
2023,HU,C16,HU_C16_M214,HU_C16_M214_MS14,HU_C16_M214_T04,2024-08-18,DELAYED,,1584181359.54,40717541976.3,20.96,27.51,1,0,0,1,6,ECA_AUDIT_SUMMARY,2024-01-16
2024,LU,C17,LU_C17_M215,LU_C17_M215_MS15,LU_C17_M215_T05,2024-07-17,CANCELLED,,1107864988.71,38853702394.83,50.27,38.28,0,0,0,1,26,COMMISSION_IMPLEMENTING_DECISIONS,2024-02-15
2025,RO,C18,RO_C18_M216,RO_C18_M216_MS16,RO_C18_M216_T06,2025-01-31,REVISED,2026-02-18,236729274.61,24838184255.72,39.92,39.17,0,1,1,1,41,NATIONAL_RRF_REPORT,2024-03-27
2026,AT,C01,AT_C01_M217,AT_C01_M217_MS17,AT_C01_M217_T07,2026-01-06,PLANNED,,788887390.59,27727415763.59,42.95,26.62,1,1,0,1,27,RRF_SCOREBOARD,2024-02-28
2020,CZ,C02,CZ_C02_M218,CZ_C02_M218_MS18,CZ_C02_M218_T08,2025-05-14,IN_PROGRESS,,419219050.42,18548162267.37,54.39,20.39,0,1,1,1,19,ECA_AUDIT_SUMMARY,2024-12-15
2021,DE,C03,DE_C03_M219,DE_C03_M219_MS19,DE_C03_M219_T09,2026-01-31,COMPLETED,2024-08-25,351378704.97,20060197861.0,45.32,26.8,1,1,0,0,53,COMMISSION_IMPLEMENTING_DECISIONS,2024-05-08
2022,LV,C04,LV_C04_M220,LV_C04_M220_MS20,LV_C04_M220_T10,2024-03-12,DELAYED,,727695815.6,20508466117.05,48.57,38.11,1,1,1,1,42,NATIONAL_RRF_REPORT,2025-06-27
2023,PL,C05,PL_C05_M001,PL_C05_M001_MS21,PL_C05_M001_T11,2023-06-19,CANCELLED,,1292962303.78,27103955622.0,31.7,31.97,1,1,0,0,25,RRF_SCOREBOARD,2025-01-27
2024,ES,C06,ES_C06_M002,ES_C06_M002_MS22,ES_C06_M002_T12,2025-05-18,REVISED,2020-12-05,1216516723.53,35969850612.52,30.93,21.86,1,1,1,0,23,ECA_AUDIT_SUMMARY,2024-12-12
2025,HR,C07,HR_C07_M003,HR_C07_M003_MS23,HR_C07_M003_T13,2025-10-11,PLANNED,,187819433.27,7553135114.99,40.16,34.8,1,1,1,0,18,COMMISSION_IMPLEMENTING_DECISIONS,2024-03-29
2026,FI,C08,FI_C08_M004,FI_C08_M004_MS24,FI_C08_M004_T14,2026-02-15,IN_PROGRESS,2022-05-27,544738645.22,26603336732.79,46.37,33.13,0,1,1,1,53,NATIONAL_RRF_REPORT,2024-09-12
2020,IE,C09,IE_C09_M005,IE_C09_M005_MS25,IE_C09_M005_T15,2024-03-03,COMPLETED,2024-07-29,1509409481.94,22144656539.91,47.73,16.73,1,1,0,1,11,RRF_SCOREBOARD,2025-02-07
2021,MT,C10,MT_C10_M006,MT_C10_M006_MS26,MT_C10_M006_T16,2024-01-13,DELAYED,,354819136.53,14280669860.94,43.93,23.42,0,1,0,0,35,ECA_AUDIT_SUMMARY,2024-11-12
2022,SK,C11,SK_C11_M007,SK_C11_M007_MS27,SK_C11_M007_T17,2023-10-21,CANCELLED,2025-06-21,56783920.91,12555357876.67,35.59,23.36,0,1,1,0,2,COMMISSION_IMPLEMENTING_DECISIONS,2025-01-22
2023,BE,C12,BE_C12_M008,BE_C12_M008_MS28,BE_C12_M008_T18,2023-12-29,REVISED,,127208017.34,13167762829.34,31.5,21.61,1,1,0,0,36,NATIONAL_RRF_REPORT,2025-11-22
2024,DK,C13,DK_C13_M009,DK_C13_M009_MS29,DK_C13_M009_T19,2025-11-26,PLANNED,2025-01-26,594044593.15,46209036924.46,37.94,38.27,1,1,1,1,18,RRF_SCOREBOARD,2024-03-04
2025,GR,C14,GR_C14_M010,GR_C14_M010_MS30,GR_C14_M010_T20,2025-09-07,IN_PROGRESS,,13997985.1,1739029898.55,36.1,38.43,1,0,1,1,22,ECA_AUDIT_SUMMARY,2024-10-04
2026,LT,C15,LT_C15_M011,LT_C15_M011_MS31,LT_C15_M011_T21,2026-01-31,COMPLETED,2026-02-19,284745366.69,14891692022.03,49.46,27.99,1,1,0,1,6,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-11
