ph_mental_reference_year,ph_mental_country_iso2,ph_mental_region_nuts_code,ph_mental_age_group,ph_mental_sex,ph_mental_depressive_symptoms_rate_pct,ph_mental_anxiety_rate_pct,ph_mental_wellbeing_index_score,ph_mental_self_harm_rate_per_100k,ph_mental_suicide_rate_per_100k,ph_mental_psych_services_access_rate_pct,ph_mental_waiting_time_days_median,ph_mental_antidepressant_use_did,ph_mental_sick_leave_due_to_mental_health_days,ph_mental_work_stress_index,ph_mental_loneliness_rate_pct,ph_mental_mental_health_strategy_flag,ph_mental_ehis_table_code,ph_mental_survey_weight,ph_mental_data_extract_date
2019,MT,NL438,45_54,F,10.62,12.06,68.02,52.69,5.13,62.63,19.6,131.98,4990,83.44,15.56,1,HLTH_EHIS_MH2,0.6021,2024-08-03
2020,ES,FI133,15_24,M,10.37,13.3,46.34,33.7,12.29,44.12,187.27,106.28,4864,59.86,28.18,1,HLTH_EHIS_MH3,1.3732,2024-02-20
2021,CZ,EE943,55_64,X,10.64,31.01,47.41,39.21,15.88,71.65,174.79,99.09,15235,23.05,8.16,1,HLTH_EHIS_MH4,0.2326,2024-02-06
2022,HU,FR26,25_34,F,19.44,11.68,53.55,12.26,6.18,32.04,112.14,12.96,11195,24.84,26.31,1,HLTH_EHIS_MH1,2.2924,2024-07-11
2023,NL,PT62,65_74,M,18.8,19.08,43.04,79.69,24.22,69.15,62.05,27.76,9468,49.92,40.9,1,HLTH_EHIS_MH2,4.5469,2024-01-11
2024,SE,IT42,35_44,X,18.15,5.06,51.89,42.56,14.39,28.38,82.83,121.35,11826,71.47,29.44,1,HLTH_EHIS_MH3,4.0064,2024-06-25
2025,DK,CY564,75_PLUS,F,22.57,8.67,39.45,50.94,10.6,86.26,50.74,120.74,6388,37.46,23.98,0,HLTH_EHIS_MH4,1.2882,2024-09-14
2006,IE,PL9,45_54,M,8.31,12.22,54.51,9.52,25.7,72.97,118.64,105.58,6003,21.88,11.65,0,HLTH_EHIS_MH1,1.2111,2026-02-18
2007,PL,RO78,15_24,X,15.18,5.27,32.71,111.41,5.73,36.9,29.29,108.39,1701,35.04,20.73,0,HLTH_EHIS_MH2,3.8935,2024-12-15
2008,AT,CZ713,55_64,F,18.13,6.91,50.03,82.62,16.25,68.88,107.54,145.53,3498,60.78,17.82,1,HLTH_EHIS_MH3,0.7101,2024-08-27
2009,EE,FR535,25_34,M,15.91,19.79,36.61,110.17,8.38,73.26,80.61,37.16,1610,38.79,21.12,1,HLTH_EHIS_MH4,0.5279,2025-03-31
2010,IT,EE89,65_74,X,4.73,13.66,45.4,82.01,16.09,34.54,60.55,170.63,3956,49.23,11.64,0,HLTH_EHIS_MH1,2.2824,2024-07-27
2011,PT,AT65,35_44,F,22.68,17.36,37.12,16.43,8.39,34.93,129.1,106.8,2799,66.16,23.89,0,HLTH_EHIS_MH2,2.3553,2024-03-26
2012,BE,CY29,75_PLUS,M,15.16,5.9,52.3,31.84,10.63,67.44,66.85,61.93,11281,37.21,13.93,0,HLTH_EHIS_MH3,1.7088,2025-08-29
2013,FI,ES713,45_54,X,5.34,20.47,53.88,23.5,14.32,49.31,109.53,115.78,584,29.19,22.97,0,HLTH_EHIS_MH4,2.7378,2025-10-06
2014,LV,FI75,15_24,F,25.28,19.93,35.31,13.85,8.38,29.01,87.94,63.49,10455,45.59,19.71,1,HLTH_EHIS_MH1,3.491,2025-10-16
2015,RO,CY27,55_64,M,10.85,14.49,38.91,22.33,24.77,54.65,73.93,21.02,13598,27.38,19.59,0,HLTH_EHIS_MH2,3.2186,2025-01-21
2016,BG,LT72,25_34,X,21.55,19.82,42.98,20.36,7.01,41.5,42.36,128.12,16260,30.81,34.64,0,HLTH_EHIS_MH3,3.3994,2024-12-29
2017,FR,DK23,65_74,F,10.77,25.16,60.09,29.55,16.34,90.48,105.53,111.6,10405,70.78,37.75,1,HLTH_EHIS_MH4,1.304,2024-02-05
2018,LT,EE980,35_44,M,9.06,21.77,40.24,64.79,20.33,76.51,78.48,110.62,12448,50.53,31.87,1,HLTH_EHIS_MH1,2.2494,2026-01-21
2019,SK,HR4,75_PLUS,X,6.78,6.52,63.91,45.52,10.15,59.17,110.8,129.77,8184,20.8,37.6,1,HLTH_EHIS_MH2,3.9899,2025-03-25
2020,HR,LV298,45_54,F,23.8,12.17,32.98,20.27,12.02,44.57,66.45,112.63,10866,53.85,36.24,0,HLTH_EHIS_MH3,0.787,2025-02-22
2021,DE,ES88,15_24,M,26.08,33.1,39.46,125.58,15.61,35.43,201.6,139.11,1490,88.9,12.68,0,HLTH_EHIS_MH4,4.6939,2025-08-16
2022,LU,BG66,55_64,X,20.42,14.61,47.11,65.75,4.4,75.84,92.92,81.35,4577,70.93,25.24,0,HLTH_EHIS_MH1,3.498,2025-02-08
2023,SI,AT91,25_34,F,9.19,17.83,47.35,25.7,12.98,74.81,86.05,54.74,4133,27.65,22.22,1,HLTH_EHIS_MH2,4.3185,2025-02-10
2024,CY,CZ8,65_74,M,5.28,19.77,41.94,23.15,14.75,50.67,32.17,173.6,7847,67.34,15.13,1,HLTH_EHIS_MH3,1.2842,2025-06-14
2025,GR,PL575,35_44,X,11.14,12.73,49.28,42.67,15.31,55.44,105.26,25.31,2219,37.43,32.38,1,HLTH_EHIS_MH4,2.3116,2025-12-28
2006,MT,CY365,75_PLUS,F,23.91,19.11,28.88,71.74,16.66,70.28,19.3,65.69,15292,60.23,24.78,0,HLTH_EHIS_MH1,4.2666,2024-10-05
2007,ES,FR998,45_54,M,4.92,12.42,55.44,56.29,17.83,76.5,25.88,82.72,12083,30.03,29.51,0,HLTH_EHIS_MH2,4.463,2024-04-12
2008,CZ,BG205,15_24,X,22.05,20.93,39.03,39.46,12.28,79.56,105.18,34.17,3702,52.84,24.54,0,HLTH_EHIS_MH3,0.2285,2024-02-04
2009,HU,DE40,55_64,F,21.08,18.64,56.95,20.11,6.79,32.5,48.14,166.13,3499,77.55,9.77,0,HLTH_EHIS_MH4,4.0149,2026-02-24
2010,NL,DK542,25_34,M,8.42,8.31,35.81,80.49,22.25,64.2,20.44,37.65,10246,71.05,33.07,0,HLTH_EHIS_MH1,0.4572,2025-08-09
2011,SE,LT6,65_74,X,19.22,11.96,46.77,42.55,18.57,37.39,117.64,132.71,10501,44.95,16.25,0,HLTH_EHIS_MH2,0.5999,2024-03-19
2012,DK,IT401,35_44,F,11.71,14.93,49.99,25.83,3.37,71.94,121.32,32.07,10032,79.23,10.17,1,HLTH_EHIS_MH3,2.1062,2025-01-23
2013,IE,EE318,75_PLUS,M,17.06,7.64,57.39,73.14,18.57,78.31,44.47,42.06,10246,68.06,13.19,0,HLTH_EHIS_MH4,3.5129,2024-03-30
2014,PL,GR36,45_54,X,4.51,21.79,65.24,67.63,15.78,48.89,104.19,108.11,3458,85.86,12.93,1,HLTH_EHIS_MH1,1.2483,2024-11-29
2015,AT,ES966,15_24,F,24.85,25.54,49.34,38.4,5.25,72.96,12.55,128.33,4513,57.58,22.33,0,HLTH_EHIS_MH2,3.3496,2025-11-19
2016,EE,AT879,55_64,M,20.41,16.58,52.09,31.54,28.69,51.95,44.75,61.79,11062,44.23,33.65,1,HLTH_EHIS_MH3,3.6384,2025-05-15
2017,IT,SK9,25_34,X,7.73,23.65,65.38,95.47,12.34,53.79,113.95,24.69,2548,73.73,12.9,1,HLTH_EHIS_MH4,1.6957,2024-09-09
2018,PT,CZ60,65_74,F,15.07,10.21,52.82,83.37,18.75,69.3,69.23,144.38,12344,48.28,22.38,1,HLTH_EHIS_MH1,4.6667,2024-10-10
2019,BE,RO207,35_44,M,19.8,9.23,30.05,39.09,18.54,22.0,104.73,34.51,14697,52.91,20.7,1,HLTH_EHIS_MH2,4.3424,2025-05-05
2020,FI,LT84,75_PLUS,X,10.51,23.74,48.41,105.66,15.08,60.61,24.33,122.98,10044,76.83,53.37,1,HLTH_EHIS_MH3,4.6198,2026-01-10
2021,LV,CZ1,45_54,F,28.06,23.47,34.59,86.82,17.97,53.7,11.63,27.1,22420,45.97,35.62,1,HLTH_EHIS_MH4,2.7202,2025-01-25
2022,RO,LT83,15_24,M,14.74,12.38,37.72,53.4,10.57,82.47,57.55,110.32,3696,26.33,33.61,1,HLTH_EHIS_MH1,2.0597,2025-07-08
2023,BG,BG6,55_64,X,20.13,15.07,37.86,24.46,18.44,72.21,67.26,111.49,11338,71.7,34.2,0,HLTH_EHIS_MH2,3.5316,2025-07-01
2024,FR,HR22,25_34,F,9.41,11.62,61.41,43.23,11.09,66.69,115.12,23.37,8938,78.26,35.96,1,HLTH_EHIS_MH3,4.0889,2024-11-19
2025,LT,DK138,65_74,M,20.19,5.84,28.56,18.94,24.05,45.33,66.99,100.51,10783,73.07,8.51,1,HLTH_EHIS_MH4,2.2901,2025-11-22
2006,SK,IT7,35_44,X,10.1,18.72,34.25,76.53,6.86,34.66,128.74,48.83,4152,35.31,35.56,0,HLTH_EHIS_MH1,0.3973,2025-05-18
2007,HR,LT4,75_PLUS,F,8.07,28.05,72.65,27.43,19.73,69.56,38.0,147.16,58,49.73,28.23,0,HLTH_EHIS_MH2,0.6127,2025-12-17
2008,DE,RO77,45_54,M,8.21,6.99,57.64,35.04,13.9,65.58,74.49,120.8,10897,62.56,22.92,0,HLTH_EHIS_MH3,3.4114,2024-09-23
2009,LU,CZ64,15_24,X,19.05,24.85,34.94,73.54,12.57,63.57,15.0,110.27,9100,52.45,20.43,0,HLTH_EHIS_MH4,2.2334,2024-03-31
2010,SI,BE167,55_64,F,14.96,9.72,50.91,15.53,8.25,68.32,85.27,64.95,1471,20.7,28.1,0,HLTH_EHIS_MH1,2.4861,2024-11-23
2011,CY,RO8,25_34,M,20.65,18.95,50.64,54.31,20.04,72.2,48.05,116.18,8871,60.11,32.08,0,HLTH_EHIS_MH2,2.5631,2024-05-12
2012,GR,HU99,65_74,X,22.08,12.34,46.8,65.99,5.32,80.06,106.49,75.95,12279,59.39,37.8,0,HLTH_EHIS_MH3,2.8332,2025-03-16
2013,MT,SE45,35_44,F,7.39,19.21,54.8,16.5,12.08,64.43,16.5,36.91,2566,84.94,23.67,0,HLTH_EHIS_MH4,0.414,2025-02-05
2014,ES,DE4,75_PLUS,M,21.49,14.85,47.56,58.0,7.82,48.35,120.57,103.67,2354,24.2,24.73,1,HLTH_EHIS_MH1,3.5425,2024-05-10
2015,CZ,IT808,45_54,X,12.51,14.22,52.72,74.84,4.29,48.02,39.42,46.3,1878,64.91,8.53,1,HLTH_EHIS_MH2,4.1297,2024-03-04
2016,HU,IE107,15_24,F,17.4,17.15,40.51,26.08,15.35,32.9,67.69,74.86,12476,38.6,26.88,0,HLTH_EHIS_MH3,3.6323,2025-07-16
2017,NL,DK29,55_64,M,18.2,6.16,37.75,23.81,7.22,44.36,17.13,32.35,7459,47.22,34.2,1,HLTH_EHIS_MH4,0.3074,2024-12-02
2018,SE,SK3,25_34,X,4.71,20.44,53.42,41.34,6.43,37.49,76.01,97.25,2332,74.26,35.39,1,HLTH_EHIS_MH1,4.2996,2024-12-14
2019,DK,IE5,65_74,F,9.95,7.0,45.42,11.01,10.34,72.32,109.03,176.57,1246,55.16,37.14,1,HLTH_EHIS_MH2,2.0926,2026-02-03
2020,IE,DE88,35_44,M,16.88,25.45,29.87,85.99,20.34,61.17,129.48,69.22,7861,36.49,21.22,1,HLTH_EHIS_MH3,3.1763,2024-11-27
2021,PL,EE32,75_PLUS,X,19.12,20.69,43.12,97.31,19.14,79.9,118.34,126.31,8148,27.39,28.97,1,HLTH_EHIS_MH4,3.6368,2024-10-13
2022,AT,CY31,45_54,F,13.05,8.92,47.2,25.54,16.02,25.96,24.32,91.25,5811,27.86,28.34,1,HLTH_EHIS_MH1,2.6485,2025-09-01
2023,EE,PT9,15_24,M,14.81,19.91,42.93,12.12,12.56,36.54,152.54,92.75,11077,54.61,36.01,0,HLTH_EHIS_MH2,3.1043,2025-06-23
2024,IT,SE4,55_64,X,4.28,6.36,51.19,7.9,18.86,61.49,16.73,55.8,3071,33.13,14.76,1,HLTH_EHIS_MH3,1.9335,2025-08-30
2025,PT,DK13,25_34,F,5.47,18.14,55.88,62.23,6.15,81.71,15.04,136.97,9360,72.8,19.38,1,HLTH_EHIS_MH4,0.6804,2025-07-10
2006,BE,LT174,65_74,M,12.95,7.4,48.25,45.48,23.71,76.88,20.04,97.57,8134,29.25,20.14,1,HLTH_EHIS_MH1,1.7587,2024-03-31
2007,FI,CY36,35_44,X,16.15,12.65,37.43,42.4,4.75,59.48,97.65,98.83,1460,73.83,32.9,0,HLTH_EHIS_MH2,2.231,2025-01-10
2008,LV,IE457,75_PLUS,F,19.15,29.47,51.48,43.39,14.65,81.42,67.52,60.99,15420,64.16,8.52,0,HLTH_EHIS_MH3,0.5437,2024-07-27
2009,RO,AT653,45_54,M,15.31,10.82,49.74,59.65,8.15,80.48,67.1,85.51,15385,67.3,32.67,0,HLTH_EHIS_MH4,0.723,2024-12-13
2010,BG,FI91,15_24,X,10.49,23.57,38.9,74.64,10.7,66.2,35.59,118.15,5601,52.95,6.99,1,HLTH_EHIS_MH1,1.8126,2024-05-02
2011,FR,LU815,55_64,F,15.64,11.61,53.88,64.81,4.44,50.5,58.25,20.75,9129,57.38,20.44,0,HLTH_EHIS_MH2,2.1296,2025-05-27
2012,LT,FI152,25_34,M,13.13,8.11,33.33,48.44,19.94,51.37,94.78,30.14,14880,60.83,11.8,0,HLTH_EHIS_MH3,1.9107,2024-11-06
2013,SK,BG68,65_74,X,8.53,21.1,37.39,68.92,12.43,35.47,75.08,111.8,9387,35.34,30.84,0,HLTH_EHIS_MH4,2.8923,2024-03-28
2014,HR,BG14,35_44,F,7.97,20.6,59.26,71.08,5.7,36.01,96.9,105.37,4717,84.17,14.61,0,HLTH_EHIS_MH1,0.5005,2025-02-07
2015,DE,RO5,75_PLUS,M,12.56,20.21,40.48,18.0,22.88,30.52,138.3,147.69,16932,18.19,24.63,0,HLTH_EHIS_MH2,1.4816,2024-01-24
2016,LU,HR9,45_54,X,4.03,21.82,39.13,69.26,11.88,78.41,96.13,135.85,2556,19.36,29.99,1,HLTH_EHIS_MH3,2.4834,2024-08-09
2017,SI,RO701,15_24,F,15.67,12.46,41.53,70.61,9.71,60.09,112.97,24.37,4313,21.1,19.16,1,HLTH_EHIS_MH4,0.7611,2024-04-21
2018,CY,ES781,55_64,M,16.42,18.53,33.1,67.79,15.89,30.59,132.49,178.66,8374,29.62,16.95,1,HLTH_EHIS_MH1,4.1016,2024-03-26
2019,GR,PT49,25_34,X,21.34,14.9,41.63,68.98,12.83,72.9,102.29,109.04,12618,81.24,20.76,1,HLTH_EHIS_MH2,4.3167,2025-11-08
2020,MT,GR429,65_74,F,16.63,22.26,51.61,53.25,17.58,73.54,168.16,98.79,21125,76.43,23.2,1,HLTH_EHIS_MH3,0.8988,2025-04-22
2021,ES,LV82,35_44,M,16.34,8.41,37.34,48.96,5.91,30.75,111.88,42.15,14849,32.7,26.68,0,HLTH_EHIS_MH4,1.4586,2025-03-28
2022,CZ,PT99,75_PLUS,X,6.76,22.78,61.31,10.76,7.12,68.93,28.58,83.94,3543,41.11,9.07,0,HLTH_EHIS_MH1,3.3643,2024-07-31
2023,HU,NL72,45_54,F,10.51,16.92,41.12,42.46,13.99,83.36,112.5,115.8,13435,73.54,8.45,1,HLTH_EHIS_MH2,4.7325,2025-08-13
2024,NL,IE9,15_24,M,4.78,8.25,69.82,15.28,15.54,71.85,130.39,118.24,7905,18.07,25.27,0,HLTH_EHIS_MH3,1.6185,2025-03-14
2025,SE,LU675,55_64,X,15.7,11.28,56.34,68.8,16.2,71.04,46.9,66.04,13836,25.27,12.34,1,HLTH_EHIS_MH4,3.011,2025-03-24
2006,DK,SE3,25_34,F,5.86,10.79,35.46,40.56,10.02,55.79,45.86,73.24,9974,38.28,6.82,0,HLTH_EHIS_MH1,2.1008,2024-01-12
2007,IE,LV19,65_74,M,18.54,24.86,45.54,39.78,15.92,28.78,12.16,94.08,2213,68.98,42.99,0,HLTH_EHIS_MH2,3.0658,2025-08-18
2008,PL,SE97,35_44,X,6.27,14.75,32.44,14.33,15.27,67.97,65.14,92.21,5160,70.98,30.01,0,HLTH_EHIS_MH3,1.0288,2024-11-02
2009,AT,DK68,75_PLUS,F,8.83,16.5,53.86,46.52,17.91,64.9,111.27,142.17,4097,55.37,33.64,1,HLTH_EHIS_MH4,2.5409,2025-11-18
2010,EE,LU83,45_54,M,20.37,13.7,37.61,61.75,16.39,81.03,43.58,135.24,9479,66.27,7.33,0,HLTH_EHIS_MH1,1.3418,2024-10-23
2011,IT,HU580,15_24,X,12.84,9.77,43.75,25.16,16.03,68.91,91.39,123.01,5062,35.94,29.57,0,HLTH_EHIS_MH2,3.6531,2024-01-27
2012,PT,SK723,55_64,F,15.29,24.32,58.41,16.3,12.1,61.27,65.83,120.1,3499,43.73,25.41,0,HLTH_EHIS_MH3,0.3035,2024-09-25
2013,BE,LU41,25_34,M,6.39,6.22,56.8,28.41,19.5,32.58,141.68,48.69,13886,74.97,10.22,0,HLTH_EHIS_MH4,0.8289,2025-04-12
2014,FI,HU43,65_74,X,5.7,10.43,61.67,68.2,18.57,45.02,89.31,187.91,46,41.12,28.68,1,HLTH_EHIS_MH1,2.4847,2024-08-14
2015,LV,HR94,35_44,F,17.07,6.73,39.06,15.85,14.35,77.18,120.88,84.83,11351,45.9,7.23,1,HLTH_EHIS_MH2,3.3249,2026-01-14
2016,RO,DK5,75_PLUS,M,8.87,7.68,60.56,74.35,18.37,26.33,150.54,68.75,6642,29.89,28.96,1,HLTH_EHIS_MH3,2.8936,2025-07-17
2017,BG,IT2,45_54,X,3.89,22.87,58.4,43.96,16.64,62.54,114.3,17.51,1497,36.44,13.54,1,HLTH_EHIS_MH4,2.7985,2024-08-25
2018,FR,ES27,15_24,F,23.6,22.1,46.44,61.93,8.25,25.79,144.36,100.45,10003,75.47,23.86,0,HLTH_EHIS_MH1,4.0611,2025-06-09
2019,LT,CY2,55_64,M,12.8,5.0,31.93,52.09,27.79,59.82,35.61,160.71,5091,72.99,28.57,0,HLTH_EHIS_MH2,4.2978,2024-11-24
2020,SK,MT524,25_34,X,26.44,14.35,58.38,66.83,14.96,79.39,142.68,54.79,21137,34.12,42.31,1,HLTH_EHIS_MH3,0.461,2024-09-24
2021,HR,LV13,65_74,F,14.23,10.29,61.74,26.7,20.25,29.34,45.61,90.17,5782,73.08,12.2,1,HLTH_EHIS_MH4,2.3474,2025-08-30
2022,DE,BG77,35_44,M,11.49,8.19,47.05,77.77,19.11,42.99,92.83,39.41,3014,39.17,7.37,1,HLTH_EHIS_MH1,3.183,2025-11-09
2023,LU,SE205,75_PLUS,X,22.25,22.73,39.06,75.85,18.29,43.86,125.69,26.05,12114,21.81,41.29,1,HLTH_EHIS_MH2,2.2247,2025-02-09
2024,SI,LU965,45_54,F,8.03,5.58,76.31,36.97,6.89,57.16,31.81,133.42,13345,59.87,31.27,0,HLTH_EHIS_MH3,1.5225,2026-01-23
2025,CY,ES39,15_24,M,8.54,23.55,44.32,15.88,14.74,73.26,70.41,43.98,11801,17.91,18.49,0,HLTH_EHIS_MH4,1.4551,2025-07-05
2006,GR,ES421,55_64,X,20.95,24.54,55.94,56.08,5.78,40.23,93.35,70.68,11918,52.98,8.24,0,HLTH_EHIS_MH1,3.3256,2024-02-21
2007,MT,AT559,25_34,F,11.27,22.23,36.64,97.42,8.16,22.28,30.03,29.71,5932,81.18,22.63,0,HLTH_EHIS_MH2,3.1326,2025-10-03
2008,ES,EE519,65_74,M,14.04,24.94,53.95,67.61,14.45,69.29,67.42,161.99,1038,26.5,37.33,1,HLTH_EHIS_MH3,4.4482,2024-02-01
2009,CZ,CZ4,35_44,X,19.78,16.05,34.8,12.52,15.52,54.9,68.5,94.23,14017,71.57,6.72,0,HLTH_EHIS_MH4,2.8127,2025-05-21
2010,HU,NL67,75_PLUS,F,17.49,10.87,49.63,84.47,19.87,31.5,19.08,163.67,4203,57.87,18.82,0,HLTH_EHIS_MH1,4.108,2025-11-10
2011,NL,DE97,45_54,M,19.88,10.12,33.66,79.73,20.58,57.56,73.84,91.65,1530,52.72,18.92,0,HLTH_EHIS_MH2,1.6263,2024-08-20
2012,SE,HU34,15_24,X,15.7,9.88,32.35,93.24,6.69,56.45,33.81,70.2,9570,69.98,13.09,0,HLTH_EHIS_MH3,1.0413,2025-04-06
2013,DK,DK113,55_64,F,4.51,22.95,45.95,62.87,4.01,30.43,44.44,106.82,6794,20.61,14.69,0,HLTH_EHIS_MH4,4.0037,2024-07-12
2014,IE,LT9,25_34,M,9.29,14.68,62.72,69.32,5.3,71.35,73.5,52.75,12699,30.58,29.49,1,HLTH_EHIS_MH1,2.5008,2024-07-27
2015,PL,GR1,65_74,X,21.87,15.83,36.2,75.1,11.85,72.4,130.08,19.91,15950,63.29,43.58,1,HLTH_EHIS_MH2,0.7568,2024-07-09
2016,AT,HU344,35_44,F,11.02,12.74,37.11,49.29,8.84,60.72,79.65,80.95,6837,40.12,9.92,1,HLTH_EHIS_MH3,2.3191,2025-12-18
2017,EE,LT3,75_PLUS,M,6.05,11.9,47.42,52.69,21.87,33.13,25.19,129.18,6502,27.02,15.99,1,HLTH_EHIS_MH4,2.56,2025-05-25
2018,IT,SK20,45_54,X,20.44,8.42,53.7,47.89,12.57,51.31,57.02,57.73,11050,70.55,23.97,1,HLTH_EHIS_MH1,2.2292,2025-02-07
2019,PT,FI92,15_24,F,7.16,8.21,60.76,20.0,4.85,26.34,148.22,124.54,1381,59.44,20.34,1,HLTH_EHIS_MH2,2.9329,2025-04-20
2020,BE,PL82,55_64,M,9.38,20.62,69.11,95.86,10.34,40.19,119.7,55.79,14960,28.04,11.2,1,HLTH_EHIS_MH3,0.5027,2025-09-26
2021,FI,IT558,25_34,X,20.87,13.17,54.2,30.31,10.26,66.01,111.82,110.2,7149,42.49,42.36,1,HLTH_EHIS_MH4,1.1071,2024-08-11
2022,LV,PL43,65_74,F,23.67,18.62,57.96,13.91,19.21,55.47,113.29,113.71,14618,63.5,13.24,0,HLTH_EHIS_MH1,0.3197,2024-12-30
2023,RO,FI90,35_44,M,12.6,12.57,39.93,24.79,9.23,24.02,36.52,101.16,10112,82.12,6.66,1,HLTH_EHIS_MH2,2.5415,2024-09-15
2024,BG,HU50,75_PLUS,X,19.89,22.49,34.27,75.8,10.03,83.08,86.1,153.78,1736,29.11,36.68,1,HLTH_EHIS_MH3,0.4317,2024-12-22
2025,FR,DE993,45_54,F,22.43,8.63,45.54,24.59,17.98,24.96,137.81,42.53,833,55.6,29.57,1,HLTH_EHIS_MH4,1.6676,2024-09-24
2006,LT,PL15,15_24,M,17.74,12.37,28.78,88.14,18.72,26.36,50.62,84.8,10117,52.97,12.1,0,HLTH_EHIS_MH1,4.7851,2025-09-23
2007,SK,FR89,55_64,X,14.96,19.63,42.54,76.07,4.8,25.52,146.87,164.44,2351,36.78,26.11,0,HLTH_EHIS_MH2,0.4382,2024-12-03
2008,HR,CZ54,25_34,F,12.02,10.0,70.54,43.7,10.04,68.08,128.22,96.58,2692,83.82,30.18,1,HLTH_EHIS_MH3,2.8264,2025-06-01
2009,DE,LV2,65_74,M,11.3,23.69,40.57,60.69,21.66,56.58,80.2,173.93,8577,54.61,37.45,0,HLTH_EHIS_MH4,1.3877,2024-10-31
2010,LU,PL6,35_44,X,15.11,7.66,51.74,42.75,8.02,61.98,61.86,20.95,8949,29.44,27.36,0,HLTH_EHIS_MH1,2.8749,2026-01-04
2011,SI,SE19,75_PLUS,F,5.76,7.93,38.22,42.36,17.54,40.34,119.59,137.45,13171,65.1,26.68,0,HLTH_EHIS_MH2,1.0107,2024-08-12
2012,CY,CY38,45_54,M,11.23,21.94,57.08,16.61,27.34,21.19,78.08,97.61,8510,74.74,7.3,0,HLTH_EHIS_MH3,1.0527,2025-04-04
2013,GR,HU677,15_24,X,9.18,25.53,34.15,103.54,6.45,62.48,39.82,56.73,8858,59.08,28.3,0,HLTH_EHIS_MH4,0.7333,2025-04-06
2014,MT,BE3,55_64,F,4.47,15.56,54.83,30.0,18.05,27.85,134.43,137.36,13756,19.81,17.62,1,HLTH_EHIS_MH1,3.8106,2025-03-22
2015,ES,GR901,25_34,M,20.17,12.72,56.14,31.77,4.68,43.19,133.57,121.27,6026,31.07,22.8,1,HLTH_EHIS_MH2,0.3242,2026-01-10
2016,CZ,LU5,65_74,X,10.58,12.66,48.83,16.29,12.19,60.37,38.25,29.6,1888,72.35,41.6,1,HLTH_EHIS_MH3,2.4976,2026-01-25
2017,HU,SE2,35_44,F,21.32,20.35,32.77,14.71,6.75,21.57,166.03,26.35,214,77.57,32.64,1,HLTH_EHIS_MH4,1.9197,2025-09-16
2018,NL,LT183,75_PLUS,M,6.19,15.6,73.32,22.2,10.76,91.27,106.15,61.55,1594,36.75,43.1,1,HLTH_EHIS_MH1,1.7502,2024-05-10
2019,SE,LT760,45_54,X,6.19,9.78,55.38,63.99,19.64,35.71,145.64,14.49,13335,64.66,31.91,1,HLTH_EHIS_MH2,2.5219,2025-07-17
2020,DK,CZ46,15_24,F,7.2,26.5,63.06,145.44,6.47,47.19,54.61,25.98,14546,64.47,40.58,1,HLTH_EHIS_MH3,0.2996,2025-12-10
2021,IE,DK898,55_64,M,20.01,27.06,44.23,13.16,18.68,69.48,8.18,158.07,3718,75.83,40.21,0,HLTH_EHIS_MH4,2.0044,2025-10-18
2022,PL,BG387,25_34,X,19.41,8.45,48.83,49.79,10.88,59.93,29.42,128.0,13478,74.25,15.0,1,HLTH_EHIS_MH1,3.5683,2024-04-28
2023,AT,DE9,65_74,F,10.21,20.78,72.75,9.51,8.02,28.23,54.95,60.09,11207,36.23,23.86,1,HLTH_EHIS_MH2,3.8515,2025-09-23
2024,EE,AT87,35_44,M,9.14,21.76,57.08,81.33,17.56,49.12,53.93,60.26,11611,48.59,18.11,1,HLTH_EHIS_MH3,3.6341,2024-03-26
2025,IT,DK35,75_PLUS,X,5.38,7.22,50.77,21.75,5.7,66.39,49.4,70.68,2685,48.98,30.37,1,HLTH_EHIS_MH4,0.2168,2024-07-30
2006,PT,SE357,45_54,F,14.09,12.79,57.83,16.91,16.53,59.32,14.57,31.25,9431,60.45,29.18,0,HLTH_EHIS_MH1,4.5681,2025-05-16
2007,BE,BE28,15_24,M,16.99,12.12,47.27,94.76,9.88,35.45,63.01,107.25,12244,65.08,24.58,0,HLTH_EHIS_MH2,4.3739,2024-07-12
2008,FI,DE305,55_64,X,11.35,13.33,37.64,45.81,6.41,62.36,19.41,148.03,4200,57.49,28.87,0,HLTH_EHIS_MH3,3.5314,2024-06-24
2009,LV,GR6,25_34,F,16.07,15.58,39.5,104.46,11.31,24.2,120.92,46.23,7084,80.95,22.03,0,HLTH_EHIS_MH4,4.2856,2025-09-01
2010,RO,CZ146,65_74,M,15.31,8.66,62.88,45.6,16.41,72.66,8.03,76.69,849,18.97,41.39,0,HLTH_EHIS_MH1,2.0682,2025-12-26
2011,BG,ES388,35_44,X,17.56,13.81,59.05,81.45,16.12,24.35,13.42,81.3,8243,82.56,24.97,1,HLTH_EHIS_MH2,1.4793,2025-01-08
2012,FR,LT68,75_PLUS,F,20.69,25.47,44.82,79.88,10.56,57.98,54.67,54.71,11843,68.01,39.12,0,HLTH_EHIS_MH3,2.6219,2025-02-02
2013,LT,SI51,45_54,M,20.38,21.77,34.73,44.6,15.09,61.36,44.48,113.84,15067,63.16,26.7,0,HLTH_EHIS_MH4,4.0878,2024-12-02
2014,SK,DK413,15_24,X,21.0,26.46,47.99,79.3,12.78,23.16,91.4,126.08,3508,42.08,10.63,1,HLTH_EHIS_MH1,3.4322,2024-11-23
