labor_indmix_establishment_year,labor_indmix_county_business_pattern_code,labor_indmix_industry_naics_4,labor_indmix_establishment_size_class,labor_indmix_employment_march,labor_indmix_employment_annual_avg,labor_indmix_payroll_q1,labor_indmix_payroll_annual,labor_indmix_average_weekly_wage,labor_indmix_job_creation_count,labor_indmix_job_destruction_count,labor_indmix_churn_rate_pct,labor_indmix_new_establishment_count,labor_indmix_closures_count,labor_indmix_multiunit_share_pct,labor_indmix_women_owned_share_pct,labor_indmix_minority_owned_share_pct,labor_indmix_veteran_owned_share_pct,labor_indmix_rural_urban_class,labor_indmix_confidentiality_flag
2013,CBP100175,3341,1_4,64833,56071,849727313,3148467603,460.04,2489,9731,5.88,1737,1321,17.69,0.62,24.4,30.39,SMALL_TOWN,0
2016,CBP100176,6211,1000_PLUS,48766,53571,936327922,3840766131,2209.72,2260,1640,14.99,735,659,63.79,50.01,44.01,11.62,SUBURBAN,0
2024,CBP100177,5311,1000_PLUS,10552,9833,75623720,308824517,560.92,1739,1140,53.64,242,1141,75.13,43.45,61.26,4.87,SUBURBAN,0
2012,CBP100178,4521,100_249,66785,74605,1738364038,6060687660,663.86,3354,2457,37.44,1746,207,37.0,23.66,72.6,20.7,SUBURBAN,0
2020,CBP100179,3231,500_999,10574,10869,260320260,1011648436,1522.81,11812,1528,36.38,677,1003,70.21,17.4,34.03,22.63,SMALL_TOWN,0
2014,CBP100180,3271,250_499,10815,11970,131470192,482546681,1448.81,3737,4869,19.1,930,454,84.36,48.96,27.23,14.39,URBAN_CORE,0
2015,CBP100181,3361,100_249,62364,55080,1038383030,3633683808,1829.68,11267,5704,23.27,67,174,29.51,13.3,11.59,7.95,URBAN_CORE,0
2023,CBP100182,1112,250_499,20088,20649,338003453,1392392222,2221.4,8580,11010,42.61,16,1312,14.36,58.58,23.53,22.76,SMALL_TOWN,0
2019,CBP100183,3221,100_249,16019,15574,138642678,498220135,2045.5,4547,11595,52.26,1093,1253,4.73,64.23,70.5,13.79,SMALL_TOWN,0
2020,CBP100184,4521,5_9,39185,43267,689241767,2414333134,2393.28,7914,4571,32.73,791,736,74.96,22.8,24.46,20.88,SMALL_TOWN,0
2019,CBP100185,4241,1_4,10292,10927,86217703,325818151,1022.42,9745,3722,37.13,1658,1613,36.7,30.08,37.6,15.22,URBAN_CORE,0
2025,CBP100186,3251,500_999,60954,64393,1170724398,4290489099,1672.81,6857,1782,52.77,661,341,1.21,64.43,57.03,34.47,SUBURBAN,0
2024,CBP100187,5191,1000_PLUS,61372,59479,367543475,1392725458,1161.52,3780,1850,18.38,727,50,79.11,17.74,28.51,18.39,SUBURBAN,0
2024,CBP100188,3241,100_249,68966,71045,1495172383,5529801801,1552.58,982,9295,47.69,842,495,30.44,59.34,72.53,14.27,RURAL,0
2023,CBP100189,9211,10_19,53613,55059,582072446,2208667415,2216.32,10922,4249,38.5,1565,728,79.16,3.94,56.05,1.02,SMALL_TOWN,0
2021,CBP100190,5171,20_49,62060,56867,1071382358,4135688175,2293.94,407,6586,20.54,262,926,14.76,42.06,10.02,28.89,URBAN_CORE,0
2022,CBP100191,3271,5_9,22943,24812,244925717,1014179166,1219.08,1381,7036,2.66,204,843,70.22,36.4,12.48,33.27,URBAN_CORE,0
2012,CBP100192,5191,1000_PLUS,25375,27862,351009139,1398914773,595.12,9571,1327,34.58,66,404,12.23,56.73,56.09,21.47,SUBURBAN,1
2025,CBP100193,5171,5_9,44564,41294,887980212,3022307873,571.8,3189,2466,24.88,533,1018,34.18,25.57,32.65,19.15,SMALL_TOWN,0
2011,CBP100194,3361,1000_PLUS,44313,38139,473785862,1734101874,1120.51,340,2989,9.39,428,1664,70.82,35.1,69.84,0.94,SMALL_TOWN,0
2012,CBP100195,2361,100_249,58114,62823,489470849,1837834381,1278.72,9090,7632,23.75,1020,890,22.46,3.31,13.34,24.52,URBAN_CORE,1
2011,CBP100196,3151,250_499,31174,33577,381635441,1443591214,2161.41,10934,5850,13.36,970,1053,63.89,30.55,7.99,1.23,RURAL,0
2020,CBP100197,3371,500_999,58321,60019,548533777,2294959224,2222.69,8840,1014,3.37,1624,1319,47.26,9.88,40.45,28.22,SMALL_TOWN,0
2016,CBP100198,2111,100_249,13925,12885,87849849,354866780,2398.99,730,8139,0.68,618,725,3.45,7.0,41.75,19.7,URBAN_CORE,0
2015,CBP100199,2381,100_249,53685,50495,570146450,2320282323,2297.77,5020,10173,18.07,226,1483,79.87,3.0,1.53,17.96,RURAL,0
2023,CBP100200,4451,100_249,50282,46669,1104506546,4513850774,1264.38,11816,801,29.7,1664,379,1.61,39.37,52.06,9.02,SMALL_TOWN,0
2011,CBP100201,3351,250_499,47994,45290,602883333,2489551753,1390.12,490,1275,2.24,1091,1777,36.88,37.6,44.92,7.0,URBAN_CORE,0
2010,CBP100202,6231,5_9,49018,54608,1003885279,3799338041,767.79,4167,8726,41.67,562,398,83.47,36.97,47.34,23.73,URBAN_CORE,0
2016,CBP100203,5231,500_999,61178,59335,1041134001,3906992803,1770.13,9943,7279,26.66,1629,773,16.63,14.5,9.15,28.17,SUBURBAN,0
2012,CBP100204,9211,50_99,41783,39178,241584811,980498949,617.36,1409,6183,50.75,531,146,59.36,62.84,6.83,2.84,SMALL_TOWN,0
2022,CBP100205,2381,1000_PLUS,70962,64541,1524196057,5443934801,1358.07,6815,8213,34.05,118,477,11.2,45.43,16.4,8.04,SMALL_TOWN,0
2022,CBP100206,3261,1_4,8277,8320,100633190,407246688,918.92,5512,4346,34.37,1723,1679,19.46,15.38,18.49,25.37,SUBURBAN,0
2025,CBP100207,1111,100_249,43305,43644,527584869,1825939809,962.54,8318,6633,36.69,1151,495,51.74,42.62,15.59,28.66,URBAN_CORE,0
2015,CBP100208,3121,500_999,60384,54561,413226882,1530648780,1403.24,8689,4038,39.23,551,23,31.49,26.11,27.12,5.03,SUBURBAN,0
2022,CBP100209,1112,1000_PLUS,39417,41485,307947973,1197380724,2412.46,3358,1929,2.3,822,27,39.3,46.06,42.99,2.54,URBAN_CORE,0
2019,CBP100210,4241,500_999,74340,65759,1565234760,5536621339,2167.45,7951,5676,9.51,615,549,60.02,57.81,10.27,24.64,SMALL_TOWN,0
2011,CBP100211,3221,5_9,73645,63048,859131080,3075675313,2436.12,8934,1709,11.84,42,234,5.12,20.73,42.57,28.88,SUBURBAN,0
2025,CBP100212,3221,1_4,51754,55590,1167747597,3982757902,1340.71,2370,1884,50.63,1612,1448,57.76,62.17,42.79,4.71,URBAN_CORE,0
2020,CBP100213,5311,5_9,62314,59367,1190292787,4635005947,785.95,6410,9814,14.01,353,1679,19.64,32.25,58.25,3.98,SMALL_TOWN,0
2017,CBP100214,2111,50_99,19878,18818,319037963,1225471043,791.84,4961,8917,16.44,1746,108,13.95,27.45,29.6,5.19,RURAL,0
2014,CBP100215,6231,1_4,29101,27580,313314992,1264916412,779.95,2885,2084,21.37,1702,1760,73.08,20.88,54.53,6.23,URBAN_CORE,0
2023,CBP100216,4521,1_4,43934,46696,657981414,2439624418,1459.03,1993,1712,9.88,1553,1197,58.72,23.51,42.83,26.7,SUBURBAN,0
2017,CBP100217,3131,20_49,68175,67778,655087500,2354072220,622.36,10217,3454,38.89,1361,1440,49.95,16.09,2.19,7.88,SUBURBAN,0
2012,CBP100218,3351,100_249,63747,66440,991489536,3443067972,1139.35,4895,3453,25.16,821,115,27.44,22.22,0.4,4.72,RURAL,0
2024,CBP100219,3391,500_999,30817,33229,534716620,1884668732,2517.72,9717,121,7.6,374,440,77.74,56.18,45.83,14.37,SMALL_TOWN,0
2020,CBP100220,4811,1_4,51556,44668,1055257747,3962446021,2581.76,8780,11723,31.12,1714,1059,57.86,60.21,1.61,16.99,URBAN_CORE,0
2021,CBP100221,5311,20_49,30161,32056,380584905,1300482618,622.52,5469,4403,21.12,956,1308,27.26,38.88,16.9,23.18,SMALL_TOWN,0
2021,CBP100222,3141,500_999,25779,27158,540596294,1861353387,1170.32,3837,6548,12.84,1176,1016,63.17,21.36,42.26,1.77,URBAN_CORE,0
2021,CBP100223,4231,100_249,41052,43044,529616490,2123551977,2320.53,709,2759,38.79,38,1143,18.41,52.61,19.6,2.85,SMALL_TOWN,0
2023,CBP100224,3251,1_4,42359,45810,769857754,2692260260,1327.73,10621,1678,11.09,1765,785,3.79,1.72,67.3,33.52,SMALL_TOWN,0
2019,CBP100225,4921,50_99,48994,47010,632016574,2240614966,1942.4,8821,9328,26.81,850,792,63.24,56.96,27.06,15.48,SMALL_TOWN,0
2014,CBP100226,4411,10_19,50312,43753,358205877,1344276754,2066.44,8206,8563,38.26,1081,1778,41.82,2.67,22.65,3.57,SMALL_TOWN,0
2024,CBP100227,4451,50_99,18575,17463,257522080,923897654,705.16,3966,4142,48.3,1469,1428,2.99,46.03,5.06,32.99,SUBURBAN,0
2012,CBP100228,4411,500_999,36223,36161,749530208,3046951983,552.92,1897,4551,30.56,725,1148,32.93,42.33,56.71,10.89,RURAL,0
2015,CBP100229,6231,10_19,54625,58603,686035178,2386375444,527.27,8945,3704,31.4,92,855,80.42,53.86,0.63,4.09,SMALL_TOWN,0
2024,CBP100230,5231,5_9,73274,78317,476886007,1658151404,1980.55,9835,9805,37.22,207,1692,74.29,6.31,32.34,32.73,RURAL,0
2021,CBP100231,9211,20_49,12228,12564,300020193,1024975687,611.79,5084,804,41.16,1549,153,78.7,15.12,8.06,24.44,SMALL_TOWN,0
2010,CBP100232,5111,500_999,46530,44275,892865865,3089173140,2271.42,8105,6202,47.64,327,685,77.35,1.23,5.6,16.89,URBAN_CORE,0
2011,CBP100233,1121,5_9,48222,43025,339609729,1245412857,767.75,4114,4994,27.98,1476,93,19.64,14.71,39.83,22.8,RURAL,0
2019,CBP100234,3231,100_249,43941,44468,413051371,1524363246,1938.1,1715,11723,42.73,1291,1043,17.61,22.27,30.88,11.93,RURAL,0
2024,CBP100235,2381,250_499,28047,26223,258518615,965634561,1594.05,3152,9903,23.12,262,1442,46.98,32.29,44.75,29.81,URBAN_CORE,0
2013,CBP100236,3331,20_49,19152,17256,378839107,1524142664,1718.23,588,10777,2.39,457,350,48.27,47.03,20.08,16.73,SUBURBAN,1
2016,CBP100237,8111,5_9,57166,56877,740552168,2622469494,634.93,2518,3445,31.36,1099,855,55.52,21.19,63.2,6.18,SUBURBAN,0
2015,CBP100238,4231,100_249,66929,65058,678966963,2416798756,2565.61,11963,2283,46.5,951,1583,74.71,64.84,33.39,34.79,SUBURBAN,0
2016,CBP100239,7221,250_499,58777,63428,1315090555,5343903285,631.43,10579,9856,49.66,1697,1160,56.51,31.73,68.88,33.61,SUBURBAN,0
2022,CBP100240,3351,5_9,46832,45288,549336981,2215025583,2137.87,3672,1746,30.15,523,126,17.82,32.44,33.08,33.86,URBAN_CORE,0
2010,CBP100241,9211,50_99,15771,13972,188248805,678546267,584.47,5740,7521,3.14,1550,837,74.37,35.95,5.46,7.74,SMALL_TOWN,0
2011,CBP100242,2381,10_19,20128,19243,330860183,1175741677,2582.08,977,4750,2.06,409,1070,48.38,4.26,27.03,0.44,URBAN_CORE,0
2018,CBP100243,6211,100_249,32986,34967,283830752,1121146320,653.87,10739,4785,31.54,1451,1094,13.85,60.09,42.94,30.08,SUBURBAN,0
2025,CBP100244,2361,1000_PLUS,50513,49610,1021803564,3582462010,1484.37,3427,10209,11.11,1675,699,62.77,13.63,64.0,23.08,RURAL,0
2016,CBP100245,3231,500_999,33770,34485,423036038,1703606370,1506.71,8869,1056,30.01,391,1391,15.42,15.96,13.25,9.66,SMALL_TOWN,0
2013,CBP100246,8111,500_999,46579,50929,570084349,2076521511,1836.55,10299,7977,20.92,900,1492,44.93,58.01,6.62,4.86,SUBURBAN,0
2016,CBP100247,6111,10_19,30673,33018,380947413,1541884288,1217.74,10654,9487,13.85,168,481,54.77,52.97,65.42,24.74,SUBURBAN,0
2017,CBP100248,3251,250_499,48433,47248,974686075,3501375042,1611.89,10470,8094,5.28,1205,1707,16.08,32.3,71.47,4.85,URBAN_CORE,0
2024,CBP100249,5311,10_19,37318,33539,560528172,2049946037,1391.26,11098,1698,0.49,561,1719,8.92,61.15,1.6,0.01,URBAN_CORE,0
2010,CBP100250,3331,1000_PLUS,1136,1250,16021638,65697182,1523.41,6321,10263,41.25,773,362,59.62,47.3,40.87,3.78,SUBURBAN,0
2019,CBP100251,3131,500_999,5436,6045,143968232,586666958,637.67,7048,6434,18.78,1246,328,25.41,8.65,35.79,3.05,URBAN_CORE,0
2013,CBP100252,4811,10_19,42973,39006,863632502,3025950526,756.57,2789,10866,24.4,844,1554,12.97,28.25,19.56,17.17,SMALL_TOWN,0
2013,CBP100253,3141,5_9,14966,14692,241228866,920363225,1317.88,5986,8030,12.06,711,1446,17.28,15.65,53.37,11.17,SUBURBAN,0
2014,CBP100254,3391,5_9,61776,60437,642023438,2436793193,1179.62,6417,1869,14.41,273,1239,72.33,13.24,23.12,26.5,URBAN_CORE,0
2023,CBP100255,6231,250_499,12662,13387,226108884,851884327,503.03,464,9549,19.58,747,67,33.99,11.27,3.01,26.93,RURAL,0
2017,CBP100256,3241,250_499,59309,58972,646727777,2508672914,1137.0,1583,5890,22.85,1774,1604,8.61,33.59,21.49,17.24,SMALL_TOWN,0
2013,CBP100257,3331,250_499,33569,35578,603712947,2318224331,2068.17,6243,9322,13.79,776,1110,39.55,56.23,68.09,31.47,RURAL,1
2018,CBP100258,5111,1000_PLUS,62769,57632,879302874,3114001451,971.11,277,8046,34.37,1522,808,33.93,14.43,33.26,34.41,SMALL_TOWN,0
2012,CBP100259,2211,20_49,62172,64622,1078978274,4381407736,2083.4,7832,11157,34.09,941,702,26.88,15.01,63.89,22.12,SUBURBAN,0
2015,CBP100260,5181,250_499,34139,37548,488198110,1901464432,646.78,9390,11114,21.93,413,978,69.17,37.83,23.94,28.41,RURAL,0
2012,CBP100261,5411,1000_PLUS,54184,56940,1338527270,4574740824,2377.76,11356,4707,47.29,808,748,24.27,6.33,6.09,19.78,SMALL_TOWN,0
2010,CBP100262,4231,100_249,2557,2781,36866227,128330754,1979.44,7451,7547,3.76,1087,1184,56.14,43.77,34.5,17.73,URBAN_CORE,0
2011,CBP100263,3241,250_499,72684,81267,1858618617,6887123323,2208.34,10321,8038,2.8,854,1586,48.0,20.02,2.07,18.31,RURAL,0
2013,CBP100264,3261,1_4,5426,5546,99991246,357972576,2035.96,11715,2617,45.98,72,1634,10.2,61.74,10.43,19.31,RURAL,0
2013,CBP100265,3371,1_4,33647,34317,747818121,2826543485,2505.47,10440,398,9.49,440,33,35.08,22.72,28.53,14.18,SMALL_TOWN,0
2014,CBP100266,5611,50_99,17705,19477,252443451,1051223688,732.17,7682,6075,53.41,950,265,38.22,5.59,71.55,10.98,SMALL_TOWN,0
2013,CBP100267,3321,10_19,11027,10924,251372702,1034138205,2507.53,11369,5306,28.57,746,1178,57.64,60.75,27.8,25.04,SMALL_TOWN,0
2016,CBP100268,3361,250_499,31267,33102,475747693,1712347527,505.06,11629,6396,6.63,548,981,58.12,10.59,12.97,10.08,URBAN_CORE,0
2024,CBP100269,4241,500_999,33517,33046,486362103,1861343327,2579.06,10583,9337,46.69,1134,105,83.91,28.9,52.02,2.89,URBAN_CORE,0
2014,CBP100270,5241,10_19,53321,53926,466444470,1654419275,1535.85,2044,9220,43.05,69,1009,43.43,49.46,55.06,33.4,RURAL,0
2024,CBP100271,3361,20_49,60330,67464,984994690,3714280638,1129.98,2303,11745,52.53,301,232,76.85,51.67,53.89,32.66,RURAL,1
2019,CBP100272,3351,1_4,58711,57002,1163635562,4481218210,1886.89,2543,9969,53.57,392,651,36.57,23.48,40.41,26.99,SMALL_TOWN,0
2025,CBP100273,3231,1_4,37358,39616,546607116,1965769806,2446.16,11733,1896,12.93,614,1031,66.13,28.49,26.77,17.63,SMALL_TOWN,0
2010,CBP100274,3261,5_9,52064,50726,776076976,3050423039,1385.79,10048,7436,13.89,1627,536,72.76,3.47,50.0,30.13,URBAN_CORE,0
2010,CBP100275,4841,1000_PLUS,26972,29415,449947840,1863629849,1581.55,9404,9829,38.5,1678,1617,54.22,2.88,45.2,14.61,URBAN_CORE,1
2011,CBP100276,5171,250_499,59011,50959,697444658,2590027276,583.42,1726,7269,42.19,1044,549,9.17,23.58,48.69,34.19,RURAL,0
2013,CBP100277,3351,1_4,48339,45644,284732063,1190172542,1383.17,10816,2012,5.88,1756,1030,81.28,12.03,6.43,32.28,RURAL,0
2018,CBP100278,4451,1_4,42179,42889,304025706,1251634676,889.77,11315,4956,14.2,1588,1369,72.61,18.26,25.53,25.78,SUBURBAN,0
2014,CBP100279,3341,1_4,52953,55157,1179346535,4174464738,1788.07,3953,10926,12.66,1620,283,47.8,21.92,51.48,19.69,SUBURBAN,0
2014,CBP100280,5181,10_19,24441,21220,335956344,1374560424,2126.96,3110,1665,21.45,603,1592,55.1,49.44,15.43,27.3,SMALL_TOWN,0
2013,CBP100281,5611,50_99,15192,14828,257067657,1067079803,687.21,3838,875,52.9,1112,1470,76.6,31.57,20.3,8.35,URBAN_CORE,0
2015,CBP100282,5611,1000_PLUS,42055,41519,515217536,1897220508,2452.48,1956,130,9.57,1090,854,0.92,0.96,22.36,31.19,SUBURBAN,0
2017,CBP100283,5311,50_99,43806,43977,916037829,3416246282,626.45,11488,3866,33.55,507,1478,20.49,52.23,23.27,8.66,URBAN_CORE,0
2025,CBP100284,3131,5_9,53161,50846,826827069,3466333448,474.06,6200,9753,52.42,1464,27,4.86,48.6,55.25,1.19,URBAN_CORE,0
2024,CBP100285,5191,50_99,16883,15691,144200556,598587157,1668.15,9356,2421,45.36,916,632,57.37,56.9,16.63,20.93,URBAN_CORE,0
2014,CBP100286,2111,500_999,26516,23210,227543427,913050540,1580.16,9419,10978,30.94,77,470,71.27,9.62,31.33,7.83,SUBURBAN,1
2019,CBP100287,4521,500_999,15405,14894,321533800,1320318490,1640.83,5201,7726,32.0,1182,1478,14.36,49.96,40.67,2.12,RURAL,0
2016,CBP100288,1121,100_249,6922,7378,51934868,190909158,1832.49,1794,5134,12.97,660,460,62.85,6.8,48.22,0.83,SMALL_TOWN,0
2016,CBP100289,5611,1000_PLUS,28329,30338,719851181,2456035351,1129.94,7732,1727,40.61,689,1028,52.88,2.72,63.01,8.99,SMALL_TOWN,0
2012,CBP100290,3271,1000_PLUS,67187,63284,946981648,3822681176,698.06,7528,10283,42.19,343,555,51.9,7.32,67.21,32.6,SMALL_TOWN,0
2016,CBP100291,2111,250_499,53480,47554,1085139985,4444526716,1083.3,1916,4713,7.0,1799,885,75.26,30.74,66.07,11.35,SUBURBAN,0
2013,CBP100292,4921,1_4,69127,76903,746716489,2783409086,2492.64,2708,7932,4.19,1406,66,44.76,17.93,46.15,27.24,URBAN_CORE,0
2024,CBP100293,4411,10_19,21922,19974,336228452,1346677352,2489.81,9575,11247,7.99,560,748,61.82,9.29,65.53,20.88,URBAN_CORE,0
2014,CBP100294,1111,1000_PLUS,3160,3479,75105005,284675306,2458.79,6485,8414,43.87,413,1704,41.2,58.86,60.48,21.26,URBAN_CORE,0
2016,CBP100295,5221,1_4,24706,25129,251804310,906323689,2461.45,665,7067,14.44,1415,836,8.05,52.47,36.67,10.36,RURAL,0
2019,CBP100296,3221,1_4,47161,52083,428779569,1647865502,1677.58,9365,1785,43.35,1104,961,7.96,12.7,6.87,33.75,RURAL,0
2022,CBP100297,3321,1_4,9725,9182,78694671,271403162,1492.17,5725,1667,30.73,1406,915,80.58,33.34,16.76,19.76,RURAL,0
2019,CBP100298,4451,500_999,21023,21893,391987648,1434350023,2008.47,3743,3408,54.03,1552,1192,59.93,56.32,24.52,18.12,SUBURBAN,0
2023,CBP100299,3141,1000_PLUS,20139,20454,145327610,531694825,1177.87,11867,11091,25.88,169,1608,37.9,26.04,36.67,33.72,SUBURBAN,0
2017,CBP100300,6211,5_9,15598,17182,210133211,814866122,2597.82,4112,8876,51.63,257,363,21.33,50.81,36.6,31.19,SMALL_TOWN,0
2010,CBP100301,3311,250_499,29571,25270,430488106,1543436621,853.76,9405,11201,13.08,1543,360,58.59,16.99,32.3,19.51,RURAL,0
2023,CBP100302,1111,50_99,59583,51799,1169157917,4841083289,2181.61,3736,7502,32.39,1381,459,41.41,52.84,34.99,21.82,SMALL_TOWN,0
2015,CBP100303,4231,50_99,1606,1666,20504264,75041839,2003.9,4286,7712,49.97,720,12,39.17,56.82,34.06,23.63,RURAL,1
2016,CBP100304,3151,20_49,3721,3646,32089223,116477205,909.48,5214,1602,20.6,669,370,0.31,34.6,53.42,33.74,SMALL_TOWN,0
2014,CBP100305,2361,10_19,35443,35527,738693676,2619987123,1269.22,2924,11459,36.77,442,481,6.98,56.68,23.46,3.8,SUBURBAN,0
2010,CBP100306,5111,50_99,37875,41060,838994321,3449347364,1026.54,8562,1104,16.34,1397,591,32.04,10.21,13.99,29.28,URBAN_CORE,0
2019,CBP100307,3131,1000_PLUS,40952,45188,616334686,2515880012,948.26,1858,3617,45.94,330,913,79.44,18.57,18.91,19.65,RURAL,0
2024,CBP100308,4521,500_999,37477,38454,785433017,3082498396,1255.13,10445,3563,13.78,392,802,54.62,24.69,74.75,29.4,URBAN_CORE,0
2012,CBP100309,3251,100_249,30273,32709,701963683,2417564050,1352.83,10300,4268,21.76,948,907,70.4,30.89,42.65,15.13,SMALL_TOWN,1
2023,CBP100310,4841,20_49,22469,23693,267101825,942999804,1649.86,6803,2540,43.24,1023,654,74.0,0.31,31.4,30.33,SMALL_TOWN,1
2013,CBP100311,4841,50_99,33446,33283,552822820,1949874430,1086.52,5004,562,31.08,1002,535,72.96,10.32,56.83,24.18,RURAL,0
2010,CBP100312,3351,500_999,22466,19550,329255419,1328911306,1842.53,2719,10517,25.78,1178,428,11.49,21.85,32.95,30.65,SMALL_TOWN,0
2014,CBP100313,4921,10_19,7596,8094,169001128,595887244,523.54,9355,9929,33.83,541,733,73.91,18.62,31.4,18.72,RURAL,1
2010,CBP100314,5191,1_4,11458,10675,99647033,365381576,2549.33,6426,9413,29.78,165,744,26.43,19.15,69.5,20.52,URBAN_CORE,0
2022,CBP100315,9211,20_49,14891,12897,180263533,755837318,1846.09,6521,2857,3.99,100,1254,45.07,12.21,39.16,7.63,RURAL,0
2020,CBP100316,3341,1000_PLUS,70535,68142,1236210494,4731569425,1315.65,1059,859,44.99,467,74,82.09,11.17,11.16,33.71,SUBURBAN,0
2012,CBP100317,3231,50_99,68017,71069,1091613921,3754700875,839.12,3128,1099,51.51,973,489,74.82,40.5,57.5,6.33,SUBURBAN,0
2013,CBP100318,3261,50_99,55236,52067,1230573587,4670859333,1122.23,2315,9722,0.77,85,871,23.02,44.38,30.3,21.3,RURAL,0
2021,CBP100319,3351,20_49,61255,62735,1224160368,4930060103,779.02,2357,9065,32.87,294,253,20.02,6.48,39.83,26.59,SUBURBAN,1
2024,CBP100320,2381,20_49,55578,50714,912544300,3288664519,2177.83,5898,3677,16.22,335,1097,70.25,55.85,41.33,4.24,SMALL_TOWN,0
2015,CBP100321,8111,1_4,21844,19140,245424241,1017312460,2325.0,4708,11585,21.72,1519,119,9.75,7.0,69.7,13.96,SUBURBAN,0
2011,CBP100322,1112,20_49,18055,17903,382233521,1458065262,851.41,9531,639,8.76,523,962,81.04,49.28,39.04,4.74,SMALL_TOWN,1
2018,CBP100323,3111,100_249,37403,35882,596827872,2373854298,1330.86,804,5509,8.42,1736,790,43.35,28.45,32.5,10.43,URBAN_CORE,0
2010,CBP100324,2211,1000_PLUS,14333,13879,177035527,615982787,1650.23,1796,7951,48.62,1789,4,35.95,58.22,68.11,30.88,SMALL_TOWN,0
2024,CBP100325,4811,1_4,17930,18768,355222858,1483537319,2576.58,2455,4175,25.52,131,534,9.6,14.92,24.97,10.95,RURAL,1
2024,CBP100326,4811,20_49,73707,65159,964748935,3943889457,1569.38,8193,9665,43.45,105,1207,29.4,5.83,4.3,34.95,URBAN_CORE,0
2011,CBP100327,1121,100_249,8996,7866,95306694,327311341,543.72,2312,8763,52.14,793,66,55.71,28.64,28.96,9.02,SUBURBAN,0
2025,CBP100328,3371,100_249,20092,20357,407799343,1609664555,1389.38,2045,8368,48.21,156,1187,42.88,18.57,14.63,19.62,URBAN_CORE,0
2018,CBP100329,6231,1_4,24211,24587,495823075,1976024471,1851.56,11276,2227,26.65,863,146,48.05,32.27,73.16,7.64,URBAN_CORE,0
2010,CBP100330,1111,1000_PLUS,1470,1445,27772246,115789708,2237.52,8290,6207,31.39,182,582,31.42,53.94,65.66,28.85,SUBURBAN,0
2015,CBP100331,2361,1000_PLUS,19453,20408,432602643,1650397647,1610.38,7649,3954,38.83,1338,893,62.03,0.29,37.78,18.21,URBAN_CORE,0
2010,CBP100332,5181,5_9,4750,4289,33748187,116495805,2574.06,517,1874,16.74,617,1040,2.24,39.08,73.68,23.53,SUBURBAN,0
2015,CBP100333,3241,500_999,23392,21195,247969781,845376757,2206.92,10583,10162,4.3,1458,290,60.8,56.66,68.14,0.92,URBAN_CORE,0
2017,CBP100334,5311,1_4,25071,27308,584315777,1996364430,1183.84,511,548,25.53,1227,713,34.61,40.51,54.62,28.29,SUBURBAN,0
2013,CBP100335,3321,250_499,42041,41809,991301916,3714961974,1082.33,1758,4696,41.82,1217,277,73.98,10.48,24.98,6.21,SUBURBAN,0
2011,CBP100336,1111,1_4,36137,34939,454244457,1724462444,692.09,3249,1999,20.88,741,327,48.66,16.48,34.55,33.5,SMALL_TOWN,0
2020,CBP100337,3261,5_9,15676,17217,173208093,629494272,455.33,3904,11158,20.51,270,648,52.83,25.65,32.44,19.44,SMALL_TOWN,0
2015,CBP100338,3361,20_49,56390,52319,588339828,2097892391,1824.02,11620,10328,40.09,585,1582,4.46,22.51,70.77,8.19,SMALL_TOWN,0
2011,CBP100339,1111,100_249,69235,71971,1285691308,5189969277,1064.91,405,5982,5.73,388,113,47.64,44.6,44.11,22.59,URBAN_CORE,0
2017,CBP100340,3391,20_49,71223,66365,1322881403,5281954668,1780.99,725,4285,41.75,2,384,22.1,58.24,50.49,13.37,URBAN_CORE,0
2018,CBP100341,5611,250_499,50597,54125,994776447,4110236044,1022.26,6387,8004,47.54,976,526,44.47,4.05,60.2,1.08,URBAN_CORE,0
2016,CBP100342,4811,5_9,51940,46406,517634559,2049037230,1202.0,4621,6196,1.78,292,1580,11.24,34.22,15.31,21.04,URBAN_CORE,0
2019,CBP100343,4231,5_9,32188,32600,397739373,1459562993,2152.79,1569,11014,52.34,1153,57,21.86,41.83,0.39,28.3,SUBURBAN,0
2021,CBP100344,3311,1000_PLUS,22190,24234,242332240,950094230,2477.07,1329,7416,42.34,650,1109,46.09,64.76,27.07,18.8,SUBURBAN,0
2025,CBP100345,2211,250_499,21908,20355,311448171,1200769467,712.2,8471,6897,44.16,669,901,78.6,25.01,25.99,13.49,SUBURBAN,0
2017,CBP100346,4521,5_9,26349,23628,329957475,1189675648,1737.75,11699,6772,29.7,722,1146,42.94,26.54,52.61,0.21,RURAL,0
2018,CBP100347,3261,1000_PLUS,8757,8279,139662459,508458109,648.66,9466,9094,50.59,625,350,77.59,19.12,53.37,20.26,URBAN_CORE,0
2023,CBP100348,3311,1_4,59232,63020,1067476284,4449893858,464.31,5197,1164,15.39,1717,662,74.13,18.09,24.15,16.14,URBAN_CORE,0
2013,CBP100349,3221,5_9,1769,1871,27947044,96657214,980.22,10095,9675,44.73,718,427,32.73,39.6,16.35,21.79,RURAL,1
2020,CBP100350,4411,50_99,74641,81071,1647169088,6547260782,1770.95,9103,4735,19.52,785,1756,30.27,59.41,50.2,24.35,SUBURBAN,0
2014,CBP100351,5111,10_19,9242,10221,106550216,380887721,847.73,8941,6972,54.37,570,466,83.45,47.13,61.66,23.62,RURAL,0
