demo_nativity_estimate_year,demo_nativity_subdistrict_lgd_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2020,25265960,Interstate_migrant,Other,2023,OCI,Basic,Malayalam,Assamese,Urdu,Punjabi,2,167960,18454,0.965,Study,N,Y,N,0.234
2019,37071208,International_migrant,Myanmar,2003,OCI,Advanced,Telugu,Gujarati,Malayalam,Malayalam,3,135537,19976,0.191,Family,N,N,N,0.621
2024,98495966,International_migrant,Nepal,1996,OCI,Basic,Assamese,Tamil,Malayalam,Telugu,3,76984,30823,0.192,Study,N,N,Y,0.104
2022,31105530,Interstate_migrant,Myanmar,2010,Resident,Advanced,Kannada,Marathi,Punjabi,Assamese,10,146164,33085,0.327,Tourist,N,Y,N,0.349
2020,30169123,Interstate_migrant,Nepal,2020,Citizen,Intermediate,Telugu,Bengali,Malayalam,Gujarati,0,88155,1220,0.601,Study,Y,Y,Y,0.834
2024,61122192,Interstate_migrant,Nepal,2025,Citizen,Basic,Marathi,Hindi,Kannada,Malayalam,3,199575,2696,0.603,Study,Y,N,N,0.611
2019,46094354,International_migrant,Bangladesh,2014,Citizen,Intermediate,Hindi,Kannada,Gujarati,Punjabi,10,86220,32688,0.134,Refugee,Y,Y,N,0.291
2025,71343224,Native,India,2021,OCI,Advanced,Telugu,Punjabi,Kannada,Gujarati,5,36677,3140,0.24,Work,Y,Y,N,0.839
2021,76121874,Native,Sri_Lanka,1995,Other,Intermediate,Urdu,Assamese,Bengali,Hindi,2,80970,34244,0.162,Family,Y,Y,N,0.943
2023,51086085,Interstate_migrant,Pakistan,2019,Citizen,Intermediate,Tamil,Marathi,Malayalam,Tamil,0,94473,30667,0.584,Work,Y,Y,N,0.396
2022,10460584,Interstate_migrant,Other,2015,OCI,None,Marathi,Odia,Marathi,Punjabi,5,103173,39256,0.984,Refugee,N,Y,N,0.021
2024,77115886,International_migrant,Bhutan,2005,Citizen,Advanced,Bengali,Kannada,Urdu,Tamil,4,148689,13213,0.694,Other,Y,Y,Y,0.689
2020,37215118,International_migrant,Sri_Lanka,2023,Resident,Basic,Urdu,Tamil,Tamil,Punjabi,4,155607,5541,0.182,Other,N,N,N,0.531
2022,76919233,International_migrant,Other,2019,Other,Basic,Urdu,Punjabi,Other,Kannada,6,71716,15756,0.068,Family,N,Y,N,0.394
2019,52810188,Interstate_migrant,India,2015,Other,Basic,Bengali,Hindi,Other,Malayalam,3,116196,18144,0.965,Tourist,Y,Y,N,0.852
2025,11586812,Native,Bhutan,2018,Citizen,Intermediate,Punjabi,Kannada,Other,Kannada,6,197193,23631,0.279,Family,N,Y,Y,0.235
2021,72780241,International_migrant,Pakistan,2012,OCI,None,Punjabi,Malayalam,Odia,Malayalam,10,152161,3658,0.755,Tourist,N,Y,N,0.075
2021,83397126,Native,Sri_Lanka,1991,Resident,Intermediate,Odia,Urdu,Bengali,Hindi,3,174448,14693,0.678,Study,N,N,N,0.624
2021,52768053,International_migrant,Bhutan,2017,Other,Basic,Marathi,Telugu,Punjabi,Punjabi,9,118795,17203,0.281,Tourist,N,N,N,0.349
2023,57497165,Native,Pakistan,2014,Other,Basic,Assamese,Kannada,Tamil,Other,10,25520,35206,0.181,Study,Y,Y,Y,0.093
2025,25471686,Native,Myanmar,2016,OCI,Advanced,Assamese,Odia,Odia,Gujarati,0,170547,6016,0.907,Tourist,N,Y,Y,0.229
2018,47484780,Native,Other,1993,OCI,Intermediate,Telugu,Assamese,Kannada,Odia,3,139760,10500,0.101,Refugee,N,N,N,0.577
2020,63537902,Interstate_migrant,Bhutan,2013,Other,None,Assamese,Gujarati,Marathi,Kannada,8,43348,11133,0.431,Study,Y,Y,N,0.267
2020,96446084,International_migrant,Nepal,1999,Resident,Advanced,Tamil,Bengali,Odia,Other,10,72356,28628,0.622,Refugee,N,Y,N,0.319
2019,11652143,Interstate_migrant,Myanmar,1991,Resident,None,Malayalam,Other,Malayalam,Punjabi,4,4639,1508,0.395,Study,Y,N,Y,0.871
2025,57819981,Native,Nepal,2019,OCI,Intermediate,Urdu,Telugu,Odia,Kannada,8,67931,23351,0.076,Tourist,Y,N,Y,0.924
2023,51644968,Interstate_migrant,Sri_Lanka,1991,Resident,Basic,Malayalam,Gujarati,Odia,Malayalam,5,178342,28704,0.719,Work,Y,Y,Y,0.095
2018,82222891,International_migrant,Nepal,2024,Citizen,None,Kannada,Odia,Hindi,Hindi,3,37915,30501,0.029,Tourist,Y,N,Y,0.931
2021,41687589,Interstate_migrant,Bangladesh,2017,Citizen,Basic,Malayalam,Kannada,Punjabi,Bengali,1,165040,787,0.667,Refugee,Y,N,Y,0.743
2021,40485879,Native,India,2023,Other,Basic,Telugu,Hindi,Bengali,Assamese,0,3475,523,0.303,Work,Y,N,Y,0.001
2024,72513880,International_migrant,Bhutan,2003,OCI,Advanced,Urdu,Telugu,Telugu,Other,7,152176,36703,0.067,Study,Y,N,Y,0.13
2023,93229665,Interstate_migrant,Bhutan,2010,Resident,Advanced,Bengali,Marathi,Urdu,Hindi,7,136683,21376,0.12,Tourist,N,N,Y,0.143
2022,75897273,International_migrant,Pakistan,2016,Resident,Intermediate,Kannada,Marathi,Odia,Odia,0,85292,30910,0.787,Tourist,N,Y,N,0.946
2022,32358650,Native,Myanmar,1993,Resident,Intermediate,Marathi,Punjabi,Punjabi,Odia,7,80069,34890,0.994,Work,N,N,Y,0.433
2018,91505259,Native,Myanmar,1997,OCI,Advanced,Tamil,Urdu,Hindi,Kannada,6,133814,11487,0.799,Work,N,N,N,0.758
2024,56835282,Native,Sri_Lanka,2014,OCI,None,Telugu,Gujarati,Tamil,Malayalam,5,185555,15624,0.651,Other,N,N,N,0.445
2025,71664773,Native,Myanmar,1990,Citizen,Intermediate,Marathi,Bengali,Marathi,Telugu,1,12896,198,0.075,Tourist,Y,N,N,0.725
2021,40030883,Native,Bhutan,2005,Other,Advanced,Bengali,Hindi,Gujarati,Urdu,6,101408,14626,0.823,Study,Y,N,N,0.227
2019,43098567,Interstate_migrant,Sri_Lanka,2008,Citizen,Basic,Gujarati,Marathi,Odia,Gujarati,2,165134,1703,0.674,Tourist,N,N,Y,0.358
2021,87785615,International_migrant,Bangladesh,2020,Citizen,Intermediate,Tamil,Gujarati,Telugu,Other,7,77365,14170,0.481,Other,Y,N,Y,0.478
2020,36654683,Interstate_migrant,Bhutan,2013,Other,None,Other,Kannada,Other,Assamese,7,118413,21255,0.773,Family,N,N,Y,0.49
2020,84927131,International_migrant,Other,2012,OCI,Intermediate,Kannada,Odia,Other,Urdu,0,177119,1796,0.915,Family,N,Y,N,0.604
2023,44039734,Native,Bangladesh,1999,Resident,Intermediate,Odia,Assamese,Tamil,Hindi,10,193282,644,0.253,Work,N,N,Y,0.616
2018,98497146,Native,Myanmar,2020,OCI,Basic,Gujarati,Assamese,Gujarati,Assamese,10,164879,27235,0.981,Other,N,Y,N,0.294
2022,91729953,Native,Sri_Lanka,1995,OCI,None,Odia,Hindi,Tamil,Other,7,18250,9610,0.804,Work,N,Y,Y,0.206
2019,71250733,International_migrant,Bhutan,2000,Other,Intermediate,Assamese,Malayalam,Odia,Urdu,2,145457,14897,0.052,Family,N,N,N,0.535
2021,90890473,Native,Bhutan,2001,Other,Advanced,Telugu,Urdu,Gujarati,Hindi,9,192000,11307,0.803,Other,Y,N,N,0.494
2023,68256853,Interstate_migrant,Bhutan,2007,Resident,Intermediate,Bengali,Urdu,Hindi,Bengali,0,67251,5934,0.036,Other,Y,Y,Y,0.224
2022,68040750,International_migrant,Myanmar,2013,OCI,Advanced,Other,Tamil,Malayalam,Bengali,7,170462,22662,0.553,Tourist,N,N,Y,0.386
2019,41236132,Native,Other,1991,Other,None,Bengali,Odia,Malayalam,Punjabi,3,98455,14268,0.68,Family,N,Y,Y,0.432
2023,82401869,Native,Nepal,1992,OCI,Basic,Other,Hindi,Punjabi,Kannada,7,190657,32362,0.268,Tourist,N,Y,N,0.57
2021,53236205,Native,Sri_Lanka,2019,Other,Intermediate,Assamese,Marathi,Tamil,Kannada,2,133762,37246,0.986,Work,Y,Y,N,0.729
2020,20742750,Native,Sri_Lanka,2006,Citizen,None,Kannada,Marathi,Hindi,Kannada,3,7331,34236,0.76,Tourist,Y,Y,Y,0.182
2025,90476411,International_migrant,Bhutan,2010,Resident,Advanced,Odia,Telugu,Kannada,Odia,10,101720,32260,0.354,Tourist,N,N,Y,0.027
2024,81403551,International_migrant,Sri_Lanka,2020,Citizen,Advanced,Punjabi,Hindi,Tamil,Odia,5,123496,16091,0.37,Work,Y,Y,Y,0.165
2018,50980443,Interstate_migrant,Sri_Lanka,2021,Resident,None,Assamese,Malayalam,Assamese,Other,6,193176,5355,0.401,Work,N,N,Y,0.154
2019,98923636,Interstate_migrant,Bhutan,2008,OCI,Basic,Punjabi,Tamil,Bengali,Odia,6,195312,10160,0.418,Study,Y,N,Y,0.131
2024,89652415,Native,Other,2003,Resident,Intermediate,Assamese,Gujarati,Marathi,Urdu,4,71045,3851,0.469,Tourist,N,Y,N,0.243
2020,87461105,Interstate_migrant,Other,1992,OCI,Advanced,Tamil,Urdu,Gujarati,Other,6,45733,18100,0.281,Family,Y,Y,Y,0.698
2019,41412278,Interstate_migrant,Bhutan,1995,Other,None,Hindi,Kannada,Tamil,Gujarati,8,115367,9708,0.832,Refugee,Y,N,Y,0.675
2019,83864833,Interstate_migrant,Other,2020,Citizen,Advanced,Punjabi,Tamil,Urdu,Gujarati,9,102428,39447,0.961,Study,N,Y,N,0.279
2020,14282830,International_migrant,Bhutan,2005,OCI,Intermediate,Kannada,Other,Malayalam,Bengali,5,150771,34621,0.695,Family,Y,Y,Y,0.666
2018,41839842,International_migrant,Pakistan,2016,OCI,None,Odia,Malayalam,Gujarati,Gujarati,2,47270,6109,0.409,Work,Y,Y,N,0.978
2023,23761843,Native,Sri_Lanka,2016,Other,Intermediate,Malayalam,Assamese,Bengali,Other,0,150661,18094,0.661,Refugee,Y,N,N,0.141
2019,90899093,Interstate_migrant,India,2013,Resident,Advanced,Bengali,Gujarati,Urdu,Bengali,8,150668,19212,0.46,Work,N,Y,N,0.654
2018,27401323,Native,Pakistan,2014,Resident,Intermediate,Odia,Hindi,Tamil,Urdu,10,181579,39906,0.673,Tourist,Y,N,Y,0.987
2023,54748600,Native,Other,2025,Citizen,None,Kannada,Tamil,Punjabi,Tamil,10,147820,34969,0.148,Study,N,N,Y,0.55
2020,38676837,Interstate_migrant,Pakistan,1992,Other,Basic,Punjabi,Gujarati,Telugu,Hindi,4,4270,6715,0.577,Tourist,N,Y,Y,0.201
2019,25778793,Interstate_migrant,India,2010,Other,None,Bengali,Assamese,Urdu,Bengali,8,123094,34813,0.061,Family,Y,N,Y,0.382
2020,87929124,International_migrant,Myanmar,2008,Citizen,Intermediate,Kannada,Odia,Gujarati,Tamil,1,50492,5533,0.435,Other,N,Y,N,0.158
2023,53744338,Native,Sri_Lanka,2005,Resident,Advanced,Tamil,Odia,Assamese,Urdu,3,44536,14227,0.068,Tourist,N,N,N,0.835
2020,56976397,Native,Bangladesh,2009,Citizen,Intermediate,Marathi,Urdu,Bengali,Tamil,3,95698,26868,0.725,Tourist,Y,N,N,0.556
2022,48776799,Interstate_migrant,Bangladesh,2020,Other,Intermediate,Telugu,Kannada,Punjabi,Malayalam,3,137050,17452,0.342,Study,N,N,Y,0.431
2024,18947669,Interstate_migrant,Sri_Lanka,1992,Citizen,Advanced,Bengali,Telugu,Malayalam,Tamil,3,109138,20537,0.314,Refugee,N,Y,Y,0.035
2019,41850216,Native,Other,2015,Citizen,Advanced,Bengali,Assamese,Odia,Odia,8,181436,12515,0.739,Family,Y,Y,Y,0.628
2019,90603509,Native,India,1992,Resident,Basic,Malayalam,Marathi,Assamese,Marathi,5,129351,25573,0.247,Family,N,N,Y,0.561
2022,81556943,Interstate_migrant,Nepal,2012,Citizen,Basic,Telugu,Odia,Malayalam,Tamil,0,93731,14884,0.295,Tourist,Y,Y,N,0.214
2020,32366361,International_migrant,Other,2006,Other,Basic,Gujarati,Malayalam,Hindi,Tamil,2,357,36518,0.686,Study,Y,Y,Y,0.025
2025,80292576,Native,India,2016,Resident,None,Marathi,Kannada,Tamil,Bengali,3,33180,30179,0.36,Refugee,Y,N,Y,0.858
2018,80443972,Interstate_migrant,Bangladesh,2009,OCI,Advanced,Odia,Malayalam,Other,Malayalam,1,189070,1646,0.674,Other,N,Y,N,0.871
2025,29458687,International_migrant,Bangladesh,2023,OCI,Intermediate,Urdu,Malayalam,Malayalam,Assamese,9,171125,31198,0.899,Tourist,Y,Y,Y,0.304
2022,81886851,Native,Sri_Lanka,2024,Citizen,Intermediate,Tamil,Marathi,Marathi,Malayalam,8,113561,21297,0.21,Tourist,N,Y,N,0.835
2022,48345611,International_migrant,Pakistan,2023,Citizen,Basic,Gujarati,Hindi,Malayalam,Assamese,6,176982,25153,0.031,Other,N,N,N,0.62
2021,77927239,Native,Sri_Lanka,1990,Resident,None,Bengali,Assamese,Tamil,Tamil,6,183160,13213,0.012,Family,Y,Y,Y,0.766
2018,30654988,Interstate_migrant,Sri_Lanka,1995,Citizen,None,Hindi,Urdu,Gujarati,Hindi,7,30582,6996,0.92,Other,Y,N,Y,0.369
2021,68810018,Native,India,2007,Citizen,Basic,Malayalam,Hindi,Malayalam,Assamese,2,189200,25687,0.546,Tourist,Y,N,Y,0.963
2021,78334226,Interstate_migrant,Nepal,1999,OCI,Advanced,Odia,Tamil,Gujarati,Kannada,4,166638,34159,0.913,Tourist,N,N,N,0.186
2020,44397564,Native,Sri_Lanka,2014,Citizen,Advanced,Punjabi,Telugu,Other,Other,3,113615,23777,0.396,Refugee,N,Y,Y,0.108
2024,13836040,Interstate_migrant,India,2023,Citizen,Basic,Odia,Gujarati,Assamese,Kannada,1,184732,36430,0.95,Work,Y,N,Y,0.964
2018,25340438,International_migrant,Pakistan,2012,Other,Basic,Odia,Marathi,Marathi,Punjabi,5,175692,29234,0.039,Work,Y,Y,Y,0.029
2022,57898589,Native,Myanmar,2006,Resident,Basic,Odia,Marathi,Tamil,Marathi,2,85088,39286,0.196,Other,N,Y,Y,0.192
2024,36395968,Interstate_migrant,Bangladesh,2025,Other,Basic,Malayalam,Odia,Other,Bengali,2,125264,23361,0.179,Work,Y,Y,N,0.525
2021,71809283,Interstate_migrant,Bhutan,1990,OCI,None,Other,Hindi,Bengali,Tamil,8,117119,31361,0.208,Other,Y,Y,N,0.729
2018,87266261,International_migrant,Nepal,2024,Resident,Advanced,Hindi,Gujarati,Punjabi,Bengali,1,67018,4566,0.958,Study,N,N,Y,0.07
2020,87132931,Native,Sri_Lanka,2020,OCI,Intermediate,Punjabi,Other,Marathi,Marathi,7,51531,679,0.817,Other,Y,Y,Y,0.643
2022,28481328,Interstate_migrant,Other,2008,Citizen,Basic,Malayalam,Odia,Telugu,Urdu,0,130221,34728,0.805,Family,Y,N,Y,0.934
2019,40422255,International_migrant,Myanmar,2024,OCI,None,Odia,Gujarati,Malayalam,Odia,3,119811,19686,0.038,Family,Y,N,Y,0.887
2022,52877676,Native,Sri_Lanka,2004,Resident,Basic,Kannada,Punjabi,Marathi,Punjabi,3,44192,4372,0.483,Work,Y,N,Y,0.857
2019,89986915,Interstate_migrant,Bangladesh,2016,Other,Advanced,Other,Gujarati,Other,Gujarati,6,16405,26890,0.141,Work,Y,N,Y,0.474
2019,70384417,International_migrant,India,2022,Other,Intermediate,Marathi,Punjabi,Tamil,Bengali,9,180696,33816,0.013,Other,Y,Y,Y,0.365
2025,28116357,Native,Bangladesh,1997,OCI,None,Assamese,Hindi,Gujarati,Punjabi,0,127336,36954,0.521,Tourist,Y,N,N,0.021
2019,61092392,Interstate_migrant,Other,2014,OCI,None,Kannada,Other,Telugu,Malayalam,8,3425,12682,0.499,Work,N,N,Y,0.528
2025,34952655,Interstate_migrant,Sri_Lanka,1992,Citizen,None,Bengali,Tamil,Tamil,Kannada,1,146747,32906,0.066,Family,Y,Y,N,0.114
2018,59677762,International_migrant,Nepal,2013,Resident,None,Assamese,Gujarati,Bengali,Assamese,9,164697,39102,0.25,Family,N,N,Y,0.533
2018,25098661,Native,Bhutan,2022,OCI,Basic,Bengali,Telugu,Hindi,Malayalam,2,165620,21341,0.361,Family,N,Y,Y,0.019
2022,22878345,International_migrant,Bhutan,2022,Other,Advanced,Tamil,Telugu,Telugu,Assamese,3,95600,5379,0.304,Refugee,Y,N,Y,0.845
2020,33670650,Interstate_migrant,Pakistan,2013,Resident,Advanced,Odia,Other,Urdu,Odia,4,159457,6620,0.457,Other,N,Y,Y,0.694
2025,56976605,Interstate_migrant,Bangladesh,1991,Other,Basic,Gujarati,Telugu,Marathi,Marathi,5,175810,34985,0.162,Refugee,Y,Y,Y,0.09
2020,31089743,Interstate_migrant,Myanmar,2002,Citizen,Intermediate,Assamese,Other,Hindi,Hindi,8,109709,4998,0.457,Refugee,Y,Y,Y,0.467
2022,16457209,Interstate_migrant,Other,2022,Citizen,Intermediate,Telugu,Kannada,Odia,Bengali,7,95743,9383,0.461,Tourist,N,N,N,0.333
2024,46418654,Native,Bhutan,2001,OCI,Intermediate,Other,Urdu,Tamil,Odia,6,66485,22203,0.527,Refugee,N,Y,N,0.839
2018,73931804,International_migrant,Other,1990,Citizen,Intermediate,Assamese,Telugu,Odia,Assamese,4,9725,1233,0.816,Work,N,N,N,0.273
2021,85730444,Native,Bangladesh,2003,OCI,Advanced,Punjabi,Assamese,Punjabi,Malayalam,7,2498,30577,0.819,Other,Y,Y,Y,0.758
2019,94098453,International_migrant,Bhutan,2017,Resident,Basic,Telugu,Bengali,Punjabi,Tamil,3,71453,15999,0.385,Study,Y,Y,N,0.22
2022,63061420,Native,India,1997,Other,Intermediate,Hindi,Marathi,Other,Assamese,9,5076,39364,0.732,Family,Y,N,N,0.869
2021,90749493,International_migrant,India,2010,Other,Intermediate,Bengali,Kannada,Tamil,Malayalam,6,189036,24448,0.867,Family,N,N,Y,0.175
2021,92565186,International_migrant,Pakistan,2024,OCI,Advanced,Telugu,Marathi,Punjabi,Bengali,8,156138,8502,0.39,Study,Y,Y,Y,0.646
2019,91056369,International_migrant,Bangladesh,2002,Other,Intermediate,Assamese,Telugu,Tamil,Urdu,2,23825,38497,0.845,Tourist,N,N,Y,0.379
2024,20354454,International_migrant,Pakistan,2012,Citizen,Basic,Assamese,Hindi,Hindi,Odia,3,133911,30343,0.099,Family,N,N,Y,0.093
2019,83193980,Interstate_migrant,India,1998,Other,Intermediate,Punjabi,Hindi,Bengali,Gujarati,0,113552,3873,0.335,Study,N,N,N,0.587
2022,82344435,Native,Myanmar,2001,Other,Intermediate,Malayalam,Bengali,Punjabi,Other,5,7248,17656,0.498,Refugee,Y,Y,N,0.411
2019,26520400,Interstate_migrant,Myanmar,1993,Other,Advanced,Malayalam,Hindi,Kannada,Marathi,2,130452,10760,0.691,Work,Y,Y,N,0.299
2019,31582262,International_migrant,Other,2000,Resident,None,Kannada,Bengali,Bengali,Telugu,4,85427,10835,0.95,Refugee,Y,N,N,0.533
2020,27324488,International_migrant,Other,2002,Other,Basic,Gujarati,Kannada,Kannada,Tamil,2,7538,10756,0.595,Family,Y,Y,Y,0.411
2023,57703872,Interstate_migrant,Bhutan,1996,Resident,Advanced,Tamil,Punjabi,Bengali,Hindi,4,112307,11472,0.124,Family,N,N,N,0.692
2024,56459542,Interstate_migrant,Bhutan,2006,OCI,Basic,Other,Punjabi,Bengali,Bengali,9,33953,96,0.729,Work,Y,Y,Y,0.65
2018,77458471,Interstate_migrant,Myanmar,1999,Other,Advanced,Odia,Gujarati,Marathi,Gujarati,1,128237,17297,0.349,Other,N,Y,Y,0.778
2021,83731342,Native,Myanmar,1994,Other,Advanced,Marathi,Bengali,Odia,Telugu,5,170149,14711,0.345,Study,N,Y,Y,0.321
2025,52199327,International_migrant,Nepal,2011,Resident,Advanced,Assamese,Tamil,Punjabi,Hindi,10,127747,16554,0.466,Other,Y,N,Y,0.292
2018,47916351,Interstate_migrant,Pakistan,1999,Citizen,None,Odia,Punjabi,Gujarati,Urdu,0,16990,19614,0.068,Other,N,N,N,0.276
2025,35955374,Native,India,2000,Citizen,Basic,Other,Hindi,Assamese,Bengali,4,65805,9813,0.287,Work,N,Y,N,0.024
2021,31458099,Interstate_migrant,Bangladesh,2004,Other,Advanced,Malayalam,Other,Tamil,Other,3,134204,2262,0.672,Family,Y,Y,Y,0.396
2024,36539096,Native,Pakistan,2000,OCI,Basic,Kannada,Odia,Telugu,Punjabi,10,93466,1184,0.158,Study,N,Y,Y,0.715
2024,22191076,Interstate_migrant,Myanmar,1995,Other,None,Punjabi,Odia,Telugu,Odia,5,58299,28603,0.019,Tourist,N,N,Y,0.946
2025,90827234,Native,Nepal,2019,Other,None,Gujarati,Other,Hindi,Bengali,5,186364,8349,0.613,Study,N,Y,Y,0.334
2022,83671248,Interstate_migrant,Sri_Lanka,2000,OCI,Intermediate,Bengali,Punjabi,Kannada,Gujarati,3,59134,12620,0.529,Other,N,N,Y,0.239
2020,89050783,Native,India,2011,Other,Advanced,Urdu,Malayalam,Malayalam,Punjabi,8,81481,35383,0.991,Family,Y,Y,Y,0.222
2019,75241559,Interstate_migrant,Pakistan,1999,Citizen,Basic,Hindi,Kannada,Gujarati,Bengali,7,47173,37159,0.157,Tourist,Y,N,Y,0.47
2024,80057812,Native,Myanmar,2024,Other,Intermediate,Odia,Assamese,Tamil,Punjabi,9,4206,15985,0.837,Other,Y,N,N,0.585
2018,49023731,Interstate_migrant,Other,2009,Citizen,Intermediate,Odia,Malayalam,Hindi,Odia,6,174667,38565,0.556,Work,N,Y,Y,0.022
2024,55365858,Interstate_migrant,Bangladesh,2007,OCI,None,Hindi,Bengali,Telugu,Odia,7,47476,16410,0.426,Study,N,N,N,0.559
2019,29490670,International_migrant,Nepal,1990,OCI,Advanced,Odia,Tamil,Bengali,Punjabi,10,188322,28090,0.113,Family,Y,Y,Y,0.723
2019,30721673,International_migrant,Sri_Lanka,2001,Other,None,Gujarati,Kannada,Hindi,Malayalam,4,50634,32883,0.458,Family,Y,N,N,0.77
2022,40090197,Interstate_migrant,Bangladesh,2001,OCI,None,Gujarati,Odia,Hindi,Hindi,7,163410,15365,0.272,Other,Y,N,N,0.584
2023,80366348,International_migrant,Other,2007,Other,Basic,Bengali,Hindi,Tamil,Malayalam,5,46151,29822,0.907,Refugee,Y,Y,Y,0.276
2019,86658240,International_migrant,Other,2003,Other,Advanced,Punjabi,Hindi,Hindi,Malayalam,8,17887,21856,0.279,Study,N,N,N,0.756
2025,13648047,Native,Bhutan,2021,Citizen,Advanced,Telugu,Bengali,Gujarati,Assamese,7,100316,27328,0.058,Refugee,N,Y,Y,0.121
2018,41750891,International_migrant,India,2005,Other,Basic,Odia,Punjabi,Urdu,Gujarati,7,112404,2749,0.926,Tourist,N,N,Y,0.757
2023,19769522,International_migrant,Nepal,2023,Citizen,Intermediate,Punjabi,Urdu,Gujarati,Malayalam,4,190488,14551,0.004,Tourist,N,Y,N,0.538
2025,70455697,International_migrant,Nepal,1993,Other,Advanced,Odia,Assamese,Kannada,Hindi,8,111528,17103,0.88,Family,Y,Y,Y,0.865
2025,77570303,Interstate_migrant,Pakistan,2008,OCI,Basic,Punjabi,Other,Kannada,Marathi,2,167771,34973,0.955,Family,Y,N,N,0.649
2018,49794735,International_migrant,Bangladesh,2002,Resident,Basic,Bengali,Telugu,Bengali,Punjabi,6,106391,12535,0.524,Refugee,Y,N,Y,0.77
2021,11354055,Native,India,2024,Other,Advanced,Assamese,Gujarati,Bengali,Tamil,2,174247,10995,0.933,Tourist,Y,N,N,0.307
2018,45244516,Native,India,2009,Citizen,Basic,Gujarati,Urdu,Telugu,Malayalam,3,11477,32396,0.497,Other,N,Y,Y,0.895
2024,36794293,International_migrant,Other,2025,OCI,Basic,Bengali,Tamil,Gujarati,Other,7,164572,20395,0.989,Tourist,N,Y,Y,0.985
2019,48687417,International_migrant,Myanmar,1992,OCI,Basic,Kannada,Gujarati,Telugu,Gujarati,9,183220,20298,0.426,Tourist,N,N,N,0.639
2019,41814019,International_migrant,Pakistan,2017,Resident,Advanced,Hindi,Assamese,Assamese,Punjabi,1,91419,7700,0.908,Work,N,N,Y,0.557
2018,98463478,Interstate_migrant,Bangladesh,2010,Citizen,Basic,Marathi,Punjabi,Gujarati,Kannada,4,134792,15018,0.351,Family,Y,N,Y,0.071
2023,82392401,Native,India,2004,Resident,Advanced,Marathi,Tamil,Telugu,Kannada,7,7213,24893,0.688,Tourist,Y,N,Y,0.877
2021,81140461,Native,India,2006,Resident,Basic,Assamese,Gujarati,Hindi,Other,6,153306,8097,0.904,Refugee,Y,Y,Y,0.255
2025,77810210,International_migrant,India,1995,Citizen,None,Malayalam,Other,Punjabi,Kannada,10,148450,24261,0.872,Work,Y,N,N,0.584
2020,42778959,Native,Myanmar,2022,Citizen,Advanced,Bengali,Malayalam,Other,Assamese,5,96394,21807,0.187,Tourist,N,Y,N,0.846
2019,14829604,Interstate_migrant,Bangladesh,2013,Resident,None,Malayalam,Kannada,Assamese,Malayalam,3,68391,18081,0.835,Family,N,Y,Y,0.883
2018,32407965,Native,Bangladesh,2024,Citizen,Advanced,Tamil,Bengali,Gujarati,Odia,7,155128,35062,0.916,Work,Y,Y,N,0.447
2024,35940437,Interstate_migrant,Nepal,2001,OCI,None,Assamese,Gujarati,Marathi,Marathi,10,98016,7666,0.222,Work,N,Y,N,0.407
2021,72965671,Native,Pakistan,1997,Other,Advanced,Odia,Punjabi,Hindi,Urdu,3,109678,27089,0.815,Refugee,N,N,N,0.701
2024,54127203,Native,Myanmar,2016,Other,Basic,Gujarati,Kannada,Gujarati,Urdu,3,67143,3098,0.207,Refugee,N,Y,Y,0.134
2023,70437536,International_migrant,Sri_Lanka,1991,Citizen,Intermediate,Urdu,Tamil,Odia,Hindi,5,180907,16201,0.619,Refugee,N,N,N,0.595
2024,94783077,International_migrant,Myanmar,2009,OCI,None,Assamese,Telugu,Tamil,Urdu,7,127704,28575,0.159,Study,Y,Y,N,0.09
2018,85543969,Interstate_migrant,Myanmar,1993,Resident,None,Kannada,Hindi,Malayalam,Hindi,8,165401,15747,0.221,Family,N,Y,N,0.371
2021,73255313,International_migrant,Pakistan,2002,Other,Advanced,Tamil,Other,Assamese,Other,9,117000,26750,0.248,Refugee,N,N,N,0.613
2019,43846171,International_migrant,India,2012,OCI,Advanced,Tamil,Kannada,Punjabi,Marathi,9,5930,31358,0.297,Family,N,Y,N,0.427
2024,14474085,International_migrant,Nepal,2023,Other,None,Tamil,Other,Bengali,Gujarati,4,139072,26518,0.681,Family,Y,Y,Y,0.529
2022,14594010,Native,Bangladesh,2012,OCI,None,Malayalam,Assamese,Bengali,Gujarati,1,52299,32008,0.764,Work,N,N,N,0.872
2025,92303593,Interstate_migrant,Pakistan,2016,Resident,Basic,Other,Kannada,Odia,Tamil,5,79255,4930,0.865,Refugee,Y,N,Y,0.371
2022,49751857,Interstate_migrant,Nepal,2021,Citizen,None,Bengali,Urdu,Kannada,Gujarati,0,167410,9047,0.083,Family,N,Y,Y,0.261
2024,96280870,International_migrant,Bhutan,1993,Other,Intermediate,Malayalam,Other,Hindi,Bengali,10,89103,4865,0.829,Work,N,Y,N,0.996
