econ_consumer_transaction_week,econ_consumer_merchant_category_code,econ_consumer_payment_channel_type,econ_consumer_spend_amount_inr,econ_consumer_transaction_count,econ_consumer_unique_cardholders,econ_consumer_median_ticket_size,econ_consumer_share_online_pct,econ_consumer_share_instore_pct,econ_consumer_refund_rate_pct,econ_consumer_chargeback_rate_pct,econ_consumer_new_customer_share_pct,econ_consumer_repeat_customer_share_pct,econ_consumer_income_segment,econ_consumer_age_segment,econ_consumer_device_type,econ_consumer_daypart_peak,econ_consumer_holiday_effect_flag,econ_consumer_weather_sensitivity_score,econ_consumer_privacy_aggregation_level
2019-W37,5732,NetBanking,34515102.02,51284,2463,1727.19,94.73,5.27,10.82,1.667,20.79,41.13,Upper_Middle,25_34,Android,Night,N,0.2627,District
2024-W46,5812,UPI,38906334.38,132219,21309,2704.44,35.7,64.3,10.61,1.882,17.82,38.46,Low,25_34,Web,Night,N,0.0754,State
2025-W52,4789,NetBanking,44450060.94,222094,71586,2692.36,41.99,58.01,0.06,2.089,1.59,23.78,Upper_Middle,18_24,iOS,Morning,Y,0.0025,District
2020-W10,5812,CashOnDelivery,10799029.74,120955,6178,200.64,57.21,42.79,9.63,2.776,17.52,84.12,Lower_Middle,45_54,FeaturePhone,Night,N,0.3817,National
2020-W43,5812,NetBanking,55240918.94,73471,64093,3008.65,91.08,8.92,11.47,0.763,29.41,45.73,Middle,45_54,FeaturePhone,Midday,N,0.0006,District
2020-W07,4900,NetBanking,31093047.8,211414,115880,1362.27,95.77,4.23,4.64,1.38,6.83,61.57,Lower_Middle,25_34,Web,Morning,Y,0.2627,City
2019-W35,5912,BNPL,49793052.64,195388,117514,3875.31,87.17,12.83,7.97,2.493,0.12,76.52,High,18_24,Android,Midday,Y,0.5287,City
2023-W30,4814,Wallet,10881709.13,236210,33866,4394.3,32.48,67.52,4.33,0.593,25.49,67.86,Lower_Middle,25_34,FeaturePhone,Morning,Y,0.1558,PinCodeCluster
2025-W40,5812,Card,44464451.38,22993,82271,2608.85,33.7,66.3,2.58,1.846,15.41,43.47,Lower_Middle,45_54,Web,Midday,Y,0.1514,State
2024-W05,4511,Wallet,54195563.3,88802,84532,1370.35,3.02,96.98,0.36,2.364,18.3,74.78,Low,18_24,Android,Midday,N,0.316,State
2020-W10,4511,Wallet,7004072.54,76324,35130,2538.67,21.13,78.87,3.92,2.194,15.06,23.72,Middle,65_plus,Android,Evening,N,0.9132,PinCodeCluster
2022-W05,5732,NetBanking,6397587.37,103835,88240,4282.25,93.95,6.05,3.82,1.322,35.26,87.43,High,25_34,POS,Morning,Y,0.201,State
2021-W48,4111,Wallet,6370529.76,166278,54598,3748.62,88.21,11.79,5.05,1.831,18.22,22.51,Upper_Middle,65_plus,Web,Evening,N,0.5287,State
2022-W35,5411,NetBanking,28097154.35,97279,104433,1364.4,54.58,45.42,4.14,2.354,13.99,66.29,Upper_Middle,35_44,iOS,Evening,N,0.6325,State
2021-W04,5311,CashOnDelivery,24651648.29,57427,23339,4039.34,15.74,84.26,10.55,0.044,6.43,54.36,High,45_54,iOS,Night,N,0.2488,City
2019-W46,4814,UPI,35147493.78,189098,31654,1443.8,57.06,42.94,9.21,2.004,23.45,51.81,Low,55_64,POS,Morning,Y,0.6153,PinCodeCluster
2024-W31,4789,Card,52860912.97,62069,39330,3149.03,24.8,75.2,10.42,2.311,8.31,25.52,High,18_24,POS,Midday,N,0.0288,State
2024-W03,4111,Wallet,42825528.44,10989,117972,2067.45,50.86,49.14,10.18,1.924,33.02,13.02,High,65_plus,iOS,Evening,N,0.3006,City
2021-W13,4722,Wallet,11251441.02,157151,69677,2793.52,47.32,52.68,11.95,1.093,0.24,27.8,Low,18_24,iOS,Night,Y,0.3599,National
2022-W13,4511,BNPL,33731511.94,9438,25940,1130.54,53.9,46.1,10.4,0.126,27.93,62.34,Middle,35_44,Web,Morning,Y,0.348,National
2020-W50,4900,Wallet,5808305.26,25689,105796,3036.96,54.16,45.84,7.39,0.629,13.38,58.24,Low,55_64,FeaturePhone,Night,N,0.0045,PinCodeCluster
2025-W09,8062,BNPL,10448224.61,26133,95627,4068.88,75.93,24.07,1.69,2.201,26.12,59.82,Upper_Middle,25_34,Android,Morning,Y,0.5853,National
2019-W28,8062,UPI,15376847.94,146251,80769,1722.04,81.83,18.17,9.08,0.016,39.66,62.23,Upper_Middle,18_24,Android,Evening,Y,0.0428,National
2023-W45,5812,CashOnDelivery,12183313.12,153153,82643,4272.67,48.62,51.38,4.45,2.091,18.41,57.9,Middle,55_64,FeaturePhone,Morning,N,0.3444,National
2025-W49,4111,CashOnDelivery,25093600.63,137232,45124,3723.65,49.52,50.48,3.37,0.232,19.65,58.22,High,65_plus,POS,Morning,Y,0.6377,State
2020-W39,5311,CashOnDelivery,50017672.76,232969,15768,1921.16,93.98,6.02,10.21,1.826,23.61,67.62,High,45_54,POS,Evening,N,0.2856,State
2019-W09,4722,NetBanking,57088615.91,238269,59209,192.39,41.23,58.77,9.73,2.337,28.34,45.75,High,55_64,Web,Midday,Y,0.8818,District
2023-W50,5411,CashOnDelivery,7209593.52,224569,95677,2814.71,44.49,55.51,11.89,2.521,25.27,74.25,High,35_44,Web,Night,Y,0.7445,District
2024-W41,5812,Card,29851773.99,107302,11046,1140.6,81.95,18.05,4.61,1.06,20.08,86.9,Upper_Middle,18_24,POS,Morning,Y,0.7497,State
2019-W29,5732,BNPL,10415064.8,103130,36685,2956.39,58.42,41.58,10.13,0.614,28.53,95.51,Low,25_34,Web,Midday,Y,0.1407,District
2020-W43,4789,Wallet,53081337.93,121927,86140,1342.35,82.47,17.53,0.01,0.509,39.33,55.79,Low,18_24,Web,Morning,N,0.0175,National
2021-W47,5411,Wallet,28650406.67,97056,110320,2648.07,92.59,7.41,6.26,0.219,21.09,34.07,Lower_Middle,25_34,Android,Morning,Y,0.858,PinCodeCluster
2019-W15,4814,CashOnDelivery,34058131.63,56013,8477,745.44,80.27,19.73,0.32,2.05,32.06,53.67,Low,45_54,Web,Morning,N,0.5356,PinCodeCluster
2019-W13,8062,UPI,5149819.68,8989,1033,3101.37,78.99,21.01,6.14,1.111,11.99,50.63,Middle,55_64,iOS,Midday,N,0.2402,City
2020-W17,4722,BNPL,59084124.77,133759,71365,2594.53,95.86,4.14,7.5,2.71,10.11,54.78,Low,35_44,POS,Night,Y,0.9116,National
2023-W20,5411,Card,17986767.4,124697,40279,1416.36,51.3,48.7,3.33,1.882,33.2,15.67,Lower_Middle,55_64,FeaturePhone,Evening,N,0.2741,City
2020-W53,5411,BNPL,9782727.16,196161,72794,2245.66,83.48,16.52,6.0,0.391,24.54,30.9,Middle,25_34,FeaturePhone,Night,N,0.0376,PinCodeCluster
2019-W14,4900,UPI,31808343.91,35499,59874,2188.5,63.59,36.41,9.53,0.954,8.54,48.1,High,18_24,FeaturePhone,Midday,N,0.1233,PinCodeCluster
2022-W29,4789,Card,35982189.84,247797,97035,3376.89,68.21,31.79,9.75,2.186,11.32,58.16,Middle,35_44,FeaturePhone,Morning,N,0.7784,District
2020-W41,5311,NetBanking,50426155.94,21687,82294,3445.93,69.54,30.46,4.59,1.636,19.29,25.5,Upper_Middle,45_54,Web,Morning,N,0.2654,District
2020-W06,4789,Card,18863738.73,218291,46040,2140.31,50.3,49.7,5.78,1.699,15.73,51.99,Middle,55_64,Android,Midday,N,0.0242,City
2022-W04,4511,UPI,20098114.42,214440,114038,4435.74,39.98,60.02,8.36,0.565,38.89,71.13,Low,35_44,Web,Night,Y,0.4134,City
2024-W46,5541,UPI,26610740.47,214332,25191,1867.88,53.91,46.09,7.49,2.344,18.63,61.17,High,55_64,iOS,Evening,N,0.3656,National
2024-W23,4511,CashOnDelivery,56343436.16,47749,50399,3062.14,56.92,43.08,10.7,2.616,16.46,74.06,Lower_Middle,55_64,POS,Morning,Y,0.5554,City
2023-W26,4722,NetBanking,29431664.13,7948,45882,410.66,83.55,16.45,5.41,2.685,26.62,23.83,Low,35_44,FeaturePhone,Evening,N,0.7929,City
2025-W05,4814,CashOnDelivery,40433099.6,154918,53386,469.47,45.45,54.55,8.71,1.884,2.32,35.32,Lower_Middle,65_plus,POS,Morning,Y,0.5498,City
2021-W45,8062,CashOnDelivery,6291910.21,236582,109771,149.33,58.9,41.1,2.47,1.665,21.22,56.65,Low,65_plus,FeaturePhone,Night,N,0.6967,PinCodeCluster
2019-W16,5999,NetBanking,59552229.78,172571,86877,2319.26,76.64,23.36,3.84,2.249,8.17,70.45,High,25_34,Android,Night,Y,0.1688,District
2019-W03,5541,NetBanking,23761318.47,208625,42394,797.48,35.63,64.37,10.09,0.997,14.43,39.04,Upper_Middle,18_24,Web,Night,N,0.5442,PinCodeCluster
2025-W02,5999,Card,14809103.22,4346,35671,1459.26,77.35,22.65,3.22,2.205,18.2,24.48,Upper_Middle,45_54,iOS,Night,Y,0.2412,State
2019-W51,5311,NetBanking,55693640.51,201709,78095,1529.94,95.73,4.27,8.82,2.999,15.07,46.29,Upper_Middle,18_24,Android,Morning,N,0.4809,National
2019-W09,5912,UPI,37862511.49,196082,25663,1625.91,44.55,55.45,1.65,1.647,37.38,76.29,Middle,55_64,FeaturePhone,Morning,Y,0.1722,PinCodeCluster
2025-W19,5311,Wallet,29545173.16,91064,79605,2186.07,65.49,34.51,0.76,0.217,13.44,15.38,Lower_Middle,18_24,FeaturePhone,Midday,Y,0.4896,State
2019-W12,5311,BNPL,20655841.3,63041,34470,2175.33,49.23,50.77,10.47,0.481,1.17,90.07,Low,35_44,FeaturePhone,Midday,Y,0.0145,State
2024-W38,4900,CashOnDelivery,13015609.62,192870,86617,1952.09,67.33,32.67,5.11,2.889,28.02,73.84,Middle,25_34,FeaturePhone,Night,Y,0.9898,PinCodeCluster
2021-W05,4111,Card,59142844.61,161853,88504,1632.68,37.77,62.23,7.93,0.122,33.64,18.77,Low,25_34,iOS,Evening,Y,0.8658,City
2019-W08,4789,UPI,31988937.47,161927,50719,3768.54,36.26,63.74,1.65,0.368,33.84,94.38,Middle,45_54,Android,Evening,N,0.5532,National
2021-W14,5541,Wallet,17782333.78,111963,22149,416.1,42.4,57.6,2.47,0.514,36.29,97.42,High,55_64,Android,Morning,Y,0.3563,National
2022-W06,5411,UPI,30918181.5,28077,116377,743.5,46.01,53.99,5.55,0.463,23.45,82.8,Low,25_34,Web,Midday,N,0.7322,City
2023-W32,4900,Card,34325551.47,143647,162,4210.01,94.04,5.96,0.18,2.791,32.41,61.99,Lower_Middle,65_plus,POS,Morning,Y,0.2948,State
2024-W05,5541,CashOnDelivery,21823327.46,157523,107556,4211.51,40.22,59.78,4.3,1.014,8.46,84.8,Upper_Middle,55_64,FeaturePhone,Night,Y,0.7358,National
2025-W26,5999,UPI,8951087.08,171235,82193,2747.87,93.57,6.43,11.37,2.742,4.06,77.53,Middle,35_44,POS,Evening,Y,0.8038,National
2019-W18,5812,UPI,25956468.48,64359,11703,1195.64,50.09,49.91,2.3,0.956,20.75,35.06,Middle,65_plus,POS,Night,N,0.5083,State
2019-W19,4511,Wallet,49452036.76,25348,81181,2220.41,81.25,18.75,2.79,2.575,26.39,39.86,High,45_54,iOS,Night,N,0.2386,City
2020-W06,5912,UPI,25075228.6,30146,89587,3400.22,57.31,42.69,6.98,0.895,24.91,65.75,Low,35_44,iOS,Morning,N,0.4662,PinCodeCluster
2020-W41,5311,Wallet,14288439.45,44900,4368,3116.01,48.47,51.53,5.58,2.772,26.97,33.86,Low,45_54,iOS,Evening,Y,0.6676,National
2022-W40,4814,BNPL,35412977.98,39962,30822,3714.13,34.87,65.13,9.72,1.615,1.57,47.65,Low,25_34,Android,Midday,N,0.125,State
2024-W33,5812,CashOnDelivery,58309250.22,199319,28127,3876.22,21.63,78.37,9.83,1.119,12.5,67.22,Low,65_plus,FeaturePhone,Midday,Y,0.8501,City
2019-W23,5912,BNPL,13217818.21,173549,113066,2176.45,43.46,56.54,3.63,2.327,38.12,65.82,High,25_34,iOS,Evening,Y,0.7356,PinCodeCluster
2022-W25,5812,UPI,38003990.16,117154,100124,1568.77,82.8,17.2,4.44,0.606,5.77,10.66,Low,25_34,POS,Morning,N,0.6584,State
2021-W39,5912,Card,55440741.76,88935,87098,3240.8,53.27,46.73,7.02,2.984,6.8,83.76,Lower_Middle,65_plus,Android,Midday,Y,0.2586,National
2023-W21,8062,Card,44367281.04,53312,29164,3099.52,33.02,66.98,9.98,1.887,1.61,60.97,High,18_24,POS,Morning,Y,0.9817,State
2019-W04,5541,CashOnDelivery,25535850.5,150122,106668,3054.44,21.26,78.74,2.03,1.057,20.22,50.17,Middle,35_44,iOS,Morning,Y,0.6255,PinCodeCluster
2021-W21,4511,Wallet,10206555.74,6314,22739,3035.25,77.17,22.83,9.28,2.855,12.76,92.22,Middle,35_44,POS,Night,N,0.3531,PinCodeCluster
2025-W13,5999,Wallet,27007118.35,246768,119021,3210.49,58.47,41.53,9.61,2.885,11.05,87.49,Upper_Middle,45_54,FeaturePhone,Evening,N,0.8033,National
2021-W10,4789,Wallet,19279465.89,143426,43245,4068.41,37.93,62.07,7.1,2.859,10.82,96.05,Lower_Middle,65_plus,POS,Morning,N,0.9424,PinCodeCluster
2022-W28,8062,Card,30238184.69,160062,11239,1315.99,18.08,81.92,8.34,0.395,37.56,18.3,Upper_Middle,45_54,Web,Midday,N,0.5858,National
2021-W11,5411,Wallet,50416238.81,163635,4364,4296.82,35.99,64.01,7.31,2.771,14.41,15.46,Middle,35_44,POS,Morning,Y,0.1326,District
2019-W31,4900,NetBanking,43923716.87,32458,96202,3657.76,50.47,49.53,10.15,1.084,36.97,41.23,Middle,25_34,POS,Morning,N,0.0411,City
2019-W50,5999,CashOnDelivery,8765346.61,165984,18776,2354.32,41.48,58.52,9.5,1.882,30.97,72.58,Upper_Middle,18_24,iOS,Midday,Y,0.4723,PinCodeCluster
2024-W29,8062,BNPL,25712016.61,212568,21080,4000.23,43.9,56.1,8.8,1.747,11.11,97.9,Upper_Middle,25_34,FeaturePhone,Night,Y,0.751,State
2022-W19,4511,BNPL,53439071.33,79196,15668,4418.2,53.37,46.63,2.36,2.945,34.8,55.35,High,45_54,POS,Midday,N,0.9352,National
2024-W12,4722,Wallet,31896696.83,51973,101598,1521.55,69.08,30.92,5.23,1.578,39.45,85.12,Upper_Middle,18_24,POS,Evening,N,0.8113,PinCodeCluster
2025-W52,4900,CashOnDelivery,4535216.73,118705,46576,1169.33,59.04,40.96,9.37,1.989,34.92,25.76,Lower_Middle,55_64,Web,Morning,Y,0.384,City
2025-W42,8062,NetBanking,10426933.0,1211,68658,4431.1,55.01,44.99,11.07,2.324,26.01,17.81,High,45_54,iOS,Night,Y,0.6873,District
2020-W44,4111,Card,19918304.39,119846,114762,3068.39,8.93,91.07,9.7,1.929,9.44,19.07,Low,18_24,Android,Midday,Y,0.8481,State
2025-W44,4511,Card,33996406.09,106086,26457,555.43,23.64,76.36,4.68,2.44,14.18,88.37,Middle,35_44,FeaturePhone,Night,Y,0.5435,City
2020-W19,4722,BNPL,841223.23,227201,1995,1722.48,89.43,10.57,0.58,2.68,24.23,26.74,Low,18_24,POS,Night,Y,0.1847,National
2019-W30,5541,Wallet,25471082.46,119148,94807,1117.05,55.65,44.35,3.17,1.532,19.34,84.03,Low,45_54,iOS,Morning,N,0.3098,PinCodeCluster
2024-W22,8062,Wallet,6180430.24,55509,32492,3221.79,70.62,29.38,6.41,1.579,11.86,11.73,Middle,55_64,Web,Evening,Y,0.1053,District
2025-W36,4789,NetBanking,2049849.74,131995,38532,917.92,64.85,35.15,5.99,0.417,2.26,37.36,High,65_plus,FeaturePhone,Midday,Y,0.4088,National
2021-W06,5541,CashOnDelivery,29305262.18,15949,118736,1267.24,51.85,48.15,2.8,1.936,29.78,96.61,Upper_Middle,25_34,POS,Night,N,0.4162,PinCodeCluster
2022-W40,4511,NetBanking,50070949.4,154093,107443,3012.99,51.23,48.77,8.05,0.94,2.29,33.1,High,18_24,FeaturePhone,Evening,Y,0.2992,State
2022-W41,4111,BNPL,52147647.09,238710,89621,2967.21,86.71,13.29,6.53,0.223,24.39,83.12,Upper_Middle,18_24,POS,Night,Y,0.2293,National
2024-W22,5411,NetBanking,45283781.44,241498,78224,3688.02,29.62,70.38,0.86,2.643,23.75,35.02,Upper_Middle,35_44,Web,Morning,N,0.1575,PinCodeCluster
2025-W16,4511,CashOnDelivery,7402906.9,25277,116896,1694.39,74.23,25.77,9.31,2.577,11.31,28.82,Upper_Middle,55_64,FeaturePhone,Night,Y,0.9977,City
2024-W51,5311,UPI,6038838.78,80125,119493,173.51,56.94,43.06,11.09,0.178,39.98,55.24,Low,25_34,POS,Night,N,0.9627,District
2019-W39,5311,NetBanking,6116874.87,132595,88962,571.57,50.89,49.11,6.4,1.746,17.92,41.15,Upper_Middle,55_64,Web,Midday,Y,0.2454,District
2019-W19,4789,UPI,35994334.86,117003,113471,1033.48,61.41,38.59,11.88,1.684,39.48,79.57,High,55_64,POS,Evening,N,0.7568,District
2024-W44,5999,Wallet,7476518.43,59070,13026,3437.67,24.94,75.06,4.9,0.224,32.9,62.84,Lower_Middle,35_44,POS,Night,N,0.5728,District
2024-W35,4111,NetBanking,55538555.88,46821,92335,2359.87,7.15,92.85,9.95,0.903,0.7,75.01,High,35_44,FeaturePhone,Night,N,0.222,City
2019-W51,4900,BNPL,1984808.55,238066,99175,2156.41,18.96,81.04,4.72,1.117,8.52,91.58,Middle,35_44,FeaturePhone,Morning,Y,0.4552,PinCodeCluster
2019-W12,4511,Wallet,58436305.55,87208,107292,2137.86,48.16,51.84,5.54,2.758,15.85,95.4,Upper_Middle,55_64,POS,Evening,Y,0.8939,District
2025-W52,5999,Card,38421582.36,144500,5308,524.57,42.69,57.31,6.46,0.185,4.21,27.12,Low,35_44,Web,Morning,Y,0.1723,State
2023-W15,4111,NetBanking,32341200.68,17267,29169,818.28,51.33,48.67,2.71,1.466,16.36,38.86,Upper_Middle,25_34,POS,Morning,Y,0.6934,PinCodeCluster
2021-W36,4511,BNPL,56327561.11,31912,60996,262.86,47.75,52.25,8.41,0.98,21.22,32.8,Middle,25_34,Web,Evening,N,0.598,District
2021-W51,4111,UPI,59061569.9,167902,21329,2568.58,46.2,53.8,4.04,0.887,5.13,11.72,Upper_Middle,25_34,Web,Evening,Y,0.9098,PinCodeCluster
2025-W13,5411,UPI,4603286.99,93653,40019,3525.1,46.82,53.18,11.21,1.786,10.13,77.18,Middle,25_34,iOS,Evening,N,0.9862,City
2023-W05,4511,BNPL,49031368.23,201960,118490,1573.47,80.68,19.32,3.47,2.086,21.31,36.55,Low,65_plus,POS,Morning,Y,0.3102,National
2022-W44,4722,Wallet,21868088.27,115664,21676,2831.98,66.15,33.85,3.19,0.782,5.75,16.02,Lower_Middle,55_64,Web,Midday,N,0.8698,City
2020-W23,5999,BNPL,38103619.49,200970,85044,1185.58,71.79,28.21,9.04,0.532,2.29,24.65,High,45_54,POS,Morning,Y,0.2075,State
2023-W48,5732,Card,57232036.69,152814,26175,2936.95,42.01,57.99,0.46,1.342,4.36,20.92,Upper_Middle,18_24,FeaturePhone,Night,N,0.3359,City
2024-W36,5812,Card,7909610.85,175900,64131,2345.73,49.81,50.19,3.83,1.751,8.08,72.04,Middle,45_54,Android,Morning,N,0.9028,National
2021-W31,5311,NetBanking,41708967.37,39240,102209,2611.73,50.76,49.24,6.49,0.038,23.38,89.97,High,35_44,iOS,Night,N,0.6007,National
2019-W51,4111,NetBanking,23970666.59,243071,73082,971.76,57.15,42.85,5.57,1.757,32.04,37.21,Upper_Middle,25_34,FeaturePhone,Midday,N,0.1948,PinCodeCluster
2022-W21,4789,NetBanking,47306374.87,85922,39012,2337.17,69.32,30.68,0.95,0.727,10.09,52.05,Upper_Middle,25_34,POS,Night,N,0.1548,City
2021-W38,8062,CashOnDelivery,59606398.18,210349,110518,630.29,57.75,42.25,3.6,0.966,0.43,75.69,Middle,18_24,iOS,Evening,N,0.2239,State
2025-W35,4111,NetBanking,28905817.16,174355,5825,2596.26,8.84,91.16,0.19,2.606,33.52,74.88,Middle,35_44,Web,Midday,Y,0.87,District
2022-W08,5311,Wallet,17283685.93,2987,66799,2610.89,26.38,73.62,0.95,2.253,3.71,79.0,Middle,18_24,FeaturePhone,Evening,Y,0.6575,City
2021-W40,4789,CashOnDelivery,59734534.35,68044,46411,2829.52,55.92,44.08,2.28,0.425,28.21,76.78,Middle,65_plus,iOS,Night,Y,0.1291,State
2021-W44,5999,NetBanking,49204106.6,148057,57076,481.7,34.68,65.32,4.23,2.468,0.84,69.19,High,45_54,Android,Morning,Y,0.556,PinCodeCluster
2020-W45,4111,Card,10071264.67,76064,7002,993.3,60.02,39.98,0.73,1.426,16.06,18.39,Lower_Middle,35_44,Web,Midday,Y,0.556,PinCodeCluster
2019-W19,4722,Wallet,42996842.66,108986,50684,3256.06,77.01,22.99,2.33,2.779,39.5,30.06,Middle,65_plus,Android,Night,N,0.0573,National
2022-W36,5912,Card,17711765.99,158778,13014,569.77,41.5,58.5,10.55,1.954,33.58,18.18,Upper_Middle,55_64,POS,Midday,Y,0.6314,City
2020-W39,5411,BNPL,38575070.45,149241,84653,4181.42,53.12,46.88,9.64,0.556,18.78,36.23,Lower_Middle,45_54,iOS,Night,N,0.1253,National
2022-W10,5912,BNPL,2132942.98,141267,5208,4208.64,66.61,33.39,9.09,1.404,14.77,91.8,Low,55_64,POS,Morning,N,0.7961,National
2025-W19,5541,Card,17315730.46,156898,71579,3906.84,70.47,29.53,7.22,0.957,34.74,30.9,High,55_64,POS,Night,Y,0.307,National
2024-W46,5812,Card,17452864.87,203724,42706,1341.79,55.8,44.2,0.5,0.996,20.59,75.49,Lower_Middle,65_plus,Web,Evening,N,0.7134,National
2022-W35,4111,NetBanking,5606699.63,159218,86003,982.44,28.99,71.01,10.23,0.589,0.91,66.08,Upper_Middle,18_24,POS,Night,Y,0.3081,National
2019-W29,5912,NetBanking,18239923.15,189229,76145,2707.75,24.43,75.57,2.44,0.501,5.52,13.94,High,45_54,Web,Evening,Y,0.808,National
2020-W18,4814,Wallet,55721059.28,156086,8008,2931.45,35.32,64.68,10.82,1.314,9.68,13.65,Low,65_plus,Web,Morning,N,0.9895,PinCodeCluster
2020-W06,5541,BNPL,25278687.92,247901,53124,2875.64,50.62,49.38,2.56,2.203,35.98,42.13,Upper_Middle,25_34,iOS,Morning,N,0.5286,PinCodeCluster
2020-W40,5311,CashOnDelivery,43434726.43,99715,90621,3024.18,56.97,43.03,6.75,2.993,32.51,64.34,High,18_24,Web,Night,N,0.1764,District
2021-W51,5912,NetBanking,52987954.71,60868,111321,4362.92,71.16,28.84,3.17,1.709,18.03,35.54,Upper_Middle,25_34,Android,Night,Y,0.555,State
2021-W30,4900,Card,52645267.0,106057,116496,3452.43,55.64,44.36,1.42,2.94,1.05,34.89,Lower_Middle,18_24,Web,Evening,N,0.6098,State
2022-W29,4814,UPI,7562014.26,68535,56037,2473.19,77.66,22.34,0.54,1.198,0.8,52.82,Lower_Middle,65_plus,Web,Evening,Y,0.5285,National
2025-W52,5999,CashOnDelivery,28493010.71,168504,71305,1037.39,75.52,24.48,2.3,2.691,36.64,28.69,Upper_Middle,18_24,Android,Night,N,0.5494,PinCodeCluster
2022-W26,4111,Wallet,8735201.9,91587,35304,3920.85,83.31,16.69,1.43,0.337,21.46,10.65,High,35_44,Web,Morning,Y,0.1365,National
2021-W33,4722,CashOnDelivery,28122229.06,74007,77338,4121.64,45.15,54.85,6.84,0.649,20.51,27.9,Low,55_64,Web,Evening,Y,0.5441,State
2022-W32,4511,Card,4573810.22,82906,1435,591.45,24.53,75.47,2.95,2.343,26.81,25.6,Middle,65_plus,Web,Night,N,0.076,National
2024-W02,4789,CashOnDelivery,23872997.46,184638,65577,3455.03,45.95,54.05,5.43,0.464,36.89,13.94,Lower_Middle,25_34,iOS,Morning,Y,0.427,National
2022-W01,5541,Card,6552599.55,160456,8693,227.24,28.58,71.42,11.03,2.871,3.94,58.21,Low,25_34,FeaturePhone,Midday,Y,0.1045,PinCodeCluster
2025-W08,5999,UPI,36003757.05,214477,41134,856.97,54.42,45.58,10.03,0.304,29.18,15.08,Lower_Middle,55_64,Android,Evening,N,0.4454,District
2019-W29,8062,Card,18249568.8,78795,1591,784.88,48.99,51.01,10.77,1.437,14.85,65.16,Low,65_plus,Android,Midday,N,0.3799,National
2023-W39,8062,CashOnDelivery,698676.92,167929,38541,4370.29,40.01,59.99,1.08,0.465,23.2,34.6,High,65_plus,iOS,Morning,N,0.0671,District
2025-W08,4900,CashOnDelivery,45265682.0,34458,11583,2146.52,91.1,8.9,9.16,0.312,26.64,75.56,Low,25_34,Web,Evening,N,0.3776,PinCodeCluster
2025-W19,5311,Card,20945946.01,229857,67052,2027.63,52.77,47.23,7.83,1.284,39.81,64.61,Upper_Middle,55_64,Web,Evening,N,0.1282,City
2024-W02,4722,Wallet,8819186.5,129070,73000,2219.21,18.06,81.94,4.92,0.154,20.65,74.53,Middle,25_34,Web,Morning,Y,0.1461,National
2024-W02,4722,BNPL,30819066.53,101911,27915,3958.58,52.49,47.51,6.34,1.442,30.11,74.61,Middle,25_34,POS,Evening,N,0.6751,City
2020-W31,4511,UPI,35106129.97,108429,6276,1914.77,33.17,66.83,0.54,2.642,16.22,29.1,Lower_Middle,25_34,Android,Night,Y,0.4301,District
2025-W33,5311,Wallet,24019964.94,145764,81207,213.46,45.79,54.21,10.21,0.955,21.72,90.58,Lower_Middle,45_54,FeaturePhone,Evening,N,0.5407,PinCodeCluster
2023-W37,4789,UPI,12926053.76,128570,9618,1499.18,53.79,46.21,5.04,1.343,10.74,78.63,Middle,25_34,iOS,Midday,Y,0.3249,National
2020-W44,5812,Card,39307388.81,119430,116934,3525.59,26.51,73.49,10.23,1.722,13.64,19.92,High,65_plus,Web,Midday,N,0.1755,PinCodeCluster
2024-W47,8062,Wallet,31556911.58,243680,61574,2312.68,54.21,45.79,8.7,2.858,10.11,81.3,High,35_44,POS,Night,Y,0.4288,District
2025-W14,5311,UPI,35781523.2,54310,75989,1608.15,87.08,12.92,10.13,1.515,14.72,45.4,Upper_Middle,65_plus,POS,Midday,N,0.0201,National
2023-W33,4789,CashOnDelivery,12490288.81,150322,107163,4126.86,66.25,33.75,6.41,0.697,39.15,37.96,Lower_Middle,55_64,FeaturePhone,Evening,N,0.162,District
2020-W13,5732,NetBanking,46508498.9,63887,109461,3441.74,21.78,78.22,7.84,1.362,16.13,61.24,Lower_Middle,45_54,Android,Evening,N,0.8526,State
2025-W16,4111,UPI,9186534.27,90488,99088,2106.96,50.59,49.41,9.35,0.805,29.47,42.96,Middle,35_44,POS,Midday,Y,0.9273,City
2019-W01,8062,BNPL,23337488.56,97090,114519,3632.71,16.62,83.38,6.53,2.961,38.86,59.64,Lower_Middle,18_24,POS,Midday,N,0.7418,District
2020-W29,4111,BNPL,32653137.46,51321,103006,4400.2,39.97,60.03,4.16,1.575,5.75,20.58,Lower_Middle,65_plus,FeaturePhone,Midday,Y,0.6227,National
2023-W26,5411,BNPL,48430519.07,43851,62741,376.02,94.56,5.44,4.67,0.312,10.22,45.33,High,45_54,Web,Morning,N,0.575,City
2021-W43,5912,Wallet,45622587.27,173768,104041,1101.39,55.04,44.96,1.57,0.681,5.74,97.67,Low,55_64,iOS,Night,N,0.5548,City
2019-W26,5999,UPI,39303896.06,95441,4533,1382.29,37.33,62.67,7.04,0.999,27.15,51.11,Upper_Middle,35_44,FeaturePhone,Midday,N,0.3026,City
2022-W15,4789,UPI,45009031.55,231482,60264,3821.78,27.77,72.23,6.51,1.609,3.28,34.66,Low,35_44,FeaturePhone,Evening,Y,0.8422,PinCodeCluster
