econ_fiscal_reference_year,econ_fiscal_country_iso2,econ_fiscal_gov_sector_esa2010,econ_fiscal_deficit_surplus_eur,econ_fiscal_deficit_surplus_pct_gdp,econ_fiscal_gross_debt_eur,econ_fiscal_gross_debt_pct_gdp,econ_fiscal_interest_expenditure_eur,econ_fiscal_primary_balance_pct_gdp,econ_fiscal_structural_balance_pct_gdp,econ_fiscal_excessive_deficit_procedure_status,econ_fiscal_sgp_corrective_arm_flag,econ_fiscal_sgp_preventive_arm_flag,econ_fiscal_debt_reduction_benchmark_flag,econ_fiscal_expenditure_benchmark_flag,econ_fiscal_one_off_measures_eur,econ_fiscal_revenue_total_eur,econ_fiscal_expenditure_total_eur,econ_fiscal_eurostat_table_code,econ_fiscal_data_extract_date
2016,CY,S13,17315802313.33,4.783,322820424896.52,89.17,7307289587.73,5.855,5.836,UNKNOWN,0,0,0,0,1396872797.63,146407476309.12,129091673995.79,gov_10dd_edpt1,2025-04-28
2017,FR,S1312,-16925868874.44,-4.634,308763789260.23,84.534,9632314283.59,-2.398,-5.875,ON_WATCHLIST,0,1,0,1,-1746037353.65,182401095116.63,199326963991.07,gov_10q_ggdebt,2025-08-11
2018,IT,S1314,-4822874037.98,-1.311,522577347706.24,142.052,4531212423.01,0.182,-1.915,OUT_EDP,0,1,1,1,-1656185114.17,139848653337.26,144671527375.24,gov_10dd_edpt2,2025-03-13
2019,NL,S1311,-31972350191.25,-8.657,587416685066.33,159.052,24242903963.21,-6.945,-8.626,IN_EDP,1,0,1,1,-1422658992.05,154700673298.57,186673023489.82,gov_10dd_sgpe,2024-05-22
2020,SI,S1313,-30237905455.75,-8.134,607445840322.75,163.403,15486620937.07,-7.332,-6.91,UNKNOWN,0,0,0,1,1304585700.13,171943424492.72,202181329948.47,gov_10dd_ma,2025-12-29
2021,BG,S13,-43594317840.84,-11.631,304121997214.83,81.14,5617305381.37,-12.707,-9.922,ON_WATCHLIST,0,1,0,0,464852030.65,151356339118.56,194950656959.4,gov_10dd_edpt1,2025-03-15
2022,EE,S1312,6211053384.53,1.645,487207109775.08,129.037,6899434674.84,0.724,1.385,OUT_EDP,0,1,0,1,-1065757537.64,183692470551.65,177481417167.12,gov_10q_ggdebt,2025-02-04
2023,HU,S1314,-11280107767.32,-2.967,357788898508.51,94.109,8261529044.7,-0.522,-4.115,IN_EDP,1,0,1,1,1738643251.65,186858197177.74,198138304945.06,gov_10dd_edpt2,2024-10-30
2024,LU,S1311,-44716405151.28,-11.684,417652908058.41,109.129,5902144981.09,-10.732,-12.928,UNKNOWN,0,0,0,1,588491885.57,188966793682.33,233683198833.61,gov_10dd_sgpe,2025-04-10
2025,RO,S1313,8891250780.3,2.313,191536685097.32,49.827,4080736500.64,1.157,1.592,ON_WATCHLIST,0,1,0,1,-1213493262.38,180634365788.97,171743115008.67,gov_10dd_ma,2025-12-25
2026,AT,S13,-35540985869.4,-9.179,141749640668.12,36.609,4279582772.18,-6.929,-9.028,OUT_EDP,0,1,0,0,34359072.88,187903937187.86,223444923057.26,gov_10dd_edpt1,2025-06-11
2010,CZ,S1312,16917864058.64,4.346,137082968896.69,35.215,4725176894.55,2.927,5.846,IN_EDP,1,0,0,0,216385854.9,158235088242.4,141317224183.76,gov_10q_ggdebt,2024-01-12
2011,DE,S1314,-15727324482.37,-4.003,310876911564.42,79.126,6448096978.76,-1.733,-5.576,UNKNOWN,0,0,1,0,-766495202.05,169266784021.54,184994108503.91,gov_10dd_edpt2,2025-11-23
2012,LV,S1311,-13282572358.9,-3.364,318608004989.39,80.692,7845327958.28,-1.19,-5.278,ON_WATCHLIST,0,1,0,0,710394598.4,187240772745.95,200523345104.85,gov_10dd_sgpe,2025-06-02
2013,PL,S1313,13486879184.11,3.399,390433050296.67,98.398,4170539751.14,2.674,4.197,OUT_EDP,0,1,1,0,28049221.92,193153089167.86,179666209983.75,gov_10dd_ma,2025-09-30
2014,ES,S13,-39300704233.06,-9.839,493473686590.14,123.542,14046515190.29,-10.625,-10.989,IN_EDP,1,0,1,1,-915210054.97,186038442631.59,225339146864.65,gov_10dd_edpt1,2025-07-21
2015,HR,S1312,-43259996126.86,-10.752,436369921868.52,108.457,7137025163.86,-12.011,-9.465,UNKNOWN,0,0,0,1,-1438393160.0,181609137797.1,224869133923.96,gov_10q_ggdebt,2024-08-05
2016,FI,S1314,1681227780.7,0.415,733926821424.15,181.165,19936997049.3,-0.305,1.529,ON_WATCHLIST,0,1,0,1,603340197.37,175928732024.51,174247504243.81,gov_10dd_edpt2,2025-11-24
2017,IE,S1311,-2380258011.54,-0.583,207368241275.98,50.791,5272930345.85,-1.274,-1.49,OUT_EDP,0,1,0,1,618672730.6,207458078316.71,209838336328.25,gov_10dd_sgpe,2024-04-15
2018,MT,S1313,-10171185864.7,-2.482,444118560872.9,108.375,12519120510.34,-3.159,-0.6,IN_EDP,1,0,0,1,1262235090.49,196218193014.14,206389378878.84,gov_10dd_ma,2025-07-27
2019,SK,S13,-25295599390.31,-6.123,751361513622.9,181.873,25175523305.68,-4.113,-7.594,UNKNOWN,0,0,0,1,-1160799455.07,199615906143.72,224911505534.03,gov_10dd_edpt1,2025-09-08
2020,BE,S1312,-31672716983.06,-7.646,86886638597.92,20.975,2934588902.78,-6.472,-5.77,ON_WATCHLIST,0,1,0,1,-929728392.73,201299509811.58,232972226794.64,gov_10q_ggdebt,2024-06-22
2021,DK,S1314,-35177771091.52,-8.415,365811196067.22,87.507,14382175227.36,-7.518,-7.857,OUT_EDP,0,1,0,1,1216761331.09,172576429804.19,207754200895.71,gov_10dd_edpt2,2025-06-07
2022,GR,S1311,-42001022096.85,-9.985,795537636861.99,189.125,29147149216.81,-10.918,-10.45,IN_EDP,1,0,0,1,406493846.09,189280469385.29,231281491482.14,gov_10dd_sgpe,2025-05-28
2023,LT,S1313,-5968383477.36,-1.411,617146079185.24,145.901,6113431942.66,-2.334,-2.687,UNKNOWN,0,0,0,0,1376277577.88,164326169502.89,170294552980.25,gov_10dd_ma,2025-06-27
2024,PT,S13,5743142278.24,1.352,531261900168.26,125.065,7711548718.56,1.813,3.026,ON_WATCHLIST,0,1,1,1,-240233897.32,206090621788.31,200347479510.07,gov_10dd_edpt1,2024-01-15
2025,SE,S1312,-1720330196.69,-0.403,118297246676.49,27.712,4782872861.59,1.689,-0.87,OUT_EDP,0,1,0,1,-423695726.82,204530021316.59,206250351513.28,gov_10q_ggdebt,2024-03-07
2026,CY,S1314,-47104673449.63,-10.963,541203179637.76,125.958,21124015353.24,-9.515,-9.632,IN_EDP,1,0,1,0,-534979539.28,190825802641.9,237930476091.53,gov_10dd_edpt2,2025-03-30
2010,FR,S1311,-32490760030.48,-7.499,450988560017.75,104.09,8500002013.05,-6.265,-8.545,UNKNOWN,0,0,1,1,504415142.77,168888635474.34,201379395504.82,gov_10dd_sgpe,2025-08-24
2011,IT,S1313,-46933450607.45,-10.79,370017408973.45,85.067,16037426428.22,-9.875,-10.12,ON_WATCHLIST,0,1,1,1,1259590033.26,214330970386.5,261264420993.95,gov_10dd_ma,2025-04-01
2012,NL,S13,19226828819.4,4.392,682035855283.61,155.798,22860806153.82,6.549,3.267,OUT_EDP,0,1,0,0,-1493970414.38,205951806148.12,186724977328.72,gov_10dd_edpt1,2025-03-05
2013,SI,S1312,-15358307101.78,-3.487,615512675898.77,139.748,14313080047.56,-1.372,-5.014,IN_EDP,1,0,1,1,-1099268784.07,168006860245.58,183365167347.36,gov_10q_ggdebt,2024-01-17
2014,BG,S1314,-31408889023.34,-7.097,264525955447.95,59.771,6674016120.12,-6.58,-6.223,UNKNOWN,0,0,0,0,1192622806.01,211236867680.88,242645756704.22,gov_10dd_edpt2,2025-06-10
2015,EE,S1311,-22038617560.09,-4.953,616676382698.38,138.593,13428993522.53,-5.457,-3.52,ON_WATCHLIST,0,1,1,1,-1906111690.89,176929789508.45,198968407068.54,gov_10dd_sgpe,2025-02-03
2016,HU,S1313,-29886300670.7,-6.686,107364501317.62,24.019,2439604368.03,-6.076,-6.457,OUT_EDP,0,1,0,0,-38621518.16,174668447349.57,204554748020.27,gov_10dd_ma,2024-08-09
2017,LU,S13,-15522791199.42,-3.45,184527742803.03,41.012,4362270149.43,-2.829,-5.176,IN_EDP,1,0,0,0,532801621.48,184517635671.83,200040426871.25,gov_10dd_edpt1,2025-12-17
2018,RO,S1312,-18899260092.99,-4.182,592931521277.12,131.203,9308709942.32,-4.382,-5.752,UNKNOWN,0,0,1,0,1182258758.45,199638789544.0,218538049636.99,gov_10q_ggdebt,2025-10-09
2019,AT,S1314,24812295100.51,5.452,562964215688.34,123.7,7598013547.69,6.333,4.669,ON_WATCHLIST,0,1,1,1,-307256403.72,176386067415.9,151573772315.39,gov_10dd_edpt2,2024-01-17
2020,CZ,S1311,-38868908910.32,-8.504,547748123684.54,119.84,7754962389.44,-6.86,-8.75,OUT_EDP,0,1,1,1,1566318386.53,215277420228.34,254146329138.66,gov_10dd_sgpe,2024-08-05
2021,DE,S1313,26043614423.68,5.66,512194151229.26,111.314,15731919896.02,5.396,6.006,IN_EDP,1,0,1,1,-740488819.72,183474831641.63,157431217217.95,gov_10dd_ma,2026-02-15
2022,LV,S13,-16824684269.44,-3.633,400036623142.97,86.381,4999627946.66,-4.142,-2.183,UNKNOWN,0,0,0,0,-582650248.81,207081635853.43,223906320122.87,gov_10dd_edpt1,2024-03-31
2023,PL,S1312,-29244913165.51,-6.299,482803384677.21,103.99,5062630214.63,-4.074,-8.154,ON_WATCHLIST,0,1,1,0,894800859.65,187557315898.82,216802229064.33,gov_10q_ggdebt,2024-09-16
2024,ES,S1314,-55974964383.98,-11.966,130881123892.64,27.979,1675480445.35,-12.764,-13.456,OUT_EDP,0,1,0,0,1814884429.31,230318562629.83,286293527013.81,gov_10dd_edpt2,2024-08-31
2025,HR,S1311,16802294461.59,3.57,109887947083.81,23.348,2551003888.98,5.558,5.023,IN_EDP,1,0,0,1,-1962386866.17,218880802157.36,202078507695.77,gov_10dd_sgpe,2025-06-03
2026,FI,S1313,-38284963556.77,-8.093,762771013080.17,161.241,16481136231.6,-5.96,-7.943,UNKNOWN,0,0,0,0,1787464800.71,197537797327.31,235822760884.08,gov_10dd_ma,2024-03-24
2010,IE,S13,-29167009779.66,-6.146,333716909812.21,70.32,6984328152.44,-7.342,-5.477,ON_WATCHLIST,0,1,1,1,1729297527.71,235812539471.57,264979549251.23,gov_10dd_edpt1,2024-06-07
2011,MT,S1312,-26269506711.86,-5.496,596197352655.99,124.734,7619971610.97,-5.169,-6.972,OUT_EDP,0,1,1,1,553901183.13,205188257689.1,231457764400.96,gov_10q_ggdebt,2024-02-01
2012,SK,S1314,-33738146276.03,-7.035,657354329787.57,137.07,9644509151.13,-6.997,-8.847,IN_EDP,1,0,0,0,991516215.18,225412650008.74,259150796284.77,gov_10dd_edpt2,2024-06-16
2013,BE,S1311,-17916536165.64,-3.713,448550350754.05,92.957,18671149929.94,-2.433,-5.675,UNKNOWN,0,0,0,0,-982250019.44,188854876821.99,206771412987.63,gov_10dd_sgpe,2024-11-03
2014,DK,S1313,-54667194441.41,-11.26,552925172339.51,113.888,16061636098.29,-12.337,-11.005,ON_WATCHLIST,0,1,1,1,302743334.03,225347661455.62,280014855897.03,gov_10dd_ma,2024-12-23
2015,GR,S13,990703048.47,0.203,671335523878.1,137.56,15525536772.41,-1.018,-1.63,OUT_EDP,0,1,1,0,-869512467.35,203941496246.39,202950793197.92,gov_10dd_edpt1,2025-04-30
2016,LT,S1312,26250011011.73,5.357,763401477606.69,155.792,9799189212.84,4.37,3.547,IN_EDP,1,0,0,1,-566388021.26,193292945471.82,167042934460.09,gov_10q_ggdebt,2026-01-01
2017,PT,S1314,-42541963694.28,-8.638,912534478701.36,185.287,32318188753.73,-6.8,-7.004,UNKNOWN,0,0,0,0,36831732.13,252671132368.19,295213096062.47,gov_10dd_edpt2,2025-03-14
2018,SE,S1311,-35022286501.91,-7.082,757078775084.84,153.092,28190714587.62,-5.819,-6.912,ON_WATCHLIST,0,1,1,0,-146675875.98,254881372038.74,289903658540.65,gov_10dd_sgpe,2024-10-17
2019,CY,S1313,19396870854.75,3.901,642548073077.58,129.226,27774856996.54,6.194,4.212,OUT_EDP,0,1,1,1,1117234208.27,237012359860.75,217615489006.0,gov_10dd_ma,2024-01-13
2020,FR,S13,-31959207935.98,-6.401,371822242493.4,74.471,15663626954.04,-6.106,-7.198,IN_EDP,1,0,1,0,-1629575659.65,249554250649.61,281513458585.59,gov_10dd_edpt1,2025-06-25
2021,IT,S1312,21228070852.13,4.22,608576597099.99,120.981,24512650463.52,6.335,4.722,UNKNOWN,0,0,0,0,1258334857.67,254870803704.57,233642732852.44,gov_10q_ggdebt,2025-08-17
2022,NL,S1314,-40632270601.59,-8.051,686266988465.28,135.979,9377909597.95,-5.964,-8.845,ON_WATCHLIST,0,1,0,0,1596981420.04,193583192280.65,234215462882.24,gov_10dd_edpt2,2025-08-29
2023,SI,S1311,12393991650.24,2.444,917885633671.92,181.0,23813418589.33,3.704,1.56,OUT_EDP,0,1,1,1,-262987459.15,245525551268.6,233131559618.36,gov_10dd_sgpe,2025-11-15
2024,BG,S1313,-32770444189.03,-6.416,427685963866.61,83.735,3987056744.66,-5.2,-7.232,IN_EDP,1,0,1,1,-24711362.77,216993170655.2,249763614844.23,gov_10dd_ma,2025-06-05
2025,EE,S13,6237119492.85,1.218,557505284323.37,108.871,19331288920.22,1.378,2.635,UNKNOWN,0,0,0,1,-775820323.86,253266400614.29,247029281121.44,gov_10dd_edpt1,2024-05-11
2026,HU,S1312,-51341711086.61,-9.972,735455080412.92,142.846,30153651781.2,-11.198,-11.106,ON_WATCHLIST,0,1,0,0,-1968391851.54,239951769875.37,291293480961.98,gov_10q_ggdebt,2024-04-14
2010,LU,S1314,-8008154347.98,-1.548,626301818018.12,121.066,19954031105.51,-2.889,-0.942,OUT_EDP,0,1,1,0,-84929232.38,265862152456.07,273870306804.05,gov_10dd_edpt2,2024-09-24
2011,RO,S1311,13779400292.73,2.647,684581637437.02,131.507,23114583300.81,1.755,0.92,IN_EDP,1,0,0,1,-704670693.94,209226318478.91,195446918186.18,gov_10dd_sgpe,2025-02-23
2012,AT,S1313,-62328793474.88,-11.934,731415386676.93,140.043,8270977013.72,-13.051,-13.907,UNKNOWN,0,0,1,1,1674625652.52,216952928107.19,279281721582.07,gov_10dd_ma,2026-02-19
2013,CZ,S13,19513118773.01,3.712,831326146346.9,158.144,7246604425.24,5.137,2.469,ON_WATCHLIST,0,1,0,1,-511698122.03,235549538958.82,216036420185.81,gov_10dd_edpt1,2025-08-20
2014,DE,S1312,12481721337.03,2.365,494328941780.84,93.664,18794000555.24,0.908,2.718,OUT_EDP,0,1,1,1,1443778257.98,242201046623.45,229719325286.42,gov_10q_ggdebt,2025-01-28
2015,LV,S1314,-35570628660.3,-6.702,568493162796.43,107.112,5083710784.75,-8.011,-4.976,IN_EDP,1,0,0,1,-643066939.32,257767434295.21,293338062955.51,gov_10dd_edpt2,2024-01-29
2016,PL,S1311,14042307439.76,2.637,762070752899.96,143.109,7589124536.85,3.607,0.668,UNKNOWN,0,0,1,1,-817819054.06,218806319123.7,204764011683.94,gov_10dd_sgpe,2025-04-10
2017,ES,S1313,-48294762969.39,-9.019,358133057118.93,66.881,7650825223.02,-8.566,-8.175,ON_WATCHLIST,0,1,1,0,627425256.15,234503648280.52,282798411249.91,gov_10dd_ma,2025-03-22
2018,HR,S13,-45656844874.09,-8.504,857445640205.26,159.707,22752145170.52,-9.791,-8.847,OUT_EDP,0,1,0,1,-1698012011.01,220422602208.05,266079447082.14,gov_10dd_edpt1,2024-11-23
2019,FI,S1312,-58787717100.55,-10.889,277013294556.81,51.31,8549350233.68,-10.947,-10.181,IN_EDP,1,0,0,1,401065289.28,279778877880.94,338566594981.49,gov_10q_ggdebt,2025-09-04
2020,IE,S1314,-12800273113.09,-2.361,197398536233.67,36.41,2131116998.62,-3.305,-2.538,UNKNOWN,0,0,0,0,-269926754.14,262878210474.56,275678483587.65,gov_10dd_edpt2,2026-01-10
2021,MT,S1311,13704668815.63,2.515,547761717170.75,100.522,16909086856.41,1.067,3.188,ON_WATCHLIST,0,1,0,1,570849613.27,242131475297.69,228426806482.06,gov_10dd_sgpe,2025-03-25
2022,SK,S1313,-63875641480.15,-11.651,778755417534.06,142.046,33934617781.15,-10.236,-12.234,OUT_EDP,0,1,0,0,1564692786.13,263870592537.48,327746234017.63,gov_10dd_ma,2024-09-11
2023,BE,S13,-17451280524.46,-3.176,857283166292.61,156.019,26681144460.9,-1.701,-3.618,IN_EDP,1,0,0,0,487767428.59,241376584676.26,258827865200.72,gov_10dd_edpt1,2026-02-19
2024,DK,S1312,-50703087416.3,-9.182,455803195883.66,82.543,6717903046.01,-8.308,-10.218,UNKNOWN,0,0,1,0,-54107657.37,267646092098.26,318349179514.56,gov_10q_ggdebt,2024-10-26
2025,GR,S1314,-52235434195.22,-9.406,213750995340.62,38.49,7190980895.32,-7.786,-7.677,ON_WATCHLIST,0,1,0,0,-797246922.65,268784327854.89,321019762050.11,gov_10dd_edpt2,2024-01-18
2026,LT,S1311,-39299236623.16,-7.046,317333248321.69,56.895,6221202541.33,-6.968,-5.86,OUT_EDP,0,1,0,1,-467837017.28,218332240996.85,257631477620.01,gov_10dd_sgpe,2024-08-14
2010,PT,S1313,-25392593051.57,-4.534,646139004311.0,115.372,14935764093.13,-2.562,-4.012,IN_EDP,1,0,0,1,-1746935576.23,285197072261.85,310589665313.42,gov_10dd_ma,2025-06-15
2011,SE,S13,-31808128129.36,-5.659,777531396406.28,138.331,31341416883.56,-6.151,-5.27,UNKNOWN,0,0,1,0,1342573037.07,291696749255.93,323504877385.29,gov_10dd_edpt1,2024-04-13
2012,CY,S1312,-51897630631.41,-9.193,680359703122.52,120.517,28180074367.87,-8.457,-8.981,ON_WATCHLIST,0,1,1,1,-773722102.83,269213293247.09,321110923878.5,gov_10q_ggdebt,2025-04-05
2013,FR,S1314,-22298463043.26,-3.932,805835377176.38,142.097,33859992504.77,-2.125,-2.279,OUT_EDP,0,1,0,0,-602117952.66,254279543242.32,276578006285.58,gov_10dd_edpt2,2025-07-16
2014,IT,S1311,-52492341995.97,-9.203,1082033549240.71,189.703,14301974780.49,-7.106,-10.88,IN_EDP,1,0,1,1,131781149.47,223172373759.14,275664715755.11,gov_10dd_sgpe,2025-07-26
2015,NL,S1313,-60547000744.35,-10.572,382862991558.87,66.851,16261225337.34,-9.062,-9.093,UNKNOWN,0,0,1,1,-317946409.36,290624960289.35,351171961033.7,gov_10dd_ma,2025-08-16
2016,SI,S13,5581913024.23,0.97,879134037668.08,152.772,10605198326.87,2.605,0.517,ON_WATCHLIST,0,1,0,1,-696229205.45,287697445399.75,282115532375.52,gov_10dd_edpt1,2025-01-17
2017,BG,S1312,29042118135.0,5.034,376964847250.52,65.341,16188722987.31,5.661,4.972,OUT_EDP,0,1,1,1,-376781129.98,247024342386.05,217982224251.05,gov_10q_ggdebt,2026-02-13
2018,EE,S1314,28394279683.53,4.893,198736745620.67,34.247,4348048064.94,4.176,4.175,IN_EDP,1,0,0,0,174613639.52,276263389424.43,247869109740.9,gov_10dd_edpt2,2025-04-02
2019,HU,S1311,-13456203388.2,-2.31,120540786455.46,20.693,1427899699.99,-1.115,-2.098,UNKNOWN,0,0,0,0,-241895981.31,272066036111.79,285522239499.99,gov_10dd_sgpe,2024-12-01
2020,LU,S1313,18911153201.79,3.232,525474945680.69,89.806,6618307423.96,4.351,3.609,ON_WATCHLIST,0,1,0,0,1679329823.65,241774359288.64,222863206086.85,gov_10dd_ma,2025-02-25
2021,RO,S13,28097842581.58,4.785,757261813860.14,128.96,17350626174.96,3.582,4.671,OUT_EDP,0,1,1,1,-796531099.23,289263258516.05,261165415934.47,gov_10dd_edpt1,2024-12-12
2022,AT,S1312,-69543968234.36,-11.779,909645023332.68,154.071,15072644793.01,-11.48,-10.661,IN_EDP,1,0,1,1,352037726.64,250730511443.22,320274479677.58,gov_10q_ggdebt,2024-02-23
2023,CZ,S1314,-48082750782.84,-8.124,944727804032.19,159.62,12500430406.87,-6.317,-7.671,UNKNOWN,0,0,0,0,1929921400.12,302243783977.19,350326534760.03,gov_10dd_edpt2,2025-10-11
2024,DE,S1311,27053142611.56,4.551,336205589941.67,56.558,4812952407.14,4.834,3.202,ON_WATCHLIST,0,1,0,0,564207804.81,287684900998.43,260631758386.87,gov_10dd_sgpe,2024-10-01
2025,LV,S1313,-17363073221.56,-2.909,897728782361.4,150.405,12804430658.95,-3.003,-4.79,OUT_EDP,0,1,0,1,-1324531794.05,294097960354.84,311461033576.4,gov_10dd_ma,2024-07-19
2026,PL,S13,-36934145452.86,-6.151,518104818793.75,86.285,16559689695.89,-6.595,-6.287,IN_EDP,1,0,1,0,-691445827.0,295825337813.58,332759483266.44,gov_10dd_edpt1,2024-11-09
2010,ES,S1312,-65700626418.59,-10.898,176556115369.32,29.286,3510658773.11,-10.216,-10.035,UNKNOWN,0,0,0,1,1058626277.58,278103326109.1,343803952527.69,gov_10q_ggdebt,2025-10-19
2011,HR,S1314,-19046701843.43,-3.147,241167438307.94,39.847,4628418263.25,-4.353,-1.241,ON_WATCHLIST,0,1,0,1,-1194155511.75,312698883856.98,331745585700.41,gov_10dd_edpt2,2025-08-31
2012,FI,S1311,-35304899995.56,-5.806,1134335613102.16,186.545,25861107410.18,-6.889,-3.839,OUT_EDP,0,1,0,1,-1434794447.29,239557903085.44,274862803081.0,gov_10dd_sgpe,2025-09-26
2013,IE,S1313,-62515446670.7,-10.24,706400127282.6,115.708,19391963517.31,-10.712,-12.238,IN_EDP,1,0,1,1,955499211.35,249679810119.29,312195256789.99,gov_10dd_ma,2024-10-31
2014,MT,S13,-65390277573.55,-10.686,618784414983.6,101.121,15086285795.45,-9.684,-10.749,UNKNOWN,0,0,1,1,-435386254.42,281255146048.9,346645423622.45,gov_10dd_edpt1,2025-11-04
2015,SK,S1312,-26350540450.34,-4.286,145819439664.29,23.718,5958269186.72,-3.812,-4.698,ON_WATCHLIST,0,1,0,0,1190707759.17,306399003294.39,332749543744.73,gov_10q_ggdebt,2024-02-08
2016,BE,S1314,-68203842488.26,-11.046,1112298098620.61,180.143,45878282141.26,-10.347,-12.804,OUT_EDP,0,1,1,1,-569498556.42,239031295578.62,307235138066.88,gov_10dd_edpt2,2025-05-22
2017,DK,S1311,-33925362387.03,-5.476,615736653930.32,99.388,17061909723.49,-5.624,-5.102,IN_EDP,1,0,0,1,-605862318.05,247679198735.45,281604561122.48,gov_10dd_sgpe,2024-08-13
2018,GR,S1313,31989670952.91,5.141,346895966923.52,55.749,6521079551.06,7.245,4.518,UNKNOWN,0,0,0,0,-1574546876.52,303477539727.46,271487868774.55,gov_10dd_ma,2025-11-17
2019,LT,S13,-56554507156.96,-9.043,447132704157.23,71.496,17844524531.44,-8.69,-10.344,ON_WATCHLIST,0,1,0,1,-1806285665.4,285960149175.84,342514656332.8,gov_10dd_edpt1,2025-11-15
2020,PT,S1312,-659187655.87,-0.105,405519689934.31,64.594,15870100733.01,-1.252,-0.898,OUT_EDP,0,1,1,0,21246133.64,321738315028.14,322397502684.01,gov_10q_ggdebt,2024-07-11
2021,SE,S1314,25227856072.33,4.002,965138849599.58,153.104,14428487003.29,3.349,4.173,IN_EDP,1,0,1,1,1770066692.01,302256361882.86,277028505810.53,gov_10dd_edpt2,2025-04-16
2022,CY,S1311,11155051684.61,1.762,462440834450.81,73.045,20192554563.52,3.695,1.321,UNKNOWN,0,0,0,1,1753038831.09,325941262096.91,314786210412.3,gov_10dd_sgpe,2025-09-08
2023,FR,S1313,-38092623157.29,-6.003,869689550924.36,137.054,8793712333.05,-3.547,-4.061,ON_WATCHLIST,0,1,1,0,-494899346.37,296535621403.16,334628244560.45,gov_10dd_ma,2025-05-26
2024,IT,S13,-59205783618.09,-9.286,803715643500.53,126.057,18369180938.43,-8.477,-7.347,OUT_EDP,0,1,1,1,237444504.77,256099672253.84,315305455871.93,gov_10dd_edpt1,2024-04-14
2025,NL,S1312,-9649132589.91,-1.509,906538884296.56,141.771,11325181391.48,0.895,-2.91,IN_EDP,1,0,0,1,283145125.8,287482288250.2,297131420840.11,gov_10q_ggdebt,2025-01-16
2026,SI,S1314,-1972937120.75,-0.307,915931238427.17,142.524,36958737335.52,1.418,0.646,UNKNOWN,0,0,1,1,-1071382206.2,291614983091.62,293587920212.37,gov_10dd_edpt2,2024-01-18
2010,BG,S1311,3390114728.56,0.526,888061821926.37,137.789,17985374003.19,2.774,0.638,ON_WATCHLIST,0,1,1,1,1686103308.42,331743720538.23,328353605809.67,gov_10dd_sgpe,2024-11-05
2011,EE,S1313,-25359087328.76,-3.92,627184570541.75,96.95,25220131609.26,-3.126,-5.555,OUT_EDP,0,1,1,0,307140615.6,292911320236.61,318270407565.37,gov_10dd_ma,2025-02-17
2012,HU,S13,-64830028375.91,-9.966,784335358352.47,120.572,12150664533.7,-9.953,-10.575,IN_EDP,1,0,1,1,16263558.61,248176519874.94,313006548250.85,gov_10dd_edpt1,2025-11-01
2013,LU,S1312,-33420345802.18,-5.128,1044985391305.14,160.342,40863544117.6,-4.436,-3.703,UNKNOWN,0,0,0,0,-1924093638.06,250037513167.92,283457858970.1,gov_10q_ggdebt,2025-03-01
2014,RO,S1314,-6379986681.03,-0.973,958027455297.88,146.107,37069935575.82,-1.825,-0.168,ON_WATCHLIST,0,1,0,1,-230520399.14,302357395142.58,308737381823.61,gov_10dd_edpt2,2024-06-17
2015,AT,S1311,-68636075373.38,-10.45,591012437351.48,89.983,7444061167.73,-8.939,-11.284,OUT_EDP,0,1,0,0,-1493642649.47,273702091239.42,342338166612.8,gov_10dd_sgpe,2024-09-06
2016,CZ,S1313,-21842352939.71,-3.308,269232751244.48,40.775,9009195269.23,-1.774,-2.353,IN_EDP,1,0,0,1,1911399439.64,263809398298.57,285651751238.28,gov_10dd_ma,2024-08-24
2017,DE,S13,-72563523297.08,-10.963,1176246571340.05,177.709,22098411893.68,-8.796,-10.105,UNKNOWN,0,0,1,1,1863012527.39,294074611115.22,366638134412.3,gov_10dd_edpt1,2024-06-26
2018,LV,S1312,259071746.82,0.039,1009370097080.1,151.948,25221082604.64,0.287,0.062,ON_WATCHLIST,0,1,1,0,-395349613.1,293561681597.21,293302609850.39,gov_10q_ggdebt,2025-09-12
2019,PL,S1314,-65967083439.26,-9.889,817420818129.21,122.538,14099287627.57,-9.27,-11.49,OUT_EDP,0,1,1,0,-672949098.51,286621125542.38,352588208981.64,gov_10dd_edpt2,2025-01-06
2020,ES,S1311,-37616062252.41,-5.609,237050267861.64,35.347,6234218267.37,-5.085,-7.422,IN_EDP,1,0,0,1,491879784.27,274485279505.24,312101341757.65,gov_10dd_sgpe,2024-03-25
2021,HR,S1313,-53327776172.63,-7.923,793461848022.98,117.886,29148765247.98,-6.453,-7.036,UNKNOWN,0,0,0,1,1879703525.16,298348902481.17,351676678653.8,gov_10dd_ma,2025-08-08
2022,FI,S13,1187656622.91,0.176,558873417664.75,82.82,5163430923.21,1.127,-1.526,ON_WATCHLIST,0,1,1,1,921662317.18,289328121012.25,288140464389.34,gov_10dd_edpt1,2024-04-22
2023,IE,S1312,28743941513.56,4.243,790048538108.45,116.622,17896771556.27,5.244,5.011,OUT_EDP,0,1,0,1,-1882003343.16,326657341338.86,297913399825.3,gov_10q_ggdebt,2025-06-06
2024,MT,S1314,-55418329822.11,-8.157,949224882852.23,139.716,34327905447.92,-5.875,-8.313,IN_EDP,1,0,1,1,842564927.83,295272126380.36,350690456202.47,gov_10dd_edpt2,2025-05-19
