agri_livestock_reference_year,agri_livestock_country_iso2,agri_livestock_region_nuts_code,agri_livestock_species_code,agri_livestock_herd_count,agri_livestock_slaughtered_count,agri_livestock_meat_production_tonnes,agri_livestock_milk_production_tonnes,agri_livestock_egg_production_million,agri_livestock_feed_price_index,agri_livestock_veterinary_medicines_use_index,agri_livestock_antimicrobial_use_mg_pcu,agri_livestock_notifiable_disease_code,agri_livestock_outbreak_count,agri_livestock_animal_welfare_compliance_flag,agri_livestock_carbon_footprint_tco2e,agri_livestock_manure_management_type,agri_livestock_eurostat_table_code,agri_livestock_data_source,agri_livestock_data_extract_date
2012,LV,IE2,BOVINE,1224,759,214.94,1409.32,0.0,133.597,117.192,105.19,AVIAN_INFLUENZA,7,1,2110.6,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-01-19
2013,PL,HU2,PIGS,588,450,44.71,0.0,0.0,133.408,118.255,167.77,TB,8,1,849.14,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-02-19
2014,ES,DK85,SHEEP,803,855,17.45,2007.96,0.0,133.066,120.157,185.5,BSE,9,1,729.2,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2024-06-18
2015,HR,SE58,GOATS,1272,2134,35.14,6630.52,0.0,133.833,120.432,33.13,ASF,10,1,4446.19,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2025-03-21
2016,FI,LT346,POULTRY,1042,724,1.58,0.0,13.281,134.036,120.483,51.83,BLUETONGUE,11,1,17.48,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2025-04-07
2017,IE,HR3,EQUINE,558,780,55.63,0.0,0.0,135.908,119.369,159.83,FMD,12,1,920.14,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-04-09
2018,MT,PT9,BOVINE,396,364,102.32,678.57,0.0,136.121,119.444,10.3,NONE,0,1,2127.37,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2026-01-10
2019,SK,AT91,PIGS,826,998,89.4,0.0,0.0,135.014,120.546,89.21,BRUCELLOSIS,2,1,1428.2,OTHER,apro_mt_lscatl,EUROSTAT,2024-08-03
2020,BE,HU974,SHEEP,663,500,10.15,1993.28,0.0,136.133,121.019,127.35,AVIAN_INFLUENZA,3,0,942.22,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2025-02-20
2021,DK,DE71,GOATS,806,1235,34.26,4658.91,0.0,136.098,120.848,93.39,TB,4,1,1816.78,COMPOSTING,apro_mk_pobta,EFSA,2025-10-02
2022,GR,AT94,POULTRY,1258,1820,3.55,0.0,15.163,136.419,120.855,27.52,BSE,5,1,20.65,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-01-30
2023,LT,LT16,EQUINE,1233,1211,95.68,0.0,0.0,136.626,122.988,121.11,ASF,6,0,1090.81,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-02-21
2024,PT,IT5,BOVINE,1002,1136,328.07,5704.87,0.0,138.255,121.819,146.2,BLUETONGUE,7,1,9044.47,LAGOON,apro_mt_lscatl,EUROSTAT,2024-09-09
2025,SE,EE9,PIGS,1139,405,45.5,0.0,0.0,137.634,123.676,203.69,FMD,8,0,1006.13,OTHER,agr_r_animal,ECDC_ZOONOSES,2026-02-12
2026,CY,SI77,SHEEP,531,426,10.32,1598.9,0.0,139.344,123.834,37.71,NONE,0,1,1085.46,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-05-10
2010,FR,ES3,GOATS,1304,1898,50.57,1453.62,0.0,138.927,124.34,144.31,BRUCELLOSIS,10,1,642.21,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2024-03-11
2011,IT,IE63,POULTRY,543,704,1.12,0.0,3.425,138.844,125.016,143.18,AVIAN_INFLUENZA,11,1,25.57,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-07-28
2012,NL,LU87,EQUINE,411,593,63.85,0.0,0.0,140.303,124.703,190.7,TB,12,1,216.2,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-03-24
2013,SI,PL14,BOVINE,1012,1777,557.7,5044.55,0.0,141.135,125.03,104.14,BSE,1,1,9149.32,LAGOON,agr_r_animal,ECDC_ZOONOSES,2024-09-10
2014,BG,SK6,PIGS,885,1366,104.91,0.0,0.0,139.975,124.89,190.5,ASF,2,1,753.2,OTHER,apro_mk_pobta,EFSA,2025-09-24
2015,EE,DK32,SHEEP,961,350,10.23,4775.78,0.0,140.914,126.46,83.97,BLUETONGUE,3,0,1807.4,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-03-10
2016,HU,AT972,GOATS,1049,778,19.43,5771.8,0.0,142.397,125.741,216.88,FMD,4,1,3887.39,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2026-01-15
2017,LU,IE55,POULTRY,729,764,1.7,0.0,6.948,142.735,127.157,201.33,NONE,0,1,25.16,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-10-26
2018,RO,LT67,EQUINE,714,1225,122.02,0.0,0.0,143.399,125.628,191.98,BRUCELLOSIS,6,1,2812.81,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-12-11
2019,AT,NL49,BOVINE,729,1166,279.89,2972.08,0.0,142.537,125.738,212.71,AVIAN_INFLUENZA,7,1,4927.47,LAGOON,apro_mk_pobta,EFSA,2025-07-28
2020,CZ,SI96,PIGS,859,817,58.01,0.0,0.0,143.021,126.351,43.12,TB,8,1,301.61,OTHER,apro_mk_pobta,FARM_REPORTING,2025-06-26
2021,DE,AT469,SHEEP,841,681,14.23,2483.3,0.0,143.292,126.825,19.97,BSE,9,1,766.68,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-06-23
2022,LV,SE62,GOATS,719,491,8.44,354.9,0.0,145.209,128.55,198.97,ASF,10,1,149.46,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-11-28
2023,PL,MT28,POULTRY,1220,1998,2.57,0.0,7.598,144.581,129.246,173.74,BLUETONGUE,11,1,45.62,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2024-09-19
2024,ES,MT25,EQUINE,667,269,23.66,0.0,0.0,145.861,129.563,45.53,FMD,12,1,574.36,SOLID_STORAGE,apro_mk_pobta,EFSA,2024-02-09
2025,HR,DK2,BOVINE,436,464,102.86,722.55,0.0,145.555,129.526,108.92,NONE,0,1,2544.35,LAGOON,apro_mk_pobta,FARM_REPORTING,2025-08-28
2026,FI,IE20,PIGS,1337,880,78.07,0.0,0.0,145.234,129.914,16.26,BRUCELLOSIS,2,1,1595.39,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-10-02
2010,IE,LV147,SHEEP,583,553,15.06,1654.48,0.0,146.243,129.065,103.63,AVIAN_INFLUENZA,3,1,660.58,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-07-29
2011,MT,BE894,GOATS,1223,631,16.05,996.6,0.0,145.916,130.857,87.83,TB,4,0,642.39,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2026-01-16
2012,SK,EE4,POULTRY,672,500,0.8,0.0,7.555,146.573,130.656,180.51,BSE,5,1,2.91,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-04-01
2013,BE,CY75,EQUINE,1050,1084,85.93,0.0,0.0,147.885,129.983,65.9,ASF,6,1,1389.15,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2025-06-02
2014,DK,DE937,BOVINE,615,432,100.12,102.29,0.0,147.718,130.01,197.14,BLUETONGUE,7,1,2441.92,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2024-09-19
2015,GR,NL6,PIGS,1274,1011,86.82,0.0,0.0,148.95,132.262,53.17,FMD,8,0,535.47,OTHER,apro_mt_lscatl,EUROSTAT,2025-07-17
2016,LT,HR55,SHEEP,1107,1813,36.84,3822.1,0.0,149.247,132.224,136.92,NONE,0,1,3239.57,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2025-06-25
2017,PT,LT50,GOATS,690,1020,25.82,1967.04,0.0,149.643,131.904,62.02,BRUCELLOSIS,10,1,944.73,COMPOSTING,apro_mk_pobta,EFSA,2024-02-07
2018,SE,DE382,POULTRY,583,417,0.63,0.0,2.454,150.602,131.648,39.85,AVIAN_INFLUENZA,11,1,13.44,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-11-05
2019,CY,BE500,EQUINE,1001,964,64.36,0.0,0.0,150.066,131.589,173.47,TB,12,1,1084.97,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-07-30
2020,FR,LV496,BOVINE,634,585,170.26,2234.2,0.0,149.61,134.016,8.95,BSE,1,1,1040.83,LAGOON,apro_mt_lscatl,EUROSTAT,2024-01-30
2021,IT,RO3,PIGS,1127,649,55.0,0.0,0.0,150.08,134.378,101.87,ASF,2,1,476.78,OTHER,agr_r_animal,ECDC_ZOONOSES,2024-10-15
2022,NL,PL216,SHEEP,1258,496,11.72,596.72,0.0,151.053,134.858,202.41,BLUETONGUE,3,1,764.85,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-02-26
2023,SI,NL752,GOATS,546,375,10.15,276.71,0.0,152.044,134.861,199.31,FMD,4,1,386.64,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2024-06-10
2024,BG,PT29,POULTRY,1157,761,1.88,0.0,4.516,152.16,134.458,118.33,NONE,0,1,28.11,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-04-08
2025,EE,DK30,EQUINE,1131,667,72.76,0.0,0.0,152.141,134.153,26.76,BRUCELLOSIS,6,1,1637.36,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-12-24
2026,HU,LV28,BOVINE,923,1363,275.9,2581.51,0.0,154.047,134.975,147.83,AVIAN_INFLUENZA,7,1,3456.82,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-09-12
2010,LU,ES1,PIGS,1223,1514,141.18,0.0,0.0,152.755,134.95,160.44,TB,8,1,3217.91,OTHER,apro_mk_pobta,EFSA,2025-11-13
2011,RO,AT684,SHEEP,481,234,5.92,2610.8,0.0,153.639,136.809,5.08,BSE,9,1,1606.08,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2026-02-18
2012,AT,MT3,GOATS,1040,1516,27.66,5362.35,0.0,154.763,135.262,219.09,ASF,10,1,2930.31,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-02-24
2013,CZ,CZ269,POULTRY,949,1283,2.66,0.0,13.21,155.557,136.388,38.36,BLUETONGUE,11,0,43.65,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2026-02-06
2014,DE,GR90,EQUINE,1043,1510,108.22,0.0,0.0,155.664,137.593,169.09,FMD,12,0,1014.86,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-05-07
2015,LV,RO9,BOVINE,864,612,186.89,2399.13,0.0,154.764,136.087,210.33,NONE,0,1,4736.81,LAGOON,apro_mk_pobta,EFSA,2025-04-30
2016,PL,GR450,PIGS,980,1096,102.42,0.0,0.0,156.954,137.004,163.25,BRUCELLOSIS,2,0,2124.88,OTHER,apro_mk_pobta,FARM_REPORTING,2024-12-16
2017,ES,RO885,SHEEP,596,882,21.56,1088.68,0.0,156.543,137.809,89.76,AVIAN_INFLUENZA,3,1,874.03,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-03-23
2018,HR,RO84,GOATS,892,758,13.68,3598.21,0.0,156.659,137.379,140.42,TB,4,1,3347.33,COMPOSTING,apro_mt_lscatl,EUROSTAT,2025-05-11
2019,FI,SE33,POULTRY,1085,797,1.75,0.0,6.532,157.333,138.723,71.05,BSE,5,1,37.62,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2024-04-04
2020,IE,AT2,EQUINE,1275,1630,176.07,0.0,0.0,157.747,139.174,76.67,ASF,6,1,2214.34,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-07-25
2021,MT,SK912,BOVINE,1124,1856,533.67,6415.72,0.0,158.957,140.257,63.24,BLUETONGUE,7,1,7068.15,LAGOON,apro_mk_pobta,FARM_REPORTING,2025-10-24
2022,SK,LU813,PIGS,824,623,72.25,0.0,0.0,157.657,139.402,66.24,FMD,8,1,1447.55,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-04-30
2023,BE,CY18,SHEEP,1149,1565,41.24,1239.53,0.0,158.33,139.614,44.0,NONE,0,1,605.55,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-07-06
2024,DK,RO15,GOATS,868,1329,24.04,2881.87,0.0,160.349,141.067,148.83,BRUCELLOSIS,10,0,1109.43,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2025-03-13
2025,GR,BG3,POULTRY,1075,1934,4.83,0.0,1.039,159.338,140.678,108.63,AVIAN_INFLUENZA,11,1,22.72,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-06-12
2026,LT,HR4,EQUINE,848,904,86.59,0.0,0.0,160.06,140.226,131.9,TB,12,1,326.12,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-03-09
2010,PT,AT30,BOVINE,1116,1142,278.52,1409.98,0.0,160.829,141.284,28.11,BSE,1,0,5728.67,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2024-03-19
2011,SE,MT86,PIGS,1313,1818,148.57,0.0,0.0,161.797,141.763,120.39,ASF,2,1,1023.35,OTHER,apro_mt_lscatl,EUROSTAT,2025-10-01
2012,CY,PT466,SHEEP,677,425,11.62,2616.18,0.0,162.035,143.214,211.13,BLUETONGUE,3,1,2004.39,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-04-14
2013,FR,HU19,GOATS,624,1101,27.05,2342.36,0.0,162.082,141.975,30.71,FMD,4,1,1406.98,COMPOSTING,apro_mk_pobta,EFSA,2024-07-08
2014,IT,GR486,POULTRY,833,355,0.61,0.0,11.446,162.096,141.627,139.96,NONE,0,1,13.23,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-05-16
2015,NL,LU975,EQUINE,1245,1808,211.74,0.0,0.0,163.434,143.9,204.43,BRUCELLOSIS,6,1,5146.89,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-03-07
2016,SI,LV851,BOVINE,977,800,247.51,2387.79,0.0,163.816,144.21,145.84,AVIAN_INFLUENZA,7,1,4089.31,LAGOON,apro_mt_lscatl,EUROSTAT,2025-02-06
2017,BG,GR60,PIGS,788,869,61.19,0.0,0.0,162.705,143.715,148.83,TB,8,1,913.86,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-02-28
2018,EE,CZ63,SHEEP,596,346,9.04,755.53,0.0,163.193,145.065,210.07,BSE,9,1,763.42,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-02-12
2019,HU,MT4,GOATS,1235,928,15.25,4900.46,0.0,164.479,144.36,147.93,ASF,10,1,765.67,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2026-02-10
2020,LU,LU612,POULTRY,1206,1919,4.05,0.0,14.436,164.493,143.829,131.66,BLUETONGUE,11,0,78.47,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-04-01
2021,RO,NL798,EQUINE,1061,1865,135.37,0.0,0.0,165.56,145.808,172.45,FMD,12,1,271.96,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-10-13
2022,AT,LV1,BOVINE,783,1269,301.33,1449.05,0.0,165.19,145.261,120.78,NONE,0,0,2130.29,LAGOON,agr_r_animal,ECDC_ZOONOSES,2024-09-25
2023,CZ,LU943,PIGS,605,678,51.49,0.0,0.0,165.224,147.044,182.49,BRUCELLOSIS,2,1,277.56,OTHER,apro_mk_pobta,EFSA,2024-07-01
2024,DE,LT871,SHEEP,975,740,18.44,1850.23,0.0,166.561,147.001,67.98,AVIAN_INFLUENZA,3,1,1128.89,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2025-07-06
2025,LV,BE626,GOATS,1030,1397,29.65,3622.79,0.0,167.616,147.089,199.4,TB,4,1,3268.55,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2024-09-18
2026,PL,BG57,POULTRY,1233,1786,2.76,0.0,15.11,167.903,146.603,133.73,BSE,5,1,51.47,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-05-16
2010,ES,PT715,EQUINE,683,435,40.12,0.0,0.0,168.243,147.321,136.93,ASF,6,1,706.27,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-12-07
2011,HR,FR703,BOVINE,605,731,164.05,144.64,0.0,168.478,147.802,196.96,BLUETONGUE,7,1,2082.27,LAGOON,apro_mk_pobta,EFSA,2026-02-13
2012,FI,IT170,PIGS,784,824,76.99,0.0,0.0,168.052,147.488,61.58,FMD,8,0,1745.13,OTHER,apro_mk_pobta,FARM_REPORTING,2024-05-14
2013,IE,GR837,SHEEP,1097,989,25.07,1330.19,0.0,168.131,147.92,113.28,NONE,0,1,1671.76,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2026-01-31
2014,MT,PT983,GOATS,1295,2130,35.35,5167.74,0.0,170.228,148.312,103.68,BRUCELLOSIS,10,0,4467.56,COMPOSTING,apro_mt_lscatl,EUROSTAT,2025-07-02
2015,SK,FI957,POULTRY,866,738,1.06,0.0,8.066,169.926,149.577,15.36,AVIAN_INFLUENZA,11,1,4.62,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2024-01-19
2016,BE,DE56,EQUINE,1327,1791,210.98,0.0,0.0,170.882,150.124,99.33,TB,12,1,4189.45,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-05-08
2017,DK,GR844,BOVINE,888,742,233.17,4821.24,0.0,170.776,149.028,16.81,BSE,1,1,4174.11,LAGOON,apro_mk_pobta,FARM_REPORTING,2025-04-20
2018,GR,MT6,PIGS,1357,2279,235.94,0.0,0.0,171.611,149.748,185.83,ASF,2,0,2937.15,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-10-06
2019,LT,ES42,SHEEP,1427,698,18.98,6479.45,0.0,172.57,149.725,162.82,BLUETONGUE,3,1,981.85,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-02-03
2020,PT,AT1,GOATS,616,864,13.33,398.34,0.0,171.669,150.048,209.08,FMD,4,1,594.88,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-05-21
2021,SE,SK589,POULTRY,899,976,2.23,0.0,10.987,172.503,152.39,95.76,NONE,0,1,23.63,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-05-04
2022,CY,BE80,EQUINE,854,619,38.57,0.0,0.0,173.812,151.127,9.73,BRUCELLOSIS,6,1,500.88,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-09-08
2023,FR,FR34,BOVINE,1335,852,187.75,6845.29,0.0,172.863,151.251,46.6,AVIAN_INFLUENZA,7,1,4650.45,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-01-12
2024,IT,AT6,PIGS,725,764,89.48,0.0,0.0,173.883,151.097,173.85,TB,8,1,739.32,OTHER,apro_mt_lscatl,EUROSTAT,2025-05-25
2025,NL,ES864,SHEEP,1447,641,16.21,7596.74,0.0,173.779,153.138,124.23,BSE,9,1,5443.0,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-07-30
2026,SI,RO268,GOATS,918,1196,20.2,456.24,0.0,173.707,153.563,153.7,ASF,10,1,592.47,COMPOSTING,apro_mk_pobta,EFSA,2024-10-07
2010,BG,NL62,POULTRY,1179,830,1.48,0.0,4.604,175.605,152.139,98.31,BLUETONGUE,11,1,28.29,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-01-29
2011,EE,LV383,EQUINE,1463,2436,282.57,0.0,0.0,174.933,153.465,198.98,FMD,12,1,6784.58,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2025-10-05
2012,HU,BE633,BOVINE,985,592,130.57,4328.56,0.0,175.406,70.153,112.36,NONE,0,1,3053.62,LAGOON,apro_mt_lscatl,EUROSTAT,2024-05-27
2013,LU,DK6,PIGS,968,659,61.54,0.0,0.0,176.83,70.479,89.38,BRUCELLOSIS,2,1,1102.29,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-10-13
2014,RO,DE47,SHEEP,1356,2016,47.77,3587.56,0.0,177.608,69.524,119.66,AVIAN_INFLUENZA,3,0,3909.99,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-12-15
2015,AT,PT4,GOATS,1107,1773,45.61,818.12,0.0,177.604,71.664,34.13,TB,4,1,1348.14,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-10-19
2016,CZ,SE130,POULTRY,1126,466,0.93,0.0,2.63,177.649,72.567,217.66,BSE,5,1,13.71,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2026-01-01
2017,DE,SI52,EQUINE,794,1117,98.58,0.0,0.0,177.005,70.635,173.96,ASF,6,1,492.51,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-11-22
2018,LV,DE2,BOVINE,1470,768,214.58,1479.77,0.0,178.805,71.84,158.6,BLUETONGUE,7,0,2042.07,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-11-09
2019,PL,PL71,PIGS,1063,1219,122.83,0.0,0.0,179.253,73.215,111.19,FMD,8,1,2361.21,OTHER,apro_mk_pobta,EFSA,2025-07-06
2020,ES,RO116,SHEEP,1071,823,18.49,6314.04,0.0,178.729,72.824,156.94,NONE,0,1,1168.43,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2025-05-27
2021,HR,RO37,GOATS,1260,1688,45.53,5590.94,0.0,180.151,72.02,149.99,BRUCELLOSIS,10,1,3789.65,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-05-13
2022,FI,SI861,POULTRY,1379,1235,3.03,0.0,7.289,179.731,74.485,130.23,AVIAN_INFLUENZA,11,1,64.47,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-09-10
2023,IE,FR576,EQUINE,1111,1157,112.83,0.0,0.0,180.506,74.373,157.02,TB,12,1,1819.37,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-01-01
2024,MT,PT1,BOVINE,787,719,142.25,2325.74,0.0,180.821,73.949,204.56,BSE,1,1,1755.39,LAGOON,apro_mk_pobta,EFSA,2024-01-21
2025,SK,HU93,PIGS,679,621,43.67,0.0,0.0,181.528,73.911,186.72,ASF,2,0,651.51,OTHER,apro_mk_pobta,FARM_REPORTING,2025-03-19
2026,BE,MT34,SHEEP,1323,1432,42.84,7496.67,0.0,182.479,75.699,78.64,BLUETONGUE,3,0,1207.78,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-10-15
2010,DK,FR81,GOATS,673,533,10.15,726.42,0.0,182.054,75.157,125.23,FMD,4,1,387.99,COMPOSTING,apro_mt_lscatl,EUROSTAT,2025-01-24
2011,GR,LT991,POULTRY,1029,1432,2.47,0.0,5.266,182.396,76.173,193.93,NONE,0,1,41.43,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-05-05
2012,LT,SK847,EQUINE,753,347,21.37,0.0,0.0,182.175,74.757,205.06,BRUCELLOSIS,6,1,505.46,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-01-11
2013,PT,ES92,BOVINE,1485,2092,552.5,7228.15,0.0,182.8,77.312,180.16,AVIAN_INFLUENZA,7,1,11843.17,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-05-25
2014,SE,HU523,PIGS,1375,1775,128.47,0.0,0.0,183.989,77.259,104.32,TB,8,1,3042.33,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-06-29
2015,CY,GR6,SHEEP,1058,1153,30.05,1751.85,0.0,75.086,76.28,215.8,BSE,9,1,806.68,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-08-21
2016,FR,IE25,GOATS,1492,706,19.13,3209.57,0.0,74.592,76.893,150.48,ASF,10,1,1936.94,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-05-20
2017,IT,DE4,POULTRY,983,1277,1.6,0.0,14.448,76.561,76.758,188.92,BLUETONGUE,11,1,5.72,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-07-29
2018,NL,DK813,EQUINE,1315,1262,106.3,0.0,0.0,75.435,77.48,115.93,FMD,12,1,479.24,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-12-08
2019,SI,EE2,BOVINE,1305,1210,231.22,6474.4,0.0,76.918,78.174,176.39,NONE,0,1,4146.85,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2026-01-28
2020,BG,PT979,PIGS,1014,1338,151.64,0.0,0.0,76.444,78.696,52.67,BRUCELLOSIS,2,1,2434.28,OTHER,apro_mt_lscatl,EUROSTAT,2025-05-29
2021,EE,SK33,SHEEP,1303,1027,30.67,254.39,0.0,77.544,79.427,111.35,AVIAN_INFLUENZA,3,1,870.76,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2025-06-06
2022,HU,DK29,GOATS,1178,816,14.98,2023.34,0.0,78.683,78.333,173.65,TB,4,1,836.7,COMPOSTING,apro_mk_pobta,EFSA,2024-05-27
2023,LU,LU4,POULTRY,645,256,0.62,0.0,4.104,78.727,79.242,77.37,BSE,5,1,9.56,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-08-27
2024,RO,IE7,EQUINE,1298,2230,247.48,0.0,0.0,79.206,80.085,174.89,ASF,6,1,2661.15,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-06-21
2025,AT,CZ58,BOVINE,795,444,138.73,386.43,0.0,79.476,81.187,41.29,BLUETONGUE,7,1,713.44,LAGOON,apro_mt_lscatl,EUROSTAT,2024-07-30
2026,CZ,GR508,PIGS,1201,962,99.4,0.0,0.0,79.111,81.138,79.28,FMD,8,1,474.88,OTHER,agr_r_animal,ECDC_ZOONOSES,2024-06-20
2010,DE,LU2,SHEEP,1238,1535,40.03,571.77,0.0,80.286,80.007,128.01,NONE,0,1,1008.01,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-09-29
2011,LV,DE742,GOATS,895,610,14.52,4187.99,0.0,80.963,82.026,94.27,BRUCELLOSIS,10,0,3043.19,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-03-14
2012,PL,ES206,POULTRY,955,1513,2.64,0.0,8.939,80.981,80.787,23.3,AVIAN_INFLUENZA,11,1,61.51,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-11-20
2013,ES,LU787,EQUINE,1296,1459,127.07,0.0,0.0,81.426,83.186,69.2,TB,12,1,2948.68,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-01-14
2014,HR,FR323,BOVINE,886,1204,245.28,2208.55,0.0,82.456,82.394,101.82,BSE,1,1,3333.56,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-03-29
2015,FI,BG16,PIGS,1334,1771,157.16,0.0,0.0,82.411,82.586,215.03,ASF,2,0,1148.31,OTHER,apro_mk_pobta,EFSA,2025-07-03
