tech_adopt_survey_year,tech_adopt_community_digital_id,tech_adopt_households_with_internet_pct,tech_adopt_households_with_computer_pct,tech_adopt_smartphone_only_households_pct,tech_adopt_digital_literacy_score,tech_adopt_affordability_barrier_rate,tech_adopt_language_barrier_rate,tech_adopt_disability_access_barrier_rate,tech_adopt_public_wifi_access_points,tech_adopt_library_device_loan_count,tech_adopt_digital_navigator_program_flag,tech_adopt_training_sessions_completed,tech_adopt_telehealth_use_rate,tech_adopt_online_learning_use_rate,tech_adopt_remote_work_enablement_rate,tech_adopt_banking_online_adoption_rate,tech_adopt_cyber_safety_incident_rate,tech_adopt_privacy_concern_score,tech_adopt_equity_gap_index
2021,LGD204915004,81.53,63.04,52.69,54.9,39.21,16.77,22.49,729,2095,0,607,20.55,22.13,60.34,58.94,1.86,54.2,0.381
2024,LGD390869318,78.96,74.19,82.99,38.5,46.42,20.06,6.69,636,3530,0,2351,1.13,27.05,36.24,41.87,16.36,21.2,0.368
2019,LGD466044411,91.53,8.44,52.88,40.5,8.78,34.45,22.17,696,274,0,1136,10.15,3.35,55.46,35.01,16.65,93.7,0.519
2020,LGD146552053,54.07,45.36,79.18,20.5,3.19,12.29,13.5,981,3311,0,199,50.69,78.75,57.81,81.98,15.48,81.7,0.937
2020,LGD504875524,45.64,6.34,17.46,99.1,28.99,5.1,4.36,556,3776,0,8882,16.51,4.39,9.86,22.39,12.9,23.2,0.312
2019,LGD287463725,33.88,19.88,61.96,54.2,49.34,32.25,13.1,126,4801,0,2722,1.48,53.86,18.53,73.76,26.79,6.5,0.831
2023,LGD988296793,91.0,7.42,4.29,86.7,3.05,20.15,19.88,410,3896,0,830,49.66,42.33,33.69,14.94,6.96,86.4,0.133
2019,LGD839762181,83.42,46.15,73.82,46.5,16.28,33.59,9.61,597,4127,0,8698,39.05,21.72,8.93,58.27,22.71,93.3,0.439
2023,LGD090574955,16.06,12.39,57.9,64.2,20.72,29.62,5.81,1198,997,0,4513,12.25,36.57,64.84,78.52,15.64,39.1,0.808
2024,LGD753308757,29.26,16.08,51.91,62.0,28.27,11.39,21.69,1049,4527,0,3608,66.88,5.86,46.63,52.47,10.28,10.1,0.955
2019,LGD573829582,48.31,12.78,5.89,23.5,8.43,28.7,7.67,1006,483,0,4164,8.93,55.03,23.26,17.6,1.83,29.7,0.367
2018,LGD616103480,60.94,37.52,12.91,65.9,24.94,27.91,0.05,421,442,0,3835,46.99,5.96,41.73,79.24,5.16,60.6,0.779
2024,LGD163865681,30.76,26.28,58.84,97.9,49.56,1.8,17.82,378,3045,0,1307,73.88,26.27,1.4,24.97,3.3,21.0,0.05
2018,LGD804444916,57.56,18.13,12.96,27.6,22.38,4.81,3.65,420,698,0,8181,38.77,83.32,11.55,19.84,9.6,16.0,0.415
2024,LGD384168480,26.55,11.12,8.84,2.3,39.07,4.27,6.59,141,382,0,6385,71.87,28.95,61.75,26.39,0.87,57.3,0.757
2020,LGD721058370,27.63,21.87,57.48,60.8,31.09,8.21,23.71,456,1388,0,3995,53.38,87.73,28.56,12.16,19.29,82.0,0.204
2022,LGD937418350,28.04,13.6,78.51,92.5,59.78,9.24,14.41,511,11,0,8275,35.44,18.37,49.37,45.57,30.6,52.3,0.027
2019,LGD198011560,72.25,8.26,67.35,72.6,46.65,13.65,6.69,856,4867,0,8376,1.89,25.58,50.86,19.22,27.96,72.2,0.977
2022,LGD534554944,23.9,11.32,26.22,57.5,22.58,8.25,3.78,536,3212,0,3812,8.01,48.07,41.23,38.63,18.65,61.3,0.002
2021,LGD761215402,26.21,5.42,68.87,34.7,4.22,26.85,13.49,103,552,0,7285,17.88,18.51,40.64,35.06,16.7,34.2,0.162
2024,LGD782013415,93.44,73.46,44.34,64.4,32.05,1.3,6.04,592,1874,1,334,68.33,70.8,35.68,65.24,24.51,27.6,0.619
2024,LGD735509779,88.83,16.17,56.9,49.3,37.23,31.74,21.4,766,3896,0,2566,2.61,77.21,3.05,38.26,8.2,77.8,0.81
2018,LGD542972505,55.59,27.86,8.57,87.5,34.3,32.34,24.5,157,568,0,34,72.53,9.69,45.67,73.81,28.17,19.3,0.386
2020,LGD096711929,83.51,50.65,65.35,42.9,15.6,0.47,1.62,297,1907,0,5842,9.98,60.85,43.83,42.08,24.21,44.4,0.339
2025,LGD461180843,41.27,38.96,6.04,66.4,1.22,27.94,6.95,417,4348,0,7362,64.35,42.79,58.76,63.33,7.51,35.2,0.653
2020,LGD212592150,54.13,6.8,18.71,52.5,4.54,28.18,3.05,883,4277,0,3977,40.77,52.57,45.77,91.81,12.02,26.0,0.277
2023,LGD946150257,87.1,50.37,45.98,78.3,15.1,21.47,24.03,189,4648,1,1866,41.02,41.52,8.44,75.11,11.43,56.7,0.329
2024,LGD912269757,74.76,22.04,74.51,73.2,32.64,8.51,4.91,912,4270,0,3764,24.49,47.19,21.21,89.47,5.66,62.9,0.809
2023,LGD552509334,37.76,14.86,72.19,87.9,27.76,1.83,10.38,801,2400,0,4552,60.36,43.1,19.09,22.37,31.95,4.5,0.271
2019,LGD669241646,88.28,47.5,79.17,78.0,47.06,3.97,21.0,407,3716,0,179,68.73,53.29,38.11,18.63,17.26,56.5,0.021
2023,LGD486200179,93.96,19.78,73.83,90.7,22.05,18.21,1.8,1154,75,1,2103,10.04,10.52,53.6,54.6,14.93,64.1,0.746
2024,LGD404636594,78.78,11.55,36.12,34.1,30.46,23.14,6.4,427,3194,0,8332,73.32,6.66,2.52,92.69,6.99,87.2,0.009
2021,LGD285868260,19.17,15.28,50.4,79.0,13.94,12.39,8.94,459,4831,0,7690,72.31,15.16,29.56,36.44,23.24,32.2,0.249
2021,LGD617508869,54.91,20.84,74.39,45.3,28.9,30.06,4.03,285,3388,1,8650,71.33,10.05,64.96,19.7,19.67,19.3,0.984
2021,LGD314071631,52.65,35.65,19.56,31.1,4.29,4.08,17.61,409,2769,0,6470,6.87,86.56,19.29,15.32,16.02,56.9,0.605
2022,LGD281490044,43.3,6.55,32.67,82.7,0.58,22.9,21.66,52,3469,0,6637,59.3,58.65,12.27,14.44,4.76,2.2,0.289
2020,LGD848259290,21.25,11.56,13.44,33.6,33.64,8.3,18.06,45,4324,0,7253,24.23,5.84,37.02,24.08,21.21,27.7,0.375
2021,LGD011815435,67.32,35.72,55.45,91.6,53.24,31.14,19.08,278,105,0,2817,34.28,51.92,40.04,32.07,7.46,57.0,0.52
2025,LGD246130428,17.69,13.18,84.67,88.5,48.31,29.56,12.88,732,3749,1,7018,23.33,1.26,64.35,74.94,19.6,11.6,0.026
2021,LGD595974034,94.83,34.85,74.55,28.9,2.26,18.91,12.52,22,1615,0,2663,5.06,71.88,13.32,37.02,3.22,78.8,0.52
2022,LGD554721852,60.69,17.28,15.94,36.6,23.47,27.62,7.41,407,4955,0,7965,31.55,45.34,40.85,21.3,8.54,9.5,0.767
2025,LGD321659832,84.91,23.31,4.59,91.0,41.68,8.84,4.72,1177,247,0,7724,48.0,24.67,16.33,21.22,16.97,13.2,0.772
2020,LGD899116466,27.96,23.71,59.56,52.5,58.42,21.27,11.85,121,1482,0,7107,2.28,57.15,9.03,47.27,26.63,3.0,0.837
2022,LGD108796463,89.18,25.39,34.61,66.5,29.06,7.19,10.08,605,1191,1,8952,25.1,89.02,55.55,51.48,30.04,51.5,0.665
2018,LGD826309287,61.01,7.97,81.07,53.5,36.16,3.11,24.73,1070,438,0,8829,7.8,42.71,20.74,71.76,24.99,77.2,0.638
2025,LGD882107231,46.39,43.83,7.7,88.1,7.55,16.5,1.24,1130,4870,1,1163,50.26,85.6,42.92,95.19,22.96,58.2,0.805
2024,LGD744545260,90.83,51.54,81.68,27.2,22.49,16.97,6.49,1056,3981,0,3613,67.19,7.73,58.3,18.58,28.56,48.4,0.601
2018,LGD776252821,17.05,8.99,38.91,15.1,55.53,24.07,17.57,946,1364,0,6656,61.38,54.3,7.94,56.92,12.79,50.1,0.34
2019,LGD943692264,30.43,11.47,62.47,58.6,35.4,33.24,5.02,520,1167,0,2560,30.69,78.89,19.96,36.36,7.36,25.1,0.907
2023,LGD938960564,87.71,50.59,84.05,31.7,45.31,14.15,13.43,48,4025,1,5545,52.25,67.05,29.85,20.94,16.24,45.8,0.022
2023,LGD304410867,18.83,5.18,39.02,35.8,29.24,15.07,9.87,932,2859,0,3385,22.46,68.94,45.06,50.79,30.0,83.5,0.38
2020,LGD275425919,15.43,7.72,31.34,62.2,29.82,14.35,21.21,517,467,1,5711,68.63,2.74,51.24,91.32,20.94,34.9,0.085
2019,LGD064981845,67.31,30.25,23.45,54.9,46.32,9.32,12.03,448,1630,0,5565,59.07,4.84,40.64,50.81,13.52,66.2,0.157
2024,LGD261927066,58.48,50.28,8.75,81.8,10.6,29.49,1.67,1191,199,0,7970,17.26,37.6,20.75,69.55,15.92,76.9,0.951
2025,LGD413756418,15.81,10.61,8.22,6.2,50.86,3.19,6.61,980,3466,0,7894,39.21,63.13,6.59,56.79,26.62,38.1,0.353
2021,LGD542046339,22.16,13.06,40.0,64.5,14.79,20.23,6.59,553,2529,1,7878,59.31,33.24,53.06,60.05,19.33,17.5,0.754
2018,LGD681131959,44.74,17.41,64.0,49.9,43.09,0.37,11.87,1121,3764,1,1624,74.56,70.87,33.72,96.62,16.06,19.2,0.1
2019,LGD350050339,67.68,59.22,39.26,55.7,2.72,25.44,10.21,76,4168,0,3157,58.98,85.73,52.03,17.53,33.56,14.0,0.544
2019,LGD824303526,20.23,13.26,49.42,48.1,42.26,31.09,8.61,1083,4964,1,5361,28.14,62.93,7.32,40.52,16.31,76.5,0.402
2019,LGD551565357,62.21,55.73,39.71,20.2,41.29,25.49,15.33,784,4378,0,533,54.8,46.6,48.03,62.64,34.64,43.6,0.143
2024,LGD826655879,91.48,50.09,12.37,33.0,6.98,3.25,7.11,284,3073,0,2026,55.57,14.13,52.72,14.44,18.71,32.2,0.839
2023,LGD675621874,94.13,64.21,46.73,44.2,58.27,0.57,17.75,933,295,0,5999,74.84,83.7,5.23,68.97,25.54,61.6,0.872
2019,LGD095963403,62.56,18.67,17.0,13.8,11.64,17.16,23.07,818,2786,0,781,6.15,50.65,47.6,28.83,2.44,77.0,0.023
2020,LGD811202605,33.48,20.6,12.64,45.0,13.44,9.77,20.55,687,4415,0,5246,21.8,52.69,16.22,22.26,27.33,87.4,0.139
2020,LGD558483208,38.01,26.85,37.12,21.1,55.6,21.84,4.36,1080,221,1,3645,48.19,4.96,50.37,76.25,25.54,41.0,0.624
2021,LGD006621225,60.48,19.25,84.8,28.0,39.22,20.41,11.04,166,2757,1,8683,51.09,50.48,28.56,40.63,33.63,77.3,0.383
2019,LGD216287958,23.68,10.77,34.5,29.2,13.65,0.35,2.09,464,1815,0,5495,42.04,75.54,60.78,70.91,28.46,42.4,0.039
2018,LGD190376626,82.05,24.02,72.69,5.2,3.43,16.3,22.83,1178,4854,1,3324,21.3,50.3,2.56,65.26,0.96,34.7,0.065
2019,LGD643141304,60.36,44.69,43.18,48.1,52.58,32.25,16.01,1122,3421,0,7966,53.06,88.78,13.53,74.12,22.64,12.5,0.537
2018,LGD756239588,31.55,18.23,80.54,59.2,22.3,33.91,7.54,59,2698,0,8233,1.72,41.08,59.32,81.44,6.01,45.0,0.961
2023,LGD869779369,81.31,35.31,2.75,1.7,16.12,15.22,15.82,41,2722,1,376,7.29,50.75,40.44,10.29,21.85,79.7,0.746
2020,LGD381193105,91.55,91.41,71.55,33.3,15.77,12.92,12.43,322,1924,0,4258,13.88,71.55,64.54,23.13,11.39,58.8,0.624
2023,LGD687435263,32.53,25.48,67.28,3.0,12.22,22.5,16.54,1047,4826,0,8762,71.93,43.51,53.83,63.83,3.68,87.3,0.494
2024,LGD763519061,32.82,13.68,84.38,87.2,2.29,33.8,8.73,81,94,0,8465,46.78,26.09,43.57,60.5,19.16,54.2,0.543
2023,LGD236598530,51.15,22.68,22.68,65.1,56.37,16.08,13.19,1095,4262,0,1415,32.59,16.54,27.45,45.43,17.78,26.9,0.888
2020,LGD888958293,22.57,14.98,64.93,31.7,35.63,12.88,18.62,137,682,0,171,22.09,85.26,41.84,37.23,22.21,36.3,0.192
2019,LGD286695708,27.54,23.89,45.71,70.0,48.17,28.28,7.54,1194,851,0,6441,62.63,1.01,3.79,52.82,15.11,46.6,0.381
2023,LGD082796408,42.93,34.0,63.75,71.4,57.37,12.15,18.08,275,4117,0,7901,58.61,12.61,17.0,24.07,18.74,54.4,0.11
2024,LGD947851277,41.19,26.75,43.11,69.9,21.95,3.8,24.12,448,1688,0,5762,43.58,69.47,14.53,42.31,19.32,77.9,0.207
2019,LGD515343576,26.29,17.86,69.81,31.0,47.92,14.23,0.8,278,2701,0,7250,26.73,56.92,12.33,38.49,9.75,18.8,0.499
2024,LGD916846859,53.6,51.2,67.41,13.5,21.27,23.34,9.74,1196,4376,0,8183,23.44,9.42,18.54,62.11,8.74,20.2,0.223
2021,LGD684009436,62.96,44.8,43.14,82.7,34.52,32.45,6.83,745,3216,1,633,65.76,80.37,29.53,81.97,2.95,50.8,0.103
2020,LGD920823921,97.51,41.51,60.1,19.0,39.44,11.4,11.37,244,4178,0,5526,61.14,79.42,14.38,67.85,3.23,40.2,0.076
2022,LGD527261751,81.49,32.1,67.24,85.8,3.05,24.77,10.4,1144,4335,0,3876,60.2,0.41,9.13,59.51,22.85,2.5,0.345
2024,LGD623274151,22.07,16.27,63.96,55.8,10.58,26.48,19.45,501,1005,1,6650,56.53,41.02,11.21,94.06,10.49,44.0,0.77
2022,LGD585708881,15.87,7.35,71.7,9.2,59.95,16.99,2.83,932,3799,0,2757,50.83,48.25,63.47,77.45,6.63,54.5,0.558
2020,LGD245003875,83.72,78.16,54.98,21.4,25.66,10.42,1.19,539,4504,0,7638,25.38,63.16,2.33,66.77,21.88,21.6,0.538
2022,LGD385518564,84.48,80.75,47.54,14.3,49.78,19.09,14.14,114,1757,1,7864,34.31,88.79,41.08,79.74,8.67,38.4,0.779
2021,LGD352205480,56.79,46.57,13.68,23.2,41.41,30.35,18.19,834,4093,0,6511,50.36,40.68,43.32,75.18,34.77,88.8,0.356
2024,LGD258791499,88.42,53.42,41.19,45.6,14.17,18.64,7.81,369,4743,0,5131,68.09,40.54,28.45,66.0,7.43,53.9,0.672
2022,LGD873270983,25.84,10.33,50.67,85.9,5.46,6.15,4.55,849,3657,1,4262,54.73,75.25,42.56,86.83,28.51,95.8,0.645
2023,LGD613958060,67.36,45.29,10.43,70.2,38.65,0.46,23.4,143,1279,0,2528,4.63,10.1,46.82,88.77,26.02,32.5,0.72
2025,LGD706031851,72.91,42.53,72.63,41.8,10.94,8.77,8.65,14,2944,1,12,29.98,37.98,6.52,38.24,21.9,83.0,0.521
2023,LGD607184952,71.18,54.44,36.21,10.7,18.05,14.59,16.44,388,1149,0,3984,1.9,39.96,47.19,65.46,24.67,44.6,0.654
2018,LGD905927843,64.65,49.49,17.86,57.2,1.41,33.63,3.64,109,4505,0,7777,28.7,63.06,57.1,77.48,12.15,17.4,0.686
2025,LGD109958886,34.86,8.08,76.9,71.7,19.02,18.31,9.5,823,293,0,428,54.58,28.39,29.88,78.18,15.89,77.7,0.95
2020,LGD840443559,15.94,11.85,35.1,69.0,59.38,28.19,10.77,556,1027,0,6953,65.95,89.31,60.27,48.46,19.15,58.6,0.975
2023,LGD357444581,75.16,60.38,23.22,11.4,18.26,16.24,4.62,485,4172,1,6439,61.01,43.95,50.91,62.29,14.25,55.7,0.462
2025,LGD078252426,62.81,10.03,50.64,90.9,25.75,7.0,3.63,1062,241,0,2741,45.51,54.08,33.19,79.05,29.13,21.2,0.297
2020,LGD705427440,50.78,14.6,69.81,99.0,59.56,8.48,15.6,354,3940,0,1406,22.27,84.53,15.39,93.97,23.59,81.9,0.343
2021,LGD091878014,84.35,43.87,11.28,7.6,57.44,18.89,14.02,1139,1507,0,859,18.06,66.72,11.03,73.54,21.42,23.7,0.039
2021,LGD434379280,22.06,21.45,43.23,98.7,47.18,9.59,13.02,321,4003,0,4969,67.78,40.66,12.09,25.04,23.46,80.2,0.083
2020,LGD233386249,93.56,11.32,18.67,11.8,27.83,34.71,11.39,226,3410,0,8655,60.48,9.88,3.22,80.6,34.89,39.5,0.217
2020,LGD251522753,39.69,27.05,69.35,46.4,16.7,22.38,10.95,415,4543,0,2177,49.56,8.08,57.76,55.58,34.86,61.2,0.199
2025,LGD681676346,15.69,9.46,12.02,92.4,24.12,11.79,23.37,816,2898,1,5673,73.15,2.62,21.06,42.56,3.6,85.0,0.678
2018,LGD463894611,94.98,6.59,46.62,27.3,43.22,7.48,0.86,49,3482,0,3833,37.05,12.41,61.52,31.46,20.48,95.1,0.013
2025,LGD648003667,88.49,41.07,9.58,54.4,1.87,28.88,4.6,668,1630,0,522,1.53,18.7,33.06,87.12,16.97,5.9,0.186
2018,LGD633608745,15.98,15.93,56.15,93.0,35.36,26.81,3.61,268,2910,0,4338,65.98,18.18,12.79,63.61,24.02,21.1,0.645
2019,LGD961036920,48.19,8.15,13.21,98.2,53.62,25.69,0.37,522,3961,0,4319,22.36,81.03,56.47,11.05,22.15,51.4,0.121
2018,LGD846588484,40.31,12.28,78.97,29.0,39.04,25.52,8.77,942,4197,0,7464,2.95,6.28,4.78,76.87,23.92,19.9,0.742
2024,LGD822734329,92.14,13.5,80.2,79.7,23.71,27.99,18.18,980,4557,0,4712,73.54,31.85,59.77,65.02,8.22,81.2,0.168
2021,LGD026870429,48.32,31.73,12.84,87.5,8.1,18.11,0.65,377,4950,0,230,1.22,64.43,21.47,84.52,2.44,77.9,0.569
2022,LGD957448596,37.79,29.27,52.33,67.4,31.44,3.2,20.79,131,1727,0,617,16.67,80.34,9.43,59.35,10.44,72.0,0.107
2022,LGD720287862,91.28,58.61,33.16,19.0,45.12,20.87,17.06,1190,2770,0,8034,48.17,2.38,1.55,49.86,5.36,2.0,0.695
2023,LGD350907261,35.07,19.43,27.04,49.3,14.74,12.27,24.38,859,1082,0,6777,17.72,3.15,38.14,94.42,13.37,22.9,0.773
2020,LGD342439252,62.99,20.9,74.46,23.1,29.94,27.15,15.4,635,512,0,4066,5.24,26.76,6.61,61.86,19.63,69.9,0.309
2023,LGD277455875,38.4,31.46,59.93,53.3,46.6,30.9,9.17,454,4110,1,8930,58.34,13.37,9.88,14.49,28.86,64.2,0.404
2023,LGD783545408,26.24,7.57,40.45,23.9,22.03,1.43,16.67,1127,4485,0,2697,59.23,60.07,23.58,33.33,4.73,80.1,0.412
2018,LGD952627312,38.83,31.07,81.38,33.4,24.69,12.77,12.28,922,1051,0,3752,25.35,30.99,5.46,52.22,16.15,95.1,0.549
2025,LGD964852820,33.57,11.47,6.65,70.6,17.22,10.17,18.34,5,3458,0,8016,23.05,54.78,4.12,23.81,1.05,63.6,0.455
2018,LGD094009581,31.13,29.74,57.88,50.8,33.79,28.22,22.58,32,507,0,8773,70.13,87.19,18.5,36.46,22.25,31.1,0.687
2023,LGD261911494,66.47,20.35,48.17,78.4,7.19,24.92,18.55,640,1181,0,6747,32.29,46.54,9.33,80.26,23.09,40.7,0.323
2025,LGD432834465,42.73,32.31,78.84,89.2,54.51,26.95,15.51,985,1072,0,8498,67.33,47.71,28.84,91.66,6.97,47.8,0.537
2025,LGD247742871,49.61,20.02,56.57,61.5,23.94,1.66,17.3,273,376,0,2885,71.06,48.47,61.71,72.73,16.86,62.9,0.587
2023,LGD747269139,24.01,7.45,58.23,7.3,39.62,2.94,4.23,719,4264,1,4181,71.82,30.77,50.63,80.7,8.79,30.6,0.542
2020,LGD309368593,19.98,8.76,66.4,36.0,18.2,34.99,19.52,280,4451,1,4642,11.43,22.22,54.06,95.55,34.2,44.3,0.419
2025,LGD470642291,88.37,58.62,21.47,87.1,18.75,6.38,7.06,941,3744,0,2489,57.22,67.28,62.3,19.26,2.08,36.5,0.288
2024,LGD001411062,16.34,10.04,4.87,89.9,16.26,34.73,8.78,239,757,0,8025,9.2,88.59,52.95,73.46,12.08,65.2,0.402
2019,LGD325926630,78.03,32.43,34.13,76.6,24.88,33.3,12.95,466,3163,0,7992,61.51,54.42,36.31,80.7,18.5,95.9,0.47
2019,LGD806943292,93.82,13.19,13.73,93.1,44.73,15.29,19.76,655,2536,0,8659,59.2,18.43,52.08,75.61,19.84,2.0,0.849
2025,LGD602724649,42.8,5.06,53.14,39.9,3.14,15.0,7.06,12,4894,1,487,52.65,28.83,28.61,84.23,22.7,29.1,0.012
2020,LGD302529285,69.87,11.93,27.5,29.7,57.68,8.52,19.05,1117,1063,0,2965,53.91,69.82,22.84,22.73,7.98,20.6,0.535
2018,LGD931465275,22.17,5.91,34.92,10.8,18.91,20.87,18.44,720,228,0,6600,9.33,0.43,17.08,47.75,16.36,86.2,0.434
2018,LGD479211606,24.68,16.87,45.63,13.8,41.18,19.42,22.01,1175,4191,0,4578,34.71,17.36,33.86,66.42,23.51,91.7,0.257
2024,LGD664160851,79.2,15.95,72.33,55.3,42.43,6.39,9.35,938,2595,0,8139,73.63,41.86,2.41,63.87,26.41,31.7,0.651
2025,LGD144884497,53.61,49.4,43.87,12.3,51.22,17.93,6.35,1029,1727,0,2147,0.11,3.55,45.71,28.72,21.6,42.7,0.563
2024,LGD339572480,77.19,45.95,72.47,49.4,21.48,0.08,13.1,611,458,1,8861,0.18,31.82,13.29,41.08,32.1,1.0,0.36
2021,LGD316382130,90.99,83.47,84.83,44.1,31.24,7.65,23.97,924,3194,1,8547,55.84,17.84,50.64,52.05,19.98,97.0,0.966
2024,LGD567632775,77.81,36.13,23.6,71.6,19.68,32.65,0.53,14,564,0,3961,69.09,71.56,47.24,59.29,17.84,70.7,0.509
2022,LGD218374326,41.14,17.83,8.26,94.1,33.42,26.55,8.35,1196,1819,0,8212,12.03,87.66,28.29,57.4,19.34,34.6,0.099
2018,LGD043027684,68.64,24.36,68.26,8.5,15.57,5.01,6.98,428,149,1,5559,46.09,45.39,36.27,87.45,28.94,90.1,0.209
2021,LGD626353161,84.07,67.66,50.71,10.9,45.54,33.64,20.76,648,1783,0,5910,71.03,72.25,26.47,83.96,16.27,16.2,0.015
2018,LGD276857438,18.99,9.83,56.13,47.2,29.0,7.03,7.07,1110,762,1,4928,20.63,44.5,37.69,11.48,5.25,10.1,0.849
2022,LGD008189418,31.52,7.9,19.58,17.9,51.91,1.09,5.79,503,2835,0,5987,48.01,18.09,44.26,78.45,0.01,97.3,0.418
2025,LGD530796710,59.5,24.24,78.43,7.1,7.84,30.92,24.92,142,2366,0,4262,40.32,9.49,52.55,68.73,6.07,81.0,0.874
2018,LGD739368084,64.96,35.59,38.71,31.4,50.81,10.47,16.0,64,93,0,6559,13.76,29.02,54.52,13.89,32.8,81.4,0.333
2019,LGD425599158,48.93,5.75,27.58,28.1,1.08,34.04,18.81,38,3436,0,5878,36.98,34.21,20.88,51.59,20.22,78.9,0.86
2021,LGD971858185,64.62,31.77,2.71,43.2,9.36,10.19,6.37,704,577,0,6740,6.18,43.96,15.84,12.6,18.94,28.2,0.475
2023,LGD230896622,65.27,57.91,73.13,10.1,44.42,12.33,7.88,575,4423,1,2205,4.11,60.44,51.92,74.9,17.31,33.4,0.938
2024,LGD010851977,16.79,5.59,36.65,54.7,47.88,0.47,5.37,1044,2314,0,2649,41.68,18.59,37.24,55.27,28.81,44.7,0.319
2020,LGD891392114,15.62,8.39,64.8,67.2,22.32,29.96,1.65,96,4618,0,6425,61.57,54.81,11.7,79.4,34.79,29.1,0.613
2025,LGD002303181,85.78,37.26,78.66,58.4,21.4,16.97,20.44,623,939,0,250,18.82,23.78,37.34,48.26,10.54,86.4,0.526
2020,LGD636534081,58.83,50.88,74.44,84.5,26.3,21.45,19.04,25,109,0,646,11.47,2.91,12.33,42.87,15.12,46.5,0.86
2023,LGD194381229,44.49,42.45,39.4,98.3,18.39,18.48,22.39,1182,798,0,6085,46.76,56.05,38.02,53.22,12.69,95.5,0.896
2019,LGD819542117,97.12,75.24,63.7,79.8,0.73,3.72,8.05,495,1448,1,1788,56.89,12.04,58.84,33.24,3.52,58.8,0.719
2023,LGD220463462,42.42,29.29,51.58,65.4,13.1,8.14,2.43,1165,1598,0,583,68.05,32.02,30.76,74.35,1.85,45.1,0.089
2023,LGD874841283,26.01,9.92,4.17,9.7,22.6,2.72,1.42,70,1762,0,4497,11.82,19.01,60.15,10.67,12.4,75.6,0.358
2019,LGD374591657,60.44,8.71,44.07,62.8,36.51,2.38,23.0,173,3836,0,470,6.01,75.9,34.19,83.68,16.21,96.1,0.116
2023,LGD459584174,76.1,25.11,62.37,31.1,20.73,13.22,11.24,438,3942,0,5503,74.59,78.41,34.31,35.78,18.65,21.6,0.925
2019,LGD500163224,30.7,9.27,23.88,80.2,6.49,25.19,7.62,1169,686,1,680,19.85,83.03,24.16,53.85,1.94,72.8,0.356
2022,LGD370105131,63.71,31.47,49.55,13.1,46.25,6.83,0.81,68,4907,0,1137,16.37,61.45,56.17,90.84,2.91,80.8,0.839
2020,LGD494321609,77.35,39.29,26.57,18.1,14.31,19.61,12.68,179,1777,1,7906,26.3,2.36,18.94,88.16,21.81,85.4,0.729
2019,LGD253917928,75.57,44.61,17.73,47.9,33.21,26.84,3.37,981,3539,0,8329,18.99,77.52,25.37,37.91,20.68,40.3,0.487
2023,LGD683647168,19.41,13.93,11.93,12.1,8.28,2.87,22.51,207,4013,1,334,21.73,80.57,35.37,67.91,28.05,23.0,0.299
2018,LGD316714287,19.66,6.17,58.35,96.6,25.38,20.26,12.86,133,424,0,7396,35.9,52.36,42.68,53.63,17.16,74.7,0.256
2024,LGD384589875,38.82,26.36,27.9,66.6,17.21,2.04,6.81,1038,4187,0,5800,16.66,38.06,64.28,75.79,11.07,17.2,0.33
2020,LGD449499318,22.62,13.21,46.74,21.3,10.95,2.75,9.5,1103,895,0,8477,27.77,76.27,25.41,36.24,33.74,52.7,0.341
2025,LGD902639754,73.0,25.59,69.79,18.3,21.57,6.47,21.87,971,94,0,5437,10.18,7.39,13.63,26.02,32.23,85.3,0.327
2024,LGD110272952,49.27,20.36,67.01,46.8,48.11,2.4,18.23,257,3868,0,3138,18.08,63.82,63.48,12.16,3.33,86.5,0.676
2021,LGD469664285,29.01,22.25,21.17,84.0,9.6,11.17,12.91,519,3061,0,3859,60.13,19.31,43.29,55.41,13.69,45.0,0.583
2019,LGD395134167,19.26,14.57,41.22,32.3,45.88,29.89,0.17,378,2201,0,5249,72.09,23.38,24.33,93.35,20.34,20.0,0.792
2023,LGD444735826,37.43,21.97,73.56,74.1,27.88,5.17,15.36,927,1262,0,2275,37.31,41.13,62.95,36.14,34.69,94.8,0.684
2024,LGD904592195,52.35,21.27,24.46,36.3,54.7,13.67,22.48,70,764,1,8475,3.78,15.2,44.64,67.61,11.41,63.0,0.94
2023,LGD179618387,35.43,12.52,10.9,91.9,28.38,19.93,13.38,302,3586,0,737,7.59,42.05,57.66,64.71,1.81,79.9,0.937
2021,LGD465227686,75.97,70.24,76.08,64.0,54.15,7.58,6.27,376,4656,0,910,25.86,64.63,11.71,61.84,27.38,16.6,0.474
2020,LGD958224856,82.29,7.09,22.49,90.3,25.22,0.54,12.2,942,2082,1,7720,59.16,39.33,22.78,43.62,9.04,75.6,0.691
2023,LGD792283340,25.41,24.41,57.22,44.3,16.47,12.71,1.72,1019,3062,0,5538,42.42,11.98,43.62,51.67,4.47,21.6,0.301
2019,LGD816296423,47.57,31.11,36.6,37.4,21.38,32.89,1.62,212,1546,0,6222,41.31,54.84,15.28,52.62,13.89,81.7,0.376
2021,LGD621117313,40.31,9.18,30.99,20.9,18.46,22.19,15.92,464,4959,0,8591,0.42,29.78,17.66,13.09,13.7,61.0,0.606
2021,LGD663045272,78.79,5.48,10.13,48.7,10.85,7.17,12.77,64,3735,0,1853,17.98,50.35,27.98,96.29,20.69,70.6,0.557
