soc_vuln_index_year,soc_vuln_community_geoid,soc_vuln_poverty_rate_pct,soc_vuln_unemployment_rate_local,soc_vuln_housing_cost_burden_rate,soc_vuln_single_parent_households_rate,soc_vuln_disability_prevalence_rate,soc_vuln_limited_english_rate,soc_vuln_no_vehicle_rate,soc_vuln_crowding_rate,soc_vuln_broadband_gap_rate,soc_vuln_health_insurance_gap_rate,soc_vuln_food_insecurity_rate,soc_vuln_violent_crime_rate_local,soc_vuln_heat_vulnerability_score,soc_vuln_flood_vulnerability_score,soc_vuln_social_isolation_index,soc_vuln_community_resilience_score,soc_vuln_resource_access_score,soc_vuln_overall_vulnerability_rank
2011,GEO00000000162,2.04,31.22,39.64,52.19,33.68,35.51,20.43,18.202,59.46,6.08,20.91,1037.33,7.58,73.82,0.3475,51.74,40.31,1382
2011,GEO00000000163,50.55,18.58,5.6,38.63,32.53,31.33,27.48,16.322,38.82,11.8,4.32,781.19,89.01,95.98,0.7397,32.66,43.53,1955
2017,GEO00000000164,53.03,17.42,45.8,15.68,14.74,40.31,32.08,11.021,11.37,19.45,38.43,346.87,7.69,7.38,0.4414,2.54,33.04,646
2020,GEO00000000165,37.11,14.85,27.74,9.71,39.84,33.65,37.98,6.277,47.98,15.27,11.91,559.2,46.81,70.63,0.8021,33.34,17.59,1044
2009,GEO00000000166,50.79,4.23,2.26,47.37,13.45,5.43,5.5,4.223,50.34,26.98,17.27,1225.75,35.06,94.2,0.5355,35.39,76.5,107
2019,GEO00000000167,18.91,9.96,24.01,34.99,16.96,23.42,36.71,6.824,6.42,25.03,33.9,1466.37,59.37,13.13,0.5992,49.84,41.98,1317
2025,GEO00000000168,11.79,27.65,2.58,27.9,37.67,8.22,9.12,6.237,25.85,22.23,21.81,724.08,84.37,71.37,0.648,77.9,68.36,992
2010,GEO00000000169,17.61,16.52,16.53,32.24,20.78,25.1,11.34,14.053,49.34,13.66,29.79,531.22,71.28,18.67,0.5702,2.25,25.98,1488
2023,GEO00000000170,8.21,2.35,72.16,38.38,17.49,0.19,10.23,5.543,44.54,29.75,38.38,660.8,10.62,2.14,0.6677,96.59,52.99,1710
2015,GEO00000000171,33.8,11.3,13.06,6.03,3.93,22.39,28.56,2.439,20.88,14.93,12.29,1144.69,83.39,28.76,0.835,23.38,97.71,314
2019,GEO00000000172,5.85,18.59,35.3,23.55,28.53,24.57,22.54,3.585,10.38,11.27,29.05,874.77,92.46,18.93,0.0135,12.38,10.83,275
2021,GEO00000000173,24.88,14.2,4.92,42.97,3.23,37.38,13.58,17.356,10.06,21.55,11.09,603.33,69.26,22.28,0.0038,7.72,67.42,680
2016,GEO00000000174,40.39,17.65,29.41,40.55,37.47,31.25,30.47,17.545,53.14,23.76,9.25,1135.03,66.29,33.94,0.3247,45.5,47.34,1280
2011,GEO00000000175,36.97,5.74,29.68,2.11,1.76,25.01,13.03,7.981,11.85,27.77,19.97,546.24,24.99,22.28,0.8696,30.76,5.17,307
2019,GEO00000000176,16.8,9.34,61.03,10.97,4.37,7.93,4.64,10.651,17.86,21.81,32.22,635.52,52.04,84.94,0.4476,61.75,75.21,553
2020,GEO00000000177,31.03,11.93,71.02,52.03,0.3,13.86,21.64,0.025,30.8,6.64,4.02,557.54,55.73,50.46,0.9023,6.77,84.25,1951
2010,GEO00000000178,25.27,27.11,17.1,0.44,12.07,20.37,11.28,19.53,9.64,23.86,22.78,1168.76,90.1,89.31,0.3623,31.0,6.85,200
2021,GEO00000000179,0.21,18.01,48.01,37.86,34.43,9.34,9.42,16.393,53.39,18.89,11.71,243.9,35.78,22.56,0.8287,56.8,29.0,690
2014,GEO00000000180,5.42,1.8,6.99,37.56,3.8,2.59,7.47,19.238,51.01,8.97,7.43,1069.62,94.0,92.95,0.6625,51.94,41.76,1275
2010,GEO00000000181,42.05,15.61,53.85,34.61,38.7,26.79,27.55,8.405,31.43,8.21,12.67,753.88,68.9,54.59,0.3846,32.47,82.64,1221
2020,GEO00000000182,13.04,9.38,24.5,40.28,14.94,34.52,37.86,17.812,32.32,5.54,20.81,921.97,42.28,60.64,0.4576,87.68,86.07,1402
2017,GEO00000000183,36.61,15.84,56.3,23.04,28.67,0.59,8.94,19.282,29.09,5.81,33.61,579.52,83.31,11.46,0.9099,96.21,54.34,900
2024,GEO00000000184,44.89,13.29,55.7,15.19,24.54,15.4,12.81,2.731,10.59,11.84,24.44,758.85,49.12,17.19,0.678,86.38,99.79,231
2010,GEO00000000185,9.1,0.11,41.08,37.15,26.81,28.4,36.27,13.257,44.84,28.86,2.05,440.85,29.02,18.24,0.7506,68.29,29.34,673
2020,GEO00000000186,16.39,24.08,35.5,0.02,5.0,15.96,29.0,13.772,58.16,7.7,32.66,1207.3,97.65,81.41,0.4906,59.42,63.49,1882
2008,GEO00000000187,14.66,30.14,0.6,5.84,18.44,26.77,10.9,1.447,52.25,29.49,16.81,600.04,76.71,28.04,0.9228,41.59,85.71,335
2023,GEO00000000188,28.36,31.95,57.58,36.75,1.93,4.93,6.13,3.704,35.04,23.22,9.63,1226.15,3.64,15.34,0.2165,33.57,17.83,414
2025,GEO00000000189,16.0,30.98,55.3,27.53,39.26,32.83,6.84,12.33,57.46,16.05,34.78,756.01,22.72,64.43,0.8658,41.6,10.59,1713
2023,GEO00000000190,53.61,34.43,8.73,17.2,18.4,27.3,18.55,1.08,10.75,11.31,12.97,942.47,76.63,8.6,0.2486,10.47,51.1,52
2020,GEO00000000191,15.95,1.31,26.81,38.61,0.04,2.8,15.45,13.448,39.86,29.67,15.07,1338.18,61.78,48.51,0.6558,93.11,48.85,1024
2022,GEO00000000192,19.14,32.15,60.7,43.11,21.33,2.59,37.81,19.801,1.24,21.99,32.89,838.75,60.67,51.97,0.0934,21.79,22.99,232
2025,GEO00000000193,50.13,0.2,26.36,32.78,36.89,16.6,37.03,2.543,34.39,23.33,34.01,430.56,12.13,53.48,0.7573,18.2,7.38,1052
2018,GEO00000000194,50.2,4.52,55.51,22.74,3.66,7.84,6.61,18.721,33.8,15.56,29.22,437.86,84.67,64.05,0.0257,58.36,32.91,204
2010,GEO00000000195,36.78,2.62,69.63,27.62,5.96,7.18,8.4,18.806,40.21,1.57,4.98,1074.38,35.58,8.82,0.0117,66.48,55.91,515
2025,GEO00000000196,6.23,33.36,34.65,29.15,30.7,43.5,38.0,7.46,5.58,14.96,28.7,1401.99,2.73,3.23,0.0323,35.12,45.37,809
2024,GEO00000000197,10.88,3.49,32.88,51.74,10.47,0.57,14.86,19.86,22.97,1.19,38.88,57.27,5.32,0.78,0.7708,68.93,70.93,470
2011,GEO00000000198,12.82,28.29,30.69,34.88,17.26,20.29,17.06,12.27,33.99,3.91,1.89,1270.2,25.38,48.62,0.6077,48.23,6.25,191
2012,GEO00000000199,23.8,0.84,44.84,42.24,12.59,8.67,13.47,1.244,26.14,28.97,18.34,1041.51,68.4,31.9,0.0985,81.92,93.79,1337
2022,GEO00000000200,2.13,3.97,6.28,40.16,37.28,40.58,2.1,14.248,20.9,28.32,2.99,355.74,8.37,66.26,0.5114,3.57,45.4,1016
2014,GEO00000000201,45.57,31.65,59.43,8.89,11.43,4.36,24.32,4.13,4.51,23.5,0.09,166.24,95.41,96.73,0.434,75.16,81.72,1390
2018,GEO00000000202,22.63,26.65,36.04,34.0,11.31,11.4,13.77,6.664,51.27,28.56,10.66,687.65,50.97,66.82,0.6013,44.37,90.46,1932
2017,GEO00000000203,3.69,14.12,9.21,26.96,33.19,4.98,9.35,0.308,33.26,24.28,20.26,957.35,59.31,64.27,0.1707,38.66,10.88,664
2019,GEO00000000204,20.87,29.75,37.49,14.57,33.87,19.42,12.59,15.359,10.01,27.35,8.35,684.24,4.44,27.67,0.8867,28.93,63.74,30
2025,GEO00000000205,25.99,20.68,74.02,34.48,37.12,21.72,21.32,10.786,11.22,1.95,3.96,1305.14,76.1,66.98,0.6027,43.81,94.67,647
2012,GEO00000000206,19.57,1.67,35.88,12.48,32.04,8.25,9.53,2.759,11.71,29.95,18.5,906.57,90.01,33.03,0.2704,37.47,29.32,1400
2017,GEO00000000207,12.16,31.39,19.13,31.07,30.15,11.7,23.63,18.731,26.72,7.64,35.26,1040.04,56.46,85.42,0.7516,75.29,88.04,478
2007,GEO00000000208,53.2,21.54,62.74,25.67,22.34,10.75,31.01,6.041,1.79,29.13,38.52,574.82,69.0,55.44,0.0388,39.22,90.85,1056
2019,GEO00000000209,38.3,18.61,72.02,0.19,14.67,23.98,28.64,1.324,43.66,25.34,32.0,1089.98,53.56,78.41,0.4244,85.56,46.08,570
2025,GEO00000000210,18.67,31.75,5.79,5.83,37.73,12.25,11.81,1.05,46.57,7.54,27.66,991.32,28.77,48.48,0.6934,44.65,82.46,1710
2024,GEO00000000211,5.68,29.11,70.11,54.85,13.39,23.4,6.93,9.513,36.96,4.19,15.04,307.29,10.15,20.0,0.0342,73.72,68.32,1648
2013,GEO00000000212,41.69,26.05,57.84,2.1,24.74,27.7,10.31,5.367,2.88,26.43,19.95,575.75,52.89,87.53,0.4906,38.57,3.57,537
2015,GEO00000000213,11.05,22.13,51.64,44.42,20.17,19.54,37.86,0.538,58.5,22.76,27.52,254.66,41.93,97.98,0.3871,90.13,70.66,877
2012,GEO00000000214,22.7,24.08,48.49,22.17,15.65,13.37,3.26,15.818,41.89,15.49,35.14,105.22,99.41,0.6,0.338,93.65,18.62,649
2024,GEO00000000215,54.2,34.07,40.75,7.94,6.38,35.42,15.7,14.795,55.61,29.3,13.63,817.81,13.1,29.25,0.4092,17.95,77.53,1136
2013,GEO00000000216,2.07,10.63,22.16,25.81,6.56,1.46,30.56,7.17,2.33,23.5,21.18,1242.01,66.01,81.51,0.7875,1.26,22.53,888
2025,GEO00000000217,19.14,18.85,9.37,23.18,17.01,44.0,29.67,14.193,12.51,7.89,26.27,1027.64,35.43,96.1,0.8172,39.45,54.89,429
2010,GEO00000000218,43.14,17.08,54.97,3.53,21.67,29.48,22.01,7.6,13.71,22.38,17.5,635.78,26.55,15.12,0.0459,7.2,0.35,1340
2016,GEO00000000219,48.03,32.24,44.08,33.11,13.69,19.53,6.08,14.486,29.66,5.15,2.79,1479.06,59.61,76.89,0.8425,57.38,32.18,1821
2021,GEO00000000220,0.37,22.82,70.43,16.41,15.89,31.22,27.67,2.376,53.78,5.06,28.24,912.1,66.06,17.55,0.5285,46.61,94.46,1660
2010,GEO00000000221,48.39,22.26,59.23,12.79,25.29,16.75,16.85,4.063,57.33,13.97,0.56,757.52,50.26,44.43,0.1015,29.18,86.91,233
2014,GEO00000000222,46.76,33.73,9.72,24.26,10.27,14.74,32.17,3.143,34.75,23.06,19.38,959.36,0.05,85.37,0.552,18.79,53.54,1100
2011,GEO00000000223,9.88,3.83,70.84,22.82,14.5,15.26,27.62,11.729,59.96,4.87,23.44,56.52,27.72,87.26,0.1502,34.25,67.91,92
2020,GEO00000000224,11.63,15.78,8.78,54.48,28.08,37.91,23.41,8.549,27.77,7.72,4.62,331.41,87.39,77.8,0.8087,99.78,25.09,368
2025,GEO00000000225,48.76,22.31,49.6,15.51,28.25,1.05,5.5,1.997,17.88,26.5,7.13,1263.77,8.89,20.75,0.9058,92.77,1.6,267
2014,GEO00000000226,2.56,22.09,20.33,18.62,5.43,35.07,15.77,19.239,50.99,6.51,24.45,76.19,66.75,71.99,0.8526,58.29,13.7,1399
2020,GEO00000000227,30.53,23.25,15.22,0.81,35.21,16.03,29.44,17.509,46.07,12.99,31.77,1331.95,27.7,77.64,0.3128,7.16,65.36,1243
2009,GEO00000000228,28.17,20.18,17.54,42.23,31.15,41.84,2.44,13.826,37.17,3.9,1.66,794.06,17.07,24.39,0.5765,57.29,48.79,788
2016,GEO00000000229,53.6,18.87,50.61,8.3,1.04,40.16,9.38,14.729,46.84,16.26,29.78,1496.89,17.72,5.43,0.9661,26.16,74.63,1920
2025,GEO00000000230,31.37,32.5,40.53,23.13,23.49,40.04,7.23,6.481,32.35,22.41,10.77,1012.75,93.79,59.74,0.4588,30.12,90.3,542
2024,GEO00000000231,18.81,8.33,9.99,42.02,33.66,35.19,31.72,10.926,25.59,0.3,14.15,486.18,2.02,72.98,0.8265,2.55,10.91,826
2011,GEO00000000232,42.0,14.97,29.45,6.05,4.29,25.39,26.54,16.032,37.57,26.11,9.16,1227.84,84.63,66.94,0.9274,26.05,48.08,551
2024,GEO00000000233,38.42,2.0,39.05,14.65,2.41,1.38,7.81,9.806,21.38,18.68,26.15,415.95,56.84,77.45,0.0269,38.11,23.04,641
2009,GEO00000000234,46.14,4.53,5.65,14.8,20.28,29.17,22.2,14.174,8.26,20.54,19.95,1463.84,66.24,83.84,0.8765,51.39,99.8,1049
2020,GEO00000000235,44.39,22.03,51.99,35.33,15.08,18.12,7.69,17.303,3.02,5.81,18.19,1363.36,66.68,3.87,0.7762,79.65,9.34,348
2013,GEO00000000236,45.98,34.86,67.97,47.3,19.83,37.69,36.56,14.562,31.43,22.65,11.19,1499.05,97.42,47.53,0.9357,54.85,10.29,44
2011,GEO00000000237,49.61,11.65,9.15,45.88,8.97,39.94,5.32,0.007,54.42,17.81,4.6,631.14,47.24,28.12,0.7832,5.55,95.72,574
2017,GEO00000000238,30.03,12.41,29.87,2.73,1.36,6.0,27.42,11.379,32.67,12.15,24.08,1063.93,33.59,56.97,0.3671,27.86,45.31,613
2010,GEO00000000239,43.34,27.97,40.08,34.5,9.57,32.28,26.84,0.086,32.46,23.16,31.24,414.29,1.89,54.17,0.6422,91.63,59.26,1842
2018,GEO00000000240,35.06,19.94,46.57,28.59,20.47,38.89,13.81,5.467,36.87,14.73,26.75,1014.47,8.54,99.32,0.6206,31.59,80.45,1404
2012,GEO00000000241,44.28,16.36,35.36,49.46,25.83,4.98,17.1,4.993,57.3,20.85,23.34,841.97,3.06,87.09,0.7958,73.44,70.95,368
2021,GEO00000000242,12.03,19.99,7.12,27.46,26.86,13.22,5.3,18.212,47.98,16.33,23.98,301.62,67.35,77.15,0.3131,26.71,13.21,952
2014,GEO00000000243,16.64,32.05,58.94,26.53,38.38,10.41,30.51,10.69,7.45,21.09,24.91,709.21,85.72,83.66,0.685,36.53,49.91,406
2013,GEO00000000244,37.3,12.37,69.27,11.85,28.03,30.21,13.37,3.705,24.55,7.23,7.95,1482.46,8.49,51.94,0.4552,51.48,1.72,139
2022,GEO00000000245,24.11,33.45,46.44,5.49,8.78,22.82,21.9,3.291,18.98,3.08,23.75,1368.96,63.08,59.82,0.582,44.22,57.48,1065
2025,GEO00000000246,36.21,16.26,27.3,50.14,31.91,14.91,29.75,6.525,2.76,28.9,3.31,1226.75,47.38,4.2,0.4177,20.79,40.74,491
2007,GEO00000000247,51.01,18.08,67.94,5.11,16.62,24.01,5.02,2.348,44.92,12.58,13.43,665.24,72.17,45.32,0.0305,0.07,34.09,2000
2018,GEO00000000248,43.92,2.99,65.48,39.44,11.36,33.82,0.61,11.155,44.01,8.14,20.39,99.24,24.33,97.42,0.5913,14.97,28.13,1582
2017,GEO00000000249,26.6,5.83,23.76,1.48,24.15,5.66,8.84,0.257,36.66,9.12,0.04,268.86,95.99,89.66,0.8833,67.69,44.8,32
2016,GEO00000000250,36.12,3.7,10.43,40.4,22.59,2.56,36.98,7.539,46.61,20.22,29.16,804.6,6.72,0.37,0.9656,79.6,46.44,85
2021,GEO00000000251,50.97,19.32,42.95,26.68,29.26,28.43,37.93,10.271,21.47,19.37,7.27,988.78,79.27,61.34,0.3018,65.98,61.18,1344
2024,GEO00000000252,52.26,12.39,14.39,27.98,7.32,36.78,35.75,8.668,0.77,28.43,28.41,1067.78,36.76,67.87,0.5698,81.26,34.79,796
2009,GEO00000000253,31.85,0.28,27.6,52.84,16.7,20.28,10.51,6.715,57.91,2.57,34.22,226.71,50.57,1.74,0.8153,61.85,8.99,288
2007,GEO00000000254,40.28,30.98,5.2,45.96,19.88,26.9,12.98,0.26,31.03,28.1,22.26,426.91,48.5,26.84,0.709,46.97,9.94,1629
2007,GEO00000000255,51.48,26.11,12.84,44.24,0.38,8.95,18.67,4.426,12.78,25.97,33.87,24.88,23.7,92.71,0.2424,99.32,35.8,675
2010,GEO00000000256,6.81,6.22,73.2,43.17,20.06,28.58,35.82,15.327,51.99,18.02,2.72,584.3,57.45,11.33,0.5744,95.25,41.94,1140
2025,GEO00000000257,44.39,9.09,0.77,53.89,31.12,12.63,7.23,12.151,28.98,21.6,28.47,334.91,61.92,35.38,0.2381,37.62,27.56,77
2007,GEO00000000258,50.4,26.27,21.33,39.85,15.75,17.62,33.15,15.86,25.91,25.46,39.48,1226.68,87.12,80.92,0.0354,0.87,71.26,546
2007,GEO00000000259,34.99,7.42,10.77,51.83,33.5,38.51,14.93,12.233,41.64,28.33,3.62,1048.12,71.15,43.54,0.8089,97.76,25.15,279
2021,GEO00000000260,51.45,29.6,69.93,17.94,0.97,27.25,17.83,4.374,59.94,28.25,5.13,1158.85,14.36,27.75,0.8424,48.95,65.27,429
2015,GEO00000000261,33.88,28.87,47.76,33.23,34.69,2.49,31.85,17.242,50.82,15.62,5.98,1352.48,59.07,39.63,0.5022,6.91,56.3,1566
2010,GEO00000000262,31.44,14.78,44.43,37.09,2.47,31.81,18.56,13.489,21.73,8.76,34.39,1312.03,48.77,0.82,0.147,10.88,1.93,871
2015,GEO00000000263,12.54,20.03,17.6,37.34,23.38,33.12,18.29,16.784,0.77,18.85,28.91,820.68,26.44,29.88,0.9118,4.24,72.62,34
2022,GEO00000000264,6.77,12.65,1.08,50.86,32.31,18.95,11.03,0.628,40.84,23.99,19.37,111.57,65.41,72.93,0.1076,52.31,77.79,816
2025,GEO00000000265,2.71,6.47,27.61,38.02,37.85,1.53,26.63,16.066,42.93,14.77,28.28,1119.49,2.14,61.97,0.0266,83.29,97.46,758
2008,GEO00000000266,46.55,18.96,21.57,22.12,17.76,38.41,25.46,3.925,12.36,11.65,28.23,1314.77,1.41,83.98,0.4331,81.52,48.59,70
2009,GEO00000000267,50.61,26.3,74.32,53.06,5.97,34.77,20.86,2.535,31.9,25.37,25.65,720.79,70.75,95.06,0.3331,97.7,11.64,745
2016,GEO00000000268,50.89,5.39,58.52,29.23,33.9,17.44,20.78,1.76,44.88,18.14,23.45,173.74,63.52,8.68,0.704,24.01,99.41,1346
2023,GEO00000000269,54.07,9.05,49.35,6.11,18.89,11.7,2.75,10.496,1.56,0.5,32.4,1210.41,89.7,71.33,0.4387,19.32,3.65,65
2018,GEO00000000270,11.1,12.66,62.98,3.99,21.95,5.61,37.29,17.552,31.11,29.08,34.3,1289.52,89.29,78.35,0.184,85.54,98.39,709
2015,GEO00000000271,6.5,14.38,28.48,53.76,7.17,39.48,16.92,2.621,15.92,17.2,13.4,702.61,40.87,54.6,0.549,49.29,55.15,1653
2011,GEO00000000272,27.61,18.46,58.22,26.85,22.19,22.84,37.4,3.593,20.06,3.46,34.22,618.36,11.62,63.96,0.4444,92.43,15.27,490
2025,GEO00000000273,16.15,19.82,61.08,43.97,31.93,38.54,16.07,12.155,0.16,2.7,36.89,280.88,84.72,90.27,0.2433,12.71,18.27,1404
2013,GEO00000000274,27.3,24.75,43.84,46.3,0.6,20.87,27.11,1.861,16.15,27.6,10.51,675.76,25.4,78.69,0.5679,50.86,92.65,822
2021,GEO00000000275,47.14,19.34,65.94,36.25,37.65,1.59,18.06,10.884,0.91,0.14,38.38,1052.16,85.41,76.69,0.5338,61.68,24.88,648
2013,GEO00000000276,44.09,8.21,48.33,44.92,18.97,38.9,21.47,7.261,52.23,23.19,32.25,1087.34,70.71,69.75,0.6804,59.92,7.25,1891
2009,GEO00000000277,25.81,23.14,53.33,37.88,21.31,39.56,1.29,10.59,40.97,6.96,35.64,964.28,41.4,35.63,0.1043,62.26,94.66,877
2010,GEO00000000278,50.48,14.79,56.95,11.82,31.94,6.32,13.94,15.827,48.17,23.54,6.38,202.51,73.98,19.13,0.015,30.06,59.95,1034
2024,GEO00000000279,34.27,7.48,63.57,44.07,30.19,21.57,16.47,19.226,4.32,7.95,6.58,516.33,98.08,86.55,0.203,33.93,24.06,196
2015,GEO00000000280,40.05,3.74,4.11,49.97,12.83,24.78,16.9,8.986,32.59,13.07,27.1,1414.36,26.68,95.7,0.8953,11.65,3.22,93
2025,GEO00000000281,44.72,20.34,25.72,8.28,18.21,2.45,27.69,17.28,57.75,16.94,25.31,1382.8,87.99,48.37,0.5303,84.63,76.17,1170
2014,GEO00000000282,8.87,0.15,38.39,15.02,15.68,28.91,18.83,10.93,40.25,13.23,28.47,1405.81,27.56,62.09,0.7719,80.16,26.52,1302
2021,GEO00000000283,19.63,2.34,68.89,21.8,24.94,10.95,35.49,1.29,58.3,27.3,22.89,118.97,40.93,7.14,0.2015,60.92,15.83,1246
2007,GEO00000000284,44.72,5.28,43.44,51.05,12.62,4.27,36.68,3.518,30.39,11.82,7.74,789.61,35.89,86.3,0.3011,44.63,21.97,823
2015,GEO00000000285,31.28,18.16,59.33,9.76,35.79,33.04,6.3,14.243,53.24,8.89,36.41,1277.39,55.28,28.38,0.7741,68.06,57.8,460
2024,GEO00000000286,46.14,24.07,41.4,1.92,29.75,31.95,13.61,17.613,16.59,4.81,35.66,918.2,60.68,19.78,0.4776,23.82,56.92,508
2020,GEO00000000287,6.37,22.62,10.41,44.24,8.01,28.03,12.33,6.377,57.82,8.49,36.13,994.06,42.85,95.42,0.3664,29.11,73.84,756
2014,GEO00000000288,44.97,13.68,43.96,3.56,8.71,5.35,35.26,16.139,16.97,13.62,15.64,842.25,74.8,52.15,0.9453,2.59,52.16,1258
2007,GEO00000000289,41.61,14.09,54.94,50.15,23.22,0.16,17.87,9.207,9.24,4.87,3.37,79.6,65.23,86.53,0.4352,75.55,45.42,1929
2016,GEO00000000290,38.31,34.6,71.79,45.33,19.72,39.53,22.26,11.94,48.87,1.88,23.49,1398.13,48.03,7.6,0.9512,97.43,92.69,836
2024,GEO00000000291,12.96,7.53,74.4,2.82,2.2,41.57,24.03,1.964,42.43,3.67,14.85,846.25,2.14,24.99,0.3221,20.51,61.69,702
2021,GEO00000000292,35.93,6.88,18.51,16.21,29.93,40.43,32.6,7.061,41.19,20.83,38.01,56.73,39.56,58.69,0.9833,6.32,99.08,1519
2010,GEO00000000293,35.11,15.94,24.53,2.18,30.98,39.84,25.96,12.773,49.93,14.62,29.68,1236.19,82.38,76.91,0.1939,39.71,31.57,1939
2011,GEO00000000294,54.57,23.37,68.45,7.3,12.72,20.05,15.08,18.208,27.6,16.57,5.15,478.13,47.84,82.92,0.3428,89.9,40.38,1227
2021,GEO00000000295,9.12,13.16,46.35,23.97,15.38,35.6,15.31,15.531,26.17,0.93,14.76,338.3,5.4,92.57,0.6598,77.05,57.13,922
2013,GEO00000000296,16.21,9.86,4.32,46.07,7.26,43.31,29.94,10.896,18.35,11.44,10.29,334.84,87.38,93.56,0.1518,87.36,63.7,350
2012,GEO00000000297,26.5,24.44,61.45,32.64,4.87,2.8,8.68,6.923,55.43,23.81,32.1,609.03,26.74,37.56,0.1124,61.3,58.79,1909
2008,GEO00000000298,23.14,19.05,37.27,10.34,35.58,23.39,29.49,12.762,49.97,2.14,28.0,1117.88,74.4,7.74,0.1166,72.32,46.11,1723
2012,GEO00000000299,3.74,10.55,55.55,48.86,30.12,18.98,14.01,6.358,27.13,17.38,11.21,1320.55,21.86,93.55,0.8302,99.05,59.82,1933
2022,GEO00000000300,23.16,18.64,16.04,52.46,35.91,31.93,34.06,2.906,49.21,11.78,27.07,261.11,28.47,36.45,0.4775,25.23,32.11,1799
2010,GEO00000000301,25.28,17.35,17.43,15.28,20.59,25.05,33.79,4.278,12.61,11.13,2.81,1317.62,68.11,9.46,0.2955,40.23,39.61,665
2012,GEO00000000302,47.41,9.15,21.23,50.12,15.79,35.47,29.39,9.367,55.83,15.23,11.53,301.8,84.6,92.02,0.7577,60.45,21.68,1580
2021,GEO00000000303,29.91,21.42,15.64,11.61,0.64,2.81,3.36,12.025,29.57,15.93,18.33,843.39,49.21,60.33,0.2886,84.66,1.46,97
2014,GEO00000000304,40.93,18.75,52.33,4.29,29.46,6.47,34.36,0.364,20.91,1.73,35.42,105.0,85.83,45.03,0.5701,34.29,38.72,763
2018,GEO00000000305,27.97,2.77,2.13,1.36,17.8,16.81,12.23,0.109,0.08,4.23,20.63,1201.34,83.51,53.28,0.5953,43.3,63.01,1546
2020,GEO00000000306,2.94,33.7,74.09,42.6,26.93,36.85,30.45,3.448,17.1,1.22,27.35,140.17,7.9,22.22,0.2929,10.13,4.55,1096
2018,GEO00000000307,10.97,28.57,34.8,45.8,7.4,3.84,1.76,13.848,0.99,9.04,38.51,82.34,2.83,0.58,0.3148,99.74,23.4,967
2021,GEO00000000308,28.31,11.81,44.31,52.97,26.2,3.79,29.64,1.338,15.18,24.41,21.25,1419.71,66.71,35.94,0.9209,96.12,37.03,945
2012,GEO00000000309,37.2,10.41,29.4,25.09,15.48,7.41,12.85,0.815,22.18,13.82,24.2,433.59,96.18,68.18,0.8301,81.59,69.82,376
2022,GEO00000000310,35.06,24.06,55.34,24.76,39.86,28.0,23.85,13.279,40.87,21.53,0.14,336.38,45.57,22.92,0.8164,48.84,61.45,847
2015,GEO00000000311,39.37,25.34,4.66,13.24,12.68,13.62,17.43,13.593,45.06,18.35,30.45,840.71,68.76,67.29,0.2474,34.82,19.31,315
2014,GEO00000000312,38.07,23.34,22.24,0.07,20.61,32.83,11.47,19.136,6.97,17.89,7.79,1413.32,23.71,91.32,0.184,75.98,19.55,970
2021,GEO00000000313,28.7,8.0,29.08,16.41,9.41,8.82,10.22,10.426,32.93,21.85,11.64,1457.92,99.96,87.73,0.8712,37.67,87.68,1456
2023,GEO00000000314,23.02,13.14,59.23,30.87,24.26,41.07,21.05,19.202,36.77,0.31,15.59,975.14,20.62,96.05,0.7891,33.21,13.78,808
2012,GEO00000000315,21.77,0.61,18.15,36.14,3.25,35.92,12.09,17.113,9.79,7.35,34.37,1348.74,13.33,92.48,0.4886,45.93,85.77,1785
2025,GEO00000000316,16.74,9.1,35.15,0.13,15.03,8.14,1.28,12.299,59.83,11.41,37.77,804.3,88.57,2.09,0.8563,48.5,30.38,81
2012,GEO00000000317,27.85,8.26,66.61,44.21,17.47,37.73,15.67,13.559,2.2,14.76,11.23,695.37,12.93,52.84,0.2438,9.76,67.01,242
2025,GEO00000000318,41.12,20.32,21.95,0.05,8.83,34.6,37.26,18.145,25.81,14.9,16.28,560.99,98.11,19.5,0.2922,98.98,98.7,1168
2007,GEO00000000319,37.19,16.56,11.34,35.76,18.58,4.34,32.98,6.973,41.51,24.27,32.54,873.72,49.24,60.62,0.5227,46.4,90.08,650
2024,GEO00000000320,16.67,10.01,43.22,16.92,14.57,3.9,27.62,10.197,16.14,3.44,8.53,637.33,57.37,51.79,0.8391,94.76,33.66,914
2014,GEO00000000321,17.16,21.4,17.89,31.68,6.99,25.03,11.19,16.305,21.68,17.61,1.48,909.7,98.17,88.74,0.9064,74.35,71.85,368
2025,GEO00000000322,18.87,26.05,67.69,1.59,35.48,8.97,9.87,10.453,32.95,8.63,4.24,1228.03,78.94,19.01,0.2914,0.27,83.55,421
2014,GEO00000000323,14.72,34.62,4.86,3.12,7.98,40.18,26.52,8.258,3.87,20.61,3.46,761.76,81.8,93.19,0.9996,43.39,2.01,1055
2025,GEO00000000324,31.42,31.64,37.11,4.78,25.92,13.14,10.97,10.81,2.59,18.82,30.15,868.21,14.26,81.88,0.7153,29.1,63.91,252
2023,GEO00000000325,12.94,24.25,6.47,15.99,32.14,1.06,11.07,17.818,5.38,13.69,21.91,9.68,6.18,14.28,0.3024,59.2,36.2,1305
2017,GEO00000000326,45.63,16.53,47.29,44.94,2.42,40.8,32.9,15.407,4.85,9.13,9.6,601.76,98.12,15.24,0.1778,63.02,51.95,1523
