tax_income_tax_year,tax_income_agi_bracket_code,tax_income_return_count,tax_income_total_agi_usd,tax_income_taxable_income_usd,tax_income_total_tax_liability_usd,tax_income_effective_tax_rate_pct,tax_income_payroll_withholding_usd,tax_income_self_employment_tax_usd,tax_income_capital_gains_net_usd,tax_income_qualified_dividends_usd,tax_income_retirement_income_usd,tax_income_itemized_deduction_total,tax_income_standard_deduction_total,tax_income_earned_income_credit_total,tax_income_child_tax_credit_total,tax_income_audit_rate_pct,tax_income_underreporting_gap_estimate,tax_income_refund_amount_total,tax_income_processing_time_days_median
2011,AGI_0_25K,4521798,7850650533584.31,4206210286002.58,549039870146.85,6.994,234934866343.4,80790672748.17,91866521113.57,173653078424.63,400808073291.31,28768337868.29,221954948385.77,4008624957.85,4662017237.41,2.726,27185607983.64,209152373257.33,76
2011,AGI_75K_100K,2918957,6973653639987.36,4255132645468.89,1126960387062.18,16.16,645049748863.22,96987638531.59,69765277905.74,18411211916.61,177407947108.4,185723440864.89,1189168640634.55,5405090261.18,17652896987.88,0.234,185860895660.62,332861278592.49,68
2006,AGI_100K_200K,777255,6973011055864.9,4992807929927.78,606860176968.84,8.703,287829346381.96,33188397214.84,432551411208.37,124603998258.7,190119405033.31,271342435276.08,1337426486732.57,8555502068.64,3035475737.49,1.056,130647826779.74,309675140781.58,88
2018,AGI_200K_500K,2094479,3411378385182.42,1878041282660.23,328755914628.54,9.637,309232545724.24,48097808102.31,231265534232.88,13554248269.26,210303372233.79,123329887202.19,446450609317.14,5933466366.81,13816438480.16,2.21,242542888995.13,385620315907.61,66
2015,AGI_100K_200K,2840742,6775105220902.39,5019785441314.54,663560104630.63,9.794,356022326575.54,24497338692.43,189689865897.2,173901122385.65,585592857036.13,193960710304.93,1212228840991.54,2567009209.12,15339835622.51,1.868,272068679321.98,327649769714.68,39
2020,AGI_500K_1M,2625274,7156314412643.08,6354504706253.18,1059477688389.19,14.805,593275643428.85,57162206041.63,60116558974.36,133034396202.54,592713234136.23,734726380870.88,1305216180936.33,1757486289.8,7337916586.56,1.971,191393481979.17,148951367230.07,13
2023,AGI_0_25K,5363763,7870345714008.5,5744527627321.86,1643291483500.13,20.88,1097147550629.61,39056546281.13,80917410661.81,6849531017.11,666636418322.03,888582907321.79,1156171410781.92,11432544700.92,23432815855.91,0.098,117629379579.36,315189155145.3,91
2017,AGI_200K_500K,4969682,1856886270158.97,1365774306573.36,105843894577.88,5.7,76075865015.36,27863794030.76,43606619100.26,8343987729.26,123413546303.59,223911383299.18,176067070026.65,11629378193.09,10823085531.49,0.623,206873574256.63,226126536922.15,82
2014,AGI_75K_100K,4309638,3580496364523.56,3073635238167.14,476467177188.09,13.307,317493262551.1,67179876573.61,175249146615.78,75894620416.06,191214102080.55,15877141281.28,456577274721.01,11233774334.83,26318333501.35,0.811,298924994210.06,432641782681.62,78
2011,AGI_50K_75K,5881466,4105684548796.7,2095510773020.53,109100712372.12,2.657,42631855748.99,1734867198.18,51521341804.85,121123309060.33,242726299756.8,51151422753.83,445633970533.8,8846895340.59,32653530345.96,3.144,39029781007.59,407320230389.29,85
2019,AGI_100K_200K,2998185,148339887130.09,82387585116.39,9322153547.99,6.284,5265767733.4,806145703.02,2765850475.18,3090294846.06,7017397514.09,13002191427.56,11926758738.42,8637084277.97,19477489402.72,0.589,165780471263.62,159733890972.38,3
2008,AGI_0_25K,2720441,1956336451037.95,1167889939049.94,107148244431.76,5.477,47527379554.42,15077416198.91,84226303856.35,15613009888.32,192146370148.54,19762014924.63,119603522086.82,11815773936.19,8026671142.35,1.477,259741832981.43,279266447595.67,21
2020,AGI_25K_50K,1834728,2049013020418.32,1089474344081.8,116829033407.81,5.702,100061468712.16,3561098822.26,151510531949.04,22399833227.63,48915404990.55,142977956725.09,289515714339.13,5650816141.35,25208712089.28,0.389,291571154797.28,172598519289.49,10
2010,AGI_50K_75K,4287894,2987235933301.73,1590825502734.35,362182705382.22,12.124,148398145521.12,38218822019.49,225537178200.25,4916370409.04,49438324634.1,26995906104.06,316835768332.47,8267719074.0,9056871685.92,1.97,191980781180.57,110175809102.23,59
2018,AGI_200K_500K,7934074,1131677327657.94,774195900584.9,79034606045.25,6.984,56309653797.2,15785811789.0,70405664858.26,7955866242.08,23288217467.39,108416023723.34,173421310349.84,5467252101.36,34562818009.54,3.496,69319423158.68,68640826818.05,65
2013,AGI_0_25K,3256244,7013513348933.3,5051894682546.65,481246162012.51,6.862,278358573390.74,79036183937.36,546907297059.18,145558757844.25,35810603607.16,418233149465.04,1183298762250.57,8993686399.23,15051120418.92,1.891,47098032229.93,352590727941.36,32
2007,AGI_100K_200K,7527720,1347393204205.64,873490191159.98,149471981430.54,11.093,112437687552.35,24917396055.5,11548807985.61,29966598968.26,107833531270.54,11466321808.01,71978841171.23,4758826875.7,29836381200.41,1.693,145738223474.15,276103049452.66,100
2009,AGI_25K_50K,6209039,6989875110655.48,3389315753163.95,402552430418.78,5.759,335853170196.6,115750788157.56,442525647965.96,60611843855.09,492908882052.12,118161407165.06,419241166412.77,5007970915.38,12463259225.93,0.797,122501016907.43,258354085041.45,64
2012,AGI_75K_100K,7626537,2750648134434.26,2318948044734.19,453197040119.66,16.476,251544854031.22,31832873588.56,185060150008.59,74606602058.54,243942499592.61,401176477485.59,512602112895.74,4212358020.76,99434378.81,2.166,178244306827.79,458075563372.91,116
2021,AGI_75K_100K,2438654,7151807490932.6,4021461184046.73,161070017344.97,2.252,127518487723.44,18442523870.27,497569508756.8,34798497548.72,510223647165.17,262462975439.46,319563302019.5,4489492267.44,6872575310.04,2.849,6556167988.5,372346118995.87,53
2017,AGI_50K_75K,3872841,6355693825348.18,4635741610045.11,1148587865377.95,18.072,449080248546.07,26534344647.6,168611888900.82,98051505181.98,357739013216.74,713916259612.54,910796826448.03,2810768859.87,1902607406.77,0.808,64236171128.25,67996979336.46,55
2015,AGI_75K_100K,724341,344154928754.69,183313256722.87,32377389517.45,9.408,21272610871.1,6775173442.61,14042564603.99,9778381898.56,6506562894.72,27303771884.11,17875422648.18,6141449.03,27348877950.42,2.696,261403360708.35,478978688839.35,36
2021,AGI_0_25K,1492973,5518270691626.6,2776335579508.49,259461461416.15,4.702,228989894222.81,16312438503.47,371645191640.21,147162623289.8,535910124698.9,105121225677.24,726088242675.24,6665167488.54,12131597976.72,3.042,4889982574.86,449797453109.2,114
2024,AGI_50K_75K,7706047,3623644394747.92,2733585685514.71,261141601690.05,7.207,169172146072.18,47348656738.76,67207925698.04,58301987924.28,75257372518.33,206608812934.86,366590477732.14,9745058183.28,17600640689.85,1.903,66871963436.94,7344626521.41,13
2010,AGI_0_25K,3351821,5971667100561.03,4753996483628.6,383657439690.63,6.425,144269806947.59,41931653488.35,53248427585.91,41461764660.86,99630078862.86,103253094638.46,939314779495.86,8286838372.29,31321822626.3,0.422,69091370843.22,318595909838.72,103
2013,AGI_100K_200K,856383,6385786969504.71,4522485851738.11,424240997346.25,6.644,389377144732.75,117331935783.25,262667248373.12,180268124676.04,550007093467.13,791945273456.55,1232970156609.64,6519642013.64,7086030505.94,2.663,144015851135.56,301311389083.6,92
2013,AGI_100K_200K,2467607,1309990304774.6,907900660427.13,124575040426.4,9.51,77303442220.24,18268504515.36,49671414543.0,21044091083.49,118345450016.66,40628087886.72,79196602248.86,11688477592.96,16865950867.55,3.024,88813858361.66,448984277788.01,52
2025,AGI_0_25K,4486746,1005682387086.19,715322805532.88,119441699976.52,11.877,70811056129.3,4547906729.17,20487251201.54,14081578793.69,19178201685.15,13369160100.59,147696259323.69,792357760.58,26297103982.36,2.621,135612751.56,244105621577.71,83
2019,AGI_75K_100K,514011,1379479654723.82,944838666085.72,141190276524.72,10.235,75604320326.99,15640816567.59,39190703495.78,4751772418.36,84734250375.29,102590140088.52,135067334983.96,3955031236.41,17672887162.74,1.499,40887909271.28,133755956541.53,72
2007,AGI_0_25K,2438712,4180441557184.05,2233769343582.51,637274271319.84,15.244,599430463406.86,49068459212.43,331809589482.28,10598945815.28,221309716835.92,291629615560.0,301494528906.4,5966649143.19,31757282345.35,0.025,30719788077.09,204368598476.27,118
2006,AGI_75K_100K,3204779,4315679283811.13,3251872977983.87,405732990626.03,9.401,383483257663.82,72133322271.39,212772561325.37,40157359718.76,145249069901.53,73353844144.28,639421017071.15,370767346.35,27257174090.06,2.945,197174827359.35,5936338237.69,68
2011,AGI_200K_500K,2740697,5886554372219.95,5044307159184.23,1132445450049.46,19.238,649035442734.66,92850084753.45,245609221102.52,49310433361.64,162955866314.52,299395982611.81,535615389601.17,3084958157.34,10312750008.5,0.207,42437984937.74,392810062657.43,111
2015,AGI_100K_200K,3515675,1694212422103.4,1054744962005.25,293998339073.36,17.353,185459243008.91,31180611417.82,119145620211.1,24909062529.65,37448125998.86,98477847426.2,62876818383.41,2982242711.79,30266246022.82,1.626,23591285369.32,378209963099.97,90
2016,AGI_200K_500K,821262,579150582703.08,372195849015.21,77288816239.3,13.345,33184071938.63,1209661058.12,400547027.31,7490025508.13,10356298026.99,62748177241.04,89818159546.64,5853278463.96,23999639803.67,1.15,2099198382.85,484282469433.87,34
2015,AGI_75K_100K,442315,5953260269539.04,5210689333013.2,1347536053370.79,22.635,836793732557.69,92873802464.0,402837417959.45,14225686706.45,354154726262.57,269824084808.85,1000231193176.64,1715888380.86,25681855932.57,0.395,296566542187.99,339843962972.44,102
2013,AGI_100K_200K,5615929,5732064334889.03,3037335034910.77,443350265845.36,7.735,390436745161.29,93033947773.07,217465150358.96,128354727021.3,105289038392.19,152897092472.75,694770152247.22,10484461532.69,18763837693.6,1.255,14080537433.74,310165260939.59,62
2020,AGI_100K_200K,4986441,1144709561664.21,949297340788.95,67927435011.89,5.934,60570626980.66,13976390807.61,40303168272.49,9124697065.7,105078757263.78,66411465185.39,81682531922.74,9138413025.59,23477199705.39,2.072,8486047837.29,272780855945.42,71
2015,AGI_25K_50K,7954643,4966969780084.44,2623680498133.25,445529961073.07,8.97,296894244637.65,94857531580.4,112514889062.69,43708245589.89,335906032326.65,72624727205.87,177189850607.88,3909165589.28,30174081471.35,1.081,67349301153.39,279659295399.29,77
2009,AGI_100K_200K,444557,6473639435328.88,4537770495337.6,238967938239.38,3.691,111776340081.36,25454648861.39,465574187180.56,170860423367.41,253148435322.36,525514170235.88,741810151110.84,7785352513.15,8904415332.96,1.876,96697910969.94,7901908100.67,84
2015,AGI_200K_500K,4211408,106583293106.51,78229989366.78,21822993096.75,20.475,13623379285.25,1575132960.7,5408578147.08,2417243143.2,2906478842.19,6560237649.11,6345571499.52,2208121586.81,15646060402.9,1.746,140991687370.8,406918095964.13,58
2025,AGI_50K_75K,1170118,4914966730929.97,4356843032316.71,784448223200.18,15.96,656952180241.27,45335047301.88,47741226724.91,11985943163.58,120624446544.16,740909547849.15,553036246686.52,2220077072.06,26532144619.26,2.675,154230802517.5,266500197055.75,66
2005,AGI_0_25K,4127407,44550749199.16,33039550727.02,3989493026.64,8.955,3271621734.45,418452634.29,1205790840.27,819036321.26,2694940387.81,1108928051.0,8844807733.01,7011842355.11,24352689504.01,2.582,139250916736.26,232115861418.9,9
2005,AGI_100K_200K,3782543,653730369876.44,415910056049.64,109024746447.37,16.677,56808459563.66,8097470688.12,22822673748.94,16967863782.34,46229197295.37,51614743487.06,46381362552.83,5027608527.01,30188181858.12,2.172,167261813959.81,431935436525.67,116
2011,AGI_0_25K,7686833,3347326075649.46,2533405593206.41,670705741360.4,20.037,459669899684.39,56097245275.5,115055128849.23,99452556567.87,259201966805.41,345378767704.79,538854167864.6,7512761596.53,15274206937.63,2.341,179094857105.86,421924969952.93,86
2023,AGI_200K_500K,7439600,2865054325012.82,1539313611866.54,94884658710.97,3.312,57858501025.84,49278756477.58,21027111186.16,55232843851.37,194067309448.6,39373049690.84,294958116939.21,3973335749.76,1137621758.57,0.735,78077027507.58,442101366170.23,16
2005,AGI_100K_200K,3104127,1503889825765.96,974872903078.87,290554167833.89,19.32,115925637802.61,17122616737.86,19209145495.81,43955299063.29,76761953478.72,62658358080.61,159380506582.21,11022887690.09,8656204015.88,1.38,53817777597.75,46688163942.99,57
2024,AGI_75K_100K,1040169,7330444634812.95,4429553941547.03,1076975630133.73,14.692,797592182831.12,76376300963.15,494082821776.49,99646412934.61,127854162291.91,401814074545.26,549643261771.37,3445906922.24,28224311891.13,2.006,147832247591.73,55968842293.37,14
2019,AGI_75K_100K,1395538,522942203091.99,317692913679.75,26022927619.56,4.976,22047857136.08,1181227587.35,24400617318.91,6783096332.51,47947641050.95,27767341706.78,73828589536.2,10495378767.16,15024579799.89,1.526,169790911260.95,180641184531.74,52
2011,AGI_100K_200K,709396,4288855148781.85,3380284340823.02,214255977883.13,4.996,131451000279.7,8352388246.84,240022079394.59,18010174059.15,265669678581.07,34479531797.93,857146372666.66,381201491.81,15779505217.98,0.745,76543253932.73,122463058347.54,113
2020,AGI_75K_100K,1347229,8608816131005.25,4314269241533.89,1152749567296.35,13.39,406652681462.65,64912238706.07,566087514763.43,114614823656.06,800177426097.73,590568871030.95,707916339135.34,6351948379.28,18879132958.11,0.492,162143449486.27,102091116491.85,50
2005,AGI_100K_200K,6640499,8358391602100.59,7133391254891.88,1894547964627.44,22.666,1536708120833.16,56068683278.59,516016128305.33,61080881144.75,567903926882.37,402949418546.61,1533800146587.87,2356124503.98,13378531948.64,2.178,125786569611.57,94843892290.85,114
2016,AGI_0_25K,3928213,8475588124851.08,4683636272443.1,413871899478.6,4.883,275243473760.79,78953084979.81,394631766085.09,13909542419.33,198137855179.8,665989365836.1,242535285389.16,6838984292.96,28500454729.91,0.933,117478807195.48,481787534764.04,73
2010,AGI_0_25K,2548878,3177947106869.43,2801082999208.62,432942360468.89,13.623,172288838523.26,18660066621.97,157238691532.84,64460487383.73,261971734275.57,279302797554.36,294871101625.35,1879835783.99,25945351973.92,2.266,77584928735.45,27187017576.76,78
2012,AGI_100K_200K,2288740,5626620853116.72,3103816228935.89,728182733134.17,12.942,676074060498.45,23275274478.65,150037986803.86,92339532392.72,146425833000.8,379856174161.18,770254860783.56,4456427232.25,4242706369.71,3.02,178334262565.11,465990700328.81,68
2011,AGI_0_25K,5619747,8043122986469.8,4770594157212.98,1217482794383.37,15.137,1076826358248.12,136070328867.39,391298844736.38,132089519701.04,527405577153.94,544801276322.96,971449023435.46,5572318969.55,9677061380.84,2.073,87749913915.8,156602273357.27,48
2015,AGI_200K_500K,5097169,1580189101904.44,1070735862412.58,112799022703.11,7.138,56671598808.42,22092963633.57,35116277528.78,40333503528.29,90167292251.42,139563870582.23,235984802221.04,11021559326.99,6726116166.87,3.143,31550889216.29,319769438038.65,29
2006,AGI_25K_50K,6427740,5285416445690.85,2629624656562.58,597596461739.93,11.307,226118341405.54,16322553584.75,22721536268.47,58448945609.15,210164536721.33,49134617573.11,475682795086.51,6770566356.2,23057152064.23,2.007,64557308709.3,487974555010.93,104
2008,AGI_0_25K,5483027,8915288484972.92,7947262456773.13,1729876759998.23,19.403,1344996941940.89,105666525323.48,563544271685.48,125563554006.55,183661219700.42,1325767661464.34,578878600299.07,3953733565.24,20936227001.3,0.37,55976799063.36,113842564493.95,11
2010,AGI_1M_PLUS,7750407,520839107790.78,276809296662.84,29279971723.54,5.622,18713605139.25,1740736325.35,14730443870.42,1473821393.52,31465555535.05,47324072348.95,58694447370.73,851712827.75,19702011180.72,3.13,291961139497.62,152357605769.05,34
2018,AGI_100K_200K,3766349,2604750607003.1,2082695030290.94,133531545182.64,5.126,53939316762.45,5275670652.51,37471443274.3,57944118559.35,120194232465.43,212169546561.02,265641123564.62,4591380866.4,19653057286.94,3.058,139872230115.44,263458994151.71,4
2016,AGI_100K_200K,1521565,2367006976841.6,1102205750511.52,237377920987.93,10.029,86103859211.64,37385369634.26,148080420651.14,50791930912.95,167428487241.45,67519506906.98,143263945175.02,4988489971.58,7703973837.03,1.889,230219818996.98,264701895677.25,25
2021,AGI_100K_200K,7807790,8082319369764.98,6910586528688.06,1940239666459.41,24.006,1758031960085.61,18484516456.08,400818110603.91,221858971593.97,195544848138.06,802481706127.79,864860933684.39,5113587298.15,14058225791.77,3.436,94270383862.37,19948192610.85,101
2013,AGI_50K_75K,4008386,6296554073242.67,3239022219326.15,947174710005.0,15.043,621347164177.75,90619555814.61,97658691389.74,103245880766.46,608780854885.53,430564073616.79,712153199985.64,2054869935.89,28738242342.95,3.024,18013155725.89,402658203090.6,109
2020,AGI_50K_75K,6091407,8626288856704.21,5439503233298.93,1015242068917.5,11.769,534540866137.08,115032257817.05,2439741909.88,221965918072.33,60629756072.93,732876275061.1,1111362801998.41,9378518081.2,22636707612.49,3.111,31524866774.24,122518622803.7,17
2024,AGI_75K_100K,7681638,3528200101782.93,2704736371553.57,338335915762.54,9.589,244720807635.72,27423362033.02,200551397112.97,27702813290.75,252723723972.47,65250947372.85,283353446029.56,10295670422.59,14135221072.54,0.715,33607712922.83,101625826236.76,10
2022,AGI_100K_200K,7349404,5168138236392.88,3093293655571.7,655991434052.37,12.693,290189670098.32,25720568156.11,350240531838.86,117359711826.93,444897732289.16,360532582812.38,363119271102.18,5590112808.03,25766084173.23,3.074,235634287665.46,153591062558.69,115
2022,AGI_1M_PLUS,1567809,4196468210106.27,2889003370022.82,431488541917.65,10.282,240726459182.13,39200988063.65,48838399731.85,53566493219.18,304960294908.46,71320308624.0,200416755554.11,11768495516.12,13095132428.55,0.848,84074110037.07,318330489282.6,35
2017,AGI_0_25K,3570474,4644697916448.21,3550942205988.76,317259193038.19,6.831,209559448384.78,28559923961.26,200052501722.42,111486696233.99,70433873864.98,604283680608.91,583101328663.76,10680175750.25,6991841395.59,0.209,224389488662.99,225711882477.75,68
