civic_ballot_election_cycle_year,civic_ballot_measure_id,civic_ballot_measure_type_code,civic_ballot_measure_topic_code,civic_ballot_ballot_title_short,civic_ballot_signature_requirement_count,civic_ballot_signatures_verified_count,civic_ballot_qualification_status_code,civic_ballot_campaign_spend_support_inr,civic_ballot_campaign_spend_oppose_inr,civic_ballot_endorsement_count_support,civic_ballot_endorsement_count_oppose,civic_ballot_media_mentions_count,civic_ballot_polling_support_pct,civic_ballot_polling_oppose_pct,civic_ballot_vote_yes_total,civic_ballot_vote_no_total,civic_ballot_measure_passed_flag,civic_ballot_implementation_start_date,civic_ballot_legal_challenge_flag
2026,BM2026-00141,INITIATIVE,INFRA,INFRA_MEASURE_PKAK,88997,106486,QUALIFIED,16818012,42992789,7,6,453,32.28,52.12,153139,184086,0,2026-03-25,0
2023,BM2023-00142,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_ITGF,65486,63878,FAILED,31649778,41248938,3,6,408,39.63,55.72,480049,437241,1,2025-12-06,0
2017,BM2017-00143,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_MHDN,236570,248989,QUALIFIED,38575076,18045974,9,5,1549,31.96,38.46,485249,570904,0,2019-10-23,0
2021,BM2021-00144,REFERENDUM,HEALTH,HEALTH_MEASURE_RQIT,98088,119574,QUALIFIED,40866884,63038657,7,4,1132,34.32,27.08,540060,553134,0,2023-04-24,0
2016,BM2016-00145,REFERENDUM,HEALTH,HEALTH_MEASURE_Q0MJ,31084,25176,FAILED,63022122,77506630,8,8,970,55.26,30.05,417256,217735,1,2017-02-20,0
2015,BM2015-00146,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_3ALJ,179488,199805,QUALIFIED,20162524,67989680,9,4,723,33.32,56.48,460196,330763,1,2016-05-23,0
2025,BM2025-00147,REFERENDUM,EDU,EDU_MEASURE_70Y6,200834,152920,FAILED,24552017,1716499,7,11,816,37.93,24.22,426629,344086,1,2026-08-30,0
2023,BM2023-00148,INITIATIVE,ENV,ENV_MEASURE_RIMC,97773,116011,PENDING,68528049,16394114,11,10,1342,67.47,23.76,237523,152263,1,2023-06-11,0
2022,BM2022-00149,STATE_POLICY,INFRA,INFRA_MEASURE_L5RK,168407,149347,FAILED,2832416,42418569,9,7,532,54.47,21.83,418510,452337,0,2024-02-23,0
2021,BM2021-00150,INITIATIVE,EDU,EDU_MEASURE_87CY,32017,29408,PENDING,57788012,62198282,10,3,881,43.89,53.94,229820,295194,0,2023-09-02,0
2020,BM2020-00151,REFERENDUM,TAX,TAX_MEASURE_MNJ8,49531,41211,FAILED,45825191,4577395,4,6,1731,45.65,47.96,334878,491395,0,2022-02-03,0
2018,BM2018-00152,STATE_POLICY,HEALTH,HEALTH_MEASURE_TCHW,248857,196582,PENDING,4113710,53063874,11,10,569,62.52,21.44,443326,360303,1,2020-01-21,0
2025,BM2025-00153,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_GETL,148553,145938,FAILED,64688936,22804687,8,5,1268,60.1,27.25,350187,457260,0,2025-05-01,0
2017,BM2017-00154,REFERENDUM,ENV,ENV_MEASURE_SZY9,213695,179613,FAILED,5699431,41783795,3,10,235,51.7,43.45,123540,370622,0,2017-02-04,0
2021,BM2021-00155,INITIATIVE,ENV,ENV_MEASURE_9L34,88015,78496,FAILED,41251999,20617608,6,7,213,58.73,36.8,46747,50532,0,2022-05-04,0
2025,BM2025-00156,REFERENDUM,INFRA,INFRA_MEASURE_Q1GT,58190,64468,QUALIFIED,29972340,76684246,7,6,1548,45.76,29.83,94178,51040,1,2026-08-25,0
2017,BM2017-00157,REFERENDUM,ENV,ENV_MEASURE_HT8D,132471,112280,FAILED,49944992,16567347,3,3,498,43.09,43.42,393977,537500,0,2019-09-10,0
2022,BM2022-00158,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_BHT3,164965,142258,FAILED,22988823,32648334,9,6,142,53.13,41.33,301681,324072,0,2024-04-27,0
2016,BM2016-00159,STATE_POLICY,TAX,TAX_MEASURE_JZ9G,17610,21757,QUALIFIED,35904740,70288821,7,4,1190,47.38,32.02,536736,546381,0,2018-05-18,0
2015,BM2015-00160,INITIATIVE,EDU,EDU_MEASURE_Y5U0,151136,122723,FAILED,28387201,51401339,3,10,117,32.71,48.04,351924,612773,0,2016-06-15,0
2019,BM2019-00161,INITIATIVE,EDU,EDU_MEASURE_40DC,157936,138161,FAILED,12444930,79105671,8,7,566,57.46,24.87,250773,406276,0,2019-06-11,0
2025,BM2025-00162,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_QGDD,28876,31665,PENDING,54841106,78858230,12,7,887,40.25,57.2,159479,108390,1,2026-11-30,0
2023,BM2023-00163,STATE_POLICY,EDU,EDU_MEASURE_HD5M,27452,22203,PENDING,36326333,8628725,11,10,1194,30.9,30.3,270516,293337,0,2023-02-11,0
2023,BM2023-00164,INITIATIVE,EDU,EDU_MEASURE_8LBC,213983,190728,FAILED,40948176,36772692,6,4,1178,50.58,44.68,131302,241066,0,2023-05-15,0
2020,BM2020-00165,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_APDZ,101165,123673,QUALIFIED,17939013,89106407,5,7,42,56.38,29.31,261002,239645,1,2021-08-14,0
2016,BM2016-00166,REFERENDUM,ENV,ENV_MEASURE_90MT,185776,213569,PENDING,21671859,69022953,7,2,623,32.12,34.05,548745,487907,1,2017-12-03,0
2018,BM2018-00167,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_Q0ZI,43133,46546,QUALIFIED,13421404,31098468,7,5,1418,50.41,23.08,259944,213330,1,2018-03-26,0
2017,BM2017-00168,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_9K20,200087,161193,FAILED,13174200,76995394,5,11,1225,43.89,42.17,431620,229197,1,2018-05-24,1
2022,BM2022-00169,INITIATIVE,ENV,ENV_MEASURE_VF74,66771,53723,FAILED,54243078,84595920,11,7,791,66.95,20.85,500813,310964,1,2022-08-03,0
2023,BM2023-00170,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_FPY7,6293,5160,FAILED,66004626,9652200,12,10,581,34.83,63.03,198183,186474,1,2024-08-16,1
2015,BM2015-00171,REFERENDUM,EDU,EDU_MEASURE_PDZN,85629,87438,QUALIFIED,71348969,14463667,8,8,1754,31.35,34.55,534118,513903,1,2017-03-19,1
2025,BM2025-00172,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_WA65,56872,65276,QUALIFIED,41041143,68009057,6,4,1160,62.18,34.12,239193,233608,1,2025-11-21,0
2019,BM2019-00173,INITIATIVE,TAX,TAX_MEASURE_XE0O,216747,211026,FAILED,39179417,50052354,7,7,509,33.71,34.48,535560,641740,0,2021-12-26,0
2020,BM2020-00174,INITIATIVE,INFRA,INFRA_MEASURE_37FD,125031,138384,QUALIFIED,73606566,45692096,5,8,1019,31.38,21.31,301207,382837,0,2021-03-23,0
2021,BM2021-00175,STATE_POLICY,HEALTH,HEALTH_MEASURE_7OXN,81382,76564,FAILED,71214234,13162688,12,6,897,32.09,36.64,126442,109476,1,2023-09-19,0
2018,BM2018-00176,STATE_POLICY,TAX,TAX_MEASURE_BGJU,62229,74938,QUALIFIED,64655301,10089867,8,4,1622,50.67,41.73,49392,67851,0,2020-11-13,0
2016,BM2016-00177,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_AMIX,54258,65564,QUALIFIED,71634424,33155975,9,6,1561,69.47,25.75,152615,329152,0,2016-03-12,0
2018,BM2018-00178,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_EEWB,54145,66054,QUALIFIED,54774939,9064199,9,4,776,53.19,30.09,460548,202326,1,2020-04-24,0
2017,BM2017-00179,INITIATIVE,TAX,TAX_MEASURE_FBXQ,245964,286511,QUALIFIED,66385940,59855147,8,6,1039,36.7,60.36,181411,419605,0,2017-02-06,0
2020,BM2020-00180,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_MRE2,76118,64153,FAILED,45311154,21959014,11,7,1102,60.62,20.52,557127,400868,1,2020-09-07,0
2024,BM2024-00181,STATE_POLICY,EDU,EDU_MEASURE_FMKG,210352,188842,FAILED,29643525,20512633,9,4,1265,31.51,21.73,471753,463826,1,2024-10-11,0
2014,BM2014-00182,REFERENDUM,HEALTH,HEALTH_MEASURE_YS7X,154979,180061,QUALIFIED,26970715,625170,8,2,622,33.57,46.63,461692,590056,0,2016-06-27,0
2026,BM2026-00183,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_8O3B,67292,79674,QUALIFIED,39498394,51645805,10,6,542,55.8,24.29,96017,148508,0,2026-06-02,0
2021,BM2021-00184,REFERENDUM,TAX,TAX_MEASURE_23JP,46640,56750,QUALIFIED,10301954,47326154,7,12,128,47.69,44.62,225449,272219,0,2023-04-25,0
2017,BM2017-00185,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_5J8O,208730,201387,FAILED,73505800,76346229,4,2,347,68.48,23.79,35564,44188,0,2019-12-09,0
2014,BM2014-00186,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_ZA5W,95772,116515,QUALIFIED,18641501,14102926,7,6,483,44.61,31.33,479221,531773,0,2015-05-24,0
2023,BM2023-00187,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_OYHD,190138,166830,PENDING,46870878,69789809,7,5,501,62.32,21.07,448899,332625,1,2024-05-16,0
2020,BM2020-00188,STATE_POLICY,HEALTH,HEALTH_MEASURE_WM2H,13514,12841,PENDING,63743850,71639844,6,4,305,57.77,32.83,31478,30029,1,2020-11-15,0
2015,BM2015-00189,STATE_POLICY,ENV,ENV_MEASURE_SS0N,157492,149129,FAILED,74908729,76145110,6,6,636,37.86,53.78,61819,34023,1,2017-05-31,0
2020,BM2020-00190,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_99WI,144801,125681,FAILED,46025947,76227402,9,6,25,54.16,24.17,799151,358014,1,2022-05-05,0
2025,BM2025-00191,INITIATIVE,INFRA,INFRA_MEASURE_XBX5,222248,157265,PENDING,40436740,75995333,6,5,503,63.54,27.35,635012,473804,1,2026-01-07,0
2017,BM2017-00192,INITIATIVE,ENV,ENV_MEASURE_ADD0,188666,190269,QUALIFIED,74939152,85946256,5,5,393,32.35,50.88,233809,387812,0,2019-12-16,1
2015,BM2015-00193,INITIATIVE,ENV,ENV_MEASURE_N7RV,52616,40110,FAILED,31451668,24132009,4,4,487,43.3,20.56,285385,200083,1,2017-02-20,0
2026,BM2026-00194,STATE_POLICY,EDU,EDU_MEASURE_1WHA,117329,136942,QUALIFIED,68582899,59276906,15,9,905,45.59,27.86,557744,470341,1,2026-01-16,0
2024,BM2024-00195,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_104S,122696,89536,FAILED,60739504,45979366,9,4,1308,61.37,28.83,31311,53270,0,2026-06-06,0
2022,BM2022-00196,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_IGZK,225768,240672,QUALIFIED,73833447,54098055,9,10,200,64.76,20.47,492533,391004,1,2024-05-01,0
2026,BM2026-00197,REFERENDUM,ENV,ENV_MEASURE_ZEQU,177062,146025,FAILED,26226359,80494806,10,4,1222,46.09,31.39,627332,467989,1,2026-04-24,0
2018,BM2018-00198,REFERENDUM,HEALTH,HEALTH_MEASURE_IPUV,163914,140377,PENDING,48867808,63683037,9,5,1079,65.95,30.76,567399,593098,0,2018-04-06,0
2025,BM2025-00199,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_OHCU,94226,93534,FAILED,22966529,59968737,12,3,1483,56.09,34.59,457871,416626,1,2025-03-17,0
2023,BM2023-00200,INITIATIVE,TAX,TAX_MEASURE_XOAU,40128,42739,QUALIFIED,28786511,49490859,6,5,826,48.96,39.02,61567,117670,0,2025-10-24,0
2026,BM2026-00201,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_T14L,139657,104408,PENDING,26216056,72580841,4,5,118,38.99,37.63,87149,222357,0,2026-06-03,1
2019,BM2019-00202,INITIATIVE,ENV,ENV_MEASURE_6NXX,116288,88566,FAILED,65186186,12159318,7,9,448,41.4,25.91,166191,135948,1,2020-02-11,0
2023,BM2023-00203,INITIATIVE,TAX,TAX_MEASURE_SFTA,92409,64824,FAILED,43527048,26644121,5,6,973,67.42,25.19,370105,269503,1,2023-07-20,0
2025,BM2025-00204,REFERENDUM,ENV,ENV_MEASURE_HIHP,110201,107176,FAILED,13799974,35758763,6,5,1397,46.6,26.08,347274,427296,0,2025-11-09,0
2015,BM2015-00205,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_TK7P,221844,247591,QUALIFIED,58133180,8911315,14,6,824,64.21,25.23,81833,99563,0,2016-11-26,0
2018,BM2018-00206,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_RA8K,232585,278385,PENDING,54695782,66327930,8,8,655,41.02,55.94,41503,84693,0,2018-05-10,0
2019,BM2019-00207,INITIATIVE,INFRA,INFRA_MEASURE_90U3,209623,221087,QUALIFIED,12994109,79999903,6,7,649,42.86,22.43,332317,603739,0,2021-09-03,0
2017,BM2017-00208,STATE_POLICY,HEALTH,HEALTH_MEASURE_FIWC,13992,10210,FAILED,14932369,33978932,5,9,1491,35.74,49.83,181796,297986,0,2018-01-26,0
2025,BM2025-00209,STATE_POLICY,HEALTH,HEALTH_MEASURE_6YZV,142847,149333,QUALIFIED,12593127,71010391,11,5,152,59.8,33.14,178354,201048,0,2025-05-23,0
2020,BM2020-00210,INITIATIVE,ENV,ENV_MEASURE_ZRTQ,115380,108274,FAILED,52429888,44015424,8,7,473,41.83,48.7,703139,479828,1,2020-04-12,0
2026,BM2026-00211,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_8CW8,143148,147295,QUALIFIED,21010342,85270405,6,8,646,59.15,29.65,175598,118160,1,2026-03-03,0
2017,BM2017-00212,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_57PL,122263,103310,FAILED,50189703,1608607,10,5,325,52.98,40.07,314893,279410,1,2017-12-27,0
2019,BM2019-00213,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_X2WP,170572,192780,QUALIFIED,48431076,74969649,9,7,1664,41.59,58.17,407855,350569,1,2021-10-01,0
2023,BM2023-00214,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_JO2C,183340,128871,FAILED,3407746,48965455,4,4,1170,38.45,61.07,196186,236971,0,2025-11-07,0
2016,BM2016-00215,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_P5WP,148682,121176,FAILED,24761038,34796119,2,7,1584,61.94,28.85,421335,684405,0,2016-08-08,1
2015,BM2015-00216,STATE_POLICY,TAX,TAX_MEASURE_7A3U,100340,81647,FAILED,19978318,62330294,6,8,259,46.08,51.16,408255,370684,1,2015-07-10,0
2015,BM2015-00217,INITIATIVE,HEALTH,HEALTH_MEASURE_03CD,74564,58847,FAILED,3835951,5591398,7,6,1538,56.01,20.98,315278,267909,1,2015-02-19,0
2023,BM2023-00218,INITIATIVE,EDU,EDU_MEASURE_D0UX,175638,130866,FAILED,50998728,64620261,7,5,1045,56.13,42.24,504859,289837,1,2024-07-20,0
2020,BM2020-00219,INITIATIVE,TAX,TAX_MEASURE_7FS1,177337,164308,PENDING,2513545,82445620,9,6,695,54.19,31.65,116768,238140,0,2020-08-11,0
2021,BM2021-00220,INITIATIVE,HEALTH,HEALTH_MEASURE_1VRO,244094,206552,FAILED,54097538,39769235,10,5,699,30.44,57.18,35221,97605,0,2023-09-08,0
2016,BM2016-00221,REFERENDUM,ENV,ENV_MEASURE_W1PY,130344,143358,QUALIFIED,41391398,73737819,8,4,967,43.24,52.16,723197,282445,1,2016-12-15,1
2014,BM2014-00222,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_58J2,92734,102994,QUALIFIED,3658506,35550053,6,9,1134,37.96,47.33,496895,651194,0,2016-01-24,0
2014,BM2014-00223,INITIATIVE,HEALTH,HEALTH_MEASURE_TC45,42849,53138,QUALIFIED,54400779,37850950,6,4,1791,64.05,28.33,182741,185874,0,2016-11-25,1
2024,BM2024-00224,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_I2SO,150769,156993,QUALIFIED,1355104,228156,11,4,1274,40.71,40.62,303502,389472,0,2025-02-11,0
2017,BM2017-00225,STATE_POLICY,EDU,EDU_MEASURE_7LJ5,42870,39063,PENDING,71706366,4647357,6,7,1308,59.57,25.63,490857,209945,1,2017-09-08,0
2026,BM2026-00226,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_V6B6,48474,45768,FAILED,42713977,34977266,9,11,1457,61.0,38.26,618197,419494,1,2026-10-12,0
2023,BM2023-00227,STATE_POLICY,HEALTH,HEALTH_MEASURE_73OZ,238088,177636,FAILED,56380207,19606688,6,9,690,39.9,36.76,197051,171472,1,2025-05-08,0
2018,BM2018-00228,STATE_POLICY,TAX,TAX_MEASURE_BLH7,234124,256533,QUALIFIED,35510316,24184376,11,2,1721,44.15,32.01,289873,244863,1,2019-07-23,0
2019,BM2019-00229,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_UDYZ,117588,89645,PENDING,47179999,65436863,9,5,816,57.63,30.9,365488,304064,1,2021-09-04,0
2018,BM2018-00230,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_QWY2,216534,160620,PENDING,23112288,38784810,5,8,831,32.18,47.72,894765,252370,1,2020-02-16,0
2019,BM2019-00231,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_B958,201307,176518,FAILED,59839885,3047487,8,10,519,59.16,24.75,704162,466782,1,2021-09-03,0
2017,BM2017-00232,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_524H,241951,231804,FAILED,7360112,33982922,10,5,416,52.14,38.57,44950,40107,1,2018-03-21,0
2015,BM2015-00233,INITIATIVE,EDU,EDU_MEASURE_YQ5T,49833,44625,FAILED,16838945,75443648,11,4,43,48.52,47.24,217067,210038,1,2015-03-14,0
2023,BM2023-00234,REFERENDUM,TAX,TAX_MEASURE_NPHV,157449,119205,FAILED,24085890,20804229,7,10,1662,39.4,39.47,416672,307125,1,2023-08-10,0
2015,BM2015-00235,STATE_POLICY,INFRA,INFRA_MEASURE_XJ0A,128242,127725,FAILED,70475120,7029163,8,5,1025,54.7,27.21,213565,240531,0,2017-08-12,1
2016,BM2016-00236,REFERENDUM,INFRA,INFRA_MEASURE_3C2U,201629,197349,FAILED,19589848,74355213,15,8,370,55.1,29.22,38153,31146,1,2018-05-25,0
2016,BM2016-00237,REFERENDUM,ENV,ENV_MEASURE_SQNC,49375,44248,PENDING,4708408,64497232,6,5,1338,31.56,52.24,170295,184759,0,2017-05-15,0
2026,BM2026-00238,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_DL2M,56680,46269,FAILED,37894336,77888363,9,1,1391,64.32,24.39,28755,33045,0,2026-01-15,0
2024,BM2024-00239,REFERENDUM,INFRA,INFRA_MEASURE_7WG1,141272,130483,PENDING,15902131,29365951,9,6,783,44.78,36.03,666290,361472,1,2026-07-03,1
2020,BM2020-00240,INITIATIVE,ENV,ENV_MEASURE_2MUJ,163020,118761,FAILED,9893001,31616575,8,5,1770,45.78,25.64,403117,252079,1,2021-07-15,0
2020,BM2020-00241,STATE_POLICY,INFRA,INFRA_MEASURE_M2UB,225826,192632,FAILED,51700007,4893733,7,5,1416,64.77,31.6,291707,210471,1,2020-12-13,0
2017,BM2017-00242,REFERENDUM,HEALTH,HEALTH_MEASURE_L0J2,72382,76782,QUALIFIED,30950697,77892916,4,7,1088,44.78,33.41,64316,109711,0,2018-12-19,0
2017,BM2017-00243,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_4I1T,140178,164882,QUALIFIED,2243721,29122766,7,2,808,58.73,32.89,638464,363188,1,2017-01-20,0
2021,BM2021-00244,STATE_POLICY,EDU,EDU_MEASURE_MOU8,186348,186510,QUALIFIED,55147649,72110962,8,5,137,64.94,27.71,375404,128005,1,2023-08-06,0
2019,BM2019-00245,REFERENDUM,ENV,ENV_MEASURE_JW6R,177761,174212,FAILED,48158468,1243471,5,4,1769,37.78,25.98,37860,45474,0,2021-05-12,0
2019,BM2019-00246,INITIATIVE,HEALTH,HEALTH_MEASURE_5MMQ,15408,15865,QUALIFIED,49570981,55485453,2,7,409,69.25,29.66,327040,387209,0,2021-04-12,0
2023,BM2023-00247,REFERENDUM,EDU,EDU_MEASURE_XD8X,99247,108917,QUALIFIED,33065132,89677504,12,3,1465,55.42,27.53,568171,537901,1,2023-02-21,0
2026,BM2026-00248,STATE_POLICY,INFRA,INFRA_MEASURE_41WJ,181120,126843,FAILED,3623384,14400792,10,5,554,42.51,27.47,475798,259338,1,2026-08-20,0
2019,BM2019-00249,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_JTEM,5433,5818,QUALIFIED,39622823,12053606,8,9,1490,40.17,24.91,361016,289677,1,2019-08-13,0
2023,BM2023-00250,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_8MJI,163691,178176,QUALIFIED,58137044,67653679,5,8,765,58.27,21.5,167929,140634,1,2024-12-24,1
2017,BM2017-00251,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_8WLO,146733,105134,FAILED,6920971,14933357,4,6,11,61.1,22.5,477893,390666,1,2017-03-15,0
2014,BM2014-00252,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_NHXF,44191,36380,FAILED,50873426,47802483,6,8,665,63.53,26.27,440092,638366,0,2014-10-07,0
2017,BM2017-00253,INITIATIVE,ENV,ENV_MEASURE_NNT4,25714,27701,QUALIFIED,29218514,60321488,11,6,1507,47.65,38.8,386370,360425,1,2018-09-13,0
2018,BM2018-00254,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_0KR7,190789,212809,QUALIFIED,31535334,54054325,5,4,168,54.39,23.16,593257,390412,1,2020-11-07,0
2022,BM2022-00255,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_OB26,98907,105852,QUALIFIED,34753673,40563859,9,3,274,53.49,22.25,250819,157562,1,2024-04-04,0
2026,BM2026-00256,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_X1OI,145087,140486,FAILED,40181708,69040322,7,6,132,57.98,31.83,405100,546927,0,2026-04-21,0
2015,BM2015-00257,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_AADO,121483,113004,FAILED,15114088,35494356,7,2,787,46.83,36.03,514000,606297,0,2017-09-17,1
2017,BM2017-00258,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_ZJ9Y,68440,79547,QUALIFIED,52217048,38305245,9,7,369,32.19,46.59,182025,165298,1,2017-11-23,1
2014,BM2014-00259,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_33IK,125937,125314,FAILED,20807378,80965951,8,6,1697,51.46,48.07,227854,142389,1,2014-11-06,0
2025,BM2025-00260,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_LMBZ,89783,103682,QUALIFIED,30749161,66037459,5,6,1148,55.27,22.53,127244,87680,1,2026-06-30,0
2023,BM2023-00261,STATE_POLICY,HEALTH,HEALTH_MEASURE_N1BQ,63388,71653,QUALIFIED,73049644,55285323,6,5,241,33.77,65.37,242868,262038,0,2024-08-18,0
2020,BM2020-00262,INITIATIVE,ENV,ENV_MEASURE_3DCM,190091,144713,FAILED,41486260,65053730,9,5,237,57.29,36.86,466655,701709,0,2022-12-17,0
2015,BM2015-00263,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_41PB,218875,210729,PENDING,14922092,35871087,10,7,1307,37.61,28.48,308563,245480,1,2016-03-04,0
2014,BM2014-00264,STATE_POLICY,INFRA,INFRA_MEASURE_UXUR,214323,155570,PENDING,33913270,60746995,10,9,1232,57.05,21.67,474390,303508,1,2014-03-23,0
2019,BM2019-00265,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_V7LY,20532,19508,PENDING,10510191,46623000,5,11,48,61.22,32.12,190002,186034,1,2019-02-13,0
2021,BM2021-00266,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_F0N3,157163,141453,PENDING,52869894,56750775,9,10,791,61.14,31.45,470708,499936,0,2022-02-04,0
2021,BM2021-00267,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_T2VQ,63703,66479,QUALIFIED,66342120,62607530,2,5,306,41.06,55.08,448471,307961,1,2021-01-28,0
2023,BM2023-00268,INITIATIVE,HEALTH,HEALTH_MEASURE_92RI,142931,109453,PENDING,59123171,83539759,5,5,73,47.86,21.22,409953,263716,1,2024-01-10,0
2020,BM2020-00269,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_SORQ,47062,45158,FAILED,57581784,18383582,4,8,184,66.66,28.19,91283,60986,1,2020-10-17,0
2024,BM2024-00270,INITIATIVE,ENV,ENV_MEASURE_TJDH,97653,74907,FAILED,28252740,74350920,4,7,823,45.51,44.35,298522,330602,0,2025-07-27,0
2023,BM2023-00271,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_1WCG,150169,113269,FAILED,40254159,71343636,9,3,902,34.51,57.77,84402,67294,1,2024-12-05,0
2023,BM2023-00272,STATE_POLICY,HEALTH,HEALTH_MEASURE_FW9I,219088,190936,FAILED,20939689,89865933,3,4,1137,31.29,28.69,123320,112893,1,2025-07-28,0
2020,BM2020-00273,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_7LZ0,200945,166462,FAILED,20853869,4649121,6,9,1770,45.02,44.5,464037,360170,1,2021-12-21,1
2017,BM2017-00274,STATE_POLICY,INFRA,INFRA_MEASURE_158J,55648,51216,FAILED,49582141,44183916,7,3,805,69.18,28.51,402137,145634,1,2019-03-19,0
2025,BM2025-00275,REFERENDUM,TAX,TAX_MEASURE_Z46A,57588,54467,FAILED,35191357,34124236,10,10,1076,49.39,38.59,595869,597612,0,2026-11-14,0
2020,BM2020-00276,REFERENDUM,INFRA,INFRA_MEASURE_YINW,65039,78500,QUALIFIED,63436413,56690899,5,4,1489,33.13,46.56,456266,388598,1,2022-03-12,0
2020,BM2020-00277,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_3OAG,234950,177915,FAILED,13910283,28132431,8,5,385,39.28,29.17,629858,433200,1,2021-05-21,1
2016,BM2016-00278,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_8YI0,144868,115480,FAILED,32618305,56506886,10,5,657,47.91,27.6,383210,148157,1,2018-01-20,0
2019,BM2019-00279,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_2C55,130824,119299,FAILED,51093289,28628082,7,9,311,61.54,24.81,274078,531763,0,2020-12-21,0
2021,BM2021-00280,STATE_POLICY,INFRA,INFRA_MEASURE_7D3Y,198652,237839,QUALIFIED,14784627,61296832,8,6,1365,44.41,53.52,199823,415788,0,2021-12-20,1
2024,BM2024-00281,INITIATIVE,TAX,TAX_MEASURE_CWF5,235691,262146,PENDING,14911601,75430661,10,5,1371,52.12,21.73,641539,466334,1,2025-07-09,0
2025,BM2025-00282,STATE_POLICY,EDU,EDU_MEASURE_7V2T,27836,27590,FAILED,19034608,87767145,9,8,1049,62.83,30.35,586313,491170,1,2026-03-06,0
2019,BM2019-00283,INITIATIVE,HEALTH,HEALTH_MEASURE_35O1,99919,121665,QUALIFIED,18164333,40409608,2,5,1036,69.81,26.52,618564,295014,1,2020-08-21,0
