edu_he_reference_year,edu_he_country_iso2,edu_he_institution_id,edu_he_institution_type_code,edu_he_students_total,edu_he_international_students_share_pct,edu_he_graduation_rate_pct,edu_he_staff_fte_total,edu_he_research_expenditure_eur,edu_he_publications_count,edu_he_citations_normalised_index,edu_he_horizon_participation_count,edu_he_patents_count,edu_he_spinouts_count,edu_he_open_access_share_pct,edu_he_microcredential_offers_count,edu_he_european_universities_alliance_flag,edu_he_data_source,edu_he_revision_round,edu_he_data_extract_date
2017,EE,HEI_EE_0917,PRIVATE_UNIVERSITY,21397,17.91,45.93,1771,2854570265.55,16130,1.261,330,109,106,28.89,200,0,INSTITUTIONAL_REPORT,FIRST,2024-05-21
2018,HU,HEI_HU_0924,UNIVERSITY_OF_APPLIED_SCIENCES,58941,24.88,74.84,4907,1500655199.15,3234,1.516,406,67,49,66.32,75,0,EUROSTAT_EDU,FLASH,2024-07-31
2019,LU,HEI_LU_0931,RESEARCH_INSTITUTE,3493,23.27,75.1,556,1508413546.96,12702,1.653,404,168,59,34.2,176,0,SCIMAGO_EXPORT,BENCHMARK,2024-06-16
2020,RO,HEI_RO_0938,TECHNICAL_UNIVERSITY,49719,8.99,81.32,3212,6159109441.96,8158,1.718,26,335,105,44.61,95,0,NATIONAL_HE_REGISTRY,SECOND,2025-08-09
2021,AT,HEI_AT_0945,PUBLIC_UNIVERSITY,54533,35.74,64.05,5339,76641976.5,16516,1.935,505,155,118,57.56,73,1,INSTITUTIONAL_REPORT,FIRST,2025-07-21
2022,CZ,HEI_CZ_0952,PRIVATE_UNIVERSITY,50301,12.19,66.49,5742,2598149950.07,5542,1.365,56,55,13,63.22,493,0,EUROSTAT_EDU,FLASH,2024-05-19
2023,DE,HEI_DE_0959,UNIVERSITY_OF_APPLIED_SCIENCES,34848,11.81,52.36,2515,103669840.17,15610,1.879,389,138,115,46.44,321,0,SCIMAGO_EXPORT,BENCHMARK,2024-08-30
2024,LV,HEI_LV_0966,RESEARCH_INSTITUTE,33580,27.23,62.56,3941,4690416018.64,31194,0.857,179,230,34,68.53,342,0,NATIONAL_HE_REGISTRY,SECOND,2024-11-21
2025,PL,HEI_PL_0973,TECHNICAL_UNIVERSITY,48396,8.78,50.62,3994,4046423474.39,20128,1.668,358,321,85,53.77,379,0,INSTITUTIONAL_REPORT,FIRST,2026-01-10
2006,ES,HEI_ES_0980,PUBLIC_UNIVERSITY,44896,17.79,65.98,4615,2575760238.54,5566,0.812,261,35,35,55.91,94,0,EUROSTAT_EDU,FLASH,2024-07-27
2007,HR,HEI_HR_0987,PRIVATE_UNIVERSITY,3943,25.12,57.18,461,2906336073.26,2934,1.275,9,123,85,21.64,40,0,SCIMAGO_EXPORT,BENCHMARK,2025-06-20
2008,FI,HEI_FI_0994,UNIVERSITY_OF_APPLIED_SCIENCES,36979,21.15,62.04,3763,2573615478.43,6092,1.042,63,15,51,44.34,16,0,NATIONAL_HE_REGISTRY,SECOND,2024-03-17
2009,IE,HEI_IE_1001,RESEARCH_INSTITUTE,2418,7.24,75.16,253,4194381119.61,13404,1.719,257,85,118,47.44,8,0,INSTITUTIONAL_REPORT,FIRST,2024-11-27
2010,MT,HEI_MT_1008,TECHNICAL_UNIVERSITY,58793,15.07,59.3,5107,2186995997.12,27434,1.858,213,175,72,66.03,169,0,EUROSTAT_EDU,FLASH,2024-12-06
2011,SK,HEI_SK_1015,PUBLIC_UNIVERSITY,38074,29.93,67.6,3046,745506853.87,3265,0.911,128,168,68,48.66,59,0,SCIMAGO_EXPORT,BENCHMARK,2024-01-16
2012,BE,HEI_BE_1022,PRIVATE_UNIVERSITY,17433,11.22,50.44,1222,2846753849.15,20512,0.9,67,128,16,39.56,134,0,NATIONAL_HE_REGISTRY,SECOND,2024-04-11
2013,DK,HEI_DK_1029,UNIVERSITY_OF_APPLIED_SCIENCES,11716,9.38,73.33,661,1442429461.49,20467,1.376,218,152,98,56.19,198,0,INSTITUTIONAL_REPORT,FIRST,2025-12-22
2014,GR,HEI_GR_1036,RESEARCH_INSTITUTE,16255,26.92,62.06,1528,639342733.53,27799,0.718,142,234,94,43.24,25,0,EUROSTAT_EDU,FLASH,2024-01-12
2015,LT,HEI_LT_1043,TECHNICAL_UNIVERSITY,63961,10.68,73.19,3812,2002787021.25,4626,1.062,399,251,116,64.81,64,0,SCIMAGO_EXPORT,BENCHMARK,2026-01-29
2016,PT,HEI_PT_1050,PUBLIC_UNIVERSITY,15976,22.35,56.23,1069,1926118402.93,4135,2.019,372,36,87,40.33,199,0,NATIONAL_HE_REGISTRY,SECOND,2025-06-07
2017,SE,HEI_SE_1057,PRIVATE_UNIVERSITY,52116,27.1,51.96,6204,385054349.97,14657,1.652,5,77,43,61.28,108,0,INSTITUTIONAL_REPORT,FIRST,2024-03-01
2018,CY,HEI_CY_1064,UNIVERSITY_OF_APPLIED_SCIENCES,11131,19.49,66.3,785,1953207126.51,13757,1.805,341,113,15,60.95,172,0,EUROSTAT_EDU,FLASH,2026-01-28
2019,FR,HEI_FR_1071,RESEARCH_INSTITUTE,43428,29.68,65.86,5072,5888339442.56,30111,1.152,366,320,72,34.6,126,0,SCIMAGO_EXPORT,BENCHMARK,2024-08-03
2020,IT,HEI_IT_1078,TECHNICAL_UNIVERSITY,96393,13.16,82.7,2699,3484623899.16,8522,1.492,17,135,0,20.36,25,0,NATIONAL_HE_REGISTRY,SECOND,2024-03-04
2021,NL,HEI_NL_1085,PUBLIC_UNIVERSITY,68318,34.21,75.95,2736,4148914894.82,16863,1.295,181,101,74,26.01,116,0,INSTITUTIONAL_REPORT,FIRST,2024-12-10
2022,SI,HEI_SI_1092,PRIVATE_UNIVERSITY,8809,23.01,66.28,1057,315095174.33,12963,1.191,367,74,28,41.48,67,0,EUROSTAT_EDU,FLASH,2024-11-12
2023,BG,HEI_BG_1099,UNIVERSITY_OF_APPLIED_SCIENCES,4303,25.0,55.63,327,1643860569.85,2836,1.279,217,181,7,26.9,382,0,SCIMAGO_EXPORT,BENCHMARK,2026-01-07
2024,EE,HEI_EE_1106,RESEARCH_INSTITUTE,62072,10.69,69.54,9143,3668561638.37,960,0.929,548,168,108,40.01,500,0,NATIONAL_HE_REGISTRY,SECOND,2024-07-09
2025,HU,HEI_HU_1113,TECHNICAL_UNIVERSITY,34810,17.29,49.54,2983,4174353311.92,11311,1.337,73,192,113,23.08,305,0,INSTITUTIONAL_REPORT,FIRST,2025-01-16
2006,LU,HEI_LU_1120,PUBLIC_UNIVERSITY,35761,22.94,64.62,1777,2593691831.37,20769,1.264,247,67,99,45.39,122,0,EUROSTAT_EDU,FLASH,2024-04-16
2007,RO,HEI_RO_1127,PRIVATE_UNIVERSITY,54405,14.98,70.51,5192,401562530.6,8534,0.749,5,99,13,43.78,100,0,SCIMAGO_EXPORT,BENCHMARK,2025-08-08
2008,AT,HEI_AT_1134,UNIVERSITY_OF_APPLIED_SCIENCES,18049,34.36,44.49,591,1638829196.33,20780,0.865,149,1,26,23.56,15,0,NATIONAL_HE_REGISTRY,SECOND,2025-09-07
2009,CZ,HEI_CZ_1141,RESEARCH_INSTITUTE,20367,13.61,53.25,3127,5119810473.92,11358,0.867,275,19,39,41.95,179,0,INSTITUTIONAL_REPORT,FIRST,2026-01-11
2010,DE,HEI_DE_1148,TECHNICAL_UNIVERSITY,10864,10.09,69.92,333,469399710.82,32014,1.01,337,238,64,63.91,199,0,EUROSTAT_EDU,FLASH,2024-12-08
2011,LV,HEI_LV_1155,PUBLIC_UNIVERSITY,68209,20.05,78.44,2811,1611563400.92,15661,1.726,129,10,17,46.6,69,0,SCIMAGO_EXPORT,BENCHMARK,2024-08-13
2012,PL,HEI_PL_1162,PRIVATE_UNIVERSITY,27895,12.46,62.25,1893,2666847844.53,10783,1.186,127,96,112,33.82,192,0,NATIONAL_HE_REGISTRY,SECOND,2024-07-17
2013,ES,HEI_ES_1169,UNIVERSITY_OF_APPLIED_SCIENCES,54496,28.68,59.2,5826,2628020847.22,11196,0.873,0,106,67,26.85,103,0,INSTITUTIONAL_REPORT,FIRST,2024-10-12
2014,HR,HEI_HR_1176,RESEARCH_INSTITUTE,20117,4.78,67.87,2172,4124427621.13,34414,1.598,578,197,61,42.71,179,0,EUROSTAT_EDU,FLASH,2024-03-05
2015,FI,HEI_FI_1183,TECHNICAL_UNIVERSITY,17720,3.79,54.51,1735,3658227078.32,5317,1.575,249,293,19,37.03,34,0,SCIMAGO_EXPORT,BENCHMARK,2024-02-12
2016,IE,HEI_IE_1190,PUBLIC_UNIVERSITY,84226,18.67,48.39,6806,2713330505.38,20723,1.925,345,86,98,64.0,85,0,NATIONAL_HE_REGISTRY,SECOND,2025-11-13
2017,MT,HEI_MT_1197,PRIVATE_UNIVERSITY,60188,6.55,73.08,5538,633229872.83,4605,0.811,226,150,98,34.33,22,0,INSTITUTIONAL_REPORT,FIRST,2025-09-18
2018,SK,HEI_SK_1204,UNIVERSITY_OF_APPLIED_SCIENCES,4895,5.47,68.65,418,2089215893.29,20309,1.465,392,61,62,72.73,12,0,EUROSTAT_EDU,FLASH,2024-01-11
2019,BE,HEI_BE_1211,RESEARCH_INSTITUTE,5564,17.1,60.05,759,114754507.9,28490,1.896,251,107,75,20.41,145,0,SCIMAGO_EXPORT,BENCHMARK,2025-01-27
2020,DK,HEI_DK_1218,TECHNICAL_UNIVERSITY,87299,32.18,77.12,3461,584752421.31,29438,1.574,156,135,31,52.33,51,0,NATIONAL_HE_REGISTRY,SECOND,2024-03-10
2021,GR,HEI_GR_1225,PUBLIC_UNIVERSITY,80169,20.12,59.43,6261,1712349004.48,1958,0.792,145,144,8,32.46,543,1,INSTITUTIONAL_REPORT,FIRST,2024-10-03
2022,LT,HEI_LT_1232,PRIVATE_UNIVERSITY,14020,6.86,47.17,1486,3717207931.58,20220,1.99,230,81,89,53.92,342,0,EUROSTAT_EDU,FLASH,2024-11-12
2023,PT,HEI_PT_1239,UNIVERSITY_OF_APPLIED_SCIENCES,49904,25.69,55.48,4599,1652893197.37,16261,1.816,114,164,65,40.95,202,0,SCIMAGO_EXPORT,BENCHMARK,2024-02-19
2024,SE,HEI_SE_1246,RESEARCH_INSTITUTE,49755,28.51,68.06,7446,3957559967.03,19662,1.017,270,238,57,48.43,86,1,NATIONAL_HE_REGISTRY,SECOND,2024-03-28
2025,CY,HEI_CY_1253,TECHNICAL_UNIVERSITY,33068,8.14,74.27,3844,5796037777.42,24390,1.402,185,126,84,49.44,397,0,INSTITUTIONAL_REPORT,FIRST,2025-08-20
2006,FR,HEI_FR_1260,PUBLIC_UNIVERSITY,27488,35.7,73.36,2539,2713864777.34,2733,0.717,251,143,52,24.83,47,0,EUROSTAT_EDU,FLASH,2024-05-03
2007,IT,HEI_IT_1267,PRIVATE_UNIVERSITY,5364,21.17,50.17,627,870111634.07,15393,2.002,244,25,59,20.32,195,0,SCIMAGO_EXPORT,BENCHMARK,2024-06-25
2008,NL,HEI_NL_1274,UNIVERSITY_OF_APPLIED_SCIENCES,9667,18.84,69.24,593,2443242896.55,17773,0.895,30,19,47,33.13,61,0,NATIONAL_HE_REGISTRY,SECOND,2025-08-26
2009,SI,HEI_SI_1281,RESEARCH_INSTITUTE,48446,23.73,74.36,6568,4830490673.79,19849,1.928,14,4,53,55.21,86,0,INSTITUTIONAL_REPORT,FIRST,2024-01-15
2010,BG,HEI_BG_1288,TECHNICAL_UNIVERSITY,42012,7.43,63.15,4272,2903006517.9,30249,1.443,218,62,11,60.85,106,0,EUROSTAT_EDU,FLASH,2025-10-26
2011,EE,HEI_EE_1295,PUBLIC_UNIVERSITY,79449,5.61,79.46,3044,369020588.34,10195,1.697,246,173,6,31.6,83,0,SCIMAGO_EXPORT,BENCHMARK,2024-12-07
2012,HU,HEI_HU_1302,PRIVATE_UNIVERSITY,42285,24.43,57.11,3749,782842850.86,4569,0.992,112,130,100,52.62,132,0,NATIONAL_HE_REGISTRY,SECOND,2024-07-09
2013,LU,HEI_LU_1309,UNIVERSITY_OF_APPLIED_SCIENCES,1738,22.0,69.71,73,74715352.74,3414,1.14,96,137,20,27.04,14,0,INSTITUTIONAL_REPORT,FIRST,2024-02-09
2014,RO,HEI_RO_1316,RESEARCH_INSTITUTE,19854,8.12,58.76,2725,2139028349.85,3203,1.497,484,177,10,48.79,193,0,EUROSTAT_EDU,FLASH,2024-01-31
2015,AT,HEI_AT_1323,TECHNICAL_UNIVERSITY,71547,4.03,70.59,8242,4577967708.99,15021,1.796,90,94,38,27.65,81,0,SCIMAGO_EXPORT,BENCHMARK,2024-12-28
2016,CZ,HEI_CZ_1330,PUBLIC_UNIVERSITY,79805,15.06,78.22,3697,3129287716.16,157,0.925,31,94,48,62.19,138,0,NATIONAL_HE_REGISTRY,SECOND,2025-04-07
2017,DE,HEI_DE_1337,PRIVATE_UNIVERSITY,42112,17.7,53.69,3690,2165961183.23,20747,0.939,401,135,91,24.34,62,0,INSTITUTIONAL_REPORT,FIRST,2024-03-14
2018,LV,HEI_LV_1344,UNIVERSITY_OF_APPLIED_SCIENCES,49642,19.76,67.68,6215,750266655.07,17035,1.347,60,96,99,66.48,55,0,EUROSTAT_EDU,FLASH,2024-11-03
2019,PL,HEI_PL_1351,RESEARCH_INSTITUTE,62330,26.06,63.55,8346,3789282427.59,32427,1.388,538,200,12,66.8,144,0,SCIMAGO_EXPORT,BENCHMARK,2025-02-02
2020,ES,HEI_ES_1358,TECHNICAL_UNIVERSITY,32775,6.58,60.42,3824,2370817998.04,15448,1.155,412,9,2,45.31,6,0,NATIONAL_HE_REGISTRY,SECOND,2025-04-04
2021,HR,HEI_HR_1365,PUBLIC_UNIVERSITY,82840,21.21,85.4,6544,989114660.21,3839,0.97,439,67,0,23.39,425,0,INSTITUTIONAL_REPORT,FIRST,2024-01-10
2022,FI,HEI_FI_1372,PRIVATE_UNIVERSITY,11296,9.14,74.14,377,598338298.12,515,1.116,356,70,11,85.41,56,0,EUROSTAT_EDU,FLASH,2026-01-06
2023,IE,HEI_IE_1379,UNIVERSITY_OF_APPLIED_SCIENCES,29754,27.27,52.33,1033,2354900085.29,16589,1.815,340,103,4,48.69,80,0,SCIMAGO_EXPORT,BENCHMARK,2024-02-09
2024,MT,HEI_MT_1386,RESEARCH_INSTITUTE,19838,11.57,51.75,3286,5732406783.56,21207,0.981,475,73,89,37.35,117,0,NATIONAL_HE_REGISTRY,SECOND,2025-10-12
2025,SK,HEI_SK_1393,TECHNICAL_UNIVERSITY,51169,18.33,52.12,3823,753216899.33,29129,1.949,346,129,51,80.32,491,0,INSTITUTIONAL_REPORT,FIRST,2024-01-17
2006,BE,HEI_BE_1400,PUBLIC_UNIVERSITY,36177,40.57,49.16,2301,2545455996.63,8385,0.708,318,24,54,18.87,121,0,EUROSTAT_EDU,FLASH,2025-09-04
2007,DK,HEI_DK_1407,PRIVATE_UNIVERSITY,8761,30.23,50.14,640,1269799508.61,17636,1.952,189,102,93,18.7,78,0,SCIMAGO_EXPORT,BENCHMARK,2024-06-15
2008,GR,HEI_GR_1414,UNIVERSITY_OF_APPLIED_SCIENCES,11195,12.01,46.96,288,1190124840.52,14742,1.415,44,61,109,51.92,158,0,NATIONAL_HE_REGISTRY,SECOND,2025-01-24
2009,LT,HEI_LT_1421,RESEARCH_INSTITUTE,39305,3.29,60.45,2109,1760753185.75,32864,0.98,354,95,101,15.61,172,0,INSTITUTIONAL_REPORT,FIRST,2026-01-14
2010,PT,HEI_PT_1428,TECHNICAL_UNIVERSITY,27413,18.47,48.33,2775,1543570425.97,26601,0.968,314,102,86,34.05,171,0,EUROSTAT_EDU,FLASH,2025-09-02
2011,SE,HEI_SE_1435,PUBLIC_UNIVERSITY,40189,25.17,67.35,3873,1326619256.04,12892,0.941,236,93,6,15.3,68,0,SCIMAGO_EXPORT,BENCHMARK,2024-12-05
2012,CY,HEI_CY_1442,PRIVATE_UNIVERSITY,24712,24.06,43.76,1119,1671835683.84,4966,1.38,37,181,9,50.45,159,0,NATIONAL_HE_REGISTRY,SECOND,2024-11-22
2013,FR,HEI_FR_1449,UNIVERSITY_OF_APPLIED_SCIENCES,22657,11.66,68.92,1107,1690247956.19,13359,2.051,32,124,102,57.92,129,0,INSTITUTIONAL_REPORT,FIRST,2024-08-31
2014,IT,HEI_IT_1456,RESEARCH_INSTITUTE,38033,16.75,65.83,4182,881363257.48,24254,0.711,273,95,62,38.52,181,0,EUROSTAT_EDU,FLASH,2026-01-29
2015,NL,HEI_NL_1463,TECHNICAL_UNIVERSITY,13568,32.97,83.76,451,3491053882.95,10342,1.869,131,209,115,36.87,181,0,SCIMAGO_EXPORT,BENCHMARK,2025-01-29
2016,SI,HEI_SI_1470,PUBLIC_UNIVERSITY,67654,17.7,62.79,5230,752860978.85,15400,1.253,515,40,37,25.55,72,0,NATIONAL_HE_REGISTRY,SECOND,2025-08-29
2017,BG,HEI_BG_1477,PRIVATE_UNIVERSITY,44925,8.77,51.63,5126,2310220946.84,5532,1.486,216,103,68,40.71,71,0,INSTITUTIONAL_REPORT,FIRST,2025-02-15
2018,EE,HEI_EE_1484,UNIVERSITY_OF_APPLIED_SCIENCES,42372,27.36,64.34,1138,2373979876.94,853,1.291,107,171,61,47.5,33,0,EUROSTAT_EDU,FLASH,2026-02-25
2019,HU,HEI_HU_1491,RESEARCH_INSTITUTE,2799,3.43,60.67,278,4913313561.71,24026,0.856,501,217,107,35.33,106,0,SCIMAGO_EXPORT,BENCHMARK,2025-09-02
2020,LU,HEI_LU_1498,TECHNICAL_UNIVERSITY,65020,3.09,61.81,7220,1348165517.83,26191,1.488,98,323,32,49.18,93,1,NATIONAL_HE_REGISTRY,SECOND,2025-11-01
2021,RO,HEI_RO_1505,PUBLIC_UNIVERSITY,84492,27.61,66.2,4030,1266876515.2,6704,1.806,242,51,66,33.26,385,0,INSTITUTIONAL_REPORT,FIRST,2024-03-15
2022,AT,HEI_AT_1512,PRIVATE_UNIVERSITY,22810,41.04,44.56,2289,1049516780.47,11551,2.047,314,1,41,46.43,445,0,EUROSTAT_EDU,FLASH,2024-02-25
2023,CZ,HEI_CZ_1519,UNIVERSITY_OF_APPLIED_SCIENCES,40012,10.59,66.8,1298,2451333004.81,1771,1.304,187,144,20,52.57,116,0,SCIMAGO_EXPORT,BENCHMARK,2025-08-22
2024,DE,HEI_DE_1526,RESEARCH_INSTITUTE,1979,38.63,49.13,165,1923234913.09,24963,2.028,112,292,79,44.25,216,0,NATIONAL_HE_REGISTRY,SECOND,2025-01-27
2025,LV,HEI_LV_1533,TECHNICAL_UNIVERSITY,83732,9.09,59.42,5340,5598556663.51,31417,1.073,510,102,36,68.47,298,0,INSTITUTIONAL_REPORT,FIRST,2024-07-18
2006,PL,HEI_PL_1540,PUBLIC_UNIVERSITY,84331,19.77,59.22,10469,2241870968.51,9718,2.037,55,60,64,59.52,92,0,EUROSTAT_EDU,FLASH,2025-06-27
2007,ES,HEI_ES_1547,PRIVATE_UNIVERSITY,60910,2.7,77.09,2580,812346812.52,14310,1.013,23,65,22,34.61,74,0,SCIMAGO_EXPORT,BENCHMARK,2025-07-18
2008,HR,HEI_HR_1554,UNIVERSITY_OF_APPLIED_SCIENCES,47826,28.2,52.8,1743,1251372171.87,20214,1.043,63,14,64,55.01,157,0,NATIONAL_HE_REGISTRY,SECOND,2025-03-19
2009,FI,HEI_FI_1561,RESEARCH_INSTITUTE,50493,19.11,43.34,3771,1273091149.7,20256,1.257,326,300,107,66.27,120,0,INSTITUTIONAL_REPORT,FIRST,2024-05-04
2010,IE,HEI_IE_1568,TECHNICAL_UNIVERSITY,23691,38.64,75.86,2226,3637087621.81,5301,1.607,268,262,118,24.79,89,0,EUROSTAT_EDU,FLASH,2024-05-12
2011,MT,HEI_MT_1575,PUBLIC_UNIVERSITY,32870,6.2,60.72,3123,3054029957.87,12430,1.975,142,118,93,18.43,164,0,SCIMAGO_EXPORT,BENCHMARK,2024-04-27
2012,SK,HEI_SK_1582,PRIVATE_UNIVERSITY,51669,9.02,72.71,4348,219768852.33,16417,1.191,14,55,112,32.65,23,0,NATIONAL_HE_REGISTRY,SECOND,2024-03-18
2013,BE,HEI_BE_1589,UNIVERSITY_OF_APPLIED_SCIENCES,3438,16.66,56.26,114,2746794301.25,11457,2.047,148,154,65,34.55,107,0,INSTITUTIONAL_REPORT,FIRST,2024-10-23
2014,DK,HEI_DK_1596,RESEARCH_INSTITUTE,47133,15.95,71.19,5051,1529056609.77,6370,1.006,2,221,18,49.32,93,0,EUROSTAT_EDU,FLASH,2024-02-06
2015,GR,HEI_GR_1603,TECHNICAL_UNIVERSITY,52802,3.85,47.39,2710,598745076.3,13955,0.878,545,51,115,17.9,70,0,SCIMAGO_EXPORT,BENCHMARK,2025-08-06
2016,LT,HEI_LT_1610,PUBLIC_UNIVERSITY,3705,18.99,55.35,183,357307064.32,5301,1.545,226,81,4,40.96,79,0,NATIONAL_HE_REGISTRY,SECOND,2026-02-01
2017,PT,HEI_PT_1617,PRIVATE_UNIVERSITY,57273,11.25,56.18,2773,23857713.37,7156,1.515,100,27,15,57.56,113,0,INSTITUTIONAL_REPORT,FIRST,2024-03-17
2018,SE,HEI_SE_1624,UNIVERSITY_OF_APPLIED_SCIENCES,45602,6.97,45.4,1188,802777391.66,1335,0.993,290,135,1,79.1,196,0,EUROSTAT_EDU,FLASH,2025-01-10
2019,CY,HEI_CY_1631,RESEARCH_INSTITUTE,36378,12.76,47.43,2202,5009856016.28,29941,1.483,239,255,67,83.19,164,0,SCIMAGO_EXPORT,BENCHMARK,2024-11-25
2020,FR,HEI_FR_1638,TECHNICAL_UNIVERSITY,33422,39.67,62.13,2425,3055425419.72,11775,1.402,526,344,15,79.72,178,0,NATIONAL_HE_REGISTRY,SECOND,2025-02-06
2021,IT,HEI_IT_1645,PUBLIC_UNIVERSITY,68127,3.6,60.71,5411,1372586795.19,1689,0.875,13,83,57,24.7,555,0,INSTITUTIONAL_REPORT,FIRST,2024-08-10
2022,NL,HEI_NL_1652,PRIVATE_UNIVERSITY,12239,7.62,61.53,790,3251903992.21,17882,1.164,401,24,61,41.7,452,0,EUROSTAT_EDU,FLASH,2024-02-26
2023,SI,HEI_SI_1659,UNIVERSITY_OF_APPLIED_SCIENCES,39151,30.01,57.54,1673,1871180471.0,5212,1.439,97,1,41,60.69,47,0,SCIMAGO_EXPORT,BENCHMARK,2024-04-02
2024,BG,HEI_BG_1666,RESEARCH_INSTITUTE,49981,23.87,72.1,4565,3578132585.29,19226,1.009,142,134,7,61.89,257,0,NATIONAL_HE_REGISTRY,SECOND,2025-01-05
2025,EE,HEI_EE_1673,TECHNICAL_UNIVERSITY,66248,9.13,80.61,7863,2801348614.89,20699,0.848,475,119,1,29.9,77,0,INSTITUTIONAL_REPORT,FIRST,2025-02-15
2006,HU,HEI_HU_1680,PUBLIC_UNIVERSITY,39912,19.59,83.18,1639,1043630329.73,13650,1.979,247,104,79,32.87,67,0,EUROSTAT_EDU,FLASH,2025-01-28
2007,LU,HEI_LU_1687,PRIVATE_UNIVERSITY,54746,14.59,69.12,5945,853021921.04,11017,1.083,122,35,103,46.8,3,0,SCIMAGO_EXPORT,BENCHMARK,2024-09-04
2008,RO,HEI_RO_1694,UNIVERSITY_OF_APPLIED_SCIENCES,16814,25.09,51.69,2103,757438514.05,10928,1.615,245,55,85,22.14,136,0,NATIONAL_HE_REGISTRY,SECOND,2025-08-06
2009,AT,HEI_AT_1701,RESEARCH_INSTITUTE,60698,6.66,49.3,5355,1646402877.11,28794,1.277,108,114,15,23.67,182,0,INSTITUTIONAL_REPORT,FIRST,2024-11-22
2010,CZ,HEI_CZ_1708,TECHNICAL_UNIVERSITY,96943,13.22,68.83,10163,230325567.35,11981,1.211,239,328,47,33.32,47,0,EUROSTAT_EDU,FLASH,2024-12-07
2011,DE,HEI_DE_1715,PUBLIC_UNIVERSITY,94708,21.5,61.62,6731,1345132631.68,73,1.404,271,180,96,38.63,151,0,SCIMAGO_EXPORT,BENCHMARK,2024-12-12
2012,LV,HEI_LV_1722,PRIVATE_UNIVERSITY,9091,12.89,52.17,384,627415249.17,17773,1.411,128,58,102,23.72,38,0,NATIONAL_HE_REGISTRY,SECOND,2025-09-10
2013,PL,HEI_PL_1729,UNIVERSITY_OF_APPLIED_SCIENCES,15031,10.43,57.73,1524,2492464452.91,6298,1.21,60,47,29,24.72,161,0,INSTITUTIONAL_REPORT,FIRST,2024-04-18
2014,ES,HEI_ES_1736,RESEARCH_INSTITUTE,8735,21.04,65.22,930,3720164368.57,22280,0.803,447,218,68,56.36,188,0,EUROSTAT_EDU,FLASH,2024-06-18
2015,HR,HEI_HR_1743,TECHNICAL_UNIVERSITY,66738,2.85,67.26,2529,979116099.75,2162,1.06,300,288,53,36.29,67,0,SCIMAGO_EXPORT,BENCHMARK,2024-11-16
2016,FI,HEI_FI_1750,PUBLIC_UNIVERSITY,2378,11.34,70.52,270,1311504897.83,4379,1.032,371,94,110,19.28,58,0,NATIONAL_HE_REGISTRY,SECOND,2025-03-08
2017,IE,HEI_IE_1757,PRIVATE_UNIVERSITY,16498,40.56,42.97,1961,993971806.85,3687,1.173,135,75,105,45.1,75,0,INSTITUTIONAL_REPORT,FIRST,2024-10-10
2018,MT,HEI_MT_1764,UNIVERSITY_OF_APPLIED_SCIENCES,32797,22.97,48.78,893,3119013377.73,14259,1.596,149,10,33,50.47,172,0,EUROSTAT_EDU,FLASH,2024-09-05
2019,SK,HEI_SK_1771,RESEARCH_INSTITUTE,35226,3.14,57.16,4202,1800198764.91,15087,1.649,184,157,92,78.46,194,0,SCIMAGO_EXPORT,BENCHMARK,2025-12-26
2020,BE,HEI_BE_1778,TECHNICAL_UNIVERSITY,87897,21.55,68.21,3267,4824245569.9,1066,1.277,286,71,115,56.93,152,1,NATIONAL_HE_REGISTRY,SECOND,2025-09-05
2021,DK,HEI_DK_1785,PUBLIC_UNIVERSITY,65138,14.22,57.9,4395,1229603442.66,5796,1.973,599,84,105,64.18,427,0,INSTITUTIONAL_REPORT,FIRST,2024-01-18
2022,GR,HEI_GR_1792,PRIVATE_UNIVERSITY,12523,16.91,44.82,1498,623897055.93,14195,1.577,222,170,110,36.54,55,0,EUROSTAT_EDU,FLASH,2024-12-01
2023,LT,HEI_LT_1799,UNIVERSITY_OF_APPLIED_SCIENCES,5930,21.72,50.47,474,3080145124.13,13151,1.588,322,179,85,30.28,93,1,SCIMAGO_EXPORT,BENCHMARK,2025-06-14
2024,PT,HEI_PT_1806,RESEARCH_INSTITUTE,57230,26.73,72.1,6676,2553601072.96,27718,1.976,301,169,61,44.14,94,0,NATIONAL_HE_REGISTRY,SECOND,2024-01-10
2025,SE,HEI_SE_1813,TECHNICAL_UNIVERSITY,20181,28.56,78.53,868,4008892083.74,21513,1.051,18,115,71,39.9,248,0,INSTITUTIONAL_REPORT,FIRST,2024-05-07
2006,CY,HEI_CY_1820,PUBLIC_UNIVERSITY,90572,12.32,77.3,4921,260402204.05,20235,1.73,129,140,115,46.95,50,0,EUROSTAT_EDU,FLASH,2025-09-27
2007,FR,HEI_FR_1827,PRIVATE_UNIVERSITY,16528,39.07,52.52,596,176797047.54,1637,1.527,193,49,118,65.11,99,0,SCIMAGO_EXPORT,BENCHMARK,2025-12-06
2008,IT,HEI_IT_1834,UNIVERSITY_OF_APPLIED_SCIENCES,12994,4.63,66.23,1123,351227460.95,7533,0.95,90,2,15,33.26,17,0,NATIONAL_HE_REGISTRY,SECOND,2025-01-21
2009,NL,HEI_NL_1841,RESEARCH_INSTITUTE,1034,16.96,66.81,138,2796865938.99,12193,0.921,288,198,44,31.31,105,0,INSTITUTIONAL_REPORT,FIRST,2025-10-16
