safe_crime_reference_year,safe_crime_country_iso2,safe_crime_region_nuts_code,safe_crime_offence_code,safe_crime_reported_cases_count,safe_crime_victim_age_group,safe_crime_victim_sex,safe_crime_suspect_age_group,safe_crime_suspect_sex,safe_crime_clearance_rate_pct,safe_crime_convictions_count,safe_crime_imprisonment_rate_per_100k,safe_crime_prison_population_count,safe_crime_alternative_sanctions_count,safe_crime_domestic_violence_flag,safe_crime_hate_crime_flag,safe_crime_eurostat_table_code,safe_crime_data_source,safe_crime_revision_round,safe_crime_data_extract_date
2010,FR,SI851,ROBBERY,2384,0_14,F,0_14,F,18.77,224,37.88,16679,305,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-08-01
2011,LT,ES592,HUMAN_TRAFFICKING,464,35_44,M,15_19,U,40.12,96,87.66,13624,95,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-08-23
2012,SK,PL69,PROPERTY_DAMAGE,19228,UNKNOWN,X,20_24,X,55.86,4215,122.21,91250,1609,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-12-07
2013,HR,NL950,DRUG_TRAFFICKING,1396,25_34,U,25_34,M,13.8,130,119.68,1767,105,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-02-02
2014,DE,EE101,HOMICIDE,105,65_PLUS,F,35_44,F,62.55,30,228.98,51693,7,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-09-02
2015,LU,LU20,BURGLARY,15349,20_24,M,45_54,U,22.66,2575,76.1,103377,2659,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-04-23
2016,SI,BE850,DOMESTIC_VIOLENCE,17564,55_64,X,55_64,X,42.47,4084,69.79,44623,5843,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-03-28
2017,CY,SE76,HATE_SPEECH,28332,15_19,U,65_PLUS,M,46.41,8111,45.83,54689,12400,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-02-24
2018,GR,LT431,FRAUD,18366,45_54,F,UNKNOWN,F,17.32,2603,84.07,79148,4681,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-06-25
2019,MT,EE64,ASSAULT,9463,0_14,M,0_14,U,71.94,3979,32.13,16539,2495,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-08-26
2020,ES,SI44,THEFT,10498,35_44,X,15_19,X,34.08,2229,70.03,18454,3002,0,1,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-01-19
2021,CZ,DK198,VEHICLE_THEFT,4942,UNKNOWN,U,20_24,M,22.73,766,101.52,78028,1284,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-10-18
2022,HU,LU529,CYBER_ENABLED_FRAUD,16834,25_34,F,25_34,F,25.37,3203,133.0,125162,1640,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-05-05
2023,NL,MT196,SEXUAL_VIOLENCE,2088,65_PLUS,M,35_44,U,37.84,609,31.78,38640,621,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-07-10
2024,SE,GR30,ROBBERY,5789,20_24,X,45_54,X,14.62,624,54.43,67848,1112,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-04-30
2025,DK,CZ17,HUMAN_TRAFFICKING,207,55_64,U,55_64,M,24.22,19,172.82,111377,9,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-01-05
2006,IE,EE55,PROPERTY_DAMAGE,9319,15_19,F,65_PLUS,F,12.65,501,79.36,83411,193,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-10-17
2007,PL,AT236,DRUG_TRAFFICKING,179,45_54,M,UNKNOWN,U,47.89,63,112.46,18905,40,1,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-31
2008,AT,CY16,HOMICIDE,82,0_14,X,0_14,X,82.92,53,197.2,103161,35,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-05-24
2009,EE,LU4,BURGLARY,10698,35_44,U,15_19,M,20.3,1037,90.36,38430,1790,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-07-23
2010,IT,EE91,DOMESTIC_VIOLENCE,7608,UNKNOWN,F,20_24,F,58.08,2379,30.47,103214,3859,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-12-11
2011,PT,DK1,HATE_SPEECH,14626,25_34,M,25_34,U,53.3,5063,76.28,28189,3815,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-09-26
2012,BE,SI45,FRAUD,14514,65_PLUS,X,35_44,X,52.35,4931,140.16,121389,3106,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-04-08
2013,FI,AT239,ASSAULT,8311,20_24,U,45_54,M,34.96,2127,100.89,69570,1838,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-03-10
2014,LV,DK28,THEFT,27580,55_64,F,55_64,F,19.57,3214,168.57,14405,1088,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-12-26
2015,RO,BE857,VEHICLE_THEFT,11429,15_19,M,65_PLUS,U,9.53,544,105.7,2656,626,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-12-06
2016,BG,EE45,CYBER_ENABLED_FRAUD,10436,45_54,X,UNKNOWN,X,16.27,1268,92.65,89907,2037,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-12-13
2017,FR,FR854,SEXUAL_VIOLENCE,1071,0_14,U,0_14,M,48.0,345,135.57,34841,578,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-01-25
2018,LT,BG530,ROBBERY,288,35_44,F,15_19,F,55.59,72,138.38,70741,20,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-04-07
2019,SK,LV7,HUMAN_TRAFFICKING,137,UNKNOWN,M,20_24,U,43.65,38,60.96,21119,10,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-10-25
2020,HR,PT213,PROPERTY_DAMAGE,412,25_34,X,25_34,X,21.94,56,63.03,46790,97,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-02-19
2021,DE,NL50,DRUG_TRAFFICKING,2665,65_PLUS,U,35_44,M,46.99,1012,90.93,91848,1454,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-02-08
2022,LU,LV333,HOMICIDE,96,20_24,F,45_54,F,89.46,43,83.8,59282,16,0,1,crim_gen,EUROSTAT_CRIME,FLASH,2025-03-15
2023,SI,IT599,BURGLARY,22730,55_64,M,55_64,U,24.92,3708,159.46,87413,5853,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-08-04
2024,CY,LU31,DOMESTIC_VIOLENCE,2139,15_19,X,65_PLUS,X,38.72,665,132.5,101616,235,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-11-26
2025,GR,GR27,HATE_SPEECH,6027,45_54,U,UNKNOWN,M,23.3,1102,44.99,89828,1786,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-02-18
2006,MT,NL59,FRAUD,7058,0_14,F,0_14,F,34.5,1090,96.71,74157,926,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-03-25
2007,ES,BG3,ASSAULT,17762,35_44,M,15_19,U,61.02,5179,168.4,122293,1659,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-06-08
2008,CZ,ES18,THEFT,19507,UNKNOWN,X,20_24,X,9.71,1545,175.78,45831,1679,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2026-02-15
2009,HU,BG28,VEHICLE_THEFT,3469,25_34,U,25_34,M,18.95,490,145.75,7303,726,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-04-05
2010,NL,SE4,CYBER_ENABLED_FRAUD,8728,65_PLUS,F,35_44,F,39.63,2795,86.12,20810,1893,0,1,crim_gen,EUROSTAT_CRIME,FLASH,2025-07-04
2011,SE,IE56,SEXUAL_VIOLENCE,3526,20_24,M,45_54,U,53.57,1180,100.02,45628,1354,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-30
2012,DK,LU484,ROBBERY,681,55_64,X,55_64,X,52.92,260,171.61,98870,172,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-07-01
2013,IE,BE41,HUMAN_TRAFFICKING,282,15_19,U,65_PLUS,M,14.58,18,189.93,38534,23,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-07-17
2014,PL,CY91,PROPERTY_DAMAGE,19408,45_54,F,UNKNOWN,F,57.29,8669,53.93,40151,3402,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-05-27
2015,AT,PL969,DRUG_TRAFFICKING,3479,0_14,M,0_14,U,46.75,1180,67.08,4196,274,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-11
2016,EE,LT58,HOMICIDE,68,35_44,X,15_19,X,67.46,19,153.69,44036,19,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-09-19
2017,IT,ES7,BURGLARY,17164,UNKNOWN,U,20_24,M,25.38,2297,145.1,68456,3770,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-08-05
2018,PT,SI985,DOMESTIC_VIOLENCE,11559,25_34,F,25_34,F,57.94,5339,134.73,23165,1262,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-01-08
2019,BE,FR7,HATE_SPEECH,23849,65_PLUS,M,35_44,U,53.06,9901,67.08,32846,11667,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-09-22
2020,FI,HR780,FRAUD,16827,20_24,X,45_54,X,54.79,3918,69.21,21549,5732,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-12-22
2021,LV,PL8,ASSAULT,20585,55_64,U,55_64,M,69.87,6656,90.85,66003,11367,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-09-05
2022,RO,LU5,THEFT,18290,15_19,F,65_PLUS,F,27.53,2608,101.73,65704,2487,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2026-01-24
2023,BG,AT625,VEHICLE_THEFT,17868,45_54,M,UNKNOWN,U,10.96,800,36.82,92906,689,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-10-10
2024,FR,DK472,CYBER_ENABLED_FRAUD,12235,0_14,X,0_14,X,44.82,4227,77.86,126574,3318,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-12-06
2025,LT,PT7,SEXUAL_VIOLENCE,2022,35_44,U,15_19,M,47.39,414,166.99,85967,403,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-08-11
2006,SK,LT8,ROBBERY,2383,UNKNOWN,F,20_24,F,19.69,201,33.65,65838,189,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-02-10
2007,HR,RO8,HUMAN_TRAFFICKING,405,25_34,M,25_34,U,27.11,40,43.61,5878,19,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-06-17
2008,DE,CY8,PROPERTY_DAMAGE,1654,65_PLUS,X,35_44,X,49.64,576,71.88,43558,571,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2026-02-02
2009,LU,FI6,DRUG_TRAFFICKING,2396,20_24,U,45_54,M,50.68,502,113.64,65541,567,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-08-04
2010,SI,FI8,HOMICIDE,70,55_64,F,55_64,F,92.49,45,150.52,73573,60,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-12-16
2011,CY,EE277,BURGLARY,7762,15_19,M,65_PLUS,U,15.48,695,90.78,51862,267,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-12-16
2012,GR,SK58,DOMESTIC_VIOLENCE,2827,45_54,X,UNKNOWN,X,68.15,1460,166.07,28731,1061,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-09-16
2013,MT,DE8,HATE_SPEECH,9764,0_14,U,0_14,M,44.25,3311,119.82,9331,2793,1,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-02-28
2014,ES,NL72,FRAUD,6137,35_44,F,15_19,F,26.71,1176,128.9,77887,1724,0,1,crim_gen,EUROSTAT_CRIME,FLASH,2025-05-24
2015,CZ,LV518,ASSAULT,581,UNKNOWN,M,20_24,U,71.27,155,150.33,16138,38,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-06-01
2016,HU,GR92,THEFT,7397,25_34,X,25_34,X,13.87,596,163.17,71693,526,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-08-03
2017,NL,FI93,VEHICLE_THEFT,6099,65_PLUS,U,35_44,M,32.98,795,43.15,69605,623,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-03-02
2018,SE,HU1,CYBER_ENABLED_FRAUD,6651,20_24,F,45_54,F,22.48,711,85.53,48963,699,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-07-02
2019,DK,MT10,SEXUAL_VIOLENCE,2844,55_64,M,55_64,U,25.4,493,101.76,96910,537,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-20
2020,IE,SI388,ROBBERY,2895,15_19,X,65_PLUS,X,28.12,363,148.38,49285,197,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-08-09
2021,PL,FI1,HUMAN_TRAFFICKING,147,45_54,U,UNKNOWN,M,49.56,31,184.35,2529,30,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-10-20
2022,AT,HR7,PROPERTY_DAMAGE,15492,0_14,F,0_14,F,20.82,1660,111.74,62216,745,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-06-30
2023,EE,GR82,DRUG_TRAFFICKING,4054,35_44,M,15_19,U,27.78,506,161.5,5030,597,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-06-11
2024,IT,LT193,HOMICIDE,43,UNKNOWN,X,20_24,X,94.76,29,102.5,34597,32,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-03-31
2025,PT,LT48,BURGLARY,12238,25_34,U,25_34,M,28.61,2336,121.33,39097,2746,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-01-02
2006,BE,DE2,DOMESTIC_VIOLENCE,14211,65_PLUS,F,35_44,F,25.29,2636,122.4,114378,3887,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-01-23
2007,FI,DE919,HATE_SPEECH,20662,20_24,M,45_54,U,25.22,3129,124.69,110982,861,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-05-03
2008,LV,SK56,FRAUD,7653,55_64,X,55_64,X,32.45,1159,77.07,50760,2001,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2026-01-23
2009,RO,LU81,ASSAULT,497,15_19,U,65_PLUS,M,34.06,70,50.65,99981,87,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-12-30
2010,BG,NL6,THEFT,8778,45_54,F,UNKNOWN,F,10.89,809,175.72,23636,572,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-10-03
2011,FR,AT339,VEHICLE_THEFT,16558,0_14,M,0_14,U,16.49,2054,167.92,101665,3402,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-05-26
2012,LT,IT17,CYBER_ENABLED_FRAUD,9086,35_44,X,15_19,X,25.9,1642,113.54,66297,832,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-09-26
2013,SK,DK34,SEXUAL_VIOLENCE,3943,UNKNOWN,U,20_24,M,50.96,1383,67.53,31623,370,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-10-04
2014,HR,PL2,ROBBERY,5693,25_34,F,25_34,F,30.67,1011,48.57,65800,1692,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-08-06
2015,DE,DE786,HUMAN_TRAFFICKING,516,65_PLUS,M,35_44,U,32.93,81,57.18,101214,99,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-02-16
2016,LU,CZ3,PROPERTY_DAMAGE,21456,20_24,X,45_54,X,41.48,3784,153.18,95813,5806,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-10-11
2017,SI,SI7,DRUG_TRAFFICKING,4439,55_64,U,55_64,M,45.55,1333,216.74,49708,850,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-01-30
2018,CY,PL7,HOMICIDE,104,15_19,F,65_PLUS,F,71.44,61,157.71,75464,75,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-09-16
2019,GR,RO466,BURGLARY,24121,45_54,M,UNKNOWN,U,9.68,1604,78.64,67132,2393,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-12-21
2020,MT,LU61,DOMESTIC_VIOLENCE,5581,0_14,X,0_14,X,51.8,2219,175.19,63917,3582,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-10-25
2021,ES,MT59,HATE_SPEECH,6541,35_44,U,15_19,M,31.37,1312,52.16,87860,2312,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-02-24
2022,CZ,PL4,FRAUD,6123,UNKNOWN,F,20_24,F,31.98,1428,116.55,8204,1127,0,1,crim_gen,EUROSTAT_CRIME,FLASH,2024-06-17
2023,HU,LT5,ASSAULT,949,25_34,M,25_34,U,40.47,204,115.76,64922,166,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-08-05
2024,NL,HR5,THEFT,6137,65_PLUS,X,35_44,X,30.91,1457,71.07,82960,1286,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-09-06
2025,SE,SI371,VEHICLE_THEFT,343,20_24,U,45_54,M,26.79,50,95.61,55223,15,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-02-09
2006,DK,GR864,CYBER_ENABLED_FRAUD,21479,55_64,F,55_64,F,13.12,1394,118.24,53577,322,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-10-18
2007,IE,HU863,SEXUAL_VIOLENCE,1106,15_19,M,65_PLUS,U,26.76,111,100.64,43182,47,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2026-02-12
2008,PL,SI700,ROBBERY,1469,45_54,X,UNKNOWN,X,18.37,128,112.72,32553,138,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-05-08
2009,AT,ES82,HUMAN_TRAFFICKING,206,0_14,U,0_14,M,54.72,83,198.12,43218,147,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-06-20
2010,EE,SE964,PROPERTY_DAMAGE,5687,35_44,F,15_19,F,54.03,1849,67.48,19791,1244,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-05-12
2011,IT,SE18,DRUG_TRAFFICKING,11839,UNKNOWN,M,20_24,U,42.23,3041,185.72,28631,5255,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-02-24
2012,PT,AT6,HOMICIDE,16,25_34,X,25_34,X,94.04,5,43.75,110900,5,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-02-15
2013,BE,ES385,BURGLARY,7625,65_PLUS,U,35_44,M,12.77,403,154.09,60094,276,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-11-19
2014,FI,PT809,DOMESTIC_VIOLENCE,13768,20_24,F,45_54,F,60.76,5150,155.45,18796,3654,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-11-24
2015,LV,AT719,HATE_SPEECH,5293,55_64,M,55_64,U,52.74,1012,34.06,82534,1556,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-02-03
2016,RO,IT81,FRAUD,27164,15_19,X,65_PLUS,X,36.46,5699,110.37,9129,8951,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-08-22
2017,BG,MT588,ASSAULT,21546,45_54,U,UNKNOWN,M,33.73,4316,60.03,28781,7360,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-04-04
2018,FR,ES88,THEFT,14657,0_14,F,0_14,F,18.94,1975,170.2,95253,1445,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-01-24
2019,LT,IT11,VEHICLE_THEFT,780,35_44,M,15_19,U,11.82,66,83.73,26057,18,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-09-10
2020,SK,IT74,CYBER_ENABLED_FRAUD,4872,UNKNOWN,X,20_24,X,12.21,481,62.41,31049,554,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-12-03
2021,HR,PT734,SEXUAL_VIOLENCE,662,25_34,U,25_34,M,56.84,295,176.35,97919,414,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-11-20
2022,DE,DE42,ROBBERY,1117,65_PLUS,F,35_44,F,31.39,198,154.02,80841,113,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-06-12
2023,LU,EE7,HUMAN_TRAFFICKING,478,20_24,M,45_54,U,55.02,167,43.5,41923,234,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-12-13
2024,SI,DE24,PROPERTY_DAMAGE,10563,55_64,X,55_64,X,22.5,1518,41.1,28366,664,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-06-21
2025,CY,IE428,DRUG_TRAFFICKING,5503,15_19,U,65_PLUS,M,33.82,1526,67.93,10006,798,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-12-21
2006,GR,IT4,HOMICIDE,60,45_54,F,UNKNOWN,F,78.0,31,39.36,43883,33,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-07-31
2007,MT,CY225,BURGLARY,2651,0_14,M,0_14,U,11.63,211,95.68,3362,300,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-01-26
2008,ES,LT329,DOMESTIC_VIOLENCE,8352,35_44,X,15_19,X,57.31,3546,156.39,51063,6244,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-03-19
2009,CZ,DK712,HATE_SPEECH,9853,UNKNOWN,U,20_24,M,43.94,2306,94.67,13473,3497,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-01-04
2010,HU,PL442,FRAUD,15334,25_34,F,25_34,F,29.01,2561,58.59,112358,1870,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-03-15
2011,NL,CZ38,ASSAULT,13534,65_PLUS,M,35_44,U,65.59,4968,63.45,123285,4899,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-03-02
2012,SE,GR9,THEFT,20726,20_24,X,45_54,X,26.63,3081,59.6,85504,5409,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-11-10
2013,DK,PL87,VEHICLE_THEFT,7866,55_64,U,55_64,M,31.74,1807,86.5,81162,1263,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-02-17
2014,IE,ES901,CYBER_ENABLED_FRAUD,5068,15_19,F,65_PLUS,F,41.31,1145,39.71,62149,1814,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-01-15
2015,PL,SE8,SEXUAL_VIOLENCE,1689,45_54,M,UNKNOWN,U,35.44,487,85.45,74109,433,1,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-06-13
2016,AT,LV782,ROBBERY,4510,0_14,X,0_14,X,46.44,1063,152.88,27184,1573,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-08-21
2017,EE,LV95,HUMAN_TRAFFICKING,74,35_44,U,15_19,M,48.74,29,151.97,10593,23,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-02-27
2018,IT,AT35,PROPERTY_DAMAGE,14318,UNKNOWN,F,20_24,F,20.4,1632,81.83,26948,1206,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-09-16
2019,PT,IE537,DRUG_TRAFFICKING,10113,25_34,M,25_34,U,38.25,1751,63.66,4322,1463,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-20
2020,BE,CZ5,HOMICIDE,78,65_PLUS,X,35_44,X,89.16,42,56.4,79008,71,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-04-23
2021,FI,FR24,BURGLARY,21725,20_24,U,45_54,M,25.53,3013,73.06,54872,4247,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-05-19
2022,LV,LU10,DOMESTIC_VIOLENCE,12988,55_64,F,55_64,F,43.64,4036,100.33,57652,5834,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-01-25
2023,RO,LT9,HATE_SPEECH,861,15_19,M,65_PLUS,U,18.83,104,145.17,45353,85,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-05-06
2024,BG,BE93,FRAUD,4048,45_54,X,UNKNOWN,X,52.79,1150,51.97,91592,1547,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-10-25
2025,FR,BE8,ASSAULT,16079,0_14,U,0_14,M,34.3,2720,157.62,44232,2445,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-09-14
2006,LT,PL71,THEFT,13456,35_44,F,15_19,F,27.9,2203,115.56,103349,2031,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-05-11
2007,SK,CZ1,VEHICLE_THEFT,8086,UNKNOWN,M,20_24,U,17.68,832,33.13,104071,1037,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-03-15
2008,HR,ES946,CYBER_ENABLED_FRAUD,16150,25_34,X,25_34,X,43.84,4124,142.97,57807,1975,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2026-02-14
2009,DE,PT16,SEXUAL_VIOLENCE,4230,65_PLUS,U,35_44,M,44.97,1588,146.25,19278,1635,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-06-06
2010,LU,MT993,ROBBERY,6071,20_24,F,45_54,F,30.89,851,33.13,38220,1288,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-08-12
2011,SI,IE749,HUMAN_TRAFFICKING,515,55_64,M,55_64,U,48.22,191,181.02,79405,282,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-07-24
2012,CY,HU719,PROPERTY_DAMAGE,6314,15_19,X,65_PLUS,X,15.14,378,85.69,86546,661,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-03-21
2013,GR,EE69,DRUG_TRAFFICKING,2410,45_54,U,UNKNOWN,M,29.64,516,173.13,132182,816,1,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-01-15
2014,MT,LV4,HOMICIDE,82,0_14,F,0_14,F,93.47,35,124.95,89585,61,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-02-06
2015,ES,PL704,BURGLARY,4172,35_44,M,15_19,U,24.18,688,49.2,126827,901,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-03-19
2016,CZ,ES28,DOMESTIC_VIOLENCE,3288,UNKNOWN,X,20_24,X,70.06,1250,62.54,78862,453,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-10-20
