gov_grants_award_fiscal_year,gov_grants_grant_program_code,gov_grants_grant_competitive_flag,gov_grants_allocation_formula_type,gov_grants_eligible_entity_type,gov_grants_match_rate_required_pct,gov_grants_award_min_inr,gov_grants_award_max_inr,gov_grants_award_median_inr,gov_grants_application_count,gov_grants_award_count,gov_grants_award_total_inr,gov_grants_performance_measure_code,gov_grants_reporting_compliance_rate,gov_grants_closeout_timeliness_rate,gov_grants_indirect_cost_rate_cap,gov_grants_technical_assistance_available_flag,gov_grants_overlap_duplication_risk_score,gov_grants_single_audit_findings_count,gov_grants_grant_portal_system
2023,GOV8F32G,1,GOVP0Z5Z,GOVRV7M4,73.48,302648,48615,53342,338204,338218,443522,GOV4KJ0W,59.65,88.13,69.89,1,0.16,177910,DBT
2010,GOV117LB,0,GOVLRU4K,GOVF7KJT,67.85,163497,374362,251680,178130,429237,46934,GOVY327B,3.43,74.27,76.96,0,75.4,63502,DBT
2013,GOVN1R4F,0,GOVBFJKA,GOVTKWCL,82.76,494479,489812,425450,456616,158822,162522,GOV9FTXH,41.42,74.83,47.99,1,87.47,459841,GeM
2014,GOVZT7MK,0,GOV30JZO,GOVETVHR,70.51,137071,128477,478401,176752,45339,215856,GOVLD00I,96.46,10.35,2.21,1,60.86,6342,CPGRAMS
2016,GOV6UTWU,0,GOVYFO12,GOV0FF8Z,68.17,215982,274154,19137,448994,447523,383376,GOVN84ND,19.02,89.77,34.13,0,53.04,63635,IFMIS
2015,GOVOSP23,1,GOV1ROQ1,GOVPPZJA,36.47,85898,373842,401035,315876,485480,26238,GOVT3GMW,7.69,68.5,87.89,0,24.94,434845,DBT
2013,GOVRR0EW,0,GOVH8M1H,GOVSVMQT,88.3,335635,284071,421467,93734,145677,485461,GOVSIOH9,94.66,7.52,31.36,1,83.21,405058,PFMS
2013,GOVAH7NA,1,GOVRB1LA,GOVZWWG6,69.2,150980,241225,444869,169005,224790,29266,GOV3224P,37.21,32.28,32.95,1,44.75,179493,eProcure
2010,GOV1R1HK,1,GOVTOWY8,GOVVOOV9,12.67,317354,404022,312963,220299,263512,47570,GOVQB933,65.72,83.91,5.02,1,76.58,47726,DBT
2017,GOV3NPZP,0,GOVBCCJW,GOV411GN,78.55,257828,121926,466971,76346,209622,354534,GOVSL5XU,30.41,49.18,84.38,0,51.16,423215,GeM
2017,GOVVH6XC,1,GOV9LQH8,GOVMTD9Y,66.84,487568,77343,69117,389902,52497,66429,GOVFPY2C,20.11,3.22,72.44,1,93.89,328021,CAG
2010,GOVBI9AA,0,GOVTW2R4,GOVJ9VK3,6.64,42725,175406,162091,65894,164474,2703,GOVLV6SO,11.37,20.83,46.33,1,65.37,414948,CAG
2017,GOVUXHAW,0,GOVVRUQH,GOVVCX7G,44.48,34185,488327,85343,129998,468864,336439,GOVZ770S,10.65,82.34,25.32,0,35.67,368561,CPGRAMS
2016,GOVSGCJU,1,GOVPNERB,GOVAYWZ9,33.64,362737,275262,475699,152895,113283,416722,GOV2O8EC,63.27,37.29,10.99,0,3.02,172451,CAG
2020,GOV2N4EP,0,GOVE1O7E,GOVPVXKW,81.19,449199,85933,429299,215261,176653,301867,GOVXHO1M,39.04,35.97,50.13,1,66.72,385409,CPGRAMS
2019,GOVYNQX4,1,GOVWE29T,GOVMQCIL,81.48,371584,217894,373661,216173,165016,457150,GOVTCN5K,29.28,38.44,61.84,1,43.47,78756,IFMIS
2025,GOVS3CG9,1,GOVE6B0O,GOV5Q5YI,10.7,343019,292427,99152,312474,275699,214949,GOVBBCE0,59.73,74.83,22.81,1,91.48,180257,eProcure
2024,GOVRVL6W,0,GOV5LA32,GOV85911,70.15,62299,204786,154967,493911,125085,92639,GOVYO8KB,92.2,88.07,4.24,1,63.28,435566,PFMS
2011,GOVO7TEL,0,GOVEYOPJ,GOVD6BU3,95.85,85864,384056,248164,255707,137675,134189,GOVZVW4X,79.91,74.4,61.81,0,6.87,333200,eProcure
2020,GOVKYZUP,1,GOV14TJK,GOVY6FPS,92.67,28701,490226,457286,388861,287294,253959,GOVBTG3A,67.7,50.82,88.66,1,28.58,467035,IFMIS
2017,GOVICXK8,1,GOVEWYUT,GOVK8O91,6.59,422250,199662,22300,387907,162135,61608,GOV8U3UM,11.63,72.62,11.25,1,43.59,357586,eProcure
2026,GOVJ0FXB,1,GOVC925H,GOVS14J1,91.97,423269,42224,35284,130970,73903,313054,GOV6YSMH,60.16,12.82,37.07,1,22.38,423969,GeM
2016,GOVL7R5O,1,GOVLMRBZ,GOVWX35T,0.29,442193,455458,104251,433490,276762,116688,GOV9R0W5,61.15,85.17,31.99,1,77.94,142100,eProcure
2026,GOV7C8M3,0,GOVY2C51,GOVRZIZK,70.3,376710,185782,172374,289817,121407,373080,GOV5KI1W,12.57,76.43,99.86,1,74.26,180699,PFMS
2012,GOV8WBSV,1,GOV1FNLW,GOV1VB5K,2.3,185469,81450,166077,372219,274829,340328,GOVG33P4,5.48,63.64,90.89,0,38.24,374421,DBT
2018,GOVININ8,0,GOVY927K,GOVDN3YN,51.9,168580,442342,280841,114210,38639,156028,GOVKC3EF,28.94,48.05,44.1,1,91.85,403232,GeM
2011,GOVH5XYW,0,GOVGQ70X,GOVNEK0T,60.3,86075,271145,99054,200870,190328,291458,GOV6XGMP,56.6,81.55,23.59,1,19.48,241585,CAG
2026,GOVQ4AXV,0,GOVSNEQL,GOVOCA92,22.87,239898,43114,446848,472284,393562,451958,GOVX5XN0,88.98,20.52,10.68,1,86.86,480150,CPGRAMS
2017,GOVKHHBO,0,GOVU76V0,GOVYIODI,62.18,123440,307446,147447,224874,30902,60232,GOVC99QV,90.66,63.81,62.64,0,60.51,265250,CPGRAMS
2021,GOVV5XYZ,0,GOVNTV31,GOVI1TJL,76.28,112048,13839,467791,274201,446204,23216,GOV4H7R8,86.59,58.81,91.6,1,96.19,407970,PFMS
2022,GOV3DDNH,0,GOVNTF9M,GOVVU7EC,52.97,79164,418142,88894,357466,402337,101906,GOVQ0Q1C,93.78,15.53,44.61,0,62.64,298164,eProcure
2018,GOVM7AIE,1,GOVO9A6N,GOV3RQ09,19.62,442021,179156,15624,209099,233223,290305,GOV7PWCD,24.86,74.13,43.87,1,55.92,491785,eProcure
2022,GOV2SHLA,0,GOVI5AEB,GOVFMKR1,36.38,327542,2166,465208,467598,481811,130480,GOV6L9MM,73.53,84.66,73.89,0,56.9,189393,GeM
2017,GOVDQLW8,0,GOV14IDJ,GOVH10RX,61.65,199487,335103,278461,192505,164367,205288,GOVEOTRF,89.17,44.02,56.49,0,41.03,82423,IFMIS
2012,GOVTVGBY,0,GOVSDIVE,GOVT4Q0G,94.26,222934,329279,145980,410556,490080,471212,GOVEOGPJ,64.48,10.21,7.04,1,2.99,382438,CPGRAMS
2011,GOVMS6T1,0,GOVL8P8X,GOVCUQNK,48.77,444886,81277,189225,157336,291616,8526,GOV1WS4A,2.34,76.02,84.91,0,78.8,212868,DBT
2011,GOVA51A3,1,GOVPDDDH,GOV2S0WG,82.6,68927,267560,100321,312980,150649,454642,GOVJR3MD,17.64,81.17,45.98,1,3.45,87243,CPGRAMS
2019,GOVA2HW6,1,GOVSMAM6,GOVR56AX,97.11,353985,302835,199023,79801,481969,405961,GOVBJEF9,70.01,5.2,30.3,1,5.22,362389,IFMIS
2016,GOV8Q4NF,1,GOVCS0Y2,GOVUUZWF,16.42,154426,24184,180000,241512,13703,235750,GOVTEHCR,24.07,81.52,41.74,1,91.95,156511,eProcure
2014,GOVM4Y93,1,GOVWH5BN,GOVQJ9YV,25.52,250867,57401,141471,300249,198950,190306,GOVVFCZP,63.12,49.48,64.95,0,36.58,328042,CAG
2023,GOVOG2YU,1,GOVFYY3L,GOVW60DZ,23.23,465997,362514,488250,310731,353513,311670,GOV6UOKE,99.76,27.39,58.51,0,84.2,260161,GeM
2014,GOVTJEWM,1,GOVM9TIX,GOV63BLT,27.85,153491,410068,216785,21028,480557,172743,GOV3Y3GB,6.55,97.32,14.42,1,34.17,212614,CAG
2012,GOVC123E,0,GOV85E54,GOVJHUB6,49.59,312264,361501,309302,13847,344172,117090,GOVUKMXW,51.98,6.82,15.17,0,95.52,279339,GeM
2017,GOVCWQ8W,1,GOVFQMFC,GOVLFGG2,72.37,400096,283667,288177,74352,222407,313017,GOVHRN41,27.75,75.96,42.65,1,4.11,468197,IFMIS
2016,GOVGLWAU,0,GOV7T6LH,GOV6CPI9,17.41,111192,397693,200032,361215,213138,442686,GOV02JSA,53.16,65.48,92.37,0,70.75,385439,CAG
2015,GOV6DWN3,0,GOV7TZKF,GOVC9KEO,73.29,184511,289098,186654,42352,489095,404155,GOVN4JZ4,28.98,19.06,16.95,0,66.88,333232,DBT
2013,GOVL8GMP,1,GOVSZ9R5,GOVKRFPW,96.28,451352,450270,375042,490681,6003,440380,GOVGCKEB,7.18,28.59,23.04,1,58.04,61402,DBT
2019,GOVYGFRU,0,GOVTPBEH,GOVQCB9S,57.47,94939,178666,388707,59812,112075,316539,GOV927JH,29.91,48.54,61.36,0,78.29,179543,CPGRAMS
2023,GOVVXDPA,1,GOVDAS3C,GOVDEYTG,16.26,112681,369696,317715,372506,132013,4141,GOVQY4FN,28.15,60.94,54.22,1,22.73,330366,IFMIS
2018,GOVMRI8M,1,GOVIH10P,GOVISB67,18.39,407573,137021,466837,452057,155320,188554,GOVR42WF,54.67,68.1,37.3,0,36.13,37081,GeM
2017,GOV31Q46,0,GOVOQUC6,GOVRSX1X,51.82,82272,143877,208982,349172,196436,256579,GOVAOH54,6.48,75.99,25.81,1,80.36,183187,eProcure
2010,GOVX2519,1,GOV8IWT1,GOVW0J7R,91.48,146348,236596,464387,220291,100618,494696,GOV71PHU,34.95,76.93,59.45,0,50.6,446605,CAG
2011,GOV4GXVQ,0,GOVM4ADA,GOV0LEEH,48.46,421771,475435,367902,193442,50044,319836,GOVJB90C,77.81,39.77,15.76,1,77.24,36968,IFMIS
2012,GOVQUZAX,1,GOV84SE1,GOVW1C3C,90.45,439561,206180,341952,259188,448396,237914,GOVDS3MV,34.27,82.08,64.07,0,93.48,438384,DBT
2022,GOVI6IUK,1,GOV1OZMS,GOV3GCGJ,39.64,352914,168721,278158,16761,26452,304597,GOVLDR9I,63.35,60.84,1.53,0,62.12,78617,IFMIS
2010,GOVSJHQZ,0,GOVBP0J6,GOV0IQYL,91.03,378389,457942,364345,405561,47982,396821,GOV3UUJK,95.64,11.09,5.54,0,99.18,434503,PFMS
2013,GOVZX7JO,1,GOVTAS0N,GOV1DHE3,61.99,82879,455623,90961,345068,368072,410342,GOV02YW8,70.29,27.41,10.86,1,3.75,20092,GeM
2012,GOVW499V,1,GOVQOZDY,GOVLISAR,61.3,460969,405232,75026,188008,365587,437570,GOVAE6TC,91.47,54.95,1.17,1,13.61,455752,IFMIS
2011,GOVTNFE5,0,GOV8PVQG,GOV6G9KJ,37.85,223577,256301,406774,245170,487279,52449,GOV97M4U,2.76,24.16,53.98,0,70.13,23758,PFMS
2016,GOVWGZPB,1,GOV6KW2K,GOVGNCCR,31.56,367241,262066,215164,401163,464760,401568,GOVJWMSV,22.8,99.77,39.72,1,53.04,249189,eProcure
2020,GOVKFNUL,0,GOVF37OQ,GOVJ8ZUA,38.25,272452,124889,232438,287528,235556,432737,GOVFAZBI,56.61,0.49,76.53,1,42.99,288415,CAG
2020,GOVLEJ2D,0,GOVC6JT6,GOVQK5CO,50.3,42367,78682,370566,441696,223959,458404,GOVI8A42,18.51,31.52,37.99,0,69.26,425092,PFMS
2021,GOVQG19R,0,GOVOS3IR,GOVBGJ6O,24.52,192294,26480,488726,24115,88733,132702,GOVFJP76,38.71,38.24,41.68,0,47.53,57462,GeM
2019,GOVFO7ZX,0,GOVVPXDS,GOV73CT7,94.67,427990,377262,480154,84714,25287,484507,GOVAMIKO,49.08,2.52,63.79,0,53.15,319401,GeM
2018,GOVK2F4W,1,GOVPV4IJ,GOVPWCCD,15.91,162308,345146,485488,114823,18282,124962,GOVBL0N5,10.31,26.2,58.39,1,4.87,95749,CAG
2012,GOVCJJJB,0,GOVTHKEP,GOV2PKHP,46.37,483589,489021,106277,466646,193909,317663,GOV0TGYE,68.32,37.52,34.88,1,37.98,148700,CPGRAMS
2016,GOVHGD9A,0,GOVMDP7N,GOVT37F9,26.15,317783,428895,434928,385622,285771,282223,GOV8580S,54.73,76.0,86.95,1,12.52,492016,DBT
2021,GOV5JZ92,0,GOVHS2F2,GOVAMEM0,43.24,48366,357297,193636,472714,492170,266377,GOVMFN6C,69.8,71.85,13.2,1,88.26,75365,CPGRAMS
2011,GOVBYO6S,0,GOV2KNPI,GOVEDO85,74.41,322917,129179,479040,316338,82760,319278,GOVX4VBL,5.12,22.86,23.24,1,47.81,234240,GeM
2014,GOV8RNDC,0,GOVUYGRD,GOVAWDWT,7.87,135859,371442,283840,317007,1669,72197,GOVRV17F,3.28,57.5,43.11,1,79.14,428277,PFMS
2013,GOVVYVQS,0,GOVZXTRB,GOV2MZTR,33.54,105666,486548,65430,261848,226617,331278,GOVKUDYC,98.0,2.98,33.17,1,85.34,82526,PFMS
2010,GOVGQWYG,0,GOVT0WRU,GOV87TLE,84.95,101209,196210,426678,381010,64293,373839,GOVD0FF9,36.77,88.36,87.18,0,30.42,261741,PFMS
2025,GOVBEV8A,0,GOVXKQR0,GOVO1JUP,42.27,53135,222521,347395,355161,392258,181697,GOVB6ZJE,43.94,23.22,93.08,0,42.22,147696,CPGRAMS
2012,GOV5ALOF,0,GOVKS2YH,GOVYYXES,85.57,137367,483509,118869,496367,4754,347503,GOV8A8VK,28.44,15.6,66.74,1,92.98,38778,IFMIS
2021,GOVGEXN1,0,GOVK8VJS,GOVWLAQ2,69.55,161481,330390,343230,467456,337517,13704,GOVQTSYP,5.23,99.4,38.82,1,82.88,55431,CPGRAMS
2018,GOVGOXDL,0,GOVO76CQ,GOVVTX4J,0.7,375812,254003,415008,268565,131638,5082,GOV9V4WU,52.83,94.22,43.34,1,77.17,237282,eProcure
2026,GOVOUTSI,1,GOVFHDPO,GOVP2SCD,69.7,262102,295559,94273,93955,325819,466771,GOVZF0IX,42.89,63.92,57.87,1,25.49,382916,GeM
2022,GOV56Y9N,0,GOVSPVL9,GOV5SDDT,55.39,212948,131149,180486,111854,30417,284368,GOVQYUNW,12.33,76.68,79.48,0,40.3,225407,PFMS
2017,GOVHBYEI,0,GOV9Y23E,GOVVZSM8,52.18,202543,157563,349856,67229,311107,273795,GOV5KQJZ,99.33,47.4,29.39,1,53.96,332569,CPGRAMS
2024,GOVYXL9R,0,GOVFJUB4,GOVPTPNY,40.27,302320,188731,323702,230454,271456,313502,GOVO2LSI,86.45,10.33,49.07,1,58.8,334299,IFMIS
2014,GOV0H1AS,1,GOVN8DZR,GOV38A50,28.3,312970,321350,322072,425541,224832,45727,GOV0YW7G,87.85,70.35,51.67,1,92.38,66975,CAG
2015,GOVYTKNI,0,GOVAZJ4X,GOVVJBQF,30.24,478968,400082,389942,328271,343388,125529,GOVKJ3IH,3.02,81.14,71.69,0,44.48,417802,CAG
2011,GOVWP6T7,0,GOVM6PFI,GOVU4YWG,14.12,31517,22781,12858,224833,158676,160613,GOVQ3HBB,95.38,45.1,58.48,1,95.39,491275,CPGRAMS
2010,GOV0RAVX,0,GOV3SCEF,GOVG04JI,82.5,391916,369844,390643,94580,354572,3992,GOVCHXY3,15.68,3.13,19.38,0,8.22,371469,CPGRAMS
2022,GOVD7S9N,1,GOVWEFAL,GOV4X7P5,12.17,29648,189743,369317,165065,145099,149379,GOVNQVL6,25.43,93.04,13.56,0,67.32,142522,GeM
2024,GOVENKET,0,GOVQ64OC,GOVMZWRR,13.28,109126,341073,6185,310074,141544,63080,GOVJ5L6L,73.44,88.66,51.77,1,47.02,201136,GeM
2025,GOV1162N,1,GOVX9YAB,GOVCYMNS,94.55,372454,270681,200906,137237,83513,28305,GOVQIHRE,72.42,44.91,35.46,1,96.95,441948,CPGRAMS
2025,GOVWUCH4,1,GOV46QP2,GOVISGXV,63.87,108400,488427,313263,247347,125113,375011,GOV17QUB,80.75,48.47,69.96,1,71.52,470745,CPGRAMS
2015,GOVBEHV4,0,GOVDQYJY,GOVLBPS8,59.5,331516,366655,367592,142444,107365,440090,GOVQ0KXN,7.44,65.36,26.86,0,23.21,259956,CAG
2023,GOV9D2AX,0,GOV4PPJP,GOVNN20T,38.47,247049,143699,384679,240672,177092,14062,GOV71G0X,81.1,97.78,5.76,0,21.21,423682,IFMIS
2026,GOVF6JKU,1,GOVZQ650,GOV3C7QN,15.24,85158,361167,58179,391314,246166,208464,GOVA86GR,47.41,43.63,76.0,1,44.11,79481,PFMS
2025,GOVVJL2G,1,GOVACSSV,GOVIXGCQ,6.69,39121,827,457473,354528,38690,271775,GOV439IH,12.77,36.18,73.36,0,19.13,352193,eProcure
2013,GOV72BAX,0,GOVLT780,GOV3WP9N,44.06,359472,218394,372717,164270,383675,333377,GOVWNAU4,13.41,41.22,89.23,0,89.32,461711,CPGRAMS
2025,GOVW0UKB,1,GOVSIDC3,GOV77F0P,60.3,349158,443582,270738,266493,140778,41754,GOVP9EGF,94.43,17.57,66.69,1,63.71,67502,PFMS
2012,GOVCBUQ7,0,GOVVD5XH,GOVFD53Y,68.84,172363,435429,491048,396889,95788,230685,GOVCA6LI,20.26,58.31,6.55,0,66.31,366469,CAG
2011,GOVTAWGZ,1,GOVPBUZX,GOV04MXS,97.26,473996,368749,284189,279608,197348,305450,GOVKPXI6,68.01,32.64,65.58,0,75.58,363842,PFMS
2016,GOV06BJD,0,GOVTKFGG,GOVG4DZI,91.05,193976,489755,75140,291807,168152,193775,GOV5Q0GD,38.12,93.31,1.71,0,56.15,85605,CPGRAMS
2012,GOV81HAC,1,GOVV3KYD,GOVMBA12,21.66,55689,83831,414686,292999,78755,429395,GOV0WXY3,32.46,13.98,46.68,1,50.37,400150,IFMIS
2011,GOVFBTLR,0,GOV3QH9G,GOV2LE60,57.17,324067,302258,430811,467406,228561,384916,GOVJQICL,35.23,26.58,53.49,1,22.05,2428,eProcure
2019,GOVNVB8U,0,GOV1IV5I,GOVGI6IV,31.37,302649,359527,292217,158249,337108,233757,GOVCZJCA,94.84,39.37,60.94,1,96.12,482750,eProcure
2017,GOVX7WW5,1,GOVSODO5,GOVOL3JE,52.85,388323,468578,466227,73785,467270,325176,GOVUP4N3,36.68,95.48,19.25,1,53.57,493202,GeM
2024,GOV8VP31,1,GOVY7NBH,GOV747DG,47.38,26573,341331,231795,187249,152153,162851,GOVJFALQ,60.77,64.1,85.72,0,35.98,422579,CPGRAMS
2025,GOV1EUVV,0,GOV8CRK0,GOV2R5GY,66.4,437202,492453,228503,374357,89757,498118,GOV8GVIM,41.02,69.53,48.36,0,46.85,64114,CAG
2015,GOVBZTCT,1,GOVESVRV,GOVCWD1W,40.26,188311,163352,197397,445841,498779,209025,GOVYTHRE,4.44,15.93,4.78,0,60.43,123833,DBT
2023,GOV1XL0H,0,GOV8U5N5,GOVBLV91,42.8,468430,310529,360393,187549,415751,268163,GOVVLS8D,32.24,72.22,81.63,1,6.63,211377,PFMS
2014,GOVZHQW6,1,GOVXAK88,GOVQYY04,27.96,233437,167115,61470,150480,140693,433005,GOVDYQTX,49.55,26.66,52.27,1,39.58,171598,CPGRAMS
2010,GOVRWS1L,1,GOVMGURQ,GOVSSKG2,82.96,89463,322775,312111,465633,123948,265452,GOVJAKYV,51.0,81.32,4.1,1,18.5,310809,CAG
2023,GOV4S1LN,1,GOVS97Y7,GOVYLR1P,15.67,302273,374252,72014,473458,422686,104251,GOV5KPV9,38.48,20.48,70.27,1,17.31,186426,CAG
2023,GOVMEP1T,1,GOVREKH5,GOVXG7IW,75.45,404997,392713,278325,265152,78714,176697,GOVB1NWO,80.63,77.6,27.65,1,99.27,54624,GeM
2022,GOVMOA37,1,GOV9LM2M,GOVD13EW,82.59,286534,452252,335012,298321,110907,460472,GOVC4PJ1,29.13,68.75,91.51,1,9.37,144042,eProcure
2010,GOVSH4PR,1,GOVLJYKE,GOVSHPYU,87.49,82022,71869,478993,75456,24952,120691,GOVZY2JX,57.13,78.42,81.51,0,37.88,313494,CPGRAMS
2017,GOVO793J,0,GOVNOP2K,GOVIB48Q,72.61,255452,162769,371790,349668,397538,67152,GOVWXX9R,14.21,63.37,9.99,0,24.17,449445,CPGRAMS
2024,GOV52173,1,GOVNSNJP,GOV12UYV,3.55,301983,229928,347351,491629,232068,253319,GOVG0132,55.82,46.25,38.7,1,15.55,262232,IFMIS
2026,GOV37UP7,1,GOV40A43,GOV8J1T5,99.73,353661,35883,491013,469030,133298,448235,GOVQ3NF8,22.54,76.4,79.85,1,69.88,105658,DBT
2020,GOVX2RKW,1,GOV02FRP,GOV57PVF,93.07,120338,392749,53587,64409,212526,463652,GOVKG1VQ,46.26,43.44,80.18,1,62.57,134281,IFMIS
2015,GOVD46RK,0,GOVRRA4A,GOV6A6UA,36.8,106207,84178,187084,341473,419729,440713,GOV8XDEW,34.33,62.52,81.07,0,35.35,50499,DBT
2023,GOVCWWKP,0,GOV10TR5,GOVIA8RN,67.33,378752,187412,479904,114244,273482,51059,GOVWC2EK,62.63,18.06,56.72,1,66.15,171830,eProcure
2010,GOV14202,0,GOVL4CUR,GOV50UVV,41.64,447290,53844,47905,41710,354884,233601,GOVZ8OBT,61.14,53.56,54.42,1,50.02,176331,IFMIS
2024,GOVPFND3,0,GOV0EKUT,GOV5DY63,88.39,46185,307361,198630,411133,154856,56566,GOVD8JLT,66.75,31.65,59.2,1,87.28,100381,GeM
2021,GOVAIQSA,0,GOVRGBY7,GOV4JLGM,14.37,338442,207337,459872,304938,374925,29768,GOVGJTLQ,44.03,63.95,24.83,0,40.31,473085,GeM
2010,GOVZALAS,1,GOVT2LD0,GOVXEKCO,24.7,493376,249273,314909,30951,419896,68133,GOVKZR5N,62.49,31.69,98.73,1,44.65,180498,CAG
2011,GOVS7SHW,0,GOVNE1PN,GOVURVK6,58.46,443143,301744,333612,235938,399579,42670,GOVYPEBI,79.57,52.82,44.84,1,51.37,247439,eProcure
2024,GOV5POUH,1,GOVTKBDX,GOVSB52N,63.16,48193,444152,49682,317792,453413,43104,GOVH1B41,70.15,62.29,70.81,1,56.18,448175,PFMS
2010,GOVOTP29,0,GOVQBTGT,GOVCDZJ8,30.53,360493,21979,2922,299871,460330,314663,GOVUW1GK,28.6,31.18,68.92,0,53.9,58842,GeM
2011,GOVCIMED,0,GOVZ1IX4,GOV1RKU8,38.81,415484,14622,298235,159780,207101,444161,GOVT9HFH,67.11,22.69,53.53,1,57.16,112019,CAG
2024,GOVV91W5,1,GOVQ7IHB,GOVKKL6S,87.22,71061,30754,333959,92737,324912,125417,GOVPX2C3,42.56,51.3,32.93,1,65.17,384648,IFMIS
2015,GOV1QA38,1,GOVSS4MO,GOV3DIS1,52.41,62610,161814,351745,82436,349420,74026,GOVUM3DI,63.6,23.0,91.89,1,20.99,485314,CAG
2013,GOVA5PCR,1,GOVO1H4T,GOVLBHCC,18.56,171572,264671,377473,5741,64290,98811,GOVAR4UB,61.47,84.39,90.84,1,53.85,374923,CAG
2011,GOV2QLA5,1,GOVT9QIW,GOVN4BG3,41.67,383483,1763,10301,208378,85338,31306,GOV2WUT0,79.56,57.66,74.74,0,14.29,138920,IFMIS
2013,GOVSRFUL,0,GOVXEIFT,GOVCUHLQ,11.92,206521,33505,30733,173942,20640,248746,GOVY4XK4,12.75,97.13,28.97,1,50.11,398939,GeM
2016,GOVBVP7L,1,GOVH9301,GOVMJ5WP,69.1,316824,214294,271472,215586,10457,25270,GOV42YEO,28.66,8.42,79.14,0,74.65,218082,GeM
2017,GOVBKOFV,0,GOV0O8D0,GOVQWE7R,21.46,434268,361909,243612,305830,233302,48837,GOVGGT46,86.0,31.45,33.16,1,97.4,207337,CPGRAMS
2014,GOV3ER1O,0,GOV156AQ,GOVHB9RZ,92.75,158028,394450,355148,145392,162444,383347,GOVX3BKB,92.33,88.96,82.1,0,64.91,328495,DBT
2023,GOV9DMT9,0,GOVVQOH4,GOVV6TPU,60.73,498741,102247,450506,54204,113754,242064,GOVLFZFL,47.49,26.46,0.23,0,7.06,86826,PFMS
2019,GOV1OKAQ,0,GOVNG804,GOV8RDZX,16.14,986,308270,406465,250471,234803,324625,GOV5S84X,82.7,62.6,41.38,0,27.64,257184,PFMS
2024,GOVFI3HW,1,GOVK0P8M,GOVSQL32,69.15,401469,253164,438889,375632,250375,409382,GOV014WJ,61.31,92.59,12.99,1,8.77,265069,IFMIS
2013,GOVZJNZX,0,GOV99PNI,GOVMC9PS,18.27,16590,350101,177149,117844,215099,54307,GOV3C74Y,60.43,4.35,7.19,0,86.21,310547,IFMIS
2016,GOVE6UKW,0,GOVPSIFT,GOVTV93Z,64.33,67584,162553,77106,321959,352245,280183,GOVUN06N,64.85,31.38,75.3,0,52.35,62231,eProcure
2018,GOV1VOF6,1,GOVTEZNE,GOVA2RLM,67.94,234262,371763,344518,349258,240419,165467,GOVMLYWN,49.0,10.7,57.75,0,95.04,336263,CPGRAMS
2020,GOVXXENK,1,GOV9OZ8E,GOV23AZC,57.76,350617,341763,459305,475409,474871,367982,GOVLAMUA,65.01,22.9,11.03,1,1.72,64088,GeM
2013,GOV3ZQF7,1,GOV7VD27,GOV91L2J,87.19,404380,419798,264755,171127,10990,99311,GOV0VUY1,67.66,78.31,50.42,0,86.11,66208,IFMIS
2015,GOVE2JEX,0,GOV734UB,GOVPQABC,14.95,191141,436531,130973,307087,361504,55019,GOVCRVFC,53.75,58.72,21.99,1,98.65,383914,PFMS
2014,GOV9T6NU,1,GOVMQ05H,GOV89HGC,21.52,147186,378291,441027,8036,208261,11023,GOVGHEXW,16.77,18.87,0.81,0,44.52,242233,DBT
2010,GOVXXWT6,1,GOV4RLX3,GOVMRGIV,74.69,411683,205173,347997,292635,210853,426058,GOV72PSQ,20.07,40.19,48.38,0,92.03,147278,CAG
2013,GOVEOEUC,0,GOVOA4GS,GOVHAKF4,52.65,170205,322208,104276,473135,311698,123162,GOVS76I8,41.76,48.81,53.77,1,21.29,349139,PFMS
2014,GOV2C3TJ,0,GOVGLQE8,GOVYVLL7,85.41,309748,381950,82875,287439,302053,313112,GOV35UKO,24.1,19.67,42.0,1,54.13,493215,IFMIS
2016,GOVFBNCP,1,GOV1MBS3,GOVIK9WV,67.91,221051,334160,152835,110080,147460,360442,GOVSKJ1E,26.18,18.88,86.85,1,48.09,250292,CPGRAMS
2011,GOVF0UIL,1,GOVMTPQ0,GOVY2SBL,54.77,126668,228603,314288,234102,96782,90140,GOVL4896,93.01,14.23,27.45,0,65.44,414955,PFMS
2020,GOVV1LEM,0,GOV57RZW,GOVJK0NZ,73.78,145798,468289,263618,85997,325702,493582,GOVWZ0KO,31.69,8.49,77.43,0,91.45,298750,CAG
2014,GOVV9JDG,0,GOV0Q78U,GOV20NQM,72.01,137704,297848,346628,21165,391385,264308,GOVMHGHV,36.37,6.68,54.37,0,45.95,374419,CPGRAMS
2015,GOVNRP3Q,0,GOVH4ZPY,GOVS4PD1,33.5,335795,411698,265093,227918,156163,384259,GOV40QLC,3.01,87.92,11.75,0,1.34,220196,CPGRAMS
2013,GOVME1O5,1,GOVKXE2H,GOVFE11Q,84.36,106874,331996,387180,310285,150288,75971,GOVJF21C,86.93,74.53,81.65,0,50.77,119380,IFMIS
2025,GOVRFY0U,0,GOVKGOS3,GOVJUIJ3,1.87,394262,229356,282271,480311,102771,371260,GOVYTPY8,65.42,64.45,46.95,1,12.83,403741,CPGRAMS
2020,GOVGY9EB,0,GOV7Z6OF,GOVW03YA,26.84,255490,239676,328860,188201,434988,433247,GOVDYHZP,38.45,85.93,93.34,1,23.36,30726,eProcure
