tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_inr,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2023,872708781526,RES,7817304,12665931,24.57,177090,1,0,0,0,NA,0.617,0.922,7.18,0,0,0.33,0.67,0
2021,825107293174,RES,23894244,28132830,19.56,408483,0,0,0,0,NA,0.849,0.874,5.52,0,0,0.63,0.37,0
2018,454288174142,RES,18936603,26873492,16.07,339916,0,0,0,0,NA,0.705,1.117,4.39,0,0,0.45,0.55,0
2019,479419394225,IND,10887337,14357402,5.13,56243,0,0,0,0,NA,0.758,1.007,5.62,0,0,0.63,0.37,0
2020,449323932299,RES,16711477,18297094,13.71,253171,1,0,0,0,NA,0.913,1.105,2.72,0,0,0.38,0.62,1
2018,783020862538,COM,16342969,18271944,12.7,242840,1,0,1,1,INCREASED,0.894,1.17,6.31,0,0,0.52,0.48,0
2018,367236908262,RES,15574821,21576054,5.78,78139,0,0,0,0,NA,0.722,0.868,8.36,0,0,0.28,0.72,0
2020,549555735328,AGR,9126501,10310363,19.39,178909,1,0,0,0,NA,0.885,1.011,8.35,0,0,0.52,0.48,0
2024,346474637502,COM,6133468,9364602,6.38,37605,1,1,0,0,NA,0.655,0.961,7.35,0,0,0.56,0.44,0
2021,834723002628,RES,1558611,2567716,3.65,5433,1,0,1,0,NA,0.607,0.955,5.38,0,0,0.71,0.29,0
2020,977353298841,AGR,16829246,23953400,22.5,360861,0,0,0,0,NA,0.703,0.953,3.43,0,0,0.73,0.27,0
2023,179704754962,COM,606765,811763,21.66,13839,1,0,0,0,NA,0.747,1.053,4.55,1,1,0.46,0.54,0
2025,503942260454,RES,21634366,28039598,17.34,414905,1,0,0,0,NA,0.772,1.106,2.42,0,0,0.27,0.73,0
2019,674517699483,RES,9325939,14981153,4.46,48082,0,0,0,0,NA,0.623,1.156,5.09,0,0,0.55,0.45,0
2018,399084835713,COM,5684140,7683316,1.69,8972,0,1,0,0,NA,0.74,0.934,8.32,0,0,0.61,0.39,0
2020,303124176950,COM,18713675,29968095,4.32,93455,0,0,0,0,NA,0.624,1.156,5.3,0,0,0.34,0.66,0
2021,166867146654,RES,4309412,6185408,17.4,78433,0,0,0,0,NA,0.697,1.046,4.54,0,0,0.37,0.63,1
2022,536590378850,RES,11466071,14592564,3.91,40080,0,0,1,0,NA,0.786,0.894,4.58,0,0,0.65,0.35,1
2025,395873219126,COM,3428126,4938840,12.26,38667,1,0,0,0,NA,0.694,0.92,0.4,0,0,0.48,0.52,0
2023,122887073814,RES,5325794,9627576,7.84,49103,0,0,0,0,NA,0.553,1.176,5.59,0,0,0.4,0.6,1
2020,589834245135,RES,14389272,17520150,2.37,35739,1,0,0,0,NA,0.821,1.048,4.62,0,0,0.67,0.33,0
2020,681049678154,MIX,1327719,1767482,18.61,24388,1,0,0,1,REDUCED,0.751,0.987,6.53,0,0,0.33,0.67,0
2022,961624677187,AGR,4273030,7073308,22.97,95992,1,0,0,0,NA,0.604,0.978,2.24,0,1,0.27,0.73,0
2022,510183508043,RES,3526143,6042675,9.59,38448,1,0,0,0,NA,0.584,1.137,3.8,0,0,0.36,0.64,0
2020,425880455039,RES,7703583,10934701,16.56,143135,0,0,1,0,NA,0.705,1.122,7.15,0,0,0.64,0.36,0
2024,245372054281,AGR,1171545,1265471,2.47,2486,1,0,1,0,NA,0.926,0.859,4.05,0,0,0.58,0.42,0
2018,759932192194,COM,17800076,25553120,5.12,101708,0,0,0,0,NA,0.697,1.116,8.46,1,1,0.27,0.73,0
2020,105527794055,RES,5814912,6178060,1.42,7869,0,0,0,0,NA,0.941,0.953,4.73,0,0,0.33,0.67,0
2024,935568309755,RES,2821458,3361760,22.26,55269,1,1,0,0,NA,0.839,0.88,5.91,0,0,0.32,0.68,0
2021,316939352485,RES,13937264,14831890,3.33,50263,1,0,0,0,NA,0.94,1.083,0.95,0,0,0.4,0.6,0
2019,212933179604,AGR,9103528,10196326,17.9,183159,1,0,0,0,NA,0.893,1.124,3.82,0,0,0.34,0.66,0
2021,605478974940,RES,8388325,9577938,2.84,27849,0,0,0,0,NA,0.876,1.169,2.55,0,0,0.59,0.41,0
2022,648274770061,RES,13690471,22067468,19.93,310777,1,0,0,0,NA,0.62,1.139,0.99,0,0,0.67,0.33,0
2021,661568827085,RES,5768899,8543237,24.79,132714,0,0,0,0,NA,0.675,0.928,7.13,0,0,0.69,0.31,0
2022,307535380535,AGR,3125952,3803141,18.03,54501,1,0,0,0,NA,0.822,0.967,7.74,0,1,0.49,0.51,0
2020,839970474180,RES,3683238,5399270,3.49,14706,0,0,0,0,NA,0.682,1.144,7.53,0,0,0.32,0.68,0
2018,160593019527,RES,740641,945839,11.81,9018,0,0,0,1,REDUCED,0.783,1.031,2.85,0,0,0.27,0.73,1
2025,987197786777,AGR,17362777,29525089,9.24,158667,0,1,0,0,NA,0.588,0.989,0.7,0,0,0.45,0.55,0
2024,529409078723,RES,13014004,17437040,13.03,154311,1,0,0,0,NA,0.746,0.91,5.09,0,0,0.5,0.5,0
2025,315486027186,RES,13777918,16255625,2.71,32746,0,0,0,0,NA,0.848,0.877,8.31,0,0,0.32,0.68,0
2018,641951375296,COM,7026725,8189651,23.05,182374,0,0,1,1,PENDING,0.858,1.126,4.45,0,0,0.26,0.74,0
2025,457559614127,RES,8664580,12300756,6.82,55429,1,0,0,0,NA,0.704,0.938,6.37,0,0,0.3,0.7,0
2020,183943515482,COM,7415354,8823350,17.84,144857,0,0,0,0,NA,0.84,1.095,6.62,0,0,0.62,0.38,0
2019,310024410935,AGR,9542225,12331663,12.43,120626,0,0,0,0,NA,0.774,1.017,4.36,0,0,0.35,0.65,0
2019,733807027545,AGR,14736613,21457063,21.79,292853,0,0,0,0,NA,0.687,0.912,5.99,0,0,0.66,0.34,1
2022,821083006105,AGR,432352,751283,18.24,7105,0,0,0,0,NA,0.575,0.901,7.41,0,0,0.71,0.29,1
2018,525012178553,AGR,13731374,24045068,24.81,323982,0,0,0,0,NA,0.571,0.951,1.16,0,1,0.41,0.59,0
2020,585602950117,AGR,12454597,20360979,21.32,225968,1,0,0,0,NA,0.612,0.851,2.58,0,0,0.57,0.43,0
2021,500416918007,RES,24387020,28094699,7.41,205826,0,1,1,0,NA,0.868,1.139,5.34,0,0,0.39,0.61,1
2023,251129021605,COM,7792263,13120909,1.09,7891,0,0,0,0,NA,0.594,0.929,4.87,0,0,0.61,0.39,1
2024,490518011116,RES,7258677,9835601,11.55,97922,0,0,0,0,NA,0.738,1.168,3.88,0,0,0.36,0.64,0
2018,489819142681,RES,751138,1275003,9.02,6701,1,0,0,0,NA,0.589,0.989,3.31,0,1,0.45,0.55,0
2025,767505713591,RES,333135,400603,2.58,896,1,0,0,0,NA,0.832,1.042,6.85,0,0,0.68,0.32,0
2021,156707692397,COM,13150195,22639022,15.83,204629,0,0,0,0,NA,0.581,0.983,6.41,0,0,0.56,0.44,0
2018,325974405037,RES,4551780,5695394,24.76,103122,1,0,0,0,NA,0.799,0.915,2.04,0,0,0.29,0.71,0
2020,613134802261,RES,13120421,16046185,9.72,120516,1,0,0,0,NA,0.818,0.945,7.97,0,0,0.29,0.71,0
2025,296497212271,RES,8672142,13964744,4.69,44007,0,0,0,0,NA,0.621,1.082,8.74,0,0,0.74,0.26,0
2021,499027346974,IND,1919810,3007660,12.46,25787,0,0,0,0,NA,0.638,1.078,4.52,0,0,0.43,0.57,0
2023,544031679707,COM,6627795,7078123,15.7,108635,1,0,1,1,INCREASED,0.936,1.044,6.74,0,0,0.35,0.65,0
2020,242725765813,RES,4168382,6980842,23.58,90329,1,1,0,0,NA,0.597,0.919,6.31,0,0,0.48,0.52,0
2021,381889585601,AGR,15712186,17979049,3.25,47388,0,0,0,0,NA,0.874,0.928,0.82,0,0,0.43,0.57,1
2021,631453385788,RES,19199664,23075815,2.93,47817,1,0,0,0,NA,0.832,0.85,7.17,0,0,0.58,0.42,1
2022,792748678856,RES,13857646,21833264,20.65,338242,1,0,0,0,NA,0.635,1.182,2.12,0,0,0.5,0.5,0
2025,526120710258,RES,5445053,6049263,21.82,121900,0,0,1,0,NA,0.9,1.026,1.65,0,0,0.57,0.43,1
2021,111882414443,COM,16921304,29270203,16.89,284086,1,0,0,0,NA,0.578,0.994,0.14,0,0,0.68,0.32,1
2019,704272934614,AGR,12543896,16257759,20.4,235168,1,1,0,0,NA,0.772,0.919,2.47,0,0,0.48,0.52,0
2019,426672231459,RES,9492563,15483914,1.73,17982,0,0,1,0,NA,0.613,1.095,3.17,0,0,0.6,0.4,0
2021,510479875559,COM,19694320,25508722,23.12,399327,0,1,0,0,NA,0.772,0.877,3.51,0,0,0.49,0.51,0
2025,919413406942,IND,10539792,13526441,16.86,168816,0,0,0,0,NA,0.779,0.95,4.58,0,0,0.67,0.33,0
2022,479237643599,COM,13719277,24927622,23.04,299023,1,0,0,0,NA,0.55,0.946,4.44,0,0,0.47,0.53,0
2018,922394709543,AGR,3539220,4077684,12.42,52441,0,0,0,0,NA,0.868,1.193,3.46,0,0,0.39,0.61,0
2025,344487953271,RES,3803375,6102765,21.0,84104,1,0,0,0,NA,0.623,1.053,5.53,0,0,0.71,0.29,0
2021,723357934380,RES,15795126,26634648,22.81,394154,0,0,0,0,NA,0.593,1.094,7.6,0,0,0.5,0.5,0
2019,490373463440,RES,25289814,29428908,4.49,127972,0,0,0,0,NA,0.859,1.127,0.51,0,0,0.61,0.39,1
2024,945631809254,COM,3501154,5680311,1.06,3975,0,0,0,0,NA,0.616,1.071,4.38,0,0,0.58,0.42,0
2023,766022655110,RES,14338880,15259205,9.15,124772,1,0,0,0,NA,0.94,0.951,0.18,0,0,0.6,0.4,1
2021,329099412145,COM,471817,517547,7.56,3763,0,1,0,1,INCREASED,0.912,1.055,4.41,0,0,0.3,0.7,1
2021,511027974945,IND,5825449,9954989,1.73,8657,1,0,1,0,NA,0.585,0.859,0.47,0,0,0.45,0.55,0
2020,926767493371,RES,5222052,6780622,24.28,125270,1,0,0,0,NA,0.77,0.988,2.33,0,0,0.72,0.28,0
2024,698599196370,RES,18586859,23517672,18.3,304085,0,1,0,1,REDUCED,0.79,0.894,2.72,0,0,0.5,0.5,0
2021,877326006628,IND,13444571,23050683,5.5,63815,1,0,0,0,NA,0.583,0.863,3.64,0,0,0.31,0.69,0
2022,386269659104,RES,19570182,21270404,24.54,513390,1,0,0,0,NA,0.92,1.069,8.92,0,0,0.4,0.6,0
2025,785331197831,RES,14982092,22198320,6.25,101878,0,0,1,0,NA,0.675,1.088,6.7,0,0,0.3,0.7,1
2019,222859009143,IND,5192866,8980014,20.81,118654,0,0,0,0,NA,0.578,1.098,7.68,0,0,0.46,0.54,0
2022,867649035525,AGR,1999599,2141652,8.13,15639,0,0,1,0,NA,0.934,0.962,8.21,0,0,0.32,0.68,0
2020,591747508307,COM,12222768,19308285,11.87,133913,1,1,0,0,NA,0.633,0.923,2.62,0,0,0.66,0.34,0
2019,149202859073,RES,1407324,2020747,11.21,18332,0,1,0,1,PENDING,0.696,1.162,0.64,0,0,0.47,0.53,0
2025,342517750838,RES,4749044,6305262,12.12,68667,0,0,0,0,NA,0.753,1.193,2.18,0,0,0.69,0.31,0
2024,547605148389,MIX,16751062,25517718,13.83,264332,0,0,1,0,NA,0.656,1.141,8.51,0,1,0.58,0.42,0
2024,564313925527,IND,19085675,21357498,1.62,36701,0,0,0,0,NA,0.894,1.187,6.58,0,0,0.5,0.5,0
2018,767646880469,IND,16045644,21104119,24.01,352894,1,0,0,0,NA,0.76,0.916,5.42,0,0,0.3,0.7,0
2022,597549329593,COM,4927206,6283233,14.46,80367,0,0,0,0,NA,0.784,1.128,8.77,0,0,0.35,0.65,1
2019,807664074579,RES,12607493,15251778,12.71,143736,0,0,0,0,NA,0.827,0.897,3.89,0,1,0.49,0.51,0
2020,831550653457,RES,17314185,18637522,5.83,93876,0,0,0,0,NA,0.929,0.93,7.25,0,0,0.42,0.58,0
2022,646492457316,RES,8260475,9701840,7.55,54883,0,0,0,0,NA,0.851,0.88,4.71,0,0,0.65,0.35,1
2019,294234907023,RES,17905082,28632755,24.15,497701,0,0,0,0,NA,0.625,1.151,7.51,0,1,0.55,0.45,1
2018,689770328454,AGR,6241775,7321951,2.66,14279,1,0,0,0,NA,0.852,0.86,7.74,1,0,0.42,0.58,0
2024,494159375529,RES,15870137,20497053,19.57,274551,1,0,0,0,NA,0.774,0.884,1.01,0,0,0.49,0.51,1
2018,169012512972,RES,789742,869025,24.43,18753,0,1,0,1,UPHELD,0.909,0.972,3.83,0,1,0.43,0.57,0
2021,528894605422,COM,6723858,7228193,14.84,117743,0,0,0,0,NA,0.93,1.18,3.21,0,0,0.52,0.48,0
2022,829043613666,RES,24077960,25985889,15.84,419916,0,0,0,0,NA,0.927,1.101,5.86,0,1,0.29,0.71,1
2025,492134873285,AGR,18923920,23517669,14.4,254247,0,0,0,0,NA,0.805,0.933,3.61,0,0,0.49,0.51,0
2025,429333612030,RES,18329736,21807921,11.93,210583,0,0,0,0,NA,0.841,0.963,6.86,0,0,0.41,0.59,0
2019,275106319379,IND,5571355,7837830,10.45,54902,1,0,0,0,NA,0.711,0.943,3.45,0,0,0.65,0.35,0
2018,600495860205,RES,3718055,4214020,9.19,37176,0,0,0,0,NA,0.882,1.088,3.28,0,0,0.42,0.58,1
2025,330499829365,RES,8436775,15069567,1.15,11536,1,0,0,0,NA,0.56,1.189,2.37,0,1,0.62,0.38,0
2025,658114294366,RES,13838655,18584587,3.71,49236,0,0,0,0,NA,0.745,0.959,4.31,0,0,0.29,0.71,0
2019,105709323648,RES,18689651,20787377,19.86,332203,1,0,1,0,NA,0.899,0.895,5.64,0,0,0.71,0.29,1
2022,425496006796,RES,3204081,3450321,19.83,69573,0,1,0,0,NA,0.929,1.095,5.65,0,0,0.48,0.52,0
2021,783768363997,COM,19159192,21485289,6.24,121586,0,0,0,0,NA,0.892,1.017,4.34,0,0,0.45,0.55,0
2024,125895016183,RES,4120883,7406966,17.05,76866,1,0,0,0,NA,0.556,1.094,7.9,0,0,0.54,0.46,0
2024,190076819702,MIX,12283434,14970167,20.27,286084,0,0,0,0,NA,0.821,1.149,2.13,0,0,0.44,0.56,0
2022,972720421760,RES,21465738,27180721,8.09,193628,0,0,0,0,NA,0.79,1.115,2.84,0,0,0.4,0.6,0
2024,107904578383,MIX,9203800,16640733,21.39,203760,1,0,1,0,NA,0.553,1.035,4.34,0,1,0.28,0.72,0
2021,785592555252,AGR,14298091,21440415,5.87,98282,0,0,0,0,NA,0.667,1.171,4.05,0,0,0.47,0.53,0
2022,424264184277,RES,14931450,26007969,13.33,187691,1,0,0,0,NA,0.574,0.943,5.44,0,0,0.41,0.59,0
2019,360067561460,COM,4788390,6268011,5.37,28028,1,0,0,0,NA,0.764,1.09,1.89,0,1,0.63,0.37,0
2019,741024886811,RES,23017098,28210961,2.86,66092,0,0,0,0,NA,0.816,1.004,2.17,0,0,0.3,0.7,0
2023,862116677588,RES,9518165,11411062,1.48,13988,0,0,0,0,NA,0.834,0.993,5.84,0,1,0.27,0.73,1
2018,492363212153,MIX,8142483,13767536,6.74,58118,1,1,0,0,NA,0.591,1.059,8.56,0,0,0.48,0.52,0
2025,100147963306,AGR,18392643,24411422,12.95,214366,0,0,0,0,NA,0.753,0.9,6.64,0,0,0.57,0.43,0
2018,895767431224,RES,11124231,15735660,19.82,194906,1,0,0,0,NA,0.707,0.884,6.37,0,1,0.42,0.58,1
2020,910009101690,RES,12386899,16375558,4.28,51691,1,0,0,0,NA,0.756,0.975,3.89,0,0,0.7,0.3,1
2021,633228054647,COM,24453588,27600375,18.81,521608,1,0,0,0,NA,0.886,1.134,1.93,0,0,0.42,0.58,0
2021,316587295147,RES,4304381,4636491,3.69,16677,1,0,0,0,NA,0.928,1.05,6.05,0,0,0.44,0.56,0
2023,971287441519,COM,4360670,7633163,8.35,42638,0,0,0,0,NA,0.571,1.171,7.05,0,1,0.43,0.57,0
2021,492215077983,RES,7185808,10907642,15.03,106167,0,0,0,0,NA,0.659,0.983,2.56,0,0,0.39,0.61,0
2021,918155407249,RES,7284683,7926324,8.98,63716,1,0,0,0,NA,0.919,0.974,0.73,0,0,0.6,0.4,0
2018,318411110142,RES,22379206,27893399,9.58,232831,1,1,0,0,NA,0.802,1.086,8.65,0,0,0.73,0.27,1
2019,921608975003,RES,2744331,3285511,23.45,72721,0,0,0,0,NA,0.835,1.13,8.18,0,0,0.67,0.33,1
2018,776549797378,RES,4474291,6240462,11.47,47163,0,0,0,0,NA,0.717,0.919,8.04,0,0,0.47,0.53,0
2023,499371952876,COM,2472295,4128115,13.41,31197,1,0,0,1,PENDING,0.599,0.941,3.29,0,0,0.4,0.6,0
2025,141581807386,RES,8862329,12599030,18.29,148963,1,0,0,0,NA,0.703,0.919,4.2,0,1,0.66,0.34,0
2021,443093698643,AGR,2561534,4484843,7.18,17619,1,0,0,0,NA,0.571,0.958,2.13,0,1,0.6,0.4,0
2023,875750121099,RES,5164331,8549917,24.94,115275,1,0,0,0,NA,0.604,0.895,6.25,0,0,0.57,0.43,1
2025,706190022820,RES,7709821,9963636,1.88,17132,0,1,0,0,NA,0.774,1.182,8.68,0,0,0.72,0.28,0
2025,368325044443,AGR,18234280,24460927,1.28,27774,1,0,0,0,NA,0.745,1.19,1.18,0,0,0.35,0.65,0
2018,640599119739,RES,14394131,20737279,6.77,108265,0,0,0,0,NA,0.694,1.111,5.51,0,0,0.56,0.44,0
2025,939715639961,IND,18667729,23492772,18.77,382279,0,0,0,0,NA,0.795,1.091,4.37,0,0,0.54,0.46,0
2022,456519276394,RES,21789494,27451178,17.2,344047,0,0,1,0,NA,0.794,0.918,0.24,0,0,0.71,0.29,0
2025,303599425193,RES,13625848,16399240,5.74,70704,0,0,0,0,NA,0.831,0.904,3.16,0,0,0.35,0.65,0
2024,861842022872,AGR,7525577,10762573,12.91,85399,0,0,0,0,NA,0.699,0.879,7.64,0,0,0.48,0.52,0
2019,585635008186,RES,1304020,1568077,8.65,9960,0,0,0,0,NA,0.832,0.883,2.4,0,0,0.25,0.75,0
2025,614233488499,RES,21551715,24726664,10.33,235764,0,0,0,0,NA,0.872,1.059,8.89,0,0,0.28,0.72,0
2022,932785012091,RES,19009328,20465346,13.95,238397,1,0,0,0,NA,0.929,0.899,7.14,0,0,0.33,0.67,0
2022,462748066183,RES,8854868,14938190,16.65,172202,1,1,1,0,NA,0.593,1.168,2.36,0,0,0.74,0.26,1
2021,759039884611,COM,13902674,16509374,10.34,141741,1,0,0,0,NA,0.842,0.986,1.28,0,0,0.46,0.54,1
2024,879092757819,RES,16451049,27513900,20.11,284845,0,0,1,0,NA,0.598,0.861,2.0,0,0,0.37,0.63,0
2023,637331898060,AGR,11197974,15706163,2.66,34672,1,0,0,0,NA,0.713,1.164,7.19,0,0,0.52,0.48,0
2023,645374857871,AGR,12388283,16906932,18.2,261992,1,1,0,0,NA,0.733,1.162,2.2,0,0,0.65,0.35,0
2024,545044970586,AGR,6138307,10660791,14.98,83216,0,0,0,0,NA,0.576,0.905,2.81,0,1,0.33,0.67,0
2022,181205625139,IND,19893309,27493211,17.92,402119,0,0,0,0,NA,0.724,1.128,1.12,0,0,0.57,0.43,0
2025,356210045560,IND,3801074,5774889,22.02,77171,0,0,0,0,NA,0.658,0.922,6.3,0,0,0.49,0.51,0
2022,444405873798,RES,15677796,23135627,16.6,243335,0,0,0,0,NA,0.678,0.935,4.25,0,0,0.61,0.39,1
2018,328090702593,AGR,595404,772169,8.23,4670,1,0,0,0,NA,0.771,0.953,6.66,0,0,0.44,0.56,1
2019,345987694525,RES,2072887,2526027,7.15,16111,1,0,0,1,REDUCED,0.821,1.087,3.09,0,0,0.41,0.59,0
2023,885280152044,AGR,14305582,15872271,8.79,120213,0,0,0,0,NA,0.901,0.956,7.93,0,0,0.61,0.39,0
2025,631121978419,AGR,10306479,12241466,3.9,36015,0,0,0,0,NA,0.842,0.896,4.0,0,1,0.72,0.28,0
2024,947704686469,COM,1037966,1206024,21.11,20378,0,1,0,0,NA,0.861,0.93,5.28,0,0,0.43,0.57,0
2020,507428879437,IND,9224730,10806220,4.64,36725,1,0,0,0,NA,0.854,0.858,4.3,0,0,0.61,0.39,0
2024,666753832779,MIX,12129109,20652360,4.26,44695,1,0,0,0,NA,0.587,0.865,0.36,0,0,0.61,0.39,1
2019,614454387761,IND,13260853,19077001,3.6,57048,0,0,0,0,NA,0.695,1.195,1.11,0,0,0.35,0.65,0
2020,947128178563,COM,2825596,3647963,11.9,32683,0,0,1,0,NA,0.775,0.972,3.58,0,1,0.74,0.26,0
2023,206023708216,MIX,8043009,11307847,22.8,201719,1,0,0,0,NA,0.711,1.1,0.16,0,1,0.41,0.59,0
2019,380398151604,RES,23156040,26303089,2.61,67206,0,0,0,0,NA,0.88,1.112,8.85,0,0,0.31,0.69,0
2024,776721577110,AGR,20674473,27232863,24.84,524852,0,0,0,0,NA,0.759,1.022,6.4,0,0,0.74,0.26,0
2021,797332585007,COM,5019964,8749034,22.17,128098,1,0,0,0,NA,0.574,1.151,6.41,0,0,0.54,0.46,0
2022,198273233086,AGR,6339380,10267445,12.94,87446,0,0,0,0,NA,0.617,1.066,0.57,0,0,0.59,0.41,0
2021,598686186536,RES,2469394,2843978,17.62,50777,1,0,1,0,NA,0.868,1.167,6.68,0,0,0.55,0.45,0
2024,322751741058,RES,8467237,9436142,4.12,36978,0,0,0,0,NA,0.897,1.06,3.18,0,0,0.74,0.26,0
2024,863104527898,RES,17806101,18770454,18.26,283847,1,0,0,1,PENDING,0.949,0.873,5.85,0,1,0.61,0.39,1
2020,783355937729,COM,16371856,19086238,21.21,317384,1,1,0,0,NA,0.858,0.914,4.8,0,0,0.62,0.38,1
2025,600228212487,RES,18275528,21265312,1.5,27002,1,0,0,0,NA,0.859,0.985,3.54,0,0,0.51,0.49,0
2021,664209055444,RES,847122,1232685,16.57,16367,1,0,0,0,NA,0.687,1.166,8.83,0,0,0.26,0.74,0
2024,933659975730,RES,2747068,3326292,3.24,10360,1,0,0,0,NA,0.826,1.164,7.24,0,0,0.27,0.73,1
2020,103066463871,AGR,11387777,15550143,3.95,44397,1,1,0,0,NA,0.732,0.987,3.79,0,0,0.67,0.33,0
2019,667983328279,COM,6384525,7401787,5.58,33061,0,0,0,1,PENDING,0.863,0.928,7.99,0,0,0.38,0.62,0
2025,165892431204,COM,605244,1078701,4.19,2442,1,0,0,0,NA,0.561,0.963,3.39,0,0,0.35,0.65,0
2021,955839047622,RES,6870799,8627858,20.62,145926,0,1,0,0,NA,0.796,1.03,1.33,0,1,0.31,0.69,1
2023,422968670204,RES,13654553,20443434,1.58,20733,1,0,0,0,NA,0.668,0.961,1.58,0,0,0.45,0.55,0
2024,333691292168,AGR,15041976,18949462,2.08,27345,0,0,0,1,PENDING,0.794,0.874,4.48,0,0,0.72,0.28,0
2021,104523010602,AGR,25202759,27826566,18.46,543869,0,1,0,0,NA,0.906,1.169,2.08,0,0,0.31,0.69,1
2021,110041530642,MIX,7464182,9305834,5.75,46395,0,0,0,0,NA,0.802,1.081,2.66,0,1,0.56,0.44,0
2025,972474150335,AGR,16650823,21922643,23.51,447440,0,0,0,0,NA,0.76,1.143,4.23,0,0,0.36,0.64,1
2018,800020263066,RES,3670979,5429655,8.89,29274,0,0,0,1,PENDING,0.676,0.897,0.62,0,0,0.36,0.64,1
2018,946346579875,RES,10271107,11143592,22.57,247814,1,0,0,0,NA,0.922,1.069,4.94,0,0,0.57,0.43,0
2021,449940875441,COM,17181482,29046824,10.35,179784,1,0,0,1,UPHELD,0.592,1.011,3.58,0,0,0.7,0.3,0
2025,375441875440,RES,10189712,16273269,1.76,20014,0,0,0,0,NA,0.626,1.116,3.17,0,0,0.57,0.43,0
2023,762017643497,IND,9370925,10250456,24.69,266767,1,0,0,1,INCREASED,0.914,1.153,1.56,0,0,0.71,0.29,0
2018,718012522346,COM,1308541,1542515,23.15,27051,0,0,0,0,NA,0.848,0.893,8.46,0,0,0.75,0.25,1
2024,956778003930,COM,913192,1654737,9.96,9759,1,0,0,1,INCREASED,0.552,1.073,0.58,0,0,0.71,0.29,0
2018,291663122158,MIX,4137556,5753198,5.27,22045,0,0,0,0,NA,0.719,1.011,7.0,0,0,0.39,0.61,0
2024,611841352066,COM,15995390,18546750,14.09,228756,1,0,0,0,NA,0.862,1.015,6.88,0,1,0.28,0.72,0
2018,629353133115,RES,6208215,6630360,20.26,124646,0,0,0,0,NA,0.936,0.991,6.85,0,0,0.59,0.41,0
2019,740255392475,RES,6782322,7812224,9.32,54551,0,0,0,0,NA,0.868,0.863,3.26,0,0,0.56,0.44,0
2022,970952920737,AGR,17728525,25107550,12.87,218127,1,1,0,0,NA,0.706,0.956,7.16,0,0,0.29,0.71,0
2022,927309886355,RES,7551501,8569688,9.68,84136,1,0,0,0,NA,0.881,1.151,5.3,0,0,0.57,0.43,0
2021,770427576860,RES,18251248,20563954,12.23,241963,1,0,0,0,NA,0.888,1.084,1.67,0,1,0.34,0.66,0
2019,444726467978,COM,10180903,15875292,21.74,250770,0,0,0,0,NA,0.641,1.133,5.16,0,0,0.56,0.44,0
2024,438787492080,COM,16908259,18342381,2.22,37461,1,0,0,0,NA,0.922,0.998,3.75,0,0,0.4,0.6,0
2018,708491034699,COM,1361356,1958634,1.75,2756,1,0,0,0,NA,0.695,1.157,5.71,0,0,0.7,0.3,1
2024,433844088628,COM,644737,991606,17.16,11949,0,0,0,0,NA,0.65,1.08,5.88,0,0,0.35,0.65,0
2024,772050655665,RES,12124572,13108725,17.91,251895,1,0,0,0,NA,0.925,1.16,5.34,0,0,0.47,0.53,0
2021,940060648971,AGR,10031333,12100908,8.58,87274,1,0,0,0,NA,0.829,1.014,5.98,0,0,0.27,0.73,0
2020,648678711675,COM,19655092,22100243,13.38,286391,0,0,0,0,NA,0.889,1.089,1.82,0,1,0.62,0.38,0
2021,691613520101,RES,2369801,3254491,8.91,19362,0,0,0,0,NA,0.728,0.917,5.74,0,0,0.7,0.3,0
2023,712767281211,IND,15640494,19948033,1.86,28422,0,1,0,0,NA,0.784,0.977,6.48,0,0,0.71,0.29,0
2023,651948987014,RES,2097503,2232885,23.25,44037,0,0,0,0,NA,0.939,0.903,7.79,0,0,0.35,0.65,0
2023,561845745472,MIX,20555384,25046161,6.42,121408,1,0,0,0,NA,0.821,0.92,8.13,0,0,0.57,0.43,0
2019,824918061431,RES,1882120,2090875,15.69,29324,0,0,0,0,NA,0.9,0.993,8.87,0,1,0.63,0.37,0
2019,179274412281,RES,1427885,1555230,5.93,8391,1,0,0,0,NA,0.918,0.991,4.67,0,0,0.45,0.55,1
2022,739076044932,RES,23364668,29649696,1.62,43453,1,0,0,1,UPHELD,0.788,1.148,6.71,0,1,0.47,0.53,0
2018,265194388236,COM,13012550,13787644,21.39,283070,1,1,0,0,NA,0.944,1.017,8.18,0,1,0.41,0.59,0
2022,816221923146,RES,11897730,13628748,7.03,75193,0,0,0,1,REDUCED,0.873,0.899,8.71,0,0,0.56,0.44,0
2020,653267495129,RES,14913270,22242589,22.79,402750,0,0,0,0,NA,0.67,1.185,4.83,0,1,0.26,0.74,0
2021,468720487157,RES,6359302,8265581,8.87,53812,0,1,0,0,NA,0.769,0.954,3.67,1,0,0.64,0.36,0
