biz_demog_reference_year,biz_demog_country_iso2,biz_demog_region_nuts_code,biz_demog_nace_section,biz_demog_enterprise_size_class,biz_demog_enterprises_active_count,biz_demog_births_count,biz_demog_deaths_count,biz_demog_survival_rate_1y_pct,biz_demog_survival_rate_3y_pct,biz_demog_employment_total,biz_demog_turnover_total_eur,biz_demog_value_added_total_eur,biz_demog_high_growth_enterprise_count,biz_demog_scaleup_count,biz_demog_business_register_source,biz_demog_missing_data_flag,biz_demog_data_revision_round,biz_demog_eurostat_table_code,biz_demog_data_extract_date
2025,PL,EE30,T,MEDIUM,1221,113,129,82.61,74.41,7787,382792270.9,148954759.62,10,5,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2026-02-09
2026,AT,LV6,D,SMALL,1322,79,31,62.65,51.3,5991,1002195278.91,436036097.95,3,1,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2026-02-19
2010,EE,BE1,I,MICRO,962,70,120,88.83,57.3,11756,2208596241.21,637420908.19,15,7,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-11-17
2011,IT,DE27,N,LARGE,846,111,96,64.7,55.12,9614,2127096143.62,1078399570.36,16,4,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-12-12
2012,PT,FI698,S,MEDIUM,1304,179,26,70.96,38.21,7060,373162930.92,151183513.09,12,5,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-08-09
2013,BE,NL65,C,SMALL,877,76,107,66.04,36.38,10020,1201459775.9,507304466.08,12,2,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-11-18
2014,FI,LT43,H,MICRO,1050,164,29,80.94,56.64,15901,3743031911.0,1769608076.8,5,1,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2026-01-05
2015,LV,FR49,M,LARGE,1317,120,160,60.09,45.78,5995,306834934.8,103583815.91,14,8,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-11-26
2016,RO,SE82,R,MEDIUM,1333,78,110,68.82,51.61,15634,1856009371.74,861980340.64,11,3,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-03-06
2017,BG,DE10,B,SMALL,1182,169,110,84.94,76.16,10392,2911135733.52,1410140341.13,3,1,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-08-23
2018,FR,CZ527,G,MICRO,904,91,29,81.65,66.46,13811,2395448629.41,973569479.56,9,5,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-06-19
2019,LT,SI11,L,LARGE,876,116,24,89.55,70.88,5014,272487959.53,73854759.13,13,7,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-02-17
2020,SK,CZ29,Q,MEDIUM,1067,68,58,61.26,30.59,17944,4682880666.49,2275162850.5,13,5,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-06-21
2021,HR,PT81,A,SMALL,1064,133,21,71.77,37.76,6037,1512971646.35,767303766.52,3,1,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-12-02
2022,DE,FI522,F,MICRO,1111,170,143,59.76,25.52,13499,4156946369.04,1273161636.46,4,1,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-11-11
2023,LU,BE586,K,LARGE,1057,99,62,82.12,62.72,9061,2687796171.88,1170935593.14,18,7,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-12-15
2024,SI,FR91,P,MEDIUM,1251,90,85,85.86,72.55,14800,3333344277.6,813473194.21,6,1,NATIONAL_BUSINESS_REGISTER,1,SECOND,bd_9bd_sz_cl_r2,2025-10-12
2025,CY,BE3,U,SMALL,1146,34,143,65.32,41.96,15500,1268837891.13,250106012.72,5,2,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-04-07
2026,GR,BE298,E,MICRO,898,70,50,58.24,23.41,7424,616258087.96,231578749.6,12,6,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2025-10-22
2010,MT,IT309,J,LARGE,1073,77,68,74.23,58.93,13901,3991783446.5,1661123503.49,19,6,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-12-01
2011,ES,PL92,O,MEDIUM,1398,204,39,58.64,25.36,23011,5353501609.79,1691081232.85,20,7,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-08-24
2012,CZ,PT31,T,SMALL,1179,122,29,75.89,50.98,14156,2364012708.12,442072999.42,17,9,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2026-02-16
2013,HU,GR41,D,MICRO,1317,111,68,80.28,71.04,22391,6727078683.9,1316498895.02,6,3,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-01-06
2014,NL,DK518,I,LARGE,1361,60,172,71.28,41.59,2513,510453291.96,157274318.5,7,2,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-12-13
2015,SE,CZ92,N,MEDIUM,984,30,49,93.44,71.18,16992,1491346785.3,509607193.86,7,1,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-02-12
2016,DK,GR40,S,SMALL,1342,123,137,59.71,42.71,3802,915949169.29,472944784.97,17,5,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-02-05
2017,IE,DK319,C,MICRO,968,74,98,55.66,32.81,9255,1064181361.01,533854933.28,14,2,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-06-12
2018,PL,FR661,H,LARGE,942,110,100,74.87,47.52,8501,476910260.53,122398593.03,10,4,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-12-20
2019,AT,DK908,M,MEDIUM,1013,37,128,64.17,53.53,2189,676748503.28,205807759.0,3,1,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-02-03
2020,EE,LT51,R,SMALL,980,62,137,73.96,62.7,5140,1455028243.4,266230611.51,8,4,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-01-11
2021,IT,CZ77,B,MICRO,1256,137,30,67.96,40.32,5098,1601147269.15,470161404.91,3,0,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-09-30
2022,PT,ES764,G,LARGE,1085,81,82,70.75,49.42,11154,1288446949.18,354612131.65,10,4,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2026-02-11
2023,BE,DK14,L,MEDIUM,1259,103,29,57.73,28.49,18794,4084120389.67,1583307530.29,9,2,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-07-29
2024,FI,HR24,Q,SMALL,903,99,37,63.18,51.48,4119,1094981639.59,533419916.49,5,1,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-02-12
2025,LV,DK421,A,MICRO,1145,174,156,85.76,68.53,16352,4760124874.36,1327755823.27,14,5,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-07-09
2026,RO,RO258,F,LARGE,1299,63,162,68.81,36.08,22210,5340361921.62,2106605105.33,4,1,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-11-20
2010,BG,LT77,K,MEDIUM,1163,67,31,67.67,56.7,20129,989454379.93,306609798.28,2,0,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2026-01-02
2011,FR,ES280,P,SMALL,958,33,123,65.21,54.07,12776,1052214805.38,284189547.75,14,5,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-01-17
2012,LT,SI386,U,MICRO,1369,44,60,61.61,52.17,9737,2929001360.86,1080246940.29,25,8,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2025-08-18
2013,SK,NL91,E,LARGE,1238,130,53,66.92,48.79,3771,607175734.63,217338740.13,24,10,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-12-25
2014,HR,AT6,J,MEDIUM,1134,121,86,70.35,52.47,4416,1332272747.23,309872178.8,9,2,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-02-21
2015,DE,BE42,O,SMALL,1336,123,138,61.62,45.49,5076,945936597.6,179469119.69,13,5,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-12-12
2016,LU,DK24,T,MICRO,1407,220,45,85.78,72.19,14878,2915389662.09,1387439702.87,9,1,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-10-27
2017,SI,IT4,D,LARGE,1386,49,46,79.95,52.01,4408,655903951.25,202292776.73,20,10,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-04-02
2018,CY,SE89,I,MEDIUM,1293,103,54,89.26,56.92,19716,4456118964.79,969991899.89,25,6,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-04-03
2019,GR,RO366,N,SMALL,1237,105,88,89.48,54.86,22081,4133502733.71,1030112566.73,5,2,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-11-22
2020,MT,FR3,S,MICRO,1135,94,92,94.33,84.2,19604,3619816921.42,1594524251.63,15,7,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-01-26
2021,ES,PT83,C,LARGE,1166,87,111,65.66,35.13,11511,702019180.64,229438077.56,10,3,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-10-20
2022,CZ,LU272,H,MEDIUM,1161,75,103,79.35,62.41,9937,1197884372.17,448411283.37,8,3,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-01-20
2023,HU,FR2,M,SMALL,1404,127,62,61.32,40.63,3237,192788281.36,54048870.23,8,2,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-10-08
2024,NL,LV978,R,MICRO,995,77,127,79.25,62.23,15162,2898571108.92,844990747.61,3,0,SOCIAL_SECURITY_REGISTER,1,FLASH,bd_9bd_sz_cl_r2b,2025-05-23
2025,SE,LV2,B,LARGE,882,30,114,74.12,47.16,6302,698921726.97,214259319.3,10,4,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2026-01-13
2026,DK,BE35,G,MEDIUM,901,37,119,72.54,52.02,1490,318736768.47,70851775.73,12,4,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-12-10
2010,IE,HU79,L,SMALL,935,46,67,79.61,52.04,9479,2612657798.14,1120970650.05,3,0,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-08-08
2011,PL,BG66,Q,MICRO,900,45,59,93.9,59.26,2071,652378482.95,175070970.96,9,1,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-07-09
2012,AT,FR74,A,LARGE,1127,53,61,69.28,42.17,13966,3357978086.83,1605417622.35,3,1,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-08-20
2013,EE,LU86,F,MEDIUM,970,74,57,78.58,60.22,7742,2042665323.35,963143775.94,10,2,NATIONAL_BUSINESS_REGISTER,1,SECOND,bd_9bd_sz_cl_r2,2024-02-23
2014,IT,DE86,K,SMALL,1468,107,99,55.78,28.27,22194,6132269522.92,2236529265.69,7,3,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-03-23
2015,PT,IE529,P,MICRO,1279,145,146,59.13,47.56,10531,1990751253.02,494460688.93,10,5,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2026-02-21
2016,BE,NL900,U,LARGE,1341,112,60,62.95,36.86,23780,2486668964.32,804073975.05,17,7,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-01-30
2017,FI,ES691,E,MEDIUM,996,146,67,89.42,64.34,6924,993637756.49,190604728.85,3,0,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-03-10
2018,LV,CZ98,J,SMALL,1412,124,114,72.3,44.63,20706,2841893697.26,600165936.11,23,13,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-05-29
2019,RO,DK7,O,MICRO,1425,86,151,75.71,46.5,3250,419581253.88,79774198.31,3,1,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-02-11
2020,BG,LU493,T,LARGE,1349,133,102,58.35,47.97,20168,6177721595.73,1303062290.23,13,3,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-11-28
2021,FR,GR481,D,MEDIUM,1061,169,143,66.05,56.04,4789,294413783.26,53022317.27,16,3,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-08-10
2022,LT,IT8,I,SMALL,1474,46,49,93.55,62.61,19158,2480678144.37,847362177.17,6,2,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-11-15
2023,SK,LV475,N,MICRO,1181,112,49,85.76,54.76,6167,1037140320.03,487637752.8,9,4,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-05-06
2024,HR,AT562,S,LARGE,1089,60,138,82.42,52.5,17798,4010915843.67,1357752666.85,21,5,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-08-03
2025,DE,AT42,C,MEDIUM,1221,70,127,67.77,55.71,2142,232126397.78,114964447.85,17,4,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-02-26
2026,LU,BG7,H,SMALL,1305,146,67,87.52,58.69,18869,1954453753.13,697140550.12,9,1,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-02-19
2010,SI,LV26,M,MICRO,1021,122,96,82.58,55.49,3533,833257792.97,200531294.87,17,6,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-10-14
2011,CY,ES412,R,LARGE,1199,142,77,63.09,32.58,15031,2076984706.0,697231989.87,19,4,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-05-03
2012,GR,DK2,B,MEDIUM,1096,150,76,75.63,43.62,18883,4846579318.38,1650659957.21,14,7,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-06-14
2013,MT,IT747,G,SMALL,977,136,73,74.47,41.33,5572,1053915898.14,238633474.91,13,3,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-02-27
2014,ES,BG74,L,MICRO,1386,43,84,88.45,68.93,12057,3498744359.47,717350775.62,26,9,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-11-21
2015,CZ,GR95,Q,LARGE,944,126,62,76.83,59.95,13749,3116780304.31,1423561504.97,14,5,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-10-27
2016,HU,PT328,A,MEDIUM,1136,125,93,91.93,60.09,19877,2527295092.41,799625211.19,20,4,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-01-18
2017,NL,NL55,F,SMALL,1125,89,72,89.05,67.1,17142,2785584046.21,1124543831.19,12,7,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-03-25
2018,SE,CY1,K,MICRO,942,50,90,74.9,60.34,4836,811893407.97,230516417.02,9,3,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-03-25
2019,DK,AT573,P,LARGE,1099,113,58,64.48,37.49,7482,1997636735.95,908001276.4,10,4,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-04-17
2020,IE,PT37,U,MEDIUM,1020,115,112,57.08,28.52,10465,1072621385.98,233628309.68,3,1,SOCIAL_SECURITY_REGISTER,1,SECOND,bd_9bd_sz_cl_r2b,2024-06-21
2021,PL,FR908,E,SMALL,1526,197,76,89.64,70.73,26855,6365030263.71,1235191762.51,28,16,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2026-01-16
2022,AT,SE584,J,MICRO,946,135,114,81.21,53.33,5718,1631785398.36,746077019.61,4,1,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-07-22
2023,EE,FR19,O,LARGE,1227,121,50,91.73,72.07,10712,2958256228.05,1196326538.19,8,1,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-11-01
2024,IT,EE28,T,MEDIUM,1192,78,143,84.11,66.29,9115,1160811658.73,315096823.41,19,8,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-03-23
2025,PT,DK3,D,SMALL,1050,130,60,89.37,78.25,16133,1552337753.15,448425582.35,3,1,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-10-26
2026,BE,MT52,I,MICRO,1381,205,148,67.99,53.69,15920,3180982296.02,1208380121.11,13,6,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-09-18
2010,FI,PT113,N,LARGE,1154,168,133,63.34,49.27,18254,2524421850.4,911567886.59,18,3,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2026-02-19
2011,LV,LT149,S,MEDIUM,1446,160,145,80.82,59.2,19382,5285749607.19,1670655713.22,23,11,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-01-02
2012,RO,GR87,C,SMALL,1523,209,212,60.21,32.77,23516,4118325571.23,1770679279.07,15,8,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-05-01
2013,BG,CZ1,H,MICRO,1314,177,170,65.38,51.73,20094,3866287307.74,1691273282.13,18,8,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-11-07
2014,FR,IE11,M,LARGE,1212,103,85,55.42,39.8,15610,4616616066.79,1191063029.52,6,3,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-10-26
2015,LT,ES880,R,MEDIUM,1388,219,105,60.11,47.98,9991,2868495729.76,888976108.03,16,8,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-08-16
2016,SK,LV23,B,SMALL,1049,113,95,71.42,37.99,8179,1167420231.18,576146136.72,13,7,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-05-09
2017,HR,HR434,G,MICRO,1121,115,136,80.1,47.41,13989,2581292266.71,750331157.2,4,1,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-05-03
2018,DE,GR3,L,LARGE,1527,49,152,94.69,67.94,18165,1243547400.45,472531104.49,20,7,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-10-01
2019,LU,LT73,Q,MEDIUM,1421,95,166,59.29,46.37,23280,4094752226.39,1212944431.0,14,4,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-12-26
2020,SI,HU82,A,SMALL,1396,44,122,74.33,64.94,12756,3759887206.45,1026777760.48,18,9,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-07-24
2021,CY,HR983,F,MICRO,1135,94,77,85.26,55.67,7870,1334939776.17,679602557.01,16,5,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2025-05-19
2022,GR,FI4,K,LARGE,1526,107,45,79.89,57.89,19356,906843220.33,254680613.68,12,5,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-06-21
2023,MT,DE419,P,MEDIUM,1254,179,73,55.1,31.62,4946,997597371.71,437212894.34,2,0,SOCIAL_SECURITY_REGISTER,1,SECOND,bd_9bd_sz_cl_r2b,2024-08-24
2024,ES,BE41,U,SMALL,1004,92,121,65.85,46.76,11370,1691237352.49,622853238.2,12,7,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2026-01-21
2025,CZ,CY635,E,MICRO,1081,110,125,92.79,81.3,18681,3870172289.56,932775105.0,8,2,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-05-15
2026,HU,IT69,J,LARGE,1197,72,132,65.85,44.24,1810,503507784.21,108743591.53,19,9,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-09-03
2010,NL,BE81,O,MEDIUM,1466,228,174,83.16,68.39,15058,1347387524.26,446523433.48,19,7,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-11-24
2011,SE,SI67,T,SMALL,1273,89,97,64.84,41.18,13020,3675161789.36,1855526462.29,24,6,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-08-24
2012,DK,SK625,D,MICRO,1160,81,103,55.06,44.69,16282,1619727831.74,488900171.03,11,2,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-02-24
2013,IE,SE72,I,LARGE,1533,95,142,82.58,70.34,20839,4754655397.17,1242621669.11,26,4,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-02-26
2014,PL,NL728,N,MEDIUM,1018,111,124,57.08,48.36,11957,2283320318.43,637398949.21,10,5,VAT_REGISTER,1,SECOND,bd_9bd_sz_cl_r2e,2025-12-19
2015,AT,PT858,S,SMALL,1411,88,97,70.41,45.92,17868,1021267410.28,213198382.93,24,4,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-09-03
2016,EE,LT609,C,MICRO,992,153,138,78.48,54.09,9568,2957579784.49,1099840338.26,11,1,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-11-05
2017,IT,RO845,H,LARGE,1254,165,152,79.09,53.97,6532,994208874.24,503094076.1,15,2,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-01-23
2018,PT,DE39,M,MEDIUM,1168,158,114,67.75,43.86,12825,1327424111.39,680839649.3,21,5,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2025-01-08
2019,BE,AT49,R,SMALL,1537,185,57,94.52,74.96,25946,1613613325.42,562588695.84,21,3,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-03-21
2020,FI,LT961,B,MICRO,1268,85,148,65.06,46.4,12193,2693531075.33,588542616.08,20,9,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-12-06
2021,LV,FR1,G,LARGE,1562,172,68,66.81,53.14,21506,2454353130.0,915949745.16,10,2,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-04-22
2022,RO,DK423,L,MEDIUM,1154,101,53,73.38,46.12,9670,1330242587.96,518520726.46,8,1,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-03-25
2023,BG,CZ28,Q,SMALL,1264,108,161,79.77,64.79,11112,3267829329.06,1474592458.64,18,10,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-10-15
2024,FR,GR45,A,MICRO,1042,46,32,74.85,66.63,9007,2467259143.15,661298251.37,14,4,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2026-02-13
2025,LT,SK210,F,LARGE,1144,181,93,68.97,51.51,14703,2215957176.89,937275008.56,16,5,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-06-02
2026,SK,FI19,K,MEDIUM,1029,37,38,93.04,81.68,2822,809977836.46,367547337.89,6,1,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-08-21
2010,HR,BG803,P,SMALL,1433,91,69,92.68,82.77,16054,3212713123.53,847535434.43,25,11,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-01-02
2011,DE,LT79,U,MICRO,1128,126,77,66.91,44.31,15337,1079978959.11,231858144.61,8,3,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2026-02-16
2012,LU,FR529,E,LARGE,1209,140,32,86.58,66.12,18213,5651202193.79,2380691812.84,19,11,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-10-12
2013,SI,DE99,J,MEDIUM,1199,133,59,55.71,31.94,4465,962593655.49,434812574.29,18,4,MIXED_SOURCE,1,SECOND,bd_9bd_sz_cl_r2d,2025-12-13
2014,CY,PL700,O,SMALL,1142,87,48,75.46,61.13,19744,5109346346.96,1091400711.11,9,1,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-02-10
2015,GR,BE84,T,MICRO,1528,210,157,86.48,55.15,26980,2220220282.51,711823221.91,27,11,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-09-28
2016,MT,SE910,D,LARGE,1472,82,145,60.51,48.03,24238,5214704326.36,949110377.32,24,13,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-10-04
2017,ES,SK5,I,MEDIUM,1097,67,67,81.41,53.61,13679,710957681.66,240728927.29,15,2,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-02-01
2018,CZ,MT64,N,SMALL,1607,191,221,82.82,52.7,26175,4840513403.62,922615462.01,22,3,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-09-13
2019,HU,BE95,S,MICRO,1495,194,69,56.79,46.59,5193,962567272.83,286853004.56,28,7,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-10-29
2020,NL,LV675,C,LARGE,1094,114,142,68.28,47.19,19619,2517521689.33,1260004415.21,13,2,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-09-18
2021,SE,RO1,H,MEDIUM,1162,118,155,92.68,80.2,7406,1880343160.93,437615592.99,10,5,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-07-15
2022,DK,HU968,M,SMALL,1379,97,118,69.35,52.39,6405,426837365.19,151232086.97,24,12,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-02-22
2023,IE,HU83,R,MICRO,1609,155,168,67.58,57.34,25248,4864347669.71,2358154718.44,30,14,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-12-24
2024,PL,SI72,B,LARGE,1218,75,93,56.34,41.32,9638,1193182506.19,304881746.4,8,4,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-03-08
