edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_inr,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_nic,edu_credential_occupation_alignment_nco,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2016-Q2,TP36329,MicroCredential,NSQF_6,32,126688.99,2035,79.62,73.55,133119.41,15,679933,N,Y,Y,64.27,89,N,N,77.77
2021-Q4,TP69461,MicroCredential,NSQF_2,1186,212157.46,1744,98.48,44.42,33097.33,83,400007,N,Y,Y,84.5,31,N,Y,34.52
2021-Q2,TP79138,LicensePrep,NSQF_7,573,214031.53,1227,84.91,65.83,25028.73,80,422601,Y,N,Y,46.3,23,N,N,17.96
2016-Q1,TP96532,Apprenticeship,NSQF_7,641,44666.87,725,92.24,71.49,27242.87,92,985203,Y,Y,Y,36.16,91,N,Y,72.41
2021-Q4,TP73306,LicensePrep,NSQF_3,512,142635.74,1864,96.68,34.17,80108.01,38,483463,Y,Y,Y,78.07,88,Y,Y,13.75
2021-Q1,TP95137,Certificate,NSQF_4,215,131993.09,894,71.24,29.51,99160.86,21,123647,N,N,N,17.65,85,Y,Y,11.42
2024-Q1,TP26481,LicensePrep,NSQF_6,513,80035.83,316,36.74,4.71,138256.62,14,910773,N,N,N,75.89,4,N,Y,24.69
2018-Q1,TP81333,Diploma,NSQF_3,1696,155989.56,1256,67.24,14.08,107204.35,71,485899,N,N,Y,85.51,91,N,Y,87.79
2021-Q3,TP30878,Diploma,NSQF_1,893,101786.78,1561,76.63,48.41,78827.04,41,840984,Y,Y,N,65.58,67,N,N,96.35
2019-Q4,TP23977,Diploma,NSQF_1,1370,41528.45,2211,77.63,4.33,125636.66,01,453116,Y,Y,N,81.97,1,Y,Y,97.43
2016-Q1,TP63274,Certificate,NSQF_5,1721,104039.15,363,49.19,72.54,64951.77,46,234944,N,Y,N,21.23,52,Y,Y,88.35
2021-Q3,TP68640,Diploma,NSQF_4,1059,142618.38,861,81.77,49.07,56614.82,14,963670,Y,N,Y,7.34,24,Y,Y,48.89
2017-Q1,TP45167,LicensePrep,NSQF_3,1164,143711.97,2171,76.26,44.25,38987.51,91,333282,Y,Y,Y,51.88,24,N,N,46.45
2021-Q1,TP28484,MicroCredential,NSQF_3,1549,151043.41,738,72.64,28.99,131515.69,25,120440,Y,Y,N,60.24,21,N,N,21.69
2022-Q3,TP26063,MicroCredential,NSQF_4,175,97135.99,2451,77.25,34.2,38316.57,25,264533,Y,N,Y,19.22,64,N,N,16.19
2018-Q2,TP84261,Apprenticeship,NSQF_4,944,167448.13,1269,83.05,0.76,118695.14,90,661257,N,N,N,81.57,112,N,N,40.25
2025-Q1,TP35739,Diploma,NSQF_2,98,172065.51,966,73.68,21.89,99509.07,84,012001,Y,Y,N,20.73,31,Y,N,66.91
2017-Q4,TP24284,MicroCredential,NSQF_3,182,19735.73,312,84.78,15.36,108745.0,90,166830,N,Y,Y,75.69,77,N,Y,72.74
2021-Q1,TP34517,SkillBadge,NSQF_5,1229,33368.01,1294,78.71,9.03,7207.19,84,630198,Y,Y,Y,27.36,89,Y,Y,41.44
2023-Q1,TP73080,Apprenticeship,NSQF_4,1149,37658.01,205,42.89,52.71,60942.59,26,728704,Y,N,Y,67.7,66,Y,Y,11.92
2016-Q1,TP13773,Diploma,NSQF_3,1510,76766.55,973,74.56,75.91,64644.54,90,066364,N,Y,N,65.12,8,N,N,10.02
2020-Q4,TP31525,Certificate,NSQF_6,1053,174991.58,2081,83.01,67.88,60810.49,90,545124,N,N,N,85.61,91,Y,N,46.52
2017-Q2,TP78762,Certificate,NSQF_5,1420,41311.48,997,85.21,66.83,44536.54,39,841896,N,Y,N,90.37,50,Y,Y,51.39
2020-Q2,TP33512,MicroCredential,NSQF_3,471,23545.28,304,55.58,54.04,118180.46,68,914100,Y,Y,N,24.23,67,N,N,72.68
2017-Q2,TP79092,Diploma,NSQF_1,1220,49136.27,833,64.13,81.36,99831.36,57,214903,Y,N,Y,55.94,63,N,Y,86.34
2021-Q3,TP39339,Certificate,NSQF_3,695,54119.44,12,3.41,56.47,138174.16,11,792014,N,Y,Y,41.27,88,N,Y,49.67
2018-Q2,TP19940,LicensePrep,NSQF_2,1345,48007.62,2286,81.15,77.05,62915.48,27,060246,Y,N,Y,94.05,41,N,N,91.31
2022-Q2,TP74594,LicensePrep,NSQF_7,295,166868.42,271,96.44,28.99,49735.39,58,671692,N,Y,Y,35.27,53,Y,N,7.21
2024-Q3,TP23326,SkillBadge,NSQF_5,1381,21157.29,741,60.44,66.23,76788.48,27,008714,N,N,Y,78.56,66,N,Y,79.48
2018-Q3,TP59708,Certificate,NSQF_4,323,59164.01,297,39.03,92.36,120905.99,38,283840,N,N,Y,88.15,113,N,N,80.73
2016-Q2,TP50907,MicroCredential,NSQF_3,768,127417.96,311,42.26,10.16,24653.95,41,249611,N,N,N,29.55,118,Y,Y,4.75
2025-Q2,TP99646,MicroCredential,NSQF_3,733,119283.19,2071,77.16,47.71,106049.91,27,995321,Y,N,Y,13.66,48,N,Y,95.68
2019-Q1,TP23753,Apprenticeship,NSQF_1,106,81876.74,472,51.36,20.83,87668.41,18,228605,Y,Y,N,32.2,112,N,Y,82.48
2016-Q1,TP13019,MicroCredential,NSQF_4,1586,131957.7,1107,75.72,44.55,88957.41,03,689440,N,Y,N,45.67,114,Y,N,86.98
2022-Q3,TP13813,SkillBadge,NSQF_7,1569,94103.95,504,84.85,71.86,74621.04,27,472046,N,N,N,3.6,38,Y,Y,40.55
2018-Q4,TP26640,LicensePrep,NSQF_1,1542,48030.31,2045,79.23,1.75,74069.62,30,050288,Y,Y,N,97.34,1,N,N,24.89
2019-Q4,TP70339,MicroCredential,NSQF_6,339,244788.19,2454,77.66,46.92,80383.64,24,123336,Y,N,Y,20.5,38,N,Y,37.19
2020-Q1,TP51798,Apprenticeship,NSQF_1,772,207176.95,489,47.34,10.39,123818.02,27,356742,Y,N,Y,7.14,46,N,Y,70.33
2024-Q1,TP25999,SkillBadge,NSQF_7,1743,10652.18,1923,85.89,48.99,45185.83,91,750141,Y,Y,Y,75.95,110,Y,N,18.68
2018-Q1,TP24703,Certificate,NSQF_4,1355,176684.66,1497,90.07,38.58,104131.54,26,530018,Y,N,Y,94.96,71,N,Y,57.57
2025-Q1,TP51572,MicroCredential,NSQF_6,1482,132242.37,659,46.97,10.32,54721.98,57,668200,N,N,N,19.01,20,N,N,21.3
2021-Q4,TP66825,Certificate,NSQF_5,1401,59661.7,1718,90.23,36.64,34421.94,90,626836,N,Y,N,28.2,35,N,Y,48.85
2023-Q2,TP81197,Certificate,NSQF_3,279,135363.76,1361,71.26,40.99,86586.5,54,133223,N,N,Y,96.45,97,N,N,57.37
2017-Q1,TP53183,Diploma,NSQF_1,27,6599.31,2319,81.8,70.05,89783.88,75,643326,Y,N,Y,55.65,103,Y,N,67.15
2020-Q4,TP22271,LicensePrep,NSQF_6,588,100761.62,1291,94.03,64.53,44982.15,38,168585,Y,Y,N,8.16,114,N,N,2.76
2021-Q2,TP61063,SkillBadge,NSQF_1,1229,119901.54,810,52.63,10.59,45226.23,39,175116,N,N,Y,80.53,11,Y,Y,43.71
2016-Q4,TP34833,Certificate,NSQF_6,645,215903.6,2463,76.42,23.28,70575.48,34,745675,N,N,Y,3.21,10,N,Y,33.01
2024-Q2,TP85731,MicroCredential,NSQF_6,477,164278.69,1331,98.59,14.27,133973.02,92,080646,Y,Y,N,22.4,82,Y,Y,15.15
2021-Q1,TP26804,LicensePrep,NSQF_1,1567,243350.34,1101,94.59,51.45,49915.47,09,586854,Y,Y,N,8.8,104,Y,N,42.15
2023-Q3,TP99499,Diploma,NSQF_2,995,13971.06,275,29.76,49.16,132060.1,63,590817,N,Y,N,23.61,36,N,Y,41.62
2023-Q4,TP79380,Certificate,NSQF_4,393,82965.24,5,2.2,28.69,47338.06,33,733571,Y,N,N,49.09,40,N,Y,40.52
2020-Q2,TP76942,SkillBadge,NSQF_4,1624,56060.22,2223,77.11,31.98,92194.76,51,495373,Y,Y,Y,42.03,52,N,N,63.52
2017-Q2,TP18574,Apprenticeship,NSQF_2,226,56950.63,1787,82.81,86.57,124009.51,30,092734,N,N,N,75.7,96,N,N,22.53
2016-Q2,TP97792,SkillBadge,NSQF_7,230,49626.44,1137,68.08,23.29,125230.83,07,779829,Y,Y,Y,19.34,114,N,Y,90.03
2021-Q4,TP34020,LicensePrep,NSQF_4,1315,168174.48,2098,73.85,78.4,101994.7,87,293337,N,N,N,17.57,44,Y,N,1.35
2023-Q2,TP29552,LicensePrep,NSQF_5,1168,229380.58,698,55.0,54.64,104756.53,65,767882,Y,Y,Y,37.93,11,N,Y,30.62
2024-Q1,TP64337,MicroCredential,NSQF_6,1312,153284.02,982,75.48,90.95,52230.04,02,945641,Y,Y,N,10.36,71,N,Y,33.2
2022-Q2,TP34075,SkillBadge,NSQF_7,779,186973.93,1175,63.51,77.78,39454.37,66,884187,Y,Y,Y,22.18,92,Y,N,55.49
2023-Q3,TP24400,SkillBadge,NSQF_7,164,126500.37,1766,89.69,88.57,59324.87,95,908177,N,Y,N,60.92,10,Y,Y,53.41
2016-Q2,TP80257,Diploma,NSQF_7,919,65414.45,742,78.69,34.4,104276.9,66,584393,N,Y,Y,8.34,67,N,N,65.22
2025-Q4,TP85500,MicroCredential,NSQF_4,1471,246816.14,1711,74.85,4.93,8042.48,05,477205,Y,Y,Y,98.7,74,Y,Y,60.77
2018-Q2,TP44536,Apprenticeship,NSQF_2,1449,202298.87,108,38.71,11.57,18300.79,73,529835,Y,Y,Y,22.97,84,Y,N,58.09
2024-Q4,TP92290,SkillBadge,NSQF_2,1075,37219.24,2428,91.66,81.61,127108.47,82,999956,Y,Y,Y,86.09,63,N,Y,83.55
2019-Q3,TP74300,MicroCredential,NSQF_4,434,196455.59,2418,75.19,31.59,123178.08,06,655841,Y,Y,N,54.43,5,N,N,85.47
2020-Q2,TP72120,Diploma,NSQF_4,1231,27279.27,1632,78.99,4.0,29500.43,58,429139,Y,Y,N,50.48,112,N,Y,24.12
2018-Q2,TP54556,Certificate,NSQF_3,116,143238.78,229,53.88,30.77,139399.64,31,107137,N,N,N,79.25,27,N,Y,51.69
2023-Q2,TP36396,Apprenticeship,NSQF_2,510,40349.2,1320,68.93,25.41,96754.84,06,574077,N,Y,N,6.18,5,Y,Y,27.71
2020-Q1,TP38871,SkillBadge,NSQF_4,167,195990.91,2424,76.04,4.96,13690.77,82,767233,Y,Y,N,75.0,8,N,Y,15.59
2016-Q1,TP51733,SkillBadge,NSQF_2,298,761.58,1177,64.07,28.5,59200.71,75,284145,Y,N,Y,71.09,19,N,N,13.28
2017-Q4,TP67518,LicensePrep,NSQF_6,1439,217819.45,1835,98.23,48.72,9341.71,65,100048,Y,N,Y,63.92,90,Y,N,84.87
2022-Q4,TP50717,Diploma,NSQF_3,1478,71940.67,2038,76.65,26.67,138658.09,95,050995,Y,Y,N,65.09,118,Y,Y,30.78
2025-Q1,TP95449,LicensePrep,NSQF_4,245,25753.68,2432,84.59,54.86,62745.04,43,024683,Y,Y,Y,97.7,38,N,N,6.83
2017-Q4,TP16979,LicensePrep,NSQF_1,1191,91197.11,559,66.08,1.11,77686.27,87,352651,Y,Y,Y,66.0,0,N,N,82.71
2022-Q1,TP23475,Diploma,NSQF_7,1191,75099.19,2208,85.68,80.04,108328.96,41,726055,Y,N,Y,3.13,19,N,N,66.6
2021-Q3,TP48336,Certificate,NSQF_3,1085,54834.61,1770,75.0,39.07,42911.72,51,488345,Y,Y,Y,55.82,34,Y,N,31.32
2016-Q1,TP84740,LicensePrep,NSQF_7,831,198648.99,1529,75.14,2.98,6428.95,52,606417,Y,Y,Y,52.87,78,N,Y,67.46
2024-Q2,TP74423,Certificate,NSQF_5,1330,48191.14,2381,81.29,35.24,62253.41,76,130843,Y,N,N,31.97,47,N,N,80.36
2018-Q3,TP97960,Certificate,NSQF_6,1289,100151.91,2084,73.51,33.83,33800.84,32,650656,N,N,Y,28.96,98,N,N,65.96
2016-Q3,TP48372,LicensePrep,NSQF_1,976,202138.71,1134,73.4,20.04,77177.34,24,519136,Y,N,N,94.69,76,N,N,47.11
2017-Q4,TP53614,MicroCredential,NSQF_5,393,28911.61,676,75.78,79.35,99112.4,38,069113,N,N,Y,7.97,2,Y,N,5.74
2018-Q2,TP74780,LicensePrep,NSQF_7,1285,37071.71,1745,88.22,69.56,117426.48,83,172915,Y,Y,Y,4.0,103,Y,Y,69.86
2025-Q2,TP42600,MicroCredential,NSQF_6,579,176333.97,1560,87.74,0.93,64643.68,24,289253,N,N,N,60.66,39,Y,Y,12.72
2024-Q4,TP87692,Diploma,NSQF_2,1663,221194.42,2333,88.0,63.34,81372.64,85,716964,N,Y,Y,2.66,11,Y,N,20.89
2025-Q2,TP76021,Apprenticeship,NSQF_3,849,93108.43,500,54.0,51.18,92483.32,21,509391,N,N,N,74.73,41,Y,N,60.55
2023-Q4,TP90297,LicensePrep,NSQF_3,113,105499.65,2152,77.3,0.38,38927.78,12,693425,N,Y,N,68.0,39,N,Y,52.09
2016-Q3,TP32977,SkillBadge,NSQF_6,1559,18577.53,388,41.77,72.75,108584.94,60,337334,N,N,Y,57.76,30,N,N,78.82
2023-Q3,TP17771,LicensePrep,NSQF_6,902,24339.05,905,57.57,37.99,48801.5,66,969988,N,N,N,27.41,49,N,N,53.98
2022-Q3,TP77892,Certificate,NSQF_7,33,62695.81,2086,81.71,8.95,54968.67,85,657806,Y,Y,N,77.47,97,N,N,15.26
2021-Q3,TP94392,LicensePrep,NSQF_4,930,81295.57,1056,69.25,22.37,124808.58,78,579372,Y,Y,N,95.84,110,Y,N,78.84
2017-Q4,TP95839,MicroCredential,NSQF_4,1468,5881.8,260,70.27,52.64,91647.49,83,989780,N,Y,N,72.37,84,N,N,62.52
2016-Q1,TP23455,Certificate,NSQF_4,137,235171.45,2409,78.57,3.18,88444.85,94,148961,N,N,Y,84.25,91,Y,N,86.09
2023-Q4,TP99158,LicensePrep,NSQF_5,1619,156774.12,1867,85.96,87.43,63561.9,59,474365,N,Y,Y,13.16,115,N,Y,28.17
2021-Q2,TP80873,LicensePrep,NSQF_6,1760,139151.4,278,92.67,43.79,55771.73,76,552172,N,Y,N,30.36,32,Y,Y,85.43
2016-Q3,TP53622,Diploma,NSQF_1,1497,24489.15,434,47.64,32.52,63567.18,09,300757,N,Y,N,56.3,21,N,Y,74.11
2017-Q4,TP15365,MicroCredential,NSQF_4,508,238012.72,2156,73.58,53.48,128515.33,74,625114,N,Y,Y,83.55,38,N,N,67.68
2021-Q1,TP37166,Apprenticeship,NSQF_1,435,58228.86,726,81.57,17.96,75644.96,71,509673,N,Y,Y,76.39,47,Y,Y,78.76
2022-Q1,TP96139,LicensePrep,NSQF_2,473,83805.0,2497,83.34,85.55,125731.06,11,535701,N,Y,N,35.43,28,Y,N,13.87
2025-Q3,TP82829,MicroCredential,NSQF_3,497,139353.11,1012,95.65,17.96,39078.08,53,621908,Y,N,N,86.74,77,N,N,68.69
2022-Q2,TP60168,LicensePrep,NSQF_4,1354,98203.72,1137,95.71,36.0,77038.09,68,374744,N,Y,Y,6.27,95,N,N,17.33
2019-Q2,TP53985,LicensePrep,NSQF_2,1770,231744.33,1374,81.4,26.75,62244.45,70,100133,N,N,Y,55.76,96,Y,N,32.28
2021-Q4,TP12968,SkillBadge,NSQF_4,1546,111739.16,512,42.99,86.31,119841.7,39,507916,Y,Y,Y,71.59,96,N,Y,31.19
2017-Q1,TP32417,Apprenticeship,NSQF_3,824,88829.72,2293,90.7,94.6,76564.34,60,626305,N,N,Y,60.22,61,Y,N,14.24
2019-Q2,TP40064,SkillBadge,NSQF_1,693,249111.04,1303,68.65,70.86,90509.26,66,919224,N,Y,N,39.3,88,Y,N,22.85
2019-Q3,TP72268,Certificate,NSQF_3,1595,50760.86,513,40.3,35.37,88537.65,67,811685,Y,N,Y,21.57,71,Y,N,4.48
2024-Q3,TP87632,Certificate,NSQF_1,1493,199533.14,2468,90.37,78.87,43577.8,63,890472,Y,Y,N,22.14,55,N,N,79.33
2021-Q4,TP75231,LicensePrep,NSQF_2,1739,158375.36,1076,95.73,38.1,63262.85,30,446886,Y,N,N,95.8,39,Y,Y,62.92
2023-Q2,TP27324,SkillBadge,NSQF_2,1697,37431.94,2065,92.35,5.19,36396.26,18,801504,N,N,Y,13.94,17,N,N,85.05
2018-Q2,TP46820,SkillBadge,NSQF_7,465,145418.48,129,30.14,1.71,102192.25,26,512756,N,Y,Y,28.79,41,Y,N,16.18
2021-Q1,TP92880,Certificate,NSQF_1,389,8857.93,2409,93.84,4.5,117382.87,19,213298,N,Y,Y,53.06,52,N,N,44.25
2021-Q2,TP94732,SkillBadge,NSQF_1,661,25264.05,56,47.46,2.86,54826.05,40,965570,Y,N,Y,40.44,33,Y,Y,74.43
2025-Q4,TP95583,Diploma,NSQF_6,1056,84275.91,1923,82.04,33.16,102998.66,72,973645,Y,Y,Y,91.02,90,N,Y,36.31
2016-Q2,TP37210,Diploma,NSQF_1,1716,44910.11,49,8.22,81.42,79199.05,55,213787,N,Y,Y,94.77,37,N,N,33.32
2023-Q1,TP91832,Diploma,NSQF_1,46,174509.19,352,32.44,75.35,112322.42,98,161241,Y,N,Y,21.8,38,N,N,87.99
2023-Q3,TP35034,MicroCredential,NSQF_3,922,82693.13,242,25.1,86.43,116434.41,94,084571,Y,Y,Y,47.2,59,N,N,96.32
2023-Q1,TP33718,SkillBadge,NSQF_1,904,208485.72,1284,71.69,77.35,41882.87,56,291929,N,Y,Y,78.12,12,Y,N,40.15
2023-Q4,TP93516,Certificate,NSQF_4,244,78097.52,1430,94.89,65.27,69470.9,37,798905,Y,Y,N,2.8,11,N,Y,24.61
2019-Q4,TP38137,LicensePrep,NSQF_5,1454,137699.27,2075,97.01,10.72,100441.46,89,572959,Y,Y,Y,14.21,90,N,N,68.02
2024-Q4,TP53683,MicroCredential,NSQF_2,1364,153117.6,2081,83.07,63.45,12661.6,69,874717,N,Y,N,27.92,108,Y,Y,8.98
2024-Q1,TP86926,LicensePrep,NSQF_2,1126,45904.21,599,62.85,74.33,48830.42,29,593946,Y,N,Y,5.65,65,Y,N,9.38
2019-Q1,TP35103,MicroCredential,NSQF_6,866,69399.3,371,52.77,53.46,6438.0,15,379805,Y,Y,Y,82.38,3,N,Y,32.48
2018-Q4,TP56432,MicroCredential,NSQF_3,450,50366.48,689,46.49,64.25,69017.29,12,623435,N,N,N,85.09,118,N,N,12.78
2022-Q2,TP22261,Certificate,NSQF_7,244,194359.66,262,55.74,52.73,95730.51,41,842578,N,N,N,34.32,23,N,Y,36.7
2024-Q4,TP37449,SkillBadge,NSQF_4,1065,73576.67,2127,82.54,43.59,43878.61,36,297615,Y,Y,Y,23.37,8,N,N,73.76
2017-Q1,TP14633,SkillBadge,NSQF_2,564,144993.03,1921,81.68,91.58,15199.25,76,618034,N,Y,N,67.39,1,Y,N,24.36
2016-Q4,TP63286,Apprenticeship,NSQF_6,1049,94299.01,964,75.25,40.98,42764.15,22,689323,Y,N,Y,31.66,13,Y,Y,60.82
2017-Q4,TP57323,MicroCredential,NSQF_2,1268,117130.88,1103,58.08,70.74,135631.05,94,936462,Y,Y,Y,88.36,54,Y,N,5.93
2019-Q4,TP86331,Diploma,NSQF_1,782,50519.15,1763,83.87,46.38,28572.93,44,068829,N,N,Y,52.44,53,N,N,46.39
2016-Q1,TP39370,MicroCredential,NSQF_2,347,97453.32,1199,68.63,20.38,134147.31,39,193038,Y,N,N,48.61,57,N,N,76.17
2021-Q2,TP16503,Apprenticeship,NSQF_4,1563,108463.45,2222,73.75,93.17,57095.42,39,614985,N,N,N,40.85,74,Y,Y,32.33
2023-Q3,TP44937,MicroCredential,NSQF_6,1229,12983.02,547,41.69,43.22,72988.55,21,909655,N,Y,N,43.1,59,Y,Y,42.89
2024-Q3,TP14202,SkillBadge,NSQF_2,1585,21575.63,172,20.24,93.54,53431.02,55,755096,N,Y,Y,75.24,68,Y,Y,51.17
2018-Q3,TP63383,MicroCredential,NSQF_6,1521,217177.25,46,46.46,18.62,110405.98,68,502221,Y,N,Y,53.46,23,Y,Y,46.2
2016-Q3,TP23894,Diploma,NSQF_5,1069,174238.57,101,27.37,21.9,27785.46,16,608625,N,Y,Y,13.36,43,Y,Y,95.86
2022-Q4,TP59295,SkillBadge,NSQF_5,898,164906.4,651,56.31,55.44,123398.9,79,264855,Y,Y,Y,62.2,67,Y,Y,38.55
2024-Q4,TP19319,Diploma,NSQF_5,635,56510.6,1066,70.6,28.87,90914.33,49,319140,Y,Y,N,88.21,10,N,N,98.22
2021-Q4,TP27778,Diploma,NSQF_2,972,211110.58,846,74.6,91.2,40900.67,71,485644,N,N,N,74.13,10,N,Y,93.75
2024-Q4,TP96592,SkillBadge,NSQF_1,710,5302.59,1080,65.45,15.18,25461.55,94,648774,Y,Y,Y,80.24,68,Y,N,45.54
2016-Q1,TP24871,Apprenticeship,NSQF_2,765,53157.23,1179,84.03,91.97,60996.19,98,481332,N,N,N,73.04,69,Y,N,69.31
2017-Q4,TP44712,SkillBadge,NSQF_4,1679,71809.4,970,85.01,20.97,31300.72,33,030133,N,Y,Y,49.24,84,Y,N,62.02
2018-Q1,TP33234,LicensePrep,NSQF_3,704,239125.31,2047,95.48,78.84,92900.62,17,775254,N,N,N,38.01,81,N,N,37.83
2021-Q4,TP25706,LicensePrep,NSQF_6,1733,54588.91,1195,93.07,25.96,47398.59,97,174961,N,N,Y,96.54,56,N,Y,3.68
2024-Q1,TP68002,Certificate,NSQF_7,998,173924.42,555,46.8,1.68,74123.0,19,311707,N,Y,N,13.58,20,Y,N,1.22
2021-Q3,TP91372,Diploma,NSQF_2,886,189623.4,484,78.57,24.4,46433.34,36,287598,Y,N,Y,33.57,4,N,N,8.71
2018-Q4,TP68164,Apprenticeship,NSQF_1,743,108144.57,1680,69.68,66.46,85779.42,38,821601,Y,Y,N,97.32,4,N,N,8.64
2016-Q3,TP43620,SkillBadge,NSQF_1,815,217623.01,1231,91.05,87.75,94198.83,33,342899,Y,Y,N,78.57,46,Y,N,41.38
2025-Q1,TP52759,Diploma,NSQF_1,375,217074.03,2217,81.66,41.17,16517.19,76,328017,N,N,Y,64.87,25,Y,Y,80.21
2017-Q2,TP83245,MicroCredential,NSQF_5,473,159520.86,2152,92.36,65.45,26485.82,35,656561,Y,Y,Y,80.53,56,Y,Y,91.97
2021-Q2,TP52482,SkillBadge,NSQF_1,605,230561.39,1572,80.95,17.97,108578.18,93,746425,Y,Y,Y,18.72,23,Y,N,52.16
2024-Q4,TP66400,LicensePrep,NSQF_6,98,65483.78,320,48.93,43.11,81030.21,37,431988,N,Y,Y,90.48,27,N,Y,60.43
2023-Q2,TP56656,MicroCredential,NSQF_1,331,193585.0,2220,97.63,13.41,64955.65,08,540105,Y,N,Y,49.98,64,N,Y,68.92
2025-Q3,TP23013,SkillBadge,NSQF_1,1022,203855.12,969,75.29,74.61,11896.37,56,502129,N,Y,Y,14.75,37,Y,Y,48.73
2016-Q2,TP57542,Apprenticeship,NSQF_1,715,56179.97,1661,88.82,72.85,53497.21,79,927727,N,N,Y,64.76,57,Y,N,17.06
2016-Q1,TP69387,Apprenticeship,NSQF_6,829,169252.82,1368,67.62,89.35,123644.55,37,110220,Y,Y,Y,65.09,73,Y,N,28.74
2019-Q4,TP81780,LicensePrep,NSQF_3,182,41099.34,610,75.5,92.72,88383.85,45,213942,N,N,Y,38.61,19,Y,N,73.69
2025-Q2,TP82450,Diploma,NSQF_5,303,220174.55,2391,92.96,56.86,29329.57,73,230745,N,Y,Y,57.61,33,Y,N,78.92
2024-Q1,TP13950,Certificate,NSQF_2,860,129803.7,2034,82.65,70.64,56561.55,34,637231,Y,Y,N,6.86,34,Y,N,57.88
2018-Q4,TP26670,Apprenticeship,NSQF_1,868,76519.47,98,14.78,84.0,60901.83,61,042665,N,N,N,40.46,3,Y,N,25.22
2016-Q3,TP48588,MicroCredential,NSQF_6,442,29042.26,2300,76.03,90.45,23026.57,99,810650,Y,Y,Y,65.75,15,Y,Y,78.85
2023-Q1,TP77326,SkillBadge,NSQF_4,54,48416.84,2322,95.56,35.72,73786.29,51,234766,Y,N,Y,20.0,66,N,Y,59.78
2021-Q4,TP86069,LicensePrep,NSQF_4,811,68663.96,2292,95.86,47.18,21754.51,50,600268,Y,N,N,12.22,8,Y,Y,25.55
2020-Q4,TP17176,Apprenticeship,NSQF_4,723,241060.53,891,82.96,12.04,53444.43,69,603853,N,Y,N,2.26,38,Y,N,57.06
2020-Q4,TP25185,MicroCredential,NSQF_4,1587,129413.24,1311,88.34,26.26,92550.9,74,597681,N,N,N,69.22,14,Y,N,9.28
2017-Q3,TP22911,SkillBadge,NSQF_4,1281,3779.78,897,56.34,11.41,31772.55,59,959319,Y,N,Y,14.69,20,Y,Y,46.43
2016-Q1,TP24973,Certificate,NSQF_6,643,2885.86,394,91.42,11.76,38188.59,44,623678,N,Y,N,23.3,56,N,N,14.37
2022-Q2,TP90378,Certificate,NSQF_5,1788,229419.53,1072,66.63,87.69,61768.97,78,968469,N,N,N,64.36,105,Y,N,28.16
2017-Q3,TP56444,SkillBadge,NSQF_7,1548,203685.29,1974,85.12,43.71,30225.39,12,721426,N,N,Y,93.02,55,Y,Y,77.51
2023-Q1,TP66125,SkillBadge,NSQF_1,169,240289.26,1139,62.0,43.27,47519.73,23,608424,Y,N,Y,76.42,57,Y,N,21.51
2022-Q2,TP15663,Diploma,NSQF_4,242,34081.78,1820,71.79,20.69,115928.23,04,051083,N,Y,N,81.4,51,N,N,59.13
2017-Q1,TP61111,SkillBadge,NSQF_6,568,161324.67,1589,89.72,41.4,12141.0,47,668339,Y,Y,N,45.6,89,N,Y,62.4
2019-Q3,TP20453,Diploma,NSQF_5,698,177928.45,1421,96.86,1.11,31942.62,48,656551,Y,Y,Y,3.73,23,Y,N,70.59
2020-Q2,TP62413,SkillBadge,NSQF_2,321,245842.17,713,57.97,25.25,124810.62,05,139982,N,N,N,41.07,49,Y,Y,89.43
2023-Q4,TP61331,SkillBadge,NSQF_7,1529,110675.03,1195,84.21,86.61,68544.68,72,796515,Y,N,Y,11.2,77,Y,N,6.67
2020-Q3,TP94538,LicensePrep,NSQF_7,481,242612.77,815,58.38,81.24,101092.49,04,695801,N,Y,N,70.9,8,Y,N,61.79
2022-Q1,TP39530,MicroCredential,NSQF_5,428,60340.54,28,4.1,77.38,95190.82,28,682603,Y,N,Y,68.62,115,Y,Y,64.8
2019-Q4,TP29342,Certificate,NSQF_6,1616,135874.72,878,90.14,56.4,47780.1,38,100232,Y,N,N,83.21,47,Y,N,88.76
2025-Q4,TP31151,Apprenticeship,NSQF_1,792,85354.2,73,17.51,31.62,92369.45,97,459439,Y,Y,Y,19.69,106,Y,N,51.05
2021-Q4,TP45110,Diploma,NSQF_6,1033,196686.87,400,92.17,25.17,104998.27,56,614004,N,Y,N,62.39,71,N,Y,25.19
2022-Q1,TP82215,LicensePrep,NSQF_3,1588,83904.8,2336,92.81,20.74,40400.05,33,717245,N,N,N,30.54,66,N,N,27.04
2016-Q3,TP73613,Certificate,NSQF_2,1659,216100.67,300,34.6,78.54,38459.1,69,235975,N,N,Y,84.37,97,Y,N,55.1
2017-Q1,TP73923,SkillBadge,NSQF_2,510,135710.3,1895,84.52,59.72,63631.81,31,704726,Y,N,Y,39.33,102,Y,Y,61.03
