qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_km_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2019,SA3597,8.63,91,459.5,8,3.43,23,55390,191,92,295,79.36,3,130,94092,43.22,99.23,13.0,0.75
2019,SA6525,21.89,44,819.4,10,16.0,24,20990,89,66,211,24.51,64,344,109578,3.94,94.26,18.3,0.194
2022,SA5016,18.16,437,267.6,3,21.83,24,109575,31,17,167,46.35,36,230,4278,29.64,90.01,20.2,0.936
2017,SA2886,0.82,238,860.7,60,12.46,17,1212,237,35,222,12.49,32,406,145343,34.38,53.91,22.9,0.786
2021,SA6093,15.41,0,678.8,30,7.18,14,148114,101,31,824,4.74,25,559,30586,54.53,23.76,37.1,0.966
2019,SA1863,4.72,194,297.7,67,4.39,22,160280,46,70,263,21.33,32,367,213403,30.87,60.42,78.3,0.081
2024,SA9155,1.85,439,186.4,97,17.03,42,39660,235,2,278,37.02,14,70,210848,13.01,99.63,58.6,0.15
2019,SA6802,9.03,142,411.6,57,10.35,37,153972,81,101,133,60.3,45,261,47572,51.19,27.13,46.6,0.778
2019,SA9860,0.4,246,295.6,45,4.34,43,104950,138,17,875,61.99,55,440,16964,49.44,98.59,70.6,0.961
2024,SA5275,3.47,182,703.6,48,13.5,55,186846,40,95,454,4.22,55,600,52960,50.97,77.36,27.1,0.812
2025,SA6697,7.95,259,11.2,115,9.96,1,30968,176,94,254,20.24,79,645,59768,50.72,98.22,20.5,0.152
2022,SA7402,20.24,285,830.4,105,13.67,39,175660,149,14,731,48.8,24,298,31935,46.07,77.45,72.7,0.897
2026,SA1428,11.63,236,59.1,82,4.61,34,177071,96,99,232,31.52,12,488,90515,3.45,15.44,88.7,0.545
2023,SA2516,11.34,172,713.7,27,14.17,54,175980,146,103,808,20.7,33,35,158484,13.61,60.88,26.0,0.987
2023,SA4562,0.78,263,527.8,19,4.35,41,43229,145,107,214,36.45,41,575,172331,6.22,46.11,0.2,0.761
2021,SA8152,17.29,422,562.1,110,11.04,48,171233,48,88,675,48.85,24,495,99768,49.58,98.57,80.8,0.915
2024,SA2697,22.01,338,391.3,22,20.42,1,34186,176,77,569,70.3,50,640,76932,22.29,62.02,90.5,0.021
2017,SA5816,6.52,144,433.4,42,7.79,39,212166,119,87,221,71.91,34,449,144811,5.33,52.08,75.6,0.008
2023,SA8163,10.56,260,898.0,46,24.29,47,43640,72,46,189,45.74,48,576,111455,3.41,25.13,27.1,0.499
2023,SA3129,7.75,420,207.9,91,10.68,49,129745,19,47,867,76.88,16,411,139299,53.3,36.54,98.5,0.103
2016,SA1080,16.5,419,526.2,26,8.91,55,119341,147,7,604,4.47,25,614,242237,35.29,53.98,49.1,0.072
2020,SA2124,3.47,436,269.3,106,15.98,45,204269,231,115,696,58.73,56,141,208772,30.07,53.32,71.3,0.879
2023,SA1303,21.68,229,858.3,108,18.16,2,184575,170,39,287,4.63,54,492,208082,12.27,22.39,45.9,0.085
2024,SA2672,0.95,428,672.5,104,4.77,28,48221,165,74,489,22.46,69,614,218344,8.7,31.58,52.3,0.113
2025,SA1100,22.15,359,179.7,1,15.92,38,151947,188,35,489,14.54,43,74,233524,23.6,14.22,71.5,0.899
2020,SA1115,9.84,141,102.7,112,17.56,12,6042,202,95,194,10.46,1,449,145254,11.73,18.79,10.7,0.765
2018,SA8119,1.63,126,594.8,106,24.0,41,215837,77,45,617,1.25,52,291,240137,19.57,8.45,62.7,0.25
2026,SA1869,13.29,13,463.0,30,2.73,13,234403,173,54,426,4.97,42,293,234840,51.66,86.29,75.3,0.983
2025,SA8297,24.23,417,526.3,86,10.9,57,113116,170,61,376,61.43,19,186,148158,13.87,85.87,21.0,0.907
2023,SA2820,7.01,85,799.0,67,15.65,11,57622,102,7,585,59.87,55,141,131663,20.1,3.86,13.6,0.708
2025,SA3276,19.12,415,832.0,17,13.75,39,131172,119,5,310,10.05,52,456,55495,10.59,58.54,79.5,0.876
2021,SA4866,14.58,396,418.7,70,7.43,46,2585,190,48,318,78.52,78,591,200712,9.13,90.19,22.7,0.05
2016,SA7847,16.41,246,452.0,0,5.84,21,132901,40,82,667,1.8,62,85,40531,25.91,87.53,64.5,0.766
2024,SA6756,14.91,408,625.8,52,16.6,12,18958,54,52,199,24.97,74,270,209940,53.63,80.19,61.9,0.568
2016,SA1509,21.93,408,365.8,96,4.11,10,37439,146,88,795,41.47,79,367,105897,53.99,25.97,69.6,0.656
2024,SA9593,2.04,365,574.7,65,19.24,7,44482,14,108,807,73.98,32,381,124289,48.71,13.63,12.4,0.936
2017,SA9068,13.47,47,568.2,73,11.32,1,193724,218,72,763,30.16,54,115,117611,51.98,40.08,16.1,0.068
2019,SA8313,19.14,293,579.3,37,8.56,16,17133,227,28,96,55.1,71,554,41228,5.86,30.92,63.8,0.1
2016,SA9954,1.75,381,168.3,9,11.71,4,115279,211,19,603,25.87,66,413,167510,18.29,80.7,71.8,0.307
2023,SA4270,4.04,225,634.8,82,2.31,28,142331,225,97,812,6.57,20,507,155621,2.32,20.15,70.2,0.935
2022,SA7728,11.93,10,382.0,120,16.0,9,163760,90,112,715,45.46,9,357,38036,3.24,72.14,84.9,0.412
2021,SA3901,5.38,276,828.9,54,13.68,48,42582,83,12,85,52.29,30,108,47647,24.68,22.74,85.0,0.428
2020,SA1187,15.25,263,351.6,84,20.32,12,100884,116,114,43,7.26,52,321,32148,35.75,66.92,15.8,0.453
2016,SA1365,19.62,186,119.2,62,22.78,25,181212,145,8,149,75.29,11,292,26065,4.15,96.65,0.4,0.941
2023,SA3615,16.02,140,616.0,27,0.41,60,6460,218,44,604,57.48,61,367,27140,13.6,8.58,87.9,0.252
2017,SA9858,5.85,132,97.3,79,6.97,8,223407,31,82,35,29.32,8,527,83705,34.83,76.43,66.9,0.377
2026,SA6155,5.54,12,73.0,56,22.37,58,238906,110,115,306,27.98,26,309,143453,14.11,89.04,11.3,0.018
2022,SA5354,16.67,111,442.9,103,6.07,55,180366,132,12,718,2.1,62,647,195529,18.92,2.74,50.8,0.536
2017,SA3831,20.55,18,102.8,64,3.9,34,109811,72,54,644,30.25,10,333,184941,13.16,72.08,92.9,0.38
2025,SA7080,20.72,63,623.3,33,14.92,42,100793,194,6,233,0.36,24,27,126423,6.95,30.77,38.0,0.799
2021,SA9566,1.41,111,705.1,93,20.36,44,185734,21,9,345,28.37,27,99,136378,42.82,40.34,52.5,0.663
2017,SA4565,6.47,63,142.4,51,18.49,28,59154,98,24,303,73.17,34,142,168149,29.3,38.5,97.0,0.34
2024,SA2148,23.92,235,203.5,16,4.93,7,124549,8,14,63,64.71,10,606,28279,50.36,13.49,49.5,0.356
2020,SA5311,14.09,292,143.6,22,3.4,9,114594,101,47,283,59.66,71,552,222998,44.84,34.38,64.4,0.166
2019,SA1755,4.29,110,670.5,101,24.58,47,146140,13,27,285,6.74,58,502,26993,51.81,61.71,71.4,0.087
2019,SA8595,3.07,85,622.1,31,0.06,25,151171,9,26,851,27.95,80,433,149919,19.46,85.14,93.4,0.015
2021,SA8073,1.52,303,672.4,116,9.26,29,150857,5,75,203,55.55,35,280,32432,43.45,38.23,95.0,0.332
2022,SA4687,2.5,172,362.7,104,23.5,13,10769,96,114,65,14.69,8,147,16019,27.96,15.07,67.1,0.025
2020,SA7665,5.36,397,254.1,81,22.27,58,177176,163,94,34,25.28,10,521,8455,32.41,74.08,98.3,0.701
2024,SA7957,15.33,247,540.8,93,1.65,24,73239,100,66,760,44.93,70,188,94856,0.66,13.06,16.9,0.198
2020,SA3233,2.05,379,370.1,31,0.09,16,43129,227,92,407,64.68,40,14,245973,2.7,28.5,84.6,0.653
2019,SA4440,11.08,356,788.4,32,21.94,21,121705,29,4,680,1.74,60,116,178942,7.96,43.7,28.8,0.987
2022,SA4752,10.4,268,499.6,75,5.65,50,5664,197,81,66,12.48,35,240,76854,14.85,3.15,78.1,0.869
2021,SA1560,7.27,391,366.9,83,23.1,13,100307,120,98,437,43.12,58,158,197125,13.61,32.32,40.6,0.483
2023,SA1729,2.91,131,484.8,100,13.42,15,248086,185,86,142,67.48,78,354,61869,43.8,62.82,9.5,0.543
2019,SA9710,21.73,302,645.2,98,4.43,4,164015,86,120,457,77.82,22,603,46508,11.73,28.8,57.8,0.429
2016,SA4012,20.27,66,355.0,18,6.87,27,207566,17,116,755,20.09,59,599,124019,8.98,98.38,42.7,0.978
2023,SA3487,8.24,362,221.4,105,8.37,21,90210,114,27,227,53.65,69,61,59129,19.18,73.77,2.3,0.028
2017,SA1337,15.88,45,558.0,64,9.04,41,242337,223,27,217,35.35,39,181,87610,45.44,73.73,51.6,0.591
2021,SA5664,7.21,425,182.5,8,5.8,8,152313,56,66,230,54.89,29,632,129945,17.22,3.99,4.9,0.718
2020,SA5438,2.37,338,331.6,77,9.01,9,185829,165,33,289,45.75,35,377,197785,25.53,80.19,98.3,0.372
2018,SA4329,13.17,416,863.5,110,15.01,37,239764,222,34,450,34.03,19,365,62787,34.34,86.23,16.0,0.381
2021,SA4114,24.79,146,501.3,27,23.22,12,122266,243,39,806,18.17,23,476,59925,6.8,7.09,46.6,0.937
2021,SA9252,11.84,259,713.1,84,11.58,5,73454,155,7,734,2.71,12,251,95734,36.78,63.63,31.4,0.359
2020,SA1211,2.12,17,262.7,40,13.71,60,163179,137,30,809,42.99,58,629,2407,51.36,26.98,13.0,0.425
2024,SA2122,13.82,390,43.3,17,0.97,33,111971,54,104,754,20.66,15,408,90887,44.18,19.85,0.5,0.524
2025,SA2526,8.21,328,735.6,75,2.96,21,2944,191,11,541,44.79,22,129,228482,26.37,22.96,79.5,0.939
2019,SA5504,22.96,70,259.5,50,4.33,7,158809,116,78,787,58.43,55,567,9964,37.98,8.44,71.1,0.926
2020,SA6191,12.36,386,301.5,66,14.07,57,56091,244,105,798,36.31,8,602,148683,28.3,61.92,94.3,0.628
2026,SA5481,16.02,308,510.3,77,14.09,34,167429,99,11,249,58.02,69,638,177599,23.37,44.11,63.4,0.217
2019,SA3280,7.12,225,130.5,67,10.36,57,79119,29,38,555,36.08,36,409,54527,43.2,93.53,9.3,0.804
2020,SA4201,5.92,89,827.7,84,3.55,46,59343,91,75,295,40.95,42,169,117906,27.78,14.12,38.3,0.275
2022,SA7098,17.55,7,8.6,97,18.62,3,215403,35,4,752,6.03,18,425,126829,38.09,50.74,90.3,0.381
2017,SA5662,9.46,163,190.5,90,23.12,20,17098,56,43,241,76.57,68,91,247283,12.31,88.87,68.8,0.128
2023,SA8152,11.02,357,39.3,29,6.48,2,33742,227,104,42,61.34,77,285,66856,1.41,51.0,85.6,0.208
2016,SA2240,6.56,25,642.8,16,3.38,26,129482,67,17,338,73.61,49,448,2554,41.78,34.09,56.4,0.27
2018,SA5674,22.51,39,176.8,99,0.86,29,7270,61,119,673,48.34,25,218,105909,14.74,57.45,12.8,0.919
2023,SA6588,7.81,324,371.3,16,15.18,44,226502,74,81,37,69.51,11,247,203669,40.47,39.29,74.2,0.178
2016,SA7788,0.87,363,378.4,44,11.54,38,132500,31,106,132,6.29,34,591,166754,19.43,79.87,44.7,0.168
2026,SA3965,6.74,68,199.2,14,24.57,45,16804,167,16,754,68.96,33,94,115873,47.58,79.33,29.9,0.292
2018,SA2353,16.78,181,245.4,22,21.06,58,197482,35,67,409,34.05,26,555,55777,46.74,87.97,99.4,0.089
2017,SA7170,17.17,361,120.5,70,6.29,23,48718,177,112,325,5.86,24,160,40130,52.03,12.06,2.8,0.11
2022,SA7231,14.4,139,554.0,19,2.12,51,188661,89,75,481,43.92,1,309,51719,9.29,3.63,17.9,0.683
2020,SA1108,17.98,204,870.8,68,9.73,5,110083,105,106,251,12.88,28,503,179732,31.76,47.99,70.0,0.194
2016,SA6170,4.27,171,342.6,83,19.03,1,228621,144,87,270,29.39,7,258,206079,33.05,48.03,79.1,0.697
2018,SA9985,7.34,438,445.6,29,11.42,13,243235,94,114,210,63.51,59,562,39883,46.66,86.01,84.6,0.818
2017,SA4930,4.48,237,241.0,84,7.02,15,8357,66,19,622,68.57,24,309,28683,2.78,69.55,20.4,0.931
2019,SA2298,8.23,316,43.5,23,13.53,18,167703,53,104,492,6.44,71,478,170490,15.31,13.82,26.6,0.858
2022,SA5559,14.7,148,154.9,34,3.71,0,188109,211,91,465,23.43,69,643,137472,18.67,51.51,71.0,0.635
2018,SA5093,7.43,340,300.9,89,4.59,8,175446,193,66,245,55.79,22,509,143790,14.09,26.22,87.8,0.311
2024,SA7658,13.58,249,740.0,55,7.16,40,158346,40,74,174,27.49,34,322,119683,10.88,23.97,6.5,0.22
2022,SA9874,9.07,317,756.3,21,20.55,35,25056,197,66,290,37.54,54,376,225198,1.06,79.5,53.0,0.534
2019,SA7975,9.82,80,10.6,41,18.97,45,103043,13,92,266,77.66,4,395,107668,33.19,80.55,67.7,0.811
2024,SA8803,13.19,392,561.9,37,11.06,11,52003,121,10,383,79.12,62,193,160585,8.58,34.19,73.6,0.562
2016,SA9830,9.18,16,799.6,104,5.97,43,102109,175,99,701,14.47,19,297,87464,29.22,96.65,32.3,0.177
2019,SA7369,7.05,329,530.3,42,18.27,43,76636,208,112,583,11.78,19,314,23000,44.12,91.95,55.9,0.966
2023,SA5486,6.27,331,431.1,13,2.03,12,156800,118,120,622,57.72,25,627,114158,9.86,86.22,5.1,0.667
2022,SA3971,5.25,134,321.7,75,13.88,1,46747,53,91,93,42.78,60,359,63655,27.28,13.89,99.5,0.823
2020,SA3288,13.88,26,586.0,12,16.29,10,25656,194,65,877,0.21,48,339,128725,22.98,4.79,59.7,0.351
2022,SA2533,10.26,155,777.9,40,1.89,45,65366,41,12,300,54.84,18,154,216999,29.74,92.59,2.7,0.68
2019,SA7039,23.13,368,610.0,35,19.25,32,157748,215,73,37,13.9,4,373,104478,16.09,28.0,72.4,0.921
2026,SA4579,13.4,199,622.1,97,0.53,50,205428,9,38,40,12.12,68,298,176336,52.95,68.06,72.8,0.742
2023,SA4895,19.25,384,614.3,35,24.73,9,109550,231,45,481,30.86,19,436,54693,34.73,85.33,2.9,0.771
2022,SA9811,0.6,62,300.4,75,1.27,36,185872,194,37,284,49.64,58,309,216933,22.85,80.09,72.9,0.472
2026,SA7886,9.19,97,167.2,18,18.39,2,231449,5,12,749,55.58,9,278,157998,22.79,67.56,33.0,0.171
2022,SA4903,0.98,53,435.6,75,4.76,48,155819,37,57,360,67.87,15,495,226514,17.41,78.36,11.5,0.798
2022,SA1166,18.52,352,164.6,111,23.53,56,127328,61,116,38,41.13,61,497,202780,25.25,0.95,92.5,0.593
2020,SA2940,20.5,170,684.9,1,17.41,2,117389,4,80,166,26.53,42,91,115429,43.02,99.03,24.3,0.468
2018,SA8430,17.04,343,520.5,110,12.29,25,210959,225,61,705,5.68,50,291,89250,1.27,35.88,70.1,0.978
2024,SA4939,11.03,329,285.3,101,6.64,53,246836,78,2,658,44.81,58,135,227927,54.56,55.63,94.5,0.099
2023,SA4067,6.71,114,48.4,34,15.84,44,177980,223,75,505,68.93,66,1,15993,10.56,28.5,51.5,0.329
2018,SA9569,20.82,131,75.3,27,24.95,49,34075,122,52,793,71.83,70,53,59404,3.0,10.34,48.7,0.788
2025,SA8203,9.3,285,134.4,47,21.7,35,247736,170,112,244,36.93,11,297,72136,8.52,91.95,26.5,0.246
2017,SA2667,13.28,268,689.4,108,6.53,27,206720,161,2,533,62.58,20,213,219532,10.07,84.16,85.8,0.28
2026,SA5585,11.11,104,413.8,70,0.24,6,190122,90,37,879,63.25,60,185,102763,18.75,94.05,2.7,0.101
2025,SA8865,23.64,444,488.0,27,22.56,42,34024,195,112,850,62.82,30,40,111679,22.14,95.44,36.6,0.097
2019,SA1363,17.82,359,179.4,38,6.74,27,61208,27,18,493,15.42,28,530,95543,45.17,68.17,21.4,0.499
2017,SA9443,21.6,268,220.0,98,20.71,23,146848,96,72,694,14.59,2,29,119441,42.85,47.06,16.0,0.806
2024,SA1621,16.62,281,632.0,17,13.39,18,184861,104,20,559,18.64,41,164,6952,44.1,27.4,4.8,0.564
2016,SA3419,17.02,4,239.1,36,18.48,42,68976,189,24,322,54.27,47,477,57791,16.11,97.62,74.6,0.687
2022,SA8505,7.24,290,161.0,44,23.28,19,138504,94,8,697,54.97,0,514,139942,16.71,11.72,16.4,0.963
2023,SA8236,3.67,101,726.8,39,20.54,41,216752,66,22,277,31.86,77,349,25203,35.25,42.37,30.3,0.321
2025,SA3442,13.17,138,686.0,31,18.94,25,214997,184,64,815,7.89,38,213,121269,15.09,18.51,94.7,0.297
2026,SA2617,24.25,66,577.3,114,14.54,7,91294,151,12,455,1.14,78,468,71502,13.58,41.1,64.1,0.351
2026,SA7018,10.03,317,532.5,120,6.88,3,138494,130,83,818,0.37,62,176,96327,41.57,57.15,22.2,0.648
2025,SA4143,4.92,440,882.2,6,19.12,16,125867,4,97,408,28.03,14,236,65106,47.53,9.58,36.6,0.934
2019,SA2674,15.49,55,700.9,68,21.75,56,188925,137,55,725,51.23,21,485,77797,29.19,59.12,47.7,0.06
2026,SA2414,3.6,33,697.8,61,22.58,30,102161,147,6,725,18.82,36,97,107821,1.05,37.58,70.5,0.488
2024,SA6151,14.41,281,411.3,40,22.87,31,88759,52,6,848,9.36,75,406,52804,49.93,30.3,19.9,0.479
2021,SA7523,6.94,441,767.7,77,19.6,6,209824,168,56,134,65.01,19,326,26033,44.97,15.73,96.9,0.929
2026,SA1950,11.29,431,368.8,112,13.63,3,191965,166,53,159,7.6,10,355,1055,39.49,2.6,41.3,0.156
2017,SA8682,18.38,289,625.4,116,12.61,47,148032,220,60,146,68.55,51,509,49149,14.78,17.34,44.2,0.987
2017,SA1739,18.2,81,49.6,83,22.12,22,176091,173,89,838,65.28,19,586,234789,8.37,68.63,29.9,0.128
2024,SA9881,3.64,169,121.9,34,15.15,33,121081,122,45,739,77.0,52,127,126229,7.13,67.97,55.0,0.001
2019,SA4825,24.08,38,384.2,93,10.55,3,100408,213,24,200,50.92,38,511,136439,35.62,10.01,4.2,0.862
2021,SA6242,16.72,274,757.6,18,20.31,42,38540,163,24,96,53.07,33,621,1816,22.93,29.2,67.3,0.807
2021,SA1727,14.07,338,207.6,113,13.71,12,106198,92,110,650,55.72,75,293,78999,1.09,93.42,47.3,0.301
2016,SA2936,17.4,344,323.0,24,10.45,11,106928,57,84,379,31.56,52,256,121804,29.46,98.86,74.7,0.121
2017,SA2048,9.06,448,69.1,118,5.26,5,143380,228,93,147,77.66,52,632,31359,21.56,17.04,97.2,0.641
2019,SA6932,14.55,227,41.5,119,14.45,13,70048,97,115,122,13.53,66,2,97015,50.81,90.95,4.8,0.29
2023,SA5868,22.08,56,22.1,82,22.35,27,65334,165,22,134,20.21,56,84,139556,2.8,75.04,49.4,0.552
2017,SA6531,4.53,192,158.1,29,17.21,7,187837,18,35,623,40.81,59,289,32438,6.85,20.24,73.4,0.035
2023,SA1175,5.53,342,873.0,39,7.03,32,131280,89,81,247,68.88,62,17,223444,2.75,59.04,67.0,0.621
2026,SA7320,19.1,62,294.8,1,22.14,13,18699,243,23,539,45.39,5,285,163294,50.47,43.68,24.1,0.648
2025,SA9094,23.86,111,834.2,8,2.81,6,118540,176,9,298,58.68,17,266,86793,5.47,27.27,58.5,0.151
2016,SA5420,16.11,173,653.4,54,17.09,33,7474,24,104,790,72.27,76,219,138219,21.9,11.97,25.3,0.841
2024,SA5384,6.83,184,846.8,22,16.59,32,1906,53,46,176,39.39,7,573,121909,51.93,89.8,24.5,0.324
2020,SA8125,9.07,116,145.4,101,11.71,31,220580,148,100,50,16.4,64,112,139690,1.66,15.25,73.0,0.813
2025,SA7122,5.9,227,326.9,59,0.2,23,172427,74,59,660,19.45,6,564,178331,50.82,63.16,3.4,0.56
2016,SA6479,14.62,40,821.3,53,3.59,12,116858,39,90,415,23.86,75,563,68812,29.6,25.49,96.0,0.95
2022,SA6067,5.26,0,797.9,91,1.57,38,224238,244,101,353,21.3,48,314,226188,35.31,70.19,49.3,0.525
2020,SA9576,6.74,394,677.5,68,7.45,30,156591,221,42,761,39.75,73,128,218630,10.45,22.81,95.7,0.105
2016,SA2598,1.75,310,530.0,19,15.77,49,149620,163,114,164,24.05,26,594,182031,16.69,1.96,69.4,0.756
2018,SA9483,24.41,89,16.8,30,6.94,11,162040,180,60,146,21.22,8,280,30261,2.73,87.59,60.0,0.107
2022,SA8870,7.38,162,251.0,5,8.24,50,217617,158,51,655,27.07,61,336,152243,27.15,69.83,34.2,0.869
2024,SA4876,23.85,329,885.2,52,14.31,38,205812,228,101,805,19.43,78,647,102400,37.1,25.86,97.0,0.549
2020,SA1847,5.55,56,423.4,70,23.73,16,7133,141,48,363,13.14,23,549,113998,3.04,58.04,41.0,0.064
2022,SA2737,12.63,336,675.7,9,13.69,38,75559,220,108,699,67.58,30,108,113248,49.62,96.26,71.8,0.546
2020,SA8142,10.2,108,745.8,60,6.41,26,54702,98,27,645,44.25,77,188,11215,24.17,80.55,55.9,0.934
2023,SA9870,9.9,19,330.1,88,14.17,11,67848,58,115,514,66.42,4,368,52887,23.78,52.49,59.2,0.821
2026,SA7029,16.98,17,759.4,62,19.37,41,246528,14,53,545,63.24,35,150,128919,47.27,55.42,61.7,0.949
2016,SA3254,24.46,222,768.5,2,20.39,42,19588,174,26,894,37.93,79,103,231887,15.6,64.58,10.1,0.861
2025,SA8931,15.81,101,522.9,25,19.9,28,14879,20,95,812,33.65,11,614,163002,21.18,20.97,81.3,0.676
2018,SA9004,22.2,32,299.5,108,12.11,2,87259,105,58,693,76.47,25,521,66458,38.33,86.62,68.4,0.189
2016,SA5761,24.55,43,76.9,56,6.6,50,69126,19,55,502,64.64,71,402,179444,34.97,73.11,6.5,0.854
2018,SA7438,2.54,237,24.6,52,1.37,28,136422,193,9,1,9.7,53,1,85161,41.63,3.92,40.7,0.665
2022,SA9747,7.85,108,4.0,44,16.08,0,26891,152,86,600,45.88,9,449,134048,2.82,3.59,11.3,0.984
2021,SA3262,10.24,427,658.1,92,12.86,14,52925,9,97,284,46.05,17,518,135834,54.91,69.14,83.3,0.335
2018,SA7508,19.97,98,886.9,80,8.11,37,45083,209,59,837,59.72,80,436,67849,37.57,38.83,5.7,0.721
2024,SA8883,1.95,70,152.5,30,8.46,23,133314,55,18,3,70.84,43,541,238371,3.02,69.73,95.9,0.659
2026,SA4124,15.76,309,199.4,44,12.46,57,120844,208,50,51,49.22,8,623,90231,17.91,86.45,74.7,0.737
2019,SA3161,23.72,110,326.9,103,21.81,4,82481,59,14,474,19.88,23,532,86273,22.37,95.43,80.4,0.124
2024,SA2600,23.2,316,38.3,64,18.92,47,171774,167,37,16,49.09,9,506,3813,38.54,45.84,65.9,0.488
2026,SA5302,20.17,391,1.3,12,5.07,0,178020,223,74,9,55.97,35,3,145044,53.17,72.99,52.8,0.134
2018,SA7749,18.67,99,885.1,3,7.2,5,14661,168,36,518,51.46,33,179,94217,6.61,33.0,1.7,0.235
2022,SA2646,10.43,404,670.7,95,18.51,54,33610,213,35,342,62.83,54,255,125594,35.98,90.66,46.2,0.317
2023,SA3374,9.13,416,202.2,103,18.43,6,196887,54,10,222,23.24,43,601,83963,39.8,64.79,90.5,0.14
2016,SA3803,8.67,69,403.0,118,22.67,29,201163,125,73,566,41.99,5,183,195539,7.77,84.24,71.7,0.821
2023,SA2539,7.66,359,586.4,80,11.86,0,85607,65,54,172,43.14,41,203,94362,2.18,3.18,84.2,0.728
2026,SA9530,8.73,395,406.9,100,9.03,0,55905,134,1,888,3.75,44,173,141011,42.95,49.56,31.8,0.236
2018,SA9069,12.21,116,483.0,92,19.46,50,5745,249,44,424,57.49,27,543,197848,25.36,23.52,95.0,0.361
2024,SA6089,23.72,369,114.0,85,4.06,20,119396,9,79,279,64.76,0,308,206787,35.75,95.67,78.3,0.003
2026,SA9023,17.7,379,738.5,83,2.94,11,22468,4,80,229,63.53,52,397,246473,38.17,60.36,81.1,0.886
2017,SA8783,4.71,102,706.0,4,13.41,24,145585,27,26,877,29.81,37,135,229763,10.59,35.24,21.7,0.152
2025,SA2159,24.15,300,323.4,45,13.71,15,242057,67,51,49,0.72,74,462,27722,53.61,62.84,63.3,0.141
2016,SA4564,1.96,164,819.5,111,1.97,9,139199,16,70,398,77.92,8,63,36286,52.75,17.45,24.9,0.906
2020,SA5345,24.78,344,108.5,43,10.9,39,81240,203,106,885,5.89,43,501,221093,50.68,38.98,76.4,0.19
2017,SA3596,13.75,305,109.2,105,16.7,17,171120,152,34,719,68.71,54,271,64766,27.67,1.94,60.8,0.534
2020,SA8455,18.28,21,36.4,82,22.58,17,98820,25,115,346,15.38,7,445,220597,35.58,36.33,74.4,0.254
2020,SA7655,5.0,292,663.8,103,6.97,25,240358,26,92,749,13.72,49,337,146933,38.55,70.61,59.5,0.588
2020,SA1557,7.29,190,375.8,22,9.12,39,140863,156,51,893,39.77,23,124,7342,13.92,51.52,22.7,0.179
2018,SA5815,9.97,79,290.0,80,19.72,34,81392,150,48,655,53.4,49,333,15423,8.93,92.42,42.8,0.669
2020,SA8312,7.2,55,0.5,108,7.07,43,108521,220,110,452,53.86,52,497,222846,48.7,72.01,85.4,0.923
2018,SA7887,9.04,294,524.4,57,2.86,22,22150,44,109,344,51.23,54,146,135788,6.88,48.57,83.3,0.751
2022,SA4575,12.4,33,412.2,4,1.87,35,76036,183,4,794,45.71,31,344,129257,4.5,37.62,23.7,0.438
2023,SA7615,15.85,33,662.4,90,4.54,32,101671,171,35,822,5.52,49,497,75193,9.52,31.66,74.6,0.042
2025,SA2754,3.3,448,426.7,49,1.92,53,13729,229,15,442,6.54,27,14,63567,28.51,51.96,87.1,0.026
2026,SA5841,15.43,289,123.2,13,8.41,3,40113,94,84,748,41.66,77,243,195291,38.54,67.36,98.1,0.556
2021,SA1562,10.21,374,92.9,74,8.52,21,204108,232,46,369,51.99,3,43,181544,0.77,48.8,40.9,0.275
2023,SA8900,13.62,416,222.3,61,22.96,36,130750,138,34,504,17.85,3,72,245922,47.37,95.04,5.5,0.062
2019,SA8346,19.4,290,243.7,44,15.33,28,170055,180,97,114,3.44,77,305,29582,51.5,24.13,78.9,0.957
2022,SA7550,14.75,394,368.6,38,21.76,30,86920,183,17,382,25.05,2,541,204283,34.55,97.74,74.3,0.728
2016,SA2261,0.68,396,808.7,72,9.93,38,117544,238,41,895,17.89,60,61,116449,29.72,1.96,94.0,0.966
2026,SA1412,6.65,151,625.8,8,14.67,1,186020,126,36,708,13.11,47,126,188783,42.08,62.4,4.8,0.001
2023,SA7543,11.16,54,432.7,85,4.21,54,6557,103,41,132,12.22,63,543,95841,47.82,76.59,11.8,0.949
2018,SA6360,14.01,21,149.1,12,17.02,43,69613,8,105,58,5.87,29,339,102885,12.63,88.12,22.9,0.658
2019,SA9936,17.83,41,856.3,72,15.75,20,94066,96,59,289,64.04,61,607,49739,21.36,31.09,75.3,0.012
2025,SA2876,12.02,54,249.3,23,6.94,15,133417,80,107,395,66.33,54,515,121506,26.48,9.34,1.5,0.127
2017,SA5899,12.49,10,406.1,73,5.05,8,215444,225,21,401,41.17,78,320,181558,32.14,66.5,86.3,0.866
2024,SA2376,10.42,146,7.9,90,21.29,42,119286,30,53,98,11.85,49,314,103865,9.03,59.88,91.9,0.514
2019,SA8353,4.93,335,128.9,66,6.26,56,2916,116,2,747,46.25,66,591,30136,23.18,39.6,4.7,0.83
