demo_household_survey_year,demo_household_household_id_sample,demo_household_country_iso2,demo_household_region_nuts_code,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_household_size,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly_eur,demo_household_sampling_stratum
2024,EUHH2024000133,SK,MT354,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,4,0,0,40.62,1.94,4,NONE,IT,SEVERE,24,1482.99,URBAN_MIXED
2025,EUHH2025000134,ES,SI905,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,6,0,0,18.25,2.58,1,CABLE,ET,SOME,12,392.62,RURAL_LOW_DENSITY
2026,EUHH2026000135,AT,SI98,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,2,0,0,15.86,0.82,2,FIBER,PL,NONE,70,649.86,RURAL_AGRI
2019,EUHH2019000136,BG,BG40,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,14.03,2.73,0,DSL,LV,SEVERE,79,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000137,CY,SE90,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,11.99,0.7,2,MOBILE,RO,SOME,6,979.92,COASTAL_TOURISM
2021,EUHH2021000138,DK,BG804,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,61.47,2.2,4,NONE,LT,NONE,74,173.15,URBAN_HIGH_INCOME
2022,EUHH2022000139,FI,RO68,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,0,0,0,24.63,0.83,0,CABLE,NL,SEVERE,45,0.0,URBAN_MIXED
2023,EUHH2023000140,DE,GR19,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,4,1,0,27.66,2.06,1,FIBER,GA,SOME,34,718.8,RURAL_LOW_DENSITY
2024,EUHH2024000141,HU,CZ815,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,2,0,0,68.07,2.11,1,DSL,SV,NONE,53,381.99,RURAL_AGRI
2025,EUHH2025000142,IT,DE277,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,1,1,0,31.78,1.59,2,MOBILE,MT,SEVERE,34,1033.97,INTERMEDIATE_TOWNS
2026,EUHH2026000143,LT,SE101,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,5,0,0,61.11,1.23,1,NONE,FI,SOME,76,1392.28,COASTAL_TOURISM
2019,EUHH2019000144,MT,HR83,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,5.85,1.24,2,CABLE,SK,NONE,3,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000145,PL,LU6,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,67.03,1.6,2,FIBER,EL,SEVERE,17,551.12,URBAN_MIXED
2021,EUHH2021000146,RO,CY62,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,1,0,0,65.39,2.14,3,DSL,SL,SOME,67,977.01,RURAL_LOW_DENSITY
2022,EUHH2022000147,SI,IE468,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,3,0,0,34.39,2.39,3,MOBILE,HU,NONE,64,1284.22,RURAL_AGRI
2023,EUHH2023000148,SE,DE68,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,0,0,0,40.63,1.81,1,NONE,CY,SEVERE,19,0.0,INTERMEDIATE_TOWNS
2024,EUHH2024000149,BE,PT1,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,2,0,0,55.0,1.46,2,CABLE,CS,SOME,20,1169.02,COASTAL_TOURISM
2025,EUHH2025000150,HR,IT987,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,4,1,0,57.27,0.6,0,FIBER,EN,NONE,77,1142.77,URBAN_HIGH_INCOME
2026,EUHH2026000151,CZ,MT145,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,3,0,0,5.99,1.56,1,DSL,PT,SEVERE,45,1300.18,URBAN_MIXED
2019,EUHH2019000152,EE,RO818,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,59.02,2.11,4,MOBILE,DE,SOME,9,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000153,FR,HU9,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,0,0,0,35.5,2.03,1,NONE,BG,NONE,15,0.0,RURAL_AGRI
2021,EUHH2021000154,GR,NL8,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,8.57,2.08,2,CABLE,FR,SEVERE,26,358.87,INTERMEDIATE_TOWNS
2022,EUHH2022000155,IE,RO72,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,3,0,0,39.54,0.71,1,FIBER,HR,SOME,59,1145.01,COASTAL_TOURISM
2023,EUHH2023000156,LV,DK937,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,2,0,0,16.7,1.41,3,DSL,ES,NONE,11,738.51,URBAN_HIGH_INCOME
2024,EUHH2024000157,LU,AT99,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,0,0,0,26.02,1.13,0,MOBILE,DA,SEVERE,0,0.0,URBAN_MIXED
2025,EUHH2025000158,NL,CY412,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,1,0,0,17.11,2.69,4,NONE,IT,SOME,53,407.41,RURAL_LOW_DENSITY
2026,EUHH2026000159,PT,HU43,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,6,0,0,63.57,1.02,1,CABLE,ET,NONE,8,1384.45,RURAL_AGRI
2019,EUHH2019000160,SK,DE4,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,10.94,1.51,1,FIBER,PL,SEVERE,78,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000161,ES,BG36,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,69.15,2.25,2,DSL,LV,SOME,20,211.52,COASTAL_TOURISM
2021,EUHH2021000162,AT,FR71,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,33.1,0.79,2,MOBILE,RO,NONE,27,26.43,URBAN_HIGH_INCOME
2022,EUHH2022000163,BG,DE475,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,0,0,69.79,2.01,2,NONE,LT,SEVERE,72,176.25,URBAN_MIXED
2023,EUHH2023000164,CY,ES27,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,0,0,0,29.76,1.35,3,CABLE,NL,SOME,55,0.0,RURAL_LOW_DENSITY
2024,EUHH2024000165,DK,HU92,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,3,1,0,31.06,1.52,1,FIBER,GA,NONE,42,125.2,RURAL_AGRI
2025,EUHH2025000166,FI,SK9,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,2,0,0,16.94,2.26,1,DSL,SV,SEVERE,27,208.81,INTERMEDIATE_TOWNS
2026,EUHH2026000167,DE,FI885,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,2,0,0,59.0,1.73,2,MOBILE,MT,SOME,23,1235.8,COASTAL_TOURISM
2019,EUHH2019000168,HU,LV928,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,34.05,1.95,1,NONE,FI,NONE,32,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000169,IT,SK888,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,60.18,1.38,3,CABLE,SK,SEVERE,58,472.93,URBAN_MIXED
2021,EUHH2021000170,LT,CZ333,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,1,0,0,69.9,1.09,1,FIBER,EL,SOME,15,1003.54,RURAL_LOW_DENSITY
2022,EUHH2022000171,MT,PL767,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,1,0,49.42,1.25,3,DSL,SL,NONE,36,132.5,RURAL_AGRI
2023,EUHH2023000172,PL,ES600,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,1,0,0,66.44,2.22,0,MOBILE,HU,SEVERE,41,421.33,INTERMEDIATE_TOWNS
2024,EUHH2024000173,RO,MT487,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,1,0,0,68.7,1.71,0,NONE,CY,SOME,57,1334.96,COASTAL_TOURISM
2025,EUHH2025000174,SI,NL831,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,0,1,0,17.79,1.69,0,CABLE,CS,NONE,24,0.0,URBAN_HIGH_INCOME
2026,EUHH2026000175,SE,HR479,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,5,0,0,12.48,0.82,0,FIBER,EN,SEVERE,44,188.05,URBAN_MIXED
2019,EUHH2019000176,BE,LU341,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,45.85,1.04,3,DSL,PT,SOME,38,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000177,HR,LT525,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,35.19,0.94,0,MOBILE,DE,NONE,23,1366.82,RURAL_AGRI
2021,EUHH2021000178,CZ,CY281,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,66.57,1.18,2,NONE,BG,SEVERE,36,304.05,INTERMEDIATE_TOWNS
2022,EUHH2022000179,EE,HR69,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,0,0,47.11,2.29,4,CABLE,FR,SOME,55,718.15,COASTAL_TOURISM
2023,EUHH2023000180,FR,RO292,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,2,0,0,45.92,2.64,3,FIBER,HR,NONE,76,770.73,URBAN_HIGH_INCOME
2024,EUHH2024000181,GR,LU79,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,5,1,0,63.0,0.8,1,DSL,ES,SEVERE,26,330.9,URBAN_MIXED
2025,EUHH2025000182,IE,AT582,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,3,0,0,41.46,2.37,4,MOBILE,DA,SOME,17,1217.68,RURAL_LOW_DENSITY
2026,EUHH2026000183,LV,SI3,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,6,0,0,16.12,2.69,3,NONE,IT,NONE,15,904.54,RURAL_AGRI
2019,EUHH2019000184,LU,RO131,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,9.58,2.48,2,CABLE,ET,SEVERE,79,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000185,NL,LU36,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,0,0,0,60.71,1.37,2,FIBER,PL,SOME,58,0.0,COASTAL_TOURISM
2021,EUHH2021000186,PT,DK40,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,2,0,0,32.46,0.87,3,DSL,LV,NONE,5,1194.33,URBAN_HIGH_INCOME
2022,EUHH2022000187,SK,DK634,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,3,0,0,66.66,2.74,1,MOBILE,RO,SEVERE,50,43.87,URBAN_MIXED
2023,EUHH2023000188,ES,CY21,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,3,0,0,16.96,0.95,4,NONE,LT,SOME,58,849.46,RURAL_LOW_DENSITY
2024,EUHH2024000189,AT,BG380,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,5,0,0,24.95,0.79,0,CABLE,NL,NONE,72,1370.4,RURAL_AGRI
2025,EUHH2025000190,BG,HU8,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,3,1,0,65.82,1.95,4,FIBER,GA,SEVERE,24,237.04,INTERMEDIATE_TOWNS
2026,EUHH2026000191,CY,LT7,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,2,0,0,34.37,1.92,4,DSL,SV,SOME,64,502.48,COASTAL_TOURISM
2019,EUHH2019000192,DK,NL568,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,32.53,0.63,0,MOBILE,MT,NONE,28,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000193,FI,EE27,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,52.84,2.7,0,NONE,FI,SEVERE,10,276.01,URBAN_MIXED
2021,EUHH2021000194,DE,IT44,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,1,0,0,35.47,0.65,1,CABLE,SK,SOME,29,1309.9,RURAL_LOW_DENSITY
2022,EUHH2022000195,HU,DK79,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,3,0,0,28.57,1.86,2,FIBER,EL,NONE,12,1041.35,RURAL_AGRI
2023,EUHH2023000196,IT,MT116,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,1,0,0,15.01,2.7,3,DSL,SL,SEVERE,19,220.75,INTERMEDIATE_TOWNS
2024,EUHH2024000197,LT,PT4,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,0,0,0,20.76,2.22,1,MOBILE,HU,SOME,28,0.0,COASTAL_TOURISM
2025,EUHH2025000198,MT,SE26,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,1,0,0,45.12,1.39,0,NONE,CY,NONE,15,1435.96,URBAN_HIGH_INCOME
2026,EUHH2026000199,PL,LT2,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,5,0,0,45.3,1.69,3,CABLE,CS,SEVERE,31,811.61,URBAN_MIXED
2019,EUHH2019000200,RO,SK6,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,34.75,0.95,4,FIBER,EN,SOME,59,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000201,SI,LV85,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,68.72,2.67,1,DSL,PT,NONE,31,587.25,RURAL_AGRI
2021,EUHH2021000202,SE,SK4,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,40.84,1.24,1,MOBILE,DE,SEVERE,75,1155.57,INTERMEDIATE_TOWNS
2022,EUHH2022000203,BE,IT564,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,0,0,60.11,1.5,0,NONE,BG,SOME,38,383.6,COASTAL_TOURISM
2023,EUHH2023000204,HR,IE846,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,2,0,0,29.49,1.61,1,CABLE,FR,NONE,3,1347.59,URBAN_HIGH_INCOME
2024,EUHH2024000205,CZ,PL424,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,1,0,0,29.84,0.74,4,FIBER,HR,SEVERE,38,1214.23,URBAN_MIXED
2025,EUHH2025000206,EE,SK82,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,4,0,0,43.19,2.15,1,DSL,ES,SOME,6,259.76,RURAL_LOW_DENSITY
2026,EUHH2026000207,FR,IE317,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,4,0,0,9.09,0.62,0,MOBILE,DA,NONE,66,407.53,RURAL_AGRI
2019,EUHH2019000208,GR,EE792,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,19.2,0.86,2,NONE,IT,SEVERE,10,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000209,IE,DK81,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,50.85,0.86,0,CABLE,ET,SOME,56,886.32,COASTAL_TOURISM
2021,EUHH2021000210,LV,FR72,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,1,0,0,63.03,0.65,2,FIBER,PL,NONE,0,1498.02,URBAN_HIGH_INCOME
2022,EUHH2022000211,LU,DE417,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,0,0,42.14,1.35,2,DSL,LV,SEVERE,36,358.57,URBAN_MIXED
2023,EUHH2023000212,NL,HR685,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,4,1,0,11.29,2.45,1,MOBILE,RO,SOME,73,837.67,RURAL_LOW_DENSITY
2024,EUHH2024000213,PT,DE3,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,5,0,0,14.24,1.74,2,NONE,LT,NONE,14,1194.28,RURAL_AGRI
2025,EUHH2025000214,SK,DE312,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,3,1,0,29.55,1.07,3,CABLE,NL,SEVERE,22,409.51,INTERMEDIATE_TOWNS
2026,EUHH2026000215,ES,SE2,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,0,0,0,39.21,1.33,0,FIBER,GA,SOME,54,0.0,COASTAL_TOURISM
2019,EUHH2019000216,AT,MT7,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,13.63,1.71,1,DSL,SV,NONE,62,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000217,BG,FR699,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,0,0,0,68.63,2.22,3,MOBILE,MT,SEVERE,37,0.0,URBAN_MIXED
2021,EUHH2021000218,CY,SI55,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,0,0,0,7.45,1.65,1,NONE,FI,SOME,22,0.0,RURAL_LOW_DENSITY
2022,EUHH2022000219,DK,IT616,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,0,0,26.75,1.19,2,CABLE,SK,NONE,16,540.19,RURAL_AGRI
2023,EUHH2023000220,FI,BG84,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,4,0,0,39.22,0.78,3,FIBER,EL,SEVERE,29,472.23,INTERMEDIATE_TOWNS
2024,EUHH2024000221,DE,RO9,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,4,1,0,56.93,1.51,2,DSL,SL,SOME,55,615.81,COASTAL_TOURISM
2025,EUHH2025000222,HU,PL729,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,4,0,0,36.13,2.41,1,MOBILE,HU,NONE,79,88.05,URBAN_HIGH_INCOME
2026,EUHH2026000223,IT,SI396,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,0,0,0,62.68,2.43,0,NONE,CY,SEVERE,43,0.0,URBAN_MIXED
2019,EUHH2019000224,LT,ES340,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,55.2,2.63,2,CABLE,CS,SOME,15,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000225,MT,ES3,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,11.4,1.41,0,FIBER,EN,NONE,15,1239.96,RURAL_AGRI
2021,EUHH2021000226,PL,EE721,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,0,0,0,11.09,1.44,1,DSL,PT,SEVERE,24,0.0,INTERMEDIATE_TOWNS
2022,EUHH2022000227,RO,DK4,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,3,0,0,21.25,1.34,4,MOBILE,DE,SOME,50,764.06,COASTAL_TOURISM
2023,EUHH2023000228,SI,FI7,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,4,0,0,11.33,1.2,0,NONE,BG,NONE,68,170.53,URBAN_HIGH_INCOME
2024,EUHH2024000229,SE,CY855,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,1,0,0,26.88,1.1,0,CABLE,FR,SEVERE,51,742.77,URBAN_MIXED
2025,EUHH2025000230,BE,PT28,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,3,0,0,14.29,0.81,4,FIBER,HR,SOME,74,270.11,RURAL_LOW_DENSITY
2026,EUHH2026000231,HR,PT628,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,4,0,0,41.06,1.2,3,DSL,ES,NONE,65,1157.21,RURAL_AGRI
2019,EUHH2019000232,CZ,BE539,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,34.89,0.8,0,MOBILE,DA,SEVERE,78,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000233,EE,FR73,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,59.84,1.77,2,NONE,IT,SOME,63,1004.24,COASTAL_TOURISM
2021,EUHH2021000234,FR,LU26,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,53.57,1.37,0,CABLE,ET,NONE,1,972.6,URBAN_HIGH_INCOME
2022,EUHH2022000235,GR,HU595,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,3,0,0,21.61,1.11,0,FIBER,PL,SEVERE,80,832.13,URBAN_MIXED
2023,EUHH2023000236,IE,SI802,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,1,0,0,15.7,0.81,0,DSL,LV,SOME,10,1045.87,RURAL_LOW_DENSITY
2024,EUHH2024000237,LV,ES541,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,5,0,0,25.22,2.55,0,MOBILE,RO,NONE,38,1106.95,RURAL_AGRI
2025,EUHH2025000238,LU,PL83,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,0,0,0,24.21,1.44,3,NONE,LT,SEVERE,68,0.0,INTERMEDIATE_TOWNS
2026,EUHH2026000239,NL,CY843,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,5,0,0,14.53,1.32,3,CABLE,NL,SOME,28,450.48,COASTAL_TOURISM
2019,EUHH2019000240,PT,RO1,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,53.79,2.27,0,FIBER,GA,NONE,75,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000241,SK,CY779,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,32.29,2.18,4,DSL,SV,SEVERE,28,370.11,URBAN_MIXED
2021,EUHH2021000242,ES,CY612,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,5.47,1.17,4,MOBILE,MT,SOME,46,133.93,RURAL_LOW_DENSITY
2022,EUHH2022000243,AT,NL130,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,0,1,0,7.85,0.66,3,NONE,FI,NONE,49,0.0,RURAL_AGRI
2023,EUHH2023000244,BG,FR38,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,0,0,0,30.16,2.65,3,CABLE,SK,SEVERE,51,0.0,INTERMEDIATE_TOWNS
2024,EUHH2024000245,CY,DK50,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,4,0,0,60.56,1.28,4,FIBER,EL,SOME,17,1193.87,COASTAL_TOURISM
2025,EUHH2025000246,DK,MT742,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,0,0,0,38.94,0.88,2,DSL,SL,NONE,66,0.0,URBAN_HIGH_INCOME
2026,EUHH2026000247,FI,AT9,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,6,0,0,38.27,1.78,4,MOBILE,HU,SEVERE,50,906.55,URBAN_MIXED
2019,EUHH2019000248,DE,FR201,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,55.75,1.16,2,NONE,CY,SOME,7,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000249,HU,BG39,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,29.04,0.91,2,CABLE,CS,NONE,63,1134.05,RURAL_AGRI
2021,EUHH2021000250,IT,RO365,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,1,0,0,10.39,1.09,4,FIBER,EN,SEVERE,52,1280.18,INTERMEDIATE_TOWNS
2022,EUHH2022000251,LT,SK498,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,0,0,14.93,2.16,4,DSL,PT,SOME,9,612.25,COASTAL_TOURISM
2023,EUHH2023000252,MT,CZ64,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,4,0,0,42.97,2.63,0,MOBILE,DE,NONE,61,1103.41,URBAN_HIGH_INCOME
2024,EUHH2024000253,PL,NL78,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,1,0,0,9.44,1.97,0,NONE,BG,SEVERE,56,83.84,URBAN_MIXED
2025,EUHH2025000254,RO,GR8,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,6,0,0,69.26,1.76,3,CABLE,FR,SOME,31,1226.63,RURAL_LOW_DENSITY
2026,EUHH2026000255,SI,CZ358,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,1,1,0,40.46,1.4,4,FIBER,HR,NONE,73,323.19,RURAL_AGRI
2019,EUHH2019000256,SE,NL796,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,38.38,1.15,0,DSL,ES,SEVERE,39,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000257,BE,CZ679,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,7.56,2.5,2,MOBILE,DA,SOME,58,132.53,COASTAL_TOURISM
2021,EUHH2021000258,HR,HR248,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,15.33,1.52,3,NONE,IT,NONE,44,576.15,URBAN_HIGH_INCOME
2022,EUHH2022000259,CZ,ES195,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,0,0,49.24,1.29,3,CABLE,ET,SEVERE,53,686.33,URBAN_MIXED
2023,EUHH2023000260,EE,BG268,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,2,0,0,56.53,0.85,0,FIBER,PL,SOME,15,210.52,RURAL_LOW_DENSITY
2024,EUHH2024000261,FR,HR801,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,3,1,0,38.95,2.05,2,DSL,LV,NONE,80,789.7,RURAL_AGRI
2025,EUHH2025000262,GR,AT151,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,4,1,0,28.87,1.53,4,MOBILE,RO,SEVERE,23,1206.0,INTERMEDIATE_TOWNS
2026,EUHH2026000263,IE,HR319,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,3,1,0,51.89,1.35,2,NONE,LT,SOME,58,631.54,COASTAL_TOURISM
2019,EUHH2019000264,LV,BG905,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,6.84,2.17,1,CABLE,NL,NONE,24,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000265,LU,FR283,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,61.66,1.94,4,FIBER,GA,SEVERE,33,803.27,URBAN_MIXED
2021,EUHH2021000266,NL,CY510,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,2,0,0,38.52,0.74,3,DSL,SV,SOME,66,1110.64,RURAL_LOW_DENSITY
2022,EUHH2022000267,PT,MT10,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,1,0,0,58.24,1.05,1,MOBILE,MT,NONE,20,889.0,RURAL_AGRI
2023,EUHH2023000268,SK,FI8,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,4,0,0,37.24,1.42,1,NONE,FI,SEVERE,15,1036.41,INTERMEDIATE_TOWNS
