tax_sales_collection_month,tax_sales_tax_jurisdiction_code,tax_sales_tax_base_category,tax_sales_tax_rate_pct,tax_sales_gross_taxable_sales_usd,tax_sales_tax_collected_usd,tax_sales_vendor_count_reporting,tax_sales_filing_frequency_type,tax_sales_late_filing_rate_pct,tax_sales_penalties_assessed_usd,tax_sales_interest_assessed_usd,tax_sales_exempt_sales_usd,tax_sales_ecommerce_sales_share_pct,tax_sales_marketplace_facilitator_flag,tax_sales_audit_assessment_total_usd,tax_sales_compliance_gap_estimate,tax_sales_seasonality_index,tax_sales_holiday_sales_event_flag,tax_sales_refunds_issued_usd,tax_sales_data_certification_level
2022-02,JUR0000122,LODGING,3.001,16573054285.45,370922468.25,20321,MIXED,14.77,1242637556.26,744920930.85,4181637130.0,75.37,0,9141082990.86,0.8612,0.7248,1,1586934011.44,PROVISIONAL
2022-03,JUR0000123,SERVICES,11.639,216805282395.13,20495232778.55,204976,QUARTERLY,13.52,1667026628.49,140065976.72,66722454209.5,56.39,0,2245992716.99,0.0015,0.9142,0,8840485643.04,CERTIFIED
2022-04,JUR0000124,TOBACCO,8.868,144821829239.88,12384532860.63,377730,MONTHLY,17.32,2014452239.75,773878086.17,26938399463.38,78.74,0,4852883512.83,0.538,1.0806,0,8184247113.11,CERTIFIED
2022-05,JUR0000125,FUEL,5.586,183195926796.12,7377271532.68,281908,MONTHLY,3.3,2156751567.11,10677582.97,31031649996.72,52.16,1,5775781337.0,0.5341,0.6837,0,3332379979.51,CERTIFIED
2022-06,JUR0000126,FUEL,9.585,49631680927.3,4419661961.44,111587,QUARTERLY,16.86,601645268.21,652625853.35,7954315142.87,32.69,1,8210076526.74,0.2959,1.295,0,2633439080.45,CERTIFIED
2022-07,JUR0000127,LODGING,11.169,6493079175.8,629861462.17,280327,QUARTERLY,1.25,1316624388.18,317820051.31,1316824290.64,72.08,0,9584597029.24,0.2612,0.6589,1,875396445.26,AUDITED
2022-08,JUR0000128,ALCOHOL,2.882,27896736185.43,566462934.66,6076,MONTHLY,6.64,2344245904.94,303016470.02,621759765.82,84.19,0,3063675304.44,0.1427,1.1962,0,5079625580.63,CERTIFIED
2022-09,JUR0000129,GROCERY,0.355,14510090229.11,49278916.32,92053,MONTHLY,12.36,1298400330.95,550777463.3,2411426187.72,45.23,0,2444124177.0,0.1381,1.2928,0,1404867920.7,CERTIFIED
2022-10,JUR0000130,GROCERY,2.357,226288790091.85,5089512944.12,351982,QUARTERLY,5.12,241111432.29,651794255.24,23061745379.6,78.75,1,6360135807.53,0.3268,1.248,0,6267001991.29,CERTIFIED
2022-11,JUR0000131,ALCOHOL,0.554,189103787821.62,824109253.07,343798,QUARTERLY,7.82,403504001.82,607385318.43,27013548974.23,33.31,1,8911284425.47,0.3212,0.6904,0,4365560628.25,CERTIFIED
2022-12,JUR0000132,TOBACCO,10.057,91470525547.11,8528557497.97,344621,MONTHLY,2.04,573271162.48,383080579.5,7040820074.57,36.24,0,7389750934.99,0.8703,0.6263,0,603432227.01,PROVISIONAL
2023-01,JUR0000133,AUTO,9.006,191651014867.04,13834795191.51,133607,QUARTERLY,13.27,267927596.37,461565912.22,65914626077.32,51.69,0,7938627992.43,0.4178,1.3172,0,7648623559.57,CERTIFIED
2023-02,JUR0000134,SERVICES,1.752,187270789125.92,2830079166.67,280610,QUARTERLY,15.91,1198862311.52,692387484.46,37572042642.21,56.33,0,6812086500.93,0.1757,0.6874,0,3067508426.01,CERTIFIED
2023-03,JUR0000135,DIGITAL_GOODS,9.591,26437960432.28,2280230826.43,22327,MONTHLY,12.42,869530914.09,448654082.17,8568163898.32,17.5,0,4786398559.53,0.9555,0.8535,1,4800037096.69,AUDITED
2023-04,JUR0000136,AUTO,2.563,43337696605.68,910840773.98,203588,MIXED,0.32,246837421.68,716834961.76,4958999858.77,28.93,1,3243695930.06,0.6657,1.1736,0,7218955666.66,PROVISIONAL
2023-05,JUR0000137,GENERAL,4.16,94704927346.97,3258182731.06,398494,QUARTERLY,10.01,2148069061.96,540241492.46,21760368344.76,13.87,1,1989423118.96,0.8955,1.3242,0,6223918293.75,CERTIFIED
2023-06,JUR0000138,GENERAL,7.859,10260287567.16,569908154.92,235629,MONTHLY,3.59,131153416.9,448479024.77,1587337412.69,46.62,0,4348809958.89,0.2711,1.4137,1,6084437415.07,AUDITED
2023-07,JUR0000139,AUTO,5.519,82736581516.94,3919625542.86,191210,MONTHLY,14.54,1786437801.57,790463391.33,16058832599.5,82.74,0,599666422.1,0.3749,1.3604,0,3892357428.54,PROVISIONAL
2023-08,JUR0000140,ALCOHOL,2.815,80100372082.75,1683651566.53,155361,MONTHLY,14.94,2007651209.94,139454510.6,4749973517.91,8.08,0,6200371679.36,0.0995,0.8868,1,5803208820.34,AUDITED
2023-09,JUR0000141,AUTO,7.637,27712410069.57,1912408315.33,189028,ANNUAL,10.44,231019518.12,77091674.91,9578422154.11,57.41,0,8583561998.71,0.4822,0.6061,0,4387343404.58,CERTIFIED
2023-10,JUR0000142,RESTAURANT,2.78,221818222900.9,5645188890.5,399380,ANNUAL,16.28,2325756080.82,630473757.95,52151103932.14,80.45,1,2925272783.64,0.084,0.9815,0,370224094.23,PROVISIONAL
2023-11,JUR0000143,GROCERY,10.26,248242154300.63,22673951795.62,317868,ANNUAL,5.5,1621718411.5,477328003.37,50845904565.78,15.35,1,7989424171.73,0.5325,0.7804,0,7952818014.61,UNCERTIFIED
2023-12,JUR0000144,FUEL,11.034,176251444049.46,13695629529.08,148727,MONTHLY,2.21,273903721.92,387915270.54,10558489422.4,54.09,0,9833103431.83,0.0347,1.0473,0,7367549757.99,CERTIFIED
2024-01,JUR0000145,AUTO,2.697,182997350198.11,4413221381.19,57567,MONTHLY,2.25,1812241882.82,424422873.22,48806390264.62,59.48,0,6741870893.54,0.6193,0.7053,0,6908697396.03,AUDITED
2024-02,JUR0000146,RESTAURANT,2.789,170494956232.35,3490018200.58,424754,MONTHLY,9.8,2287793006.67,342954888.75,8460004066.41,16.75,0,9977002998.7,0.7479,0.9699,0,3580893413.15,PROVISIONAL
2024-03,JUR0000147,LODGING,9.486,168389975687.17,14490160049.06,414104,ANNUAL,6.24,2417705231.93,669243373.57,8930141719.21,8.78,0,9915256771.98,0.9747,1.3024,0,1992545670.97,CERTIFIED
2024-04,JUR0000148,AUTO,2.685,13087666263.19,263769604.15,216321,MONTHLY,9.18,912041184.54,176327543.06,1914525809.64,26.11,0,9062347923.53,0.9419,0.9179,0,5709000502.4,PROVISIONAL
2024-05,JUR0000149,FUEL,8.767,207927879818.02,14935922749.4,328876,MONTHLY,2.04,1675321120.06,424536430.23,48317334668.44,46.56,0,1304290641.25,0.1233,0.8503,0,7135014949.42,AUDITED
2024-06,JUR0000150,GROCERY,5.525,107968768849.41,5469673670.05,79555,QUARTERLY,2.25,117055090.61,365715055.34,22073648576.87,55.05,0,9806333644.45,0.9352,1.4591,0,8705055176.82,CERTIFIED
2024-07,JUR0000151,GROCERY,0.337,145226583512.33,471181372.48,387764,MONTHLY,17.91,2392639948.56,421959010.03,49380432901.37,63.87,1,6821274449.47,0.4289,1.4403,0,2404154057.35,PROVISIONAL
2024-08,JUR0000152,AUTO,9.564,123083731092.11,10351205732.47,320164,QUARTERLY,0.72,1520040618.12,844457212.15,26975203166.52,72.34,1,1976625858.54,0.2515,0.997,0,3249483471.53,CERTIFIED
2024-09,JUR0000153,TOBACCO,7.716,96148577919.1,5389806658.35,88853,ANNUAL,14.6,943774087.9,764130879.02,32928446941.24,74.21,0,9897958577.88,0.3993,0.7769,0,4130829466.64,CERTIFIED
2024-10,JUR0000154,DIGITAL_GOODS,4.669,195361016875.36,8321427652.26,271579,MONTHLY,14.79,91529973.37,297601436.42,51200387015.71,51.72,0,10210644452.56,0.6416,1.243,0,1215944465.79,UNCERTIFIED
2024-11,JUR0000155,GENERAL,5.023,200856705987.79,9630832188.27,59953,MONTHLY,9.44,1333854940.12,786257186.17,13521091993.25,3.85,0,3365359307.74,0.7585,0.8803,0,2339584411.64,PROVISIONAL
2024-12,JUR0000156,TOBACCO,2.244,18317009738.7,355648031.06,226807,MONTHLY,11.85,2435289691.78,800400314.1,1751634877.71,46.29,0,8094019543.56,0.6903,0.7386,0,5112590595.78,PROVISIONAL
2025-01,JUR0000157,RESTAURANT,9.13,207341360027.37,16942162294.32,233218,MONTHLY,13.6,2053024088.84,396082992.77,70832764763.96,78.69,1,2633173209.51,0.9989,0.9892,0,3154092603.3,CERTIFIED
2025-02,JUR0000158,AUTO,3.061,201806164512.92,5146349724.59,213858,MONTHLY,5.63,1605983830.51,517585652.46,64675694629.57,58.89,1,2976061712.95,0.7275,0.7771,1,4388534050.21,CERTIFIED
2025-03,JUR0000159,LODGING,2.75,217546683620.21,4846503062.33,415847,MONTHLY,15.75,1403697705.98,114243755.22,46143979246.92,27.48,0,6205713034.84,0.0481,1.1465,0,3707244801.96,UNCERTIFIED
2025-04,JUR0000160,TOBACCO,9.186,220509865000.88,14531072875.76,419619,MIXED,13.14,1417216958.05,813621242.93,73054388768.24,75.69,0,4105733983.25,0.6211,0.6388,0,1416591443.54,UNCERTIFIED
2025-05,JUR0000161,RESTAURANT,9.289,125427824252.57,11328063712.35,170332,QUARTERLY,10.99,1394444032.33,167521324.77,26756298244.8,50.69,0,10833871942.37,0.0412,1.021,1,8919414676.25,UNCERTIFIED
2025-06,JUR0000162,GROCERY,7.046,31269764291.59,1754927469.53,63217,MONTHLY,9.09,2268843984.56,511355229.19,7575527186.4,70.87,0,5091938281.66,0.3423,1.4119,0,7361456497.74,CERTIFIED
2025-07,JUR0000163,FUEL,10.083,20843816761.44,1579200961.69,2733,MIXED,10.49,230049997.86,637455387.93,4451839063.23,66.57,1,809553719.21,0.3147,1.2624,0,5322420038.33,PROVISIONAL
2025-08,JUR0000164,GROCERY,9.911,216831455760.64,20443764232.43,157673,QUARTERLY,14.87,626736455.04,34889022.02,70150406342.76,28.78,1,5029569904.72,0.8359,1.1528,1,5308441140.54,AUDITED
2025-09,JUR0000165,ALCOHOL,5.834,211742522739.91,9176576446.2,288922,QUARTERLY,2.09,1337057597.23,471346698.52,15786180296.42,27.99,0,9865622494.07,0.4292,0.7711,0,4636050671.61,UNCERTIFIED
2025-10,JUR0000166,AUTO,8.906,219735601281.41,18573195955.5,10686,MONTHLY,5.66,1374250971.92,644695158.43,3234700027.9,6.76,1,6606301468.01,0.1442,0.9142,1,8877634391.52,CERTIFIED
2025-11,JUR0000167,LODGING,11.292,30651160070.87,2625579526.12,159467,MONTHLY,1.84,1466405495.32,675959006.21,6264938529.86,61.53,0,5455855151.27,0.4587,1.2192,0,8982862700.49,PROVISIONAL
2025-12,JUR0000168,SERVICES,0.67,226702931370.86,1181383641.0,98207,MONTHLY,0.14,1664483478.75,608060039.45,21428827878.99,40.19,1,10252183955.02,0.3372,0.7766,1,6409990756.52,CERTIFIED
2026-01,JUR0000169,SERVICES,2.148,119630335313.81,2082720560.24,441153,MONTHLY,0.45,1964049476.25,834607828.19,15704076861.9,21.07,0,10735459781.58,0.9063,1.2312,0,7399198183.41,CERTIFIED
2026-02,JUR0000170,TOBACCO,1.63,169635369185.17,2612235546.33,192853,MONTHLY,13.37,2370593785.82,301073271.1,52688966943.28,71.97,0,10708271140.74,0.9566,1.2226,0,7728399026.2,CERTIFIED
2026-03,JUR0000171,RESTAURANT,8.478,127732131437.72,8662795474.73,268260,MONTHLY,6.54,2151743756.49,419354519.11,36327996694.6,74.94,1,1130902957.03,0.3328,1.3284,0,3075077522.33,PROVISIONAL
2026-04,JUR0000172,GROCERY,11.333,232149420530.33,24359115266.35,264808,QUARTERLY,4.21,1839982238.35,674518213.66,31920926448.56,37.07,0,54708523.97,0.7432,1.1616,0,1908854681.01,AUDITED
2026-05,JUR0000173,DIGITAL_GOODS,11.878,226037700580.09,21173553897.36,228194,MONTHLY,2.36,1884575157.93,732004586.91,18227475887.12,51.32,0,10193027526.64,0.9733,1.1734,1,930801020.31,PROVISIONAL
2026-06,JUR0000174,FUEL,6.716,3689246612.59,230580625.05,238229,MONTHLY,8.34,2190936210.45,655497423.5,194753648.72,42.39,0,11110939668.72,0.8226,0.944,1,4767022261.28,UNCERTIFIED
2026-07,JUR0000175,RESTAURANT,11.433,106693317925.17,11667953464.4,201411,QUARTERLY,1.92,1157834791.81,815103824.2,11158978664.15,25.49,0,6074617296.09,0.1405,0.6398,0,1140079742.77,PROVISIONAL
2026-08,JUR0000176,TOBACCO,0.832,132093017963.86,905542338.26,245046,QUARTERLY,3.17,1550511366.28,251852154.99,22013075248.55,27.92,0,4581358531.42,0.4203,1.3293,1,980651220.36,PROVISIONAL
2026-09,JUR0000177,SERVICES,10.459,173429148640.48,13524424005.22,107578,MONTHLY,9.55,1562862151.51,204367697.86,28341159732.56,18.13,0,9977385954.05,0.2853,0.6948,0,6349639758.2,UNCERTIFIED
2026-10,JUR0000178,FUEL,1.039,216224051745.41,2017778691.93,13554,MONTHLY,5.86,2355738939.79,75881363.18,18988932512.53,60.7,1,1415167411.32,0.2603,1.3411,0,4238829308.21,UNCERTIFIED
2026-11,JUR0000179,GENERAL,6.49,58528377116.11,3657690943.63,283277,QUARTERLY,8.98,600535301.07,517844811.95,4433994846.76,3.2,1,8283665610.68,0.0037,1.1762,0,2506688546.59,UNCERTIFIED
2026-12,JUR0000180,GROCERY,1.311,82998079929.98,963892008.11,90386,MONTHLY,1.76,728442731.03,619904257.28,28963033769.46,16.49,0,5793547146.46,0.2057,1.0304,0,3905176972.67,CERTIFIED
2027-01,JUR0000181,RESTAURANT,7.804,107269398653.77,6280456852.29,392569,MONTHLY,13.85,552639726.79,11296669.03,10965320103.84,5.52,1,3611887269.86,0.5896,1.1272,0,1275961522.19,UNCERTIFIED
2027-02,JUR0000182,DIGITAL_GOODS,3.482,237418346112.34,7635453200.62,358554,MONTHLY,6.55,2006580241.15,156094116.24,340117401.35,25.56,1,9513544177.02,0.776,1.4655,0,7722200681.93,UNCERTIFIED
2027-03,JUR0000183,AUTO,2.425,111903301145.45,2070961321.99,283604,MONTHLY,16.9,1839684654.05,364244296.44,20935701245.14,43.73,1,7614038948.45,0.1605,0.6676,0,59888503.48,PROVISIONAL
2027-04,JUR0000184,TOBACCO,1.386,118375010700.35,1496551111.83,410378,QUARTERLY,9.26,2477227034.13,844018171.78,2040157616.84,73.53,1,11575806188.46,0.3817,1.117,0,1278132041.88,PROVISIONAL
2027-05,JUR0000185,SERVICES,10.018,144479508702.86,12392305353.97,435044,MONTHLY,8.46,960776551.41,36495096.41,18315211465.11,35.28,0,4984261472.84,0.5226,0.804,1,890708800.91,CERTIFIED
2027-06,JUR0000186,RESTAURANT,4.407,14820771866.27,479564314.56,177030,MIXED,6.07,1742852213.79,500036829.4,3978443053.47,6.94,0,11005924493.05,0.6593,0.8677,1,2899289216.29,CERTIFIED
2027-07,JUR0000187,FUEL,11.989,249737823985.94,22050329485.39,84011,MONTHLY,16.22,1254081134.56,516109241.11,87172352926.56,60.43,0,117569980.07,0.6414,1.4442,0,7653627838.41,UNCERTIFIED
2027-08,JUR0000188,AUTO,6.607,79927324765.72,3994935084.86,309011,MONTHLY,17.5,1885457916.24,720494062.27,2684065011.88,36.99,0,10117694068.51,0.2949,0.6721,0,4645773552.77,AUDITED
2027-09,JUR0000189,GENERAL,2.514,122291436904.53,2454495461.87,72863,MONTHLY,4.71,1180948768.9,237553528.34,7368854305.3,51.94,0,9710289789.49,0.515,1.4285,1,7291799883.19,UNCERTIFIED
2027-10,JUR0000190,RESTAURANT,11.686,218300082551.6,20597358731.6,243069,QUARTERLY,7.87,69628800.85,207173486.72,47779068943.43,30.6,0,10794708033.11,0.8235,1.3821,0,6883603.56,PROVISIONAL
2027-11,JUR0000191,TOBACCO,1.879,134662623059.05,1978039170.16,205969,QUARTERLY,7.54,975615584.29,758611229.41,22141240740.88,28.72,0,11894637909.75,0.5271,1.2482,0,244086804.13,CERTIFIED
2027-12,JUR0000192,SERVICES,2.203,182318127426.29,2925440426.79,207131,MONTHLY,6.04,1080843909.55,807961206.36,57533803228.47,65.81,0,7745376102.17,0.8385,1.3131,0,4712056035.86,CERTIFIED
2028-01,JUR0000193,FUEL,9.301,141020370603.42,10714327974.05,41708,QUARTERLY,1.9,1255494973.03,334996268.31,1201356718.38,5.96,1,11741852991.82,0.516,1.2371,0,5973223875.14,CERTIFIED
2028-02,JUR0000194,DIGITAL_GOODS,10.073,223991471341.78,16128900938.06,298095,QUARTERLY,16.07,128355324.32,404949957.11,41573728159.14,66.72,0,5248558846.13,0.1787,1.1619,1,8693586718.87,UNCERTIFIED
2028-03,JUR0000195,FUEL,10.872,183061584498.26,18992802878.67,358460,MONTHLY,13.94,1914938532.67,792568959.64,4209797420.59,20.3,1,4590363416.4,0.7543,1.178,1,3839413590.01,CERTIFIED
2028-04,JUR0000196,FUEL,10.427,70489037257.87,6589545167.15,171916,QUARTERLY,5.97,949681651.84,792845575.98,24207803775.47,31.19,1,3374671665.68,0.2953,0.7246,1,7255100933.64,CERTIFIED
2028-05,JUR0000197,LODGING,3.889,91224676082.05,2679612361.44,244800,MIXED,15.27,1296497480.28,60509433.28,1697562950.35,24.43,0,8610197742.11,0.8683,1.13,0,578028420.55,UNCERTIFIED
2028-06,JUR0000198,TOBACCO,2.597,84216898324.38,1993739088.74,359254,MONTHLY,15.63,1376913251.45,177246785.8,2912571743.89,41.07,0,4267342296.14,0.1152,1.3998,0,5760497402.36,CERTIFIED
2028-07,JUR0000199,AUTO,7.374,33651490079.55,2259720020.79,145011,MONTHLY,8.55,973031994.48,294052996.28,9510670798.85,20.57,0,11925542459.69,0.5128,0.8166,0,5572443846.61,PROVISIONAL
2028-08,JUR0000200,GROCERY,10.045,99339569289.43,9635343493.4,337551,MONTHLY,9.19,151906113.94,111337597.79,12653936125.89,5.07,1,8408567897.55,0.6375,1.4667,0,8166024381.9,PROVISIONAL
2028-09,JUR0000201,GENERAL,5.107,43444434421.69,1894934411.03,281970,MONTHLY,16.81,899251023.09,256758057.94,12810760771.31,69.32,1,8533703680.37,0.7841,0.719,0,5743859506.25,AUDITED
2028-10,JUR0000202,LODGING,8.323,60666738116.9,4848118827.38,197897,MONTHLY,3.36,1392486181.08,456514765.27,1934602518.34,5.76,1,10457298177.16,0.0719,0.6843,1,1724744415.11,PROVISIONAL
2028-11,JUR0000203,TOBACCO,2.044,210524237118.32,4190959355.81,280868,MONTHLY,12.49,301173006.53,34038205.47,5077736054.36,50.53,0,7685455723.08,0.6937,1.369,0,5842432128.83,UNCERTIFIED
2028-12,JUR0000204,AUTO,7.212,224450486352.77,14351099816.3,129634,MONTHLY,7.74,2102365752.58,482887031.85,65910182861.81,44.64,0,10994953172.2,0.2749,1.2432,0,2102376757.63,AUDITED
2029-01,JUR0000205,GENERAL,5.879,15307399710.42,880797485.91,49994,MONTHLY,12.57,895727491.48,526226162.31,2789888888.51,32.6,1,3142184083.84,0.1153,1.1728,1,6902619005.19,UNCERTIFIED
2029-02,JUR0000206,RESTAURANT,6.16,35975218306.2,1846862696.87,367381,MONTHLY,2.81,1894799699.79,825095249.87,11716342261.26,61.33,0,11030532062.51,0.5168,0.7113,0,5358120026.72,CERTIFIED
2029-03,JUR0000207,SERVICES,4.986,18528716518.57,903096692.7,444083,QUARTERLY,6.56,1462023811.32,506599343.95,652483329.18,52.64,1,5083174153.72,0.1245,1.1186,0,2193049951.32,CERTIFIED
2029-04,JUR0000208,TOBACCO,8.424,82733242793.43,5267255151.15,389074,MONTHLY,0.67,670208793.63,193151486.39,34681540.41,61.88,1,1486241093.13,0.2395,1.3061,0,3918643823.16,PROVISIONAL
2029-05,JUR0000209,ALCOHOL,6.576,237733547206.86,14747468462.45,139656,QUARTERLY,8.61,2360889740.91,232884996.7,38783070193.11,74.26,0,10663994474.12,0.2291,1.3393,0,7348871329.77,PROVISIONAL
2029-06,JUR0000210,RESTAURANT,4.036,104623743983.05,3236550070.4,16234,MONTHLY,0.75,918206329.58,163871809.11,22837083331.82,65.23,0,8128997188.79,0.6048,1.4101,0,5974969881.43,CERTIFIED
2029-07,JUR0000211,LODGING,0.316,47813077922.24,115962156.88,27851,MONTHLY,1.14,397435539.1,692582058.38,7008729416.81,70.41,0,4292747904.25,0.8812,1.1848,0,3858251425.48,CERTIFIED
2029-08,JUR0000212,SERVICES,5.967,156774325627.85,7701560646.19,400265,QUARTERLY,4.16,1005412468.15,251829410.6,35162720410.38,59.68,0,11576227002.66,0.4439,0.8264,1,4121484146.07,PROVISIONAL
2029-09,JUR0000213,GROCERY,8.548,53558846695.56,4014999074.92,406031,QUARTERLY,12.3,792905433.89,365072041.13,7102077117.12,26.12,1,8869790499.63,0.4362,1.0412,0,1540766539.86,PROVISIONAL
2029-10,JUR0000214,GROCERY,11.777,236532985937.78,22489803836.44,369925,QUARTERLY,9.34,1923328614.9,97585393.52,2068945322.37,5.96,0,2804387620.04,0.2196,0.9638,0,5758221339.49,CERTIFIED
2029-11,JUR0000215,LODGING,0.717,12668262967.0,73342351.82,252037,MONTHLY,5.23,1384662770.61,639957164.21,803066135.93,42.41,0,9241682049.49,0.8211,0.9482,0,413563665.79,CERTIFIED
2029-12,JUR0000216,FUEL,11.417,79901483691.91,8729387612.71,368332,MONTHLY,10.69,630045060.98,209594371.76,24014046903.0,39.26,0,7310539306.31,0.2776,1.3398,1,2017644528.65,AUDITED
2030-01,JUR0000217,ALCOHOL,9.983,188403156793.95,18212455639.01,151936,QUARTERLY,4.3,2060999659.93,674778072.86,37324766716.69,42.7,0,9854013110.63,0.7522,1.1275,0,6743170418.32,CERTIFIED
2030-02,JUR0000218,RESTAURANT,4.596,144480322173.53,5831064917.6,136536,MONTHLY,15.58,89471144.21,261276285.23,8834008360.1,76.54,1,3780736789.65,0.979,0.9379,0,6614631595.86,UNCERTIFIED
2030-03,JUR0000219,DIGITAL_GOODS,9.721,154133080800.72,13776903203.52,282841,MONTHLY,5.62,585822543.56,145751331.42,4053075783.32,0.64,0,6819249752.45,0.9628,0.817,0,641336448.09,CERTIFIED
2030-04,JUR0000220,RESTAURANT,8.669,62589644507.85,4317170008.33,429771,QUARTERLY,7.61,2307771141.06,414048073.89,9835275220.5,68.46,1,7365613406.24,0.9861,0.7462,0,3443409518.31,AUDITED
2030-05,JUR0000221,GROCERY,1.68,69974047381.04,912912279.79,35606,QUARTERLY,12.57,2472842564.46,714646734.25,20093770422.59,48.22,0,5249855057.98,0.1148,0.877,1,737610758.36,CERTIFIED
2030-06,JUR0000222,GROCERY,5.769,227538150672.28,12488720880.48,205683,QUARTERLY,10.84,654141248.22,411258462.19,52725544419.0,50.43,1,11573139606.36,0.4776,0.7972,0,8792620427.1,CERTIFIED
2030-07,JUR0000223,TOBACCO,7.99,142986462237.44,10523489718.57,216176,MONTHLY,8.38,2475817405.47,338298954.67,7235201992.07,72.26,1,11358719212.88,0.6961,0.7666,0,3238577818.7,CERTIFIED
2030-08,JUR0000224,GENERAL,7.554,185789638107.98,11027882465.88,98765,QUARTERLY,9.92,1302203425.92,635852466.2,9128762685.59,46.0,0,11230481946.0,0.7447,1.1666,0,5153289687.75,AUDITED
2030-09,JUR0000225,AUTO,9.278,64919518960.69,4651624785.88,265049,MONTHLY,15.78,2434659357.18,216489644.91,635696488.05,13.76,1,1053978108.69,0.5492,1.1251,0,7347105685.14,UNCERTIFIED
2030-10,JUR0000226,LODGING,9.779,99854946798.97,8558923046.08,43183,QUARTERLY,14.01,1590485704.85,331505596.8,22944388389.71,3.39,0,5118476304.21,0.2989,1.3753,0,8062335080.78,PROVISIONAL
2030-11,JUR0000227,LODGING,10.166,132369523666.61,11127873638.81,165233,MONTHLY,7.52,243082490.72,82853654.14,42593712352.19,16.48,1,6071019302.94,0.5464,1.3477,0,6261607560.86,PROVISIONAL
2030-12,JUR0000228,FUEL,5.074,28721377576.65,1092730662.41,270296,ANNUAL,11.72,1436568162.0,336897135.01,252455038.57,27.77,1,11933259746.17,0.981,1.2647,0,5928854528.82,PROVISIONAL
2031-01,JUR0000229,FUEL,0.862,3688578354.65,22834167.96,350055,MONTHLY,9.81,2006328998.71,253313654.25,164318344.55,27.5,0,2182158926.45,0.5329,0.939,0,5966271282.8,PROVISIONAL
2031-02,JUR0000230,TOBACCO,9.964,139176577310.99,11094893540.26,122663,MONTHLY,8.74,773992870.53,337508547.95,24376989268.7,13.34,0,2972391092.91,0.9897,1.2068,0,5829449172.26,CERTIFIED
2031-03,JUR0000231,DIGITAL_GOODS,4.583,89148208860.65,3564237781.04,427481,MONTHLY,6.38,2361517410.79,101838644.34,11459678652.99,51.55,0,2038511198.31,0.7187,1.315,0,853816504.42,AUDITED
2031-04,JUR0000232,SERVICES,8.064,208306908136.11,15116581340.21,257190,MIXED,15.06,1238499997.23,257156681.87,72621557444.79,41.19,0,5080862925.76,0.9004,0.612,1,6827210186.08,AUDITED
2031-05,JUR0000233,GENERAL,10.08,148333456556.24,11020512528.83,242974,QUARTERLY,10.21,961717079.25,756728523.65,48875159059.25,77.22,0,2116914771.87,0.2429,0.6824,0,6260952862.1,CERTIFIED
2031-06,JUR0000234,RESTAURANT,5.347,3911926788.84,194271506.89,222340,MONTHLY,0.98,576432633.7,649117895.1,1235165837.62,74.35,0,6933025336.61,0.4505,0.8727,0,1068937438.91,CERTIFIED
2031-07,JUR0000235,SERVICES,8.758,91065741220.6,7399214365.84,56974,MONTHLY,1.8,1942873880.91,327922283.83,6300010108.65,51.4,0,3841751649.43,0.7019,1.1231,1,1342823295.31,UNCERTIFIED
2031-08,JUR0000236,FUEL,9.791,19239200237.72,1347892090.71,313678,ANNUAL,17.34,1791820387.75,690314444.72,4438423529.99,6.32,1,10026768303.76,0.5846,0.678,0,1116941604.17,UNCERTIFIED
2031-09,JUR0000237,AUTO,4.494,2255294475.95,92661687.15,343967,MONTHLY,8.67,554163636.94,206660149.47,259514121.71,43.48,1,4394492346.94,0.9752,0.6542,0,6665129763.98,CERTIFIED
2031-10,JUR0000238,DIGITAL_GOODS,1.675,168820305707.8,2658308397.13,50570,QUARTERLY,11.9,388673129.12,432273497.23,7751810939.42,64.26,0,11354335450.31,0.3608,0.9474,0,5513750002.58,PROVISIONAL
2031-11,JUR0000239,GROCERY,5.017,218693349835.1,9731847912.47,85424,MONTHLY,15.72,2235119806.16,588910769.99,2433784932.5,27.18,0,11521112709.37,0.1121,0.9874,1,115004253.54,UNCERTIFIED
