trans_urban_reference_year,trans_urban_city_id,trans_urban_country_iso2,trans_urban_population_city,trans_urban_modal_share_public_transport_pct,trans_urban_modal_share_car_pct,trans_urban_modal_share_walk_pct,trans_urban_modal_share_bike_pct,trans_urban_pt_service_km_per_capita,trans_urban_pt_fare_affordability_index,trans_urban_bike_lane_km,trans_urban_shared_mobility_trips_per_capita,trans_urban_vision_zero_policy_flag,trans_urban_zero_emission_bus_share_pct,trans_urban_air_quality_low_emission_zone_flag,trans_urban_urban_logistics_plan_flag,trans_urban_congestion_charge_flag,trans_urban_data_source,trans_urban_data_quality_flag,trans_urban_data_extract_date
2018,GR_CITY_153,GR,1902833,33.58,22.59,43.36,0.47,49.066,1.3371,1891.66,51.32,1,40.8,1,1,0,URBAN_AUDIT,1,2025-10-03
2019,MT_CITY_154,MT,7165475,27.54,46.15,18.49,7.82,50.646,1.0915,502.88,0.62,1,3.3,1,0,1,MODEL_ESTIMATE,1,2025-10-06
2020,ES_CITY_155,ES,12635327,31.6,29.42,38.53,0.45,78.852,0.4167,1325.67,219.02,0,32.52,0,0,0,NATIONAL_URBAN_STAT,1,2024-05-10
2021,CZ_CITY_156,CZ,8407386,51.43,15.21,32.91,0.45,1.195,0.5558,334.24,220.17,0,17.31,0,0,0,CITY_MOBILITY_SURVEY,1,2025-11-01
2022,HU_CITY_157,HU,2573947,51.66,27.61,6.76,13.97,31.462,0.8079,1142.56,72.05,1,94.65,1,0,0,URBAN_AUDIT,1,2025-08-14
2023,NL_CITY_158,NL,2695731,44.38,34.06,21.17,0.39,0.562,1.5894,126.28,247.56,1,25.7,0,0,0,MODEL_ESTIMATE,1,2024-02-29
2024,SE_CITY_159,SE,1050876,18.39,41.81,25.28,14.52,63.128,1.2211,2584.78,157.57,0,2.98,0,0,0,NATIONAL_URBAN_STAT,1,2024-03-06
2025,DK_CITY_160,DK,9910948,29.26,44.46,24.3,1.98,76.754,0.4618,2061.8,165.4,0,88.89,0,0,0,CITY_MOBILITY_SURVEY,1,2025-05-12
2006,IE_CITY_161,IE,2230619,39.39,23.94,26.21,10.46,84.671,0.4242,1555.65,111.29,1,0.14,1,1,0,URBAN_AUDIT,1,2024-01-01
2007,PL_CITY_162,PL,1634445,20.56,38.86,24.13,16.45,69.831,0.9695,126.48,114.47,0,40.36,1,0,0,MODEL_ESTIMATE,1,2026-01-05
2008,AT_CITY_163,AT,9822817,24.31,44.14,26.47,5.08,71.481,0.9569,1888.27,123.85,0,26.62,0,0,0,NATIONAL_URBAN_STAT,1,2024-04-19
2009,EE_CITY_164,EE,5940953,18.93,24.63,25.1,31.34,27.066,0.5215,246.91,85.75,1,53.22,1,0,0,CITY_MOBILITY_SURVEY,0,2024-04-21
2010,IT_CITY_165,IT,321534,30.45,35.27,25.78,8.5,1.663,0.4827,1623.88,58.22,0,32.17,1,0,0,URBAN_AUDIT,1,2025-12-10
2011,PT_CITY_166,PT,8722937,29.74,37.67,27.56,5.03,31.548,0.7139,1494.89,41.88,0,43.65,1,1,0,MODEL_ESTIMATE,1,2024-03-06
2012,BE_CITY_167,BE,11105708,44.3,24.98,21.6,9.12,78.599,1.5057,554.67,55.4,1,3.33,0,1,0,NATIONAL_URBAN_STAT,1,2024-09-17
2013,FI_CITY_168,FI,13254764,35.14,32.58,24.25,8.03,51.364,0.3547,66.09,23.1,1,48.31,1,1,0,CITY_MOBILITY_SURVEY,1,2024-04-23
2014,LV_CITY_169,LV,8458235,50.85,14.81,23.65,10.69,45.132,0.4045,2204.06,15.6,0,36.56,1,1,1,URBAN_AUDIT,1,2025-07-19
2015,RO_CITY_170,RO,165377,33.55,41.51,23.45,1.49,21.96,0.6678,472.75,11.88,0,50.64,1,1,0,MODEL_ESTIMATE,1,2024-05-08
2016,BG_CITY_171,BG,7469826,43.15,44.8,7.97,4.08,70.232,0.8119,70.83,34.28,0,16.4,0,0,0,NATIONAL_URBAN_STAT,1,2024-08-19
2017,FR_CITY_172,FR,8527455,9.68,62.92,12.71,7.63,63.466,0.8304,1306.95,135.85,1,44.4,0,0,1,CITY_MOBILITY_SURVEY,1,2024-10-26
2018,LT_CITY_173,LT,3602308,29.85,14.76,25.98,13.43,43.539,1.5144,1522.39,25.02,1,18.4,1,0,0,URBAN_AUDIT,1,2025-09-01
2019,SK_CITY_174,SK,7011516,20.19,16.29,29.53,9.04,61.947,0.7863,1964.55,102.05,1,26.28,1,1,0,MODEL_ESTIMATE,1,2024-05-18
2020,HR_CITY_175,HR,10779873,27.6,13.64,19.05,15.6,83.309,1.4848,3308.38,124.97,1,67.57,1,0,0,NATIONAL_URBAN_STAT,1,2024-03-15
2021,DE_CITY_176,DE,6916018,33.77,34.68,31.17,0.38,5.421,0.4463,1706.02,238.41,0,112.02,0,0,0,CITY_MOBILITY_SURVEY,1,2026-02-11
2022,LU_CITY_177,LU,2936781,42.48,45.57,10.32,1.63,81.17,1.0691,2088.46,154.85,0,74.14,0,0,0,URBAN_AUDIT,1,2024-08-02
2023,SI_CITY_178,SI,11509361,35.0,51.57,11.01,2.42,74.502,0.6789,2323.76,165.95,0,36.54,0,1,0,MODEL_ESTIMATE,1,2025-01-08
2024,CY_CITY_179,CY,9442778,45.42,12.09,31.46,11.03,67.905,0.9941,516.98,147.02,0,7.59,0,0,0,NATIONAL_URBAN_STAT,1,2024-04-30
2025,GR_CITY_180,GR,1039982,55.57,14.18,15.44,4.44,70.186,0.9878,1631.25,197.03,0,107.51,0,0,0,CITY_MOBILITY_SURVEY,1,2025-10-17
2006,MT_CITY_181,MT,5282997,23.99,22.67,26.96,26.38,28.42,0.513,3333.35,35.71,1,39.34,1,0,0,URBAN_AUDIT,1,2025-11-05
2007,ES_CITY_182,ES,1649685,26.21,37.7,35.67,0.42,13.133,1.1037,1.71,101.42,0,55.06,0,0,0,MODEL_ESTIMATE,1,2024-10-11
2008,CZ_CITY_183,CZ,4625619,35.31,38.61,14.46,11.62,12.681,0.7655,1412.38,112.8,1,35.75,0,0,0,NATIONAL_URBAN_STAT,1,2025-04-23
2009,HU_CITY_184,HU,10527576,11.89,38.84,37.78,1.54,12.602,1.1829,15.05,103.39,1,12.2,0,1,1,CITY_MOBILITY_SURVEY,1,2025-11-09
2010,NL_CITY_185,NL,6992897,38.99,14.54,21.29,1.53,26.007,0.4442,440.13,55.86,0,52.98,0,0,0,URBAN_AUDIT,1,2024-12-24
2011,SE_CITY_186,SE,1846523,24.34,37.78,27.13,10.75,68.753,0.5347,2306.07,26.46,1,37.43,1,0,0,MODEL_ESTIMATE,1,2024-02-11
2012,DK_CITY_187,DK,9278801,28.46,38.58,14.87,3.16,12.217,1.0911,1170.95,50.81,0,0.6,0,1,0,NATIONAL_URBAN_STAT,0,2025-10-29
2013,IE_CITY_188,IE,8557682,29.36,21.69,6.28,13.27,8.598,0.5592,2003.97,91.57,1,1.4,0,0,1,CITY_MOBILITY_SURVEY,1,2024-06-03
2014,PL_CITY_189,PL,6655506,41.18,40.36,17.98,0.48,7.861,0.7853,197.35,63.7,0,28.83,0,1,0,URBAN_AUDIT,1,2025-12-01
2015,AT_CITY_190,AT,6344323,29.52,48.04,21.98,0.46,48.651,0.6829,100.84,106.27,0,2.75,0,0,0,MODEL_ESTIMATE,1,2025-10-25
2016,EE_CITY_191,EE,8612997,29.83,39.31,23.43,7.43,40.119,0.8936,2278.51,121.6,1,48.08,1,0,0,NATIONAL_URBAN_STAT,1,2024-06-05
2017,IT_CITY_192,IT,5454536,15.16,34.1,38.24,12.5,32.368,0.8397,1745.11,75.09,0,21.05,0,1,0,CITY_MOBILITY_SURVEY,1,2024-06-01
2018,PT_CITY_193,PT,6153776,27.07,31.41,34.4,7.12,58.037,0.7631,1225.06,127.88,1,25.19,1,1,0,URBAN_AUDIT,1,2026-02-22
2019,BE_CITY_194,BE,12189054,8.17,50.81,28.88,12.14,55.802,1.6463,3469.41,132.7,1,29.65,1,1,0,MODEL_ESTIMATE,1,2024-08-26
2020,FI_CITY_195,FI,3623693,24.45,43.13,17.02,15.4,6.8,1.251,1178.35,70.68,1,85.47,1,0,0,NATIONAL_URBAN_STAT,1,2026-02-12
2021,LV_CITY_196,LV,9679779,47.34,28.45,23.77,0.44,47.973,0.7517,1551.54,129.68,0,94.95,1,1,1,CITY_MOBILITY_SURVEY,1,2026-01-15
2022,RO_CITY_197,RO,1040642,29.25,36.47,33.93,0.35,24.779,0.9012,1642.33,26.05,0,57.48,1,0,0,URBAN_AUDIT,1,2024-03-03
2023,BG_CITY_198,BG,764065,42.49,19.2,34.18,4.13,13.346,0.7889,1604.39,88.74,0,86.41,1,0,0,MODEL_ESTIMATE,1,2025-07-31
2024,FR_CITY_199,FR,8648766,8.71,43.74,10.62,22.21,62.357,0.4449,2183.05,171.5,0,103.78,1,0,0,NATIONAL_URBAN_STAT,1,2025-07-02
2025,LT_CITY_200,LT,4893389,11.15,43.56,26.47,18.82,33.292,1.24,382.87,226.74,0,46.27,1,1,1,CITY_MOBILITY_SURVEY,1,2024-04-20
2006,SK_CITY_201,SK,2750335,10.41,44.03,42.14,3.42,18.73,1.0272,2108.93,31.79,0,56.67,0,1,0,URBAN_AUDIT,1,2025-03-25
2007,HR_CITY_202,HR,409403,30.29,42.24,23.48,3.99,32.066,1.4979,2140.77,82.92,0,48.05,0,1,1,MODEL_ESTIMATE,1,2024-03-27
2008,DE_CITY_203,DE,3323731,50.75,18.69,10.49,20.07,11.325,0.3721,2996.76,20.34,0,41.21,1,0,0,NATIONAL_URBAN_STAT,1,2024-08-16
2009,LU_CITY_204,LU,566332,13.83,47.0,30.06,9.11,63.065,1.1407,877.95,107.6,0,40.0,0,0,1,CITY_MOBILITY_SURVEY,1,2024-10-17
2010,SI_CITY_205,SI,5946780,38.8,34.32,26.51,0.37,6.631,1.0725,1182.11,128.55,1,16.1,1,1,0,URBAN_AUDIT,1,2025-04-07
2011,CY_CITY_206,CY,201006,32.3,17.47,22.85,4.93,30.916,0.8614,2260.74,73.62,0,16.62,0,0,0,MODEL_ESTIMATE,0,2024-07-01
2012,GR_CITY_207,GR,1705330,43.09,28.55,13.81,14.55,71.706,1.2363,16.98,26.78,0,50.13,0,0,0,NATIONAL_URBAN_STAT,1,2024-06-05
2013,MT_CITY_208,MT,7517104,27.41,37.34,9.2,5.51,12.019,0.6134,2361.93,101.83,1,23.33,0,1,0,CITY_MOBILITY_SURVEY,1,2025-07-30
2014,ES_CITY_209,ES,4591729,24.15,50.38,21.85,3.62,9.447,0.356,852.86,63.96,1,56.92,0,0,0,URBAN_AUDIT,1,2024-05-24
2015,CZ_CITY_210,CZ,6405391,19.98,18.59,41.58,19.85,9.054,0.4499,846.93,130.22,1,35.57,0,0,0,MODEL_ESTIMATE,1,2025-08-30
2016,HU_CITY_211,HU,9828398,35.77,49.28,8.5,6.45,72.948,1.3106,2163.19,124.23,0,5.64,0,0,0,NATIONAL_URBAN_STAT,1,2026-01-24
2017,NL_CITY_212,NL,8392591,25.09,12.56,28.57,33.78,21.738,1.1477,2431.57,97.13,0,20.79,1,0,1,CITY_MOBILITY_SURVEY,1,2024-12-07
2018,SE_CITY_213,SE,10598910,46.03,26.17,21.25,6.55,30.986,0.8212,1867.01,178.92,1,21.19,0,1,0,URBAN_AUDIT,1,2025-04-19
2019,DK_CITY_214,DK,689540,48.35,42.03,9.2,0.42,66.163,1.5398,2030.47,46.42,0,27.03,0,1,0,MODEL_ESTIMATE,1,2025-07-25
2020,IE_CITY_215,IE,964685,55.71,11.33,23.68,9.28,54.101,0.9701,343.65,56.89,1,47.73,0,0,0,NATIONAL_URBAN_STAT,0,2025-02-02
2021,PL_CITY_216,PL,4233535,38.18,14.19,35.32,12.31,36.796,0.6809,782.72,190.65,1,43.69,1,0,0,CITY_MOBILITY_SURVEY,1,2024-12-27
2022,AT_CITY_217,AT,10785169,54.7,20.66,14.02,10.62,47.956,0.6674,1353.2,222.99,0,74.54,1,1,0,URBAN_AUDIT,1,2025-02-14
2023,EE_CITY_218,EE,2945443,16.93,53.94,19.15,9.98,38.108,0.6944,783.33,154.53,0,112.39,1,0,0,MODEL_ESTIMATE,1,2025-01-27
2024,IT_CITY_219,IT,742026,26.96,32.86,31.31,8.87,18.844,1.0722,755.32,218.38,1,42.21,1,1,0,NATIONAL_URBAN_STAT,1,2024-08-27
2025,PT_CITY_220,PT,11566606,29.28,44.67,24.43,1.62,73.245,0.5572,1156.86,47.18,1,4.38,0,1,1,CITY_MOBILITY_SURVEY,1,2025-01-08
2006,BE_CITY_221,BE,5300422,15.38,16.53,13.04,5.58,5.916,1.5255,1123.1,12.67,1,1.58,0,0,0,URBAN_AUDIT,1,2024-08-12
2007,FI_CITY_222,FI,6423716,29.21,40.55,28.37,1.87,10.823,1.1341,2108.61,101.26,1,11.09,0,0,0,MODEL_ESTIMATE,1,2025-12-11
2008,LV_CITY_223,LV,5067513,12.76,29.34,34.09,23.81,9.592,1.1414,3063.37,53.6,1,42.39,1,1,1,NATIONAL_URBAN_STAT,1,2025-09-25
2009,RO_CITY_224,RO,1404922,37.45,53.61,8.54,0.4,78.638,1.2191,1791.05,126.16,0,35.53,1,0,0,CITY_MOBILITY_SURVEY,1,2025-04-24
2010,BG_CITY_225,BG,9960679,23.3,23.21,10.79,42.7,66.6,0.963,2820.77,140.28,1,21.04,1,1,0,URBAN_AUDIT,1,2025-12-06
2011,FR_CITY_226,FR,10056410,16.24,30.06,44.98,8.72,64.933,0.9997,1076.21,30.83,0,52.6,1,1,1,MODEL_ESTIMATE,1,2024-02-10
2012,LT_CITY_227,LT,9725038,43.09,15.49,35.3,6.12,66.515,0.641,1775.95,37.3,1,17.16,1,0,0,NATIONAL_URBAN_STAT,1,2024-05-17
2013,SK_CITY_228,SK,10278862,10.22,61.55,8.63,3.31,42.832,1.231,43.7,6.78,0,57.0,1,0,0,CITY_MOBILITY_SURVEY,1,2024-07-13
2014,HR_CITY_229,HR,3936771,34.24,35.78,29.63,0.35,81.988,1.5669,38.64,61.43,1,33.46,1,1,0,URBAN_AUDIT,1,2024-04-19
2015,DE_CITY_230,DE,2963074,31.12,28.55,27.14,13.19,71.111,1.2986,3281.36,74.45,0,17.77,0,0,0,MODEL_ESTIMATE,1,2025-10-01
2016,LU_CITY_231,LU,4623198,26.84,49.97,8.48,14.71,66.083,1.0477,2713.48,76.77,1,32.79,1,0,0,NATIONAL_URBAN_STAT,1,2024-04-11
2017,SI_CITY_232,SI,8330259,34.25,30.5,34.82,0.43,31.486,0.7096,2306.79,94.29,1,6.3,0,0,0,CITY_MOBILITY_SURVEY,1,2025-12-04
2018,CY_CITY_233,CY,7244807,26.64,44.11,16.09,13.16,51.935,1.1916,113.45,28.01,0,21.32,0,1,0,URBAN_AUDIT,1,2025-11-26
2019,GR_CITY_234,GR,7793985,39.43,33.6,25.27,1.7,83.386,0.6269,200.56,36.94,1,20.61,0,0,0,MODEL_ESTIMATE,1,2025-12-31
2020,MT_CITY_235,MT,2614572,17.02,38.81,33.6,10.57,10.002,1.6247,384.3,104.38,1,94.12,0,0,1,NATIONAL_URBAN_STAT,0,2024-12-01
2021,ES_CITY_236,ES,7801886,32.32,34.25,7.46,2.69,64.431,0.4856,2311.4,105.99,1,80.85,0,0,0,CITY_MOBILITY_SURVEY,1,2024-12-21
2022,CZ_CITY_237,CZ,5282292,39.06,22.26,19.8,18.88,38.29,0.8542,1613.07,13.89,0,23.29,0,1,1,URBAN_AUDIT,1,2025-05-17
2023,HU_CITY_238,HU,3756402,14.34,25.62,31.38,12.23,58.772,0.8397,1606.98,248.88,0,5.46,0,0,0,MODEL_ESTIMATE,1,2024-02-01
2024,NL_CITY_239,NL,9005951,17.39,51.39,9.09,22.13,43.407,0.5406,1378.82,98.35,1,8.79,1,0,0,NATIONAL_URBAN_STAT,1,2024-01-12
2025,SE_CITY_240,SE,9405223,43.45,34.77,9.1,7.24,75.325,0.6584,1827.19,246.57,1,11.07,0,0,1,CITY_MOBILITY_SURVEY,1,2025-07-04
2006,DK_CITY_241,DK,10302656,33.53,37.82,17.8,10.85,82.756,0.632,697.87,119.48,1,25.38,0,0,0,URBAN_AUDIT,1,2025-09-30
2007,IE_CITY_242,IE,3570252,39.55,45.43,5.09,9.93,63.285,1.5493,882.5,140.06,1,22.5,0,0,0,MODEL_ESTIMATE,1,2024-04-02
2008,PL_CITY_243,PL,6378660,26.4,39.69,24.52,9.39,63.858,1.0036,416.47,105.27,0,49.62,1,0,0,NATIONAL_URBAN_STAT,1,2025-03-11
2009,AT_CITY_244,AT,9358805,37.59,17.57,30.65,14.19,26.091,1.0894,1865.01,91.6,0,16.86,1,0,0,CITY_MOBILITY_SURVEY,1,2025-09-21
2010,EE_CITY_245,EE,8452112,51.71,11.59,17.63,19.07,71.354,1.474,1780.74,112.44,1,54.44,0,0,0,URBAN_AUDIT,1,2025-08-27
2011,IT_CITY_246,IT,8038180,39.18,13.12,7.86,39.84,66.241,0.8852,1561.61,24.95,1,39.92,1,0,0,MODEL_ESTIMATE,1,2024-11-11
2012,PT_CITY_247,PT,10615894,53.48,22.43,13.05,11.04,15.696,0.7469,2.26,69.43,0,27.48,1,0,0,NATIONAL_URBAN_STAT,0,2025-12-29
2013,BE_CITY_248,BE,10223997,22.6,15.92,32.27,14.05,36.486,0.7212,1786.92,23.8,1,34.03,0,1,0,CITY_MOBILITY_SURVEY,1,2025-01-26
2014,FI_CITY_249,FI,2216123,29.08,39.47,20.78,10.67,83.899,0.5752,605.72,25.33,1,2.54,1,0,0,URBAN_AUDIT,1,2025-07-17
2015,LV_CITY_250,LV,1007311,17.0,30.37,40.15,1.23,14.73,1.0085,299.69,90.29,1,18.77,1,1,0,MODEL_ESTIMATE,1,2024-12-10
2016,RO_CITY_251,RO,477405,10.76,38.68,13.57,1.33,66.647,0.5582,2371.47,96.28,0,23.82,0,1,0,NATIONAL_URBAN_STAT,1,2024-06-19
2017,BG_CITY_252,BG,7227577,27.87,24.2,31.18,16.75,22.986,0.3647,123.09,59.52,0,43.94,1,0,0,CITY_MOBILITY_SURVEY,1,2024-06-02
2018,FR_CITY_253,FR,9230920,13.18,13.9,33.16,12.7,27.062,1.0993,2064.86,169.45,1,50.84,1,0,0,URBAN_AUDIT,1,2024-11-19
2019,LT_CITY_254,LT,4060935,12.97,32.32,35.32,19.39,52.841,0.7111,1548.69,185.07,1,32.48,0,0,0,MODEL_ESTIMATE,1,2024-08-22
2020,SK_CITY_255,SK,73388,20.68,16.12,41.11,22.09,64.294,0.3835,686.31,36.62,0,27.99,0,0,0,NATIONAL_URBAN_STAT,1,2025-08-27
2021,HR_CITY_256,HR,2667208,32.9,37.85,19.81,9.44,25.191,1.4898,2006.79,130.51,1,9.87,0,0,0,CITY_MOBILITY_SURVEY,1,2025-07-24
2022,DE_CITY_257,DE,1284314,19.64,38.51,10.46,10.21,31.115,1.3443,2049.55,176.72,0,75.12,1,1,0,URBAN_AUDIT,1,2024-11-20
2023,LU_CITY_258,LU,5564461,20.78,42.81,31.47,4.94,28.884,0.8376,2329.28,216.02,0,106.48,1,1,1,MODEL_ESTIMATE,1,2025-02-28
2024,SI_CITY_259,SI,6062250,23.67,50.91,10.3,15.12,73.802,0.7345,661.84,163.85,1,26.89,1,0,1,NATIONAL_URBAN_STAT,1,2025-01-10
2025,CY_CITY_260,CY,1796411,14.36,22.7,40.01,22.93,70.263,0.8092,957.53,6.4,1,55.63,1,0,1,CITY_MOBILITY_SURVEY,1,2024-02-28
2006,GR_CITY_261,GR,3724025,18.62,18.94,15.13,47.31,14.113,0.6294,3258.12,111.67,0,31.3,1,0,0,URBAN_AUDIT,1,2025-01-29
2007,MT_CITY_262,MT,9369331,46.44,11.89,40.71,0.96,40.452,0.5994,1150.83,126.12,0,44.94,0,0,0,MODEL_ESTIMATE,1,2024-06-08
2008,ES_CITY_263,ES,1812825,33.52,51.62,14.46,0.4,2.578,1.1802,612.21,49.24,0,42.8,1,0,0,NATIONAL_URBAN_STAT,1,2024-09-12
2009,CZ_CITY_264,CZ,9575372,43.28,37.4,18.89,0.43,14.891,0.9928,928.57,87.56,0,24.78,1,0,0,CITY_MOBILITY_SURVEY,1,2024-11-01
2010,HU_CITY_265,HU,2003128,15.47,16.27,27.81,19.77,13.18,1.3942,1665.48,128.68,1,38.98,0,0,0,URBAN_AUDIT,1,2025-12-29
2011,NL_CITY_266,NL,11252502,9.0,17.07,16.87,9.1,21.734,1.4724,1329.89,20.42,0,0.23,1,1,1,MODEL_ESTIMATE,1,2025-11-06
2012,SE_CITY_267,SE,7714886,35.73,36.24,27.74,0.29,49.143,0.6748,1881.77,128.83,1,26.2,1,1,1,NATIONAL_URBAN_STAT,1,2026-02-13
2013,DK_CITY_268,DK,4861945,30.12,18.25,18.71,11.76,30.039,0.416,1083.71,119.85,0,55.49,0,0,0,CITY_MOBILITY_SURVEY,1,2025-06-25
2014,IE_CITY_269,IE,418609,23.39,21.47,40.42,14.72,29.628,1.5674,632.68,142.62,0,39.37,0,0,0,URBAN_AUDIT,1,2024-07-03
2015,PL_CITY_270,PL,6464826,45.19,18.14,25.89,10.78,66.586,1.1468,119.78,111.48,0,38.66,0,0,0,MODEL_ESTIMATE,1,2025-04-24
2016,AT_CITY_271,AT,2833447,37.4,44.83,10.94,6.83,79.372,0.5466,1987.35,24.78,1,18.64,0,1,0,NATIONAL_URBAN_STAT,1,2024-02-11
2017,EE_CITY_272,EE,182966,47.4,23.89,22.62,6.09,81.26,0.935,485.81,130.63,1,18.57,0,0,0,CITY_MOBILITY_SURVEY,1,2024-08-16
2018,IT_CITY_273,IT,5525703,12.77,35.22,26.59,3.58,8.26,1.5827,1018.92,158.21,0,53.03,1,0,1,URBAN_AUDIT,1,2025-09-11
2019,PT_CITY_274,PT,9675999,26.13,49.49,22.83,1.55,21.145,0.6368,1566.01,262.84,0,32.83,0,0,0,MODEL_ESTIMATE,1,2025-04-11
2020,BE_CITY_275,BE,7593106,10.06,29.22,26.14,23.57,23.314,0.6022,1551.77,118.58,1,111.03,0,1,0,NATIONAL_URBAN_STAT,1,2024-11-16
2021,FI_CITY_276,FI,4728607,8.65,58.16,14.86,18.33,10.123,0.4728,886.25,231.93,1,61.14,0,0,0,CITY_MOBILITY_SURVEY,1,2025-09-14
2022,LV_CITY_277,LV,8919274,25.24,34.93,25.16,14.67,35.739,0.6217,1154.02,20.06,0,41.69,1,1,0,URBAN_AUDIT,1,2024-11-16
2023,RO_CITY_278,RO,7471898,39.33,37.8,6.1,16.77,63.622,0.763,397.97,208.78,1,50.39,0,0,0,MODEL_ESTIMATE,1,2024-12-28
2024,BG_CITY_279,BG,580272,42.42,11.7,36.04,9.84,44.527,0.9457,1336.89,130.56,0,58.83,0,1,0,NATIONAL_URBAN_STAT,1,2024-01-15
2025,FR_CITY_280,FR,1908085,27.03,51.22,20.85,0.9,67.878,1.3864,1905.15,229.14,1,38.64,0,0,0,CITY_MOBILITY_SURVEY,1,2025-03-30
2006,LT_CITY_281,LT,11792063,37.63,30.11,18.12,14.14,79.999,0.4893,2101.52,23.89,1,15.45,0,0,1,URBAN_AUDIT,1,2024-02-22
2007,SK_CITY_282,SK,6117736,23.58,52.86,23.14,0.42,59.162,0.4394,36.99,127.55,0,51.13,0,1,0,MODEL_ESTIMATE,1,2024-02-04
2008,HR_CITY_283,HR,6700296,18.1,38.1,28.88,14.92,61.832,0.8279,1030.64,4.96,0,41.8,0,1,0,NATIONAL_URBAN_STAT,1,2024-11-03
2009,DE_CITY_284,DE,2045934,35.49,35.16,27.97,1.38,35.811,0.6673,1999.03,39.03,1,6.27,0,0,0,CITY_MOBILITY_SURVEY,1,2025-12-03
2010,LU_CITY_285,LU,6710851,8.3,43.23,33.62,14.85,39.609,0.3938,292.37,14.3,0,28.69,1,0,1,URBAN_AUDIT,1,2025-02-25
2011,SI_CITY_286,SI,2682266,52.12,26.2,10.17,11.51,65.261,1.5759,2314.23,44.82,0,3.12,0,1,1,MODEL_ESTIMATE,1,2025-08-05
2012,CY_CITY_287,CY,1547384,42.09,36.18,7.48,14.25,12.364,1.4987,2486.43,57.28,1,42.12,1,1,0,NATIONAL_URBAN_STAT,1,2025-04-25
2013,GR_CITY_288,GR,3101489,37.41,16.69,27.48,16.12,8.56,0.6829,2450.79,20.62,1,25.32,0,1,0,CITY_MOBILITY_SURVEY,0,2025-09-27
2014,MT_CITY_289,MT,9823228,28.9,49.91,14.35,6.84,31.163,0.6374,588.42,63.62,0,4.18,1,1,0,URBAN_AUDIT,1,2025-04-19
2015,ES_CITY_290,ES,1321381,46.01,9.59,34.32,10.08,78.44,1.4417,2073.33,114.21,1,51.0,0,1,0,MODEL_ESTIMATE,1,2024-01-11
2016,CZ_CITY_291,CZ,7550412,26.0,23.18,34.86,9.15,59.093,1.1362,939.23,19.78,0,19.32,0,0,0,NATIONAL_URBAN_STAT,1,2025-07-15
2017,HU_CITY_292,HU,8734074,31.44,27.5,34.09,6.97,42.378,1.3699,318.49,34.08,0,55.12,0,0,0,CITY_MOBILITY_SURVEY,1,2024-02-14
2018,NL_CITY_293,NL,12472456,12.69,41.44,30.52,15.35,82.584,0.4237,1590.09,254.14,1,9.37,0,0,0,URBAN_AUDIT,1,2024-03-19
2019,SE_CITY_294,SE,4471802,22.02,50.67,26.85,0.46,39.686,1.3547,54.54,38.54,0,30.68,1,0,0,MODEL_ESTIMATE,1,2025-06-13
2020,DK_CITY_295,DK,468393,19.15,17.72,42.03,21.1,49.034,0.9838,1299.37,246.88,0,25.12,1,1,0,NATIONAL_URBAN_STAT,1,2025-09-28
2021,IE_CITY_296,IE,8874409,16.56,24.27,31.81,27.36,36.385,1.3774,1465.65,201.96,1,24.98,1,1,0,CITY_MOBILITY_SURVEY,1,2025-03-16
2022,PL_CITY_297,PL,5143871,43.6,26.82,16.17,13.41,45.705,1.3179,1557.28,221.93,0,93.67,0,1,0,URBAN_AUDIT,1,2025-10-27
2023,AT_CITY_298,AT,6327441,17.9,37.01,31.73,13.36,23.849,0.4569,2329.33,225.98,0,22.75,0,1,0,MODEL_ESTIMATE,1,2025-11-08
2024,EE_CITY_299,EE,11267335,10.46,56.78,31.31,1.45,2.166,1.2461,2122.39,130.99,0,87.2,1,0,0,NATIONAL_URBAN_STAT,1,2025-10-07
2025,IT_CITY_300,IT,8095438,29.23,43.44,7.73,19.47,71.336,0.8491,1420.3,116.26,0,69.25,0,1,1,CITY_MOBILITY_SURVEY,1,2024-03-15
2006,PT_CITY_301,PT,495930,15.47,23.42,24.33,10.73,79.918,0.6098,945.47,42.37,1,22.81,0,0,0,URBAN_AUDIT,0,2025-06-04
2007,BE_CITY_302,BE,3882513,9.84,40.84,18.93,19.79,64.131,1.1985,3266.99,25.1,0,38.19,0,0,0,MODEL_ESTIMATE,1,2025-08-07
2008,FI_CITY_303,FI,3163934,42.64,31.53,11.46,14.37,79.725,1.0885,2694.77,139.53,1,49.18,1,0,0,NATIONAL_URBAN_STAT,1,2025-06-13
2009,LV_CITY_304,LV,7210683,24.85,46.99,13.43,7.4,49.683,1.1936,688.34,1.13,1,40.51,0,0,0,CITY_MOBILITY_SURVEY,0,2025-10-19
2010,RO_CITY_305,RO,7156910,37.24,25.44,30.68,6.64,51.444,1.5063,215.27,110.09,0,6.52,1,0,0,URBAN_AUDIT,1,2025-02-27
2011,BG_CITY_306,BG,2812967,17.28,43.24,37.27,2.21,38.339,0.8118,603.71,57.96,0,53.66,1,1,0,MODEL_ESTIMATE,1,2025-10-18
2012,FR_CITY_307,FR,46937,25.86,46.54,12.01,15.59,67.323,0.4229,428.93,106.39,0,33.71,1,0,0,NATIONAL_URBAN_STAT,1,2026-02-03
