agri_crops_harvest_year,agri_crops_country_iso2,agri_crops_region_nuts_code,agri_crops_crop_code,agri_crops_area_harvested_ha,agri_crops_production_tonnes,agri_crops_yield_t_per_ha,agri_crops_irrigated_area_ha,agri_crops_input_fertiliser_kg_per_ha,agri_crops_input_pesticide_kg_per_ha,agri_crops_seed_type_code,agri_crops_gmo_flag,agri_crops_extreme_weather_event_code,agri_crops_soil_moisture_index,agri_crops_market_price_eur_per_t,agri_crops_storage_capacity_tonnes,agri_crops_supply_chain_disruption_flag,agri_crops_eurostat_table_code,agri_crops_methodology_version,agri_crops_data_extract_date
2026,AT,SE62,RYE,473.7,1771.16,3.739,141.85,175.93,3.969,CONVENTIONAL,0,HEATWAVE,0.6059,471.17,3058.98,0,apro_cpsh1,CROPS_2023B,2025-03-26
2010,EE,HU102,SUNFLOWER,551.99,1841.44,3.336,39.97,150.33,2.207,HYBRID,0,NONE,0.0521,362.53,3882.75,1,prc_hicp_midx,CROPS_2022A,2024-03-23
2011,IT,DE742,GRAPES,277.67,1947.3,7.013,108.1,120.6,3.716,DROUGHT_TOLERANT,0,HAIL,0.8208,914.95,3758.76,0,aei_pr_gnb,CROPS_2025D,2025-03-24
2012,PT,LU29,BARLEY,191.15,1046.16,5.473,29.7,148.51,7.067,CERTIFIED,0,FLOOD,0.288,839.81,1487.88,0,apro_cpshr,CROPS_2024C,2025-08-04
2013,BE,SE547,POTATO,604.01,17827.96,29.516,308.92,201.2,6.255,ORGANIC,0,WILDFIRE,0.8058,795.11,44533.1,0,apro_cpnh1,CROPS_2023B,2025-04-23
2014,FI,IE768,OATS,219.86,461.49,2.099,78.46,93.45,6.839,CONVENTIONAL,0,FROST,0.2844,891.25,490.2,0,apro_cpsh1,CROPS_2022A,2024-11-09
2015,LV,CZ158,RAPESEED,753.35,1446.43,1.92,82.9,106.44,6.237,HYBRID,0,DROUGHT,0.7588,404.3,1349.83,0,prc_hicp_midx,CROPS_2025D,2025-11-27
2016,RO,NL8,OLIVES,214.45,509.75,2.377,23.41,121.79,6.538,DROUGHT_TOLERANT,0,STORM,0.6568,565.94,607.4,0,aei_pr_gnb,CROPS_2024C,2025-12-24
2017,BG,LV21,WHEAT,424.85,2681.65,6.312,113.25,55.76,2.684,CERTIFIED,0,HEATWAVE,0.9129,211.77,5562.79,0,apro_cpshr,CROPS_2023B,2026-02-10
2018,FR,HR55,SUGAR_BEET,363.0,30466.95,83.931,44.19,106.05,6.473,ORGANIC,0,NONE,0.2936,488.52,28585.75,1,apro_cpnh1,CROPS_2022A,2025-06-10
2019,LT,PL129,SOY,170.42,528.3,3.1,96.27,67.59,5.151,CONVENTIONAL,0,HAIL,0.7248,340.27,627.67,1,apro_cpsh1,CROPS_2025D,2025-01-08
2020,SK,DE8,MAIZE,268.82,1725.29,6.418,74.59,229.85,4.833,HYBRID,0,FLOOD,0.4482,97.34,2235.71,0,prc_hicp_midx,CROPS_2024C,2025-06-04
2021,HR,EE76,TOMATO,1783.14,54025.58,30.298,278.18,132.52,4.056,DROUGHT_TOLERANT,0,WILDFIRE,0.0968,909.55,53792.11,0,aei_pr_gnb,CROPS_2023B,2025-02-07
2022,DE,IT331,RYE,432.18,1465.52,3.391,73.9,98.64,5.189,CERTIFIED,0,FROST,0.3108,120.84,2334.54,0,apro_cpshr,CROPS_2022A,2025-01-13
2023,LU,CZ8,SUNFLOWER,260.35,260.61,1.001,148.54,172.64,3.176,ORGANIC,0,DROUGHT,0.5298,550.93,415.35,0,apro_cpnh1,CROPS_2025D,2025-02-01
2024,SI,SI2,GRAPES,355.78,3119.48,8.768,42.25,31.15,4.327,CONVENTIONAL,0,STORM,0.2511,241.83,6728.03,0,apro_cpsh1,CROPS_2024C,2024-07-08
2025,CY,EE6,BARLEY,343.57,1091.87,3.178,103.14,36.06,4.392,HYBRID,0,HEATWAVE,0.8946,512.25,2652.69,0,prc_hicp_midx,CROPS_2023B,2024-03-05
2026,GR,IE77,POTATO,637.4,27605.79,43.31,323.63,73.75,3.421,DROUGHT_TOLERANT,0,NONE,0.8075,883.09,60947.4,0,aei_pr_gnb,CROPS_2022A,2024-12-09
2010,MT,ES1,OATS,161.29,393.55,2.44,76.79,164.04,3.668,CERTIFIED,0,HAIL,0.7694,661.56,304.26,1,apro_cpshr,CROPS_2025D,2025-09-06
2011,ES,SE9,RAPESEED,302.85,691.1,2.282,32.11,33.82,7.289,ORGANIC,0,FLOOD,0.3815,97.54,493.09,0,apro_cpnh1,CROPS_2024C,2024-06-27
2012,CZ,PT777,OLIVES,428.34,491.73,1.148,104.0,198.97,0.85,CONVENTIONAL,0,WILDFIRE,0.2819,891.57,1213.26,0,apro_cpsh1,CROPS_2023B,2025-01-11
2013,HU,PL97,WHEAT,404.68,2194.17,5.422,21.09,34.16,2.217,HYBRID,0,FROST,0.3486,709.28,898.06,0,prc_hicp_midx,CROPS_2022A,2024-09-17
2014,NL,PT769,SUGAR_BEET,533.76,18680.0,34.997,67.45,116.99,5.925,DROUGHT_TOLERANT,0,DROUGHT,0.825,867.98,44710.77,0,aei_pr_gnb,CROPS_2025D,2024-01-02
2015,SE,NL21,SOY,610.83,989.54,1.62,80.21,222.94,1.615,CERTIFIED,0,STORM,0.3336,646.96,559.09,0,apro_cpshr,CROPS_2024C,2024-08-05
2016,DK,ES249,MAIZE,320.89,3163.65,9.859,84.27,208.49,6.692,ORGANIC,1,HEATWAVE,0.7136,248.54,4893.8,0,apro_cpnh1,CROPS_2023B,2024-10-27
2017,IE,SK3,TOMATO,598.63,31513.68,52.643,226.9,236.99,1.49,CONVENTIONAL,0,NONE,0.7356,279.27,45240.7,0,apro_cpsh1,CROPS_2022A,2025-03-23
2018,PL,DK253,RYE,141.54,673.02,4.755,56.19,219.31,6.264,HYBRID,0,HAIL,0.4098,829.01,1389.51,0,prc_hicp_midx,CROPS_2025D,2026-01-26
2019,AT,SK912,SUNFLOWER,458.23,1035.6,2.26,101.41,53.53,6.234,DROUGHT_TOLERANT,0,FLOOD,0.2799,434.76,2512.03,0,aei_pr_gnb,CROPS_2024C,2025-10-20
2020,EE,AT589,GRAPES,1106.04,4810.17,4.349,511.19,168.78,4.298,CERTIFIED,0,WILDFIRE,0.5515,214.46,9737.18,0,apro_cpshr,CROPS_2023B,2026-02-15
2021,IT,MT134,BARLEY,374.24,2177.33,5.818,212.17,39.43,7.252,ORGANIC,0,FROST,0.2402,739.0,3090.86,0,apro_cpnh1,CROPS_2022A,2024-09-29
2022,PT,SI47,POTATO,674.09,14273.18,21.174,151.98,109.59,2.041,CONVENTIONAL,0,DROUGHT,0.3722,112.55,28984.03,1,apro_cpsh1,CROPS_2025D,2024-09-19
2023,BE,RO20,OATS,497.89,2060.27,4.138,249.11,235.0,2.736,HYBRID,0,STORM,0.762,647.59,834.65,0,prc_hicp_midx,CROPS_2024C,2024-02-08
2024,FI,DK439,RAPESEED,628.34,1359.73,2.164,237.91,40.92,2.369,DROUGHT_TOLERANT,0,HEATWAVE,0.4222,927.17,2333.81,0,aei_pr_gnb,CROPS_2023B,2025-06-18
2025,LV,HU35,OLIVES,191.43,247.14,1.291,72.8,189.39,5.651,CERTIFIED,0,NONE,0.1553,905.84,593.33,0,apro_cpshr,CROPS_2022A,2025-03-23
2026,RO,SI73,WHEAT,140.78,559.6,3.975,11.12,38.12,4.798,ORGANIC,0,HAIL,0.5389,91.3,604.9,0,apro_cpnh1,CROPS_2025D,2024-10-05
2010,BG,SK208,SUGAR_BEET,560.39,23626.04,42.16,254.0,30.81,7.048,CONVENTIONAL,0,FLOOD,0.3773,242.18,8001.77,0,apro_cpsh1,CROPS_2024C,2024-12-09
2011,FR,LU975,SOY,576.55,1082.18,1.877,222.41,210.1,2.546,HYBRID,1,WILDFIRE,0.7753,970.49,1405.5,1,prc_hicp_midx,CROPS_2023B,2026-01-07
2012,LT,HR377,MAIZE,135.28,741.74,5.483,30.55,93.6,6.434,DROUGHT_TOLERANT,0,FROST,0.0553,571.54,1026.48,0,aei_pr_gnb,CROPS_2022A,2025-09-12
2013,SK,IE652,TOMATO,186.18,9971.61,53.559,43.38,152.61,6.314,CERTIFIED,0,DROUGHT,0.9021,456.42,8321.83,0,apro_cpshr,CROPS_2025D,2025-03-07
2014,HR,ES4,RYE,607.18,956.31,1.575,265.17,215.34,0.47,ORGANIC,0,STORM,0.8474,609.99,2166.69,0,apro_cpnh1,CROPS_2024C,2025-11-24
2015,DE,ES55,SUNFLOWER,502.21,1000.9,1.993,201.63,139.68,0.391,CONVENTIONAL,0,HEATWAVE,0.2486,365.52,1617.41,0,apro_cpsh1,CROPS_2023B,2025-05-06
2016,LU,LV29,GRAPES,50.58,256.19,5.065,18.04,138.53,4.897,HYBRID,0,NONE,0.8819,730.26,206.58,0,prc_hicp_midx,CROPS_2022A,2024-04-25
2017,SI,PL965,BARLEY,240.79,985.55,4.093,117.3,205.14,2.538,DROUGHT_TOLERANT,0,HAIL,0.9288,240.08,1576.13,0,aei_pr_gnb,CROPS_2025D,2025-03-22
2018,CY,RO7,POTATO,146.89,4571.51,31.122,78.34,160.16,2.742,CERTIFIED,0,FLOOD,0.8693,702.63,8267.49,1,apro_cpshr,CROPS_2024C,2024-08-01
2019,GR,BE93,OATS,512.47,1425.69,2.782,191.15,104.64,1.042,ORGANIC,0,WILDFIRE,0.8053,411.77,1370.11,0,apro_cpnh1,CROPS_2023B,2024-07-26
2020,MT,BG57,RAPESEED,273.65,966.81,3.533,72.15,85.84,6.122,CONVENTIONAL,0,FROST,0.3896,578.41,946.53,0,apro_cpsh1,CROPS_2022A,2024-11-21
2021,ES,LV157,OLIVES,757.1,1332.5,1.76,59.38,209.63,7.148,HYBRID,0,DROUGHT,0.366,673.79,1878.42,0,prc_hicp_midx,CROPS_2025D,2024-05-31
2022,CZ,NL61,WHEAT,679.32,4154.72,6.116,438.93,232.21,5.583,DROUGHT_TOLERANT,0,STORM,0.1566,811.9,2188.27,0,aei_pr_gnb,CROPS_2024C,2025-06-17
2023,HU,ES6,SUGAR_BEET,121.44,7542.52,62.109,71.45,43.86,1.986,CERTIFIED,0,HEATWAVE,0.7788,240.04,10921.04,0,apro_cpshr,CROPS_2023B,2024-01-08
2024,NL,PL945,SOY,242.5,492.27,2.03,82.15,32.39,2.119,ORGANIC,0,NONE,0.0624,368.43,326.91,0,apro_cpnh1,CROPS_2022A,2025-12-11
2025,SE,HU1,MAIZE,320.33,2657.46,8.296,80.1,192.44,7.072,CONVENTIONAL,0,HAIL,0.5291,583.0,2852.06,0,apro_cpsh1,CROPS_2025D,2024-12-30
2026,DK,DK86,TOMATO,295.58,12255.63,41.463,112.98,207.36,0.909,HYBRID,0,FLOOD,0.7657,507.91,6907.01,0,prc_hicp_midx,CROPS_2024C,2024-03-24
2010,IE,LV3,RYE,580.17,958.44,1.652,225.54,101.75,3.634,DROUGHT_TOLERANT,0,WILDFIRE,0.3455,527.58,426.41,0,aei_pr_gnb,CROPS_2023B,2024-10-04
2011,PL,HU62,SUNFLOWER,777.1,1549.54,1.994,249.38,123.46,4.55,CERTIFIED,0,FROST,0.0661,872.22,1598.34,0,apro_cpshr,CROPS_2022A,2024-11-09
2012,AT,AT1,GRAPES,181.92,1750.62,9.623,103.5,158.89,1.165,ORGANIC,0,DROUGHT,0.3814,922.19,3746.95,0,apro_cpnh1,CROPS_2025D,2025-01-28
2013,EE,AT42,BARLEY,430.82,1578.52,3.664,269.92,85.01,6.12,CONVENTIONAL,0,STORM,0.3242,519.72,2794.35,0,apro_cpsh1,CROPS_2024C,2025-08-22
2014,IT,IT6,POTATO,1256.07,43934.82,34.978,622.03,40.49,6.775,HYBRID,0,HEATWAVE,0.3486,127.21,32961.9,0,prc_hicp_midx,CROPS_2023B,2025-10-28
2015,PT,SE97,OATS,136.11,330.07,2.425,85.29,38.64,1.429,DROUGHT_TOLERANT,0,NONE,0.085,227.01,589.44,0,aei_pr_gnb,CROPS_2022A,2024-07-04
2016,BE,BE9,RAPESEED,565.12,1025.69,1.815,261.29,36.42,1.751,CERTIFIED,0,HAIL,0.762,515.72,1503.28,0,apro_cpshr,CROPS_2025D,2024-09-26
2017,FI,DK3,OLIVES,119.94,180.39,1.504,7.89,187.05,2.002,ORGANIC,0,FLOOD,0.3285,129.5,279.0,0,apro_cpnh1,CROPS_2024C,2025-01-14
2018,LV,BG5,WHEAT,478.89,1649.78,3.445,101.27,73.52,5.819,CONVENTIONAL,0,WILDFIRE,0.6305,92.12,2378.37,0,apro_cpsh1,CROPS_2023B,2024-01-10
2019,RO,PT66,SUGAR_BEET,289.44,13646.23,47.147,122.14,165.56,0.564,HYBRID,0,FROST,0.4469,723.24,19349.54,0,prc_hicp_midx,CROPS_2022A,2024-02-04
2020,BG,SI624,SOY,160.61,445.85,2.776,87.43,66.01,6.429,DROUGHT_TOLERANT,0,DROUGHT,0.4137,301.21,449.86,0,aei_pr_gnb,CROPS_2025D,2025-02-15
2021,FR,DE47,MAIZE,120.02,1050.3,8.751,16.16,169.57,5.193,CERTIFIED,0,STORM,0.2175,577.34,603.72,0,apro_cpshr,CROPS_2024C,2024-08-10
2022,LT,NL165,TOMATO,492.57,39730.2,80.659,289.65,238.8,6.844,ORGANIC,0,HEATWAVE,0.9297,387.55,70198.05,0,apro_cpnh1,CROPS_2023B,2025-07-03
2023,SK,FI4,RYE,356.12,1714.36,4.814,40.02,185.48,6.883,CONVENTIONAL,0,NONE,0.9486,615.01,3241.69,0,apro_cpsh1,CROPS_2022A,2024-02-27
2024,HR,SI6,SUNFLOWER,163.03,256.12,1.571,97.03,226.08,2.512,HYBRID,0,HAIL,0.3298,444.5,556.2,0,prc_hicp_midx,CROPS_2025D,2025-10-03
2025,DE,GR91,GRAPES,645.73,2256.83,3.495,374.49,232.07,2.163,DROUGHT_TOLERANT,0,FLOOD,0.8152,833.43,1421.33,0,aei_pr_gnb,CROPS_2024C,2025-06-30
2026,LU,CZ357,BARLEY,439.6,1609.38,3.661,166.94,97.58,4.247,CERTIFIED,0,WILDFIRE,0.115,429.75,2299.57,0,apro_cpshr,CROPS_2023B,2025-07-15
2010,SI,DK91,POTATO,493.35,6532.45,13.241,119.4,210.6,3.601,ORGANIC,0,FROST,0.0604,873.97,13053.27,0,apro_cpnh1,CROPS_2022A,2024-09-24
2011,CY,AT91,OATS,305.9,723.76,2.366,139.03,97.59,7.165,CONVENTIONAL,0,DROUGHT,0.8652,190.24,705.21,0,apro_cpsh1,CROPS_2025D,2024-12-17
2012,GR,SE675,RAPESEED,409.2,892.06,2.18,68.78,102.92,2.072,HYBRID,0,STORM,0.2667,512.97,719.69,0,prc_hicp_midx,CROPS_2024C,2025-11-04
2013,MT,HU93,OLIVES,1179.77,1983.19,1.681,625.97,48.22,1.769,DROUGHT_TOLERANT,0,HEATWAVE,0.8181,709.99,645.52,1,aei_pr_gnb,CROPS_2023B,2024-04-01
2014,ES,LU3,WHEAT,1612.04,12752.85,7.911,474.7,152.7,6.003,CERTIFIED,0,NONE,0.5344,533.7,6932.5,0,apro_cpshr,CROPS_2022A,2024-02-03
2015,CZ,ES673,SUGAR_BEET,243.72,10955.7,44.952,53.93,136.94,3.437,ORGANIC,0,HAIL,0.4172,770.18,10849.56,0,apro_cpnh1,CROPS_2025D,2024-07-30
2016,HU,LV83,SOY,1793.49,5913.14,3.297,220.37,235.68,3.86,CONVENTIONAL,0,FLOOD,0.1591,929.48,6957.67,0,apro_cpsh1,CROPS_2024C,2025-10-30
2017,NL,FR4,MAIZE,1111.98,6476.17,5.824,212.15,97.18,3.351,HYBRID,1,WILDFIRE,0.7167,807.06,12099.21,0,prc_hicp_midx,CROPS_2023B,2025-06-08
2018,SE,LV621,TOMATO,102.16,4697.11,45.978,19.51,91.27,1.274,DROUGHT_TOLERANT,0,FROST,0.1191,448.02,4711.82,1,aei_pr_gnb,CROPS_2022A,2024-06-15
2019,DK,SE934,RYE,552.06,1490.56,2.7,172.35,79.46,2.542,CERTIFIED,0,DROUGHT,0.1907,472.6,971.98,0,apro_cpshr,CROPS_2025D,2025-01-18
2020,IE,PL14,SUNFLOWER,147.54,308.36,2.09,64.36,82.06,6.95,ORGANIC,0,STORM,0.3597,496.11,141.27,0,apro_cpnh1,CROPS_2024C,2024-05-03
2021,PL,SE44,GRAPES,206.29,751.93,3.645,81.63,131.67,6.757,CONVENTIONAL,0,HEATWAVE,0.6861,713.84,744.9,0,apro_cpsh1,CROPS_2023B,2024-05-11
2022,AT,EE2,BARLEY,274.74,1784.99,6.497,112.44,152.72,1.64,HYBRID,0,NONE,0.8138,736.06,3352.89,1,prc_hicp_midx,CROPS_2022A,2024-07-27
2023,EE,PL19,POTATO,262.34,8723.33,33.252,77.13,135.2,4.671,DROUGHT_TOLERANT,0,HAIL,0.8909,115.08,8936.73,0,aei_pr_gnb,CROPS_2025D,2025-01-07
2024,IT,BG441,OATS,244.12,657.42,2.693,46.91,39.72,6.621,CERTIFIED,0,FLOOD,0.1325,799.04,722.2,1,apro_cpshr,CROPS_2024C,2025-12-28
2025,PT,PL66,RAPESEED,117.2,180.49,1.54,12.16,93.01,4.564,ORGANIC,0,WILDFIRE,0.3912,359.27,393.62,0,apro_cpnh1,CROPS_2023B,2024-05-11
2026,BE,EE7,OLIVES,531.02,751.92,1.416,188.48,101.03,0.963,CONVENTIONAL,0,FROST,0.1526,652.06,234.45,0,apro_cpsh1,CROPS_2022A,2024-08-31
2010,FI,PL47,WHEAT,641.66,4227.26,6.588,299.77,84.91,6.297,HYBRID,0,DROUGHT,0.5815,532.14,9558.58,0,prc_hicp_midx,CROPS_2025D,2024-03-15
2011,LV,RO4,SUGAR_BEET,197.31,14983.13,75.937,33.21,215.48,4.041,DROUGHT_TOLERANT,0,STORM,0.326,288.61,18695.97,0,aei_pr_gnb,CROPS_2024C,2025-11-16
2012,RO,MT25,SOY,1372.01,4588.0,3.344,614.99,167.51,6.587,CERTIFIED,0,HEATWAVE,0.4624,839.13,11296.32,0,apro_cpshr,CROPS_2023B,2025-04-01
2013,BG,LU317,MAIZE,606.87,5203.91,8.575,35.58,76.84,7.321,ORGANIC,0,NONE,0.9096,95.3,8296.19,0,apro_cpnh1,CROPS_2022A,2024-08-03
2014,FR,LU787,TOMATO,852.91,30096.64,35.287,230.93,181.17,1.021,CONVENTIONAL,0,HAIL,0.6287,589.67,10168.02,0,apro_cpsh1,CROPS_2025D,2025-05-27
2015,LT,SE51,RYE,1071.32,2542.24,2.373,259.71,174.09,5.356,HYBRID,0,FLOOD,0.945,951.11,4539.21,0,prc_hicp_midx,CROPS_2024C,2026-01-24
2016,SK,BG86,SUNFLOWER,233.59,250.88,1.074,66.21,237.79,0.446,DROUGHT_TOLERANT,0,WILDFIRE,0.3312,614.64,100.66,0,aei_pr_gnb,CROPS_2023B,2025-03-11
2017,HR,NL94,GRAPES,684.05,3115.85,4.555,80.02,165.69,5.39,CERTIFIED,0,FROST,0.371,282.53,4661.29,0,apro_cpshr,CROPS_2022A,2025-09-24
2018,DE,LV872,BARLEY,201.53,935.5,4.642,55.42,195.89,5.567,ORGANIC,0,DROUGHT,0.3132,496.15,1844.26,0,apro_cpnh1,CROPS_2025D,2025-10-04
2019,LU,GR297,POTATO,342.29,10108.17,29.531,105.05,107.31,5.768,CONVENTIONAL,0,STORM,0.6579,344.34,20939.61,0,apro_cpsh1,CROPS_2024C,2024-10-19
2020,SI,CZ215,OATS,290.1,709.0,2.444,148.4,99.5,0.471,HYBRID,0,HEATWAVE,0.9192,172.73,1314.16,0,prc_hicp_midx,CROPS_2023B,2024-07-20
2021,CY,DE382,RAPESEED,600.15,2122.13,3.536,216.25,47.45,1.919,DROUGHT_TOLERANT,0,NONE,0.1241,216.42,3742.66,0,aei_pr_gnb,CROPS_2022A,2024-02-01
2022,GR,BG45,OLIVES,654.28,1065.82,1.629,288.58,155.07,6.344,CERTIFIED,0,HAIL,0.7667,329.71,1070.84,0,apro_cpshr,CROPS_2025D,2024-05-01
2023,MT,RO564,WHEAT,534.84,3349.7,6.263,216.51,95.85,4.669,ORGANIC,0,FLOOD,0.2104,310.39,8314.05,0,apro_cpnh1,CROPS_2024C,2026-01-21
2024,ES,EE420,SUGAR_BEET,203.57,8777.73,43.119,66.89,164.0,1.003,CONVENTIONAL,0,WILDFIRE,0.5169,830.61,7000.69,0,apro_cpsh1,CROPS_2023B,2025-01-21
2025,CZ,FI243,SOY,256.52,533.05,2.078,68.52,45.78,2.655,HYBRID,0,FROST,0.8312,859.85,234.49,0,prc_hicp_midx,CROPS_2022A,2025-12-18
2026,HU,DK706,MAIZE,500.04,2881.23,5.762,158.28,191.49,4.669,DROUGHT_TOLERANT,0,DROUGHT,0.5259,168.17,5969.58,0,aei_pr_gnb,CROPS_2025D,2025-08-03
2010,NL,AT33,TOMATO,559.68,53188.63,95.034,347.41,36.0,0.358,CERTIFIED,0,STORM,0.194,963.08,76304.44,0,apro_cpshr,CROPS_2024C,2024-06-15
2011,SE,RO966,RYE,509.14,1717.33,3.373,255.95,158.3,2.289,ORGANIC,0,HEATWAVE,0.2962,338.94,1005.75,1,apro_cpnh1,CROPS_2023B,2026-02-20
2012,DK,LT745,SUNFLOWER,462.51,1499.46,3.242,172.53,225.81,2.746,CONVENTIONAL,0,NONE,0.0697,966.69,1685.58,0,apro_cpsh1,CROPS_2022A,2025-08-01
2013,IE,MT3,GRAPES,327.28,1350.68,4.127,163.13,160.83,2.656,HYBRID,0,HAIL,0.8668,912.92,2934.82,0,prc_hicp_midx,CROPS_2025D,2025-11-23
2014,PL,CY8,BARLEY,371.76,2146.91,5.775,212.99,220.36,4.914,DROUGHT_TOLERANT,0,FLOOD,0.1903,291.98,2182.58,0,aei_pr_gnb,CROPS_2024C,2024-06-24
2015,AT,LU7,POTATO,588.75,19440.53,33.02,150.55,164.08,5.222,CERTIFIED,0,WILDFIRE,0.1285,335.24,26724.81,0,apro_cpshr,CROPS_2023B,2025-09-29
2016,EE,LV49,OATS,749.29,3278.14,4.375,287.46,56.58,2.505,ORGANIC,0,FROST,0.176,861.68,2143.88,0,apro_cpnh1,CROPS_2022A,2025-06-19
2017,IT,AT10,RAPESEED,732.25,1844.54,2.519,333.88,112.79,2.506,CONVENTIONAL,0,DROUGHT,0.0631,691.61,3332.51,1,apro_cpsh1,CROPS_2025D,2024-05-30
2018,PT,SE54,OLIVES,206.63,192.79,0.933,77.83,169.34,3.246,HYBRID,0,STORM,0.8126,485.46,376.61,0,prc_hicp_midx,CROPS_2024C,2024-08-27
2019,BE,EE827,WHEAT,159.9,905.83,5.665,92.26,155.49,7.107,DROUGHT_TOLERANT,0,HEATWAVE,0.5278,366.84,951.17,0,aei_pr_gnb,CROPS_2023B,2024-07-20
2020,FI,DK99,SUGAR_BEET,152.42,11985.7,78.636,8.17,82.02,6.365,CERTIFIED,0,NONE,0.891,434.63,6741.56,0,apro_cpshr,CROPS_2022A,2024-01-26
2021,LV,SI370,SOY,244.71,408.18,1.668,139.67,139.49,0.385,ORGANIC,0,HAIL,0.4088,300.52,196.29,0,apro_cpnh1,CROPS_2025D,2025-03-19
2022,RO,CY18,MAIZE,150.71,1155.34,7.666,39.9,232.29,2.016,CONVENTIONAL,0,FLOOD,0.0774,238.46,1241.85,0,apro_cpsh1,CROPS_2024C,2025-05-02
2023,BG,FR38,TOMATO,734.76,45754.24,62.271,234.54,120.47,2.048,HYBRID,0,WILDFIRE,0.1622,506.0,80811.28,0,prc_hicp_midx,CROPS_2023B,2025-05-13
2024,FR,SE2,RYE,753.07,2564.96,3.406,424.45,59.25,5.976,DROUGHT_TOLERANT,0,FROST,0.1998,540.67,5741.33,0,aei_pr_gnb,CROPS_2022A,2024-10-27
2025,LT,SI25,SUNFLOWER,765.22,1561.81,2.041,87.07,103.38,2.803,CERTIFIED,0,DROUGHT,0.496,294.83,2748.76,0,apro_cpshr,CROPS_2025D,2025-10-29
2026,SK,CY76,GRAPES,67.49,649.73,9.627,27.83,57.78,2.802,ORGANIC,0,STORM,0.8501,730.91,1600.21,0,apro_cpnh1,CROPS_2024C,2024-03-17
2010,HR,LV696,BARLEY,904.59,3441.96,3.805,254.39,224.32,6.037,CONVENTIONAL,0,HEATWAVE,0.0511,725.19,4202.34,0,apro_cpsh1,CROPS_2023B,2025-03-23
2011,DE,FI758,POTATO,955.38,47838.74,50.073,187.17,141.74,2.14,HYBRID,0,NONE,0.5507,370.71,33717.59,0,prc_hicp_midx,CROPS_2022A,2025-01-03
2012,LU,HR860,OATS,598.14,2275.32,3.804,168.26,103.05,4.162,DROUGHT_TOLERANT,0,HAIL,0.6375,381.94,4423.0,0,aei_pr_gnb,CROPS_2025D,2025-03-07
2013,SI,LV398,RAPESEED,225.21,516.63,2.294,82.06,153.68,7.485,CERTIFIED,0,FLOOD,0.2032,144.72,1105.27,1,apro_cpshr,CROPS_2024C,2025-10-30
2014,CY,GR60,OLIVES,1015.5,2594.6,2.555,357.97,194.39,0.921,ORGANIC,0,WILDFIRE,0.6973,691.19,1354.39,0,apro_cpnh1,CROPS_2023B,2025-05-06
2015,GR,GR7,WHEAT,181.71,1264.52,6.959,65.81,39.45,5.978,CONVENTIONAL,0,FROST,0.0567,606.3,2861.82,0,apro_cpsh1,CROPS_2022A,2024-03-29
2016,MT,FI46,SUGAR_BEET,336.94,19552.63,58.03,208.05,40.75,2.876,HYBRID,0,DROUGHT,0.7042,94.59,21350.56,0,prc_hicp_midx,CROPS_2025D,2024-07-05
2017,ES,HR531,SOY,180.59,386.28,2.139,73.65,65.2,1.75,DROUGHT_TOLERANT,1,STORM,0.344,716.28,436.49,0,aei_pr_gnb,CROPS_2024C,2026-01-14
2018,CZ,IE52,MAIZE,412.89,2578.91,6.246,118.62,51.33,4.612,CERTIFIED,0,HEATWAVE,0.7305,893.77,5099.15,1,apro_cpshr,CROPS_2023B,2024-05-16
2019,HU,FR12,TOMATO,171.96,15055.61,87.553,37.4,101.11,3.302,ORGANIC,0,NONE,0.6172,394.74,13848.54,0,apro_cpnh1,CROPS_2022A,2024-12-03
2020,NL,SI45,RYE,118.21,462.67,3.914,51.4,104.32,6.669,CONVENTIONAL,0,HAIL,0.6292,413.22,438.77,0,apro_cpsh1,CROPS_2025D,2025-03-26
2021,SE,SI1,SUNFLOWER,990.6,1803.88,1.821,397.5,142.43,3.509,HYBRID,0,FLOOD,0.4638,117.97,2164.57,1,prc_hicp_midx,CROPS_2024C,2025-04-13
2022,DK,SI95,GRAPES,431.9,2436.35,5.641,194.72,50.67,6.68,DROUGHT_TOLERANT,0,WILDFIRE,0.7893,190.37,902.68,1,aei_pr_gnb,CROPS_2023B,2026-02-24
2023,IE,FR703,BARLEY,430.17,1939.21,4.508,149.55,165.6,4.055,CERTIFIED,0,FROST,0.1925,719.73,3317.75,0,apro_cpshr,CROPS_2022A,2026-01-25
2024,PL,SK2,POTATO,499.05,10157.16,20.353,53.88,127.74,7.017,ORGANIC,0,DROUGHT,0.7431,805.7,7291.86,0,apro_cpnh1,CROPS_2025D,2026-02-03
2025,AT,AT768,OATS,679.96,1792.37,2.636,337.6,62.14,7.023,CONVENTIONAL,0,STORM,0.2024,831.52,4116.62,1,apro_cpsh1,CROPS_2024C,2024-03-15
2026,EE,EE68,RAPESEED,233.9,520.9,2.227,77.52,177.67,6.018,HYBRID,0,HEATWAVE,0.1233,362.48,1117.08,0,prc_hicp_midx,CROPS_2023B,2026-01-08
2010,IT,DE7,OLIVES,382.95,1579.29,4.124,187.99,131.34,5.336,DROUGHT_TOLERANT,0,NONE,0.5124,760.49,1619.6,0,aei_pr_gnb,CROPS_2022A,2024-08-09
2011,PT,BE5,WHEAT,677.95,2580.96,3.807,65.58,213.12,0.591,CERTIFIED,0,HAIL,0.8349,382.35,1041.12,0,apro_cpshr,CROPS_2025D,2024-01-04
