house_build_permit_issue_date,house_build_permit_jurisdiction_id,house_build_permit_type_code,house_build_project_valuation_usd,house_build_units_authorized_count,house_build_square_footage_authorized,house_build_building_height_feet,house_build_stories_count,house_build_construction_type_code,house_build_energy_code_version,house_build_solar_ready_flag,house_build_accessory_dwelling_flag,house_build_mixed_use_flag,house_build_zoning_district_code,house_build_setback_variance_flag,house_build_impact_fee_usd,house_build_inspection_pass_rate_pct,house_build_average_permit_cycle_days,house_build_contractor_license_id,house_build_stop_work_order_flag
2016-06-17,JUR0000169,ADDITION,82461536.06,32,82261,294.2,22,CONCRETE,IECC_2018,1,0,0,MU,0,218562,76.3,136,LIC00000169,0
2016-06-18,JUR0000170,ADDITION,7828966.71,303,2076004,389.2,48,STEEL,IECC_2015,1,0,0,RM,0,38155,86.79,25,LIC00000170,1
2016-06-19,JUR0000171,ALTERATION,67635272.72,40,792642,122.0,9,MASONRY,LOCAL,0,0,1,C1,0,29104,83.94,16,LIC00000171,0
2016-06-20,JUR0000172,ADDITION,30164472.59,218,365207,420.6,19,STEEL,IECC_2021,0,0,0,RM,0,3085,89.72,188,LIC00000172,1
2016-06-21,JUR0000173,NEW_COMM,46440568.31,312,1125426,382.0,47,CONCRETE,LOCAL,1,0,0,C1,0,213122,76.73,96,LIC00000173,0
2016-06-22,JUR0000174,NEW_COMM,43103242.54,173,493034,158.8,84,MASONRY,IECC_2009,1,0,0,R1,0,137031,97.18,182,LIC00000174,0
2016-06-23,JUR0000175,NEW_RES,28744104.08,140,480078,175.1,47,STEEL,IECC_2009,1,0,0,C2,1,54858,83.83,116,LIC00000175,0
2016-06-24,JUR0000176,MEP,54098805.14,417,164286,67.5,82,WOOD,IECC_2012,1,0,0,R3,0,88067,89.77,163,LIC00000176,0
2016-06-25,JUR0000177,ALTERATION,23353189.63,299,1710637,11.9,41,WOOD,LOCAL,0,0,0,C2,0,74911,73.95,191,LIC00000177,0
2016-06-26,JUR0000178,NEW_COMM,69507897.03,127,865970,306.1,89,MASONRY,IECC_2018,1,0,0,PUD,0,211380,64.81,44,LIC00000178,0
2016-06-27,JUR0000179,MEP,51599479.63,341,1414999,209.5,22,MASONRY,IECC_2021,0,1,0,I1,0,199345,90.72,35,LIC00000179,0
2016-06-28,JUR0000180,MEP,48543824.23,21,1456185,360.8,22,MASONRY,IECC_2018,1,0,0,C2,0,29243,85.7,147,LIC00000180,0
2016-06-29,JUR0000181,DEMOLITION,74322582.32,326,70997,167.6,86,MASONRY,IECC_2018,0,0,0,C1,0,119412,97.09,107,LIC00000181,0
2016-06-30,JUR0000182,DEMOLITION,15670819.52,215,1081205,347.8,23,WOOD,IECC_2015,1,0,0,I1,1,167726,89.54,52,LIC00000182,0
2016-07-01,JUR0000183,MEP,20746063.18,329,75825,131.6,16,MASONRY,IECC_2018,0,0,1,I1,0,149832,60.47,132,LIC00000183,0
2016-07-02,JUR0000184,ALTERATION,46433207.69,212,56503,17.3,12,STEEL,IECC_2018,0,0,0,R2,0,118078,79.4,205,LIC00000184,0
2016-07-03,JUR0000185,ALTERATION,34152298.18,80,797478,218.9,4,MIXED,IECC_2012,0,0,0,R3,0,189689,87.49,49,LIC00000185,0
2016-07-04,JUR0000186,ALTERATION,6554872.4,262,834783,421.6,88,MODULAR,IECC_2021,1,0,1,C2,0,143205,81.87,74,LIC00000186,0
2016-07-05,JUR0000187,NEW_RES,6354743.74,433,83618,58.4,70,MASONRY,IECC_2009,0,0,0,C2,0,69316,81.09,159,LIC00000187,0
2016-07-06,JUR0000188,NEW_RES,62174282.28,362,824545,168.3,60,MIXED,IECC_2015,0,0,0,R1,1,185442,71.37,237,LIC00000188,0
2016-07-07,JUR0000189,MEP,31432986.45,310,594524,39.6,28,WOOD,IECC_2018,0,0,0,I1,0,123383,71.72,40,LIC00000189,0
2016-07-08,JUR0000190,DEMOLITION,37974883.37,65,266199,193.4,23,CONCRETE,IECC_2015,0,0,0,OVERLAY,0,130765,85.16,231,LIC00000190,0
2016-07-09,JUR0000191,ALTERATION,57201783.33,404,196811,436.7,10,STEEL,IECC_2015,0,0,0,MU,0,181048,72.32,219,LIC00000191,0
2016-07-10,JUR0000192,NEW_COMM,67255277.93,316,899174,278.5,77,MASONRY,IECC_2009,0,0,0,OVERLAY,0,171834,72.82,138,LIC00000192,0
2016-07-11,JUR0000193,ADDITION,20103018.65,280,442270,355.7,6,STEEL,IECC_2018,0,0,0,OVERLAY,0,125886,80.98,197,LIC00000193,0
2016-07-12,JUR0000194,ADDITION,14490554.26,97,2057749,160.3,9,MODULAR,LOCAL,1,0,1,I1,0,90112,78.84,26,LIC00000194,0
2016-07-13,JUR0000195,NEW_RES,45772349.31,95,1359417,88.9,25,WOOD,IECC_2018,1,0,0,RM,0,18446,87.71,96,LIC00000195,1
2016-07-14,JUR0000196,DEMOLITION,11706249.81,220,158484,413.4,8,MIXED,IECC_2012,1,0,0,C1,0,89994,87.29,5,LIC00000196,0
2016-07-15,JUR0000197,NEW_RES,47652212.66,12,861180,47.7,42,MIXED,IECC_2021,0,0,0,OVERLAY,1,204184,95.19,149,LIC00000197,0
2016-07-16,JUR0000198,NEW_COMM,5193520.05,147,962030,89.8,84,MASONRY,IECC_2012,0,0,0,R1,0,16205,76.76,23,LIC00000198,0
2016-07-17,JUR0000199,NEW_COMM,44166107.73,213,842609,69.2,36,MASONRY,IECC_2021,0,0,1,C1,0,190581,65.67,68,LIC00000199,0
2016-07-18,JUR0000200,NEW_RES,33573857.35,271,489972,442.6,50,STEEL,LOCAL,1,0,0,RM,0,42431,75.16,5,LIC00000200,0
2016-07-19,JUR0000201,DEMOLITION,9700106.26,71,481996,321.4,73,WOOD,IECC_2018,0,0,0,RM,0,26694,74.68,60,LIC00000201,0
2016-07-20,JUR0000202,ADDITION,39783037.27,287,1497127,162.7,83,STEEL,IECC_2015,0,0,0,RM,0,244170,84.41,35,LIC00000202,0
2016-07-21,JUR0000203,NEW_COMM,57956207.2,360,1114506,184.2,69,WOOD,IECC_2021,0,1,0,MU,0,120599,66.1,74,LIC00000203,0
2016-07-22,JUR0000204,ADDITION,5218784.83,388,1087464,19.2,28,CONCRETE,IECC_2012,0,0,0,R2,1,74529,62.0,13,LIC00000204,1
2016-07-23,JUR0000205,ADDITION,79215872.83,323,1046994,118.3,48,STEEL,IECC_2015,0,0,0,R2,0,132041,65.47,45,LIC00000205,0
2016-07-24,JUR0000206,NEW_RES,22496396.16,185,1878027,158.2,17,MASONRY,LOCAL,0,0,1,I1,0,231343,63.18,223,LIC00000206,0
2016-07-25,JUR0000207,ALTERATION,78693537.57,425,1500049,28.5,75,STEEL,IECC_2012,1,0,0,I1,0,224645,62.03,31,LIC00000207,0
2016-07-26,JUR0000208,NEW_COMM,41541322.51,284,437094,152.6,36,MIXED,IECC_2021,0,0,0,I1,0,102076,86.92,218,LIC00000208,0
2016-07-27,JUR0000209,NEW_COMM,54469574.27,428,1011161,99.3,77,MIXED,IECC_2021,0,0,0,OVERLAY,0,188398,68.09,17,LIC00000209,0
2016-07-28,JUR0000210,NEW_RES,1197641.58,225,1957456,417.8,67,MIXED,IECC_2015,0,0,0,C1,0,231639,59.79,121,LIC00000210,0
2016-07-29,JUR0000211,ADDITION,17453461.75,302,1214872,26.6,58,STEEL,IECC_2009,0,0,0,C1,0,49395,89.99,49,LIC00000211,0
2016-07-30,JUR0000212,MEP,75933219.62,7,613724,21.9,21,MIXED,LOCAL,0,0,0,RM,0,242935,89.43,125,LIC00000212,0
2016-07-31,JUR0000213,ALTERATION,35983220.95,27,1605850,320.9,15,MASONRY,IECC_2015,0,1,0,MU,0,35542,89.33,29,LIC00000213,0
2016-08-01,JUR0000214,MEP,14119881.51,423,1728264,241.9,15,STEEL,IECC_2021,0,0,0,R2,0,211650,62.47,25,LIC00000214,0
2016-08-02,JUR0000215,DEMOLITION,29170698.54,414,1883904,223.6,60,MASONRY,IECC_2015,0,0,0,MU,0,199763,59.77,151,LIC00000215,0
2016-08-03,JUR0000216,NEW_RES,30721457.94,54,274583,91.2,2,STEEL,IECC_2021,0,0,0,C2,0,230035,89.32,230,LIC00000216,1
2016-08-04,JUR0000217,NEW_RES,2215270.26,212,1137271,295.8,71,CONCRETE,IECC_2015,0,0,0,OVERLAY,0,166531,99.41,240,LIC00000217,0
2016-08-05,JUR0000218,NEW_RES,32290264.19,336,2045953,211.1,66,MIXED,IECC_2012,1,0,0,I1,0,10240,90.47,144,LIC00000218,1
2016-08-06,JUR0000219,NEW_COMM,69703091.52,14,861405,411.0,56,STEEL,IECC_2015,0,0,0,I1,0,219057,62.0,10,LIC00000219,0
2016-08-07,JUR0000220,ALTERATION,21333181.1,239,2023624,219.8,81,MIXED,IECC_2015,0,0,0,R2,0,238085,91.58,221,LIC00000220,0
2016-08-08,JUR0000221,NEW_COMM,11739261.39,53,1074865,154.3,32,MIXED,IECC_2009,0,0,0,C1,1,227027,94.69,147,LIC00000221,0
2016-08-09,JUR0000222,MEP,57889160.35,393,1879916,171.5,29,CONCRETE,IECC_2018,1,0,0,C2,0,55696,79.47,152,LIC00000222,0
2016-08-10,JUR0000223,MEP,37860616.33,381,1436486,445.4,23,MODULAR,IECC_2012,0,0,0,C1,0,123649,98.53,208,LIC00000223,0
2016-08-11,JUR0000224,ALTERATION,46611314.23,44,2157793,165.7,51,STEEL,IECC_2018,0,0,0,RM,1,99073,99.07,231,LIC00000224,0
2016-08-12,JUR0000225,NEW_RES,49279615.76,324,733718,357.8,71,MASONRY,LOCAL,0,0,1,R1,0,92775,56.57,70,LIC00000225,0
2016-08-13,JUR0000226,ADDITION,59321083.52,315,372668,94.2,56,MASONRY,IECC_2021,0,0,0,C2,0,114237,60.36,210,LIC00000226,0
2016-08-14,JUR0000227,NEW_COMM,20300281.73,46,783951,345.7,25,MIXED,IECC_2018,0,0,0,RM,0,106785,64.39,10,LIC00000227,0
2016-08-15,JUR0000228,DEMOLITION,39711848.14,28,2091612,151.4,61,WOOD,IECC_2018,1,0,0,R3,0,248451,66.1,121,LIC00000228,0
2016-08-16,JUR0000229,DEMOLITION,7354070.25,395,660861,211.7,57,CONCRETE,IECC_2018,1,0,1,C2,0,190561,82.78,5,LIC00000229,0
2016-08-17,JUR0000230,NEW_RES,48739833.91,273,1464994,192.5,23,MODULAR,IECC_2012,0,0,0,PUD,0,210493,73.37,97,LIC00000230,0
2016-08-18,JUR0000231,MEP,79247542.4,262,842766,207.0,74,MIXED,IECC_2012,1,0,0,R1,0,131744,72.95,134,LIC00000231,0
2016-08-19,JUR0000232,DEMOLITION,27141984.5,128,1715684,421.5,25,WOOD,IECC_2009,0,1,0,MU,0,31440,95.07,225,LIC00000232,0
2016-08-20,JUR0000233,NEW_RES,68632391.12,56,50645,370.5,46,CONCRETE,IECC_2015,0,0,0,R3,1,73287,65.12,101,LIC00000233,0
2016-08-21,JUR0000234,MEP,63339607.23,11,665072,67.4,24,MIXED,IECC_2015,0,0,1,MU,0,46910,97.94,29,LIC00000234,0
2016-08-22,JUR0000235,ADDITION,18044264.96,303,59875,204.7,82,CONCRETE,IECC_2009,0,0,0,PUD,0,196562,56.01,60,LIC00000235,0
2016-08-23,JUR0000236,MEP,32909852.02,97,990605,248.7,82,MIXED,IECC_2021,1,0,0,MU,0,83718,94.96,111,LIC00000236,0
2016-08-24,JUR0000237,ALTERATION,13473347.24,354,1243314,282.1,74,MODULAR,IECC_2009,1,0,1,PUD,0,158184,67.9,179,LIC00000237,0
2016-08-25,JUR0000238,DEMOLITION,23181821.48,340,1210200,360.2,58,MIXED,IECC_2012,1,1,0,MU,0,159064,92.3,63,LIC00000238,0
2016-08-26,JUR0000239,NEW_RES,28530917.76,137,1944671,73.6,82,WOOD,IECC_2009,0,0,0,I1,0,40508,97.14,74,LIC00000239,0
2016-08-27,JUR0000240,ADDITION,55815205.99,165,2040548,74.3,67,MODULAR,IECC_2015,0,0,0,OVERLAY,0,199830,78.04,183,LIC00000240,0
2016-08-28,JUR0000241,NEW_RES,61617990.62,441,95778,171.3,10,WOOD,IECC_2021,0,0,0,MU,0,207891,62.94,65,LIC00000241,0
2016-08-29,JUR0000242,ADDITION,33054380.04,440,2041101,64.7,24,CONCRETE,LOCAL,0,0,0,R3,0,160130,96.43,169,LIC00000242,0
2016-08-30,JUR0000243,ADDITION,50956425.81,87,730484,115.3,70,CONCRETE,IECC_2012,0,0,0,R3,0,170451,92.78,210,LIC00000243,0
2016-08-31,JUR0000244,ALTERATION,19231348.98,395,632224,448.3,25,WOOD,IECC_2018,0,0,0,MU,0,17349,60.58,239,LIC00000244,1
2016-09-01,JUR0000245,ADDITION,6449938.4,221,913956,299.5,15,STEEL,IECC_2018,0,0,0,C2,0,215104,91.89,166,LIC00000245,1
2016-09-02,JUR0000246,MEP,36923814.41,33,1587156,89.4,83,WOOD,IECC_2009,0,0,0,PUD,0,17990,96.76,18,LIC00000246,0
2016-09-03,JUR0000247,DEMOLITION,49637695.02,351,454799,143.5,24,MIXED,IECC_2018,0,0,0,OVERLAY,0,132868,85.56,151,LIC00000247,0
2016-09-04,JUR0000248,DEMOLITION,24288988.62,216,1212463,322.1,51,MASONRY,IECC_2015,0,0,0,PUD,0,34500,92.28,157,LIC00000248,0
2016-09-05,JUR0000249,MEP,38716743.13,142,1272083,44.1,11,MIXED,LOCAL,0,0,0,C2,0,13689,70.81,124,LIC00000249,0
2016-09-06,JUR0000250,ALTERATION,59997367.46,178,2174523,430.0,40,WOOD,IECC_2018,0,0,0,RM,0,66499,97.36,53,LIC00000250,0
2016-09-07,JUR0000251,MEP,38843515.32,30,1762142,447.3,41,MASONRY,IECC_2021,0,0,0,I1,0,244199,66.82,218,LIC00000251,0
2016-09-08,JUR0000252,NEW_RES,43671686.45,105,441710,137.0,9,STEEL,IECC_2015,0,0,0,I1,1,36480,67.64,37,LIC00000252,0
2016-09-09,JUR0000253,DEMOLITION,59885699.66,356,1940687,314.6,24,MASONRY,IECC_2015,1,0,1,R2,0,184030,64.27,186,LIC00000253,0
2016-09-10,JUR0000254,NEW_COMM,81604083.08,216,1919092,42.2,43,MODULAR,IECC_2015,1,0,0,MU,0,203391,95.23,79,LIC00000254,0
2016-09-11,JUR0000255,DEMOLITION,33951288.73,197,949459,14.7,5,WOOD,IECC_2009,0,0,0,RM,0,94392,74.96,123,LIC00000255,0
2016-09-12,JUR0000256,MEP,51425339.95,421,478106,193.6,89,MODULAR,IECC_2009,0,0,0,I1,1,143635,65.28,121,LIC00000256,0
2016-09-13,JUR0000257,MEP,78046664.02,335,2112418,192.7,44,MODULAR,IECC_2009,1,0,0,OVERLAY,0,227797,97.05,91,LIC00000257,0
2016-09-14,JUR0000258,ALTERATION,2473031.27,147,1081727,140.2,62,STEEL,IECC_2018,0,1,1,R3,0,101597,59.8,37,LIC00000258,0
2016-09-15,JUR0000259,DEMOLITION,53195526.73,115,1655410,397.4,22,MODULAR,IECC_2015,0,0,0,C1,0,203366,62.59,122,LIC00000259,0
2016-09-16,JUR0000260,NEW_COMM,55790591.51,414,1352682,442.4,31,STEEL,IECC_2018,0,0,1,C2,0,94415,77.86,43,LIC00000260,0
2016-09-17,JUR0000261,NEW_RES,82862638.46,99,1618948,130.0,79,STEEL,IECC_2021,0,0,0,R2,0,149240,72.58,13,LIC00000261,0
2016-09-18,JUR0000262,NEW_RES,81345039.36,81,1757490,21.0,30,STEEL,IECC_2018,1,1,0,OVERLAY,0,26008,72.5,41,LIC00000262,0
2016-09-19,JUR0000263,DEMOLITION,51903447.26,55,558298,218.2,11,CONCRETE,IECC_2009,0,0,0,R1,0,133418,92.62,129,LIC00000263,0
2016-09-20,JUR0000264,MEP,54374839.46,231,207563,414.3,56,MODULAR,LOCAL,0,0,0,R3,0,113072,93.33,224,LIC00000264,0
2016-09-21,JUR0000265,ADDITION,4934089.05,296,1720166,235.0,42,MIXED,IECC_2015,1,0,0,C2,0,140767,80.89,132,LIC00000265,0
2016-09-22,JUR0000266,DEMOLITION,57419492.26,342,982341,420.2,19,WOOD,IECC_2018,0,1,1,PUD,0,233226,80.18,15,LIC00000266,0
2016-09-23,JUR0000267,NEW_RES,5418626.73,327,351654,29.2,63,MODULAR,IECC_2021,0,0,1,R3,0,72790,78.43,18,LIC00000267,0
2016-09-24,JUR0000268,DEMOLITION,61259735.12,348,346159,357.5,88,MASONRY,IECC_2015,1,0,0,I1,0,175456,93.84,90,LIC00000268,0
2016-09-25,JUR0000269,NEW_RES,7336502.34,203,348803,37.9,59,MASONRY,IECC_2009,1,0,0,I1,0,206506,66.58,144,LIC00000269,0
2016-09-26,JUR0000270,DEMOLITION,25749757.99,220,192798,411.6,50,STEEL,IECC_2018,0,0,0,OVERLAY,1,244049,70.46,18,LIC00000270,0
2016-09-27,JUR0000271,ADDITION,2882775.87,342,235751,141.6,70,MIXED,IECC_2009,0,0,0,R1,0,2870,67.7,144,LIC00000271,0
2016-09-28,JUR0000272,NEW_RES,67994542.91,6,931200,133.8,47,WOOD,IECC_2009,0,0,0,C1,0,71183,98.79,199,LIC00000272,0
2016-09-29,JUR0000273,NEW_COMM,4400453.63,398,2015396,165.0,3,MODULAR,IECC_2009,1,0,0,R3,0,175944,57.35,177,LIC00000273,0
2016-09-30,JUR0000274,ALTERATION,17402348.03,356,1860595,182.0,12,WOOD,IECC_2018,1,0,0,RM,0,71364,75.26,216,LIC00000274,0
2016-10-01,JUR0000275,NEW_COMM,15776940.11,309,2009691,76.6,61,CONCRETE,LOCAL,0,0,1,RM,0,78258,78.46,70,LIC00000275,0
2016-10-02,JUR0000276,MEP,6991365.22,359,787159,365.8,32,WOOD,LOCAL,0,0,0,I1,1,144339,72.45,93,LIC00000276,0
2016-10-03,JUR0000277,DEMOLITION,6716733.67,66,696969,309.9,77,MIXED,IECC_2021,0,0,0,PUD,0,96183,91.7,41,LIC00000277,0
2016-10-04,JUR0000278,ADDITION,51144544.26,338,1662877,328.4,26,MODULAR,IECC_2012,1,0,0,R3,1,190469,96.52,121,LIC00000278,0
2016-10-05,JUR0000279,NEW_RES,64369937.48,80,2142428,104.7,60,WOOD,IECC_2021,0,0,0,R1,0,175810,55.06,112,LIC00000279,0
2016-10-06,JUR0000280,ALTERATION,48795360.45,356,1239075,111.4,42,STEEL,IECC_2015,1,0,0,PUD,0,47260,73.12,167,LIC00000280,0
2016-10-07,JUR0000281,NEW_COMM,84434686.61,38,160255,57.2,88,MODULAR,IECC_2021,1,0,0,R2,0,35624,71.64,211,LIC00000281,1
2016-10-08,JUR0000282,NEW_COMM,45985475.72,432,1409482,386.2,51,CONCRETE,IECC_2012,0,1,0,I1,1,87012,88.87,67,LIC00000282,0
2016-10-09,JUR0000283,MEP,2094792.41,44,1550873,63.8,28,MIXED,IECC_2009,0,0,1,I1,0,97283,90.08,19,LIC00000283,0
2016-10-10,JUR0000284,ADDITION,35810884.56,88,1421010,412.8,40,MASONRY,IECC_2012,0,0,0,MU,0,173175,75.18,63,LIC00000284,0
2016-10-11,JUR0000285,MEP,49614986.22,420,1959409,91.9,64,MIXED,IECC_2015,1,0,1,C1,0,89883,71.57,171,LIC00000285,1
2016-10-12,JUR0000286,DEMOLITION,8219462.2,412,1695964,177.3,51,MIXED,IECC_2015,0,0,0,C1,0,23595,73.2,186,LIC00000286,1
2016-10-13,JUR0000287,NEW_RES,50805532.51,126,2081345,249.5,81,CONCRETE,IECC_2015,0,0,0,R2,0,10344,61.22,239,LIC00000287,0
2016-10-14,JUR0000288,ALTERATION,65508169.38,276,910330,237.1,49,WOOD,IECC_2009,1,0,0,R2,1,151433,65.2,153,LIC00000288,0
2016-10-15,JUR0000289,NEW_COMM,66869378.45,327,159899,415.2,17,CONCRETE,IECC_2012,0,0,0,OVERLAY,1,33816,74.76,14,LIC00000289,0
2016-10-16,JUR0000290,ADDITION,9664907.89,427,1557945,283.1,32,CONCRETE,IECC_2012,0,0,0,C2,0,133770,55.67,173,LIC00000290,0
2016-10-17,JUR0000291,NEW_COMM,66542254.13,211,666502,68.5,35,STEEL,IECC_2012,1,0,1,R1,0,146366,84.13,189,LIC00000291,0
2016-10-18,JUR0000292,NEW_RES,35754192.58,356,265356,311.7,47,MASONRY,IECC_2015,0,1,0,OVERLAY,0,192276,62.46,13,LIC00000292,0
2016-10-19,JUR0000293,ALTERATION,20526532.61,178,94675,102.9,65,WOOD,IECC_2009,0,1,1,R3,1,67181,66.78,144,LIC00000293,0
2016-10-20,JUR0000294,ALTERATION,61328563.79,209,2067399,245.3,49,STEEL,LOCAL,0,0,0,OVERLAY,0,66128,66.78,228,LIC00000294,0
2016-10-21,JUR0000295,ALTERATION,13280922.35,408,876739,148.5,41,STEEL,IECC_2012,0,1,1,R1,0,61117,81.02,13,LIC00000295,0
2016-10-22,JUR0000296,DEMOLITION,58341445.21,371,170179,332.1,10,MASONRY,IECC_2012,0,1,0,R3,0,139016,86.05,75,LIC00000296,0
2016-10-23,JUR0000297,ALTERATION,84488333.92,71,407365,351.4,49,WOOD,IECC_2009,0,0,0,R3,0,61376,76.63,152,LIC00000297,0
2016-10-24,JUR0000298,DEMOLITION,18930534.66,221,546586,372.2,16,MASONRY,IECC_2018,0,0,0,I1,0,76697,95.67,52,LIC00000298,0
2016-10-25,JUR0000299,ADDITION,28610914.48,271,1889486,95.6,80,MODULAR,IECC_2021,1,0,1,I1,0,139975,95.31,200,LIC00000299,0
2016-10-26,JUR0000300,MEP,11210228.75,253,1481378,163.3,34,MASONRY,IECC_2015,0,0,0,RM,0,209003,72.4,106,LIC00000300,0
2016-10-27,JUR0000301,NEW_RES,73260618.32,141,1243171,371.7,74,MASONRY,IECC_2021,0,0,0,I1,0,19251,98.66,218,LIC00000301,0
2016-10-28,JUR0000302,ADDITION,51503952.72,28,1184452,284.0,61,MODULAR,IECC_2009,0,1,1,C1,0,223367,72.24,69,LIC00000302,0
2016-10-29,JUR0000303,ALTERATION,41570428.26,6,2150340,403.5,10,WOOD,IECC_2015,0,0,0,R3,0,69461,63.49,109,LIC00000303,0
2016-10-30,JUR0000304,NEW_COMM,83916446.05,43,1072291,436.1,40,MIXED,IECC_2009,0,0,0,R2,1,24130,96.17,95,LIC00000304,0
2016-10-31,JUR0000305,ALTERATION,49965793.34,238,40701,370.7,78,MODULAR,IECC_2018,0,0,0,OVERLAY,0,221542,66.5,44,LIC00000305,0
2016-11-01,JUR0000306,ALTERATION,10683096.75,65,372217,174.1,34,CONCRETE,IECC_2021,0,0,1,C2,0,168761,90.57,146,LIC00000306,0
2016-11-02,JUR0000307,ADDITION,11980988.19,188,1329860,189.2,16,MODULAR,IECC_2009,0,0,0,R2,0,207055,76.58,183,LIC00000307,0
2016-11-03,JUR0000308,NEW_COMM,81098184.34,180,275107,101.3,49,MIXED,IECC_2012,1,0,0,OVERLAY,0,192399,65.18,165,LIC00000308,0
2016-11-04,JUR0000309,NEW_COMM,42666780.19,96,1442444,442.2,18,MODULAR,IECC_2009,0,0,1,OVERLAY,0,203715,83.68,149,LIC00000309,0
2016-11-05,JUR0000310,ADDITION,28529046.37,107,222330,275.3,52,CONCRETE,IECC_2015,0,0,0,C1,0,237800,82.56,32,LIC00000310,0
2016-11-06,JUR0000311,ADDITION,7762211.55,68,67039,71.6,56,CONCRETE,IECC_2021,1,0,0,R2,0,216030,64.74,49,LIC00000311,0
2016-11-07,JUR0000312,ADDITION,45768934.8,188,1942802,89.5,87,MASONRY,LOCAL,0,1,1,PUD,0,146919,76.89,234,LIC00000312,0
2016-11-08,JUR0000313,NEW_COMM,36955352.84,330,718805,231.1,24,WOOD,IECC_2015,0,0,0,I1,0,140055,72.56,53,LIC00000313,0
2016-11-09,JUR0000314,NEW_COMM,10526766.25,1,1893064,344.4,4,STEEL,IECC_2012,1,0,0,C2,0,24025,64.82,56,LIC00000314,0
2016-11-10,JUR0000315,MEP,22412739.01,54,125708,122.7,52,MIXED,IECC_2015,0,0,0,R1,0,34422,64.2,155,LIC00000315,0
2016-11-11,JUR0000316,DEMOLITION,38775100.18,147,681379,283.5,61,STEEL,IECC_2015,0,0,0,R1,0,14457,77.08,76,LIC00000316,0
2016-11-12,JUR0000317,MEP,28577036.51,291,414979,61.3,30,MODULAR,IECC_2015,0,0,0,OVERLAY,1,171758,65.27,86,LIC00000317,0
2016-11-13,JUR0000318,DEMOLITION,45794973.24,284,1302452,281.8,22,MODULAR,IECC_2015,1,0,0,C1,0,189874,96.66,184,LIC00000318,0
2016-11-14,JUR0000319,DEMOLITION,80909785.77,427,1660770,300.0,11,MODULAR,IECC_2018,1,0,0,R1,0,249676,69.51,107,LIC00000319,1
2016-11-15,JUR0000320,MEP,42724663.51,442,2025196,263.4,9,STEEL,IECC_2015,1,0,0,R2,0,235066,71.8,17,LIC00000320,0
2016-11-16,JUR0000321,MEP,22909078.53,127,2079554,391.4,73,MASONRY,IECC_2009,0,0,0,RM,0,9832,74.87,207,LIC00000321,0
2016-11-17,JUR0000322,ADDITION,83726713.1,5,564644,190.7,81,CONCRETE,IECC_2021,0,0,0,I1,0,216667,74.47,179,LIC00000322,0
2016-11-18,JUR0000323,ALTERATION,13384066.25,39,1798402,236.6,88,MODULAR,IECC_2018,1,0,0,C2,0,123605,95.12,207,LIC00000323,0
2016-11-19,JUR0000324,MEP,47990577.81,341,706692,77.7,63,MASONRY,IECC_2009,1,0,1,RM,0,40202,95.4,193,LIC00000324,0
2016-11-20,JUR0000325,ALTERATION,28086209.65,126,559836,43.8,1,MODULAR,IECC_2012,0,0,1,R1,0,202571,82.26,93,LIC00000325,0
2016-11-21,JUR0000326,MEP,59276908.35,181,1990791,103.7,30,MIXED,IECC_2012,0,0,1,I1,0,18072,94.04,148,LIC00000326,0
2016-11-22,JUR0000327,DEMOLITION,2781870.89,424,1197143,379.0,21,MASONRY,IECC_2015,1,0,0,R2,0,124317,62.47,10,LIC00000327,0
2016-11-23,JUR0000328,DEMOLITION,9101225.05,236,1481882,212.6,35,CONCRETE,IECC_2021,0,0,0,PUD,0,147068,94.24,58,LIC00000328,0
2016-11-24,JUR0000329,NEW_COMM,63082768.41,211,158542,119.8,35,MIXED,IECC_2021,1,0,0,R3,0,113751,72.05,200,LIC00000329,0
2016-11-25,JUR0000330,DEMOLITION,71494842.76,208,810871,430.3,20,MIXED,LOCAL,1,0,1,OVERLAY,0,127938,61.28,178,LIC00000330,1
2016-11-26,JUR0000331,ADDITION,55447081.73,404,1088727,128.2,34,WOOD,LOCAL,1,0,1,PUD,0,8071,56.87,57,LIC00000331,1
2016-11-27,JUR0000332,NEW_RES,47580920.79,407,1035526,153.3,57,MASONRY,LOCAL,1,0,1,R3,0,116477,90.39,228,LIC00000332,0
2016-11-28,JUR0000333,NEW_COMM,35003694.42,268,155957,306.6,59,MODULAR,LOCAL,1,0,0,R2,0,116063,59.13,148,LIC00000333,0
2016-11-29,JUR0000334,NEW_COMM,63706817.31,315,1859925,339.1,72,MASONRY,IECC_2018,0,0,1,R2,0,83494,89.7,6,LIC00000334,0
2016-11-30,JUR0000335,NEW_COMM,19455948.54,371,2151296,294.3,13,CONCRETE,LOCAL,0,0,0,R2,0,127634,94.87,194,LIC00000335,1
2016-12-01,JUR0000336,ADDITION,19353301.55,72,2175519,412.1,19,CONCRETE,IECC_2021,0,0,0,OVERLAY,0,104062,89.94,174,LIC00000336,0
2016-12-02,JUR0000337,NEW_RES,43049773.57,215,1862324,39.6,87,MASONRY,IECC_2021,0,0,0,C1,0,24926,69.6,145,LIC00000337,0
2016-12-03,JUR0000338,ADDITION,1944637.77,278,1753815,253.3,67,STEEL,IECC_2015,0,0,0,R1,0,71182,75.64,67,LIC00000338,0
2016-12-04,JUR0000339,ALTERATION,73572522.0,308,746540,399.4,4,STEEL,IECC_2015,1,0,1,RM,0,220126,97.63,96,LIC00000339,0
