safe_incident_incident_datetime_local,safe_incident_incident_type_code,safe_incident_ipc_ncrb_offense_code,safe_incident_call_priority_level,safe_incident_reporting_agency_ori,safe_incident_location_block_id,safe_incident_premise_type,safe_incident_weapon_involved_flag,safe_incident_injury_severity_code,safe_incident_victim_count,safe_incident_suspect_count,safe_incident_clearance_status_code,safe_incident_bias_motivation_flag,safe_incident_gang_related_flag,safe_incident_domestic_related_flag,safe_incident_property_loss_value_inr,safe_incident_body_worn_camera_flag,safe_incident_response_time_seconds,safe_incident_geocoding_accuracy_level,safe_incident_case_update_timestamp
2020-02-17 00:52:24,Assault,IPC-380,P2,IN-ORI-4903,BLK-3f3cd6ae6f12ee,Hospital,Y,None,2,5,ClearedByArrest,N,N,N,8480459,N,3404,StreetSegment,2022-09-13 13:01:32
2020-09-25 10:36:46,Kidnapping,IT-66C,P4,IN-ORI-6085,BLK-be6efff642069b,Market,Y,Minor,7,2,ExceptionallyCleared,Y,N,N,3992348,Y,3061,StreetSegment,2025-02-01 17:09:49
2024-05-17 14:13:27,Robbery,IPC-420,P4,IN-ORI-9117,BLK-17063d9bbbd6d7,Residence,Y,None,3,4,UnderInvestigation,N,Y,N,1140620,N,4969,Parcel,2022-08-11 09:48:15
2021-10-18 16:33:17,Kidnapping,IPC-436,P3,IN-ORI-4905,BLK-e6484d2b21ee7c,School,Y,Moderate,2,3,ClearedByArrest,Y,N,Y,4677510,Y,7006,Parcel,2025-04-01 15:29:36
2022-05-21 05:50:43,CyberCrime,IPC-302,P2,IN-ORI-8523,BLK-5a7d03619dd696,Hospital,N,None,6,5,Open,Y,N,Y,190269,Y,1437,Parcel,2019-04-12 07:32:04
2024-02-01 02:37:42,Vandalism,IPC-436,P3,IN-ORI-5868,BLK-e3253b4e36909a,Shop,Y,None,1,1,ExceptionallyCleared,N,Y,Y,1753111,Y,7083,Parcel,2021-07-18 03:17:10
2021-06-18 17:29:31,Arson,IPC-363,P2,IN-ORI-5304,BLK-c8e81c9ee838c8,Hospital,N,None,7,3,ClearedByArrest,Y,Y,Y,2624386,Y,6503,Neighborhood,2024-04-24 20:24:32
2018-12-29 02:34:31,DomesticViolence,IPC-354,P4,IN-ORI-3211,BLK-47075d11222f99,Hospital,Y,None,3,2,ExceptionallyCleared,Y,Y,N,5504660,Y,3843,StreetSegment,2022-01-10 13:56:05
2019-02-19 22:41:39,DomesticViolence,IPC-392,P2,IN-ORI-4556,BLK-88227ac80b3ed4,Residence,Y,Moderate,5,3,ExceptionallyCleared,N,Y,Y,7806926,N,6826,Rooftop,2021-09-11 19:36:02
2022-01-24 23:51:34,CyberCrime,IPC-420,P2,IN-ORI-8426,BLK-97b2a3f1682e6c,Shop,Y,Severe,1,3,Unfounded,N,N,N,1668757,N,3579,Neighborhood,2022-02-21 06:11:50
2019-10-15 15:08:32,CyberCrime,IPC-363,P1,IN-ORI-2864,BLK-fbabf41cac777b,Market,N,None,2,1,Open,N,N,N,355973,N,1061,Parcel,2022-08-29 22:23:03
2023-03-22 10:55:06,Fraud,IPC-420,P3,IN-ORI-1540,BLK-84c75a6d57b5b4,Park,N,None,3,4,UnderInvestigation,Y,Y,N,5685060,N,1900,Neighborhood,2021-01-15 12:56:52
2018-01-23 21:44:25,Vandalism,IPC-379,P3,IN-ORI-6896,BLK-649865a3c0d94c,Residence,N,Moderate,1,1,ExceptionallyCleared,N,N,N,4827111,N,1381,Rooftop,2021-08-30 08:17:47
2023-09-13 00:36:19,Fraud,IPC-498A,P3,IN-ORI-7385,BLK-16ef3ea6fbeae1,ATM,Y,None,0,3,Open,Y,N,N,4173164,N,3749,Unknown,2025-08-22 10:03:08
2022-12-08 23:17:33,Narcotics,IPC-392,P3,IN-ORI-9107,BLK-d8b7ebedf9114e,Market,Y,None,0,2,ExceptionallyCleared,Y,Y,N,1254832,Y,2997,Unknown,2025-05-01 12:40:24
2020-02-12 13:47:25,Homicide,NDPS-21,P4,IN-ORI-2864,BLK-a9e72a672f1c61,ATM,N,None,5,4,ClearedByArrest,Y,Y,Y,1906318,N,3385,Neighborhood,2021-03-25 17:58:26
2018-08-02 04:16:27,Burglary,IPC-498A,P3,IN-ORI-9815,BLK-d57bbf885d2267,Shop,Y,Minor,7,0,UnderInvestigation,Y,Y,Y,7914843,N,5492,Neighborhood,2022-09-20 16:51:56
2020-03-01 01:53:29,DomesticViolence,IPC-302,P1,IN-ORI-4216,BLK-3ce2e6a38d9c18,Office,Y,None,4,2,UnderInvestigation,N,N,N,6064287,N,3530,Parcel,2019-06-06 09:44:35
2021-10-28 23:27:11,Theft,IPC-436,P3,IN-ORI-1342,BLK-22264321def1df,Shop,Y,None,6,2,Open,Y,Y,N,8305794,N,6824,Ward,2021-05-30 07:36:30
2024-12-28 08:40:53,DomesticViolence,IPC-379,P2,IN-ORI-3386,BLK-54e928e8676dc2,Transit,N,None,0,3,Unfounded,N,Y,Y,8435930,N,3481,Neighborhood,2024-09-14 23:09:13
2025-11-05 06:36:27,Homicide,IPC-380,P3,IN-ORI-3565,BLK-891569dcb369c7,ATM,N,Moderate,6,2,Unfounded,N,N,Y,4418365,N,5131,Unknown,2023-05-17 12:50:22
2025-01-28 00:26:50,Fraud,IPC-392,P2,IN-ORI-9417,BLK-40573aba338ddc,Street,Y,None,2,0,ExceptionallyCleared,Y,N,N,6766358,Y,2471,Parcel,2024-03-07 23:12:39
2023-01-01 20:13:29,Arson,IPC-363,P2,IN-ORI-1921,BLK-7c3c524598fded,Hospital,Y,None,2,2,Unfounded,N,N,N,3922504,Y,5126,Unknown,2024-11-11 09:38:42
2022-03-15 10:31:21,Narcotics,IPC-380,P2,IN-ORI-5589,BLK-402dcc3cea3c61,Hospital,Y,None,6,2,ClearedByArrest,N,Y,N,4910625,N,2913,Ward,2020-09-12 01:51:33
2022-11-26 00:25:50,Burglary,IPC-392,P4,IN-ORI-3675,BLK-2300bd0e8cce85,School,Y,Minor,3,5,ClearedByArrest,N,Y,Y,7606723,N,708,Unknown,2022-10-20 13:44:42
2019-08-09 22:54:56,Homicide,IPC-379,P3,IN-ORI-9644,BLK-b6b02d2d2e1a82,Apartment,N,None,0,4,ExceptionallyCleared,N,Y,Y,4854037,Y,5091,Parcel,2022-11-04 02:05:46
2020-02-21 20:56:47,Theft,NDPS-20,P3,IN-ORI-2839,BLK-c374997bf27861,Street,Y,None,3,3,Open,Y,N,N,6893186,Y,781,Neighborhood,2024-11-13 08:52:05
2023-03-29 12:31:38,Burglary,IT-66C,P2,IN-ORI-4404,BLK-3ed419ed5179e3,Transit,Y,Minor,0,4,Open,Y,Y,N,2732453,Y,6043,StreetSegment,2019-11-30 23:36:38
2021-10-15 22:09:52,Homicide,IPC-379,P1,IN-ORI-3188,BLK-5861d903749a50,Apartment,Y,None,0,4,ExceptionallyCleared,Y,Y,N,5122993,N,1654,Unknown,2019-01-24 18:28:21
2024-10-26 10:28:57,Vandalism,IPC-363,P3,IN-ORI-2165,BLK-f2288a165f3697,Office,Y,Moderate,6,4,Open,N,N,Y,7537315,N,1439,Rooftop,2021-12-20 14:42:18
2020-09-09 02:15:33,Narcotics,IPC-379,P4,IN-ORI-4622,BLK-ce52abc398619b,Market,Y,Fatal,7,3,ExceptionallyCleared,N,N,Y,1562373,Y,1854,Unknown,2025-03-24 18:22:37
2020-05-03 01:56:04,CyberCrime,IPC-498A,P1,IN-ORI-2830,BLK-2df4c4151501ac,School,N,None,1,3,UnderInvestigation,N,Y,Y,1671970,N,4264,Rooftop,2022-08-02 08:40:59
2023-01-13 14:52:22,DomesticViolence,IPC-379,P4,IN-ORI-7661,BLK-25df3b9043c393,Street,N,None,0,4,ClearedByArrest,Y,N,Y,6832523,N,5305,Neighborhood,2025-03-05 00:21:03
2018-05-23 16:12:14,CyberCrime,IPC-302,P3,IN-ORI-4169,BLK-59f0b12e4201f6,Residence,N,None,4,3,UnderInvestigation,Y,N,Y,3966808,Y,4628,Neighborhood,2019-02-06 07:16:04
2021-04-08 15:11:57,DomesticViolence,NDPS-20,P4,IN-ORI-9878,BLK-aa20e600254a08,Park,N,None,6,4,ExceptionallyCleared,Y,Y,N,1741471,Y,5691,Unknown,2020-04-14 22:32:38
2021-01-27 16:49:54,Burglary,IT-66C,P3,IN-ORI-5044,BLK-051058ad1af106,Apartment,Y,Moderate,4,4,UnderInvestigation,Y,N,Y,2766581,N,5959,Rooftop,2021-11-07 10:16:04
2020-12-21 09:48:49,DomesticViolence,IT-66C,P3,IN-ORI-3016,BLK-ed48ea7622bffb,Transit,N,Severe,1,2,ClearedByArrest,N,Y,N,638606,Y,1840,Parcel,2023-10-03 05:25:14
2018-06-03 22:00:25,Burglary,NDPS-20,P3,IN-ORI-9329,BLK-070ec4d99e3b88,Residence,N,Minor,7,3,Open,N,Y,N,397239,Y,491,Ward,2024-06-05 12:31:39
2018-06-13 17:20:22,Burglary,IPC-392,P3,IN-ORI-7555,BLK-c2bd233f3c7624,Hospital,N,Minor,4,3,UnderInvestigation,N,N,N,1344680,N,5340,Neighborhood,2023-09-02 07:28:12
2023-05-22 08:02:36,Vandalism,IT-66C,P3,IN-ORI-2199,BLK-fa95ab29af9990,Residence,N,Minor,6,1,Unfounded,Y,Y,N,4113311,Y,6216,StreetSegment,2022-02-12 11:41:14
2024-09-23 11:35:42,DomesticViolence,IPC-420,P3,IN-ORI-5573,BLK-daead148355fd1,Shop,N,None,1,1,ClearedByArrest,N,N,N,7042470,Y,5712,Unknown,2025-01-06 22:42:38
2024-03-28 01:04:54,Arson,NDPS-20,P4,IN-ORI-7404,BLK-01fc555c51493f,Apartment,N,None,2,0,ClearedByArrest,Y,N,Y,4645775,N,5979,Parcel,2020-05-23 22:19:00
2022-05-11 20:05:51,Arson,NDPS-20,P1,IN-ORI-4172,BLK-d5d0ec880d09a7,ATM,N,Severe,4,5,Open,Y,Y,N,936333,N,3466,Ward,2025-05-27 03:11:35
2024-10-20 18:37:19,Arson,IPC-363,P2,IN-ORI-1757,BLK-a98c3498a57cb5,Office,Y,None,6,5,UnderInvestigation,Y,Y,Y,1832634,N,3211,Rooftop,2019-12-12 09:47:20
2020-09-08 17:18:26,DomesticViolence,IPC-380,P4,IN-ORI-1501,BLK-90e9b1bd87b6ae,Office,N,Minor,4,2,Open,N,N,Y,7524298,N,722,Unknown,2025-05-18 22:46:16
2021-05-05 09:02:00,Arson,IPC-392,P2,IN-ORI-9123,BLK-859f13212aeb41,Warehouse,N,None,4,1,Unfounded,Y,N,Y,2315649,N,6324,StreetSegment,2023-07-03 03:03:30
2021-04-11 10:31:45,CyberCrime,NDPS-21,P3,IN-ORI-4170,BLK-1e3715386478f1,Shop,N,Minor,7,2,Open,Y,N,N,1539649,N,4605,Unknown,2022-05-20 10:02:17
2024-11-07 21:21:34,Homicide,NDPS-20,P1,IN-ORI-3579,BLK-7b45aeff0937c7,Market,N,Moderate,7,1,Unfounded,N,N,Y,51077,N,5121,StreetSegment,2019-03-23 18:23:55
2019-05-13 15:12:35,Vandalism,NDPS-21,P1,IN-ORI-2202,BLK-5ab46d027ba322,Warehouse,N,Minor,7,1,ClearedByArrest,Y,N,N,6306088,Y,2347,Ward,2021-09-19 11:36:20
2023-10-07 03:01:59,Robbery,IPC-380,P4,IN-ORI-6648,BLK-d6fb81c75cca5a,Office,Y,None,7,5,UnderInvestigation,N,N,N,5939882,Y,2804,Ward,2022-02-09 05:15:44
2023-12-20 09:38:31,Assault,IPC-436,P3,IN-ORI-5862,BLK-94af46c15d5064,Residence,N,Moderate,5,2,Unfounded,Y,Y,N,6268009,N,7084,Rooftop,2020-12-21 09:39:38
2020-07-29 09:03:06,CyberCrime,IPC-302,P4,IN-ORI-5756,BLK-c37e5928e91dac,Apartment,Y,Minor,3,4,Unfounded,Y,N,Y,5870385,Y,1208,Ward,2021-09-16 00:41:30
2025-12-29 00:38:54,Homicide,IPC-354,P2,IN-ORI-4939,BLK-1503b750c561d3,Street,N,Fatal,1,4,Unfounded,N,N,N,2410492,N,627,Rooftop,2020-12-22 01:29:24
2019-04-29 20:46:48,Arson,IPC-354,P2,IN-ORI-7968,BLK-4339bc08a3046b,ATM,N,Minor,0,5,Unfounded,N,Y,Y,4762638,Y,1465,Unknown,2023-08-16 07:44:33
2020-04-15 21:17:12,Homicide,IPC-392,P4,IN-ORI-6303,BLK-7c434a88e6bd90,Warehouse,Y,None,7,3,ClearedByArrest,Y,N,N,5372588,Y,4982,StreetSegment,2022-03-06 22:38:25
2020-12-31 12:42:25,Theft,IPC-420,P2,IN-ORI-2342,BLK-10c67c0f5d1c75,Apartment,Y,Moderate,1,1,Unfounded,Y,Y,N,3222151,N,4823,Unknown,2024-06-23 11:01:47
2025-08-25 21:43:59,CyberCrime,IPC-363,P3,IN-ORI-2868,BLK-5df5d8f727e1ed,Street,Y,Minor,2,0,Open,N,N,Y,7267191,Y,5720,Parcel,2022-08-24 02:22:39
2020-07-23 23:36:00,Fraud,IPC-380,P2,IN-ORI-9125,BLK-54221e321652b2,School,N,None,6,4,Unfounded,N,N,N,8442982,Y,452,Unknown,2020-03-27 14:59:05
2021-01-15 17:36:23,Theft,IT-66C,P2,IN-ORI-6456,BLK-4fb82652c12dd6,Street,N,None,4,0,Unfounded,N,N,N,4676434,N,260,StreetSegment,2022-08-14 02:07:17
2023-08-18 01:11:33,Burglary,IPC-498A,P4,IN-ORI-8983,BLK-855ea4037d2687,Market,Y,None,6,4,Open,Y,Y,Y,8218047,N,2072,Ward,2022-09-24 07:25:43
2019-05-25 22:24:13,Vandalism,IPC-302,P4,IN-ORI-1581,BLK-cd9bccda6159b4,ATM,Y,Moderate,1,0,ExceptionallyCleared,N,N,Y,7459138,N,4675,Ward,2022-11-10 16:03:44
2018-03-12 06:26:48,Narcotics,IPC-498A,P2,IN-ORI-5967,BLK-8d4820441b1998,Apartment,N,None,1,5,UnderInvestigation,N,N,N,3883561,N,3001,StreetSegment,2025-01-22 23:07:55
2022-06-22 08:52:54,Fraud,IPC-363,P1,IN-ORI-3642,BLK-70eea3ee381865,School,Y,Severe,3,3,ExceptionallyCleared,N,N,Y,7788119,Y,4388,Unknown,2020-01-27 18:08:23
2023-08-02 00:19:25,Narcotics,NDPS-20,P2,IN-ORI-7268,BLK-1165e8023ec89b,Park,Y,Moderate,1,2,Open,Y,N,N,7935436,Y,6478,Neighborhood,2021-07-20 08:30:57
2019-08-19 21:29:30,DomesticViolence,IT-66C,P3,IN-ORI-4549,BLK-6707c455e262da,ATM,Y,Severe,3,0,Open,N,Y,N,6132405,N,4653,Ward,2022-02-13 13:58:40
2019-09-02 07:28:29,CyberCrime,IPC-420,P3,IN-ORI-4037,BLK-89b6e1e372253f,Shop,Y,None,5,1,Unfounded,N,N,N,7129890,N,6207,Neighborhood,2024-06-30 09:37:47
2022-06-20 13:46:22,Arson,IPC-392,P1,IN-ORI-1417,BLK-cfcd326f4d8fe4,Transit,N,None,5,1,UnderInvestigation,Y,N,N,181197,Y,686,Parcel,2021-01-25 02:50:49
2025-12-14 18:16:38,Arson,IT-66C,P1,IN-ORI-5033,BLK-01bd3ddfdeed3a,School,Y,Severe,5,2,ExceptionallyCleared,Y,Y,N,4670805,Y,1824,Ward,2019-09-20 15:16:04
2024-05-22 23:23:10,Theft,IPC-392,P1,IN-ORI-4854,BLK-698376328b0dee,Residence,N,None,7,0,UnderInvestigation,N,Y,N,1431775,N,6952,Neighborhood,2020-10-11 22:42:26
2024-03-06 04:22:37,DomesticViolence,IPC-379,P2,IN-ORI-9065,BLK-67a9204eeea90e,Residence,N,Severe,6,0,ClearedByArrest,Y,N,N,5842962,Y,4658,Unknown,2025-05-08 01:01:40
2020-06-25 11:58:25,DomesticViolence,IPC-380,P4,IN-ORI-6987,BLK-4bc05a8127d77f,Park,Y,None,1,5,ExceptionallyCleared,Y,N,Y,6358002,N,2056,Rooftop,2022-06-05 06:18:36
2018-09-09 08:13:17,Arson,IPC-436,P3,IN-ORI-3471,BLK-c68729a6bfedbc,Hospital,N,None,2,4,ExceptionallyCleared,Y,N,Y,3887986,Y,7157,Unknown,2021-08-19 10:19:52
2021-08-02 12:42:17,Fraud,IT-66C,P3,IN-ORI-6895,BLK-e7d306d7900048,Transit,Y,Minor,0,2,Unfounded,N,Y,N,2291506,Y,6170,Rooftop,2019-01-01 00:47:51
2020-11-27 09:07:05,Kidnapping,IPC-363,P2,IN-ORI-1608,BLK-44914889cd7b36,Transit,Y,None,1,5,ExceptionallyCleared,Y,Y,Y,2706350,Y,3798,Parcel,2025-11-02 22:35:34
2022-12-08 08:10:54,Arson,IT-66C,P4,IN-ORI-4026,BLK-380902f05e3b27,Hospital,Y,Moderate,3,4,ClearedByArrest,Y,N,Y,6048005,Y,2883,Ward,2022-12-28 08:36:16
2019-09-09 11:31:53,Narcotics,IPC-363,P3,IN-ORI-5402,BLK-7485cd4fd04505,Warehouse,Y,None,6,1,UnderInvestigation,N,Y,Y,6480955,Y,1443,StreetSegment,2023-01-07 13:40:52
2024-02-17 14:23:19,Homicide,NDPS-20,P2,IN-ORI-6398,BLK-46c4caea0f4f32,Apartment,N,Minor,3,2,ExceptionallyCleared,Y,Y,N,3707677,N,3789,StreetSegment,2022-01-22 07:03:30
2020-01-28 05:05:12,Arson,IT-66C,P3,IN-ORI-9856,BLK-2ddf5b1c059db6,Apartment,N,None,0,0,Unfounded,Y,Y,Y,2072045,Y,763,Rooftop,2023-09-09 12:25:29
2025-10-17 01:54:20,Vandalism,IPC-363,P2,IN-ORI-3775,BLK-c0e394c6c65826,Hospital,N,None,4,4,Unfounded,N,N,Y,6968285,Y,5095,Rooftop,2021-07-24 18:36:46
2020-05-04 02:23:20,Vandalism,IPC-392,P1,IN-ORI-1010,BLK-82e851926b18e6,Shop,N,Minor,7,0,ExceptionallyCleared,N,N,N,947197,Y,3542,Parcel,2019-10-26 01:43:18
2022-06-19 07:08:58,Robbery,IT-66C,P4,IN-ORI-9020,BLK-987d6baaa4e11e,Transit,Y,Minor,2,4,ExceptionallyCleared,N,Y,N,7188648,Y,4741,Neighborhood,2025-12-16 13:03:25
2022-02-19 04:49:19,Vandalism,NDPS-20,P4,IN-ORI-2217,BLK-c233be9c7f1d5d,Market,Y,Moderate,6,1,ClearedByArrest,N,N,N,7447206,N,3617,Ward,2025-05-30 16:08:58
2021-02-01 01:14:13,Vandalism,IPC-392,P3,IN-ORI-2693,BLK-63a2830e359b6d,Street,N,Moderate,5,0,Open,N,N,Y,7266043,N,6231,Neighborhood,2022-10-14 00:43:45
2019-02-10 19:20:32,Kidnapping,NDPS-20,P1,IN-ORI-6685,BLK-c812430f8c99de,Office,Y,None,3,1,UnderInvestigation,N,N,N,5200177,N,5185,Rooftop,2025-01-10 08:45:07
2018-09-14 13:32:48,Kidnapping,IPC-363,P4,IN-ORI-7374,BLK-edded75d84b995,Shop,Y,Moderate,2,3,Open,N,N,Y,1669873,Y,4468,Unknown,2021-12-14 20:02:34
2019-06-10 18:55:36,DomesticViolence,IPC-498A,P1,IN-ORI-2254,BLK-768ff0e9fd0758,Shop,Y,None,0,3,Open,Y,N,N,7399201,Y,4393,Rooftop,2024-12-27 15:12:38
2024-08-03 03:03:27,Theft,NDPS-21,P4,IN-ORI-7911,BLK-6f7ee6f5e77e91,Residence,Y,None,3,1,ExceptionallyCleared,Y,N,Y,5724732,Y,3905,Parcel,2024-09-08 06:39:09
2020-03-27 22:26:44,Burglary,IPC-379,P3,IN-ORI-1342,BLK-4ce21d4f69b0a9,Hospital,Y,Minor,0,3,ExceptionallyCleared,N,Y,Y,7087422,Y,4953,Neighborhood,2023-09-16 19:32:32
2021-05-20 12:16:26,Fraud,NDPS-20,P3,IN-ORI-5523,BLK-95ec1ca3e2b3db,ATM,Y,None,5,1,Unfounded,Y,N,N,1935293,Y,5185,Rooftop,2025-11-07 03:01:37
2022-11-01 01:17:37,Theft,IPC-380,P2,IN-ORI-8067,BLK-3a02c64f534e14,Market,N,None,7,0,Unfounded,Y,N,Y,8356844,Y,3797,Unknown,2023-12-12 14:57:02
2023-12-07 14:01:29,Fraud,NDPS-20,P2,IN-ORI-6998,BLK-cabcd3a60b2597,Hospital,N,None,2,5,Open,N,Y,N,1884085,N,5136,Neighborhood,2023-01-01 05:54:32
2020-02-28 19:15:00,Robbery,NDPS-20,P2,IN-ORI-7761,BLK-4c91afb6df3fbe,Shop,Y,None,2,0,Unfounded,Y,Y,N,5395837,N,4426,Ward,2022-04-06 16:39:44
2023-03-18 17:42:51,Burglary,NDPS-21,P2,IN-ORI-5013,BLK-e1d09a2a702489,Office,Y,Minor,1,2,ExceptionallyCleared,N,Y,N,5545566,Y,663,Ward,2019-05-29 13:36:21
2018-12-22 08:31:08,Kidnapping,IPC-354,P1,IN-ORI-9721,BLK-6088d47308e4f4,Street,Y,None,3,0,UnderInvestigation,N,Y,Y,771547,N,2716,Neighborhood,2019-06-03 02:19:40
2022-03-01 01:54:02,Kidnapping,IPC-392,P1,IN-ORI-3197,BLK-672526d3f53e10,Shop,N,None,1,0,Open,Y,Y,Y,2177996,Y,3299,Parcel,2024-02-05 02:09:09
2022-08-30 07:13:57,Fraud,IPC-363,P3,IN-ORI-7982,BLK-742840245125ab,Park,Y,None,0,2,ClearedByArrest,Y,N,N,6428580,Y,4723,StreetSegment,2019-05-12 00:30:18
2022-03-05 08:10:01,Burglary,NDPS-21,P4,IN-ORI-6270,BLK-72a1825ce18b13,ATM,Y,None,4,0,UnderInvestigation,Y,Y,N,4995496,N,3710,StreetSegment,2022-04-27 15:18:16
2024-06-03 01:03:59,Homicide,IPC-392,P3,IN-ORI-6800,BLK-a03c8a0ace9d61,Market,Y,None,7,1,ExceptionallyCleared,N,Y,N,240274,N,933,Neighborhood,2021-10-31 12:44:08
2021-07-11 02:29:51,Assault,IPC-354,P1,IN-ORI-7746,BLK-eceb9a20ed7ae2,Market,Y,None,2,4,Open,Y,Y,N,7554544,Y,53,Ward,2021-06-10 22:47:44
2020-09-02 06:09:22,Robbery,NDPS-20,P3,IN-ORI-5732,BLK-6dc23bb45879de,Transit,N,None,1,2,Unfounded,Y,N,Y,3634514,N,3502,Ward,2019-07-26 05:47:01
2019-12-15 16:53:40,Narcotics,IPC-379,P1,IN-ORI-9213,BLK-16b584e14b62a1,Market,N,None,4,4,ClearedByArrest,Y,N,N,3573136,N,2124,StreetSegment,2023-12-30 09:12:04
2020-05-20 09:49:04,Homicide,IPC-436,P2,IN-ORI-8202,BLK-0f0c1ec2bb5279,Residence,N,Severe,3,4,ExceptionallyCleared,N,N,Y,1632361,N,5075,Rooftop,2019-09-19 18:23:41
2025-08-26 14:11:19,Fraud,IPC-354,P2,IN-ORI-5767,BLK-be846a96c695de,Market,N,None,2,0,UnderInvestigation,N,N,N,7521892,Y,3448,Rooftop,2020-01-03 16:43:13
2023-12-06 12:14:24,Vandalism,IPC-392,P2,IN-ORI-8064,BLK-5ce1c1ee0deee3,School,Y,Minor,3,4,UnderInvestigation,Y,N,Y,711947,Y,179,Unknown,2023-10-21 12:32:21
2020-08-19 12:26:55,Narcotics,IT-66C,P2,IN-ORI-3859,BLK-bd0c3cf9a85a32,Office,Y,Minor,1,5,Unfounded,Y,N,N,5458181,Y,6194,Neighborhood,2019-08-16 08:45:07
2023-07-19 00:39:13,DomesticViolence,IPC-302,P3,IN-ORI-9106,BLK-258bea3f6c47ec,Transit,N,None,4,3,Open,N,Y,N,2602010,N,7056,Parcel,2024-06-27 22:08:16
2021-01-05 17:26:51,Narcotics,IPC-379,P4,IN-ORI-8555,BLK-ccab82227e41fe,Transit,Y,None,0,4,UnderInvestigation,Y,Y,Y,2219597,Y,935,Ward,2019-03-17 08:33:21
2024-03-26 10:21:57,Theft,IPC-498A,P3,IN-ORI-1990,BLK-7271dea3ecf4d6,School,Y,None,5,1,ExceptionallyCleared,Y,Y,Y,4532,Y,5140,Unknown,2025-03-17 01:23:04
2020-11-10 22:32:59,Fraud,IPC-354,P3,IN-ORI-4509,BLK-c34413421290e4,Warehouse,Y,None,1,1,ClearedByArrest,N,N,Y,2529744,Y,4043,Ward,2019-09-18 14:00:32
2019-04-05 01:16:31,CyberCrime,NDPS-20,P2,IN-ORI-5389,BLK-c02b03d989cf77,Hospital,Y,Severe,1,1,Open,N,N,N,4626894,Y,5747,Rooftop,2022-09-22 03:56:17
2025-06-15 12:07:30,Kidnapping,IPC-380,P1,IN-ORI-8272,BLK-2338eec247cf75,Office,N,Minor,6,0,UnderInvestigation,Y,N,Y,7868071,N,4974,Ward,2019-01-06 01:47:55
2025-05-07 23:21:16,DomesticViolence,NDPS-21,P2,IN-ORI-2475,BLK-b9e7a64f9f92f4,Street,Y,None,3,1,Open,N,Y,Y,2398990,Y,1720,Ward,2022-07-19 06:20:25
2021-05-03 03:31:13,Theft,IPC-498A,P2,IN-ORI-7823,BLK-555f74e5455a52,Residence,N,Severe,6,0,ClearedByArrest,N,N,Y,5920660,Y,5386,Rooftop,2023-08-11 01:59:46
2023-05-26 01:35:53,Arson,IPC-498A,P2,IN-ORI-5142,BLK-73310b7366e70f,Shop,Y,None,5,1,ClearedByArrest,Y,N,Y,6796614,N,409,Ward,2025-05-13 05:03:42
2018-03-05 06:50:45,Burglary,IPC-392,P3,IN-ORI-7476,BLK-0bf4cf96d9ce46,Park,N,Minor,6,1,ClearedByArrest,Y,N,Y,5672325,Y,1999,Neighborhood,2023-08-09 13:27:24
2023-05-12 21:59:17,Homicide,IPC-379,P3,IN-ORI-2364,BLK-43d976153a474d,Park,Y,Moderate,6,4,Open,Y,Y,N,4463955,Y,1332,Unknown,2022-01-07 23:34:01
2021-09-23 18:41:34,Narcotics,IPC-436,P2,IN-ORI-4298,BLK-81dd483523208e,Hospital,N,None,6,3,Unfounded,Y,Y,Y,7504688,Y,1825,Rooftop,2020-12-17 22:04:14
2018-12-05 03:37:29,Burglary,IPC-436,P4,IN-ORI-7370,BLK-9a67fbee018d94,School,N,None,3,1,Open,Y,Y,N,3602859,N,6038,Rooftop,2020-09-19 00:24:56
2023-03-17 04:57:58,Homicide,IPC-379,P2,IN-ORI-2306,BLK-fa04bff036181c,Market,N,Minor,5,2,ClearedByArrest,Y,N,Y,2628180,Y,2324,StreetSegment,2019-08-11 18:22:47
2021-07-18 16:24:32,Assault,NDPS-20,P4,IN-ORI-2360,BLK-b59810a8df2950,Hospital,Y,Severe,7,2,Unfounded,Y,N,N,6426833,Y,2927,Unknown,2025-12-21 09:59:19
2021-07-25 22:50:41,Burglary,IPC-380,P1,IN-ORI-3679,BLK-9a3f20f5c55112,Park,Y,None,0,4,Unfounded,N,N,Y,5677612,Y,88,Ward,2023-09-10 03:20:12
2021-10-21 01:29:41,Fraud,IPC-354,P3,IN-ORI-2087,BLK-20f1b220fde86f,Hospital,N,None,6,2,ClearedByArrest,Y,Y,N,4562142,Y,5543,Unknown,2019-10-16 04:41:07
2020-11-18 13:31:02,DomesticViolence,IPC-302,P4,IN-ORI-3865,BLK-86115f3bd7e48e,Shop,Y,Severe,2,2,Open,N,Y,Y,4740399,N,2029,Neighborhood,2025-07-09 02:38:24
2023-05-14 09:27:00,Homicide,IT-66C,P1,IN-ORI-8779,BLK-5a75ec0b98adf4,Street,N,None,7,5,Open,N,N,Y,3854134,N,1663,Neighborhood,2020-06-16 22:29:53
2019-08-02 19:46:23,Homicide,IPC-380,P3,IN-ORI-8034,BLK-a0a6acc03463ff,Residence,N,None,5,0,UnderInvestigation,N,Y,N,2305271,Y,403,Neighborhood,2021-11-27 23:43:20
2022-11-22 04:54:10,Arson,NDPS-21,P1,IN-ORI-5160,BLK-875e6d7252a5eb,Hospital,N,None,0,5,Open,N,N,Y,2310795,N,6461,StreetSegment,2024-06-15 06:08:40
