civic_results_election_id,civic_results_contest_id,civic_results_office_type_code,civic_results_district_code,civic_results_polling_station_reporting_status,civic_results_vote_total_candidate_1,civic_results_vote_total_candidate_2,civic_results_vote_total_candidate_3,civic_results_vote_total_writein,civic_results_vote_total_overvotes,civic_results_vote_total_undervotes,civic_results_margin_votes,civic_results_margin_pct,civic_results_swing_from_prior_pct,civic_results_incumbent_flag,civic_results_party_primary_flag,civic_results_ranked_choice_rounds_count,civic_results_recount_trigger_flag,civic_results_certification_date,civic_results_result_source_file_hash
IN-2014-PANCHAYAT-00140,CT2014000140,SARPANCH,TN-08,FINAL,4747,5188,1584,29,21,32,441,3.83,11.93,0,0,1,0,2014-06-21,00838702661a06c466a1a58a
IN-2022-VIDHANSABHA-00141,CT2022000141,SARPANCH,SK-71,FINAL,5578,561,2399,4,18,68,3179,37.23,1.25,0,0,1,0,2023-01-31,24e3776a35c0f4056d201b46
IN-2014-PANCHAYAT-00142,CT2014000142,MAYOR,AN-76,FINAL,7701,3658,241,34,30,58,4043,34.85,6.22,1,0,1,0,2014-08-17,86366bda2aaf9156105f5704
IN-2018-PANCHAYAT-00143,CT2018000143,MLA,JK-39,FINAL,5783,2067,107,15,1,42,3716,46.7,-3.32,1,0,1,0,2018-09-18,caf30d873df4ba3ed5868335
IN-2018-MUNICIPAL-00144,CT2018000144,WARD_MEMBER,JH-11,FINAL,5113,2848,580,34,9,76,2265,26.52,1.97,1,0,2,0,2018-02-18,11df9489d794b2a08e7cde29
IN-2020-BYE-00145,CT2020000145,MLA,WB-77,FINAL,1194,4552,2543,29,4,47,2009,24.24,-10.55,1,0,1,0,2020-03-28,e4f8ab1c10f7056cfa630324
IN-2022-LOKSABHA-00146,CT2022000146,WARD_MEMBER,AR-79,FINAL,1945,878,1002,24,14,51,943,24.65,10.18,1,0,1,0,2022-03-13,6d042d7a80b481a3e0a6c4c0
IN-2018-LOKSABHA-00147,CT2018000147,WARD_MEMBER,TS-72,FINAL,261,943,93,20,2,68,682,52.58,-0.48,1,0,2,0,2018-10-31,bd196f525331b25ac32abaf8
IN-2022-LOKSABHA-00148,CT2022000148,WARD_MEMBER,TR-13,FINAL,5301,1259,2752,43,28,16,2549,27.37,3.0,1,1,1,0,2022-08-20,c0a75c9ed8514a379a56004c
IN-2015-PANCHAYAT-00149,CT2015000149,WARD_MEMBER,CG-48,FINAL,4869,3169,1718,17,25,78,1700,17.43,10.17,0,1,1,0,2015-08-30,9c545df03bf6ca5e4d74b088
IN-2016-PANCHAYAT-00150,CT2016000150,WARD_MEMBER,JK-07,FINAL,3379,988,1748,3,17,4,1631,26.67,7.4,1,0,1,0,2016-07-13,188a535ea68ea524a3802035
IN-2024-LOKSABHA-00151,CT2024000151,SARPANCH,AN-23,FINAL,4067,3542,751,1,21,62,525,6.28,-0.1,0,0,1,0,2024-04-07,274f876f7b14e2a931cd6e7b
IN-2018-PANCHAYAT-00152,CT2018000152,MLA,DD-62,FINAL,850,208,1872,46,19,67,1022,34.88,-0.53,1,0,1,1,2019-01-30,18294acbe9d39dc7f57245f0
IN-2014-MUNICIPAL-00153,CT2014000153,MAYOR,JK-61,FINAL,2293,951,737,35,28,70,1342,33.71,3.11,0,0,1,0,2014-09-02,f33e2231aa6d09d12f9d49b0
IN-2025-LOKSABHA-00154,CT2025000154,MP,SK-41,FINAL,2267,3438,5380,3,22,68,1942,17.52,3.14,0,0,3,0,2025-11-18,575efd33cfe704ab3941cf11
IN-2019-MUNICIPAL-00155,CT2019000155,MLA,RJ-40,FINAL,371,546,284,32,28,73,175,14.57,11.58,0,1,1,0,2019-07-10,9e167022c91e671105bb84b1
IN-2019-BYE-00156,CT2019000156,SARPANCH,AP-06,FINAL,396,628,713,48,15,19,85,4.89,7.98,0,0,1,1,2019-08-14,a281a20d7d59a7ee2dcc2aae
IN-2015-PANCHAYAT-00157,CT2015000157,WARD_MEMBER,DD-36,FINAL,2497,2848,956,21,14,7,351,5.57,-1.01,0,0,1,0,2015-07-13,b048ccc7e85a0762b6df898b
IN-2017-PANCHAYAT-00158,CT2017000158,MLA,MP-57,FINAL,3094,3709,867,8,3,25,615,8.02,9.99,1,1,1,0,2017-07-03,8c51d27bd9bff76a062e0c43
IN-2021-PANCHAYAT-00159,CT2021000159,MP,BR-75,FINAL,3002,3193,5428,34,0,16,2235,19.23,-11.14,0,0,1,0,2021-10-15,98bf1a8f03b73859cf61360f
IN-2021-PANCHAYAT-00160,CT2021000160,MAYOR,TR-53,FINAL,1468,1120,2771,7,20,24,1303,24.31,-3.3,0,0,1,0,2021-08-31,2e7c986592743f8b777194b1
IN-2020-LOKSABHA-00161,CT2020000161,MAYOR,PB-35,PARTIAL,267,4577,729,13,0,76,3848,69.05,-7.05,1,0,1,0,2020-10-05,a5e3973a4eeac9a9aab8f1c2
IN-2024-MUNICIPAL-00162,CT2024000162,SARPANCH,UK-74,FINAL,1930,740,15,26,9,75,1190,44.32,-3.93,1,0,1,0,2024-02-26,dd91d44bdad979865af4e54c
IN-2025-BYE-00163,CT2025000163,MLA,CH-34,FINAL,2830,912,666,16,27,44,1918,43.51,-11.79,0,0,1,0,2025-03-05,20f171f8c410b6b8cb7329e1
IN-2014-BYE-00164,CT2014000164,MAYOR,AS-48,FINAL,930,8472,2567,40,26,29,5905,49.34,-1.69,1,0,1,0,2014-12-10,1a67d29c0ab7a4192dcfb093
IN-2018-BYE-00165,CT2018000165,MAYOR,AS-51,FINAL,3119,455,2059,3,6,68,1060,18.82,6.99,1,1,1,0,2019-01-08,8e1a7cf7b67e91feadb429ae
IN-2014-LOKSABHA-00166,CT2014000166,WARD_MEMBER,MP-51,PARTIAL,724,110,567,20,8,74,157,11.21,-11.31,1,1,1,0,2014-03-04,649afd208f952e71ce105579
IN-2025-PANCHAYAT-00167,CT2025000167,SARPANCH,AR-43,FINAL,1222,597,768,2,26,33,454,17.55,1.25,0,0,1,0,2025-01-21,8e6b37bcb194cf2b0bc5b8c3
IN-2022-MUNICIPAL-00168,CT2022000168,MAYOR,GJ-07,FINAL,2142,969,126,48,6,19,1173,36.24,-2.77,1,0,1,0,2022-10-27,5a32d345c341285ac1edce2c
IN-2024-BYE-00169,CT2024000169,MP,UP-47,FINAL,996,2572,1413,39,23,39,1159,23.27,-11.6,0,0,1,0,2024-10-08,989feafbec430dbfb13e548a
IN-2021-VIDHANSABHA-00170,CT2021000170,MLA,ML-06,FINAL,4065,137,281,44,19,57,3784,84.41,-5.15,0,0,1,0,2021-05-31,cd43ada93f9bca369ecf5903
IN-2016-VIDHANSABHA-00171,CT2016000171,SARPANCH,DN-54,FINAL,3143,1464,6810,44,14,49,3667,32.12,-11.0,0,1,1,0,2016-03-31,4bb321d926ea29a02bdfc83c
IN-2024-PANCHAYAT-00172,CT2024000172,SARPANCH,HP-53,FINAL,1654,9970,351,14,4,47,8316,69.44,3.42,1,0,1,0,2024-05-20,461037b65676ffd6a37c835d
IN-2024-VIDHANSABHA-00173,CT2024000173,MAYOR,MN-66,FINAL,3277,2330,1456,1,25,62,947,13.41,4.09,0,0,1,0,2024-06-07,16d793c11c5b7b0cab9db28e
IN-2017-MUNICIPAL-00174,CT2017000174,SARPANCH,PB-46,FINAL,766,2126,807,7,17,50,1319,35.66,9.84,0,1,1,0,2017-08-10,4aeeddff200a946b314c8883
IN-2023-MUNICIPAL-00175,CT2023000175,MP,BR-26,FINAL,1373,711,604,41,11,36,662,24.63,-6.39,0,1,1,0,2023-02-06,b09a6fef8cb00f85205d8e7f
IN-2015-MUNICIPAL-00176,CT2015000176,MAYOR,PY-16,FINAL,2453,5097,1624,23,20,5,2644,28.82,10.35,1,1,1,0,2015-06-12,9724afccae3d852b4d004718
IN-2020-PANCHAYAT-00177,CT2020000177,SARPANCH,TR-21,FINAL,1174,7943,565,19,8,56,6769,69.91,-0.91,1,0,1,0,2020-04-17,69b82c513fc1e2bd2059b35b
IN-2016-LOKSABHA-00178,CT2016000178,WARD_MEMBER,UK-26,FINAL,1671,2073,254,3,24,6,402,10.06,11.68,0,0,1,0,2016-09-30,9c33a3ae1c6e90bae871a20a
IN-2015-BYE-00179,CT2015000179,MAYOR,PY-56,FINAL,6229,3191,793,11,28,13,3038,29.75,-7.13,1,0,1,0,2015-09-23,8ef7b896c38f740b182603bc
IN-2020-BYE-00180,CT2020000180,MAYOR,BR-73,FINAL,3833,3067,1318,43,18,17,766,9.32,-2.83,0,0,2,0,2021-01-29,68ad69e678541c4f75e03f6b
IN-2024-VIDHANSABHA-00181,CT2024000181,WARD_MEMBER,CH-39,FINAL,776,745,1021,3,15,77,245,9.64,-2.68,0,0,1,0,2024-04-22,bf722a67d99b5cc7e73e1625
IN-2018-LOKSABHA-00182,CT2018000182,WARD_MEMBER,GJ-51,FINAL,1311,1445,460,8,21,9,134,4.17,6.4,0,0,1,0,2018-08-10,2e7741f622d3cef4e09e334f
IN-2016-MUNICIPAL-00183,CT2016000183,MP,CG-80,FINAL,673,1773,921,33,26,80,852,25.3,7.69,0,0,1,0,2016-07-02,d12b345612571872b20252da
IN-2024-VIDHANSABHA-00184,CT2024000184,MAYOR,DN-18,FINAL,895,1780,364,23,17,67,885,29.12,3.0,1,0,1,0,2024-10-08,b78d31eceaba9abc53f10755
IN-2014-VIDHANSABHA-00185,CT2014000185,WARD_MEMBER,DL-09,FINAL,1303,1153,387,10,26,25,150,5.28,3.26,1,0,1,0,2014-11-14,769a8237475e887ea2672fc2
IN-2016-VIDHANSABHA-00186,CT2016000186,SARPANCH,AP-43,FINAL,3812,3775,1628,20,24,62,37,0.4,4.64,0,1,1,0,2017-01-31,29a6844dcb237c2c0ed0d4ca
IN-2017-MUNICIPAL-00187,CT2017000187,WARD_MEMBER,UK-37,PENDING,6370,3386,2141,3,19,61,2984,25.08,9.41,0,0,1,0,2017-02-21,4325ce4fb02f7a07bef44245
IN-2021-VIDHANSABHA-00188,CT2021000188,WARD_MEMBER,MN-65,FINAL,671,2029,303,18,3,54,1358,45.22,8.02,1,0,1,0,2021-08-19,cb08e0d131f50f0487b5ce06
IN-2023-PANCHAYAT-00189,CT2023000189,WARD_MEMBER,AP-11,FINAL,6634,1127,1176,15,10,53,5458,61.07,3.69,1,0,1,0,2023-02-15,6660e19b175e0556fc0f3cf3
IN-2014-MUNICIPAL-00190,CT2014000190,MLA,BR-66,FINAL,1837,3813,3641,0,6,7,172,1.85,-8.38,1,0,1,0,2014-05-28,5bd8ef78bb874b588ca7aec0
IN-2014-LOKSABHA-00191,CT2014000191,MLA,TR-08,FINAL,2836,2573,1174,6,11,34,263,4.0,6.02,1,0,1,0,2014-03-31,bc16b2f33b4b6f6d81e32f04
IN-2019-MUNICIPAL-00192,CT2019000192,WARD_MEMBER,ML-64,FINAL,1851,212,874,46,27,50,977,33.27,-5.17,0,0,1,0,2019-11-01,2f249924afd7a5a08df19a1a
IN-2017-MUNICIPAL-00193,CT2017000193,WARD_MEMBER,TR-13,PENDING,4813,5429,707,16,5,54,616,5.63,-2.19,1,0,1,0,2017-11-20,976098111c41bf47cdfdb657
IN-2020-BYE-00194,CT2020000194,WARD_MEMBER,RJ-54,FINAL,1841,1443,5821,46,22,2,3980,43.71,4.94,0,0,3,0,2020-05-20,02d56e1fc3fd1c862b40151d
IN-2023-MUNICIPAL-00195,CT2023000195,SARPANCH,DD-17,FINAL,5278,1086,1428,30,23,13,3850,49.41,-11.96,1,0,1,0,2023-06-21,27a273ccd4f618bc794ee450
IN-2019-MUNICIPAL-00196,CT2019000196,MLA,KA-43,FINAL,4877,159,2637,4,12,38,2240,29.19,10.4,1,0,1,0,2019-07-30,8bd5f69f4c9fc866e5de400a
IN-2022-VIDHANSABHA-00197,CT2022000197,WARD_MEMBER,MP-79,FINAL,5387,1930,1073,18,11,3,3457,41.2,-6.24,1,0,2,0,2022-07-16,b48cb7bf6ce80169f7bcfd7e
IN-2021-MUNICIPAL-00198,CT2021000198,MP,DL-45,FINAL,1560,892,4380,43,15,11,2820,41.28,9.16,1,0,1,0,2021-02-11,397569a195aa3a7f5e2ca9bf
IN-2017-MUNICIPAL-00199,CT2017000199,MAYOR,RJ-59,FINAL,1718,2211,106,28,14,76,493,12.22,-4.04,0,0,1,0,2017-12-10,10afe0117f2b4f9bb2c0ebfb
IN-2017-VIDHANSABHA-00200,CT2017000200,SARPANCH,GA-04,FINAL,540,2008,916,21,27,58,1092,31.52,1.82,0,0,1,0,2017-05-26,50f3f1b5c0c43f8811328bf3
IN-2018-BYE-00201,CT2018000201,MAYOR,GJ-11,FINAL,1497,6472,3302,14,15,16,3170,28.13,6.5,0,0,1,0,2018-11-15,7c1e936690b39a8b64599494
IN-2024-VIDHANSABHA-00202,CT2024000202,MLA,GA-48,PENDING,9518,270,949,42,11,52,8569,79.81,4.8,0,0,1,0,2024-07-12,e058280532bceee42617662f
IN-2018-VIDHANSABHA-00203,CT2018000203,MP,AR-56,FINAL,5199,2116,2883,0,29,79,2316,22.71,1.81,0,0,1,0,2018-09-19,f8fcf4844be2e847899a3967
IN-2023-MUNICIPAL-00204,CT2023000204,SARPANCH,DD-47,FINAL,1672,2740,3358,41,11,25,618,7.95,-4.96,1,0,1,0,2023-11-20,73130e07d2b9f7d442e13f77
IN-2014-PANCHAYAT-00205,CT2014000205,MAYOR,MP-26,PARTIAL,2564,385,3020,44,1,21,456,7.64,6.39,0,1,1,0,2014-11-08,d38c27c32f414b94364c43fd
IN-2014-VIDHANSABHA-00206,CT2014000206,MLA,UP-05,PENDING,5694,4236,1045,2,3,20,1458,13.28,-11.43,1,0,1,0,2014-10-18,110c57376cbe64c723b43638
IN-2019-LOKSABHA-00207,CT2019000207,MAYOR,MN-74,FINAL,3942,1650,243,49,11,26,2292,39.28,4.92,0,0,1,0,2019-08-04,e48d224dcfe999dc012b3243
IN-2016-VIDHANSABHA-00208,CT2016000208,MAYOR,PY-19,PARTIAL,878,1210,558,33,4,22,332,12.55,-3.0,0,0,1,1,2016-11-09,cf952339eb6c50bc959ff2de
IN-2016-BYE-00209,CT2016000209,MLA,UK-13,FINAL,932,4181,328,15,25,45,3249,59.71,8.05,1,0,1,0,2016-05-20,6872efebba1097f0d109c957
IN-2024-MUNICIPAL-00210,CT2024000210,MP,AP-20,FINAL,1027,593,423,37,21,35,434,21.24,0.32,0,0,1,0,2024-03-24,8ad7394b18c9f692fbc3dc03
IN-2025-PANCHAYAT-00211,CT2025000211,WARD_MEMBER,DL-62,FINAL,1903,6134,1805,47,16,43,4231,42.99,0.83,0,0,1,1,2025-09-04,2d6112800cfad583da242f3e
IN-2020-PANCHAYAT-00212,CT2020000212,MAYOR,DL-73,FINAL,3332,539,431,48,23,36,2793,64.92,-0.77,0,1,1,0,2020-02-06,812dc85a7a9f34805f5a88c4
IN-2019-LOKSABHA-00213,CT2019000213,SARPANCH,TS-04,FINAL,757,233,1238,35,20,46,481,21.59,-3.36,0,0,1,0,2019-07-17,42d559e4ee895dd035215620
IN-2021-MUNICIPAL-00214,CT2021000214,MAYOR,SK-24,FINAL,464,3642,3462,4,3,50,180,2.38,-8.19,0,0,1,0,2021-08-17,fb060a727092ba0875860590
IN-2025-MUNICIPAL-00215,CT2025000215,SARPANCH,DL-35,FINAL,2153,1984,1485,48,7,40,169,3.01,1.0,1,1,1,0,2025-03-07,6ec4baab0c856fe582dca06e
IN-2019-BYE-00216,CT2019000216,WARD_MEMBER,ML-76,FINAL,7464,625,1066,37,1,6,6398,69.89,3.9,0,0,1,0,2019-02-08,9a1c11727ab6fd79855077bc
IN-2024-LOKSABHA-00217,CT2024000217,WARD_MEMBER,AR-68,FINAL,6249,2623,2851,29,21,25,3398,28.99,-4.61,0,0,1,0,2024-11-03,82180f1ea967aaf53292f352
IN-2017-VIDHANSABHA-00218,CT2017000218,SARPANCH,DN-33,PARTIAL,2497,1332,4817,31,28,22,2320,26.83,4.75,0,0,1,0,2017-12-26,4aa6ac67e793170137fd5b1a
IN-2025-MUNICIPAL-00219,CT2025000219,MP,NL-17,FINAL,5172,4369,1016,25,5,38,803,7.61,7.86,1,0,1,0,2025-06-02,a58328c6b16a7574589e5428
IN-2015-BYE-00220,CT2015000220,MLA,PY-67,FINAL,1637,1127,348,47,1,22,510,16.39,6.3,1,0,1,0,2015-07-20,0f3f423be6a7738261b81744
IN-2016-MUNICIPAL-00221,CT2016000221,MP,MH-14,FINAL,1947,4559,1664,19,14,78,2612,31.97,11.86,0,0,1,0,2017-01-24,e00b02178084f73a6f395e4f
IN-2015-LOKSABHA-00222,CT2015000222,SARPANCH,HR-41,FINAL,5648,598,1080,25,2,60,4568,62.35,1.69,0,0,1,0,2015-04-25,469c2c4e35e8bdfa9442bf1a
IN-2014-BYE-00223,CT2014000223,SARPANCH,JH-56,FINAL,3042,1593,1270,45,26,78,1449,24.54,-3.11,0,0,1,0,2014-04-10,e28f08050b68dd6bea6fe5a8
IN-2024-MUNICIPAL-00224,CT2024000224,MLA,AP-59,PARTIAL,1408,2521,1248,37,0,4,1113,21.5,-1.39,1,0,1,0,2024-07-12,571ffb645c68842ebe49938b
IN-2021-LOKSABHA-00225,CT2021000225,SARPANCH,PY-60,FINAL,381,2036,4461,20,29,25,2425,35.26,-6.08,0,1,1,0,2021-04-01,6e7fe19fe0eac04cba8fc617
IN-2016-LOKSABHA-00226,CT2016000226,SARPANCH,NL-07,FINAL,2457,719,155,28,14,13,1738,52.18,8.03,0,1,2,0,2016-03-30,c9aaeaaabc01ec5b268a261b
IN-2016-VIDHANSABHA-00227,CT2016000227,WARD_MEMBER,MH-73,FINAL,2520,3150,669,45,27,75,630,9.94,1.62,0,0,1,0,2016-02-11,4da1da3c96aebbf3ce0c1165
IN-2020-BYE-00228,CT2020000228,SARPANCH,TS-38,FINAL,2471,3342,1818,25,6,33,871,11.41,7.83,1,0,1,0,2020-08-20,e995203821b861a948414152
IN-2015-LOKSABHA-00229,CT2015000229,MAYOR,NL-52,FINAL,1413,873,14,18,21,78,540,23.48,-9.25,0,0,1,0,2015-12-02,50148489cf0e20d3e5afdaf2
IN-2014-VIDHANSABHA-00230,CT2014000230,WARD_MEMBER,MP-48,FINAL,430,101,688,29,20,46,258,21.16,-11.18,1,0,1,0,2014-02-23,8a792264ec0bd100f97dbf42
IN-2017-PANCHAYAT-00231,CT2017000231,MAYOR,AN-40,FINAL,1356,1348,699,27,12,56,8,0.24,7.31,1,0,1,0,2017-03-31,b44d4fc3417e3d8e5389e8c6
IN-2020-MUNICIPAL-00232,CT2020000232,MAYOR,MN-39,FINAL,5310,3671,2258,23,10,34,1639,14.58,7.57,0,0,1,0,2020-05-16,5f06e0a0180ed670e8795c24
IN-2020-MUNICIPAL-00233,CT2020000233,WARD_MEMBER,UP-70,FINAL,2226,1752,956,16,4,62,474,9.61,-10.82,1,0,1,0,2021-01-04,02ffb7a646acdd4cfe034330
IN-2021-LOKSABHA-00234,CT2021000234,MLA,PY-17,PENDING,6745,3481,247,24,25,49,3264,31.17,3.48,0,1,1,0,2021-01-18,19c019e3dff24694d41c40ea
IN-2023-PANCHAYAT-00235,CT2023000235,WARD_MEMBER,LA-42,FINAL,1016,2999,1974,9,23,11,1025,17.11,4.82,1,0,1,0,2023-10-22,372c110ede926fd181b0c624
IN-2019-VIDHANSABHA-00236,CT2019000236,WARD_MEMBER,OD-06,FINAL,4446,2167,1935,13,30,3,2279,26.66,-2.65,0,1,1,1,2019-09-28,f156f0eab6f58e893ed0d7ad
IN-2022-VIDHANSABHA-00237,CT2022000237,SARPANCH,CH-61,FINAL,4997,2696,927,29,3,52,2301,26.69,-6.34,0,0,1,0,2022-06-16,53008189aba3d4e1505f36be
IN-2016-VIDHANSABHA-00238,CT2016000238,MLA,LD-79,FINAL,1064,1285,670,0,23,66,221,7.32,-11.57,1,0,1,0,2016-12-07,fc4c633695e4bac3ccf57ee7
IN-2016-PANCHAYAT-00239,CT2016000239,SARPANCH,ML-33,FINAL,5172,536,918,27,26,12,4254,64.2,-8.77,1,0,1,0,2016-06-25,7cbc9f47dcc5c9f5b9e9626a
IN-2023-LOKSABHA-00240,CT2023000240,SARPANCH,MZ-45,FINAL,3049,5035,3113,41,7,54,1922,17.17,-1.96,0,1,2,0,2023-05-22,740dde95232a9dca01a24e69
IN-2020-LOKSABHA-00241,CT2020000241,MP,OD-69,FINAL,1326,6501,702,34,22,67,5175,60.68,1.9,0,0,1,0,2020-07-15,9f2bdf11c965b15dfd2a9922
IN-2019-MUNICIPAL-00242,CT2019000242,WARD_MEMBER,GJ-35,FINAL,319,1271,980,24,27,35,291,11.32,-7.51,1,0,1,0,2019-10-09,50306939c538e98b1f042754
IN-2016-BYE-00243,CT2016000243,WARD_MEMBER,WB-30,FINAL,761,708,123,14,16,4,53,3.33,8.6,1,0,1,0,2016-02-20,be82ba0bf646bf6ce99064d9
IN-2022-VIDHANSABHA-00244,CT2022000244,MLA,GJ-38,FINAL,226,1496,16,42,25,37,1270,73.07,7.23,0,0,2,0,2023-02-27,ae21fc7ba57a6656eb5a7cdd
IN-2024-PANCHAYAT-00245,CT2024000245,MAYOR,UP-08,FINAL,3973,2128,4593,14,28,22,620,5.8,-5.43,1,0,1,0,2024-07-21,3b89c16bfc3434ecfb9038cb
IN-2014-PANCHAYAT-00246,CT2014000246,MP,LD-13,FINAL,4322,1437,5049,0,24,68,727,6.73,3.9,1,1,1,0,2014-07-03,1e658a7d7174278e09b9227f
IN-2019-BYE-00247,CT2019000247,MAYOR,TN-42,FINAL,735,843,1313,43,0,52,470,16.26,-0.39,0,0,1,0,2019-07-02,9b625fdaa339e274e17f79dd
IN-2024-BYE-00248,CT2024000248,WARD_MEMBER,JH-69,FINAL,2940,1751,2370,19,17,33,570,8.07,11.14,1,0,1,0,2024-03-20,70fc3fcf076f3c77d31867b1
IN-2025-LOKSABHA-00249,CT2025000249,MP,DL-35,FINAL,1669,1740,1269,8,11,45,71,1.52,5.44,0,0,1,0,2025-12-21,7bd728abe6376e91da462ef4
IN-2015-MUNICIPAL-00250,CT2015000250,MAYOR,SK-31,FINAL,4967,557,169,15,21,35,4410,77.46,-7.66,0,0,1,1,2015-08-08,f7d0c6c458f6ecb7b39ca185
IN-2024-LOKSABHA-00251,CT2024000251,MAYOR,OD-14,FINAL,2682,959,1330,48,30,36,1352,27.2,-3.83,1,1,1,0,2024-12-29,dc5d991a32d02f96c9907c3a
IN-2024-VIDHANSABHA-00252,CT2024000252,WARD_MEMBER,JK-03,FINAL,794,4803,4470,13,23,21,333,3.31,-0.94,0,1,2,0,2024-03-27,0d784e2763039e6d20839485
IN-2016-LOKSABHA-00253,CT2016000253,MP,KL-64,FINAL,798,2048,4655,44,7,30,2607,34.76,9.37,0,1,1,0,2016-03-14,6a0dbb3e1243e7e89440d8df
IN-2021-PANCHAYAT-00254,CT2021000254,MP,MP-36,FINAL,980,819,2092,6,12,2,1112,28.58,4.07,1,1,1,0,2021-02-14,0e5ca0ce17f8db6a872210c7
IN-2018-BYE-00255,CT2018000255,WARD_MEMBER,WB-72,FINAL,865,2547,835,36,13,56,1682,39.6,-3.7,1,0,1,1,2018-10-22,a2a00b0f15a34bf05ef11e37
IN-2018-PANCHAYAT-00256,CT2018000256,MAYOR,SK-73,FINAL,1708,4788,4871,42,17,50,83,0.73,6.78,0,0,1,0,2018-12-11,8775c4ff3c357f086a1bfbec
IN-2024-LOKSABHA-00257,CT2024000257,MAYOR,TS-19,FINAL,2663,955,2317,23,18,9,346,5.83,6.5,0,0,1,0,2025-01-14,bb863c6206b0a23c37156b45
IN-2019-BYE-00258,CT2019000258,MP,KA-07,FINAL,2033,3893,183,22,29,61,1860,30.45,2.22,1,0,1,0,2020-01-21,8810d759f81a57daf48547f2
IN-2021-VIDHANSABHA-00259,CT2021000259,SARPANCH,AS-62,FINAL,1507,1854,93,31,5,8,347,10.05,1.05,0,1,1,0,2021-02-25,60b16bfcbb97617b27541e7c
IN-2022-VIDHANSABHA-00260,CT2022000260,MAYOR,RJ-08,FINAL,1197,380,1167,15,12,80,30,1.09,9.99,1,0,1,0,2022-09-29,cf709d2e4f864d30e2e4195a
IN-2017-VIDHANSABHA-00261,CT2017000261,MAYOR,GA-03,FINAL,3220,1641,1668,26,23,78,1552,23.77,-0.7,1,0,1,0,2017-11-28,90f1d6ff83d6db4731f86a84
IN-2020-LOKSABHA-00262,CT2020000262,MAYOR,MP-06,FINAL,5388,1110,4412,10,29,66,976,8.95,2.83,0,0,1,0,2021-02-04,638e01d306023dd7e9721f91
IN-2023-PANCHAYAT-00263,CT2023000263,MAYOR,AS-44,FINAL,5282,3475,610,16,27,78,1807,19.29,-6.21,1,0,1,0,2023-03-17,2b10a753286b494ae2ca55cc
IN-2020-MUNICIPAL-00264,CT2020000264,MAYOR,TR-61,FINAL,1720,587,3253,34,8,27,1533,27.57,10.86,0,0,1,0,2020-01-23,a27295ab5fe6fd15683b50f1
IN-2021-LOKSABHA-00265,CT2021000265,SARPANCH,HR-71,FINAL,2131,725,4746,1,3,20,2615,34.4,4.39,0,0,1,0,2021-11-13,8e6714990ef52dd5088ac60b
IN-2021-VIDHANSABHA-00266,CT2021000266,MP,GA-16,PARTIAL,5698,1679,614,43,12,41,4019,50.29,4.01,1,0,2,0,2021-08-24,906c9d0fdf6d4524809aea4c
IN-2022-BYE-00267,CT2022000267,MAYOR,MH-45,PENDING,2101,4919,1026,29,15,50,2818,35.02,11.96,1,1,1,0,2022-10-16,d667dede153e1cab484f8369
IN-2019-MUNICIPAL-00268,CT2019000268,MAYOR,MP-58,FINAL,3276,1733,47,25,3,61,1543,30.52,-7.07,0,0,1,0,2019-02-04,0d483afaadc56a9096fb5361
IN-2017-LOKSABHA-00269,CT2017000269,SARPANCH,MN-37,FINAL,1612,5108,1180,44,10,3,3496,44.25,-4.42,0,0,1,0,2017-12-11,66d486ba29be14a8a0328843
IN-2022-VIDHANSABHA-00270,CT2022000270,MP,DD-02,FINAL,5253,3725,1698,20,28,60,1528,14.31,2.51,0,0,1,1,2022-06-08,bd742150f3419813f04a8e81
IN-2025-BYE-00271,CT2025000271,MAYOR,MP-55,FINAL,597,2141,327,47,16,65,1544,50.38,5.61,0,1,1,0,2025-04-19,0166166229a772694bdfd8ab
IN-2024-PANCHAYAT-00272,CT2024000272,WARD_MEMBER,ML-33,FINAL,1781,5667,4140,24,26,50,1527,13.18,-1.61,0,0,1,0,2024-04-25,dbe36cfadc8fd2b94445e3c5
IN-2021-VIDHANSABHA-00273,CT2021000273,MP,HP-22,FINAL,4145,817,728,5,21,24,3328,58.49,-6.51,1,0,1,0,2021-12-05,9879d52d56390d355951532f
IN-2014-VIDHANSABHA-00274,CT2014000274,SARPANCH,JH-21,PARTIAL,632,1057,366,12,2,42,425,20.68,-3.82,1,0,1,0,2014-09-30,40515c35d1a61294f092c445
IN-2015-VIDHANSABHA-00275,CT2015000275,SARPANCH,TR-15,FINAL,3068,1464,315,0,18,75,1604,33.09,10.66,0,0,1,0,2015-06-28,e14e50b3063c4d0cd43b576c
IN-2023-BYE-00276,CT2023000276,SARPANCH,DN-06,FINAL,2186,1015,517,37,15,65,1171,31.5,-5.13,0,0,1,0,2023-10-09,1f1392f6c3e18049553a1d50
IN-2014-PANCHAYAT-00277,CT2014000277,WARD_MEMBER,BR-23,PARTIAL,529,2684,1018,17,28,59,1666,39.38,-6.86,0,0,1,0,2014-05-19,1b472c09c0f1f3a534498278
IN-2016-LOKSABHA-00278,CT2016000278,MLA,AP-15,FINAL,431,506,569,12,16,59,63,4.18,-2.84,1,0,1,0,2016-10-01,382c7fe80238c6c8d09b3081
IN-2023-PANCHAYAT-00279,CT2023000279,MAYOR,LD-79,FINAL,1117,987,1085,5,25,79,32,1.0,-8.88,1,0,1,0,2023-09-15,ac44f223f680ec191877415d
