biz_sme_reference_year,biz_sme_country_iso2,biz_sme_region_nuts_code,biz_sme_sector_nace_section,biz_sme_sme_definition_code,biz_sme_micro_enterprises_count,biz_sme_small_enterprises_count,biz_sme_medium_enterprises_count,biz_sme_employment_sme_total,biz_sme_value_added_sme_eur,biz_sme_access_to_finance_index,biz_sme_venture_capital_investment_eur,biz_sme_interest_rate_on_loans_pct,biz_sme_digital_intensity_score,biz_sme_exporting_sme_share_pct,biz_sme_innovation_active_share_pct,biz_sme_sustainability_reporting_csrd_flag,biz_sme_late_payment_days_avg,biz_sme_eurostat_table_code,biz_sme_data_extract_date
2010,AT,SE49,D,NATIONAL_SME,1358,277,73,11215,1455650195.3,76.71,279146193.02,0.774,94.39,46.64,56.74,1,22.78,sbs_na_sca_r2,2024-10-13
2011,HR,SK854,O,BANKING_SME,1656,221,118,13499,1612302484.08,43.02,87546321.8,1.784,10.81,49.42,13.85,0,43.73,isoc_sme,2024-03-19
2012,DK,LV2,E,MIXED,1353,149,103,9430,900244474.64,70.22,129156807.55,8.433,82.52,9.57,50.03,1,64.98,sbs_sc_sca_r2,2024-03-18
2013,FR,IT9,P,EU_SME_2003_361_EC,1243,126,65,8665,1006576744.77,37.9,23444950.27,3.112,26.93,42.58,16.64,0,54.67,tin00145,2024-03-29
2014,HU,FI5,F,NATIONAL_SME,1452,254,81,8416,595400486.61,49.75,64734554.77,5.072,93.4,20.28,55.65,1,53.97,bd_9bd_sz_cl_r2,2024-08-29
2015,LV,PL1,Q,BANKING_SME,1378,199,31,7748,201632112.4,31.44,67995432.02,1.388,91.6,38.03,46.24,1,45.88,sbs_na_sca_r2,2025-03-23
2016,MT,FR69,G,MIXED,1433,181,68,8293,416980442.83,66.59,233068384.11,9.099,40.77,58.23,9.54,0,2.68,isoc_sme,2026-01-04
2017,PT,FI78,R,EU_SME_2003_361_EC,1372,291,68,12518,725807817.44,45.91,44836970.0,5.232,23.27,61.92,45.0,1,31.44,sbs_sc_sca_r2,2025-06-28
2018,SI,DK549,H,NATIONAL_SME,1308,135,30,5562,350995531.0,37.84,5200360.36,7.694,62.89,36.52,47.23,0,8.86,tin00145,2025-05-17
2019,AT,BG6,S,BANKING_SME,1385,111,74,8353,609722414.71,77.28,22801427.05,1.533,42.93,28.74,11.36,0,30.67,bd_9bd_sz_cl_r2,2025-08-02
2020,HR,BG8,I,MIXED,1792,195,130,13410,1344204536.01,49.0,85182208.52,6.396,46.27,21.72,45.15,0,60.27,sbs_na_sca_r2,2024-04-04
2021,DK,SE4,T,EU_SME_2003_361_EC,1128,134,89,8070,708631855.89,40.01,123391634.18,2.211,55.17,40.16,37.55,1,31.19,isoc_sme,2024-08-15
2022,FR,DK643,J,NATIONAL_SME,2026,271,102,13635,497773204.59,31.91,89051985.07,5.954,92.13,20.09,22.71,0,35.7,sbs_sc_sca_r2,2025-01-14
2023,HU,IE529,U,BANKING_SME,1320,200,55,5531,259113007.68,83.64,282165.61,3.219,37.42,49.36,31.27,0,22.25,tin00145,2025-07-18
2024,LV,LV126,K,MIXED,1722,314,119,12137,497126820.19,57.71,129054183.71,8.363,34.99,22.45,33.59,0,4.51,bd_9bd_sz_cl_r2,2025-07-17
2025,MT,BG752,A,EU_SME_2003_361_EC,1461,260,75,11298,1026062647.07,69.72,114533253.92,6.619,71.51,29.99,8.73,0,67.7,sbs_na_sca_r2,2025-06-14
2026,PT,LV27,L,NATIONAL_SME,1594,323,45,8175,1023098530.51,81.74,50023282.18,7.659,67.2,48.99,53.53,1,39.72,isoc_sme,2024-09-20
2010,SI,FR315,B,BANKING_SME,1201,188,84,6079,311355892.6,56.15,113846134.41,6.643,55.02,38.15,41.24,0,52.39,sbs_sc_sca_r2,2024-10-15
2011,AT,LT371,M,MIXED,1587,197,84,11918,1201275083.62,72.73,29496876.61,6.385,63.68,18.48,25.05,0,67.39,tin00145,2024-06-19
2012,HR,SI6,C,EU_SME_2003_361_EC,1316,183,30,5004,426380828.65,53.11,90461396.15,5.756,35.36,13.61,27.26,0,2.24,bd_9bd_sz_cl_r2,2024-10-18
2013,DK,BE173,N,NATIONAL_SME,1910,197,95,11286,1165178667.53,41.38,42163215.1,1.991,68.58,28.14,46.31,0,6.16,sbs_na_sca_r2,2024-10-03
2014,FR,HR7,D,BANKING_SME,2021,341,46,7884,693980834.5,69.48,194545411.74,3.627,58.98,59.71,41.22,1,53.34,isoc_sme,2025-03-28
2015,HU,NL8,O,MIXED,2032,407,156,16051,1832351122.05,77.02,106128551.58,7.087,17.32,19.57,16.89,0,41.77,sbs_sc_sca_r2,2024-09-23
2016,LV,EE27,E,EU_SME_2003_361_EC,1920,166,65,9453,386599961.3,41.61,173202233.96,6.39,55.27,58.57,14.5,1,23.3,tin00145,2024-05-23
2017,MT,IT8,P,NATIONAL_SME,1220,249,61,7990,565780869.26,35.12,42401202.61,4.055,17.85,48.93,48.14,0,63.59,bd_9bd_sz_cl_r2,2024-06-11
2018,PT,PL474,F,BANKING_SME,2009,312,79,14112,1634698403.55,32.04,116018965.9,1.33,56.78,31.63,6.75,0,46.21,sbs_na_sca_r2,2024-07-26
2019,SI,LT238,Q,MIXED,1445,187,74,11439,1187063672.99,52.25,342651.88,9.449,41.12,50.55,28.95,1,4.2,isoc_sme,2025-09-02
2020,AT,PL597,G,EU_SME_2003_361_EC,1695,334,77,10412,978334118.8,59.82,78966844.27,8.313,15.63,31.5,40.31,0,57.06,sbs_sc_sca_r2,2024-04-23
2021,HR,HR95,R,NATIONAL_SME,1910,294,44,7771,712534097.36,54.62,36847003.14,7.128,15.16,27.12,15.21,0,54.65,tin00145,2024-08-08
2022,DK,NL67,H,BANKING_SME,1484,124,82,10786,1199324271.73,57.52,40213001.09,4.182,38.67,43.3,23.97,0,49.84,bd_9bd_sz_cl_r2,2024-03-31
2023,FR,FR8,S,MIXED,1818,246,97,9098,1207033626.85,58.41,5269867.47,0.935,75.1,59.82,38.49,0,6.33,sbs_na_sca_r2,2025-07-26
2024,HU,DK8,I,EU_SME_2003_361_EC,1789,375,106,15527,1676028833.86,55.84,32659848.87,8.26,59.23,32.04,53.57,0,39.5,isoc_sme,2024-01-05
2025,LV,PL62,T,NATIONAL_SME,1855,386,75,13030,1758701711.53,82.05,193039832.08,4.034,50.86,42.8,17.55,0,60.51,sbs_sc_sca_r2,2025-07-11
2026,MT,PT29,J,BANKING_SME,1813,396,105,12806,1519686834.11,64.57,24649711.41,2.707,47.46,16.54,32.53,0,43.46,tin00145,2024-09-21
2010,PT,IE807,U,MIXED,1393,237,79,6972,884140850.01,53.5,152134312.92,2.481,89.02,27.16,54.94,0,16.48,bd_9bd_sz_cl_r2,2026-01-04
2011,SI,DK2,K,EU_SME_2003_361_EC,1387,278,89,9848,1228061702.06,54.98,93157191.86,9.332,83.51,14.19,42.71,0,25.66,sbs_na_sca_r2,2024-03-16
2012,AT,DE813,A,NATIONAL_SME,1859,204,78,9380,758846320.24,57.22,15549546.88,9.266,84.75,23.79,15.51,0,59.34,isoc_sme,2024-02-22
2013,HR,BG2,L,BANKING_SME,1227,262,89,10235,1286835478.55,57.91,96209350.85,8.049,62.27,18.7,38.34,0,22.62,sbs_sc_sca_r2,2024-07-06
2014,DK,BG140,B,MIXED,1542,166,69,10780,564922499.11,87.56,7029686.02,1.346,46.22,42.68,47.86,1,39.88,tin00145,2024-10-30
2015,FR,LV8,M,EU_SME_2003_361_EC,1766,346,121,12948,695056543.84,45.19,39948369.12,6.235,24.71,24.86,57.5,0,30.69,bd_9bd_sz_cl_r2,2024-09-28
2016,HU,PL6,C,NATIONAL_SME,1194,106,39,5061,290955119.64,77.15,32178077.04,2.368,16.3,51.31,45.98,0,56.66,sbs_na_sca_r2,2025-03-18
2017,LV,LT851,N,BANKING_SME,2081,411,88,13162,784476894.53,64.59,168729863.6,1.591,41.27,35.42,26.44,0,3.76,isoc_sme,2025-12-16
2018,MT,BG47,D,MIXED,1197,253,24,6571,391261930.09,49.38,164158352.74,3.539,38.62,13.68,39.16,1,34.17,sbs_sc_sca_r2,2024-10-26
2019,PT,CY15,O,EU_SME_2003_361_EC,1208,220,41,8080,1118935882.88,38.83,106684381.72,5.116,57.4,20.68,31.98,0,48.13,tin00145,2026-01-31
2020,SI,HU266,E,NATIONAL_SME,1367,221,54,7170,462851536.08,83.83,84584882.49,2.092,74.65,45.28,53.72,0,19.08,bd_9bd_sz_cl_r2,2024-11-08
2021,AT,SI856,P,BANKING_SME,1545,333,70,10299,477274532.12,30.24,29562760.07,2.498,70.11,6.1,11.77,1,37.44,sbs_na_sca_r2,2026-01-16
2022,HR,AT573,F,MIXED,1895,169,148,15689,480711851.59,80.85,195970011.86,8.536,18.89,14.8,25.76,1,43.34,isoc_sme,2025-11-27
2023,DK,LT349,Q,EU_SME_2003_361_EC,1296,272,43,9270,673856165.28,36.3,70739235.19,2.958,62.92,30.05,50.95,0,23.89,sbs_sc_sca_r2,2025-01-25
2024,FR,GR21,G,NATIONAL_SME,1732,219,116,17436,913030581.33,57.91,19804239.08,9.182,94.01,40.39,23.54,0,44.41,tin00145,2024-02-12
2025,HU,LT78,R,BANKING_SME,1993,407,105,15674,869650879.56,59.49,96247545.27,7.729,15.12,41.38,50.98,0,46.54,bd_9bd_sz_cl_r2,2025-10-25
2026,LV,BE38,H,MIXED,1662,331,124,11640,1255119932.06,50.93,106467152.36,3.768,58.19,21.69,44.21,0,25.59,sbs_na_sca_r2,2025-06-16
2010,MT,IE601,S,EU_SME_2003_361_EC,2030,371,143,23847,1228611533.43,72.92,111668205.99,4.906,44.27,23.68,24.63,0,54.96,isoc_sme,2025-12-28
2011,PT,SI3,I,NATIONAL_SME,1695,240,74,11200,1372774422.24,70.88,51328819.66,7.483,50.85,39.43,37.45,1,64.51,sbs_sc_sca_r2,2024-10-26
2012,SI,LT781,T,BANKING_SME,1407,141,83,10217,1418522586.77,41.7,119953226.29,8.22,84.28,48.06,15.24,0,43.69,tin00145,2024-12-30
2013,AT,SE12,J,MIXED,1659,140,128,10270,990491448.64,82.89,106964534.91,6.023,73.63,13.44,40.79,0,28.0,bd_9bd_sz_cl_r2,2024-01-01
2014,HR,SE433,U,EU_SME_2003_361_EC,1462,242,60,8249,251594736.28,50.02,58871293.55,0.282,83.75,59.17,36.49,1,45.47,sbs_na_sca_r2,2024-12-03
2015,DK,FR199,K,NATIONAL_SME,1505,182,112,11428,762907305.36,81.24,160007205.52,4.239,28.03,31.41,24.45,0,59.35,isoc_sme,2025-06-23
2016,FR,MT52,A,BANKING_SME,1841,305,44,12040,1226216494.16,36.25,107687945.85,3.066,42.78,11.9,46.43,0,67.29,sbs_sc_sca_r2,2024-02-12
2017,HU,CZ949,L,MIXED,1868,215,72,11640,1481543170.87,43.06,86620223.97,0.843,44.11,33.8,27.11,0,2.9,tin00145,2024-04-07
2018,LV,SE967,B,EU_SME_2003_361_EC,1522,257,67,8838,950418237.94,61.34,124475363.83,8.77,45.88,8.23,48.37,0,13.86,bd_9bd_sz_cl_r2,2025-09-02
2019,MT,PT402,M,NATIONAL_SME,1268,249,60,7170,685228112.16,71.71,189185989.94,9.218,42.93,25.12,19.88,0,58.37,sbs_na_sca_r2,2025-04-13
2020,PT,HR54,C,BANKING_SME,1257,255,60,10018,796907606.68,39.53,93592192.82,1.211,53.29,10.86,47.85,0,47.82,isoc_sme,2026-01-14
2021,SI,GR677,N,MIXED,1628,346,95,9636,343516510.66,65.88,177361038.99,1.578,50.19,17.3,18.01,0,37.32,sbs_sc_sca_r2,2025-02-11
2022,AT,DE751,D,EU_SME_2003_361_EC,2094,377,68,9649,713424690.45,65.69,10940085.62,3.768,25.71,31.2,35.66,0,60.27,tin00145,2024-08-12
2023,HR,FI25,O,NATIONAL_SME,1535,147,42,6200,403437991.22,56.35,220073011.78,3.639,77.63,56.15,35.38,0,15.08,bd_9bd_sz_cl_r2,2024-11-07
2024,DK,CY244,E,BANKING_SME,1493,148,30,6752,919641856.21,60.56,180017995.93,8.898,20.27,52.22,52.0,0,50.28,sbs_na_sca_r2,2024-11-05
2025,FR,SI121,P,MIXED,1980,313,49,11571,1415734693.9,34.02,91942557.85,0.807,13.71,56.95,56.79,0,50.83,isoc_sme,2024-12-30
2026,HU,LT43,F,EU_SME_2003_361_EC,1242,238,62,8606,360065296.02,48.77,50578843.88,2.568,71.13,6.05,48.5,0,30.67,sbs_sc_sca_r2,2025-06-04
2010,LV,LV23,Q,NATIONAL_SME,1960,350,40,10880,616566967.58,74.71,117212755.88,2.152,61.03,7.86,24.47,0,29.9,tin00145,2025-03-07
2011,MT,IE929,G,BANKING_SME,1736,257,35,8348,884822910.24,36.45,20215002.75,3.935,78.55,59.42,9.47,1,51.64,bd_9bd_sz_cl_r2,2024-06-24
2012,PT,FR66,R,MIXED,2095,391,124,13578,1183332917.39,58.04,64569697.58,1.325,50.47,58.82,24.39,1,12.58,sbs_na_sca_r2,2024-08-19
2013,SI,IE472,H,EU_SME_2003_361_EC,1841,298,126,14993,1078909375.01,78.31,128700150.41,4.867,57.66,57.64,25.18,1,27.49,isoc_sme,2025-05-05
2014,AT,LU89,S,NATIONAL_SME,1701,285,103,11315,942589844.92,78.95,399423986.92,0.597,23.85,27.78,17.69,0,65.89,sbs_sc_sca_r2,2025-11-28
2015,HR,BG97,I,BANKING_SME,1693,249,101,12673,1590338261.94,71.33,247450143.35,7.548,69.15,16.28,41.41,0,20.84,tin00145,2024-09-01
2016,DK,BE71,T,MIXED,2056,340,108,15849,2150988061.27,78.34,68479200.17,2.144,88.55,30.68,44.18,1,8.63,bd_9bd_sz_cl_r2,2024-04-20
2017,FR,LT81,J,EU_SME_2003_361_EC,1306,200,93,10178,1120157694.74,61.38,19496670.65,5.386,50.5,6.05,15.23,1,43.53,sbs_na_sca_r2,2024-02-07
2018,HU,CZ332,U,NATIONAL_SME,2138,287,87,12485,716229631.4,78.3,339747063.88,6.548,71.19,38.1,52.77,1,7.93,isoc_sme,2025-07-05
2019,LV,PL48,K,BANKING_SME,1267,143,75,10694,597506091.35,48.07,94606208.97,4.935,67.87,51.14,18.14,1,3.81,sbs_sc_sca_r2,2026-01-31
2020,MT,PT81,A,MIXED,1862,212,146,15156,1632306688.52,50.87,75927730.33,2.349,22.51,50.18,12.53,1,14.48,tin00145,2025-03-06
2021,PT,DE419,L,EU_SME_2003_361_EC,2108,247,114,14196,1914054826.02,82.66,144833131.91,6.018,39.42,27.78,44.65,1,35.49,bd_9bd_sz_cl_r2,2024-03-05
2022,SI,SK782,B,NATIONAL_SME,1686,290,55,11446,1158415562.54,54.64,48146030.21,6.915,28.37,60.56,35.92,0,60.29,sbs_na_sca_r2,2025-02-02
2023,AT,CZ68,M,BANKING_SME,2009,387,122,17052,2226946818.77,44.73,75369355.07,6.768,89.08,7.43,47.22,0,54.09,isoc_sme,2025-11-11
2024,HR,EE62,C,MIXED,2034,408,73,15795,848738189.06,35.26,131954216.54,3.2,32.14,38.13,44.12,1,48.83,sbs_sc_sca_r2,2025-04-26
2025,DK,BE88,N,EU_SME_2003_361_EC,1455,146,107,9072,625059053.28,40.19,152984536.65,7.753,33.43,43.45,6.26,1,8.28,tin00145,2025-05-14
2026,FR,PL54,D,NATIONAL_SME,1532,138,97,13426,920187291.46,35.11,59110161.58,2.333,56.27,16.75,50.85,0,17.33,bd_9bd_sz_cl_r2,2024-11-27
2010,HU,PL80,O,BANKING_SME,1534,203,122,7493,349319730.89,70.15,72343045.71,2.345,41.53,40.88,35.89,0,65.28,sbs_na_sca_r2,2024-01-19
2011,LV,FR6,E,MIXED,2173,392,138,19838,2488971927.51,75.73,110747951.46,4.159,53.59,28.54,13.2,0,4.73,isoc_sme,2025-11-04
2012,MT,IT81,P,EU_SME_2003_361_EC,2128,439,114,17436,587359798.73,61.1,36165186.22,3.478,14.73,11.05,56.88,0,26.48,sbs_sc_sca_r2,2025-04-29
2013,PT,BE13,F,NATIONAL_SME,1512,199,80,6791,531987946.99,32.63,64145709.6,3.861,12.17,35.67,25.25,0,38.82,tin00145,2024-07-25
2014,SI,PL92,Q,BANKING_SME,1669,164,50,10231,981072912.13,66.93,50369662.77,1.044,34.47,6.37,34.45,1,57.15,bd_9bd_sz_cl_r2,2025-10-31
2015,AT,SE72,G,MIXED,1401,175,85,9044,1120362405.42,37.37,39212462.77,3.989,19.06,52.97,27.43,0,39.43,sbs_na_sca_r2,2024-09-16
2016,HR,LU8,R,EU_SME_2003_361_EC,1993,165,76,10816,579292425.01,39.41,24753462.09,0.809,63.04,32.51,31.7,0,57.27,isoc_sme,2024-07-11
2017,DK,NL865,H,NATIONAL_SME,2069,221,125,16105,1170814841.33,38.75,52195469.84,8.548,41.78,45.91,44.15,0,63.37,sbs_sc_sca_r2,2025-12-28
2018,FR,BG648,S,BANKING_SME,1804,309,75,11499,1053953208.84,73.15,238095431.48,4.141,14.99,26.29,40.55,1,29.26,tin00145,2024-01-03
2019,HU,ES269,I,MIXED,1751,327,56,12985,1172679035.1,83.49,226131641.33,9.008,59.13,14.81,28.76,0,56.55,bd_9bd_sz_cl_r2,2025-04-26
2020,LV,HR121,T,EU_SME_2003_361_EC,2177,252,105,13247,1378134237.65,60.12,139903663.16,7.262,74.75,32.8,55.99,1,63.86,sbs_na_sca_r2,2025-10-08
2021,MT,HU6,J,NATIONAL_SME,2177,455,47,14117,1447781739.15,41.88,95375067.4,3.635,67.87,39.6,40.75,0,12.16,isoc_sme,2025-07-22
2022,PT,BG29,U,BANKING_SME,2059,355,137,16246,1600230013.96,85.85,162360486.28,7.679,67.57,35.09,13.87,1,27.38,sbs_sc_sca_r2,2024-02-03
2023,SI,LV991,K,MIXED,2102,244,139,10728,1378155205.6,49.95,231311749.62,8.166,50.27,50.54,43.0,0,19.38,tin00145,2024-05-01
2024,AT,CZ72,A,EU_SME_2003_361_EC,1945,171,54,8247,964545878.99,47.17,102490296.29,6.054,85.92,56.02,47.93,1,35.45,bd_9bd_sz_cl_r2,2025-08-30
2025,HR,FR661,L,NATIONAL_SME,1923,308,60,13044,1824258339.65,59.58,142644058.94,2.21,90.88,21.12,11.34,0,20.55,sbs_na_sca_r2,2024-02-18
2026,DK,LT961,B,BANKING_SME,2046,199,143,15782,1357339685.85,70.4,57851909.38,4.192,22.28,54.99,54.24,0,34.88,isoc_sme,2024-03-01
2010,FR,MT61,M,MIXED,2100,364,155,18252,488010465.77,81.41,186737329.12,8.446,30.05,22.13,17.74,0,35.44,sbs_sc_sca_r2,2024-03-05
2011,HU,LV554,C,EU_SME_2003_361_EC,1825,383,89,14407,1394731577.9,68.66,16612905.35,5.163,72.76,27.02,45.62,0,48.04,tin00145,2024-04-10
2012,LV,SE790,N,NATIONAL_SME,1667,362,108,13191,440780055.35,84.88,232588132.27,4.219,10.26,32.29,19.12,0,24.83,bd_9bd_sz_cl_r2,2025-01-04
2013,MT,DK13,D,BANKING_SME,1416,274,83,10721,1157682632.1,79.65,12140988.34,8.45,18.04,32.25,48.55,0,17.25,sbs_na_sca_r2,2024-12-26
2014,PT,SK73,O,MIXED,1415,123,108,5762,421100181.83,70.01,169802357.39,0.905,50.26,44.64,35.87,0,53.15,isoc_sme,2025-07-18
2015,SI,DE520,E,EU_SME_2003_361_EC,1489,221,72,11579,422161355.53,70.14,202388444.55,5.498,91.22,52.25,56.37,1,43.94,sbs_sc_sca_r2,2024-08-19
2016,AT,CY6,P,NATIONAL_SME,1759,216,54,9735,1163862227.11,77.85,148107728.53,8.74,36.06,53.2,45.04,1,8.8,tin00145,2024-04-19
2017,HR,SE2,F,BANKING_SME,1560,179,84,10283,1281460542.17,42.67,102300443.02,7.897,91.65,43.46,28.79,0,13.01,bd_9bd_sz_cl_r2,2025-06-17
2018,DK,IE55,Q,MIXED,1752,353,74,12576,350736562.69,35.85,94541040.0,8.216,64.87,31.03,8.89,1,32.44,sbs_na_sca_r2,2024-09-07
2019,FR,DK421,G,EU_SME_2003_361_EC,1732,302,127,16523,1858206166.41,34.39,67444069.52,4.403,91.51,57.66,33.12,0,10.99,isoc_sme,2024-02-29
2020,HU,BG803,R,NATIONAL_SME,1935,317,152,16901,779743709.44,73.31,308850212.67,7.245,69.34,42.4,27.39,0,35.64,sbs_sc_sca_r2,2025-10-04
2021,LV,SK248,H,BANKING_SME,1751,297,47,9746,641053858.45,65.44,123694852.46,6.752,77.15,18.2,52.42,0,43.56,tin00145,2026-01-16
2022,MT,EE46,S,MIXED,2219,353,173,18448,1496280651.54,62.03,81755989.95,7.225,76.19,46.67,14.02,0,28.24,bd_9bd_sz_cl_r2,2024-05-04
2023,PT,DE233,I,EU_SME_2003_361_EC,2097,254,142,15289,1396608377.73,51.04,54584454.25,5.977,19.51,55.24,23.6,1,45.95,sbs_na_sca_r2,2024-11-10
2024,SI,IE24,T,NATIONAL_SME,1789,268,51,10990,1158484452.71,30.5,102024504.0,7.509,65.63,27.36,36.5,1,36.85,isoc_sme,2025-12-12
2025,AT,BG459,J,BANKING_SME,1720,228,108,11576,977771148.84,87.07,146840872.05,0.655,36.79,54.72,56.1,0,37.06,sbs_sc_sca_r2,2024-08-21
2026,HR,AT215,U,MIXED,2203,284,127,11137,986615868.56,40.95,120617175.0,3.07,90.08,44.96,10.59,0,35.7,tin00145,2025-09-23
2010,DK,PT732,K,EU_SME_2003_361_EC,1952,207,81,9355,762033989.33,72.64,157710637.27,6.158,38.36,35.11,46.81,0,16.81,bd_9bd_sz_cl_r2,2025-07-04
2011,FR,HU4,A,NATIONAL_SME,1756,161,94,13700,1001640691.32,58.18,38564932.06,3.796,68.12,8.82,35.68,0,64.37,sbs_na_sca_r2,2024-12-19
2012,HU,PL96,L,BANKING_SME,1797,275,76,14423,1643622435.28,86.21,269185463.84,8.957,23.84,30.18,41.23,0,26.73,isoc_sme,2025-04-17
2013,LV,BE42,B,MIXED,1927,301,128,14433,1030970959.58,46.56,22494866.57,7.863,67.25,51.13,36.04,0,52.4,sbs_sc_sca_r2,2025-01-24
2014,MT,SK5,M,EU_SME_2003_361_EC,1968,162,133,13830,987490355.25,46.39,21345312.55,0.727,83.57,38.48,37.85,0,47.21,tin00145,2025-04-19
2015,PT,ES23,C,NATIONAL_SME,1872,170,45,10331,790564643.1,86.27,45304343.45,4.893,71.49,12.77,19.6,1,61.24,bd_9bd_sz_cl_r2,2024-05-17
2016,SI,LV128,N,BANKING_SME,1474,248,75,10295,1068442917.6,82.77,325679207.97,2.089,77.92,34.79,18.79,0,63.27,sbs_na_sca_r2,2025-11-25
2017,AT,SK551,D,MIXED,1875,170,51,11658,1566201670.62,55.29,174076619.68,2.175,36.24,30.12,20.91,1,7.5,isoc_sme,2024-07-13
2018,HR,FI7,O,EU_SME_2003_361_EC,1922,315,86,14810,1181679243.16,75.5,38652461.38,3.971,90.83,40.8,26.02,0,13.91,sbs_sc_sca_r2,2024-01-06
2019,DK,FI2,E,NATIONAL_SME,1785,340,90,8551,321520099.46,42.14,27697194.78,2.63,11.99,20.48,45.29,0,19.74,tin00145,2026-02-13
2020,FR,IE8,P,BANKING_SME,1428,235,64,8812,600324616.68,34.03,80772111.78,7.768,82.55,31.54,10.19,1,61.9,bd_9bd_sz_cl_r2,2025-02-09
2021,HU,EE98,F,MIXED,2134,419,86,16617,1173862722.46,67.13,295230403.16,7.286,21.63,4.2,32.94,0,26.15,sbs_na_sca_r2,2024-05-18
2022,LV,AT5,Q,EU_SME_2003_361_EC,1705,344,134,16156,501295282.38,78.77,54846722.32,8.25,63.38,27.64,37.71,1,47.22,isoc_sme,2024-08-10
2023,MT,HR559,G,NATIONAL_SME,1863,254,109,14375,951648241.49,86.11,23082175.21,5.43,79.06,27.97,34.71,0,60.05,sbs_sc_sca_r2,2025-03-10
2024,PT,LU272,R,BANKING_SME,1440,301,61,6718,428227459.01,51.74,233950184.9,2.458,56.57,46.42,30.04,0,56.98,tin00145,2024-10-04
2025,SI,SI72,H,MIXED,2238,357,118,15986,1158639863.64,33.97,15281013.07,4.352,43.22,36.14,31.2,1,24.06,bd_9bd_sz_cl_r2,2025-08-16
2026,AT,EE11,S,EU_SME_2003_361_EC,1859,228,144,19001,806397889.53,66.75,223587115.05,5.024,48.37,61.54,25.7,1,46.39,sbs_na_sca_r2,2024-10-27
2010,HR,SI309,I,NATIONAL_SME,1625,192,73,13958,1756821959.05,45.94,188801445.85,0.25,10.71,32.92,34.22,1,21.03,isoc_sme,2024-08-26
2011,DK,SK568,T,BANKING_SME,1424,271,86,10511,1264369988.04,53.65,96335262.82,5.709,47.06,35.11,11.09,0,18.87,sbs_sc_sca_r2,2024-03-09
2012,FR,HU842,J,MIXED,2130,211,153,20189,1794190696.81,82.98,203243445.43,7.048,71.61,6.69,42.17,0,16.65,tin00145,2024-09-13
2013,HU,AT7,U,EU_SME_2003_361_EC,2178,222,94,15395,1345363357.71,57.57,19557549.22,4.515,68.46,42.2,33.63,0,50.95,bd_9bd_sz_cl_r2,2025-06-20
2014,LV,LV673,K,NATIONAL_SME,1537,330,37,11037,1298589361.6,32.1,19715854.73,0.798,56.04,12.17,55.57,0,28.32,sbs_na_sca_r2,2025-12-02
2015,MT,SE500,A,BANKING_SME,1968,429,59,14855,1812747658.55,37.2,98082523.76,5.187,40.0,23.05,48.88,0,39.5,isoc_sme,2024-02-10
2016,PT,EE91,L,MIXED,1752,380,93,14410,583936534.39,82.68,142627288.59,4.755,60.12,7.51,44.24,0,51.13,sbs_sc_sca_r2,2025-11-28
2017,SI,LU355,B,EU_SME_2003_361_EC,1930,273,81,11101,1527282559.25,45.02,51553294.04,0.316,81.93,34.64,7.54,0,21.1,tin00145,2024-11-15
2018,AT,FR74,M,NATIONAL_SME,1413,191,37,6524,876939255.93,51.37,54946242.1,5.354,32.34,55.64,42.89,0,32.92,bd_9bd_sz_cl_r2,2025-07-17
2019,HR,PL149,C,BANKING_SME,1981,165,140,11189,316790971.45,66.92,260109447.8,4.214,44.58,60.9,21.81,1,38.47,sbs_na_sca_r2,2025-05-18
2020,DK,CY684,N,MIXED,2115,280,98,11908,1127645097.13,38.58,36179813.37,2.773,29.79,5.51,41.33,1,61.13,isoc_sme,2025-05-16
2021,FR,GR846,D,EU_SME_2003_361_EC,1467,214,113,8663,304198161.16,36.55,82077636.05,7.214,64.52,47.52,24.56,1,58.26,sbs_sc_sca_r2,2024-03-13
2022,HU,BG154,O,NATIONAL_SME,1685,278,96,14222,594556741.34,31.72,102175754.0,1.541,89.73,5.51,13.95,1,18.26,tin00145,2025-12-21
2023,LV,SI858,E,BANKING_SME,2095,177,68,9375,770100743.63,77.55,241204144.27,1.435,46.65,9.19,41.09,1,26.12,bd_9bd_sz_cl_r2,2026-02-22
2024,MT,NL9,P,MIXED,1893,246,108,7407,422876208.47,78.25,187242746.05,1.956,56.67,12.96,38.55,0,34.87,sbs_na_sca_r2,2024-02-04
2025,PT,LT235,F,EU_SME_2003_361_EC,2114,452,91,15549,568590724.6,42.22,11704226.26,3.746,37.71,43.93,13.5,1,54.52,isoc_sme,2024-06-03
2026,SI,SE7,Q,NATIONAL_SME,2195,381,147,21747,1059141500.92,42.34,47838075.42,5.941,77.1,36.8,8.11,0,36.55,sbs_sc_sca_r2,2025-04-12
2010,AT,IE6,G,BANKING_SME,1588,332,89,13769,1537926949.42,69.72,43885725.43,8.933,25.68,40.03,42.49,0,28.48,tin00145,2024-11-25
2011,HR,DK836,R,MIXED,2005,383,136,17565,1891307692.86,60.78,11762580.08,4.161,64.45,15.17,29.69,0,67.16,bd_9bd_sz_cl_r2,2025-01-01
2012,DK,DK7,H,EU_SME_2003_361_EC,1787,281,102,10919,984531474.53,73.44,317185177.57,0.99,38.49,46.01,10.03,0,38.33,sbs_na_sca_r2,2025-09-29
