tax_sales_collection_month,tax_sales_state_ut_code,tax_sales_gstin_hash,tax_sales_tax_jurisdiction_code,tax_sales_tax_base_category,tax_sales_gst_rate_pct,tax_sales_gross_taxable_sales_inr,tax_sales_gst_collected_inr,tax_sales_vendor_count_reporting,tax_sales_filing_frequency_type,tax_sales_e_invoice_share_pct,tax_sales_e_waybill_count,tax_sales_itc_claimed_inr,tax_sales_reverse_charge_liability_inr,tax_sales_late_filing_rate_pct,tax_sales_penalties_assessed_inr,tax_sales_interest_assessed_inr,tax_sales_compliance_gap_estimate,tax_sales_refunds_issued_inr,tax_sales_data_certification_level
2020-12,JH,8eda002565cac5e739bc2858bcdf4da55df1269a46dd25fbacabba2c25fac171,GST-TN-09,SERVICES,12,193301592,20199206,34335,MONTHLY,0.66,18256,12506977,306205,2.57,423992,85847,4.05,2529850,L2
2021-11,WB,3eb8450c1bdebb71103462ac745e5f1e95e179cf8cd1e353e7154f556af3e087,GST-HR-71,MIXED,12,83890024,8206275,1946,MONTHLY,42.65,130819,2080082,433681,6.41,83268,43856,9.01,1698069,L1
2025-11,OD,0a27c6d2e6a77005a2f5f6f4eeba272b2f4edc321f4f62d832c0f7f176abc08f,GST-UK-02,SERVICES,5,211293425,10649003,46110,QUARTERLY,42.54,81296,2565898,49423,11.82,279724,204467,10.48,429366,L1
2021-07,AS,033b46a4706fb781de9c8df411a87ee452cb91cc4f858b4a773a9a25348a787f,GST-OD-31,MIXED,18,69827706,9171383,13581,MONTHLY,43.81,98445,6875137,640972,11.8,198646,167267,13.8,254578,L2
2020-06,WB,56279ad0bcee019e3dff8437fafa6388927aa133a8e6878cf6bc18bdf50e49c0,GST-UP-61,GOODS,5,109687956,3742861,41970,MONTHLY,55.73,70854,1579247,210740,1.1,40327,60677,6.37,364178,L2
2021-01,MN,65fc7628ff2ed6f624438f473518a0e901468d8b762424f146926b2ee8a63391,GST-MH-91,GOODS,12,20007341,1870912,46766,MONTHLY,97.17,15142,519214,18569,0.57,21589,29824,6.17,243041,L1
2025-10,SK,03cc6840fb23e4f56ada69eeecefcb3b09d6d7de8f830d2360ca45eb4c48325d,GST-NL-31,GOODS,28,110701915,21229798,17331,MONTHLY,28.28,175165,12295069,1636404,9.7,84963,189327,1.01,3288850,L3
2022-05,CG,aadd9917dfa8c8b2a34423b1e8f94728c6eae59ca08095f65e50395130f21898,GST-OD-90,GOODS,12,146021587,14330188,39184,MONTHLY,57.02,45642,11854372,1100716,7.72,202101,28517,10.18,845816,L3
2023-08,AS,98ffaf62fd420c093323d278e1186849e47632610a5dddd2392b9539902e549d,GST-MH-25,MIXED,18,162901483,21887500,26993,MONTHLY,84.31,66269,12539012,991016,7.5,612716,291553,11.77,4146605,L1
2024-04,BR,38a4d055631185aadc2ce2d394e099d8998b1e127532bd035ef000b1fe8314f3,GST-RJ-27,SERVICES,18,184239961,24044037,31401,MONTHLY,43.5,126177,13734638,12992,8.39,460294,251039,0.15,4420196,L2
2022-12,MZ,8b9b51f7c6552b1dcc64dd128d946c0a97e41846e02c853de80c9078a428e300,GST-JH-57,GOODS,12,186995665,16313838,22482,QUARTERLY,1.49,188074,12596786,1130108,0.38,236244,131768,9.62,2001665,L3
2020-05,DL,8af441f9c284fc2d7b05beb75184e0cb89871f460317e83061e6407103f312ac,GST-AS-90,SERVICES,28,157245728,33001837,4452,MONTHLY,35.18,53414,9549826,2376596,4.92,403754,239693,4.48,3895283,L2
2021-03,LD,e3c9113c791da18f827a1edd6cc30097da3054f55219d62a78bd3cbf35d8c866,GST-GJ-69,GOODS,28,98933467,23989911,10384,MONTHLY,70.35,161941,13033119,266051,5.75,440885,77444,11.24,4305892,L2
2021-02,AN,889d31e33c9c75eac71c2452138eac0041f895b3208fdc240ed43c000e0c297c,GST-NL-27,GOODS,12,212618905,16601696,11054,MONTHLY,18.68,25093,5288579,638009,7.91,451558,134605,1.07,4139590,L1
2026-11,JK,2dacc22bd4ffeb6b6b20346528054d0f585ed1c68b18656a876ac4cbe15f981e,GST-AS-27,MIXED,28,78803232,19788087,10419,MONTHLY,66.65,173731,12433032,1475030,6.96,234967,365488,7.37,1872335,L2
2025-12,WB,0ac4734a0698401e604f090e334bb8718f59775aa5bebfa3e99ddb39aa43b6cc,GST-MH-11,GOODS,28,52882228,13794067,34465,QUARTERLY,5.2,45463,7547575,931336,9.07,254159,54395,13.08,945814,L2
2025-02,UP,2ef628fd495d4ab9e78d94cd774f7e915df4dcd647f43f45d473bf17885feb36,GST-TR-69,SERVICES,12,69805831,7840044,42118,MONTHLY,67.12,21285,5873317,598640,6.51,230827,93904,14.72,941729,L1
2025-10,ML,78034b7a56438e425c698f561c13e06d113b428b22b6f9cc55edf8e6d5d1e265,GST-OD-19,GOODS,12,166325433,17027019,4536,QUARTERLY,50.0,119627,9485921,969257,7.59,304303,212511,10.81,1046226,L2
2020-11,KA,a134924c57b3906b128dc6de5516859e459aa58b7f69f67dd845c1c64c4c2b41,GST-PB-76,GOODS,3,159939956,4009814,6271,QUARTERLY,70.26,195175,2285110,81689,0.06,83264,30638,1.27,60034,L1
2025-12,TN,14e23ee735b57d3df81cc717b5440a0d4ed9f4e935a1ffda20bfbf94dd705289,GST-UP-37,GOODS,0,124044603,0,19886,QUARTERLY,2.78,188168,0,0,7.64,0,0,8.14,0,L1
2023-09,AP,337d4fe39fb6ad2909a11d12c2478db79376d11ae53dd884e8df8479a9b9a859,GST-CG-46,MIXED,5,226178412,8703206,3550,MONTHLY,95.21,73967,1641049,300534,6.14,119073,27132,7.92,766298,L1
2025-08,GJ,c001d00ed78f16393a2516d043001d268fb760a6ec5d37fa7a6b93a6a402b91a,GST-JH-76,GOODS,12,79140125,6607933,46983,QUARTERLY,58.02,16936,3168830,372786,4.96,11959,54993,7.33,843516,L1
2026-02,MZ,670f94cfa6de049a06a449bde7a3946450de16fc5851dcfa9c303f6c9e89566e,GST-ML-69,GOODS,18,30222125,4641952,13843,MONTHLY,66.86,16051,837249,176337,8.36,60979,46738,7.05,119595,L1
2022-02,TN,7a40f5d9f4b6e1c6b4dab690e62f6dacb0f398a6dffa70d7ea98ecca2ca6393f,GST-JH-21,GOODS,12,121936248,14586387,37722,MONTHLY,81.54,39521,8456304,994831,0.03,57879,10641,0.32,2682962,L2
2024-01,MH,d13678e26c5f2b5110675419c6f5eafc75bd886e43608a559066217f9c73ece4,GST-ML-74,SERVICES,18,72283708,10987328,24477,MONTHLY,4.93,124705,3456182,538418,9.23,292883,203035,10.3,1320541,L3
2022-09,WB,36eae5033a6771a9d9cf55fe5c5aea639bb4f5ae07e896005b31f075efe236ec,GST-JK-86,GOODS,28,180433393,38488822,19394,MONTHLY,15.99,90214,6130977,1166877,10.64,916223,1250,9.01,1710767,L2
2026-03,TR,4991c859c89344d8adc8a50583cfbffbb753967b76a3afe3a944e22229cb3640,GST-CG-65,GOODS,12,129138341,11382608,2403,MONTHLY,15.77,172917,7777766,243459,1.36,260793,10955,8.22,752122,L2
2021-01,JH,ff776137a395694999e1ee975200c7aff31e066b506b03314aec882b2e84f7ff,GST-KA-21,GOODS,18,222707408,27117437,22936,MONTHLY,15.74,18201,10307454,1573493,4.25,338261,362651,10.72,4175704,L1
2022-09,AS,1ce334c01736dfcdb4d94107302554c6d17fd605dcb8b1bf8be001476c5834dd,GST-DL-09,SERVICES,12,187975404,23005761,17064,MONTHLY,8.73,145603,13937950,1615649,10.42,519575,362636,8.28,4959025,L3
2026-06,JH,dc0815dfb1fa22481c3292a6dda9e07dba15699a04e7a232cdba085d974cba99,GST-RJ-77,GOODS,5,150200489,5865985,10673,MONTHLY,92.0,189459,3700572,441545,0.75,101729,53675,6.4,158553,L2
2020-04,LA,5af11daf771d5d13f0b3e9e7ba08ff47bbf8bbb812bd1efcb7f6f84296814c93,GST-LD-46,MIXED,18,105033563,19081204,41499,QUARTERLY,34.84,141057,9531960,1375446,2.73,60611,122981,5.01,898933,L3
2023-08,HP,53501d1562b3c6ebe701a0f00cd33f3eec9fbf1bde6c6067481facf3541c9592,GST-GJ-44,GOODS,18,165809793,30681923,1293,QUARTERLY,11.37,189416,4621919,66458,9.67,142478,438707,5.93,6620554,L3
2024-10,UP,5126bcf24579f880de882adcf568708527caf4a87c5010e6481c307a8a454360,GST-WB-52,SERVICES,18,89529451,13340769,18535,MONTHLY,71.23,188233,9471147,649227,4.29,330781,232273,7.77,2442232,L3
2024-05,TR,c8a69f522f546602e26c3c984b670e3bb1943f8abd6cb462d9ffcd0956ba09cc,GST-DH-67,SERVICES,12,233562156,22949440,1690,MONTHLY,36.67,68244,9441334,1318872,4.07,603787,144297,5.62,5318309,L3
2020-12,LD,61d1235a834525f8dea2e124a4203d1c89586331b1915fe2f885bc15a310f3bb,GST-LD-62,GOODS,12,148773116,13859459,29723,MONTHLY,20.55,193450,4543734,241423,4.78,267579,170400,6.61,545763,L3
2020-04,LA,edd6ac0dcbf3d050c0184c0aaf0eb46184c4f3d230da1601f5f7d1c4668bd190,GST-GA-07,SERVICES,12,185131957,20110099,28729,MONTHLY,92.87,33369,13474003,494461,11.6,149526,361316,9.58,3296811,L3
2022-11,DL,a66863929804269db60a4e888ba9b4505498a82d923014b9e8a90f552f9442b3,GST-PB-94,GOODS,28,54049952,11131794,48082,MONTHLY,84.75,164778,7820398,643558,0.69,302028,147704,8.31,645606,L2
2023-05,KL,e247d891786cb9c831bc7f989aa0c9b6e27f3845c35da663b8080d4a89467325,GST-MN-05,MIXED,28,55420266,12184030,5008,QUARTERLY,59.18,188003,8758577,910779,4.41,320044,19922,6.54,921514,L1
2026-05,ML,061b5937a7e7a971fdd257b8d64107222c347d51c0f5b2e78029975a7be00221,GST-SK-60,MIXED,5,119551910,4589513,35194,QUARTERLY,49.75,156808,3159151,71995,4.34,97419,14704,13.07,618228,L2
2025-01,NL,9dbda980203c3070e5e1ecc34bb8f1f78b4e87fe62b5d004fb2a899855298d0c,GST-AS-63,SERVICES,18,191737855,27602007,40806,MONTHLY,10.24,159423,7724900,1646951,11.75,632029,443636,5.14,2639792,L2
2024-09,TS,8959c6d85162b58cff364b768039b4f74eb04d0870632e3e6170a2137c0019bc,GST-NL-16,MIXED,12,227937703,18593753,34039,MONTHLY,48.11,70095,12903478,633281,3.45,60907,177442,4.02,2639137,L1
2021-10,GA,67816a7f5b3c9b8eef6a16d03d6c7caf491a77adb1687f0694c0aae841cd0865,GST-AR-59,MIXED,18,32262433,5003476,47475,MONTHLY,41.29,142875,1605908,124432,11.33,113472,23229,5.1,479980,L3
2026-01,DH,97fa147950a596f845023edb91305d5c0dfd3399b86a09ffab3c63fc6a46e8da,GST-KL-22,GOODS,5,24470292,840101,48582,MONTHLY,50.37,92536,306301,19776,4.84,22077,1404,9.37,158054,L1
2021-02,TS,7e7c75ce5adf1071c91d3b303443f5e1a85ee73ada9131817c564d573cfd6393,GST-CH-28,MIXED,12,33709227,3897238,3753,MONTHLY,40.5,33796,1292070,256729,5.48,79336,6023,0.13,229908,L1
2026-04,HR,2d6e1887d0f587753aac75e8ad0fd6b759b2d0d69497da722e75d72a6fc97f70,GST-MZ-57,SERVICES,12,24706727,2425511,4715,MONTHLY,53.19,105983,735144,11265,8.12,67887,24953,5.46,43854,L1
2026-05,AR,db5a2dd45dc48183579017207b50ef6eac2aaaf179fb03146c41a23ac2bd1081,GST-DH-89,GOODS,18,237736054,40414234,9605,MONTHLY,57.02,176470,22422777,2419515,5.76,109913,594626,0.66,7919378,L2
2026-07,AP,ee601f70b7f38b2caf5029f92b2c595b70b7d94c417533ac90eea148a3fb8fec,GST-AS-30,SERVICES,12,37608878,3168771,46824,MONTHLY,8.45,95812,1844628,66063,2.6,14964,26329,11.82,708615,L1
2021-07,MP,1e909270421a850bcd15c2fb75a3325e6091c963896fc1c6c1958541eb30ec05,GST-UK-67,SERVICES,28,28196546,6959347,9977,MONTHLY,20.96,94340,4686033,176057,10.07,206471,55482,5.54,1431893,L2
2020-03,KL,7fd01fb30b5e68cb9aa77fb58efacab8a9715290626b11c6d823545e735d52ed,GST-AS-29,SERVICES,5,79283787,2880015,7657,QUARTERLY,45.73,161404,831567,164114,3.39,75936,164,2.45,322073,L2
2024-10,GA,f178f50d65f9bf128c801f2b56f48338191903985537890b206fa6c9f30d15da,GST-GA-18,GOODS,5,207156691,9134288,25985,MONTHLY,90.32,193659,4394217,358185,10.29,71046,66730,7.45,1013901,L1
2022-11,ML,e412bb6dbc6f43546e8bd92e7f70b5fa4147aff96d273ead1f1caa948fb55634,GST-AN-98,SERVICES,5,228530197,9358872,1821,MONTHLY,93.94,198641,5307673,43209,11.62,261081,35027,5.47,722455,L1
2022-05,AP,c4e29230e2f3e07e1af836d5f0c753093eb7f4a6ef2d220fd3f09e500fd444f7,GST-AP-86,MIXED,5,169026791,7678978,36584,MONTHLY,56.74,177862,3121858,485935,6.41,11882,61054,13.9,896958,L1
2023-05,TN,a0dd9bde7161c4b77682bb4fa91f261cf21d2339d7bdeb8eafe15f3625288854,GST-MH-82,MIXED,18,148376099,18329278,23295,MONTHLY,57.29,41140,5593833,666919,2.09,249083,16154,10.04,158881,L2
2024-11,ML,3ad834d7a603f4d682e00b1fcbcf2c577a7225245b686e8ff11b6016eab70e67,GST-LA-46,SERVICES,12,188819297,22901188,49823,MONTHLY,53.24,47901,4685646,720284,1.95,132980,254906,7.16,3836751,L2
2022-06,JH,0547be7156946b6694d80f0562fdf48dda19a812309715c3f6f872a4084a2420,GST-GA-17,MIXED,12,22965570,2322999,44241,MONTHLY,29.1,157747,800876,102911,10.22,64403,26885,14.53,408454,L2
2022-08,MZ,3efe9b4b0b25ccdd9b14511a22c6f2301190dbc8c20e1cc820f00bc7198b8573,GST-LD-76,MIXED,28,140340031,36119465,25429,MONTHLY,45.6,158238,18612214,1945297,3.4,1079526,609416,10.96,7384902,L3
2024-06,ML,3a030bc7ecf9c3be61436ceef5b8597f1da05767318f9775711caaa62e5747e1,GST-HR-84,SERVICES,18,14744215,1997552,15700,QUARTERLY,56.99,122210,535133,151345,5.93,6645,6645,2.92,322578,L1
2020-12,DH,bdd52dea2fa0d003edfe3830d3f84bf8d8a3c471fd9ce7d63144b307e94107a9,GST-JH-08,GOODS,12,189587557,21368761,1811,MONTHLY,86.62,135384,16308632,110081,9.41,566093,259824,6.97,949880,L1
2024-09,TS,b8e0a86563719471f8247d11da873c10920e1659c767a34cf41b0fb9bd7173f9,GST-TN-54,SERVICES,18,123850355,22872520,4585,MONTHLY,34.47,145326,14749943,1233962,0.67,45081,386502,7.51,4908573,L2
2025-01,HP,2f9e91699207c22a2a8aa3763b1789119859cc1c03f27ca9a4747010deb7a04c,GST-AP-54,MIXED,5,238671981,12323232,3946,MONTHLY,20.87,33863,2727459,152135,5.2,346924,225840,13.72,1156084,L1
2026-02,CH,e61009737fca2d3159058ded9c10d46a1974a149d6060181323f22450d96986d,GST-UK-37,GOODS,12,150276849,17473018,1001,QUARTERLY,14.86,100118,5098855,5456,8.05,482730,61296,8.35,2794557,L2
2025-12,KL,dc26829d49795c805dbcfe26384c5540cebf3ec5aac28ea5a2250f61fb4533be,GST-JK-38,SERVICES,28,185563190,42089797,24387,QUARTERLY,31.69,120046,7831117,2788028,6.9,1010334,528990,10.3,2246666,L2
2023-09,HP,76aaecd830b1a480cc8de83df2089e79c7eafa8d98c2e6feb1292554fc3278f4,GST-MP-68,MIXED,28,15930999,3226936,19604,QUARTERLY,50.55,139218,2417471,246022,4.88,2582,9828,2.45,330603,L2
2026-07,UP,54a968051f0b9ed2a58f06ae4934228ef63756a2a44e6a6c0e037227ccf512ea,GST-SK-92,SERVICES,18,80105243,10905932,5623,MONTHLY,98.48,42738,3404405,267703,4.23,87599,42387,6.08,1715066,L1
2023-10,AN,531fb2873e3a74bc16f616c4a01588ad830eeabc3c87b8efd2114a052c380338,GST-MP-13,MIXED,18,114752766,19642049,49233,MONTHLY,19.56,125070,16245463,723338,0.95,315493,281428,2.72,3222052,L1
2025-01,AP,de1192e3c1d249863493c62a5081928a7c0ed0722899635e14fd4f9035a8705e,GST-TR-95,SERVICES,18,223556481,30712983,45867,MONTHLY,4.89,83898,25600102,1445589,7.26,412691,515388,6.74,2333470,L1
2020-09,LA,fea9d2cd5aa6bcd1d2f23bf1c9d9ced04573d27a6af66b16b64c591a26024426,GST-OD-58,MIXED,5,169651425,6467176,33923,QUARTERLY,27.1,131147,2075753,312233,0.7,85574,46918,13.05,965346,L2
2024-10,TN,f9132ccc5bdafffc3ebbeb5f98789a4859899acb416336aba115213d6756a086,GST-OD-36,MIXED,12,119757035,10915449,44820,QUARTERLY,61.01,49785,8707931,727963,6.26,226008,173874,12.82,10641,L1
2020-02,MN,02739c39cf01707eab4f93873466f7d35672977ae12bdc664766d7563193f42c,GST-AR-98,SERVICES,18,162518515,22770218,25449,QUARTERLY,95.43,190192,9039144,626575,1.61,99801,311435,2.27,3379302,L3
2020-04,WB,cc73c21fbc7f5f52843d1b50a7826a34f1a605ac473587e616318bea8886ad68,GST-TS-78,SERVICES,18,39948162,6241140,20403,QUARTERLY,67.6,76255,2388839,303842,0.48,118432,44936,6.22,1415879,L3
2023-05,PB,bb26c16d5633f16865b31ff23fb23fba1a744628794787fdcc0d08a263bb68ef,GST-OD-39,MIXED,12,226317139,25213079,10304,MONTHLY,78.65,9158,19826679,176095,5.85,112924,141051,14.29,3348614,L2
2020-07,LD,26f9d052260f95ab61240a53fcfd804b06d2d859b2cc27e921d9a16cfc3d6928,GST-KL-22,SERVICES,18,83902140,12168371,32074,MONTHLY,61.81,58272,6884096,800425,3.67,96617,177312,1.91,1337600,L2
2022-04,AP,7a8beb58c091338c5f71142252115cd88feaa35a185c2a467890e09e1c992043,GST-NL-13,SERVICES,12,103493136,9990538,47520,QUARTERLY,96.34,59204,6288847,530411,5.86,177264,168173,2.37,1175538,L2
2025-04,PB,ac9fc0820149231fc358753d379e172f8bf75ef2a6be4eedd47deac9f9e220b6,GST-KL-94,SERVICES,18,238824978,42228196,47455,MONTHLY,58.75,69794,18609054,2026698,1.97,874253,76293,1.38,914294,L2
2023-01,UK,04d5232473e8eba15066c63da4f656bef3bdcf67fd643a13d76d504f70fd1f13,GST-JH-29,GOODS,12,62337946,5455807,2156,MONTHLY,67.8,128883,2812978,25063,11.6,37731,51387,7.82,574232,L2
2025-07,AR,635626acbb268437df8f80deadb1ded5d7886c32c3b557085449c8bbd0cf3b72,GST-CG-89,MIXED,18,169203911,27237420,291,MONTHLY,98.37,9192,18843706,109004,0.17,253566,149321,14.96,5645530,L1
2025-04,DL,fa4740fd1123562c3e931ac3b4cc06ffd49a994ce45270ba0911ff11686f801a,GST-HR-79,GOODS,28,160026899,39081782,1784,QUARTERLY,55.78,76449,10526736,263578,1.63,893744,88907,13.32,9198260,L1
2023-06,MP,023a32ec1f46867179610586658e7bf5c5380ec99cb17671fa091d8c56d5f1c1,GST-CG-31,GOODS,28,52460835,12249824,8225,MONTHLY,23.69,32310,10305970,226774,8.53,212354,44567,3.37,550594,L3
2026-02,AP,069431cc6bb7a367c61a88f2099698b8a6c1f6cd079dca11153e62ad99186638,GST-AP-63,GOODS,18,248870498,45283076,14957,MONTHLY,94.95,89985,32167999,1550237,11.16,422284,735715,12.11,7886943,L3
2021-12,MH,b5ec7ef17aabb3748cb6947d2b228beab1cfb08260cad4c0c4d12fedcc5491c9,GST-UP-87,SERVICES,12,237884568,18688199,27361,MONTHLY,55.11,67111,6308215,653738,0.55,307356,254944,0.41,2382288,L2
2020-04,DH,05772232aa77de955267bf4e4d37cb001dcabebbf32ac4ee6d23483fa6e63c52,GST-BR-82,MIXED,12,210937703,24579821,22765,MONTHLY,80.78,85359,15731726,308086,0.27,96117,475725,9.01,5781996,L2
2022-10,LD,e851ad925475c0fcde7b67742c63c750df10f2ae1153966741417f80c24dc8e3,GST-MN-11,SERVICES,12,164224475,16024245,34587,QUARTERLY,40.26,77982,2550776,569012,6.7,202301,106265,13.09,1820798,L2
2025-11,GA,0481c86cc5d29c1e377159963c59f071d26b735abee7e94b5a76c9fc3d69f3c9,GST-TS-33,GOODS,18,62888923,11090328,44482,QUARTERLY,96.06,155640,7494362,457784,5.29,262061,202394,5.31,608363,L2
2020-03,MN,a8ce2c0b5855b365c011e8282ca53843211aee0f6492c979db242bfc023faf9d,GST-UK-40,GOODS,18,3874795,579506,3190,QUARTERLY,78.8,178609,410397,4639,2.45,15299,1016,5.81,6528,L1
2023-09,DH,a325f7c61a746e34c19e62dbb3fa7aed1a9356454462662655a9e9dc8819b2a3,GST-AS-82,GOODS,12,178241283,15457504,35609,MONTHLY,63.4,11393,3833465,153629,1.59,3449,270009,9.79,2903232,L1
2023-07,AP,82370bdb18d7061ae2b31809478b6c35d39e5f6049360b95da9e921cf54e1929,GST-DL-57,MIXED,12,174822446,18376390,30642,MONTHLY,76.56,75117,6681948,1093451,10.24,386762,18435,13.11,3305473,L1
2025-03,PB,853a728fc2d48a907fc92f82c25a0951c277c5a8141f32f0909f4d9cc5b48c40,GST-BR-48,GOODS,18,63770415,11929972,19809,MONTHLY,81.92,89984,7208049,951951,1.49,3908,42354,8.14,2763049,L1
2025-08,PB,61df73aa508a5288d6d5aaf0afc0608f39c7f495ea69e10a342737395d5bed8d,GST-OD-76,MIXED,3,31249799,649850,34817,QUARTERLY,85.45,79665,419017,9674,8.34,14511,10442,14.09,9820,L1
2021-06,MH,89c5812fbd79a6cc51b7d3840ccec15ca74cbda5c1147fe540694c72fec66e52,GST-CH-94,GOODS,5,128177548,6433990,32532,MONTHLY,55.54,133387,1273650,238713,9.92,163984,120348,8.8,1580469,L2
2021-04,KL,21fd48db40f06520fc9b29d98a02a701b4c73fe9e05983cee92e38d34aca2f74,GST-MZ-74,SERVICES,18,248934438,40290295,14026,MONTHLY,70.28,140928,18075040,604631,0.27,1115560,476358,5.16,1857813,L2
2024-04,LA,2529e6f3fe86470758471198994c03e4ff05e11292ef4ca5c256540edc8881e8,GST-PY-32,MIXED,28,35305278,9676156,36249,QUARTERLY,96.88,81872,4702643,45932,8.93,27206,166522,12.66,1357234,L1
2026-02,MP,5fe27805190ea87dff82e6b8897c657980e10f0149d8abe8adca73bd94898b85,GST-UK-93,SERVICES,5,78006467,3821985,20159,MONTHLY,57.24,117462,2398588,55111,8.2,1362,9398,12.23,540055,L2
2021-11,TN,f1c9363c61c746a1af14c2e484e413654317ad2b638c1246f11fad3e1f40acc5,GST-MP-14,SERVICES,28,72315254,14155747,9395,MONTHLY,0.86,12993,5589985,407571,6.52,156493,244620,9.68,144649,L2
2025-06,WB,08d933c42060def7eb5f770caf39d787a956758f84fc2d693b56975fa6f858df,GST-AS-26,GOODS,18,43324567,6308722,49204,MONTHLY,1.16,34322,2534749,276725,0.95,48135,35887,2.06,984213,L3
2021-04,AR,5c2e6f01800fbdc5f652d7f48e0b5431e73aa9fd87fc7710749720e0683a8a93,GST-CH-51,MIXED,5,247621097,10884792,16956,MONTHLY,77.02,189957,3287151,456160,10.89,134338,204577,0.04,923651,L2
2021-11,CH,3d178fba6aa88038378ef2383f514728470bee2def0b3c2230646cb9e053d53f,GST-DL-65,MIXED,5,214060878,10457848,27262,MONTHLY,4.6,113742,8226518,376798,10.9,52104,89299,0.78,2183908,L2
2022-12,WB,674b6e309fef94f7d4e4fe0622834e86bca1c4341b4b2bde7bde458f82800d96,GST-TN-05,GOODS,12,113887130,10523797,12102,MONTHLY,68.27,75801,2277086,302584,4.1,243268,164249,3.78,1401003,L1
2025-05,GJ,5f7e5374f28d736e9f09e2efc1c7d5842960f5c14537c16673a494ac64cff464,GST-KL-48,MIXED,18,92643158,17268545,27083,MONTHLY,89.1,195264,8505380,528980,4.04,339301,240772,3.57,321039,L2
2025-06,GJ,5dea4031220171bfe8b7cde9aef8c5bdb506acae45ef46ed44b245e8d72a5eb6,GST-RJ-72,GOODS,12,185542873,14852389,41509,MONTHLY,56.08,188063,3713472,2643,6.57,175828,4972,9.26,2093736,L2
2023-10,RJ,140f05da92b2c62a92e6bb28c583c8be5995a467c50200a629c74f797c8ee848,GST-AP-66,SERVICES,18,245730768,38868285,15436,MONTHLY,23.29,11558,6650735,694431,10.51,819491,167461,6.47,9329855,L2
2024-03,LA,d9d7a76219cbe1757573215218bec749554195708cb6893a27b2cd06ff197e7e,GST-ML-91,GOODS,5,109697764,4989113,44384,MONTHLY,92.86,184280,3174539,69506,11.19,51507,56633,0.39,1019893,L3
2022-12,JK,825adf88083134519a229b2c928672638f46f5ff8e5a485ad59c9fef605c2e7e,GST-PY-12,GOODS,5,217315642,9564726,23388,QUARTERLY,50.58,33047,2543756,445874,2.99,163761,42742,12.99,1785863,L1
2021-09,GA,959e9b5a39099a3f0636a10eb122a4c3daf1f32fbbe922012519c748ac230ee4,GST-HR-81,SERVICES,18,640279,77666,44742,MONTHLY,17.88,27318,43313,2776,6.68,1053,1227,8.91,17537,L3
2025-08,SK,4586e7ecb8d13214f9ceaa8ca68b75525a7bdcf7288da2a1dc2b983d7c899938,GST-TR-05,SERVICES,12,157032107,15670623,4328,MONTHLY,41.26,20493,9202393,274481,4.37,156180,257064,5.88,2754906,L2
2020-11,NL,32e161e9d905f9261f1e461b8bc33c99761a1c68bdc345e20d5485ff0771f45d,GST-BR-24,SERVICES,12,163635121,14275411,29631,MONTHLY,76.7,127603,11894603,150265,2.62,24917,6045,5.8,588478,L1
2026-08,TR,5268d49f194a23c875c6a28d5ed959f2f81ce4f7fe3fd02c715fd78ad699d056,GST-UP-25,SERVICES,18,105980364,16551090,37876,MONTHLY,57.54,112537,7475929,894878,0.03,156687,199658,1.59,1559432,L3
2025-01,OD,cc06358914ac34b5abb8b3cb538cefde69f0efbd0a61910a9cfa9853edd4c423,GST-ML-84,SERVICES,5,104900859,4176921,17796,MONTHLY,56.12,57370,846818,300802,3.52,58457,82860,7.67,99931,L1
2025-10,RJ,0eb53d863a4a7977bcda7bcd9eacdd00e9c57d8e49b680f64c09455ac320e704,GST-MP-54,GOODS,12,36617825,4308178,30844,MONTHLY,4.14,172102,2034321,88061,3.94,39108,45849,14.86,531468,L1
2023-07,RJ,c81e8d2e2787f8c429524a7728a9f96e83b8c5e9aca6a7d4152c094367f5910a,GST-OD-55,SERVICES,28,65505400,12390750,25423,MONTHLY,41.98,41193,3018151,609188,7.85,361100,209779,7.82,783376,L3
2025-08,AP,4f43559a2eb60910aec907f1f836b8fe816f883a6f0b172a1594bbba5aab76d2,GST-CH-91,SERVICES,28,164850603,37884419,21315,MONTHLY,68.71,74853,19427153,488909,7.73,211963,83935,0.22,6744288,L2
2020-03,PB,8e1b0ffb5511f8c9428000cee0cf60ff5efb229591184fe47886b0113974c66d,GST-DH-56,SERVICES,12,49080429,5851369,43964,MONTHLY,17.04,112302,2841198,113105,11.74,67947,85344,9.29,115092,L1
2024-08,GA,d44ce0ce5a1a314aadd614a29681c940b941bebf12656152ab6356b88ff6aac2,GST-MP-88,SERVICES,12,72007553,7882039,7612,QUARTERLY,98.16,180681,3689707,115629,7.96,162014,32537,0.11,150935,L1
2021-02,ML,0970d9db41264871d581685f64a2a258be3698de2cf1fbf0edd9d2b3e5ee62d9,GST-TN-70,SERVICES,3,121617788,2628535,34079,MONTHLY,2.69,107279,1851915,113994,1.84,21253,14841,13.68,625069,L1
2024-04,PB,e5268cad36c86102d42bb291892d18d5d6ad33287f27acebd83f49864e629c40,GST-KL-94,SERVICES,5,26578526,1293314,1341,MONTHLY,26.26,168641,531645,4388,7.08,19631,12819,7.74,274847,L2
2024-08,UK,6ef021d097413cac06849ecd98539c704875fe1482e3ae57911e7115f4ea0c80,GST-MZ-26,GOODS,0,224418177,0,41657,MONTHLY,3.52,176947,0,0,1.99,0,0,10.36,0,L1
