house_rent_rent_month,house_rent_building_id_hash,house_rent_unit_bedroom_count,house_rent_asking_rent_usd,house_rent_effective_rent_usd,house_rent_rent_concession_weeks,house_rent_vacancy_rate_building,house_rent_lease_term_months,house_rent_tenant_income_requirement,house_rent_rent_to_income_ratio,house_rent_utility_included_flag,house_rent_pet_fee_usd,house_rent_application_fee_usd,house_rent_security_deposit_usd,house_rent_eviction_filing_rate,house_rent_rent_control_coverage_flag,house_rent_affordability_target_ami,house_rent_subsidy_waitlist_length,house_rent_move_in_incentive_flag,house_rent_renter_turnover_rate
2025-08,BLDG0000000188,2,4156.67,4150.5,3,7.22,12,2.66,0.422,0,263,74,3241,4.54,0,80_AMI,7461,0,50.06
2025-09,BLDG0000000189,2,3172.94,3034.88,5,5.97,24,4.5,0.24,0,710,14,1109,1.52,0,100_AMI,1523,0,19.03
2025-10,BLDG0000000190,1,4198.33,4151.5,6,6.16,24,3.79,0.433,0,553,101,755,2.93,0,30_AMI,7666,0,33.63
2025-11,BLDG0000000191,3,4707.27,4547.91,11,9.45,18,3.07,0.491,0,47,95,3151,2.67,0,100_AMI,3685,0,50.85
2025-12,BLDG0000000192,1,1755.84,1495.12,0,15.58,9,2.96,0.52,0,659,33,2500,1.86,0,80_AMI,4608,1,59.54
2026-01,BLDG0000000193,1,4389.37,4108.89,12,11.9,12,3.89,0.357,1,397,35,4758,0.54,0,120_AMI,6259,0,90.61
2026-02,BLDG0000000194,2,3481.72,3176.38,11,1.18,12,3.2,0.268,1,788,81,2155,7.23,0,MARKET,3527,0,14.92
2026-03,BLDG0000000195,3,4560.15,4503.82,9,10.63,12,2.62,0.263,0,439,50,5510,1.87,1,100_AMI,6944,0,64.75
2026-04,BLDG0000000196,0,930.8,843.77,12,18.1,12,3.84,0.409,0,453,40,3315,8.43,1,80_AMI,6744,0,53.55
2026-05,BLDG0000000197,1,1162.44,878.66,9,12.03,12,4.35,0.334,1,646,116,4125,6.9,0,100_AMI,5083,0,11.67
2026-06,BLDG0000000198,3,1071.54,1037.28,3,9.96,12,3.55,0.476,0,690,69,4028,6.05,0,60_AMI,4659,0,53.4
2026-07,BLDG0000000199,2,2110.78,1991.74,5,11.06,12,4.31,0.338,1,253,79,656,1.24,0,80_AMI,1881,0,91.11
2026-08,BLDG0000000200,1,4153.59,3898.25,12,7.16,9,3.03,0.543,1,553,58,5193,2.45,0,50_AMI,6781,1,26.03
2026-09,BLDG0000000201,3,2406.46,2320.24,8,1.19,18,2.05,0.514,1,583,51,2785,4.08,0,MARKET,7358,0,90.53
2026-10,BLDG0000000202,2,5103.8,4754.92,0,6.71,6,3.98,0.396,1,429,105,4836,8.81,0,MARKET,6652,0,28.53
2026-11,BLDG0000000203,1,3997.38,3652.1,8,19.96,12,4.1,0.372,1,256,75,2806,8.39,0,50_AMI,7787,1,35.77
2026-12,BLDG0000000204,1,1943.86,1778.17,7,2.88,12,4.47,0.447,0,87,76,5056,7.65,0,100_AMI,431,0,24.61
2027-01,BLDG0000000205,2,5154.4,4810.55,0,10.6,12,2.73,0.479,0,419,117,4801,0.59,0,120_AMI,5265,0,31.03
2027-02,BLDG0000000206,2,4353.83,4246.72,0,4.86,12,2.89,0.529,0,546,74,2330,5.22,0,120_AMI,4924,0,92.85
2027-03,BLDG0000000207,1,2380.37,2253.01,8,7.34,12,3.64,0.351,0,642,97,1693,0.72,0,80_AMI,6376,1,32.25
2027-04,BLDG0000000208,3,3574.83,3536.19,8,3.45,6,3.23,0.357,0,410,128,1972,8.13,1,100_AMI,2259,0,21.82
2027-05,BLDG0000000209,2,2911.82,2596.43,4,16.37,12,2.35,0.341,0,139,147,4834,1.97,0,120_AMI,3475,0,22.88
2027-06,BLDG0000000210,1,4166.83,3899.64,11,6.01,12,3.35,0.502,0,15,150,2110,3.46,0,100_AMI,5446,0,69.06
2027-07,BLDG0000000211,2,4536.28,4351.37,4,9.35,6,4.49,0.225,0,158,73,503,3.22,0,120_AMI,502,0,33.98
2027-08,BLDG0000000212,2,1683.31,1640.22,0,0.08,6,3.63,0.232,0,639,16,630,1.05,0,80_AMI,5651,1,29.92
2027-09,BLDG0000000213,3,801.0,570.81,1,14.44,9,4.19,0.36,0,241,106,5565,1.33,0,100_AMI,1035,0,52.56
2027-10,BLDG0000000214,2,1566.24,1377.38,5,9.7,12,3.42,0.507,1,532,146,5257,8.53,0,30_AMI,6433,0,85.2
2027-11,BLDG0000000215,2,2779.64,2683.18,3,7.37,18,3.94,0.424,1,415,35,5385,6.22,0,120_AMI,4248,0,53.52
2027-12,BLDG0000000216,3,1050.37,719.87,8,16.05,12,3.7,0.221,0,741,111,846,1.77,0,50_AMI,2229,0,47.37
2028-01,BLDG0000000217,2,4270.18,4005.9,12,20.52,12,3.13,0.321,0,611,29,3046,4.42,1,MARKET,3318,0,22.98
2028-02,BLDG0000000218,2,2145.36,1951.96,1,4.39,9,3.0,0.429,0,604,114,815,8.15,0,30_AMI,1466,0,49.34
2028-03,BLDG0000000219,4,3884.47,3625.23,12,19.23,12,2.16,0.452,0,204,147,4811,4.72,1,120_AMI,4201,1,32.54
2028-04,BLDG0000000220,2,2929.63,2922.48,1,21.79,12,2.88,0.386,1,512,64,4503,1.36,0,50_AMI,4288,0,57.69
2028-05,BLDG0000000221,1,1040.5,1022.81,4,7.15,18,2.39,0.293,0,494,42,3574,3.25,0,50_AMI,309,1,78.94
2028-06,BLDG0000000222,3,2270.73,2133.2,2,13.98,12,2.57,0.342,0,401,97,534,1.19,0,50_AMI,7205,1,78.05
2028-07,BLDG0000000223,0,2294.0,2130.89,11,7.27,6,2.26,0.493,1,507,83,3232,3.8,0,120_AMI,4482,0,74.15
2028-08,BLDG0000000224,0,1165.48,888.17,5,4.3,12,4.36,0.276,0,76,106,55,0.04,1,80_AMI,5908,0,21.9
2028-09,BLDG0000000225,3,2864.6,2634.65,12,6.04,12,4.33,0.265,0,716,145,3926,5.09,0,80_AMI,7627,0,34.7
2028-10,BLDG0000000226,2,4131.28,4073.39,3,18.2,12,4.21,0.35,1,40,0,5184,3.13,0,100_AMI,5039,1,48.55
2028-11,BLDG0000000227,3,4093.01,3999.67,10,1.01,12,3.36,0.406,0,625,82,4191,2.52,0,MARKET,3868,0,89.35
2028-12,BLDG0000000228,1,3777.09,3766.52,12,16.88,12,4.11,0.297,0,763,5,2137,4.88,0,60_AMI,5076,1,30.38
2029-01,BLDG0000000229,0,3191.78,3058.22,4,4.69,12,4.43,0.347,1,197,109,1874,5.45,0,80_AMI,3074,1,23.49
2029-02,BLDG0000000230,3,1879.67,1541.62,2,21.13,6,3.68,0.507,0,204,27,5284,8.78,0,MARKET,2808,0,59.18
2029-03,BLDG0000000231,2,1402.55,1261.19,5,9.77,12,2.73,0.359,1,168,116,5075,3.12,1,100_AMI,7633,0,53.38
2029-04,BLDG0000000232,3,1007.84,966.77,6,5.48,12,2.57,0.229,0,14,57,2662,1.93,1,120_AMI,1626,0,91.88
2029-05,BLDG0000000233,1,2059.31,1880.61,3,15.87,6,4.19,0.226,0,778,80,2828,5.61,1,80_AMI,368,1,21.26
2029-06,BLDG0000000234,2,2940.7,2688.08,7,5.21,12,4.05,0.432,0,427,48,2846,5.24,0,80_AMI,3900,0,37.23
2029-07,BLDG0000000235,1,2478.61,2381.35,9,1.32,12,2.65,0.263,0,549,84,4377,8.05,0,80_AMI,3135,1,25.5
2029-08,BLDG0000000236,1,4529.45,4351.36,5,13.32,12,3.0,0.538,0,321,87,4024,1.43,0,30_AMI,1811,1,40.74
2029-09,BLDG0000000237,2,4134.06,3994.67,10,8.99,18,3.9,0.209,1,134,97,2335,6.27,0,80_AMI,719,0,66.76
2029-10,BLDG0000000238,0,3776.88,3609.88,2,19.6,9,2.19,0.318,1,366,119,531,5.32,0,80_AMI,1913,0,37.94
2029-11,BLDG0000000239,3,2982.1,2929.08,8,5.41,9,4.19,0.215,1,650,64,4350,5.4,0,100_AMI,1918,1,87.52
2029-12,BLDG0000000240,0,3724.12,3508.4,6,8.85,12,4.32,0.474,1,789,67,449,7.48,0,MARKET,3672,0,23.92
2030-01,BLDG0000000241,2,1682.35,1530.94,4,16.27,18,2.11,0.42,0,643,87,1058,7.29,0,80_AMI,920,0,32.91
2030-02,BLDG0000000242,2,4119.11,3884.63,12,14.31,12,3.73,0.25,1,122,109,1565,6.03,1,60_AMI,2855,1,93.76
2030-03,BLDG0000000243,1,4530.95,4224.12,4,17.2,6,2.87,0.312,0,775,43,5845,3.08,0,100_AMI,1866,1,22.84
2030-04,BLDG0000000244,3,4272.43,4124.55,0,7.95,12,4.16,0.217,0,790,21,3010,3.12,0,80_AMI,3116,1,41.24
2030-05,BLDG0000000245,1,3704.61,3572.62,0,20.43,15,3.04,0.409,1,159,55,1320,4.89,0,MARKET,6071,0,24.54
2030-06,BLDG0000000246,2,1095.05,1024.48,10,16.9,15,3.73,0.205,0,215,84,2693,7.77,0,60_AMI,6487,1,13.02
2030-07,BLDG0000000247,2,3140.02,2846.17,2,8.75,12,2.81,0.376,0,77,71,5248,0.48,0,30_AMI,2026,1,83.14
2030-08,BLDG0000000248,3,4814.77,4470.51,4,17.41,12,2.15,0.412,1,743,56,3078,8.1,1,30_AMI,6734,1,69.02
2030-09,BLDG0000000249,3,4907.82,4793.32,0,21.36,12,3.72,0.255,1,631,3,2403,0.08,0,100_AMI,4800,1,13.13
2030-10,BLDG0000000250,4,3516.06,3190.57,11,2.56,15,2.96,0.301,1,581,89,334,3.51,0,30_AMI,1945,1,93.49
2030-11,BLDG0000000251,2,2714.59,2366.38,6,5.2,24,4.4,0.418,0,111,21,3307,5.25,0,60_AMI,6054,0,42.37
2030-12,BLDG0000000252,4,4797.12,4761.35,0,8.83,18,2.44,0.272,0,633,133,484,5.83,0,30_AMI,6541,0,25.71
2031-01,BLDG0000000253,1,3215.66,3208.28,4,2.06,18,3.29,0.276,0,689,22,1521,6.3,1,80_AMI,4442,0,48.28
2031-02,BLDG0000000254,0,2898.86,2660.37,10,21.67,18,2.67,0.268,1,255,94,2347,3.34,0,MARKET,6282,0,20.93
2031-03,BLDG0000000255,1,4836.89,4824.69,7,17.17,6,2.09,0.477,1,704,59,737,3.69,0,120_AMI,6617,1,92.5
2031-04,BLDG0000000256,2,3278.66,3133.82,5,11.8,12,2.34,0.372,1,664,108,3152,7.97,1,120_AMI,2759,1,39.26
2031-05,BLDG0000000257,2,2360.19,2334.81,0,7.6,24,2.99,0.542,0,122,3,1860,1.31,0,MARKET,6809,0,71.04
2031-06,BLDG0000000258,3,3607.08,3500.28,1,16.44,9,2.19,0.378,1,414,136,1613,6.22,0,60_AMI,4241,0,50.63
2031-07,BLDG0000000259,3,2342.42,2290.76,2,3.43,6,4.12,0.446,0,497,12,1030,7.88,0,50_AMI,3848,0,31.11
2031-08,BLDG0000000260,2,4576.83,4483.53,3,11.62,12,2.35,0.39,0,798,31,1560,5.37,0,100_AMI,7907,0,55.99
2031-09,BLDG0000000261,3,4771.46,4676.58,5,3.05,6,4.05,0.411,0,636,147,1081,6.11,0,80_AMI,2015,1,54.69
2031-10,BLDG0000000262,1,1164.21,938.77,12,16.63,12,3.73,0.312,0,604,86,4541,6.19,0,100_AMI,7638,0,46.32
2031-11,BLDG0000000263,4,3066.18,3024.23,2,4.66,12,2.27,0.223,0,795,81,2517,1.36,1,MARKET,5087,0,13.63
2031-12,BLDG0000000264,1,4357.73,4157.27,6,1.78,12,2.02,0.326,0,619,129,289,1.48,0,80_AMI,4353,0,50.08
2032-01,BLDG0000000265,0,1421.47,1170.68,4,3.26,12,3.38,0.488,0,254,28,5926,5.34,0,100_AMI,3459,1,94.5
2032-02,BLDG0000000266,2,2182.79,1867.82,9,7.67,15,4.34,0.402,1,29,141,186,7.25,0,100_AMI,5524,1,74.42
2032-03,BLDG0000000267,0,3690.21,3527.84,12,0.12,15,3.39,0.342,1,706,82,4896,3.75,0,60_AMI,3346,0,86.88
2032-04,BLDG0000000268,4,3000.05,2984.33,3,19.29,12,4.48,0.306,0,86,150,3842,0.09,0,100_AMI,4317,1,27.6
2032-05,BLDG0000000269,1,1159.49,841.94,6,2.37,12,4.45,0.284,0,180,112,4593,0.2,0,80_AMI,4493,1,15.92
2032-06,BLDG0000000270,3,5084.0,4925.72,2,20.5,12,2.8,0.257,0,275,144,2989,0.92,1,120_AMI,2521,0,33.27
2032-07,BLDG0000000271,0,2501.09,2231.67,7,13.74,12,2.11,0.226,1,774,120,367,1.54,0,30_AMI,3041,1,36.24
2032-08,BLDG0000000272,1,3644.08,3529.14,10,1.52,12,4.0,0.483,0,26,11,906,2.49,0,30_AMI,2380,0,38.68
2032-09,BLDG0000000273,1,1263.99,1063.62,2,5.43,12,2.34,0.384,0,460,129,5857,0.0,0,MARKET,4397,0,42.99
2032-10,BLDG0000000274,3,4791.44,4733.7,1,20.28,24,2.02,0.5,0,681,135,5656,1.46,0,120_AMI,5992,1,14.11
2032-11,BLDG0000000275,0,3646.73,3452.76,7,5.42,12,3.67,0.319,1,537,35,4303,4.34,0,30_AMI,4419,1,82.53
2032-12,BLDG0000000276,2,2834.27,2502.29,9,20.27,12,4.11,0.22,1,519,47,3098,2.04,0,50_AMI,7726,0,43.05
2033-01,BLDG0000000277,3,3529.66,3370.6,10,2.3,6,3.42,0.409,0,197,95,1652,4.69,0,120_AMI,1785,0,94.5
2033-02,BLDG0000000278,1,4911.36,4873.77,6,16.81,12,3.78,0.325,0,322,104,5707,5.18,0,30_AMI,4578,0,69.62
2033-03,BLDG0000000279,2,3757.2,3459.43,6,8.43,12,4.33,0.377,1,446,146,1180,8.2,0,MARKET,5436,1,51.21
2033-04,BLDG0000000280,2,1569.02,1266.86,12,10.84,12,2.15,0.515,0,463,2,2572,3.95,0,MARKET,1618,0,71.26
2033-05,BLDG0000000281,1,4791.99,4605.96,0,11.2,12,3.69,0.421,0,12,15,5146,8.85,0,MARKET,3166,0,47.66
2033-06,BLDG0000000282,2,3200.66,3131.17,8,15.86,12,4.34,0.47,0,691,17,394,8.55,0,80_AMI,3822,0,32.86
2033-07,BLDG0000000283,0,4998.04,4797.73,1,4.39,15,3.92,0.445,0,316,74,766,4.01,0,60_AMI,4037,0,37.97
2033-08,BLDG0000000284,4,2511.97,2285.99,8,0.81,15,3.17,0.303,1,41,83,1082,2.66,0,100_AMI,4278,0,17.08
2033-09,BLDG0000000285,2,1469.6,1170.66,6,10.73,12,2.43,0.549,0,140,88,2986,8.6,0,50_AMI,269,1,15.28
2033-10,BLDG0000000286,0,4298.92,4139.46,1,11.16,15,3.82,0.46,1,527,113,2216,7.93,0,MARKET,6644,0,80.65
2033-11,BLDG0000000287,3,2695.6,2425.21,5,0.41,12,2.57,0.493,0,434,7,19,8.75,0,30_AMI,2773,0,17.45
2033-12,BLDG0000000288,2,4103.24,3808.75,6,18.79,15,3.65,0.281,1,487,57,5319,1.37,0,MARKET,7967,0,35.29
2034-01,BLDG0000000289,2,4255.6,3932.88,11,16.9,12,2.5,0.46,0,161,100,4206,3.47,0,50_AMI,5458,0,25.32
2034-02,BLDG0000000290,3,2053.49,2049.57,0,9.77,12,3.63,0.518,1,760,129,4652,0.75,0,60_AMI,433,1,57.41
2034-03,BLDG0000000291,0,4141.36,3850.32,10,10.79,12,3.49,0.502,1,136,67,3811,0.15,0,50_AMI,6904,0,64.41
2034-04,BLDG0000000292,3,3529.81,3419.42,1,16.06,12,2.05,0.271,0,742,62,4520,7.07,0,120_AMI,436,0,89.49
2034-05,BLDG0000000293,3,1510.41,1315.81,12,17.86,18,3.89,0.199,0,231,13,3388,4.22,0,120_AMI,6504,0,30.19
2034-06,BLDG0000000294,3,3169.56,2960.75,1,11.58,12,3.5,0.328,0,460,77,727,5.9,0,30_AMI,6058,0,13.69
2034-07,BLDG0000000295,2,1658.11,1506.65,9,1.89,12,3.89,0.195,0,313,140,1831,0.43,0,100_AMI,1286,0,33.17
2034-08,BLDG0000000296,1,2614.21,2579.1,7,15.73,12,2.79,0.349,1,485,42,3530,3.27,0,MARKET,1222,0,80.67
2034-09,BLDG0000000297,1,4756.98,4582.26,0,13.42,9,2.24,0.369,1,245,98,5309,4.95,0,60_AMI,6924,1,90.12
2034-10,BLDG0000000298,3,3832.22,3547.14,0,10.41,12,4.04,0.548,1,754,55,2286,8.37,0,30_AMI,1664,0,33.65
2034-11,BLDG0000000299,4,2830.27,2489.04,5,15.63,12,2.54,0.283,1,357,55,5953,2.45,0,80_AMI,1249,0,15.79
2034-12,BLDG0000000300,0,2815.11,2510.65,6,20.58,9,2.55,0.289,1,347,6,1826,0.07,0,30_AMI,3744,1,21.39
2035-01,BLDG0000000301,3,1692.16,1614.31,10,12.91,15,3.19,0.377,1,277,114,4840,2.27,0,120_AMI,5173,1,76.61
2035-02,BLDG0000000302,2,4463.03,4317.34,12,4.43,15,4.3,0.391,1,690,76,5962,8.46,0,60_AMI,4878,0,74.31
2035-03,BLDG0000000303,2,4406.37,4086.57,10,0.9,12,2.35,0.384,0,302,108,1363,1.62,1,MARKET,3616,1,82.19
2035-04,BLDG0000000304,1,2574.27,2455.54,9,6.86,9,3.16,0.323,1,685,65,297,0.93,0,60_AMI,1160,0,86.97
2035-05,BLDG0000000305,2,1208.02,1030.63,2,19.04,12,3.87,0.318,0,567,72,3032,4.89,1,100_AMI,2956,0,74.39
2035-06,BLDG0000000306,3,4011.52,3681.25,8,0.34,15,3.15,0.255,1,19,78,5721,3.07,0,100_AMI,6099,0,21.75
2035-07,BLDG0000000307,3,3919.95,3683.72,7,9.06,18,3.97,0.408,0,723,37,924,5.86,0,MARKET,5436,0,86.18
2035-08,BLDG0000000308,2,4975.01,4770.51,4,21.73,15,2.87,0.446,0,581,4,109,8.83,0,MARKET,7814,0,82.46
2035-09,BLDG0000000309,3,4215.92,4008.75,1,5.59,18,3.53,0.198,0,417,39,1185,2.7,0,50_AMI,366,0,16.14
2035-10,BLDG0000000310,3,2315.85,2241.84,8,2.35,12,2.94,0.312,0,642,59,997,4.17,1,60_AMI,7272,0,38.09
2035-11,BLDG0000000311,2,4737.17,4410.88,7,5.33,9,3.72,0.257,0,58,13,3822,2.88,0,80_AMI,1700,0,18.4
2035-12,BLDG0000000312,1,3568.2,3444.76,10,13.68,12,2.17,0.338,0,242,18,88,3.88,1,80_AMI,5120,0,54.0
2036-01,BLDG0000000313,2,1221.61,1144.12,2,2.47,9,2.84,0.547,0,744,134,437,4.49,1,120_AMI,1822,1,70.73
2036-02,BLDG0000000314,1,3739.4,3543.07,2,13.76,12,2.61,0.226,0,414,8,1945,7.66,0,50_AMI,1259,0,80.5
2036-03,BLDG0000000315,1,2519.59,2380.91,1,12.71,12,4.26,0.538,1,779,93,982,7.34,0,80_AMI,4000,1,54.56
2036-04,BLDG0000000316,0,3045.95,3040.94,9,10.58,15,4.45,0.469,1,582,66,5447,6.89,0,80_AMI,1385,0,36.4
2036-05,BLDG0000000317,1,2933.82,2910.71,2,9.77,9,4.41,0.401,0,399,150,5670,2.32,1,60_AMI,2646,1,69.33
2036-06,BLDG0000000318,3,2080.3,1943.66,12,7.12,15,4.01,0.364,0,610,9,4349,2.84,0,60_AMI,598,0,35.12
2036-07,BLDG0000000319,1,5164.69,4897.92,1,1.76,12,4.18,0.239,0,174,19,5484,0.51,0,120_AMI,3994,0,66.21
2036-08,BLDG0000000320,2,2985.17,2939.85,5,10.28,12,2.1,0.186,0,74,38,4912,6.0,0,120_AMI,4700,1,75.98
2036-09,BLDG0000000321,3,1496.25,1195.81,5,11.65,12,4.08,0.428,1,10,138,5080,7.41,0,120_AMI,3245,0,40.47
2036-10,BLDG0000000322,2,2259.79,2194.69,6,4.67,15,2.37,0.258,1,22,109,5285,8.24,0,50_AMI,2066,0,17.78
2036-11,BLDG0000000323,3,2649.72,2416.96,2,11.94,12,4.36,0.49,0,473,111,4549,0.17,0,30_AMI,5553,1,87.07
2036-12,BLDG0000000324,2,1153.93,1122.81,10,17.82,12,3.13,0.222,0,70,58,5520,2.47,0,100_AMI,6093,0,60.38
2037-01,BLDG0000000325,1,4338.23,4242.52,8,13.87,12,4.22,0.55,0,143,48,2224,4.38,0,100_AMI,917,0,43.39
2037-02,BLDG0000000326,2,2564.68,2468.24,4,21.57,12,4.3,0.534,1,605,114,2456,5.83,0,50_AMI,1437,0,63.18
2037-03,BLDG0000000327,1,2142.74,1966.3,5,9.86,12,2.77,0.502,0,245,26,290,6.92,1,80_AMI,4373,0,53.15
2037-04,BLDG0000000328,3,3272.91,3071.57,5,18.69,12,2.21,0.293,0,47,63,3513,7.97,0,60_AMI,6803,1,15.83
2037-05,BLDG0000000329,1,4718.14,4606.18,2,12.16,15,3.05,0.469,0,109,141,2937,7.04,0,50_AMI,2516,0,71.1
2037-06,BLDG0000000330,2,2760.32,2585.64,2,12.37,6,3.56,0.34,1,94,41,2542,2.33,0,60_AMI,3747,1,59.87
2037-07,BLDG0000000331,4,4899.81,4829.5,2,4.94,9,3.7,0.281,0,105,0,3643,7.16,1,60_AMI,949,0,22.87
2037-08,BLDG0000000332,1,1897.74,1752.85,0,5.57,12,3.93,0.181,0,297,26,367,2.82,0,120_AMI,7248,0,39.24
2037-09,BLDG0000000333,4,3044.35,3030.29,11,2.3,12,3.69,0.341,0,694,123,187,0.84,0,MARKET,7352,0,59.89
2037-10,BLDG0000000334,3,1109.76,1050.84,12,19.87,12,3.41,0.451,0,702,56,3582,8.14,1,30_AMI,5855,1,42.51
2037-11,BLDG0000000335,2,1186.27,1018.95,5,15.98,12,2.81,0.494,0,644,86,2746,3.49,0,50_AMI,4413,0,23.9
2037-12,BLDG0000000336,2,3415.15,3186.62,9,17.27,24,2.96,0.46,0,451,64,1861,7.07,0,100_AMI,996,0,20.46
2038-01,BLDG0000000337,2,4214.48,3983.34,3,18.68,12,2.68,0.548,0,614,64,2509,6.06,1,50_AMI,3844,0,71.56
2038-02,BLDG0000000338,2,3517.81,3211.07,12,12.74,12,4.12,0.548,0,471,111,3025,6.13,0,120_AMI,2613,0,70.61
2038-03,BLDG0000000339,2,4506.15,4204.74,1,20.26,12,4.02,0.273,1,536,132,5414,0.21,1,80_AMI,2180,0,11.47
2038-04,BLDG0000000340,1,2614.24,2499.49,10,8.09,12,2.43,0.418,1,597,120,4138,3.71,0,50_AMI,5003,0,80.72
2038-05,BLDG0000000341,2,4815.81,4620.14,3,1.07,12,4.08,0.519,0,225,33,351,7.87,1,60_AMI,5442,0,62.24
2038-06,BLDG0000000342,1,4279.56,4087.86,0,17.03,18,2.14,0.291,0,512,113,1957,7.83,0,MARKET,2858,0,17.0
2038-07,BLDG0000000343,2,1097.37,781.4,2,16.73,12,2.18,0.312,1,212,45,3008,6.03,0,120_AMI,4166,0,94.91
2038-08,BLDG0000000344,1,2566.33,2260.15,4,21.89,12,3.64,0.253,0,139,105,3990,4.49,1,MARKET,5730,0,48.64
2038-09,BLDG0000000345,2,2410.73,2229.48,6,6.44,6,2.23,0.549,1,716,101,1431,2.68,0,80_AMI,7196,0,75.76
2038-10,BLDG0000000346,2,4126.16,3780.05,3,1.48,12,2.33,0.51,1,543,14,4816,8.38,1,60_AMI,6359,1,27.19
2038-11,BLDG0000000347,1,1726.6,1626.49,11,14.25,6,3.67,0.453,0,714,85,4043,3.55,0,30_AMI,522,0,55.02
2038-12,BLDG0000000348,2,1568.79,1471.16,5,6.14,18,2.26,0.189,0,176,41,946,2.55,0,80_AMI,7665,0,80.62
2039-01,BLDG0000000349,1,834.62,627.19,8,11.02,12,4.36,0.368,0,470,114,2695,4.39,0,MARKET,2200,1,75.29
2039-02,BLDG0000000350,2,2362.95,2159.8,10,6.97,12,3.67,0.452,0,773,59,4472,3.75,0,100_AMI,4048,0,13.69
2039-03,BLDG0000000351,4,3639.1,3496.24,2,4.38,12,2.77,0.407,0,174,68,2267,5.01,0,80_AMI,2551,0,21.02
2039-04,BLDG0000000352,3,3275.68,3140.72,12,4.61,12,2.19,0.458,1,80,135,3971,4.19,0,MARKET,4039,0,32.47
2039-05,BLDG0000000353,2,1878.5,1835.09,2,11.4,12,4.38,0.26,1,539,125,3416,3.74,0,100_AMI,6278,0,62.88
2039-06,BLDG0000000354,4,2070.26,1844.61,1,14.0,24,3.96,0.422,0,151,123,3262,6.27,0,60_AMI,2276,0,91.95
2039-07,BLDG0000000355,4,945.05,780.28,2,12.0,12,3.91,0.296,0,181,65,3358,7.5,0,60_AMI,7557,0,45.46
2039-08,BLDG0000000356,1,3307.7,3104.53,8,19.58,12,3.29,0.349,0,70,32,1453,4.71,0,MARKET,6167,0,57.77
2039-09,BLDG0000000357,1,3470.87,3181.28,5,21.0,12,2.51,0.313,0,775,29,2915,1.09,0,100_AMI,2977,1,55.78
2039-10,BLDG0000000358,0,2595.49,2345.91,8,3.35,12,2.57,0.443,0,132,11,1868,1.64,0,MARKET,7541,0,39.79
2039-11,BLDG0000000359,4,969.31,737.22,10,19.06,12,3.19,0.492,1,252,30,1856,6.23,0,120_AMI,4617,0,20.39
2039-12,BLDG0000000360,3,4800.57,4714.32,4,17.5,12,3.13,0.438,0,408,55,4570,0.75,0,120_AMI,5031,0,47.55
2040-01,BLDG0000000361,2,1579.03,1472.17,12,16.19,12,3.35,0.456,0,80,8,3048,5.99,0,50_AMI,4307,1,29.6
2040-02,BLDG0000000362,1,2331.03,2245.55,0,11.03,12,4.15,0.407,0,485,118,2088,3.12,0,120_AMI,7531,0,83.57
2040-03,BLDG0000000363,2,4318.09,4201.21,8,4.01,12,3.29,0.236,1,34,94,4476,7.23,0,30_AMI,7831,0,84.03
2040-04,BLDG0000000364,2,2854.1,2823.16,11,9.33,12,2.04,0.472,0,569,53,1305,2.35,1,50_AMI,2134,0,54.29
2040-05,BLDG0000000365,2,4010.33,3920.88,11,7.61,12,3.86,0.308,0,444,26,1720,3.41,0,120_AMI,1539,0,63.78
2040-06,BLDG0000000366,2,797.96,448.36,10,11.76,12,4.03,0.18,1,352,120,2968,0.48,0,30_AMI,7022,0,45.59
2040-07,BLDG0000000367,3,2768.28,2641.66,10,20.81,9,2.35,0.542,0,523,26,4889,3.04,1,50_AMI,631,1,63.2
2040-08,BLDG0000000368,1,2486.39,2484.24,5,10.3,6,2.4,0.229,0,711,59,1308,5.63,0,100_AMI,2170,0,70.07
2040-09,BLDG0000000369,2,3082.12,2873.14,1,10.13,12,2.46,0.489,0,96,122,701,1.56,0,100_AMI,6837,1,17.24
2040-10,BLDG0000000370,2,4365.0,4154.59,9,8.65,12,4.2,0.503,0,576,12,2490,5.55,0,MARKET,5552,0,59.01
2040-11,BLDG0000000371,3,1376.54,1081.77,7,16.17,12,3.68,0.364,0,242,36,1211,5.84,1,MARKET,7170,1,80.51
2040-12,BLDG0000000372,2,2911.92,2565.03,1,21.46,12,4.28,0.483,0,737,133,3388,0.21,0,100_AMI,1942,0,21.98
2041-01,BLDG0000000373,4,4962.25,4640.22,3,15.97,12,3.66,0.293,0,607,13,5538,6.25,1,100_AMI,4216,0,94.92
2041-02,BLDG0000000374,1,3919.47,3796.47,8,3.39,6,2.77,0.275,0,707,19,2750,8.21,0,100_AMI,2265,0,58.94
2041-03,BLDG0000000375,3,1591.5,1281.02,0,9.7,12,2.83,0.221,0,442,21,586,1.17,0,50_AMI,6770,0,77.83
2041-04,BLDG0000000376,1,2191.85,2149.78,5,10.86,18,2.89,0.239,0,60,83,965,3.04,0,80_AMI,975,0,33.67
2041-05,BLDG0000000377,3,4186.21,4005.56,11,19.71,24,3.13,0.416,0,543,132,1528,0.52,1,80_AMI,2983,0,47.01
2041-06,BLDG0000000378,3,3037.45,3002.94,12,2.35,12,4.3,0.496,1,48,4,1298,6.14,0,100_AMI,2674,0,86.23
