labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_nic,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2020-11,JobPortal,Driver_0144,NCO_918023,SCL7274,SAP,HR,Nursing,Y,8,Hybrid,235900.12,1134751.52,Full_time,Flexible,61,48,3263,0.5238,emb_v2
2020-12,Social,Electrician_0145,NCO_586951,SCL8141,HR,Excel,DevOps,N,12,Hybrid,326452.48,585507.38,Contract,Flexible,46,80,3347,0.5991,emb_v3
2020-07,Social,Data_Analyst_0146,NCO_299859,SCL4259,Kubernetes,ETL,ML,N,2,Hybrid,197026.91,1199138.41,Contract,Flexible,59,32,2555,0.0505,emb_v1
2019-04,GovExchange,Product_Manager_0147,NCO_953494,SCL7984,Prompting,Python,DataEntry,N,8,Y,402091.68,823676.2,Full_time,Flexible,94,58,3315,0.6134,emb_v3
2022-11,Social,HR_Generalist_0148,NCO_170932,SCL9464,Marketing,Tableau,Docker,N,7,Y,568584.49,755385.84,Full_time,Rotational,37,29,60,0.6206,emb_v3
2022-02,RecruiterFeed,Pharmacist_0149,NCO_122685,SCL6122,Azure,Prompting,UIUX,Y,5,Y,424477.62,2199983.35,Part_time,Weekend,39,58,445,0.2577,emb_v1
2022-11,CompanySite,Operations_Lead_0150,NCO_259385,SCL2231,QA,SAP,PowerBI,Y,5,Hybrid,491693.89,1256299.99,Apprenticeship,Rotational,67,5,2212,0.2715,emb_v3
2021-12,CompanySite,Clerk_0151,NCO_957772,SCL4723,React,PowerBI,DevOps,Y,8,Hybrid,245749.2,610413.64,Part_time,Rotational,97,13,1759,0.2204,emb_v3
2021-09,Social,Product_Manager_0152,NCO_274777,SCL5332,Accounting,Sales,DevOps,N,6,Y,321525.9,2237850.53,Full_time,Day,24,21,2,0.3903,emb_v3
2020-01,Social,Security_Guard_0153,NCO_246257,SCL6444,CustomerSupport,Kubernetes,DevOps,Y,1,Y,533253.09,2041714.04,Apprenticeship,Weekend,71,28,4861,0.848,emb_v3
2021-06,GovExchange,Operations_Lead_0154,NCO_016589,SCL1072,AWS,HR,SAP,N,5,N,228959.82,964352.08,Internship,Rotational,37,77,1248,0.2553,emb_v2
2024-07,CompanySite,Data_Analyst_0155,NCO_650395,SCL2911,CustomerSupport,HR,Security,N,4,Y,513632.39,1020650.84,Apprenticeship,Rotational,41,34,3048,0.9699,emb_v2
2025-11,RecruiterFeed,Data_Analyst_0156,NCO_838001,SCL2695,UIUX,NodeJS,AWS,N,3,N,392280.9,689993.27,Internship,Day,23,72,1785,0.1987,emb_v3
2025-09,RecruiterFeed,Driver_0157,NCO_941882,SCL2189,Nursing,DataEntry,Accounting,Y,2,N,597075.91,1949424.66,Full_time,Day,40,8,4452,0.1135,emb_v2
2021-08,CompanySite,Teacher_0158,NCO_089924,SCL4100,Prompting,Kubernetes,Nursing,Y,10,Y,275465.36,1314419.9,Internship,Rotational,86,15,371,0.9649,emb_v2
2025-02,JobPortal,Operations_Lead_0159,NCO_426840,SCL5045,GCP,Marketing,ML,Y,2,Y,482909.1,2260319.27,Contract,Weekend,98,85,3433,0.2592,emb_v3
2020-01,JobPortal,Data_Analyst_0160,NCO_203043,SCL5364,AWS,Kubernetes,NodeJS,N,5,N,382918.39,1734370.58,Apprenticeship,Rotational,81,49,3863,0.7488,emb_v1
2021-05,CompanySite,Accountant_0161,NCO_077443,SCL5324,Docker,Azure,Accounting,Y,3,Hybrid,238694.14,1366144.97,Part_time,Rotational,36,36,264,0.866,emb_v3
2025-06,JobPortal,Customer_Support_0162,NCO_323275,SCL2969,SQL,Docker,Prompting,Y,0,Y,578074.43,741000.81,Full_time,Night,47,88,305,0.5239,emb_v3
2021-07,CompanySite,Teacher_0163,NCO_793199,SCL9911,DataEntry,Accounting,GCP,N,3,Y,171460.54,1165584.61,Internship,Day,29,23,2944,0.9096,emb_v1
2024-08,JobPortal,Pharmacist_0164,NCO_714181,SCL3036,CustomerSupport,Sales,UIUX,Y,0,N,290462.16,1737620.1,Internship,Rotational,66,83,1363,0.6349,emb_v2
2019-08,Social,Pharmacist_0165,NCO_455098,SCL7808,NodeJS,Java,React,Y,9,Y,213738.59,693500.88,Apprenticeship,Weekend,66,74,274,0.9613,emb_v1
2025-08,RecruiterFeed,Nurse_0166,NCO_500262,SCL2899,Nursing,QA,Java,N,0,Hybrid,443796.35,2040784.11,Contract,Weekend,68,32,5000,0.9372,emb_v2
2024-07,CompanySite,Data_Analyst_0167,NCO_147578,SCL9624,Tableau,Azure,CustomerSupport,Y,0,Y,313351.8,2352407.87,Apprenticeship,Flexible,73,61,315,0.9001,emb_v3
2020-06,JobPortal,Sales_Associate_0168,NCO_929521,SCL1755,Prompting,DataEntry,UIUX,N,0,Hybrid,436864.25,567583.64,Apprenticeship,Night,64,22,1062,0.9915,emb_v3
2024-12,GovExchange,Driver_0169,NCO_459550,SCL1136,Sales,Tableau,HR,Y,2,N,554107.05,1810918.83,Part_time,Rotational,11,8,4360,0.7972,emb_v1
2021-07,RecruiterFeed,Nurse_0170,NCO_270374,SCL1636,Accounting,Accounting,NodeJS,N,6,N,182108.81,2176459.25,Contract,Rotational,16,3,3002,0.0411,emb_v2
2023-09,Social,Chef_0171,NCO_459900,SCL2916,Java,ML,Marketing,Y,2,Y,588795.44,2155204.81,Internship,Weekend,84,58,3932,0.6386,emb_v2
2024-07,Social,Product_Manager_0172,NCO_859470,SCL8074,SAP,DevOps,UIUX,Y,11,Y,279630.13,514781.9025775724,Part_time,Rotational,07,30,1891,0.9935,emb_v1
2024-01,Social,Teacher_0173,NCO_933734,SCL2802,SAP,Kubernetes,Excel,Y,3,Y,401963.34,936734.71,Internship,Rotational,25,41,3576,0.0482,emb_v2
2021-08,Social,Accountant_0174,NCO_109889,SCL3462,Kubernetes,Prompting,Prompting,N,6,Y,436079.03,1583241.59,Full_time,Day,38,85,4131,0.6541,emb_v1
2022-09,Social,Security_Guard_0175,NCO_773238,SCL4825,Python,HR,NodeJS,N,9,Hybrid,505254.57,1632492.15,Contract,Flexible,32,3,224,0.7499,emb_v2
2019-09,RecruiterFeed,Customer_Support_0176,NCO_332575,SCL2821,Prompting,Excel,Prompting,Y,12,N,200372.4,1924661.36,Apprenticeship,Flexible,28,62,467,0.763,emb_v3
2025-02,GovExchange,Customer_Support_0177,NCO_276933,SCL3335,ML,Java,ETL,Y,8,Hybrid,168033.25,1018858.27,Full_time,Day,51,44,196,0.3626,emb_v1
2024-08,Social,Project_Manager_0178,NCO_858620,SCL9497,React,GCP,ETL,Y,2,N,499303.87,733908.39,Part_time,Rotational,80,7,3795,0.6962,emb_v2
2020-03,JobPortal,HR_Generalist_0179,NCO_793882,SCL9785,HR,Security,Excel,Y,10,Y,239045.55,1220506.56,Full_time,Weekend,90,82,2645,0.0401,emb_v3
2024-07,CompanySite,Software_Engineer_0180,NCO_444726,SCL3109,Python,Kubernetes,Excel,Y,7,Y,466395.96,973441.62,Apprenticeship,Flexible,16,45,3744,0.8216,emb_v1
2023-05,GovExchange,Customer_Support_0181,NCO_317727,SCL1690,AWS,HR,Kubernetes,Y,7,N,296693.84,1794573.8,Apprenticeship,Flexible,26,22,3463,0.4511,emb_v3
2019-02,RecruiterFeed,Electrician_0182,NCO_679276,SCL5005,Java,Tableau,NodeJS,N,4,Y,231643.43,1530709.35,Internship,Flexible,60,9,4677,0.6554,emb_v3
2023-08,CompanySite,Accountant_0183,NCO_102646,SCL3914,ML,NodeJS,Tableau,Y,9,N,441893.28,1301464.29,Contract,Day,56,29,927,0.9131,emb_v3
2019-08,GovExchange,Accountant_0184,NCO_229221,SCL9101,ETL,Python,Prompting,N,9,Hybrid,409122.98,2378684.83,Full_time,Flexible,88,36,72,0.94,emb_v1
2023-07,JobPortal,Designer_0185,NCO_310585,SCL6408,Docker,Java,Java,N,4,Y,495569.67,2238752.02,Internship,Rotational,29,29,967,0.7506,emb_v3
2024-08,Social,Chef_0186,NCO_057820,SCL3995,Security,ETL,PowerBI,N,6,Y,473119.34,2177722.07,Apprenticeship,Weekend,07,55,3017,0.1932,emb_v3
2025-11,RecruiterFeed,Research_Assistant_0187,NCO_270096,SCL9881,AWS,CustomerSupport,Security,N,3,Hybrid,483607.91,639787.9912134503,Internship,Night,17,50,3196,0.2486,emb_v2
2021-02,RecruiterFeed,HR_Generalist_0188,NCO_057277,SCL2560,DataEntry,SAP,GCP,N,1,Y,431286.85,1566149.43,Contract,Rotational,72,6,1391,0.9906,emb_v2
2022-06,GovExchange,Pharmacist_0189,NCO_369346,SCL1671,Prompting,UIUX,Nursing,N,9,Y,325875.91,544361.27,Internship,Rotational,78,38,2363,0.1155,emb_v2
2021-10,Social,Research_Assistant_0190,NCO_116674,SCL9523,Azure,Kubernetes,Marketing,N,4,N,506245.53,2145986.39,Full_time,Rotational,06,6,2799,0.9801,emb_v3
2019-02,RecruiterFeed,Accountant_0191,NCO_648591,SCL2838,Sales,Kubernetes,GCP,N,7,N,156046.4,1350873.55,Internship,Night,57,5,3975,0.0572,emb_v2
2023-09,GovExchange,Driver_0192,NCO_530561,SCL1529,NodeJS,Python,NodeJS,Y,5,N,336872.59,639088.68,Apprenticeship,Flexible,32,36,3647,0.7774,emb_v1
2020-07,JobPortal,Software_Engineer_0193,NCO_607482,SCL9954,Tableau,QA,DevOps,N,9,Y,351139.44,1315786.66,Apprenticeship,Night,77,60,3709,0.9897,emb_v1
2023-04,JobPortal,Mechanic_0194,NCO_275065,SCL3730,Sales,Accounting,Prompting,N,12,Y,160002.78,658537.29,Apprenticeship,Weekend,41,47,1929,0.8863,emb_v2
2024-05,RecruiterFeed,HR_Generalist_0195,NCO_486907,SCL3539,QA,CustomerSupport,PowerBI,Y,0,N,208378.34,360631.19,Contract,Rotational,67,34,4373,0.985,emb_v1
2024-08,CompanySite,Customer_Support_0196,NCO_424358,SCL3486,ETL,Excel,Sales,Y,1,N,438275.87,1250837.03,Apprenticeship,Weekend,65,62,4712,0.8974,emb_v1
2021-03,RecruiterFeed,Driver_0197,NCO_366806,SCL6631,Security,PowerBI,Security,Y,11,Y,154194.34,556224.3,Contract,Flexible,31,17,2208,0.6385,emb_v1
2024-01,RecruiterFeed,Mechanic_0198,NCO_993771,SCL5457,Marketing,Sales,SQL,Y,6,Hybrid,132705.76,395317.18,Full_time,Rotational,05,63,3982,0.9304,emb_v2
2023-02,GovExchange,Electrician_0199,NCO_729555,SCL8167,Tableau,DataEntry,HR,Y,9,N,583066.81,1025900.64,Internship,Night,42,37,3528,0.0137,emb_v3
2019-10,CompanySite,Security_Guard_0200,NCO_492482,SCL3706,Kubernetes,Docker,Python,Y,12,N,581111.46,1116788.51,Internship,Weekend,12,10,233,0.2419,emb_v2
2023-09,RecruiterFeed,Software_Engineer_0201,NCO_231406,SCL9898,NodeJS,DevOps,UIUX,N,6,Y,143837.35,770912.19,Part_time,Rotational,36,71,1485,0.9348,emb_v3
2025-03,RecruiterFeed,Customer_Support_0202,NCO_668370,SCL3728,SQL,QA,Java,N,6,Y,205010.58,1830137.78,Apprenticeship,Flexible,79,87,4777,0.2388,emb_v2
2022-05,JobPortal,Driver_0203,NCO_003553,SCL8571,NodeJS,ML,SAP,N,0,Y,516277.55,1371744.05,Part_time,Night,56,43,370,0.182,emb_v1
2020-04,Social,Research_Assistant_0204,NCO_768752,SCL1541,UIUX,Marketing,Sales,N,6,N,248321.11,853561.07,Part_time,Day,53,76,3845,0.6862,emb_v3
2024-05,CompanySite,Security_Guard_0205,NCO_883193,SCL5689,SAP,Prompting,Sales,N,1,Y,206933.86,1812930.39,Part_time,Day,97,83,1358,0.7454,emb_v1
2019-09,Social,Mechanic_0206,NCO_908866,SCL9428,Docker,SQL,AWS,Y,3,Hybrid,209685.46,1952391.61,Full_time,Weekend,82,45,777,0.9907,emb_v1
2025-03,CompanySite,Operations_Lead_0207,NCO_841929,SCL5439,Security,Marketing,Python,N,7,N,567281.25,799369.6861351607,Apprenticeship,Night,11,4,3920,0.4624,emb_v3
2022-06,JobPortal,Data_Analyst_0208,NCO_220223,SCL1467,Marketing,Java,DevOps,Y,12,N,543657.7,748976.9634125914,Contract,Flexible,32,46,4661,0.8927,emb_v2
2019-05,RecruiterFeed,Security_Guard_0209,NCO_955657,SCL7059,Tableau,NodeJS,SAP,N,11,Hybrid,175728.51,489068.45,Internship,Flexible,71,45,2507,0.2479,emb_v1
2024-06,RecruiterFeed,Teacher_0210,NCO_388541,SCL4408,GCP,Prompting,NodeJS,Y,3,Y,429163.3,2074569.68,Contract,Rotational,99,73,1999,0.314,emb_v3
2025-10,GovExchange,Mechanic_0211,NCO_061677,SCL8072,GCP,QA,ML,N,6,Y,153114.67,610120.05,Part_time,Rotational,21,22,1729,0.6285,emb_v3
2025-04,GovExchange,Electrician_0212,NCO_846299,SCL9938,Marketing,ETL,Kubernetes,Y,10,N,355869.43,2361793.77,Internship,Weekend,79,58,2016,0.0937,emb_v1
2025-04,CompanySite,Accountant_0213,NCO_953632,SCL5204,ML,DevOps,QA,N,5,N,126839.99,1088981.91,Contract,Night,31,76,2881,0.1178,emb_v3
2020-08,Social,Software_Engineer_0214,NCO_882224,SCL4171,Sales,QA,DataEntry,Y,5,N,455971.98,1690282.83,Full_time,Night,92,34,3376,0.4296,emb_v2
2022-09,CompanySite,Mechanic_0215,NCO_618069,SCL9545,Kubernetes,Accounting,GCP,N,2,Hybrid,279788.66,2208852.18,Contract,Weekend,08,75,4720,0.4743,emb_v1
2025-09,Social,Security_Guard_0216,NCO_046364,SCL5842,Excel,Kubernetes,Docker,Y,9,Y,565761.57,1531698.96,Internship,Day,91,42,4110,0.3014,emb_v1
2021-10,CompanySite,Security_Guard_0217,NCO_670658,SCL4278,Azure,Prompting,ML,Y,11,Hybrid,126581.98,1672682.69,Full_time,Flexible,42,26,1903,0.6692,emb_v2
2020-12,JobPortal,Customer_Support_0218,NCO_902724,SCL8149,Sales,DataEntry,QA,Y,0,N,411968.96,995422.94,Contract,Weekend,65,8,2944,0.4832,emb_v2
2019-02,RecruiterFeed,Customer_Support_0219,NCO_507621,SCL2675,PowerBI,React,Tableau,N,4,Hybrid,535442.25,616835.9262812021,Apprenticeship,Rotational,49,21,4598,0.7967,emb_v2
2019-09,JobPortal,Pharmacist_0220,NCO_517278,SCL4996,CustomerSupport,NodeJS,QA,N,1,N,539274.9,1480574.9,Part_time,Night,57,64,3865,0.6179,emb_v2
2025-06,JobPortal,Software_Engineer_0221,NCO_770541,SCL8676,NodeJS,CustomerSupport,Nursing,Y,0,N,455226.51,512308.77852958255,Part_time,Weekend,62,29,2180,0.1487,emb_v1
2022-09,Social,Clerk_0222,NCO_586396,SCL4382,Marketing,DataEntry,Accounting,N,5,N,358468.34,1249156.85,Contract,Night,94,84,2412,0.4378,emb_v1
2021-06,GovExchange,Clerk_0223,NCO_459832,SCL7372,React,Security,AWS,Y,8,Y,215858.81,1307396.64,Full_time,Night,08,62,4070,0.6299,emb_v3
2021-01,JobPortal,Project_Manager_0224,NCO_340960,SCL4181,Azure,Docker,UIUX,N,9,Y,529099.7,2079425.85,Part_time,Weekend,90,12,2304,0.04,emb_v2
2022-07,JobPortal,Teacher_0225,NCO_137000,SCL6138,HR,Tableau,Tableau,N,1,Y,482993.69,2128994.43,Full_time,Flexible,00,57,3656,0.533,emb_v2
2019-03,Social,Operations_Lead_0226,NCO_002599,SCL6396,UIUX,Excel,Python,N,1,Y,167915.33,1008461.88,Apprenticeship,Rotational,36,63,3261,0.6566,emb_v1
2025-02,CompanySite,Sales_Associate_0227,NCO_069933,SCL8694,HR,CustomerSupport,GCP,Y,2,N,329161.47,1905093.96,Part_time,Day,02,76,1299,0.7526,emb_v2
2024-02,JobPortal,Chef_0228,NCO_719886,SCL9615,GCP,QA,UIUX,N,11,N,397561.52,1545159.83,Internship,Flexible,21,87,73,0.8245,emb_v1
2025-05,JobPortal,Chef_0229,NCO_388059,SCL3668,Prompting,HR,Marketing,N,8,N,243309.69,933532.96,Full_time,Rotational,48,64,388,0.7489,emb_v3
2021-10,CompanySite,HR_Generalist_0230,NCO_348953,SCL8877,Marketing,Prompting,SAP,N,12,Hybrid,230915.34,682296.81,Contract,Night,09,34,1430,0.4989,emb_v3
2025-04,CompanySite,Chef_0231,NCO_558012,SCL2940,PowerBI,Accounting,PowerBI,N,6,N,449460.9,1148325.59,Part_time,Rotational,44,24,1769,0.3886,emb_v1
2019-08,RecruiterFeed,Mechanic_0232,NCO_226030,SCL9861,DataEntry,React,Python,Y,0,Y,369733.75,1367641.99,Full_time,Day,23,53,304,0.9474,emb_v2
2023-02,CompanySite,Operations_Lead_0233,NCO_772058,SCL4395,Azure,QA,Excel,N,9,Hybrid,371014.15,474813.7190745176,Part_time,Flexible,49,28,3021,0.9587,emb_v3
2021-02,Social,Operations_Lead_0234,NCO_006797,SCL3904,Prompting,Azure,CustomerSupport,Y,6,N,541427.49,1162056.9,Contract,Weekend,27,75,989,0.7208,emb_v1
2023-11,RecruiterFeed,Teacher_0235,NCO_451866,SCL2019,DevOps,Azure,Tableau,N,4,N,198092.98,410830.97,Full_time,Flexible,33,39,3086,0.4017,emb_v2
2019-11,CompanySite,Nurse_0236,NCO_618056,SCL2527,NodeJS,Excel,QA,N,9,N,325385.68,2252311.66,Part_time,Rotational,44,54,843,0.2119,emb_v2
2024-10,CompanySite,Customer_Support_0237,NCO_658929,SCL3350,QA,QA,Excel,Y,3,Y,145228.66,357185.74,Full_time,Day,00,74,4174,0.5109,emb_v3
2023-04,GovExchange,Chef_0238,NCO_744957,SCL1842,Nursing,GCP,Nursing,N,8,Y,144280.54,1154409.77,Apprenticeship,Rotational,28,80,389,0.4806,emb_v3
2023-09,JobPortal,Operations_Lead_0239,NCO_513402,SCL2582,ML,PowerBI,QA,N,3,Y,531879.34,1330568.61,Apprenticeship,Weekend,41,22,2840,0.2062,emb_v2
2023-10,GovExchange,Electrician_0240,NCO_076049,SCL7180,Sales,GCP,CustomerSupport,N,6,N,442889.03,2293669.68,Internship,Night,87,21,2008,0.3875,emb_v2
2021-05,GovExchange,Nurse_0241,NCO_337651,SCL5450,Kubernetes,ETL,Kubernetes,Y,3,N,526258.14,1599231.34,Full_time,Rotational,53,12,12,0.8164,emb_v1
2023-06,Social,Electrician_0242,NCO_492730,SCL6922,SAP,Prompting,React,N,11,Hybrid,380043.77,2371583.76,Internship,Day,07,44,2861,0.4133,emb_v1
2021-06,CompanySite,Software_Engineer_0243,NCO_225136,SCL1342,ETL,Kubernetes,HR,Y,12,N,194733.37,1556083.64,Internship,Flexible,85,40,1286,0.7507,emb_v2
2023-05,CompanySite,Project_Manager_0244,NCO_024791,SCL4917,Marketing,AWS,GCP,Y,12,N,378040.09,2135073.59,Full_time,Rotational,65,41,403,0.9704,emb_v1
2023-02,GovExchange,Teacher_0245,NCO_724637,SCL1939,SQL,Accounting,Nursing,N,12,N,228793.41,2372322.1,Full_time,Night,14,24,4850,0.5401,emb_v2
2020-04,CompanySite,Pharmacist_0246,NCO_136383,SCL7309,Security,SQL,Prompting,Y,10,N,535153.22,1841799.25,Internship,Rotational,57,18,2164,0.8002,emb_v2
2020-07,JobPortal,Software_Engineer_0247,NCO_448904,SCL4078,ETL,Azure,Excel,Y,6,Hybrid,254743.57,1250033.56,Internship,Weekend,94,58,4352,0.5907,emb_v2
2023-02,Social,Pharmacist_0248,NCO_519411,SCL6575,Java,Accounting,Java,N,12,Hybrid,593512.42,716111.6885019811,Contract,Rotational,75,46,1825,0.7716,emb_v3
2022-12,Social,Operations_Lead_0249,NCO_971299,SCL7984,Sales,Marketing,CustomerSupport,Y,9,Y,241804.56,1082926.36,Apprenticeship,Night,70,16,1787,0.0616,emb_v3
2020-03,CompanySite,Driver_0250,NCO_521480,SCL9364,Tableau,DataEntry,Marketing,N,10,Hybrid,405738.67,753493.68,Full_time,Day,83,61,689,0.76,emb_v3
2023-09,RecruiterFeed,Data_Analyst_0251,NCO_591883,SCL2403,ML,Excel,CustomerSupport,Y,1,N,583139.0,823777.97,Internship,Weekend,46,48,2754,0.3112,emb_v1
2023-12,CompanySite,Chef_0252,NCO_276661,SCL2192,DevOps,Tableau,Security,N,3,Hybrid,145877.48,582277.09,Apprenticeship,Night,39,44,2384,0.6498,emb_v2
2019-12,Social,Project_Manager_0253,NCO_327383,SCL7222,Prompting,ETL,Tableau,N,6,Y,306840.87,1135357.86,Part_time,Day,80,17,3346,0.2979,emb_v2
2022-05,GovExchange,Pharmacist_0254,NCO_960983,SCL6437,Prompting,Excel,ML,N,11,N,520624.11,2232011.39,Apprenticeship,Weekend,69,76,131,0.6262,emb_v2
2021-08,GovExchange,Product_Manager_0255,NCO_857697,SCL5428,Azure,Kubernetes,Prompting,N,9,Y,452573.33,606959.7489304257,Contract,Night,19,45,4425,0.6065,emb_v2
2019-12,JobPortal,Nurse_0256,NCO_369044,SCL7373,Accounting,Kubernetes,AWS,N,6,Hybrid,409027.27,1798338.32,Part_time,Night,01,36,3679,0.085,emb_v3
2021-11,GovExchange,Software_Engineer_0257,NCO_302404,SCL1805,Nursing,UIUX,Python,Y,5,N,501678.02,1991053.36,Part_time,Night,28,12,1811,0.9889,emb_v2
2024-06,GovExchange,Operations_Lead_0258,NCO_295616,SCL2704,Java,SQL,Docker,Y,5,N,506823.61,1972925.13,Contract,Weekend,76,32,910,0.8217,emb_v2
2019-12,CompanySite,Clerk_0259,NCO_616452,SCL3721,GCP,React,UIUX,N,5,N,204817.76,1048702.86,Internship,Flexible,65,18,4454,0.0315,emb_v1
2025-09,GovExchange,Clerk_0260,NCO_049601,SCL7661,PowerBI,NodeJS,PowerBI,N,3,Hybrid,469695.07,1271197.5,Contract,Weekend,19,25,3702,0.3658,emb_v2
2019-09,CompanySite,Pharmacist_0261,NCO_559799,SCL4615,Sales,Nursing,Kubernetes,Y,9,Y,576587.01,1504957.17,Full_time,Weekend,02,87,1434,0.745,emb_v3
2025-02,CompanySite,Project_Manager_0262,NCO_095001,SCL7073,Security,PowerBI,Prompting,Y,4,Y,136882.99,2109108.6,Apprenticeship,Night,05,4,2197,0.0564,emb_v1
2022-03,GovExchange,Accountant_0263,NCO_678239,SCL6294,ML,Marketing,NodeJS,N,1,N,553065.46,802025.7168051762,Internship,Flexible,19,62,1299,0.0623,emb_v2
2022-03,JobPortal,Data_Analyst_0264,NCO_592074,SCL8317,Accounting,Prompting,Java,N,12,Y,175020.72,807368.67,Apprenticeship,Flexible,49,40,1339,0.0347,emb_v3
2025-08,GovExchange,Sales_Associate_0265,NCO_461619,SCL4398,DevOps,HR,DevOps,N,7,Y,568618.33,1485548.89,Apprenticeship,Night,09,6,3734,0.6697,emb_v1
2022-04,JobPortal,Security_Guard_0266,NCO_636079,SCL3978,Prompting,DataEntry,PowerBI,N,5,Hybrid,207257.62,2188814.44,Internship,Weekend,44,37,666,0.5186,emb_v2
2024-07,Social,Electrician_0267,NCO_991420,SCL6343,SQL,SAP,Kubernetes,Y,1,Hybrid,551421.59,2398032.82,Part_time,Rotational,37,60,2717,0.5478,emb_v2
2024-04,Social,Data_Analyst_0268,NCO_082061,SCL3770,Kubernetes,PowerBI,HR,Y,3,N,442871.77,648284.57,Apprenticeship,Day,14,33,2378,0.4168,emb_v1
2019-05,RecruiterFeed,Electrician_0269,NCO_391017,SCL6975,CustomerSupport,ETL,React,Y,3,N,494239.82,954591.13,Internship,Weekend,74,36,3930,0.8279,emb_v3
2019-08,GovExchange,Operations_Lead_0270,NCO_941150,SCL7518,DataEntry,Marketing,SQL,N,11,N,374078.82,2234284.64,Full_time,Rotational,71,31,433,0.1484,emb_v2
2023-03,GovExchange,Accountant_0271,NCO_702995,SCL7837,Azure,React,UIUX,Y,6,Y,535300.01,1069274.71,Contract,Rotational,87,65,2651,0.2854,emb_v2
2024-05,Social,Pharmacist_0272,NCO_618969,SCL5502,PowerBI,Nursing,Python,N,9,N,440327.66,1725886.59,Contract,Day,27,18,893,0.4454,emb_v2
2024-02,JobPortal,HR_Generalist_0273,NCO_386942,SCL6631,QA,UIUX,Prompting,N,7,N,296786.21,2091649.71,Part_time,Night,02,46,4936,0.7427,emb_v1
2024-03,CompanySite,Customer_Support_0274,NCO_975884,SCL8279,Kubernetes,PowerBI,SAP,Y,1,N,391066.44,533896.5313493587,Full_time,Flexible,17,69,3057,0.4638,emb_v3
2019-10,Social,Nurse_0275,NCO_266109,SCL8331,PowerBI,Kubernetes,GCP,Y,6,N,256134.84,1872564.1,Part_time,Day,31,34,1239,0.5874,emb_v2
2023-12,JobPortal,Nurse_0276,NCO_676940,SCL8600,DataEntry,Security,Prompting,N,2,Y,311599.12,1040824.83,Apprenticeship,Day,04,39,888,0.4264,emb_v2
2024-12,JobPortal,Nurse_0277,NCO_514614,SCL3394,Azure,ETL,SQL,Y,9,N,300654.58,1508945.8,Internship,Rotational,91,58,949,0.9674,emb_v1
2025-03,Social,Electrician_0278,NCO_495596,SCL9558,CustomerSupport,Excel,Excel,Y,1,Y,569292.88,928816.76,Part_time,Day,92,3,1803,0.7707,emb_v2
2025-07,GovExchange,Nurse_0279,NCO_853382,SCL9561,ETL,Python,DevOps,Y,7,Y,503823.71,885932.14,Full_time,Weekend,30,13,4708,0.0055,emb_v1
2020-08,Social,Security_Guard_0280,NCO_638545,SCL4661,Prompting,CustomerSupport,Nursing,Y,8,Hybrid,140411.96,2252674.95,Part_time,Flexible,64,18,3814,0.3928,emb_v1
2024-02,Social,Electrician_0281,NCO_613749,SCL9065,SAP,NodeJS,DataEntry,Y,8,Y,586238.54,1979658.02,Internship,Weekend,48,39,1112,0.5985,emb_v1
2025-12,JobPortal,Research_Assistant_0282,NCO_956694,SCL1473,Security,Azure,ETL,Y,6,Hybrid,292561.67,1911947.81,Internship,Rotational,27,40,284,0.1283,emb_v2
2021-06,Social,Research_Assistant_0283,NCO_138138,SCL6218,Azure,CustomerSupport,DataEntry,N,2,Hybrid,510568.89,1565362.47,Internship,Night,32,49,2410,0.8099,emb_v1
2025-10,RecruiterFeed,Accountant_0284,NCO_684944,SCL1273,Nursing,SQL,Docker,Y,8,Hybrid,169064.31,1213258.93,Full_time,Flexible,72,7,2641,0.1037,emb_v3
2021-01,CompanySite,Driver_0285,NCO_242354,SCL6492,React,Nursing,Security,Y,0,N,234990.91,2138430.77,Internship,Day,43,39,3063,0.5495,emb_v2
2019-11,CompanySite,Project_Manager_0286,NCO_000973,SCL9768,Security,Excel,Tableau,N,4,N,546963.43,1987688.75,Internship,Day,55,87,897,0.9919,emb_v1
2025-01,Social,Chef_0287,NCO_571054,SCL7483,Tableau,SQL,Tableau,N,2,Hybrid,449835.04,1303711.66,Contract,Weekend,20,16,2424,0.8829,emb_v2
2021-06,Social,Designer_0288,NCO_265085,SCL8763,DataEntry,Security,Sales,N,0,N,334009.24,1980392.77,Apprenticeship,Weekend,91,71,414,0.4508,emb_v1
2021-03,CompanySite,Customer_Support_0289,NCO_409461,SCL5411,Docker,React,AWS,N,10,Hybrid,501163.7,1324063.81,Part_time,Flexible,23,52,2841,0.6171,emb_v3
2020-02,JobPortal,HR_Generalist_0290,NCO_646987,SCL6589,Excel,HR,Python,N,6,N,425501.52,852664.35,Full_time,Day,47,64,1308,0.5697,emb_v3
