edu_vet_reference_year,edu_vet_country_iso2,edu_vet_region_nuts_code,edu_vet_programme_code,edu_vet_field_of_education_code,edu_vet_participants_count,edu_vet_apprenticeships_count,edu_vet_employer_partners_count,edu_vet_completion_rate_pct,edu_vet_job_placement_rate_pct,edu_vet_wage_premium_pct,edu_vet_dual_system_flag,edu_vet_microcredentials_flag,edu_vet_recognition_framework_code,edu_vet_funding_amount_eur,edu_vet_esf_plus_support_flag,edu_vet_quality_assurance_flag,edu_vet_data_source,edu_vet_last_update_date,edu_vet_data_extract_date
2020,PL,PL22,VET_PL_1206,05_SCIENCE,57917,11541,9207,73.91,68.74,4.72,0,0,SECTORAL,1333927685.06,0,0,PROVIDER_ADMIN_DATA,2012-07-15,2025-04-23
2021,AT,IT8,VET_AT_1215,06_ICT,132941,43405,9016,62.79,59.88,19.68,0,0,NONE,1182683620.48,0,0,ESF_PLUS_MONITORING,2012-08-13,2025-06-04
2022,EE,HR47,VET_EE_1224,07_ENGINEERING,94635,36646,2407,81.38,79.09,14.84,0,0,EQF_LINKED,734062721.17,0,1,CEDEFOP_EXPORT,2012-09-11,2025-04-03
2023,IT,FI2,VET_IT_1233,08_AGRI,81078,29869,4636,87.13,68.2,16.85,0,0,NQF_ONLY,1137211552.71,1,0,NATIONAL_VET_AGENCY,2012-10-10,2025-01-29
2024,PT,LT380,VET_PT_1242,09_HEALTH,53750,29386,1226,88.25,53.75,11.44,0,1,SECTORAL,301304259.58,0,0,PROVIDER_ADMIN_DATA,2012-11-08,2024-03-09
2025,BE,LU4,VET_BE_1251,10_SERVICES,18644,9209,1501,96.01,89.32,1.81,0,0,NONE,523298429.68,0,1,ESF_PLUS_MONITORING,2012-12-07,2024-01-23
2006,FI,PL945,VET_FI_1260,01_EDUCATION,50494,24936,9212,76.72,57.72,7.78,0,0,EQF_LINKED,993336324.38,0,1,CEDEFOP_EXPORT,2013-01-05,2026-02-19
2007,LV,FR913,VET_LV_1269,02_ARTS,28084,5386,4431,76.05,89.87,4.95,1,0,NQF_ONLY,416651395.29,0,1,NATIONAL_VET_AGENCY,2013-02-03,2024-03-08
2008,RO,SI38,VET_RO_1278,03_HUMANITIES,66502,26361,6882,62.7,47.91,14.39,0,0,SECTORAL,337727825.4,0,0,PROVIDER_ADMIN_DATA,2013-03-04,2024-01-15
2009,BG,SI34,VET_BG_1287,04_BUSINESS,14706,4669,261,74.92,64.79,10.56,0,0,NONE,1003151173.5,0,0,ESF_PLUS_MONITORING,2013-04-02,2025-06-24
2010,FR,FR746,VET_FR_1296,05_SCIENCE,24457,9819,3370,89.61,98.47,3.79,0,0,EQF_LINKED,1129569983.56,0,1,CEDEFOP_EXPORT,2013-05-01,2025-02-09
2011,LT,BG49,VET_LT_1305,06_ICT,37556,10755,6673,83.49,85.29,18.98,0,0,NQF_ONLY,1556146890.23,0,1,NATIONAL_VET_AGENCY,2013-05-30,2025-04-28
2012,SK,FR4,VET_SK_1314,07_ENGINEERING,43743,37576,138,66.81,46.6,24.09,1,0,SECTORAL,1370901810.19,0,0,PROVIDER_ADMIN_DATA,2013-06-28,2024-02-24
2013,HR,DK82,VET_HR_1323,08_AGRI,10672,4099,3553,87.97,77.94,12.55,0,0,NONE,1884769762.34,0,1,ESF_PLUS_MONITORING,2013-07-27,2025-03-08
2014,DE,IT9,VET_DE_1332,09_HEALTH,14304,5723,1948,75.29,90.12,6.96,1,0,EQF_LINKED,1607643539.7,0,1,CEDEFOP_EXPORT,2013-08-25,2024-10-06
2015,LU,FR967,VET_LU_1341,10_SERVICES,40995,8088,2294,92.97,72.68,10.6,0,0,NQF_ONLY,622935002.95,0,1,NATIONAL_VET_AGENCY,2013-09-23,2024-09-26
2016,SI,IE281,VET_SI_1350,01_EDUCATION,33657,20138,2970,65.76,81.25,3.93,1,0,SECTORAL,1318560748.7,0,0,PROVIDER_ADMIN_DATA,2013-10-22,2025-04-20
2017,CY,CY845,VET_CY_1359,02_ARTS,26299,14754,9235,94.87,54.88,19.68,0,0,NONE,668784583.99,0,1,ESF_PLUS_MONITORING,2013-11-20,2024-04-03
2018,GR,ES666,VET_GR_1368,03_HUMANITIES,74411,35689,4372,95.47,86.11,17.44,0,1,EQF_LINKED,1794516346.92,0,1,CEDEFOP_EXPORT,2013-12-19,2024-07-27
2019,MT,LV5,VET_MT_1377,04_BUSINESS,4782,2130,2211,73.42,60.51,0.34,0,0,NQF_ONLY,1036055841.09,0,1,NATIONAL_VET_AGENCY,2014-01-17,2025-01-09
2020,ES,EE75,VET_ES_1386,05_SCIENCE,42763,17299,7133,94.14,85.72,3.04,0,0,SECTORAL,592558507.23,0,1,PROVIDER_ADMIN_DATA,2014-02-15,2024-07-26
2021,CZ,DK66,VET_CZ_1395,06_ICT,6723,1777,2628,62.14,52.45,11.26,1,0,NONE,2393854817.34,1,1,ESF_PLUS_MONITORING,2014-03-16,2025-06-21
2022,HU,PT8,VET_HU_1404,07_ENGINEERING,378,239,4178,96.54,54.21,20.9,0,0,EQF_LINKED,2966445721.4,1,1,CEDEFOP_EXPORT,2014-04-14,2024-11-16
2023,NL,SE642,VET_NL_1413,08_AGRI,66022,31738,7167,81.41,82.14,14.65,1,0,NQF_ONLY,2115761411.31,0,1,NATIONAL_VET_AGENCY,2014-05-13,2025-05-19
2024,SE,CZ653,VET_SE_1422,09_HEALTH,57761,38694,2879,61.64,47.69,20.86,0,0,SECTORAL,242930424.96,0,1,PROVIDER_ADMIN_DATA,2014-06-11,2025-12-06
2025,DK,HR99,VET_DK_1431,10_SERVICES,46053,25614,691,71.9,50.14,19.6,1,0,NONE,262437592.13,0,0,ESF_PLUS_MONITORING,2014-07-10,2024-05-27
2006,IE,GR935,VET_IE_1440,01_EDUCATION,88392,50112,9053,62.8,71.12,17.31,0,0,EQF_LINKED,1725749332.25,0,1,CEDEFOP_EXPORT,2014-08-08,2024-11-24
2007,PL,CZ90,VET_PL_1449,02_ARTS,7757,1378,589,85.16,80.44,15.81,0,1,NQF_ONLY,1460013518.16,0,1,NATIONAL_VET_AGENCY,2014-09-06,2025-11-22
2008,AT,RO325,VET_AT_1458,03_HUMANITIES,22396,12880,1365,71.26,53.85,13.09,1,0,SECTORAL,680570277.84,0,0,PROVIDER_ADMIN_DATA,2014-10-05,2026-01-25
2009,EE,RO431,VET_EE_1467,04_BUSINESS,49132,13125,7002,72.47,66.31,8.08,0,0,NONE,686850684.21,0,0,ESF_PLUS_MONITORING,2014-11-03,2026-01-16
2010,IT,SE136,VET_IT_1476,05_SCIENCE,40604,16681,5379,77.01,50.48,7.84,0,0,EQF_LINKED,2120208182.22,0,0,CEDEFOP_EXPORT,2014-12-02,2024-04-08
2011,PT,CY261,VET_PT_1485,06_ICT,12426,9773,6167,75.15,91.64,3.42,0,0,NQF_ONLY,274361354.54,0,1,NATIONAL_VET_AGENCY,2014-12-31,2024-02-10
2012,BE,PT82,VET_BE_1494,07_ENGINEERING,67541,12884,893,80.35,60.75,5.75,0,0,SECTORAL,306730014.08,0,1,PROVIDER_ADMIN_DATA,2015-01-29,2025-07-24
2013,FI,IT64,VET_FI_1503,08_AGRI,20229,13887,7197,95.77,89.59,17.65,0,0,NONE,243610052.78,0,1,ESF_PLUS_MONITORING,2015-02-27,2024-04-03
2014,LV,AT789,VET_LV_1512,09_HEALTH,29975,17033,5810,63.07,67.91,13.65,0,0,EQF_LINKED,2033266386.68,0,0,CEDEFOP_EXPORT,2015-03-28,2024-12-28
2015,RO,GR74,VET_RO_1521,10_SERVICES,83268,54485,1473,75.98,52.18,13.01,0,0,NQF_ONLY,942080005.05,0,1,NATIONAL_VET_AGENCY,2015-04-26,2024-04-28
2016,BG,IE120,VET_BG_1530,01_EDUCATION,56476,14010,5291,77.21,82.47,0.71,1,0,SECTORAL,1755087514.69,0,1,PROVIDER_ADMIN_DATA,2015-05-25,2025-08-07
2017,FR,ES32,VET_FR_1539,02_ARTS,92507,58131,1713,86.89,56.39,6.11,0,1,NONE,666341340.63,0,1,ESF_PLUS_MONITORING,2015-06-23,2025-10-04
2018,LT,NL58,VET_LT_1548,03_HUMANITIES,49618,26116,4698,89.23,96.82,7.69,0,0,EQF_LINKED,55974018.76,0,1,CEDEFOP_EXPORT,2015-07-22,2024-10-13
2019,SK,HR567,VET_SK_1557,04_BUSINESS,60584,27428,8284,90.7,86.85,1.66,1,0,NQF_ONLY,968617703.96,0,1,NATIONAL_VET_AGENCY,2015-08-20,2025-02-15
2020,HR,FR395,VET_HR_1566,05_SCIENCE,16195,8833,4418,95.0,76.09,5.36,0,0,SECTORAL,1483324182.3,0,1,PROVIDER_ADMIN_DATA,2015-09-18,2025-06-13
2021,DE,FR423,VET_DE_1575,06_ICT,60782,49471,628,81.06,61.91,22.37,1,1,NONE,91315034.4,1,1,ESF_PLUS_MONITORING,2015-10-17,2025-02-24
2022,LU,IE251,VET_LU_1584,07_ENGINEERING,75863,52976,8745,78.63,78.12,11.86,0,1,EQF_LINKED,1701847681.82,1,1,CEDEFOP_EXPORT,2015-11-15,2025-12-03
2023,SI,IT33,VET_SI_1593,08_AGRI,69709,26879,8233,74.36,42.27,8.64,0,0,NQF_ONLY,436421204.01,0,0,NATIONAL_VET_AGENCY,2015-12-14,2024-06-17
2024,CY,HU35,VET_CY_1602,09_HEALTH,82,16,4768,70.12,48.99,6.37,0,0,SECTORAL,848788775.45,0,1,PROVIDER_ADMIN_DATA,2016-01-12,2025-12-31
2025,GR,LU1,VET_GR_1611,10_SERVICES,80517,68917,8098,64.44,43.63,19.05,0,0,NONE,1380445867.16,1,1,ESF_PLUS_MONITORING,2016-02-10,2025-08-16
2006,MT,BG252,VET_MT_1620,01_EDUCATION,34855,9033,1526,63.8,44.27,12.21,1,0,EQF_LINKED,670249134.97,0,1,CEDEFOP_EXPORT,2016-03-10,2024-08-30
2007,ES,LU72,VET_ES_1629,02_ARTS,81959,14487,3740,90.99,70.99,3.62,0,1,NQF_ONLY,133312837.75,0,0,NATIONAL_VET_AGENCY,2016-04-08,2025-04-10
2008,CZ,DE892,VET_CZ_1638,03_HUMANITIES,17863,8987,2277,73.52,67.85,8.39,1,0,SECTORAL,1403959035.04,0,1,PROVIDER_ADMIN_DATA,2016-05-07,2025-09-11
2009,HU,DE818,VET_HU_1647,04_BUSINESS,87546,55460,1029,96.13,58.92,16.39,0,0,NONE,1109516587.02,0,0,ESF_PLUS_MONITORING,2016-06-05,2025-08-21
2010,NL,BE663,VET_NL_1656,05_SCIENCE,131476,59002,5662,66.92,52.23,16.68,1,0,EQF_LINKED,2052787766.59,0,1,CEDEFOP_EXPORT,2016-07-04,2024-03-19
2011,SE,CZ67,VET_SE_1665,06_ICT,66161,16501,9116,81.9,63.34,4.78,0,0,NQF_ONLY,1765229685.82,0,1,NATIONAL_VET_AGENCY,2016-08-02,2024-03-06
2012,DK,GR553,VET_DK_1674,07_ENGINEERING,11728,2833,5904,80.97,93.04,20.59,1,0,SECTORAL,1992311140.77,0,1,PROVIDER_ADMIN_DATA,2016-08-31,2025-06-08
2013,IE,IT55,VET_IE_1683,08_AGRI,65325,25734,1934,91.68,81.73,0.53,0,0,NONE,2230204043.49,0,1,ESF_PLUS_MONITORING,2016-09-29,2024-09-14
2014,PL,ES494,VET_PL_1692,09_HEALTH,65711,9600,5850,82.19,83.57,21.31,0,0,EQF_LINKED,1668724712.74,0,1,CEDEFOP_EXPORT,2016-10-28,2025-06-19
2015,AT,EE399,VET_AT_1701,10_SERVICES,23187,9781,4194,92.8,74.39,2.69,1,0,NQF_ONLY,46951337.35,0,0,NATIONAL_VET_AGENCY,2016-11-26,2024-03-03
2016,EE,PT975,VET_EE_1710,01_EDUCATION,68831,39079,3849,72.59,58.11,11.66,0,0,SECTORAL,1197600681.04,0,1,PROVIDER_ADMIN_DATA,2016-12-25,2024-01-31
2017,IT,ES716,VET_IT_1719,02_ARTS,70890,37317,5390,81.37,80.94,12.76,0,0,NONE,534652606.08,0,1,ESF_PLUS_MONITORING,2017-01-23,2025-11-04
2018,PT,IT1,VET_PT_1728,03_HUMANITIES,85034,40666,1655,83.02,67.37,12.23,0,0,EQF_LINKED,1103310872.37,0,1,CEDEFOP_EXPORT,2017-02-21,2025-08-13
2019,BE,SE37,VET_BE_1737,04_BUSINESS,89037,57111,5023,94.78,63.03,15.56,0,1,NQF_ONLY,474385182.23,0,1,NATIONAL_VET_AGENCY,2017-03-22,2024-09-25
2020,FI,LU18,VET_FI_1746,05_SCIENCE,32413,17639,5493,86.9,72.1,0.2,0,0,SECTORAL,207921991.8,0,1,PROVIDER_ADMIN_DATA,2017-04-20,2024-04-13
2021,LV,DE749,VET_LV_1755,06_ICT,43111,29982,8171,58.46,67.99,14.9,0,0,NONE,2698289126.65,0,1,ESF_PLUS_MONITORING,2017-05-19,2024-09-14
2022,RO,GR54,VET_RO_1764,07_ENGINEERING,1889,431,452,62.7,79.15,24.07,0,0,EQF_LINKED,2883325683.82,0,1,CEDEFOP_EXPORT,2017-06-17,2025-08-05
2023,BG,EE84,VET_BG_1773,08_AGRI,18744,3984,6258,59.5,58.44,0.53,1,1,NQF_ONLY,1012622323.34,0,1,NATIONAL_VET_AGENCY,2017-07-16,2024-06-03
2024,FR,CZ81,VET_FR_1782,09_HEALTH,40158,16298,8179,66.98,49.99,0.01,0,1,SECTORAL,3011374345.22,1,0,PROVIDER_ADMIN_DATA,2017-08-14,2024-04-29
2025,LT,LU6,VET_LT_1791,10_SERVICES,24259,18068,4932,82.7,79.51,15.14,0,0,NONE,2588754309.04,0,1,ESF_PLUS_MONITORING,2017-09-12,2025-01-15
2006,SK,FR3,VET_SK_1800,01_EDUCATION,21078,3886,1968,82.82,67.5,1.71,0,0,EQF_LINKED,357088221.04,0,1,CEDEFOP_EXPORT,2017-10-11,2024-05-04
2007,HR,LT317,VET_HR_1809,02_ARTS,85930,26590,1765,91.62,65.96,11.05,0,0,NQF_ONLY,1046066987.93,0,1,NATIONAL_VET_AGENCY,2017-11-09,2025-03-12
2008,DE,BG4,VET_DE_1818,03_HUMANITIES,8090,2236,73,80.62,53.78,8.64,0,0,SECTORAL,1864942567.59,0,1,PROVIDER_ADMIN_DATA,2017-12-08,2025-05-13
2009,LU,HU1,VET_LU_1827,04_BUSINESS,71044,27719,4707,62.66,66.12,10.56,1,0,NONE,2065076784.83,0,1,ESF_PLUS_MONITORING,2018-01-06,2025-11-03
2010,SI,HU4,VET_SI_1836,05_SCIENCE,7090,1922,663,71.13,78.13,12.62,1,0,EQF_LINKED,2246335704.39,0,1,CEDEFOP_EXPORT,2018-02-04,2025-09-11
2011,CY,RO29,VET_CY_1845,06_ICT,73050,18967,1311,85.73,98.49,5.87,0,0,NQF_ONLY,2000540114.93,0,1,NATIONAL_VET_AGENCY,2018-03-05,2025-08-10
2012,GR,AT986,VET_GR_1854,07_ENGINEERING,23562,5731,3414,62.67,62.34,24.3,0,0,SECTORAL,1612217099.72,0,1,PROVIDER_ADMIN_DATA,2018-04-03,2026-02-24
2013,MT,IT2,VET_MT_1863,08_AGRI,53017,22071,8107,94.09,77.44,6.1,0,0,NONE,579030527.18,0,1,ESF_PLUS_MONITORING,2018-05-02,2025-12-08
2014,ES,AT569,VET_ES_1872,09_HEALTH,73988,24961,6674,79.09,91.33,15.64,0,0,EQF_LINKED,2096905138.47,0,0,CEDEFOP_EXPORT,2018-05-31,2024-08-16
2015,CZ,MT7,VET_CZ_1881,10_SERVICES,56369,29622,1225,78.2,88.34,6.85,0,0,NQF_ONLY,966447966.05,0,0,NATIONAL_VET_AGENCY,2018-06-29,2024-05-20
2016,HU,SE539,VET_HU_1890,01_EDUCATION,40469,9032,5838,88.04,88.01,0.11,0,0,SECTORAL,1477871305.09,0,1,PROVIDER_ADMIN_DATA,2018-07-28,2025-12-23
2017,NL,SI69,VET_NL_1899,02_ARTS,110224,74679,7829,94.66,94.34,14.93,1,0,NONE,448793203.65,0,1,ESF_PLUS_MONITORING,2018-08-26,2024-03-09
2018,SE,LT14,VET_SE_1908,03_HUMANITIES,80441,43767,2940,80.51,53.82,3.42,1,0,EQF_LINKED,921898227.82,0,1,CEDEFOP_EXPORT,2018-09-24,2025-08-30
2019,DK,FI82,VET_DK_1917,04_BUSINESS,122557,74627,4374,92.18,81.54,3.64,1,0,NQF_ONLY,1471901005.64,0,0,NATIONAL_VET_AGENCY,2018-10-23,2025-11-10
2020,IE,DE150,VET_IE_1926,05_SCIENCE,31586,17205,9053,70.44,50.1,13.35,0,1,SECTORAL,1398842400.94,0,1,PROVIDER_ADMIN_DATA,2018-11-21,2025-09-01
2021,PL,CZ188,VET_PL_1935,06_ICT,67562,20223,4976,62.03,70.58,22.88,0,1,NONE,3602160978.99,1,1,ESF_PLUS_MONITORING,2018-12-20,2025-06-02
2022,AT,DK68,VET_AT_1944,07_ENGINEERING,16629,4647,3550,76.87,65.06,7.69,1,0,EQF_LINKED,632071326.22,1,1,CEDEFOP_EXPORT,2019-01-18,2025-09-01
2023,EE,SK31,VET_EE_1953,08_AGRI,62413,30724,4692,65.31,43.41,6.31,0,0,NQF_ONLY,2666376983.79,0,1,NATIONAL_VET_AGENCY,2019-02-16,2024-10-31
2024,IT,AT9,VET_IT_1962,09_HEALTH,81726,47154,8344,58.43,53.78,16.59,0,0,SECTORAL,1240185381.95,0,1,PROVIDER_ADMIN_DATA,2019-03-17,2024-08-08
2025,PT,BE868,VET_PT_1971,10_SERVICES,89087,56913,1814,65.0,77.58,6.45,0,0,NONE,1698456845.72,0,1,ESF_PLUS_MONITORING,2019-04-15,2025-06-22
2006,BE,PL522,VET_BE_1980,01_EDUCATION,45185,10034,5761,81.11,97.4,10.02,0,0,EQF_LINKED,590641607.87,0,1,CEDEFOP_EXPORT,2019-05-14,2024-08-24
2007,FI,RO8,VET_FI_1989,02_ARTS,42932,23679,5997,87.71,69.23,14.56,0,0,NQF_ONLY,1034700171.46,0,1,NATIONAL_VET_AGENCY,2019-06-12,2024-04-01
2008,LV,SI794,VET_LV_1998,03_HUMANITIES,10504,5385,5085,75.12,51.58,17.99,0,0,SECTORAL,1049337435.37,0,1,PROVIDER_ADMIN_DATA,2019-07-11,2024-10-20
2009,RO,LT4,VET_RO_2007,04_BUSINESS,25166,16142,393,57.57,47.24,2.21,0,0,NONE,185287100.02,0,1,ESF_PLUS_MONITORING,2019-08-09,2024-02-29
2010,BG,LU691,VET_BG_2016,05_SCIENCE,54010,28494,8675,58.08,67.94,2.84,0,0,EQF_LINKED,14491647.63,0,1,CEDEFOP_EXPORT,2019-09-07,2024-09-13
2011,FR,ES17,VET_FR_2025,06_ICT,83975,41472,8224,80.39,97.22,21.52,1,0,NQF_ONLY,121934316.79,0,1,NATIONAL_VET_AGENCY,2019-10-06,2025-07-12
2012,LT,PL4,VET_LT_2034,07_ENGINEERING,903,686,5978,68.94,70.07,1.73,0,0,SECTORAL,2238459769.18,0,1,PROVIDER_ADMIN_DATA,2019-11-04,2026-01-18
2013,SK,NL71,VET_SK_2043,08_AGRI,96318,68403,5165,83.01,97.01,12.36,0,0,NONE,2118980963.41,0,1,ESF_PLUS_MONITORING,2019-12-03,2025-07-24
2014,HR,DK835,VET_HR_2052,09_HEALTH,100120,14731,250,79.73,97.46,15.32,0,0,EQF_LINKED,960874455.54,0,0,CEDEFOP_EXPORT,2020-01-01,2024-01-14
2015,DE,LV6,VET_DE_2061,10_SERVICES,94452,40093,7084,76.11,49.97,14.01,1,0,NQF_ONLY,375912073.83,0,1,NATIONAL_VET_AGENCY,2020-01-30,2025-03-30
2016,LU,PT218,VET_LU_2070,01_EDUCATION,45837,16327,1018,62.69,51.47,4.08,1,0,SECTORAL,438909723.6,0,1,PROVIDER_ADMIN_DATA,2020-02-28,2024-09-14
2017,SI,RO731,VET_SI_2079,02_ARTS,723,511,5511,94.75,49.75,19.03,1,0,NONE,2227794597.41,0,0,ESF_PLUS_MONITORING,2020-03-28,2024-07-16
2018,CY,SI546,VET_CY_2088,03_HUMANITIES,40909,25279,5935,61.82,78.84,4.8,0,0,EQF_LINKED,929941942.79,0,1,CEDEFOP_EXPORT,2020-04-26,2025-09-13
2019,GR,LV250,VET_GR_2097,04_BUSINESS,39025,8729,329,82.79,89.46,3.25,0,0,NQF_ONLY,658376122.75,0,1,NATIONAL_VET_AGENCY,2020-05-25,2024-08-15
2020,MT,MT336,VET_MT_2106,05_SCIENCE,76522,15160,7276,80.94,55.56,10.2,0,0,SECTORAL,2247677740.79,0,0,PROVIDER_ADMIN_DATA,2020-06-23,2025-10-30
2021,ES,SK22,VET_ES_2115,06_ICT,33166,23596,8428,66.63,68.34,25.21,0,0,NONE,506417849.28,1,1,ESF_PLUS_MONITORING,2020-07-22,2025-07-03
2022,CZ,BE34,VET_CZ_2124,07_ENGINEERING,117821,57578,5826,68.19,71.62,5.84,1,0,EQF_LINKED,2917156637.84,1,0,CEDEFOP_EXPORT,2020-08-20,2026-01-30
2023,HU,SK194,VET_HU_2133,08_AGRI,50883,16619,7746,87.21,70.92,12.83,0,0,NQF_ONLY,15639599.72,0,0,NATIONAL_VET_AGENCY,2020-09-18,2025-11-13
2024,NL,BE5,VET_NL_2142,09_HEALTH,8731,4713,3527,75.57,53.64,5.97,0,0,SECTORAL,2301579434.7,0,1,PROVIDER_ADMIN_DATA,2020-10-17,2025-11-15
2025,SE,LV57,VET_SE_2151,10_SERVICES,88004,50789,8644,96.57,65.71,9.23,0,1,NONE,1428943054.55,1,1,ESF_PLUS_MONITORING,2020-11-15,2025-04-07
2006,DK,MT41,VET_DK_2160,01_EDUCATION,6140,3818,1086,62.87,44.19,0.36,1,0,EQF_LINKED,545707865.21,0,1,CEDEFOP_EXPORT,2020-12-14,2024-03-26
2007,IE,GR26,VET_IE_2169,02_ARTS,74338,19527,9049,82.9,82.88,1.69,0,0,NQF_ONLY,238387672.39,0,0,NATIONAL_VET_AGENCY,2021-01-12,2024-11-01
2008,PL,ES81,VET_PL_2178,03_HUMANITIES,26925,9514,2869,78.2,75.92,3.8,0,0,SECTORAL,255244441.98,0,1,PROVIDER_ADMIN_DATA,2021-02-10,2024-05-25
2009,AT,HU51,VET_AT_2187,04_BUSINESS,131723,79909,7186,63.59,48.13,11.18,1,0,NONE,964545044.85,0,1,ESF_PLUS_MONITORING,2021-03-11,2025-06-13
2010,EE,HU579,VET_EE_2196,05_SCIENCE,30406,18164,221,70.74,41.63,17.44,0,0,EQF_LINKED,1183066461.89,0,1,CEDEFOP_EXPORT,2021-04-09,2025-05-29
2011,IT,LT118,VET_IT_2205,06_ICT,23316,19325,8758,85.22,70.73,10.34,0,0,NQF_ONLY,1385090212.56,0,1,NATIONAL_VET_AGENCY,2021-05-08,2025-05-25
2012,PT,HR985,VET_PT_2214,07_ENGINEERING,93529,53615,7868,83.7,52.07,16.37,0,0,SECTORAL,1192383809.33,0,1,PROVIDER_ADMIN_DATA,2021-06-06,2025-06-09
2013,BE,IT32,VET_BE_2223,08_AGRI,34826,8255,232,64.26,82.23,17.31,1,0,NONE,1530288184.75,0,1,ESF_PLUS_MONITORING,2021-07-05,2025-09-02
2014,FI,PT61,VET_FI_2232,09_HEALTH,77619,49453,6956,93.52,76.82,15.24,0,0,EQF_LINKED,1246098967.31,0,0,CEDEFOP_EXPORT,2021-08-03,2024-03-10
2015,LV,HR87,VET_LV_2241,10_SERVICES,62730,16224,7496,75.3,57.68,5.96,0,0,NQF_ONLY,1169943499.97,0,1,NATIONAL_VET_AGENCY,2021-09-01,2024-12-30
2016,RO,IT144,VET_RO_2250,01_EDUCATION,34230,9778,5639,85.48,59.73,14.97,0,0,SECTORAL,157766765.44,0,1,PROVIDER_ADMIN_DATA,2021-09-30,2024-09-21
2017,BG,GR4,VET_BG_2259,02_ARTS,68785,46272,4031,59.51,53.85,5.91,0,0,NONE,685479461.08,0,1,ESF_PLUS_MONITORING,2021-10-29,2025-03-27
2018,FR,HU85,VET_FR_2268,03_HUMANITIES,15453,4318,434,74.0,53.32,13.99,0,0,EQF_LINKED,770205529.85,0,1,CEDEFOP_EXPORT,2021-11-27,2024-02-18
2019,LT,AT355,VET_LT_2277,04_BUSINESS,70502,13717,4821,68.63,82.42,19.78,0,0,NQF_ONLY,1281036566.4,0,1,NATIONAL_VET_AGENCY,2021-12-26,2024-06-04
2020,SK,DK157,VET_SK_2286,05_SCIENCE,74180,30016,3744,76.94,73.05,16.77,1,1,SECTORAL,380321629.98,0,1,PROVIDER_ADMIN_DATA,2022-01-24,2024-10-07
2021,HR,DK887,VET_HR_2295,06_ICT,21051,4632,1801,85.69,97.07,1.21,0,1,NONE,1238477257.44,1,1,ESF_PLUS_MONITORING,2022-02-22,2024-06-14
2022,DE,IE6,VET_DE_2304,07_ENGINEERING,44222,17895,3497,66.26,61.39,13.54,1,1,EQF_LINKED,664462345.83,0,1,CEDEFOP_EXPORT,2022-03-23,2025-11-02
2023,LU,IT963,VET_LU_2313,08_AGRI,88459,61603,7645,71.18,76.75,2.2,0,0,NQF_ONLY,200280580.54,1,1,NATIONAL_VET_AGENCY,2022-04-21,2025-08-03
2024,SI,BG867,VET_SI_2322,09_HEALTH,23215,15816,2291,91.31,89.35,23.67,1,0,SECTORAL,485028612.55,1,0,PROVIDER_ADMIN_DATA,2022-05-20,2024-03-29
2025,CY,LT70,VET_CY_2331,10_SERVICES,88214,52952,6979,82.93,75.77,2.58,0,0,NONE,1307346172.24,1,0,ESF_PLUS_MONITORING,2022-06-18,2025-10-14
2006,GR,FI828,VET_GR_2340,01_EDUCATION,91913,47386,6074,86.64,59.75,8.2,0,0,EQF_LINKED,266779672.47,0,1,CEDEFOP_EXPORT,2022-07-17,2025-01-25
2007,MT,DK868,VET_MT_2349,02_ARTS,74512,18627,7561,83.5,70.7,2.66,0,0,NQF_ONLY,1536405099.0,0,1,NATIONAL_VET_AGENCY,2022-08-15,2024-06-09
2008,ES,PL602,VET_ES_2358,03_HUMANITIES,1805,1195,2942,63.0,52.38,5.22,0,1,SECTORAL,1137678542.74,0,1,PROVIDER_ADMIN_DATA,2022-09-13,2025-01-25
2009,CZ,MT673,VET_CZ_2367,04_BUSINESS,135259,30443,4590,79.37,70.21,7.69,0,0,NONE,581776554.01,0,1,ESF_PLUS_MONITORING,2022-10-12,2025-01-20
2010,HU,HR38,VET_HU_2376,05_SCIENCE,13677,7755,5600,60.35,44.38,12.55,0,0,EQF_LINKED,133450316.01,0,0,CEDEFOP_EXPORT,2022-11-10,2024-05-16
2011,NL,SI17,VET_NL_2385,06_ICT,76338,61506,4016,59.84,65.42,8.41,1,0,NQF_ONLY,63900474.94,0,0,NATIONAL_VET_AGENCY,2022-12-09,2025-09-06
2012,SE,RO98,VET_SE_2394,07_ENGINEERING,74149,23852,8412,59.37,64.09,16.58,0,0,SECTORAL,1879695146.64,0,1,PROVIDER_ADMIN_DATA,2023-01-07,2025-02-05
2013,DK,FI32,VET_DK_2403,08_AGRI,133569,37982,6973,86.64,95.16,17.11,0,1,NONE,2031731858.21,0,1,ESF_PLUS_MONITORING,2023-02-05,2025-10-16
2014,IE,AT5,VET_IE_2412,09_HEALTH,62137,28656,8753,64.52,62.33,3.82,0,0,EQF_LINKED,1836107350.84,0,1,CEDEFOP_EXPORT,2023-03-06,2025-10-16
2015,PL,IE728,VET_PL_2421,10_SERVICES,56228,12111,1770,86.75,81.63,18.1,0,0,NQF_ONLY,1781055592.18,0,1,NATIONAL_VET_AGENCY,2023-04-04,2024-05-02
2016,AT,CZ4,VET_AT_2430,01_EDUCATION,19106,7419,3836,77.41,75.25,6.13,1,0,SECTORAL,649785628.59,0,1,PROVIDER_ADMIN_DATA,2023-05-03,2024-12-20
