labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_naics,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2027-10,COMPANY_SITE,Role_142_Manager,OCCXW200142,SKC00142,CustomerSupport,Salesforce,Excel,0,3,1,146101,212080,CONTRACT,WEEKEND,621,40,42,0.5692,emb_v4
2027-11,COMPANY_SITE,Role_143_Technician,OCCXW200143,SKC00143,JavaScript,SupplyChain,NLP,1,1,0,103566,135627,CONTRACT,FLEX,621,19,31,0.4688,emb_v2
2027-12,COMPANY_SITE,Role_144_Specialist,OCCXW200144,SKC00144,ProjectMgmt,NLP,ComputerVision,0,10,1,61191,77110,CONTRACT,WEEKEND,622,69,37,0.696,emb_v2
2028-01,JOB_BOARD,Role_145_Analyst,OCCXW200145,SKC00145,AWS,PowerBI,Healthcare,1,8,1,55900,95432,FULL_TIME,WEEKEND,445,16,36,0.6096,emb_v1
2028-02,ATS_FEED,Role_146_Engineer,OCCXW200146,SKC00146,SQL,CustomerSupport,RetailOps,0,8,1,154954,179594,FULL_TIME,FLEX,445,31,36,0.0812,emb_v4
2028-03,JOB_BOARD,Role_147_Manager,OCCXW200147,SKC00147,Linux,JavaScript,Communication,0,9,1,141171,230520,FULL_TIME,FLEX,622,30,40,0.3049,emb_v3
2028-04,JOB_BOARD,Role_148_Technician,OCCXW200148,SKC00148,Cybersecurity,React,Accounting,1,5,0,75729,84863,PART_TIME,WEEKEND,519,53,39,0.925,emb_v3
2028-05,JOB_BOARD,Role_149_Specialist,OCCXW200149,SKC00149,Accounting,Communication,Docker,1,8,0,122841,165651,TEMP,DAY,541,56,36,0.6461,emb_v2
2028-06,STAFFING_FIRM,Role_150_Analyst,OCCXW200150,SKC00150,SQL,Healthcare,NodeJS,0,1,1,87174,107801,INTERN,WEEKEND,517,51,25,0.9601,emb_v3
2028-07,AGGREGATOR,Role_151_Engineer,OCCXW200151,SKC00151,Tableau,Java,Cybersecurity,1,1,1,103626,142504,INTERN,FLEX,522,51,48,0.8288,emb_v1
2028-08,JOB_BOARD,Role_152_Manager,OCCXW200152,SKC00152,SAP,Healthcare,SQL,0,9,1,106919,134691,FULL_TIME,SHIFT,423,76,32,0.0712,emb_v4
2028-09,JOB_BOARD,Role_153_Technician,OCCXW200153,SKC00153,Statistics,Salesforce,Salesforce,1,3,1,131502,150640,FULL_TIME,FLEX,623,22,27,0.1529,emb_v3
2028-10,AGGREGATOR,Role_154_Specialist,OCCXW200154,SKC00154,Spark,Linux,ProjectMgmt,0,9,0,105869,117828,PART_TIME,FLEX,531,4,40,0.0956,emb_v3
2028-11,ATS_FEED,Role_155_Analyst,OCCXW200155,SKC00155,SQL,NLP,SAP,1,0,0,79567,167393,FULL_TIME,SHIFT,518,47,43,0.3144,emb_v1
2028-12,JOB_BOARD,Role_156_Engineer,OCCXW200156,SKC00156,React,Python,Java,0,4,0,87561,123143,CONTRACT,WEEKEND,523,19,30,0.2496,emb_v4
2029-01,ATS_FEED,Role_157_Manager,OCCXW200157,SKC00157,SAP,Cybersecurity,Java,0,5,0,122799,176957,FULL_TIME,SHIFT,517,32,26,0.212,emb_v3
2029-02,ATS_FEED,Role_158_Technician,OCCXW200158,SKC00158,Statistics,Kubernetes,Communication,0,8,0,133912,202358,INTERN,WEEKEND,522,43,39,0.2578,emb_v2
2029-03,JOB_BOARD,Role_159_Specialist,OCCXW200159,SKC00159,ComputerVision,CustomerSupport,Airflow,0,2,1,158922,165548,INTERN,NIGHT,531,87,46,0.9912,emb_v3
2029-04,ATS_FEED,Role_160_Analyst,OCCXW200160,SKC00160,Salesforce,RetailOps,Python,1,3,0,66043,142158,PART_TIME,NIGHT,811,75,37,0.9486,emb_v1
2029-05,COMPANY_SITE,Role_161_Engineer,OCCXW200161,SKC00161,RetailOps,ProjectMgmt,Statistics,1,6,1,155973,167677,PART_TIME,FLEX,445,85,33,0.7447,emb_v2
2029-06,STAFFING_FIRM,Role_162_Manager,OCCXW200162,SKC00162,PowerBI,Linux,CustomerSupport,1,8,0,41355,124050,TEMP,DAY,561,40,30,0.1512,emb_v2
2029-07,JOB_BOARD,Role_163_Technician,OCCXW200163,SKC00163,Spark,ComputerVision,Airflow,0,1,0,121365,199909,PART_TIME,NIGHT,811,89,39,0.6532,emb_v1
2029-08,STAFFING_FIRM,Role_164_Specialist,OCCXW200164,SKC00164,Excel,ProjectMgmt,Python,0,10,1,40138,94862,PART_TIME,NIGHT,445,65,32,0.4993,emb_v4
2029-09,JOB_BOARD,Role_165_Analyst,OCCXW200165,SKC00165,Kubernetes,Statistics,Linux,0,2,1,48904,105472,INTERN,WEEKEND,523,23,36,0.3206,emb_v1
2029-10,JOB_BOARD,Role_166_Engineer,OCCXW200166,SKC00166,Accounting,Docker,Communication,0,3,1,62903,99289,INTERN,SHIFT,445,27,38,0.6282,emb_v3
2029-11,COMPANY_SITE,Role_167_Manager,OCCXW200167,SKC00167,PowerBI,Docker,Java,0,4,0,108376,128507,INTERN,FLEX,517,61,40,0.6558,emb_v2
2029-12,ATS_FEED,Role_168_Technician,OCCXW200168,SKC00168,Communication,NLP,Accounting,0,4,0,82849,105989,CONTRACT,NIGHT,561,16,27,0.5592,emb_v1
2030-01,JOB_BOARD,Role_169_Specialist,OCCXW200169,SKC00169,Java,NLP,Kubernetes,1,5,0,134745,154957,CONTRACT,NIGHT,921,22,34,0.0205,emb_v1
2030-02,COMPANY_SITE,Role_170_Analyst,OCCXW200170,SKC00170,CustomerSupport,Accounting,Java,0,10,0,92600,100235,FULL_TIME,NIGHT,517,77,34,0.1357,emb_v1
2030-03,AGGREGATOR,Role_171_Engineer,OCCXW200171,SKC00171,Azure,NLP,ComputerVision,1,1,0,39732,79676,INTERN,SHIFT,236,49,37,0.9854,emb_v3
2030-04,COMPANY_SITE,Role_172_Manager,OCCXW200172,SKC00172,ComputerVision,Excel,Linux,0,0,1,78438,140043,INTERN,NIGHT,236,86,36,0.7981,emb_v2
2030-05,JOB_BOARD,Role_173_Technician,OCCXW200173,SKC00173,Docker,Python,Kubernetes,0,8,0,84854,109276,PART_TIME,NIGHT,517,41,30,0.5603,emb_v1
2030-06,ATS_FEED,Role_174_Specialist,OCCXW200174,SKC00174,GCP,SQL,SQL,0,9,0,51950,64066,INTERN,SHIFT,811,66,29,0.3919,emb_v1
2030-07,JOB_BOARD,Role_175_Analyst,OCCXW200175,SKC00175,Salesforce,NLP,CustomerSupport,0,2,0,131627,187491,FULL_TIME,DAY,236,26,30,0.0421,emb_v2
2030-08,AGGREGATOR,Role_176_Engineer,OCCXW200176,SKC00176,React,Communication,Java,0,5,1,131397,185003,TEMP,NIGHT,621,22,33,0.9869,emb_v2
2030-09,STAFFING_FIRM,Role_177_Manager,OCCXW200177,SKC00177,Kubernetes,NodeJS,Kubernetes,1,0,1,158515,235617,TEMP,NIGHT,921,63,39,0.9138,emb_v4
2030-10,STAFFING_FIRM,Role_178_Technician,OCCXW200178,SKC00178,ProjectMgmt,SAP,Linux,0,10,1,139796,219669,INTERN,WEEKEND,531,46,41,0.1662,emb_v3
2030-11,STAFFING_FIRM,Role_179_Specialist,OCCXW200179,SKC00179,JavaScript,Cybersecurity,Java,1,8,1,52943,104290,FULL_TIME,FLEX,611,11,36,0.9014,emb_v2
2030-12,COMPANY_SITE,Role_180_Analyst,OCCXW200180,SKC00180,SAP,GCP,Tableau,1,6,1,50964,93183,INTERN,NIGHT,811,77,28,0.467,emb_v4
2031-01,AGGREGATOR,Role_181_Engineer,OCCXW200181,SKC00181,PowerBI,Airflow,ComputerVision,0,3,0,62363,68292,FULL_TIME,NIGHT,622,89,41,0.5988,emb_v3
2031-02,STAFFING_FIRM,Role_182_Manager,OCCXW200182,SKC00182,Healthcare,Accounting,ComputerVision,1,2,0,150516,160129,TEMP,SHIFT,445,53,34,0.3083,emb_v3
2031-03,AGGREGATOR,Role_183_Technician,OCCXW200183,SKC00183,NLP,GCP,PowerBI,0,8,1,63892,99265,CONTRACT,DAY,611,78,29,0.5591,emb_v3
2031-04,COMPANY_SITE,Role_184_Specialist,OCCXW200184,SKC00184,RetailOps,SAP,Accounting,0,5,1,66477,145775,FULL_TIME,NIGHT,621,56,25,0.4887,emb_v4
2031-05,COMPANY_SITE,Role_185_Analyst,OCCXW200185,SKC00185,Airflow,SAP,Linux,0,4,0,104396,166062,FULL_TIME,SHIFT,722,86,41,0.5814,emb_v4
2031-06,ATS_FEED,Role_186_Engineer,OCCXW200186,SKC00186,Java,Azure,NLP,1,7,1,122691,154478,PART_TIME,NIGHT,518,13,40,0.3109,emb_v4
2031-07,AGGREGATOR,Role_187_Manager,OCCXW200187,SKC00187,Linux,Docker,ProjectMgmt,0,4,0,48332,96879,FULL_TIME,FLEX,921,86,28,0.2117,emb_v4
2031-08,AGGREGATOR,Role_188_Technician,OCCXW200188,SKC00188,SupplyChain,Tableau,CustomerSupport,1,10,1,131131,178723,CONTRACT,NIGHT,811,15,37,0.3981,emb_v1
2031-09,COMPANY_SITE,Role_189_Specialist,OCCXW200189,SKC00189,Cybersecurity,Kubernetes,Statistics,0,9,0,141050,210129,CONTRACT,SHIFT,811,71,41,0.6599,emb_v3
2031-10,ATS_FEED,Role_190_Analyst,OCCXW200190,SKC00190,Python,Salesforce,ProjectMgmt,0,8,1,38977,45628,PART_TIME,SHIFT,811,64,39,0.8432,emb_v2
2031-11,STAFFING_FIRM,Role_191_Engineer,OCCXW200191,SKC00191,GCP,React,Salesforce,0,9,0,65439,121743,FULL_TIME,SHIFT,611,79,28,0.5344,emb_v1
2031-12,AGGREGATOR,Role_192_Manager,OCCXW200192,SKC00192,NLP,Java,Cybersecurity,0,0,0,63494,112680,PART_TIME,WEEKEND,522,6,45,0.8329,emb_v4
2032-01,COMPANY_SITE,Role_193_Technician,OCCXW200193,SKC00193,ProjectMgmt,GCP,React,1,0,0,41615,75916,INTERN,FLEX,518,16,39,0.1998,emb_v1
2032-02,JOB_BOARD,Role_194_Specialist,OCCXW200194,SKC00194,Healthcare,Kubernetes,AWS,0,9,0,103175,133398,CONTRACT,SHIFT,445,36,36,0.1801,emb_v3
2032-03,JOB_BOARD,Role_195_Analyst,OCCXW200195,SKC00195,Java,Python,Linux,0,7,1,91030,168717,PART_TIME,DAY,811,13,46,0.6216,emb_v4
2032-04,COMPANY_SITE,Role_196_Engineer,OCCXW200196,SKC00196,Docker,Java,ProjectMgmt,0,3,0,85880,120818,FULL_TIME,NIGHT,531,82,35,0.7001,emb_v1
2032-05,ATS_FEED,Role_197_Manager,OCCXW200197,SKC00197,ComputerVision,Kubernetes,Azure,1,3,0,126412,215143,FULL_TIME,NIGHT,523,61,42,0.0607,emb_v2
2032-06,JOB_BOARD,Role_198_Technician,OCCXW200198,SKC00198,AWS,ProjectMgmt,Excel,0,7,1,114856,194582,FULL_TIME,WEEKEND,611,64,42,0.5291,emb_v1
2032-07,AGGREGATOR,Role_199_Specialist,OCCXW200199,SKC00199,Docker,Docker,Spark,0,8,0,59857,102070,INTERN,NIGHT,541,51,42,0.399,emb_v1
2032-08,STAFFING_FIRM,Role_200_Analyst,OCCXW200200,SKC00200,ProjectMgmt,React,Cybersecurity,0,5,0,123650,200653,CONTRACT,SHIFT,722,38,35,0.4836,emb_v3
2032-09,JOB_BOARD,Role_201_Engineer,OCCXW200201,SKC00201,Cybersecurity,React,Communication,1,1,0,137402,169296,PART_TIME,WEEKEND,621,25,41,0.3771,emb_v3
2032-10,COMPANY_SITE,Role_202_Manager,OCCXW200202,SKC00202,NodeJS,Docker,Docker,0,0,1,157739,235379,TEMP,WEEKEND,921,11,42,0.181,emb_v1
2032-11,AGGREGATOR,Role_203_Technician,OCCXW200203,SKC00203,Python,SQL,Docker,1,9,0,109799,115605,PART_TIME,SHIFT,524,21,36,0.8253,emb_v3
2032-12,COMPANY_SITE,Role_204_Specialist,OCCXW200204,SKC00204,Statistics,Java,JavaScript,0,4,0,156977,243946,TEMP,WEEKEND,522,41,31,0.0478,emb_v2
2033-01,AGGREGATOR,Role_205_Analyst,OCCXW200205,SKC00205,Kubernetes,Tableau,JavaScript,0,3,0,158110,238211,FULL_TIME,WEEKEND,541,23,24,0.4465,emb_v3
2033-02,JOB_BOARD,Role_206_Engineer,OCCXW200206,SKC00206,PowerBI,ProjectMgmt,Excel,1,5,0,90934,170469,PART_TIME,NIGHT,621,39,30,0.1734,emb_v3
2033-03,AGGREGATOR,Role_207_Manager,OCCXW200207,SKC00207,JavaScript,AWS,Cybersecurity,0,2,1,126139,139223,CONTRACT,SHIFT,921,67,37,0.3326,emb_v1
2033-04,JOB_BOARD,Role_208_Technician,OCCXW200208,SKC00208,AWS,Statistics,SupplyChain,0,9,1,89186,107220,PART_TIME,WEEKEND,811,80,27,0.0679,emb_v2
2033-05,STAFFING_FIRM,Role_209_Specialist,OCCXW200209,SKC00209,SQL,Linux,AWS,1,6,0,64013,109656,INTERN,WEEKEND,921,34,50,0.2946,emb_v1
2033-06,AGGREGATOR,Role_210_Analyst,OCCXW200210,SKC00210,ComputerVision,Spark,React,0,7,0,108107,133990,FULL_TIME,DAY,711,59,32,0.7577,emb_v1
2033-07,COMPANY_SITE,Role_211_Engineer,OCCXW200211,SKC00211,Spark,NLP,RetailOps,1,9,0,153216,223808,CONTRACT,FLEX,711,40,43,0.0233,emb_v3
2033-08,STAFFING_FIRM,Role_212_Manager,OCCXW200212,SKC00212,JavaScript,CustomerSupport,Excel,0,2,0,60648,71720,PART_TIME,FLEX,623,70,36,0.9909,emb_v1
2033-09,COMPANY_SITE,Role_213_Technician,OCCXW200213,SKC00213,GCP,Python,Cybersecurity,0,3,0,121262,187751,INTERN,WEEKEND,445,82,33,0.8716,emb_v4
2033-10,AGGREGATOR,Role_214_Specialist,OCCXW200214,SKC00214,Python,Tableau,AWS,0,7,1,97845,110577,PART_TIME,SHIFT,541,43,43,0.696,emb_v4
2033-11,COMPANY_SITE,Role_215_Analyst,OCCXW200215,SKC00215,RetailOps,Docker,Healthcare,0,5,0,115670,204411,INTERN,DAY,921,25,34,0.3807,emb_v2
2033-12,STAFFING_FIRM,Role_216_Engineer,OCCXW200216,SKC00216,ProjectMgmt,Docker,PowerBI,1,5,0,45837,115849,FULL_TIME,DAY,511,75,26,0.1136,emb_v4
2034-01,JOB_BOARD,Role_217_Manager,OCCXW200217,SKC00217,Communication,SQL,Excel,1,8,0,51638,135380,CONTRACT,WEEKEND,622,24,30,0.3656,emb_v4
2034-02,ATS_FEED,Role_218_Technician,OCCXW200218,SKC00218,Tableau,Excel,React,1,1,1,104752,162816,INTERN,NIGHT,423,8,37,0.8025,emb_v4
2034-03,COMPANY_SITE,Role_219_Specialist,OCCXW200219,SKC00219,Excel,Python,Excel,1,7,1,39412,65640,INTERN,DAY,921,4,29,0.3985,emb_v2
2034-04,AGGREGATOR,Role_220_Analyst,OCCXW200220,SKC00220,Kubernetes,RetailOps,GCP,0,5,1,117506,132161,INTERN,DAY,522,41,37,0.6867,emb_v4
2034-05,JOB_BOARD,Role_221_Engineer,OCCXW200221,SKC00221,Spark,Communication,Azure,1,0,1,99496,136992,PART_TIME,WEEKEND,623,33,27,0.5273,emb_v3
2034-06,COMPANY_SITE,Role_222_Manager,OCCXW200222,SKC00222,PowerBI,ComputerVision,NodeJS,0,0,0,52524,85483,CONTRACT,DAY,722,34,49,0.3287,emb_v2
2034-07,ATS_FEED,Role_223_Technician,OCCXW200223,SKC00223,Java,Spark,React,0,0,0,120417,191030,INTERN,NIGHT,517,54,40,0.6315,emb_v3
2034-08,STAFFING_FIRM,Role_224_Specialist,OCCXW200224,SKC00224,Tableau,NLP,ComputerVision,0,10,0,113441,189630,TEMP,NIGHT,711,21,38,0.0434,emb_v2
2034-09,COMPANY_SITE,Role_225_Analyst,OCCXW200225,SKC00225,Statistics,Statistics,JavaScript,0,6,0,119309,158502,FULL_TIME,SHIFT,541,74,39,0.8913,emb_v3
2034-10,JOB_BOARD,Role_226_Engineer,OCCXW200226,SKC00226,React,Kubernetes,Kubernetes,1,0,1,104804,132072,FULL_TIME,WEEKEND,332,17,34,0.1616,emb_v2
2034-11,AGGREGATOR,Role_227_Manager,OCCXW200227,SKC00227,Healthcare,Docker,Accounting,0,6,0,142870,182906,INTERN,FLEX,722,75,43,0.8963,emb_v1
2034-12,ATS_FEED,Role_228_Technician,OCCXW200228,SKC00228,ProjectMgmt,ComputerVision,Airflow,1,0,1,89174,95882,PART_TIME,WEEKEND,623,22,38,0.1613,emb_v2
2035-01,ATS_FEED,Role_229_Specialist,OCCXW200229,SKC00229,SQL,AWS,Linux,0,6,0,81322,146992,PART_TIME,DAY,623,38,28,0.4228,emb_v4
2035-02,STAFFING_FIRM,Role_230_Analyst,OCCXW200230,SKC00230,Airflow,SQL,Python,1,10,1,52386,134704,PART_TIME,WEEKEND,517,32,36,0.8076,emb_v2
2035-03,COMPANY_SITE,Role_231_Engineer,OCCXW200231,SKC00231,NodeJS,Accounting,Java,0,2,0,141330,197033,INTERN,SHIFT,518,18,28,0.7296,emb_v4
2035-04,ATS_FEED,Role_232_Manager,OCCXW200232,SKC00232,Communication,JavaScript,ComputerVision,0,3,0,110787,192816,PART_TIME,FLEX,518,50,37,0.6368,emb_v4
2035-05,AGGREGATOR,Role_233_Technician,OCCXW200233,SKC00233,PowerBI,SupplyChain,JavaScript,1,1,1,70985,139448,PART_TIME,SHIFT,611,55,38,0.8323,emb_v2
2035-06,ATS_FEED,Role_234_Specialist,OCCXW200234,SKC00234,NodeJS,Statistics,Accounting,0,5,0,51225,96887,FULL_TIME,WEEKEND,541,30,36,0.8252,emb_v3
2035-07,JOB_BOARD,Role_235_Analyst,OCCXW200235,SKC00235,PowerBI,Tableau,SupplyChain,0,2,1,112762,166100,INTERN,FLEX,524,56,35,0.1607,emb_v1
2035-08,JOB_BOARD,Role_236_Engineer,OCCXW200236,SKC00236,Statistics,CustomerSupport,Python,0,9,1,156409,223783,PART_TIME,FLEX,541,19,35,0.4061,emb_v1
2035-09,COMPANY_SITE,Role_237_Manager,OCCXW200237,SKC00237,Spark,ProjectMgmt,Airflow,0,10,1,50813,128353,FULL_TIME,DAY,531,53,43,0.9312,emb_v3
2035-10,JOB_BOARD,Role_238_Technician,OCCXW200238,SKC00238,Cybersecurity,Kubernetes,SAP,0,0,1,153545,229351,INTERN,NIGHT,711,33,34,0.8259,emb_v4
2035-11,ATS_FEED,Role_239_Specialist,OCCXW200239,SKC00239,SAP,PowerBI,Salesforce,1,7,0,123391,166833,FULL_TIME,SHIFT,332,80,44,0.4564,emb_v4
2035-12,COMPANY_SITE,Role_240_Analyst,OCCXW200240,SKC00240,Azure,GCP,Healthcare,1,4,1,98921,135589,PART_TIME,DAY,523,51,32,0.3727,emb_v1
2036-01,ATS_FEED,Role_241_Engineer,OCCXW200241,SKC00241,ProjectMgmt,SupplyChain,Java,0,0,1,65395,97797,INTERN,WEEKEND,541,67,34,0.0728,emb_v1
2036-02,COMPANY_SITE,Role_242_Manager,OCCXW200242,SKC00242,ProjectMgmt,JavaScript,Statistics,0,3,0,149023,183963,CONTRACT,NIGHT,722,33,41,0.8317,emb_v3
2036-03,STAFFING_FIRM,Role_243_Technician,OCCXW200243,SKC00243,Tableau,Azure,Java,0,8,0,47561,116180,TEMP,NIGHT,811,78,37,0.1911,emb_v3
2036-04,COMPANY_SITE,Role_244_Specialist,OCCXW200244,SKC00244,Accounting,CustomerSupport,Linux,0,4,1,143713,155430,FULL_TIME,SHIFT,622,33,50,0.8935,emb_v4
2036-05,JOB_BOARD,Role_245_Analyst,OCCXW200245,SKC00245,ProjectMgmt,Linux,SAP,0,7,0,41459,70998,PART_TIME,WEEKEND,541,10,40,0.3321,emb_v2
2036-06,JOB_BOARD,Role_246_Engineer,OCCXW200246,SKC00246,JavaScript,React,Java,1,2,0,147429,158628,PART_TIME,FLEX,811,11,36,0.1477,emb_v3
2036-07,STAFFING_FIRM,Role_247_Manager,OCCXW200247,SKC00247,Docker,Python,SQL,1,5,0,38074,96041,INTERN,DAY,517,78,36,0.115,emb_v1
2036-08,STAFFING_FIRM,Role_248_Technician,OCCXW200248,SKC00248,RetailOps,Airflow,Cybersecurity,0,4,0,109304,180095,TEMP,NIGHT,517,37,43,0.4649,emb_v2
2036-09,JOB_BOARD,Role_249_Specialist,OCCXW200249,SKC00249,Kubernetes,Linux,Excel,0,5,0,79095,144897,PART_TIME,NIGHT,621,75,29,0.1056,emb_v2
2036-10,AGGREGATOR,Role_250_Analyst,OCCXW200250,SKC00250,Cybersecurity,Healthcare,Python,0,5,0,83379,159653,PART_TIME,SHIFT,531,19,34,0.6791,emb_v1
2036-11,COMPANY_SITE,Role_251_Engineer,OCCXW200251,SKC00251,CustomerSupport,NodeJS,NLP,0,5,1,79481,134159,TEMP,SHIFT,531,80,27,0.5223,emb_v3
2036-12,JOB_BOARD,Role_252_Manager,OCCXW200252,SKC00252,AWS,Cybersecurity,AWS,0,4,1,38997,62565,PART_TIME,NIGHT,541,82,34,0.1805,emb_v1
2037-01,STAFFING_FIRM,Role_253_Technician,OCCXW200253,SKC00253,Kubernetes,Statistics,AWS,0,10,0,148768,200263,FULL_TIME,WEEKEND,236,22,38,0.3196,emb_v1
2037-02,JOB_BOARD,Role_254_Specialist,OCCXW200254,SKC00254,React,Airflow,AWS,1,5,0,56035,97119,TEMP,SHIFT,561,79,24,0.6882,emb_v1
2037-03,JOB_BOARD,Role_255_Analyst,OCCXW200255,SKC00255,Kubernetes,SQL,CustomerSupport,1,4,0,97713,119244,CONTRACT,WEEKEND,518,57,37,0.1133,emb_v4
2037-04,COMPANY_SITE,Role_256_Engineer,OCCXW200256,SKC00256,SQL,AWS,Accounting,0,5,0,71483,121253,CONTRACT,NIGHT,811,53,36,0.5354,emb_v3
2037-05,JOB_BOARD,Role_257_Manager,OCCXW200257,SKC00257,Java,Cybersecurity,PowerBI,0,9,0,116841,129961,TEMP,FLEX,236,11,41,0.5825,emb_v4
2037-06,ATS_FEED,Role_258_Technician,OCCXW200258,SKC00258,Accounting,ComputerVision,Tableau,1,10,1,55770,110769,FULL_TIME,FLEX,711,79,31,0.2363,emb_v2
2037-07,ATS_FEED,Role_259_Specialist,OCCXW200259,SKC00259,Excel,Java,PowerBI,1,4,0,86984,143907,PART_TIME,FLEX,711,13,43,0.7247,emb_v1
2037-08,ATS_FEED,Role_260_Analyst,OCCXW200260,SKC00260,Azure,AWS,RetailOps,1,10,0,122534,199637,PART_TIME,FLEX,711,84,32,0.797,emb_v2
2037-09,ATS_FEED,Role_261_Engineer,OCCXW200261,SKC00261,React,SupplyChain,Spark,1,3,1,150861,222421,CONTRACT,WEEKEND,524,65,39,0.8019,emb_v3
2037-10,ATS_FEED,Role_262_Manager,OCCXW200262,SKC00262,Linux,GCP,JavaScript,0,1,0,133072,202493,CONTRACT,DAY,711,55,39,0.4584,emb_v4
2037-11,JOB_BOARD,Role_263_Technician,OCCXW200263,SKC00263,NLP,Spark,SupplyChain,1,8,0,39389,85553,TEMP,WEEKEND,811,46,39,0.7902,emb_v3
2037-12,ATS_FEED,Role_264_Specialist,OCCXW200264,SKC00264,Excel,ComputerVision,ProjectMgmt,1,1,0,158544,165857,PART_TIME,DAY,621,82,39,0.346,emb_v4
2038-01,JOB_BOARD,Role_265_Analyst,OCCXW200265,SKC00265,JavaScript,Linux,Tableau,0,8,1,122701,190242,FULL_TIME,DAY,523,67,24,0.8333,emb_v3
2038-02,STAFFING_FIRM,Role_266_Engineer,OCCXW200266,SKC00266,Statistics,Spark,Spark,0,7,0,44301,124856,PART_TIME,NIGHT,236,86,32,0.217,emb_v1
2038-03,ATS_FEED,Role_267_Manager,OCCXW200267,SKC00267,Docker,Java,NodeJS,1,6,0,58856,98059,FULL_TIME,FLEX,621,38,43,0.8315,emb_v3
2038-04,STAFFING_FIRM,Role_268_Technician,OCCXW200268,SKC00268,RetailOps,Accounting,CustomerSupport,0,2,1,65297,99674,TEMP,NIGHT,621,73,36,0.7042,emb_v3
2038-05,COMPANY_SITE,Role_269_Specialist,OCCXW200269,SKC00269,GCP,SQL,Communication,0,10,1,90660,97183,INTERN,WEEKEND,522,68,38,0.6066,emb_v3
2038-06,JOB_BOARD,Role_270_Analyst,OCCXW200270,SKC00270,CustomerSupport,AWS,ComputerVision,0,5,0,158906,211836,PART_TIME,NIGHT,524,43,40,0.5132,emb_v1
2038-07,JOB_BOARD,Role_271_Engineer,OCCXW200271,SKC00271,SupplyChain,SupplyChain,GCP,0,9,1,156313,214581,CONTRACT,SHIFT,621,74,40,0.7592,emb_v1
2038-08,ATS_FEED,Role_272_Manager,OCCXW200272,SKC00272,SQL,NLP,GCP,0,1,1,133051,189081,FULL_TIME,WEEKEND,423,46,37,0.2021,emb_v2
2038-09,AGGREGATOR,Role_273_Technician,OCCXW200273,SKC00273,SAP,Salesforce,Python,1,1,1,40897,77833,CONTRACT,NIGHT,811,4,26,0.5794,emb_v2
2038-10,COMPANY_SITE,Role_274_Specialist,OCCXW200274,SKC00274,PowerBI,PowerBI,Python,1,5,0,83251,131529,TEMP,DAY,517,14,42,0.4257,emb_v3
2038-11,AGGREGATOR,Role_275_Analyst,OCCXW200275,SKC00275,SupplyChain,Linux,Java,1,3,1,132565,212328,FULL_TIME,SHIFT,623,82,38,0.2599,emb_v3
2038-12,STAFFING_FIRM,Role_276_Engineer,OCCXW200276,SKC00276,NodeJS,Spark,Airflow,0,8,1,90229,100701,CONTRACT,DAY,445,40,42,0.1297,emb_v2
2039-01,JOB_BOARD,Role_277_Manager,OCCXW200277,SKC00277,ProjectMgmt,Salesforce,Airflow,1,9,1,136689,148963,PART_TIME,SHIFT,519,65,43,0.3497,emb_v3
2039-02,JOB_BOARD,Role_278_Technician,OCCXW200278,SKC00278,Healthcare,Tableau,Healthcare,0,5,1,119192,181383,CONTRACT,FLEX,561,52,40,0.1903,emb_v3
2039-03,AGGREGATOR,Role_279_Specialist,OCCXW200279,SKC00279,SQL,Tableau,JavaScript,0,6,1,92623,151019,FULL_TIME,DAY,711,28,29,0.2809,emb_v2
2039-04,STAFFING_FIRM,Role_280_Analyst,OCCXW200280,SKC00280,RetailOps,Docker,JavaScript,0,8,1,52434,102309,FULL_TIME,WEEKEND,524,68,32,0.1585,emb_v3
2039-05,COMPANY_SITE,Role_281_Engineer,OCCXW200281,SKC00281,SQL,SQL,ComputerVision,1,6,1,135633,166098,FULL_TIME,SHIFT,517,40,30,0.0108,emb_v1
2039-06,ATS_FEED,Role_282_Manager,OCCXW200282,SKC00282,Linux,NodeJS,SAP,0,10,1,70818,137844,PART_TIME,SHIFT,541,29,32,0.0332,emb_v4
2039-07,AGGREGATOR,Role_283_Technician,OCCXW200283,SKC00283,Excel,React,Communication,1,2,1,73518,139896,PART_TIME,FLEX,711,76,41,0.061,emb_v2
2039-08,STAFFING_FIRM,Role_284_Specialist,OCCXW200284,SKC00284,Airflow,React,GCP,0,2,0,82604,160114,TEMP,SHIFT,519,47,40,0.7054,emb_v4
2039-09,JOB_BOARD,Role_285_Analyst,OCCXW200285,SKC00285,Python,PowerBI,ProjectMgmt,1,9,0,60472,81537,CONTRACT,WEEKEND,711,12,43,0.5586,emb_v2
2039-10,COMPANY_SITE,Role_286_Engineer,OCCXW200286,SKC00286,Docker,Spark,SupplyChain,0,2,0,77798,122383,FULL_TIME,NIGHT,517,39,41,0.0461,emb_v3
