tech_adopt_survey_year,tech_adopt_community_digital_id,tech_adopt_households_with_internet_pct,tech_adopt_households_with_computer_pct,tech_adopt_smartphone_only_households_pct,tech_adopt_digital_literacy_score,tech_adopt_affordability_barrier_rate,tech_adopt_language_barrier_rate,tech_adopt_disability_access_barrier_rate,tech_adopt_public_wifi_access_points,tech_adopt_library_device_loan_count,tech_adopt_digital_navigator_program_flag,tech_adopt_training_sessions_completed,tech_adopt_telehealth_use_rate,tech_adopt_online_learning_use_rate,tech_adopt_remote_work_enablement_rate,tech_adopt_banking_online_adoption_rate,tech_adopt_cyber_safety_incident_rate,tech_adopt_privacy_concern_score,tech_adopt_equity_gap_index
2018,CDI0000000170,52.3,45.15,11.01,10.04,57.69,8.08,7.34,2950,16688,0,5639,69.5,41.64,78.14,53.3,7.574,20.04,0.2649
2015,CDI0000000171,90.23,86.39,18.5,39.09,25.54,28.63,4.27,4194,20849,1,4531,5.42,75.71,71.99,49.83,2.44,40.92,0.3806
2018,CDI0000000172,55.03,46.06,11.03,64.71,35.43,29.02,16.87,3650,3564,1,14907,69.85,46.33,0.44,3.06,22.833,40.3,0.9452
2025,CDI0000000173,67.15,67.19,50.83,1.13,31.62,17.87,21.99,619,17761,0,7316,27.57,80.65,16.38,62.22,12.485,3.08,0.8108
2022,CDI0000000174,67.55,47.7,51.89,86.08,50.27,11.36,13.52,3849,13458,0,12896,18.92,58.38,21.0,33.16,2.157,46.53,0.583
2015,CDI0000000175,53.74,51.89,21.18,95.75,7.67,12.07,30.55,2022,15048,0,20545,63.76,22.92,3.55,83.39,22.855,40.48,0.717
2014,CDI0000000176,48.31,43.99,4.52,19.54,59.67,34.98,1.41,799,18922,0,13998,4.68,84.15,48.83,33.15,11.342,88.18,0.6586
2023,CDI0000000177,83.96,58.55,46.56,38.73,10.42,10.72,19.53,1624,14165,1,13653,79.23,66.36,64.42,56.27,15.66,70.5,0.7686
2017,CDI0000000178,79.32,69.96,33.69,32.31,40.45,29.63,27.6,1437,7556,0,18319,81.36,5.11,37.74,27.86,16.419,17.85,0.3115
2013,CDI0000000179,42.88,35.59,28.87,9.32,12.77,10.55,9.39,3332,12464,0,24081,47.88,45.37,37.24,21.72,5.083,68.18,0.666
2023,CDI0000000180,87.8,72.68,21.65,42.55,5.77,8.39,32.24,2968,3778,0,5073,53.61,68.05,55.79,51.93,2.846,90.28,0.5203
2014,CDI0000000181,86.17,74.37,36.98,6.99,53.89,0.66,24.56,2557,4262,0,6345,45.02,73.94,38.71,55.85,14.642,99.16,0.1019
2011,CDI0000000182,71.45,73.03,25.47,16.75,22.19,3.19,34.56,1020,16252,0,24455,43.72,15.87,10.28,14.75,1.493,56.92,0.08
2019,CDI0000000183,38.75,29.61,45.99,47.1,55.37,13.61,4.3,884,9652,0,10364,55.72,57.78,61.42,50.76,16.964,92.87,0.7343
2022,CDI0000000184,80.79,56.26,12.98,39.22,20.36,20.61,28.16,1809,9698,0,8990,52.93,58.03,11.72,24.07,9.849,24.59,0.6534
2020,CDI0000000185,54.7,37.27,23.97,86.76,28.4,1.85,30.15,1623,16533,0,24511,63.1,17.08,2.21,73.14,24.264,53.6,0.9731
2019,CDI0000000186,62.75,65.66,3.28,44.73,44.82,17.19,32.72,2685,24445,0,13861,28.89,71.91,15.51,77.36,16.202,29.4,0.8339
2011,CDI0000000187,42.34,44.12,3.04,14.38,2.11,27.29,11.9,1410,14231,0,20075,4.8,69.32,0.4,91.24,16.878,77.68,0.2882
2015,CDI0000000188,53.33,54.84,44.95,81.04,34.47,13.46,27.54,95,8402,1,12140,72.45,12.43,8.89,47.96,23.058,78.49,0.8912
2015,CDI0000000189,93.41,78.08,14.59,94.98,5.24,7.45,2.0,270,12461,0,4422,64.68,23.7,39.63,78.81,20.037,54.68,0.3642
2013,CDI0000000190,95.64,81.88,40.76,99.63,1.35,0.65,16.33,2818,16902,1,15885,58.96,29.69,54.0,83.5,24.492,21.51,0.8559
2010,CDI0000000191,51.02,33.17,10.19,40.56,3.26,14.17,24.49,3079,5776,0,3460,38.94,51.22,51.3,31.07,17.546,80.59,0.1272
2018,CDI0000000192,79.83,52.52,21.29,3.75,6.51,8.04,34.43,2359,5425,0,10880,77.19,30.18,30.39,83.52,15.58,40.79,0.3324
2016,CDI0000000193,97.96,65.79,30.47,26.42,1.47,20.2,11.58,3612,17752,0,14107,47.03,5.38,51.39,54.72,20.345,24.71,0.0292
2016,CDI0000000194,69.45,72.75,2.27,45.56,32.62,24.4,14.93,987,11403,1,6775,6.37,46.92,67.38,1.48,9.434,59.24,0.2377
2013,CDI0000000195,40.88,35.44,28.42,40.24,29.77,22.17,20.34,1928,21798,0,4696,1.93,85.52,42.7,50.38,1.144,12.35,0.0426
2024,CDI0000000196,84.63,52.97,41.34,73.58,41.57,8.61,2.63,167,10907,1,4050,64.49,65.47,39.75,74.03,16.312,20.08,0.979
2019,CDI0000000197,89.41,77.17,22.15,17.84,32.47,2.36,29.34,4411,2373,0,4655,4.96,43.94,70.87,14.21,0.469,28.73,0.9804
2024,CDI0000000198,70.29,55.12,25.0,31.85,44.17,14.75,24.49,555,16319,0,20954,25.29,4.48,24.34,43.52,18.604,43.13,0.8147
2013,CDI0000000199,83.18,60.11,40.85,19.67,18.43,24.43,22.15,3846,10013,1,3976,62.38,71.48,31.24,13.44,18.354,60.41,0.7389
2016,CDI0000000200,80.9,57.72,24.67,32.68,16.55,32.2,33.59,2552,10526,1,23027,77.84,3.52,5.18,33.63,10.957,28.14,0.7402
2024,CDI0000000201,90.11,58.36,0.5,3.02,39.46,16.8,18.25,1904,7637,0,1403,44.71,36.48,78.32,45.51,0.907,76.31,0.3919
2023,CDI0000000202,38.53,24.38,3.2,89.84,7.92,27.04,30.41,2741,19753,0,21871,79.98,35.59,56.88,39.4,22.375,96.35,0.5939
2022,CDI0000000203,68.5,54.13,48.98,23.32,40.5,30.21,25.3,563,2613,0,22866,62.12,2.4,31.28,52.26,4.968,36.25,0.1143
2015,CDI0000000204,79.22,58.91,33.89,77.63,48.23,18.8,19.41,4973,24752,0,5036,13.05,12.79,17.53,19.16,18.876,25.0,0.8652
2023,CDI0000000205,72.28,48.49,41.11,44.63,29.99,11.23,10.36,1541,21955,0,9221,27.38,25.52,4.45,77.18,4.788,21.56,0.9232
2019,CDI0000000206,48.59,43.31,15.39,73.71,15.57,18.71,17.14,82,18434,0,1683,36.18,10.58,12.34,68.13,4.763,36.81,0.9693
2013,CDI0000000207,62.1,63.91,54.7,96.88,10.95,11.28,0.74,1039,19574,0,6705,41.78,16.52,2.81,36.56,8.149,76.53,0.8949
2016,CDI0000000208,91.46,63.27,1.1,2.52,18.06,22.64,9.35,2449,21756,1,8358,79.12,75.57,77.92,70.8,18.791,93.88,0.6589
2022,CDI0000000209,40.48,27.99,52.69,41.5,5.81,6.43,24.45,4822,11539,1,15000,70.95,9.9,44.07,85.04,14.14,57.43,0.7174
2024,CDI0000000210,36.36,31.71,32.09,40.4,29.22,20.6,7.83,1755,4889,0,10712,72.63,25.02,34.69,77.14,11.406,49.35,0.9144
2013,CDI0000000211,84.95,71.52,15.58,65.87,30.31,26.75,15.04,1778,1656,1,19797,60.3,45.7,56.39,11.12,19.273,90.14,0.7124
2016,CDI0000000212,62.48,63.01,50.25,47.22,56.3,4.13,10.11,245,4268,1,21894,18.7,37.64,28.11,51.89,13.813,0.88,0.2073
2018,CDI0000000213,89.06,75.74,50.53,11.23,47.67,17.92,25.83,1846,16265,1,13703,2.47,69.39,4.34,1.12,2.973,68.22,0.4361
2012,CDI0000000214,43.31,42.91,31.93,15.19,27.69,21.86,23.65,3282,12204,1,17726,15.89,84.7,51.42,6.03,20.814,64.65,0.9712
2022,CDI0000000215,83.17,66.76,8.59,71.33,7.3,24.74,5.55,2494,10697,1,12035,6.67,33.57,61.64,45.75,17.818,77.89,0.2096
2020,CDI0000000216,61.7,51.91,15.45,95.78,55.02,19.24,8.56,4035,460,0,1330,17.04,14.73,67.37,63.48,6.261,98.78,0.6069
2019,CDI0000000217,50.22,32.38,16.09,70.15,19.79,13.57,3.37,1188,288,0,24439,81.83,9.78,16.94,38.53,24.022,58.68,0.9767
2020,CDI0000000218,59.28,49.96,39.69,97.2,15.25,5.81,17.01,1240,5828,0,13753,51.19,53.28,50.44,64.75,15.537,34.86,0.6181
2013,CDI0000000219,36.7,26.45,0.81,14.97,39.63,13.09,10.42,3257,7057,0,14404,3.33,40.61,8.14,4.59,2.195,63.65,0.3322
2013,CDI0000000220,47.12,34.54,44.15,47.81,42.14,15.09,5.04,1679,5182,0,20076,56.3,28.93,46.56,88.59,16.979,96.7,0.4193
2015,CDI0000000221,60.53,47.51,17.33,2.32,26.58,6.08,1.73,4222,1424,1,24256,72.12,86.36,20.72,91.79,17.829,49.54,0.5336
2012,CDI0000000222,77.04,68.7,47.6,95.36,57.19,21.3,8.51,4893,6028,0,1415,61.16,13.02,54.53,2.54,8.666,54.28,0.1939
2023,CDI0000000223,72.39,50.84,41.62,64.12,58.02,27.67,11.13,2652,8836,0,10263,39.58,87.89,6.19,63.03,15.676,7.13,0.0976
2010,CDI0000000224,37.04,28.6,45.57,24.5,52.88,5.58,10.03,352,11346,0,21437,42.07,66.32,39.27,31.22,4.738,54.13,0.8702
2014,CDI0000000225,40.23,37.55,25.62,21.5,22.46,24.68,9.78,2214,19465,0,16179,54.17,78.54,62.45,41.19,15.468,65.71,0.4434
2022,CDI0000000226,84.36,52.54,43.04,93.69,9.74,24.53,0.87,4802,13883,1,11161,48.82,70.46,40.9,69.28,10.558,53.84,0.632
2013,CDI0000000227,97.3,62.51,34.49,95.99,49.42,3.21,13.73,1574,21945,0,11094,36.22,85.99,48.69,76.59,9.414,38.05,0.8542
2024,CDI0000000228,65.25,58.8,53.13,44.59,10.76,16.04,12.97,509,9037,0,377,43.61,61.74,44.91,6.59,1.239,37.11,0.9429
2018,CDI0000000229,96.81,88.95,22.38,98.84,47.77,31.09,28.92,1213,10554,0,6985,36.14,18.34,29.07,77.99,20.352,51.56,0.5249
2013,CDI0000000230,86.2,52.2,3.45,7.38,19.62,32.11,23.62,1465,6305,0,11676,73.88,73.0,76.11,60.05,6.997,69.54,0.6737
2018,CDI0000000231,36.84,27.99,22.03,3.96,24.47,7.54,15.7,1244,8278,0,6973,43.42,37.97,60.7,57.78,8.874,9.55,0.364
2018,CDI0000000232,71.7,60.5,2.42,48.33,10.5,23.44,13.95,3065,16884,1,16629,69.62,87.34,46.31,74.45,19.139,70.56,0.5889
2015,CDI0000000233,57.32,58.2,7.01,93.73,22.22,34.97,20.09,4138,8533,1,24975,39.37,12.19,79.81,38.5,8.968,44.39,0.8651
2020,CDI0000000234,75.37,61.34,44.77,21.31,39.85,29.13,16.64,1250,4073,0,23731,25.26,39.22,56.13,47.17,7.757,1.9,0.7732
2020,CDI0000000235,50.46,49.07,50.87,86.74,19.43,18.65,33.7,3503,17005,1,16308,32.49,74.36,12.36,49.23,2.869,4.91,0.9126
2025,CDI0000000236,68.22,54.02,41.15,2.61,57.54,31.77,0.58,3929,10461,1,17008,1.93,17.57,78.19,94.96,8.08,90.4,0.7191
2018,CDI0000000237,60.01,52.87,42.06,18.38,28.34,6.95,21.83,629,7875,1,6970,41.21,1.38,36.93,82.87,3.454,20.1,0.7632
2011,CDI0000000238,82.81,85.5,8.52,15.02,58.88,0.76,3.2,3524,12711,1,7972,34.94,73.76,11.16,81.45,1.467,68.04,0.8968
2020,CDI0000000239,93.21,65.39,15.66,0.88,22.79,24.19,25.77,721,6249,1,2130,75.31,74.31,15.25,70.65,6.238,40.31,0.9522
2013,CDI0000000240,64.37,50.55,13.84,12.31,20.67,6.35,18.45,2527,17484,0,24277,6.66,21.36,30.86,84.63,0.725,53.08,0.0331
2016,CDI0000000241,96.64,64.12,5.82,58.35,41.69,11.35,34.35,4413,11917,1,20235,41.85,84.41,48.58,59.7,1.265,93.07,0.3167
2025,CDI0000000242,90.96,58.39,9.77,80.22,36.69,24.82,11.78,3221,14631,1,18386,80.67,52.03,69.35,46.07,13.89,23.55,0.6225
2014,CDI0000000243,65.62,65.73,50.45,20.4,6.98,24.6,11.74,2131,8078,0,5561,57.76,17.88,47.75,93.42,10.532,25.6,0.8696
2020,CDI0000000244,92.14,87.69,45.83,3.59,19.92,31.69,28.42,1031,4875,1,12421,73.37,3.57,52.87,8.34,19.838,40.19,0.9899
2019,CDI0000000245,87.5,69.55,35.07,10.37,34.73,19.74,23.65,4900,1876,0,20241,30.09,26.52,43.19,93.58,19.231,88.56,0.314
2020,CDI0000000246,93.16,75.43,36.97,1.77,6.04,16.57,10.4,2859,23350,0,9617,30.99,40.15,9.86,21.16,18.026,91.05,0.2612
2021,CDI0000000247,60.29,39.56,19.7,36.7,4.01,13.53,29.56,509,5438,1,21936,17.51,77.81,15.09,46.35,7.205,74.95,0.8563
2021,CDI0000000248,53.26,41.24,20.54,40.44,56.45,15.45,25.13,853,6259,1,18691,11.48,17.82,71.6,49.19,21.802,40.04,0.3315
2015,CDI0000000249,66.94,69.64,36.16,8.82,35.02,25.77,2.77,668,13787,1,18535,2.24,63.75,65.73,8.22,19.64,15.52,0.5552
2011,CDI0000000250,56.52,40.02,48.16,94.17,16.97,10.34,6.88,4768,15287,0,15044,71.27,27.35,38.63,19.25,20.173,39.3,0.3999
2011,CDI0000000251,65.42,44.39,46.13,96.78,29.2,15.88,29.39,3949,23364,0,3019,17.82,76.47,43.11,37.08,3.769,55.07,0.0451
2020,CDI0000000252,90.86,82.25,35.16,12.43,40.59,7.55,7.82,4741,12574,0,3998,32.75,68.35,16.87,56.39,21.627,4.32,0.2801
2014,CDI0000000253,50.3,37.29,28.2,97.17,36.59,32.2,17.18,527,24474,0,356,29.98,74.69,70.26,84.15,21.696,47.49,0.8606
2016,CDI0000000254,53.84,33.46,41.1,47.31,17.34,0.79,30.22,3429,17359,1,4625,14.04,52.3,37.51,28.48,7.768,87.17,0.3393
2011,CDI0000000255,49.62,49.77,28.07,52.24,59.25,34.9,15.69,3922,14794,1,22949,78.33,5.37,63.28,17.28,6.369,78.0,0.325
2022,CDI0000000256,94.31,62.86,54.17,4.46,44.56,15.18,10.99,4131,11958,0,18677,6.74,87.63,70.56,24.64,22.364,55.32,0.694
2023,CDI0000000257,50.85,35.24,36.53,75.64,35.75,9.3,16.34,239,3470,0,14400,31.84,75.44,26.49,89.15,16.29,22.77,0.6887
2025,CDI0000000258,59.5,42.29,39.96,36.15,24.37,30.99,0.07,1397,19557,1,22119,39.89,41.48,53.67,29.5,8.616,6.15,0.0233
2010,CDI0000000259,51.68,42.43,54.06,13.51,15.5,13.39,34.03,1432,3814,0,19241,19.53,58.73,50.55,34.98,16.799,13.53,0.9079
2014,CDI0000000260,91.26,82.27,40.0,99.62,26.83,1.93,10.98,1618,23615,0,21204,26.73,38.58,22.65,67.75,11.519,85.72,0.3324
2012,CDI0000000261,63.9,56.31,38.49,42.01,4.12,34.06,26.73,1291,10503,1,1897,11.81,22.44,6.68,13.74,3.205,79.48,0.6567
2015,CDI0000000262,97.26,98.06,31.17,24.02,56.09,3.3,1.73,1219,11774,0,2011,11.37,23.62,33.29,82.4,2.552,0.04,0.6478
2023,CDI0000000263,58.67,35.77,12.15,44.37,5.31,23.2,1.89,2419,6601,0,15255,71.2,16.48,54.93,79.21,16.88,86.06,0.9545
2021,CDI0000000264,63.38,57.36,34.6,11.39,42.65,27.45,9.57,1939,10471,1,6687,82.82,17.72,36.16,71.98,19.692,93.59,0.7461
2013,CDI0000000265,48.79,33.97,54.22,14.87,22.57,5.02,11.48,4599,15809,0,1620,44.67,81.53,37.01,93.46,8.785,9.31,0.1741
2017,CDI0000000266,43.98,40.97,43.42,15.53,6.67,16.09,28.76,1864,1810,1,12646,42.53,12.97,23.98,42.27,21.664,7.45,0.0683
2013,CDI0000000267,70.74,60.31,50.54,75.54,3.47,30.76,15.04,3257,15769,0,3132,38.21,34.61,53.0,40.65,5.737,31.73,0.9805
2016,CDI0000000268,88.15,78.82,26.49,92.56,19.22,26.61,26.91,509,11768,1,5830,45.0,12.64,20.78,33.01,1.416,92.97,0.4678
2024,CDI0000000269,39.52,28.02,40.77,57.64,59.71,9.41,13.55,1864,9331,1,4014,44.78,70.62,70.81,21.24,17.829,93.49,0.7745
2017,CDI0000000270,55.43,42.74,11.31,74.49,28.51,34.11,23.31,3966,11601,0,8671,81.25,6.45,37.02,72.82,10.899,87.85,0.1827
2018,CDI0000000271,63.06,55.38,52.72,32.07,39.47,18.71,32.35,2564,4385,1,19221,17.63,83.65,54.24,75.47,6.981,77.31,0.4938
2016,CDI0000000272,60.22,59.29,0.05,81.99,27.0,11.07,25.96,3116,21471,1,10302,13.43,51.08,61.52,53.62,9.721,6.76,0.3421
2012,CDI0000000273,68.76,62.99,50.22,48.79,39.49,32.39,28.01,4132,5082,0,20414,40.92,61.15,55.41,40.41,10.632,94.88,0.3419
2018,CDI0000000274,60.88,49.39,49.22,85.18,4.46,28.19,34.88,737,22216,0,6963,45.39,21.52,30.24,71.21,3.071,45.1,0.6328
2013,CDI0000000275,66.19,52.28,40.85,85.58,30.41,11.56,5.28,1852,7866,0,7107,69.65,55.21,46.66,24.8,20.604,64.54,0.3826
2011,CDI0000000276,75.01,73.99,46.48,13.75,51.32,15.93,2.24,2220,12226,0,5742,43.79,14.86,56.53,12.77,23.084,40.46,0.0776
2021,CDI0000000277,63.79,50.43,39.24,30.54,25.73,21.53,24.55,702,21465,0,17060,4.77,14.52,59.07,19.67,0.727,94.94,0.9823
2022,CDI0000000278,45.29,33.41,33.13,59.21,36.14,9.69,17.5,4482,1675,1,11804,84.69,81.9,12.05,39.79,24.472,48.76,0.4278
2022,CDI0000000279,82.34,81.84,21.46,71.82,54.77,28.56,4.41,2662,2615,0,20208,28.54,53.84,53.58,3.05,12.145,3.84,0.3311
2012,CDI0000000280,94.93,62.76,53.82,31.81,8.67,2.33,26.82,3272,19425,0,17514,24.12,6.52,25.37,46.47,2.879,51.03,0.9414
2023,CDI0000000281,83.4,55.71,18.98,16.2,55.37,4.95,3.2,1953,19285,0,7098,3.6,81.86,42.47,3.99,17.157,62.99,0.4422
2020,CDI0000000282,43.41,34.44,25.68,80.68,15.99,11.29,4.22,1751,7057,1,16368,42.1,23.46,28.21,49.83,9.394,77.7,0.377
2018,CDI0000000283,75.36,70.83,6.88,58.29,21.6,26.95,11.72,1703,4310,1,10160,20.42,50.48,57.92,88.34,24.926,24.27,0.2393
2013,CDI0000000284,72.77,72.22,28.92,42.07,38.07,18.2,19.02,2631,15175,1,23194,44.44,41.34,72.17,84.03,22.763,29.17,0.5998
2021,CDI0000000285,59.1,48.56,43.89,48.53,2.18,4.37,18.36,352,16024,1,18508,46.24,0.92,16.29,23.01,16.068,75.84,0.9583
2024,CDI0000000286,72.84,56.83,37.39,20.94,17.04,34.66,14.5,2964,2608,0,3222,80.15,3.14,57.52,7.0,16.419,63.75,0.4746
2018,CDI0000000287,65.38,64.11,52.95,99.82,4.72,1.76,24.05,3566,12284,1,20911,72.33,40.56,26.01,30.92,16.253,38.85,0.3235
2012,CDI0000000288,66.01,55.08,28.93,90.84,1.58,1.32,25.45,4751,3313,0,23754,83.6,60.28,30.06,54.34,19.04,66.31,0.2818
2020,CDI0000000289,58.26,57.83,52.52,91.57,25.01,2.86,4.2,2025,4271,0,10623,56.78,20.92,57.96,8.71,3.47,70.87,0.5289
2019,CDI0000000290,50.71,47.79,7.41,59.07,7.1,21.13,31.97,1390,20128,1,9712,71.64,55.48,55.26,73.17,1.15,25.48,0.3442
2015,CDI0000000291,46.75,48.94,54.21,6.04,1.58,27.79,28.58,3689,8229,0,2208,46.55,77.72,70.2,52.9,24.171,81.15,0.6617
2018,CDI0000000292,99.67,78.06,10.12,83.86,6.77,22.05,28.91,7,20389,0,16105,53.75,6.7,79.3,52.51,21.038,3.07,0.7651
2014,CDI0000000293,39.14,33.62,51.32,66.66,51.15,23.32,10.51,1607,1938,1,17310,12.46,88.44,25.0,55.19,11.625,88.75,0.3997
2017,CDI0000000294,73.27,68.59,12.22,64.92,9.01,10.52,3.95,2409,2023,0,3916,83.13,70.46,24.21,79.21,24.481,36.53,0.6081
2017,CDI0000000295,79.49,66.39,18.75,59.86,24.56,18.68,6.16,191,16587,0,11255,14.16,27.76,58.99,24.8,1.516,79.62,0.2624
2016,CDI0000000296,71.26,65.89,25.24,19.43,0.08,21.16,9.82,92,330,1,15935,32.71,58.85,12.74,78.61,12.274,38.37,0.3133
2018,CDI0000000297,83.14,67.62,26.36,70.48,9.4,27.48,15.41,4957,11017,0,11806,68.0,28.76,24.17,48.78,23.603,37.44,0.831
2011,CDI0000000298,72.81,49.82,47.13,64.96,50.49,12.56,14.47,1774,24698,1,18916,13.77,46.88,12.28,49.87,6.894,7.58,0.8384
2014,CDI0000000299,81.87,55.49,51.19,69.5,46.4,7.06,16.34,760,939,0,1156,51.68,87.02,40.37,12.82,5.257,89.14,0.0003
2013,CDI0000000300,35.62,30.22,7.67,28.37,4.4,4.12,33.71,3094,9967,1,10806,73.62,62.68,51.58,0.73,0.198,91.16,0.804
2010,CDI0000000301,59.73,37.82,12.84,52.44,36.75,16.91,1.06,3340,19517,0,11379,53.45,79.8,30.28,25.69,9.605,61.8,0.9055
2012,CDI0000000302,71.42,60.46,6.83,48.9,3.16,19.12,24.19,441,21545,0,15845,51.36,57.79,24.92,16.22,7.472,32.13,0.4311
2023,CDI0000000303,65.49,47.1,49.33,88.46,59.51,5.28,12.12,3501,3450,0,6330,39.64,65.21,67.32,75.8,9.311,5.48,0.3528
2020,CDI0000000304,57.39,42.69,36.18,23.98,1.88,9.22,18.55,2338,22758,0,13473,61.8,75.54,76.4,80.43,12.057,60.67,0.4025
2017,CDI0000000305,57.3,39.86,0.65,4.03,16.66,13.35,3.04,223,11915,1,12149,33.63,55.58,67.91,52.73,17.345,48.15,0.5128
2024,CDI0000000306,45.64,46.97,43.27,7.07,47.05,22.3,24.84,1640,18098,0,9185,37.32,5.4,23.8,54.82,16.128,67.55,0.0341
2025,CDI0000000307,92.76,57.39,3.23,38.83,4.35,27.63,20.63,4953,20787,0,8661,32.34,25.84,29.53,19.17,6.688,20.68,0.4058
2019,CDI0000000308,80.55,55.62,54.88,77.66,25.03,29.43,8.18,3049,391,0,16168,35.1,76.71,40.91,82.79,0.461,77.3,0.8342
2014,CDI0000000309,64.47,58.54,21.27,51.9,8.27,24.89,1.03,1383,6998,0,4320,20.76,70.03,36.47,68.58,21.945,12.48,0.942
2019,CDI0000000310,42.8,29.86,31.8,94.76,3.8,18.48,23.26,4528,20630,0,6832,53.04,5.07,41.68,26.34,7.042,44.0,0.8262
2015,CDI0000000311,50.51,32.49,40.62,71.34,23.56,2.49,11.15,4325,19055,0,7217,16.84,52.55,69.94,48.84,15.338,73.57,0.3361
2018,CDI0000000312,39.13,27.5,12.07,4.52,35.4,22.78,19.02,3154,4139,0,4446,10.74,44.44,20.91,41.43,16.336,1.05,0.4247
2021,CDI0000000313,90.46,81.4,16.16,66.11,9.67,26.42,13.12,137,6617,0,3225,52.17,70.14,75.3,89.04,17.58,9.18,0.2145
2017,CDI0000000314,56.12,34.92,45.72,75.59,53.7,25.44,27.28,4984,5837,0,5117,69.74,15.22,57.39,15.9,3.858,62.9,0.5067
2022,CDI0000000315,68.8,54.24,7.07,23.56,26.19,11.7,12.57,2440,3408,0,17465,52.25,31.16,12.51,49.1,17.257,53.48,0.2763
2023,CDI0000000316,65.72,46.71,24.59,27.4,45.76,16.32,15.94,4607,22860,0,3874,8.24,74.35,23.41,22.93,12.901,69.99,0.0793
2018,CDI0000000317,65.65,55.79,9.34,35.88,32.98,22.31,27.57,1800,11916,0,23755,3.47,51.66,54.71,74.18,14.276,56.2,0.563
2016,CDI0000000318,64.4,67.16,44.35,26.09,52.84,15.83,28.67,4971,23863,1,15121,16.52,84.0,15.16,76.67,11.276,30.61,0.5052
2022,CDI0000000319,57.87,40.95,2.34,24.02,19.47,29.01,3.76,1004,5050,1,24778,18.31,73.98,41.79,87.86,2.661,37.71,0.7955
2013,CDI0000000320,59.85,46.37,33.6,21.91,21.14,25.4,15.57,1015,21651,0,14684,11.6,88.16,59.99,63.29,21.229,86.93,0.0596
2012,CDI0000000321,97.67,75.01,29.51,68.92,41.0,14.38,2.2,3977,4997,0,17036,7.35,46.05,26.89,60.43,16.236,10.58,0.4457
2013,CDI0000000322,92.21,65.13,43.84,58.44,14.75,13.28,32.42,471,10670,1,15672,72.02,4.42,0.79,40.8,11.079,41.6,0.3165
2020,CDI0000000323,43.01,28.07,46.63,54.05,40.87,16.06,11.71,938,16264,0,1627,45.13,59.28,44.32,8.68,11.48,26.29,0.987
2022,CDI0000000324,71.2,58.09,20.6,75.13,24.76,28.42,15.06,1205,18241,0,23804,58.86,44.79,67.17,76.08,23.397,41.14,0.6535
2021,CDI0000000325,46.44,29.56,32.82,29.42,59.98,17.6,17.21,1121,21609,1,5848,76.67,81.34,50.2,59.59,10.586,27.71,0.9674
2014,CDI0000000326,67.45,65.76,15.21,19.13,47.25,3.33,14.47,961,10910,0,1229,54.31,68.03,74.17,86.9,1.984,88.78,0.5184
2022,CDI0000000327,40.79,31.2,26.97,29.35,55.71,15.92,28.4,1066,3516,1,6751,55.32,28.98,32.17,88.79,23.135,0.07,0.2134
2011,CDI0000000328,71.16,66.79,44.39,24.9,28.16,14.78,20.98,3970,18056,0,14890,21.38,88.68,71.34,4.83,16.999,67.54,0.5243
2021,CDI0000000329,59.1,38.78,29.26,36.32,39.51,18.43,22.78,3533,397,1,5859,34.11,70.65,0.61,57.12,21.876,32.24,0.96
2022,CDI0000000330,65.37,47.83,2.92,26.45,29.34,28.79,1.17,988,8252,0,17459,9.72,75.35,18.98,16.34,8.923,91.09,0.5869
2021,CDI0000000331,60.75,53.0,14.55,83.03,38.23,17.12,30.77,1474,20779,0,7292,31.14,52.7,20.72,29.09,5.791,92.67,0.8818
2021,CDI0000000332,90.71,55.2,33.49,66.41,22.52,10.74,5.35,3209,15816,0,12416,47.02,60.35,76.15,59.24,5.741,57.77,0.4937
2013,CDI0000000333,58.04,60.64,22.06,62.68,6.76,26.54,12.2,4537,18,0,23462,59.67,55.94,25.25,75.79,13.326,3.75,0.0756
2019,CDI0000000334,66.71,59.61,13.54,49.14,51.87,2.57,9.71,4005,24641,0,23389,51.84,40.75,78.65,34.07,9.227,96.84,0.6631
2022,CDI0000000335,49.44,42.13,15.58,37.17,47.24,5.0,20.47,2015,9735,0,902,49.89,36.17,22.2,60.67,7.36,23.77,0.7627
2014,CDI0000000336,59.89,37.33,12.34,10.35,56.98,3.93,13.96,1843,10039,0,15660,72.03,5.31,71.06,87.47,12.01,51.41,0.5343
2013,CDI0000000337,77.27,67.88,13.26,34.55,0.48,30.96,3.08,2171,10311,0,1628,41.37,26.05,25.43,80.33,6.624,12.61,0.7483
2011,CDI0000000338,79.67,75.17,50.13,85.36,10.3,2.83,15.59,1952,24678,0,2211,17.12,81.49,10.21,89.35,19.516,31.31,0.2489
2021,CDI0000000339,99.02,87.04,40.69,99.81,57.65,2.61,0.1,3772,23978,1,3091,39.03,29.32,69.96,59.16,19.19,91.8,0.1218
2014,CDI0000000340,61.39,56.16,16.45,4.72,15.44,11.06,25.85,694,21711,1,2042,82.59,76.15,24.34,19.44,24.126,93.89,0.8374
2012,CDI0000000341,69.32,43.52,24.27,87.47,23.02,4.83,10.55,3813,20639,1,9296,31.49,79.07,43.14,14.95,5.484,71.16,0.6543
2012,CDI0000000342,79.44,82.2,19.23,45.23,52.17,16.14,13.02,1852,6722,0,13607,65.99,26.65,36.37,76.05,10.947,77.68,0.5458
