labor_unemp_claims_week_ending,labor_unemp_local_area_unemployment_code,labor_unemp_labor_force_level,labor_unemp_employed_level,labor_unemp_unemployed_level,labor_unemp_unemployment_rate_pct,labor_unemp_insured_unemployment_rate_pct,labor_unemp_initial_claims_count,labor_unemp_continued_claims_count,labor_unemp_benefit_exhaustions_count,labor_unemp_new_hires_rate_pct,labor_unemp_job_openings_rate_pct,labor_unemp_quit_rate_pct,labor_unemp_layoff_rate_pct,labor_unemp_workshare_participants,labor_unemp_seasonal_adjustment_method,labor_unemp_pandemic_program_flag,labor_unemp_revisions_cycle_id,labor_unemp_data_source_agency,labor_unemp_publication_date
2020-11-22,LAUIN100145,2192385,1865720,326665,14.9,6.58,4955,319899,20650,2.82,1.54,1.65,3.16,3408,NONE,N,RC2021_02,CMIE,2020-09-28
2021-06-27,LAUIN100146,2567078,2303953,263125,10.25,7.11,111985,102407,13897,5.08,4.36,5.7,6.92,17928,NONE,Y,RC2022_03,ESIC,2020-06-08
2019-05-19,LAUIN100147,2491000,2327591,163409,6.56,2.93,89223,38602,34431,3.46,6.12,0.94,6.43,1932,NONE,Y,RC2023_04,State_Lab_Department,2025-11-03
2020-03-22,LAUIN100148,4668367,3826194,842173,18.04,4.15,101067,75979,9280,2.31,0.05,2.71,1.36,15785,TRAMO_SEATS,Y,RC2024_05,ESIC,2019-10-12
2020-07-19,LAUIN100149,1627917,1463661,164256,10.09,1.66,52573,317990,12561,3.45,0.91,4.8,2.38,4212,TRAMO_SEATS,Y,RC2025_06,ESIC,2025-08-17
2024-05-19,LAUIN100150,1850699,1598079,252620,13.65,3.55,51396,221012,38604,0.46,1.88,3.56,0.26,18729,MOVING_AVG,N,RC2020_07,ESIC,2020-05-18
2020-09-06,LAUIN100151,1531853,1262554,269299,17.58,9.74,33509,86946,40502,7.46,9.78,1.16,1.76,13346,MOVING_AVG,Y,RC2021_08,ESIC,2022-12-10
2022-03-06,LAUIN100152,4453432,4371935,81497,1.83,7.7,47491,232332,6791,1.85,8.46,2.31,1.47,13174,TRAMO_SEATS,Y,RC2022_09,EPFO,2025-08-19
2019-04-07,LAUIN100153,4936387,4341553,594834,12.05,4.28,22814,285929,35486,0.51,3.85,1.27,5.47,8642,MOVING_AVG,N,RC2023_10,MOSPI,2023-03-26
2023-11-19,LAUIN100154,1810853,1643531,167322,9.24,1.67,119594,268886,18538,7.48,9.28,4.44,6.54,19275,X13,Y,RC2024_11,CMIE,2020-06-20
2022-06-05,LAUIN100155,3278748,2989891,288857,8.81,2.96,34743,46962,33654,4.82,2.84,3.34,3.47,2366,MOVING_AVG,Y,RC2025_12,MOSPI,2021-04-18
2019-11-10,LAUIN100156,1221001,988401,232600,19.05,4.23,69467,297996,5606,5.65,8.42,2.87,2.77,7683,TRAMO_SEATS,N,RC2020_01,ESIC,2019-03-28
2024-09-15,LAUIN100157,1397480,1331240,66240,4.74,7.46,115732,262231,25879,7.29,3.31,1.2,0.97,3130,MOVING_AVG,Y,RC2021_02,EPFO,2021-04-12
2020-02-02,LAUIN100158,3966405,3683601,282804,7.13,4.1,76503,337681,4858,3.21,0.41,4.83,6.58,771,TRAMO_SEATS,N,RC2022_03,LabourBureau,2023-12-04
2020-03-29,LAUIN100159,3472087,3000231,471856,13.59,2.2,15100,335568,10512,4.91,6.89,3.02,4.28,13109,TRAMO_SEATS,Y,RC2023_04,LabourBureau,2020-02-20
2018-01-07,LAUIN100160,4904122,4536804,367318,7.49,9.75,48828,252347,25248,1.12,2.29,1.6,1.11,11905,TRAMO_SEATS,Y,RC2024_05,ESIC,2019-08-09
2023-08-27,LAUIN100161,1152684,933905,218779,18.98,4.84,67526,54954,8168,0.1,8.87,5.5,0.64,18249,NONE,N,RC2025_06,MOSPI,2025-02-21
2023-01-15,LAUIN100162,3852993,3819472,33521,0.87,5.57,113991,105671,9756,2.39,5.05,0.12,1.21,2128,TRAMO_SEATS,N,RC2020_07,MOSPI,2019-05-29
2021-01-17,LAUIN100163,1263390,1171289,92101,7.29,0.66,84351,309024,38787,1.4,9.96,1.97,2.41,3086,MOVING_AVG,Y,RC2021_08,EPFO,2021-01-11
2024-09-15,LAUIN100164,5973700,5848850,124850,2.09,5.75,46063,246152,22585,6.71,5.14,4.3,1.38,17718,NONE,Y,RC2022_09,CMIE,2019-01-04
2024-07-07,LAUIN100165,2342589,2242327,100262,4.28,0.64,57788,130308,12278,0.3,9.58,1.74,3.37,14027,X13,Y,RC2023_10,CMIE,2024-06-12
2024-10-06,LAUIN100166,5256922,4330127,926795,17.63,9.7,38750,145294,14774,4.96,3.18,2.25,0.38,1227,MOVING_AVG,Y,RC2024_11,CMIE,2020-06-28
2022-08-21,LAUIN100167,4537683,3901954,635729,14.01,9.65,42568,22330,18729,1.52,7.84,4.49,1.25,13347,MOVING_AVG,Y,RC2025_12,EPFO,2023-01-20
2023-06-11,LAUIN100168,3312114,3091196,220918,6.67,9.71,2027,66730,15740,2.59,4.56,0.68,0.31,15600,MOVING_AVG,N,RC2020_01,State_Lab_Department,2023-03-24
2024-03-17,LAUIN100169,5393641,5109397,284244,5.27,4.29,65223,223931,14720,5.79,2.95,2.6,2.79,13973,MOVING_AVG,N,RC2021_02,MOSPI,2023-02-08
2023-11-05,LAUIN100170,3105446,2626276,479170,15.43,4.1,56321,55089,25411,3.49,5.77,0.05,3.07,19983,NONE,Y,RC2022_03,ESIC,2023-05-15
2024-04-14,LAUIN100171,4354618,4221803,132815,3.05,0.51,109422,68102,8534,7.68,7.4,3.67,2.02,18626,X13,N,RC2023_04,EPFO,2022-03-26
2022-12-18,LAUIN100172,2756487,2661113,95374,3.46,3.37,54029,83157,45479,5.29,7.07,3.13,6.92,6396,X13,N,RC2024_05,CMIE,2020-12-08
2023-04-23,LAUIN100173,725693,681063,44630,6.15,8.12,158,185879,27218,1.92,7.09,3.87,5.68,2552,MOVING_AVG,N,RC2025_06,EPFO,2025-09-05
2019-07-21,LAUIN100174,3596986,3090531,506455,14.08,4.58,82660,52961,14841,7.91,0.1,3.43,1.37,8770,MOVING_AVG,N,RC2020_07,MOSPI,2020-04-09
2023-07-30,LAUIN100175,2850475,2308030,542445,19.03,1.54,112035,261337,45646,1.63,9.61,3.28,6.73,18001,X13,Y,RC2021_08,EPFO,2023-11-04
2020-02-23,LAUIN100176,5490281,5378829,111452,2.03,3.23,60893,236619,33291,5.91,3.52,4.64,4.88,5733,TRAMO_SEATS,Y,RC2022_09,EPFO,2025-10-31
2023-02-19,LAUIN100177,1749769,1567444,182325,10.42,5.94,118318,89024,6793,5.22,1.86,2.18,0.75,13923,X13,N,RC2023_10,EPFO,2019-04-02
2019-04-14,LAUIN100178,3343346,2675680,667666,19.97,0.86,101155,107741,8499,1.73,3.59,4.56,4.31,11394,TRAMO_SEATS,Y,RC2024_11,State_Lab_Department,2019-12-17
2018-01-28,LAUIN100179,562594,552130,10464,1.86,1.43,87545,64200,26578,0.87,8.99,2.97,6.15,8387,TRAMO_SEATS,N,RC2025_12,MOSPI,2024-04-09
2023-03-05,LAUIN100180,5108086,4627416,480670,9.41,8.76,35133,236978,11631,4.0,5.51,1.81,1.64,9745,NONE,Y,RC2020_01,State_Lab_Department,2019-09-05
2023-05-14,LAUIN100181,5637557,4649294,988263,17.53,2.74,80388,227408,11965,4.95,4.4,2.03,5.92,14175,X13,N,RC2021_02,CMIE,2023-07-25
2022-01-30,LAUIN100182,5538802,4882454,656348,11.85,8.96,65354,118839,2155,1.35,0.39,4.12,6.79,18624,MOVING_AVG,Y,RC2022_03,MOSPI,2022-06-18
2020-09-27,LAUIN100183,2284451,1969883,314568,13.77,3.6,30484,37819,45503,4.59,0.91,5.47,3.86,14171,NONE,N,RC2023_04,CMIE,2025-10-24
2019-08-11,LAUIN100184,2898268,2771614,126654,4.37,9.08,72959,96790,32015,2.4,5.84,3.28,1.47,2576,MOVING_AVG,Y,RC2024_05,EPFO,2023-11-13
2018-04-15,LAUIN100185,4616265,3937675,678590,14.7,2.36,112699,125395,28816,5.4,3.74,5.79,2.33,14264,NONE,N,RC2025_06,ESIC,2022-03-31
2021-07-18,LAUIN100186,5038320,4828726,209594,4.16,5.27,82211,302480,46213,5.15,9.13,3.3,3.04,7400,MOVING_AVG,Y,RC2020_07,ESIC,2024-05-20
2020-08-02,LAUIN100187,1252539,1041111,211428,16.88,6.64,51556,35031,35177,2.17,9.99,4.39,0.6,8362,NONE,Y,RC2021_08,MOSPI,2020-06-25
2024-11-24,LAUIN100188,2678566,2579995,98571,3.68,7.07,81156,314357,18626,5.98,5.28,2.13,0.69,18948,NONE,N,RC2022_09,CMIE,2022-08-25
2020-12-13,LAUIN100189,5245236,4709173,536063,10.22,6.16,106469,185701,24859,3.4,6.07,3.89,5.53,6339,NONE,N,RC2023_10,LabourBureau,2019-11-22
2018-09-23,LAUIN100190,5905281,5475377,429904,7.28,6.09,22518,226472,4796,7.22,2.49,2.64,6.28,8165,NONE,N,RC2024_11,ESIC,2021-11-07
2023-10-29,LAUIN100191,1109472,889686,219786,19.81,2.6,40110,303776,48082,1.66,6.64,4.48,5.4,8925,TRAMO_SEATS,N,RC2025_12,EPFO,2025-08-13
2020-12-13,LAUIN100192,4933616,4175320,758296,15.37,3.67,72985,120363,5344,4.39,5.97,3.67,3.13,4101,NONE,Y,RC2020_01,CMIE,2019-12-12
2022-06-26,LAUIN100193,1923886,1812686,111200,5.78,2.08,67681,51677,21453,4.71,2.98,2.93,4.79,8693,NONE,Y,RC2021_02,CMIE,2021-07-17
2019-03-24,LAUIN100194,5760622,4918420,842202,14.62,3.92,71343,326525,45908,0.34,7.05,5.28,6.79,6057,MOVING_AVG,N,RC2022_03,CMIE,2024-08-10
2020-06-21,LAUIN100195,2999087,2536028,463059,15.44,3.52,93432,72103,16339,2.59,5.28,5.0,0.6,9117,TRAMO_SEATS,N,RC2023_04,ESIC,2025-05-05
2018-11-11,LAUIN100196,1020504,1009789,10715,1.05,7.2,103306,60984,15743,7.08,5.49,4.14,3.07,13984,TRAMO_SEATS,Y,RC2024_05,CMIE,2021-03-04
2022-10-30,LAUIN100197,5356199,5283355,72844,1.36,0.33,79975,46115,34518,7.14,9.29,4.11,3.48,11472,TRAMO_SEATS,Y,RC2025_06,ESIC,2019-03-15
2018-05-06,LAUIN100198,4734739,4042994,691745,14.61,7.69,6669,179903,666,1.72,3.06,4.09,4.69,6649,MOVING_AVG,N,RC2020_07,CMIE,2025-05-18
2022-02-13,LAUIN100199,4103645,3321901,781744,19.05,5.5,109932,72973,16699,3.13,4.12,3.87,0.95,19136,NONE,N,RC2021_08,ESIC,2020-08-23
2020-03-15,LAUIN100200,3292949,3165183,127766,3.88,6.2,2498,135840,28683,2.12,1.16,4.81,6.03,14676,NONE,Y,RC2022_09,State_Lab_Department,2025-11-01
2018-01-21,LAUIN100201,4895745,4394911,500834,10.23,1.55,643,175262,43938,1.61,0.2,1.15,1.08,16906,TRAMO_SEATS,Y,RC2023_10,LabourBureau,2021-05-10
2020-08-02,LAUIN100202,3026097,2669623,356474,11.78,5.47,111037,135903,26863,4.35,6.15,2.16,1.73,670,X13,N,RC2024_11,CMIE,2025-03-22
2021-06-20,LAUIN100203,645986,629385,16601,2.57,7.2,31410,185375,35220,4.12,8.61,2.42,5.89,2868,NONE,N,RC2025_12,ESIC,2019-12-09
2024-04-21,LAUIN100204,4029269,3580812,448457,11.13,8.76,57082,256397,37467,3.99,0.89,1.76,2.06,18340,TRAMO_SEATS,Y,RC2020_01,MOSPI,2020-03-28
2018-12-16,LAUIN100205,5865801,5649353,216448,3.69,7.11,102057,242172,46396,7.06,1.64,5.94,2.16,18439,TRAMO_SEATS,Y,RC2021_02,EPFO,2019-05-28
2018-12-23,LAUIN100206,2915057,2437571,477486,16.38,5.13,24490,14038,38477,3.03,1.38,1.54,2.88,4798,X13,Y,RC2022_03,CMIE,2025-03-15
2019-10-27,LAUIN100207,388318,374689,13629,3.51,3.0,94700,158971,16371,3.59,9.96,2.17,2.99,8881,NONE,Y,RC2023_04,ESIC,2021-05-15
2020-04-26,LAUIN100208,313488,294554,18934,6.04,1.86,37058,15523,31569,1.71,3.16,5.29,5.79,3981,TRAMO_SEATS,N,RC2024_05,CMIE,2020-02-15
2018-12-02,LAUIN100209,4061750,3348913,712837,17.55,3.49,6374,312143,33175,2.56,1.6,4.76,2.47,14109,NONE,N,RC2025_06,ESIC,2024-09-25
2018-01-07,LAUIN100210,2722233,2607900,114333,4.2,5.31,21421,338177,34418,6.84,4.9,2.75,5.52,18123,TRAMO_SEATS,Y,RC2020_07,CMIE,2020-12-01
2022-04-24,LAUIN100211,5066087,4529589,536498,10.59,2.76,100719,102005,17846,4.69,8.79,3.04,6.67,19034,X13,Y,RC2021_08,ESIC,2019-06-26
2023-10-08,LAUIN100212,3068410,2514562,553848,18.05,1.57,22153,340938,29386,4.17,8.1,0.49,1.3,9836,X13,N,RC2022_09,LabourBureau,2020-07-07
2021-10-31,LAUIN100213,4539460,4236225,303235,6.68,2.29,45051,315647,27513,5.18,8.94,3.51,4.54,3898,X13,Y,RC2023_10,ESIC,2022-03-20
2022-08-21,LAUIN100214,5055848,5026019,29829,0.59,0.23,25732,269000,37381,3.58,4.87,5.59,1.77,5477,NONE,Y,RC2024_11,ESIC,2021-02-13
2021-08-29,LAUIN100215,447937,431588,16349,3.65,2.43,57943,103398,33287,2.95,0.61,0.53,5.94,17629,TRAMO_SEATS,Y,RC2025_12,State_Lab_Department,2024-09-21
2018-05-20,LAUIN100216,5025210,4150824,874386,17.4,8.57,109723,346895,18394,3.3,4.06,2.52,3.4,3490,X13,Y,RC2020_01,MOSPI,2025-04-11
2023-05-21,LAUIN100217,62179,60619,1560,2.51,8.69,53513,300873,1857,3.91,6.42,0.25,0.66,209,NONE,N,RC2021_02,EPFO,2019-05-11
2022-04-03,LAUIN100218,2623032,2561391,61641,2.35,8.6,11487,44294,25971,6.5,0.91,0.81,2.37,10035,MOVING_AVG,Y,RC2022_03,State_Lab_Department,2019-06-23
2022-05-15,LAUIN100219,2658057,2353178,304879,11.47,8.94,23484,197702,31030,7.34,2.11,3.58,2.18,16981,X13,Y,RC2023_04,LabourBureau,2022-03-25
2020-06-21,LAUIN100220,799228,742403,56825,7.11,5.85,52062,100322,37722,1.25,7.63,1.05,0.89,3676,TRAMO_SEATS,N,RC2024_05,State_Lab_Department,2022-02-15
2019-11-24,LAUIN100221,2467626,1984219,483407,19.59,3.4,16002,28995,29793,5.07,7.62,4.61,0.6,12563,NONE,Y,RC2025_06,MOSPI,2022-05-02
2020-02-09,LAUIN100222,3536569,2915194,621375,17.57,0.23,70111,206947,31480,4.46,4.7,1.25,2.03,5539,NONE,Y,RC2020_07,MOSPI,2024-04-28
2024-03-03,LAUIN100223,4555557,3791135,764422,16.78,6.21,25829,198885,26457,1.63,8.15,0.34,0.55,16139,TRAMO_SEATS,N,RC2021_08,EPFO,2021-07-13
2018-12-16,LAUIN100224,5002544,4763923,238621,4.77,9.78,2784,201367,24346,7.36,5.83,5.42,6.43,16212,X13,Y,RC2022_09,EPFO,2022-02-07
2024-01-28,LAUIN100225,549553,533287,16266,2.96,6.7,89272,156525,31257,2.59,9.08,5.52,4.65,14194,MOVING_AVG,N,RC2023_10,LabourBureau,2022-01-02
2024-06-09,LAUIN100226,2910449,2710502,199947,6.87,1.47,21165,61242,2381,4.88,9.82,5.3,6.79,4762,MOVING_AVG,Y,RC2024_11,LabourBureau,2023-04-18
2020-03-15,LAUIN100227,571322,547784,23538,4.12,4.01,103633,187943,46964,5.92,0.79,3.38,2.2,223,NONE,N,RC2025_12,State_Lab_Department,2024-11-02
2021-05-23,LAUIN100228,4220471,3841895,378576,8.97,6.55,80534,286882,22919,3.08,5.64,0.9,6.45,12965,TRAMO_SEATS,N,RC2020_01,CMIE,2024-12-31
2020-09-06,LAUIN100229,1708834,1632791,76043,4.45,1.63,27307,260145,8847,1.1,3.06,1.33,2.31,676,TRAMO_SEATS,N,RC2021_02,CMIE,2020-05-11
2019-12-15,LAUIN100230,3067166,2562924,504242,16.44,7.26,17188,154325,44662,0.91,4.92,5.18,4.42,14431,X13,Y,RC2022_03,MOSPI,2021-08-08
2020-12-13,LAUIN100231,138369,113159,25210,18.22,0.01,97321,238472,26808,6.13,9.06,3.45,0.98,12939,NONE,N,RC2023_04,EPFO,2019-05-03
2022-06-05,LAUIN100232,778563,659755,118808,15.26,6.1,107724,293815,41686,4.59,3.77,2.91,1.72,6549,MOVING_AVG,N,RC2024_05,LabourBureau,2019-07-27
2019-12-08,LAUIN100233,1565529,1304399,261130,16.68,1.39,101073,215743,7800,4.09,9.93,4.94,1.73,18107,MOVING_AVG,Y,RC2025_06,EPFO,2021-11-16
2018-06-03,LAUIN100234,3248425,2828404,420021,12.93,1.57,13708,301804,35318,3.22,7.4,2.35,5.09,3888,MOVING_AVG,Y,RC2020_07,LabourBureau,2023-06-09
2020-11-22,LAUIN100235,3096376,3022992,73384,2.37,2.55,29573,281570,47481,1.72,7.56,0.08,5.3,18050,MOVING_AVG,Y,RC2021_08,MOSPI,2021-05-04
2023-05-07,LAUIN100236,5283779,4907574,376205,7.12,1.49,82907,304832,38506,5.24,2.67,2.82,1.29,16790,MOVING_AVG,Y,RC2022_09,State_Lab_Department,2022-09-20
2018-12-09,LAUIN100237,1414318,1176996,237322,16.78,8.46,61452,327011,26119,2.16,2.92,5.57,6.83,15727,MOVING_AVG,Y,RC2023_10,LabourBureau,2023-02-11
2019-11-17,LAUIN100238,3783859,3194334,589525,15.58,9.69,55140,218692,36482,5.54,8.06,3.37,2.2,15078,MOVING_AVG,N,RC2024_11,MOSPI,2020-03-15
2024-04-21,LAUIN100239,1341445,1238020,103425,7.71,5.84,37997,37586,3594,0.91,7.91,5.36,6.13,14456,X13,N,RC2025_12,ESIC,2021-10-09
2022-12-18,LAUIN100240,2623395,2394898,228497,8.71,5.28,57952,203962,41478,2.84,3.99,3.57,3.91,12839,X13,Y,RC2020_01,CMIE,2024-12-07
2024-05-26,LAUIN100241,3230567,2644220,586347,18.15,1.77,14390,150497,36194,0.6,9.87,4.95,0.74,6184,TRAMO_SEATS,N,RC2021_02,State_Lab_Department,2021-07-09
2018-09-09,LAUIN100242,3890103,3357937,532166,13.68,0.65,23087,21362,26550,6.54,0.61,5.14,0.42,3460,MOVING_AVG,N,RC2022_03,LabourBureau,2022-07-29
2018-02-18,LAUIN100243,4098340,3845883,252457,6.16,8.72,2861,212831,1320,5.26,6.92,0.26,6.44,7672,TRAMO_SEATS,N,RC2023_04,MOSPI,2024-07-26
2018-09-02,LAUIN100244,4566096,3846023,720073,15.77,5.8,105396,325915,7618,6.68,9.36,4.41,4.38,2503,MOVING_AVG,N,RC2024_05,State_Lab_Department,2023-11-25
2022-08-14,LAUIN100245,1837536,1659479,178057,9.69,5.35,84024,255248,41635,1.25,2.18,2.88,1.94,11134,NONE,N,RC2025_06,State_Lab_Department,2020-11-17
2023-10-22,LAUIN100246,1005956,864217,141739,14.09,2.17,111627,37025,30883,1.61,9.3,3.85,3.15,11525,X13,N,RC2020_07,LabourBureau,2021-01-21
2023-10-22,LAUIN100247,5859192,4732470,1126722,19.23,9.27,65030,272620,2585,1.38,5.95,0.5,6.46,15539,TRAMO_SEATS,Y,RC2021_08,LabourBureau,2024-07-15
2019-07-07,LAUIN100248,1746700,1696920,49780,2.85,4.4,15625,132067,2654,0.76,7.88,1.12,4.18,11857,X13,N,RC2022_09,CMIE,2023-07-29
2019-01-06,LAUIN100249,659401,584691,74710,11.33,9.3,47593,183221,29503,2.13,8.57,2.31,1.32,4412,X13,N,RC2023_10,LabourBureau,2022-10-27
2019-12-01,LAUIN100250,4217514,3535542,681972,16.17,4.15,110284,138881,28007,5.38,9.81,4.9,3.99,54,MOVING_AVG,Y,RC2024_11,EPFO,2020-01-08
2019-04-28,LAUIN100251,3137216,2588517,548699,17.49,2.34,1526,175853,34856,4.09,6.68,2.93,4.16,4849,X13,Y,RC2025_12,MOSPI,2022-07-11
2024-06-30,LAUIN100252,3362388,2902414,459974,13.68,3.56,37255,343900,45944,0.86,3.94,1.23,3.67,16652,MOVING_AVG,Y,RC2020_01,CMIE,2020-02-24
2018-10-21,LAUIN100253,3241245,2841924,399321,12.32,0.7,27929,46059,31406,0.78,1.98,1.98,3.4,12484,NONE,Y,RC2021_02,ESIC,2019-11-12
2024-11-10,LAUIN100254,1247920,1112646,135274,10.84,7.49,33626,120850,314,3.58,1.83,4.25,0.86,4871,MOVING_AVG,Y,RC2022_03,EPFO,2025-10-12
2019-01-27,LAUIN100255,367245,325637,41608,11.33,4.25,19156,51958,24936,6.65,6.64,4.19,2.05,1869,NONE,Y,RC2023_04,State_Lab_Department,2020-08-11
2021-09-12,LAUIN100256,5130025,4767333,362692,7.07,6.94,11847,182058,48481,6.97,3.43,2.14,6.61,13518,X13,N,RC2024_05,EPFO,2022-09-12
2020-05-24,LAUIN100257,627558,568443,59115,9.42,8.24,119670,57544,31992,4.64,4.71,0.53,6.31,11817,X13,N,RC2025_06,CMIE,2023-02-03
2019-11-10,LAUIN100258,1109085,1072818,36267,3.27,5.28,60973,273376,8592,6.69,4.1,5.08,5.13,2101,TRAMO_SEATS,Y,RC2020_07,EPFO,2020-01-14
2022-12-25,LAUIN100259,838176,828957,9219,1.1,7.39,31448,86228,17261,0.29,8.07,5.28,3.59,14968,TRAMO_SEATS,N,RC2021_08,MOSPI,2020-05-12
2020-07-12,LAUIN100260,6149,6020,129,2.1,0.75,36894,69780,42580,4.23,6.34,1.73,1.35,4320,MOVING_AVG,N,RC2022_09,LabourBureau,2022-05-17
2019-09-08,LAUIN100261,281260,271276,9984,3.55,3.98,32437,239299,23177,5.22,8.5,3.78,5.34,12138,MOVING_AVG,Y,RC2023_10,EPFO,2023-03-28
2020-03-01,LAUIN100262,3211991,2891435,320556,9.98,8.94,15858,312907,33656,0.62,0.94,4.24,3.05,8398,NONE,N,RC2024_11,MOSPI,2024-08-09
2020-12-20,LAUIN100263,4562263,4355593,206670,4.53,0.29,101481,328274,46313,1.57,0.44,3.94,6.18,1931,X13,Y,RC2025_12,State_Lab_Department,2025-11-22
2018-10-21,LAUIN100264,3267169,2920196,346973,10.62,4.51,45241,19959,14067,5.2,7.46,3.86,2.4,14792,TRAMO_SEATS,N,RC2020_01,LabourBureau,2023-01-24
2024-06-23,LAUIN100265,5565261,4856804,708457,12.73,9.11,79764,275155,17775,0.29,3.27,3.84,0.41,10627,TRAMO_SEATS,Y,RC2021_02,EPFO,2022-09-05
2020-03-08,LAUIN100266,3818633,3151136,667497,17.48,1.14,18459,173859,49993,5.16,2.47,0.39,0.95,13848,MOVING_AVG,N,RC2022_03,MOSPI,2020-02-17
2021-02-07,LAUIN100267,3995602,3777043,218559,5.47,3.81,53215,323354,44461,6.77,6.87,4.9,5.52,12559,MOVING_AVG,N,RC2023_04,LabourBureau,2019-06-15
2023-10-08,LAUIN100268,5636163,4788485,847678,15.04,5.23,48740,58788,9388,5.92,5.77,4.8,2.46,9485,MOVING_AVG,N,RC2024_05,MOSPI,2024-05-29
2022-03-13,LAUIN100269,5533377,4985020,548357,9.91,8.76,66567,41714,3680,1.26,4.4,5.83,6.87,12610,X13,Y,RC2025_06,ESIC,2024-09-24
2023-01-01,LAUIN100270,5970068,5078737,891331,14.93,0.99,38863,158434,7616,3.25,7.88,3.97,5.64,17160,MOVING_AVG,Y,RC2020_07,MOSPI,2025-07-29
2024-09-22,LAUIN100271,3684213,3312476,371737,10.09,5.78,81714,85567,26992,4.17,8.94,2.56,2.67,19950,TRAMO_SEATS,Y,RC2021_08,EPFO,2023-12-08
2020-09-06,LAUIN100272,3680735,3385172,295563,8.03,3.37,74881,214171,4892,5.3,3.91,3.69,2.39,5368,X13,N,RC2022_09,ESIC,2022-12-19
2019-07-14,LAUIN100273,5966833,5386857,579976,9.72,5.91,52933,341668,16218,7.23,8.54,1.85,0.89,15835,NONE,Y,RC2023_10,LabourBureau,2023-04-24
2021-12-05,LAUIN100274,467535,386745,80790,17.28,1.35,116071,51424,33298,6.63,0.38,2.02,4.53,13730,MOVING_AVG,Y,RC2024_11,CMIE,2022-05-30
2019-07-21,LAUIN100275,1044707,962594,82113,7.86,5.91,8346,225709,30303,5.56,4.2,1.1,4.1,3814,X13,N,RC2025_12,MOSPI,2020-12-15
2024-02-18,LAUIN100276,5521676,5300257,221419,4.01,9.01,111997,138798,11083,2.1,1.45,0.05,5.08,19332,MOVING_AVG,Y,RC2020_01,ESIC,2025-09-02
2019-10-06,LAUIN100277,4712037,3782353,929684,19.73,8.19,88654,213701,18790,7.88,4.27,2.87,2.56,7406,TRAMO_SEATS,Y,RC2021_02,ESIC,2023-10-12
2024-02-04,LAUIN100278,927657,786839,140818,15.18,8.42,19468,244494,46669,1.73,8.86,2.82,0.19,6000,TRAMO_SEATS,Y,RC2022_03,ESIC,2023-10-31
2019-03-10,LAUIN100279,308522,295410,13112,4.25,5.65,58222,299067,16221,5.26,8.23,1.68,6.31,8607,TRAMO_SEATS,N,RC2023_04,LabourBureau,2020-07-08
2023-09-10,LAUIN100280,1444084,1248989,195095,13.51,2.16,88451,247178,11213,7.38,8.45,4.62,3.92,16123,MOVING_AVG,Y,RC2024_05,CMIE,2019-11-20
2022-01-09,LAUIN100281,2601322,2317518,283804,10.91,3.57,97850,22248,7039,7.04,0.95,0.6,0.18,12721,TRAMO_SEATS,N,RC2025_06,ESIC,2023-01-03
2022-07-17,LAUIN100282,4258272,3897171,361101,8.48,5.68,73093,192969,40040,7.08,8.26,3.49,5.37,18969,NONE,N,RC2020_07,CMIE,2021-03-11
2023-11-19,LAUIN100283,82799,71050,11749,14.19,2.39,93139,86866,7501,5.83,9.68,5.49,5.86,9289,NONE,Y,RC2021_08,EPFO,2020-10-12
2022-07-10,LAUIN100284,1387937,1294252,93685,6.75,2.17,87162,256742,48448,0.63,2.29,1.48,4.97,9332,NONE,N,RC2022_09,ESIC,2020-12-08
2022-03-13,LAUIN100285,3480150,3220531,259619,7.46,2.18,73808,291375,13863,2.41,7.51,2.08,3.52,16084,MOVING_AVG,Y,RC2023_10,LabourBureau,2021-12-06
2022-04-03,LAUIN100286,1966708,1608571,358137,18.21,1.26,10337,130722,40731,5.91,1.24,3.72,1.13,3163,MOVING_AVG,N,RC2024_11,State_Lab_Department,2025-10-02
2019-02-24,LAUIN100287,1826419,1512093,314326,17.21,7.63,8562,127142,12688,6.66,6.33,2.78,0.2,4635,X13,N,RC2025_12,State_Lab_Department,2022-07-16
2021-11-28,LAUIN100288,432540,426874,5666,1.31,2.34,101104,334978,44040,1.53,6.88,3.8,0.81,19559,NONE,N,RC2020_01,ESIC,2022-07-20
2018-04-01,LAUIN100289,2079638,1976904,102734,4.94,8.7,8608,263814,7601,1.87,5.85,1.34,6.88,16358,TRAMO_SEATS,Y,RC2021_02,CMIE,2020-04-26
2021-09-19,LAUIN100290,2743004,2471996,271008,9.88,7.95,68419,334522,12821,4.95,5.75,0.48,1.58,4185,X13,Y,RC2022_03,State_Lab_Department,2025-10-02
2021-05-02,LAUIN100291,4408463,4333520,74943,1.7,5.15,53801,9891,25867,1.63,4.48,1.31,4.81,8758,NONE,N,RC2023_04,State_Lab_Department,2024-02-11
2019-03-10,LAUIN100292,5409779,5362173,47606,0.88,9.29,30146,91592,27317,0.47,0.72,1.3,6.38,4455,NONE,Y,RC2024_05,LabourBureau,2025-04-03
2022-07-17,LAUIN100293,2807439,2546067,261372,9.31,0.44,14813,48843,17441,7.25,0.08,4.27,1.32,6029,TRAMO_SEATS,Y,RC2025_06,ESIC,2025-05-23
