edu_finance_fiscal_year,edu_finance_lea_id,edu_finance_revenue_local,edu_finance_revenue_state,edu_finance_revenue_federal,edu_finance_expenditure_instruction,edu_finance_expenditure_support_services,edu_finance_expenditure_capital,edu_finance_expenditure_debt_service,edu_finance_teacher_salary_average,edu_finance_administrator_salary_average,edu_finance_benefits_cost_total,edu_finance_facility_condition_index,edu_finance_technology_spend_per_student,edu_finance_transport_spend_per_student,edu_finance_special_ed_spend_share_pct,edu_finance_ell_program_spend_share_pct,edu_finance_fund_balance_end_year,edu_finance_pension_liability_estimate,edu_finance_audit_finding_count
2025,LEA100169,1951668934,4581929405,3756988,4725547336,252680189,705186194,507567694,73792,164894,755696176,0.326,1750,1101,19.31,7.04,-31597242,2709781812,5
2016,LEA100170,901035952,2084400641,57855449,268541613,373399484,548892298,538070691,74672,127131,702804043,0.44,1869,320,8.87,8.0,555583685,3037384983,13
2024,LEA100171,1084710676,651739793,876980858,5124017317,1384151765,1073871759,820206700,52345,64976,1004493249,0.938,115,948,23.04,15.49,128602001,3221502636,11
2011,LEA100172,3172434845,4248614805,299759219,4447663270,2935451515,1127360215,875374691,76030,70451,700813568,0.524,982,141,26.15,17.29,693917250,1594889301,11
2009,LEA100173,1365780710,3881507554,1286391703,4985651333,2242864517,1186160412,3986571,69356,161191,1730514680,0.839,135,119,13.83,7.62,968306034,2632899397,13
2009,LEA100174,1579904718,3718122002,1285513242,1676235854,466918860,902248406,626575673,92814,140496,245956130,0.756,1614,2259,21.82,12.33,525676003,873380911,10
2015,LEA100175,3015186809,2582318530,621169765,2313168602,1202878608,677303646,677570856,47629,67794,1479895437,0.464,2180,2059,14.16,16.28,961864436,3045594458,10
2023,LEA100176,1134358250,670822256,1366941844,2764669872,2878260569,687544726,28552543,96739,69054,986774854,0.67,236,936,11.27,9.93,427709706,923965343,6
2015,LEA100177,1812712831,2486845692,1192559347,36263428,490714431,975670518,468204383,71708,114981,215635131,0.786,1081,974,12.64,6.19,533990169,935370727,3
2023,LEA100178,2389249596,96613889,283812615,4291306561,201483404,789547955,608689352,67005,170236,2087448154,0.542,554,2693,23.5,7.53,699482931,309772617,13
2015,LEA100179,3155757021,2838337207,320967317,4839323955,1261476161,905836326,341259066,79769,119858,1906397419,0.759,2160,2769,26.49,11.06,5041840,1886845401,11
2013,LEA100180,235534955,1248722300,1492139817,2316312663,2700173620,526844337,383804557,49391,110043,214965954,0.322,285,854,25.92,4.44,237735637,194651375,3
2020,LEA100181,462462239,4869940672,920778883,5784970195,858743487,1197245994,857786378,50575,173462,2207887519,0.652,1217,2012,26.49,0.99,3088704,223146243,3
2024,LEA100182,1825796203,4856064415,640824298,1393033227,2474396248,653757830,515284828,67430,154510,581803810,0.989,1385,1910,25.61,14.24,689224379,3198999553,3
2021,LEA100183,2107557695,2752676777,1281040687,3130463919,3109222834,1452113072,308828687,78263,64660,481974274,0.697,1051,2722,10.66,10.74,971149296,2478231379,2
2017,LEA100184,560681308,2231063456,1147460306,5711687740,2355043838,299911981,159978036,48725,74664,2040263173,0.69,625,1430,14.6,13.94,1169685598,1148435527,10
2012,LEA100185,2692649263,4069012357,834725370,1769918322,193927459,1704208657,830558903,44408,59633,848487781,0.361,723,2285,7.08,2.52,-27705894,730315554,4
2011,LEA100186,1678015045,5051199068,699034834,2949881128,465409963,891000276,391809358,50227,89888,466559401,0.473,892,2439,12.21,10.52,820985262,162857607,6
2011,LEA100187,3056701104,687777259,704830906,2297411484,2453530437,1035968010,95642932,63622,101747,2038623422,0.984,1899,2541,27.87,9.59,564631939,3157864454,2
2025,LEA100188,1563421432,2962855064,320819616,2825482134,2519219093,1650880875,647033365,47290,152403,920576462,0.38,366,776,11.18,10.74,697742122,2831453772,8
2016,LEA100189,2793081253,3221964307,101354595,5014795675,3081914607,872137000,59661362,79404,135806,156661815,0.863,1672,270,19.35,1.31,613833318,240479026,9
2020,LEA100190,1455955582,2568066117,1220452150,5668742640,2145307141,1155181158,93884115,61724,101048,22190881,0.431,77,2172,18.64,4.14,1099612078,994414045,11
2018,LEA100191,875201436,3870087327,1371832621,5643405934,2755382322,1382912955,804701358,80082,119217,1130643494,0.759,2150,105,26.29,2.32,1076978906,1834475907,6
2015,LEA100192,1687269734,915462409,366310318,24616830,1136495248,1272342657,31454997,74585,66446,2348141572,0.444,209,2190,17.23,1.82,581507886,2458617648,11
2022,LEA100193,3068843713,5388286697,710891138,5774946749,1944182308,1495033461,219267278,38719,137308,51643836,0.524,394,2237,26.25,0.15,64989254,1265627982,13
2021,LEA100194,63361685,3802410737,1045477038,5260712522,2901430155,168911160,75040484,77274,92817,1134622062,0.251,1212,1878,10.71,1.95,424818991,3329425169,0
2025,LEA100195,1234685837,977023593,281667935,1570409498,2440884317,115548502,135631494,64766,126100,1550947149,0.937,1717,806,12.69,1.53,773545887,3351742628,8
2018,LEA100196,2669587367,2612896282,535162980,5039797298,827353111,595047051,378709716,69552,155967,997053675,0.647,2198,2617,12.29,1.39,335356449,1396924735,10
2021,LEA100197,2519602894,618369889,947563507,3422548508,939274284,1326774227,85084148,50058,92435,671642957,0.382,954,2012,13.72,14.05,1049311858,2866078626,2
2011,LEA100198,2519044185,4746108978,572093677,5250482672,2208652071,1014001381,714494892,87669,144166,1475791451,0.601,702,1881,13.87,2.24,974223797,2770115585,6
2014,LEA100199,195323728,1715554279,133006852,2766711978,794112713,1209504417,364500314,58826,175482,1871366588,0.482,1090,1190,23.34,17.25,139997668,57061867,1
2025,LEA100200,3147162,1498190716,461073518,5995483522,328815064,1237806023,572714906,64771,178290,1945545188,0.747,992,1700,23.78,6.55,1167088250,1109607752,8
2025,LEA100201,2520364618,1626942742,89799970,1261973795,550819122,636695554,814518410,71974,163371,1170492495,0.617,1803,2187,25.68,7.79,1095510854,1552781850,1
2019,LEA100202,2068669663,3881283323,262533953,2080540991,2566269183,86701169,428530889,38918,123619,1677389529,0.984,1546,191,25.7,3.23,722409940,3093367420,4
2018,LEA100203,2499415549,347782386,882380054,3547620605,1886065913,1693006929,696046897,82110,127220,2082650903,0.614,1438,1373,19.59,12.42,552653582,231394385,2
2024,LEA100204,2721020,5547423409,989384672,4715938781,1730427418,847179869,648875435,44034,130931,1203681422,0.376,134,1677,19.45,16.41,1024209882,1070355173,1
2019,LEA100205,654386245,551305908,227373853,1978621844,2103714946,464319152,282471308,67407,114512,86796994,0.78,1217,2724,23.3,8.64,1087113280,651847203,9
2011,LEA100206,874040875,5351280386,1327524002,5539691881,2624918310,1346545336,22591552,100289,64427,1100955349,0.685,543,115,23.25,2.13,1199982528,1375678142,2
2008,LEA100207,2312475054,2784149475,1020551184,4996850881,272384026,506030670,398007585,71918,74053,378768380,0.719,1518,493,19.19,15.44,286774159,592580919,12
2024,LEA100208,2186255199,5754968649,9677377,2177837648,920064508,916122465,112184629,44941,132269,2142130784,0.663,822,2371,19.84,7.09,698908437,1011042223,12
2017,LEA100209,1263872121,3902575559,130641176,3475556442,220408444,995962055,396267875,83857,144101,71529479,0.671,1028,1443,12.41,3.86,742000695,106475690,13
2010,LEA100210,33498047,2779020367,78885569,831519880,1992886765,168727100,214368996,78526,130997,1002658048,0.868,1268,1701,16.42,10.83,597818777,1305828613,13
2019,LEA100211,705515422,4772112141,1439232192,5656400789,3185410057,1209477531,15569456,99640,115660,28053203,0.589,277,56,21.29,4.0,264518207,570321532,3
2023,LEA100212,399758631,1285548405,1185020511,4790836537,2688242586,1298654656,47888682,97793,74093,1395873345,0.75,873,1865,12.01,1.8,328122924,747169380,3
2012,LEA100213,1133388798,4852717166,14974289,2268656890,1049738374,1472265096,857765724,93877,162793,2954701,0.261,1519,1730,8.91,9.22,656273949,575530113,8
2013,LEA100214,1959301548,4397354416,1473723221,4060185611,2921876504,1436747887,90200003,72236,165699,1943702048,0.913,243,1317,12.0,11.26,568406001,1452504748,0
2025,LEA100215,964233207,2837329625,874726009,1409412149,2198259042,1442529892,708898496,56548,102047,2201116039,0.52,1363,168,7.7,0.96,216416133,2946487384,11
2015,LEA100216,2444548114,1192082670,929668213,967645201,2306703216,1038684974,898844794,56124,178547,847719295,0.75,831,2013,25.46,2.32,335619600,1889576547,8
2023,LEA100217,2829256579,232337611,610696811,1329264859,1302066794,191217361,98777777,73500,92353,22873901,0.795,329,1314,25.46,2.2,258625603,2469468406,3
2023,LEA100218,1203903124,2315987216,400244181,2079743881,1273573541,864127265,100366246,43904,63015,855025038,0.484,1392,2377,9.95,17.51,801100030,2310289482,0
2017,LEA100219,1619046741,4005254183,69365963,3736359381,1099820558,739060013,888584186,67867,108786,671925194,0.373,233,2086,7.02,14.14,633856902,1365979736,0
2019,LEA100220,1682066207,2127369945,1218851754,327509187,2321569485,429438849,887640368,71107,90327,400064054,0.586,1460,964,11.52,11.43,959862300,2143930057,10
2021,LEA100221,2021900971,2455143910,1476451567,530192236,1492007978,1204018003,706460778,69257,67017,1697810562,0.786,1109,311,18.99,4.5,71998770,186816458,0
2020,LEA100222,907282724,1316507122,1073047622,477830439,2142286658,1725113935,176590268,73691,84790,334382387,0.649,1059,2491,12.69,1.98,-47020804,2872601663,3
2020,LEA100223,734783212,4736663214,817899505,2584212648,2765582581,1097627482,786430353,55058,174981,2303647380,0.225,141,466,27.68,4.16,600010793,745647226,1
2024,LEA100224,3121149663,1156477042,1204255674,660424586,3177087983,813597663,497538646,42238,160281,77834464,0.334,329,676,12.23,0.62,276471042,1838837711,12
2018,LEA100225,1783962063,384088289,956148364,1706046629,587714630,1538790348,105471593,76495,168082,600023472,0.961,51,1334,13.84,16.31,920397967,2583279986,5
2017,LEA100226,2054469522,4040174312,1339211493,987934922,2908847208,52513354,509097415,93491,61205,1455263679,0.266,1490,1929,15.62,1.33,814415151,2149806988,2
2022,LEA100227,167294074,952568305,320765358,4224785641,1419411464,902568024,250228750,48097,173962,506178705,0.585,334,1231,24.53,17.63,530918755,3402746704,6
2013,LEA100228,2016495936,2956003112,948911666,1482944796,764941495,385603273,839865580,78908,72901,723954116,0.366,1865,163,11.53,6.51,360596983,676149660,3
2015,LEA100229,1452129103,1098516840,450671420,2488511578,356718195,1526203670,860341530,43736,119145,471181706,0.908,2138,1623,11.8,12.67,1134473941,514911159,11
2022,LEA100230,432506163,1894222785,429466998,4485113388,555554116,1291241460,743596346,90195,139908,832806140,0.217,291,1813,17.49,6.99,924946887,2428007470,11
2010,LEA100231,673856441,3582329740,391280730,4856372818,1706731804,1065835160,626271038,83683,81732,31440129,0.316,2117,1780,14.96,16.92,945735651,2109642578,11
2013,LEA100232,2271589726,4782048834,374938796,218466452,1314585622,412068968,748785755,74194,93809,1750703329,0.274,164,500,23.55,15.72,196711885,324946662,0
2013,LEA100233,114623872,4228629801,291483940,2069704761,1176396866,1462615915,876526723,42344,94814,45490632,0.353,1815,800,16.66,8.5,893077170,3445193002,11
2025,LEA100234,3123688442,713955992,430401680,1434250317,1918377816,908918341,81436042,97461,107124,2324955973,0.99,1671,2593,12.05,12.48,385079106,3434229511,9
2025,LEA100235,1479994043,896616203,873492455,721468469,965056202,903735951,337673677,99476,67428,426979773,0.872,1839,2330,10.32,4.46,1173288815,1290576243,13
2025,LEA100236,2948981012,351806046,668088659,1597014075,2971721598,1076213595,671769375,39292,164862,1887736667,0.696,333,2421,15.97,15.18,1003543313,703784996,11
2011,LEA100237,485523040,4190084595,1163554692,4281258957,2208996822,949201130,819515721,44051,68286,1711176907,0.81,274,258,25.23,17.47,870813836,2452858934,13
2025,LEA100238,2316696924,870797269,162062790,5054235547,3143415880,529713744,271752058,43014,109112,1008133437,0.472,515,330,27.16,15.16,479024094,2771656988,13
2022,LEA100239,579620074,3452278893,431941226,4217175208,466711857,701759625,347976861,80904,144353,1421127967,0.35,633,2107,9.05,0.96,-33118096,1265426363,13
2012,LEA100240,1023742220,783784603,1090644510,2561910080,2680413851,1496057791,451121643,61525,62755,734151274,0.642,1580,2270,22.32,4.93,378706905,12057399,9
2025,LEA100241,3178726108,2128783846,1221892965,907117842,1753914124,1539760043,682787513,38386,110284,1263615029,0.728,307,585,19.03,1.11,1116920062,892853909,12
2010,LEA100242,1236035830,2840371010,252825220,4283676552,2209738492,650312472,2541986,99915,98005,377814724,0.869,760,1942,20.9,14.25,251434314,859271563,12
2013,LEA100243,927369500,2682451401,1472445300,4794744615,1809205479,1690121288,336021388,47947,169425,346067255,0.269,1862,2756,13.21,2.33,567082379,3246591469,10
2010,LEA100244,2847199156,4379125426,45302887,2550963793,957807678,1616532536,141550671,98538,136579,239186664,0.292,1751,1738,27.56,6.56,863456177,662346764,4
2021,LEA100245,1149892001,2312091796,213942657,542027781,2930073486,1065038598,850863085,48715,116760,1367019146,0.235,1478,550,25.76,7.54,1009000160,2426373600,0
2023,LEA100246,2126077719,5489040003,638178879,3474450433,2355633354,231398782,352604995,53760,125767,1347437586,0.854,436,478,11.0,2.42,94266493,33671037,1
2010,LEA100247,3086155075,143548351,114330635,393209136,1017606415,158465930,284587931,54817,162552,1123312501,0.622,561,594,24.06,2.31,1199392931,559345162,3
2023,LEA100248,1873406447,4957099249,232249133,2797512929,2775948205,19812014,226101726,76660,133574,1412153483,0.963,199,855,14.77,11.3,945072459,2293234743,5
2022,LEA100249,1697304831,164019399,196370960,1387811833,3117260689,255906748,397261701,97022,62837,265781423,0.945,1935,955,7.53,4.94,367837697,1696031830,6
2019,LEA100250,222908703,4002202037,911034021,278677170,2689908381,1595226389,708840798,74076,87406,1688730914,0.521,1890,1662,7.51,2.25,1004455655,3220224497,7
2016,LEA100251,27124682,4836667668,1114517909,6193572074,3014211381,155973334,378671072,60317,90768,373863416,0.779,367,282,20.76,11.51,959187166,537199349,11
2014,LEA100252,234352096,4875942581,1092773056,442927651,431646342,597318132,175061932,96722,163173,683223721,0.32,403,1158,23.47,4.08,1196367550,197359434,3
2017,LEA100253,1080424487,3068314732,1299999899,5102871052,1961871390,209923275,883942162,52617,108517,2097396762,0.798,1534,568,26.61,3.65,563997056,2211956216,11
2023,LEA100254,861531121,4670510646,520134796,1518938085,1724505152,365754231,19472771,86017,142979,574891544,0.217,762,218,7.45,16.28,1128305150,843845719,6
2022,LEA100255,2400055433,1389587259,648724865,6035252031,2495796465,399614281,776384778,54516,58413,1340613831,0.949,1815,273,8.71,15.39,1017519668,2153529046,11
2025,LEA100256,424261665,152925001,1364939617,4682441027,1893252439,1531104439,164238373,96756,176476,658352176,0.992,510,1205,18.61,10.1,1086657160,2551748687,0
2017,LEA100257,1791328391,3635945774,719675922,105609332,1219574041,1605154108,817638651,100174,57152,82331549,0.473,1987,1272,26.23,16.33,222306183,176075973,7
2010,LEA100258,221739230,3476556326,507945689,1680346030,2250602030,1454437488,113726257,58103,97380,2011763863,0.934,351,2175,12.65,17.65,479716953,579806672,7
2012,LEA100259,3066699899,2756961954,1174465715,402344720,871611777,1631857309,579554562,67651,123968,238778064,0.602,1360,558,20.53,17.28,1047522260,1753583821,8
2008,LEA100260,279385537,4312358855,654919702,4580962952,2207302543,1161920152,450445579,46812,153318,1451753819,0.801,439,799,22.13,10.3,486218140,504939528,8
2018,LEA100261,1123408676,1813841376,151645672,2590125170,2452757920,817582792,286992420,49818,85287,1468885998,0.727,809,404,21.3,15.61,773587621,993758254,12
2013,LEA100262,1597945212,4679192513,1085166799,2957133275,1536487408,987640298,393233755,49514,166982,2035684792,0.874,1708,981,27.47,7.58,509788725,2157019590,1
2012,LEA100263,2629604029,1519364595,1355727612,4222412148,1159614630,409249824,695795421,46103,97330,295862087,0.474,122,2340,27.53,12.64,505775005,7588714,10
2022,LEA100264,2045529141,1336827969,216671024,299927034,2379590299,829363832,334774534,98790,165813,1859604108,0.559,1380,453,8.84,3.35,232779740,2986204910,7
2008,LEA100265,1448789422,2048259545,1350271105,1435982515,2386795292,1003895877,175725197,80593,85121,1768685399,0.835,669,2066,27.26,6.2,741641832,885764862,11
2016,LEA100266,2636110464,1252754228,467742854,5798063173,2560713843,1234419857,741511271,67135,64759,1797250092,0.584,1787,65,27.67,14.84,1028612878,1177135624,11
2016,LEA100267,2580791127,1704115237,276869264,739029260,1313425028,464934460,126163926,94433,181774,2032405673,0.693,1277,1671,10.27,13.17,984539425,3349631780,3
2013,LEA100268,1474499547,4147812928,111448633,785289703,111418277,1082023401,376451776,83564,125286,2232645266,0.243,216,478,8.49,12.16,730628734,849841267,9
2017,LEA100269,1757568802,2233324222,202359892,377887632,2580441877,1513084957,365411573,78951,59676,2394606213,0.852,655,336,11.55,8.95,295923526,2349612608,0
2011,LEA100270,920342791,1648422298,606651575,6059748711,1298920476,895201330,492905552,49087,57969,1655612381,0.7,748,1885,25.63,16.75,1096409374,914152891,3
2015,LEA100271,2725474175,852839215,468498364,4424242037,2316003967,1733394839,750548257,69698,123291,1270683787,0.483,1579,2457,7.59,8.34,1073518951,2465239791,3
2018,LEA100272,1088089444,5473249333,1446537011,4675790901,1704411802,525374478,43151513,92202,68451,2042176602,0.909,2055,462,8.35,4.09,73163595,715524133,5
2018,LEA100273,1230850069,3537872879,73824924,5803179858,2893231202,1605720215,46817842,89220,101193,2043809568,0.784,1902,1721,19.81,16.91,899996314,1769386277,4
2023,LEA100274,139727323,5574687566,1258218905,5937145766,493744747,963687130,521624143,49125,180137,491258392,0.324,1744,1111,25.68,0.31,271333725,1383023781,8
2018,LEA100275,3014323254,3893845105,435493335,5488570450,140871111,28888910,505528878,83616,90409,2072693197,0.217,1750,866,26.98,0.57,1060350239,3294253355,13
2019,LEA100276,174079932,3796450193,673094730,3727491154,1341165182,1565772153,173636290,40002,106895,1069121220,0.454,1255,2322,20.31,16.71,599349461,733386472,4
