food_access_assessment_year,food_access_neighborhood_index_id,food_access_grocery_store_distance_miles,food_access_supermarket_density_per_10k,food_access_farmers_market_access_flag,food_access_snap_authorized_retailer_count,food_access_wic_vendor_count,food_access_food_desert_classification,food_access_healthy_food_availability_score,food_access_price_healthy_basket_inr,food_access_fast_food_density_per_10k,food_access_sugary_drink_outlet_density,food_access_school_meal_coverage_rate,food_access_community_garden_count,food_access_public_transit_to_food_score,food_access_diet_related_disease_risk_score,food_access_household_food_insecurity_rate,food_access_nutrition_education_program_flag,food_access_cultural_food_preference_index,food_access_policy_support_score
2023,NBH_000160,3.405,0.892,0,353,31,LOW_ACCESS,52.9,5689.77,3.603,1.336,44.04,68,57.28,46.2,16.83,1,49.67,43.91
2013,NBH_000161,1.194,0.16,1,457,533,LOW_INCOME_LOW_ACCESS,70.46,955.27,0.32,1.439,57.12,34,67.4,43.24,19.11,0,62.05,57.68
2022,NBH_000162,3.37,1.482,0,36,138,ADEQUATE_ACCESS,70.27,11089.68,2.896,1.528,91.6,80,55.28,48.05,26.2,0,71.46,67.67
2021,NBH_000163,2.43,1.403,0,81,159,ADEQUATE_ACCESS,73.33,8047.46,0.069,2.058,75.11,69,76.52,62.87,27.83,0,48.75,42.81
2025,NBH_000164,3.275,2.136,0,1687,89,ADEQUATE_ACCESS,66.35,1090.23,3.858,1.973,15.27,19,21.21,56.04,11.96,0,54.66,62.76
2016,NBH_000165,0.679,2.212,0,873,420,LOW_ACCESS,75.88,7107.71,1.072,0.777,47.69,19,33.9,28.44,13.65,0,42.99,57.4
2015,NBH_000166,2.289,1.648,0,166,20,RURAL_LOW_ACCESS,48.98,2237.96,1.412,1.61,56.8,86,40.72,26.83,24.46,1,70.58,70.54
2024,NBH_000167,2.316,1.711,0,741,212,LOW_ACCESS,70.72,6293.21,5.495,1.077,45.49,47,65.2,78.84,2.95,1,51.23,52.76
2016,NBH_000168,1.224,1.343,1,270,590,ADEQUATE_ACCESS,54.33,8733.93,1.603,0.663,46.51,68,64.52,53.85,9.29,1,44.32,49.28
2019,NBH_000169,2.391,0.0,0,562,398,RURAL_LOW_ACCESS,68.67,1529.22,6.926,1.464,60.31,12,44.34,23.77,4.2,1,84.8,51.32
2024,NBH_000170,3.508,1.931,1,1660,539,URBAN_LOW_ACCESS,44.4,5595.66,0.157,2.69,80.79,76,18.78,45.52,16.04,1,51.06,59.17
2013,NBH_000171,0.511,1.166,0,653,179,RURAL_LOW_ACCESS,69.68,6416.23,2.368,0.0,52.77,37,40.72,36.95,18.13,1,50.94,48.32
2025,NBH_000172,2.288,1.295,0,450,505,LOW_INCOME_LOW_ACCESS,52.11,7390.89,6.185,0.637,50.61,36,32.9,26.27,20.55,1,49.78,45.44
2014,NBH_000173,1.838,1.882,0,1631,333,LOW_INCOME_LOW_ACCESS,67.2,8218.72,5.909,1.601,22.83,7,71.73,64.67,24.19,1,75.64,68.37
2012,NBH_000174,0.734,0.13,1,1202,120,LOW_INCOME_LOW_ACCESS,76.72,9235.53,1.643,2.159,56.18,51,68.68,43.51,28.0,0,69.98,48.04
2014,NBH_000175,2.431,0.296,0,1225,44,LOW_ACCESS,51.49,8301.57,5.038,2.887,47.27,86,45.06,53.39,12.63,1,58.57,57.2
2011,NBH_000176,1.277,1.945,0,1548,67,ADEQUATE_ACCESS,67.62,10077.37,2.584,1.472,65.28,61,71.06,52.91,16.4,0,26.94,39.98
2015,NBH_000177,2.893,1.02,1,930,218,URBAN_LOW_ACCESS,65.92,11284.86,7.181,0.397,40.03,14,47.21,51.73,34.58,0,40.37,6.42
2025,NBH_000178,0.554,1.771,0,1297,480,LOW_INCOME_LOW_ACCESS,84.82,7887.03,7.518,1.159,94.34,34,39.37,42.05,22.28,1,62.78,24.98
2018,NBH_000179,3.526,1.611,1,1248,578,URBAN_LOW_ACCESS,40.14,4680.46,6.028,2.425,22.76,20,46.22,59.34,21.3,0,59.35,29.21
2013,NBH_000180,1.002,1.169,0,1601,258,RURAL_LOW_ACCESS,67.56,6095.15,2.419,1.621,94.14,35,100.0,46.53,28.43,0,49.4,57.0
2011,NBH_000181,2.17,1.744,1,1305,624,LOW_INCOME_LOW_ACCESS,43.97,11236.26,9.376,4.312,42.72,7,0.0,58.31,9.61,0,68.74,32.03
2026,NBH_000182,2.026,1.489,0,1800,381,LOW_ACCESS,51.82,8599.35,7.647,1.805,37.47,71,54.43,48.41,22.27,0,64.74,64.92
2025,NBH_000183,1.14,2.632,0,345,340,RURAL_LOW_ACCESS,83.57,11100.34,2.531,3.173,67.01,48,34.62,15.58,22.25,1,68.73,51.08
2026,NBH_000184,1.865,1.86,0,994,354,LOW_INCOME_LOW_ACCESS,43.77,4680.66,5.182,2.505,40.96,26,79.32,73.04,21.82,0,51.21,57.65
2020,NBH_000185,3.927,0.25,1,956,315,LOW_INCOME_LOW_ACCESS,61.71,6036.3,0.0,2.034,59.9,10,31.94,56.49,14.19,0,75.12,57.29
2025,NBH_000186,1.085,0.824,1,1289,50,LOW_ACCESS,55.32,6385.8,0.478,4.518,50.08,74,47.85,51.91,13.82,0,62.37,48.38
2016,NBH_000187,3.837,0.0,0,882,302,URBAN_LOW_ACCESS,55.68,7262.46,4.093,1.083,73.16,56,51.28,47.07,4.72,0,48.74,35.95
2023,NBH_000188,4.0,2.2,0,1243,393,ADEQUATE_ACCESS,69.26,2373.6,2.561,0.0,53.49,10,83.98,35.35,8.09,0,58.91,60.47
2011,NBH_000189,1.547,1.724,1,1489,423,LOW_ACCESS,61.15,5176.78,4.669,1.355,28.82,77,78.47,48.66,4.64,1,64.97,57.51
2016,NBH_000190,2.959,1.787,1,697,93,RURAL_LOW_ACCESS,49.76,6840.94,2.021,3.203,65.3,88,54.2,47.5,29.61,1,44.9,76.39
2022,NBH_000191,2.296,1.49,1,1208,170,RURAL_LOW_ACCESS,44.43,7236.9,3.777,3.68,76.59,0,61.85,47.87,25.85,0,84.6,82.42
2020,NBH_000192,0.682,2.648,0,478,401,ADEQUATE_ACCESS,66.72,7345.38,1.749,0.039,70.46,13,65.2,46.29,23.0,1,78.26,48.34
2020,NBH_000193,0.681,1.05,0,111,563,LOW_ACCESS,62.24,7028.65,2.853,3.277,63.56,19,43.05,63.14,28.6,1,57.58,35.88
2024,NBH_000194,2.531,2.433,0,1316,129,URBAN_LOW_ACCESS,56.08,2732.57,2.635,2.004,49.74,84,65.99,55.07,35.31,0,38.48,95.31
2025,NBH_000195,1.819,2.363,0,228,188,LOW_ACCESS,63.49,8213.68,0.097,0.754,29.43,38,53.99,56.17,24.75,0,50.49,40.6
2011,NBH_000196,1.756,2.124,1,1066,595,RURAL_LOW_ACCESS,69.91,9278.65,4.702,1.848,68.07,67,32.16,44.36,17.4,0,53.46,98.86
2018,NBH_000197,2.791,1.426,0,738,342,RURAL_LOW_ACCESS,58.95,9353.4,4.672,2.943,12.98,54,58.04,47.34,20.02,0,26.13,37.97
2026,NBH_000198,2.481,1.905,0,1154,567,LOW_INCOME_LOW_ACCESS,49.85,7151.64,4.711,2.494,83.31,33,48.95,43.26,8.61,0,28.49,63.83
2015,NBH_000199,2.67,0.714,1,597,362,URBAN_LOW_ACCESS,68.89,2277.39,0.0,2.822,21.96,75,60.63,58.49,31.84,0,43.71,66.37
2014,NBH_000200,3.223,2.623,0,162,37,URBAN_LOW_ACCESS,39.38,5570.63,2.733,3.782,89.37,44,26.45,43.49,33.42,0,63.91,40.57
2017,NBH_000201,0.862,0.274,1,1168,363,URBAN_LOW_ACCESS,91.45,2307.45,5.016,1.343,43.79,44,80.59,50.6,0.27,1,73.2,61.9
2026,NBH_000202,2.102,1.185,0,471,270,URBAN_LOW_ACCESS,55.0,6620.54,5.819,2.754,47.1,48,73.06,35.05,27.16,1,67.53,54.74
2017,NBH_000203,2.025,1.586,0,230,187,ADEQUATE_ACCESS,75.32,10702.15,6.138,2.314,54.22,21,37.87,35.25,17.99,1,44.81,34.97
2014,NBH_000204,0.05,0.99,0,1736,503,LOW_ACCESS,65.63,10349.96,0.0,2.828,73.43,42,53.15,62.0,28.32,0,80.01,51.55
2024,NBH_000205,2.858,1.67,0,393,348,RURAL_LOW_ACCESS,56.92,11189.48,3.554,1.943,51.7,2,25.26,39.57,12.1,0,51.01,42.45
2017,NBH_000206,1.423,0.097,1,964,440,LOW_INCOME_LOW_ACCESS,63.95,2107.37,5.418,1.957,91.96,33,54.79,65.46,17.46,0,38.11,67.78
2014,NBH_000207,0.571,0.939,0,740,612,ADEQUATE_ACCESS,87.9,8773.21,3.466,1.062,54.82,76,73.95,38.22,8.96,1,87.38,40.67
2013,NBH_000208,1.872,1.504,1,475,541,URBAN_LOW_ACCESS,51.55,3402.87,1.292,3.244,69.88,29,35.63,28.45,12.33,0,45.26,57.35
2018,NBH_000209,0.05,1.996,1,1645,416,LOW_INCOME_LOW_ACCESS,61.39,5107.6,3.551,0.788,7.28,33,47.05,55.13,7.62,1,60.42,58.73
2025,NBH_000210,1.919,2.298,1,1758,275,LOW_INCOME_LOW_ACCESS,77.3,7057.44,5.789,0.319,55.66,41,60.52,5.62,12.7,0,60.47,49.69
2023,NBH_000211,0.836,0.682,1,1450,425,RURAL_LOW_ACCESS,70.5,9297.88,2.579,1.42,48.27,11,19.21,73.75,32.66,0,98.91,35.73
2023,NBH_000212,2.849,0.339,1,1774,453,RURAL_LOW_ACCESS,36.79,9432.73,4.75,0.774,40.39,90,56.5,45.89,10.09,0,48.96,37.73
2017,NBH_000213,2.341,1.229,0,696,201,ADEQUATE_ACCESS,50.58,11603.61,6.279,1.965,59.53,15,50.59,29.86,27.25,1,36.86,66.27
2021,NBH_000214,2.011,0.834,1,771,488,ADEQUATE_ACCESS,39.62,4653.73,3.924,2.119,75.45,47,45.15,42.32,19.24,1,58.86,36.46
2013,NBH_000215,1.225,1.707,0,1568,305,URBAN_LOW_ACCESS,46.13,3135.24,0.0,0.905,45.07,41,71.54,53.26,19.61,0,45.02,55.7
2011,NBH_000216,2.297,2.062,0,1703,455,ADEQUATE_ACCESS,45.8,3455.91,7.646,0.668,60.86,23,54.42,28.39,5.41,1,39.5,32.93
2017,NBH_000217,3.075,2.322,0,79,467,URBAN_LOW_ACCESS,66.36,3050.99,1.947,1.911,64.74,80,30.72,49.9,34.65,1,62.64,61.99
2021,NBH_000218,1.504,0.633,1,584,581,RURAL_LOW_ACCESS,42.92,4805.7,3.877,2.567,41.15,54,88.62,37.9,9.32,1,47.22,55.26
2012,NBH_000219,0.053,2.642,1,219,321,RURAL_LOW_ACCESS,67.06,2188.92,2.318,1.997,46.04,75,38.35,61.65,22.77,0,57.44,73.77
2020,NBH_000220,1.527,2.354,0,299,371,ADEQUATE_ACCESS,71.39,6204.14,5.773,2.758,73.69,31,82.6,51.27,23.34,0,67.86,38.02
2016,NBH_000221,2.903,2.247,0,415,528,URBAN_LOW_ACCESS,62.81,10107.86,3.358,1.818,75.31,57,66.88,53.33,6.92,0,75.99,47.93
2023,NBH_000222,2.145,1.775,0,1645,210,RURAL_LOW_ACCESS,66.41,6033.47,2.303,1.767,21.55,74,79.88,31.35,27.6,0,37.52,62.3
2018,NBH_000223,1.218,1.724,0,634,16,ADEQUATE_ACCESS,69.64,3625.51,4.617,0.582,55.31,2,64.18,49.13,8.61,0,59.27,74.63
2013,NBH_000224,3.186,1.679,1,752,46,ADEQUATE_ACCESS,70.62,7398.93,0.0,3.23,63.97,41,62.72,54.65,8.88,0,83.92,49.07
2016,NBH_000225,2.289,1.419,0,44,3,LOW_ACCESS,39.22,4898.34,1.92,0.152,65.66,62,63.86,71.25,15.02,0,34.15,42.53
2015,NBH_000226,1.743,2.835,1,1343,30,LOW_ACCESS,60.47,6741.93,8.111,0.716,63.65,39,45.77,27.93,28.3,0,37.17,20.23
2022,NBH_000227,0.364,1.802,0,1072,180,LOW_ACCESS,48.68,11096.2,7.233,0.865,60.77,81,57.61,26.26,30.77,0,51.25,40.13
2012,NBH_000228,3.339,0.478,1,1132,6,LOW_ACCESS,78.74,8809.15,6.45,2.275,27.91,72,70.55,54.08,16.36,0,76.45,16.62
2021,NBH_000229,1.903,0.506,0,376,569,URBAN_LOW_ACCESS,75.86,8122.63,0.0,1.539,30.27,42,87.88,51.88,20.3,1,82.09,58.24
2025,NBH_000230,0.551,2.232,1,446,389,LOW_ACCESS,49.58,7494.34,4.426,2.072,94.59,14,51.9,43.97,22.36,0,35.05,47.63
2011,NBH_000231,2.917,0.527,0,573,498,ADEQUATE_ACCESS,65.56,6954.84,2.855,2.478,62.99,29,21.87,65.72,16.1,0,64.3,88.99
2014,NBH_000232,0.05,2.574,0,1006,478,LOW_ACCESS,84.18,2168.54,1.721,1.331,70.6,32,41.13,44.97,11.24,0,60.05,38.59
2026,NBH_000233,1.373,1.361,0,1037,327,RURAL_LOW_ACCESS,49.43,10904.2,5.482,3.493,60.93,44,32.51,32.32,18.81,1,38.46,32.64
2016,NBH_000234,2.484,0.665,0,1690,428,RURAL_LOW_ACCESS,67.35,5304.82,3.932,0.442,69.33,36,61.64,82.45,21.9,0,50.08,44.47
2014,NBH_000235,0.21,2.033,0,44,36,LOW_INCOME_LOW_ACCESS,54.31,9618.62,0.0,0.901,42.02,90,47.74,59.36,20.24,0,45.6,52.74
2016,NBH_000236,1.085,0.908,1,505,139,URBAN_LOW_ACCESS,45.0,3553.26,6.228,0.579,34.72,64,34.27,71.83,0.0,0,64.45,58.51
2014,NBH_000237,2.498,1.261,0,1403,98,RURAL_LOW_ACCESS,61.92,6760.77,6.38,0.996,47.85,53,75.4,55.05,16.67,0,59.3,46.94
2020,NBH_000238,1.95,0.0,0,1713,469,LOW_ACCESS,40.89,2419.15,1.868,1.718,79.22,41,34.35,43.32,3.48,1,56.37,88.72
2022,NBH_000239,2.13,1.647,0,1392,230,LOW_ACCESS,53.03,7682.61,1.386,2.383,24.29,72,51.85,43.92,0.0,1,38.24,32.77
2023,NBH_000240,0.274,2.019,1,537,540,URBAN_LOW_ACCESS,80.46,8704.14,3.729,0.0,74.45,76,62.45,58.82,19.27,0,43.54,41.31
2018,NBH_000241,0.05,1.534,0,1010,387,RURAL_LOW_ACCESS,38.59,6371.71,2.279,2.74,36.99,60,85.95,21.03,17.46,0,62.31,21.27
2014,NBH_000242,2.664,3.686,1,1745,323,LOW_INCOME_LOW_ACCESS,68.96,6690.78,1.494,1.743,63.85,62,70.34,45.62,0.0,0,79.79,85.99
2014,NBH_000243,1.904,2.303,0,218,219,RURAL_LOW_ACCESS,71.27,1803.25,3.015,1.699,36.67,3,87.62,67.04,4.16,1,72.01,57.11
2012,NBH_000244,0.682,1.159,0,212,556,ADEQUATE_ACCESS,53.56,3895.69,3.118,1.371,47.23,77,54.68,32.18,27.3,1,36.15,30.86
2022,NBH_000245,0.05,0.832,0,1378,503,LOW_INCOME_LOW_ACCESS,40.96,5499.37,2.701,1.828,51.91,53,76.09,38.12,11.34,0,65.76,66.93
2015,NBH_000246,1.079,2.444,0,88,586,URBAN_LOW_ACCESS,68.52,2478.6,4.482,2.776,32.88,35,79.88,30.39,14.14,0,57.14,22.06
2013,NBH_000247,2.725,2.094,0,324,482,ADEQUATE_ACCESS,58.63,9259.26,4.903,1.808,67.62,89,64.53,63.86,18.95,0,57.71,61.42
2017,NBH_000248,3.283,2.931,1,1207,581,ADEQUATE_ACCESS,78.88,8891.15,3.609,3.07,65.35,18,82.03,67.73,12.98,1,59.18,61.16
2019,NBH_000249,1.944,2.038,0,431,554,LOW_ACCESS,85.42,2809.9,2.663,2.363,27.89,12,61.09,55.82,21.03,1,98.48,48.33
2020,NBH_000250,1.345,2.375,0,1040,471,URBAN_LOW_ACCESS,69.96,8190.23,6.833,0.817,39.12,42,51.99,41.61,21.46,0,42.95,62.82
2017,NBH_000251,3.154,1.643,0,1154,184,LOW_INCOME_LOW_ACCESS,44.35,8538.09,4.292,1.105,39.9,60,65.5,45.34,6.61,0,69.48,54.34
2015,NBH_000252,1.138,2.501,0,1349,284,ADEQUATE_ACCESS,73.44,4745.75,2.202,2.848,24.97,84,50.57,54.85,19.38,0,33.51,64.12
2012,NBH_000253,0.349,0.787,0,349,456,ADEQUATE_ACCESS,49.67,5860.79,3.938,0.0,23.89,16,37.55,21.69,35.79,0,41.94,28.69
2024,NBH_000254,0.715,2.668,1,48,69,LOW_INCOME_LOW_ACCESS,59.44,8192.21,3.269,2.117,46.23,58,74.35,40.0,20.92,0,45.22,44.32
2011,NBH_000255,1.877,1.691,1,479,647,LOW_ACCESS,40.87,8103.41,5.28,1.646,65.37,24,44.98,57.69,24.6,0,59.72,67.0
2018,NBH_000256,0.75,0.031,1,1287,416,ADEQUATE_ACCESS,58.35,7876.37,6.259,2.961,76.67,20,61.76,52.65,15.77,1,58.21,76.05
2023,NBH_000257,0.716,0.0,0,981,0,ADEQUATE_ACCESS,45.28,9846.1,4.777,2.19,42.17,70,80.44,56.22,31.94,1,47.04,53.63
2017,NBH_000258,1.427,0.252,0,302,614,URBAN_LOW_ACCESS,50.85,10150.56,2.935,2.367,22.97,16,25.36,60.57,26.72,1,56.99,8.4
2013,NBH_000259,2.463,2.948,0,1683,377,LOW_INCOME_LOW_ACCESS,83.21,4951.68,4.967,1.775,61.01,46,53.59,53.99,16.67,0,62.86,66.6
2022,NBH_000260,2.541,2.564,0,300,507,LOW_ACCESS,43.26,7063.36,5.137,0.1,64.58,76,54.39,52.72,18.85,1,82.67,34.02
2015,NBH_000261,0.05,1.17,0,1707,638,LOW_INCOME_LOW_ACCESS,77.19,5998.16,0.513,0.896,65.63,0,44.9,75.68,6.99,0,72.88,57.32
2012,NBH_000262,2.64,1.328,0,1285,121,RURAL_LOW_ACCESS,47.74,10577.23,7.824,2.337,70.18,25,87.28,70.31,31.12,1,73.98,26.91
2013,NBH_000263,2.786,1.223,0,487,294,LOW_ACCESS,61.37,6341.89,0.0,0.748,59.66,55,69.87,60.19,26.74,1,41.46,47.27
2020,NBH_000264,2.769,2.837,1,39,269,ADEQUATE_ACCESS,59.52,9979.17,1.931,3.363,24.44,15,67.2,77.75,14.39,1,69.68,45.96
2021,NBH_000265,3.097,0.386,0,405,298,LOW_INCOME_LOW_ACCESS,57.84,8192.84,4.161,1.212,65.97,15,91.3,42.55,19.9,1,56.02,51.91
2012,NBH_000266,1.972,3.049,0,1551,12,LOW_ACCESS,56.95,2349.6,3.386,3.092,53.69,56,41.46,62.21,25.13,0,45.47,42.64
2011,NBH_000267,0.158,1.146,0,959,213,LOW_ACCESS,69.87,6938.14,2.563,0.886,61.04,83,60.19,74.38,28.0,0,58.99,37.58
2018,NBH_000268,1.559,1.189,0,1230,86,LOW_INCOME_LOW_ACCESS,82.51,10764.45,5.735,2.11,36.37,73,74.48,50.71,37.87,0,55.9,26.34
2016,NBH_000269,0.97,1.095,0,1194,461,URBAN_LOW_ACCESS,67.42,6779.03,1.802,2.587,67.45,84,48.68,70.54,16.51,0,65.82,76.92
2017,NBH_000270,0.792,1.686,0,209,188,ADEQUATE_ACCESS,49.42,8985.31,1.234,1.164,75.43,74,49.44,54.52,8.19,0,57.1,34.79
2024,NBH_000271,1.032,1.215,1,143,616,LOW_ACCESS,61.96,1807.14,6.287,3.53,46.77,35,81.29,44.89,22.39,0,52.63,55.44
2023,NBH_000272,2.28,1.379,0,368,442,URBAN_LOW_ACCESS,37.85,4125.74,1.927,1.46,89.81,34,67.33,69.98,15.99,0,50.34,69.81
2022,NBH_000273,1.709,0.0,0,106,630,RURAL_LOW_ACCESS,50.63,9091.21,4.961,2.027,49.21,77,45.13,54.11,15.27,0,61.74,38.44
2015,NBH_000274,0.346,2.04,0,30,110,URBAN_LOW_ACCESS,58.68,7564.61,2.465,2.077,43.43,45,52.72,45.92,26.11,1,55.42,40.61
2012,NBH_000275,2.521,1.253,0,557,568,ADEQUATE_ACCESS,70.52,4467.34,4.885,2.108,52.59,84,68.18,47.47,26.43,0,88.47,36.81
2020,NBH_000276,1.736,0.348,1,1744,274,RURAL_LOW_ACCESS,72.97,1535.77,4.999,0.334,60.1,2,37.39,39.62,11.86,0,67.02,69.31
2012,NBH_000277,1.906,0.751,1,981,509,ADEQUATE_ACCESS,66.81,11984.42,1.196,2.697,46.91,40,47.07,58.51,22.42,1,58.24,42.9
2017,NBH_000278,1.832,0.0,0,948,525,RURAL_LOW_ACCESS,42.4,7669.95,3.997,1.037,51.75,3,27.89,66.09,25.8,0,61.08,68.79
2024,NBH_000279,1.226,0.685,1,21,435,URBAN_LOW_ACCESS,40.99,3400.87,3.468,2.599,84.64,3,47.46,35.25,16.89,1,89.52,60.99
2013,NBH_000280,1.142,3.99,0,967,502,URBAN_LOW_ACCESS,75.29,2738.39,6.371,4.243,47.44,30,31.41,35.61,20.92,0,70.44,22.81
2024,NBH_000281,0.05,1.031,0,1691,197,LOW_INCOME_LOW_ACCESS,65.29,2520.46,6.31,2.384,52.4,77,50.7,33.56,21.53,0,50.17,41.86
2018,NBH_000282,0.402,1.33,1,1460,361,URBAN_LOW_ACCESS,60.88,9922.84,2.19,1.271,61.37,37,59.57,49.41,21.17,1,43.2,49.03
2020,NBH_000283,2.79,2.929,0,1759,107,LOW_ACCESS,47.77,9790.55,1.677,1.567,9.13,1,31.39,32.06,14.1,0,36.91,56.2
2021,NBH_000284,2.75,0.513,0,1634,236,LOW_INCOME_LOW_ACCESS,67.36,11194.87,6.362,1.723,42.65,16,44.59,46.25,4.2,0,52.62,84.03
2019,NBH_000285,1.358,1.362,0,163,170,LOW_ACCESS,61.62,2556.31,2.113,3.416,32.44,7,83.06,65.9,16.32,0,80.06,55.64
2017,NBH_000286,0.609,1.911,0,1278,194,URBAN_LOW_ACCESS,57.4,10542.68,2.351,2.694,53.73,73,47.36,21.39,25.3,1,69.66,45.48
2011,NBH_000287,0.207,1.798,0,1292,47,RURAL_LOW_ACCESS,62.58,7173.21,2.89,2.698,40.55,17,62.32,63.33,6.76,1,65.52,78.53
2019,NBH_000288,2.505,3.06,0,478,197,URBAN_LOW_ACCESS,85.06,1918.6,0.507,1.077,70.49,24,46.93,56.72,29.25,0,46.87,46.93
2015,NBH_000289,2.567,2.67,0,1086,500,RURAL_LOW_ACCESS,43.44,2021.39,0.0,2.652,52.5,50,79.61,52.4,29.19,0,78.22,66.03
2019,NBH_000290,0.147,1.009,1,1341,116,RURAL_LOW_ACCESS,64.45,3237.06,3.961,2.108,55.78,77,50.18,40.59,5.03,1,72.72,47.04
2017,NBH_000291,1.632,1.462,0,1001,296,ADEQUATE_ACCESS,75.04,2512.4,0.71,2.707,61.42,48,47.59,37.92,10.47,0,39.05,90.42
2014,NBH_000292,2.212,1.954,1,297,85,RURAL_LOW_ACCESS,41.98,7532.73,4.973,1.522,62.52,17,25.34,41.6,15.69,1,60.31,47.14
2022,NBH_000293,0.099,0.853,1,607,227,ADEQUATE_ACCESS,100.0,2738.41,2.321,2.848,40.96,23,50.59,22.19,23.24,0,51.21,25.19
2015,NBH_000294,2.534,1.857,0,589,478,LOW_ACCESS,66.38,8253.25,0.292,2.116,59.81,3,92.11,38.17,23.6,0,69.04,45.71
2018,NBH_000295,3.552,0.597,0,975,513,LOW_ACCESS,56.75,2699.59,2.163,1.556,73.55,63,77.5,53.09,24.76,0,55.3,40.88
2023,NBH_000296,0.201,2.391,0,1668,410,LOW_INCOME_LOW_ACCESS,63.92,7243.98,4.954,1.898,73.92,24,31.75,74.84,12.49,0,58.37,95.77
2020,NBH_000297,1.78,1.863,0,870,641,ADEQUATE_ACCESS,61.61,6863.08,7.424,1.476,32.1,51,61.94,20.55,26.32,1,42.39,37.32
2016,NBH_000298,0.832,2.053,1,514,645,ADEQUATE_ACCESS,76.97,10528.82,4.082,2.541,61.02,31,79.14,79.13,15.46,1,55.67,36.83
2013,NBH_000299,0.914,0.309,0,1443,393,URBAN_LOW_ACCESS,74.89,2593.48,4.68,3.371,26.6,43,68.33,35.15,20.96,0,47.88,27.22
2018,NBH_000300,0.05,0.469,0,130,468,LOW_INCOME_LOW_ACCESS,69.29,5486.36,3.668,2.486,92.22,13,49.12,41.2,8.25,0,26.25,94.76
2024,NBH_000301,1.992,2.072,0,1711,477,LOW_INCOME_LOW_ACCESS,70.92,6441.66,2.864,1.484,43.11,56,58.58,7.83,11.47,0,79.62,24.98
2026,NBH_000302,1.399,1.879,0,1710,201,LOW_INCOME_LOW_ACCESS,57.6,8780.53,3.087,1.25,42.96,72,68.14,32.64,23.91,1,69.21,69.96
2016,NBH_000303,2.506,1.625,1,585,181,LOW_ACCESS,81.27,6585.16,5.421,2.632,94.5,6,6.61,58.01,11.17,0,61.61,93.4
2021,NBH_000304,3.807,1.201,0,189,571,LOW_INCOME_LOW_ACCESS,100.0,6698.24,3.051,1.065,30.15,88,90.02,37.66,0.0,1,51.63,37.54
2017,NBH_000305,1.235,2.443,1,1262,592,LOW_ACCESS,77.2,2673.75,1.675,2.782,29.75,85,4.05,36.42,25.57,0,67.29,40.74
2026,NBH_000306,0.05,2.433,1,728,128,RURAL_LOW_ACCESS,88.49,10153.11,8.1,0.0,48.53,74,34.45,69.82,15.88,0,46.76,64.99
2017,NBH_000307,1.185,1.064,0,65,534,RURAL_LOW_ACCESS,57.13,5811.63,4.598,3.279,26.52,10,79.11,24.96,9.38,0,57.48,32.35
2012,NBH_000308,1.574,1.995,1,1566,81,LOW_ACCESS,63.65,6802.9,7.249,2.843,54.51,48,27.86,61.07,16.07,0,56.02,65.15
2016,NBH_000309,2.332,2.457,1,179,46,LOW_ACCESS,66.34,11371.19,6.14,0.151,48.98,0,69.34,35.37,17.61,0,52.33,30.94
2019,NBH_000310,0.629,2.781,0,451,637,LOW_ACCESS,65.06,5784.21,3.703,1.94,60.44,61,37.06,47.11,27.68,1,62.88,60.96
2021,NBH_000311,2.541,1.991,1,991,548,RURAL_LOW_ACCESS,66.78,10894.31,8.72,2.032,43.45,40,60.62,43.48,0.0,0,70.47,36.64
2017,NBH_000312,0.876,1.714,0,1411,384,ADEQUATE_ACCESS,71.73,4457.45,0.974,2.061,81.05,63,13.66,66.8,25.38,0,58.12,38.29
2014,NBH_000313,1.89,0.431,0,890,69,LOW_ACCESS,64.63,4113.1,2.804,0.65,19.83,47,22.1,20.71,33.21,0,25.17,48.7
2013,NBH_000314,5.171,0.455,0,1507,375,URBAN_LOW_ACCESS,48.98,11741.29,5.016,2.312,55.56,31,80.77,62.5,21.18,0,80.07,30.37
2013,NBH_000315,0.669,1.232,0,333,477,LOW_INCOME_LOW_ACCESS,58.49,1158.43,3.301,2.106,45.26,54,57.39,51.29,20.73,1,68.56,55.15
2016,NBH_000316,0.709,0.604,0,899,519,URBAN_LOW_ACCESS,82.46,3606.0,2.336,1.661,55.57,90,82.85,71.56,26.86,1,65.94,43.78
2019,NBH_000317,0.722,3.396,1,1494,599,LOW_ACCESS,61.19,6318.67,6.164,2.241,66.65,32,35.44,58.12,30.44,0,68.76,15.53
2012,NBH_000318,1.797,0.754,0,1534,439,LOW_ACCESS,52.91,11063.35,4.551,0.623,69.6,82,58.03,32.94,11.98,0,69.88,71.34
2019,NBH_000319,3.02,1.811,0,438,534,RURAL_LOW_ACCESS,73.31,3105.12,2.981,3.053,68.27,77,62.81,55.12,20.77,1,45.46,81.98
2025,NBH_000320,2.455,3.154,1,380,423,RURAL_LOW_ACCESS,62.48,3387.98,1.679,2.054,50.38,62,31.03,30.55,12.05,1,36.3,41.16
2023,NBH_000321,3.797,1.582,0,1077,517,URBAN_LOW_ACCESS,59.81,6912.22,8.091,0.961,38.68,43,52.64,81.25,27.79,1,64.51,57.28
2023,NBH_000322,2.247,2.018,0,177,449,LOW_INCOME_LOW_ACCESS,82.99,9224.9,2.783,3.76,79.39,27,56.97,42.69,12.37,0,36.86,65.69
