qol_well_survey_year,qol_well_wellbeing_region_id,qol_well_life_satisfaction_score,qol_well_happiness_frequency_score,qol_well_stress_level_score,qol_well_sleep_quality_score,qol_well_physical_health_score,qol_well_mental_health_score,qol_well_ncoial_connection_score,qol_well_purpose_meaning_score,qol_well_financial_wellbeing_score,qol_well_work_life_balance_score,qol_well_outdoor_activity_rate,qol_well_cultural_participation_rate,qol_well_volunteerism_rate,qol_well_loneliness_rate,qol_well_community_trust_score,qol_well_safety_perception_score,qol_well_service_satisfaction_score,qol_well_overall_wellbeing_index
2021,REG682,2.31,1.09,3.53,7.14,3.4,3.09,4.88,0.21,4.91,9.9,79.93,7.05,65.48,46.11,8.26,0.99,2.33,79.11
2022,REG345,5.91,2.08,8.94,9.94,1.45,2.97,7.49,1.23,4.65,2.18,66.44,35.98,84.82,45.83,5.37,8.89,7.69,80.88
2022,REG688,9.06,7.8,2.56,2.43,3.57,1.11,6.7,9.41,6.42,5.33,50.33,59.26,71.06,79.5,6.98,7.05,9.52,89.93
2023,REG157,0.27,6.59,0.9,8.9,0.41,1.43,2.78,1.01,9.12,1.32,8.3,5.98,80.6,64.99,7.57,7.05,9.68,76.85
2023,REG294,2.9,2.92,3.13,1.86,3.93,1.1,2.97,1.75,9.2,4.61,82.26,58.85,59.85,0.32,0.13,2.79,0.59,27.72
2026,REG283,5.75,4.83,7.55,4.21,7.77,7.6,2.77,0.96,8.51,1.69,3.12,40.23,25.41,22.04,1.72,7.49,7.83,4.64
2019,REG247,1.35,5.0,3.48,2.02,9.48,9.57,5.64,1.88,5.83,9.28,37.78,13.77,69.37,65.63,0.01,8.54,6.61,19.57
2019,REG687,7.55,3.65,4.33,5.39,7.19,1.73,1.96,0.48,9.86,8.76,55.3,43.03,23.74,59.5,6.91,6.89,0.06,70.2
2021,REG613,3.56,3.74,4.96,4.02,1.68,2.31,3.31,0.2,3.41,8.21,46.92,18.56,69.48,2.16,1.55,5.82,6.72,29.47
2025,REG732,2.85,9.59,3.97,3.28,6.27,9.89,4.38,0.95,7.17,8.97,68.04,49.73,24.64,44.6,4.22,9.63,0.37,36.47
2017,REG436,5.6,6.45,8.2,0.66,4.36,7.84,7.68,0.74,0.11,7.83,13.8,57.78,9.42,29.55,1.58,7.36,6.73,13.53
2024,REG928,8.72,4.51,6.94,9.0,2.92,1.36,5.4,3.88,7.99,0.05,58.04,51.59,84.97,57.66,9.96,0.27,5.04,97.6
2017,REG381,3.37,6.29,6.04,5.29,3.64,4.28,7.93,6.09,7.16,2.77,91.15,3.52,59.57,81.24,8.66,3.2,4.6,3.49
2017,REG666,1.25,4.28,9.91,9.18,3.3,2.24,2.52,6.85,7.26,2.16,24.0,32.34,43.32,91.75,0.27,6.38,8.62,72.34
2020,REG509,7.79,1.03,2.91,2.71,5.34,1.2,8.16,6.82,8.61,2.23,62.05,85.1,5.04,55.06,7.27,3.72,3.54,3.23
2021,REG666,5.96,7.4,0.86,4.17,2.58,2.07,2.46,3.61,7.33,4.36,6.32,34.74,10.97,21.19,1.29,9.72,8.8,62.49
2018,REG601,4.87,2.58,0.65,4.44,0.99,9.06,8.29,6.2,4.52,4.54,46.45,74.55,12.62,53.13,8.13,5.1,0.14,24.47
2017,REG579,9.34,8.94,8.23,9.5,2.8,0.12,3.54,5.77,3.16,0.44,50.72,19.97,72.76,8.92,9.58,8.77,8.74,78.99
2017,REG266,0.53,6.62,7.47,1.31,6.16,4.79,4.72,1.99,7.39,9.25,78.78,36.9,98.42,36.42,2.34,9.68,7.9,76.12
2024,REG400,1.92,0.19,7.77,2.78,1.32,1.82,6.41,4.33,9.41,3.66,83.39,54.65,70.53,16.87,7.49,0.86,6.91,46.55
2024,REG412,4.8,8.56,1.55,1.7,5.34,6.25,4.2,2.66,0.67,0.5,4.08,90.13,13.14,29.51,9.86,9.27,0.43,55.13
2017,REG686,0.54,7.28,9.88,4.29,4.49,6.59,7.37,7.9,0.78,8.01,86.41,4.52,3.91,55.09,4.97,9.8,2.94,59.02
2023,REG670,5.36,6.6,5.38,0.07,8.44,2.01,2.31,6.48,4.78,5.74,49.75,41.79,48.33,14.11,9.69,5.75,2.87,71.28
2025,REG565,8.56,1.44,8.63,4.86,1.01,0.47,0.01,6.37,2.22,1.46,60.14,40.91,44.95,13.4,2.53,0.99,3.35,30.86
2024,REG815,9.87,9.99,3.86,7.93,2.79,1.43,6.4,4.77,5.94,3.66,30.21,92.78,88.35,12.38,6.52,3.58,5.68,20.72
2017,REG309,2.48,6.56,7.59,2.74,4.06,3.51,0.05,5.77,6.69,2.76,68.78,24.27,71.55,45.72,8.72,5.45,1.85,82.2
2022,REG336,0.84,0.48,1.36,8.45,3.2,5.05,6.03,7.43,8.3,5.16,41.58,19.59,60.75,54.99,2.91,4.46,7.4,62.71
2021,REG835,2.72,6.68,6.28,4.58,2.39,1.75,3.39,9.09,7.54,8.91,84.26,45.89,53.04,16.96,7.21,4.22,1.61,9.54
2024,REG264,0.09,8.25,6.19,0.38,3.05,7.22,0.59,7.36,5.05,7.83,85.52,76.78,7.81,46.04,3.19,5.08,9.66,12.44
2026,REG250,6.3,0.08,8.43,9.03,1.64,5.73,1.78,4.95,6.38,3.91,89.48,89.12,53.07,58.05,0.03,3.38,7.61,99.41
2026,REG695,3.62,3.1,6.13,6.12,0.89,2.15,6.36,8.01,1.92,7.02,87.05,11.78,43.91,85.06,3.71,2.69,7.46,40.08
2017,REG490,1.26,5.54,3.79,9.97,5.91,6.82,1.31,9.92,0.51,0.71,7.57,87.06,72.86,97.31,0.67,6.92,5.33,63.91
2024,REG543,9.5,7.58,8.99,2.0,9.43,7.44,5.91,0.13,0.52,7.72,66.9,21.37,44.13,65.6,0.15,6.77,4.02,9.49
2020,REG106,4.27,6.26,3.44,1.1,8.26,5.0,2.83,6.83,3.36,3.62,27.76,36.09,26.24,98.24,2.58,6.47,1.92,55.68
2018,REG159,6.94,9.59,2.11,3.0,0.02,2.25,4.18,4.62,2.66,1.5,56.31,40.92,42.63,89.5,5.61,3.88,2.54,42.86
2020,REG828,9.65,3.77,2.09,9.15,1.44,2.97,2.04,5.66,4.09,2.87,76.79,66.41,99.55,31.2,8.45,3.03,0.09,15.09
2024,REG608,8.1,0.57,8.32,7.16,0.35,1.06,0.76,6.79,5.61,3.59,8.83,39.3,68.22,9.34,8.57,0.63,6.08,18.91
2020,REG791,3.55,6.67,1.21,4.76,4.06,4.27,9.43,3.49,9.92,5.38,84.25,34.89,8.48,8.44,5.74,9.3,0.71,68.91
2024,REG433,6.52,2.16,0.71,0.75,2.47,2.14,1.26,2.65,5.34,9.5,92.23,27.17,6.62,99.56,4.76,9.78,5.38,88.64
2019,REG556,6.22,5.36,2.2,7.64,0.55,3.62,8.7,5.03,0.78,2.08,10.96,27.76,16.53,71.2,6.59,1.35,4.45,29.58
2022,REG819,5.76,8.99,8.97,4.13,3.93,5.18,4.74,0.62,5.79,5.85,45.03,41.4,93.89,60.08,8.16,9.54,8.1,94.3
2017,REG707,1.7,2.27,1.94,3.22,3.55,8.11,3.61,7.27,9.04,1.15,0.03,88.87,23.83,15.34,2.95,1.86,7.94,63.45
2019,REG486,5.84,2.08,1.98,5.95,6.65,3.46,7.63,8.37,9.16,6.26,22.0,74.85,10.78,18.12,8.33,9.11,0.67,31.21
2017,REG923,5.71,8.21,9.23,5.19,7.4,6.62,6.71,5.17,6.23,5.54,63.77,50.52,22.25,69.36,3.84,1.28,8.51,18.13
2020,REG921,7.21,6.48,1.61,1.94,1.49,0.73,2.83,5.24,1.73,9.71,69.88,58.34,68.14,43.6,4.7,8.89,7.22,58.82
2020,REG139,6.63,3.99,0.47,3.91,9.25,0.45,1.85,8.09,3.65,1.86,81.57,55.84,54.85,29.38,6.75,8.62,7.5,61.24
2024,REG972,8.55,5.66,8.9,2.54,6.54,9.35,3.74,9.51,3.92,4.38,80.64,26.08,70.59,29.84,5.94,7.76,0.26,8.85
2021,REG249,1.58,2.9,3.43,8.89,2.27,1.28,8.74,8.83,7.85,3.81,91.28,43.93,79.15,43.49,4.82,8.6,0.01,27.4
2017,REG443,0.13,4.64,5.16,9.99,6.97,1.26,5.55,1.54,7.26,3.63,66.09,89.46,79.17,79.68,2.81,5.91,1.88,22.1
2020,REG678,4.07,8.89,4.87,0.69,4.15,1.34,9.94,0.24,5.62,3.64,60.69,53.91,91.81,18.25,1.2,8.7,9.32,35.51
2024,REG698,1.82,4.79,1.32,3.18,1.13,0.36,3.55,6.18,1.52,9.93,27.43,2.27,2.8,66.66,6.7,9.03,0.91,37.64
2026,REG486,6.07,0.84,5.83,8.9,0.38,3.99,3.93,2.54,5.75,1.71,91.63,15.56,96.5,1.16,4.88,0.36,8.77,79.87
2023,REG931,2.12,0.78,2.37,0.68,8.53,8.53,5.49,9.2,3.5,1.79,30.43,12.37,82.24,76.04,1.9,5.46,2.81,13.11
2020,REG927,3.79,6.13,8.82,5.43,2.58,7.91,4.36,5.64,9.02,4.89,33.47,72.74,13.35,91.37,9.16,5.79,1.54,45.21
2025,REG143,2.98,1.75,2.64,5.56,6.86,9.8,2.16,2.04,1.17,9.39,38.18,92.4,88.94,4.4,2.8,3.03,2.77,42.53
2018,REG172,7.58,2.68,2.99,5.99,1.79,4.73,2.51,1.98,7.96,7.07,24.98,41.52,15.42,5.32,5.85,3.64,2.07,11.46
2024,REG114,2.71,9.07,1.93,2.44,8.52,5.72,1.08,5.49,3.08,7.37,7.78,91.79,47.82,73.43,7.05,1.78,8.8,23.27
2020,REG458,5.21,9.85,3.13,9.64,4.35,8.35,5.3,2.05,8.8,0.72,68.28,83.08,83.2,65.53,2.51,5.32,6.3,88.97
2024,REG534,4.65,3.33,4.28,1.83,2.17,7.7,4.78,5.14,8.97,2.4,32.93,30.86,65.92,56.25,4.72,6.68,4.84,81.6
2018,REG629,8.91,1.2,0.94,6.56,3.9,4.56,6.96,2.15,0.44,4.39,89.47,45.07,57.2,20.84,4.64,4.81,2.35,16.38
2017,REG871,0.39,1.66,7.31,6.49,3.13,5.51,8.29,8.39,6.54,1.24,16.29,29.17,67.07,25.8,4.64,8.26,8.92,83.85
2022,REG379,9.11,6.84,6.19,2.48,9.28,0.17,0.82,1.54,6.94,6.23,94.47,34.9,34.76,66.95,1.74,4.64,0.15,59.2
2019,REG423,2.04,3.07,1.32,6.16,5.64,8.26,9.7,9.84,1.07,5.53,78.97,65.9,89.7,44.17,4.27,0.26,0.16,69.26
2022,REG304,6.6,2.38,8.63,9.03,6.62,2.78,2.16,6.25,9.41,5.78,83.93,56.54,67.46,56.78,5.75,7.39,3.96,90.4
2024,REG152,7.25,7.43,4.13,8.33,9.33,7.95,1.33,7.87,4.65,6.09,99.12,35.94,34.85,26.31,1.27,1.68,5.14,90.98
2023,REG327,4.84,1.95,1.74,9.16,5.52,5.8,4.33,7.08,8.02,4.11,5.26,25.24,82.16,56.02,8.81,3.82,3.15,0.14
2022,REG245,3.35,0.79,6.05,9.9,0.58,3.92,4.0,0.7,1.85,4.53,95.56,57.02,9.98,74.22,8.57,8.08,8.18,81.18
2023,REG813,1.39,2.51,2.65,3.44,6.66,8.94,5.94,7.52,3.17,5.22,50.41,70.11,51.8,33.43,2.44,2.55,9.81,35.75
2017,REG341,0.71,0.9,6.86,4.57,8.8,8.62,7.56,8.15,8.71,7.84,52.69,26.47,78.74,31.77,2.45,1.72,6.27,24.25
2018,REG383,7.09,7.94,3.15,8.43,0.58,9.86,4.17,3.25,9.24,1.32,35.78,35.89,42.44,84.83,8.49,5.92,9.92,84.42
2020,REG880,1.99,5.5,2.14,3.02,6.86,1.84,0.91,5.32,0.01,6.09,90.13,19.02,38.28,91.64,7.04,1.35,3.82,75.6
2020,REG749,4.58,2.92,4.93,0.89,9.3,3.1,4.61,6.53,5.04,2.83,98.43,84.83,10.28,36.74,1.94,4.79,2.09,31.23
2024,REG341,1.44,8.61,3.63,9.14,0.3,7.72,8.65,9.85,1.32,4.34,76.03,51.36,82.08,98.39,7.57,7.42,5.68,46.32
2025,REG678,8.61,8.37,7.37,6.96,0.08,9.9,3.92,3.8,9.88,2.42,95.31,38.52,9.82,52.31,7.06,6.09,9.52,38.37
2026,REG175,7.2,9.68,2.8,5.88,9.89,1.58,6.59,3.32,9.92,1.09,45.13,25.5,3.17,96.36,5.68,7.01,6.2,14.85
2026,REG877,7.8,6.11,5.7,7.46,2.44,7.32,4.11,6.74,2.75,1.37,2.92,80.35,19.7,36.35,7.69,4.5,2.18,19.48
2018,REG597,7.56,3.51,0.7,8.38,0.33,0.96,6.37,6.69,5.5,0.78,77.69,59.82,67.05,0.29,0.88,7.21,6.78,19.84
2019,REG512,3.12,6.25,7.97,1.88,6.49,4.34,1.93,3.97,1.04,6.58,99.82,73.33,85.2,22.58,1.06,0.02,7.3,82.31
2023,REG152,6.22,1.84,8.25,8.92,6.15,6.24,3.79,7.07,4.78,7.45,96.85,82.24,51.73,97.89,6.07,0.65,7.3,82.01
2022,REG370,6.79,9.21,2.51,5.85,2.75,7.74,5.81,4.28,0.29,9.45,49.77,80.41,39.19,84.91,1.6,2.31,3.33,8.86
2023,REG168,4.86,1.15,4.27,1.97,8.75,5.09,9.52,3.41,3.41,3.39,26.83,78.42,28.27,28.8,0.47,9.65,8.86,29.25
2019,REG811,0.34,3.54,0.86,3.57,4.34,8.91,4.25,0.26,9.55,1.45,77.37,20.03,92.33,22.65,8.55,4.15,4.47,62.92
2026,REG892,3.37,2.43,2.66,7.04,1.09,5.62,3.8,3.53,7.15,5.03,7.72,90.96,89.8,42.54,0.14,0.6,4.92,8.14
2026,REG201,8.02,3.68,3.78,0.25,6.54,7.73,2.63,6.17,6.47,6.3,69.83,78.5,75.8,57.4,9.39,7.8,8.91,50.78
2021,REG768,8.63,5.4,8.74,7.25,7.54,9.27,3.3,5.95,2.73,5.29,44.36,45.74,20.86,62.55,7.96,2.69,1.24,25.54
2021,REG112,0.63,6.18,8.2,8.02,9.88,7.9,1.35,3.47,2.17,3.76,63.69,28.98,12.88,71.42,1.17,9.48,6.19,76.44
2025,REG757,6.43,7.02,7.9,4.54,0.03,9.67,2.43,1.5,9.19,5.41,27.57,93.18,85.54,45.58,9.56,0.93,9.38,46.04
2019,REG248,5.37,9.95,0.14,5.0,2.84,1.71,9.25,3.84,5.46,9.3,47.94,28.82,9.68,59.84,9.12,0.81,4.46,66.46
2020,REG330,0.79,2.04,1.31,3.78,4.1,4.53,4.91,0.58,6.63,7.34,13.72,22.7,28.06,41.62,4.02,2.06,0.73,29.05
2019,REG700,0.58,3.66,1.93,7.13,3.31,3.97,9.17,6.11,8.24,6.85,96.0,57.16,24.99,69.44,8.2,9.68,6.18,82.2
2026,REG109,7.75,5.98,2.91,0.88,7.2,8.3,7.71,0.4,0.55,1.03,82.44,61.06,58.97,21.33,0.77,7.96,8.28,25.14
2025,REG460,3.13,8.12,0.69,3.45,7.7,2.89,0.4,1.5,9.62,6.0,17.7,64.77,62.33,40.78,6.67,1.12,3.21,3.76
2024,REG995,8.93,2.04,7.08,8.13,4.07,8.17,4.92,7.97,7.57,5.62,50.74,29.28,41.14,39.17,1.03,5.24,5.8,96.9
2017,REG933,8.53,2.58,2.34,5.32,1.29,6.96,8.6,0.3,1.95,5.79,82.78,49.01,78.44,42.23,3.88,1.82,1.52,74.53
2018,REG420,4.08,5.45,2.64,8.32,4.05,3.77,1.78,2.2,2.91,3.49,70.13,99.63,50.66,70.54,2.44,9.47,8.1,68.51
2022,REG235,0.86,4.13,0.15,2.93,7.07,2.03,9.99,0.48,1.36,7.87,97.6,95.4,79.82,97.3,8.41,0.58,8.46,48.38
2024,REG335,0.03,6.2,6.72,7.91,3.26,1.28,4.4,3.62,7.53,2.29,13.82,44.02,62.8,28.1,1.14,4.39,9.62,96.73
2026,REG889,7.77,2.04,3.75,6.05,7.5,1.67,4.58,1.63,6.33,7.72,83.33,73.24,15.91,82.84,3.34,8.36,2.51,47.57
2024,REG836,3.73,6.82,0.11,6.5,0.18,6.67,8.4,3.6,4.07,7.28,80.93,99.96,54.06,85.46,0.56,1.07,8.7,37.84
2018,REG735,4.05,5.26,3.24,1.98,0.37,7.68,9.04,0.17,3.49,8.93,2.07,73.15,24.33,77.3,6.79,9.41,3.07,15.16
2026,REG348,9.85,0.4,1.78,8.57,6.86,4.25,4.94,2.56,9.62,3.43,37.99,46.91,21.36,19.65,6.01,7.75,7.52,56.56
2023,REG260,7.3,2.19,1.03,0.9,8.49,9.12,8.14,9.04,9.85,5.26,15.39,60.79,35.39,34.64,7.28,0.91,0.38,69.53
2025,REG335,3.86,3.08,6.15,1.55,7.21,9.25,8.36,9.07,9.37,3.72,79.57,49.48,26.98,74.69,2.44,1.1,7.05,28.76
2025,REG867,1.36,7.65,3.86,8.93,4.4,4.09,4.3,8.38,0.11,7.05,20.52,88.21,37.59,33.9,7.13,7.22,6.34,32.98
2022,REG881,7.87,8.42,8.37,0.75,5.75,4.71,1.99,2.61,1.41,4.73,25.63,21.25,54.87,21.26,5.9,1.56,7.06,30.32
2026,REG681,7.97,9.86,0.17,8.1,4.82,1.23,7.58,0.66,8.68,6.32,18.87,68.09,16.73,56.54,0.05,9.37,0.64,74.98
2023,REG919,2.78,0.73,1.94,7.78,8.52,8.72,5.35,9.51,1.52,6.78,70.43,5.32,28.24,94.9,7.59,0.55,5.41,64.86
2019,REG864,6.61,9.32,4.93,7.19,6.32,5.53,3.24,9.04,2.7,1.59,71.21,54.66,26.29,87.03,2.86,0.64,0.15,92.29
2024,REG492,2.13,5.67,4.88,10.0,8.89,2.71,6.98,3.87,3.64,3.67,63.93,53.8,75.5,15.3,4.25,8.6,0.03,62.35
2018,REG261,3.84,8.84,7.36,6.06,1.98,6.7,8.34,7.3,5.75,7.15,97.69,1.08,66.39,79.3,6.39,2.73,8.23,91.33
2026,REG173,3.66,3.3,7.23,6.07,1.57,1.41,0.71,6.84,3.14,0.2,33.77,83.21,24.77,63.35,4.4,5.49,5.96,45.48
2022,REG769,5.68,3.98,2.0,8.97,7.36,2.84,5.39,9.63,2.45,9.47,68.34,54.08,98.32,33.37,2.78,3.4,7.51,33.7
2021,REG867,6.44,2.23,0.04,1.99,8.19,9.4,6.62,3.1,4.36,1.95,88.08,66.56,8.44,36.69,5.38,7.97,9.21,13.27
2021,REG341,0.66,2.4,0.21,0.64,0.32,1.46,8.77,2.84,4.8,4.87,99.53,36.47,26.51,96.32,5.93,2.89,2.87,8.64
2026,REG683,7.24,4.75,8.84,4.84,3.46,2.51,2.43,3.17,9.92,3.61,52.46,27.47,14.35,64.58,5.45,0.68,8.83,50.77
2020,REG399,7.79,1.12,4.74,5.49,7.75,3.7,8.55,6.98,7.71,9.69,84.48,34.68,64.58,86.86,5.25,6.83,1.72,81.59
2017,REG773,4.06,9.5,8.14,2.12,8.85,2.02,9.36,0.83,9.46,0.82,22.79,56.62,18.8,38.92,1.69,5.58,6.11,22.05
2019,REG451,7.38,0.87,4.53,2.9,4.12,8.35,9.79,1.8,0.61,1.97,87.26,87.95,28.67,32.99,6.64,3.42,9.04,80.11
2024,REG710,7.45,7.57,9.6,4.31,0.41,9.91,9.35,9.66,4.74,1.65,19.58,47.33,67.54,46.51,3.95,9.63,6.48,40.74
2018,REG185,6.88,7.27,8.5,2.21,2.15,9.71,8.51,5.92,0.08,8.55,75.16,95.64,1.32,2.85,5.17,8.56,9.91,32.0
2025,REG744,1.96,8.77,4.66,8.53,4.44,0.53,6.18,4.36,4.91,9.49,45.71,79.65,5.89,47.9,5.87,1.13,3.02,73.96
2025,REG767,1.28,2.99,8.59,7.63,7.77,3.22,0.99,0.32,5.86,7.02,37.79,52.89,27.9,36.43,7.3,7.18,0.28,94.42
2022,REG830,0.3,0.59,0.56,0.31,5.48,8.47,3.46,3.49,1.04,0.01,95.18,45.77,73.74,86.82,1.12,2.63,5.02,29.74
2018,REG850,0.18,5.99,6.15,5.25,0.66,3.32,3.59,7.05,4.19,5.73,28.63,72.6,4.68,98.85,6.41,1.49,7.17,78.66
2020,REG509,2.71,9.59,0.18,3.8,1.04,3.85,0.57,6.45,0.62,6.16,23.41,17.91,34.7,64.1,5.78,6.8,9.19,20.33
2019,REG113,2.66,5.86,2.83,5.58,8.23,5.51,8.38,6.11,8.7,9.3,50.78,79.06,46.88,70.52,0.38,9.67,8.94,89.33
2018,REG618,1.47,6.55,6.45,0.92,7.07,4.76,5.01,0.05,8.97,6.1,60.45,38.91,70.18,83.3,4.95,5.45,2.08,35.32
2019,REG168,6.61,9.32,1.37,5.29,6.11,8.25,8.44,6.61,1.95,7.8,57.85,96.13,95.32,55.17,9.43,0.26,9.16,96.46
2025,REG232,7.78,1.81,9.75,4.28,4.71,0.15,3.43,2.57,4.5,2.69,44.73,14.76,95.2,66.41,9.88,0.05,8.36,8.43
2021,REG299,9.22,1.41,9.56,4.36,3.44,7.96,8.53,8.37,6.24,2.96,27.65,22.87,14.65,39.26,8.56,9.96,6.94,15.62
2025,REG186,2.75,7.18,2.36,1.64,6.34,6.85,1.85,5.12,8.81,6.85,67.59,72.36,35.0,20.59,7.34,8.12,8.96,79.52
2018,REG600,4.67,7.8,5.38,5.57,9.43,9.58,7.61,8.1,2.64,5.94,47.79,4.1,88.35,29.57,9.32,6.36,8.13,45.88
2023,REG589,8.75,7.83,7.55,2.13,5.22,3.23,6.13,5.32,1.77,6.24,3.82,7.07,18.28,57.88,7.59,7.82,2.77,38.42
2026,REG748,0.36,4.95,5.45,9.35,7.12,9.34,2.8,7.25,5.98,2.97,21.11,29.1,97.97,2.32,9.05,7.72,5.44,85.82
2024,REG766,2.85,0.1,6.19,6.58,5.91,3.9,8.04,3.43,6.04,9.96,84.58,64.43,67.42,84.1,1.76,1.1,2.21,74.45
2021,REG219,5.32,8.93,6.57,7.1,2.03,7.2,5.02,8.2,2.16,5.15,20.95,28.59,83.22,68.78,7.28,0.69,7.29,49.14
2020,REG793,3.98,6.98,0.75,9.57,6.29,8.57,4.85,0.31,4.92,7.26,6.53,10.03,5.43,11.99,6.14,8.74,4.71,80.88
2019,REG636,3.79,8.44,7.22,3.5,7.18,9.26,2.14,5.48,9.67,8.21,62.03,6.98,40.63,65.08,4.1,9.97,7.53,18.71
2025,REG937,3.9,7.63,5.67,4.6,9.73,1.36,1.61,5.63,4.05,4.81,54.79,12.75,27.01,53.72,1.94,8.4,7.83,56.82
2020,REG308,1.56,0.78,0.56,0.85,0.96,0.86,0.55,6.97,9.41,8.56,26.59,20.43,4.79,15.6,5.68,9.98,8.59,51.49
2026,REG177,1.48,4.19,5.95,5.95,5.58,8.24,5.1,4.73,3.06,1.8,0.14,32.21,63.31,55.89,5.31,7.72,2.33,67.85
2017,REG933,3.39,2.19,5.63,9.45,0.76,9.53,4.65,7.1,8.03,1.52,4.5,12.85,34.1,95.66,0.43,9.2,5.61,10.23
2026,REG976,6.89,6.08,1.67,9.04,1.33,5.12,5.28,8.71,0.22,1.36,17.07,6.29,63.15,22.96,5.77,7.83,4.09,76.89
2022,REG564,0.16,1.03,8.24,4.05,8.39,5.48,1.97,7.12,5.58,3.52,8.77,10.23,18.85,67.29,7.28,6.31,3.37,44.05
2017,REG552,6.6,7.73,2.41,0.04,2.66,3.48,9.61,2.18,8.26,6.23,16.75,40.35,51.02,34.42,2.26,2.53,5.85,68.81
2021,REG143,9.42,7.29,8.92,4.76,0.15,5.92,8.18,5.37,5.68,9.75,36.61,80.19,50.51,46.37,1.46,7.48,8.23,43.09
2026,REG348,6.98,9.47,4.71,0.82,8.09,7.21,2.97,5.88,0.73,4.79,39.9,25.08,15.38,34.37,9.36,5.14,2.01,83.54
2026,REG661,2.62,6.08,0.59,6.59,5.14,8.17,9.73,8.77,7.2,4.33,21.45,66.49,20.16,2.03,5.73,3.94,8.76,64.58
2022,REG359,7.88,3.36,9.58,2.21,8.72,9.11,0.39,6.32,7.49,9.54,25.14,56.19,77.31,14.84,8.53,4.04,6.4,4.2
2025,REG135,4.78,2.89,9.58,7.95,8.65,4.66,4.74,8.05,3.88,4.81,52.86,60.72,65.0,68.08,4.44,2.95,9.2,82.67
2026,REG766,9.18,6.14,7.06,3.48,2.41,4.45,3.41,9.45,1.65,9.92,90.65,57.12,34.24,72.36,4.81,3.75,3.33,8.02
2025,REG468,2.5,6.08,1.17,7.61,4.52,8.13,1.38,3.83,1.8,0.61,95.53,72.66,32.56,24.62,2.04,0.43,1.03,10.29
2021,REG685,1.93,9.11,4.49,5.33,6.11,3.06,8.96,6.08,9.0,5.08,3.9,3.11,30.77,84.73,2.66,4.84,2.02,75.01
2025,REG260,9.02,3.55,9.85,8.78,4.48,8.6,4.25,7.88,3.6,2.55,73.76,96.46,72.64,97.64,9.21,4.26,5.05,19.04
2020,REG754,5.22,9.73,1.15,5.08,5.32,1.49,7.97,8.18,8.97,9.37,74.74,84.17,7.3,38.38,2.85,7.94,3.09,50.1
2020,REG445,7.59,5.77,3.95,1.31,1.63,7.22,0.34,4.39,7.3,3.65,65.07,76.9,88.01,22.44,7.04,5.59,4.59,41.85
2024,REG270,1.79,7.78,0.77,5.48,1.6,4.6,4.82,7.32,2.09,2.95,50.1,75.65,54.45,79.4,6.55,9.19,6.69,34.64
2019,REG495,0.96,3.17,0.03,7.58,1.58,6.26,8.33,9.17,5.58,7.88,45.48,49.02,54.68,67.01,6.7,7.85,6.17,88.26
2026,REG921,9.29,7.5,7.39,8.6,6.56,1.8,0.83,3.16,8.14,0.22,15.0,10.61,3.72,81.03,2.8,7.29,1.42,40.89
2019,REG230,0.02,6.13,4.81,4.17,0.79,5.88,7.8,0.67,4.13,3.12,89.19,26.27,94.43,82.84,1.0,4.81,6.49,59.31
2023,REG625,9.05,2.7,0.94,9.78,6.52,6.59,8.18,4.21,3.86,9.49,38.68,7.85,30.78,87.35,0.95,7.17,2.66,74.58
2017,REG241,6.37,2.43,1.68,0.63,8.26,7.1,2.93,8.37,8.34,1.38,71.37,29.23,46.72,43.01,6.0,3.47,0.73,67.27
2025,REG522,5.4,1.64,6.25,6.11,6.19,8.92,7.16,7.83,3.13,2.7,20.68,77.84,69.86,34.21,1.41,8.47,3.84,18.97
2019,REG624,9.2,1.3,3.6,6.32,4.08,4.77,8.03,9.99,4.67,3.79,40.68,36.91,47.38,33.31,4.63,9.45,2.86,65.19
2021,REG105,7.32,4.72,1.61,8.72,6.76,5.26,8.31,9.76,4.09,3.53,75.36,45.46,8.58,35.44,8.09,7.07,8.63,14.66
2018,REG513,9.71,1.69,5.98,6.33,6.19,6.92,4.84,0.84,7.01,2.81,7.59,16.98,28.72,43.24,8.61,5.37,4.72,19.13
2019,REG309,8.16,3.23,5.62,3.89,4.03,0.72,1.4,9.61,6.1,0.06,80.92,8.7,70.82,62.08,0.63,5.31,0.47,6.44
2026,REG666,2.55,8.02,3.62,6.4,1.25,9.33,5.04,0.25,5.37,1.85,19.58,60.04,22.64,21.4,5.41,2.35,1.11,40.83
2020,REG739,9.05,4.52,0.13,2.25,9.58,4.96,3.59,3.15,4.17,2.12,74.91,50.83,75.14,25.44,0.01,9.66,5.12,7.97
2021,REG918,4.35,6.95,3.97,8.2,3.29,0.46,0.08,8.59,9.84,1.33,6.2,91.44,10.08,22.84,8.02,9.98,4.86,21.08
2025,REG917,3.94,2.73,4.9,8.56,2.33,4.24,4.44,8.33,6.76,7.8,69.34,59.27,13.24,83.29,6.07,7.01,7.79,31.17
2020,REG857,5.41,3.43,2.59,7.77,7.54,8.32,6.97,3.12,3.27,5.28,83.56,34.63,76.59,30.57,3.39,7.52,6.79,20.82
2023,REG385,7.85,7.97,4.7,3.29,8.5,5.88,9.31,2.54,9.76,3.79,38.45,23.88,96.5,3.97,4.73,3.65,1.59,71.32
