energy_eff_reference_year,energy_eff_country_iso2,energy_eff_region_nuts_code,energy_eff_building_type_code,energy_eff_epc_label_distribution,energy_eff_renovation_rate_pct,energy_eff_deep_renovation_share_pct,energy_eff_energy_use_kwh_m2,energy_eff_heat_pump_installations_count,energy_eff_district_heating_share_pct,energy_eff_smart_controls_penetration_pct,energy_eff_public_buildings_renovated_count,energy_eff_epbd_minimum_standards_flag,energy_eff_energy_savings_obligation_twh,energy_eff_rebound_effect_index,energy_eff_financing_scheme_code,energy_eff_investment_eur,energy_eff_just_transition_fund_support_eur,energy_eff_data_source,energy_eff_data_extract_date
2004,RO,DE970,PUBLIC_SCHOOLS,A:9.32;B:1.62;C:16.41;D:10.23;E:14.57;F:39.58;G:8.27,5.22,15.92,343.94,88467,26.62,25.82,28258,0,0.981,0.2793,TAX_REBATE,4447002723.56,121401399.16,BUILDING_STOCK_OBSERVATORY,2024-04-15
2005,BG,SK22,INDUSTRIAL_LIGHT,A:12.19;B:15.94;C:23.30;D:0.55;E:7.46;F:1.65;G:38.91,1.03,14.89,265.41,15230,25.51,83.64,947,1,7.611,0.6385,PUBLIC_GRANT,7278745964.5,94573433.52,NATIONAL_EPC_REGISTRY,2024-03-20
2006,FR,IT9,PUBLIC_HOSPITALS,A:1.07;B:20.04;C:40.30;D:7.90;E:6.64;F:16.97;G:7.07,1.28,9.48,51.47,186383,4.43,12.2,5845,1,3.039,0.3065,GREEN_MORTGAGE,9551762264.36,221377363.56,EPBD_REPORTING,2025-06-16
2007,LT,MT738,RESIDENTIAL_SFH,A:7.42;B:11.10;C:13.29;D:17.02;E:23.28;F:23.71;G:4.18,5.39,44.93,170.52,11196,36.02,63.23,16855,0,14.071,0.2355,ESCO_CONTRACT,502205845.5,122213357.78,SURVEY_ESTIMATE,2026-02-09
2008,SK,PL95,COMMERCIAL_OFFICE,A:1.59;B:25.53;C:6.84;D:7.53;E:4.35;F:36.01;G:18.16,4.01,9.24,171.98,299040,27.61,73.41,1243,1,14.711,0.1328,SOCIAL_HOUSING_FUND,5629810494.85,185735683.92,BUILDING_STOCK_OBSERVATORY,2025-08-17
2009,HR,NL41,RESIDENTIAL_MFH,A:27.92;B:0.23;C:14.62;D:24.19;E:18.71;F:14.00;G:0.33,1.43,20.17,380.45,87439,8.03,68.24,7284,0,13.457,0.4452,ON_BILL_FINANCING,15485505697.0,274216961.31,NATIONAL_EPC_REGISTRY,2025-04-16
2010,DE,CY37,COMMERCIAL_RETAIL,A:16.72;B:24.87;C:24.96;D:2.68;E:6.64;F:11.49;G:12.64,3.91,39.78,138.62,96581,25.88,7.35,7346,0,15.834,0.5675,EIB_LOAN,14478431877.58,178489856.69,EPBD_REPORTING,2024-09-11
2011,LU,ES76,PUBLIC_SCHOOLS,A:5.12;B:8.42;C:15.76;D:9.85;E:13.06;F:4.56;G:43.23,4.16,40.49,350.29,55532,40.46,16.37,26410,0,3.374,0.2694,TAX_REBATE,8147071123.06,4634341.7,SURVEY_ESTIMATE,2025-01-12
2012,SI,HU73,INDUSTRIAL_LIGHT,A:2.14;B:15.91;C:54.27;D:7.35;E:8.36;F:7.56;G:4.41,4.13,38.58,308.02,356931,52.84,6.37,18040,0,16.586,0.6813,PUBLIC_GRANT,20616255710.45,157793302.13,BUILDING_STOCK_OBSERVATORY,2026-02-23
2013,CY,SI200,PUBLIC_HOSPITALS,A:2.54;B:41.96;C:16.93;D:7.35;E:8.66;F:6.39;G:16.18,1.64,17.93,162.84,194687,49.54,70.58,7992,0,6.359,0.4176,GREEN_MORTGAGE,13931329517.88,86026477.55,NATIONAL_EPC_REGISTRY,2025-05-15
2014,GR,AT46,RESIDENTIAL_SFH,A:21.26;B:6.75;C:4.01;D:38.88;E:14.67;F:2.10;G:12.34,4.01,40.88,101.67,357360,1.59,12.33,15716,0,12.886,0.5134,ESCO_CONTRACT,13276744363.54,42568514.55,EPBD_REPORTING,2026-01-03
2015,MT,GR24,COMMERCIAL_OFFICE,A:36.95;B:0.24;C:12.23;D:10.53;E:17.24;F:1.18;G:21.63,2.92,28.77,186.52,165248,12.13,48.3,11574,0,17.31,0.8394,SOCIAL_HOUSING_FUND,16658871804.61,326946238.54,SURVEY_ESTIMATE,2024-07-20
2016,ES,DE6,RESIDENTIAL_MFH,A:18.26;B:15.60;C:5.08;D:0.12;E:10.50;F:15.38;G:35.06,5.47,10.57,45.37,45611,17.21,72.06,3508,0,16.768,0.648,ON_BILL_FINANCING,20207404645.9,106408142.15,BUILDING_STOCK_OBSERVATORY,2025-12-10
2017,CZ,IE672,COMMERCIAL_RETAIL,A:16.78;B:14.90;C:33.03;D:6.59;E:3.92;F:22.82;G:1.96,1.27,14.16,105.03,227510,49.6,79.78,6997,0,2.34,0.3773,EIB_LOAN,15132654186.45,52371817.41,NATIONAL_EPC_REGISTRY,2024-08-24
2018,HU,ES147,PUBLIC_SCHOOLS,A:12.06;B:8.06;C:10.45;D:15.86;E:25.45;F:28.11;G:0.01,0.36,19.03,332.51,237582,17.87,48.56,3099,0,14.429,0.6211,TAX_REBATE,14829691030.05,262763176.48,EPBD_REPORTING,2024-03-02
2019,NL,LV398,INDUSTRIAL_LIGHT,A:13.74;B:22.21;C:7.44;D:3.04;E:32.67;F:3.58;G:17.32,1.9,6.85,275.66,55214,12.47,5.51,2025,0,11.234,0.7883,PUBLIC_GRANT,2952574012.39,34837088.43,SURVEY_ESTIMATE,2024-11-11
2020,SE,DK53,PUBLIC_HOSPITALS,A:9.17;B:7.46;C:27.68;D:8.50;E:10.67;F:17.27;G:19.26,3.68,3.85,213.95,482095,13.95,8.94,15996,0,15.549,0.1398,GREEN_MORTGAGE,6564411095.84,173570972.78,BUILDING_STOCK_OBSERVATORY,2024-11-17
2021,DK,LT64,RESIDENTIAL_SFH,A:5.36;B:3.42;C:40.83;D:15.73;E:13.85;F:5.56;G:15.23,4.82,22.77,302.26,151236,11.83,10.68,13614,1,0.56,0.7894,ESCO_CONTRACT,19588153153.69,678196977.05,NATIONAL_EPC_REGISTRY,2025-12-23
2022,IE,LV51,COMMERCIAL_OFFICE,A:60.88;B:8.37;C:19.40;D:4.36;E:0.49;F:0.25;G:6.26,0.72,16.87,367.8,258591,6.25,38.94,18876,1,2.819,0.5695,SOCIAL_HOUSING_FUND,11226540954.19,758010374.44,EPBD_REPORTING,2024-04-18
2023,PL,PT640,RESIDENTIAL_MFH,A:15.60;B:10.70;C:5.13;D:12.77;E:6.44;F:35.46;G:13.90,3.08,34.27,216.96,716832,49.12,86.67,19051,1,9.078,0.1656,ON_BILL_FINANCING,5971420709.67,320861906.13,SURVEY_ESTIMATE,2026-01-16
2024,AT,BE324,COMMERCIAL_RETAIL,A:3.54;B:25.35;C:22.17;D:12.81;E:1.96;F:16.68;G:17.49,1.36,14.21,50.75,279078,52.85,49.07,17595,1,2.917,0.7982,EIB_LOAN,11363622635.91,134696760.16,BUILDING_STOCK_OBSERVATORY,2025-06-14
2025,EE,EE777,PUBLIC_SCHOOLS,A:16.59;B:21.02;C:18.67;D:9.10;E:11.86;F:17.15;G:5.61,0.21,18.34,409.19,379046,16.29,16.66,2695,1,15.346,0.1997,TAX_REBATE,16414941852.05,734379288.36,NATIONAL_EPC_REGISTRY,2025-04-01
2004,IT,HR534,INDUSTRIAL_LIGHT,A:22.34;B:20.62;C:3.90;D:16.38;E:9.95;F:14.43;G:12.39,2.02,24.92,404.25,20310,31.0,76.87,11928,1,11.021,0.8454,PUBLIC_GRANT,4863920808.22,23823898.89,EPBD_REPORTING,2025-04-11
2005,PT,DK94,PUBLIC_HOSPITALS,A:27.59;B:20.85;C:16.07;D:7.64;E:23.05;F:3.85;G:0.94,3.71,2.68,192.93,233585,49.66,89.02,3355,0,7.295,0.06,GREEN_MORTGAGE,23917583620.51,152728942.97,SURVEY_ESTIMATE,2025-11-05
2006,BE,RO13,RESIDENTIAL_SFH,A:25.38;B:1.56;C:8.12;D:6.65;E:16.69;F:33.37;G:8.23,4.82,4.97,311.57,293887,13.36,80.64,7454,0,14.108,0.0913,ESCO_CONTRACT,11090708693.53,117359747.47,BUILDING_STOCK_OBSERVATORY,2025-05-31
2007,FI,ES36,COMMERCIAL_OFFICE,A:4.80;B:12.36;C:7.90;D:23.69;E:1.25;F:36.66;G:13.33,3.72,21.08,260.65,43235,46.28,11.35,14829,1,13.994,0.6229,SOCIAL_HOUSING_FUND,16569567329.84,97659660.73,NATIONAL_EPC_REGISTRY,2024-09-15
2008,LV,DE323,RESIDENTIAL_MFH,A:13.07;B:6.67;C:23.07;D:23.02;E:10.37;F:20.87;G:2.93,4.43,28.3,78.8,178981,47.19,7.77,10793,0,13.494,0.1791,ON_BILL_FINANCING,13248133002.99,94484938.82,EPBD_REPORTING,2024-06-02
2009,RO,LV54,COMMERCIAL_RETAIL,A:12.13;B:6.22;C:33.59;D:11.10;E:12.88;F:23.93;G:0.16,1.43,38.3,271.06,44766,50.16,25.13,6446,0,16.03,0.6418,EIB_LOAN,10872440242.66,44820957.65,SURVEY_ESTIMATE,2025-06-13
2010,BG,CZ685,PUBLIC_SCHOOLS,A:5.86;B:27.69;C:13.96;D:11.85;E:14.61;F:22.72;G:3.31,4.3,31.46,209.94,96837,4.38,78.39,876,1,9.415,0.5159,TAX_REBATE,16576611307.46,49732696.9,BUILDING_STOCK_OBSERVATORY,2024-12-10
2011,FR,IT8,INDUSTRIAL_LIGHT,A:1.19;B:1.55;C:10.92;D:59.56;E:15.51;F:3.53;G:7.74,3.39,5.94,158.03,8521,15.11,73.86,15453,1,9.147,0.7252,PUBLIC_GRANT,17558919897.14,89106207.44,NATIONAL_EPC_REGISTRY,2024-02-06
2012,LT,FR458,PUBLIC_HOSPITALS,A:10.56;B:2.39;C:8.34;D:9.59;E:11.13;F:25.15;G:32.84,2.7,20.88,283.37,326741,53.15,83.82,23549,0,16.107,0.3731,GREEN_MORTGAGE,7257179070.83,46889919.78,EPBD_REPORTING,2026-01-15
2013,SK,MT575,RESIDENTIAL_SFH,A:19.47;B:3.07;C:7.26;D:14.60;E:14.70;F:18.16;G:22.75,5.06,13.58,206.06,96344,5.78,72.79,7182,1,11.603,0.5606,ESCO_CONTRACT,15373261981.8,152709261.12,SURVEY_ESTIMATE,2024-08-21
2014,HR,FR245,COMMERCIAL_OFFICE,A:2.55;B:15.29;C:11.32;D:24.32;E:25.39;F:7.40;G:13.73,4.6,4.54,315.33,202360,52.75,31.2,4822,0,7.461,0.343,SOCIAL_HOUSING_FUND,10482641526.13,395896180.76,BUILDING_STOCK_OBSERVATORY,2025-09-29
2015,DE,RO80,RESIDENTIAL_MFH,A:2.04;B:3.16;C:26.14;D:12.99;E:36.17;F:2.54;G:16.97,4.53,13.0,75.54,100667,36.57,43.5,2838,1,4.858,0.7149,ON_BILL_FINANCING,5156942627.75,156836793.13,NATIONAL_EPC_REGISTRY,2024-10-28
2016,LU,FR44,COMMERCIAL_RETAIL,A:12.91;B:48.11;C:9.24;D:6.83;E:3.97;F:16.37;G:2.57,3.45,13.47,143.67,284631,23.94,49.49,4182,0,5.198,0.5385,EIB_LOAN,19198137896.04,338349147.62,EPBD_REPORTING,2024-07-09
2017,SI,FR9,PUBLIC_SCHOOLS,A:6.86;B:17.03;C:2.08;D:4.76;E:25.71;F:26.61;G:16.95,2.43,13.13,305.34,7090,46.85,32.79,17457,0,8.649,0.0785,TAX_REBATE,11432216725.88,261548405.85,SURVEY_ESTIMATE,2025-04-16
2018,CY,IT990,INDUSTRIAL_LIGHT,A:10.48;B:11.04;C:24.45;D:1.86;E:1.33;F:1.27;G:49.56,2.59,6.45,273.06,197248,13.28,70.53,4745,0,12.439,0.5227,PUBLIC_GRANT,13297330631.26,30605273.67,BUILDING_STOCK_OBSERVATORY,2024-05-17
2019,GR,FI871,PUBLIC_HOSPITALS,A:13.36;B:22.17;C:7.14;D:15.28;E:12.12;F:14.10;G:15.84,3.6,31.29,154.03,12206,35.82,76.84,27292,0,16.454,0.6948,GREEN_MORTGAGE,3544217935.12,204197837.68,NATIONAL_EPC_REGISTRY,2025-06-13
2020,MT,MT38,RESIDENTIAL_SFH,A:27.40;B:3.25;C:3.15;D:0.32;E:41.70;F:16.52;G:7.66,4.76,31.76,132.4,87841,8.21,7.3,5229,0,17.493,0.4348,ESCO_CONTRACT,616990854.79,236619290.88,EPBD_REPORTING,2025-09-02
2021,ES,DK886,COMMERCIAL_OFFICE,A:3.42;B:8.85;C:14.67;D:0.68;E:6.63;F:27.56;G:38.20,4.16,26.61,376.65,715514,5.88,30.16,5169,1,0.044,0.7328,SOCIAL_HOUSING_FUND,20680054929.7,1365761282.13,SURVEY_ESTIMATE,2025-06-17
2022,CZ,BE534,RESIDENTIAL_MFH,A:13.57;B:18.68;C:9.92;D:3.99;E:14.05;F:6.26;G:33.53,0.65,43.77,315.07,496506,6.54,74.89,6095,0,4.485,0.2592,ON_BILL_FINANCING,3539410182.42,308277558.02,BUILDING_STOCK_OBSERVATORY,2024-01-01
2023,HU,BG60,COMMERCIAL_RETAIL,A:14.65;B:9.90;C:0.79;D:3.43;E:2.70;F:38.75;G:29.79,4.13,17.42,287.46,332452,22.08,47.23,14225,1,14.193,0.6745,EIB_LOAN,10180054639.08,982977272.35,NATIONAL_EPC_REGISTRY,2024-08-30
2024,NL,MT119,PUBLIC_SCHOOLS,A:2.33;B:5.71;C:40.30;D:3.51;E:27.76;F:0.99;G:19.40,4.42,4.89,93.88,216262,47.52,28.25,41372,0,10.092,0.5242,TAX_REBATE,18938739227.58,712698392.61,EPBD_REPORTING,2025-09-30
2025,SE,IT381,INDUSTRIAL_LIGHT,A:2.52;B:41.58;C:9.29;D:7.25;E:17.10;F:1.71;G:20.56,5.37,10.73,185.2,156623,2.36,65.72,293,1,1.091,0.0703,PUBLIC_GRANT,8381210784.49,984890429.8,SURVEY_ESTIMATE,2025-04-20
2004,DK,SI265,PUBLIC_HOSPITALS,A:0.64;B:1.54;C:16.69;D:40.65;E:27.35;F:8.54;G:4.58,2.84,15.32,147.23,236180,6.36,88.52,29495,0,8.0,0.4988,GREEN_MORTGAGE,599339618.97,408090526.74,BUILDING_STOCK_OBSERVATORY,2025-10-13
2005,IE,BE988,RESIDENTIAL_SFH,A:16.11;B:1.90;C:10.32;D:1.92;E:6.77;F:37.70;G:25.28,0.72,31.7,190.97,331068,0.62,75.59,15207,0,11.231,0.6771,ESCO_CONTRACT,4420133791.82,297615027.46,NATIONAL_EPC_REGISTRY,2026-01-16
2006,PL,DK327,COMMERCIAL_OFFICE,A:15.74;B:19.46;C:19.45;D:0.50;E:30.61;F:1.25;G:13.01,5.14,27.87,346.06,236495,12.11,83.94,17076,0,5.583,0.4892,SOCIAL_HOUSING_FUND,7599620684.2,4288069.94,EPBD_REPORTING,2025-05-28
2007,AT,ES268,RESIDENTIAL_MFH,A:1.32;B:19.65;C:6.79;D:32.28;E:4.81;F:2.84;G:32.30,0.73,2.13,247.36,168177,29.09,6.37,2079,0,5.961,0.2538,ON_BILL_FINANCING,11282258174.26,52378612.59,SURVEY_ESTIMATE,2025-06-29
2008,EE,ES8,COMMERCIAL_RETAIL,A:8.56;B:27.57;C:1.54;D:6.13;E:10.46;F:15.76;G:29.98,5.44,7.45,302.94,240575,34.52,19.2,11995,1,0.636,0.2455,EIB_LOAN,6775807569.66,247447159.16,BUILDING_STOCK_OBSERVATORY,2024-07-16
2009,IT,LT899,PUBLIC_SCHOOLS,A:22.63;B:19.62;C:3.02;D:2.64;E:13.02;F:20.67;G:18.40,4.93,28.36,208.93,133837,16.96,43.12,11530,1,4.151,0.4501,TAX_REBATE,4114737429.06,74873025.75,NATIONAL_EPC_REGISTRY,2024-01-11
2010,PT,SK928,INDUSTRIAL_LIGHT,A:1.59;B:1.28;C:5.05;D:52.71;E:5.19;F:3.48;G:30.70,3.79,9.25,147.35,266406,17.72,57.89,7904,1,16.203,0.4284,PUBLIC_GRANT,12200567581.35,181333287.85,EPBD_REPORTING,2025-01-26
2011,BE,FR18,PUBLIC_HOSPITALS,A:41.27;B:16.79;C:11.45;D:6.32;E:1.38;F:10.43;G:12.36,2.92,38.87,351.71,204876,54.11,29.45,19754,1,11.005,0.7385,GREEN_MORTGAGE,5217794785.29,102221967.73,SURVEY_ESTIMATE,2024-07-31
2012,FI,HU547,RESIDENTIAL_SFH,A:1.75;B:2.74;C:14.28;D:22.13;E:5.64;F:9.68;G:43.79,0.43,34.87,220.98,240301,48.14,19.16,7249,0,15.679,0.5932,ESCO_CONTRACT,7042497134.35,382379838.66,BUILDING_STOCK_OBSERVATORY,2026-02-03
2013,LV,MT695,COMMERCIAL_OFFICE,A:1.19;B:8.04;C:13.16;D:0.73;E:44.32;F:19.21;G:13.35,1.82,43.04,247.02,171349,54.83,26.12,7482,0,9.252,0.2537,SOCIAL_HOUSING_FUND,20694683930.34,248476398.38,NATIONAL_EPC_REGISTRY,2024-10-11
2014,RO,HR460,RESIDENTIAL_MFH,A:21.40;B:1.91;C:6.93;D:14.02;E:34.13;F:19.32;G:2.30,3.3,14.19,220.5,183997,35.67,57.43,15822,1,1.301,0.7019,ON_BILL_FINANCING,15374121192.64,161748136.13,EPBD_REPORTING,2025-07-01
2015,BG,LV87,COMMERCIAL_RETAIL,A:11.44;B:1.00;C:22.12;D:29.96;E:8.93;F:20.54;G:6.00,1.36,34.46,169.19,88077,27.33,30.68,17469,0,5.871,0.114,EIB_LOAN,11155593974.17,241856294.33,SURVEY_ESTIMATE,2025-05-08
2016,FR,LT58,PUBLIC_SCHOOLS,A:49.58;B:12.26;C:6.37;D:1.15;E:3.90;F:21.73;G:5.02,4.06,6.24,196.98,107551,21.96,29.94,10533,0,2.74,0.1938,TAX_REBATE,14895882129.04,178216408.2,BUILDING_STOCK_OBSERVATORY,2024-11-11
2017,LT,NL30,INDUSTRIAL_LIGHT,A:4.18;B:15.98;C:29.45;D:5.34;E:16.34;F:14.55;G:14.17,3.72,11.19,271.1,310821,30.16,24.87,6820,1,5.447,0.7438,PUBLIC_GRANT,24106391476.38,254691198.13,NATIONAL_EPC_REGISTRY,2024-09-06
2018,SK,HU234,PUBLIC_HOSPITALS,A:6.14;B:0.23;C:4.76;D:9.38;E:14.16;F:3.11;G:62.23,2.31,22.52,226.73,277882,41.18,67.15,12606,0,7.005,0.4096,GREEN_MORTGAGE,13679654940.12,175802114.06,EPBD_REPORTING,2025-11-30
2019,HR,GR72,RESIDENTIAL_SFH,A:53.02;B:0.46;C:11.62;D:10.95;E:2.51;F:11.98;G:9.46,4.62,24.41,165.93,139748,26.51,32.84,799,0,0.193,0.4643,ESCO_CONTRACT,24057958489.11,122148210.3,SURVEY_ESTIMATE,2025-07-05
2020,DE,LU47,COMMERCIAL_OFFICE,A:1.57;B:37.37;C:3.41;D:2.21;E:0.64;F:41.66;G:13.15,2.21,44.26,92.64,303632,16.68,87.25,2387,0,16.398,0.6672,SOCIAL_HOUSING_FUND,14920133594.24,232046853.24,BUILDING_STOCK_OBSERVATORY,2024-05-27
2021,LU,BG603,RESIDENTIAL_MFH,A:10.41;B:9.45;C:7.43;D:7.96;E:45.27;F:18.16;G:1.32,2.1,22.43,360.58,233985,48.35,8.21,17661,1,6.711,0.5524,ON_BILL_FINANCING,15618588666.43,764942415.62,NATIONAL_EPC_REGISTRY,2024-11-14
2022,SI,DE686,COMMERCIAL_RETAIL,A:14.63;B:10.41;C:18.53;D:11.33;E:7.14;F:26.66;G:11.28,0.41,10.33,341.9,187627,44.4,81.35,13953,1,12.745,0.5875,EIB_LOAN,16655257648.15,413347707.82,EPBD_REPORTING,2025-07-17
2023,CY,PL807,PUBLIC_SCHOOLS,A:18.04;B:18.71;C:37.41;D:8.84;E:14.89;F:1.28;G:0.81,0.21,7.62,335.28,360893,0.77,75.11,10130,1,13.771,0.4668,TAX_REBATE,952704850.77,1398382978.75,SURVEY_ESTIMATE,2025-09-24
2024,GR,IE652,INDUSTRIAL_LIGHT,A:11.47;B:20.00;C:13.91;D:10.87;E:1.44;F:19.12;G:23.19,3.15,11.31,285.02,513805,31.76,14.16,18986,1,0.783,0.6199,PUBLIC_GRANT,19569154482.46,600615386.96,BUILDING_STOCK_OBSERVATORY,2025-08-30
2025,MT,BE4,PUBLIC_HOSPITALS,A:9.48;B:9.50;C:45.50;D:9.83;E:1.19;F:7.00;G:17.51,5.12,27.09,216.42,583411,39.53,8.74,16643,0,7.944,0.1546,GREEN_MORTGAGE,16909546344.58,392365528.13,NATIONAL_EPC_REGISTRY,2024-10-10
2004,ES,FI15,RESIDENTIAL_SFH,A:29.58;B:0.11;C:7.15;D:3.47;E:6.97;F:4.63;G:48.08,3.02,3.23,101.92,37086,19.74,75.51,6016,0,0.487,0.1926,ESCO_CONTRACT,11509300663.87,149301803.88,EPBD_REPORTING,2025-05-17
2005,CZ,SI837,COMMERCIAL_OFFICE,A:16.03;B:17.78;C:14.96;D:0.46;E:37.39;F:12.27;G:1.10,3.82,6.3,159.51,196483,11.09,50.22,16385,0,4.018,0.1287,SOCIAL_HOUSING_FUND,18373877368.79,268641562.84,SURVEY_ESTIMATE,2025-06-30
2006,HU,LT288,RESIDENTIAL_MFH,A:10.08;B:19.96;C:3.67;D:15.10;E:2.02;F:38.83;G:10.34,3.67,16.66,38.25,205962,46.11,38.26,15815,0,8.084,0.1962,ON_BILL_FINANCING,4805905744.52,215430337.98,BUILDING_STOCK_OBSERVATORY,2024-03-17
2007,NL,EE98,COMMERCIAL_RETAIL,A:35.66;B:6.72;C:0.30;D:15.96;E:19.13;F:19.07;G:3.16,1.83,34.72,185.85,160875,47.32,71.91,1019,0,5.848,0.0871,EIB_LOAN,14870937478.26,106408965.99,NATIONAL_EPC_REGISTRY,2025-06-04
2008,SE,BG17,PUBLIC_SCHOOLS,A:8.56;B:16.65;C:3.51;D:0.33;E:45.82;F:5.78;G:19.34,5.2,23.34,59.09,29473,9.76,55.42,25286,0,6.835,0.2383,TAX_REBATE,3274752372.71,141676002.75,EPBD_REPORTING,2026-01-05
2009,DK,HU515,INDUSTRIAL_LIGHT,A:64.91;B:2.02;C:12.39;D:3.14;E:4.59;F:6.90;G:6.04,5.17,18.27,104.63,83020,20.31,22.48,17455,0,7.84,0.0511,PUBLIC_GRANT,5502994262.53,189388103.06,SURVEY_ESTIMATE,2025-10-07
2010,IE,EE986,PUBLIC_HOSPITALS,A:38.64;B:15.08;C:8.77;D:13.48;E:5.29;F:6.19;G:12.55,1.71,8.23,89.91,236277,21.83,74.25,6077,0,13.948,0.7208,GREEN_MORTGAGE,15132760000.9,193501423.41,BUILDING_STOCK_OBSERVATORY,2024-06-18
2011,PL,GR9,RESIDENTIAL_SFH,A:19.08;B:14.09;C:6.30;D:1.46;E:11.66;F:17.42;G:29.98,4.45,41.59,303.54,243119,48.71,14.58,17179,0,6.407,0.6674,ESCO_CONTRACT,2763662266.38,215470611.12,NATIONAL_EPC_REGISTRY,2024-03-02
2012,AT,FR32,COMMERCIAL_OFFICE,A:7.98;B:6.69;C:11.39;D:24.54;E:17.35;F:4.15;G:27.89,3.5,32.05,130.84,61780,27.67,13.96,9938,0,12.337,0.491,SOCIAL_HOUSING_FUND,10525212146.68,87053791.35,EPBD_REPORTING,2025-03-09
2013,EE,EE9,RESIDENTIAL_MFH,A:11.69;B:17.81;C:1.97;D:14.54;E:20.69;F:17.44;G:15.85,4.84,30.69,396.6,265921,8.67,5.55,12637,0,9.732,0.6725,ON_BILL_FINANCING,15096309381.91,385872045.48,SURVEY_ESTIMATE,2024-12-19
2014,IT,PL145,COMMERCIAL_RETAIL,A:6.07;B:3.14;C:32.45;D:11.97;E:13.14;F:11.22;G:22.00,3.89,25.46,303.95,205824,23.58,43.28,17646,0,8.913,0.1705,EIB_LOAN,15527605782.77,404225517.16,BUILDING_STOCK_OBSERVATORY,2025-09-14
2015,PT,CY5,PUBLIC_SCHOOLS,A:4.16;B:30.20;C:6.14;D:15.83;E:0.78;F:21.70;G:21.20,3.17,35.37,285.62,277387,18.44,10.02,34410,0,15.97,0.5465,TAX_REBATE,1509016703.9,86886545.61,NATIONAL_EPC_REGISTRY,2024-06-30
2016,BE,CZ533,INDUSTRIAL_LIGHT,A:36.36;B:23.28;C:4.35;D:17.61;E:10.44;F:7.07;G:0.88,1.82,12.08,308.46,79396,33.84,83.77,5509,0,4.44,0.7105,PUBLIC_GRANT,10917153578.02,12786747.67,EPBD_REPORTING,2024-12-27
2017,FI,ES341,PUBLIC_HOSPITALS,A:14.06;B:8.89;C:3.79;D:19.86;E:38.20;F:11.27;G:3.93,3.01,28.99,135.14,318918,24.92,17.83,2696,0,8.57,0.7483,GREEN_MORTGAGE,9067704040.8,115819752.81,SURVEY_ESTIMATE,2026-01-24
2018,LV,SE672,RESIDENTIAL_SFH,A:15.75;B:8.07;C:4.65;D:29.39;E:26.15;F:4.65;G:11.34,1.11,29.63,151.15,481,51.98,16.52,7010,0,14.242,0.7656,ESCO_CONTRACT,7402890399.47,254410709.94,BUILDING_STOCK_OBSERVATORY,2024-07-29
2019,RO,HR657,COMMERCIAL_OFFICE,A:5.23;B:13.40;C:7.32;D:29.96;E:7.67;F:9.65;G:26.76,2.15,13.24,153.74,265920,24.22,73.21,8894,0,17.902,0.16,SOCIAL_HOUSING_FUND,13257884595.92,399918020.83,NATIONAL_EPC_REGISTRY,2024-07-18
2020,BG,CZ61,RESIDENTIAL_MFH,A:0.70;B:20.31;C:16.01;D:8.27;E:12.67;F:2.94;G:39.11,4.7,36.45,293.85,359510,14.67,69.07,12931,1,14.175,0.404,ON_BILL_FINANCING,198999247.47,160740492.48,EPBD_REPORTING,2024-11-26
2021,FR,DE153,COMMERCIAL_RETAIL,A:15.55;B:13.63;C:3.98;D:13.14;E:0.85;F:4.46;G:48.40,4.5,32.72,258.31,9776,23.41,73.19,7292,1,7.293,0.2905,EIB_LOAN,2958892166.85,1195423729.55,SURVEY_ESTIMATE,2026-02-18
2022,LT,DK86,PUBLIC_SCHOOLS,A:33.41;B:5.21;C:28.53;D:15.07;E:3.96;F:8.32;G:5.49,2.33,25.36,230.16,308963,44.39,70.04,13390,0,1.224,0.3413,TAX_REBATE,13568372103.87,450146414.28,BUILDING_STOCK_OBSERVATORY,2024-01-23
2023,SK,HU29,INDUSTRIAL_LIGHT,A:33.24;B:32.50;C:7.05;D:3.28;E:4.02;F:17.78;G:2.13,4.57,5.55,203.8,313363,36.43,56.91,16541,0,14.087,0.7855,PUBLIC_GRANT,3794422834.23,1157267620.08,NATIONAL_EPC_REGISTRY,2026-01-19
2024,HR,CZ849,PUBLIC_HOSPITALS,A:20.26;B:26.78;C:2.56;D:11.05;E:2.45;F:34.44;G:2.47,5.3,22.66,119.92,540715,54.42,89.76,8767,0,11.523,0.4824,GREEN_MORTGAGE,5783590061.56,1694272815.56,EPBD_REPORTING,2024-11-21
2025,DE,AT748,RESIDENTIAL_SFH,A:4.45;B:15.98;C:34.28;D:7.46;E:24.40;F:10.37;G:3.07,4.69,34.12,295.24,593981,15.77,91.92,13620,1,11.89,0.1869,ESCO_CONTRACT,18627198613.87,1081937267.85,SURVEY_ESTIMATE,2024-11-03
2004,LU,PT71,COMMERCIAL_OFFICE,A:10.92;B:1.89;C:0.14;D:39.25;E:9.01;F:15.67;G:23.11,4.08,19.45,42.86,234362,3.72,40.0,7752,0,15.222,0.6945,SOCIAL_HOUSING_FUND,22317427042.97,137488199.1,BUILDING_STOCK_OBSERVATORY,2024-06-18
2005,SI,LT720,RESIDENTIAL_MFH,A:2.30;B:18.04;C:15.22;D:29.41;E:28.80;F:4.61;G:1.62,2.8,8.07,275.64,176820,35.12,11.8,16875,0,16.427,0.3626,ON_BILL_FINANCING,10407042490.53,271886068.85,NATIONAL_EPC_REGISTRY,2025-12-15
