house_change_analysis_period_start,house_change_analysis_period_end,house_change_ward_lgd_code,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2020-10-28,2022-05-28,LGD-W-1611650,-4.69,51.96,8.62,7.09,72.31,0.41,7.53,15.334,34.33,12.42,3.16,0.584,9.85,197,N,30.73,LateStage
2021-08-10,2022-11-05,LGD-W-8616244,1.51,75.7,-7.51,26.67,6.05,27.25,29.98,2.551,14.59,-4.01,11.176,-0.534,-32.82,57,Y,10.48,EarlySignals
2022-07-02,2023-03-03,LGD-W-6175256,-4.71,-21.26,-13.73,0.26,38.7,9.07,42.07,15.424,9.89,-11.98,0.916,5.506,-16.96,182,N,54.29,LateStage
2019-11-15,2021-03-08,LGD-W-4474489,22.28,52.18,-3.13,6.78,83.26,42.8,6.21,18.212,9.33,34.19,-5.219,3.517,21.91,124,Y,25.39,Stabilizing
2022-06-16,2023-04-26,LGD-W-5420879,-8.5,70.46,26.14,18.83,67.96,1.32,23.17,8.889,30.83,22.87,5.147,1.349,19.84,66,N,72.93,Accelerating
2018-06-18,2019-08-09,LGD-W-5550003,10.36,17.99,15.4,-7.95,48.53,32.98,0.56,13.535,38.64,16.73,-0.563,2.651,-11.86,13,Y,29.41,AtRisk
2022-05-24,2023-02-17,LGD-W-2436079,43.92,-4.88,42.65,24.82,5.67,26.83,1.67,0.912,6.68,34.26,-0.347,-1.214,-34.31,31,Y,7.25,EarlySignals
2023-09-25,2025-02-15,LGD-W-8819007,-14.14,62.13,29.24,15.07,19.74,45.77,25.48,3.686,21.71,-14.45,9.387,4.236,-5.11,127,N,74.83,Accelerating
2024-12-28,2026-01-23,LGD-W-1210200,-14.28,-11.54,17.95,19.66,21.24,18.45,4.81,21.999,6.13,15.03,4.946,5.063,-16.64,54,Y,92.38,LateStage
2018-11-09,2020-09-11,LGD-W-5839474,21.34,38.03,44.59,23.44,98.17,5.5,15.97,9.574,42.56,-4.31,7.263,6.483,-5.81,166,Y,34.28,Accelerating
2019-03-18,2021-01-03,LGD-W-1690526,14.08,42.72,4.2,-8.02,82.22,45.39,29.62,10.646,3.02,-6.44,9.566,2.073,-25.93,158,N,30.27,AtRisk
2022-12-24,2023-12-31,LGD-W-4732174,-8.52,-21.84,3.1,-3.3,23.4,13.67,43.53,1.657,64.31,1.4,-1.684,0.914,-32.57,187,N,88.39,Stabilizing
2024-11-06,2026-06-26,LGD-W-3250037,7.02,78.0,-6.98,2.79,15.19,13.37,21.18,18.139,23.78,4.59,-3.031,6.67,24.83,130,Y,37.52,Emerging
2019-09-05,2020-11-20,LGD-W-4052497,27.84,17.15,-17.66,11.83,88.02,58.83,18.06,19.845,42.9,6.84,10.42,-2.85,34.6,106,Y,0.3,Accelerating
2024-04-26,2026-02-15,LGD-W-7741933,10.27,-23.07,-9.25,-10.43,30.88,2.75,9.09,5.114,26.5,15.53,5.394,2.931,-25.0,12,N,19.83,AtRisk
2019-03-08,2021-02-28,LGD-W-1787510,30.47,48.17,-14.85,-10.77,98.46,30.24,42.23,9.816,12.13,5.1,-0.6,4.362,-30.15,167,Y,24.78,Stabilizing
2019-10-29,2020-11-07,LGD-W-4322236,-4.93,41.5,25.38,6.28,58.51,5.51,41.14,12.68,4.18,21.89,2.336,4.847,-7.15,1,N,45.8,Stabilizing
2019-06-06,2021-02-12,LGD-W-6805967,7.35,-2.83,-0.36,3.59,48.92,10.05,38.16,3.937,-1.41,-3.41,11.98,2.29,-2.0,67,N,60.43,LateStage
2023-03-12,2023-07-13,LGD-W-2836424,45.0,-11.69,44.32,-3.0,66.44,27.82,27.53,9.292,6.56,19.37,9.566,5.778,15.14,174,N,9.08,Accelerating
2019-01-29,2019-07-07,LGD-W-4544993,-5.34,-7.27,25.61,21.81,65.04,13.65,19.04,17.611,44.68,14.48,3.256,-0.639,-18.2,29,N,87.5,Accelerating
2021-06-14,2022-08-13,LGD-W-8600359,1.56,45.91,-4.1,5.51,24.72,53.9,39.74,14.202,29.07,5.66,8.984,-2.656,11.99,26,N,59.57,LateStage
2024-01-26,2024-08-16,LGD-W-9209720,31.6,21.88,-0.15,0.01,42.08,29.04,5.04,9.742,30.37,4.08,1.144,1.269,-0.3,72,Y,20.79,Accelerating
2020-08-03,2022-07-27,LGD-W-3446344,-5.55,-6.89,32.96,-10.78,55.89,26.75,14.86,4.886,28.88,5.64,1.096,2.544,0.78,5,N,70.91,EarlySignals
2023-11-27,2024-05-12,LGD-W-2163456,37.78,11.26,33.34,11.84,61.72,32.58,21.27,16.185,23.81,13.28,4.702,-1.164,-28.09,193,Y,43.15,LateStage
2018-12-15,2020-02-16,LGD-W-3084678,-15.15,43.14,31.37,15.5,64.13,47.05,36.61,21.09,23.24,21.21,-1.826,5.665,-25.66,12,N,17.78,EarlySignals
2019-07-12,2019-11-07,LGD-W-1499836,25.04,24.45,43.88,6.44,40.25,15.84,12.03,1.973,13.66,27.5,-4.659,6.197,23.3,27,N,27.17,AtRisk
2019-07-10,2020-12-20,LGD-W-5603842,35.6,6.58,33.8,27.95,92.23,11.55,19.49,12.399,55.74,19.6,11.245,0.654,-24.75,166,Y,1.67,EarlySignals
2019-05-26,2019-10-27,LGD-W-9992820,-0.02,41.44,-9.45,-10.02,44.57,28.35,11.3,16.701,25.33,33.86,-5.202,5.973,-8.17,214,N,25.52,AtRisk
2024-02-06,2025-07-23,LGD-W-6694860,-14.6,-4.71,24.44,7.99,39.67,35.51,39.88,1.241,1.31,32.6,-0.459,5.582,-6.6,152,Y,67.1,LateStage
2018-09-22,2018-12-29,LGD-W-8885592,-8.86,9.2,-9.24,20.65,66.18,53.41,17.01,20.503,57.35,13.91,6.589,6.633,24.49,149,Y,29.96,Stabilizing
2023-09-20,2025-01-23,LGD-W-4193916,45.14,13.04,17.86,-10.33,25.36,55.42,19.81,8.513,50.15,-10.95,2.717,-0.035,-25.36,190,Y,23.49,Stabilizing
2018-11-04,2019-06-05,LGD-W-6510754,-15.77,-21.38,20.37,-11.93,97.75,34.4,10.71,12.59,4.21,-0.69,2.904,1.188,16.12,126,N,75.11,Emerging
2018-04-24,2019-01-18,LGD-W-7495396,8.37,24.26,36.22,5.2,71.87,35.18,33.58,6.886,60.04,-4.29,-3.46,-2.944,14.48,203,Y,3.59,Stabilizing
2020-09-07,2021-03-12,LGD-W-9208165,15.73,27.7,-1.57,-1.31,5.75,40.14,9.3,4.149,22.96,-1.96,-0.114,-1.082,14.88,11,N,22.66,Accelerating
2018-06-13,2020-04-02,LGD-W-1672902,22.39,76.68,-4.0,27.59,40.63,14.31,42.76,2.779,49.75,-2.86,-3.563,4.243,-27.38,43,N,19.43,Accelerating
2022-08-19,2024-07-31,LGD-W-2110039,15.25,75.75,3.98,-1.3,40.81,43.07,3.33,18.074,45.34,25.54,-1.418,-1.002,-4.12,19,N,69.68,EarlySignals
2022-10-16,2024-05-24,LGD-W-3694101,20.86,2.93,30.75,3.89,41.42,3.93,31.49,6.31,61.9,18.19,4.47,1.058,31.68,177,Y,41.48,AtRisk
2021-05-15,2023-03-19,LGD-W-2543926,49.55,47.34,17.78,7.41,55.06,22.24,7.29,17.907,2.37,-8.39,11.934,-2.761,23.58,47,Y,54.01,Stabilizing
2022-01-18,2022-09-12,LGD-W-4698124,51.2,25.5,-15.49,-4.0,32.62,30.54,38.82,1.43,25.61,28.22,-5.282,2.28,-25.85,203,N,96.62,Accelerating
2018-03-18,2019-01-13,LGD-W-9371836,25.08,55.8,5.16,18.04,92.27,14.5,44.15,7.89,64.07,9.5,-0.112,-0.249,-13.82,212,N,26.99,AtRisk
2020-05-04,2021-03-29,LGD-W-7539811,47.97,81.39,2.36,-1.4,35.44,53.47,3.04,6.879,33.71,14.01,8.318,-1.821,19.36,103,N,36.48,Stabilizing
2020-01-10,2021-12-26,LGD-W-4735178,31.82,37.76,11.81,22.22,31.46,24.52,4.37,6.582,32.99,-5.78,7.36,4.249,5.73,101,Y,38.24,Emerging
2024-07-29,2026-07-17,LGD-W-9952930,47.41,-26.08,13.42,1.7,90.37,45.99,11.08,8.636,24.29,27.52,3.563,-0.274,10.32,77,N,49.91,Stabilizing
2022-05-17,2022-09-17,LGD-W-5665952,-23.89,-4.64,-9.14,-1.23,81.22,47.58,17.62,14.862,43.61,33.15,-3.225,3.584,2.57,7,N,5.96,Emerging
2019-07-04,2020-01-20,LGD-W-2117178,-5.98,14.64,14.36,-9.39,43.68,6.31,14.51,15.442,50.5,22.13,6.662,3.297,-21.23,31,Y,10.28,LateStage
2019-05-14,2020-09-01,LGD-W-1987468,33.13,62.59,-15.34,25.69,19.68,53.41,10.68,5.757,53.37,28.76,6.408,-0.024,-15.81,20,N,90.99,EarlySignals
2018-07-04,2018-10-18,LGD-W-5417257,-3.56,35.15,0.54,-3.54,74.67,56.96,29.96,20.295,15.34,-13.13,-2.717,1.547,-5.18,94,Y,16.39,AtRisk
2018-03-31,2019-06-23,LGD-W-5468078,51.97,-15.85,8.12,6.54,41.82,28.16,7.83,4.926,5.55,22.47,11.986,2.91,-6.65,137,N,19.65,LateStage
2021-04-09,2021-11-15,LGD-W-8881647,30.92,-26.15,39.64,25.47,42.5,41.0,15.95,13.019,26.62,26.01,-2.848,-0.199,8.78,129,N,88.44,Stabilizing
2023-02-14,2023-05-28,LGD-W-5051643,-1.3,71.74,-2.23,2.86,6.25,51.78,31.08,2.352,44.41,19.26,-4.099,5.329,-14.29,39,Y,56.72,Stabilizing
2018-08-13,2020-04-17,LGD-W-6860466,25.25,63.8,29.48,20.78,43.43,36.09,13.51,16.287,15.39,2.18,-5.151,4.214,-14.77,123,Y,75.82,Accelerating
2019-08-16,2021-07-28,LGD-W-2321875,-1.87,-0.74,-11.49,-0.89,23.21,58.94,30.11,1.181,40.65,-2.89,3.646,5.647,17.42,185,Y,88.22,Accelerating
2019-01-15,2020-10-14,LGD-W-6064496,40.45,71.34,19.79,3.63,43.51,8.36,41.71,7.488,16.86,14.25,-2.052,-1.048,-19.85,178,N,68.61,Emerging
2024-11-24,2025-07-26,LGD-W-7914068,17.95,13.96,15.49,-4.57,73.38,51.71,43.61,10.651,16.43,30.13,6.182,5.797,-18.99,194,N,37.5,EarlySignals
2023-11-15,2025-04-03,LGD-W-7251899,10.89,16.14,29.19,23.19,13.67,12.19,39.71,20.472,11.77,1.28,9.742,0.757,-27.08,130,N,7.22,EarlySignals
2023-02-12,2024-11-20,LGD-W-6279453,53.81,36.66,34.11,25.92,72.65,23.82,18.89,1.041,61.3,6.62,6.384,-2.523,5.22,102,N,96.76,Stabilizing
2021-01-01,2021-12-26,LGD-W-8593012,24.48,27.04,-6.82,-10.85,92.54,9.54,22.87,15.261,18.8,-12.3,-1.545,-1.726,34.75,143,N,95.73,Emerging
2022-12-24,2024-09-27,LGD-W-7967354,-3.5,70.5,-8.07,16.24,91.6,0.02,24.7,4.855,7.05,24.25,5.34,0.547,-5.72,29,N,14.23,LateStage
2018-06-11,2020-02-09,LGD-W-9419369,36.99,20.78,34.88,-11.77,64.22,36.13,26.14,21.892,57.01,17.2,-0.795,1.645,-28.31,122,N,28.54,Accelerating
2018-07-04,2020-04-01,LGD-W-8461828,44.79,77.59,25.51,-3.9,41.25,3.58,8.38,0.856,56.36,16.7,-0.154,-1.829,1.04,32,Y,37.65,Emerging
2020-02-26,2021-04-13,LGD-W-5036651,-6.35,51.07,27.92,27.02,90.79,18.8,26.9,0.782,42.49,5.27,-4.453,-0.727,12.47,149,N,7.44,Accelerating
2020-05-15,2021-12-30,LGD-W-6174319,-7.71,74.43,-10.32,18.21,14.92,20.95,6.8,20.754,37.8,-13.53,2.089,3.959,-33.67,110,N,82.04,EarlySignals
2019-11-21,2021-02-05,LGD-W-4741654,11.22,59.12,7.68,-0.59,31.09,27.91,2.79,20.567,-4.75,23.59,9.168,2.768,-13.58,77,N,29.82,Accelerating
2024-09-08,2026-09-06,LGD-W-6979710,22.41,17.87,17.11,23.15,97.67,57.05,1.15,18.159,54.94,27.59,-2.527,3.838,20.2,219,N,57.88,Emerging
2018-06-08,2019-09-30,LGD-W-3672434,4.0,67.01,1.51,27.64,90.15,34.45,32.7,12.594,12.85,26.46,5.144,2.769,-24.94,6,N,97.65,EarlySignals
2018-02-20,2018-07-18,LGD-W-4528895,18.04,-16.11,-10.29,16.63,26.42,12.21,19.36,18.207,38.16,30.79,6.786,1.054,31.58,69,Y,77.03,Accelerating
2021-10-07,2023-10-06,LGD-W-6793102,36.63,34.61,37.55,20.16,94.67,25.44,30.37,15.712,3.6,10.38,8.174,0.301,11.87,192,Y,89.34,Stabilizing
2018-08-10,2019-05-28,LGD-W-9809351,25.7,-5.9,17.97,-6.95,9.59,12.6,1.9,17.866,45.03,-7.08,7.86,0.224,24.85,59,Y,27.74,Accelerating
2018-04-26,2019-09-08,LGD-W-8182986,51.3,41.44,39.36,15.73,58.94,54.61,25.84,4.056,59.62,-5.78,4.766,2.143,21.26,164,N,72.93,Emerging
2022-06-20,2023-10-08,LGD-W-3803411,31.74,62.54,3.7,-9.26,80.63,18.34,20.25,15.84,49.41,13.34,10.517,-2.811,-31.94,25,Y,42.16,AtRisk
2018-05-15,2019-10-18,LGD-W-9659109,-7.87,32.04,27.87,17.8,40.58,49.73,30.44,1.611,59.53,-9.07,1.993,-0.426,-2.99,140,N,39.14,Stabilizing
2020-01-16,2020-07-03,LGD-W-3106401,-24.52,36.99,3.99,-4.6,63.27,13.36,43.16,12.007,33.12,13.8,-2.874,0.915,-31.57,161,N,39.6,Stabilizing
2023-05-05,2024-03-05,LGD-W-6175586,36.5,71.99,-7.91,5.35,1.1,5.51,39.25,2.681,11.8,-4.94,6.441,-0.955,-23.58,169,Y,99.34,Emerging
2020-05-28,2021-02-07,LGD-W-6942591,-8.78,60.25,-5.62,15.13,25.81,29.54,27.79,20.734,25.65,14.63,5.466,0.562,26.09,73,N,11.76,LateStage
2024-11-02,2026-09-08,LGD-W-6879443,50.77,51.61,-2.52,1.42,20.22,0.12,18.45,18.565,43.06,-2.98,-2.154,5.565,-31.35,209,N,58.4,LateStage
2022-03-01,2023-09-26,LGD-W-7985162,37.98,-20.08,23.04,21.16,97.57,26.64,15.99,2.14,29.98,-5.52,3.248,-2.87,-3.73,177,N,89.49,EarlySignals
2018-07-11,2019-01-09,LGD-W-6536467,-14.1,46.73,-12.26,-1.55,62.25,3.05,4.82,11.759,38.81,-3.6,5.084,5.653,20.03,29,Y,10.57,EarlySignals
2023-04-08,2025-03-16,LGD-W-9948613,-1.74,1.89,-7.61,-2.87,44.94,6.69,35.06,8.16,47.09,20.71,10.098,3.082,-12.66,24,Y,57.28,EarlySignals
2018-10-31,2020-06-20,LGD-W-5465112,50.12,15.83,18.59,-4.34,51.2,44.86,5.05,7.138,48.69,13.15,6.17,0.339,26.84,78,Y,15.64,EarlySignals
2021-01-02,2022-08-11,LGD-W-2850357,11.25,28.99,-6.01,13.46,88.79,41.76,38.74,10.531,57.79,15.78,7.642,4.096,-0.84,98,Y,15.64,Emerging
2021-08-02,2023-01-23,LGD-W-5407308,-9.7,20.64,-12.4,-7.31,10.29,38.86,40.41,1.614,4.29,26.76,11.481,4.813,9.21,203,Y,64.68,AtRisk
2018-05-07,2018-09-01,LGD-W-9707149,25.83,67.69,39.98,23.71,3.39,39.26,32.47,14.95,-3.89,17.37,-1.294,-0.187,10.16,131,N,38.6,AtRisk
2018-02-04,2018-07-03,LGD-W-9125012,-4.91,0.5,-11.05,10.92,7.49,50.75,41.43,8.385,10.35,14.92,-3.515,5.218,22.42,69,Y,85.96,EarlySignals
2019-04-18,2019-11-18,LGD-W-1031194,52.71,82.98,11.0,-3.54,17.33,14.46,0.64,20.557,27.02,-7.19,3.955,0.763,-3.0,152,Y,9.98,Stabilizing
2022-08-12,2024-04-14,LGD-W-5336752,1.74,45.48,38.68,13.83,18.99,36.54,44.41,14.132,63.52,2.56,6.411,2.298,-1.25,171,Y,40.57,EarlySignals
2022-12-20,2023-10-06,LGD-W-8684253,20.42,43.0,37.84,22.91,30.98,26.7,35.65,12.755,58.41,18.09,10.777,4.39,-25.66,107,N,74.61,LateStage
2020-10-09,2021-10-17,LGD-W-3170079,-18.07,52.31,8.16,-6.41,90.42,1.88,34.88,4.365,43.87,28.25,-1.751,5.542,-5.99,96,N,23.88,Stabilizing
2021-04-08,2022-07-30,LGD-W-8601901,-20.25,41.71,-15.23,2.86,46.26,27.68,24.65,3.483,23.46,-2.04,-3.678,5.347,-34.62,171,Y,11.34,LateStage
2021-09-23,2022-09-26,LGD-W-4909739,31.99,-29.53,17.93,21.72,58.26,18.39,1.26,1.023,62.35,5.28,1.789,-0.753,25.18,43,N,1.93,LateStage
2022-02-27,2023-04-30,LGD-W-3925239,-11.24,1.58,35.98,-9.6,12.61,27.87,31.05,7.776,2.19,16.98,-1.982,2.935,29.04,204,N,73.72,Stabilizing
2022-03-21,2024-01-17,LGD-W-2246281,25.73,-13.25,44.91,-10.07,5.2,42.22,22.47,16.988,49.39,18.7,6.853,5.669,19.8,13,N,12.43,Accelerating
2022-04-11,2023-01-27,LGD-W-6287206,-2.04,-13.96,17.66,-1.82,66.68,17.11,1.74,11.053,52.8,-13.84,0.111,5.114,11.92,13,N,1.26,Emerging
2024-06-09,2025-03-16,LGD-W-9327741,40.24,7.72,4.77,6.51,33.68,34.55,21.52,4.329,41.2,24.66,-2.808,1.051,-26.52,139,Y,93.43,LateStage
2024-12-25,2026-02-27,LGD-W-3630871,14.85,-13.21,1.08,8.35,68.97,40.05,4.14,4.61,20.97,-5.47,6.432,-0.82,31.48,39,N,96.98,EarlySignals
2020-07-08,2021-03-06,LGD-W-2995296,4.95,76.53,-1.75,16.48,37.74,55.83,17.94,5.242,57.8,1.44,-3.163,-1.678,29.72,158,Y,55.85,Emerging
2023-07-02,2024-11-22,LGD-W-6742385,8.64,-9.35,16.67,4.39,0.01,9.76,36.0,8.779,13.54,1.92,6.117,4.21,-34.02,194,N,96.01,AtRisk
2022-03-28,2023-06-07,LGD-W-9012882,51.48,59.61,2.27,11.55,44.48,47.55,21.1,7.559,-3.09,12.22,3.02,-1.721,15.04,144,N,2.89,EarlySignals
2019-12-26,2020-11-19,LGD-W-1710636,-1.1,-0.76,31.5,22.57,21.56,45.3,1.52,5.71,61.19,12.01,-2.58,0.808,2.05,79,N,11.73,Stabilizing
2022-01-05,2023-08-12,LGD-W-5384798,36.95,-2.75,10.14,11.47,6.23,57.28,1.56,6.09,53.54,27.12,-3.57,3.575,4.22,193,N,45.06,AtRisk
2020-01-25,2021-08-07,LGD-W-3344177,-13.63,12.89,-16.87,26.43,88.62,59.86,43.03,20.571,13.01,15.89,1.571,-2.952,33.29,152,N,81.63,Stabilizing
2019-12-03,2021-04-28,LGD-W-4117725,-3.75,-7.81,14.37,24.74,12.5,38.09,12.66,7.857,32.19,28.6,3.999,-1.189,33.45,36,N,14.46,LateStage
2020-04-24,2021-02-10,LGD-W-7976175,19.63,2.07,-9.77,-10.49,28.17,29.48,1.5,17.002,23.04,17.71,5.191,-2.252,-27.7,85,N,66.45,Emerging
2024-01-19,2024-08-06,LGD-W-8055767,-4.52,-8.5,-0.31,-8.86,72.71,30.52,2.51,8.012,34.53,-5.42,6.362,-2.28,-21.11,118,N,34.48,AtRisk
2020-07-02,2021-05-24,LGD-W-8981411,50.29,78.97,41.53,-10.5,33.63,56.23,7.47,4.837,2.18,27.97,-0.311,-1.897,7.46,133,N,86.75,AtRisk
2022-03-01,2022-07-28,LGD-W-8790060,49.19,15.76,-2.4,11.03,9.14,27.13,2.36,16.315,14.61,2.47,0.203,5.058,10.6,145,Y,44.28,AtRisk
2018-11-13,2019-04-02,LGD-W-7190060,27.47,-15.93,41.01,5.04,16.03,1.87,42.94,12.301,26.7,-12.68,-4.105,5.347,15.99,167,Y,28.64,Stabilizing
2022-10-18,2023-09-23,LGD-W-8631149,2.8,81.09,-15.31,20.4,87.72,14.46,19.47,16.24,23.23,15.46,-4.797,-0.833,24.2,158,Y,64.16,Emerging
2022-03-10,2022-12-13,LGD-W-3818502,-18.6,-21.62,-15.78,-2.1,69.05,55.9,2.2,4.843,22.93,3.48,11.014,-1.734,27.94,43,N,59.29,Accelerating
2021-11-09,2023-08-01,LGD-W-7941171,17.31,75.74,22.51,-8.51,30.81,47.02,0.03,10.837,33.1,26.74,-0.623,-2.066,12.7,169,Y,88.38,AtRisk
2019-09-30,2021-06-10,LGD-W-4488908,22.07,6.2,23.95,27.44,35.26,32.2,8.88,6.227,43.68,26.55,0.991,-1.522,-27.75,10,Y,10.93,Accelerating
2019-12-20,2021-10-05,LGD-W-7082530,4.15,61.95,3.31,6.26,42.33,9.12,4.74,1.175,53.77,12.32,1.709,-2.597,-7.18,122,N,60.12,Accelerating
2024-11-30,2025-09-18,LGD-W-9668664,25.9,75.23,19.65,-7.75,46.78,30.07,11.56,6.324,37.76,34.26,8.956,1.191,-18.96,213,Y,88.69,LateStage
2022-03-01,2022-10-16,LGD-W-3731660,29.65,73.62,-3.85,24.46,16.43,38.97,29.67,4.922,51.21,19.63,-5.645,-1.129,9.2,45,N,99.4,Stabilizing
2022-02-18,2023-02-02,LGD-W-7176371,54.35,42.39,22.52,18.02,52.75,2.56,32.11,9.206,-0.15,18.25,11.127,-0.559,20.23,58,Y,10.82,Emerging
2024-12-27,2026-04-20,LGD-W-5647502,11.12,13.64,-0.82,10.0,96.12,4.27,39.84,0.844,64.97,6.1,-2.688,5.44,13.19,100,N,71.59,Accelerating
2023-10-14,2024-03-16,LGD-W-2615285,4.29,22.31,38.06,17.62,36.51,24.07,39.03,21.981,5.99,33.1,1.952,0.806,-19.6,88,Y,9.82,Accelerating
2021-08-04,2023-02-15,LGD-W-4655905,-9.59,63.83,19.84,10.41,58.34,6.7,16.12,13.214,31.18,-9.13,0.132,5.583,20.1,31,N,7.54,AtRisk
2023-08-20,2025-04-04,LGD-W-4615134,38.96,-22.63,30.55,-4.74,60.0,49.71,33.43,14.634,38.94,14.3,9.623,6.804,-30.04,0,N,79.86,AtRisk
2024-02-24,2025-05-12,LGD-W-6697768,31.43,64.78,3.6,18.14,41.51,55.34,7.6,7.165,3.99,-10.4,-4.134,-1.533,-12.63,61,N,44.82,Stabilizing
2023-03-04,2024-04-20,LGD-W-6311879,11.09,-22.25,3.58,0.51,3.75,23.62,38.25,15.137,-0.72,13.98,-4.347,3.837,-32.91,102,Y,74.46,LateStage
2018-08-01,2018-11-21,LGD-W-9736268,8.18,18.37,28.98,-2.5,61.61,16.27,31.13,5.114,45.03,-4.66,-0.41,-1.848,13.98,200,N,50.95,Stabilizing
2024-04-07,2024-10-14,LGD-W-8209995,-9.42,63.26,15.41,-8.82,58.52,59.74,12.62,11.97,5.88,-9.23,-4.967,-1.83,18.52,39,N,46.06,Accelerating
2019-03-12,2019-11-29,LGD-W-9706433,7.91,68.95,41.07,-1.79,96.09,1.06,12.41,5.359,3.02,-13.05,4.324,3.162,-15.51,56,Y,68.74,Accelerating
2020-09-28,2022-05-02,LGD-W-3043579,-22.37,25.61,5.69,23.24,47.92,21.95,29.51,13.636,21.25,18.18,-0.309,-1.141,-8.24,84,Y,89.82,Stabilizing
2018-03-18,2018-08-09,LGD-W-4506682,40.05,24.92,39.29,-10.5,55.07,8.27,2.1,17.677,15.3,21.08,-3.201,5.84,-31.81,197,N,21.88,Stabilizing
2023-06-06,2023-11-12,LGD-W-8814110,29.92,44.52,12.58,21.38,86.85,38.85,37.21,7.593,43.45,8.44,8.704,0.148,-14.45,149,Y,92.58,AtRisk
2018-11-21,2020-08-26,LGD-W-2116780,36.25,42.46,23.5,-9.04,4.42,49.07,1.37,20.147,57.83,-1.23,7.623,-0.187,12.82,107,N,87.47,Stabilizing
2018-03-29,2018-10-01,LGD-W-1839905,15.18,12.65,-15.03,-5.0,36.74,52.09,33.59,18.566,43.39,21.37,-1.403,3.735,-9.57,121,N,64.01,Stabilizing
2021-01-15,2022-11-19,LGD-W-8669487,6.44,-6.94,39.62,0.72,41.67,33.63,44.9,20.178,8.34,13.19,-2.145,-2.968,-8.86,148,Y,55.91,Accelerating
2022-04-09,2022-10-30,LGD-W-1103555,-14.81,14.57,31.86,24.67,53.44,19.96,1.92,7.758,22.08,7.15,3.538,6.133,32.08,94,Y,39.66,Stabilizing
2021-06-07,2023-02-23,LGD-W-6813466,28.9,34.61,18.11,-0.59,40.96,52.39,34.81,11.336,20.56,-14.16,4.118,2.003,31.21,84,N,79.06,AtRisk
2018-08-07,2019-10-27,LGD-W-9473850,52.71,58.81,-13.67,5.08,70.91,24.81,34.42,21.177,-4.02,3.51,-3.053,1.094,-28.99,81,Y,6.76,Accelerating
2019-03-12,2020-02-08,LGD-W-5721265,12.06,36.33,-6.62,5.53,23.44,54.07,22.44,3.712,23.51,27.64,-5.332,-1.21,14.59,9,Y,70.34,AtRisk
2022-09-16,2023-03-15,LGD-W-7002047,-14.44,80.77,30.4,16.41,15.36,11.44,36.67,12.248,6.9,28.96,2.226,6.376,31.44,175,Y,51.8,Emerging
2019-05-11,2019-09-02,LGD-W-1094859,-10.34,49.51,37.64,10.96,33.6,44.74,22.08,6.687,53.79,28.62,10.719,6.434,-12.0,200,Y,92.93,Stabilizing
2021-01-11,2022-07-12,LGD-W-6916768,53.01,33.3,18.29,-5.76,16.84,48.94,10.93,2.832,24.19,28.86,-4.757,-2.769,-16.33,110,N,25.72,LateStage
2021-10-19,2022-08-25,LGD-W-3656624,19.68,48.42,30.56,16.7,6.9,28.48,34.34,4.198,31.18,-0.4,-3.263,3.322,28.51,49,Y,78.12,LateStage
2023-12-22,2025-06-02,LGD-W-3790623,46.11,22.43,44.56,-6.93,63.46,34.98,7.5,4.328,43.95,-2.98,6.537,2.942,-24.75,131,N,7.16,Emerging
2024-04-14,2025-03-30,LGD-W-3373991,40.06,52.45,-3.33,-10.07,26.91,51.66,20.62,7.519,38.23,-10.02,11.728,4.65,12.34,121,Y,73.71,Stabilizing
2019-03-30,2019-12-01,LGD-W-6243937,49.77,9.32,37.25,-0.59,91.79,53.43,26.21,17.906,39.11,-6.92,-0.921,2.575,31.37,193,N,79.63,EarlySignals
2023-01-16,2023-11-25,LGD-W-8585476,41.55,15.42,44.12,0.25,23.35,7.07,11.51,10.083,20.06,12.16,6.164,1.135,5.75,162,Y,5.56,Stabilizing
2021-10-24,2023-09-11,LGD-W-6081557,19.95,57.14,17.67,26.37,4.29,41.69,30.85,16.357,27.3,3.88,10.609,2.311,-26.44,89,Y,62.12,Emerging
2021-07-29,2023-07-02,LGD-W-8427135,16.92,-10.07,-7.93,10.6,97.44,1.48,23.76,5.067,1.94,-3.57,0.063,1.523,5.75,186,N,72.1,Emerging
2019-10-19,2021-03-12,LGD-W-7424064,-20.53,-5.84,43.07,-3.4,55.4,28.23,19.19,19.132,36.95,-14.23,9.347,6.828,20.59,193,Y,37.47,Emerging
2018-05-24,2020-04-16,LGD-W-3220613,7.65,-14.3,-6.65,15.15,73.7,58.11,43.01,20.752,36.69,12.81,11.172,-2.464,30.87,31,N,45.56,LateStage
2021-12-18,2022-12-05,LGD-W-2879486,-5.53,-9.73,0.14,14.97,52.07,35.26,13.51,11.585,34.02,-5.71,2.863,3.739,-16.33,36,N,56.34,Stabilizing
2019-06-04,2019-10-20,LGD-W-1479672,-9.11,28.77,9.37,-5.12,86.15,24.63,41.68,18.807,30.56,2.01,8.493,6.206,-21.81,62,N,65.66,Emerging
