food_access_assessment_year,food_access_neighborhood_index_id,food_access_grocery_store_distance_miles,food_access_supermarket_density_per_10k,food_access_farmers_market_access_flag,food_access_snap_authorized_retailer_count,food_access_wic_vendor_count,food_access_food_desert_classification,food_access_healthy_food_availability_score,food_access_price_healthy_basket_usd,food_access_fast_food_density_per_10k,food_access_sugary_drink_outlet_density,food_access_school_meal_coverage_rate,food_access_community_garden_count,food_access_public_transit_to_food_score,food_access_diet_related_disease_risk_score,food_access_household_food_insecurity_rate,food_access_nutrition_education_program_flag,food_access_cultural_food_preference_index,food_access_policy_support_score
2018,NBH0000000160,9.412,6.4703,1,2410,1737,LOW_ACCESS,41.72,169.89,5.2623,4.1611,45.31,216,32.22,6.1,28.31,1,68.4,60.93
2013,NBH0000000161,1.968,4.7153,0,621,1286,LOW_ACCESS,72.58,131.9,16.513,13.0678,14.22,127,56.89,21.74,22.08,1,22.84,30.05
2025,NBH0000000162,14.774,1.4854,0,3298,833,LOW_INCOME_LOW_ACCESS,1.82,246.3,9.5447,19.428,7.16,260,48.73,45.74,32.47,0,8.93,79.7
2009,NBH0000000163,24.912,1.3526,0,2035,1187,URBAN_LOW_ACCESS,29.87,264.14,2.2012,13.5827,96.12,394,11.81,70.26,19.22,0,7.56,14.26
2016,NBH0000000164,9.677,11.4473,1,3965,337,LOW_ACCESS,73.31,295.11,19.1435,18.385,42.78,284,4.54,62.66,9.7,0,64.45,72.89
2015,NBH0000000165,9.805,8.9443,1,2073,337,RURAL_LOW_ACCESS,53.9,50.49,12.9767,19.368,80.38,254,13.06,56.24,34.64,1,10.52,21.01
2014,NBH0000000166,13.398,6.8081,1,910,310,NO_DESERT,91.24,120.0,15.4086,11.3207,73.15,263,93.94,56.4,13.89,0,59.67,57.22
2018,NBH0000000167,0.033,7.2841,0,4168,263,NO_DESERT,37.85,100.76,23.5616,6.5735,40.7,58,46.1,84.85,1.6,0,57.39,38.42
2023,NBH0000000168,11.279,5.5751,0,2081,1052,NO_DESERT,33.59,268.85,3.5458,5.8187,47.85,193,73.75,2.01,33.89,0,33.42,13.16
2022,NBH0000000169,1.158,7.5014,0,309,1600,NO_DESERT,48.6,239.7,2.6952,9.9205,44.43,141,97.1,60.38,39.63,1,49.03,49.85
2009,NBH0000000170,3.764,5.1698,0,656,1487,LOW_ACCESS,9.73,267.21,24.6086,6.583,42.77,314,91.54,2.71,7.96,1,48.7,77.21
2022,NBH0000000171,0.74,11.1629,1,2950,1119,NO_DESERT,70.91,215.53,0.4235,10.6601,91.01,431,56.12,29.91,11.91,1,58.9,33.23
2012,NBH0000000172,12.915,9.43,0,4210,1798,LOW_INCOME_LOW_ACCESS,41.57,109.7,28.2932,19.797,80.94,165,66.76,28.09,7.93,1,68.68,28.42
2022,NBH0000000173,18.033,3.7381,1,918,16,NO_DESERT,49.43,291.51,2.1683,10.3458,34.3,231,51.91,65.04,13.25,0,34.08,40.78
2009,NBH0000000174,3.603,0.5214,1,3352,435,RURAL_LOW_ACCESS,22.96,152.2,18.7635,11.6964,50.65,281,25.48,5.13,4.86,0,78.19,0.09
2023,NBH0000000175,18.333,4.9426,0,3686,1721,URBAN_LOW_ACCESS,37.87,63.16,5.1459,13.6249,59.18,191,36.95,77.31,17.32,0,5.1,65.22
2025,NBH0000000176,12.096,9.5645,0,3241,44,NO_DESERT,78.21,57.75,20.3208,9.0071,71.58,391,92.01,23.27,30.96,1,82.97,96.92
2016,NBH0000000177,6.111,9.7535,0,3841,1023,RURAL_LOW_ACCESS,2.86,304.78,20.5552,0.0221,59.72,258,43.18,38.31,36.08,0,58.18,17.02
2025,NBH0000000178,15.113,1.8523,1,1468,345,RURAL_LOW_ACCESS,22.3,335.38,22.6896,20.0798,66.82,218,86.06,27.34,2.76,1,25.55,7.92
2025,NBH0000000179,22.867,4.2257,1,3984,1311,LOW_ACCESS,92.9,323.35,13.7903,23.5638,53.01,202,13.61,52.63,38.29,0,4.66,88.46
2015,NBH0000000180,18.699,2.7121,0,2658,1542,LOW_ACCESS,94.26,309.68,1.9924,14.1158,85.45,287,33.84,95.54,17.51,0,22.15,8.52
2009,NBH0000000181,11.195,7.5231,1,3186,1356,LOW_ACCESS,89.27,64.58,4.4128,2.1149,75.04,301,11.87,18.68,18.17,0,41.31,86.52
2019,NBH0000000182,16.071,9.5626,1,2413,31,LOW_ACCESS,23.04,326.51,5.6607,1.9099,96.07,267,90.49,90.14,1.17,1,7.54,93.08
2010,NBH0000000183,23.529,5.0905,0,2820,1036,LOW_ACCESS,95.0,163.4,3.7431,0.4904,66.62,477,35.97,9.95,4.27,1,92.8,79.1
2014,NBH0000000184,10.011,10.2371,0,3999,933,NO_DESERT,91.16,81.97,24.1963,14.6133,89.64,251,99.14,25.33,24.21,0,36.71,73.22
2010,NBH0000000185,3.461,6.2772,1,3065,1061,LOW_ACCESS,9.72,148.2,24.7086,1.5835,69.79,439,56.58,23.45,41.12,1,73.99,96.35
2021,NBH0000000186,6.722,8.9138,1,3041,1409,LOW_INCOME_LOW_ACCESS,21.16,294.33,25.1934,16.7143,27.72,68,93.12,58.03,31.74,1,36.53,84.08
2010,NBH0000000187,19.267,7.9564,1,2933,529,NO_DESERT,56.28,66.06,17.0804,4.3915,6.28,15,87.65,91.86,22.44,1,66.32,1.11
2008,NBH0000000188,7.415,11.6782,1,3263,1297,RURAL_LOW_ACCESS,43.22,334.01,24.6214,20.3716,17.4,249,22.82,4.89,28.86,0,35.26,14.32
2013,NBH0000000189,23.657,6.3495,0,3688,1785,NO_DESERT,25.06,33.16,0.7123,20.2081,68.84,140,21.1,59.65,37.54,0,32.33,5.89
2012,NBH0000000190,2.719,6.1729,1,2293,163,LOW_INCOME_LOW_ACCESS,22.0,127.1,19.4731,12.6937,88.37,368,27.59,57.12,30.39,1,18.2,90.9
2012,NBH0000000191,4.757,3.8519,1,1321,11,NO_DESERT,40.07,141.33,0.1915,14.233,72.28,308,63.48,37.96,0.13,1,4.16,69.63
2008,NBH0000000192,13.168,5.5345,1,2721,416,LOW_INCOME_LOW_ACCESS,71.53,186.18,7.0599,18.5123,19.24,105,14.36,97.45,27.39,0,4.63,45.18
2016,NBH0000000193,10.274,6.9517,0,4302,147,LOW_ACCESS,31.22,140.92,13.4107,2.4647,78.74,134,99.52,41.09,37.34,1,79.17,89.48
2018,NBH0000000194,24.978,1.0155,0,3125,787,NO_DESERT,77.74,265.2,28.9163,16.2226,25.43,208,58.26,67.65,36.18,1,7.12,75.09
2023,NBH0000000195,17.074,5.1172,1,1521,1214,NO_DESERT,84.7,60.55,28.7775,11.2947,12.24,241,85.22,33.16,9.75,1,86.89,68.91
2022,NBH0000000196,15.436,2.4587,1,1486,69,NO_DESERT,24.51,307.2,21.5492,11.9045,39.08,475,54.87,62.04,35.81,1,76.52,19.66
2025,NBH0000000197,6.347,0.4197,1,2337,1723,NO_DESERT,63.4,309.1,27.7453,23.1817,73.88,29,18.07,48.49,37.37,1,70.58,50.69
2021,NBH0000000198,17.348,0.5665,0,383,1347,NO_DESERT,82.38,187.99,0.403,22.9513,11.03,271,52.18,96.14,37.95,1,66.83,81.45
2020,NBH0000000199,0.833,11.4507,0,1154,950,NO_DESERT,18.69,332.75,27.9052,17.466,91.76,33,87.04,91.27,41.27,0,94.25,34.28
2018,NBH0000000200,20.354,5.2823,0,100,1620,LOW_INCOME_LOW_ACCESS,78.45,320.52,5.7321,12.3725,8.17,247,8.79,75.1,18.32,1,61.84,13.4
2023,NBH0000000201,10.905,8.9577,0,1282,105,LOW_ACCESS,10.6,300.56,12.2627,3.6017,82.2,143,34.44,33.73,28.84,0,76.89,80.32
2020,NBH0000000202,23.702,8.8131,0,1025,1763,URBAN_LOW_ACCESS,45.36,263.31,25.1399,12.3825,49.32,422,74.56,1.16,43.81,1,55.66,93.11
2013,NBH0000000203,17.244,11.645,0,2775,1427,LOW_INCOME_LOW_ACCESS,93.29,21.74,28.202,6.1024,89.75,15,94.04,80.88,44.26,0,16.02,90.37
2014,NBH0000000204,22.76,9.8333,1,2453,416,NO_DESERT,77.65,197.67,18.4992,17.7799,65.57,192,51.79,99.96,39.76,0,99.29,42.46
2018,NBH0000000205,9.282,1.834,0,2367,1277,RURAL_LOW_ACCESS,26.13,68.19,25.5398,8.1225,77.2,174,36.27,25.62,6.48,0,30.45,6.03
2011,NBH0000000206,24.561,6.7577,0,571,1205,NO_DESERT,14.95,237.88,6.8914,18.5007,23.04,261,37.54,91.94,32.84,1,38.82,44.72
2020,NBH0000000207,15.953,6.4755,1,151,172,NO_DESERT,99.54,66.78,5.8768,6.2145,63.77,427,20.99,22.45,35.8,1,82.38,2.57
2013,NBH0000000208,4.054,6.0195,0,3794,898,NO_DESERT,62.96,35.78,20.3586,21.823,20.81,409,83.57,34.66,9.37,0,65.22,65.54
2011,NBH0000000209,12.663,4.5576,0,3349,278,LOW_ACCESS,64.69,62.39,4.8237,23.9148,57.22,108,56.78,6.82,6.23,1,87.2,93.7
2008,NBH0000000210,23.256,0.676,1,2090,245,NO_DESERT,24.84,22.81,18.0641,11.5922,29.9,476,79.13,91.82,40.68,0,30.33,95.1
2021,NBH0000000211,1.437,11.7342,0,625,1613,LOW_ACCESS,87.97,296.54,23.8866,11.0122,9.08,377,75.71,53.77,25.01,1,89.41,72.26
2022,NBH0000000212,24.16,9.5859,0,3467,731,LOW_ACCESS,81.21,109.27,10.006,19.3596,58.55,469,38.09,8.26,38.93,0,39.52,17.99
2008,NBH0000000213,9.045,1.788,1,1537,363,NO_DESERT,54.7,262.68,1.9279,12.5694,65.0,425,29.55,72.52,8.97,0,18.18,86.56
2025,NBH0000000214,9.179,4.5268,0,2357,1229,LOW_ACCESS,19.54,25.12,15.1313,7.6645,44.03,291,10.61,87.19,25.44,0,92.41,8.18
2012,NBH0000000215,6.701,7.5196,1,1506,442,NO_DESERT,9.02,270.99,26.5746,15.6023,87.47,102,42.39,61.4,42.38,0,50.66,82.85
2014,NBH0000000216,23.039,10.1237,0,198,1064,NO_DESERT,81.7,346.39,0.0582,6.4024,23.84,433,85.71,57.82,18.25,1,0.49,94.7
2010,NBH0000000217,18.075,10.5027,0,2363,913,LOW_ACCESS,34.47,35.88,4.4051,19.714,66.3,311,61.81,93.72,3.78,1,85.43,2.62
2015,NBH0000000218,7.315,9.0047,0,2893,365,NO_DESERT,10.39,127.11,15.8571,17.5775,89.32,244,52.7,81.15,39.51,1,40.94,84.74
2013,NBH0000000219,23.468,4.0619,1,213,721,NO_DESERT,13.2,112.5,26.716,8.813,46.38,318,2.65,31.57,15.6,0,21.15,8.44
2025,NBH0000000220,14.112,1.4995,1,2325,222,LOW_ACCESS,73.1,192.52,21.0699,16.5119,23.93,477,37.42,36.83,37.8,1,77.56,99.18
2019,NBH0000000221,16.889,5.32,0,3441,743,NO_DESERT,11.38,116.42,4.7502,15.5109,85.34,251,54.02,14.63,39.0,1,86.36,38.74
2008,NBH0000000222,20.853,6.2202,0,1317,1561,NO_DESERT,7.34,258.55,0.7658,4.1783,5.44,142,8.27,4.46,0.87,0,76.38,86.16
2023,NBH0000000223,0.553,0.698,1,2418,1747,LOW_ACCESS,20.13,246.41,0.0781,24.6673,49.12,432,95.62,58.33,11.26,1,74.81,24.25
2016,NBH0000000224,6.211,6.865,1,1478,1329,NO_DESERT,16.57,171.4,21.9079,7.8532,32.74,213,95.23,86.2,38.48,0,61.76,38.12
2018,NBH0000000225,15.947,3.0295,1,2513,616,URBAN_LOW_ACCESS,49.11,265.26,20.5359,13.835,53.03,231,75.44,60.16,15.65,1,18.43,4.85
2010,NBH0000000226,17.145,11.8601,0,430,1104,LOW_INCOME_LOW_ACCESS,95.06,131.91,1.8555,15.2362,74.31,369,61.58,69.5,3.84,0,7.86,18.16
2021,NBH0000000227,15.359,2.2106,0,2796,1362,NO_DESERT,48.09,252.39,29.7369,6.0326,48.96,143,63.46,96.73,20.94,0,23.43,44.35
2015,NBH0000000228,9.444,2.8479,0,1953,125,NO_DESERT,28.03,60.14,25.2121,0.0185,96.42,29,28.16,27.95,3.11,1,64.6,5.34
2016,NBH0000000229,15.137,10.2505,0,714,866,NO_DESERT,91.49,190.69,14.2394,22.9602,28.64,398,79.34,37.03,39.44,1,62.91,60.37
2017,NBH0000000230,16.187,6.3333,0,153,161,LOW_INCOME_LOW_ACCESS,11.45,321.71,14.022,2.9691,39.18,410,92.56,1.79,25.59,0,44.21,65.71
2023,NBH0000000231,1.49,4.3841,0,577,1525,NO_DESERT,73.5,48.56,20.8226,6.0143,86.52,67,85.0,30.55,35.36,0,46.0,81.34
2011,NBH0000000232,23.89,9.1937,0,3561,792,RURAL_LOW_ACCESS,14.19,244.48,4.8395,12.9669,92.34,43,19.95,84.31,21.18,1,95.02,78.36
2011,NBH0000000233,7.38,0.7488,0,3842,1164,RURAL_LOW_ACCESS,67.86,256.24,13.819,17.848,94.74,434,97.44,52.36,43.65,0,41.9,16.42
2016,NBH0000000234,5.528,5.5744,0,3053,328,LOW_ACCESS,33.28,261.99,8.1583,12.6584,31.19,420,99.37,96.86,25.86,0,0.98,92.09
2009,NBH0000000235,3.544,0.6836,0,2243,83,URBAN_LOW_ACCESS,42.07,97.19,1.4659,3.5436,90.92,417,71.37,30.97,40.13,1,51.11,31.54
2013,NBH0000000236,2.722,4.8482,0,3082,1175,LOW_INCOME_LOW_ACCESS,37.48,199.17,23.9579,5.0586,1.67,84,86.18,99.58,0.99,1,94.83,92.96
2022,NBH0000000237,22.152,9.4204,1,3788,1045,NO_DESERT,39.29,53.6,17.9993,0.7893,6.3,41,1.67,62.64,37.12,0,17.93,84.29
2025,NBH0000000238,0.526,7.3465,0,2537,1497,RURAL_LOW_ACCESS,9.09,138.18,22.9148,12.9476,55.44,151,1.73,60.05,24.48,0,59.9,78.79
2016,NBH0000000239,0.537,7.8909,1,1067,607,NO_DESERT,20.7,267.33,29.8494,4.8585,50.89,387,62.41,94.47,24.8,0,18.32,45.96
2013,NBH0000000240,15.711,9.804,0,750,1775,LOW_ACCESS,34.45,53.04,6.1157,16.7575,3.34,86,31.64,28.55,7.57,0,11.49,91.02
2016,NBH0000000241,17.604,3.454,0,3774,317,NO_DESERT,17.22,70.7,5.5877,24.007,25.22,490,38.61,67.59,16.17,0,59.21,30.9
2019,NBH0000000242,1.697,9.9377,0,4363,806,NO_DESERT,83.05,236.91,25.3132,22.5423,81.82,268,59.06,3.46,19.43,1,27.8,31.65
2024,NBH0000000243,20.252,9.0451,0,1286,1506,RURAL_LOW_ACCESS,65.08,305.99,16.0518,16.4478,85.56,295,34.7,5.87,40.9,1,87.37,59.98
2015,NBH0000000244,21.512,9.7329,0,251,1370,NO_DESERT,92.77,135.61,4.8483,18.5362,42.67,228,83.0,91.38,24.54,1,48.04,74.61
2022,NBH0000000245,16.637,5.2605,1,2322,168,NO_DESERT,41.34,58.57,6.3196,1.1657,38.16,104,67.66,34.51,0.48,0,56.1,55.76
2014,NBH0000000246,8.896,9.5213,0,1444,1141,URBAN_LOW_ACCESS,53.89,202.08,17.9617,2.0615,39.29,288,5.82,29.61,28.78,0,74.57,99.73
2019,NBH0000000247,3.259,0.9993,0,4466,768,NO_DESERT,49.8,32.97,9.3043,2.1812,15.96,171,96.13,16.11,18.07,0,96.74,22.22
2024,NBH0000000248,1.377,10.77,0,2755,407,LOW_ACCESS,45.77,298.42,21.2741,9.044,81.28,388,95.24,9.22,14.93,1,22.25,92.8
2015,NBH0000000249,1.461,1.7946,0,2043,1746,LOW_ACCESS,66.8,47.43,8.159,13.4202,23.35,435,46.6,89.71,22.8,0,5.46,17.14
2024,NBH0000000250,14.221,7.2065,0,4236,767,LOW_ACCESS,66.21,30.48,22.2059,22.7639,36.8,490,96.42,91.01,41.73,0,2.24,57.94
2021,NBH0000000251,11.847,0.3476,0,3178,699,LOW_INCOME_LOW_ACCESS,57.3,235.14,25.2983,12.1223,56.15,326,80.01,14.03,25.17,1,33.33,3.67
2018,NBH0000000252,9.246,1.0884,1,4285,1230,LOW_ACCESS,74.57,346.58,6.0863,3.5066,38.48,243,92.75,56.27,23.78,1,20.87,78.56
2018,NBH0000000253,13.297,2.0927,0,830,1034,LOW_INCOME_LOW_ACCESS,20.26,60.89,19.3638,24.9822,31.9,392,26.12,71.81,3.25,0,7.15,54.97
2010,NBH0000000254,20.63,3.617,1,911,1458,NO_DESERT,23.99,29.58,2.6173,16.9223,50.87,166,50.91,74.09,7.79,0,14.03,45.98
2017,NBH0000000255,2.278,4.3534,0,1569,1278,NO_DESERT,20.81,339.29,27.8389,9.4404,46.63,485,57.18,56.42,13.6,1,48.51,65.54
2017,NBH0000000256,4.933,7.7252,1,3084,278,URBAN_LOW_ACCESS,21.61,173.71,8.4238,0.7707,67.31,364,31.08,96.01,40.19,1,68.31,92.38
2021,NBH0000000257,3.435,3.1217,1,2778,414,NO_DESERT,33.05,191.81,23.6296,4.8743,29.05,343,91.16,45.11,35.32,0,63.93,16.63
2019,NBH0000000258,13.682,11.0027,0,3430,1470,URBAN_LOW_ACCESS,17.07,156.87,15.5823,11.3128,34.24,132,46.48,26.42,43.34,0,55.95,46.19
2010,NBH0000000259,21.268,10.2454,1,3276,1041,URBAN_LOW_ACCESS,78.25,212.34,22.0998,2.5975,57.45,302,11.68,26.68,11.12,1,9.52,53.78
2008,NBH0000000260,18.653,10.3625,0,2619,535,URBAN_LOW_ACCESS,11.09,143.56,2.3055,17.8413,40.24,416,7.87,42.77,13.81,0,69.57,13.7
2022,NBH0000000261,14.23,3.2285,0,1410,621,LOW_ACCESS,6.9,113.69,1.9137,10.7777,89.5,372,89.97,45.11,3.98,0,40.44,52.75
2015,NBH0000000262,23.692,4.1922,0,2708,1427,LOW_ACCESS,64.39,187.8,16.0183,3.5371,15.12,39,41.57,40.13,23.55,0,49.79,77.5
2010,NBH0000000263,9.883,0.2069,0,3893,405,NO_DESERT,95.39,301.57,5.0126,24.7865,13.29,244,71.67,11.78,10.0,1,26.35,59.81
2009,NBH0000000264,7.997,8.8282,0,1966,1394,LOW_ACCESS,60.88,308.34,22.7065,20.26,69.02,6,4.53,82.21,17.82,1,8.89,75.67
2008,NBH0000000265,13.795,5.8601,1,2525,5,NO_DESERT,87.86,260.42,9.881,8.7684,28.07,468,20.18,34.72,0.71,0,21.72,4.67
2021,NBH0000000266,18.803,5.8214,0,1618,1340,NO_DESERT,55.51,52.37,2.0416,12.0304,58.64,242,58.86,33.86,25.25,1,73.64,56.35
2015,NBH0000000267,16.67,6.0974,0,3885,1,LOW_INCOME_LOW_ACCESS,45.58,134.55,1.8979,15.7223,86.93,64,81.4,72.66,26.95,1,52.88,6.73
2009,NBH0000000268,1.073,11.733,1,3482,1626,LOW_INCOME_LOW_ACCESS,16.05,179.25,4.9348,8.8609,1.26,169,97.16,62.66,10.46,0,76.8,37.59
2024,NBH0000000269,1.163,11.1388,1,2365,555,NO_DESERT,70.08,232.46,0.0629,18.1377,39.46,192,59.94,91.0,18.01,1,18.26,18.7
2008,NBH0000000270,17.18,9.7201,1,3637,51,NO_DESERT,7.26,271.94,5.8407,3.7007,36.88,211,57.25,81.53,19.18,0,77.61,76.22
2022,NBH0000000271,4.317,11.5911,0,2608,46,URBAN_LOW_ACCESS,77.41,62.9,22.8863,9.0965,82.28,394,49.01,96.06,19.27,0,82.67,12.09
2023,NBH0000000272,0.006,3.8612,0,2992,1629,LOW_INCOME_LOW_ACCESS,32.53,155.68,16.2428,19.1603,6.14,140,16.51,11.55,16.81,1,8.31,38.75
2021,NBH0000000273,2.153,8.2219,0,2263,564,NO_DESERT,16.8,111.03,24.5243,12.7849,72.44,35,28.44,4.05,23.39,0,44.53,5.35
2008,NBH0000000274,8.523,1.1486,0,2142,516,URBAN_LOW_ACCESS,59.43,51.07,19.6209,22.9853,35.37,471,27.83,60.13,22.61,0,42.6,52.44
2014,NBH0000000275,19.109,2.4845,1,2760,650,NO_DESERT,77.47,20.31,13.8301,4.0675,74.07,409,52.87,46.61,15.46,0,56.54,42.91
2022,NBH0000000276,10.727,2.1359,1,1707,1,LOW_ACCESS,90.16,18.33,29.1582,1.6992,10.33,152,81.6,45.99,38.64,0,14.5,47.38
2015,NBH0000000277,14.063,9.9802,1,1649,360,LOW_ACCESS,47.44,121.14,3.5156,7.2694,76.45,381,28.23,69.77,19.98,0,83.0,92.38
2016,NBH0000000278,20.087,7.011,1,3656,530,LOW_INCOME_LOW_ACCESS,41.85,343.14,6.7703,21.2925,87.89,302,86.58,51.08,44.37,1,5.17,34.18
2015,NBH0000000279,2.449,1.4934,1,3220,1556,RURAL_LOW_ACCESS,16.82,59.01,18.1898,18.0408,78.42,364,19.63,90.41,11.05,0,3.61,64.99
2011,NBH0000000280,18.58,9.9123,0,3824,1047,LOW_INCOME_LOW_ACCESS,3.92,335.2,29.2576,4.2206,21.5,240,31.65,81.78,4.06,0,2.03,67.53
2015,NBH0000000281,10.074,1.6562,0,1324,12,NO_DESERT,74.4,45.97,23.7273,17.1986,82.96,82,28.8,61.86,15.1,0,79.92,21.44
2022,NBH0000000282,23.356,4.2011,1,1633,1088,LOW_INCOME_LOW_ACCESS,55.4,241.71,8.8155,22.883,63.43,461,8.53,47.83,17.42,0,64.5,2.02
2011,NBH0000000283,21.856,6.325,1,2888,1394,NO_DESERT,61.4,333.63,7.2419,20.1164,98.25,376,55.75,3.72,4.22,1,44.69,77.46
2014,NBH0000000284,12.212,0.5607,1,3572,1515,NO_DESERT,31.84,91.53,10.1855,12.4385,8.68,222,54.4,67.25,30.2,0,89.74,70.31
2023,NBH0000000285,0.294,7.8966,0,1370,158,LOW_INCOME_LOW_ACCESS,28.99,116.37,7.0633,23.9033,15.43,126,93.19,43.33,10.07,0,72.98,47.13
2024,NBH0000000286,5.908,5.0871,0,384,1783,LOW_ACCESS,95.74,141.58,14.6042,0.9232,78.15,462,64.24,41.61,5.6,0,37.8,51.92
2020,NBH0000000287,11.803,11.441,0,288,506,RURAL_LOW_ACCESS,80.38,271.2,4.5646,19.9257,64.58,128,57.05,66.33,27.71,1,36.28,63.66
2013,NBH0000000288,11.501,9.8403,1,1335,37,URBAN_LOW_ACCESS,23.04,127.2,4.5626,8.4587,20.23,221,42.57,39.34,26.0,0,66.94,32.01
2010,NBH0000000289,21.703,10.7638,1,1825,948,NO_DESERT,97.79,126.38,17.4868,8.4981,1.74,252,30.94,11.1,35.8,0,88.01,98.76
2013,NBH0000000290,19.051,7.8512,0,1984,43,LOW_ACCESS,19.5,47.02,7.9527,10.5809,32.18,285,66.83,86.11,31.7,0,37.4,64.01
2024,NBH0000000291,1.821,8.8132,0,1723,1528,NO_DESERT,94.79,52.08,1.3039,13.4572,67.54,325,30.51,53.47,38.92,1,73.67,87.28
2012,NBH0000000292,12.678,0.2622,1,2153,12,NO_DESERT,2.34,217.26,2.5028,24.0921,94.48,337,10.78,91.75,26.25,1,2.14,11.79
2021,NBH0000000293,7.346,7.4376,1,519,1234,LOW_INCOME_LOW_ACCESS,8.38,67.87,10.7612,8.4349,57.25,90,11.06,2.99,13.14,1,15.47,90.04
2012,NBH0000000294,10.767,6.9687,1,2906,1265,NO_DESERT,10.25,145.99,18.0187,24.0941,36.17,486,57.32,55.64,20.86,1,94.71,12.24
2016,NBH0000000295,2.873,7.5389,1,3552,439,NO_DESERT,31.09,148.09,12.9486,15.3055,44.18,437,52.14,36.5,22.47,0,0.35,23.33
2020,NBH0000000296,10.491,3.5572,1,3545,1459,LOW_ACCESS,52.79,216.73,17.4649,10.7473,75.84,74,15.75,96.53,14.02,1,24.4,98.9
2024,NBH0000000297,8.379,4.3302,1,3170,1641,LOW_INCOME_LOW_ACCESS,5.75,107.17,9.7418,15.1113,41.66,189,64.1,47.14,39.63,0,48.57,21.3
2011,NBH0000000298,18.442,5.3545,0,3290,649,RURAL_LOW_ACCESS,93.2,281.91,27.8248,8.6194,63.83,348,46.21,99.48,21.83,1,46.64,49.51
2024,NBH0000000299,17.715,8.5535,0,3368,119,RURAL_LOW_ACCESS,51.48,166.84,13.32,16.5706,79.59,353,34.64,72.07,30.15,1,38.31,26.91
2020,NBH0000000300,24.507,1.9309,1,3012,823,LOW_INCOME_LOW_ACCESS,84.72,235.75,12.1373,21.6496,51.16,12,43.16,29.76,11.86,0,69.81,99.19
2020,NBH0000000301,12.934,5.2507,1,3254,849,NO_DESERT,49.11,260.42,19.261,15.4603,13.02,137,96.08,73.6,23.96,0,29.38,38.22
2016,NBH0000000302,1.904,11.0558,0,994,346,LOW_INCOME_LOW_ACCESS,51.07,223.27,10.4701,14.0966,29.42,333,72.78,72.55,1.43,0,2.89,69.34
2015,NBH0000000303,8.853,3.8408,0,781,11,URBAN_LOW_ACCESS,80.09,55.37,4.9391,12.2261,37.71,359,62.06,14.18,26.8,1,55.23,63.47
2010,NBH0000000304,9.333,2.1279,1,3779,399,LOW_INCOME_LOW_ACCESS,39.21,343.08,17.0382,4.9216,98.1,68,80.82,88.83,22.31,0,73.03,50.82
2016,NBH0000000305,24.378,1.5281,0,124,38,LOW_ACCESS,44.59,323.93,15.8385,21.6339,98.37,115,64.88,58.9,18.94,0,90.32,24.57
2016,NBH0000000306,7.074,10.6577,0,3787,1665,NO_DESERT,32.0,117.6,5.9319,20.0951,45.9,229,61.11,46.69,15.42,0,59.61,1.83
2017,NBH0000000307,8.203,10.3527,0,1817,1477,NO_DESERT,78.12,170.36,19.0503,7.5213,79.94,207,79.98,8.57,26.73,0,94.93,51.32
2008,NBH0000000308,11.743,8.5148,0,2846,764,URBAN_LOW_ACCESS,38.17,197.07,16.7499,21.0325,84.04,300,61.46,68.66,8.03,0,36.33,64.88
2020,NBH0000000309,20.882,1.2334,0,855,1133,LOW_ACCESS,85.32,110.0,25.302,17.3893,38.26,377,18.9,38.75,3.94,1,55.62,97.33
2025,NBH0000000310,0.961,0.2721,1,3699,819,NO_DESERT,57.62,54.88,0.3288,2.2589,79.18,350,85.3,36.26,21.63,0,25.37,10.05
2023,NBH0000000311,9.439,6.0931,1,3978,198,NO_DESERT,56.64,78.63,14.0589,13.5829,59.54,405,6.93,1.98,15.12,0,58.52,32.1
2010,NBH0000000312,12.5,5.7839,0,1717,342,NO_DESERT,20.87,132.49,26.6486,23.3537,8.77,0,50.24,43.63,44.9,1,64.39,5.13
2014,NBH0000000313,11.557,8.9644,1,1551,15,LOW_ACCESS,14.11,185.23,10.2506,23.8925,97.22,336,3.66,9.64,10.43,1,14.0,83.61
2012,NBH0000000314,14.131,5.4429,1,1634,966,NO_DESERT,25.93,187.83,12.9821,19.5729,64.94,324,45.79,17.33,23.17,1,73.45,39.67
2009,NBH0000000315,8.977,1.5367,0,1180,1372,RURAL_LOW_ACCESS,90.22,337.36,27.385,23.2108,90.46,349,13.38,46.24,32.51,1,82.72,35.79
2016,NBH0000000316,3.16,0.9253,1,1109,1752,LOW_ACCESS,42.61,335.59,22.044,19.8697,57.73,432,11.77,50.04,42.04,1,78.02,40.21
2020,NBH0000000317,8.658,8.9217,0,3029,1182,LOW_INCOME_LOW_ACCESS,15.13,313.21,29.4056,13.1378,97.52,219,26.12,96.6,6.83,0,77.62,28.99
2015,NBH0000000318,14.106,3.8089,0,887,1711,NO_DESERT,65.35,340.62,18.0307,11.5618,90.78,111,7.79,58.94,25.14,1,44.39,24.1
2022,NBH0000000319,10.829,8.8601,1,2708,469,NO_DESERT,89.67,214.67,12.1419,19.6558,17.83,498,43.91,8.47,14.4,0,48.29,8.76
2025,NBH0000000320,21.037,0.3327,1,2619,1469,LOW_ACCESS,40.35,122.04,24.0948,18.6156,13.69,52,14.23,10.62,33.37,0,74.86,63.96
2022,NBH0000000321,10.001,6.1509,1,1006,643,LOW_INCOME_LOW_ACCESS,27.26,228.22,0.5632,12.5365,26.67,280,47.52,56.42,26.29,0,58.54,8.52
