tech_platforms_reference_year,tech_platforms_platform_id_hash,tech_platforms_platform_type_code,tech_platforms_vlop_vlose_flag,tech_platforms_member_state_digital_coordinator_iso2,tech_platforms_dsa_risk_assessment_submitted_flag,tech_platforms_content_moderation_actions_count,tech_platforms_notice_and_action_processing_time_hours_median,tech_platforms_illegal_content_removal_rate_pct,tech_platforms_ad_transparency_repository_flag,tech_platforms_recommender_system_optout_flag,tech_platforms_dark_pattern_finding_flag,tech_platforms_dma_gatekeeper_flag,tech_platforms_interoperability_obligation_flag,tech_platforms_data_portability_support_flag,tech_platforms_user_complaints_count,tech_platforms_sanctions_amount_eur,tech_platforms_audit_report_published_flag,tech_platforms_source_regulator_dataset,tech_platforms_data_extract_date
2023,ca417aef720fbcef7a934aeb,APP_STORE,0,ES,1,3420,42.21,68.21,0,0,0,0,0,0,507,44449149.83,0,DSA_TRANSPARENCY_DB,2024-06-21
2024,e11f20141d8441bbf0ce87d3,SEARCH_ENGINE,0,HR,1,3215,14.74,67.27,1,1,0,0,0,0,509,751625.38,1,NATIONAL_DSC_REPORTING,2025-01-06
2025,5f715fff7c87ecab5db688b1,ONLINE_MARKETPLACE,0,FI,1,2031,74.96,71.38,1,1,0,0,0,0,167,134743256.15,1,COMMISSION_ENFORCEMENT,2025-02-11
2026,f06a5e66299fab1df7ae31b0,VIDEO_SHARING,1,IE,1,929,40.76,58.2,1,1,0,0,0,1,398,450138025.12,0,REGULATOR_AUDIT_PORTAL,2026-02-13
2021,95969cca4c1fcf4d93a5feb7,SOCIAL_NETWORK,0,MT,1,2762,94.64,56.03,1,1,0,0,0,1,347,247776691.13,0,PLATFORM_SELF_REPORT,2025-07-21
2022,d188a21aa4ca4f769404523a,AD_TECH,0,SK,1,2883,27.14,86.91,1,0,0,1,0,1,183,33378662.96,0,DSA_TRANSPARENCY_DB,2024-06-13
2023,8fe37209b0b8adcb1edf5636,CLOUD_PLATFORM,1,BE,1,2612,48.13,47.31,1,1,1,0,0,1,248,336749678.14,0,NATIONAL_DSC_REPORTING,2024-12-22
2024,94398d3c97777c17fc9038fa,MESSAGING,0,DK,1,3360,49.37,61.94,1,0,1,0,0,1,417,206978392.11,1,COMMISSION_ENFORCEMENT,2025-04-30
2025,c119c7d7a1dd355f42ba840b,APP_STORE,0,GR,1,3175,85.14,51.18,1,1,0,0,0,0,550,528427977.82,0,REGULATOR_AUDIT_PORTAL,2025-11-17
2026,9dffcf06222ebc6ad017b658,SEARCH_ENGINE,1,LT,1,1897,11.12,66.17,1,1,0,1,0,1,527,107344617.85,0,PLATFORM_SELF_REPORT,2025-06-05
2021,4e0bfad9c5127e4d41ce395f,ONLINE_MARKETPLACE,0,PT,1,2933,46.05,84.94,0,1,0,0,0,1,187,130447672.21,0,DSA_TRANSPARENCY_DB,2024-06-28
2022,05458e80de239b1fad8c7659,VIDEO_SHARING,1,SE,0,3158,62.87,90.69,1,1,1,0,0,1,226,142670665.75,1,NATIONAL_DSC_REPORTING,2025-08-21
2023,56af651559905623ff54d554,SOCIAL_NETWORK,0,CY,1,1560,56.83,36.18,1,0,0,0,0,1,427,138462192.4,0,COMMISSION_ENFORCEMENT,2025-02-04
2024,eae91b05ff553c9140223ae6,AD_TECH,0,FR,1,1803,68.26,68.01,1,0,0,1,1,0,185,52646122.35,0,REGULATOR_AUDIT_PORTAL,2024-08-20
2025,d839d90875b14c7b0839da8a,CLOUD_PLATFORM,0,IT,1,2671,67.18,75.22,1,0,0,0,0,1,523,145896472.48,1,PLATFORM_SELF_REPORT,2024-05-13
2026,a8db8823692957342104249c,MESSAGING,0,NL,0,3019,23.36,98.04,1,0,0,0,0,1,370,25096560.42,0,DSA_TRANSPARENCY_DB,2025-05-16
2021,cdef3515fd145fee51b3062d,APP_STORE,0,SI,1,2093,51.75,65.68,1,0,0,0,0,1,571,138392360.28,0,NATIONAL_DSC_REPORTING,2025-08-03
2022,7e036d8781c734bfd32f6da1,SEARCH_ENGINE,1,BG,1,1952,23.27,62.1,1,1,0,1,0,1,190,154656862.2,1,COMMISSION_ENFORCEMENT,2024-03-03
2023,42da31d6ff86c1bd57cc6cf5,ONLINE_MARKETPLACE,0,EE,1,2640,56.27,63.93,0,1,0,0,0,1,187,34475380.9,0,REGULATOR_AUDIT_PORTAL,2025-04-19
2024,4672c59bb535348bd7387320,VIDEO_SHARING,1,HU,1,2690,32.85,46.95,0,1,0,0,1,0,540,385381648.03,1,PLATFORM_SELF_REPORT,2026-02-18
2025,527537bd5031caca87259874,SOCIAL_NETWORK,1,LU,1,1158,89.97,60.48,1,1,0,0,0,1,227,91368805.4,0,DSA_TRANSPARENCY_DB,2026-02-19
2026,efd564e1fc7c8767c1919aef,AD_TECH,0,RO,1,2850,81.99,86.66,1,0,0,0,0,0,487,55894233.75,1,NATIONAL_DSC_REPORTING,2024-05-15
2021,8aa491132bee30a670d9e194,CLOUD_PLATFORM,0,AT,1,2364,35.54,38.76,1,1,1,0,1,1,515,413474208.18,0,COMMISSION_ENFORCEMENT,2026-02-11
2022,184e448d9884781b1b6a19ac,MESSAGING,0,CZ,1,2690,1.92,35.54,1,1,0,0,0,1,449,11987612.78,1,REGULATOR_AUDIT_PORTAL,2024-05-10
2023,377eee3387b6b4563258e70f,APP_STORE,0,DE,1,2389,82.02,53.13,1,0,0,1,0,0,534,145121628.39,0,PLATFORM_SELF_REPORT,2025-03-12
2024,af2d8fa927714cb7afe179b0,SEARCH_ENGINE,1,LV,1,2411,84.88,60.05,1,0,0,0,0,0,336,11773443.48,0,DSA_TRANSPARENCY_DB,2025-09-17
2025,ce3dbd52990037fd43c24d96,ONLINE_MARKETPLACE,0,PL,0,3240,40.78,43.33,0,1,0,0,0,1,542,445709238.58,1,NATIONAL_DSC_REPORTING,2025-11-01
2026,210220402daf720a71dc7cdc,VIDEO_SHARING,1,ES,1,3334,21.11,58.79,0,0,0,0,0,0,466,213277739.66,1,COMMISSION_ENFORCEMENT,2024-12-20
2021,c7e6fbbf6fe5431ddee1786d,SOCIAL_NETWORK,1,HR,1,1757,28.43,38.05,0,1,0,1,1,0,553,59689351.5,1,REGULATOR_AUDIT_PORTAL,2025-10-04
2022,d215d3babe97d50e5ef65acc,AD_TECH,0,FI,1,3190,48.35,81.78,0,1,1,1,0,0,221,204839785.63,1,PLATFORM_SELF_REPORT,2025-07-22
2023,3a944b224c436e73897d0c13,CLOUD_PLATFORM,0,IE,1,3469,33.14,35.72,1,1,0,0,0,1,290,396488752.24,1,DSA_TRANSPARENCY_DB,2024-03-18
2024,38000e0005e42d55c25aedcc,MESSAGING,0,MT,1,2026,84.05,94.43,1,1,1,0,0,1,364,49300566.25,0,NATIONAL_DSC_REPORTING,2025-05-22
2025,d8f99c836d484684259a5607,APP_STORE,0,SK,1,2469,54.74,95.23,1,1,0,0,0,0,424,67134158.1,1,COMMISSION_ENFORCEMENT,2025-02-27
2026,8241b71a6f4c0aa00ea3aa2a,SEARCH_ENGINE,1,BE,1,2988,49.92,44.97,0,1,0,1,0,1,404,57462722.31,0,REGULATOR_AUDIT_PORTAL,2024-06-27
2021,ed7abd14fd3d851891f40f9f,ONLINE_MARKETPLACE,1,DK,1,2650,43.08,77.87,0,0,1,0,0,1,391,273724469.72,0,PLATFORM_SELF_REPORT,2024-09-22
2022,4f7ce7f4c05217d75cea990f,VIDEO_SHARING,1,GR,0,1109,76.02,53.27,0,1,1,0,0,1,223,17873129.21,1,DSA_TRANSPARENCY_DB,2025-08-25
2023,48257d89a9b662462081343c,SOCIAL_NETWORK,1,LT,1,3057,68.01,83.21,0,1,0,0,0,1,310,29184736.48,0,NATIONAL_DSC_REPORTING,2025-03-06
2024,57f74790a571b89c2049bef3,AD_TECH,0,PT,1,2840,71.21,35.76,1,1,0,1,0,0,492,41342453.8,0,COMMISSION_ENFORCEMENT,2025-02-22
2025,6c17eb834ac604ab0bf7b533,CLOUD_PLATFORM,0,SE,0,2513,24.46,56.34,0,1,1,1,0,1,464,369159135.46,1,REGULATOR_AUDIT_PORTAL,2025-03-30
2026,e47db0d8f179dd0211af3de9,MESSAGING,0,CY,0,1071,69.13,77.51,1,1,0,0,0,1,469,3485310.61,1,PLATFORM_SELF_REPORT,2026-01-09
2021,2c2f2331e8765a8ee1b97600,APP_STORE,0,FR,1,1855,79.69,46.36,1,1,0,0,1,1,469,435014530.4,1,DSA_TRANSPARENCY_DB,2025-03-20
2022,bd026a6ff427e13e57feb8e0,SEARCH_ENGINE,0,IT,0,2168,24.86,71.48,1,1,0,0,0,1,406,147120555.76,1,NATIONAL_DSC_REPORTING,2025-09-28
2023,bcef652834fed63f3850ee72,ONLINE_MARKETPLACE,1,NL,1,3499,59.77,68.35,1,1,0,0,0,1,353,73717944.4,1,COMMISSION_ENFORCEMENT,2026-01-03
2024,973e41c4efd77b524d8e2766,VIDEO_SHARING,1,SI,0,2079,41.68,35.85,1,0,0,0,1,1,219,518288053.26,1,REGULATOR_AUDIT_PORTAL,2025-02-23
2025,e14905bb0dc8d51355799e65,SOCIAL_NETWORK,0,BG,1,1593,59.55,88.15,1,1,0,0,0,1,585,46932379.86,0,PLATFORM_SELF_REPORT,2024-11-15
2026,d7025807c0c50c3b9c2e115e,AD_TECH,0,EE,0,2800,12.39,82.71,0,1,0,1,1,1,600,78990419.92,1,DSA_TRANSPARENCY_DB,2024-05-28
2021,485e8a779545470964479520,CLOUD_PLATFORM,1,HU,1,2713,27.26,63.85,1,1,0,0,0,1,231,10631957.23,1,NATIONAL_DSC_REPORTING,2024-05-06
2022,25660f1a7d07a8be3b3ebdfe,MESSAGING,0,LU,0,1269,67.19,68.4,1,1,1,0,0,0,300,36978710.8,1,COMMISSION_ENFORCEMENT,2026-01-22
2023,78ab093e49ea3c9f1de74014,APP_STORE,0,RO,1,2872,62.31,41.99,1,1,0,0,0,1,320,467717565.85,0,REGULATOR_AUDIT_PORTAL,2025-04-01
2024,d2d1370d970668c85f0b215c,SEARCH_ENGINE,1,AT,1,3379,9.43,85.76,1,0,0,1,0,1,313,5981842.25,1,PLATFORM_SELF_REPORT,2025-07-10
2025,461422cd3cd1f50a40d030e5,ONLINE_MARKETPLACE,0,CZ,1,2776,93.64,91.7,1,1,0,0,1,1,357,130473190.26,1,DSA_TRANSPARENCY_DB,2024-02-27
2026,cb67fcaba42658f9677a64a4,VIDEO_SHARING,1,DE,0,1913,4.54,68.88,1,0,0,0,0,1,508,16429001.34,1,NATIONAL_DSC_REPORTING,2025-09-23
2021,2cff4feb3de1f66cb174407f,SOCIAL_NETWORK,1,LV,1,1077,58.1,85.94,1,1,0,0,0,1,507,44281733.94,1,COMMISSION_ENFORCEMENT,2024-11-14
2022,3efcc19e24d9136305b43361,AD_TECH,0,PL,1,3350,10.26,97.56,1,1,0,1,0,1,279,44145438.92,1,REGULATOR_AUDIT_PORTAL,2025-01-20
2023,50981eae6b3c50715b75a632,CLOUD_PLATFORM,1,ES,0,2482,74.96,75.83,1,1,0,0,0,0,423,137770920.93,1,PLATFORM_SELF_REPORT,2024-09-24
2024,0e04b4652e426d8a3ebbdd0f,MESSAGING,0,HR,1,3454,3.52,58.69,1,1,0,0,0,0,365,203290494.06,0,DSA_TRANSPARENCY_DB,2025-11-01
2025,b309f130bc498d95fb7a729c,APP_STORE,0,FI,1,2014,21.96,63.04,0,0,0,0,0,0,608,102821630.51,1,NATIONAL_DSC_REPORTING,2025-08-19
2026,6cc39f7f02cf3cdb9a84e869,SEARCH_ENGINE,0,IE,0,2437,15.49,91.46,1,0,0,0,0,0,282,73833380.14,1,COMMISSION_ENFORCEMENT,2025-02-02
2021,b453f307485089b1028b7f72,ONLINE_MARKETPLACE,1,MT,1,3096,77.1,73.44,1,1,0,0,1,1,357,134347350.48,0,REGULATOR_AUDIT_PORTAL,2025-06-19
2022,8ee6d387dada4fcb1b5c179d,VIDEO_SHARING,1,SK,1,2739,59.74,55.91,1,1,1,0,0,1,276,180901278.33,0,PLATFORM_SELF_REPORT,2026-01-01
2023,07363702e6d9f69ea9fdd104,SOCIAL_NETWORK,1,BE,1,1489,35.99,82.54,1,1,0,0,0,0,269,150664139.16,1,DSA_TRANSPARENCY_DB,2024-12-02
2024,ea58d0caaf395e2e8ef34f8d,AD_TECH,0,DK,1,1187,59.25,73.69,1,1,0,0,0,1,274,101990797.61,1,NATIONAL_DSC_REPORTING,2025-01-27
2025,9e81f68c4230e95f1fd8f575,CLOUD_PLATFORM,0,GR,1,3456,94.77,66.55,1,1,0,1,0,1,516,106436872.4,1,COMMISSION_ENFORCEMENT,2025-02-19
2026,6520eb8d3ace2cde7d4c5ccd,MESSAGING,0,LT,1,1254,63.15,59.84,1,0,0,1,1,1,520,181962105.86,0,REGULATOR_AUDIT_PORTAL,2025-04-29
2021,e7a5d2223231e45d4847808b,APP_STORE,0,PT,1,1342,86.92,98.05,1,1,0,1,0,1,534,91645812.68,0,PLATFORM_SELF_REPORT,2024-07-21
2022,3f33683efaeca359164bd81a,SEARCH_ENGINE,0,SE,1,1922,93.06,95.31,0,1,0,0,1,0,428,139762362.4,0,DSA_TRANSPARENCY_DB,2025-07-30
2023,94491277d2d500c6af82307f,ONLINE_MARKETPLACE,0,CY,1,1778,61.63,66.39,1,0,0,0,1,1,236,120617829.6,0,NATIONAL_DSC_REPORTING,2025-10-18
2024,1408b6706c29a4cdd069bef2,VIDEO_SHARING,1,FR,1,3526,14.32,46.14,0,0,0,0,0,1,308,373452994.6,1,COMMISSION_ENFORCEMENT,2025-07-19
2025,76a1aba4ce2c669edd0276b9,SOCIAL_NETWORK,0,IT,0,2983,73.23,98.85,1,1,1,1,1,1,381,260441760.13,0,REGULATOR_AUDIT_PORTAL,2024-03-20
2026,672af593ba93acce77b55fce,AD_TECH,0,NL,1,2365,1.15,39.99,0,0,0,0,1,1,255,96338870.49,1,PLATFORM_SELF_REPORT,2024-09-23
2021,cb4976cd5d71bb62d486b981,CLOUD_PLATFORM,0,SI,1,1506,94.21,63.26,1,1,0,1,0,1,579,116338893.71,1,DSA_TRANSPARENCY_DB,2024-11-27
2022,d0a2ddd1b3351ec4fb515713,MESSAGING,1,BG,0,3614,61.95,84.6,0,1,0,0,0,0,609,57554740.16,1,NATIONAL_DSC_REPORTING,2025-07-23
2023,2898ec88317acfdfb02a76bd,APP_STORE,0,EE,0,2234,21.42,82.05,1,0,0,0,1,1,364,67182036.19,0,COMMISSION_ENFORCEMENT,2024-06-03
2024,e3b92cfa23057ca887985264,SEARCH_ENGINE,0,HU,1,2250,74.09,81.72,1,1,0,1,1,1,633,16916232.04,0,REGULATOR_AUDIT_PORTAL,2025-04-16
2025,304617b982ed9b7dc0daffe0,ONLINE_MARKETPLACE,0,LU,1,3566,84.34,47.31,0,0,1,0,0,1,450,52259268.41,0,PLATFORM_SELF_REPORT,2024-05-28
2026,02c4d793294dfbe6445fe782,VIDEO_SHARING,0,RO,1,3346,85.54,72.43,1,1,0,0,0,1,407,151438956.25,1,DSA_TRANSPARENCY_DB,2025-11-28
2021,856ef2f9f69b734e44934417,SOCIAL_NETWORK,0,AT,1,2381,82.24,46.47,1,1,0,0,0,0,387,279816275.86,0,NATIONAL_DSC_REPORTING,2024-03-07
2022,2a52cb17af466a1e0622c841,AD_TECH,0,CZ,0,2598,6.3,57.41,0,1,0,1,0,1,270,451139486.65,1,COMMISSION_ENFORCEMENT,2026-02-16
2023,b0cd4270f3cf85e337dbecd3,CLOUD_PLATFORM,0,DE,1,2870,41.12,51.8,1,1,0,0,0,1,255,485942353.62,1,REGULATOR_AUDIT_PORTAL,2024-12-29
2024,b3ca67a1650b1ce2fe7515dd,MESSAGING,0,LV,1,1362,32.15,36.37,1,1,0,0,0,1,543,198904381.34,1,PLATFORM_SELF_REPORT,2025-09-29
2025,bd8756c30e81604c371adc1f,APP_STORE,0,PL,1,3553,4.6,58.95,1,0,0,0,0,0,514,277100455.44,1,DSA_TRANSPARENCY_DB,2024-03-21
2026,e70a1158dc89061d1b450ba6,SEARCH_ENGINE,0,ES,1,1778,74.35,48.5,1,1,0,0,0,1,318,388505530.67,0,NATIONAL_DSC_REPORTING,2024-08-22
2021,bc847b4f92fcbc36f32a822d,ONLINE_MARKETPLACE,0,HR,1,1561,3.37,38.59,1,0,0,1,0,1,324,385459297.93,1,COMMISSION_ENFORCEMENT,2024-07-30
2022,83152035ba9cda8f257c7daa,VIDEO_SHARING,0,FI,1,2923,75.64,36.73,0,1,0,0,0,1,341,269618013.45,1,REGULATOR_AUDIT_PORTAL,2025-02-25
2023,69f9a3e85afb295c7c6f04c3,SOCIAL_NETWORK,1,IE,1,3103,47.33,49.8,1,1,0,0,1,0,341,133856670.1,0,PLATFORM_SELF_REPORT,2024-08-16
2024,8cac864a334eb3c0c4ff8e20,AD_TECH,1,MT,1,1228,15.8,43.29,1,1,1,1,0,0,347,528500891.26,0,DSA_TRANSPARENCY_DB,2024-02-01
2025,84aabc845ecff654f00b6fbe,CLOUD_PLATFORM,0,SK,1,2148,24.26,61.54,1,0,0,1,0,1,452,27063047.83,0,NATIONAL_DSC_REPORTING,2026-02-15
2026,4f45a1c14257fc9ad4715fbf,MESSAGING,1,BE,1,2342,60.28,67.06,0,1,0,0,0,0,458,52376300.72,0,COMMISSION_ENFORCEMENT,2025-08-25
2021,04749fce01d81958d46c5011,APP_STORE,1,DK,1,3618,40.83,90.95,0,1,0,0,0,0,591,21555353.57,1,REGULATOR_AUDIT_PORTAL,2024-05-03
2022,19477d122b8667770a0f5c93,SEARCH_ENGINE,0,GR,1,1731,86.15,39.78,1,1,0,0,0,1,297,514857415.55,1,PLATFORM_SELF_REPORT,2025-07-08
2023,27a944c4ed0c6c50f97e7385,ONLINE_MARKETPLACE,0,LT,1,3665,20.22,46.07,0,1,0,0,1,1,447,138049494.76,0,DSA_TRANSPARENCY_DB,2025-08-24
2024,866745977536d623e13fa7d7,VIDEO_SHARING,1,PT,0,1686,49.75,48.33,1,0,0,0,0,0,506,504452155.59,0,NATIONAL_DSC_REPORTING,2024-04-24
2025,e8d78aebb6e3c41a3417a296,SOCIAL_NETWORK,0,SE,1,2269,55.89,78.9,1,0,0,0,0,1,392,61979358.75,0,COMMISSION_ENFORCEMENT,2025-04-16
2026,0850e2cae303e5ed3457357d,AD_TECH,0,CY,0,2545,76.1,75.69,1,1,0,0,0,1,386,14896047.37,1,REGULATOR_AUDIT_PORTAL,2025-06-13
2021,bfc339f013f7df5ff2c7fbe9,CLOUD_PLATFORM,0,FR,1,1603,29.24,68.67,1,1,0,0,0,1,352,105966012.67,1,PLATFORM_SELF_REPORT,2025-11-07
2022,22dc598b539c812b05a67586,MESSAGING,0,IT,0,1593,64.28,78.6,0,1,0,0,0,1,463,44937184.84,0,DSA_TRANSPARENCY_DB,2026-02-15
2023,964866850a079211aa1c5fb7,APP_STORE,0,NL,1,2715,14.47,61.47,1,0,1,1,0,1,272,48385415.71,1,NATIONAL_DSC_REPORTING,2024-07-24
2024,5ac760158a5bfc24a9602bd9,SEARCH_ENGINE,0,SI,1,2962,47.64,78.7,0,1,0,1,0,1,399,69271339.72,1,COMMISSION_ENFORCEMENT,2024-09-27
2025,583e90b4d54f98c0e7531b89,ONLINE_MARKETPLACE,0,BG,1,3282,35.72,96.1,1,1,0,1,0,0,576,134664042.01,0,REGULATOR_AUDIT_PORTAL,2025-07-09
2026,8f93b65198606db70b8fd03e,VIDEO_SHARING,1,EE,1,2395,68.19,75.23,0,0,0,0,1,1,648,49612903.85,0,PLATFORM_SELF_REPORT,2025-04-22
2021,5fa512c49918390afaa204e7,SOCIAL_NETWORK,0,HU,1,3071,41.49,56.87,0,0,1,0,1,0,651,104972139.03,1,DSA_TRANSPARENCY_DB,2025-01-14
2022,3217a5474ba9ac1c71c541d1,AD_TECH,0,LU,1,3463,48.53,93.47,1,1,1,0,1,1,345,228124760.46,1,NATIONAL_DSC_REPORTING,2024-04-27
2023,7086baa6a6c75231f5464ae8,CLOUD_PLATFORM,0,RO,1,2927,75.48,65.36,1,1,0,0,0,1,656,36151459.54,1,COMMISSION_ENFORCEMENT,2024-07-24
2024,218ee9dfb667ef8a5b4e7d6f,MESSAGING,0,AT,1,2433,73.15,91.26,0,0,0,0,0,1,553,71742064.77,1,REGULATOR_AUDIT_PORTAL,2024-06-01
2025,b6c5ac3aaaea6db363ff319f,APP_STORE,0,CZ,0,3031,30.74,85.15,1,1,1,1,0,1,345,176746237.17,1,PLATFORM_SELF_REPORT,2025-04-14
2026,ac0b1fc40dfb7a6c643acb2c,SEARCH_ENGINE,1,DE,1,2980,89.46,66.52,1,1,0,0,0,1,483,61376962.68,0,DSA_TRANSPARENCY_DB,2025-07-27
2021,1e176b629ea75dedcb6134f9,ONLINE_MARKETPLACE,1,LV,1,1600,63.15,91.92,1,0,0,0,0,0,579,46356122.94,0,NATIONAL_DSC_REPORTING,2024-09-05
2022,1a03fae9fb287a8d315e63f6,VIDEO_SHARING,1,PL,1,1388,47.21,58.04,1,1,0,0,0,0,376,138153224.95,1,COMMISSION_ENFORCEMENT,2025-04-27
2023,ed31cf8979cc39f7a3700d20,SOCIAL_NETWORK,0,ES,1,2700,33.7,67.31,1,1,0,0,0,1,291,90677759.76,0,REGULATOR_AUDIT_PORTAL,2025-10-31
2024,136085f3be26b8a725025c22,AD_TECH,0,HR,1,3078,33.85,74.55,0,0,0,1,0,0,596,39459804.46,1,PLATFORM_SELF_REPORT,2025-05-01
2025,095192d4795cdfb752a25a1e,CLOUD_PLATFORM,0,FI,1,2964,82.03,98.21,1,1,0,0,1,1,617,30097438.0,0,DSA_TRANSPARENCY_DB,2025-10-09
2026,70b0e758f0f24f84186285d5,MESSAGING,0,IE,0,3381,58.99,63.75,1,0,0,0,0,1,302,140283439.55,0,NATIONAL_DSC_REPORTING,2024-07-01
2021,3664c0780f63653fbbd99167,APP_STORE,0,MT,1,2253,65.46,97.4,0,1,0,1,0,1,336,28065919.78,1,COMMISSION_ENFORCEMENT,2024-11-24
2022,beb4dc8a4253880f95a7e9ac,SEARCH_ENGINE,0,SK,1,3228,14.47,52.46,1,1,1,0,0,1,317,285010641.02,0,REGULATOR_AUDIT_PORTAL,2025-04-24
2023,2271455636352c3d55007ccc,ONLINE_MARKETPLACE,1,BE,1,1278,11.37,89.4,1,1,0,0,0,1,507,23448307.02,1,PLATFORM_SELF_REPORT,2026-01-28
2024,df619369c87ebbf839567a3b,VIDEO_SHARING,0,DK,0,2877,11.23,86.76,1,1,0,1,0,0,434,103058304.61,1,DSA_TRANSPARENCY_DB,2024-10-30
2025,dbef8c0b8ef8cf122e8fd420,SOCIAL_NETWORK,0,GR,1,1782,94.7,45.68,1,1,0,0,0,0,656,436643054.19,1,NATIONAL_DSC_REPORTING,2024-07-02
2026,c783130247e03b17d9e2d13b,AD_TECH,0,LT,1,2905,88.25,97.04,0,1,1,1,0,1,353,179967366.23,1,COMMISSION_ENFORCEMENT,2025-02-03
2021,bb92cd33696ea67710ea8166,CLOUD_PLATFORM,0,PT,1,2175,34.17,71.78,1,1,1,0,0,1,473,10534877.92,1,REGULATOR_AUDIT_PORTAL,2025-10-15
2022,20924a8f8c73e162cb2fe695,MESSAGING,0,SE,1,2831,43.06,95.81,1,1,0,0,0,0,577,1990129.51,1,PLATFORM_SELF_REPORT,2025-05-13
2023,18bbb93aa4a6f3d1a629cf56,APP_STORE,0,CY,1,3235,5.57,64.24,1,0,0,0,0,0,302,39874802.37,1,DSA_TRANSPARENCY_DB,2025-07-07
2024,ed56d4595518183e3dc59a12,SEARCH_ENGINE,0,FR,0,1496,76.02,70.04,1,1,0,0,0,1,385,66047270.03,1,NATIONAL_DSC_REPORTING,2024-05-28
2025,7187d59c822f02513853c1b4,ONLINE_MARKETPLACE,1,IT,1,3560,58.02,72.59,1,0,0,1,0,1,512,126712203.37,0,COMMISSION_ENFORCEMENT,2026-01-06
2026,65cf696b65c456795a8179cc,VIDEO_SHARING,1,NL,1,2816,7.81,53.55,1,0,0,0,0,1,417,489339218.34,0,REGULATOR_AUDIT_PORTAL,2024-08-03
2021,f36ba0e8d74a42669ff9b0d4,SOCIAL_NETWORK,1,SI,1,3193,55.79,75.07,0,0,1,0,0,0,648,445776139.5,0,PLATFORM_SELF_REPORT,2024-05-15
2022,a764299eca622e868702b03d,AD_TECH,0,BG,1,1742,67.21,94.4,1,0,0,0,0,1,673,148664075.98,0,DSA_TRANSPARENCY_DB,2024-11-25
2023,0e114ef9c9c60d2412bb6382,CLOUD_PLATFORM,1,EE,1,3798,24.66,72.36,1,1,1,0,0,1,343,432755963.19,1,NATIONAL_DSC_REPORTING,2025-11-14
2024,17b44bb6074d35e1104592c3,MESSAGING,0,HU,1,3058,7.19,94.52,0,1,0,0,0,1,477,110467940.16,1,COMMISSION_ENFORCEMENT,2024-04-30
2025,c52a15e897f5d1555b6de6d7,APP_STORE,0,LU,1,2538,54.42,39.69,1,1,0,1,0,1,593,42198444.72,1,REGULATOR_AUDIT_PORTAL,2024-04-11
2026,6f7fc24898e98c92e1e3c3f1,SEARCH_ENGINE,1,RO,0,1984,60.75,44.13,1,1,0,1,0,1,616,334032744.65,1,PLATFORM_SELF_REPORT,2024-12-20
2021,4646de5cf3f5e928e67e77a1,ONLINE_MARKETPLACE,1,AT,0,1622,92.69,38.43,0,1,0,1,0,1,375,288072392.84,1,DSA_TRANSPARENCY_DB,2024-01-22
2022,6ac3e60292dc194dbf489c87,VIDEO_SHARING,1,CZ,1,1497,14.35,92.88,0,1,0,0,0,1,451,6081487.01,1,NATIONAL_DSC_REPORTING,2025-06-29
2023,9b9ed497583ff456b22553dd,SOCIAL_NETWORK,1,DE,1,2937,74.33,80.46,1,1,1,0,0,1,484,253104545.67,1,COMMISSION_ENFORCEMENT,2025-04-13
2024,ecac55cbf2265ddb47406855,AD_TECH,0,LV,1,2211,11.97,62.1,1,0,1,0,0,1,435,320016699.06,1,REGULATOR_AUDIT_PORTAL,2024-11-08
2025,02fc73326cffe6c75889e479,CLOUD_PLATFORM,0,PL,1,2606,74.41,83.44,1,1,1,0,0,0,495,491032613.88,1,PLATFORM_SELF_REPORT,2025-12-24
2026,15fb21545d395c14382f611e,MESSAGING,0,ES,1,1695,9.16,84.39,1,1,0,0,0,0,506,99151629.58,0,DSA_TRANSPARENCY_DB,2024-06-01
2021,19e9a98c150bbbdc24873fb9,APP_STORE,0,HR,0,2811,35.6,45.5,0,1,1,0,0,0,526,462311771.22,1,NATIONAL_DSC_REPORTING,2025-01-10
2022,93901c0a6c8a2aa84f123c9c,SEARCH_ENGINE,1,FI,1,3379,18.83,74.8,0,1,0,1,0,1,543,35189579.41,1,COMMISSION_ENFORCEMENT,2025-05-07
2023,e6262db2f1c44753d29531e6,ONLINE_MARKETPLACE,0,IE,1,2629,1.2,64.9,1,1,1,0,0,1,334,89531069.59,1,REGULATOR_AUDIT_PORTAL,2024-07-22
2024,a303d6666f2d5ddf5cfb68a5,VIDEO_SHARING,0,MT,1,2821,3.99,62.11,1,1,0,0,0,1,394,97233410.12,1,PLATFORM_SELF_REPORT,2024-12-17
2025,e856aa7d2576e4383f341e44,SOCIAL_NETWORK,1,SK,1,2537,13.88,86.49,1,1,0,0,0,1,409,156000423.62,0,DSA_TRANSPARENCY_DB,2025-09-26
2026,b838edabfe08ff05c5a25f5d,AD_TECH,0,BE,1,3562,60.11,79.21,1,0,0,0,1,1,392,128892764.2,1,NATIONAL_DSC_REPORTING,2024-01-13
2021,adc6bdf89d5462e94c770d5d,CLOUD_PLATFORM,0,DK,1,3613,26.7,68.1,1,1,0,0,0,1,581,109972941.57,1,COMMISSION_ENFORCEMENT,2025-12-27
2022,fc16205e704df628dba680e7,MESSAGING,0,GR,0,1918,41.88,65.22,1,1,1,0,0,1,615,401037127.55,1,REGULATOR_AUDIT_PORTAL,2025-04-08
