health_mental_survey_year,health_mental_behavioral_health_region,health_mental_serious_mental_illness_rate,health_mental_major_depressive_episode_rate,health_mental_anxiety_disorder_rate,health_mental_suicidal_ideation_rate,health_mental_suicide_mortality_rate,health_mental_opioid_overdose_rate,health_mental_alcohol_use_disorder_rate,health_mental_stimulant_use_disorder_rate,health_mental_treatment_gap_pct,health_mental_provider_shortage_area_flag,health_mental_telehealth_visit_share_pct,health_mental_crisis_line_call_volume,health_mental_involuntary_hold_rate,health_mental_naloxone_distribution_rate,health_mental_medication_assisted_treatment_rate,health_mental_recovery_support_participation,health_mental_homelessness_comorbidity_rate,health_mental_justice_involved_rate
2018,BHR000169,5.74,8.81,6.93,7.7,28.84,50.24,10.59,7.99,61.82,1,57.83,174417,8.0,40.98,76.38,LOW,3.52,14.37
2020,BHR000170,5.5,15.48,20.44,1.43,14.75,23.49,11.27,7.11,11.8,0,22.05,95576,13.59,33.93,62.81,MODERATE,28.79,2.23
2014,BHR000171,9.28,6.23,20.11,1.05,10.33,45.85,11.59,4.23,10.63,1,36.44,191708,13.54,97.44,32.19,UNKNOWN,22.01,2.97
2021,BHR000172,6.38,7.63,13.75,1.94,9.22,12.73,9.03,1.91,29.0,1,61.84,78086,12.19,89.06,75.77,UNKNOWN,21.71,9.29
2018,BHR000173,3.4,10.09,19.2,7.6,18.82,41.51,7.77,5.9,44.62,0,24.2,233252,10.32,85.4,38.62,MODERATE,4.09,13.71
2021,BHR000174,5.61,12.7,16.59,6.76,18.42,60.16,5.56,1.21,57.73,1,51.59,26286,11.21,7.29,20.05,MODERATE,3.8,13.37
2024,BHR000175,8.54,13.86,14.14,1.62,11.74,15.6,9.96,1.72,16.46,0,9.13,2135,6.14,229.43,45.0,MODERATE,21.31,9.78
2022,BHR000176,3.62,17.03,11.32,3.44,31.58,24.95,8.86,5.15,60.36,0,56.68,86080,13.6,90.52,0.78,LOW,34.31,15.69
2015,BHR000177,5.97,6.82,17.55,1.36,14.52,2.43,2.07,3.55,44.1,0,1.87,121489,3.8,46.83,22.26,LOW,25.9,8.53
2020,BHR000178,2.08,10.42,21.7,1.89,12.16,24.16,5.75,1.46,47.34,0,10.85,128418,1.32,149.26,44.95,MODERATE,24.97,14.8
2021,BHR000179,3.29,8.35,20.19,6.33,19.26,31.16,5.71,1.26,25.4,0,23.45,102713,10.67,151.2,83.76,MODERATE,28.28,28.51
2020,BHR000180,8.37,14.03,6.34,4.76,20.9,59.19,7.68,2.04,19.81,0,15.76,226613,11.03,173.0,54.85,MODERATE,2.22,0.95
2021,BHR000181,5.37,9.22,17.03,7.31,29.12,73.21,5.89,4.36,51.23,1,34.97,9427,11.78,41.96,77.7,HIGH,15.46,1.89
2012,BHR000182,7.53,13.99,8.43,7.34,18.3,68.66,7.61,1.52,31.81,1,4.79,213559,6.56,167.74,67.74,MODERATE,10.59,25.02
2018,BHR000183,2.14,6.15,7.41,4.49,20.13,9.86,3.25,5.43,64.64,1,22.64,165674,2.86,211.93,72.27,LOW,27.49,12.55
2024,BHR000184,7.11,15.84,6.03,3.03,16.42,30.02,10.89,6.14,54.45,0,24.9,52558,14.9,84.24,40.81,HIGH,11.38,13.7
2019,BHR000185,8.12,12.08,10.95,4.92,25.88,20.97,3.58,7.56,58.98,0,7.7,55494,16.37,138.56,18.26,UNKNOWN,13.64,0.9
2013,BHR000186,4.3,12.37,17.43,7.04,31.56,43.52,5.52,5.38,43.3,0,9.21,127684,11.48,181.28,6.19,MODERATE,31.08,27.39
2019,BHR000187,7.33,6.26,8.18,2.57,7.16,52.31,8.1,7.67,33.27,0,47.46,172037,16.13,2.81,68.28,MODERATE,23.01,25.2
2019,BHR000188,5.81,16.86,9.91,3.08,8.83,62.78,9.02,5.29,33.07,0,31.74,95859,16.16,158.28,26.53,LOW,16.91,24.61
2024,BHR000189,7.96,17.06,17.22,1.97,28.07,38.51,11.05,5.03,48.38,1,31.8,109198,2.29,111.62,16.96,HIGH,23.8,3.37
2020,BHR000190,5.95,16.14,16.94,2.98,25.2,30.77,5.56,4.08,53.48,1,42.93,142690,5.47,177.09,40.49,LOW,31.8,10.76
2011,BHR000191,2.39,7.78,8.21,7.83,22.12,14.85,4.83,5.82,54.5,1,42.55,249855,4.6,203.75,38.3,HIGH,30.38,28.0
2013,BHR000192,8.06,11.86,14.77,3.67,8.38,66.64,3.14,7.64,10.29,0,3.68,64593,2.72,108.52,69.4,MODERATE,16.82,2.71
2015,BHR000193,9.26,10.0,14.01,2.57,20.8,56.08,7.49,5.15,44.46,1,45.93,232963,9.04,240.97,69.38,MODERATE,25.19,0.94
2019,BHR000194,9.45,5.07,18.5,6.01,10.02,50.5,9.57,6.66,20.03,1,23.31,124170,15.87,150.89,82.14,UNKNOWN,9.66,10.0
2024,BHR000195,8.71,11.63,21.76,1.7,27.17,10.47,3.55,5.12,33.34,1,52.85,101953,17.15,31.53,11.77,MODERATE,28.81,20.41
2019,BHR000196,5.89,5.94,19.73,1.46,7.45,53.59,6.38,5.92,36.84,1,22.16,228422,5.74,31.36,60.07,HIGH,32.7,1.46
2025,BHR000197,5.1,11.65,15.0,3.42,29.36,66.03,7.95,1.26,21.07,0,52.7,51503,2.79,65.14,63.64,HIGH,16.92,16.59
2017,BHR000198,6.79,12.78,11.13,7.04,20.4,9.43,6.1,2.37,60.6,0,1.02,223864,7.77,36.4,31.45,LOW,20.13,8.65
2018,BHR000199,7.54,10.2,6.73,4.01,19.38,25.54,8.71,4.98,25.72,1,55.33,63768,6.65,89.38,58.22,MODERATE,7.44,7.95
2017,BHR000200,5.84,8.07,13.89,6.24,25.7,28.17,6.61,6.83,25.59,0,37.5,37704,13.32,192.77,40.92,UNKNOWN,10.0,25.41
2014,BHR000201,2.18,10.5,18.43,6.79,31.14,15.84,11.18,8.4,55.03,0,54.58,217330,17.53,215.98,52.85,MODERATE,6.61,8.08
2023,BHR000202,4.79,7.05,17.23,4.9,10.37,28.28,4.76,2.26,44.35,1,6.12,232928,11.27,7.99,68.02,MODERATE,19.57,5.38
2015,BHR000203,7.79,8.54,19.26,6.72,22.16,5.52,3.92,1.31,23.97,0,27.83,240970,10.5,35.24,84.23,LOW,3.88,15.9
2012,BHR000204,2.33,7.23,9.32,1.57,31.59,26.87,10.63,2.78,57.83,1,7.75,65661,17.62,55.56,57.06,MODERATE,18.86,23.16
2023,BHR000205,9.01,7.0,15.98,3.72,29.26,41.08,8.09,7.99,60.76,0,42.65,232292,16.16,67.99,54.23,MODERATE,4.85,12.19
2019,BHR000206,2.05,15.42,21.91,6.48,12.23,45.63,6.35,2.72,10.36,0,62.15,238747,5.91,216.59,73.11,MODERATE,18.6,12.9
2022,BHR000207,7.84,14.79,19.43,2.85,12.18,47.44,3.81,2.14,51.07,1,24.49,101181,6.37,244.15,33.08,HIGH,6.19,11.25
2016,BHR000208,4.91,14.59,6.38,5.9,26.9,32.97,7.2,4.2,40.49,0,13.01,73258,2.26,166.01,37.49,HIGH,32.58,28.74
2011,BHR000209,4.61,15.02,18.72,1.8,14.37,56.78,7.93,6.7,50.52,1,53.84,33376,13.23,65.7,12.18,MODERATE,10.46,16.79
2025,BHR000210,6.8,13.39,10.47,1.32,16.89,64.47,8.43,8.53,20.97,0,52.27,226090,8.71,70.78,74.2,MODERATE,22.69,9.51
2023,BHR000211,3.68,16.86,12.42,6.35,8.36,7.91,5.14,1.92,20.96,0,11.26,163804,15.99,195.3,73.58,LOW,10.03,8.22
2011,BHR000212,4.41,12.1,11.78,3.18,24.43,3.85,8.23,8.99,60.42,1,22.06,5378,14.6,168.37,7.35,HIGH,31.77,22.97
2011,BHR000213,6.51,8.28,13.08,2.26,31.84,20.48,9.79,6.17,32.14,1,61.85,211775,10.32,142.27,57.22,MODERATE,17.02,25.16
2021,BHR000214,5.37,11.07,15.1,3.9,28.91,7.44,5.99,8.15,21.9,0,30.92,182367,5.01,111.46,10.96,UNKNOWN,25.29,22.2
2018,BHR000215,2.08,16.54,6.46,5.83,12.58,73.0,11.65,4.23,42.9,1,27.27,61990,6.62,157.57,52.76,MODERATE,29.28,16.02
2012,BHR000216,7.66,16.02,8.22,6.05,26.83,18.89,2.24,0.66,45.32,1,7.21,150868,13.7,28.08,6.47,LOW,16.59,26.82
2015,BHR000217,6.47,8.68,17.69,6.21,8.28,17.31,2.75,1.08,52.04,0,15.61,158995,8.6,102.43,23.45,HIGH,23.17,1.07
2018,BHR000218,4.49,6.81,14.75,7.9,24.35,21.71,2.01,0.74,57.49,0,1.67,240988,4.37,70.37,68.85,MODERATE,21.06,7.36
2022,BHR000219,8.93,14.79,10.03,7.12,9.02,59.69,6.28,1.94,31.68,0,6.39,208577,17.74,103.53,52.83,LOW,29.75,13.49
2017,BHR000220,8.51,6.87,18.78,3.28,16.88,58.41,6.92,2.15,17.36,1,40.73,216367,5.96,215.77,20.09,MODERATE,2.24,13.95
2023,BHR000221,6.89,11.42,18.89,3.53,9.77,4.26,3.54,1.56,57.22,1,19.59,225667,15.07,76.62,58.67,UNKNOWN,6.91,24.82
2018,BHR000222,3.59,7.08,9.65,5.98,29.63,65.68,6.27,5.35,24.55,0,42.73,140990,14.28,59.24,72.69,HIGH,23.68,17.82
2016,BHR000223,6.58,8.62,15.39,2.3,25.14,53.97,11.62,1.84,20.15,0,27.3,30686,16.04,201.72,10.71,LOW,15.33,6.96
2011,BHR000224,6.25,10.78,15.1,3.5,26.38,71.26,3.57,2.89,21.34,0,36.83,158578,6.05,174.14,42.21,LOW,21.59,20.41
2013,BHR000225,2.27,5.46,10.0,5.73,27.18,62.68,9.21,7.7,32.13,0,39.78,98655,16.08,218.92,32.89,MODERATE,13.27,5.18
2016,BHR000226,5.52,8.95,8.25,2.14,9.82,67.26,10.84,6.25,15.38,0,60.13,73624,11.43,205.45,58.89,MODERATE,5.46,9.72
2018,BHR000227,9.29,11.94,16.14,5.98,13.16,39.12,4.85,6.34,59.71,1,9.97,219886,8.03,131.69,72.92,MODERATE,28.8,20.19
2012,BHR000228,4.54,8.46,8.31,6.98,7.35,16.44,11.6,2.6,10.72,0,21.5,38532,2.49,105.37,68.26,MODERATE,26.07,18.86
2025,BHR000229,2.55,12.81,8.14,2.6,30.4,13.39,3.42,8.96,43.9,0,22.21,34919,5.09,123.18,34.56,MODERATE,19.91,15.74
2015,BHR000230,2.95,15.18,19.45,4.0,20.3,2.18,9.53,8.21,10.33,0,28.02,135344,13.59,130.15,39.71,MODERATE,9.62,5.86
2021,BHR000231,5.57,11.81,15.04,3.64,30.72,8.64,6.38,8.23,34.21,1,50.49,29233,8.32,133.4,81.81,MODERATE,1.67,26.89
2021,BHR000232,6.03,8.5,13.27,3.92,17.83,8.96,7.84,3.47,50.9,0,40.62,94016,0.75,199.12,26.98,MODERATE,2.25,2.27
2022,BHR000233,3.76,8.28,13.05,6.1,10.03,48.49,9.92,4.54,23.38,1,44.86,109664,8.14,97.85,51.38,MODERATE,8.71,8.32
2017,BHR000234,5.79,14.76,18.11,1.59,25.11,37.74,10.52,7.19,25.58,1,59.65,210013,10.1,168.92,76.63,MODERATE,4.58,23.17
2012,BHR000235,3.64,5.98,16.17,7.89,26.32,51.52,5.04,3.25,22.59,0,43.44,212725,13.19,170.57,65.0,MODERATE,12.51,12.02
2019,BHR000236,3.39,11.64,18.66,6.52,6.91,32.06,5.02,8.09,64.46,0,34.82,152893,9.17,11.19,19.72,MODERATE,18.11,6.95
2016,BHR000237,7.89,11.02,8.58,3.29,16.91,49.19,3.6,8.84,17.81,0,58.84,63739,9.45,114.12,83.03,UNKNOWN,19.81,2.77
2012,BHR000238,3.13,5.16,13.76,7.38,20.27,9.83,7.06,8.76,45.03,0,34.6,162141,8.76,24.32,17.73,UNKNOWN,5.3,19.97
2013,BHR000239,8.62,15.55,18.55,5.04,22.05,13.06,8.9,4.18,34.51,1,22.29,219627,16.06,183.31,16.87,HIGH,23.23,14.66
2018,BHR000240,7.42,10.16,6.02,4.38,14.64,54.24,6.53,7.63,57.35,0,56.63,230925,10.09,171.79,69.79,MODERATE,7.4,0.97
2022,BHR000241,2.37,12.88,8.56,7.62,16.94,23.59,4.33,2.5,53.1,1,62.45,247778,17.95,42.23,4.74,HIGH,25.91,3.83
2011,BHR000242,6.36,14.11,16.68,2.18,16.22,15.69,5.3,5.82,64.34,1,9.55,129165,16.23,65.8,49.95,HIGH,9.78,3.32
2012,BHR000243,2.45,11.53,10.19,3.54,6.36,74.27,5.87,8.56,18.0,0,59.57,147644,15.67,68.51,24.8,HIGH,30.72,7.38
2020,BHR000244,2.27,14.03,13.45,5.09,21.37,13.94,3.6,7.07,58.03,1,59.97,129684,12.78,112.99,48.06,UNKNOWN,11.33,3.63
2022,BHR000245,7.71,17.93,18.5,7.58,23.2,5.73,3.56,7.49,19.83,0,54.24,3192,11.51,227.33,83.01,LOW,17.14,2.49
2023,BHR000246,8.64,11.58,13.21,5.5,10.85,44.07,2.83,2.16,35.24,1,13.39,30175,4.52,150.27,11.34,HIGH,1.05,3.78
2013,BHR000247,2.48,10.95,11.89,1.24,19.08,21.06,7.08,8.12,36.51,0,44.66,130510,12.7,201.3,26.76,MODERATE,27.73,25.11
2015,BHR000248,8.84,12.7,15.73,7.72,31.88,74.32,2.1,6.84,15.82,0,36.28,67500,12.61,193.85,56.48,HIGH,3.93,12.19
2013,BHR000249,4.1,5.62,11.27,6.63,17.08,27.18,9.73,2.12,57.46,0,33.6,240189,5.81,112.47,49.45,HIGH,23.31,8.53
2022,BHR000250,4.96,8.51,13.85,6.66,9.54,13.44,9.78,2.4,58.45,0,42.13,39350,10.23,1.36,35.22,LOW,1.05,21.69
2022,BHR000251,4.77,15.45,21.32,3.05,26.27,73.26,9.82,3.05,64.79,0,11.86,233255,16.73,81.97,27.15,LOW,27.04,21.65
2014,BHR000252,7.97,5.06,9.74,7.14,19.18,34.2,8.13,2.71,48.11,1,41.32,74573,0.74,122.52,53.44,LOW,3.98,29.8
2020,BHR000253,5.95,15.93,8.24,5.65,10.04,60.3,11.63,7.47,10.59,0,49.37,38692,6.48,245.17,34.21,LOW,13.39,2.63
2025,BHR000254,2.89,16.64,7.4,1.14,24.92,65.99,2.08,1.81,19.44,1,37.81,216858,15.17,11.77,25.48,MODERATE,11.69,15.91
2021,BHR000255,8.8,16.09,6.85,7.21,21.64,71.71,6.94,6.14,23.38,1,53.09,151319,8.11,78.15,71.79,HIGH,9.1,21.06
2017,BHR000256,6.63,7.42,13.05,1.13,18.91,24.18,10.19,1.36,20.09,0,27.05,120572,2.46,99.49,22.2,UNKNOWN,24.88,6.53
2014,BHR000257,3.66,5.81,16.25,1.78,9.4,12.54,6.91,8.1,22.21,1,55.87,4018,2.09,44.51,14.37,LOW,31.95,4.64
2012,BHR000258,8.4,14.9,21.34,3.44,27.49,36.24,7.94,3.8,64.53,1,28.93,76934,13.49,238.76,11.25,MODERATE,9.42,0.53
2015,BHR000259,2.31,17.35,19.51,1.68,18.96,36.03,2.93,1.48,64.66,1,15.43,32277,17.52,48.5,34.75,MODERATE,12.16,10.13
2013,BHR000260,4.82,13.27,6.01,4.31,31.23,32.57,7.68,4.42,54.28,1,46.03,54382,6.28,123.76,22.13,HIGH,8.18,9.13
2021,BHR000261,3.27,14.13,10.85,3.18,10.96,39.61,11.22,1.35,30.45,0,12.96,164067,16.49,189.15,9.12,LOW,10.94,7.39
2015,BHR000262,6.11,12.88,8.68,4.97,29.67,4.81,2.47,0.91,62.78,1,44.38,42841,10.57,105.72,69.01,HIGH,7.09,9.39
2019,BHR000263,2.0,15.64,17.69,2.01,28.92,60.67,5.09,5.69,48.52,1,40.22,188134,6.71,1.4,32.17,MODERATE,22.14,21.68
2012,BHR000264,6.58,13.43,14.09,1.4,31.53,72.16,10.99,4.16,38.52,1,49.4,58148,0.77,122.5,60.45,MODERATE,9.48,22.42
2017,BHR000265,3.38,17.67,19.03,4.95,16.71,38.76,9.53,8.01,62.59,1,38.08,92731,7.16,233.74,5.02,MODERATE,29.24,23.44
2014,BHR000266,4.54,12.69,17.72,3.72,26.81,17.39,9.08,2.02,48.05,0,46.96,60439,16.91,114.12,20.13,MODERATE,5.43,24.46
2023,BHR000267,2.2,15.87,19.71,1.51,21.62,24.47,11.71,5.74,42.77,1,14.67,68295,0.94,30.03,28.43,HIGH,25.07,12.15
2017,BHR000268,8.31,6.02,14.76,6.37,18.06,64.61,9.33,2.8,40.69,0,38.96,74372,14.64,203.87,5.05,LOW,14.24,4.9
2016,BHR000269,5.44,16.6,12.36,2.39,8.61,73.92,10.15,6.62,24.49,0,8.29,62865,13.78,22.42,5.92,MODERATE,13.1,9.96
2020,BHR000270,7.64,9.36,8.52,4.27,11.2,27.29,10.22,2.86,14.94,1,17.42,33218,6.53,186.44,59.62,HIGH,30.21,24.77
2015,BHR000271,8.28,13.49,8.83,1.72,16.67,33.48,7.44,6.67,50.16,1,23.29,130285,7.9,98.42,4.77,MODERATE,3.49,1.71
2024,BHR000272,7.13,10.54,16.09,7.5,25.48,48.14,8.6,5.93,49.17,0,36.37,42759,6.64,104.69,67.3,HIGH,28.44,17.19
2018,BHR000273,5.18,14.26,19.32,3.95,14.7,42.16,4.58,2.57,60.26,0,57.58,35500,3.15,88.6,28.76,LOW,11.3,28.66
2011,BHR000274,5.17,15.06,10.71,2.51,11.88,21.18,8.74,6.63,23.66,0,33.53,196366,1.67,52.66,13.17,MODERATE,3.11,13.31
2024,BHR000275,8.15,7.46,10.4,5.3,21.08,47.44,2.95,5.98,27.91,0,5.84,192407,13.33,80.18,42.07,MODERATE,6.03,12.86
2024,BHR000276,6.22,13.63,16.63,7.89,9.93,62.5,2.89,0.97,52.82,1,63.86,125626,6.5,220.95,32.52,MODERATE,15.22,16.92
2020,BHR000277,9.31,5.0,21.48,6.83,30.14,68.98,3.12,3.14,28.54,1,5.49,67605,5.84,105.58,66.4,HIGH,0.93,10.6
2016,BHR000278,7.5,8.8,17.05,6.35,14.76,67.06,11.61,2.07,41.92,1,1.76,40678,8.29,62.26,10.9,HIGH,16.36,10.87
2024,BHR000279,5.51,11.36,12.77,4.51,19.95,34.85,5.89,1.94,59.75,1,34.85,103667,6.59,27.31,14.33,LOW,14.96,20.08
2022,BHR000280,8.78,12.77,7.02,5.32,30.74,73.52,9.37,7.13,31.37,0,35.44,239732,15.55,189.19,21.04,LOW,3.37,10.64
2013,BHR000281,4.9,16.86,9.91,3.6,11.07,37.04,2.73,0.93,10.69,1,46.68,41224,10.9,75.22,40.74,LOW,13.89,15.84
2024,BHR000282,5.37,5.69,7.0,4.79,8.76,16.79,8.07,6.11,22.09,0,22.39,199033,16.16,212.97,63.33,LOW,20.43,2.53
2011,BHR000283,9.27,13.98,7.11,7.91,25.16,57.96,2.42,6.56,49.35,0,37.12,209449,17.96,135.14,81.57,MODERATE,19.0,14.0
2011,BHR000284,2.19,13.4,11.6,2.07,7.41,30.8,9.65,1.04,53.59,0,54.0,159254,4.87,124.26,16.67,LOW,22.08,15.33
2021,BHR000285,5.49,8.98,20.46,3.38,8.74,34.18,5.21,1.27,34.53,1,0.08,110508,4.53,20.23,38.62,MODERATE,30.31,7.76
2017,BHR000286,2.94,11.6,21.79,5.45,22.16,52.46,3.02,0.79,24.96,1,35.39,3869,6.78,177.6,80.29,MODERATE,5.59,28.17
2015,BHR000287,6.94,17.75,11.46,2.03,30.66,42.68,9.13,1.57,20.15,0,34.15,139530,14.78,79.98,66.88,MODERATE,27.95,16.77
2012,BHR000288,5.96,13.96,21.74,4.73,26.89,53.38,8.18,4.02,37.79,0,52.92,200838,8.04,182.21,78.36,UNKNOWN,12.19,13.76
2021,BHR000289,5.87,12.91,21.41,2.15,15.54,32.24,7.81,4.05,23.6,0,28.33,53993,5.75,177.56,17.92,HIGH,9.76,29.38
2022,BHR000290,8.24,6.33,21.86,5.06,11.05,27.11,9.16,7.85,45.13,1,39.61,120307,4.63,176.2,53.68,HIGH,18.72,2.24
2023,BHR000291,5.09,13.43,12.25,1.75,26.3,9.7,10.77,7.36,23.15,0,37.34,79953,6.55,35.37,74.37,HIGH,31.8,27.56
2012,BHR000292,7.1,5.45,15.45,7.24,8.45,67.06,6.43,4.09,39.37,0,58.62,45690,13.68,234.86,52.47,MODERATE,2.12,4.09
2017,BHR000293,7.97,7.24,6.08,2.43,18.28,42.39,6.86,4.22,42.09,0,5.13,155841,10.13,72.68,46.36,MODERATE,31.19,14.61
2015,BHR000294,7.53,17.59,11.32,6.09,24.54,9.17,3.91,5.71,29.51,0,32.31,182724,5.26,34.11,56.14,LOW,30.82,15.88
2025,BHR000295,5.81,9.11,14.0,3.47,10.47,65.34,7.0,7.48,38.51,1,31.0,101115,16.5,231.54,48.03,LOW,20.37,8.7
2018,BHR000296,7.12,17.31,21.89,5.08,28.53,30.23,8.48,7.13,31.71,0,12.42,27651,13.28,116.09,84.24,MODERATE,23.47,29.7
2011,BHR000297,8.79,12.3,19.44,3.88,12.58,32.49,4.34,3.93,32.2,0,2.6,21517,17.68,111.88,19.16,LOW,8.35,4.47
2017,BHR000298,8.63,14.93,12.32,2.06,17.19,54.45,11.14,8.29,21.76,0,22.08,91225,14.3,128.08,83.38,UNKNOWN,23.33,25.04
2019,BHR000299,3.31,15.88,16.86,4.93,9.25,40.2,5.37,7.32,35.02,1,43.42,104212,6.71,3.07,76.34,LOW,19.52,3.62
2019,BHR000300,9.39,15.05,9.66,3.8,10.24,14.26,3.69,2.58,37.22,0,35.52,209658,1.6,117.46,75.23,MODERATE,13.97,29.52
2013,BHR000301,6.27,12.87,8.64,3.23,19.75,22.05,3.29,5.47,43.57,0,36.19,247617,4.32,121.23,78.27,MODERATE,28.37,19.15
2020,BHR000302,3.87,14.12,15.46,2.98,12.65,12.4,5.44,1.41,49.97,1,60.69,162927,12.08,135.2,44.01,LOW,3.96,1.58
2023,BHR000303,5.89,5.76,15.27,4.0,20.42,31.31,11.78,2.85,42.27,0,51.5,51396,11.79,84.42,55.87,MODERATE,19.13,11.54
2025,BHR000304,2.84,9.27,13.37,7.78,8.02,55.06,3.64,3.47,58.38,1,50.78,192132,7.82,117.69,49.94,HIGH,25.43,14.89
2019,BHR000305,7.34,9.25,8.62,5.16,19.72,59.75,10.19,2.83,59.95,1,29.75,109018,16.81,55.7,12.28,HIGH,3.34,8.67
2019,BHR000306,7.75,5.37,14.22,1.76,29.09,8.53,3.07,3.35,21.54,1,31.32,190988,6.6,204.08,74.28,UNKNOWN,3.54,20.56
2013,BHR000307,9.4,8.34,12.07,7.56,27.03,27.7,8.52,2.53,21.99,0,57.89,199,11.34,166.5,29.4,HIGH,5.86,20.89
2021,BHR000308,8.51,5.5,21.59,4.04,25.87,5.46,7.05,6.88,51.04,0,2.33,125909,11.94,56.74,56.89,HIGH,25.82,11.75
2024,BHR000309,3.09,9.56,21.73,3.15,15.05,36.76,10.2,7.5,61.82,1,49.97,73173,12.1,233.21,70.88,HIGH,0.78,8.55
2018,BHR000310,4.43,8.76,9.06,5.63,16.15,11.85,10.69,8.88,20.83,1,14.79,220668,15.21,45.18,61.99,HIGH,25.59,24.71
2024,BHR000311,4.34,7.17,11.53,3.96,26.61,12.45,10.31,1.55,16.16,0,29.49,59583,1.0,54.24,58.88,HIGH,18.9,29.8
2015,BHR000312,3.08,6.56,13.1,2.98,24.82,58.99,8.68,1.38,16.0,0,28.17,186241,5.6,214.49,77.53,UNKNOWN,21.53,5.63
2024,BHR000313,2.79,9.8,7.11,4.69,28.29,67.09,9.39,2.44,45.58,0,0.9,198990,13.13,23.94,75.94,HIGH,19.55,9.49
2016,BHR000314,7.2,16.79,17.86,5.86,18.88,39.42,10.72,8.12,37.83,0,52.09,66607,13.01,226.64,25.1,LOW,25.73,21.89
2022,BHR000315,3.82,8.15,17.4,1.92,10.65,22.71,7.1,5.64,39.92,0,26.95,214765,12.24,197.76,47.7,HIGH,26.93,10.6
2013,BHR000316,6.78,10.09,8.67,3.81,19.1,60.16,10.27,4.99,10.23,0,60.82,143504,9.67,33.9,12.87,MODERATE,9.93,18.34
2024,BHR000317,8.07,8.77,14.14,5.74,14.76,33.76,3.07,1.3,22.08,1,60.42,83767,12.77,112.81,48.47,MODERATE,16.38,25.44
2015,BHR000318,8.83,8.1,15.32,6.96,27.28,55.59,7.29,0.67,34.32,0,61.18,169702,11.71,181.56,66.24,HIGH,9.02,27.55
2017,BHR000319,2.62,15.15,7.32,1.73,21.49,22.58,3.45,7.84,19.49,1,11.7,238968,7.67,53.36,41.37,MODERATE,16.98,11.34
2013,BHR000320,9.09,11.8,18.81,5.35,7.03,68.12,9.07,2.72,57.22,1,27.02,109908,12.61,90.24,8.97,MODERATE,27.57,12.77
2015,BHR000321,7.26,8.97,9.54,2.77,29.65,21.15,10.12,4.31,42.32,1,21.46,72089,15.25,223.54,1.88,MODERATE,6.39,16.6
2016,BHR000322,7.66,17.62,13.89,2.29,27.98,2.48,3.78,1.44,49.83,0,8.59,124075,5.08,209.15,20.64,MODERATE,6.28,20.64
2012,BHR000323,7.11,5.9,10.54,3.04,24.46,22.1,8.39,2.85,18.83,1,12.35,242036,3.86,131.82,39.42,MODERATE,33.9,22.15
2015,BHR000324,4.92,15.84,14.39,7.65,31.9,14.96,10.61,8.13,23.94,0,59.96,111975,17.44,136.02,68.23,LOW,22.07,5.26
2015,BHR000325,4.77,16.23,14.43,6.05,29.46,2.45,2.5,7.92,58.57,0,37.21,133114,9.83,166.07,23.44,HIGH,12.26,26.55
2017,BHR000326,2.38,17.81,19.43,3.49,27.48,55.88,8.26,2.23,40.57,0,14.32,115664,14.21,96.62,65.15,UNKNOWN,12.76,12.57
2021,BHR000327,2.07,16.57,16.48,4.06,8.7,53.28,5.75,1.14,34.89,1,33.22,172429,9.6,230.31,22.59,HIGH,8.86,19.02
2015,BHR000328,7.29,11.19,14.47,7.84,8.2,43.62,2.84,2.22,11.12,1,10.73,144863,1.32,135.05,1.35,MODERATE,23.67,3.91
2020,BHR000329,9.49,17.44,18.51,6.22,25.36,23.96,3.72,6.4,59.38,0,21.13,135224,8.9,88.88,22.16,HIGH,26.4,23.95
2024,BHR000330,5.4,7.85,11.19,1.93,8.65,51.86,11.56,2.31,27.29,0,17.49,3327,16.19,173.05,47.94,LOW,7.28,12.11
2025,BHR000331,6.27,15.73,18.89,4.43,26.68,57.02,6.73,5.03,60.9,0,58.52,99427,0.94,247.25,74.9,LOW,2.66,27.49
2024,BHR000332,2.55,17.27,11.29,6.18,31.71,64.63,7.41,1.15,61.79,0,26.81,193434,2.94,135.02,72.55,UNKNOWN,4.07,23.72
2013,BHR000333,5.76,15.34,17.1,7.3,10.86,36.76,10.66,1.41,46.21,0,44.36,200995,2.57,152.68,58.16,MODERATE,33.11,8.1
2024,BHR000334,2.66,16.69,15.94,3.86,18.66,48.84,11.86,2.12,56.83,1,56.17,163543,10.98,190.17,50.68,MODERATE,17.18,10.93
2023,BHR000335,9.0,16.52,11.26,5.45,25.1,22.51,6.75,5.42,22.36,0,62.32,237888,2.46,194.04,49.33,LOW,3.14,10.05
2024,BHR000336,5.08,17.05,15.25,6.81,25.15,32.98,4.24,8.08,49.57,1,44.27,99919,2.73,242.53,23.86,MODERATE,16.51,12.37
2011,BHR000337,9.39,6.23,15.65,2.18,6.8,26.65,8.19,3.9,47.25,0,25.39,51845,16.52,170.23,30.86,HIGH,30.71,7.07
2017,BHR000338,6.78,7.9,13.54,7.27,16.77,31.55,11.05,5.85,12.79,0,15.75,120256,4.91,194.97,2.61,LOW,23.78,3.12
2016,BHR000339,2.83,7.37,20.84,7.37,7.97,63.99,5.62,1.05,12.56,0,44.93,163257,7.09,168.16,26.36,HIGH,3.0,16.22
2012,BHR000340,9.07,17.75,14.78,4.04,8.72,17.35,2.55,8.2,44.99,0,37.5,210667,4.52,227.93,76.56,HIGH,2.86,13.72
