civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_social_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2019,AREA000000155,54.35,5.1,17.7,3.98,16.08,3.87,WEEKLY,65.7,44.33,12.88,30.37,90.87,75.4,79.83,4.21,1.5984,66.01,61.72
2023,AREA000000156,15.86,77.62,43.27,30.4,29.79,24.47,DAILY,69.49,75.78,19.34,40.88,46.91,19.38,6.1,5.01,5.8513,65.88,51.43
2018,AREA000000157,50.69,6.05,37.7,13.07,2.94,17.58,SEVERAL_WEEK,67.41,56.4,10.27,46.06,75.07,34.18,42.85,88.29,21.16,59.26,38.81
2025,AREA000000158,2.75,55.43,33.74,31.67,29.9,23.48,DAILY,42.93,44.97,8.11,23.58,29.84,73.95,95.45,6.2,21.7932,66.18,44.97
2024,AREA000000159,8.14,9.26,27.9,10.36,24.0,2.33,WEEKLY,71.34,72.65,31.91,6.68,84.3,17.56,44.5,19.0,23.2648,63.72,20.31
2009,AREA000000160,60.67,56.89,22.51,16.93,2.89,18.1,RARELY,0.13,69.28,6.48,15.24,5.98,88.55,72.82,37.3,20.0703,40.92,0.6
2018,AREA000000161,20.84,2.46,13.27,23.04,28.69,19.94,DAILY,38.62,22.6,18.59,38.75,44.1,65.04,77.99,66.53,4.5268,78.52,9.36
2023,AREA000000162,54.01,1.93,40.39,2.97,2.05,6.46,RARELY,17.38,78.06,27.05,16.8,26.31,78.83,0.45,86.95,21.6614,78.49,1.85
2010,AREA000000163,44.28,31.01,17.25,20.84,38.26,3.02,SEVERAL_WEEK,1.02,58.47,3.18,45.3,77.67,95.35,80.08,63.95,21.1776,34.55,10.98
2020,AREA000000164,44.65,77.79,19.54,28.63,39.74,18.24,SEVERAL_WEEK,14.99,87.8,29.2,34.54,33.73,20.3,91.19,76.9,3.4558,86.11,39.96
2006,AREA000000165,43.11,35.76,22.36,7.94,21.5,10.2,MONTHLY,65.55,53.35,4.63,51.97,81.15,9.22,13.78,84.49,22.8316,78.37,61.97
2017,AREA000000166,60.26,10.74,9.92,32.45,17.35,7.12,SEVERAL_WEEK,95.38,34.91,39.47,24.87,69.51,45.53,62.89,64.14,19.2898,99.94,8.94
2008,AREA000000167,15.18,46.03,24.59,2.33,4.24,0.79,MONTHLY,97.96,26.01,12.55,8.77,79.76,96.83,26.78,56.34,8.4747,77.21,60.83
2021,AREA000000168,5.76,73.95,30.06,11.77,53.13,6.05,SEVERAL_WEEK,87.24,20.49,4.75,15.82,94.77,37.53,86.71,33.76,20.4794,42.65,60.84
2019,AREA000000169,57.94,30.56,3.55,5.72,35.96,17.02,SEVERAL_WEEK,7.53,51.49,35.19,19.13,63.23,60.86,68.35,70.22,23.2399,63.25,22.9
2023,AREA000000170,21.74,54.1,19.4,33.9,9.42,12.65,WEEKLY,42.67,18.61,17.64,42.24,3.61,28.82,74.34,44.65,13.4461,50.08,43.07
2009,AREA000000171,21.51,14.81,7.99,9.9,28.32,6.17,SEVERAL_WEEK,97.49,30.05,12.97,23.09,99.18,42.54,59.97,61.86,15.5118,59.12,48.04
2009,AREA000000172,4.01,43.19,10.25,16.76,28.42,17.46,DAILY,94.94,32.62,30.49,41.86,52.08,62.59,22.97,83.68,24.2943,41.54,2.26
2025,AREA000000173,60.49,17.96,18.22,12.55,40.68,8.16,WEEKLY,32.43,36.58,6.2,38.74,37.35,43.84,67.43,0.34,14.7738,45.77,39.15
2023,AREA000000174,22.99,38.27,38.88,32.51,50.91,20.89,WEEKLY,17.97,73.46,30.52,2.66,51.37,78.7,61.41,76.95,24.5502,51.21,0.31
2024,AREA000000175,30.92,65.43,20.44,7.51,2.32,18.9,WEEKLY,95.14,12.93,31.28,38.23,94.29,81.14,26.56,35.2,3.7174,65.74,27.05
2014,AREA000000176,9.0,19.32,20.96,29.05,2.63,11.52,DAILY,89.59,1.85,30.35,15.65,58.96,81.66,11.51,82.82,18.0445,77.28,44.42
2019,AREA000000177,59.78,67.72,15.49,6.85,36.61,14.46,DAILY,9.54,40.22,5.35,24.08,4.29,76.93,48.62,24.42,24.631,41.96,15.86
2011,AREA000000178,38.23,71.3,36.03,24.29,23.75,5.88,WEEKLY,44.54,14.03,36.53,21.99,45.32,25.38,83.1,38.59,16.2294,42.26,65.09
2020,AREA000000179,22.04,41.59,14.24,10.66,39.73,3.62,SEVERAL_WEEK,18.85,71.66,18.87,35.48,9.9,90.58,5.34,62.4,20.5988,86.82,2.59
2023,AREA000000180,14.83,12.91,20.13,11.37,39.27,15.19,WEEKLY,5.33,82.31,33.75,23.37,11.43,22.63,92.43,81.07,17.2673,96.42,2.67
2010,AREA000000181,20.82,29.37,43.75,20.48,25.45,19.45,SEVERAL_WEEK,11.84,56.49,7.75,41.62,58.92,46.23,4.39,99.41,11.9884,96.94,46.27
2005,AREA000000182,10.15,65.08,7.73,23.53,34.49,17.36,WEEKLY,84.47,62.88,2.77,53.44,62.78,63.8,20.01,56.85,12.0499,37.34,25.22
2025,AREA000000183,43.89,53.77,17.3,25.04,13.14,18.46,RARELY,19.76,37.12,29.37,35.37,36.4,82.81,35.57,64.34,23.7728,97.33,26.74
2019,AREA000000184,19.85,22.52,35.21,18.14,16.07,18.47,SEVERAL_WEEK,57.84,11.81,6.13,47.41,34.42,73.29,89.67,55.33,12.2051,61.92,68.63
2018,AREA000000185,38.13,33.47,20.48,0.96,25.41,2.35,WEEKLY,39.83,34.94,0.15,42.43,32.74,27.74,9.34,1.73,18.9673,36.38,43.65
2019,AREA000000186,34.38,14.08,4.83,19.09,43.48,5.13,DAILY,32.36,8.26,11.61,25.19,68.24,62.81,46.38,29.71,7.7697,79.06,6.32
2023,AREA000000187,30.25,2.76,0.62,3.84,2.3,14.87,SEVERAL_WEEK,86.47,15.84,2.05,16.83,34.1,6.97,78.33,0.59,17.39,42.11,11.77
2005,AREA000000188,21.0,18.3,25.85,33.63,46.8,22.57,DAILY,34.75,75.83,28.67,45.02,35.36,5.02,81.37,76.08,13.458,56.3,66.24
2016,AREA000000189,26.42,12.05,18.09,12.58,7.56,0.74,DAILY,37.59,49.96,19.37,51.22,59.68,24.33,19.62,69.86,18.4916,48.5,49.5
2007,AREA000000190,55.37,55.35,15.44,13.45,36.59,11.21,DAILY,66.74,89.39,9.36,31.45,9.07,15.73,23.84,50.72,18.3653,93.21,62.7
2016,AREA000000191,44.62,16.23,7.19,10.44,8.99,2.07,DAILY,80.5,17.22,1.8,50.43,12.48,34.82,2.55,62.92,21.3181,55.89,11.75
2025,AREA000000192,25.94,55.25,8.83,22.84,11.0,3.8,WEEKLY,39.33,30.98,35.54,15.59,6.7,56.11,81.14,67.13,18.684,58.81,17.76
2010,AREA000000193,57.34,6.63,6.51,22.17,17.75,20.23,DAILY,11.31,10.39,37.37,43.28,34.02,14.78,84.89,3.47,0.3146,31.69,64.14
2020,AREA000000194,42.16,38.74,27.51,9.66,43.5,17.19,SEVERAL_WEEK,93.47,60.22,9.71,18.75,86.23,94.34,90.98,5.22,17.0627,70.3,21.85
2014,AREA000000195,11.89,37.66,25.98,29.55,8.0,1.06,WEEKLY,81.27,70.17,27.85,52.68,84.13,54.08,16.19,70.89,5.7403,87.75,7.74
2012,AREA000000196,37.01,21.89,17.81,15.57,7.76,20.17,SEVERAL_WEEK,50.46,9.98,0.1,16.23,17.94,20.17,10.34,76.22,24.6392,48.16,17.94
2025,AREA000000197,28.77,32.96,3.5,8.07,3.86,12.26,DAILY,84.81,63.48,8.28,41.46,15.91,30.22,3.25,26.31,15.7048,94.47,14.0
2016,AREA000000198,35.2,9.3,5.33,6.71,41.0,0.65,WEEKLY,19.19,50.24,31.35,54.71,8.64,24.09,8.21,28.57,5.7628,46.51,4.51
2021,AREA000000199,19.39,7.35,14.48,19.44,38.22,13.72,SEVERAL_WEEK,48.78,38.07,34.57,10.04,54.16,42.87,88.78,60.48,16.543,37.13,48.24
2016,AREA000000200,35.58,66.04,22.05,5.35,53.82,9.96,MONTHLY,67.27,14.91,36.18,39.53,85.26,22.72,30.41,54.35,14.8063,31.03,22.22
2010,AREA000000201,15.49,49.8,27.0,0.95,33.27,5.32,DAILY,96.35,54.42,17.97,24.41,65.65,20.14,19.15,59.04,0.2512,48.98,2.43
2022,AREA000000202,38.3,44.81,37.07,28.62,54.99,19.82,WEEKLY,78.42,61.21,11.66,44.72,76.62,41.91,82.52,52.46,8.0759,89.82,8.76
2019,AREA000000203,43.98,47.06,22.23,15.16,43.99,12.51,SEVERAL_WEEK,7.93,64.95,36.46,3.44,52.49,6.09,36.28,58.03,17.4811,68.71,4.6
2013,AREA000000204,13.29,18.81,20.33,19.35,33.13,0.51,SEVERAL_WEEK,15.77,81.86,34.34,42.25,69.22,6.1,86.08,48.28,2.4036,44.68,52.58
2007,AREA000000205,3.95,18.25,20.34,5.44,38.29,19.17,MONTHLY,96.85,73.08,34.52,40.02,97.21,74.16,99.01,12.89,24.8904,50.97,61.1
2019,AREA000000206,9.56,77.21,7.82,23.54,33.58,24.03,MONTHLY,26.36,8.44,2.05,15.63,94.85,1.32,3.6,62.61,2.534,38.14,64.64
2021,AREA000000207,24.49,22.5,21.44,21.11,34.34,16.25,WEEKLY,78.17,67.77,10.67,14.76,7.98,85.43,72.22,68.55,11.441,62.67,63.84
2024,AREA000000208,20.04,12.36,35.72,31.06,14.2,16.47,WEEKLY,83.14,36.37,1.68,5.41,64.9,25.5,0.56,38.82,24.4591,92.55,54.25
2018,AREA000000209,11.59,49.37,18.2,13.31,6.42,24.96,WEEKLY,36.95,34.05,26.72,36.35,94.68,1.21,76.28,14.09,8.2279,70.9,54.66
2006,AREA000000210,13.06,67.13,11.17,2.16,4.8,7.04,DAILY,10.34,39.5,26.98,36.03,25.44,12.76,15.0,13.54,1.5208,33.3,18.83
2018,AREA000000211,11.34,21.15,2.32,29.23,37.62,16.8,WEEKLY,72.61,68.79,18.3,31.5,7.61,2.52,70.32,41.17,10.4868,34.67,43.57
2019,AREA000000212,16.41,56.2,32.68,30.71,47.11,9.96,DAILY,56.68,13.97,36.4,10.59,71.93,27.11,64.58,62.95,7.0517,80.01,24.23
2020,AREA000000213,11.19,58.92,29.89,26.75,0.73,1.85,SEVERAL_WEEK,18.85,4.43,18.56,45.64,68.57,5.77,46.26,24.88,17.3065,76.72,54.04
2010,AREA000000214,39.7,39.72,19.94,23.08,7.22,21.53,DAILY,39.59,35.58,10.35,39.85,32.23,19.58,74.1,72.36,9.9155,85.34,33.47
2012,AREA000000215,32.05,27.21,10.4,4.95,46.4,20.53,RARELY,73.64,14.04,21.54,23.4,99.79,20.1,21.13,21.28,18.7173,90.56,28.17
2019,AREA000000216,63.33,10.11,39.7,2.91,27.74,22.85,SEVERAL_WEEK,49.57,17.65,28.76,17.88,13.26,61.78,64.9,92.03,24.4787,55.04,1.68
2025,AREA000000217,22.3,74.19,35.52,16.54,40.41,17.08,DAILY,66.4,9.42,26.84,5.32,54.07,43.94,73.61,5.46,18.931,47.78,50.05
2014,AREA000000218,5.07,39.15,41.6,33.73,49.98,0.76,SEVERAL_WEEK,85.88,36.89,0.13,10.64,4.57,91.03,44.84,55.54,9.7737,91.66,29.4
2017,AREA000000219,52.19,54.02,38.21,25.67,34.38,3.81,DAILY,13.32,63.26,29.07,18.36,16.62,5.19,97.34,63.93,22.7682,83.84,30.93
2008,AREA000000220,39.9,49.52,35.06,12.35,48.94,22.77,WEEKLY,93.7,8.47,20.28,1.31,49.27,39.23,86.39,83.89,3.4324,50.62,46.18
2022,AREA000000221,51.5,59.94,41.49,13.45,42.72,24.26,DAILY,66.59,54.76,10.91,7.79,93.6,56.3,58.41,73.97,21.084,38.62,46.77
2006,AREA000000222,10.88,9.89,21.02,27.58,46.88,4.9,SEVERAL_WEEK,44.62,23.55,9.46,17.32,15.48,46.4,74.12,64.07,12.2623,73.43,55.0
2013,AREA000000223,53.72,62.98,44.99,25.68,18.04,19.77,SEVERAL_WEEK,88.97,76.44,5.84,35.9,44.39,88.56,81.96,27.33,17.7888,37.03,37.8
2013,AREA000000224,13.63,59.64,15.46,6.02,39.33,10.67,WEEKLY,20.44,21.95,16.11,15.86,44.26,55.76,96.59,84.92,15.2896,76.85,46.48
2010,AREA000000225,2.05,51.67,39.99,3.14,38.38,13.21,SEVERAL_WEEK,36.7,72.07,18.0,6.84,7.67,83.17,19.38,83.65,1.8681,69.9,15.0
2006,AREA000000226,53.33,61.44,3.98,29.77,30.66,12.08,DAILY,47.83,23.38,0.12,15.8,92.58,60.12,84.73,73.3,9.7901,71.15,40.46
2022,AREA000000227,23.13,50.15,37.31,33.07,28.92,17.74,SEVERAL_WEEK,70.75,1.74,13.54,23.81,38.18,13.45,38.32,92.14,16.5991,93.04,6.98
2020,AREA000000228,7.95,74.86,16.41,0.87,6.5,17.04,SEVERAL_WEEK,73.74,6.16,31.85,8.57,96.77,78.0,94.06,40.31,1.7479,54.14,62.79
2018,AREA000000229,43.36,7.61,2.1,8.05,14.08,9.32,RARELY,33.34,2.14,30.02,39.88,82.78,71.04,3.43,2.91,11.5594,41.3,3.87
2010,AREA000000230,52.62,23.66,2.57,11.3,2.04,13.81,WEEKLY,77.54,49.62,11.0,21.75,32.5,0.84,37.32,34.38,14.9437,97.71,38.31
2022,AREA000000231,26.57,38.12,20.57,23.74,40.13,5.92,WEEKLY,56.17,10.45,24.62,13.46,79.69,27.54,73.7,49.03,1.8445,97.7,58.06
2021,AREA000000232,34.22,68.09,25.49,10.29,17.62,5.19,SEVERAL_WEEK,15.56,76.32,39.72,8.79,32.01,41.49,58.43,21.31,0.2862,63.21,48.1
2014,AREA000000233,43.62,26.57,27.26,23.47,2.81,5.26,DAILY,49.9,28.03,36.09,47.66,74.17,10.9,54.24,58.2,5.1296,83.22,61.03
2019,AREA000000234,5.21,27.1,0.68,21.23,38.67,19.52,DAILY,55.2,87.2,9.52,33.53,17.44,0.68,59.74,37.34,2.1406,34.18,66.75
2023,AREA000000235,42.04,16.72,17.08,11.73,44.61,16.61,DAILY,91.84,8.22,15.88,32.32,36.02,52.1,67.77,28.06,22.7164,88.01,26.69
2019,AREA000000236,15.41,47.69,1.92,2.17,53.22,19.34,SEVERAL_WEEK,61.69,27.68,10.26,14.67,2.79,38.18,56.72,82.41,9.054,72.25,27.3
2007,AREA000000237,43.73,27.84,29.13,27.19,20.46,11.98,DAILY,78.97,21.77,0.77,22.54,33.91,52.93,40.72,84.5,21.6502,48.32,35.25
2017,AREA000000238,15.43,34.94,16.6,13.58,17.98,20.03,SEVERAL_WEEK,25.56,28.34,16.16,34.53,13.31,11.33,49.92,34.35,0.3528,73.67,54.25
2009,AREA000000239,60.15,41.26,1.27,9.87,4.51,18.27,DAILY,17.04,29.1,12.27,12.01,55.08,48.23,17.38,25.13,10.793,49.77,31.2
2020,AREA000000240,60.99,31.36,9.14,3.59,4.88,6.52,DAILY,14.82,67.36,36.54,48.82,14.82,25.92,5.3,66.64,9.9015,76.37,68.29
2014,AREA000000241,5.08,34.35,6.08,16.58,26.04,0.83,SEVERAL_WEEK,54.81,44.12,20.47,51.17,23.24,71.03,96.18,88.2,5.3418,63.92,55.87
2024,AREA000000242,24.55,65.19,22.75,8.98,42.52,1.53,SEVERAL_WEEK,35.23,16.65,25.98,17.21,76.51,99.23,49.72,29.11,20.5785,81.55,40.83
2012,AREA000000243,6.05,2.44,16.08,14.55,24.33,4.05,RARELY,8.87,19.38,22.79,41.81,38.5,61.96,13.49,60.27,21.3065,56.73,56.21
2016,AREA000000244,42.77,44.81,1.36,14.2,35.8,6.2,MONTHLY,82.59,83.8,3.55,36.04,63.65,5.5,74.08,27.0,22.2141,74.52,6.81
2012,AREA000000245,53.77,28.52,38.9,0.55,54.83,18.56,RARELY,80.4,35.87,20.78,49.32,43.05,62.38,50.59,45.65,0.5175,31.29,2.1
2022,AREA000000246,15.38,41.68,44.23,29.32,1.36,11.09,WEEKLY,88.57,52.76,23.33,44.4,32.76,74.37,92.48,50.2,9.9025,43.34,42.14
2022,AREA000000247,33.75,29.64,39.64,17.41,0.61,12.95,SEVERAL_WEEK,17.69,12.23,35.57,34.17,1.27,58.49,97.01,6.72,2.8928,74.62,28.3
2020,AREA000000248,64.92,54.15,33.46,22.08,18.41,24.03,DAILY,58.5,4.31,13.53,15.35,3.95,54.49,43.42,86.85,2.2481,63.97,66.66
2009,AREA000000249,64.37,79.91,27.08,18.39,49.93,2.37,WEEKLY,62.17,75.18,34.91,28.94,87.89,99.08,72.19,77.42,9.1078,61.09,56.31
2017,AREA000000250,14.74,1.97,0.25,1.45,29.2,17.07,DAILY,51.55,26.78,14.01,22.48,83.23,92.92,81.23,79.3,10.1967,45.22,32.19
2010,AREA000000251,45.09,27.12,35.11,13.41,34.6,24.3,SEVERAL_WEEK,19.96,79.07,30.88,44.87,62.46,91.63,18.2,74.21,24.5786,57.49,36.69
2025,AREA000000252,64.55,34.47,11.9,21.55,34.82,7.75,MONTHLY,50.31,57.42,32.99,1.88,85.38,75.43,79.74,71.13,1.4648,46.99,48.1
2013,AREA000000253,13.92,62.24,3.11,5.95,46.78,6.7,DAILY,36.56,70.48,33.54,48.44,10.21,17.21,46.84,82.7,3.3592,92.95,42.97
2006,AREA000000254,15.05,72.2,44.04,4.96,41.86,12.4,SEVERAL_WEEK,42.14,80.7,13.91,40.54,90.5,88.81,21.56,86.04,16.2874,32.8,69.65
2021,AREA000000255,19.56,34.69,9.93,10.13,11.62,2.72,RARELY,84.5,32.36,33.79,33.2,58.68,37.08,94.23,7.78,6.4736,69.84,40.42
2025,AREA000000256,1.3,20.87,2.11,21.0,23.96,18.87,SEVERAL_WEEK,20.74,74.72,25.39,54.14,31.65,47.05,46.0,45.91,17.5912,92.71,26.04
2009,AREA000000257,28.41,34.28,31.93,20.72,45.26,12.1,WEEKLY,4.11,16.39,37.9,4.14,5.33,18.38,57.36,46.25,19.0588,41.26,63.52
2009,AREA000000258,55.59,60.34,26.25,23.91,49.83,9.32,WEEKLY,61.33,18.54,29.52,19.09,91.77,70.78,79.44,7.0,2.0933,94.8,28.02
2021,AREA000000259,46.5,9.28,18.98,25.38,9.15,8.72,SEVERAL_WEEK,70.78,52.17,25.8,35.75,49.58,71.53,68.91,52.56,12.8851,99.2,9.64
2025,AREA000000260,38.71,49.58,24.51,33.93,4.32,2.71,WEEKLY,38.78,75.34,30.99,10.78,56.26,59.0,54.88,53.97,11.8801,99.31,34.0
2011,AREA000000261,59.11,36.58,25.14,28.68,53.45,8.78,WEEKLY,27.25,48.1,34.56,27.12,60.26,23.64,5.21,91.19,4.6411,53.91,46.88
2008,AREA000000262,20.71,60.32,39.28,18.87,29.46,18.81,SEVERAL_WEEK,6.19,40.68,15.87,15.09,63.07,30.72,98.18,79.56,21.9199,46.78,16.58
2017,AREA000000263,38.71,6.57,34.33,26.24,34.99,6.91,RARELY,42.77,74.74,31.32,13.57,53.17,99.92,82.34,33.1,10.0938,72.37,53.55
2010,AREA000000264,42.1,59.43,30.42,20.3,19.18,8.74,WEEKLY,48.7,70.32,8.92,45.61,20.94,91.23,3.71,37.43,20.4631,76.88,12.4
2008,AREA000000265,46.93,29.16,11.46,30.59,23.23,20.87,RARELY,90.13,75.36,24.05,9.7,33.51,90.8,96.33,59.08,7.9869,39.3,15.79
2012,AREA000000266,54.85,17.08,2.13,32.57,41.89,6.34,SEVERAL_WEEK,63.22,19.76,2.08,3.01,11.11,68.07,13.57,64.98,17.6993,40.84,41.63
2019,AREA000000267,35.27,18.13,20.72,21.39,11.39,21.29,SEVERAL_WEEK,10.36,1.58,13.91,16.7,95.69,52.48,93.9,81.74,8.4056,39.76,5.17
2015,AREA000000268,2.01,12.65,22.1,18.48,53.78,18.91,RARELY,81.64,85.74,11.44,23.12,3.4,18.5,77.01,59.82,16.1838,52.26,21.84
2025,AREA000000269,62.2,35.37,4.12,12.67,49.02,6.69,SEVERAL_WEEK,87.0,71.62,33.5,7.45,80.88,29.23,3.39,73.41,4.8672,77.21,53.71
2014,AREA000000270,31.39,73.33,37.39,27.77,24.34,0.2,WEEKLY,22.18,60.9,9.58,54.48,84.14,50.23,54.33,69.47,1.5477,57.37,2.02
2014,AREA000000271,10.13,23.33,4.23,2.15,5.39,14.2,SEVERAL_WEEK,70.31,1.93,39.88,46.35,19.28,98.6,77.9,53.87,22.7891,37.7,61.32
2023,AREA000000272,29.77,37.56,25.68,3.74,43.55,17.87,SEVERAL_WEEK,14.17,77.71,20.76,53.05,59.68,18.38,16.66,63.24,1.6707,93.6,43.07
2023,AREA000000273,17.26,35.61,23.38,3.41,28.37,23.46,SEVERAL_WEEK,61.74,27.28,28.48,29.88,83.11,78.45,43.97,82.8,17.8011,70.26,22.79
2010,AREA000000274,15.1,35.09,34.62,12.21,24.47,11.27,WEEKLY,78.41,70.26,0.82,35.0,60.52,10.19,70.86,59.33,24.7359,44.95,2.92
2005,AREA000000275,3.59,79.27,23.5,12.78,21.1,12.98,SEVERAL_WEEK,95.38,29.41,18.24,39.01,42.98,55.04,46.96,42.49,17.3773,79.76,40.23
2023,AREA000000276,55.04,3.19,27.07,32.0,29.65,23.85,SEVERAL_WEEK,20.49,16.7,20.7,19.06,25.99,71.49,89.23,62.85,2.0778,71.28,35.82
2009,AREA000000277,7.49,54.69,11.58,12.06,47.58,23.93,DAILY,23.69,13.17,5.25,15.06,60.23,74.7,14.64,85.76,22.8419,35.15,15.4
2023,AREA000000278,40.35,55.12,15.24,10.05,38.71,14.19,DAILY,32.61,15.39,22.1,0.05,70.57,31.15,95.99,12.86,6.1291,30.03,56.89
2017,AREA000000279,16.82,15.81,10.6,26.07,0.9,3.73,DAILY,79.46,39.81,15.02,20.3,48.54,55.5,91.44,76.53,20.6063,54.59,48.92
2022,AREA000000280,45.31,69.73,38.34,29.42,12.38,7.51,RARELY,4.25,31.4,36.02,44.54,30.51,64.18,25.65,39.9,22.5168,90.53,60.38
2024,AREA000000281,39.34,64.84,17.46,15.97,9.46,20.5,RARELY,1.3,39.75,27.3,25.51,59.72,65.48,44.37,28.07,14.7803,94.09,15.06
2021,AREA000000282,55.09,21.78,3.0,26.57,16.96,16.46,MONTHLY,1.15,30.97,12.07,3.51,20.11,93.52,22.15,20.88,21.7349,31.8,17.32
2015,AREA000000283,18.73,33.64,26.37,22.21,54.57,21.15,DAILY,70.89,35.63,12.25,39.58,17.36,97.26,65.6,23.68,1.9545,45.95,46.1
2011,AREA000000284,63.41,66.64,43.83,33.79,53.35,14.56,MONTHLY,70.26,15.56,11.06,23.38,13.59,36.86,71.63,90.43,21.9586,99.59,69.12
2024,AREA000000285,36.13,7.23,44.89,0.65,0.67,22.07,MONTHLY,23.17,14.79,38.26,32.37,51.2,77.03,11.86,96.34,10.5109,47.14,8.01
2021,AREA000000286,57.13,13.82,8.58,7.38,9.78,2.39,DAILY,67.22,65.73,1.57,50.57,2.35,88.96,77.37,55.54,9.3798,84.13,13.48
2010,AREA000000287,22.43,1.58,31.52,12.0,41.9,21.44,SEVERAL_WEEK,93.88,31.7,25.9,44.09,90.69,62.5,75.95,11.16,6.2505,88.51,12.52
2025,AREA000000288,50.59,54.54,17.1,9.35,41.03,17.24,SEVERAL_WEEK,20.13,70.09,39.15,41.11,3.39,39.4,85.08,88.16,15.9748,43.26,12.5
2015,AREA000000289,39.64,59.01,31.78,19.2,31.94,13.95,WEEKLY,30.74,7.4,17.65,8.69,88.89,78.97,27.8,40.53,12.815,33.0,28.44
2006,AREA000000290,50.03,77.26,34.87,7.43,15.79,20.71,DAILY,45.9,39.79,37.86,37.2,33.86,70.54,10.95,68.15,22.6203,42.47,68.42
2014,AREA000000291,23.57,27.75,21.75,30.62,11.3,24.36,SEVERAL_WEEK,70.95,16.98,5.28,25.43,17.61,95.2,39.34,5.19,12.5691,32.4,3.24
2019,AREA000000292,49.4,43.41,40.08,12.3,51.63,22.6,RARELY,95.84,36.48,14.92,16.41,58.28,63.48,52.61,44.56,22.3656,41.25,24.77
2006,AREA000000293,47.32,14.16,11.31,22.09,40.4,5.57,SEVERAL_WEEK,16.06,63.61,4.25,38.04,57.06,35.43,66.39,13.6,24.0755,70.13,2.57
2014,AREA000000294,8.25,59.59,18.41,26.01,37.03,13.49,DAILY,29.94,54.33,39.92,47.27,81.76,27.8,78.47,94.88,19.8567,47.5,43.0
2007,AREA000000295,59.6,6.12,18.24,19.23,37.57,14.14,SEVERAL_WEEK,44.26,69.53,6.8,27.85,99.47,99.38,24.33,80.25,5.8258,55.2,4.17
2011,AREA000000296,50.87,7.5,6.52,14.81,13.21,0.32,WEEKLY,65.73,65.18,24.0,52.77,44.1,72.68,57.85,53.31,8.7047,97.74,26.02
2005,AREA000000297,7.82,79.98,8.76,12.24,45.97,11.55,MONTHLY,64.9,31.91,21.63,45.17,70.2,72.7,53.57,97.33,2.7261,62.65,4.48
2024,AREA000000298,50.05,44.56,34.85,8.15,52.04,15.74,MONTHLY,34.51,41.57,5.3,6.54,5.81,27.47,85.16,67.16,2.3534,54.87,9.05
2011,AREA000000299,45.37,45.67,23.59,30.11,47.06,4.91,DAILY,58.78,88.88,1.41,45.78,40.28,27.93,53.72,74.76,15.4859,95.34,55.72
2006,AREA000000300,23.55,12.73,44.08,33.6,40.7,5.75,SEVERAL_WEEK,48.9,2.18,30.93,22.14,3.57,44.52,68.07,41.6,21.4144,49.52,32.86
2014,AREA000000301,55.77,6.81,18.82,1.63,9.22,15.12,WEEKLY,31.41,41.34,6.27,26.7,53.02,75.03,26.78,72.5,18.1581,51.12,4.64
2005,AREA000000302,13.46,16.44,24.91,11.75,41.6,3.17,SEVERAL_WEEK,43.77,83.86,38.8,29.43,21.3,77.14,15.38,0.43,8.8237,43.41,16.1
2011,AREA000000303,37.81,70.52,0.53,15.41,42.15,16.44,DAILY,7.68,25.3,29.21,43.35,95.97,82.29,89.25,77.7,0.8061,81.55,59.63
2020,AREA000000304,3.8,26.91,12.2,32.84,18.5,10.94,SEVERAL_WEEK,24.47,3.63,30.64,33.69,21.08,31.75,29.83,47.93,14.1009,66.35,48.95
2009,AREA000000305,1.41,50.22,28.79,6.92,34.38,7.25,SEVERAL_WEEK,40.77,81.46,33.28,35.12,63.69,36.48,92.15,89.05,3.0806,46.49,28.13
2012,AREA000000306,48.38,28.84,5.46,21.38,52.86,21.16,SEVERAL_WEEK,30.71,49.96,12.6,21.07,3.29,35.08,89.68,29.44,5.1279,67.18,35.0
2014,AREA000000307,50.77,48.92,7.42,9.5,14.64,15.15,WEEKLY,57.6,50.83,13.19,20.87,26.01,74.93,78.96,63.99,2.7816,76.47,62.84
2018,AREA000000308,25.27,72.68,22.24,12.7,40.81,20.71,SEVERAL_WEEK,7.5,57.55,3.67,1.38,60.61,38.62,60.4,12.77,3.0256,57.8,22.08
2024,AREA000000309,25.27,58.12,5.65,12.46,47.71,0.34,DAILY,38.41,51.5,9.39,49.1,9.35,29.77,22.24,38.98,3.0639,62.28,68.09
2023,AREA000000310,35.83,42.12,14.17,14.16,16.63,22.73,WEEKLY,86.75,40.87,16.38,16.73,27.08,37.13,62.97,98.57,23.9605,76.22,19.14
2009,AREA000000311,33.09,6.39,36.27,2.55,20.18,12.79,DAILY,17.11,4.1,5.02,25.41,25.77,18.0,39.49,83.34,0.5371,93.1,34.17
