qol_cost_reference_month,qol_cost_country_iso2,qol_cost_city_id,qol_cost_hicp_overall_index,qol_cost_food_index,qol_cost_energy_index,qol_cost_transport_index,qol_cost_rent_index,qol_cost_housing_cost_overburden_rate_pct,qol_cost_energy_poverty_rate_pct,qol_cost_median_net_income_eur,qol_cost_real_income_change_pct,qol_cost_consumer_confidence_index,qol_cost_price_level_index_pps,qol_cost_student_budget_eur_month,qol_cost_family_budget_eur_month,qol_cost_tourism_pressure_index,qol_cost_data_source,qol_cost_methodology_version,qol_cost_data_extract_date
2026-09,CZ,CITY_CZ_4736,106.73,104.64,194.18,100.42,125.2,13.15,12.2,2746.86,3.77,-16.65,110.56,1564.03,1733.17,29.95,HICP_CITY_MODEL,COST_V3,2024-11-28
2026-10,HU,CITY_HU_4773,115.79,130.52,189.75,126.82,111.2,19.72,3.09,1382.2,-1.13,-32.64,87.0,1086.35,4104.4,18.86,EUROSTAT_HICP,COST_V1,2024-03-26
2026-11,NL,CITY_NL_4810,126.18,128.62,201.91,117.56,158.53,7.47,12.04,1070.31,-1.72,-33.46,131.99,1871.37,5232.81,59.3,URBAN_COST_SURVEY,COST_V2,2025-05-09
2026-12,SE,CITY_SE_4847,102.0,104.81,130.16,114.6,119.69,15.57,12.55,4286.77,1.56,3.25,120.83,1005.84,3396.32,16.93,NATIONAL_PRICE_OBS,COST_V3,2024-07-30
2016-01,DK,CITY_DK_4884,130.07,146.32,151.85,140.99,145.71,21.95,3.5,1314.22,-7.07,1.37,133.39,877.03,2703.32,47.56,HICP_CITY_MODEL,COST_V1,2025-07-11
2016-02,IE,CITY_IE_4921,124.31,136.84,192.12,120.88,143.03,18.41,2.68,1538.83,-6.34,-12.02,146.21,1134.0,2031.91,42.31,EUROSTAT_HICP,COST_V2,2024-07-28
2016-03,PL,CITY_PL_4958,116.57,129.65,137.48,114.02,111.02,5.86,4.15,2341.8,-1.39,-15.08,74.5,1356.38,3218.02,46.84,URBAN_COST_SURVEY,COST_V3,2025-07-21
2016-04,AT,CITY_AT_4995,96.44,108.57,118.08,107.53,140.48,21.11,9.23,2329.22,-4.04,-13.25,163.31,1691.21,3871.36,18.46,NATIONAL_PRICE_OBS,COST_V1,2024-08-10
2016-05,EE,CITY_EE_5032,117.28,122.98,223.82,135.94,129.01,20.25,4.96,1668.92,4.76,-11.44,125.19,584.68,4613.0,49.11,HICP_CITY_MODEL,COST_V2,2025-12-27
2016-06,IT,CITY_IT_5069,100.35,99.74,100.64,108.57,120.32,7.02,1.89,2682.49,-5.4,-3.26,86.32,916.82,4736.47,40.23,EUROSTAT_HICP,COST_V3,2026-02-06
2016-07,PT,CITY_PT_5106,114.69,129.62,110.26,123.72,137.12,23.68,8.72,1024.27,1.04,-19.8,118.42,1356.34,4491.79,46.37,URBAN_COST_SURVEY,COST_V1,2024-07-06
2016-08,BE,CITY_BE_5143,106.45,112.52,147.37,122.34,133.2,19.17,14.48,2810.04,-3.67,-22.87,142.44,663.69,4852.88,9.71,NATIONAL_PRICE_OBS,COST_V2,2025-06-27
2016-09,FI,CITY_FI_5180,97.85,109.27,103.51,114.63,142.77,18.94,6.04,4743.07,3.35,-16.61,111.54,1060.85,1997.64,9.98,HICP_CITY_MODEL,COST_V3,2024-12-28
2016-10,LV,CITY_LV_5217,116.03,129.28,241.6,128.08,119.79,10.12,7.16,3626.06,4.35,-9.93,83.72,1091.57,1930.35,44.01,EUROSTAT_HICP,COST_V1,2026-02-13
2016-11,RO,CITY_RO_5254,112.5,129.29,136.09,106.63,123.41,19.26,9.71,3054.13,-2.13,-3.19,101.54,734.34,3050.9,35.5,URBAN_COST_SURVEY,COST_V2,2025-07-24
2016-12,BG,CITY_BG_5291,115.23,130.15,218.12,136.3,138.6,10.14,5.67,2867.1,4.2,-24.44,90.15,1105.2,4860.77,23.28,NATIONAL_PRICE_OBS,COST_V3,2025-01-29
2017-01,FR,CITY_FR_5328,95.5,97.45,103.19,88.23,140.01,17.69,4.13,2600.89,-2.3,-17.06,96.53,1189.11,3563.18,7.24,HICP_CITY_MODEL,COST_V1,2025-01-02
2017-02,LT,CITY_LT_5365,119.73,115.69,159.34,130.88,119.85,18.77,12.6,3210.89,-4.44,-20.61,115.92,1005.37,1939.27,45.79,EUROSTAT_HICP,COST_V2,2025-11-23
2017-03,SK,CITY_SK_5402,100.32,115.22,159.11,102.19,118.88,5.84,9.33,1737.06,-2.89,-5.73,102.18,1011.42,2771.08,20.79,URBAN_COST_SURVEY,COST_V3,2024-01-07
2017-04,HR,CITY_HR_5439,106.89,106.94,168.76,100.33,100.27,17.2,10.62,3846.58,-0.67,-18.34,78.92,872.66,2355.09,48.33,NATIONAL_PRICE_OBS,COST_V1,2025-01-19
2017-05,DE,CITY_DE_5476,123.15,133.91,112.03,113.47,149.44,10.54,13.58,2021.12,-0.5,0.03,149.72,781.96,5625.82,20.68,HICP_CITY_MODEL,COST_V2,2024-03-19
2017-06,LU,CITY_LU_5513,123.8,137.29,200.05,146.92,174.59,13.13,9.3,3464.71,-1.36,-3.63,161.68,1654.62,1784.85,35.92,EUROSTAT_HICP,COST_V3,2025-04-08
2017-07,SI,CITY_SI_5550,111.59,114.54,216.5,104.89,112.4,17.77,3.79,1269.54,2.43,-38.08,103.82,1495.18,2808.75,22.79,URBAN_COST_SURVEY,COST_V1,2024-01-03
2017-08,CY,CITY_CY_5587,95.4,107.45,134.89,105.31,97.83,17.88,5.18,1914.58,4.76,-27.84,84.35,730.25,3743.61,70.53,NATIONAL_PRICE_OBS,COST_V2,2024-06-09
2017-09,GR,CITY_GR_5624,97.25,101.53,134.55,107.04,103.09,8.85,9.59,3474.88,5.59,-2.21,116.7,1388.22,2852.57,15.71,HICP_CITY_MODEL,COST_V3,2025-06-03
2017-10,MT,CITY_MT_5661,117.05,116.2,186.9,132.76,110.41,15.44,11.04,2750.22,3.72,-30.25,72.1,506.58,2623.0,6.78,EUROSTAT_HICP,COST_V1,2026-01-17
2017-11,ES,CITY_ES_5698,108.91,106.89,129.79,119.21,116.48,21.29,6.26,1172.57,-5.45,-22.6,77.6,1244.54,3711.77,59.06,URBAN_COST_SURVEY,COST_V2,2025-05-13
2017-12,CZ,CITY_CZ_5735,119.79,134.46,234.02,117.72,128.84,18.16,10.82,1300.09,3.58,-39.42,91.24,887.26,2215.81,41.07,NATIONAL_PRICE_OBS,COST_V3,2025-03-28
2018-01,HU,CITY_HU_5772,99.22,102.58,108.52,118.54,106.04,10.04,2.65,2356.19,-1.83,-19.85,126.2,1452.44,3576.29,12.08,HICP_CITY_MODEL,COST_V1,2025-11-03
2018-02,NL,CITY_NL_5809,109.19,116.97,172.12,112.81,139.86,10.28,15.79,4791.88,-0.18,-1.41,150.39,626.43,4575.88,46.69,EUROSTAT_HICP,COST_V2,2024-04-24
2018-03,SE,CITY_SE_5846,106.42,115.38,147.72,121.27,143.32,19.25,13.5,4638.64,2.14,-9.86,152.66,1416.87,2862.91,28.8,URBAN_COST_SURVEY,COST_V3,2024-04-18
2018-04,DK,CITY_DK_5883,122.0,133.44,232.43,135.58,173.44,10.92,2.24,2084.62,1.71,-22.76,117.04,1161.03,3709.7,15.6,NATIONAL_PRICE_OBS,COST_V1,2025-09-09
2018-05,IE,CITY_IE_5920,130.1,141.56,126.52,151.12,163.48,19.85,2.24,2966.66,-2.37,-6.7,146.69,1764.67,2387.22,12.58,HICP_CITY_MODEL,COST_V2,2025-07-21
2018-06,PL,CITY_PL_5957,111.2,125.49,200.89,113.37,109.32,6.2,16.7,3445.61,-0.58,-9.8,110.87,883.6,4658.06,41.49,EUROSTAT_HICP,COST_V3,2024-07-20
2018-07,AT,CITY_AT_5994,122.12,135.34,170.86,121.81,154.0,22.24,12.71,1723.78,-6.5,-26.43,109.12,1414.53,3409.11,17.37,URBAN_COST_SURVEY,COST_V1,2025-09-16
2018-08,EE,CITY_EE_0031,115.35,115.23,200.67,117.94,116.56,14.25,8.16,1669.38,-5.45,-31.27,105.55,1532.15,3119.75,31.85,NATIONAL_PRICE_OBS,COST_V2,2025-08-28
2018-09,IT,CITY_IT_0068,87.19,92.16,146.07,84.91,88.77,11.34,2.8,2283.78,-1.66,0.2,110.71,697.3,4630.15,35.66,HICP_CITY_MODEL,COST_V3,2025-04-17
2018-10,PT,CITY_PT_0105,95.75,92.03,190.01,90.46,88.51,16.46,6.91,1200.52,-4.28,-11.07,117.88,1598.29,4232.6,59.63,EUROSTAT_HICP,COST_V1,2024-12-16
2018-11,BE,CITY_BE_0142,95.41,94.01,189.81,95.5,127.86,23.53,9.41,2732.98,-0.49,-34.38,131.2,964.91,5193.99,21.3,URBAN_COST_SURVEY,COST_V2,2024-11-13
2018-12,FI,CITY_FI_0179,113.57,109.11,186.9,121.14,161.92,22.61,13.64,3675.29,-0.35,-9.23,156.58,678.46,5831.03,56.03,NATIONAL_PRICE_OBS,COST_V3,2024-10-11
2019-01,LV,CITY_LV_0216,103.9,113.3,190.16,98.19,120.08,10.15,14.68,2530.7,5.29,-28.93,99.31,1126.73,2750.9,7.07,HICP_CITY_MODEL,COST_V1,2025-08-18
2019-02,RO,CITY_RO_0253,96.64,98.52,88.03,112.29,92.0,11.77,13.96,1998.27,3.1,-9.7,69.84,548.03,2051.19,25.09,EUROSTAT_HICP,COST_V2,2024-03-04
2019-03,BG,CITY_BG_0290,107.0,122.57,120.78,108.74,102.05,10.15,11.37,1478.61,3.16,-9.18,99.43,1534.36,2714.31,57.56,URBAN_COST_SURVEY,COST_V3,2024-07-01
2019-04,FR,CITY_FR_0327,98.39,104.71,174.53,92.74,131.72,20.64,8.11,3331.03,2.94,-4.95,88.85,686.59,5713.5,59.37,NATIONAL_PRICE_OBS,COST_V1,2025-05-16
2019-05,LT,CITY_LT_0364,86.4,86.72,172.86,96.34,101.47,13.1,10.51,3290.99,-3.1,-2.06,70.07,684.75,3772.82,27.36,HICP_CITY_MODEL,COST_V2,2025-11-21
2019-06,SK,CITY_SK_0401,94.63,101.48,144.6,103.19,112.98,6.77,16.58,2954.36,-5.46,-9.97,109.32,528.19,1587.5,59.28,EUROSTAT_HICP,COST_V3,2025-06-23
2019-07,HR,CITY_HR_0438,104.58,107.89,120.15,101.49,97.29,15.9,10.62,2803.74,-1.2,-26.89,75.71,1466.97,4170.82,80.6,URBAN_COST_SURVEY,COST_V1,2024-01-28
2019-08,DE,CITY_DE_0475,116.6,133.35,213.83,110.62,166.06,19.52,15.39,3063.19,1.12,-19.5,110.05,1857.62,2477.13,14.89,NATIONAL_PRICE_OBS,COST_V2,2025-10-07
2019-09,LU,CITY_LU_0512,93.15,93.83,144.94,94.41,131.22,14.15,15.57,4767.79,-1.14,-9.54,103.81,1905.34,6130.64,49.02,HICP_CITY_MODEL,COST_V3,2025-06-16
2019-10,SI,CITY_SI_0549,106.8,120.46,157.25,125.68,96.94,18.46,6.1,1506.77,-3.62,-23.28,86.49,776.21,4601.76,21.17,EUROSTAT_HICP,COST_V1,2025-08-31
2019-11,CY,CITY_CY_0586,94.2,94.16,100.89,107.69,100.3,17.5,2.05,918.46,5.35,-23.21,114.22,578.11,3646.95,35.55,URBAN_COST_SURVEY,COST_V2,2025-07-06
2019-12,GR,CITY_GR_0623,83.33,82.64,77.35,83.34,94.17,13.57,8.66,865.07,5.93,-0.51,115.63,1210.39,2021.68,7.0,NATIONAL_PRICE_OBS,COST_V3,2025-12-16
2020-01,MT,CITY_MT_0660,109.63,117.85,177.1,101.74,116.46,13.68,13.03,3184.75,-0.62,-16.23,72.02,739.59,2602.69,49.02,HICP_CITY_MODEL,COST_V1,2024-10-28
2020-02,ES,CITY_ES_0697,86.66,85.68,89.0,102.77,91.37,9.49,2.58,3828.1,2.42,-7.7,101.22,1435.64,1550.32,16.23,EUROSTAT_HICP,COST_V2,2025-05-24
2020-03,CZ,CITY_CZ_0734,115.51,121.38,161.25,124.33,121.83,14.78,4.78,2582.15,2.55,-5.47,101.4,1499.33,1745.5,20.93,URBAN_COST_SURVEY,COST_V3,2025-11-22
2020-04,HU,CITY_HU_0771,85.59,83.64,133.85,86.51,80.17,8.84,11.19,2185.47,4.34,-19.96,113.83,796.69,4571.45,53.94,NATIONAL_PRICE_OBS,COST_V1,2026-02-06
2020-05,NL,CITY_NL_0808,97.07,104.37,190.62,90.35,111.01,21.07,2.8,1724.14,0.93,-29.76,134.93,687.51,2466.61,54.59,HICP_CITY_MODEL,COST_V2,2025-11-16
2020-06,SE,CITY_SE_0845,94.26,105.09,104.42,98.06,123.67,12.87,6.51,4451.88,4.72,-13.93,102.98,1723.44,5243.14,48.32,EUROSTAT_HICP,COST_V3,2024-05-02
2020-07,DK,CITY_DK_0882,91.11,94.79,188.64,101.37,109.26,16.85,15.85,2757.96,5.66,-3.31,117.62,839.99,5627.86,52.06,URBAN_COST_SURVEY,COST_V1,2024-11-29
2020-08,IE,CITY_IE_0919,111.9,119.84,132.31,126.15,137.48,22.31,12.96,1658.7,1.29,1.23,133.72,1886.96,1946.96,20.53,NATIONAL_PRICE_OBS,COST_V2,2024-12-02
2020-09,PL,CITY_PL_0956,97.26,102.29,201.77,111.0,114.49,7.69,15.95,2076.07,-4.49,-5.69,115.4,714.14,2595.48,43.42,HICP_CITY_MODEL,COST_V3,2024-09-16
2020-10,AT,CITY_AT_0993,123.52,132.68,148.32,134.93,156.08,17.82,10.7,3180.26,-1.67,2.09,140.73,1722.65,3072.48,55.79,EUROSTAT_HICP,COST_V1,2024-05-11
2020-11,EE,CITY_EE_1030,121.1,121.36,193.48,142.26,143.83,19.06,9.54,3112.43,2.73,-24.92,128.31,1029.81,2957.51,29.56,URBAN_COST_SURVEY,COST_V2,2025-09-02
2020-12,IT,CITY_IT_1067,91.42,105.06,82.61,95.44,93.1,16.75,10.4,3714.61,5.08,-17.59,98.4,1562.91,2741.64,28.95,NATIONAL_PRICE_OBS,COST_V3,2025-03-28
2021-01,PT,CITY_PT_1104,125.52,125.01,159.31,124.52,134.79,19.63,6.61,2751.83,-2.0,-10.22,97.13,758.38,2024.35,12.9,HICP_CITY_MODEL,COST_V1,2025-12-12
2021-02,BE,CITY_BE_1141,94.75,96.91,189.09,92.4,123.86,10.8,16.71,1517.83,3.21,-22.28,124.88,1473.54,5890.18,4.78,EUROSTAT_HICP,COST_V2,2025-02-27
2021-03,FI,CITY_FI_1178,115.63,119.03,138.78,109.01,133.97,22.12,9.44,2990.28,0.46,-24.15,93.16,1845.86,3058.22,31.57,URBAN_COST_SURVEY,COST_V3,2025-07-07
2021-04,LV,CITY_LV_1215,96.11,94.49,156.85,111.9,99.48,10.62,10.43,2204.66,-2.78,-17.17,92.12,695.08,1943.16,10.47,NATIONAL_PRICE_OBS,COST_V1,2025-08-08
2021-05,RO,CITY_RO_1252,89.76,102.36,83.5,104.95,92.83,15.43,5.78,2317.35,3.51,-27.15,111.15,955.35,2117.32,58.01,HICP_CITY_MODEL,COST_V2,2024-02-07
2021-06,BG,CITY_BG_1289,124.39,130.53,131.33,146.69,112.95,17.01,4.41,1011.52,-7.24,-4.09,84.28,679.38,2650.81,29.44,EUROSTAT_HICP,COST_V3,2025-04-03
2021-07,FR,CITY_FR_1326,121.88,132.03,183.39,145.81,134.31,8.31,8.1,3599.24,2.29,-34.82,121.31,681.56,5677.37,58.75,URBAN_COST_SURVEY,COST_V1,2025-04-29
2021-08,LT,CITY_LT_1363,93.67,89.62,97.55,104.42,111.23,9.06,15.14,1328.48,-1.58,-24.64,96.56,919.08,2197.85,33.67,NATIONAL_PRICE_OBS,COST_V2,2024-01-17
2021-09,SK,CITY_SK_1400,96.8,106.31,104.89,106.36,95.3,18.73,6.41,3852.48,0.84,-14.61,97.58,1500.56,2340.76,14.64,HICP_CITY_MODEL,COST_V3,2025-10-10
2021-10,HR,CITY_HR_1437,98.16,112.18,155.21,93.51,92.36,17.24,6.29,1504.07,-4.22,-21.28,112.75,640.54,1771.26,73.85,EUROSTAT_HICP,COST_V1,2025-12-28
2021-11,DE,CITY_DE_1474,136.69,130.64,156.78,141.54,196.31,13.64,9.59,2713.14,-1.41,-10.0,91.68,1485.57,5065.22,7.14,URBAN_COST_SURVEY,COST_V2,2025-06-08
2021-12,LU,CITY_LU_1511,123.4,125.46,241.79,144.05,149.94,6.4,10.23,3827.65,-6.78,-25.61,105.42,746.74,1703.79,52.33,NATIONAL_PRICE_OBS,COST_V3,2024-01-15
2022-01,SI,CITY_SI_1548,121.41,121.73,224.9,144.13,143.36,19.91,4.0,1102.35,-3.64,-14.01,123.79,735.85,4537.31,55.23,HICP_CITY_MODEL,COST_V1,2026-01-16
2022-02,CY,CITY_CY_1585,93.89,93.58,166.5,96.6,108.88,15.12,3.04,1389.01,5.83,-23.87,125.98,934.35,3197.92,53.72,EUROSTAT_HICP,COST_V2,2024-07-22
2022-03,GR,CITY_GR_1622,129.17,132.1,183.26,119.7,140.08,23.55,20.09,3794.58,1.77,-31.12,104.49,933.59,4092.17,35.8,URBAN_COST_SURVEY,COST_V3,2024-04-12
2022-04,MT,CITY_MT_1659,118.53,118.63,319.21,141.26,115.75,9.62,5.43,1232.36,-0.95,-35.52,111.5,1167.17,3207.29,21.56,NATIONAL_PRICE_OBS,COST_V1,2025-06-22
2022-05,ES,CITY_ES_1696,107.48,119.58,219.61,115.74,97.69,10.24,13.17,856.26,-2.08,-35.21,78.38,804.77,4473.34,72.19,HICP_CITY_MODEL,COST_V2,2025-05-06
2022-06,CZ,CITY_CZ_1733,107.0,102.2,151.1,102.02,126.82,16.36,10.42,3349.45,-3.52,-7.71,96.58,822.05,2425.73,58.63,EUROSTAT_HICP,COST_V3,2025-12-18
2022-07,HU,CITY_HU_1770,99.46,99.12,219.9,112.71,105.95,19.09,12.95,3438.19,4.97,-36.57,74.01,1571.14,4097.3,44.06,URBAN_COST_SURVEY,COST_V1,2024-05-16
2022-08,NL,CITY_NL_1807,133.0,128.53,302.2,144.49,174.51,24.39,11.46,3919.26,-1.7,-18.77,154.28,782.71,1866.15,24.51,NATIONAL_PRICE_OBS,COST_V2,2024-10-09
2022-09,SE,CITY_SE_1844,111.96,115.93,220.4,103.3,163.68,7.86,6.81,2125.99,-2.32,-18.64,143.85,1524.49,2516.81,20.95,HICP_CITY_MODEL,COST_V3,2024-12-24
2022-10,DK,CITY_DK_1881,114.63,126.05,140.83,110.31,138.71,24.71,8.03,4576.76,-1.82,-0.38,147.13,646.35,5344.99,56.53,EUROSTAT_HICP,COST_V1,2024-04-06
2022-11,IE,CITY_IE_1918,117.08,118.76,195.71,139.81,135.51,13.29,3.97,3200.2,-1.92,-32.18,114.21,791.1,4475.65,30.99,URBAN_COST_SURVEY,COST_V2,2024-03-12
2022-12,PL,CITY_PL_1955,134.17,135.54,215.0,158.26,154.2,15.6,15.23,1135.53,0.67,-37.71,90.03,1540.03,3820.95,14.56,NATIONAL_PRICE_OBS,COST_V3,2024-04-30
2023-01,AT,CITY_AT_1992,104.86,104.48,163.4,107.72,125.43,22.94,4.16,1368.23,1.54,-6.37,89.56,1757.63,4939.28,59.21,HICP_CITY_MODEL,COST_V1,2024-09-21
2023-02,EE,CITY_EE_2029,122.26,124.87,172.02,143.42,142.87,17.75,8.28,1330.48,-4.39,-21.97,126.43,1348.45,1478.41,23.45,EUROSTAT_HICP,COST_V2,2025-10-09
2023-03,IT,CITY_IT_2066,94.95,96.16,97.5,105.48,100.8,7.96,6.11,3568.98,-2.7,-6.28,102.83,879.04,1343.7,25.84,URBAN_COST_SURVEY,COST_V3,2024-12-14
2023-04,PT,CITY_PT_2103,131.56,140.6,185.3,134.14,132.61,27.7,13.4,1072.26,-4.74,-27.51,97.84,990.15,3276.08,65.8,NATIONAL_PRICE_OBS,COST_V1,2024-07-11
2023-05,BE,CITY_BE_2140,127.71,146.03,196.02,150.95,174.14,16.68,4.04,2299.93,-7.52,-9.27,97.06,983.6,5742.7,39.69,HICP_CITY_MODEL,COST_V2,2025-07-01
2023-06,FI,CITY_FI_2177,112.54,108.44,192.82,130.96,157.81,7.68,12.41,1263.93,1.27,-13.25,144.92,1840.85,6277.15,17.23,EUROSTAT_HICP,COST_V3,2024-12-26
2023-07,LV,CITY_LV_2214,121.98,118.94,198.92,118.87,146.78,16.6,5.3,1506.19,-1.81,-10.59,83.59,1470.21,4007.09,12.77,URBAN_COST_SURVEY,COST_V1,2025-08-31
2023-08,RO,CITY_RO_2251,102.12,101.74,125.57,117.14,122.63,22.25,9.02,2239.82,-5.71,-31.34,81.28,592.72,2673.55,22.34,NATIONAL_PRICE_OBS,COST_V2,2025-08-27
2023-09,BG,CITY_BG_2288,103.62,118.15,139.15,105.33,120.07,22.22,9.45,2125.25,3.1,-16.87,123.09,1312.93,4976.36,13.04,HICP_CITY_MODEL,COST_V3,2025-12-13
2023-10,FR,CITY_FR_2325,105.26,117.63,186.51,98.06,129.67,10.44,15.99,1986.08,-1.21,-8.9,100.1,684.22,4837.35,9.85,EUROSTAT_HICP,COST_V1,2025-12-15
2023-11,LT,CITY_LT_2362,105.82,121.36,135.83,119.43,104.05,17.57,11.46,3390.58,1.12,-16.13,86.19,762.72,3357.38,30.55,URBAN_COST_SURVEY,COST_V2,2024-12-05
2023-12,SK,CITY_SK_2399,120.87,119.6,197.11,134.37,136.15,7.88,17.15,1821.21,-5.45,-11.87,125.01,661.74,4485.79,9.83,NATIONAL_PRICE_OBS,COST_V3,2025-12-08
2024-01,HR,CITY_HR_2436,85.45,88.16,84.56,86.77,101.79,15.4,9.89,1042.23,-0.85,-14.06,118.42,1292.7,3781.04,22.11,HICP_CITY_MODEL,COST_V1,2024-01-07
2024-02,DE,CITY_DE_2473,112.42,120.16,202.35,119.72,163.69,23.36,3.92,3762.34,-0.18,-14.75,136.42,1445.15,2988.28,12.86,EUROSTAT_HICP,COST_V2,2026-01-21
2024-03,LU,CITY_LU_2510,113.28,126.08,138.95,120.76,155.85,6.94,11.67,2843.67,-1.14,-19.8,146.71,1919.05,4096.22,15.9,URBAN_COST_SURVEY,COST_V3,2024-03-23
2024-04,SI,CITY_SI_2547,91.38,88.95,143.1,90.11,109.52,19.53,11.68,1989.18,6.03,-8.17,78.68,638.55,3672.6,42.1,NATIONAL_PRICE_OBS,COST_V1,2024-05-06
2024-05,CY,CITY_CY_2584,86.95,93.2,167.46,96.6,80.16,15.45,14.4,1704.41,-0.97,-17.05,76.24,1475.07,3268.72,48.72,HICP_CITY_MODEL,COST_V2,2025-12-12
2024-06,GR,CITY_GR_2621,83.56,87.47,78.71,91.29,88.61,15.28,8.62,1039.83,0.5,3.67,95.18,863.06,1334.24,61.35,EUROSTAT_HICP,COST_V3,2025-01-26
2024-07,MT,CITY_MT_2658,93.03,98.31,192.2,96.16,101.0,5.83,3.65,1130.44,0.45,-29.32,73.91,664.87,1637.01,35.76,URBAN_COST_SURVEY,COST_V1,2024-07-03
2024-08,ES,CITY_ES_2695,91.23,96.78,96.68,105.15,94.65,22.25,12.66,1365.29,-0.37,-22.46,85.42,1279.98,4391.19,16.4,NATIONAL_PRICE_OBS,COST_V2,2025-10-18
2024-09,CZ,CITY_CZ_2732,110.49,110.75,213.77,130.0,111.85,10.88,3.17,3749.93,-0.87,-26.64,76.75,1569.5,3771.13,23.58,HICP_CITY_MODEL,COST_V3,2024-12-06
2024-10,HU,CITY_HU_2769,114.52,123.99,176.49,130.61,131.1,23.78,5.16,2674.81,-0.21,-4.76,112.21,1079.09,3050.32,36.4,EUROSTAT_HICP,COST_V1,2024-03-08
2024-11,NL,CITY_NL_2806,98.53,106.07,160.56,111.78,117.51,11.03,3.34,2614.28,-0.35,-1.3,158.73,1635.99,2554.55,58.52,URBAN_COST_SURVEY,COST_V2,2024-07-17
2024-12,SE,CITY_SE_2843,119.18,131.0,227.51,126.52,145.65,23.3,6.1,3492.65,-2.35,-24.46,159.73,1551.13,3351.4,43.68,NATIONAL_PRICE_OBS,COST_V3,2025-06-08
2025-01,DK,CITY_DK_2880,106.03,102.14,213.34,104.49,118.31,12.25,10.12,1381.27,-0.39,-12.49,123.27,1162.96,5101.52,8.14,HICP_CITY_MODEL,COST_V1,2024-02-19
2025-02,IE,CITY_IE_2917,109.11,123.04,182.39,122.69,151.85,21.26,12.45,2905.69,-3.76,-33.74,126.63,1821.64,2705.72,4.8,EUROSTAT_HICP,COST_V2,2025-04-13
2025-03,PL,CITY_PL_2954,96.36,100.96,191.15,111.14,102.53,9.2,12.08,3053.45,2.37,-9.51,113.13,650.63,4236.73,23.05,URBAN_COST_SURVEY,COST_V3,2024-04-16
2025-04,AT,CITY_AT_2991,103.43,110.73,147.81,96.88,127.74,12.43,14.2,4792.43,-4.13,-32.24,143.66,997.65,1979.52,18.08,NATIONAL_PRICE_OBS,COST_V1,2025-06-04
2025-05,EE,CITY_EE_3028,116.86,119.58,174.62,118.39,119.79,12.64,12.14,1836.93,1.16,-19.53,82.82,812.55,2994.58,55.23,HICP_CITY_MODEL,COST_V2,2024-03-09
2025-06,IT,CITY_IT_3065,118.43,119.59,159.06,129.82,108.22,11.14,13.83,3567.79,-1.15,-17.17,76.85,590.05,2496.0,59.39,EUROSTAT_HICP,COST_V3,2024-01-20
2025-07,PT,CITY_PT_3102,104.42,103.76,130.91,98.66,115.33,23.09,7.93,1083.19,-3.01,-26.46,98.25,863.95,3025.68,82.53,URBAN_COST_SURVEY,COST_V1,2024-07-18
2025-08,BE,CITY_BE_3139,92.88,92.38,89.45,105.69,114.21,7.41,8.61,3842.62,-1.04,1.36,125.15,1811.81,3029.12,18.3,NATIONAL_PRICE_OBS,COST_V2,2026-02-19
2025-09,FI,CITY_FI_3176,93.74,102.6,151.84,95.11,136.39,6.95,16.5,2300.56,3.64,-30.99,105.75,780.11,2951.3,39.82,HICP_CITY_MODEL,COST_V3,2025-07-31
2025-10,LV,CITY_LV_3213,90.51,95.13,156.1,103.78,84.4,12.31,10.88,2545.52,5.73,-33.75,81.17,1441.21,4137.13,55.74,EUROSTAT_HICP,COST_V1,2025-05-16
2025-11,RO,CITY_RO_3250,111.18,106.6,218.87,122.02,112.53,15.43,2.91,1451.18,4.91,-24.43,75.75,994.82,4389.27,32.07,URBAN_COST_SURVEY,COST_V2,2024-05-07
2025-12,BG,CITY_BG_3287,120.33,134.88,243.8,121.39,117.2,12.7,9.66,1621.94,-6.61,-39.98,98.93,678.33,3073.21,34.57,NATIONAL_PRICE_OBS,COST_V3,2026-02-21
2026-01,FR,CITY_FR_3324,116.0,130.39,194.19,134.24,156.05,22.16,15.48,3560.23,1.21,-6.15,99.97,842.28,5631.89,21.31,HICP_CITY_MODEL,COST_V1,2025-11-24
2026-02,LT,CITY_LT_3361,88.55,99.99,86.19,90.88,80.68,19.31,7.03,1348.21,-3.4,-17.23,99.15,709.32,2970.56,42.04,EUROSTAT_HICP,COST_V2,2026-01-21
2026-03,SK,CITY_SK_3398,118.23,130.89,113.01,138.95,117.21,14.36,2.27,1906.82,1.15,-11.44,85.57,722.58,4499.11,22.33,URBAN_COST_SURVEY,COST_V3,2024-05-01
2026-04,HR,CITY_HR_3435,114.99,112.01,187.15,125.16,113.45,17.41,3.59,1618.51,4.19,-15.68,88.09,995.23,3231.72,11.22,NATIONAL_PRICE_OBS,COST_V1,2025-06-08
2026-05,DE,CITY_DE_3472,105.26,115.1,163.0,98.01,131.17,17.56,9.85,3743.99,-0.35,-16.27,118.34,853.71,5424.97,35.95,HICP_CITY_MODEL,COST_V2,2025-10-27
2026-06,LU,CITY_LU_3509,128.93,135.46,245.69,124.09,151.92,7.33,6.62,4741.9,-5.72,-23.31,104.4,1338.58,5748.88,5.91,EUROSTAT_HICP,COST_V3,2025-05-17
