agri_cap_reference_year,agri_cap_country_iso2,agri_cap_region_nuts_code,agri_cap_farm_id_hash,agri_cap_farm_size_ha,agri_cap_farm_type_code,agri_cap_pillar_code,agri_cap_intervention_code,agri_cap_payment_amount_eur,agri_cap_payment_type_code,agri_cap_eco_scheme_flag,agri_cap_greening_requirement_flag,agri_cap_conditionality_noncompliance_flag,agri_cap_organic_farming_flag,agri_cap_natura2000_constraint_flag,agri_cap_young_farmer_support_flag,agri_cap_aecs_participation_flag,agri_cap_monitoring_satellite_flag,agri_cap_eu_funds_source,agri_cap_data_extract_date
2021,SE,LV56,0ec9ed0736b30aecac93a0b3,30.91,ORCHARD,MIXED,LESS_FAVOURED_AREA,15505.01,CO_FINANCED,0,1,0,0,0,0,0,1,EAGF,2025-03-05
2022,CY,BE4,e1e48a00b252a0f4f42366e9,24.7,OLIVE,PILLAR2_RURAL_DEVELOPMENT,CRISS,9430.29,ANNUAL,0,0,0,0,0,0,1,1,NATIONAL_TOPUP,2024-04-12
2023,FR,DE126,522bedd9b2e2b5261566f017,42.79,MIXED,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,9038.54,TOP_UP,0,0,0,0,0,0,0,0,RRF_COFIN,2024-07-16
2024,IT,LU25,28338f5ea9c591672f8997da,23.75,OTHER,MIXED,AECM,9437.58,RESULT_BASED,1,1,0,0,0,1,0,1,EAFRD,2025-10-14
2025,NL,SK318,3ef377e992cb902c3c5c461d,18.78,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,BISS,3449.03,LUMP_SUM,0,1,0,0,0,0,0,1,EAGF,2025-02-09
2026,SI,BE2,51add282c59e78fa3f71c3d8,11.32,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,4023.12,CO_FINANCED,0,1,0,1,0,0,0,0,NATIONAL_TOPUP,2025-04-24
2014,BG,EE8,bbc01f368916a3016286fcb1,31.95,ARABLE,MIXED,ECO_SCHEME,5452.0,ANNUAL,1,1,0,1,0,1,0,0,RRF_COFIN,2025-10-19
2015,EE,NL79,a876f0ed800a3d05480aca45,3.83,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,520.05,TOP_UP,0,1,0,0,1,1,0,1,EAFRD,2024-01-24
2016,HU,AT4,993f7405705bb57d99dd409c,13.15,VINEYARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,3649.64,RESULT_BASED,0,1,0,0,0,0,1,0,EAGF,2024-12-30
2017,LU,PT24,83aa619a1817e203f9b4b70c,18.9,DAIRY,MIXED,CRISS,4322.87,LUMP_SUM,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-02-28
2018,RO,PT66,d7e58a20d8b67535f75342c4,25.84,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,7504.21,CO_FINANCED,0,1,1,0,0,0,0,1,RRF_COFIN,2025-01-31
2019,AT,MT12,eaa8a68be9d3896c2844926b,31.43,OLIVE,PILLAR1_DIRECT_PAYMENTS,AECM,11292.31,ANNUAL,0,1,0,0,0,0,0,0,EAFRD,2024-10-04
2020,CZ,LU91,b79410983ad23896f9eebb3d,29.59,MIXED,MIXED,BISS,9166.29,TOP_UP,1,0,0,0,0,0,0,0,EAGF,2024-09-11
2021,DE,CZ602,d68257de6b8163c7d69aea7b,43.5,OTHER,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,14858.44,RESULT_BASED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-07-25
2022,LV,IE2,3de57c174f2ba601af2ee5fb,24.87,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,10485.39,LUMP_SUM,1,0,1,0,0,0,0,1,RRF_COFIN,2025-10-24
2023,PL,HU2,ffb55564886bde7fc02300b8,11.11,HORTICULTURE,MIXED,YOUNG_FARMERS,2859.93,CO_FINANCED,0,1,0,1,0,1,0,0,EAFRD,2025-10-08
2024,ES,DK85,b1bbe312d7b5cc2899c0d688,73.46,ARABLE,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,21215.91,ANNUAL,1,1,0,0,1,0,0,1,EAGF,2025-12-30
2025,HR,SE58,79640c646ee47c2c9ba27d1e,29.84,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,CRISS,8747.57,TOP_UP,1,1,0,0,1,0,0,1,NATIONAL_TOPUP,2025-06-02
2026,FI,LT346,7d0a337f0d699b1b17380bc6,14.81,VINEYARD,MIXED,RISK_MANAGEMENT,3646.23,RESULT_BASED,0,0,0,0,0,0,0,1,RRF_COFIN,2024-11-13
2014,IE,HR3,2e11c2b49fc754713132431e,38.2,DAIRY,PILLAR2_RURAL_DEVELOPMENT,AECM,15702.58,LUMP_SUM,1,1,0,0,0,0,0,1,EAFRD,2024-11-02
2015,MT,PT9,61cde1212ab868a5d824705a,8.85,ORCHARD,PILLAR1_DIRECT_PAYMENTS,BISS,3689.92,CO_FINANCED,0,1,0,0,0,0,0,0,EAGF,2026-01-24
2016,SK,AT91,84de05c5e1b404a8bc072d58,20.53,OLIVE,MIXED,INVESTMENT_AID,8065.15,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-08-12
2017,BE,HU974,561619316c27d5e9f3f5c628,71.7,MIXED,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,16831.2,TOP_UP,1,1,0,0,0,0,0,0,RRF_COFIN,2026-01-02
2018,DK,DE71,99d9127dcd9b0fd4619dca96,40.93,OTHER,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,10507.11,RESULT_BASED,0,1,0,0,0,1,1,1,EAFRD,2025-09-30
2019,GR,AT94,27632e24ddfe2cc9a5b3f2df,25.8,SHEEP_GOAT,MIXED,LESS_FAVOURED_AREA,8375.5,LUMP_SUM,0,1,1,0,0,0,1,1,EAGF,2024-02-12
2020,LT,LT16,145fef1e580b6cc084fe6c11,27.42,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,CRISS,5127.66,CO_FINANCED,1,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-04-12
2021,PT,IT5,09d37260be8e465150f73857,33.65,ARABLE,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,9460.04,ANNUAL,0,1,0,0,0,0,0,1,RRF_COFIN,2024-03-22
2022,SE,EE9,681cceddc5e6d0644847b23a,14.25,PIGS_POULTRY,MIXED,AECM,5823.93,TOP_UP,1,0,0,0,0,0,0,0,EAFRD,2024-10-04
2023,CY,SI77,60fa05c76650e219a87d8287,6.03,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,BISS,2208.94,RESULT_BASED,0,1,1,1,0,0,0,1,EAGF,2025-01-24
2024,FR,ES3,64453f7b4b9cd77ed5be080a,42.32,DAIRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,12197.1,LUMP_SUM,0,0,0,1,0,0,0,1,NATIONAL_TOPUP,2024-08-22
2025,IT,IE63,a0075de9a5a9c13dd8f95864,24.73,ORCHARD,MIXED,ECO_SCHEME,4094.21,CO_FINANCED,0,0,0,0,0,0,0,1,RRF_COFIN,2024-12-30
2026,NL,LU87,d379a238711e4ee2b8cc9bec,29.75,OLIVE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,7261.43,ANNUAL,0,1,0,0,0,1,0,1,EAFRD,2024-11-07
2014,SI,PL14,af4728f6ed4373f6d6481646,11.77,MIXED,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,3404.78,TOP_UP,0,1,0,0,0,0,1,0,EAGF,2025-06-01
2015,BG,SK6,2c656035a859fe22b0219704,23.27,OTHER,MIXED,CRISS,3850.16,RESULT_BASED,0,0,1,0,1,0,0,1,NATIONAL_TOPUP,2024-12-30
2016,EE,DK32,66740cd61a4e686e3cbbcb1d,66.56,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,28369.33,LUMP_SUM,0,0,0,0,0,0,0,1,RRF_COFIN,2025-04-28
2017,HU,AT972,7c6a1d868612448fb40502d6,16.93,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,AECM,3254.47,CO_FINANCED,1,0,0,1,1,1,0,1,EAFRD,2025-11-26
2018,LU,IE55,3c42420a1ee28fbbe6267e3e,29.18,ARABLE,MIXED,BISS,9515.6,ANNUAL,0,1,0,0,0,0,0,1,EAGF,2025-08-04
2019,RO,LT67,36720656c9506eb77bd8b42d,32.83,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,12738.57,TOP_UP,1,1,0,0,1,0,0,0,NATIONAL_TOPUP,2025-08-03
2020,AT,NL49,e78c81b0e834a1f8fd16db1f,6.1,VINEYARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,1335.12,RESULT_BASED,0,1,0,1,0,0,0,1,RRF_COFIN,2025-04-21
2021,CZ,SI96,d30f9aaa153d58efd5c8a1d0,29.41,DAIRY,MIXED,YOUNG_FARMERS,10080.79,LUMP_SUM,0,0,0,1,0,1,0,1,EAFRD,2025-05-15
2022,DE,AT469,bbbf78c44ab95af48ebfcb35,15.2,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,6735.46,CO_FINANCED,0,1,0,0,0,0,1,1,EAGF,2024-06-08
2023,LV,SE62,21730d2b62948921472a4dfa,36.77,OLIVE,PILLAR1_DIRECT_PAYMENTS,CRISS,12035.25,ANNUAL,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-10-27
2024,PL,MT28,21b97454a0f9e117dc478e5c,5.6,MIXED,MIXED,RISK_MANAGEMENT,3084.25,TOP_UP,0,1,0,0,0,0,0,1,RRF_COFIN,2025-06-10
2025,ES,MT25,7693984aad343960e53a24cb,25.25,OTHER,PILLAR2_RURAL_DEVELOPMENT,AECM,9630.75,RESULT_BASED,1,1,0,0,0,0,0,1,EAFRD,2025-12-12
2026,HR,DK2,ad88fa0b2a5390872cec8bd2,40.3,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,BISS,7097.45,LUMP_SUM,0,1,0,1,0,1,1,1,EAGF,2024-07-22
2014,FI,IE20,967ec2b7f529a51683b991c3,23.75,HORTICULTURE,MIXED,INVESTMENT_AID,3250.75,CO_FINANCED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-07-17
2015,IE,LV147,f15c6aad33f7e1bc8098edd7,39.75,ARABLE,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,15263.19,ANNUAL,1,0,0,0,1,0,0,1,RRF_COFIN,2025-06-23
2016,MT,BE894,12a5014fca0f81be56d6fec0,32.38,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,14324.7,TOP_UP,0,0,0,0,1,1,0,1,EAFRD,2025-04-05
2017,SK,EE4,c91bc8f0a2086bafbfaa3a2f,10.79,VINEYARD,MIXED,LESS_FAVOURED_AREA,2818.64,RESULT_BASED,1,1,0,0,0,1,0,1,EAGF,2024-07-16
2018,BE,CY75,29432d15148ec510d9bc55a8,35.03,DAIRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,16250.59,LUMP_SUM,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-02-18
2019,DK,DE937,94eacc185bef58a03f651d81,55.88,ORCHARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,6083.08,CO_FINANCED,0,0,0,0,1,1,0,0,RRF_COFIN,2025-04-23
2020,GR,NL6,38305e18069b8bdedfe8dc6d,28.41,OLIVE,MIXED,AECM,6269.76,ANNUAL,1,1,1,0,0,0,0,1,EAFRD,2025-12-17
2021,LT,HR55,269783796a4505d78fa70107,72.38,MIXED,PILLAR2_RURAL_DEVELOPMENT,BISS,39662.41,TOP_UP,1,1,1,0,0,0,0,0,EAGF,2025-08-26
2022,PT,LT50,870c5b9ec8d5953057852fa6,105.58,OTHER,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,14309.96,RESULT_BASED,0,1,0,0,1,0,0,0,NATIONAL_TOPUP,2025-10-15
2023,SE,DE382,f2c2988871039b3f5966a0cb,31.0,SHEEP_GOAT,MIXED,ECO_SCHEME,9497.2,LUMP_SUM,1,0,0,0,0,0,0,1,RRF_COFIN,2025-02-24
2024,CY,BE500,32135d756025d97e491c18a8,42.12,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,15091.21,CO_FINANCED,1,1,0,0,0,1,0,1,EAFRD,2025-06-07
2025,FR,LV496,fecdcfd72ababf01344d2886,46.89,ARABLE,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,10939.44,ANNUAL,1,1,0,0,0,1,0,0,EAGF,2024-07-13
2026,IT,RO3,4e41389124bd1f67bfb90361,47.87,PIGS_POULTRY,MIXED,CRISS,15706.84,TOP_UP,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-07-31
2014,NL,PL216,e42b595bc131aec087a35e72,37.52,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,7566.14,RESULT_BASED,0,1,0,0,0,0,0,0,RRF_COFIN,2024-02-13
2015,SI,NL752,61ad019f90ba60e755d873e7,33.26,DAIRY,PILLAR1_DIRECT_PAYMENTS,AECM,8767.45,LUMP_SUM,0,0,0,0,0,0,1,1,EAFRD,2025-07-17
2016,BG,PT29,1e50006453311c56660182d3,26.32,ORCHARD,MIXED,BISS,6601.27,CO_FINANCED,0,1,0,0,0,0,0,1,EAGF,2025-05-12
2017,EE,DK30,0b4669211d7c6764def22091,22.56,OLIVE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,9312.73,ANNUAL,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-08-03
2018,HU,LV28,4d3ed4c734228530b4678d76,22.74,MIXED,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,4711.82,TOP_UP,1,1,0,0,0,0,0,0,RRF_COFIN,2026-01-19
2019,LU,ES1,20d4085c945d2bed4eba79ca,9.21,OTHER,MIXED,YOUNG_FARMERS,775.89,RESULT_BASED,1,1,0,0,0,1,1,1,EAFRD,2025-07-26
2020,RO,AT684,43686e5f2f482c384089a00b,14.33,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,4751.88,LUMP_SUM,0,1,0,0,1,0,1,0,EAGF,2024-04-21
2021,AT,MT3,5bd44cf19465d3fec0050a1a,22.8,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,CRISS,10559.17,CO_FINANCED,0,0,0,0,1,0,0,1,NATIONAL_TOPUP,2025-06-01
2022,CZ,CZ269,3cfd830eaf8339e2b382e24c,58.1,ARABLE,MIXED,RISK_MANAGEMENT,12248.43,ANNUAL,0,1,0,0,0,0,0,0,RRF_COFIN,2024-02-14
2023,DE,GR90,834f91d7bf4fcd5763be41f2,11.59,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,AECM,1981.39,TOP_UP,1,0,0,0,0,0,1,1,EAFRD,2025-07-09
2024,LV,RO9,f236255c4945f3160e382260,27.26,VINEYARD,PILLAR1_DIRECT_PAYMENTS,BISS,9789.27,RESULT_BASED,0,0,0,0,1,0,0,1,EAGF,2024-10-03
2025,PL,GR450,4b279a8a152daeeadc33845e,30.87,DAIRY,MIXED,INVESTMENT_AID,6798.82,LUMP_SUM,0,1,0,0,1,0,0,1,NATIONAL_TOPUP,2026-01-09
2026,ES,RO885,f6222525023777624b1ef177,27.22,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,8043.85,CO_FINANCED,1,1,0,1,0,0,1,1,RRF_COFIN,2024-04-27
2014,HR,RO84,433f26f9481b2fdbcabada1a,12.76,OLIVE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,3640.94,ANNUAL,0,1,0,0,0,1,0,1,EAFRD,2025-05-19
2015,FI,SE33,f8d1b6371961858c981b88eb,22.22,MIXED,MIXED,LESS_FAVOURED_AREA,3335.31,TOP_UP,0,0,0,0,0,0,0,0,EAGF,2024-04-26
2016,IE,AT2,327b329a26c9b44afabba8e9,19.76,OTHER,PILLAR2_RURAL_DEVELOPMENT,CRISS,7111.39,RESULT_BASED,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-02-04
2017,MT,SK912,61d9942528c08961a72240aa,44.69,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,5714.3,LUMP_SUM,0,1,0,0,0,1,1,0,RRF_COFIN,2024-11-30
2018,SK,LU813,91c3819e9ebb56f59a1cc03d,22.44,HORTICULTURE,MIXED,AECM,4835.13,CO_FINANCED,1,1,0,0,0,0,1,1,EAFRD,2025-12-22
2019,BE,CY18,8cd0ebeb23ef29466e1b8f69,29.68,ARABLE,PILLAR2_RURAL_DEVELOPMENT,BISS,11693.08,ANNUAL,0,1,0,0,0,0,0,0,EAGF,2025-09-07
2020,DK,RO15,3c1599fe27016802933ac302,15.56,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,5141.55,TOP_UP,0,1,0,0,1,0,0,1,NATIONAL_TOPUP,2025-11-01
2021,GR,BG3,5f4babdb4df34e92b566bb45,20.31,VINEYARD,MIXED,ECO_SCHEME,8480.16,RESULT_BASED,1,0,0,0,1,1,0,1,RRF_COFIN,2025-12-04
2022,LT,HR4,9f39e1ca0999168062db0f10,37.18,DAIRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,4079.47,LUMP_SUM,1,1,0,0,0,1,0,1,EAFRD,2024-10-18
2023,PT,AT30,6d8a2293a7d48a647b5fe789,40.12,ORCHARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,22015.86,CO_FINANCED,0,0,0,1,0,0,1,1,EAGF,2024-11-13
2024,SE,MT86,b0234e2edfec714ef0fe5853,21.82,OLIVE,MIXED,CRISS,5713.93,ANNUAL,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-12-11
2025,CY,PT466,2df7d7473b398fd605d9dfe3,79.99,MIXED,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,16704.62,TOP_UP,1,1,0,0,0,0,0,1,RRF_COFIN,2025-07-25
2026,FR,HU19,5a33778709dfa66051d3ae1b,38.85,OTHER,PILLAR1_DIRECT_PAYMENTS,AECM,14205.88,RESULT_BASED,1,1,0,1,0,0,0,0,EAFRD,2026-02-11
2014,IT,GR486,1df7317fbf10d969df93b5a7,18.48,SHEEP_GOAT,MIXED,BISS,9264.85,LUMP_SUM,0,1,0,0,0,0,0,0,EAGF,2025-05-09
2015,NL,LU975,d53c0ad8dc85ef460bda0862,41.91,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,10101.86,CO_FINANCED,1,1,0,1,0,0,0,1,NATIONAL_TOPUP,2024-06-25
2016,SI,LV851,27c964a42089a9b20025ebe9,18.4,ARABLE,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,5752.08,ANNUAL,0,1,0,0,0,0,0,1,RRF_COFIN,2025-06-17
2017,BG,GR60,ab959706d292cf4e0ff52422,15.15,PIGS_POULTRY,MIXED,YOUNG_FARMERS,3685.44,TOP_UP,1,0,0,0,0,1,0,1,EAFRD,2025-09-09
2018,EE,CZ63,e0af10043234d90e29d4d9da,14.19,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,5784.61,RESULT_BASED,0,1,0,0,0,0,0,1,EAGF,2025-12-25
2019,HU,MT4,fc5226b42ca21551f75d5568,11.23,DAIRY,PILLAR1_DIRECT_PAYMENTS,CRISS,2456.58,LUMP_SUM,0,1,0,0,0,1,0,1,NATIONAL_TOPUP,2025-04-26
2020,LU,LU612,75daaa22965e6ac3c590a605,6.64,ORCHARD,MIXED,RISK_MANAGEMENT,758.26,CO_FINANCED,0,1,0,1,0,0,1,1,RRF_COFIN,2024-03-24
2021,RO,NL798,9da79d5f85d5d13debe7ce16,56.75,OLIVE,PILLAR2_RURAL_DEVELOPMENT,AECM,20111.33,ANNUAL,1,0,0,0,0,1,1,1,EAFRD,2025-02-01
2022,AT,LV1,1e23e93896bbaf3278376fbf,8.24,MIXED,PILLAR1_DIRECT_PAYMENTS,BISS,1297.89,TOP_UP,0,1,0,0,0,0,0,1,EAGF,2025-04-08
2023,CZ,LU943,8628946bd26e5a9be5898da6,13.34,OTHER,MIXED,INVESTMENT_AID,4329.95,RESULT_BASED,0,1,1,0,0,0,0,1,NATIONAL_TOPUP,2025-11-15
2024,DE,LT871,5869e321b3e0929b72bb56cf,59.9,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,6342.81,LUMP_SUM,1,1,0,0,0,0,0,1,RRF_COFIN,2025-09-05
2025,LV,BE626,bc178a708b934ac548696113,17.44,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,8122.32,CO_FINANCED,0,1,0,1,0,1,0,0,EAFRD,2026-02-18
2026,PL,BG57,c3b577fa0eb71f43df27086b,9.22,ARABLE,MIXED,LESS_FAVOURED_AREA,2329.04,ANNUAL,0,1,1,0,0,0,1,1,EAGF,2025-08-29
2014,ES,PT715,0ce3eb5c9cf1403d49ae9073,23.27,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,3140.83,TOP_UP,0,0,0,0,0,0,1,1,NATIONAL_TOPUP,2024-09-02
2015,HR,FR703,b47aa172ffbe78a49971edbf,20.01,VINEYARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,7484.95,RESULT_BASED,1,1,0,0,0,0,0,1,RRF_COFIN,2025-09-21
2016,FI,IT170,04db2faa462f25dc60a7ea79,17.79,DAIRY,MIXED,AECM,5153.13,LUMP_SUM,1,0,0,0,0,0,0,1,EAFRD,2024-10-23
2017,IE,GR837,51d5b6843aed2000707e84e1,13.84,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,BISS,2492.31,CO_FINANCED,0,0,0,0,0,1,0,0,EAGF,2024-04-11
2018,MT,PT983,2d16c9627e805e59cc443504,12.44,OLIVE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,3066.74,ANNUAL,0,1,1,0,0,0,0,1,NATIONAL_TOPUP,2024-01-21
2019,SK,FI957,f9eec9613e24f4619e2ec38c,9.12,MIXED,MIXED,ECO_SCHEME,1297.07,TOP_UP,1,0,0,0,0,0,0,1,RRF_COFIN,2025-01-06
2020,BE,DE56,4e45cc6a03f3ecb91d86a143,21.98,OTHER,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,4775.81,RESULT_BASED,0,1,0,0,0,1,0,1,EAFRD,2024-06-13
2021,DK,GR844,78fae82dcd111347896547c0,28.66,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,8224.51,LUMP_SUM,0,0,1,0,0,0,1,1,EAGF,2024-12-26
2022,GR,MT6,6b9801e4fe62da86c687d21c,61.65,HORTICULTURE,MIXED,CRISS,8219.34,CO_FINANCED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-01-02
2023,LT,ES42,5e725c77a6f3e3c979515eec,11.37,ARABLE,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,5019.14,ANNUAL,0,0,0,0,0,0,1,0,RRF_COFIN,2025-12-22
2024,PT,AT1,6229fa0cce183f4eea3168ad,14.5,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,AECM,4379.26,TOP_UP,1,0,0,0,1,0,0,1,EAFRD,2026-02-04
2025,SE,SK589,1a22092868b9d471d570d1d6,38.14,VINEYARD,MIXED,BISS,17070.92,RESULT_BASED,0,1,0,1,0,0,0,1,EAGF,2025-09-30
2026,CY,BE80,bd99f96f6201cb3a8fbaf4c1,29.24,DAIRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,8248.16,LUMP_SUM,1,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-11-14
2014,FR,FR34,d5e95f79c7d4238a53efb77e,5.41,ORCHARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,1166.14,CO_FINANCED,1,0,0,0,0,1,0,1,RRF_COFIN,2026-02-01
2015,IT,AT6,d5924ecdeef05d0926c1ed77,28.29,OLIVE,MIXED,YOUNG_FARMERS,15391.25,ANNUAL,0,0,0,0,0,1,0,0,EAFRD,2025-08-23
2016,NL,ES864,5c5c27ad64d5129f766dc5a6,14.6,MIXED,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,6308.66,TOP_UP,0,1,0,0,0,0,1,1,EAGF,2025-09-24
2017,SI,RO268,ceee236bdd01319f84f68338,16.98,OTHER,PILLAR1_DIRECT_PAYMENTS,CRISS,2518.13,RESULT_BASED,0,1,0,0,0,0,1,1,NATIONAL_TOPUP,2025-04-17
2018,BG,NL62,df441946ff5a8fa1c4d8d443,14.56,SHEEP_GOAT,MIXED,RISK_MANAGEMENT,6712.0,LUMP_SUM,0,0,0,0,0,1,0,1,RRF_COFIN,2025-07-03
2019,EE,LV383,49440f5508b0eff1e3955b0f,42.58,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,AECM,7743.02,CO_FINANCED,0,0,0,0,0,0,1,1,EAFRD,2024-05-30
2020,HU,BE633,ceb4519ab053ca2dc4876353,56.46,ARABLE,PILLAR1_DIRECT_PAYMENTS,BISS,13866.21,ANNUAL,0,0,0,0,0,1,0,1,EAGF,2024-06-16
2021,LU,DK6,4a0e34a6507aae8d445d47b4,30.5,PIGS_POULTRY,MIXED,INVESTMENT_AID,7946.86,TOP_UP,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-12-17
2022,RO,DE47,2cdb120afd9ff5626c0c45a4,21.61,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,8562.32,RESULT_BASED,1,1,0,1,0,0,0,1,RRF_COFIN,2025-09-30
2023,AT,PT4,139a70671e14fb2b18d8f230,13.75,DAIRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,3269.36,LUMP_SUM,1,1,0,0,0,1,0,1,EAFRD,2025-08-18
2024,CZ,SE130,aa78a04bd8600342c1e595d0,45.5,ORCHARD,MIXED,LESS_FAVOURED_AREA,12060.31,CO_FINANCED,0,1,0,1,0,0,0,1,EAGF,2025-05-28
2025,DE,SI52,3b76d3d489d7bf2f464b2efc,20.96,OLIVE,PILLAR2_RURAL_DEVELOPMENT,CRISS,3214.38,ANNUAL,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2024-11-21
2026,LV,DE2,f03ea289a7f20a14bad181e8,42.24,MIXED,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,5886.64,TOP_UP,0,0,0,0,0,0,0,1,RRF_COFIN,2024-10-05
2014,PL,PL71,4c25f066411bad9408eb21ae,31.11,OTHER,MIXED,AECM,4245.2,RESULT_BASED,1,1,0,0,0,0,0,1,EAFRD,2024-06-17
2015,ES,RO116,7f179a866912617c01de643b,35.59,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,BISS,14514.41,LUMP_SUM,0,1,0,0,1,0,0,1,EAGF,2026-02-17
2016,HR,RO37,5366cddff359a851e1513649,7.84,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,2569.74,CO_FINANCED,0,1,0,0,0,1,0,0,NATIONAL_TOPUP,2025-05-29
2017,FI,SI861,643a0b41208a3247b85ba62a,44.26,ARABLE,MIXED,ECO_SCHEME,5993.11,ANNUAL,1,0,0,0,0,0,0,1,RRF_COFIN,2025-07-27
