soc_vuln_index_year,soc_vuln_community_lgd_code,soc_vuln_poverty_rate_pct,soc_vuln_unemployment_rate_local,soc_vuln_housing_cost_burden_rate,soc_vuln_single_parent_households_rate,soc_vuln_disability_prevalence_rate,soc_vuln_limited_english_rate,soc_vuln_no_vehicle_rate,soc_vuln_crowding_rate,soc_vuln_broadband_gap_rate,soc_vuln_health_insurance_gap_rate,soc_vuln_food_insecurity_rate,soc_vuln_violent_crime_rate_local,soc_vuln_heat_vulnerability_score,soc_vuln_flood_vulnerability_score,soc_vuln_ncoial_isolation_index,soc_vuln_community_resilience_score,soc_vuln_resource_access_score,soc_vuln_overall_vulnerability_rank
2017,410418,9.01,8.86,22.07,19.0,2.74,4.21,40.22,1.21,21.73,24.61,35.32,3.8,0.078,0.906,0.756,98.8,66.9,556
2019,305649,10.49,17.36,23.37,19.3,6.74,2.31,52.19,17.74,18.83,36.1,9.49,1.5,0.638,0.547,0.179,23.5,22.9,612
2022,874131,53.37,13.7,11.87,12.42,3.72,1.9,58.33,17.42,2.89,26.0,3.59,3.28,0.795,0.697,0.075,98.0,24.6,719
2023,786777,4.01,12.01,7.29,6.32,2.24,0.46,51.9,2.52,19.79,30.69,27.01,0.91,0.282,0.397,0.822,17.4,37.2,153
2021,826824,8.51,13.94,19.03,18.05,6.13,7.37,45.0,6.53,9.69,26.81,30.69,0.66,0.94,0.359,0.468,91.4,30.2,76
2017,539181,16.44,17.12,21.39,4.32,11.24,4.23,17.26,1.55,23.95,17.99,12.81,6.03,0.4,0.044,0.509,69.6,24.8,270
2023,770669,50.01,11.06,14.02,12.43,10.71,6.43,48.44,14.66,26.31,25.9,23.45,3.94,0.006,0.745,0.99,92.4,99.9,342
2025,497804,21.64,13.43,44.45,4.39,11.66,1.43,24.64,8.63,6.64,39.4,29.32,3.4,0.708,0.753,0.091,75.6,33.3,640
2025,238901,51.86,9.11,32.69,9.77,7.57,7.47,30.77,17.08,18.05,14.43,6.02,5.0,0.866,0.679,0.478,30.2,29.1,326
2017,103713,11.88,14.42,12.9,3.92,5.8,1.86,54.87,2.94,1.51,35.59,22.24,5.48,0.661,0.098,0.335,16.3,25.3,536
2017,424830,12.83,12.11,7.78,19.82,8.89,1.32,37.98,1.88,31.44,20.54,6.77,7.21,0.649,0.762,0.848,99.4,17.2,580
2018,399499,5.69,8.51,53.85,4.22,6.01,4.58,43.91,16.72,5.13,39.84,34.81,2.03,0.544,0.866,0.155,73.5,23.5,174
2023,117690,11.77,17.16,36.15,12.41,9.08,0.82,58.64,16.71,19.63,10.78,7.03,8.9,0.487,0.881,0.954,85.7,55.4,748
2020,480327,49.03,6.15,5.37,6.58,4.7,5.78,23.07,15.44,25.61,36.91,4.78,1.67,0.055,0.265,0.938,60.3,73.6,974
2020,455739,25.49,16.67,18.42,18.58,10.99,7.47,14.95,5.32,21.42,18.2,28.85,5.06,0.487,0.265,0.361,1.2,92.9,193
2019,938249,35.16,4.39,38.0,18.33,0.71,4.72,48.57,17.99,35.55,26.6,14.24,8.94,0.857,0.954,0.088,88.6,34.4,806
2021,453539,17.52,14.71,48.3,17.37,7.88,5.8,37.37,2.82,29.7,7.2,37.24,5.14,0.161,0.181,0.827,69.8,29.1,744
2017,837747,12.65,10.12,50.38,12.52,6.99,3.26,43.49,8.35,1.88,10.33,33.66,8.48,0.074,0.675,0.183,87.4,51.3,739
2017,256851,29.0,10.86,36.85,8.15,11.88,3.94,63.3,6.14,23.17,41.75,14.68,9.47,0.288,0.509,0.838,30.1,7.9,607
2025,776113,6.17,5.1,7.14,13.4,4.58,1.46,61.69,15.08,13.82,21.05,13.64,4.28,0.724,0.286,0.943,43.9,30.0,935
2023,621604,50.99,8.9,9.55,2.62,1.45,3.18,17.58,13.93,15.63,18.98,26.95,4.53,0.939,0.717,0.495,86.2,93.3,671
2025,227026,29.57,8.55,13.41,1.2,1.42,4.55,31.82,8.36,10.64,13.89,8.58,3.22,0.232,0.314,0.108,86.7,83.1,624
2022,357021,17.95,15.35,21.33,10.24,8.84,2.7,29.1,10.98,24.46,20.86,27.99,0.84,0.127,0.89,0.571,78.8,33.4,406
2023,912404,3.5,13.4,48.03,8.3,0.85,5.23,55.0,16.08,35.15,30.19,29.75,7.66,0.928,0.931,0.416,39.6,55.0,646
2023,987007,6.49,9.91,49.42,17.44,8.81,3.6,17.05,1.92,23.47,19.47,17.99,6.8,0.893,0.865,0.542,79.3,67.4,179
2020,333281,17.4,15.24,22.92,14.61,7.47,4.44,6.55,16.77,8.35,10.09,35.38,6.71,0.55,0.199,0.517,47.7,35.5,199
2024,363613,11.99,13.08,20.44,18.36,3.98,0.19,49.91,17.44,2.39,36.36,28.21,0.69,0.637,0.974,0.719,8.4,3.9,449
2019,687991,28.49,17.68,28.89,2.54,2.7,7.0,61.69,3.21,9.74,19.01,30.75,8.36,0.544,0.331,0.232,37.3,61.1,940
2017,399143,29.17,4.59,19.3,14.57,8.67,1.19,8.86,15.11,27.14,42.36,25.48,7.39,0.072,0.531,0.853,67.6,80.5,317
2023,577560,9.81,7.07,51.79,11.15,11.67,6.29,2.99,2.86,34.62,22.14,16.46,0.62,0.69,0.866,0.262,70.4,87.4,274
2021,215015,36.79,11.6,25.74,1.01,11.06,5.85,52.02,7.28,36.96,39.75,25.19,8.81,0.68,0.525,0.951,51.5,12.2,444
2024,191304,51.15,16.43,49.06,2.04,9.93,3.77,57.58,8.44,36.69,6.61,4.51,1.76,0.903,0.294,0.521,88.3,26.6,223
2020,763508,36.44,12.88,6.09,19.61,1.56,0.52,31.03,11.6,37.7,26.6,14.19,5.59,0.548,0.274,0.602,53.0,16.4,658
2019,325399,28.01,10.65,17.72,5.65,4.61,4.5,37.53,8.38,25.26,5.11,6.31,2.23,0.797,0.498,0.298,80.4,11.5,984
2023,636453,12.54,5.96,36.01,3.32,11.2,1.34,33.55,5.13,5.01,13.55,3.26,5.0,0.886,0.658,0.501,91.7,0.2,129
2016,205477,30.46,12.95,45.08,12.0,9.84,6.65,46.4,7.37,6.38,27.28,26.54,1.65,0.043,0.631,0.941,18.6,68.2,825
2017,336751,49.13,12.59,22.77,3.42,4.24,4.31,45.18,14.19,23.15,29.94,35.23,2.69,0.2,0.001,0.173,14.8,83.5,970
2023,796418,43.41,15.56,24.06,13.34,6.33,3.39,5.64,2.3,4.27,16.08,21.53,2.88,0.359,0.747,0.51,85.9,33.7,769
2024,383708,27.68,8.56,41.51,8.06,3.54,5.57,31.62,9.25,25.76,36.58,37.05,5.44,0.556,0.366,0.632,46.5,90.4,281
2025,490253,28.69,3.06,14.63,15.28,8.15,7.99,17.5,12.91,27.82,41.75,33.67,3.28,0.5,0.998,0.441,10.5,95.4,364
2025,281884,48.62,3.27,7.11,9.62,8.39,4.2,22.73,0.76,5.79,21.23,22.83,8.5,0.727,0.21,0.128,1.0,52.6,899
2025,869776,9.36,14.73,12.07,15.7,11.45,7.2,32.21,9.66,30.5,17.71,18.41,5.15,0.303,0.824,0.447,65.9,0.9,653
2022,272799,16.11,2.89,41.51,12.72,0.64,0.21,22.58,2.57,17.78,22.0,24.52,1.47,0.742,0.381,0.754,71.8,16.6,472
2018,823955,9.36,10.5,40.86,15.09,3.5,4.16,11.6,3.44,3.03,33.11,23.8,0.21,0.883,0.43,0.558,3.0,61.7,499
2017,328736,41.94,8.32,11.84,18.09,5.86,1.44,23.12,3.85,13.37,26.17,7.36,6.78,0.94,0.733,0.951,88.7,52.0,633
2022,938654,38.1,6.22,13.35,12.09,8.08,6.76,50.92,16.62,38.91,18.89,36.2,5.34,0.223,0.732,0.999,75.4,50.3,615
2025,887612,41.83,14.98,49.45,7.06,9.76,2.88,41.25,6.42,34.62,30.34,26.78,4.54,0.738,0.51,0.43,69.1,60.0,537
2016,751994,34.37,2.61,43.2,13.24,1.61,4.0,18.9,15.28,32.33,34.25,15.76,7.04,0.679,0.219,0.77,84.4,66.6,74
2020,115385,43.94,10.69,26.87,6.6,6.52,6.72,54.87,17.69,32.65,8.01,11.11,5.55,0.938,0.836,0.84,95.0,29.4,755
2016,638541,44.03,7.36,32.21,8.95,9.75,7.52,59.95,7.54,19.77,33.7,27.82,7.77,0.64,0.701,0.892,96.5,61.4,577
2021,217885,47.79,2.44,50.57,5.74,1.96,1.27,18.44,16.58,21.72,16.1,18.17,5.37,0.522,0.935,0.101,78.8,96.4,208
2025,489675,7.1,13.9,17.1,12.21,5.47,1.63,50.2,15.03,36.15,22.15,25.37,2.73,0.423,0.576,0.499,21.2,16.6,399
2017,222557,6.21,7.64,18.16,7.55,3.87,5.15,4.15,9.56,2.92,32.36,21.67,0.53,0.812,0.311,0.129,92.7,0.0,882
2017,280079,28.45,5.56,37.17,3.65,3.63,7.38,62.03,15.33,15.25,11.68,16.34,2.98,0.205,0.863,0.494,37.7,3.9,69
2023,670142,7.42,14.12,24.81,12.88,3.71,2.33,6.13,9.83,2.69,33.86,24.41,8.16,0.764,0.013,0.868,45.2,15.3,359
2024,994342,12.64,3.86,21.19,18.67,1.6,3.28,57.73,2.81,13.53,25.42,11.88,8.44,0.7,0.507,0.447,6.4,96.8,296
2019,894339,26.82,16.92,43.09,2.81,1.89,1.4,35.92,17.89,8.98,6.54,18.04,4.44,0.851,0.653,0.725,70.3,65.1,435
2016,204357,50.23,5.13,5.27,19.97,11.16,7.25,22.71,5.06,21.95,38.83,11.56,2.01,0.162,0.964,0.048,10.6,20.0,401
2018,367402,18.67,9.01,26.8,15.56,9.47,6.78,63.93,14.67,28.31,28.73,30.22,4.73,0.44,0.555,0.019,93.5,86.1,687
2017,834392,53.45,6.24,19.48,8.63,2.45,4.71,50.73,0.82,21.14,5.66,3.66,7.75,0.796,0.542,0.217,32.6,1.7,228
2022,466846,48.87,11.62,52.31,15.11,6.68,1.1,48.28,2.37,32.8,34.39,8.65,5.01,0.357,0.657,0.334,50.6,21.9,219
2025,975292,30.96,16.48,30.17,19.93,9.27,4.87,45.31,8.42,9.5,9.45,25.11,4.15,0.35,0.537,0.774,79.8,20.0,713
2018,251796,29.21,6.1,44.62,9.84,4.02,4.53,43.36,12.61,33.49,21.07,14.66,1.08,0.478,0.386,0.433,41.5,26.2,857
2018,739274,44.6,5.44,43.02,4.58,1.32,3.15,41.78,8.96,30.65,25.85,21.49,0.89,0.759,0.415,0.664,1.0,81.9,927
2022,301508,5.22,10.3,47.25,3.18,5.99,1.44,53.22,11.84,0.66,13.56,6.58,3.9,0.473,0.059,0.117,26.3,51.6,989
2021,473031,17.59,4.89,10.86,18.2,10.52,7.82,15.8,9.66,33.96,31.2,35.49,5.5,0.086,0.414,0.452,41.9,58.5,497
2021,519691,17.32,1.43,51.51,18.15,3.81,4.55,9.35,7.22,35.37,4.38,12.6,4.66,0.419,0.167,0.048,78.3,67.8,212
2021,829190,8.47,14.4,26.58,13.82,6.98,3.93,35.54,15.31,16.64,4.26,34.02,2.51,0.511,0.656,0.328,64.9,78.7,102
2023,887964,5.38,13.52,14.48,17.9,2.27,1.56,58.59,1.14,15.11,33.24,17.77,2.02,0.432,0.489,0.006,67.4,39.4,399
2023,124531,43.75,13.41,27.84,18.94,2.29,6.23,39.86,13.93,20.24,23.56,28.75,4.05,0.709,0.146,0.041,2.1,14.7,58
2020,824960,7.43,11.87,44.85,13.85,9.13,7.69,40.52,14.09,10.14,43.01,20.09,4.12,0.007,0.277,0.243,95.4,67.4,912
2023,837232,28.07,16.08,33.54,1.08,3.31,7.06,50.86,5.41,29.61,13.45,24.49,7.83,0.421,0.104,0.742,8.7,70.6,340
2023,650788,35.21,10.92,36.06,7.05,4.41,7.14,45.17,1.28,22.44,40.69,7.94,3.46,0.551,0.391,0.43,46.0,81.8,882
2016,394863,29.2,11.38,19.65,4.84,10.87,2.38,11.62,5.36,3.84,6.86,7.93,2.13,0.789,0.844,0.878,11.4,8.4,691
2020,598372,42.25,14.63,47.96,11.75,7.92,1.67,16.32,11.97,34.44,12.18,7.13,5.31,0.423,0.904,0.09,23.0,76.2,771
2024,846400,13.76,15.7,34.04,12.71,6.11,6.74,23.73,15.89,12.75,23.3,16.91,5.76,0.983,0.756,0.732,25.9,52.0,702
2019,683434,52.98,15.24,30.56,19.09,6.4,1.47,55.53,5.0,10.13,30.57,25.11,9.31,0.673,0.819,0.41,0.4,22.5,314
2025,342864,9.63,12.48,45.41,18.82,3.15,1.1,45.35,0.94,30.99,8.01,32.62,6.44,0.462,0.992,0.431,64.6,18.8,159
2016,468529,47.84,3.21,30.5,2.25,5.89,3.3,46.63,7.17,20.09,22.64,22.78,5.81,0.383,0.674,0.487,54.1,43.2,635
2025,946644,26.84,7.94,22.5,15.27,8.83,7.55,18.77,15.3,37.46,14.14,13.65,5.58,0.507,0.047,0.435,49.7,21.2,110
2021,444720,11.82,8.66,53.27,9.84,7.05,7.08,43.82,2.72,10.0,11.6,31.12,2.39,0.797,0.245,0.818,44.8,66.6,615
2019,336581,41.36,12.14,17.89,17.49,8.69,2.67,43.84,1.12,24.17,18.31,8.77,3.23,0.983,0.389,0.302,84.7,45.5,653
2017,605520,23.02,13.05,16.26,1.16,9.02,4.29,50.93,14.86,1.83,4.36,28.76,1.66,0.102,0.288,0.288,30.6,37.4,777
2023,839074,12.75,10.6,39.26,10.22,4.11,2.37,62.7,14.83,39.3,30.95,27.72,9.35,0.355,0.245,0.751,18.0,0.9,668
2023,150864,47.78,2.15,25.03,7.71,7.98,4.99,57.49,5.99,0.91,8.87,27.34,9.37,0.571,0.592,0.569,83.8,44.5,711
2016,837683,10.11,3.54,12.06,10.46,6.82,2.87,43.57,16.42,11.44,10.88,10.3,8.29,0.506,0.02,0.65,83.6,74.9,685
2021,914979,53.93,1.78,13.72,15.21,4.51,3.74,38.38,7.95,1.28,41.39,19.96,7.91,0.304,0.276,0.119,75.4,86.7,871
2023,740794,50.28,16.52,32.27,14.6,4.69,7.3,61.84,9.54,11.3,37.56,5.61,8.05,0.279,0.367,0.386,12.3,47.7,733
2017,618585,6.19,3.15,47.8,5.36,11.74,7.07,25.97,17.66,37.92,6.3,11.59,0.85,0.52,0.613,0.891,6.0,34.1,760
2021,938157,28.81,8.17,54.86,3.93,9.96,3.27,30.49,8.53,15.16,29.3,14.53,5.76,0.813,0.098,0.623,55.6,55.1,885
2019,609451,37.72,3.18,44.43,11.31,8.27,3.45,16.78,15.04,18.66,37.98,6.31,4.2,0.763,0.227,0.441,19.7,35.8,695
2025,359837,44.68,8.17,14.96,15.61,8.26,2.61,49.17,6.69,35.9,11.71,32.69,6.85,0.407,0.948,0.862,68.0,37.2,518
2021,480417,45.59,1.37,38.91,19.98,11.44,4.87,36.32,6.36,1.13,41.06,10.04,6.34,0.324,0.227,0.619,81.1,3.0,413
2020,976601,4.71,10.21,14.94,1.01,1.97,7.3,29.28,2.94,36.57,28.62,6.83,1.22,0.334,0.71,0.963,14.9,66.8,468
2016,885457,40.99,11.55,12.95,6.57,2.91,0.38,16.44,13.94,39.26,12.14,3.52,5.47,0.597,0.814,0.505,45.2,59.4,211
2021,513909,3.51,13.55,13.45,16.74,9.99,2.88,30.94,8.37,18.04,27.87,33.32,7.13,0.254,0.737,0.128,57.2,71.4,427
2021,180982,49.58,1.08,12.99,10.87,9.68,7.94,40.82,8.45,8.02,34.82,17.34,7.97,0.215,0.224,0.426,44.0,42.4,139
2019,596564,46.72,16.99,8.19,2.97,10.69,1.5,46.12,10.89,27.78,18.22,37.45,1.61,0.127,0.115,0.622,93.3,3.9,896
2025,578060,26.13,6.52,24.45,5.15,10.39,5.31,59.05,15.66,31.06,19.68,34.47,4.11,0.576,0.933,0.985,94.1,42.8,82
2025,922983,48.72,1.16,20.05,7.92,2.2,1.01,27.52,5.7,16.87,28.93,27.93,6.25,0.637,0.184,0.293,84.2,30.9,461
2020,390901,31.93,12.53,50.87,19.96,2.37,1.77,21.35,16.3,32.7,28.56,5.97,4.58,0.747,0.001,0.335,6.6,16.0,148
2018,763423,48.18,14.73,47.97,11.73,3.53,7.11,49.29,12.25,9.94,14.12,22.51,6.33,0.12,0.033,0.751,95.0,71.1,892
2025,302548,31.14,8.88,16.58,8.82,4.19,6.02,27.78,10.13,2.29,11.32,20.08,1.1,0.041,0.93,0.622,76.4,89.0,289
2024,297983,3.76,14.54,30.66,14.17,2.28,7.81,40.8,8.78,25.77,42.14,35.35,5.23,0.655,0.853,0.6,68.6,82.4,404
2022,843445,28.88,1.44,31.22,7.32,4.99,1.93,43.55,12.48,21.33,30.32,9.56,0.95,0.834,0.105,0.315,40.0,92.7,876
2018,667665,19.63,4.28,25.02,7.11,8.88,3.22,4.25,12.52,2.07,8.53,16.84,4.27,0.503,0.986,0.194,99.5,50.2,568
2018,777362,7.03,8.8,26.58,3.49,7.81,2.74,49.37,4.94,8.98,19.88,33.69,5.36,0.414,0.221,0.076,9.6,23.6,276
2023,871751,52.41,8.84,9.08,11.4,9.72,2.27,59.83,3.9,23.56,4.68,8.11,2.81,0.12,0.533,0.43,91.6,86.3,872
2019,711126,53.66,12.76,35.43,16.56,1.18,7.26,13.08,7.75,26.31,37.95,29.69,1.18,0.19,0.719,0.202,93.6,2.4,166
2017,683288,27.17,8.91,30.42,10.7,0.6,0.9,44.42,13.02,27.21,15.26,9.71,2.75,0.784,0.502,0.777,58.3,24.9,968
2017,251674,20.94,17.61,29.32,19.81,11.04,7.79,38.86,15.84,16.56,17.44,25.89,8.94,0.282,0.538,0.215,68.6,88.5,733
2025,740137,51.19,6.75,51.37,13.1,4.45,0.72,17.33,5.64,29.79,8.83,34.92,8.86,0.785,0.863,0.211,25.3,64.4,243
2016,741718,15.59,1.91,47.63,11.28,2.63,6.24,11.56,2.1,27.64,42.79,15.94,1.91,0.399,0.532,0.644,8.3,85.6,636
2016,176109,54.46,14.14,24.18,10.62,2.9,0.33,10.94,6.61,5.96,14.63,30.35,1.21,0.927,0.273,0.636,30.4,74.0,194
2018,404754,28.11,9.67,30.85,2.49,5.29,2.51,2.36,14.77,23.53,5.16,6.78,0.9,0.514,0.893,0.055,82.8,82.8,880
2025,571803,21.94,7.07,24.16,19.65,8.42,3.71,26.37,9.89,7.9,3.27,6.69,3.66,0.218,0.891,0.828,33.5,33.7,659
2016,667580,42.77,13.72,32.94,17.4,5.16,0.63,29.53,2.16,27.14,24.63,12.99,0.34,0.069,0.156,0.158,72.8,79.4,543
2021,423965,51.44,1.63,49.7,3.93,7.92,0.99,34.62,6.68,24.96,2.77,29.97,5.23,0.645,0.056,0.146,0.8,2.9,629
2019,577057,45.14,14.63,32.88,19.63,1.1,5.07,64.67,8.92,37.08,40.81,17.09,6.09,0.428,0.95,0.344,87.2,25.5,581
2018,493906,40.29,2.38,52.22,4.17,8.16,0.89,11.62,17.33,8.08,18.32,10.26,4.84,0.691,0.236,0.161,78.5,92.5,703
2023,356061,8.55,5.42,46.98,2.35,4.4,7.44,49.53,16.63,17.51,12.64,30.39,4.71,0.596,0.789,0.643,57.7,74.0,155
2025,697236,9.72,10.32,19.97,9.94,4.81,1.3,61.91,7.95,4.57,44.44,30.22,3.88,0.425,0.882,0.248,54.2,18.4,984
2017,469877,47.77,2.14,29.68,5.25,7.75,5.8,53.73,17.65,12.77,16.57,28.56,0.34,0.393,0.651,0.0,83.9,64.3,794
2021,869298,36.01,10.4,26.69,2.61,6.09,6.45,23.41,4.22,27.61,22.42,36.54,7.01,0.078,0.004,0.734,10.3,40.3,578
2025,464224,38.72,2.07,10.04,5.95,9.35,2.98,28.8,15.44,7.81,12.43,32.56,4.38,0.072,0.022,0.834,39.1,90.4,408
2019,724384,40.72,2.53,19.37,8.03,5.87,7.48,34.79,16.38,33.33,27.56,11.43,0.75,0.32,0.388,0.808,94.9,55.7,630
2021,561207,8.65,1.25,27.55,11.15,9.61,3.35,51.83,10.84,17.91,10.81,17.91,8.55,0.989,0.279,0.039,33.2,0.3,608
2022,312247,17.95,4.52,46.75,18.36,4.79,2.47,14.03,13.27,14.81,23.72,13.13,1.89,0.591,0.083,0.287,92.0,81.8,280
2025,833102,41.97,12.66,51.08,10.63,11.36,5.71,25.48,13.33,31.94,27.9,32.91,3.34,0.796,0.072,0.97,33.5,88.4,864
2021,444443,53.41,3.84,25.03,19.97,1.72,2.76,30.03,16.8,32.6,8.58,37.17,8.22,0.54,0.612,0.712,79.8,55.9,242
2019,538723,52.46,2.35,8.34,12.26,1.45,5.89,40.37,0.67,4.24,6.47,33.74,3.44,0.286,0.612,0.854,92.0,92.6,521
2020,615241,9.85,17.71,49.33,17.06,11.37,1.89,46.02,5.61,39.49,37.04,19.44,9.47,0.533,0.684,0.31,5.7,29.9,308
2018,948185,31.47,17.41,35.17,11.07,10.1,1.91,31.01,4.81,31.44,20.01,16.84,5.51,0.056,0.989,0.028,42.1,77.7,912
2017,197495,8.72,5.02,48.36,6.71,9.32,2.87,46.17,0.53,15.34,28.95,34.69,4.51,0.031,0.005,0.023,5.9,82.5,391
2023,502690,33.6,2.89,9.73,19.99,7.74,5.38,5.09,17.77,2.48,18.85,8.34,3.1,0.599,0.427,0.865,27.3,72.7,607
2023,461303,34.1,15.34,45.89,13.67,4.62,7.41,34.37,4.55,8.9,18.58,23.73,5.19,0.261,0.572,0.584,92.4,4.9,113
2024,832789,13.14,11.75,6.04,19.15,2.51,6.15,46.77,7.05,6.01,42.14,32.19,2.6,0.911,0.316,0.825,69.8,45.4,596
2018,543042,54.12,1.34,49.06,13.14,8.41,2.83,8.36,6.13,2.13,38.95,19.63,1.1,0.14,0.859,0.793,56.4,62.6,308
2025,484790,16.28,14.17,53.19,1.38,11.88,3.41,46.21,16.5,14.79,36.89,33.07,1.08,0.468,0.086,0.547,51.6,96.5,272
2024,464679,48.43,14.53,37.26,14.67,5.19,4.1,46.99,17.8,6.57,26.76,7.97,6.25,0.878,0.942,0.719,63.3,83.6,201
2025,621940,53.72,1.06,31.47,19.83,10.25,0.58,45.59,5.79,21.84,20.42,2.1,2.05,0.322,0.74,0.907,86.0,88.9,105
2018,126123,53.64,6.91,35.33,12.64,10.62,3.97,63.5,17.98,27.99,20.67,34.83,2.27,0.16,0.229,0.875,83.4,82.5,5
2019,373064,40.74,7.2,43.12,13.41,5.36,3.77,58.88,5.31,12.21,31.29,31.18,4.24,0.866,0.257,0.032,95.9,40.9,694
2019,145321,42.96,2.27,45.1,5.05,5.55,4.8,55.9,15.23,8.27,14.75,32.67,3.69,0.04,0.007,0.67,16.8,73.6,736
2019,953878,20.47,9.35,18.52,16.91,3.45,6.67,6.85,15.9,22.49,24.01,2.98,4.55,0.941,0.918,0.985,8.4,81.5,428
2025,850049,23.22,3.56,17.47,1.07,0.95,7.42,62.66,7.31,38.81,6.53,30.72,7.14,0.33,0.397,0.715,78.4,73.9,843
2024,494509,53.24,1.25,24.99,15.41,8.56,7.09,57.54,4.16,28.98,22.73,31.41,6.49,0.071,0.264,0.797,98.1,34.2,296
2016,432624,6.99,1.57,28.0,6.14,10.74,4.36,38.16,4.51,18.23,32.66,11.99,1.29,0.466,0.894,0.129,6.9,43.1,538
2025,320925,29.01,12.03,19.75,5.37,1.49,7.54,51.43,8.77,9.75,12.7,32.89,5.98,0.313,0.393,0.865,34.7,15.3,818
2024,833257,15.72,15.05,23.5,16.35,3.21,7.86,51.53,12.8,16.51,35.26,27.98,5.1,0.143,0.473,0.266,26.8,15.4,556
2020,615342,12.0,3.11,54.71,7.34,10.98,0.86,52.46,16.97,4.44,37.18,2.39,9.14,0.179,0.179,0.395,16.2,28.1,661
2020,995829,18.24,4.0,34.91,8.53,6.34,1.07,45.62,7.52,23.73,24.52,37.2,0.84,0.559,0.843,0.624,24.6,88.9,188
2021,705362,44.0,10.62,29.94,8.33,0.96,4.87,41.06,8.26,10.32,31.45,32.92,8.06,0.681,0.211,0.244,9.6,13.5,472
2024,176277,38.38,7.51,29.23,12.94,5.39,6.39,37.51,3.47,6.55,32.03,18.4,2.56,0.984,0.495,0.578,77.3,23.1,854
2020,774154,27.41,6.91,27.37,18.02,9.19,4.9,48.85,9.23,30.76,29.17,25.99,3.23,0.846,0.873,0.965,95.1,96.6,843
2024,189979,25.69,8.75,5.3,16.63,4.45,3.91,54.4,2.76,16.25,34.1,22.74,3.94,0.754,0.714,0.526,6.0,60.2,998
2023,196955,19.97,10.01,11.69,13.96,7.97,4.99,33.58,2.98,30.91,34.27,37.4,9.38,0.145,0.781,0.396,75.2,71.0,649
2021,408416,42.51,14.58,40.43,15.63,5.4,2.42,31.46,13.25,10.58,39.52,4.51,9.34,0.055,0.526,0.923,60.0,9.0,936
2022,231091,10.51,14.65,47.52,2.85,2.1,5.61,57.69,9.6,21.45,12.84,16.69,5.24,0.551,0.412,0.702,41.1,60.5,10
2024,617309,14.84,11.65,29.4,19.36,5.36,7.43,20.64,13.35,2.6,16.34,18.9,4.91,0.541,0.891,0.716,34.0,38.2,718
2016,340018,25.84,3.9,51.76,6.84,1.14,7.43,3.65,0.7,21.96,20.18,7.04,3.06,0.79,0.331,0.251,69.6,14.1,972
2018,346648,11.93,3.74,12.09,3.2,1.51,6.53,8.38,3.4,24.68,11.04,13.54,4.18,0.771,0.38,0.444,5.6,39.9,607
2019,576536,32.17,11.17,5.22,18.41,7.76,4.78,30.98,4.93,36.53,26.26,34.7,8.82,0.697,0.653,0.185,6.5,57.5,481
2018,204678,18.84,10.14,32.61,5.95,9.98,3.05,8.67,11.59,38.53,8.92,22.89,2.62,0.17,0.255,0.457,71.7,71.6,383
2021,453054,38.83,5.52,14.26,3.79,0.81,4.05,64.72,17.7,17.18,20.11,36.13,3.78,0.168,0.561,0.042,72.5,7.8,687
2018,819263,3.55,11.86,18.37,19.82,5.21,2.15,51.67,9.23,2.45,24.81,2.82,6.72,0.549,0.598,0.376,16.7,33.3,967
2023,988443,29.84,9.11,28.45,1.37,4.67,4.52,19.99,2.29,23.94,6.64,16.77,5.84,0.131,0.513,0.51,38.6,89.7,288
2020,705271,54.23,6.41,14.77,14.15,4.14,7.4,23.09,4.13,28.92,11.15,36.1,0.62,0.769,0.57,0.059,78.6,96.6,968
2025,935543,45.0,13.61,10.56,8.41,2.58,4.71,27.9,0.89,7.81,29.09,6.38,4.84,0.984,0.751,0.254,5.0,76.0,74
2025,996441,9.33,12.59,7.09,16.54,10.78,4.04,6.98,7.65,10.27,44.55,12.16,1.74,0.077,0.515,0.495,42.6,58.6,571
2017,214258,20.0,10.18,28.82,2.26,6.45,4.07,16.41,12.72,31.97,39.75,6.13,8.62,0.08,0.456,0.088,50.4,24.6,25
2018,118187,48.11,17.17,50.73,7.03,7.96,0.36,2.12,4.88,18.78,13.38,4.2,8.82,0.928,0.929,0.651,67.9,88.8,922
2018,132051,6.63,12.19,40.92,5.59,0.98,4.97,46.68,11.98,12.72,36.73,21.72,6.11,0.868,0.234,0.1,62.7,92.9,588
2018,805673,39.74,17.63,34.78,3.4,8.58,4.11,5.09,8.14,33.92,6.93,32.89,9.26,0.119,0.068,0.713,11.9,98.0,396
2016,813301,6.92,9.86,9.71,12.03,1.4,5.81,15.05,8.76,7.04,16.49,37.12,4.61,0.117,0.215,0.014,51.4,67.8,359
2019,521311,16.03,10.29,35.65,7.02,8.97,1.99,51.63,18.0,2.1,12.95,28.82,8.59,0.145,0.852,0.231,85.7,83.7,322
2017,780682,54.14,7.35,36.31,8.5,7.98,3.38,31.15,14.26,9.11,15.06,3.09,1.39,0.146,0.257,0.32,71.8,97.1,37
2017,393488,49.04,2.03,8.73,13.46,1.66,6.35,37.74,7.74,30.94,16.98,28.07,7.58,0.333,0.251,0.081,28.3,65.1,12
2018,761989,23.5,17.43,40.32,2.41,2.2,3.6,45.79,6.61,26.73,35.46,11.67,3.77,0.904,0.346,0.143,24.0,60.9,774
