demo_popproj_projection_year,demo_popproj_geography_nuts_code,demo_popproj_nuts_level,demo_popproj_age_cohort_5yr,demo_popproj_sex,demo_popproj_citizenship_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_fertility_rate_assumption,demo_popproj_mortality_rate_assumption,demo_popproj_net_migration_assumption,demo_popproj_household_projection_total,demo_popproj_urban_rural_typology,demo_popproj_dependency_ratio_old_age,demo_popproj_median_age,demo_popproj_life_expectancy_at_birth,demo_popproj_eurostat_release_vintage,demo_popproj_methodology_code
2038,IE16,2,35-39,T,UNKNOWN,44785,53480,52951,54356,1.62,14.31,3856,20147,INTERMEDIATE,32.81,32.8,84.0,2026-06,NUTS_PROJ_V1
2041,DE727,3,60-64,M,NON_EU,45552,41270,40482,42387,1.8,11.23,3576,16859,URBAN,32.41,49.1,79.1,2025-09,REG_DEMO_MODEL_B
2044,CY906,3,85-89,F,EU,45482,63709,62145,64843,1.39,9.28,-4999,26923,RURAL,38.47,32.9,77.0,2024-12,EUROPOP2024
2047,MT116,3,5-9,T,NATIONAL,46047,35343,35069,36691,1.62,7.07,2052,13813,INTERMEDIATE,34.12,46.7,79.8,2024-03,REG_DEMO_MODEL_A
2050,CY30,2,30-34,M,UNKNOWN,45943,49297,48292,50224,1.28,12.53,1385,19108,URBAN,23.96,31.7,80.6,2023-06,EUROPOP2023
2022,FI63,2,55-59,F,NON_EU,46529,47740,47350,49328,1.85,9.14,7172,20123,RURAL,25.26,33.9,74.7,2026-09,NUTS_PROJ_V1
2025,IT66,2,80-84,T,EU,46389,46085,45268,47311,1.4,11.67,-1924,20717,INTERMEDIATE,22.11,50.4,74.2,2025-12,REG_DEMO_MODEL_B
2028,FI51,2,0-4,M,NATIONAL,47495,44924,43550,46273,1.9,8.75,-2532,22346,URBAN,23.86,38.8,82.3,2025-03,EUROPOP2024
2031,LV9,1,25-29,F,UNKNOWN,47260,58723,57327,60643,1.46,13.33,-2607,28796,RURAL,38.94,31.5,78.9,2024-06,REG_DEMO_MODEL_A
2034,BE41,2,50-54,T,NON_EU,47196,59652,57788,60746,1.11,14.31,6709,27435,INTERMEDIATE,38.82,39.3,81.7,2023-09,EUROPOP2023
2037,SI103,3,75-79,M,EU,47284,44151,43521,44516,1.83,8.56,1375,17824,URBAN,26.43,36.8,80.6,2026-12,NUTS_PROJ_V1
2040,DK3,1,100+,F,NATIONAL,47543,60761,59499,61324,1.63,9.24,905,23180,RURAL,41.32,34.6,75.2,2026-03,REG_DEMO_MODEL_B
2043,PT4,1,20-24,T,UNKNOWN,48398,51879,49831,53580,1.74,9.97,-1018,25858,INTERMEDIATE,19.13,46.5,79.0,2025-06,EUROPOP2024
2046,IT552,3,45-49,M,NON_EU,48610,42281,41730,42860,1.65,12.14,544,15945,URBAN,44.92,43.1,74.6,2024-09,REG_DEMO_MODEL_A
2049,NL224,3,70-74,F,EU,48910,41823,40935,42189,1.64,9.38,4148,16388,RURAL,38.43,46.9,78.6,2023-12,EUROPOP2023
2021,HR149,3,95-99,T,NATIONAL,48697,48241,46949,49705,1.38,7.3,6577,20917,INTERMEDIATE,25.96,44.6,76.0,2023-03,NUTS_PROJ_V1
2024,PT73,2,15-19,M,UNKNOWN,48941,50187,48748,51260,2.05,11.49,4085,23760,URBAN,32.34,39.4,82.6,2026-06,REG_DEMO_MODEL_B
2027,BG414,3,40-44,F,NON_EU,49554,49906,47911,51269,1.52,8.39,-4694,20505,RURAL,27.83,43.0,77.4,2025-09,EUROPOP2024
2030,PT290,3,65-69,T,EU,49314,54337,53188,55345,1.68,10.73,4035,25777,INTERMEDIATE,25.64,38.6,77.4,2024-12,REG_DEMO_MODEL_A
2033,GR751,3,90-94,M,NATIONAL,49598,53398,51386,55225,1.24,13.55,-1690,25734,URBAN,23.17,30.7,80.7,2024-03,EUROPOP2023
2036,LT606,3,10-14,F,UNKNOWN,50147,58557,57292,60287,1.38,9.75,4927,23399,RURAL,18.35,49.3,80.9,2023-06,NUTS_PROJ_V1
2039,SE26,2,35-39,T,NON_EU,50950,69783,67186,72088,1.17,11.19,1814,27095,INTERMEDIATE,39.44,31.2,80.5,2026-09,REG_DEMO_MODEL_B
2042,GR826,3,60-64,M,EU,50791,41833,40262,42487,2.14,14.2,-3409,20200,URBAN,24.24,38.1,76.0,2025-12,EUROPOP2024
2045,CZ949,3,85-89,F,NATIONAL,51172,48023,47153,48563,1.92,10.11,-3272,18933,RURAL,33.57,44.2,81.4,2025-03,REG_DEMO_MODEL_A
2048,ES876,3,5-9,T,UNKNOWN,51187,80906,78142,81821,1.54,9.53,-2409,34083,INTERMEDIATE,34.2,49.6,83.5,2024-06,EUROPOP2023
2020,SE553,3,30-34,M,NON_EU,51563,51563,50086,52491,1.94,10.23,6892,23159,URBAN,24.5,41.5,77.9,2023-09,NUTS_PROJ_V1
2023,MT750,3,55-59,F,EU,51813,54626,52926,56737,1.59,9.98,6899,26985,RURAL,25.68,30.3,75.4,2026-12,REG_DEMO_MODEL_B
2026,LV37,2,80-84,T,NATIONAL,52411,52114,50577,52779,2.04,7.16,6300,20233,INTERMEDIATE,42.82,40.7,80.0,2026-03,EUROPOP2024
2029,DK55,2,0-4,M,UNKNOWN,52335,49864,47935,50734,1.25,9.75,4538,22927,URBAN,24.92,36.3,80.0,2025-06,REG_DEMO_MODEL_A
2032,FI580,3,25-29,F,NON_EU,52582,64779,63852,66743,1.97,8.3,6298,25994,RURAL,40.13,32.0,80.7,2024-09,EUROPOP2023
2035,LT2,1,50-54,T,EU,52288,62462,61223,62945,1.16,12.78,700,23878,INTERMEDIATE,29.73,49.5,75.3,2023-12,NUTS_PROJ_V1
2038,EE778,3,75-79,M,NATIONAL,53288,50302,49439,51613,1.11,12.83,1266,24683,URBAN,32.16,36.7,79.9,2023-03,REG_DEMO_MODEL_B
2041,SI8,1,100+,F,UNKNOWN,53084,59034,57128,59433,1.9,9.95,2300,23361,RURAL,33.53,31.9,78.5,2026-06,EUROPOP2024
2044,PL870,3,20-24,T,NON_EU,53805,56218,54229,56661,1.73,7.37,1540,25743,INTERMEDIATE,28.76,39.1,81.3,2025-09,REG_DEMO_MODEL_A
2047,BG46,2,45-49,M,EU,54030,45984,45044,46999,1.82,8.47,5092,17044,URBAN,32.15,35.1,76.8,2024-12,EUROPOP2023
2050,RO5,1,70-74,F,NATIONAL,53940,53460,53050,53894,1.84,10.18,706,25059,RURAL,27.3,43.8,82.1,2024-03,NUTS_PROJ_V1
2022,LT78,2,95-99,T,UNKNOWN,53923,56060,55026,58283,1.59,8.09,-4265,21179,INTERMEDIATE,24.3,44.4,75.6,2023-06,REG_DEMO_MODEL_B
2025,DE84,2,15-19,M,NON_EU,54745,59145,57011,59553,2.14,13.95,-287,29431,URBAN,36.73,32.3,78.7,2026-09,EUROPOP2024
2028,FR41,2,40-44,F,EU,54273,54254,53489,54927,1.7,12.63,3991,23204,RURAL,37.71,33.0,81.3,2025-12,REG_DEMO_MODEL_A
2031,SK6,1,65-69,T,NATIONAL,54518,55301,54842,56597,1.38,7.45,-1712,21666,INTERMEDIATE,34.69,31.1,80.9,2025-03,EUROPOP2023
2034,HR923,3,90-94,M,UNKNOWN,54758,48932,48105,50312,2.1,9.7,-3233,24303,URBAN,41.42,43.6,76.4,2024-06,NUTS_PROJ_V1
2037,DK849,3,10-14,F,NON_EU,55389,60552,59633,62770,1.63,11.48,-3558,28421,RURAL,31.52,39.6,83.7,2023-09,REG_DEMO_MODEL_B
2040,SI513,3,35-39,T,EU,55272,46309,45951,47034,1.64,12.58,-4699,20648,INTERMEDIATE,27.5,43.1,76.5,2026-12,EUROPOP2024
2043,FR6,1,60-64,M,NATIONAL,56013,53834,51797,54588,1.53,14.5,-4518,20231,URBAN,43.63,34.7,77.6,2026-03,REG_DEMO_MODEL_A
2046,CZ18,2,85-89,F,UNKNOWN,56152,72186,69520,73512,2.16,11.59,5248,29100,RURAL,29.27,42.0,78.5,2025-06,EUROPOP2023
2049,CY10,2,5-9,T,NON_EU,56319,92593,89956,94813,1.33,8.04,3869,37353,INTERMEDIATE,23.46,32.9,81.2,2024-09,NUTS_PROJ_V1
2021,LU37,2,30-34,M,EU,57170,57496,55468,59787,2.17,8.09,4254,21762,URBAN,26.57,41.7,84.0,2023-12,REG_DEMO_MODEL_B
2024,HR5,1,55-59,F,NATIONAL,56621,55614,55023,56175,1.13,9.39,1783,20807,RURAL,26.19,45.7,82.6,2023-03,EUROPOP2024
2027,LV85,2,80-84,T,UNKNOWN,57402,65036,63057,67134,1.22,8.39,7491,24175,INTERMEDIATE,34.66,42.7,80.4,2026-06,REG_DEMO_MODEL_A
2030,CZ5,1,0-4,M,NON_EU,57610,55885,54994,56867,1.86,10.57,3230,21558,URBAN,30.66,43.6,75.9,2025-09,EUROPOP2023
2033,HU29,2,25-29,F,EU,57646,61303,59145,62024,1.14,12.73,-4755,23152,RURAL,43.66,34.7,81.0,2024-12,NUTS_PROJ_V1
2036,PL122,3,50-54,T,NATIONAL,57707,70656,67993,73301,2.18,13.5,3027,28473,INTERMEDIATE,41.4,48.6,78.5,2024-03,REG_DEMO_MODEL_B
2039,ES513,3,75-79,M,UNKNOWN,58544,49545,48838,50452,1.44,11.59,7164,20640,URBAN,32.48,43.5,81.4,2023-06,EUROPOP2024
2042,HR799,3,100+,F,NON_EU,58039,65653,64064,67881,1.15,14.47,3498,27625,RURAL,44.56,30.8,78.1,2026-09,REG_DEMO_MODEL_A
2045,ES486,3,20-24,T,EU,59033,73706,70884,74825,1.54,9.28,-316,31729,INTERMEDIATE,29.41,42.9,74.6,2025-12,EUROPOP2023
2048,IT59,2,45-49,M,NATIONAL,59029,94922,92665,97543,1.2,10.75,-2055,37295,URBAN,43.32,44.6,75.4,2025-03,NUTS_PROJ_V1
2020,IE19,2,70-74,F,UNKNOWN,59173,59173,56857,60408,2.09,13.72,2449,28681,RURAL,26.75,43.6,81.5,2024-06,REG_DEMO_MODEL_B
2023,SK4,1,95-99,T,NON_EU,59167,61241,59056,61791,1.59,9.72,3582,24544,INTERMEDIATE,37.63,50.5,80.4,2023-09,EUROPOP2024
2026,PL5,1,15-19,M,EU,59413,59899,58300,61809,2.1,11.24,5805,23003,URBAN,22.38,33.0,82.1,2026-12,REG_DEMO_MODEL_A
2029,PT3,1,40-44,F,NATIONAL,59552,60953,59175,62897,1.59,11.7,-3074,23185,RURAL,43.93,30.1,82.0,2026-03,EUROPOP2023
2032,BG1,1,65-69,T,UNKNOWN,59762,62514,61885,64015,1.11,13.62,-1103,29051,INTERMEDIATE,35.81,39.5,78.6,2025-06,NUTS_PROJ_V1
2035,IE84,2,90-94,M,NON_EU,60615,68313,66165,69963,1.78,11.18,-1599,33581,URBAN,22.0,43.7,74.4,2024-09,REG_DEMO_MODEL_B
2038,BE5,1,10-14,F,EU,61124,51918,50891,53273,1.46,7.66,-3216,22653,RURAL,22.81,44.1,80.4,2023-12,EUROPOP2024
2041,RO81,2,35-39,T,NATIONAL,61208,77008,75470,78908,2.16,12.62,901,29037,INTERMEDIATE,20.51,36.3,77.9,2023-03,REG_DEMO_MODEL_A
2044,ES461,3,60-64,M,UNKNOWN,61138,86590,85424,89578,1.17,10.53,-3001,34827,URBAN,25.41,41.1,79.5,2026-06,EUROPOP2023
2047,NL571,3,85-89,F,NON_EU,61712,55791,53672,57185,2.18,10.97,-3564,23856,RURAL,36.59,49.6,84.4,2025-09,NUTS_PROJ_V1
2050,IT564,3,5-9,T,EU,61544,66952,66260,67895,1.73,11.67,-2875,27552,INTERMEDIATE,31.4,45.3,79.2,2024-12,REG_DEMO_MODEL_B
2022,LT871,3,30-34,M,NATIONAL,62327,61754,60601,63594,2.18,7.01,-4608,26556,URBAN,39.51,45.5,76.2,2024-03,EUROPOP2024
2025,NL7,1,55-59,F,UNKNOWN,62380,68862,67105,70010,1.72,11.78,-4815,28124,RURAL,36.63,35.3,74.7,2023-06,REG_DEMO_MODEL_A
2028,SK50,2,80-84,T,NON_EU,62307,64946,63084,65284,1.85,9.56,6868,27080,INTERMEDIATE,43.92,47.5,76.0,2026-09,EUROPOP2023
2031,SI590,3,0-4,M,EU,63103,63198,62157,65540,1.98,11.84,2888,29969,URBAN,30.44,48.2,83.4,2025-12,NUTS_PROJ_V1
2034,LT842,3,25-29,F,NATIONAL,62973,75998,74059,78353,2.02,9.25,6877,30709,RURAL,32.99,30.4,80.1,2025-03,REG_DEMO_MODEL_B
2037,MT81,2,50-54,T,UNKNOWN,63089,79890,79177,81278,2.17,9.1,-4490,35706,INTERMEDIATE,28.13,41.2,75.7,2024-06,EUROPOP2024
2040,LV75,2,75-79,M,NON_EU,63620,65801,64539,68121,1.93,12.29,152,26353,URBAN,25.33,31.8,83.2,2023-09,REG_DEMO_MODEL_A
2043,DE225,3,100+,F,EU,63630,69044,68579,69911,1.43,7.84,7860,34076,RURAL,23.46,31.9,79.3,2026-12,EUROPOP2023
2046,IE846,3,20-24,T,NATIONAL,64318,72244,70618,73086,2.12,12.49,3579,32582,INTERMEDIATE,26.84,46.2,75.0,2026-03,NUTS_PROJ_V1
2049,SE171,3,45-49,M,UNKNOWN,64710,75832,75433,76755,1.14,9.91,3558,36438,URBAN,26.4,30.9,82.9,2025-06,REG_DEMO_MODEL_B
2021,DE61,2,70-74,F,NON_EU,64892,64412,62888,64838,1.67,11.94,119,31954,RURAL,38.48,43.4,76.2,2024-09,EUROPOP2024
2024,SI90,2,95-99,T,EU,64455,63372,61450,64396,1.59,7.88,-2554,30030,INTERMEDIATE,21.09,50.1,79.9,2023-12,REG_DEMO_MODEL_A
2027,PT860,3,15-19,M,NATIONAL,64604,62903,61158,63918,1.26,12.28,-359,26189,URBAN,22.62,36.5,83.4,2023-03,EUROPOP2023
2030,DK697,3,40-44,F,UNKNOWN,65303,67496,65103,68945,1.84,7.79,-4119,32760,RURAL,28.58,44.8,83.4,2026-06,NUTS_PROJ_V1
2033,PL13,2,65-69,T,NON_EU,65644,79749,78511,81868,1.44,13.13,6680,31510,INTERMEDIATE,39.85,31.6,83.7,2025-09,REG_DEMO_MODEL_B
2036,FI347,3,90-94,M,EU,66032,70354,67864,72707,2.11,10.51,2464,31729,URBAN,35.4,46.1,78.9,2024-12,EUROPOP2024
2039,RO20,2,10-14,F,NATIONAL,66470,62440,61824,64100,2.1,9.94,6462,23632,RURAL,26.92,48.1,77.4,2024-03,REG_DEMO_MODEL_A
2042,PL424,3,35-39,T,UNKNOWN,66249,54189,52922,55126,1.61,8.28,7581,24148,INTERMEDIATE,33.52,40.7,78.3,2023-06,EUROPOP2023
2045,LU9,1,60-64,M,NON_EU,66731,94239,91544,96852,1.97,11.0,1566,39048,URBAN,24.44,35.1,75.7,2026-09,NUTS_PROJ_V1
2048,IE4,1,85-89,F,EU,66743,69631,67676,71962,1.75,12.88,2132,29048,RURAL,27.24,44.6,75.8,2025-12,REG_DEMO_MODEL_B
2020,SE8,1,5-9,T,NATIONAL,67185,67185,66686,68871,1.64,11.44,2584,30158,INTERMEDIATE,20.64,39.3,77.2,2025-03,EUROPOP2024
2023,HR374,3,30-34,M,UNKNOWN,67165,65583,63209,67779,1.95,9.84,3098,26752,URBAN,19.66,34.6,75.5,2024-06,REG_DEMO_MODEL_A
2026,LT567,3,55-59,F,NON_EU,67594,74831,73503,75205,1.26,8.12,3704,33951,RURAL,34.62,39.4,76.2,2023-09,EUROPOP2023
2029,LV8,1,80-84,T,EU,68148,67840,66480,70347,1.44,14.07,2122,27109,INTERMEDIATE,42.71,50.8,80.1,2026-12,NUTS_PROJ_V1
2032,DK921,3,0-4,M,NATIONAL,68126,85987,83763,86800,1.42,9.77,3992,32114,URBAN,18.02,41.8,84.3,2026-03,REG_DEMO_MODEL_B
2035,FI68,2,25-29,F,UNKNOWN,67862,85899,85065,87035,1.87,9.96,212,34383,RURAL,28.96,39.1,76.2,2025-06,EUROPOP2024
2038,SK82,2,50-54,T,NON_EU,68177,73580,71121,74938,2.12,13.3,-2473,33416,INTERMEDIATE,41.56,32.6,74.1,2024-09,REG_DEMO_MODEL_A
2041,IT855,3,75-79,M,EU,68913,56361,55529,57602,1.58,14.43,-3613,26889,URBAN,39.76,48.1,83.4,2023-12,EUROPOP2023
2044,LU775,3,100+,F,NATIONAL,69212,84063,81952,85012,1.66,11.14,2373,37043,RURAL,24.1,38.9,74.1,2023-03,NUTS_PROJ_V1
2047,DK496,3,20-24,T,UNKNOWN,69260,104648,101329,107008,1.55,11.1,1012,51718,INTERMEDIATE,19.02,40.1,77.9,2026-06,REG_DEMO_MODEL_B
2050,EE15,2,45-49,M,NON_EU,69594,79500,78241,80292,1.9,14.38,7297,31235,URBAN,30.55,31.6,83.3,2025-09,EUROPOP2024
2022,SK76,2,70-74,F,EU,69340,68973,67736,70920,1.84,12.13,3834,26956,RURAL,26.44,31.1,77.6,2024-12,REG_DEMO_MODEL_A
2025,PT370,3,95-99,T,NATIONAL,70297,66961,65346,69419,1.73,9.49,782,25056,INTERMEDIATE,39.55,36.1,74.4,2024-03,EUROPOP2023
2028,CY617,3,15-19,M,UNKNOWN,70695,75305,73094,77750,1.39,11.72,4472,35548,URBAN,19.39,50.8,82.5,2023-06,NUTS_PROJ_V1
2031,HR802,3,40-44,F,NON_EU,70639,63823,62352,64425,1.18,12.88,-871,30496,RURAL,25.59,48.0,74.1,2026-09,REG_DEMO_MODEL_B
2034,IE317,3,65-69,T,EU,70364,78793,78151,81224,1.83,9.77,-2127,36095,INTERMEDIATE,36.92,40.2,82.4,2025-12,EUROPOP2024
2037,ES69,2,90-94,M,NATIONAL,71382,61204,60863,63582,1.76,13.16,3125,24220,URBAN,29.15,38.0,80.9,2025-03,REG_DEMO_MODEL_A
2040,RO25,2,10-14,F,UNKNOWN,71493,85739,82942,88371,1.48,11.82,7377,33313,RURAL,19.42,39.7,79.0,2024-06,EUROPOP2023
2043,PT757,3,35-39,T,NON_EU,71487,94879,93582,97121,1.52,12.29,2775,43445,INTERMEDIATE,32.32,39.1,77.0,2023-09,NUTS_PROJ_V1
2046,EE531,3,60-64,M,EU,72066,78846,77564,81894,1.85,7.31,3704,32232,URBAN,43.82,39.1,83.6,2026-12,REG_DEMO_MODEL_B
2049,IE2,1,85-89,F,NATIONAL,72378,68649,66552,70919,1.38,11.38,2554,27014,RURAL,38.23,45.4,80.2,2026-03,EUROPOP2024
2021,AT6,1,5-9,T,UNKNOWN,71949,72351,71173,75227,1.44,7.08,-4862,28019,INTERMEDIATE,18.32,32.1,75.1,2025-06,REG_DEMO_MODEL_A
2024,ES5,1,30-34,M,NON_EU,72456,72614,71552,73617,1.14,11.65,-4069,27329,URBAN,35.73,47.5,84.0,2024-09,EUROPOP2023
2027,GR72,2,55-59,F,EU,72903,69725,69273,70284,1.77,9.82,7515,26512,RURAL,33.28,50.3,83.4,2023-12,NUTS_PROJ_V1
2030,EE792,3,80-84,T,NATIONAL,73212,70002,67923,71970,1.18,10.4,-472,27575,INTERMEDIATE,36.69,44.0,82.1,2023-03,REG_DEMO_MODEL_B
2033,CZ2,1,0-4,M,UNKNOWN,73013,68281,65726,70479,1.52,9.49,-4016,31310,URBAN,39.95,33.7,74.7,2026-06,EUROPOP2024
2036,NL47,2,25-29,F,NON_EU,73950,69378,67556,71292,1.22,11.05,2065,32225,RURAL,35.37,49.2,81.5,2025-09,REG_DEMO_MODEL_A
2039,MT4,1,50-54,T,EU,73355,61831,59510,63714,1.95,7.14,3154,29384,INTERMEDIATE,35.29,49.6,81.0,2024-12,EUROPOP2023
2042,IT574,3,75-79,M,NATIONAL,73772,65412,63550,66634,1.1,12.31,7631,27912,URBAN,29.77,47.7,82.2,2024-03,NUTS_PROJ_V1
2045,PT8,1,100+,F,UNKNOWN,74554,61149,59186,62277,1.86,12.85,-3015,25509,RURAL,43.25,37.5,81.2,2023-06,REG_DEMO_MODEL_B
2048,FR921,3,20-24,T,NON_EU,74410,58848,58547,60475,1.5,13.4,571,28618,INTERMEDIATE,30.41,46.1,80.8,2026-09,EUROPOP2024
2020,IT56,2,45-49,M,EU,74430,74430,73973,76523,1.43,9.93,-3251,30486,URBAN,27.7,31.8,80.6,2025-12,REG_DEMO_MODEL_A
2023,RO84,2,70-74,F,NATIONAL,75252,74281,71402,74718,2.2,8.79,1369,36339,RURAL,32.59,36.5,79.6,2025-03,EUROPOP2023
2026,DK81,2,95-99,T,UNKNOWN,75604,82353,81844,82812,1.47,9.53,6813,40568,INTERMEDIATE,21.19,46.9,81.0,2024-06,NUTS_PROJ_V1
2029,EE69,2,15-19,M,NON_EU,75469,88772,87924,90882,1.92,8.75,-3820,43820,URBAN,21.82,43.7,78.9,2023-09,REG_DEMO_MODEL_B
2032,FR506,3,40-44,F,EU,76190,84386,81727,86724,1.12,11.74,35,32777,RURAL,20.63,42.8,82.8,2026-12,EUROPOP2024
2035,FI1,1,65-69,T,NATIONAL,75565,93825,90421,95926,1.98,8.65,-1680,40822,INTERMEDIATE,39.91,50.6,81.1,2026-03,REG_DEMO_MODEL_A
2038,NL843,3,90-94,M,UNKNOWN,76082,67807,66718,69441,1.45,14.24,-1507,26748,URBAN,34.01,37.0,75.3,2025-06,EUROPOP2023
2041,NL43,2,10-14,F,NON_EU,76144,99305,95916,101087,1.28,8.83,4535,48955,RURAL,20.7,47.8,80.4,2024-09,NUTS_PROJ_V1
2044,NL31,2,35-39,T,EU,77046,67873,67247,68404,1.11,13.95,6579,27633,INTERMEDIATE,41.95,38.7,82.5,2023-12,REG_DEMO_MODEL_B
2047,PL147,3,60-64,M,NATIONAL,77291,86738,83653,87606,1.4,10.38,-1081,32649,URBAN,34.48,30.8,75.9,2023-03,EUROPOP2024
2050,BE621,3,85-89,F,UNKNOWN,77261,99185,95523,102550,1.43,10.14,4137,45814,RURAL,21.17,41.1,75.0,2026-06,REG_DEMO_MODEL_A
2022,FR72,2,5-9,T,NON_EU,77370,79847,79410,81664,1.61,11.7,-1591,36401,INTERMEDIATE,23.23,46.7,81.2,2025-09,EUROPOP2023
2025,DK9,1,30-34,M,EU,78241,85265,83339,86168,2.11,7.41,966,38764,URBAN,29.74,37.0,82.5,2024-12,NUTS_PROJ_V1
2028,GR942,3,55-59,F,NATIONAL,78276,80555,77627,81105,1.69,8.19,-4524,34431,RURAL,21.13,48.8,81.6,2024-03,REG_DEMO_MODEL_B
2031,FI55,2,80-84,T,UNKNOWN,78356,84968,82815,87614,2.09,8.73,-3196,38131,INTERMEDIATE,20.65,45.5,83.1,2023-06,EUROPOP2024
2034,ES8,1,0-4,M,NON_EU,78384,98894,95192,101413,1.16,10.27,-1459,37325,URBAN,30.28,38.1,75.4,2026-09,REG_DEMO_MODEL_A
2037,PT785,3,25-29,F,EU,78987,73563,71543,74625,1.47,7.24,4317,36029,RURAL,21.69,47.9,78.8,2025-12,EUROPOP2023
2040,BG14,2,50-54,T,NATIONAL,78675,101484,98205,103039,1.27,12.96,5019,38529,INTERMEDIATE,33.61,41.6,76.4,2025-03,NUTS_PROJ_V1
2043,GR596,3,75-79,M,UNKNOWN,79171,113308,110715,117823,1.75,13.28,-427,56367,URBAN,29.56,48.3,76.6,2024-06,REG_DEMO_MODEL_B
2046,SE613,3,100+,F,NON_EU,79444,96190,95344,98663,1.26,11.3,-4917,41959,RURAL,19.19,50.8,81.7,2023-09,EUROPOP2024
2049,DE417,3,20-24,T,EU,79766,61385,60070,62721,1.98,13.16,2412,26158,INTERMEDIATE,20.24,45.8,81.3,2026-12,REG_DEMO_MODEL_A
2021,RO71,2,45-49,M,NATIONAL,79916,81394,78516,82643,1.81,7.68,2860,32975,URBAN,22.37,39.6,80.0,2026-03,EUROPOP2023
2024,FR21,2,70-74,F,UNKNOWN,80347,77409,75544,79887,2.06,10.04,7941,29657,RURAL,34.92,44.8,74.0,2025-06,NUTS_PROJ_V1
2027,EE367,3,95-99,T,NON_EU,80642,76298,75631,77568,1.14,10.19,-580,30658,INTERMEDIATE,34.54,42.1,76.2,2024-09,REG_DEMO_MODEL_B
2030,GR969,3,15-19,M,EU,80951,75026,74337,77333,1.16,14.09,6053,33274,URBAN,19.39,38.0,78.9,2023-12,EUROPOP2024
2033,SK361,3,40-44,F,NATIONAL,80541,81559,78796,83561,1.17,12.32,-1646,38895,RURAL,27.04,41.3,80.8,2023-03,REG_DEMO_MODEL_A
2036,SE74,2,65-69,T,UNKNOWN,81505,108727,106585,112920,1.33,12.59,-1307,48880,INTERMEDIATE,42.24,40.6,78.4,2026-06,EUROPOP2023
2039,BE637,3,90-94,M,NON_EU,81055,69451,67512,70980,1.68,7.92,6629,29275,URBAN,40.29,48.9,78.7,2025-09,NUTS_PROJ_V1
2042,IT6,1,10-14,F,EU,81626,110824,110057,114515,2.13,7.49,2501,53768,RURAL,28.55,33.8,84.1,2024-12,REG_DEMO_MODEL_B
2045,HR685,3,35-39,T,NATIONAL,81578,68924,66832,70950,1.65,13.56,3530,25848,INTERMEDIATE,18.61,38.7,81.2,2024-03,EUROPOP2024
2048,BE53,2,60-64,M,UNKNOWN,82704,69801,67855,71234,1.81,9.19,-3969,34633,URBAN,39.65,47.5,79.5,2023-06,REG_DEMO_MODEL_A
2020,HR23,2,85-89,F,NON_EU,82343,82343,80037,84616,1.46,11.45,6417,34727,RURAL,32.81,39.6,80.0,2026-09,EUROPOP2023
2023,PL105,3,5-9,T,EU,83169,86629,83684,87850,1.63,14.28,7611,33423,INTERMEDIATE,22.01,36.0,84.0,2025-12,NUTS_PROJ_V1
2026,BG493,3,30-34,M,NATIONAL,83133,92374,90980,93758,2.17,13.29,6351,35079,URBAN,39.45,33.4,75.2,2025-03,REG_DEMO_MODEL_B
2029,SI1,1,55-59,F,UNKNOWN,83074,88643,86465,90233,1.33,12.3,5904,39895,RURAL,27.28,37.8,79.7,2024-06,EUROPOP2024
2032,FI3,1,80-84,T,NON_EU,83166,89365,86170,89889,2.12,12.76,2504,33729,INTERMEDIATE,22.21,50.4,79.7,2023-09,REG_DEMO_MODEL_A
2035,LU31,2,0-4,M,EU,83769,83691,82409,85497,1.42,14.08,4399,33926,URBAN,39.59,45.3,83.7,2026-12,EUROPOP2023
2038,AT49,2,25-29,F,NATIONAL,83846,101504,100043,105209,1.25,11.13,47,50315,RURAL,34.67,34.6,77.8,2026-03,NUTS_PROJ_V1
2041,DE3,1,50-54,T,UNKNOWN,84084,70509,69271,72301,1.34,14.02,-447,32994,INTERMEDIATE,20.26,47.8,81.1,2025-06,REG_DEMO_MODEL_B
2044,SK91,2,75-79,M,NON_EU,84980,71141,69569,71980,1.45,11.54,-4082,26989,URBAN,27.75,33.1,83.0,2024-09,EUROPOP2024
2047,SK8,1,100+,F,EU,84628,88321,84825,89828,1.44,10.34,4191,42846,RURAL,37.65,39.3,84.4,2023-12,REG_DEMO_MODEL_A
2050,IT99,2,20-24,T,NATIONAL,85322,94115,90889,96983,2.09,12.46,1786,44865,INTERMEDIATE,33.85,31.8,76.2,2023-03,EUROPOP2023
2022,HR93,2,45-49,M,UNKNOWN,85236,88618,86702,90101,2.13,11.43,1156,42978,URBAN,29.06,49.2,78.4,2026-06,NUTS_PROJ_V1
2025,NL9,1,70-74,F,NON_EU,85569,87234,85478,90463,1.32,13.24,-258,36534,RURAL,19.14,47.4,82.8,2025-09,REG_DEMO_MODEL_B
2028,FR10,2,95-99,T,EU,85561,88918,87663,90061,1.97,8.16,-83,33312,INTERMEDIATE,40.52,39.9,80.9,2024-12,EUROPOP2024
2031,LV71,2,15-19,M,NATIONAL,86414,85121,82250,88248,1.81,7.21,7529,38796,URBAN,44.85,31.4,81.8,2024-03,REG_DEMO_MODEL_A
