tech_price_pricing_snapshot_date,tech_price_plan_id,tech_price_provider_brand,tech_price_service_area_id,tech_price_monthly_price_inr,tech_price_promo_price_inr,tech_price_promo_duration_months,tech_price_equipment_fee_inr,tech_price_installation_fee_inr,tech_price_early_termination_fee_inr,tech_price_contract_length_months,tech_price_auto_pay_discount_inr,tech_price_bundling_discount_inr,tech_price_income_based_discount_flag,tech_price_low_income_eligibility_program,tech_price_price_per_mbps_metric,tech_price_hidden_fees_estimate_inr,tech_price_price_increase_notice_days,tech_price_complaint_rate_per_1k,tech_price_regulatory_filing_id
2022-06-16,PLANKQ5M4W4DR7,TIKONA,JH-0517,1911,1468,1,999,999,999,0,100,50,0,NONE,4.518,109,7,24.53,TRAI22546145
2021-12-09,PLANG6ASA0AQN3,JIO,KA-3573,959,137,0,0,199,499,0,100,50,0,STATE_SUBSIDY,3.33,175,0,23.28,TRAI46400550
2024-01-02,PLAN3R1ROHEODQ,RAILTEL,CH-4117,1782,1470,1,999,999,999,0,0,200,0,CSR_CONNECT,11.35,135,60,13.63,TRAI76182418
2022-01-30,PLANUO10K2VZMZ,BSNL,MP-6504,3771,3053,6,299,0,2999,6,50,0,0,BSNL_SOCIAL,19.641,223,60,8.19,TRAI14187628
2023-08-13,PLAN11XVRCO0SD,ACT,UT-8717,4500,3972,12,999,1499,999,0,0,300,1,STATE_SUBSIDY,11.628,48,60,10.4,TRAI68312177
2024-11-11,PLAN9ZK8WUZRS8,TIKONA,LA-9347,4643,3931,6,499,999,1999,3,50,300,0,NONE,16.01,16,60,4.88,TRAI95832832
2022-05-28,PLAN7I1VURT4BJ,BSNL,DN-7130,2267,2128,12,0,199,2999,6,100,100,1,STATE_SUBSIDY,70.844,105,7,13.47,TRAI82083158
2021-08-07,PLAN2UINUNKBNT,VI,UT-1313,779,108,1,199,1499,999,12,0,300,1,BSNL_SOCIAL,2.05,28,7,3.82,TRAI70128586
2026-02-10,PLAN5EBE5Y3QIM,MTNL,RJ-6569,3674,3211,12,199,499,1999,0,100,50,1,BSNL_SOCIAL,14.023,196,0,20.65,TRAI55007114
2021-11-29,PLANHXEQW4IZ7G,VI,UT-2045,3246,2410,3,199,1499,999,3,50,300,1,CSR_CONNECT,14.556,112,0,7.25,TRAI51803029
2024-11-12,PLANOPY7U3N5EU,TIKONA,MN-3854,1409,452,1,999,199,2999,6,150,200,0,BSNL_SOCIAL,4.296,203,0,4.68,TRAI80085172
2025-08-01,PLANRA5BS8ZXMI,TIKONA,MZ-5703,2160,1214,3,199,199,499,6,25,300,0,NONE,7.448,203,14,19.07,TRAI94143206
2021-10-17,PLANECJ91ZQ8L4,AIRTEL,AP-9143,3256,2762,1,199,999,999,0,0,0,0,CSR_CONNECT,11.465,16,14,20.2,TRAI79446684
2025-01-18,PLANWWB0134PDO,BSNL,KA-0419,4548,3957,0,199,999,2999,12,150,200,1,BSNL_SOCIAL,13.456,30,60,11.61,TRAI80384677
2023-12-14,PLANKUOLEWDHB0,JIO,PY-2032,4382,3494,3,199,999,0,6,50,300,0,NONE,24.077,219,14,18.68,TRAI21315375
2021-11-04,PLANYHCR98DWFN,AIRTEL,LD-5643,2232,2041,12,299,0,999,24,150,300,1,CSR_CONNECT,18.446,393,60,10.26,TRAI35879408
2022-11-09,PLANZLA9ICOZKZ,SPECTRA,JK-9056,982,99,1,499,1499,2999,0,25,0,0,PM_WANI,3.495,216,14,16.47,TRAI81276841
2022-04-13,PLANC4O0FSML6X,HATHWAY,NL-7369,2158,1666,1,299,199,2999,3,0,100,1,CSR_CONNECT,61.657,344,14,5.67,TRAI23136498
2025-09-27,PLANM4BF6JYLI5,VI,BR-3950,1122,663,0,299,499,999,24,50,50,1,NONE,28.05,0,7,15.34,TRAI47162833
2023-02-12,PLANBMKJTOCWSU,TIKONA,CT-2773,3179,3133,1,499,0,499,3,25,200,0,CSR_CONNECT,21.48,25,0,7.37,TRAI86228835
2021-08-10,PLANL4DSE9MYTY,AIRTEL,PB-8408,4795,4536,3,199,0,499,0,150,100,1,STATE_SUBSIDY,29.417,461,60,1.89,TRAI19353040
2022-09-13,PLAN8UYVIID253,AIRTEL,OD-8011,4507,4205,12,499,1499,999,6,150,0,0,CSR_CONNECT,33.385,413,14,18.53,TRAI24733235
2025-05-09,PLAN8KCTLB6896,HATHWAY,ML-7593,833,804,24,299,0,499,0,0,100,1,PM_WANI,2.32,363,0,7.68,TRAI79906059
2021-11-04,PLAN0GSODR7LWH,RAILTEL,TN-8790,1879,1562,1,999,999,999,24,150,200,0,BSNL_SOCIAL,6.413,54,0,1.57,TRAI16568395
2021-08-11,PLAN322Y5BLS2Z,AIRTEL,BR-6200,3402,2556,3,0,499,1999,3,0,300,0,BSNL_SOCIAL,17.095,374,14,20.18,TRAI90911866
2023-11-25,PLANCBJI9PO6FH,TIKONA,KA-6748,3793,3577,0,0,1499,0,3,25,200,0,PM_WANI,7.741,45,30,0.17,TRAI41918838
2024-01-02,PLANH524JRNLRO,HATHWAY,MP-4110,2742,1964,12,299,1499,2999,24,50,50,0,BSNL_SOCIAL,21.762,93,30,11.5,TRAI40204318
2025-06-28,PLANM9K95X269V,RAILTEL,WB-8206,3812,3508,24,499,199,2999,12,0,0,0,NONE,238.25,382,0,17.37,TRAI65949096
2023-05-16,PLANYQC4B613HM,ACT,UT-3857,881,99,24,299,199,2999,6,150,0,0,PM_WANI,2.546,158,14,12.68,TRAI07128380
2024-10-07,PLANSKB1QSJR7Y,RAILTEL,LD-8252,2969,2770,6,499,499,1999,6,50,300,1,STATE_SUBSIDY,43.662,357,0,1.58,TRAI22034655
2022-11-16,PLANQ4OW9FWLGM,VI,UP-9664,3578,3064,3,299,999,499,3,100,300,0,BSNL_SOCIAL,8.419,159,7,9.3,TRAI85721357
2021-12-07,PLANLMB3D6MUIY,VI,MN-4464,491,157,3,999,999,2999,12,25,0,1,PM_WANI,1.145,467,14,21.39,TRAI17434659
2024-09-22,PLANG5P07HOTIX,MTNL,TG-7442,2450,1979,12,999,499,2999,0,0,200,0,PM_WANI,11.722,21,14,3.55,TRAI88671099
2024-08-24,PLANKDIQTE0XC6,MTNL,MP-9260,4723,3846,6,199,199,0,3,25,100,1,NONE,25.668,42,60,6.88,TRAI24433368
2023-10-31,PLAN81SHON36J9,AIRTEL,PY-6086,1272,986,1,199,199,0,3,25,200,1,CSR_CONNECT,6.66,380,7,15.82,TRAI23789456
2023-07-17,PLANEW3VYZXGX3,JIO,OD-3791,720,492,24,199,999,999,0,50,0,0,CSR_CONNECT,21.176,283,0,11.56,TRAI65880179
2025-10-03,PLANDMZUU52UME,SPECTRA,SK-0115,3021,2985,6,499,199,1999,0,0,50,1,CSR_CONNECT,12.588,45,14,8.1,TRAI61187279
2025-04-13,PLAN5EIQP87D9D,JIO,CH-3928,777,547,0,0,199,0,12,0,200,1,STATE_SUBSIDY,3.597,166,7,3.76,TRAI77069787
2023-10-24,PLAN9RXGCZ2ARN,AIRTEL,LD-5566,3658,2892,6,999,0,1999,0,0,100,0,STATE_SUBSIDY,18.199,477,0,23.37,TRAI24580136
2024-01-05,PLANDJJNARMP98,HATHWAY,TR-7589,4384,4237,12,0,499,0,6,100,200,0,NONE,13.573,255,30,23.76,TRAI85805670
2021-01-12,PLANUNBHZTTZHX,JIO,TG-6101,2793,1850,3,499,999,499,12,25,200,1,STATE_SUBSIDY,11.172,33,60,9.87,TRAI66934711
2024-02-26,PLAN5PPJD83C0B,TIKONA,DL-1905,1748,831,3,299,999,2999,24,0,50,0,STATE_SUBSIDY,7.982,45,7,21.99,TRAI58987412
2022-10-14,PLAN1GWUZ7BXDK,SPECTRA,JH-1749,3424,2482,12,199,999,999,12,25,300,0,PM_WANI,33.243,362,0,19.34,TRAI49549232
2021-01-08,PLANJECMEYDY0J,ACT,AP-2282,2971,2159,6,499,0,999,0,50,0,0,PM_WANI,7.125,306,7,3.82,TRAI96858869
2024-10-09,PLANGH38Y7JOWL,RAILTEL,MZ-6424,2385,1921,24,0,499,999,3,25,0,0,BSNL_SOCIAL,19.234,364,30,24.81,TRAI52475952
2023-10-14,PLANBDGG7PVR2A,MTNL,RJ-0578,3125,2316,1,0,1499,999,0,25,200,1,BSNL_SOCIAL,6.853,184,60,9.31,TRAI72625605
2025-06-12,PLANN0IHMLERPT,RAILTEL,TR-2469,3927,3112,3,499,499,499,12,100,0,0,PM_WANI,31.167,293,30,12.15,TRAI29572500
2021-11-02,PLANUB5QOFAS2S,SPECTRA,MZ-6731,1247,811,3,0,0,2999,6,50,200,0,NONE,19.794,230,60,1.25,TRAI92730505
2023-05-12,PLANYJM4G8KJS7,JIO,HR-0800,2556,1655,6,0,1499,2999,12,50,100,0,NONE,12.114,233,14,5.36,TRAI25565136
2021-01-27,PLANUM4QZMGZ5N,HATHWAY,TR-0824,3118,3081,1,299,499,0,24,0,200,0,CSR_CONNECT,12.884,289,14,7.31,TRAI76735733
2021-03-17,PLANKMAN7ZIYX2,ACT,AS-2117,501,99,24,499,999,999,12,50,0,0,NONE,6.863,483,14,18.0,TRAI17190033
2021-11-04,PLAN70I247KW15,VI,TG-1189,4589,4286,6,0,199,2999,6,25,0,0,NONE,13.111,369,30,21.98,TRAI67628593
2023-05-22,PLANJ11CAEFJYR,SPECTRA,JH-1617,3853,3797,1,0,999,1999,12,25,200,0,STATE_SUBSIDY,10.06,209,60,9.92,TRAI19128618
2025-08-02,PLANCNHM68VQEO,RAILTEL,HP-2100,4709,4297,6,199,999,1999,3,100,0,0,NONE,17.905,225,0,5.55,TRAI03336897
2021-03-15,PLANHVLX8783IQ,HATHWAY,OD-6066,3368,2700,1,0,499,1999,6,150,50,1,NONE,13.054,400,7,12.42,TRAI40909930
2021-03-20,PLANZCZXTSM36J,ACT,SK-3152,1382,434,1,999,1499,499,12,100,0,0,PM_WANI,4.101,429,0,17.01,TRAI41044073
2021-08-23,PLAN1JYLG8GVHO,MTNL,GJ-6517,4084,3424,0,199,199,499,3,0,200,0,NONE,83.347,277,30,2.07,TRAI37545512
2024-08-02,PLANT4JENETKT2,RAILTEL,AN-9288,4892,4513,0,999,1499,999,12,50,200,0,BSNL_SOCIAL,10.566,350,14,3.44,TRAI90080485
2025-05-21,PLANC4KWYPDJ4Y,SPECTRA,TG-8710,3185,3119,24,999,499,2999,12,25,100,0,STATE_SUBSIDY,7.512,259,60,3.63,TRAI72717370
2025-08-07,PLANCJV1H2QSHN,RAILTEL,RJ-0653,3575,3291,24,499,199,2999,3,0,50,0,PM_WANI,8.314,396,14,8.03,TRAI85254402
2023-02-28,PLANAXJ0IJ533I,VI,WB-3320,1342,649,12,499,1499,1999,24,150,50,0,CSR_CONNECT,20.646,450,7,10.68,TRAI04526891
2024-06-13,PLANLCC3JGXMIX,ACT,BR-7504,565,99,12,0,0,0,3,150,100,0,PM_WANI,1.342,381,30,14.67,TRAI42996426
2022-01-13,PLANSVUT9WCPLK,MTNL,RJ-6252,2950,2128,3,199,0,1999,12,150,50,1,STATE_SUBSIDY,6.108,128,14,18.77,TRAI19068472
2023-01-27,PLANXT30Q4RFXK,JIO,TN-6122,3286,2407,0,299,199,999,24,150,100,1,CSR_CONNECT,7.606,352,30,8.33,TRAI53013260
2021-01-22,PLAN9YJDTTWVKA,RAILTEL,AP-1154,2020,1651,12,0,0,0,12,150,100,1,BSNL_SOCIAL,4.731,459,7,5.93,TRAI65976484
2025-10-06,PLANT78WXVUM6E,AIRTEL,MP-1112,1442,1412,3,0,199,2999,24,100,0,0,NONE,120.167,202,30,4.34,TRAI57313627
2025-01-17,PLANU8UBWTMBMO,BSNL,TG-3514,1997,1779,24,0,1499,0,3,50,0,0,NONE,20.378,85,0,1.52,TRAI72929666
2025-02-22,PLAN0KT1CMDB42,BSNL,HR-6725,3446,3237,1,0,999,1999,0,100,50,0,NONE,12.049,440,30,10.64,TRAI87072919
2024-08-28,PLAN57Z5GAYFD5,BSNL,OD-5840,1754,1130,24,499,1499,1999,3,0,0,0,PM_WANI,5.498,495,60,7.72,TRAI53890412
2024-09-25,PLANMBJEHD8OD5,BSNL,GJ-5263,223,99,24,499,1499,499,6,150,50,0,CSR_CONNECT,1.973,433,0,16.58,TRAI73515351
2024-11-15,PLAN37D3TMZKNC,BSNL,ML-9523,3695,3091,1,499,1499,999,3,50,100,0,NONE,8.211,403,0,21.83,TRAI14193491
2021-11-03,PLANMQSO0DPG3L,HATHWAY,NL-3030,2095,1842,0,199,1499,0,24,150,300,0,CSR_CONNECT,5.073,59,60,7.5,TRAI17678186
2025-10-24,PLANSIT6ZUE9R5,SPECTRA,KA-3803,2055,2007,1,499,199,999,24,25,200,0,STATE_SUBSIDY,7.583,484,0,20.49,TRAI07620401
2022-08-01,PLANH4FUT56XSH,TIKONA,OD-6959,2339,1653,0,299,1499,499,6,150,200,0,CSR_CONNECT,4.853,152,14,14.2,TRAI53094141
2021-08-29,PLANDPLS4P3YMV,JIO,DN-6119,3567,3018,12,0,499,0,0,25,300,0,STATE_SUBSIDY,14.5,113,0,21.18,TRAI19854486
2026-02-02,PLANU3FVZGINPF,BSNL,AP-8314,1458,889,6,499,1499,0,24,25,50,0,CSR_CONNECT,11.045,324,30,0.7,TRAI82624058
2025-08-26,PLANJV7MIEU1LE,AIRTEL,TG-3883,1488,554,3,299,199,999,12,25,300,0,STATE_SUBSIDY,15.03,241,7,9.78,TRAI58013103
2021-07-31,PLAN1QP39RGUV3,BSNL,SK-7652,4427,4240,24,0,0,499,12,50,0,0,STATE_SUBSIDY,21.284,123,60,9.46,TRAI63423487
2021-01-28,PLANUX9RI2DZIS,TIKONA,NL-5613,2452,2337,6,0,1499,0,12,50,0,0,PM_WANI,5.824,205,7,17.54,TRAI56256344
2024-10-15,PLANE57ITOSBSV,MTNL,SK-6548,1903,1666,6,499,1499,2999,3,100,100,0,STATE_SUBSIDY,4.467,145,7,2.35,TRAI03440009
2024-11-02,PLANTM4ZC5CM9B,VI,TR-3971,623,155,24,999,1499,1999,3,25,300,0,NONE,1.953,119,7,17.36,TRAI88128523
2023-09-21,PLANB19LHDMGPV,MTNL,HP-5514,2816,2712,6,299,1499,1999,24,100,0,0,STATE_SUBSIDY,5.966,477,0,24.35,TRAI63237315
2021-08-27,PLANJHHVB1C86B,HATHWAY,BR-2861,3595,3507,0,999,199,999,24,150,100,0,NONE,11.904,242,14,16.0,TRAI38642385
2024-03-19,PLAN488YNVAMKF,AIRTEL,ML-3161,3145,2336,24,499,999,2999,3,25,0,0,NONE,18.179,92,30,13.76,TRAI50990094
2022-01-07,PLANRDU2VUN862,RAILTEL,HP-2565,1697,1400,0,999,999,499,12,150,0,0,PM_WANI,11.389,349,14,16.85,TRAI61760464
2023-11-13,PLANVS3G1PATKH,AIRTEL,JH-8205,4420,4229,1,0,499,999,0,25,300,0,BSNL_SOCIAL,12.812,302,30,21.95,TRAI07188897
2023-06-07,PLANFVL4UHKXIT,SPECTRA,NL-4313,3225,2674,3,999,199,2999,24,50,0,0,STATE_SUBSIDY,11.643,102,7,21.57,TRAI66622970
2024-12-04,PLAN75DV9DKO91,TIKONA,AR-6145,1670,892,1,999,0,999,3,0,100,0,NONE,16.535,471,60,19.99,TRAI91290362
2022-08-11,PLANOQC8A56COC,AIRTEL,TN-2789,2020,1955,0,999,999,0,24,25,50,0,BSNL_SOCIAL,42.979,463,14,6.33,TRAI09519840
2022-07-26,PLANWRDQ69XJF4,BSNL,GJ-5344,913,99,0,0,499,499,3,0,50,1,PM_WANI,5.129,47,0,5.71,TRAI31939908
2024-12-11,PLAN9HD268ANJZ,MTNL,MN-4444,1387,539,24,0,199,2999,24,50,200,0,CSR_CONNECT,10.921,296,7,1.54,TRAI83311607
2026-02-01,PLANALUT84X13J,BSNL,UT-7037,2310,1591,6,199,1499,2999,24,50,50,0,BSNL_SOCIAL,4.843,125,7,18.46,TRAI81421903
2022-02-18,PLANSKDKDVRIYG,RAILTEL,RJ-4384,664,99,12,299,1499,0,0,150,200,1,PM_WANI,1.592,420,14,1.64,TRAI34839882
2024-10-24,PLANT55CTMYFGZ,HATHWAY,DN-9897,1062,432,12,199,199,499,24,150,0,0,BSNL_SOCIAL,4.214,382,0,5.81,TRAI31005437
2025-07-13,PLANFDZ6ONRC5T,BSNL,BR-6412,226,195,0,499,499,0,3,50,200,0,BSNL_SOCIAL,0.81,157,7,7.51,TRAI61223221
2023-06-19,PLAN1E8R7XAVRO,AIRTEL,MN-0665,2375,1671,0,0,1499,2999,0,25,300,0,STATE_SUBSIDY,11.7,469,0,2.98,TRAI35364934
2024-09-21,PLANJ2R2PBW96G,BSNL,CH-6906,1229,350,6,299,499,499,24,0,0,0,NONE,3.349,260,7,14.21,TRAI11603423
2023-01-22,PLANWFST5MAPO9,HATHWAY,KA-6031,4909,4054,12,0,1499,0,24,25,0,0,BSNL_SOCIAL,15.535,327,60,2.65,TRAI74021238
2025-08-22,PLAN2G818YTFET,VI,JH-3297,4148,3826,6,199,499,0,6,150,200,0,STATE_SUBSIDY,16.267,389,30,18.83,TRAI39557097
2022-05-23,PLANA6DZ4MAX6P,VI,AS-5474,4780,4176,1,299,499,1999,0,0,0,0,STATE_SUBSIDY,43.853,402,7,18.1,TRAI16459444
2024-12-26,PLANRNU826H4YC,TIKONA,BR-2904,4902,4746,0,0,1499,999,12,0,200,0,STATE_SUBSIDY,21.129,218,60,15.22,TRAI09690638
2024-07-10,PLAN3ZLKTP5THR,JIO,PY-3178,4598,4265,1,199,199,499,3,50,200,1,CSR_CONNECT,37.689,379,14,22.52,TRAI02132163
2024-08-05,PLANZYJA9BDKAB,JIO,GJ-7558,1833,1721,0,499,499,1999,6,50,100,0,NONE,4.313,235,30,0.18,TRAI29673443
2021-05-02,PLAN8I8ZFIILL6,AIRTEL,DN-3206,1509,752,6,199,999,1999,12,50,0,0,STATE_SUBSIDY,6.986,459,60,20.48,TRAI97992320
2023-10-16,PLANDXI1DDOUWO,ACT,UP-8995,492,99,1,299,1499,2999,24,50,0,0,PM_WANI,1.668,6,60,7.05,TRAI02351951
2022-03-29,PLANT21QZV3S1X,AIRTEL,UT-2034,4006,3763,0,499,199,2999,12,150,100,0,PM_WANI,10.142,173,14,21.25,TRAI26382832
2024-07-01,PLANBR53YFZGXL,HATHWAY,MH-9728,2004,1928,12,299,999,0,0,150,0,0,BSNL_SOCIAL,11.386,364,14,3.97,TRAI51330598
2021-08-15,PLAN4RN1TCVTUB,RAILTEL,TG-4201,807,99,24,199,1499,1999,0,150,100,0,STATE_SUBSIDY,1.678,139,0,9.69,TRAI54040281
2021-09-16,PLAN1NXXGJZ8WH,AIRTEL,UP-8567,586,99,24,199,999,499,24,150,100,0,STATE_SUBSIDY,1.472,115,60,7.51,TRAI34283614
2023-04-25,PLAN4ZYY4PWF0D,JIO,BR-7232,1898,1879,6,999,199,999,24,50,100,0,NONE,5.186,297,14,22.61,TRAI71089037
2022-04-02,PLAN75UACF00G5,ACT,KL-1337,2222,1970,0,299,499,499,3,25,200,0,CSR_CONNECT,5.989,388,60,15.56,TRAI50309971
2021-10-02,PLAN13DHEP8YDC,TIKONA,JH-3261,4991,4781,12,0,0,499,12,150,100,0,BSNL_SOCIAL,13.1,297,0,20.38,TRAI27246968
2025-10-24,PLANAY6B8C3RQM,SPECTRA,KA-4282,3493,3363,0,0,199,0,6,100,100,0,CSR_CONNECT,51.368,75,60,12.51,TRAI31791206
2025-10-30,PLAN0TEISVF569,HATHWAY,ML-7536,711,598,12,499,199,499,12,150,100,0,CSR_CONNECT,2.386,470,14,4.73,TRAI92933372
2025-06-04,PLANWDVYR614DP,JIO,MH-8479,1713,915,6,299,1499,499,12,0,300,0,CSR_CONNECT,4.922,37,14,13.4,TRAI51581722
2023-08-27,PLANASJFOLV67G,AIRTEL,TR-1985,3594,3589,1,999,1499,499,3,150,50,0,NONE,9.008,335,14,14.61,TRAI88450559
2025-12-19,PLANPFAKQOIZTC,ACT,AS-3809,2565,1788,3,999,499,499,3,0,50,1,CSR_CONNECT,5.713,428,30,12.1,TRAI25879007
2024-03-18,PLANCGWEGJSFL0,SPECTRA,PB-7795,2105,1665,3,299,0,2999,24,100,0,0,PM_WANI,7.412,320,7,10.7,TRAI56005571
2024-06-05,PLANTLWVO09AJ0,SPECTRA,MN-6848,2386,2324,0,0,499,999,6,150,200,0,PM_WANI,54.227,367,30,16.91,TRAI07261249
2025-11-11,PLANF9B71Z5EWX,RAILTEL,MP-9259,3245,2547,24,299,199,1999,24,150,50,0,CSR_CONNECT,10.141,455,30,13.05,TRAI32442323
2023-01-21,PLANACLQ8V2PK6,MTNL,PY-9680,669,99,6,499,0,499,0,150,300,0,CSR_CONNECT,2.433,306,7,9.24,TRAI51957552
2022-09-10,PLAN1RJBO8N68D,BSNL,ML-7198,3845,3548,6,299,0,499,12,50,100,0,PM_WANI,18.848,294,14,24.07,TRAI02943196
2022-06-12,PLANEMOQCAMMIN,MTNL,MN-7083,4700,4460,1,299,1499,1999,6,150,300,0,BSNL_SOCIAL,9.514,17,14,14.81,TRAI47635794
2022-07-05,PLANI0PTDIR382,RAILTEL,WB-4676,392,99,12,0,499,499,12,50,200,0,NONE,2.333,155,60,11.64,TRAI50532027
2022-08-06,PLANTQT8W8AQRA,VI,AR-3993,1077,215,12,499,0,0,24,150,100,0,BSNL_SOCIAL,4.45,421,30,2.55,TRAI39593421
2022-02-26,PLAN2T03827TEP,TIKONA,MH-1720,3344,3280,0,199,0,2999,0,100,0,0,CSR_CONNECT,8.989,185,0,5.94,TRAI51194627
2021-12-06,PLANH402HYKFOQ,HATHWAY,DN-2737,2200,2090,3,999,499,499,0,150,300,0,STATE_SUBSIDY,6.128,226,30,23.54,TRAI53443420
2022-01-13,PLANLCSHNQDMXQ,TIKONA,PB-8150,3160,2798,12,199,999,2999,3,50,300,0,NONE,7.92,377,60,17.62,TRAI13150903
2025-12-16,PLANHP18QIFT7M,BSNL,AS-5609,4577,4064,12,199,0,499,3,150,300,1,BSNL_SOCIAL,31.136,62,60,7.24,TRAI58995983
2023-02-23,PLANYDVR97LSJ8,ACT,TG-2280,1094,875,6,299,999,999,0,25,0,0,CSR_CONNECT,7.814,104,60,16.86,TRAI75116181
2021-12-08,PLANRCSWDHD1AW,JIO,MZ-4055,1333,587,6,499,499,2999,3,25,100,0,CSR_CONNECT,24.236,37,30,3.84,TRAI74678417
2025-04-21,PLANOCL74XNC0G,TIKONA,NL-7795,3601,2839,1,299,999,2999,24,0,50,1,STATE_SUBSIDY,17.481,46,60,0.23,TRAI15723216
2021-03-02,PLANLOVJ4X16IM,HATHWAY,DN-7919,741,597,24,499,499,1999,24,50,0,0,BSNL_SOCIAL,1.992,141,30,6.59,TRAI91859935
2021-07-27,PLANZWTBXUEYXJ,JIO,DL-5211,2374,1971,1,499,0,999,6,100,100,0,PM_WANI,5.762,147,60,15.73,TRAI42476168
2022-04-20,PLANCT0TZ8YD3I,JIO,GJ-7989,1894,1060,0,499,199,0,12,0,200,0,STATE_SUBSIDY,4.1,161,0,5.56,TRAI57767037
2025-05-16,PLAN0SI3OFP5B7,AIRTEL,AS-5038,597,341,24,299,1499,0,6,0,200,0,CSR_CONNECT,1.236,419,0,12.62,TRAI28127017
2022-02-15,PLANL87OHBOR86,BSNL,NL-3885,4033,3693,24,999,1499,2999,3,100,300,0,STATE_SUBSIDY,9.25,344,7,0.38,TRAI90166154
2024-04-25,PLANT3WUDAR5B5,HATHWAY,GJ-9918,2242,1259,6,499,1499,1999,12,100,200,0,NONE,22.646,373,7,17.16,TRAI36118827
2022-05-09,PLAND0S6TSXL1Z,BSNL,UT-6411,1236,809,0,499,199,2999,12,50,50,0,PM_WANI,2.652,270,0,20.49,TRAI49832338
2023-08-22,PLANYA9SCZFDHZ,SPECTRA,GJ-3938,1896,1224,3,299,1499,999,24,25,300,0,NONE,22.306,374,7,14.81,TRAI73224960
2022-04-13,PLAN8Q7E0ICBL7,BSNL,CT-7102,1722,1277,12,0,0,499,6,0,100,0,STATE_SUBSIDY,10.129,399,7,13.6,TRAI15468380
2024-06-02,PLANDEM20G7LT3,HATHWAY,DN-8122,2527,2258,12,0,499,0,6,25,300,0,STATE_SUBSIDY,19.144,359,14,1.6,TRAI22934314
2024-12-31,PLANPGLILRPJP5,VI,JK-3166,471,99,6,0,199,499,0,25,100,0,PM_WANI,10.953,431,14,3.6,TRAI82962152
2023-01-04,PLAN9ZP0LO8JDU,VI,DL-6758,4514,3552,0,199,0,1999,24,150,100,0,STATE_SUBSIDY,9.708,198,60,14.13,TRAI19421702
2021-02-19,PLAN7AX39L2SPT,JIO,BR-2181,4721,3738,0,499,999,0,6,100,200,0,BSNL_SOCIAL,188.84,13,14,9.86,TRAI60225123
2023-06-12,PLANK1NM1Q9USG,MTNL,CH-5991,4776,4287,24,299,0,499,6,150,100,0,PM_WANI,16.135,22,14,24.94,TRAI55115562
2024-10-31,PLANRUVJXFZEYF,JIO,CH-4824,4741,4707,12,0,0,499,3,50,50,1,CSR_CONNECT,28.56,253,30,12.67,TRAI80772429
2023-12-27,PLANKPTRW6II0M,JIO,TN-0095,778,471,0,499,0,0,24,50,0,1,PM_WANI,11.612,156,0,10.11,TRAI76964080
2025-10-28,PLANPQL55W1YQT,MTNL,DD-6724,1587,650,3,199,999,2999,24,100,50,0,PM_WANI,5.608,269,0,19.43,TRAI71854651
2022-01-01,PLANZKJCMGH20E,HATHWAY,MH-3131,2865,1912,0,0,199,0,12,0,100,0,BSNL_SOCIAL,14.768,104,14,1.09,TRAI24300658
2021-06-08,PLANVUH9WY6RZO,ACT,TR-7390,1494,1078,1,199,199,499,3,25,50,0,NONE,78.632,358,0,18.72,TRAI81100578
2025-11-23,PLANVZYDCO0LNM,RAILTEL,KA-7425,3200,2272,3,499,199,1999,0,25,300,1,CSR_CONNECT,7.843,283,60,14.61,TRAI29925322
2022-02-11,PLAN2S8MI1SN1S,HATHWAY,CH-7964,344,99,6,0,0,499,24,100,200,0,NONE,8.0,348,30,14.34,TRAI54677901
2025-05-07,PLANSHHON97OD4,SPECTRA,TN-0726,416,256,6,999,999,1999,3,25,50,0,STATE_SUBSIDY,2.584,389,7,17.36,TRAI57395551
2021-01-29,PLAN92MGKLCJWM,BSNL,RJ-4891,498,99,24,0,1499,499,24,100,200,1,CSR_CONNECT,1.3,101,14,3.56,TRAI03373836
2021-09-16,PLANUNOWSUGKJW,SPECTRA,WB-3421,1426,1095,1,199,0,1999,24,0,0,0,BSNL_SOCIAL,21.938,301,30,5.71,TRAI92135315
2025-12-09,PLANPFY7KCR6SP,SPECTRA,KA-3586,4318,4255,1,999,499,0,12,50,300,0,BSNL_SOCIAL,11.393,435,14,14.83,TRAI33493306
2025-03-22,PLAN31HYHAB8OF,AIRTEL,GJ-6627,483,132,24,499,0,0,12,150,50,0,BSNL_SOCIAL,25.421,21,30,15.05,TRAI15390951
2025-01-13,PLANZLZ0E2CWKE,BSNL,JK-0724,2878,1969,3,199,999,999,0,0,100,1,PM_WANI,31.283,391,7,14.89,TRAI29604075
2022-05-20,PLAN5CO5JDG7ZB,JIO,GJ-0783,1210,637,0,299,999,1999,0,25,300,0,CSR_CONNECT,3.7,369,30,7.44,TRAI31369018
2024-10-10,PLANX1GZADBYJN,JIO,TN-8599,2651,2367,6,299,199,2999,6,150,300,0,CSR_CONNECT,6.815,407,30,20.96,TRAI67451789
2024-11-25,PLANOHMS4FN8PO,VI,MP-6762,3275,2306,24,299,199,0,24,150,50,0,CSR_CONNECT,13.206,323,30,11.02,TRAI29405015
2024-03-22,PLAN9VSDIOFU8B,HATHWAY,MH-2151,4651,4629,0,999,499,1999,24,100,200,0,CSR_CONNECT,25.415,47,30,14.84,TRAI13809018
