demo_migflow_move_year,demo_migflow_origin_lgd_code,demo_migflow_destination_lgd_code,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_km_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2022,35387517,78970829,INTRASTATE,39,9,Employment,Informal,Informal,1399,166,lt_1L,3L_6L,Graduate,Indian_Citizen,Y,4600,4961,3.419,W1
2025,71572389,81702766,INTERNATIONAL,10,3,Employment,Rented,Rented,2908,62,1L_3L,3L_6L,No_schooling,Other,N,1884,1709,3.455,W4
2017,83001713,43784067,INTERNATIONAL,72,5,Housing,Owned,Informal,666,149,lt_1L,lt_1L,Graduate,Indian_Citizen,Y,28,4894,0.299,W4
2019,50826583,58854919,INTERNATIONAL,35,7,Family,Informal,Other,2004,41,3L_6L,3L_6L,No_schooling,Indian_Citizen,Y,792,215,2.435,W5
2018,90636227,37660531,INTRASTATE,78,6,Family,Other,Employer,1084,88,gt_10L,gt_10L,Secondary,OCI,Y,336,1221,1.54,W1
2017,68570553,61094862,INTERNATIONAL,35,8,Housing,Employer,Employer,1436,15,6L_10L,lt_1L,No_schooling,Foreign_National,Y,2190,978,3.202,W5
2021,16144893,78783810,INTRASTATE,49,9,Family,Informal,Owned,2792,22,lt_1L,3L_6L,Secondary,Indian_Citizen,Y,3154,3640,1.591,W2
2020,16609795,52721776,INTERSTATE,63,2,Climate,Other,Other,591,79,lt_1L,1L_3L,Secondary,Foreign_National,Y,3493,3545,3.449,W5
2025,57214714,84541026,INTRASTATE,66,10,Employment,Rented,Other,2781,110,lt_1L,6L_10L,Higher_secondary,Other,Y,3417,2678,4.195,W1
2022,33706696,20743355,INTERNATIONAL,87,9,Other,Informal,Rented,1487,99,gt_10L,lt_1L,Postgraduate,OCI,N,4136,1678,1.591,W2
2023,85103351,36392486,INTRASTATE,52,3,Marriage,Other,Other,409,68,1L_3L,3L_6L,Postgraduate,Indian_Citizen,Y,4064,1856,4.149,W3
2025,88571027,82628715,INTERSTATE,83,10,Employment,Rented,Employer,207,116,1L_3L,1L_3L,Secondary,Foreign_National,N,1452,243,1.239,W4
2016,63006317,52834455,INTERNATIONAL,75,8,Climate,Owned,Owned,530,-52,gt_10L,3L_6L,Higher_secondary,Foreign_National,Y,93,1338,4.987,W3
2017,79362044,12533419,INTERNATIONAL,0,1,Climate,Employer,Employer,946,149,3L_6L,3L_6L,Primary,OCI,Y,4672,2655,3.746,W5
2025,91326783,68216615,INTRASTATE,29,2,Education,Owned,Employer,1006,128,3L_6L,lt_1L,Graduate,Foreign_National,Y,4859,3872,1.249,W5
2023,42011408,42759933,INTRASTATE,1,10,Housing,Other,Informal,1957,25,3L_6L,1L_3L,No_schooling,Other,N,2439,3902,2.181,W2
2021,44013676,43893770,INTERNATIONAL,80,2,Marriage,Informal,Owned,2787,169,3L_6L,3L_6L,Postgraduate,Indian_Citizen,N,1488,2531,0.205,W1
2024,84449849,42066779,INTERSTATE,86,9,Housing,Employer,Employer,2830,135,3L_6L,lt_1L,Postgraduate,Indian_Citizen,Y,2837,4090,1.033,W4
2021,66540037,82591854,INTERSTATE,25,10,Family,Employer,Other,2760,55,6L_10L,gt_10L,Graduate,OCI,Y,2942,786,3.073,W4
2017,64697175,39815655,INTERSTATE,47,3,Education,Rented,Other,77,33,1L_3L,3L_6L,Graduate,Foreign_National,N,2216,1164,4.624,W3
2019,94589747,89082135,INTERSTATE,82,3,Marriage,Informal,Employer,2820,27,gt_10L,6L_10L,No_schooling,Foreign_National,N,2422,1728,4.446,W3
2016,35176098,81257636,INTRASTATE,52,7,Housing,Owned,Employer,1892,151,lt_1L,lt_1L,Primary,Indian_Citizen,Y,2468,491,1.77,W3
2022,42915121,87977853,INTRASTATE,53,5,Employment,Owned,Owned,994,-31,3L_6L,gt_10L,Higher_secondary,Other,Y,3124,760,0.881,W4
2021,37689982,14538921,INTERSTATE,68,1,Climate,Rented,Owned,584,-33,1L_3L,6L_10L,Postgraduate,OCI,Y,3271,4409,1.458,W5
2021,89322162,86883840,INTERNATIONAL,86,5,Housing,Owned,Owned,2053,16,gt_10L,lt_1L,Secondary,Indian_Citizen,Y,515,2712,2.143,W4
2017,55789242,89333329,INTERSTATE,45,3,Marriage,Rented,Informal,2474,77,lt_1L,gt_10L,Primary,Indian_Citizen,Y,3812,1441,2.919,W1
2024,37462562,99064909,INTERNATIONAL,56,6,Housing,Other,Other,2155,142,gt_10L,6L_10L,Graduate,OCI,Y,3748,4889,3.517,W4
2025,11172570,68378488,INTERSTATE,33,6,Employment,Informal,Owned,2411,120,lt_1L,3L_6L,Postgraduate,Indian_Citizen,Y,3283,2840,4.146,W2
2025,87864504,22199132,INTRASTATE,47,3,Family,Other,Other,80,165,lt_1L,lt_1L,Postgraduate,OCI,N,4652,1851,1.789,W4
2022,95370189,73936449,INTRASTATE,33,2,Education,Owned,Informal,776,126,gt_10L,6L_10L,Higher_secondary,Other,N,3364,1707,0.599,W4
2019,33341750,29057644,INTRASTATE,54,8,Housing,Other,Employer,2402,78,6L_10L,lt_1L,Graduate,Other,Y,3845,3360,3.053,W3
2021,69401039,46345504,INTERNATIONAL,55,7,Marriage,Other,Employer,278,72,gt_10L,gt_10L,No_schooling,Other,N,2820,4154,4.944,W1
2016,33280297,93159541,INTERSTATE,24,7,Family,Owned,Other,2115,170,6L_10L,1L_3L,Higher_secondary,Foreign_National,Y,437,1128,0.778,W5
2020,33524539,57376479,INTERNATIONAL,1,3,Employment,Other,Owned,1956,-13,1L_3L,lt_1L,Graduate,OCI,N,694,4730,4.584,W4
2019,91289195,64345246,INTERSTATE,56,5,Marriage,Informal,Owned,1915,-28,6L_10L,lt_1L,Secondary,Foreign_National,Y,3774,2227,2.417,W1
2020,79164763,81750791,INTERNATIONAL,69,2,Education,Rented,Other,1525,23,3L_6L,6L_10L,Primary,Indian_Citizen,N,3801,3012,4.236,W1
2019,74768614,37438722,INTRASTATE,74,8,Other,Other,Rented,864,77,6L_10L,gt_10L,Graduate,Other,Y,1203,4329,1.698,W5
2024,63152296,58627649,INTERNATIONAL,55,9,Marriage,Rented,Owned,1201,-27,1L_3L,gt_10L,Primary,Other,N,3276,642,4.98,W4
2016,24073632,59299839,INTRASTATE,63,8,Employment,Employer,Rented,1196,-58,lt_1L,6L_10L,Primary,Indian_Citizen,Y,3227,1938,4.826,W2
2024,93480771,53518469,INTRASTATE,85,10,Family,Informal,Owned,1755,73,1L_3L,gt_10L,Secondary,Foreign_National,N,1140,3413,1.27,W1
2022,43536400,53771514,INTERSTATE,13,7,Family,Rented,Other,1614,171,lt_1L,6L_10L,No_schooling,Other,Y,471,2524,0.895,W1
2017,82555987,30274400,INTERSTATE,59,6,Family,Rented,Owned,468,138,1L_3L,3L_6L,No_schooling,Foreign_National,N,1782,1963,4.441,W5
2023,18325500,69327471,INTRASTATE,57,9,Marriage,Other,Informal,1866,69,gt_10L,6L_10L,Graduate,OCI,N,2420,1989,1.337,W3
2019,80932412,52144370,INTERNATIONAL,11,9,Employment,Owned,Rented,1454,156,1L_3L,gt_10L,Postgraduate,Other,Y,910,4060,3.755,W2
2023,20895631,93690794,INTERSTATE,71,8,Housing,Other,Other,2170,174,gt_10L,lt_1L,Postgraduate,OCI,N,4970,3443,0.562,W3
2018,61799057,96121790,INTRASTATE,10,5,Family,Other,Employer,1596,171,1L_3L,1L_3L,Postgraduate,Other,N,880,213,3.066,W5
2023,85647617,54586335,INTERSTATE,75,1,Housing,Rented,Owned,1430,64,gt_10L,3L_6L,Graduate,Other,Y,3625,2485,2.513,W4
2020,85411203,92094771,INTERSTATE,6,5,Marriage,Rented,Rented,1816,69,3L_6L,gt_10L,Graduate,Indian_Citizen,N,1104,3790,3.696,W3
2024,36598514,59420351,INTERNATIONAL,68,8,Climate,Employer,Other,118,53,gt_10L,gt_10L,Primary,Indian_Citizen,N,624,2403,4.263,W2
2021,18017143,82391219,INTRASTATE,2,1,Climate,Rented,Owned,1419,27,lt_1L,lt_1L,Secondary,OCI,N,4553,622,0.516,W1
2016,68677572,49748993,INTRASTATE,55,7,Employment,Other,Owned,2544,-1,lt_1L,1L_3L,No_schooling,Foreign_National,N,767,4316,3.428,W1
2023,88887334,20760983,INTERNATIONAL,7,1,Marriage,Informal,Rented,1158,-8,lt_1L,1L_3L,Graduate,Indian_Citizen,N,3931,3482,4.195,W4
2022,13244793,95006248,INTERSTATE,21,5,Employment,Employer,Other,2198,-55,6L_10L,6L_10L,Primary,Other,Y,1373,1048,0.692,W3
2022,67062136,38213289,INTERSTATE,64,8,Other,Informal,Rented,2076,180,lt_1L,6L_10L,No_schooling,OCI,Y,5000,2538,1.865,W5
2018,33657325,96313266,INTRASTATE,35,1,Other,Employer,Owned,1653,154,6L_10L,1L_3L,Secondary,Other,Y,1831,1851,3.972,W1
2018,40009002,66855926,INTRASTATE,32,3,Other,Employer,Owned,1057,44,3L_6L,6L_10L,Secondary,Indian_Citizen,N,1303,2274,0.29,W1
2021,99529847,92342060,INTERSTATE,38,10,Education,Employer,Employer,1318,-52,gt_10L,lt_1L,Primary,Foreign_National,Y,4541,1071,2.725,W5
2020,38318707,60101536,INTERNATIONAL,50,3,Employment,Rented,Rented,431,-41,1L_3L,lt_1L,Postgraduate,OCI,N,1141,286,3.284,W3
2017,40626192,36183861,INTERSTATE,13,2,Climate,Employer,Owned,1098,-31,gt_10L,6L_10L,Secondary,OCI,N,2902,1586,0.479,W5
2023,90101564,33628906,INTRASTATE,52,9,Family,Employer,Owned,2802,73,lt_1L,1L_3L,Primary,Indian_Citizen,Y,902,3085,3.994,W2
2021,88959883,76635429,INTERSTATE,48,8,Family,Employer,Informal,2168,-33,1L_3L,lt_1L,Secondary,Indian_Citizen,Y,2316,3099,0.116,W2
2022,20483138,42759933,INTERSTATE,73,6,Marriage,Rented,Other,286,-36,1L_3L,lt_1L,Primary,OCI,Y,1433,699,3.556,W5
2017,16136943,89926888,INTERNATIONAL,82,1,Housing,Owned,Rented,1632,126,3L_6L,gt_10L,Graduate,Foreign_National,N,3218,4242,1.348,W3
2020,41740513,82585782,INTERNATIONAL,19,6,Family,Owned,Informal,1692,2,6L_10L,6L_10L,Postgraduate,Other,Y,551,2386,4.281,W3
2023,79343694,64370933,INTERSTATE,42,10,Marriage,Owned,Employer,1143,-38,3L_6L,gt_10L,Graduate,Indian_Citizen,N,1920,261,2.827,W5
2023,16790100,51513470,INTERNATIONAL,57,6,Other,Rented,Rented,2730,8,gt_10L,1L_3L,Postgraduate,Other,Y,2523,4492,4.306,W1
2016,78795132,30573554,INTRASTATE,51,5,Housing,Other,Rented,2152,-46,3L_6L,1L_3L,Primary,Other,N,1242,2143,0.876,W2
2022,21602606,45295625,INTERSTATE,8,5,Other,Other,Rented,2064,119,1L_3L,gt_10L,Primary,OCI,N,1285,1031,4.651,W5
2021,37060615,71817498,INTERSTATE,59,2,Marriage,Employer,Employer,2560,-41,3L_6L,3L_6L,Secondary,Other,N,3683,3351,2.492,W4
2023,28029780,56133536,INTERSTATE,25,1,Education,Rented,Informal,1087,32,lt_1L,1L_3L,No_schooling,OCI,Y,3040,2064,2.092,W1
2022,56794640,41972810,INTERNATIONAL,13,9,Other,Employer,Rented,740,35,gt_10L,lt_1L,Graduate,Other,Y,2808,1800,2.508,W3
2024,22050092,95557692,INTRASTATE,86,8,Employment,Rented,Rented,2775,26,3L_6L,1L_3L,Graduate,Other,Y,3999,3531,0.943,W1
2024,95494533,93919410,INTERSTATE,39,5,Climate,Informal,Informal,1930,-16,lt_1L,gt_10L,Graduate,Other,N,4304,4688,3.077,W5
2016,20641682,28384743,INTERNATIONAL,9,3,Climate,Owned,Rented,836,109,gt_10L,3L_6L,No_schooling,OCI,N,4835,1841,3.224,W4
2022,94654727,49525515,INTERSTATE,16,9,Education,Employer,Informal,335,114,1L_3L,1L_3L,No_schooling,Indian_Citizen,Y,3215,2955,3.471,W3
2021,36309710,10513218,INTERNATIONAL,9,2,Housing,Employer,Informal,433,151,gt_10L,lt_1L,Secondary,Foreign_National,N,2868,1254,4.605,W1
2020,26760982,83965177,INTRASTATE,11,4,Climate,Informal,Rented,238,160,6L_10L,lt_1L,Postgraduate,Indian_Citizen,Y,2167,1581,1.793,W5
2017,41384823,46613523,INTRASTATE,52,8,Education,Owned,Rented,427,84,1L_3L,6L_10L,No_schooling,Other,N,4924,2111,0.236,W1
2020,13481037,85567886,INTRASTATE,78,9,Other,Other,Rented,901,42,1L_3L,lt_1L,Higher_secondary,Other,N,2836,2261,0.418,W2
2018,10336754,24471956,INTERSTATE,23,5,Education,Informal,Other,19,12,3L_6L,6L_10L,Graduate,OCI,N,2004,1090,2.462,W1
2023,63575248,95280074,INTERSTATE,80,2,Employment,Employer,Other,861,52,6L_10L,3L_6L,Secondary,Indian_Citizen,Y,1594,20,3.639,W5
2025,41620707,53334298,INTERSTATE,34,4,Other,Employer,Owned,2682,25,gt_10L,lt_1L,Primary,Other,N,2142,295,1.134,W1
2017,68198935,36492758,INTERSTATE,6,8,Housing,Informal,Rented,645,21,lt_1L,6L_10L,Higher_secondary,Foreign_National,Y,2271,912,3.06,W5
2018,64006570,25794316,INTERNATIONAL,37,10,Education,Informal,Rented,626,-51,lt_1L,1L_3L,Secondary,Indian_Citizen,N,2087,4865,3.99,W2
2022,63703240,59299839,INTERNATIONAL,56,6,Marriage,Employer,Other,848,38,3L_6L,lt_1L,Primary,OCI,N,4144,4172,4.112,W2
2018,81088809,51296688,INTRASTATE,30,4,Marriage,Other,Employer,813,-57,gt_10L,gt_10L,Graduate,Foreign_National,N,2282,4802,3.361,W5
2017,22131556,86464214,INTERNATIONAL,35,5,Employment,Rented,Other,1431,84,1L_3L,lt_1L,No_schooling,Other,N,4610,4294,3.734,W5
2017,36637859,34420373,INTRASTATE,37,6,Housing,Employer,Owned,1537,80,lt_1L,gt_10L,Higher_secondary,Foreign_National,N,1883,3789,0.493,W1
2017,51500988,45027928,INTERSTATE,50,2,Climate,Employer,Owned,821,151,gt_10L,lt_1L,Secondary,Other,N,2926,4005,4.05,W1
2019,23221647,38606784,INTERNATIONAL,22,6,Employment,Owned,Rented,1558,4,3L_6L,6L_10L,Higher_secondary,Foreign_National,Y,708,3844,2.485,W4
2023,41407564,77712408,INTERSTATE,33,6,Employment,Informal,Employer,84,74,1L_3L,1L_3L,No_schooling,Indian_Citizen,N,4452,4932,1.181,W2
2024,74716647,60854053,INTERSTATE,22,2,Marriage,Other,Employer,1107,71,lt_1L,gt_10L,No_schooling,OCI,N,4518,2299,3.782,W5
2019,72830420,85567427,INTERNATIONAL,90,6,Other,Rented,Employer,301,130,6L_10L,3L_6L,Secondary,Foreign_National,Y,1183,1159,1.987,W1
2019,32878685,89926888,INTERSTATE,26,6,Employment,Rented,Informal,1278,113,3L_6L,1L_3L,Postgraduate,Other,N,1316,4186,0.65,W3
2020,68872224,88260906,INTRASTATE,30,7,Marriage,Other,Employer,585,-58,gt_10L,lt_1L,Postgraduate,Other,Y,4726,623,1.412,W5
2021,14983824,37196601,INTERSTATE,89,6,Other,Employer,Rented,1826,166,lt_1L,6L_10L,Higher_secondary,Other,N,4478,1515,4.727,W5
2022,14714392,34117577,INTERSTATE,8,6,Family,Owned,Other,1373,61,gt_10L,6L_10L,Graduate,Indian_Citizen,N,1693,2990,2.277,W5
2017,87031146,34051250,INTRASTATE,7,6,Education,Informal,Employer,325,166,gt_10L,lt_1L,Postgraduate,Other,Y,2503,4321,1.866,W1
2021,59447527,82471162,INTERNATIONAL,24,10,Climate,Other,Other,158,13,1L_3L,gt_10L,Secondary,Indian_Citizen,N,2727,3951,2.782,W2
2017,90449828,69991256,INTERSTATE,69,7,Family,Employer,Rented,2340,-59,1L_3L,1L_3L,Primary,Foreign_National,Y,94,4786,1.07,W2
2019,36943363,31109851,INTERSTATE,20,1,Housing,Owned,Owned,2217,-22,gt_10L,lt_1L,No_schooling,Indian_Citizen,Y,2048,174,2.02,W3
2025,25444992,14196291,INTERNATIONAL,7,6,Employment,Owned,Rented,214,7,3L_6L,3L_6L,Postgraduate,Other,Y,525,218,0.428,W2
2017,36272894,16652696,INTRASTATE,65,8,Climate,Informal,Informal,2432,8,1L_3L,lt_1L,Graduate,Indian_Citizen,N,924,2577,1.492,W1
2021,85897719,76718059,INTERSTATE,70,7,Housing,Informal,Other,2179,149,1L_3L,lt_1L,Graduate,Foreign_National,N,1329,2283,2.192,W3
2025,15469291,90681569,INTERNATIONAL,21,1,Employment,Owned,Rented,2204,-39,gt_10L,3L_6L,Postgraduate,OCI,N,380,3524,4.502,W3
2019,47047747,35382111,INTRASTATE,53,5,Education,Informal,Owned,2690,34,3L_6L,lt_1L,Primary,OCI,N,41,832,4.4,W4
2019,29959486,52933864,INTERSTATE,52,7,Family,Informal,Other,362,34,lt_1L,gt_10L,Graduate,Indian_Citizen,Y,4755,3810,3.066,W4
2023,47924045,16617616,INTERSTATE,7,1,Employment,Other,Informal,1747,61,6L_10L,gt_10L,Primary,Other,N,3137,2626,3.612,W5
2024,41613127,57536622,INTERSTATE,82,5,Family,Employer,Other,2867,34,3L_6L,6L_10L,Secondary,Other,Y,4019,4238,2.484,W3
2017,74523657,39837673,INTRASTATE,54,6,Climate,Rented,Employer,1004,176,6L_10L,6L_10L,Graduate,Other,N,3020,4981,2.853,W4
2019,54102136,17156918,INTERSTATE,63,4,Employment,Other,Informal,973,69,lt_1L,6L_10L,Primary,Foreign_National,Y,4855,3758,2.35,W1
2021,17622562,65286686,INTERNATIONAL,36,1,Climate,Owned,Informal,2776,5,6L_10L,lt_1L,Higher_secondary,Foreign_National,Y,3237,1763,0.832,W3
2023,26164477,12350720,INTRASTATE,12,6,Family,Informal,Rented,1956,115,gt_10L,lt_1L,Postgraduate,OCI,Y,2975,812,2.918,W1
2021,45363467,48649199,INTRASTATE,6,7,Family,Employer,Informal,2490,125,gt_10L,1L_3L,Postgraduate,Indian_Citizen,Y,320,1584,0.739,W3
2023,50595615,40335928,INTERNATIONAL,10,2,Other,Other,Informal,255,104,6L_10L,gt_10L,Graduate,Indian_Citizen,Y,734,212,2.643,W2
2020,49379622,96145810,INTERSTATE,30,5,Housing,Other,Employer,2047,27,lt_1L,lt_1L,Postgraduate,OCI,N,4623,2337,3.498,W2
2018,33725703,56509407,INTERNATIONAL,32,7,Education,Other,Rented,2484,141,lt_1L,6L_10L,Postgraduate,Indian_Citizen,Y,958,1045,3.777,W4
2019,24247943,51296688,INTRASTATE,27,8,Marriage,Employer,Employer,2878,-58,3L_6L,1L_3L,Higher_secondary,OCI,Y,2179,2892,4.774,W1
2023,71341529,93690794,INTRASTATE,44,10,Family,Owned,Informal,1290,145,1L_3L,3L_6L,Primary,Other,N,1892,1021,1.947,W3
2021,60939431,52144370,INTERSTATE,45,6,Other,Rented,Informal,998,-52,3L_6L,3L_6L,Primary,Indian_Citizen,Y,1553,4099,2.152,W3
2022,57420871,40491762,INTRASTATE,6,9,Housing,Rented,Other,1665,155,lt_1L,1L_3L,Higher_secondary,Other,Y,279,2896,2.77,W5
2018,16809538,88476632,INTRASTATE,12,1,Marriage,Other,Rented,1618,102,6L_10L,3L_6L,Higher_secondary,Other,Y,1261,3249,0.647,W4
2022,70430308,57351313,INTERSTATE,0,8,Housing,Informal,Owned,2649,117,6L_10L,gt_10L,Secondary,OCI,Y,3015,3552,0.647,W2
2017,49648558,62145530,INTRASTATE,37,10,Climate,Informal,Informal,1817,163,6L_10L,1L_3L,Postgraduate,OCI,Y,2234,2815,3.796,W1
2016,53286974,68444651,INTERNATIONAL,82,3,Family,Informal,Employer,2730,165,6L_10L,1L_3L,Graduate,Indian_Citizen,Y,839,382,4.863,W5
2017,16787101,32098927,INTERSTATE,52,2,Family,Employer,Informal,759,70,3L_6L,gt_10L,Primary,Indian_Citizen,Y,1635,746,3.067,W3
2025,43751460,95441903,INTERSTATE,52,1,Other,Owned,Rented,1761,136,1L_3L,6L_10L,Graduate,Other,Y,3652,4126,4.184,W2
2019,85182501,85270405,INTRASTATE,30,1,Family,Employer,Owned,1215,127,6L_10L,3L_6L,Graduate,OCI,N,3938,1413,2.675,W4
2020,27546364,94042123,INTERSTATE,21,6,Family,Employer,Rented,934,154,gt_10L,3L_6L,Graduate,Foreign_National,Y,2291,4227,2.616,W1
2023,99716318,31076759,INTERNATIONAL,29,2,Other,Other,Other,2228,71,gt_10L,lt_1L,Primary,Other,Y,4943,828,4.484,W1
2022,26600263,64452225,INTRASTATE,75,3,Other,Owned,Owned,2528,127,lt_1L,1L_3L,Primary,Indian_Citizen,Y,1339,2352,1.541,W1
2018,80086672,58784208,INTRASTATE,0,6,Climate,Rented,Owned,1832,27,lt_1L,lt_1L,Secondary,OCI,Y,2684,282,1.124,W3
2024,13663394,57329010,INTERSTATE,82,5,Marriage,Owned,Employer,543,-41,1L_3L,3L_6L,No_schooling,Indian_Citizen,Y,2969,2903,1.619,W3
2020,98305043,49454673,INTRASTATE,23,8,Climate,Owned,Rented,637,49,3L_6L,lt_1L,Primary,Other,Y,4054,525,2.213,W3
2021,51976093,80674288,INTRASTATE,29,9,Housing,Rented,Owned,1486,-28,3L_6L,gt_10L,Graduate,Indian_Citizen,Y,3722,1647,0.499,W5
2019,68710648,13998314,INTERSTATE,77,6,Other,Informal,Other,41,51,1L_3L,3L_6L,Secondary,Indian_Citizen,Y,4034,4324,1.574,W2
2022,46734923,30028260,INTERNATIONAL,72,9,Marriage,Owned,Other,203,69,lt_1L,gt_10L,Secondary,Other,N,2701,1485,2.185,W4
2021,83441100,35168175,INTERSTATE,77,10,Other,Employer,Owned,2434,42,lt_1L,gt_10L,Graduate,Indian_Citizen,N,3352,4626,0.332,W4
2022,53049716,60293167,INTRASTATE,5,4,Climate,Rented,Rented,1790,118,1L_3L,gt_10L,Graduate,Foreign_National,Y,539,3297,4.313,W4
2019,79793390,42727190,INTERNATIONAL,41,8,Housing,Rented,Rented,357,99,1L_3L,lt_1L,Postgraduate,Foreign_National,Y,3076,2920,1.139,W1
2025,39507115,35840575,INTERNATIONAL,50,9,Education,Informal,Employer,1690,-47,gt_10L,3L_6L,Secondary,Other,Y,1313,2962,3.378,W4
2025,10577810,79881881,INTERSTATE,79,6,Education,Other,Other,2729,175,gt_10L,1L_3L,Higher_secondary,Indian_Citizen,Y,3285,3362,2.779,W4
2021,26121473,41292231,INTRASTATE,54,4,Housing,Rented,Other,2550,100,gt_10L,3L_6L,Graduate,OCI,Y,122,3378,4.935,W2
2019,18654767,17270374,INTRASTATE,11,2,Employment,Employer,Informal,2353,150,3L_6L,1L_3L,Secondary,Indian_Citizen,N,1693,652,2.628,W4
2018,62976946,67140203,INTERNATIONAL,3,3,Housing,Employer,Other,148,121,gt_10L,6L_10L,No_schooling,OCI,Y,2126,4941,3.043,W5
2025,77536446,43829996,INTERSTATE,20,1,Other,Employer,Other,345,13,1L_3L,gt_10L,Higher_secondary,Foreign_National,N,332,1053,3.757,W3
2024,52943069,34117577,INTERSTATE,28,2,Climate,Other,Employer,2339,17,1L_3L,gt_10L,Graduate,Foreign_National,N,4966,4882,1.381,W5
2023,88852071,52056172,INTERNATIONAL,64,6,Housing,Owned,Employer,2182,134,3L_6L,1L_3L,Postgraduate,Foreign_National,N,1012,3695,4.441,W5
2024,12980345,71231521,INTRASTATE,66,7,Climate,Employer,Employer,2950,-40,3L_6L,1L_3L,Graduate,Indian_Citizen,N,4176,3390,1.059,W3
2025,57397220,73653850,INTRASTATE,68,5,Employment,Employer,Employer,1743,12,1L_3L,1L_3L,Graduate,Other,N,1675,3843,2.624,W1
2025,29852004,22632219,INTERNATIONAL,85,6,Employment,Employer,Informal,755,38,gt_10L,3L_6L,Primary,Other,N,4258,4693,2.736,W5
2018,85940336,60721998,INTERSTATE,33,1,Employment,Employer,Rented,2464,2,lt_1L,lt_1L,Secondary,Indian_Citizen,Y,2643,4551,1.218,W1
2020,18784639,17401024,INTERSTATE,20,5,Marriage,Employer,Employer,2888,123,lt_1L,6L_10L,Graduate,OCI,Y,4850,4687,1.223,W2
2024,72918377,35840575,INTERSTATE,48,3,Other,Other,Employer,1503,83,lt_1L,1L_3L,Postgraduate,OCI,N,4264,2956,3.264,W1
2023,90757948,18945444,INTERNATIONAL,59,6,Family,Other,Other,1814,-29,lt_1L,3L_6L,Primary,OCI,N,1932,4257,1.683,W3
2017,92266072,45404476,INTERSTATE,74,1,Housing,Employer,Employer,786,101,lt_1L,1L_3L,Postgraduate,OCI,N,4138,1185,1.913,W4
2025,82129369,81927534,INTRASTATE,73,7,Marriage,Owned,Owned,761,74,6L_10L,lt_1L,Primary,Other,N,4618,522,4.775,W1
2018,99330123,96121790,INTERNATIONAL,13,8,Family,Owned,Owned,510,5,1L_3L,lt_1L,Higher_secondary,Indian_Citizen,Y,1970,975,1.2,W1
2017,29656751,51484118,INTRASTATE,72,5,Other,Owned,Rented,1853,142,1L_3L,lt_1L,Higher_secondary,Other,N,3746,1046,3.752,W3
2021,99859106,65104865,INTRASTATE,8,6,Marriage,Rented,Owned,1778,156,gt_10L,6L_10L,Graduate,OCI,Y,4908,674,1.649,W2
2022,51908603,84971114,INTRASTATE,79,9,Climate,Owned,Rented,10,-3,3L_6L,lt_1L,Postgraduate,OCI,N,258,777,3.074,W2
2019,96405538,39320576,INTERSTATE,73,1,Education,Informal,Rented,2522,74,3L_6L,gt_10L,Graduate,Other,Y,1292,4516,0.85,W3
2020,44702551,66390183,INTERNATIONAL,25,7,Family,Rented,Rented,2435,125,gt_10L,lt_1L,Graduate,Indian_Citizen,N,1481,1345,0.458,W2
2021,92030769,44076910,INTERNATIONAL,43,8,Employment,Rented,Employer,159,-55,6L_10L,3L_6L,Primary,Indian_Citizen,N,1375,2140,0.106,W1
2023,49509004,30255227,INTERSTATE,48,4,Family,Other,Owned,2449,158,1L_3L,1L_3L,Primary,OCI,Y,2672,2266,3.467,W5
2017,98210101,38968515,INTERSTATE,26,10,Family,Informal,Other,2277,4,lt_1L,gt_10L,No_schooling,Foreign_National,Y,3567,1062,0.221,W1
2021,34578276,24143605,INTRASTATE,87,7,Education,Informal,Owned,2663,42,lt_1L,lt_1L,Graduate,Indian_Citizen,Y,3170,926,1.643,W1
2022,39305099,76904828,INTERNATIONAL,10,6,Education,Employer,Informal,2310,-47,3L_6L,gt_10L,Graduate,Foreign_National,Y,2228,2758,1.624,W4
2020,62977179,27294277,INTRASTATE,37,5,Other,Rented,Owned,1523,62,lt_1L,1L_3L,Postgraduate,Other,Y,417,2544,4.597,W2
2022,59399115,69069779,INTERNATIONAL,53,5,Employment,Owned,Rented,953,63,lt_1L,lt_1L,Secondary,Indian_Citizen,Y,2226,3379,4.361,W1
2019,34429758,48037296,INTERNATIONAL,46,2,Education,Other,Owned,1957,122,6L_10L,gt_10L,Graduate,OCI,Y,1958,1165,2.935,W4
2022,51576304,96999618,INTERSTATE,44,1,Education,Rented,Informal,1989,42,6L_10L,1L_3L,Primary,Indian_Citizen,N,2620,2280,1.89,W3
2025,70626829,19413528,INTRASTATE,25,8,Climate,Rented,Other,2682,55,gt_10L,3L_6L,Primary,OCI,N,4598,2024,1.622,W5
2018,94304155,13624357,INTERNATIONAL,75,2,Family,Other,Employer,295,160,gt_10L,3L_6L,Postgraduate,Foreign_National,N,1586,3191,0.691,W5
