soc_poverty_reference_year,soc_poverty_country_iso2,soc_poverty_region_nuts_code,soc_poverty_age_group,soc_poverty_sex,soc_poverty_equivalised_disposable_income_eur,soc_poverty_median_income_eur,soc_poverty_at_risk_of_poverty_rate_pct,soc_poverty_severe_material_deprivation_rate_pct,soc_poverty_low_work_intensity_rate_pct,soc_poverty_arope_rate_pct,soc_poverty_gini_coefficient,soc_poverty_in_work_poverty_rate_pct,soc_poverty_housing_cost_overburden_rate_pct,soc_poverty_energy_poverty_rate_pct,soc_poverty_social_transfer_impact_pp,soc_poverty_minimum_income_adequacy_index,soc_poverty_eurostat_table_code,soc_poverty_survey_weight,soc_poverty_data_extract_date
2026,CY,NL34,65+,T,14723.23,19205.04,27.21,3.27,1.88,27.96,33.48,14.48,17.77,6.9,14.07,0.7786,ilc_lvho07,3.3275,2026-02-11
2010,FR,DK234,18-24,M,7197.17,12834.63,6.33,2.3,7.07,8.12,32.51,2.91,4.92,5.41,7.97,0.5401,ilc_di12,2.6347,2025-12-24
2011,IT,BG879,50-64,F,9555.19,12386.82,11.79,2.49,10.09,13.41,39.58,14.68,3.45,23.74,12.69,0.8031,ilc_lvhl11,2.725,2025-06-02
2012,NL,MT630,0-17,T,16347.19,17426.35,13.95,1.93,14.46,16.87,35.95,15.76,4.28,14.02,15.97,0.7778,ilc_peps01n,0.6683,2025-01-18
2013,SI,LU81,25-49,M,14960.2,12693.99,7.54,11.5,17.44,16.04,39.61,9.52,17.42,8.06,15.81,0.6087,ilc_li02,3.0971,2024-10-05
2014,BG,HR152,65+,F,26505.01,28904.94,24.8,6.37,6.19,30.83,27.12,9.7,14.06,11.91,13.09,0.6758,ilc_lvho07,2.0142,2025-07-17
2015,EE,NL39,18-24,T,17835.6,23013.49,17.9,5.75,7.34,21.12,34.66,3.64,15.6,21.45,10.71,0.6212,ilc_di12,0.7547,2024-09-15
2016,HU,MT78,50-64,M,24009.11,18110.24,15.87,11.05,3.79,18.25,33.49,5.98,10.95,10.38,13.56,0.7003,ilc_lvhl11,1.7257,2025-01-25
2017,LU,IT187,0-17,F,36610.62,31194.26,19.49,4.55,9.88,23.88,37.78,2.59,18.09,15.41,15.49,0.8504,ilc_peps01n,3.2584,2025-05-14
2018,RO,DE889,25-49,T,38611.35,33706.53,30.69,5.31,4.02,35.08,27.7,14.7,18.96,20.54,12.14,0.5554,ilc_li02,3.1795,2024-05-04
2019,AT,RO63,65+,M,16648.71,14667.43,18.98,1.19,12.27,24.89,24.89,6.09,8.43,19.22,16.31,0.7772,ilc_lvho07,1.5811,2025-12-13
2020,CZ,HU8,18-24,F,9914.76,10928.61,20.46,3.2,10.92,24.73,22.13,12.71,8.21,11.64,4.11,0.6865,ilc_di12,1.0887,2025-09-05
2021,DE,FR2,50-64,T,17196.13,15352.02,11.54,11.8,13.44,17.07,26.01,5.64,6.7,12.81,3.48,0.7519,ilc_lvhl11,0.4208,2025-11-19
2022,LV,CZ28,0-17,M,15417.91,22910.4,6.6,3.29,13.38,10.7,35.3,3.17,8.31,13.92,17.26,0.278,ilc_peps01n,2.9899,2024-05-21
2023,PL,SE724,25-49,F,10637.37,10399.45,26.05,6.96,2.07,28.71,36.74,5.02,13.94,6.01,11.56,0.3872,ilc_li02,2.1031,2024-04-23
2024,ES,BE4,65+,T,12046.47,10037.75,10.34,11.07,2.16,15.02,23.29,11.83,7.89,9.66,14.23,0.3339,ilc_lvho07,3.4728,2024-08-01
2025,HR,FI57,18-24,M,21998.23,17691.01,25.26,11.64,13.63,33.62,36.57,4.96,3.14,5.28,4.45,0.9427,ilc_di12,2.3402,2024-12-31
2026,FI,MT62,50-64,F,18956.21,15859.21,19.8,12.4,11.39,29.46,36.74,6.57,19.86,20.22,12.69,0.6205,ilc_lvhl11,1.594,2024-03-15
2010,IE,PT2,0-17,T,16420.28,14389.39,13.71,12.24,15.52,21.71,30.09,8.4,12.41,1.93,10.07,0.2302,ilc_peps01n,1.3343,2024-06-13
2011,MT,IT250,25-49,M,28483.66,27995.18,29.03,1.64,7.52,33.61,37.75,12.81,3.04,15.52,8.74,0.6554,ilc_li02,2.0685,2024-04-11
2012,SK,FI8,65+,F,23245.31,19139.03,24.42,9.6,16.19,33.99,26.86,6.61,10.74,4.45,14.92,0.6383,ilc_lvho07,2.314,2024-03-01
2013,BE,RO5,18-24,T,18651.98,20426.47,21.86,9.01,1.45,27.0,28.6,3.44,7.27,12.29,10.42,0.9045,ilc_di12,1.2892,2025-03-24
2014,DK,AT180,50-64,M,23938.23,18190.89,31.82,3.94,2.7,35.67,27.86,11.27,16.79,2.87,12.38,0.9243,ilc_lvhl11,2.0996,2024-04-14
2015,GR,IT628,0-17,F,35849.35,27187.99,10.01,6.91,2.52,15.48,39.06,15.99,8.68,23.07,17.56,0.4616,ilc_peps01n,0.8958,2025-07-29
2016,LT,SI5,25-49,T,31419.2,23754.8,13.52,9.17,6.42,19.48,36.66,14.57,20.63,1.24,6.25,0.1778,ilc_li02,3.4681,2024-07-08
2017,PT,SK5,65+,M,38270.95,29256.8,30.41,5.83,17.16,35.45,37.37,4.8,9.47,19.98,16.77,0.7245,ilc_lvho07,3.1465,2025-02-11
2018,SE,CZ438,18-24,F,15332.69,19841.43,27.33,7.33,8.2,32.72,34.93,11.6,20.46,5.79,9.04,0.8197,ilc_di12,0.4625,2024-06-12
2019,CY,SE716,50-64,T,21687.79,31794.82,29.0,3.02,5.81,29.63,37.14,13.47,12.58,16.87,14.53,0.5116,ilc_lvhl11,1.3372,2024-10-11
2020,FR,DE2,0-17,M,14008.39,21500.62,22.92,4.41,8.69,27.72,22.24,6.15,19.64,21.1,5.06,0.2306,ilc_peps01n,1.554,2024-12-22
2021,IT,IE1,25-49,F,34009.37,32734.02,28.32,4.23,9.51,29.98,33.89,2.31,7.96,18.61,13.96,0.6505,ilc_li02,1.099,2024-07-11
2022,NL,SE9,65+,T,13704.26,22935.71,16.01,11.61,16.74,23.1,26.88,11.51,17.24,1.34,4.33,0.267,ilc_lvho07,3.488,2024-09-08
2023,SI,ES94,18-24,M,20785.33,33630.19,22.68,0.87,10.91,27.74,34.87,2.0,4.45,4.29,17.23,0.7999,ilc_di12,3.4971,2025-05-21
2024,BG,LT81,50-64,F,9837.73,14236.82,30.59,10.27,15.48,38.56,23.84,10.25,6.25,1.08,13.62,0.8109,ilc_lvhl11,2.2699,2025-09-10
2025,EE,LU7,0-17,T,23165.5,27721.91,11.99,5.71,5.41,16.12,30.16,4.53,11.32,12.66,15.02,0.7955,ilc_peps01n,1.0793,2025-10-07
2026,HU,ES5,25-49,M,35415.76,31207.47,6.27,12.39,5.2,11.6,22.75,4.86,20.44,20.06,7.87,0.2963,ilc_li02,1.0198,2025-01-10
2010,LU,HR181,65+,F,22001.04,30456.15,29.26,5.89,15.47,37.12,31.97,9.05,15.27,10.5,5.84,0.8748,ilc_lvho07,2.0394,2025-04-30
2011,RO,LV56,18-24,T,37468.95,30562.62,24.17,12.03,11.83,33.38,30.62,14.69,11.73,22.31,8.32,0.5397,ilc_di12,2.6013,2025-01-22
2012,AT,LV63,50-64,M,8034.23,9556.13,6.57,6.25,5.98,9.8,39.57,2.83,15.82,2.47,3.78,0.7711,ilc_lvhl11,2.3223,2024-12-15
2013,CZ,BE327,0-17,F,34975.05,32428.94,17.39,6.44,5.15,20.77,25.76,13.35,13.06,18.51,6.77,0.6232,ilc_peps01n,3.3445,2026-02-10
2014,DE,AT61,25-49,T,13859.88,12053.95,10.83,6.28,17.74,16.42,25.67,3.89,5.99,13.91,14.06,0.5942,ilc_li02,2.8356,2025-04-16
2015,LV,DK630,65+,M,14535.7,11260.94,12.74,5.99,3.91,14.0,27.48,3.3,7.96,12.73,17.26,0.7971,ilc_lvho07,0.6921,2024-05-20
2016,PL,GR1,18-24,F,23505.57,27205.29,26.42,2.09,1.64,27.42,30.87,7.38,4.97,20.98,14.0,0.7022,ilc_di12,3.0145,2024-06-12
2017,ES,CZ92,50-64,T,14046.98,17437.53,16.38,4.62,4.91,17.05,35.36,3.48,20.93,9.38,4.28,0.7418,ilc_lvhl11,3.1858,2024-02-04
2018,HR,BG78,0-17,M,36390.67,30958.73,26.46,4.54,8.35,28.43,40.79,15.03,10.11,22.5,4.92,0.6747,ilc_peps01n,2.0228,2024-11-08
2019,FI,LT388,25-49,F,27286.79,21967.76,19.81,8.63,16.18,27.68,33.26,3.64,4.11,20.37,15.74,0.3536,ilc_li02,1.048,2024-09-23
2020,IE,BG17,65+,T,29424.72,33660.34,27.72,8.36,8.09,32.09,27.3,8.73,11.23,15.62,7.01,0.9274,ilc_lvho07,1.8262,2025-12-13
2021,MT,SE3,18-24,M,16355.47,20119.71,18.44,5.92,17.08,25.22,29.39,3.65,12.47,8.0,5.09,0.9477,ilc_di12,1.7558,2026-01-06
2022,SK,LT56,50-64,F,20762.97,27047.21,17.54,7.2,12.43,23.82,32.55,14.6,10.71,4.64,16.49,0.214,ilc_lvhl11,2.148,2025-07-24
2023,BE,SE45,0-17,T,31370.13,31568.72,19.57,2.93,4.29,19.43,38.65,12.4,10.35,16.83,4.71,0.5043,ilc_peps01n,1.9293,2025-05-24
2024,DK,SI229,25-49,M,16810.55,28454.0,12.85,8.54,7.98,18.51,21.01,3.22,20.09,14.2,10.75,0.5439,ilc_li02,2.86,2025-10-04
2025,GR,AT84,65+,F,24172.7,33014.16,30.88,5.39,15.21,34.62,33.01,7.26,17.85,15.88,7.7,0.8894,ilc_lvho07,3.4476,2025-04-09
2026,LT,CY333,18-24,T,11675.5,10786.01,8.6,8.84,1.22,12.02,33.37,2.18,10.64,11.97,15.63,0.7202,ilc_di12,0.6703,2026-02-08
2010,PT,BE717,50-64,M,14899.75,23413.42,27.37,6.81,15.8,35.83,38.89,14.59,5.49,19.36,13.54,0.8785,ilc_lvhl11,2.4524,2025-06-05
2011,SE,PL602,0-17,F,16849.58,15274.13,27.16,7.05,3.06,32.66,28.16,11.55,17.64,18.32,8.86,0.3321,ilc_peps01n,2.6435,2024-11-28
2012,CY,IT5,25-49,T,16713.27,30179.19,21.22,11.72,14.67,27.84,30.14,14.21,16.69,7.53,17.66,0.3937,ilc_li02,2.9669,2024-04-06
2013,FR,BE732,65+,M,21497.85,27952.54,28.43,7.19,10.83,32.28,21.33,7.22,4.97,23.28,9.2,0.4925,ilc_lvho07,2.3448,2024-11-06
2014,IT,EE913,18-24,F,19856.84,23624.96,7.71,12.43,16.41,13.8,30.53,6.56,6.83,22.93,5.25,0.2299,ilc_di12,3.1777,2024-10-11
2015,NL,FI887,50-64,T,10259.72,13214.06,8.59,5.33,17.2,13.58,38.08,2.08,8.81,5.45,6.4,0.9355,ilc_lvhl11,1.8206,2025-09-29
2016,SI,HR498,0-17,M,8425.0,14917.69,25.4,6.52,17.62,32.64,28.48,6.47,4.02,23.82,11.9,0.4418,ilc_peps01n,0.8896,2026-01-05
2017,BG,HU279,25-49,F,19585.68,29789.96,16.29,3.86,13.97,23.11,24.27,13.84,14.37,17.19,14.12,0.5907,ilc_li02,1.4753,2025-06-22
2018,EE,LT5,65+,T,24233.04,21347.71,17.79,1.68,2.36,17.26,22.33,12.83,3.74,18.44,3.14,0.9197,ilc_lvho07,0.7675,2025-10-27
2019,HU,IE376,18-24,M,23323.73,33873.13,19.64,11.87,7.25,26.35,39.74,2.2,8.56,13.11,14.94,0.4697,ilc_di12,1.0504,2026-01-23
2020,LU,DK56,50-64,F,20098.86,15201.49,22.66,7.56,16.45,29.89,21.27,4.55,19.13,6.91,14.1,0.7956,ilc_lvhl11,2.214,2025-10-30
2021,RO,MT870,0-17,T,32087.22,24659.47,9.23,9.79,2.79,14.75,21.31,8.2,17.34,1.09,5.63,0.7674,ilc_peps01n,0.8071,2025-12-17
2022,AT,LV258,25-49,M,8727.91,13673.53,30.4,12.5,16.53,38.88,26.25,5.87,10.58,17.79,8.85,0.6695,ilc_li02,0.9921,2025-02-17
2023,CZ,DK2,65+,F,16489.45,16522.14,27.41,3.62,1.63,29.44,33.04,14.52,8.35,16.41,3.4,0.1583,ilc_lvho07,2.4799,2025-01-04
2024,DE,GR6,18-24,T,27631.42,26395.71,26.79,0.84,8.79,28.32,40.48,4.1,11.63,21.98,12.93,0.201,ilc_di12,1.4517,2025-01-22
2025,LV,NL29,50-64,M,13965.88,16633.53,6.4,2.89,9.14,7.59,38.82,7.31,16.24,8.83,15.27,0.9042,ilc_lvhl11,2.2303,2024-06-24
2026,PL,FI48,0-17,F,20602.04,29648.27,7.64,1.71,5.52,8.24,22.55,10.87,4.69,7.45,14.12,0.1941,ilc_peps01n,0.3839,2026-01-17
2010,ES,LT650,25-49,T,27900.84,32005.94,8.02,4.28,15.96,11.09,38.19,3.9,6.08,22.89,16.29,0.3496,ilc_li02,3.2294,2026-01-07
2011,HR,SK2,65+,M,27217.56,28764.71,14.94,3.59,15.66,18.56,36.31,3.81,18.85,7.29,13.22,0.2777,ilc_lvho07,3.4868,2025-03-11
2012,FI,IT67,18-24,F,19751.04,23815.23,14.16,9.56,11.33,21.84,20.58,3.34,18.51,6.86,3.33,0.556,ilc_di12,1.5194,2024-02-01
2013,IE,PT3,50-64,T,24813.19,18952.73,30.32,10.46,15.33,37.16,27.2,6.28,8.64,14.3,4.63,0.6411,ilc_lvhl11,1.8729,2024-06-10
2014,MT,LU691,0-17,M,20869.35,24552.95,28.59,3.26,1.09,29.47,22.48,3.65,3.62,1.14,4.13,0.4746,ilc_peps01n,1.8171,2026-02-24
2015,SK,ES33,25-49,F,19406.82,28089.55,8.43,6.94,11.08,13.6,24.22,5.37,9.74,15.93,7.04,0.8134,ilc_li02,3.011,2024-06-25
2016,BE,SK67,65+,T,17137.91,15331.08,22.74,9.53,15.4,30.0,31.21,8.67,19.89,15.08,9.29,0.6527,ilc_lvho07,1.4448,2024-01-15
2017,DK,LU3,18-24,M,29837.84,31372.88,13.72,6.0,11.29,19.12,40.68,11.75,3.19,6.06,12.53,0.7951,ilc_di12,0.7658,2024-09-15
2018,GR,FR6,50-64,F,6642.85,10471.59,19.12,2.01,12.93,22.9,40.07,6.35,12.23,20.31,6.2,0.6749,ilc_lvhl11,0.8221,2025-08-29
2019,LT,CZ510,0-17,T,24928.57,23857.69,14.7,9.18,2.07,17.97,38.33,3.34,5.99,3.72,4.21,0.1571,ilc_peps01n,2.7952,2024-02-04
2020,PT,MT131,25-49,M,26417.53,31749.94,25.55,11.42,6.29,31.61,21.29,13.52,19.14,12.48,10.74,0.5127,ilc_li02,0.4603,2026-01-20
2021,SE,CY35,65+,F,17885.63,20873.72,16.41,1.44,6.17,18.68,24.67,15.74,5.83,19.67,7.24,0.8569,ilc_lvho07,1.8639,2024-07-26
2022,CY,HU35,18-24,T,21747.85,18008.38,8.4,5.12,12.72,11.41,36.05,6.4,6.28,8.48,13.9,0.4651,ilc_di12,3.5542,2026-02-16
2023,FR,BE6,50-64,M,10024.79,12365.09,11.85,7.12,10.74,14.86,36.66,4.7,18.77,15.54,9.2,0.3104,ilc_lvhl11,1.5957,2025-01-06
2024,IT,IE219,0-17,F,20613.16,28029.39,30.15,2.11,8.36,34.51,23.28,10.2,20.86,3.49,7.82,0.6962,ilc_peps01n,0.9774,2025-12-16
2025,NL,NL73,25-49,T,12824.22,18125.75,23.46,2.74,12.46,27.21,23.35,3.92,19.73,11.58,9.24,0.8055,ilc_li02,3.0218,2025-10-21
2026,SI,HR9,65+,M,30235.62,23324.16,19.36,1.52,6.84,21.11,32.62,4.18,20.52,14.71,11.85,0.9443,ilc_lvho07,2.1336,2025-07-18
2010,BG,NL3,18-24,F,19325.71,33774.68,20.69,0.65,1.31,21.98,37.76,11.23,3.19,4.02,9.91,0.9055,ilc_di12,2.0552,2024-09-22
2011,EE,BG334,50-64,T,29725.0,23076.36,18.94,0.66,16.55,24.06,23.05,2.42,15.9,18.04,3.53,0.5216,ilc_lvhl11,1.3461,2025-11-03
2012,HU,HU185,0-17,M,18598.03,20389.59,21.52,7.38,12.1,27.42,22.09,5.35,6.28,7.21,7.6,0.5573,ilc_peps01n,0.3353,2024-09-12
2013,LU,PL84,25-49,F,22353.7,18055.31,19.22,10.3,8.03,26.11,32.54,15.73,10.07,22.74,12.28,0.2754,ilc_li02,0.3968,2025-06-08
2014,RO,MT2,65+,T,15742.13,19814.76,25.94,11.6,14.06,31.59,39.22,4.01,9.29,8.8,14.01,0.8393,ilc_lvho07,0.9314,2025-12-29
2015,AT,SI164,18-24,M,24935.17,21032.07,9.16,8.95,6.97,12.29,25.12,3.32,5.76,16.31,17.57,0.6512,ilc_di12,3.0322,2024-07-12
2016,CZ,SI68,50-64,F,20331.95,16768.85,22.92,6.04,5.7,26.55,28.19,2.16,7.13,14.74,3.26,0.7328,ilc_lvhl11,3.5927,2024-10-28
2017,DE,IT973,0-17,T,17672.45,16440.28,26.72,4.72,9.62,30.65,29.43,15.77,15.57,17.28,8.2,0.7652,ilc_peps01n,0.8974,2024-02-16
2018,LV,HR195,25-49,M,14212.56,14854.94,9.48,1.44,8.81,11.57,28.52,3.65,5.12,9.65,3.62,0.2612,ilc_li02,0.9025,2024-09-14
2019,PL,HR2,65+,F,35619.78,33692.72,22.54,3.0,2.54,25.69,28.4,5.29,10.48,21.5,13.45,0.6334,ilc_lvho07,3.1222,2026-02-07
2020,ES,FI68,18-24,T,17169.86,23599.47,28.89,8.35,12.48,35.5,25.51,13.48,19.73,12.41,16.23,0.4015,ilc_di12,0.585,2026-01-16
2021,HR,IE64,50-64,M,19441.55,30207.63,22.05,11.65,4.72,27.71,40.6,15.83,20.51,19.85,16.51,0.5695,ilc_lvhl11,0.385,2025-01-17
2022,FI,CY1,0-17,F,10540.1,10111.28,7.58,0.89,1.11,5.99,38.55,4.94,20.85,10.96,15.98,0.4247,ilc_peps01n,2.7831,2025-05-14
2023,IE,SI517,25-49,T,26644.8,21941.3,22.69,6.74,3.8,26.2,22.92,5.15,15.59,2.44,3.41,0.7677,ilc_li02,2.6128,2024-10-28
2024,MT,IT70,65+,M,20865.02,31642.2,19.51,1.85,9.78,21.3,20.31,7.74,5.96,2.67,9.03,0.3975,ilc_lvho07,2.0763,2024-06-30
2025,SK,PL925,18-24,F,16798.41,19628.24,16.87,7.57,12.22,24.25,34.38,6.66,15.08,2.28,3.6,0.6012,ilc_di12,1.5437,2025-04-28
2026,BE,BE953,50-64,T,12340.52,18530.81,27.76,5.22,1.21,29.44,29.59,15.13,12.41,6.04,10.8,0.2248,ilc_lvhl11,2.0731,2024-01-31
2010,DK,EE6,0-17,M,22911.69,32800.68,6.35,9.93,17.1,12.82,38.57,2.84,15.22,2.95,7.86,0.2414,ilc_peps01n,3.0875,2025-07-15
2011,GR,LV7,25-49,F,23559.35,28066.71,30.62,6.05,13.25,35.92,37.08,13.89,18.72,5.72,11.04,0.8451,ilc_li02,2.0571,2024-09-07
2012,LT,SE2,65+,T,15765.61,11991.06,6.19,7.7,15.18,10.87,24.75,2.5,16.52,2.43,13.43,0.6539,ilc_lvho07,3.59,2024-01-11
2013,PT,RO866,18-24,M,28093.03,22715.66,27.57,6.83,6.49,33.65,27.07,4.19,15.83,12.89,15.13,0.5803,ilc_di12,1.6324,2024-05-18
2014,SE,ES958,50-64,F,16004.4,16120.05,26.68,10.99,6.23,30.83,31.81,10.91,9.66,18.95,16.02,0.1668,ilc_lvhl11,1.8607,2024-03-07
2015,CY,NL783,0-17,T,12832.06,13619.39,24.11,4.94,12.69,29.65,32.87,4.59,18.8,17.98,12.18,0.4202,ilc_peps01n,0.9327,2025-05-17
2016,FR,BE545,25-49,M,14130.74,13887.78,30.64,6.81,13.31,38.22,25.2,12.33,4.64,16.79,4.44,0.5472,ilc_li02,1.6786,2025-12-24
2017,IT,DK3,65+,F,28161.2,24071.05,20.67,5.72,2.99,21.92,23.9,2.95,7.17,19.65,14.66,0.5427,ilc_lvho07,3.5722,2025-01-15
2018,NL,CY47,18-24,T,34148.85,30564.27,17.16,8.75,8.56,21.77,33.46,9.15,19.98,6.7,17.67,0.4283,ilc_di12,0.7755,2025-02-13
2019,SI,SE35,50-64,M,25176.73,25177.12,18.79,7.01,7.0,25.14,29.07,6.38,13.24,20.18,6.1,0.2769,ilc_lvhl11,1.1325,2024-01-31
2020,BG,SI21,0-17,F,23677.23,20984.9,31.11,10.99,10.71,38.48,33.82,15.39,8.98,9.0,7.5,0.6652,ilc_peps01n,2.1609,2025-06-13
2021,EE,HR18,25-49,T,11302.68,10218.87,31.78,11.97,4.85,38.63,31.32,7.86,6.19,6.42,13.46,0.7862,ilc_li02,3.3395,2025-08-21
2022,HU,GR937,65+,M,12447.67,17577.52,16.6,3.11,5.38,19.08,30.25,12.83,18.42,11.91,17.58,0.6591,ilc_lvho07,0.5895,2024-09-10
2023,LU,DE8,18-24,F,19543.69,21937.67,12.49,4.98,12.54,18.73,35.23,13.91,9.32,22.61,14.39,0.6981,ilc_di12,3.0631,2025-03-28
2024,RO,IE8,50-64,T,7240.51,11608.81,29.81,3.57,5.62,31.86,38.85,4.53,8.06,16.25,17.67,0.9239,ilc_lvhl11,2.2821,2024-03-23
2025,AT,BG19,0-17,M,22893.44,30798.65,13.49,11.66,1.74,15.99,28.11,14.8,11.25,14.62,9.01,0.6141,ilc_peps01n,2.2151,2025-12-23
2026,CZ,CY62,25-49,F,17335.21,18297.93,9.95,7.84,10.48,17.72,39.35,4.68,18.69,1.52,4.83,0.3446,ilc_li02,1.7076,2024-08-07
2010,DE,AT7,65+,T,12849.3,9804.74,30.84,10.11,16.77,38.4,20.82,5.92,15.88,2.83,12.09,0.7962,ilc_lvho07,0.4997,2024-07-07
2011,LV,ES2,18-24,M,16915.33,14654.06,14.35,1.15,4.7,17.19,29.05,10.8,5.35,19.55,3.81,0.4997,ilc_di12,1.4077,2024-02-18
2012,PL,HU513,50-64,F,23652.05,23717.17,20.72,0.68,1.39,22.63,31.98,15.12,5.88,4.62,13.2,0.4439,ilc_lvhl11,1.595,2025-01-27
2013,ES,PL38,0-17,T,29444.01,26712.49,14.25,9.78,9.97,19.67,27.12,11.81,7.81,23.84,5.84,0.228,ilc_peps01n,2.6355,2025-08-26
2014,HR,CY438,25-49,M,25129.98,29183.0,18.84,9.21,9.24,25.5,29.81,11.92,4.53,5.56,15.48,0.7517,ilc_li02,3.5388,2025-03-25
2015,FI,ES13,65+,F,25174.75,30246.81,10.92,4.06,9.58,16.69,23.98,8.86,7.24,11.95,7.53,0.6307,ilc_lvho07,0.4316,2025-01-27
2016,IE,LV4,18-24,T,32061.58,30322.53,13.44,3.01,9.37,18.32,30.32,6.85,15.89,4.75,12.28,0.8885,ilc_di12,3.239,2025-03-01
2017,MT,DK69,50-64,M,34429.43,28524.86,22.01,4.47,9.58,27.19,23.62,11.47,18.21,22.9,11.48,0.7011,ilc_lvhl11,2.6984,2025-08-08
2018,SK,IT427,0-17,F,36738.65,33051.85,23.23,2.69,11.56,24.59,20.74,15.37,13.15,5.18,6.52,0.3724,ilc_peps01n,1.4896,2024-01-18
2019,BE,HR6,25-49,T,14850.1,24471.46,31.03,7.49,4.3,34.13,40.36,13.42,16.1,15.96,13.44,0.685,ilc_li02,3.0378,2024-06-08
2020,DK,DK50,65+,M,15451.37,12408.07,15.36,8.96,11.18,21.96,25.04,3.04,4.99,19.02,9.88,0.8441,ilc_lvho07,2.2355,2024-06-21
2021,GR,CZ820,18-24,F,15534.08,13533.22,16.56,7.81,3.64,18.07,22.87,13.02,12.42,17.43,3.73,0.2807,ilc_di12,0.4543,2024-12-06
2022,LT,PT64,50-64,T,16810.33,22612.24,28.73,4.18,10.86,35.29,23.8,7.98,5.11,20.01,5.93,0.4399,ilc_lvhl11,2.767,2024-02-17
2023,PT,MT142,0-17,M,16899.09,13797.79,21.38,8.79,7.22,26.25,37.53,15.13,11.35,15.39,12.52,0.5564,ilc_peps01n,1.5591,2025-08-05
2024,SE,DK55,25-49,F,12827.47,12528.44,13.2,10.72,5.84,16.77,26.82,9.81,18.32,12.36,6.19,0.6579,ilc_li02,0.4223,2025-06-26
2025,CY,DE834,65+,T,11667.94,11549.12,11.78,12.43,14.17,17.49,26.36,11.56,11.64,11.25,15.53,0.7206,ilc_lvho07,1.9153,2024-04-18
2026,FR,PT683,18-24,M,34903.3,33662.54,28.8,8.52,2.41,32.18,32.15,9.56,6.99,10.7,16.01,0.2282,ilc_di12,2.2587,2024-12-14
2010,IT,FI538,50-64,F,5450.45,9633.21,15.13,8.06,17.43,20.07,31.44,2.51,6.56,16.25,12.59,0.7048,ilc_lvhl11,3.5759,2026-01-06
2011,NL,AT616,0-17,T,37030.36,28101.32,23.61,1.01,4.63,23.76,28.98,13.98,3.09,13.63,12.36,0.3746,ilc_peps01n,0.5671,2024-03-01
2012,SI,PT320,25-49,M,24070.5,19977.19,16.59,12.4,10.74,23.86,36.47,10.59,7.05,20.7,4.2,0.5457,ilc_li02,3.3553,2025-11-27
2013,BG,FI408,65+,F,17896.71,21405.01,20.96,8.77,17.93,29.29,29.42,14.04,11.11,6.82,5.65,0.2825,ilc_lvho07,1.7962,2024-05-12
2014,EE,LU770,18-24,T,42244.75,33627.59,25.87,4.02,10.33,32.24,20.18,10.68,18.27,7.98,5.65,0.9482,ilc_di12,3.1456,2024-12-07
2015,HU,CZ9,50-64,M,9703.47,16946.88,21.71,5.52,8.81,26.97,22.0,8.72,6.96,1.57,12.94,0.784,ilc_lvhl11,1.9144,2024-04-11
2016,LU,IT793,0-17,F,27155.16,33214.4,14.16,6.0,7.68,17.63,32.89,10.48,5.12,13.56,4.61,0.384,ilc_peps01n,1.2361,2025-12-14
2017,RO,IT42,25-49,T,16814.17,16796.26,8.02,10.59,2.39,11.93,40.78,2.62,15.99,12.54,8.15,0.687,ilc_li02,2.7236,2024-12-30
2018,AT,CZ29,65+,M,13076.53,13702.84,20.34,2.45,2.92,23.95,20.36,11.99,4.08,17.24,10.27,0.4369,ilc_lvho07,0.3932,2025-03-18
2019,CZ,FR169,18-24,F,39795.81,31237.56,23.58,1.99,16.94,27.23,39.58,15.24,18.95,15.95,16.17,0.3437,ilc_di12,1.5071,2024-04-15
2020,DE,AT479,50-64,T,10816.28,14051.05,23.47,7.89,17.59,31.98,27.9,10.17,20.03,15.12,15.68,0.4561,ilc_lvhl11,2.6335,2025-06-07
2021,LV,NL82,0-17,M,36669.61,31256.38,21.5,12.25,2.9,24.11,31.34,8.9,18.84,17.11,5.76,0.2341,ilc_peps01n,2.655,2025-01-01
2022,PL,NL80,25-49,F,17056.52,17745.71,30.23,8.64,14.82,38.88,23.27,11.74,19.28,4.4,8.96,0.6985,ilc_li02,2.1934,2025-10-14
2023,ES,PT523,65+,T,30495.48,33513.95,16.1,9.31,10.83,20.13,21.55,15.77,8.71,23.62,4.48,0.4035,ilc_lvho07,3.0242,2024-11-17
2024,HR,LV272,18-24,M,18829.96,29896.17,24.09,7.46,11.56,31.59,23.06,3.02,17.99,22.55,10.75,0.7773,ilc_di12,1.2999,2024-12-31
2025,FI,EE207,50-64,F,27135.95,20676.75,13.9,4.58,3.14,14.92,22.27,15.51,11.67,18.1,3.61,0.9454,ilc_lvhl11,2.6996,2024-08-02
2026,IE,NL1,0-17,T,19148.68,20104.92,30.15,11.67,13.28,37.11,28.15,8.64,4.47,12.77,10.03,0.8895,ilc_peps01n,3.3908,2024-08-31
2010,MT,SE87,25-49,M,26653.61,24393.12,26.19,5.15,9.81,32.26,41.44,10.91,11.48,16.99,14.41,0.5833,ilc_li02,3.4029,2024-07-02
2011,SK,BE711,65+,F,15195.13,14382.29,13.97,7.81,15.17,22.52,31.58,14.49,7.89,6.94,7.41,0.3439,ilc_lvho07,2.8616,2024-01-26
