health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_socioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2023,SA0000151,CKD,13.9,600.21,242.41,565.8,4.79,5.9,25.18,17.25,40.95,1.1,91.42,68.15,401.62,0.6628,0.9477,2010_US_STD,1.147
2022,SA0000152,CAD,17.67,988.66,1036.26,89.17,0.7,10.39,44.74,10.25,68.5,59.8,55.3,25.09,446.7,0.1761,0.6047,2010_US_STD,1.145
2016,SA0000153,CAD,27.23,1479.35,292.32,605.05,4.9,21.86,29.13,4.09,67.2,63.3,88.39,28.67,28.16,0.0291,0.761,2000_US_STD,1.639
2023,SA0000154,STROKE,37.32,1260.08,576.48,648.21,4.79,24.79,44.33,5.25,32.53,75.7,55.35,30.59,309.57,0.7751,0.5877,2000_US_STD,2.686
2015,SA0000155,DEMENTIA,37.71,653.85,469.94,559.55,0.04,13.45,20.38,17.92,65.35,8.9,58.21,49.64,200.0,0.7138,0.0281,2010_US_STD,4.295
2024,SA0000156,STROKE,20.76,695.91,779.13,793.77,1.55,25.59,35.15,15.29,50.29,13.5,55.32,21.43,674.08,0.4664,0.7262,2010_US_STD,4.952
2025,SA0000157,ARTHRITIS,4.16,546.7,1018.61,42.33,7.01,20.96,17.92,6.77,45.27,37.3,74.36,63.84,482.1,0.6628,0.9366,WHO_STD,5.435
2022,SA0000158,COPD,34.13,960.63,898.69,855.26,2.52,12.4,35.52,10.82,43.44,19.3,45.66,69.1,468.34,0.8309,0.1448,WHO_STD,2.082
2015,SA0000159,CANCER,40.36,1769.16,696.08,24.8,1.6,13.08,36.19,4.49,70.14,98.4,86.71,30.53,313.93,0.3675,0.4891,2010_US_STD,3.247
2015,SA0000160,ARTHRITIS,28.07,1569.33,361.09,336.55,4.07,8.51,41.35,10.09,45.85,25.6,60.18,25.92,212.89,0.1972,0.8838,2010_US_STD,5.294
2023,SA0000161,CKD,12.93,464.41,47.22,222.09,5.59,4.3,43.56,16.0,73.99,99.7,69.04,40.58,892.61,0.8649,0.5199,WHO_STD,5.112
2021,SA0000162,CAD,29.08,1063.77,272.85,555.27,4.12,22.85,12.91,7.91,41.01,58.5,59.16,89.47,536.87,0.5619,0.222,WHO_STD,0.396
2022,SA0000163,CKD,33.92,1514.73,251.96,504.22,3.92,12.34,17.91,2.81,61.2,27.6,83.55,40.66,678.57,0.6579,0.3429,2010_US_STD,2.637
2020,SA0000164,DM2,35.55,1041.99,681.02,233.67,5.36,21.79,26.77,8.42,45.35,27.9,86.33,48.81,768.81,0.152,0.7429,2010_US_STD,3.458
2014,SA0000165,CAD,9.79,465.97,133.14,498.42,4.36,3.34,15.7,4.22,72.22,94.1,47.26,48.94,397.3,0.5501,0.9199,2010_US_STD,0.594
2024,SA0000166,DEMENTIA,40.07,935.61,63.45,539.14,5.92,7.53,18.91,2.53,43.31,28.1,70.5,31.36,729.54,0.1799,0.6178,2000_US_STD,3.516
2022,SA0000167,ARTHRITIS,25.9,485.99,999.73,163.04,3.43,5.22,12.56,15.58,42.8,2.9,53.73,43.9,788.46,0.4042,0.3734,2000_US_STD,1.92
2023,SA0000168,CKD,18.79,1236.04,1047.26,205.92,0.46,22.38,24.11,15.34,47.94,11.9,53.26,86.43,415.42,0.6196,0.8088,WHO_STD,4.95
2016,SA0000169,HTN,38.62,1193.89,1036.79,271.58,1.61,4.43,32.2,8.58,48.14,64.5,92.09,63.76,325.12,0.6751,0.8046,WHO_STD,5.006
2014,SA0000170,ARTHRITIS,33.28,1033.62,735.98,276.7,1.73,17.66,38.57,3.15,37.69,86.4,61.94,74.59,415.18,0.0441,0.779,WHO_STD,4.25
2019,SA0000171,CKD,8.72,173.6,981.5,19.74,4.64,14.86,40.75,5.68,58.59,68.5,68.27,61.82,867.5,0.0169,0.8169,2010_US_STD,2.545
2011,SA0000172,COPD,9.59,1157.75,1007.59,318.22,1.31,26.69,24.7,4.02,35.97,27.1,79.37,31.47,199.03,0.1232,0.395,2010_US_STD,1.714
2011,SA0000173,CANCER,26.68,290.12,1045.85,669.87,5.71,8.69,33.2,12.91,62.15,30.0,89.14,52.39,371.43,0.5011,0.8852,2000_US_STD,4.323
2018,SA0000174,STROKE,31.54,1252.8,349.23,186.56,3.22,25.91,36.23,7.75,65.39,25.2,89.82,48.88,610.02,0.2319,0.3061,2000_US_STD,1.862
2022,SA0000175,CKD,12.28,174.56,767.41,399.5,5.33,6.65,38.64,9.31,63.4,82.1,81.14,70.1,388.8,0.7934,0.1878,WHO_STD,2.51
2016,SA0000176,ARTHRITIS,3.23,457.58,495.02,639.73,4.17,27.93,28.98,5.7,33.3,43.7,74.93,82.15,547.58,0.9636,0.9712,2000_US_STD,5.824
2014,SA0000177,DM2,41.43,304.13,803.63,762.04,7.64,6.16,24.25,6.02,55.47,64.6,74.61,54.04,457.41,0.9618,0.1351,2010_US_STD,1.748
2014,SA0000178,HTN,18.56,483.24,1036.9,171.71,3.91,27.6,40.59,3.62,74.69,38.6,77.53,57.66,454.22,0.1569,0.6304,2000_US_STD,3.795
2018,SA0000179,ARTHRITIS,9.8,898.36,611.08,274.24,0.23,21.86,14.09,13.96,71.73,28.6,94.83,37.97,267.38,0.3488,0.815,2000_US_STD,4.104
2022,SA0000180,DEMENTIA,29.24,1241.54,89.39,507.16,0.33,11.55,44.25,16.07,70.78,75.9,50.78,51.98,873.15,0.8747,0.3106,2000_US_STD,5.234
2010,SA0000181,COPD,32.99,1023.24,833.59,391.15,2.71,12.17,33.96,11.79,72.89,89.2,85.97,76.04,705.66,0.1116,0.9225,2010_US_STD,3.732
2012,SA0000182,STROKE,10.18,255.0,932.09,593.66,0.65,12.86,39.83,3.81,37.89,7.1,60.84,38.19,262.82,0.0194,0.9533,2010_US_STD,2.378
2019,SA0000183,ARTHRITIS,31.2,26.83,1009.07,581.01,5.72,14.17,25.96,2.75,38.14,2.1,72.67,35.85,385.95,0.7045,0.2793,2000_US_STD,4.525
2023,SA0000184,CKD,42.23,1138.06,112.01,479.49,6.1,21.46,21.63,5.93,35.08,73.8,53.56,72.71,624.55,0.4685,0.9005,2010_US_STD,5.206
2023,SA0000185,CAD,10.57,1311.38,161.18,80.87,6.82,10.51,38.32,9.59,39.72,30.3,70.78,74.78,322.64,0.2588,0.2572,2010_US_STD,5.107
2015,SA0000186,CKD,17.69,1383.44,237.03,240.86,1.12,8.92,46.36,5.62,63.66,69.0,48.34,56.97,182.36,0.0724,0.5282,2010_US_STD,4.81
2014,SA0000187,DM2,15.46,312.68,629.27,424.54,3.03,4.14,12.63,9.21,39.87,29.8,47.46,42.45,230.56,0.2554,0.8231,2010_US_STD,4.126
2023,SA0000188,DEMENTIA,39.91,988.52,157.41,486.46,7.33,3.68,43.44,9.55,40.67,56.2,56.74,39.86,397.02,0.2523,0.9462,WHO_STD,4.091
2016,SA0000189,COPD,29.45,1767.03,154.03,755.54,3.25,5.29,43.74,15.68,47.46,22.4,85.41,70.21,650.91,0.6656,0.0714,WHO_STD,0.37
2012,SA0000190,CAD,31.03,1523.56,734.95,436.56,0.25,19.1,21.22,13.08,72.42,84.6,54.14,56.75,333.04,0.3548,0.1071,WHO_STD,0.876
2021,SA0000191,ARTHRITIS,18.75,1457.85,172.19,672.0,6.48,22.02,18.96,3.73,64.99,93.1,46.59,61.7,732.47,0.4567,0.8071,2000_US_STD,3.697
2022,SA0000192,ASTHMA,14.38,730.62,362.14,197.57,5.82,24.65,38.51,2.45,33.11,50.2,87.57,27.43,829.91,0.0955,0.3959,2010_US_STD,1.391
2025,SA0000193,CKD,2.72,1681.39,1195.19,659.0,5.6,9.55,47.75,17.65,62.58,78.2,49.4,63.7,628.94,0.9077,0.7199,WHO_STD,2.184
2022,SA0000194,ASTHMA,29.29,897.49,250.2,431.65,7.29,5.0,18.36,14.82,46.18,53.5,81.83,49.58,467.03,0.4623,0.0617,2010_US_STD,2.084
2025,SA0000195,COPD,15.91,1198.32,836.43,201.45,3.84,7.68,39.56,15.81,53.79,98.3,83.12,87.74,305.12,0.7982,0.5899,2000_US_STD,1.116
2010,SA0000196,DEMENTIA,28.34,1260.97,277.2,551.39,2.12,4.41,30.77,5.48,71.63,98.9,56.2,65.01,36.74,0.3947,0.6975,2010_US_STD,4.572
2015,SA0000197,DM2,24.32,850.83,228.94,861.11,4.09,8.35,44.57,12.63,65.69,34.0,52.86,23.86,203.04,0.9699,0.8881,2000_US_STD,5.807
2017,SA0000198,DEMENTIA,27.24,455.06,861.92,736.74,2.43,15.51,47.44,7.74,66.14,46.5,72.84,58.81,889.11,0.3477,0.3833,2010_US_STD,4.764
2011,SA0000199,HTN,24.03,622.77,1121.29,149.46,4.07,12.36,32.68,8.25,59.33,90.8,93.0,22.29,107.6,0.3477,0.2064,2010_US_STD,5.207
2023,SA0000200,HTN,24.51,154.44,1052.07,439.83,0.6,25.96,44.14,3.17,43.12,9.0,69.68,60.5,821.38,0.4271,0.852,2010_US_STD,4.591
2017,SA0000201,ARTHRITIS,34.53,1419.8,1125.2,647.37,4.58,19.07,43.53,10.08,69.24,90.0,72.94,40.53,898.4,0.8008,0.1903,WHO_STD,2.024
2020,SA0000202,CANCER,24.46,782.53,134.06,31.5,2.3,13.84,28.27,10.38,62.87,95.8,73.12,78.64,401.59,0.3848,0.376,2000_US_STD,5.433
2010,SA0000203,CAD,19.39,1601.06,604.33,551.53,4.83,27.8,30.72,9.68,36.28,23.1,91.41,69.48,64.56,0.4687,0.4672,2000_US_STD,4.83
2022,SA0000204,ARTHRITIS,21.65,802.96,659.71,751.68,3.2,13.18,31.7,6.41,57.08,90.2,45.32,89.68,729.68,0.2433,0.0407,2010_US_STD,5.668
2013,SA0000205,HTN,19.16,992.16,744.88,212.45,4.49,6.46,23.9,8.4,60.8,38.1,66.61,76.97,75.83,0.1817,0.6614,2010_US_STD,0.796
2018,SA0000206,DM2,39.24,1484.56,1138.26,722.15,0.28,23.78,39.87,5.97,73.66,52.9,55.45,32.95,490.05,0.4924,0.1425,2000_US_STD,4.966
2023,SA0000207,DM2,36.06,876.05,545.88,453.22,0.38,22.38,12.3,15.15,44.0,60.2,48.14,27.77,48.75,0.9782,0.8214,2010_US_STD,2.679
2020,SA0000208,DEMENTIA,14.8,985.21,479.98,149.2,7.32,26.73,30.18,10.43,49.71,19.4,87.14,20.95,35.7,0.6096,0.4712,2010_US_STD,5.329
2025,SA0000209,DM2,38.43,857.56,925.51,273.95,2.75,18.35,27.16,9.42,76.81,30.6,80.56,60.61,866.64,0.8381,0.1566,WHO_STD,5.987
2023,SA0000210,HTN,35.1,412.82,1019.7,510.91,2.29,23.71,27.74,6.68,63.35,5.7,47.65,59.65,308.28,0.9173,0.0668,2010_US_STD,0.972
2017,SA0000211,CAD,7.94,1318.36,1146.0,541.41,3.96,21.56,25.59,6.54,75.03,86.8,63.43,83.21,102.61,0.5364,0.6994,WHO_STD,2.149
2017,SA0000212,CANCER,11.93,459.63,961.98,865.29,6.56,16.63,22.55,17.19,65.45,1.8,94.09,70.02,40.05,0.8318,0.1984,2010_US_STD,4.924
2025,SA0000213,HTN,38.94,1410.11,765.0,757.59,7.41,25.9,35.77,13.04,70.65,92.4,61.87,83.43,344.47,0.7431,0.6559,2000_US_STD,4.859
2025,SA0000214,CAD,12.64,1296.9,1036.5,453.34,0.05,22.5,38.6,12.51,37.85,41.9,73.1,57.31,46.0,0.1887,0.2145,2010_US_STD,0.26
2023,SA0000215,STROKE,11.37,1057.7,271.95,505.18,5.55,25.77,27.38,2.98,72.45,11.6,56.28,23.95,866.6,0.4727,0.4519,2000_US_STD,3.433
2025,SA0000216,ASTHMA,29.71,1296.52,98.86,282.29,5.66,13.11,46.47,7.24,37.85,38.6,53.23,64.12,371.44,0.4437,0.5633,2010_US_STD,4.411
2016,SA0000217,DEMENTIA,38.59,671.09,770.81,266.86,0.81,8.7,12.4,7.33,51.11,95.3,68.96,83.4,31.62,0.7135,0.4737,WHO_STD,3.85
2024,SA0000218,HTN,13.19,173.49,681.77,303.45,7.82,16.75,28.81,17.21,57.16,82.3,59.84,24.48,540.63,0.0185,0.3841,2000_US_STD,5.704
2022,SA0000219,ASTHMA,21.8,1772.67,143.92,264.88,2.96,17.1,37.56,5.61,70.63,11.8,65.45,60.34,842.2,0.6374,0.2919,2000_US_STD,1.136
2019,SA0000220,CANCER,4.37,145.84,467.55,199.85,3.32,23.39,40.39,3.36,68.0,47.8,63.33,70.03,768.16,0.0397,0.2541,2010_US_STD,2.866
2011,SA0000221,DEMENTIA,29.0,648.79,45.26,724.96,0.07,13.6,15.77,9.66,64.56,70.3,58.88,88.56,845.35,0.0408,0.2315,WHO_STD,5.274
2021,SA0000222,STROKE,32.26,28.53,474.06,801.35,7.69,12.38,36.13,16.41,46.92,31.9,66.08,89.14,108.6,0.8975,0.2519,2010_US_STD,5.299
2022,SA0000223,HTN,12.54,330.69,115.26,80.52,5.82,17.35,20.77,11.85,66.91,97.4,56.26,42.16,438.07,0.1354,0.8433,WHO_STD,1.829
2020,SA0000224,HTN,8.77,1534.55,446.57,378.19,2.23,4.19,22.56,14.26,49.54,67.3,65.31,69.68,742.1,0.3192,0.937,2000_US_STD,2.451
2023,SA0000225,DM2,7.47,445.67,348.17,826.1,2.58,5.64,12.37,17.45,68.51,19.5,54.14,67.12,770.68,0.9062,0.9178,2000_US_STD,2.249
2011,SA0000226,DM2,42.42,1250.82,101.69,551.12,0.9,6.52,27.14,9.06,35.7,87.3,57.55,89.44,411.57,0.9106,0.9212,2000_US_STD,1.1
2023,SA0000227,HTN,44.61,729.82,963.58,29.78,2.66,18.11,31.96,9.63,77.05,90.8,58.68,56.64,758.98,0.5897,0.88,2010_US_STD,2.104
2014,SA0000228,CAD,5.81,254.7,967.52,682.18,5.38,3.66,44.81,13.24,51.58,55.3,76.91,48.93,113.36,0.5856,0.7316,WHO_STD,2.606
2019,SA0000229,HTN,22.48,834.59,244.09,166.68,2.43,20.55,33.91,9.71,35.01,98.6,46.82,65.61,166.42,0.7919,0.6598,2000_US_STD,0.715
2023,SA0000230,STROKE,8.97,1418.24,213.5,891.93,0.25,13.68,36.44,3.07,53.85,65.0,77.47,88.07,880.65,0.4969,0.778,2000_US_STD,4.04
2019,SA0000231,STROKE,1.77,867.93,300.99,31.47,6.31,4.34,30.06,11.88,41.86,90.0,81.02,43.12,488.88,0.4856,0.246,2010_US_STD,3.964
2012,SA0000232,HTN,15.55,1191.6,924.16,239.43,7.14,14.33,20.87,8.93,74.0,92.7,71.7,81.15,720.43,0.1907,0.19,2000_US_STD,0.55
2022,SA0000233,HTN,13.99,385.37,920.14,868.21,7.36,11.97,32.1,11.36,30.3,27.2,91.19,38.8,312.89,0.6443,0.2747,2000_US_STD,2.941
2019,SA0000234,ASTHMA,12.41,1148.95,245.79,535.07,0.86,7.64,19.29,8.28,44.92,83.3,69.91,53.62,491.3,0.6401,0.0061,WHO_STD,3.92
2018,SA0000235,DM2,41.71,1209.12,10.64,494.27,2.54,24.71,26.8,15.91,33.44,98.0,54.58,66.68,817.04,0.7136,0.9558,2010_US_STD,3.391
2017,SA0000236,DM2,28.11,1598.08,309.12,822.38,6.71,7.27,26.01,12.06,70.7,52.1,48.61,23.95,582.78,0.5748,0.3358,WHO_STD,3.463
2013,SA0000237,STROKE,6.66,616.33,670.32,434.83,5.8,16.36,21.96,5.65,34.14,30.7,54.45,29.83,45.81,0.8527,0.3409,2000_US_STD,3.373
2020,SA0000238,DM2,21.69,127.91,725.17,309.74,3.63,10.7,27.11,11.19,76.21,12.4,78.82,42.93,619.03,0.4099,0.6462,WHO_STD,3.277
2024,SA0000239,DEMENTIA,12.18,1143.16,85.09,512.66,7.74,19.49,24.79,13.96,70.96,77.3,89.31,58.15,139.62,0.0374,0.0869,WHO_STD,0.077
2015,SA0000240,CKD,6.12,260.05,853.85,464.81,2.95,17.47,38.0,10.38,34.23,66.0,53.54,51.66,117.12,0.6934,0.7383,WHO_STD,5.526
2020,SA0000241,ARTHRITIS,23.98,1634.58,913.37,205.16,5.92,17.88,15.22,7.31,71.9,43.8,59.93,20.27,401.93,0.0952,0.7749,2010_US_STD,4.184
2018,SA0000242,DM2,17.35,1521.92,807.55,254.08,5.65,21.05,23.36,3.2,75.67,90.4,85.04,79.83,244.9,0.0123,0.2248,2000_US_STD,3.539
2019,SA0000243,COPD,12.98,1540.16,61.09,864.48,7.68,11.94,36.51,16.89,75.03,66.8,52.5,23.15,582.55,0.5496,0.301,2000_US_STD,5.83
2021,SA0000244,CKD,8.82,420.0,1138.33,101.48,0.85,12.59,17.73,6.35,57.52,20.3,79.5,59.47,260.55,0.3998,0.3367,2000_US_STD,3.117
2021,SA0000245,ARTHRITIS,37.37,710.42,547.95,891.16,3.32,4.73,38.35,12.43,68.75,65.6,64.28,44.03,501.45,0.5065,0.8693,WHO_STD,0.625
2011,SA0000246,ASTHMA,2.36,379.82,640.65,128.97,4.6,16.82,40.23,12.55,49.73,68.6,53.57,43.01,360.66,0.9258,0.1067,2010_US_STD,5.789
2017,SA0000247,STROKE,2.84,1141.44,766.82,888.93,7.81,16.81,33.06,6.38,70.63,56.3,91.59,78.19,580.36,0.2445,0.2448,2010_US_STD,3.256
2013,SA0000248,CANCER,20.25,436.56,1157.11,352.14,7.13,7.6,47.88,6.25,65.63,58.7,80.16,26.18,669.64,0.2496,0.6886,2000_US_STD,3.338
2020,SA0000249,DM2,4.12,991.81,153.69,427.0,0.93,10.44,40.84,9.43,33.4,54.5,64.54,76.03,533.68,0.0929,0.933,2010_US_STD,0.214
2017,SA0000250,STROKE,41.67,1025.93,880.26,390.05,0.63,26.13,32.12,14.27,57.88,92.0,77.93,86.14,575.35,0.9041,0.0732,2010_US_STD,3.681
2024,SA0000251,ASTHMA,4.74,1208.71,833.93,405.42,2.69,23.62,43.03,13.06,45.57,82.1,81.9,28.82,865.59,0.441,0.9328,WHO_STD,4.046
2016,SA0000252,ARTHRITIS,19.67,1693.55,1089.45,632.82,6.02,20.6,22.52,5.44,39.67,9.8,77.91,25.89,775.03,0.3993,0.9193,2000_US_STD,5.679
2019,SA0000253,CANCER,24.79,351.46,872.83,212.51,5.16,9.69,23.08,14.82,59.68,5.5,84.62,61.15,794.84,0.638,0.4329,2000_US_STD,2.025
2019,SA0000254,CAD,9.79,252.55,735.04,367.8,2.89,26.63,14.45,12.55,76.75,41.7,59.82,89.95,209.48,0.394,0.5519,2010_US_STD,4.883
2021,SA0000255,DEMENTIA,10.96,181.51,865.72,100.23,2.71,8.57,20.77,2.49,77.78,4.0,92.46,82.6,170.85,0.7223,0.0247,WHO_STD,5.3
2013,SA0000256,HTN,7.17,1202.21,465.61,863.66,0.49,26.13,25.87,16.67,48.9,66.2,83.36,85.72,400.6,0.6787,0.0047,2000_US_STD,5.177
2024,SA0000257,STROKE,7.17,904.85,591.55,855.04,1.51,15.61,14.85,16.22,74.17,81.1,80.91,71.53,614.97,0.3135,0.9311,WHO_STD,1.118
2020,SA0000258,COPD,26.47,169.05,201.23,137.37,1.06,23.57,13.06,13.43,74.24,22.4,73.89,37.13,527.73,0.1172,0.4925,2000_US_STD,5.492
2025,SA0000259,DM2,39.97,1142.73,371.97,338.51,0.95,4.34,40.04,17.97,43.11,60.1,73.44,71.07,316.21,0.248,0.3037,2000_US_STD,2.766
2023,SA0000260,STROKE,8.42,1689.81,664.68,877.8,0.04,25.92,21.43,9.78,49.92,14.9,47.63,88.86,272.7,0.7236,0.3131,WHO_STD,0.583
2015,SA0000261,COPD,11.9,1071.94,96.85,658.06,0.59,3.16,26.17,10.88,48.4,51.9,92.46,80.2,681.14,0.3308,0.4522,2010_US_STD,3.616
2015,SA0000262,CKD,37.04,882.0,917.13,293.76,4.83,14.35,19.17,7.66,41.9,51.8,57.57,50.56,798.87,0.4614,0.3856,2000_US_STD,2.516
2013,SA0000263,STROKE,5.5,821.78,487.16,426.89,5.71,6.36,19.98,4.89,57.73,26.3,50.04,71.47,165.35,0.7768,0.367,2000_US_STD,5.188
2015,SA0000264,STROKE,39.22,211.63,587.59,278.27,3.08,18.06,27.46,4.6,75.23,12.8,90.61,34.99,846.46,0.0734,0.4109,2010_US_STD,3.152
2021,SA0000265,CANCER,9.98,659.61,867.65,76.31,4.46,17.0,16.48,7.04,41.35,47.2,84.88,45.3,440.73,0.8768,0.5629,2010_US_STD,1.7
2011,SA0000266,STROKE,12.7,216.99,409.65,557.75,4.53,26.18,43.0,6.23,76.28,29.7,88.55,55.26,314.79,0.8402,0.7166,2010_US_STD,3.741
2017,SA0000267,DEMENTIA,22.87,279.3,435.63,500.82,5.27,3.83,14.03,7.47,44.5,20.0,60.8,29.25,575.08,0.3717,0.3012,2000_US_STD,2.591
2019,SA0000268,ASTHMA,5.48,1551.58,1110.3,602.05,7.72,8.37,23.42,9.16,66.89,0.9,48.34,88.46,524.11,0.6648,0.1327,2000_US_STD,4.692
2022,SA0000269,ARTHRITIS,34.46,79.0,418.07,869.97,5.3,22.76,24.36,9.07,31.51,26.9,53.48,70.97,492.58,0.9812,0.3276,2010_US_STD,3.95
2021,SA0000270,DM2,13.1,1212.01,531.65,638.08,5.38,17.74,42.52,10.49,63.49,40.2,68.64,70.38,755.52,0.0006,0.3944,WHO_STD,3.221
2017,SA0000271,CKD,29.05,530.97,683.14,286.12,6.81,8.0,43.23,16.69,76.01,92.5,61.23,81.8,271.67,0.4685,0.8874,2000_US_STD,1.8
2014,SA0000272,STROKE,40.54,1066.2,663.85,325.36,0.39,18.36,16.5,6.13,35.86,98.3,81.66,62.48,569.04,0.0781,0.9481,2000_US_STD,2.774
2011,SA0000273,CANCER,42.42,1486.41,712.36,204.91,2.05,27.27,39.02,11.64,30.31,66.3,47.7,58.64,700.67,0.2812,0.5147,2000_US_STD,4.468
2024,SA0000274,COPD,9.37,706.12,297.24,852.35,4.44,5.97,21.96,9.69,53.28,60.7,56.1,84.3,777.81,0.834,0.5792,2010_US_STD,5.789
2018,SA0000275,CKD,38.96,133.14,588.58,445.8,2.14,3.84,39.05,8.84,41.2,4.0,56.04,75.55,81.71,0.4541,0.0414,2010_US_STD,2.269
2018,SA0000276,STROKE,42.12,416.89,922.55,431.04,2.89,20.97,18.01,2.78,74.43,5.4,50.99,83.26,659.76,0.4824,0.5243,2010_US_STD,0.828
2012,SA0000277,ASTHMA,38.26,455.58,1048.09,645.28,4.72,16.05,14.53,4.85,63.98,88.2,61.45,50.54,368.89,0.713,0.1755,WHO_STD,4.552
2022,SA0000278,ASTHMA,3.39,234.5,643.02,619.46,4.97,7.75,36.47,17.29,36.17,1.9,87.52,46.49,276.89,0.7,0.4806,WHO_STD,3.887
2021,SA0000279,HTN,9.61,1340.41,65.31,398.34,2.9,25.82,44.65,3.15,70.36,39.1,81.27,61.77,460.05,0.956,0.5734,WHO_STD,3.022
2023,SA0000280,CAD,27.45,1062.3,764.09,817.77,0.22,3.43,42.14,7.39,36.51,41.3,51.85,23.77,104.91,0.8282,0.8172,2000_US_STD,3.092
2017,SA0000281,COPD,8.26,1598.07,739.41,298.44,1.04,16.55,17.85,11.1,48.77,56.4,59.16,68.84,70.63,0.5171,0.7052,2000_US_STD,4.607
2020,SA0000282,STROKE,34.2,1308.53,860.16,735.61,7.24,22.4,21.89,16.82,49.66,42.7,74.79,69.97,346.39,0.0396,0.2302,WHO_STD,2.2
2019,SA0000283,CKD,37.27,190.36,74.85,177.63,2.62,23.41,13.39,2.86,30.34,26.3,55.71,54.54,802.36,0.0815,0.2171,2010_US_STD,3.301
2022,SA0000284,ARTHRITIS,38.43,1295.06,384.86,14.73,7.66,9.66,22.25,7.98,41.74,67.8,78.09,24.38,306.35,0.9516,0.4002,2000_US_STD,0.247
2025,SA0000285,ASTHMA,36.44,59.09,1196.15,686.13,0.93,4.63,22.38,6.65,54.12,18.9,62.17,45.16,349.41,0.1114,0.0713,2010_US_STD,2.93
2025,SA0000286,HTN,22.52,1147.32,577.28,701.19,5.85,12.68,16.72,4.3,32.6,42.1,83.65,25.76,703.26,0.6563,0.8267,2010_US_STD,5.504
2021,SA0000287,DM2,18.54,216.14,1163.57,50.16,0.79,12.13,40.31,2.83,51.07,1.8,46.56,42.78,419.92,0.893,0.7983,2000_US_STD,4.78
2020,SA0000288,ARTHRITIS,30.91,1668.53,496.18,680.27,0.63,10.75,24.44,8.24,63.79,46.9,73.74,49.6,463.34,0.2811,0.025,WHO_STD,2.16
2022,SA0000289,ARTHRITIS,30.12,1109.07,942.64,814.08,6.95,20.64,44.99,15.23,46.72,31.9,46.52,89.33,410.8,0.0998,0.839,2010_US_STD,3.657
2013,SA0000290,COPD,31.53,1692.65,1143.86,736.07,4.07,18.02,19.54,6.04,51.29,62.7,50.1,73.88,280.64,0.1661,0.0988,2010_US_STD,3.687
2012,SA0000291,HTN,1.74,934.0,673.56,665.09,1.49,21.72,31.01,5.41,41.82,84.2,94.76,22.02,842.46,0.9212,0.0152,2010_US_STD,2.059
2019,SA0000292,DM2,41.19,982.22,504.11,419.16,5.4,22.86,46.22,12.48,36.31,61.3,58.94,50.24,151.0,0.4062,0.7377,2010_US_STD,1.819
2013,SA0000293,COPD,5.7,1469.99,944.0,485.44,4.29,4.68,12.31,16.76,47.25,45.7,70.54,61.47,521.34,0.0155,0.2312,2010_US_STD,0.39
2016,SA0000294,CAD,23.81,895.33,27.11,732.48,1.79,22.07,16.09,10.0,47.31,1.4,67.29,65.42,68.59,0.8686,0.5601,WHO_STD,2.826
2011,SA0000295,CKD,2.24,1259.64,344.46,349.49,7.68,18.96,28.37,2.36,77.17,22.5,83.05,70.04,305.26,0.3448,0.6856,WHO_STD,0.578
2021,SA0000296,COPD,30.32,1314.09,367.48,274.2,5.76,7.37,28.91,11.07,74.06,84.9,84.96,22.32,131.67,0.1015,0.4216,2000_US_STD,0.923
2016,SA0000297,DEMENTIA,25.56,1327.65,623.34,165.11,4.69,4.01,27.24,17.12,67.07,71.7,52.61,32.57,543.92,0.1088,0.8806,2010_US_STD,3.92
2014,SA0000298,ASTHMA,35.46,434.71,508.91,522.66,4.26,25.02,29.77,9.36,62.09,54.9,54.35,44.34,834.94,0.2317,0.3307,WHO_STD,3.369
2015,SA0000299,ASTHMA,15.64,1216.97,1169.99,268.75,2.7,21.03,18.98,6.96,38.43,86.0,91.8,28.62,548.54,0.2069,0.5007,WHO_STD,3.354
2015,SA0000300,ARTHRITIS,11.48,1482.55,676.65,456.74,1.77,17.12,32.77,4.31,44.8,77.8,66.51,70.65,792.69,0.1584,0.2179,2010_US_STD,0.557
2015,SA0000301,HTN,18.28,375.23,421.82,286.21,5.33,14.07,23.11,2.74,71.19,88.8,66.36,49.04,769.54,0.5362,0.0002,WHO_STD,3.493
2010,SA0000302,COPD,42.29,865.38,805.15,591.93,3.85,8.97,25.31,7.18,60.36,24.4,90.49,54.6,68.17,0.0603,0.9594,2000_US_STD,5.526
2013,SA0000303,CKD,30.51,583.64,551.15,286.1,2.89,15.64,45.22,17.56,46.69,86.3,60.91,87.25,513.83,0.2595,0.832,2000_US_STD,0.36
2015,SA0000304,COPD,28.82,1423.02,722.26,851.61,5.08,17.44,45.48,17.12,69.83,43.0,49.54,86.08,539.37,0.778,0.1194,WHO_STD,0.588
