safe_traffic_crash_date,safe_traffic_crash_time,safe_traffic_roadway_segment_id,safe_traffic_intersection_related_flag,safe_traffic_vehicle_count_involved,safe_traffic_pedestrian_involved_flag,safe_traffic_cyclist_involved_flag,safe_traffic_work_zone_flag,safe_traffic_weather_condition_code,safe_traffic_lighting_condition_code,safe_traffic_speed_limit_kmph,safe_traffic_estimated_travel_speed_kmph,safe_traffic_driver_impairment_flag,safe_traffic_seatbelt_use_flag,safe_traffic_airbag_deployed_flag,safe_traffic_injury_outcome_max,safe_traffic_tow_away_flag,safe_traffic_fatality_count,safe_traffic_crash_cause_primary,safe_traffic_post_crash_care_minutes
2018-03-31,17:52:02,SEG-6da9d6ed540dea,N,3,N,Y,N,Haze,DarkLit,120,44.2,Y,Y,N,None,N,0,Impairment,193
2022-09-28,15:38:51,SEG-f056d0c43dbdc2,Y,3,Y,Y,Y,Dust,DarkLit,50,120.5,N,N,N,None,N,0,Unknown,68
2025-09-03,02:44:23,SEG-d91dd29d805670,N,2,N,N,N,Unknown,Daylight,20,29.9,N,N,N,Minor,Y,1,RoadCondition,212
2025-03-17,09:38:13,SEG-997443fa63b3cc,Y,2,Y,N,N,Haze,Dawn,90,85.5,Y,N,Y,Serious,Y,0,RoadCondition,193
2019-04-12,20:20:57,SEG-3ba94d14793d89,N,7,N,N,Y,Fog,Unknown,60,18.2,Y,N,N,Minor,Y,0,PedestrianError,196
2023-08-20,23:44:06,SEG-68f179ebe5139c,Y,1,Y,N,Y,Fog,Unknown,50,9.5,N,Y,N,None,Y,0,Distracted,53
2025-03-01,21:51:28,SEG-c3daa8a77d0b27,N,4,Y,N,N,Haze,Dusk,50,121.0,Y,N,N,None,Y,0,Distracted,135
2023-05-05,02:43:57,SEG-56d75758d878f7,N,5,Y,N,N,Storm,Dusk,100,54.4,N,Y,N,Minor,N,0,Weather,220
2018-11-12,02:03:22,SEG-d195ad5fa9f468,N,7,Y,Y,Y,Rain,Unknown,70,6.0,Y,Y,Y,Minor,N,0,Impairment,6
2021-11-29,05:53:50,SEG-9f93615bc51bbb,N,4,Y,N,Y,Haze,Dusk,80,100.6,Y,N,N,Minor,Y,0,Speeding,155
2019-04-17,05:54:03,SEG-8329ca729530c1,Y,8,Y,N,Y,Fog,Dawn,50,122.9,Y,Y,Y,Serious,Y,0,PedestrianError,24
2019-09-16,00:25:27,SEG-c93ebc8e92c520,N,7,N,N,Y,Clear,Dusk,90,20.6,Y,Y,N,None,Y,2,Distracted,121
2021-09-17,18:15:05,SEG-a4b8de64ff75b5,N,3,Y,N,N,Clear,Dusk,70,7.7,Y,Y,Y,None,Y,0,Weather,118
2020-05-24,00:14:51,SEG-72b299e2dec930,N,4,N,Y,Y,Storm,Dawn,80,18.4,N,N,N,Minor,N,0,Unknown,48
2025-07-09,12:33:56,SEG-fc00ba16541eae,Y,2,N,N,N,Rain,Unknown,20,9.2,N,N,N,None,Y,0,Distracted,161
2021-07-06,10:59:51,SEG-d9c7509ed8c0b9,N,5,N,Y,Y,Clear,Daylight,100,67.8,Y,Y,N,Minor,N,0,SignalViolation,44
2018-02-22,14:02:57,SEG-73067cfe9a7c08,N,5,N,Y,N,Unknown,DarkLit,30,9.5,N,Y,N,Serious,N,0,PedestrianError,146
2020-09-06,19:05:29,SEG-255a616d2c521a,N,8,N,N,N,Fog,Dusk,30,96.2,Y,Y,N,None,N,0,SignalViolation,181
2021-12-22,23:09:27,SEG-e778a7983f84e1,Y,5,N,N,Y,Storm,Daylight,20,81.8,N,Y,N,None,Y,0,RoadCondition,193
2024-04-10,05:41:58,SEG-46b14219fcf95d,Y,6,Y,Y,N,Dust,Unknown,30,16.8,N,N,N,Minor,Y,0,Distracted,6
2020-08-08,06:20:21,SEG-f0eddedb024eee,Y,6,Y,Y,N,Dust,DarkLit,100,93.2,N,N,Y,Serious,N,0,PedestrianError,170
2023-03-12,12:07:49,SEG-b0747b323a037f,Y,3,N,N,Y,Unknown,DarkLit,40,63.9,Y,Y,N,None,N,0,Impairment,47
2020-06-02,08:25:50,SEG-03be034e25565f,N,3,N,Y,N,Storm,DarkUnlit,30,56.2,Y,N,N,Minor,N,0,Distracted,219
2022-07-14,12:10:52,SEG-a9792c386c392a,Y,4,N,Y,Y,Fog,Unknown,70,96.4,Y,N,N,None,N,0,Mechanical,55
2019-03-23,16:10:55,SEG-ea8a7e797d7339,Y,1,N,N,N,Clear,DarkLit,120,34.7,N,Y,Y,None,Y,0,SignalViolation,214
2019-06-28,11:02:12,SEG-4675eb426a6aed,N,4,N,N,N,Dust,Daylight,90,22.3,Y,Y,N,None,N,0,RoadCondition,187
2018-05-14,23:59:05,SEG-ea24e4d07f2da4,N,5,Y,N,Y,Rain,DarkLit,70,60.5,N,Y,Y,None,N,0,Mechanical,211
2025-11-14,01:53:33,SEG-4f5916c0649f01,N,5,Y,Y,Y,Dust,DarkLit,30,45.2,Y,Y,Y,None,N,0,Weather,11
2018-03-01,18:41:22,SEG-0b4452cafe0ad5,Y,3,Y,N,N,Clear,Unknown,70,65.2,Y,N,Y,Minor,N,0,PedestrianError,234
2021-01-01,05:27:50,SEG-f9381b94f04236,Y,2,N,Y,Y,Rain,Dusk,120,59.5,N,N,N,Minor,Y,0,SignalViolation,74
2021-02-22,02:23:51,SEG-872c430906e90f,Y,1,Y,N,Y,Haze,Dusk,100,79.5,Y,Y,Y,Minor,N,0,RoadCondition,131
2023-01-27,13:20:00,SEG-6b4003d3984024,N,5,Y,Y,N,Dust,DarkLit,80,91.1,N,Y,Y,Minor,N,0,Mechanical,89
2021-06-03,23:21:56,SEG-89681cd310b20a,Y,7,Y,N,Y,Fog,DarkLit,30,81.4,Y,N,N,Minor,Y,0,Unknown,29
2022-03-23,17:54:13,SEG-8d22dbce6c444a,N,2,N,N,Y,Rain,Dusk,30,12.9,N,N,N,None,N,0,Weather,126
2020-02-27,18:02:12,SEG-3e23e56ceaf056,Y,3,Y,N,Y,Clear,Dusk,70,89.8,Y,Y,Y,Minor,N,0,Speeding,207
2025-01-17,23:57:23,SEG-524f78633df437,Y,4,N,N,N,Haze,DarkLit,120,118.0,N,N,N,Fatal,N,0,Weather,73
2024-08-04,12:42:48,SEG-b53905f88541ef,Y,7,N,Y,N,Clear,DarkUnlit,30,45.3,N,N,N,Minor,N,0,RoadCondition,112
2021-07-10,20:50:32,SEG-29c6de878ec226,Y,3,N,N,Y,Fog,Daylight,120,52.2,N,Y,Y,Minor,Y,0,SignalViolation,129
2025-04-30,19:30:13,SEG-afcef5886dccd6,N,1,Y,N,Y,Clear,Unknown,30,107.8,Y,Y,N,Minor,N,0,SignalViolation,80
2021-11-26,08:26:24,SEG-a6e1fa088597d5,N,6,Y,Y,Y,Unknown,DarkUnlit,70,81.8,N,Y,Y,Minor,N,0,RoadCondition,128
2023-02-09,17:39:21,SEG-be2ca9f840c3b0,N,1,N,N,Y,Clear,Dawn,80,91.2,Y,N,N,Minor,N,0,Weather,36
2021-10-26,01:17:20,SEG-54112509214ff3,Y,8,Y,N,Y,Clear,Dawn,30,42.0,N,Y,Y,Serious,N,0,PedestrianError,195
2024-06-14,20:12:07,SEG-37d02be5bbf17a,Y,7,Y,Y,Y,Storm,Dusk,20,38.5,Y,N,N,None,Y,0,PedestrianError,29
2025-02-26,04:38:34,SEG-4e87c0f8d70bfc,N,1,N,N,Y,Fog,Dawn,40,109.1,Y,N,Y,None,N,0,Distracted,30
2023-04-03,04:01:18,SEG-0bf8c1d5893c45,N,1,Y,N,N,Dust,Dusk,40,85.7,N,N,N,None,Y,0,RoadCondition,167
2023-03-12,08:04:27,SEG-6d9f3ac646974b,N,8,N,N,Y,Haze,Unknown,90,40.0,N,Y,N,Minor,N,0,Weather,13
2020-02-02,07:07:03,SEG-2b62f76a8935be,Y,7,Y,Y,N,Clear,Unknown,80,64.2,Y,N,Y,Fatal,N,1,PedestrianError,165
2021-10-06,12:15:19,SEG-434ffd24052301,N,4,N,Y,N,Clear,DarkUnlit,100,88.8,N,Y,N,None,Y,0,SignalViolation,220
2024-03-30,09:10:49,SEG-f3fe8d87d3a6ec,N,1,Y,Y,N,Haze,DarkUnlit,40,44.7,Y,N,Y,Minor,Y,0,Impairment,168
2022-06-14,08:11:57,SEG-206a677180feda,N,1,N,N,N,Unknown,DarkUnlit,30,90.2,N,N,N,None,Y,0,RoadCondition,0
2023-10-06,11:44:41,SEG-904c746c760fad,Y,7,Y,N,Y,Dust,Dawn,50,99.9,N,Y,Y,Minor,N,0,RoadCondition,192
2021-02-12,04:45:23,SEG-440ee60b795732,Y,3,N,N,N,Storm,Unknown,90,46.0,Y,Y,N,None,N,0,Mechanical,119
2022-02-16,17:00:27,SEG-f16c8e4516cce9,Y,2,Y,N,N,Rain,Dusk,30,25.4,N,Y,N,None,N,0,PedestrianError,173
2018-08-15,10:47:58,SEG-b8d82f7d7b7d62,Y,1,Y,N,N,Unknown,DarkLit,70,56.3,Y,N,Y,None,Y,0,PedestrianError,89
2019-02-08,17:06:57,SEG-1c27279a991a2c,Y,3,N,Y,Y,Clear,Unknown,40,36.5,N,N,N,Minor,Y,0,Distracted,43
2020-05-22,06:18:30,SEG-cf47b5494d9e10,N,3,N,N,N,Storm,Unknown,120,57.0,Y,Y,Y,None,Y,0,Unknown,154
2023-01-23,09:22:43,SEG-60682078ac2c1a,Y,4,N,N,N,Fog,DarkLit,30,74.3,N,N,N,Minor,Y,0,Mechanical,78
2018-07-28,15:38:02,SEG-11d26635d59c94,Y,7,Y,Y,Y,Haze,DarkLit,50,83.9,N,Y,N,Minor,N,0,Mechanical,202
2020-04-05,10:25:14,SEG-131c3cba319683,Y,6,N,N,N,Fog,Unknown,30,5.8,Y,Y,Y,None,N,0,Unknown,157
2022-05-30,10:08:53,SEG-a590f7f267094a,N,4,Y,N,Y,Haze,Unknown,100,123.1,Y,Y,Y,None,N,0,Mechanical,134
2021-10-24,11:12:09,SEG-24c106f24fc194,Y,1,Y,N,N,Haze,DarkUnlit,120,16.9,N,Y,N,Minor,Y,0,Distracted,38
2025-05-06,08:10:18,SEG-2a0ed4cafb1183,N,4,N,Y,Y,Clear,DarkLit,90,62.3,Y,N,N,None,N,0,SignalViolation,138
2020-07-22,02:00:45,SEG-721221fe2dad9c,N,6,Y,N,N,Haze,DarkLit,70,87.2,N,Y,Y,Minor,Y,0,Unknown,212
2021-05-21,05:57:56,SEG-4a7449908f5697,Y,8,N,Y,Y,Dust,DarkUnlit,60,82.7,Y,N,Y,None,N,1,Distracted,220
2020-05-10,02:42:55,SEG-b7b7dfb3a144ba,N,3,N,N,Y,Clear,DarkLit,30,38.8,N,Y,Y,None,Y,0,Speeding,86
2022-07-13,14:48:54,SEG-e8f70a1ef8b232,N,5,N,N,N,Fog,Unknown,50,81.2,Y,Y,N,Minor,N,0,SignalViolation,67
2024-07-11,13:59:11,SEG-665941750b1827,N,3,N,N,N,Rain,DarkLit,80,59.5,Y,Y,Y,Minor,N,0,SignalViolation,182
2022-04-21,13:43:21,SEG-2d6c510b60f577,Y,5,Y,Y,N,Dust,Daylight,20,77.5,N,Y,Y,None,N,0,PedestrianError,188
2020-10-12,05:36:41,SEG-b2d28ad0288a03,Y,1,N,Y,Y,Fog,Unknown,60,63.2,Y,N,N,Minor,Y,0,Weather,16
2023-12-05,19:29:09,SEG-081ceca3cc3a87,N,2,Y,Y,N,Clear,DarkUnlit,100,104.8,Y,Y,Y,Minor,Y,0,Speeding,173
2024-09-03,06:27:05,SEG-a0ce4c3f3d2789,N,2,N,N,N,Storm,Daylight,40,59.4,N,Y,Y,None,Y,0,Weather,206
2022-04-13,15:26:21,SEG-5b472507eed1fa,Y,8,Y,N,Y,Dust,DarkUnlit,80,90.3,Y,Y,N,Minor,Y,0,PedestrianError,149
2022-02-14,11:30:41,SEG-4d96762f28c915,N,5,N,Y,N,Fog,DarkLit,120,94.7,N,Y,Y,Minor,N,0,Impairment,184
2022-03-08,14:59:06,SEG-7c50548825b81a,Y,2,N,Y,Y,Unknown,Unknown,80,73.0,N,N,Y,None,N,0,Impairment,36
2021-01-07,14:20:32,SEG-30a1247c540b3c,Y,3,Y,N,N,Dust,DarkUnlit,40,64.7,N,Y,N,None,Y,0,Mechanical,225
2021-02-01,04:31:00,SEG-974115aaa89e00,Y,8,N,Y,N,Rain,Unknown,30,81.4,Y,Y,N,Serious,Y,0,Mechanical,52
2021-03-25,00:10:22,SEG-4094abf940e002,N,4,Y,Y,Y,Fog,Daylight,90,35.9,N,N,Y,None,N,0,Impairment,26
2019-12-16,03:19:11,SEG-75efc853df7079,N,4,N,Y,Y,Clear,DarkLit,30,9.4,Y,N,Y,Minor,N,0,SignalViolation,47
2020-08-30,02:47:18,SEG-7a0de6ce71caa4,Y,8,Y,Y,N,Clear,Dusk,50,50.0,Y,N,Y,None,Y,0,Weather,130
2021-06-06,14:59:07,SEG-c23ce6de660fd7,N,8,N,N,Y,Dust,DarkLit,40,64.2,N,Y,N,None,Y,2,Speeding,194
2020-03-13,11:07:55,SEG-344094a2605ab6,N,3,Y,N,Y,Dust,DarkUnlit,40,15.0,Y,Y,Y,Minor,N,0,Distracted,222
2018-02-26,23:18:37,SEG-4f905a6d164bcb,N,3,N,Y,Y,Fog,Dusk,90,122.7,Y,Y,Y,None,Y,0,SignalViolation,112
2020-08-21,01:48:53,SEG-bf9887b9847e89,N,2,Y,N,N,Fog,Daylight,50,28.8,Y,Y,Y,Minor,Y,0,Unknown,146
2020-02-24,04:48:41,SEG-f16cb4e7f8b463,Y,6,N,N,N,Storm,DarkUnlit,60,50.2,N,N,N,None,Y,2,Impairment,10
2018-02-18,12:03:29,SEG-b7eaca9159008b,N,5,N,N,Y,Clear,DarkUnlit,120,103.1,Y,Y,Y,Minor,N,0,Mechanical,198
2019-01-15,22:02:40,SEG-17d0cf39ef3a2a,Y,4,Y,Y,Y,Unknown,DarkLit,60,118.2,Y,N,N,None,Y,0,Unknown,151
2020-02-16,11:02:13,SEG-79ee6e234702e8,Y,7,Y,Y,Y,Storm,Dawn,50,104.6,N,N,Y,Minor,Y,0,Distracted,30
2018-02-09,11:51:03,SEG-6c641365de8a61,N,3,Y,Y,N,Haze,DarkUnlit,50,75.3,N,Y,N,None,N,0,RoadCondition,34
2022-10-16,15:07:53,SEG-0637d88a8a05b7,Y,7,Y,Y,Y,Haze,DarkUnlit,60,79.1,N,N,Y,Minor,Y,4,Distracted,12
2022-05-16,02:59:33,SEG-c48b50e3d68754,N,3,Y,N,Y,Dust,DarkLit,30,114.6,Y,N,Y,Serious,N,0,PedestrianError,129
2022-05-04,03:41:29,SEG-5bb39bcbc360e7,N,6,Y,N,Y,Rain,Unknown,80,119.8,Y,N,N,None,N,0,SignalViolation,212
2019-07-15,15:58:06,SEG-60d14278149f1c,N,1,Y,Y,N,Clear,DarkUnlit,30,89.0,Y,N,N,None,Y,0,Speeding,200
2022-08-21,11:13:56,SEG-c40498887f48fb,N,1,N,Y,N,Unknown,Daylight,70,121.5,N,N,Y,None,Y,0,Unknown,3
2021-03-23,12:44:53,SEG-67485eab11ccd2,N,7,Y,Y,N,Unknown,DarkLit,100,109.3,Y,Y,N,Minor,Y,0,Weather,109
2023-12-01,20:28:34,SEG-1446dec13c3eb8,Y,7,Y,Y,Y,Haze,DarkLit,70,26.7,Y,Y,N,None,Y,0,Mechanical,207
2024-07-16,00:11:51,SEG-1e7e1cdcf4d38f,N,8,Y,Y,N,Storm,DarkLit,70,93.7,Y,N,N,Fatal,Y,0,Impairment,157
2018-06-10,16:58:30,SEG-9c5ab8b4e0b230,Y,7,N,N,N,Dust,DarkLit,40,10.6,N,N,N,Minor,N,0,Distracted,124
2023-11-23,06:38:51,SEG-e1f7c47db9f0aa,Y,2,N,Y,Y,Unknown,Unknown,90,88.0,Y,N,N,None,Y,0,RoadCondition,239
2021-01-01,06:44:05,SEG-2af20176a581c6,N,6,N,Y,Y,Fog,Unknown,40,97.0,N,N,N,Minor,N,0,Impairment,34
2021-11-03,13:22:28,SEG-b9386c0d2a85c0,Y,8,Y,N,N,Unknown,DarkLit,80,104.9,N,Y,N,Minor,N,0,Speeding,9
2023-02-27,11:57:29,SEG-c34fadc83ad23d,N,5,N,Y,Y,Dust,Dawn,70,80.3,Y,N,N,None,Y,0,Unknown,169
2019-11-25,07:00:41,SEG-4012f6c0909a70,N,8,N,Y,N,Unknown,DarkLit,120,72.5,N,Y,Y,Minor,Y,2,Speeding,9
2024-03-05,10:47:10,SEG-603364589299f0,Y,4,Y,Y,N,Rain,Dusk,80,87.9,N,Y,Y,Minor,Y,0,Impairment,192
2024-07-24,16:05:15,SEG-212538a2eaa7a5,N,1,Y,N,Y,Dust,Unknown,30,48.5,N,N,Y,None,Y,0,Mechanical,97
2023-10-21,21:29:25,SEG-ba6c5448879581,Y,7,N,Y,Y,Haze,Unknown,70,47.8,N,Y,N,Minor,Y,0,Distracted,104
2022-03-30,04:08:04,SEG-ebee5ae440558b,Y,7,Y,N,N,Storm,DarkLit,70,69.3,N,Y,N,Minor,N,0,Distracted,2
2022-03-04,02:32:04,SEG-883d9d729d1ba0,Y,4,N,Y,Y,Haze,DarkLit,50,108.7,N,N,Y,None,Y,1,Unknown,91
2024-06-27,09:35:51,SEG-611532bcd294d1,N,3,Y,Y,Y,Unknown,DarkUnlit,90,123.3,Y,Y,Y,None,Y,0,Unknown,86
2020-09-08,01:33:57,SEG-e09e688dd1658a,N,4,N,N,N,Haze,Dawn,20,100.6,N,Y,N,Minor,N,0,Weather,111
2020-03-30,15:12:23,SEG-4494950112b266,Y,2,Y,N,N,Rain,DarkLit,40,85.1,N,N,Y,None,Y,0,Weather,161
2020-10-08,20:01:55,SEG-73b6e0c9b12052,N,2,Y,N,N,Dust,DarkLit,90,120.3,Y,N,N,Minor,Y,2,Impairment,68
2024-09-25,05:39:51,SEG-4e6109dbc3464c,N,4,Y,N,N,Haze,DarkLit,90,96.9,Y,N,Y,None,Y,0,Weather,108
2022-06-30,03:59:36,SEG-292caeb51531be,Y,5,N,Y,Y,Dust,Daylight,50,113.2,Y,Y,N,None,N,0,Distracted,62
2023-01-05,21:30:34,SEG-7e8be20859d487,Y,4,N,Y,N,Haze,Dusk,120,56.4,Y,Y,Y,Minor,Y,0,Distracted,83
2021-08-25,06:51:40,SEG-7c1c9d7b2aecbd,Y,7,N,Y,N,Fog,Dawn,90,90.4,Y,Y,Y,None,Y,0,SignalViolation,213
2021-04-07,16:16:54,SEG-000ba3fa25b947,Y,2,Y,Y,N,Clear,DarkUnlit,120,30.3,N,N,N,Minor,Y,0,SignalViolation,73
2024-11-28,22:49:47,SEG-71dd80deaa70ea,N,1,N,N,Y,Rain,Daylight,120,69.3,Y,Y,Y,None,Y,0,RoadCondition,230
2025-12-01,16:30:40,SEG-7072a3feacf00c,N,7,Y,N,Y,Unknown,Dawn,90,92.5,N,Y,N,None,Y,0,Speeding,54
2023-08-11,11:10:57,SEG-60820024a70336,N,4,N,N,N,Unknown,Dusk,20,47.8,N,Y,Y,Minor,Y,0,Impairment,6
2020-01-25,15:13:26,SEG-9d843f761e9737,Y,7,Y,N,N,Clear,Unknown,70,100.1,N,Y,N,None,Y,0,Impairment,221
2018-02-03,04:52:18,SEG-baac24c7196d92,Y,1,Y,N,Y,Fog,Daylight,20,70.9,N,Y,N,None,N,0,Weather,36
2020-03-30,02:58:31,SEG-69f87563511ac2,N,3,Y,N,Y,Storm,DarkLit,50,45.5,N,N,Y,None,Y,0,SignalViolation,178
2024-03-01,14:48:45,SEG-0814d6ae07f694,Y,4,N,N,N,Fog,Daylight,20,57.1,N,N,Y,Fatal,Y,0,SignalViolation,80
2020-06-26,10:54:01,SEG-f9dfe007a0a130,N,2,N,Y,N,Fog,Unknown,40,30.6,Y,N,Y,Serious,N,0,PedestrianError,164
2018-10-26,06:11:29,SEG-9749d28dbe9dfb,Y,3,N,N,N,Haze,Daylight,30,60.6,Y,N,Y,Minor,Y,0,PedestrianError,42
2019-11-06,01:32:34,SEG-8c73bad80452e5,N,3,Y,Y,N,Dust,Dusk,20,59.8,Y,Y,Y,Minor,Y,0,Mechanical,210
2021-02-15,14:49:39,SEG-8a7704a0b577b3,Y,3,Y,Y,Y,Clear,Daylight,30,83.6,N,N,Y,None,N,0,Impairment,135
2019-01-03,02:44:28,SEG-c01bab9fd0c502,Y,7,N,N,Y,Dust,Dusk,40,69.0,Y,N,Y,Minor,N,0,Impairment,20
2019-07-17,08:06:24,SEG-f2a9d6dce73600,Y,7,Y,N,Y,Rain,Unknown,70,11.9,Y,Y,N,None,Y,0,Unknown,1
2022-07-05,02:33:11,SEG-20632e54e207a2,N,8,Y,N,Y,Storm,DarkUnlit,20,32.3,N,Y,Y,Serious,Y,0,Weather,226
2023-03-22,16:09:31,SEG-c63e9007ac4541,Y,3,N,Y,Y,Haze,DarkUnlit,40,82.8,N,Y,Y,Minor,N,0,SignalViolation,30
2021-02-06,10:29:02,SEG-8bd9a4b8d47db0,N,8,Y,N,N,Storm,Daylight,40,58.4,N,Y,Y,None,N,0,SignalViolation,143
2024-10-31,08:57:14,SEG-fb5cef5580eb6b,N,8,Y,N,Y,Storm,DarkLit,80,50.7,Y,Y,Y,Fatal,Y,0,Distracted,18
2018-08-27,01:56:23,SEG-d63e997e052f69,Y,8,Y,Y,Y,Storm,Daylight,80,95.8,Y,Y,N,None,N,0,Speeding,79
2023-02-26,12:17:41,SEG-ce4f38640d04fd,Y,8,N,N,N,Rain,DarkUnlit,90,88.8,Y,Y,N,None,Y,0,Speeding,59
2022-09-29,10:29:52,SEG-ed705b173a08f3,N,4,N,Y,N,Rain,DarkLit,70,89.2,N,Y,N,None,N,0,Speeding,91
2021-01-04,16:24:10,SEG-99fcc7a8bb291a,N,4,Y,N,N,Haze,Unknown,20,67.0,Y,Y,Y,None,Y,1,Distracted,209
2020-10-22,16:53:37,SEG-123b3148922cab,Y,6,Y,N,N,Haze,Dawn,90,91.1,N,N,Y,Minor,Y,0,Distracted,119
2025-12-18,01:58:40,SEG-4d0e9b53fb7a01,Y,3,N,Y,N,Clear,Dusk,100,83.2,Y,Y,Y,None,Y,0,Distracted,122
2021-09-26,00:16:19,SEG-3e6846d30f41d9,N,6,Y,Y,Y,Dust,Dusk,30,117.6,N,N,Y,Minor,Y,0,Distracted,141
2020-09-20,02:00:02,SEG-61f6e1fac1f79b,Y,2,N,N,Y,Storm,DarkUnlit,90,32.0,Y,N,N,Minor,Y,0,Weather,65
2019-10-04,03:48:24,SEG-a66042bf961fa9,Y,4,N,Y,N,Haze,Dawn,100,60.6,Y,Y,N,Serious,Y,0,RoadCondition,41
2018-10-08,21:53:40,SEG-e8feb3cd8c292f,Y,3,N,N,Y,Rain,DarkLit,120,123.5,N,Y,N,None,N,0,Speeding,197
2023-06-21,14:22:09,SEG-dad6c315801883,Y,4,N,N,N,Unknown,Dawn,60,103.8,N,N,N,Serious,Y,0,Weather,33
2020-11-08,14:08:23,SEG-c210addec092a2,Y,3,Y,N,N,Dust,DarkLit,20,72.8,N,N,N,Minor,Y,1,Unknown,146
2019-06-24,02:40:09,SEG-fc3529c42e09e4,N,1,Y,Y,N,Storm,Dawn,80,26.6,Y,Y,Y,Minor,Y,0,Impairment,236
2024-04-09,16:17:57,SEG-297cc32edd2d85,N,4,N,Y,Y,Unknown,DarkLit,60,65.5,Y,N,Y,Minor,Y,0,PedestrianError,12
2024-03-29,05:06:00,SEG-c227a24f9720db,Y,3,N,Y,N,Unknown,DarkLit,90,108.0,Y,Y,Y,Minor,Y,0,Speeding,91
2024-08-18,07:33:05,SEG-b27e564bba8b06,N,5,N,Y,Y,Clear,Dusk,60,60.3,Y,N,Y,Serious,N,0,Weather,148
2020-04-19,13:23:41,SEG-3e94aaa401fa47,Y,2,Y,Y,N,Fog,DarkUnlit,100,89.2,Y,Y,N,None,N,0,Impairment,55
2023-07-24,20:59:57,SEG-5451d5352fd811,Y,1,N,N,N,Haze,Dusk,50,83.1,N,Y,Y,Minor,N,0,RoadCondition,146
2024-03-25,20:04:04,SEG-669985e294b43b,Y,5,Y,Y,N,Haze,DarkUnlit,90,82.5,Y,Y,N,Minor,Y,0,Distracted,80
2018-01-23,02:17:36,SEG-9ec68e94ae317c,Y,4,N,Y,N,Storm,Unknown,30,27.8,Y,Y,N,Minor,N,0,PedestrianError,79
2019-02-28,22:20:25,SEG-c7a9167e97e734,N,2,Y,Y,N,Rain,Unknown,80,41.9,Y,Y,Y,Minor,N,0,PedestrianError,186
2020-09-01,00:20:21,SEG-69fe03ed4a70ae,N,2,Y,N,Y,Rain,DarkUnlit,60,25.6,Y,Y,N,Minor,N,0,Speeding,118
2018-08-14,22:54:26,SEG-13e3c5917e7d39,N,8,N,N,Y,Dust,Dusk,60,90.6,Y,N,N,None,Y,0,Mechanical,208
2018-10-13,10:10:37,SEG-451d126bf32b21,Y,5,Y,N,N,Dust,Daylight,50,103.4,Y,Y,N,Serious,Y,0,RoadCondition,128
2019-01-02,06:27:18,SEG-5bf08e28cd2a24,Y,1,N,Y,N,Rain,Unknown,80,104.2,N,Y,N,Fatal,N,0,RoadCondition,47
2024-05-24,09:33:37,SEG-068346c2b03164,Y,5,N,Y,N,Clear,Dawn,100,94.1,N,N,Y,None,N,1,Speeding,41
2021-05-24,08:15:59,SEG-b92ab2d630eb16,N,6,Y,Y,Y,Dust,Unknown,40,24.1,Y,N,Y,Minor,Y,0,Weather,212
2024-12-28,15:18:23,SEG-f3a0aa443ff5a5,Y,3,N,N,Y,Rain,Daylight,20,118.0,N,Y,N,None,N,0,Speeding,214
2018-09-27,22:41:49,SEG-ca84847a767da2,N,2,Y,Y,Y,Dust,Daylight,20,121.0,N,N,Y,Minor,N,0,Impairment,225
2024-10-28,08:20:13,SEG-d06cf57b262903,Y,2,Y,N,Y,Unknown,DarkLit,60,96.5,Y,N,Y,None,Y,0,Distracted,194
2022-05-11,22:20:21,SEG-126e95697a7ca9,N,3,Y,N,Y,Haze,Unknown,40,74.9,Y,Y,Y,None,N,0,PedestrianError,45
2025-01-12,16:35:58,SEG-ef3bf08259d65a,N,5,Y,Y,N,Rain,Dawn,70,101.5,Y,N,N,Fatal,Y,0,Weather,0
2020-05-06,20:04:31,SEG-de3b9e6b4598fd,N,3,Y,N,Y,Haze,Daylight,40,112.8,Y,N,Y,None,N,0,PedestrianError,71
2021-10-05,09:09:38,SEG-40aa46363cad9b,N,2,Y,Y,N,Rain,DarkLit,60,88.9,N,Y,Y,Serious,Y,0,SignalViolation,201
2023-04-03,17:58:38,SEG-0814b573e1dd11,N,6,N,Y,N,Rain,Daylight,90,28.9,Y,Y,N,None,N,1,Unknown,147
2020-05-17,18:35:13,SEG-563b929225b593,Y,6,N,Y,N,Fog,Unknown,80,81.6,Y,N,Y,None,Y,0,Impairment,91
2025-05-12,19:27:21,SEG-e407dabea0470c,Y,8,Y,Y,N,Unknown,Unknown,90,17.2,Y,N,N,Minor,Y,0,PedestrianError,190
2019-06-29,12:13:21,SEG-bffc93519ed8bc,N,8,Y,N,Y,Unknown,DarkLit,30,107.5,N,Y,Y,None,Y,0,Speeding,101
2020-06-21,07:42:52,SEG-54e027ed1bbabe,N,5,Y,Y,N,Dust,Daylight,60,44.3,Y,Y,N,None,N,0,Speeding,138
2021-10-09,20:05:29,SEG-68a75b7cd34ad8,N,5,N,N,N,Unknown,Dusk,100,7.3,N,N,N,Minor,N,0,Distracted,178
2025-08-08,03:01:15,SEG-4d9e1e5d4be53d,N,2,N,Y,N,Haze,Unknown,60,11.8,Y,Y,Y,Serious,Y,0,Unknown,190
2022-04-12,19:07:02,SEG-ae31fcf84ac210,Y,6,N,Y,N,Haze,DarkUnlit,80,81.0,N,Y,Y,Minor,N,0,Unknown,230
