health_pharma_reference_year,health_pharma_country_iso2,health_pharma_atc_code,health_pharma_medicine_type_code,health_pharma_authorisation_type_code,health_pharma_price_eur_pack_median,health_pharma_reimbursement_rate_pct,health_pharma_volume_units_sold,health_pharma_generic_share_pct,health_pharma_biosimilar_share_pct,health_pharma_shortage_reports_count,health_pharma_shortage_duration_days_median,health_pharma_htA_decision_code,health_pharma_time_to_market_days_median,health_pharma_parallel_trade_flag,health_pharma_joint_procurement_flag,health_pharma_clinical_trials_count,health_pharma_data_source_ema_flag,health_pharma_revision_round,health_pharma_data_extract_date
2014,GR,E36QA16,BIOSIMILAR,CENTRALISED_EMA,89.26,60.61,1966289,14.1,32.64,326,85.04,CONDITIONAL,925.08,0,0,269,1,FLASH,2024-04-27
2015,LT,F43BN33,GENERIC,NATIONAL_MA,216.9,70.95,974243,56.39,2.84,352,35.12,PENDING,763.5,0,0,92,0,BENCHMARK,2025-03-31
2016,PT,G50MA50,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,98.55,89.98,7496801,62.7,20.13,422,178.99,POSITIVE,218.19,1,0,473,0,SECOND,2025-01-25
2017,SE,H57XN67,ORPHAN,DECENTRALISED,186.73,37.21,14794883,49.5,1.8,304,69.14,NEGATIVE,578.09,0,0,306,0,FIRST,2025-01-05
2018,CY,J64IA84,OTC,CENTRALISED_EMA,156.52,65.71,4782161,70.16,6.29,91,145.47,NOT_REQUIRED,272.53,1,0,63,1,FLASH,2024-11-18
2019,FR,L71TN01,VACCINE,NATIONAL_MA,141.13,95.47,8892314,59.38,1.5,423,194.24,CONDITIONAL,224.16,0,1,95,0,BENCHMARK,2024-07-15
2020,IT,M78EA18,BIOSIMILAR,MUTUAL_RECOGNITION,59.81,49.76,26444439,80.08,30.1,420,99.24,PENDING,528.52,0,0,48,0,SECOND,2025-11-18
2021,NL,N85PN35,GENERIC,DECENTRALISED,16.4,47.01,41876782,86.4,20.14,587,113.79,POSITIVE,526.27,0,0,239,0,FIRST,2024-10-29
2022,SI,P92AA52,BRANDED_ORIGINATOR,CENTRALISED_EMA,229.19,51.59,8660830,63.97,20.15,118,66.33,NEGATIVE,594.82,0,0,639,1,FLASH,2024-03-26
2023,BG,R99LN69,ORPHAN,NATIONAL_MA,517.75,43.66,1057100,43.83,12.06,104,1.77,NOT_REQUIRED,360.48,0,0,389,0,BENCHMARK,2024-01-10
2024,EE,S06WA86,OTC,MUTUAL_RECOGNITION,152.63,36.18,19860124,32.19,22.44,723,191.35,CONDITIONAL,278.63,0,0,179,0,SECOND,2025-09-13
2025,HU,V13HN03,VACCINE,DECENTRALISED,137.08,73.72,14453174,28.85,15.21,21,88.45,PENDING,98.47,0,1,332,0,FIRST,2025-05-03
2006,LU,A20SA20,BIOSIMILAR,CENTRALISED_EMA,239.55,74.72,21002839,48.23,16.33,196,197.4,POSITIVE,141.17,0,0,284,1,FLASH,2024-08-16
2007,RO,B27DN37,GENERIC,NATIONAL_MA,94.77,67.65,41983394,14.04,11.12,7,49.42,NEGATIVE,360.61,1,0,37,0,BENCHMARK,2024-02-21
2008,AT,C34OA54,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,438.42,80.97,10789765,80.0,12.11,172,79.14,NOT_REQUIRED,785.63,1,0,287,0,SECOND,2024-04-05
2009,CZ,D41ZN71,ORPHAN,DECENTRALISED,272.43,41.14,17983104,25.93,8.02,361,204.29,CONDITIONAL,507.31,0,0,70,0,FIRST,2025-08-17
2010,DE,E48KA88,OTC,CENTRALISED_EMA,157.64,36.23,3395211,70.97,0.04,442,81.85,PENDING,999.89,0,0,129,1,FLASH,2024-03-27
2011,LV,F55VN05,VACCINE,NATIONAL_MA,262.21,64.15,21065927,58.48,13.57,397,14.12,POSITIVE,101.64,0,0,249,0,BENCHMARK,2025-09-05
2012,PL,G62GA22,BIOSIMILAR,MUTUAL_RECOGNITION,136.49,96.82,9088241,7.54,20.31,392,49.89,NEGATIVE,308.19,1,0,174,0,SECOND,2025-04-25
2013,ES,H69RN39,GENERIC,DECENTRALISED,118.32,87.41,27702741,64.83,2.19,348,152.41,NOT_REQUIRED,439.0,0,0,202,0,FIRST,2025-11-28
2014,HR,J76CA56,BRANDED_ORIGINATOR,CENTRALISED_EMA,342.19,49.75,7475578,35.99,20.96,153,202.25,CONDITIONAL,882.45,1,0,605,1,FLASH,2025-08-12
2015,FI,L83NN73,ORPHAN,NATIONAL_MA,320.79,92.94,4692057,75.12,5.38,187,165.77,PENDING,339.03,1,0,168,0,BENCHMARK,2025-05-29
2016,IE,M90YA90,OTC,MUTUAL_RECOGNITION,27.81,32.79,11742093,38.97,6.13,252,38.11,POSITIVE,719.25,0,0,116,0,SECOND,2025-10-02
2017,MT,N97JN07,VACCINE,DECENTRALISED,81.39,16.8,8908817,62.52,1.11,71,15.2,NEGATIVE,332.74,1,0,224,0,FIRST,2024-03-31
2018,SK,P04UA24,BIOSIMILAR,CENTRALISED_EMA,43.35,57.68,12680643,6.01,27.07,149,75.29,NOT_REQUIRED,923.64,0,0,116,1,FLASH,2025-04-10
2019,BE,R11FN41,GENERIC,NATIONAL_MA,188.71,21.3,33601040,51.2,15.06,340,79.79,CONDITIONAL,330.59,0,0,208,0,BENCHMARK,2025-07-11
2020,DK,S18QA58,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,263.78,26.83,669174,42.39,19.49,535,70.53,PENDING,498.2,0,0,457,0,SECOND,2025-04-29
2021,GR,V25BN75,ORPHAN,DECENTRALISED,251.18,82.03,1325549,16.95,6.63,714,46.49,POSITIVE,643.04,0,1,449,0,FIRST,2025-11-08
2022,LT,A32MA92,OTC,CENTRALISED_EMA,186.33,90.0,46353966,87.15,9.03,71,9.87,NEGATIVE,198.42,0,0,231,1,FLASH,2025-08-17
2023,PT,B39XN09,VACCINE,NATIONAL_MA,133.46,27.56,21842477,66.71,20.71,10,130.14,NOT_REQUIRED,35.71,0,0,466,0,BENCHMARK,2024-12-16
2024,SE,C46IA26,BIOSIMILAR,MUTUAL_RECOGNITION,65.6,97.77,3773158,79.54,25.6,664,91.42,CONDITIONAL,296.67,1,0,261,0,SECOND,2025-11-11
2025,CY,D53TN43,GENERIC,DECENTRALISED,265.76,61.68,11377340,6.08,19.95,245,129.22,PENDING,360.77,0,0,135,0,FIRST,2025-09-13
2006,FR,E60EA60,BRANDED_ORIGINATOR,CENTRALISED_EMA,330.66,92.05,6875772,85.63,19.75,193,184.25,POSITIVE,309.9,0,0,399,1,FLASH,2024-04-21
2007,IT,F67PN77,ORPHAN,NATIONAL_MA,243.01,29.2,21097757,63.77,2.53,236,89.8,NEGATIVE,46.58,1,0,519,0,BENCHMARK,2024-08-01
2008,NL,G74AA94,OTC,MUTUAL_RECOGNITION,165.73,65.66,18760709,45.37,13.28,11,86.69,NOT_REQUIRED,28.18,1,0,254,0,SECOND,2024-09-19
2009,SI,H81LN11,VACCINE,DECENTRALISED,193.53,103.91,27154654,30.9,9.8,30,32.1,CONDITIONAL,790.79,0,0,627,0,FIRST,2025-02-24
2010,BG,J88WA28,BIOSIMILAR,CENTRALISED_EMA,163.46,65.54,24153907,37.7,34.71,243,36.3,PENDING,611.12,1,1,30,1,FLASH,2024-08-31
2011,EE,L95HN45,GENERIC,NATIONAL_MA,78.1,31.0,41303058,37.36,20.27,436,107.91,POSITIVE,133.86,0,0,188,0,BENCHMARK,2025-10-09
2012,HU,M02SA62,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,158.53,91.94,15835861,19.99,0.01,165,34.51,NEGATIVE,713.9,1,0,523,0,SECOND,2026-01-12
2013,LU,N09DN79,ORPHAN,DECENTRALISED,289.79,80.58,28377454,48.08,6.83,427,59.76,NOT_REQUIRED,689.77,0,0,100,0,FIRST,2025-11-08
2014,RO,P16OA96,OTC,CENTRALISED_EMA,77.56,92.11,12711887,76.66,12.56,432,62.41,CONDITIONAL,210.88,0,0,247,1,FLASH,2025-10-15
2015,AT,R23ZN13,VACCINE,NATIONAL_MA,105.46,73.86,25909435,44.21,6.44,296,41.41,PENDING,367.25,0,0,139,0,BENCHMARK,2024-01-14
2016,CZ,S30KA30,BIOSIMILAR,MUTUAL_RECOGNITION,108.98,78.75,6128186,21.39,22.68,246,178.84,POSITIVE,558.77,0,0,30,0,SECOND,2025-03-18
2017,DE,V37VN47,GENERIC,DECENTRALISED,71.13,55.81,2794558,8.28,4.0,235,119.42,NEGATIVE,167.39,1,0,177,0,FIRST,2024-09-27
2018,LV,A44GA64,BRANDED_ORIGINATOR,CENTRALISED_EMA,348.6,49.51,1013496,31.68,12.92,90,91.13,NOT_REQUIRED,731.92,0,0,177,1,FLASH,2024-11-26
2019,PL,B51RN81,ORPHAN,NATIONAL_MA,439.95,57.52,2916840,38.54,20.78,400,64.87,CONDITIONAL,273.03,0,0,418,0,BENCHMARK,2025-09-01
2020,ES,C58CA98,OTC,MUTUAL_RECOGNITION,15.54,38.68,29476194,32.6,2.8,397,8.33,PENDING,567.9,0,1,100,0,SECOND,2025-08-04
2021,HR,D65NN15,VACCINE,DECENTRALISED,150.22,99.14,7011495,57.48,10.4,170,117.08,POSITIVE,577.22,0,1,265,0,FIRST,2024-03-21
2022,FI,E72YA32,BIOSIMILAR,CENTRALISED_EMA,286.84,33.73,19350018,65.49,2.78,774,120.32,NEGATIVE,913.18,0,0,117,1,FLASH,2025-01-28
2023,IE,F79JN49,GENERIC,NATIONAL_MA,195.96,81.49,30522689,31.3,5.84,482,25.54,NOT_REQUIRED,487.42,0,0,17,0,BENCHMARK,2025-04-11
2024,MT,G86UA66,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,39.92,24.25,18958074,71.06,0.55,37,70.89,CONDITIONAL,55.34,1,0,256,0,SECOND,2025-09-05
2025,SK,H93FN83,ORPHAN,DECENTRALISED,333.78,35.76,11274741,24.38,21.22,278,114.23,PENDING,240.99,1,0,349,0,FIRST,2024-10-29
2006,BE,J00QA00,OTC,CENTRALISED_EMA,227.98,28.62,20229991,28.33,21.91,93,56.67,POSITIVE,925.77,0,0,277,1,FLASH,2025-01-21
2007,DK,L07BN17,VACCINE,NATIONAL_MA,3.32,102.93,330348,44.49,8.59,114,147.26,NEGATIVE,394.97,0,0,104,0,BENCHMARK,2025-08-13
2008,GR,M14MA34,BIOSIMILAR,MUTUAL_RECOGNITION,125.12,86.04,8065041,29.26,25.0,354,114.78,NOT_REQUIRED,728.21,0,0,95,0,SECOND,2025-04-04
2009,LT,N21XN51,GENERIC,DECENTRALISED,47.89,90.29,8917380,31.18,20.02,110,17.32,CONDITIONAL,168.09,1,0,203,0,FIRST,2024-11-28
2010,PT,P28IA68,BRANDED_ORIGINATOR,CENTRALISED_EMA,356.66,47.27,3206845,50.75,1.5,127,45.88,PENDING,904.17,1,1,160,1,FLASH,2025-04-06
2011,SE,R35TN85,ORPHAN,NATIONAL_MA,272.97,64.77,13236949,73.01,7.32,455,177.78,POSITIVE,218.44,0,0,56,0,BENCHMARK,2025-07-03
2012,CY,S42EA02,OTC,MUTUAL_RECOGNITION,231.21,24.33,46013863,77.61,20.75,27,126.01,NEGATIVE,29.74,0,0,55,0,SECOND,2025-07-11
2013,FR,V49PN19,VACCINE,DECENTRALISED,54.43,86.8,12537094,84.08,10.92,73,130.82,NOT_REQUIRED,152.95,0,0,267,0,FIRST,2024-07-21
2014,IT,A56AA36,BIOSIMILAR,CENTRALISED_EMA,226.3,43.04,20737674,22.55,10.23,121,65.78,CONDITIONAL,546.53,0,0,158,1,FLASH,2025-12-01
2015,NL,B63LN53,GENERIC,NATIONAL_MA,160.47,64.81,16954247,71.28,9.3,70,117.82,PENDING,395.49,0,0,74,0,BENCHMARK,2024-04-08
2016,SI,C70WA70,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,110.52,51.75,16233972,59.62,13.87,459,137.43,POSITIVE,133.64,1,0,322,0,SECOND,2025-06-29
2017,BG,D77HN87,ORPHAN,DECENTRALISED,230.34,31.88,26845442,13.32,8.48,354,154.5,NEGATIVE,709.57,0,0,106,0,FIRST,2024-12-31
2018,EE,E84SA04,OTC,CENTRALISED_EMA,48.78,54.98,28839308,87.54,16.87,164,41.82,NOT_REQUIRED,770.23,1,0,129,1,FLASH,2024-03-07
2019,HU,F91DN21,VACCINE,NATIONAL_MA,266.15,69.44,9229171,30.83,6.47,159,102.71,CONDITIONAL,464.63,1,0,636,0,BENCHMARK,2024-10-05
2020,LU,G98OA38,BIOSIMILAR,MUTUAL_RECOGNITION,202.79,69.47,4891333,17.35,16.44,706,121.97,PENDING,520.35,1,0,85,0,SECOND,2025-04-22
2021,RO,H05ZN55,GENERIC,DECENTRALISED,155.88,57.93,12375840,59.82,5.68,377,17.15,POSITIVE,82.51,0,0,62,0,FIRST,2025-11-11
2022,AT,J12KA72,BRANDED_ORIGINATOR,CENTRALISED_EMA,326.14,65.32,10488585,63.24,14.19,501,27.12,NEGATIVE,1048.08,1,0,190,1,FLASH,2024-11-03
2023,CZ,L19VN89,ORPHAN,NATIONAL_MA,330.78,29.84,21180843,10.95,6.95,435,38.23,NOT_REQUIRED,679.31,1,0,79,0,BENCHMARK,2024-06-07
2024,DE,M26GA06,OTC,MUTUAL_RECOGNITION,215.45,75.72,3766759,39.24,19.81,591,184.03,CONDITIONAL,407.15,0,1,82,0,SECOND,2025-01-06
2025,LV,N33RN23,VACCINE,DECENTRALISED,110.94,38.76,14590361,59.26,21.82,198,184.74,PENDING,234.63,0,1,537,0,FIRST,2025-08-22
2006,PL,P40CA40,BIOSIMILAR,CENTRALISED_EMA,207.68,55.84,7483788,5.78,21.6,74,146.86,POSITIVE,829.44,0,1,256,1,FLASH,2024-10-04
2007,ES,R47NN57,GENERIC,NATIONAL_MA,251.12,64.97,7773351,43.87,7.05,353,80.79,NEGATIVE,370.06,0,0,37,0,BENCHMARK,2024-09-06
2008,HR,S54YA74,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,322.24,58.69,23793964,40.67,18.85,195,39.59,NOT_REQUIRED,108.36,0,0,74,0,SECOND,2024-01-22
2009,FI,V61JN91,ORPHAN,DECENTRALISED,256.79,29.8,26618833,32.31,21.57,7,104.06,CONDITIONAL,443.34,0,0,28,0,FIRST,2024-05-07
2010,IE,A68UA08,OTC,CENTRALISED_EMA,18.53,19.43,22360178,66.44,16.12,304,196.65,PENDING,365.61,0,0,269,1,FLASH,2025-08-04
2011,MT,B75FN25,VACCINE,NATIONAL_MA,194.08,82.27,26080835,9.56,20.11,102,104.81,POSITIVE,576.38,0,0,561,0,BENCHMARK,2025-04-10
2012,SK,C82QA42,BIOSIMILAR,MUTUAL_RECOGNITION,313.32,46.74,8915913,20.54,26.55,11,50.41,NEGATIVE,36.64,0,0,90,0,SECOND,2024-02-02
2013,BE,D89BN59,GENERIC,DECENTRALISED,182.24,17.39,41979932,46.77,2.97,262,68.7,NOT_REQUIRED,295.45,0,0,118,0,FIRST,2024-04-08
2014,DK,E96MA76,BRANDED_ORIGINATOR,CENTRALISED_EMA,138.08,43.48,10401554,48.12,5.26,229,131.97,CONDITIONAL,905.99,1,0,345,1,FLASH,2024-12-15
2015,GR,F03XN93,ORPHAN,NATIONAL_MA,356.9,45.91,20850715,82.23,12.6,41,116.34,PENDING,255.2,0,0,635,0,BENCHMARK,2025-04-12
2016,LT,G10IA10,OTC,MUTUAL_RECOGNITION,84.79,65.3,35439733,49.24,5.52,433,5.14,POSITIVE,298.12,1,0,156,0,SECOND,2024-06-25
2017,PT,H17TN27,VACCINE,DECENTRALISED,224.42,30.02,16425865,46.83,7.16,327,45.76,NEGATIVE,366.67,0,0,610,0,FIRST,2025-03-01
2018,SE,J24EA44,BIOSIMILAR,CENTRALISED_EMA,205.15,100.1,12371619,39.06,26.7,464,140.12,NOT_REQUIRED,797.04,0,0,278,1,FLASH,2024-01-31
2019,CY,L31PN61,GENERIC,NATIONAL_MA,255.32,71.96,43576544,83.76,9.21,381,172.12,CONDITIONAL,784.3,0,0,109,0,BENCHMARK,2025-08-15
2020,FR,M38AA78,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,363.82,45.84,2108932,35.78,19.03,131,77.42,PENDING,371.04,0,0,554,0,SECOND,2025-03-29
2021,IT,N45LN95,ORPHAN,DECENTRALISED,369.49,80.05,5099658,13.19,21.18,430,132.96,POSITIVE,300.34,0,0,60,0,FIRST,2025-11-06
2022,NL,P52WA12,OTC,CENTRALISED_EMA,78.63,48.71,8327212,13.13,19.72,363,6.9,NEGATIVE,88.79,1,0,49,1,FLASH,2025-06-14
2023,SI,R59HN29,VACCINE,NATIONAL_MA,85.11,100.34,6474473,70.53,4.78,504,92.9,NOT_REQUIRED,657.07,1,0,641,0,BENCHMARK,2025-08-15
2024,BG,S66SA46,BIOSIMILAR,MUTUAL_RECOGNITION,52.06,70.04,21456442,59.27,27.56,770,120.5,CONDITIONAL,59.33,0,0,280,0,SECOND,2024-04-30
2025,EE,V73DN63,GENERIC,DECENTRALISED,286.37,90.92,46675800,68.08,4.81,658,71.6,PENDING,96.66,0,0,17,0,FIRST,2025-04-05
2006,HU,A80OA80,BRANDED_ORIGINATOR,CENTRALISED_EMA,312.92,18.07,13741135,43.36,14.44,335,162.58,POSITIVE,234.6,0,0,290,1,FLASH,2024-05-27
2007,LU,B87ZN97,ORPHAN,NATIONAL_MA,71.41,48.92,21172979,87.46,12.17,219,6.58,NEGATIVE,157.42,0,0,433,0,BENCHMARK,2024-05-08
2008,RO,C94KA14,OTC,MUTUAL_RECOGNITION,19.72,39.27,19207435,10.07,17.89,187,20.94,NOT_REQUIRED,677.76,0,0,73,0,SECOND,2025-02-23
2009,AT,D01VN31,VACCINE,DECENTRALISED,26.24,39.91,1493342,79.95,20.12,178,21.33,CONDITIONAL,371.98,0,0,520,0,FIRST,2025-10-19
2010,CZ,E08GA48,BIOSIMILAR,CENTRALISED_EMA,257.13,21.11,16297121,25.7,0.51,213,26.35,PENDING,171.82,0,0,128,1,FLASH,2024-06-27
2011,DE,F15RN65,GENERIC,NATIONAL_MA,170.65,64.65,39749469,70.88,6.21,173,133.42,POSITIVE,193.92,0,0,282,0,BENCHMARK,2026-02-12
2012,LV,G22CA82,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,512.37,28.77,16372240,33.8,6.1,336,78.86,NEGATIVE,689.56,1,1,136,0,SECOND,2024-05-10
2013,PL,H29NN99,ORPHAN,DECENTRALISED,56.48,74.86,7768921,65.95,0.94,39,69.45,NOT_REQUIRED,55.22,0,0,39,0,FIRST,2024-11-30
2014,ES,J36YA16,OTC,CENTRALISED_EMA,176.51,15.74,15331378,28.67,13.32,62,152.99,CONDITIONAL,426.35,0,0,7,1,FLASH,2025-09-09
2015,HR,L43JN33,VACCINE,NATIONAL_MA,173.42,70.57,8035695,60.55,9.04,124,132.83,PENDING,507.22,0,0,452,0,BENCHMARK,2025-08-14
2016,FI,M50UA50,BIOSIMILAR,MUTUAL_RECOGNITION,11.05,50.17,13940293,72.21,44.93,257,45.7,POSITIVE,767.14,0,0,205,0,SECOND,2024-03-27
2017,IE,N57FN67,GENERIC,DECENTRALISED,30.01,74.75,6610159,13.53,20.13,447,64.73,NEGATIVE,83.1,0,0,275,0,FIRST,2025-10-24
2018,MT,P64QA84,BRANDED_ORIGINATOR,CENTRALISED_EMA,123.93,61.93,4492396,65.78,1.08,429,26.09,NOT_REQUIRED,284.69,0,0,606,1,FLASH,2024-02-19
2019,SK,R71BN01,ORPHAN,NATIONAL_MA,472.3,26.91,3504626,11.13,3.18,128,185.35,CONDITIONAL,204.26,0,0,306,0,BENCHMARK,2024-03-09
2020,BE,S78MA18,OTC,MUTUAL_RECOGNITION,164.15,73.13,31925538,79.64,15.22,49,82.81,PENDING,717.88,1,0,13,0,SECOND,2024-08-31
2021,DK,V85XN35,VACCINE,DECENTRALISED,284.22,47.89,11947003,44.33,7.82,305,76.24,POSITIVE,751.69,0,1,58,0,FIRST,2024-09-07
2022,GR,A92IA52,BIOSIMILAR,CENTRALISED_EMA,22.24,101.18,25945260,64.95,16.69,588,119.11,NEGATIVE,591.96,0,0,250,1,FLASH,2024-01-17
2023,LT,B99TN69,GENERIC,NATIONAL_MA,115.46,48.39,34589314,19.13,12.37,220,29.92,NOT_REQUIRED,796.88,1,0,75,0,BENCHMARK,2024-10-17
2024,PT,C06EA86,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,179.22,27.52,27432360,38.45,15.66,688,14.0,CONDITIONAL,153.83,0,0,570,0,SECOND,2025-04-23
2025,SE,D13PN03,ORPHAN,DECENTRALISED,109.31,52.92,28086812,79.82,11.67,485,17.69,PENDING,296.6,0,0,557,0,FIRST,2025-12-26
2006,CY,E20AA20,OTC,CENTRALISED_EMA,68.6,62.87,17592043,25.8,1.74,73,53.81,POSITIVE,44.89,0,0,143,1,FLASH,2024-02-03
2007,FR,F27LN37,VACCINE,NATIONAL_MA,161.92,26.11,16781964,83.36,12.65,178,177.99,NEGATIVE,659.22,0,0,564,0,BENCHMARK,2024-04-20
2008,IT,G34WA54,BIOSIMILAR,MUTUAL_RECOGNITION,129.49,56.21,3814814,54.63,29.12,146,67.68,NOT_REQUIRED,363.55,1,0,48,0,SECOND,2024-07-20
2009,NL,H41HN71,GENERIC,DECENTRALISED,300.14,75.83,14893308,72.75,16.55,403,183.37,CONDITIONAL,611.88,0,0,15,0,FIRST,2024-01-07
2010,SI,J48SA88,BRANDED_ORIGINATOR,CENTRALISED_EMA,288.68,21.72,10303851,22.09,18.55,87,130.64,PENDING,269.43,0,0,502,1,FLASH,2025-07-10
2011,BG,L55DN05,ORPHAN,NATIONAL_MA,45.91,15.61,9191188,19.23,21.11,38,12.93,POSITIVE,268.19,0,0,279,0,BENCHMARK,2025-12-21
2012,EE,M62OA22,OTC,MUTUAL_RECOGNITION,60.11,46.0,13289610,57.19,10.5,230,161.11,NEGATIVE,642.27,0,0,276,0,SECOND,2025-03-08
2013,HU,N69ZN39,VACCINE,DECENTRALISED,149.0,41.17,3637744,66.61,0.8,356,188.17,NOT_REQUIRED,710.39,0,0,286,0,FIRST,2024-05-12
2014,LU,P76KA56,BIOSIMILAR,CENTRALISED_EMA,102.06,71.31,10330586,66.6,38.57,364,194.77,CONDITIONAL,529.78,1,0,284,1,FLASH,2025-12-13
2015,RO,R83VN73,GENERIC,NATIONAL_MA,205.02,25.44,12298373,14.23,14.41,346,175.0,PENDING,54.02,0,0,194,0,BENCHMARK,2025-03-29
2016,AT,S90GA90,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,184.24,50.88,20103230,28.05,14.18,313,115.84,POSITIVE,127.61,0,0,274,0,SECOND,2024-03-16
2017,CZ,V97RN07,ORPHAN,DECENTRALISED,229.35,88.2,16829669,65.6,8.47,419,84.3,NEGATIVE,438.0,0,0,578,0,FIRST,2024-04-21
2018,DE,A04CA24,OTC,CENTRALISED_EMA,253.31,30.16,18077928,53.11,15.51,452,202.75,NOT_REQUIRED,590.49,0,1,127,1,FLASH,2025-06-23
2019,LV,B11NN41,VACCINE,NATIONAL_MA,204.83,58.94,28060940,68.66,15.22,238,151.03,CONDITIONAL,318.85,1,0,577,0,BENCHMARK,2025-12-30
2020,PL,C18YA58,BIOSIMILAR,MUTUAL_RECOGNITION,101.08,48.27,9643668,20.31,17.74,461,18.53,PENDING,180.43,1,0,66,0,SECOND,2025-09-24
2021,ES,D25JN75,GENERIC,DECENTRALISED,114.41,35.7,16902255,75.29,3.93,168,105.27,POSITIVE,588.26,0,0,213,0,FIRST,2024-10-11
2022,HR,E32UA92,BRANDED_ORIGINATOR,CENTRALISED_EMA,108.23,76.36,1631783,11.03,19.94,121,64.91,NEGATIVE,665.14,1,0,99,1,FLASH,2025-10-12
2023,FI,F39FN09,ORPHAN,NATIONAL_MA,84.58,19.0,27656310,76.39,18.64,230,48.03,NOT_REQUIRED,406.02,0,0,241,0,BENCHMARK,2024-12-22
2024,IE,G46QA26,OTC,MUTUAL_RECOGNITION,150.31,75.54,17518350,66.0,12.86,164,26.67,CONDITIONAL,507.65,0,0,40,0,SECOND,2024-06-17
2025,MT,H53BN43,VACCINE,DECENTRALISED,157.74,67.25,10435714,61.5,4.14,215,157.09,PENDING,658.11,0,0,424,0,FIRST,2024-02-16
2006,SK,J60MA60,BIOSIMILAR,CENTRALISED_EMA,226.38,86.44,6057922,14.84,29.47,20,6.23,POSITIVE,570.2,1,0,168,1,FLASH,2025-01-04
2007,BE,L67XN77,GENERIC,NATIONAL_MA,120.41,84.48,5841449,52.08,11.13,40,102.6,NEGATIVE,145.12,0,0,58,0,BENCHMARK,2025-07-16
2008,DK,M74IA94,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,275.12,70.02,26764555,79.78,7.81,293,22.97,NOT_REQUIRED,696.74,0,0,611,0,SECOND,2024-02-21
2009,GR,N81TN11,ORPHAN,DECENTRALISED,240.32,45.11,7922617,76.0,12.12,229,29.21,CONDITIONAL,78.0,1,0,208,0,FIRST,2025-01-09
2010,LT,P88EA28,OTC,CENTRALISED_EMA,32.4,22.38,26996196,5.86,15.48,445,77.6,PENDING,113.49,0,0,154,1,FLASH,2025-02-07
2011,PT,R95PN45,VACCINE,NATIONAL_MA,65.51,52.18,13637888,23.13,14.14,378,100.86,POSITIVE,510.77,1,0,73,0,BENCHMARK,2025-12-08
2012,SE,S02AA62,BIOSIMILAR,MUTUAL_RECOGNITION,21.99,52.34,11662366,68.72,37.17,5,49.53,NEGATIVE,653.82,0,0,62,0,SECOND,2025-09-25
2013,CY,V09LN79,GENERIC,DECENTRALISED,14.46,103.92,45550657,60.47,1.69,110,64.07,NOT_REQUIRED,95.23,1,0,159,0,FIRST,2025-11-21
2014,FR,A16WA96,BRANDED_ORIGINATOR,CENTRALISED_EMA,272.31,23.62,7391372,75.0,14.44,99,109.79,CONDITIONAL,470.48,0,0,91,1,FLASH,2024-10-24
2015,IT,B23HN13,ORPHAN,NATIONAL_MA,68.5,92.64,7496703,82.68,10.51,87,27.07,PENDING,403.17,0,0,518,0,BENCHMARK,2025-08-19
2016,NL,C30SA30,OTC,MUTUAL_RECOGNITION,178.59,73.21,19067941,46.95,1.33,429,162.68,POSITIVE,309.3,1,0,132,0,SECOND,2025-06-04
2017,SI,D37DN47,VACCINE,DECENTRALISED,162.18,38.17,18864375,31.41,10.29,305,32.39,NEGATIVE,259.35,0,0,445,0,FIRST,2024-03-02
2018,BG,E44OA64,BIOSIMILAR,CENTRALISED_EMA,76.04,24.41,7389716,50.43,30.89,246,53.9,NOT_REQUIRED,658.86,0,0,22,1,FLASH,2025-04-10
2019,EE,F51ZN81,GENERIC,NATIONAL_MA,126.57,99.22,17821673,85.93,9.69,327,34.99,CONDITIONAL,195.67,1,0,135,0,BENCHMARK,2025-01-24
2020,HU,G58KA98,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,116.01,71.41,3127561,29.85,13.41,162,80.35,PENDING,617.93,0,0,555,0,SECOND,2025-06-19
2021,LU,H65VN15,ORPHAN,DECENTRALISED,64.96,37.19,16849119,30.88,22.76,489,87.59,POSITIVE,421.58,0,0,286,0,FIRST,2024-11-17
2022,RO,J72GA32,OTC,CENTRALISED_EMA,97.71,36.94,24973365,70.43,15.0,729,154.67,NEGATIVE,774.73,0,0,18,1,FLASH,2025-11-07
2023,AT,L79RN49,VACCINE,NATIONAL_MA,66.03,28.33,7489250,71.56,17.7,226,130.25,NOT_REQUIRED,259.36,1,1,98,0,BENCHMARK,2024-10-18
2024,CZ,M86CA66,BIOSIMILAR,MUTUAL_RECOGNITION,241.29,79.33,15875724,11.77,22.61,470,111.04,CONDITIONAL,632.34,0,0,252,0,SECOND,2025-10-03
