biz_trade_shipment_month,biz_trade_port_of_entry_code,biz_trade_hs_code_6,biz_trade_trade_direction_code,biz_trade_trade_value_inr,biz_trade_trade_weight_kg,biz_trade_country_partner_code,biz_trade_transport_mode_code,biz_trade_containerized_flag,biz_trade_freight_rate_index,biz_trade_customs_clearance_hours,biz_trade_inspection_rate_pct,biz_trade_tariff_rate_effective_pct,biz_trade_trade_remedy_flag,biz_trade_origin_supply_chain_risk,biz_trade_destination_demand_index,biz_trade_seasonality_factor,biz_trade_re_export_flag,biz_trade_trade_finance_constraint_flag,biz_trade_data_release_version
2023-06,INJLM,508459,import,702344434.1,12412.51,IDN,rail,0,50.0,27.02,12.15,1.73,0,37.32,50.02,1.113,0,0,v2026_02
2019-05,INMZQ,979589,reexport,47264326.22,6714.14,JPN,road,1,98.41,29.52,0.58,3.04,1,35.51,64.51,1.126,0,0,v2025_06
2026-07,INJON,830686,reexport,160068852.55,14990.04,CHN,rail,0,150.7,22.35,8.75,1.84,0,36.35,65.27,0.698,0,0,v2025_06
2024-08,INWPG,495276,export,16570223.62,5280.72,JPN,air,0,112.24,62.37,14.72,16.54,0,69.75,49.37,0.765,0,0,v2025_12
2021-03,INVHR,848780,export,255709375.52,44513.81,RUS,road,1,100.78,11.82,0.8,12.85,1,40.56,24.13,0.764,0,1,v2025_06
2024-03,INUEB,304066,reexport,269051312.7,40813.71,FRA,air,1,145.72,22.67,12.05,15.4,0,33.88,34.14,0.96,0,0,v2026_02
2025-02,INZRN,613636,reexport,96067623.43,14069.04,IDN,sea,1,159.73,23.06,9.5,7.23,0,19.94,62.38,0.827,0,1,v2025_06
2024-10,INLAP,449420,reexport,460146917.79,5287.33,CHN,rail,1,181.47,30.16,6.28,16.29,0,24.23,79.48,0.737,0,1,v2024_12
2019-06,INSGB,533178,export,374646029.34,42628.64,MYS,road,1,121.48,53.22,9.43,4.68,0,3.01,41.02,1.109,0,0,v2025_12
2018-06,INWUM,172004,export,265111972.48,3050.19,IND,rail,1,94.8,37.79,8.82,7.09,0,7.94,70.52,0.966,0,0,v2026_02
2022-10,INRRA,426851,reexport,75630081.59,1090.82,BRA,rail,0,171.51,104.56,9.64,15.31,0,53.83,34.95,1.003,0,1,v2024_12
2022-05,INCQF,495787,export,561224907.95,9105.14,GBR,road,0,96.36,14.27,17.29,7.85,0,62.45,56.55,1.107,0,0,v2025_06
2018-04,INZYZ,312991,export,348374372.8,17556.08,SAU,road,0,111.9,32.4,16.14,18.5,0,41.78,55.38,1.226,0,0,v2026_02
2025-07,INIMH,617614,import,751741620.38,16671.92,DEU,air,1,116.57,27.45,8.77,14.05,0,37.92,57.55,0.988,0,0,v2025_06
2020-11,INZYS,788378,import,57780879.08,5629.03,RUS,road,1,101.6,81.55,0.0,20.06,0,37.86,63.69,1.14,0,0,v2024_12
2022-05,INQBD,504740,import,179512502.28,4852.38,CHN,air,0,50.0,27.27,4.46,12.6,0,24.6,54.69,0.789,0,0,v2024_12
2023-12,INQPG,619553,reexport,273367764.72,6065.51,THA,sea,1,131.44,38.15,7.36,15.01,1,10.55,79.67,1.118,0,0,v2025_12
2020-08,INRON,318628,import,274236231.84,6533.26,VNM,road,0,70.46,48.67,10.17,5.68,0,0.0,79.85,1.011,0,0,v2026_02
2020-10,INYFK,405511,import,240965104.03,3634.68,FRA,air,0,82.41,26.16,2.1,9.48,0,63.36,46.21,1.137,0,0,v2026_02
2025-11,INNSI,972649,export,3550984407.18,81699.27,DEU,air,1,109.54,22.5,6.14,0.0,0,46.32,38.47,0.652,1,0,v2026_02
2024-09,INMTD,624546,export,404670820.77,2121.29,DEU,sea,1,86.93,102.19,15.8,12.17,1,53.75,44.94,0.688,0,0,v2025_06
2018-12,INLCM,646634,import,65687940.95,1057.95,NPL,sea,1,148.94,14.7,0.0,19.24,1,26.97,54.29,1.282,0,0,v2025_06
2018-10,INDIH,641374,export,1282502541.7,61541.98,THA,rail,1,121.74,77.44,5.59,6.54,0,5.71,54.65,1.278,1,0,v2026_02
2019-12,INWNU,871604,import,77635369.13,23176.06,KOR,sea,1,93.46,181.39,16.96,6.86,0,49.66,79.64,1.017,0,0,v2025_06
2025-03,INZTG,806463,reexport,43631694.52,11965.85,CHN,sea,0,50.0,65.0,16.25,0.0,0,40.07,49.85,1.034,0,0,v2024_12
2018-08,INOPR,724403,export,554615807.13,108152.92,DEU,sea,0,142.21,27.99,6.09,3.66,0,39.01,46.32,0.865,0,1,v2026_02
2022-11,INDQR,357705,reexport,1799948850.82,43283.32,SAU,air,1,60.3,60.4,12.04,11.73,0,35.89,67.06,1.349,0,0,v2025_06
2026-11,INJSN,284841,reexport,449348976.36,33435.28,DEU,air,0,137.99,10.83,7.84,4.1,0,52.89,59.79,0.956,0,0,v2024_12
2022-02,INCYQ,336263,export,979961241.46,43860.49,DEU,road,0,195.15,19.09,3.88,8.45,0,35.95,65.86,1.097,0,0,v2024_12
2020-07,INFUU,260909,reexport,893869217.91,31399.79,VNM,sea,0,50.0,18.33,1.62,13.02,0,10.56,50.75,0.773,0,0,v2026_02
2022-01,INPQG,674587,import,794229541.58,45028.64,DEU,sea,0,152.63,86.94,11.82,6.62,0,46.19,16.46,1.0,0,0,v2026_02
2023-03,INMWN,560931,import,228952757.68,58526.68,SGP,air,1,150.5,11.7,1.39,8.5,0,72.51,60.32,0.959,0,1,v2025_12
2021-11,INXWH,752210,reexport,415713299.99,70349.19,GBR,rail,1,92.78,22.59,12.47,6.44,0,50.74,48.22,0.747,0,0,v2025_06
2025-03,INYRP,306267,export,278501167.1,8662.47,DEU,sea,1,87.79,26.64,5.06,4.07,0,60.09,71.39,1.105,0,0,v2025_06
2019-12,INBKZ,984238,import,534914192.38,13462.6,BGD,sea,0,128.64,22.2,8.16,8.02,0,57.39,55.56,1.089,0,0,v2024_12
2018-11,INTLK,288525,export,347503640.52,19290.08,SGP,sea,1,106.04,8.62,11.22,15.56,0,21.77,81.41,1.216,0,1,v2025_12
2019-11,INMEK,554321,export,311674602.59,17978.96,VNM,rail,0,114.32,59.8,14.17,14.82,1,33.45,53.15,0.899,0,0,v2026_02
2021-10,INACQ,485021,reexport,1138503700.42,37119.65,THA,rail,0,112.14,10.69,0.0,12.36,0,30.71,72.65,1.221,0,0,v2026_02
2021-02,INXNP,649136,reexport,18683541.22,11055.47,VNM,road,1,110.98,33.54,1.96,0.0,0,27.78,82.57,0.973,0,0,v2026_02
2024-07,INJSP,208794,export,307674379.53,70357.52,VNM,rail,1,171.16,108.48,10.42,0.0,0,73.24,77.49,1.188,0,0,v2025_06
2023-04,INBSM,488678,reexport,272244997.27,471883.26,IDN,air,1,141.95,26.3,9.31,5.07,0,18.15,48.66,1.238,0,0,v2024_12
2018-03,INTIS,907151,import,122138361.83,10953.81,CHN,road,1,152.09,40.2,0.0,12.45,0,13.16,47.41,0.794,1,1,v2025_12
2020-07,INKJM,176863,import,937528772.55,4937.65,NPL,rail,0,98.51,181.01,3.01,0.0,0,33.35,62.24,0.872,0,0,v2026_02
2026-07,INRKW,957075,export,35939184.83,2205.95,FRA,road,0,102.5,25.47,9.92,9.15,0,28.98,70.01,0.822,0,0,v2024_12
2025-07,INUPT,425204,export,74482005.86,35596.06,IDN,air,1,174.7,57.27,11.46,0.0,0,49.99,50.52,1.109,0,0,v2024_12
2020-02,INZMX,555363,import,552069080.1,47262.21,ZAF,air,1,92.23,29.2,0.22,9.78,0,46.13,66.36,0.823,0,0,v2026_02
2018-10,INGIA,246233,reexport,182895405.94,3775.68,SGP,road,0,115.86,40.15,11.69,12.68,0,22.61,80.19,0.887,0,1,v2026_02
2023-02,INJDT,424641,import,177367884.56,184592.91,SGP,sea,1,125.24,82.65,9.63,10.7,0,68.2,55.31,1.132,0,0,v2025_06
2025-08,INLWI,825563,export,685851764.98,20649.38,GBR,rail,1,133.92,38.95,10.42,14.97,0,43.71,86.13,1.386,0,0,v2026_02
2018-12,INWUS,612790,export,916231966.53,5774.19,BRA,road,0,191.34,14.71,10.69,9.38,0,79.34,52.2,0.991,0,1,v2025_06
2021-08,INKRG,126245,export,199966424.54,25925.83,SGP,rail,1,88.15,15.59,5.53,6.92,0,31.28,89.0,1.008,0,0,v2024_12
2022-09,INUQF,949503,import,796631862.75,21822.83,SGP,sea,0,153.47,8.77,9.45,4.95,0,48.86,47.65,1.062,0,1,v2025_12
2026-02,INSRZ,486513,export,554413502.46,18478.01,USA,road,1,147.04,41.56,6.43,12.45,0,22.71,78.82,0.867,0,0,v2026_02
2021-07,INFHM,190477,export,198636318.62,7060.61,BGD,rail,1,153.13,13.17,7.04,20.98,1,30.76,31.23,1.14,0,0,v2024_12
2018-03,INESG,249075,reexport,93072866.45,55086.57,FRA,road,0,127.65,69.1,14.83,10.42,0,54.54,67.54,1.241,0,0,v2026_02
2026-04,INOSD,373335,import,92267300.18,529422.69,IDN,sea,0,160.39,65.85,8.34,4.62,1,55.84,54.06,1.099,0,0,v2025_12
2024-05,INZDE,597484,export,444703906.55,11540.68,JPN,road,1,125.31,19.36,0.0,4.39,0,69.39,41.24,0.756,0,1,v2025_06
2025-07,INKOS,162651,import,104213118.73,4261.05,ARE,air,1,113.6,51.32,12.04,6.62,0,53.77,77.41,1.105,0,0,v2025_12
2026-10,INOFK,425090,import,601353421.78,43060.58,IND,air,1,131.13,25.4,0.67,13.53,0,22.16,56.19,0.902,0,0,v2025_12
2025-12,INGKZ,679030,import,649459486.45,45089.67,BRA,rail,0,96.17,28.42,3.07,11.1,0,52.25,56.06,1.033,0,0,v2025_12
2024-02,INSNJ,931645,reexport,243188121.52,1976.53,BRA,road,0,118.78,36.04,0.0,9.44,0,31.1,73.7,0.938,0,0,v2025_12
2020-08,INDKW,890442,export,859784908.37,11289.03,SAU,sea,0,158.41,23.06,6.26,16.41,0,10.79,35.35,0.762,0,0,v2024_12
2023-09,INGYS,319477,export,249191860.22,8393.58,IDN,rail,0,184.48,20.13,4.85,4.87,0,25.64,71.11,0.987,0,0,v2024_12
2026-03,INXAG,158976,reexport,1183240455.05,23746.18,THA,sea,1,133.19,31.09,8.05,1.8,0,12.1,100.0,0.84,0,0,v2025_06
2026-09,INLCW,973674,export,205984574.28,29986.99,AUS,rail,1,50.41,44.68,2.56,14.41,0,37.8,89.86,1.203,0,0,v2025_12
2026-11,INJSO,668213,import,6769028775.9,18938.88,SGP,air,0,184.31,31.37,8.75,6.54,0,54.48,55.6,0.962,0,0,v2024_12
2019-05,INSZZ,604767,reexport,999471405.7,12733.64,RUS,road,1,115.3,27.79,11.63,1.4,0,23.35,26.28,1.169,0,0,v2026_02
2023-03,INOVO,860907,import,177275550.98,59481.31,USA,sea,0,97.57,75.48,8.0,19.2,0,21.75,100.0,1.156,0,0,v2025_12
2021-02,INJWO,310038,import,897978677.62,7357.17,SGP,air,1,147.67,62.01,11.33,12.1,0,27.36,61.97,0.944,0,0,v2026_02
2018-04,INVTQ,169090,reexport,31342345.8,29621.65,JPN,rail,0,131.01,187.73,4.12,12.7,0,18.29,84.0,0.915,0,0,v2025_06
2024-01,INWDW,537469,export,256800889.56,1356.74,THA,road,0,161.51,38.56,5.34,3.03,0,28.71,34.89,1.195,0,0,v2025_06
2021-08,INOQZ,837866,import,520564262.18,14919.99,CHN,air,1,95.26,38.77,18.66,11.22,1,28.96,64.92,0.969,0,1,v2024_12
2026-07,INJWV,345961,export,304737618.65,23360.28,IDN,sea,0,117.49,57.37,2.37,15.98,0,37.18,46.04,1.037,0,0,v2025_06
2025-10,INZQN,673997,export,985715315.9,6758.34,DEU,rail,1,167.85,28.09,1.18,13.86,0,68.85,81.27,1.224,0,0,v2024_12
2026-02,INJFY,336340,import,947522034.46,10665.63,BRA,road,0,100.55,13.32,1.56,15.68,0,69.27,81.87,0.936,0,0,v2025_12
2024-07,INVWL,803962,export,278147449.26,7027.5,GBR,road,1,112.9,34.76,0.0,0.0,0,25.54,78.67,1.147,0,0,v2025_12
2025-06,INBNV,895040,reexport,371800598.79,29218.78,SGP,road,1,104.73,31.5,15.22,5.84,0,27.39,30.04,1.447,0,0,v2025_06
2019-12,INTIO,232487,import,112126054.4,17528.31,IND,rail,0,114.54,34.58,3.3,7.11,0,15.6,51.82,1.051,0,0,v2026_02
2018-07,INHGA,247854,export,1292794778.75,3090.98,AUS,road,1,126.29,25.12,19.14,0.0,0,29.49,49.03,1.063,0,0,v2026_02
2018-08,INJBU,669449,reexport,143169293.55,22692.78,RUS,sea,0,114.35,24.63,13.81,4.19,0,39.65,45.14,1.383,0,1,v2025_12
2020-02,INETH,111799,export,779672134.55,11880.29,ARE,air,0,219.11,100.56,4.4,13.98,0,37.33,79.66,0.981,0,0,v2025_06
2020-06,INWEB,431629,import,1360195559.46,33610.05,KOR,rail,1,126.48,31.61,11.26,10.17,0,10.59,40.74,1.195,1,0,v2025_06
2018-05,INMTJ,824390,import,73616362.19,78355.05,THA,road,0,110.22,42.66,12.5,4.01,0,71.71,51.02,0.822,0,0,v2026_02
2024-10,INAOB,944655,reexport,881384809.75,14319.28,RUS,rail,1,149.11,35.39,6.98,14.02,0,46.24,71.89,0.993,0,0,v2025_12
2024-04,INDMU,136946,export,3647276059.14,30938.67,CHN,air,1,80.13,32.26,0.58,12.92,0,37.23,55.63,0.852,1,1,v2025_06
2019-02,INXOS,392376,reexport,135760552.36,41238.75,IDN,sea,0,88.92,24.52,0.0,23.54,0,47.72,79.79,1.291,0,0,v2025_12
2023-08,INUSZ,309641,import,242299905.97,13078.36,ZAF,rail,1,123.77,38.02,5.7,5.52,0,35.38,83.28,1.151,0,0,v2026_02
2019-11,INHMD,101365,import,48096178.08,1528.33,ZAF,rail,1,121.44,8.86,0.41,10.45,0,32.5,55.63,0.627,0,1,v2024_12
2019-09,INYJB,369146,export,81273519.91,56499.68,SAU,sea,1,138.36,56.11,5.9,22.22,0,25.7,66.55,1.018,0,0,v2025_12
2021-04,INZJT,474541,import,220429839.34,55374.4,IDN,rail,1,117.77,22.93,12.27,11.83,0,31.26,41.16,0.882,0,0,v2026_02
2019-10,INIBU,350501,reexport,108564658.61,19256.91,JPN,rail,0,105.47,19.69,7.66,11.8,0,22.18,93.59,0.865,0,0,v2026_02
2021-07,INCYR,610491,import,161667273.74,7590.63,FRA,air,1,97.11,102.88,8.77,0.68,0,49.52,46.47,1.18,0,0,v2025_06
2026-08,INENT,935781,export,141646978.17,52932.66,DEU,road,1,158.83,47.85,6.26,22.11,0,40.62,77.12,1.087,0,0,v2026_02
2020-01,INPFO,956190,import,124013308.67,137462.78,ARE,sea,1,130.12,8.68,11.91,8.69,0,33.48,69.41,0.904,0,0,v2024_12
2023-03,INGWZ,308290,reexport,69512918.42,23678.16,IND,air,1,62.25,26.1,21.08,3.65,0,54.57,24.38,1.333,0,0,v2026_02
2023-09,INSUK,440578,export,562875195.88,15159.06,CHN,air,1,115.12,17.55,10.53,25.03,0,63.95,43.36,1.217,0,0,v2024_12
2020-06,INBFZ,942868,import,215595065.99,19460.81,IDN,air,0,150.54,8.68,0.0,8.38,0,59.45,76.53,0.912,1,0,v2024_12
2026-10,INDSI,338717,import,93440425.89,3141.52,FRA,road,1,115.07,58.57,11.17,19.55,1,1.81,63.68,0.98,0,0,v2025_12
2021-11,INSYK,312974,reexport,833099045.13,205056.7,MYS,sea,0,164.55,19.21,4.4,4.88,0,61.16,59.68,1.069,0,0,v2024_12
2023-08,INZOT,685400,import,1480392079.43,20691.81,FRA,road,0,144.01,58.13,5.55,4.71,0,43.65,71.55,1.376,0,0,v2024_12
2024-02,INCRZ,889758,import,5574960495.52,47790.56,MYS,sea,1,82.52,35.32,14.36,8.14,0,31.04,32.02,0.694,0,0,v2024_12
2018-11,INMEF,785355,reexport,583815139.33,34301.9,IND,air,1,74.87,7.53,11.92,7.98,0,21.35,66.33,0.889,0,0,v2025_06
2023-07,INJLP,698067,export,224676773.58,6944.86,IDN,sea,1,124.39,17.47,18.46,5.57,0,28.34,87.78,0.77,0,0,v2025_12
2022-05,INFDB,838316,reexport,1702536735.66,20159.92,FRA,sea,0,166.6,88.51,4.7,13.29,0,36.98,73.23,0.796,0,0,v2025_12
2023-12,INOHD,945310,import,877383470.17,5849.9,CHN,rail,0,140.03,51.7,5.76,0.0,0,16.81,72.0,1.122,0,0,v2025_12
2020-07,INQUH,867304,import,39446330.23,1596.59,BGD,sea,1,96.42,15.21,4.02,0.0,0,48.24,27.72,1.193,0,0,v2026_02
2025-01,INNUT,245588,reexport,123412574.94,16741.99,KOR,road,0,175.23,76.92,0.0,20.97,0,13.39,65.51,1.171,0,0,v2024_12
2018-03,INDNQ,576327,export,303746966.6,7557.37,AUS,air,1,159.23,10.18,15.12,8.44,0,34.78,91.1,1.042,0,0,v2026_02
2023-12,INVMT,797891,export,2814594661.71,7870.47,SAU,road,0,132.57,5.19,6.62,13.47,0,62.02,87.18,0.883,0,0,v2025_12
2025-07,INIVA,253204,reexport,559198749.46,12956.39,RUS,rail,1,119.22,10.89,1.76,0.93,0,25.63,59.05,1.195,0,0,v2025_06
2021-09,INYLZ,146511,export,12569644.02,6169.09,AUS,air,1,220.47,53.27,8.21,0.79,0,37.81,81.22,1.279,0,0,v2025_06
2023-03,INELF,566171,export,991388727.45,3562.23,SGP,air,1,107.9,86.26,7.26,12.45,0,29.06,64.9,1.085,0,0,v2024_12
2019-12,INSVK,360868,import,705054303.55,169449.68,USA,sea,1,158.8,35.48,2.69,12.08,0,61.91,53.91,1.238,0,1,v2025_06
2023-02,INZIZ,889163,import,73890733.31,11889.66,BRA,air,0,120.34,97.57,3.06,7.43,0,35.76,23.86,1.482,0,0,v2025_06
2020-02,INPMZ,139375,reexport,1753545863.91,16386.09,CHN,road,1,100.46,27.25,17.35,0.0,1,27.31,72.3,1.132,0,0,v2025_12
2026-09,INTQU,565361,reexport,211445474.83,5888.57,AUS,air,1,75.87,78.71,14.04,11.9,0,12.33,54.34,1.056,0,1,v2026_02
2020-11,INNSZ,578965,export,229014532.82,7587.33,ZAF,sea,0,145.93,33.37,11.36,12.31,0,15.78,65.85,1.152,0,0,v2025_12
2022-12,INDWX,743457,reexport,35729134.45,7997.13,JPN,rail,1,172.03,30.66,5.09,13.25,0,21.27,54.82,1.086,0,0,v2024_12
2020-10,INJDI,777923,export,358325443.64,792.59,DEU,rail,0,134.53,70.9,12.41,5.18,0,41.09,38.51,1.169,0,0,v2025_06
2026-08,INCDL,683439,export,76554575.86,41011.15,CHN,sea,1,103.51,29.13,8.09,25.77,0,22.94,38.0,1.04,0,0,v2024_12
2025-02,INEQB,255179,export,167825595.46,76767.01,RUS,air,0,110.19,68.64,8.84,0.99,1,31.75,70.67,1.212,0,0,v2026_02
2026-06,INOWU,365300,export,510003855.45,5123.02,RUS,road,0,131.56,69.33,3.44,8.51,1,36.66,34.38,0.633,0,1,v2026_02
2026-11,INYLZ,717399,import,176773476.67,26161.26,AUS,rail,1,136.65,44.73,10.87,19.68,0,56.35,74.27,0.807,0,0,v2025_12
2019-05,INSDR,718733,reexport,31312400.52,17652.02,DEU,sea,0,98.42,35.62,0.0,3.65,0,56.07,69.98,0.823,0,0,v2025_06
2019-03,INKPU,567710,export,1735938181.6,10814.0,ZAF,sea,0,121.5,23.56,7.22,12.9,0,18.88,85.63,1.117,0,0,v2026_02
2020-04,INGLV,258987,export,90411645.71,13552.92,SGP,sea,1,127.61,33.14,0.22,7.56,0,66.22,73.45,0.79,0,0,v2025_06
2018-02,INXQB,287078,import,846732430.54,12592.49,VNM,rail,1,157.92,6.28,6.89,2.17,0,50.13,45.79,0.782,0,0,v2025_12
2021-09,INKHR,155534,import,1282609512.17,9860.9,DEU,rail,1,168.33,32.19,5.95,6.9,0,28.08,63.53,0.892,0,0,v2024_12
2020-04,INYHU,204881,import,42957765.54,223684.61,BGD,road,1,166.53,21.26,13.45,8.86,0,0.0,65.49,0.799,0,0,v2025_12
2018-03,INSTS,869247,reexport,119929272.08,21180.92,SAU,road,1,143.71,19.58,3.76,3.44,0,41.51,56.11,0.882,0,0,v2024_12
2021-06,INKSH,107525,import,399260035.74,18011.65,IDN,air,1,88.06,23.1,12.22,6.5,0,21.84,51.73,1.113,0,0,v2025_06
2023-11,INJNE,966141,import,505363566.38,15806.57,AUS,road,0,123.07,27.34,3.03,13.02,0,27.64,83.79,1.042,0,0,v2026_02
2025-04,INCEH,355896,reexport,991328644.82,56330.38,MYS,air,1,145.36,48.65,7.77,16.1,0,36.32,58.46,0.842,1,0,v2026_02
2023-08,INRCQ,185643,reexport,1801143437.06,28950.82,USA,rail,1,150.1,43.23,12.89,24.27,0,57.96,63.31,1.04,0,0,v2025_12
2020-09,INHNZ,902753,reexport,75410672.2,72779.57,BRA,sea,1,63.26,29.54,4.9,16.87,0,45.7,59.53,1.069,0,0,v2025_12
2020-10,INGFO,872969,export,98856557.68,26993.18,IND,rail,1,58.18,31.67,5.99,0.0,1,19.91,63.48,1.182,0,0,v2024_12
2026-04,INDED,357886,export,341476159.4,1074.35,ZAF,rail,0,140.15,50.08,0.0,12.75,0,48.91,41.86,1.122,0,0,v2025_06
2019-11,INSRW,239517,export,472306961.97,22999.67,MYS,air,0,154.27,17.78,14.22,4.68,0,54.77,40.17,1.0,0,0,v2026_02
2019-10,INLKP,707475,export,138709316.6,77443.11,FRA,sea,1,177.81,18.95,16.59,14.49,0,2.03,81.11,1.343,0,0,v2025_06
2025-05,INUGH,333060,reexport,170275293.59,41180.9,MYS,road,1,177.63,36.35,10.69,10.96,0,32.5,34.52,0.796,0,0,v2026_02
2022-01,INELG,239230,export,767162544.02,22449.27,IND,air,1,133.68,18.51,9.31,6.39,0,25.88,71.54,0.843,0,0,v2024_12
2022-05,INOLR,342956,import,446284893.93,10460.9,BRA,air,0,105.11,23.08,3.21,0.08,0,17.0,45.07,1.018,0,0,v2026_02
2023-01,INKYZ,761769,import,171827647.33,29711.55,ZAF,sea,0,100.65,109.43,0.63,12.91,0,1.36,38.66,0.887,0,0,v2024_12
2019-02,INOPW,726192,export,375157489.25,101517.38,THA,rail,1,68.29,18.11,3.59,25.71,0,48.3,78.79,0.923,0,0,v2024_12
2026-04,INYSS,793952,reexport,171408038.11,7915.26,BGD,road,1,146.95,112.06,11.43,2.08,0,33.53,70.25,0.727,0,0,v2024_12
2023-08,INJCK,491277,export,265405947.89,11999.64,MYS,air,1,140.22,26.69,17.49,14.65,0,48.07,37.25,0.967,0,0,v2025_12
2022-03,INIKB,866345,import,91648989.63,7326.45,KOR,rail,1,159.64,21.7,9.62,6.68,0,33.87,65.18,1.043,0,0,v2025_12
2018-06,INPLP,346664,import,188242951.32,53670.81,THA,air,0,175.22,31.53,3.43,17.51,0,5.94,53.7,0.998,1,0,v2024_12
2018-08,INPBA,373717,reexport,59498196.84,16899.8,ZAF,sea,0,140.15,35.16,13.77,12.96,0,13.91,50.39,0.756,0,0,v2025_12
2020-08,INOOF,658418,reexport,547892156.78,1959.55,KOR,rail,1,172.36,33.98,9.03,4.08,0,63.44,22.9,0.908,0,0,v2024_12
2026-02,INTPN,762165,import,359788327.95,12374.37,SGP,road,1,139.84,32.09,13.74,16.93,0,40.5,41.44,1.126,0,0,v2025_06
2021-07,INQYY,827741,reexport,386234530.79,54282.66,FRA,road,0,168.22,44.88,17.73,10.59,0,14.44,58.63,1.097,0,0,v2026_02
2024-02,INRCV,708215,import,94179355.47,13017.82,ZAF,air,1,155.98,18.96,0.0,6.16,0,38.61,58.23,1.106,0,0,v2025_06
2026-11,INLCG,709026,export,166172644.78,8524.18,ARE,road,1,138.08,24.07,3.42,7.79,0,30.78,45.69,0.931,0,0,v2025_12
2018-10,INCYL,187336,reexport,183495892.39,19628.86,THA,sea,0,98.08,53.01,7.55,0.0,0,48.98,57.28,1.023,0,0,v2024_12
2021-02,INAIW,168271,import,155354225.58,26918.73,ARE,sea,1,109.51,15.49,1.11,12.09,0,37.23,69.47,0.679,0,0,v2025_06
2026-09,INCXN,865384,import,175428924.31,23732.4,GBR,air,1,133.26,22.23,8.83,19.16,0,4.46,81.45,0.71,0,0,v2024_12
2019-03,INXOJ,647332,export,129862891.25,22409.58,AUS,sea,1,163.77,10.56,12.21,20.77,0,8.81,82.01,1.367,0,0,v2026_02
2018-04,INUQM,235880,reexport,131909695.68,25588.42,ARE,rail,0,114.77,31.14,3.38,12.16,0,76.97,65.61,0.88,0,0,v2025_12
2026-11,INQTI,737468,import,848000243.37,29317.01,SAU,sea,1,94.98,47.54,9.89,20.66,0,24.19,52.33,0.866,0,0,v2025_12
2026-07,INGCA,414366,import,794459470.15,20168.25,RUS,air,1,171.29,90.17,14.72,4.28,0,67.49,75.42,0.931,0,0,v2025_12
2023-09,INSXZ,848953,reexport,232346746.33,9212.43,IND,sea,1,103.47,15.0,9.35,9.04,0,52.09,77.54,0.92,0,0,v2024_12
2023-02,INDIX,871128,import,227378000.35,26751.35,SGP,road,1,50.0,45.28,2.56,0.73,1,29.74,50.35,0.83,0,0,v2025_06
2022-01,INKBJ,221732,reexport,445501341.1,2008.47,THA,air,1,182.03,67.86,15.83,8.43,0,24.7,53.87,0.884,0,0,v2026_02
2020-07,INLIM,190620,reexport,110575581.38,59180.18,SAU,sea,1,170.51,66.12,11.89,1.59,0,40.35,91.18,0.998,0,0,v2025_12
2021-06,INZVI,874245,export,743599308.1,58499.63,ZAF,sea,1,63.24,51.61,12.59,0.0,0,29.11,90.75,0.831,0,1,v2026_02
2024-06,INRAK,849212,import,2574952100.63,5880.95,DEU,air,1,97.7,20.9,5.0,16.32,0,60.28,74.48,1.165,0,1,v2026_02
2022-12,INMVH,312744,reexport,269050638.94,35461.45,CHN,air,1,123.85,11.28,0.0,13.39,0,27.9,66.16,1.258,0,0,v2026_02
2024-03,INYIP,872509,reexport,938851087.74,32647.15,BRA,rail,0,144.56,86.4,1.07,2.66,1,31.87,65.0,0.852,0,0,v2025_12
2019-10,INVIT,258707,reexport,327245774.79,66137.53,SAU,air,1,173.7,38.04,10.71,5.47,0,28.4,52.93,1.036,0,1,v2024_12
2026-11,INTXO,106284,import,30966591.97,67092.3,BRA,air,1,128.61,23.88,9.66,6.78,0,43.19,65.6,1.001,0,0,v2024_12
2020-05,INODG,452908,reexport,450145074.88,26098.47,SAU,sea,0,116.46,78.8,8.3,20.02,0,58.69,60.13,0.984,0,0,v2025_12
2021-08,INESH,953792,reexport,83353009.37,28685.71,AUS,rail,0,140.22,212.87,13.89,11.79,0,45.82,59.59,0.853,0,0,v2024_12
2025-11,INMTO,559950,export,351064716.4,11089.45,BRA,sea,1,113.59,20.64,13.21,0.0,0,51.17,46.46,1.148,0,0,v2025_06
2019-02,INTHU,461721,import,231068127.17,33453.83,NPL,sea,1,72.16,45.59,20.44,8.76,0,34.8,61.99,0.815,0,0,v2025_06
2020-03,INLXD,409390,export,329049975.55,49905.73,IDN,road,0,134.53,33.83,0.0,5.05,0,53.31,58.08,1.003,0,0,v2024_12
2019-07,INGPN,214427,reexport,133727940.2,20992.77,USA,road,0,162.28,29.11,15.58,1.94,0,60.35,60.4,1.156,1,0,v2025_06
2021-08,INKOL,658670,export,106591141.45,23903.87,THA,rail,1,148.6,20.17,8.14,19.69,0,36.59,51.21,1.22,0,0,v2025_12
2025-01,INEVM,729296,import,64167740.13,8333.6,ARE,sea,0,175.71,23.91,11.86,16.94,0,19.54,58.45,1.09,0,0,v2025_12
2026-07,INOHP,294827,reexport,582678662.53,9827.66,SGP,road,0,136.04,24.7,9.31,15.68,0,28.74,64.92,0.571,0,0,v2026_02
2026-05,INCJX,749747,import,135281561.14,27583.53,GBR,road,0,148.08,38.27,2.82,7.53,0,48.84,76.59,1.22,0,0,v2026_02
2026-11,INSJQ,124632,import,288239576.99,30779.59,VNM,road,1,151.08,59.47,6.6,0.9,0,15.04,36.37,1.247,0,0,v2024_12
