energy_prices_reference_month,energy_prices_country_iso2,energy_prices_consumer_type_code,energy_prices_band_consumption_code,energy_prices_price_eur_kwh,energy_prices_energy_component_eur_kwh,energy_prices_network_component_eur_kwh,energy_prices_tax_levy_component_eur_kwh,energy_prices_vat_rate_pct,energy_prices_retail_market_concentration_hhi,energy_prices_supplier_switching_rate_pct,energy_prices_price_cap_regulation_flag,energy_prices_renewable_levy_flag,energy_prices_energy_poverty_rate_pct,energy_prices_bill_arrears_rate_pct,energy_prices_smart_meter_penetration_pct,energy_prices_time_of_use_tariff_flag,energy_prices_eurostat_table_code,energy_prices_methodology_version,energy_prices_data_extract_date
2026-04,PT,HOUSEHOLD,BAND_2_MEDIUM,0.3137,0.2076,0.0497,0.0564,20.12,4531,16.1,1,1,13.91,10.45,11.9,0,nrg_pc_204,EUROSTAT_METH_V1,2025-09-17
2026-05,SE,NON_HOUSEHOLD,BAND_1_LOW,0.4099,0.2255,0.1072,0.0772,14.12,3317,9.11,1,0,11.49,4.44,18.78,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-09-28
2026-06,CY,SME,BAND_4_VERY_HIGH,0.4594,0.2348,0.0724,0.1522,21.82,1765,10.25,0,1,15.19,2.58,41.05,0,nrg_pc_206,EUROSTAT_METH_V2,2024-05-17
2026-07,FR,HOUSEHOLD,BAND_3_HIGH,0.4442,0.2518,0.0643,0.1281,18.65,2514,3.4,0,1,4.96,6.37,16.71,0,nrg_pc_204,EUROSTAT_METH_V1,2024-08-29
2026-08,IT,NON_HOUSEHOLD,BAND_2_MEDIUM,0.4611,0.335,0.1327,0.0,24.75,2904,12.92,0,0,16.18,0.59,15.96,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-06-15
2026-09,NL,SME,BAND_1_LOW,0.3032,0.1669,0.0509,0.0854,18.88,5131,7.03,0,1,7.87,3.49,56.77,0,nrg_pc_206,EUROSTAT_METH_V2,2024-09-26
2026-10,SI,HOUSEHOLD,BAND_4_VERY_HIGH,0.1516,0.0784,0.0301,0.0431,18.82,3926,9.26,1,0,8.48,11.13,38.4,0,nrg_pc_204,EUROSTAT_METH_V1,2025-03-10
2026-11,BG,NON_HOUSEHOLD,BAND_3_HIGH,0.3264,0.2151,0.0505,0.0608,24.31,5070,4.39,0,1,10.09,10.35,39.08,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-04-04
2026-12,EE,SME,BAND_2_MEDIUM,0.1506,0.1103,0.0395,0.0008,25.59,940,8.85,0,1,3.77,2.4,58.47,1,nrg_pc_206,EUROSTAT_METH_V2,2026-01-16
2016-01,HU,HOUSEHOLD,BAND_1_LOW,0.3684,0.2085,0.1087,0.0512,7.83,1830,14.0,1,1,9.86,6.65,63.0,1,nrg_pc_204,EUROSTAT_METH_V1,2025-04-09
2016-02,LU,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1351,0.0908,0.0214,0.0229,6.04,4424,11.66,1,0,6.22,6.92,86.77,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-06-19
2016-03,RO,SME,BAND_3_HIGH,0.2506,0.1825,0.0337,0.0344,17.88,2170,3.55,1,1,19.76,1.97,87.03,1,nrg_pc_206,EUROSTAT_METH_V2,2025-08-28
2016-04,AT,HOUSEHOLD,BAND_2_MEDIUM,0.258,0.1436,0.0457,0.0687,25.42,3074,15.12,1,0,15.58,13.57,81.56,1,nrg_pc_204,EUROSTAT_METH_V1,2025-04-07
2016-05,CZ,NON_HOUSEHOLD,BAND_1_LOW,0.3031,0.1962,0.0845,0.0224,10.02,2103,6.26,0,0,18.99,12.51,14.92,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-11-07
2016-06,DE,SME,BAND_4_VERY_HIGH,0.2882,0.1589,0.0519,0.0774,18.66,3681,9.67,1,1,9.92,9.28,75.86,1,nrg_pc_206,EUROSTAT_METH_V2,2025-03-30
2016-07,LV,HOUSEHOLD,BAND_3_HIGH,0.2569,0.1499,0.067,0.04,19.92,3816,2.91,0,0,18.39,4.55,44.41,0,nrg_pc_204,EUROSTAT_METH_V1,2024-03-24
2016-08,PL,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1503,0.0844,0.0239,0.042,11.67,884,5.83,0,1,18.4,2.54,77.38,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-02-03
2016-09,ES,SME,BAND_1_LOW,0.2963,0.1504,0.077,0.0689,26.92,4610,5.12,0,0,1.06,4.56,12.1,0,nrg_pc_206,EUROSTAT_METH_V2,2025-04-14
2016-10,HR,HOUSEHOLD,BAND_4_VERY_HIGH,0.3706,0.1708,0.1111,0.0887,19.44,4694,16.34,0,0,6.33,6.31,77.42,0,nrg_pc_204,EUROSTAT_METH_V1,2024-08-17
2016-11,FI,NON_HOUSEHOLD,BAND_3_HIGH,0.1999,0.1104,0.0293,0.0602,11.62,3082,15.85,1,1,21.22,2.83,63.74,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-08-01
2016-12,IE,SME,BAND_2_MEDIUM,0.2934,0.1575,0.0546,0.0813,21.46,4102,6.84,1,0,8.52,4.34,42.26,0,nrg_pc_206,EUROSTAT_METH_V2,2026-02-07
2017-01,MT,HOUSEHOLD,BAND_1_LOW,0.1424,0.1038,0.0259,0.0127,13.93,3994,1.19,1,1,6.88,14.33,20.02,0,nrg_pc_204,EUROSTAT_METH_V1,2025-03-24
2017-02,SK,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.182,0.1153,0.0461,0.0206,16.42,1006,17.02,0,1,3.46,4.26,27.46,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-06-09
2017-03,BE,SME,BAND_3_HIGH,0.2529,0.1231,0.0747,0.0551,17.03,2729,5.31,0,1,9.44,11.53,48.03,0,nrg_pc_206,EUROSTAT_METH_V2,2025-02-09
2017-04,DK,HOUSEHOLD,BAND_2_MEDIUM,0.1211,0.0667,0.0222,0.0322,22.81,1583,8.68,0,1,19.2,11.45,11.76,0,nrg_pc_204,EUROSTAT_METH_V1,2025-07-07
2017-05,GR,NON_HOUSEHOLD,BAND_1_LOW,0.2458,0.1136,0.0384,0.0938,6.08,1554,3.26,0,1,12.96,4.2,36.5,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-10-09
2017-06,LT,SME,BAND_4_VERY_HIGH,0.29,0.2021,0.069,0.0189,23.53,2324,6.59,1,1,6.79,4.38,95.15,1,nrg_pc_206,EUROSTAT_METH_V2,2025-09-25
2017-07,PT,HOUSEHOLD,BAND_3_HIGH,0.1437,0.0822,0.0466,0.0149,8.06,4315,15.28,0,1,12.37,6.09,71.54,0,nrg_pc_204,EUROSTAT_METH_V1,2025-02-13
2017-08,SE,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1735,0.1267,0.0307,0.0161,25.17,1361,10.06,0,0,10.02,12.69,14.17,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-01-28
2017-09,CY,SME,BAND_1_LOW,0.2595,0.1181,0.0592,0.0822,18.03,2695,8.38,0,1,7.69,13.97,93.59,0,nrg_pc_206,EUROSTAT_METH_V2,2024-07-19
2017-10,FR,HOUSEHOLD,BAND_4_VERY_HIGH,0.128,0.0639,0.0351,0.029,21.14,3788,16.2,1,1,4.79,14.02,34.55,0,nrg_pc_204,EUROSTAT_METH_V1,2025-02-14
2017-11,IT,NON_HOUSEHOLD,BAND_3_HIGH,0.163,0.0871,0.0337,0.0422,16.44,3907,17.56,1,0,8.91,5.19,12.68,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-03-20
2017-12,NL,SME,BAND_2_MEDIUM,0.1756,0.1304,0.0353,0.0099,13.16,1847,4.83,1,1,14.93,3.48,68.54,1,nrg_pc_206,EUROSTAT_METH_V2,2025-07-05
2018-01,SI,HOUSEHOLD,BAND_1_LOW,0.2186,0.1084,0.0289,0.0813,18.56,4859,17.41,0,0,6.75,14.58,40.28,1,nrg_pc_204,EUROSTAT_METH_V1,2024-10-16
2018-02,BG,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.2373,0.1136,0.0508,0.0729,22.75,1886,17.45,1,1,20.11,15.62,52.17,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-03-18
2018-03,EE,SME,BAND_3_HIGH,0.3165,0.2164,0.1085,0.0,17.2,3300,10.21,1,1,2.2,6.12,73.49,1,nrg_pc_206,EUROSTAT_METH_V2,2025-05-22
2018-04,HU,HOUSEHOLD,BAND_2_MEDIUM,0.231,0.13,0.0701,0.0309,8.25,1749,13.46,0,1,17.87,6.19,61.22,0,nrg_pc_204,EUROSTAT_METH_V1,2024-12-14
2018-05,LU,NON_HOUSEHOLD,BAND_1_LOW,0.2054,0.1513,0.0258,0.0283,20.83,3581,1.67,0,0,6.55,14.11,73.52,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-11-03
2018-06,RO,SME,BAND_4_VERY_HIGH,0.1333,0.091,0.0342,0.0081,15.68,5048,8.17,1,1,2.27,3.69,81.96,1,nrg_pc_206,EUROSTAT_METH_V2,2025-04-14
2018-07,AT,HOUSEHOLD,BAND_3_HIGH,0.1943,0.1094,0.0346,0.0503,9.55,1811,11.37,0,0,2.48,10.78,64.61,0,nrg_pc_204,EUROSTAT_METH_V1,2024-04-23
2018-08,CZ,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1522,0.1108,0.0375,0.0039,6.93,2156,2.28,0,1,2.21,4.09,18.5,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-01-31
2018-09,DE,SME,BAND_1_LOW,0.1351,0.0723,0.0364,0.0264,16.8,3631,11.07,0,1,21.86,7.79,64.62,0,nrg_pc_206,EUROSTAT_METH_V2,2025-03-14
2018-10,LV,HOUSEHOLD,BAND_4_VERY_HIGH,0.1668,0.0781,0.0521,0.0366,22.24,4361,6.42,0,1,4.76,8.01,39.75,0,nrg_pc_204,EUROSTAT_METH_V1,2026-01-01
2018-11,PL,NON_HOUSEHOLD,BAND_3_HIGH,0.1464,0.1041,0.036,0.0063,10.24,3208,13.37,1,0,21.81,10.33,68.67,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-12-03
2018-12,ES,SME,BAND_2_MEDIUM,0.1662,0.0942,0.0434,0.0286,15.17,1827,15.89,0,1,4.43,13.12,68.01,1,nrg_pc_206,EUROSTAT_METH_V2,2024-06-10
2019-01,HR,HOUSEHOLD,BAND_1_LOW,0.3876,0.2229,0.0986,0.0661,26.08,3462,7.12,0,1,1.6,6.18,90.5,1,nrg_pc_204,EUROSTAT_METH_V1,2025-12-22
2019-02,FI,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1255,0.0858,0.0375,0.0022,9.63,3185,2.81,0,0,8.1,14.67,76.68,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-12-29
2019-03,IE,SME,BAND_3_HIGH,0.2169,0.1614,0.0754,0.0,16.21,2873,15.13,0,1,6.3,13.38,57.91,0,nrg_pc_206,EUROSTAT_METH_V2,2025-03-28
2019-04,MT,HOUSEHOLD,BAND_2_MEDIUM,0.2679,0.1599,0.0393,0.0687,24.77,1824,3.95,1,0,19.77,0.94,31.02,0,nrg_pc_204,EUROSTAT_METH_V1,2025-07-17
2019-05,SK,NON_HOUSEHOLD,BAND_1_LOW,0.307,0.2268,0.0773,0.0029,5.63,1278,2.11,0,1,19.5,8.51,55.95,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-03-25
2019-06,BE,SME,BAND_4_VERY_HIGH,0.3006,0.1466,0.0599,0.0941,20.19,4245,11.78,0,1,6.27,15.12,85.99,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-02
2019-07,DK,HOUSEHOLD,BAND_3_HIGH,0.2493,0.123,0.0868,0.0395,13.41,5104,1.83,1,1,17.13,13.4,10.09,0,nrg_pc_204,EUROSTAT_METH_V1,2025-10-30
2019-08,GR,NON_HOUSEHOLD,BAND_2_MEDIUM,0.3334,0.2388,0.0822,0.0124,15.44,859,17.22,0,1,4.17,11.74,90.96,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-10-01
2019-09,LT,SME,BAND_1_LOW,0.3097,0.2302,0.0547,0.0248,9.26,3620,3.16,0,0,5.24,5.33,67.29,0,nrg_pc_206,EUROSTAT_METH_V2,2024-02-11
2019-10,PT,HOUSEHOLD,BAND_4_VERY_HIGH,0.146,0.0985,0.0221,0.0254,11.07,2838,8.07,0,1,12.71,2.71,53.65,0,nrg_pc_204,EUROSTAT_METH_V1,2024-03-25
2019-11,SE,NON_HOUSEHOLD,BAND_3_HIGH,0.2849,0.1684,0.0513,0.0652,6.55,3251,3.59,0,1,21.2,3.58,33.78,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-16
2019-12,CY,SME,BAND_2_MEDIUM,0.126,0.071,0.0258,0.0292,25.04,2276,17.48,0,1,4.57,9.59,94.6,1,nrg_pc_206,EUROSTAT_METH_V2,2025-04-25
2020-01,FR,HOUSEHOLD,BAND_1_LOW,0.1072,0.055,0.0191,0.0331,12.21,4110,10.4,0,0,4.42,9.57,76.21,1,nrg_pc_204,EUROSTAT_METH_V1,2026-01-21
2020-02,IT,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1481,0.0825,0.033,0.0326,12.08,2302,4.32,1,1,15.94,12.45,22.23,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-07-01
2020-03,NL,SME,BAND_3_HIGH,0.2347,0.1739,0.0783,0.0,9.92,4423,17.51,1,1,18.55,0.88,94.77,1,nrg_pc_206,EUROSTAT_METH_V2,2024-03-24
2020-04,SI,HOUSEHOLD,BAND_2_MEDIUM,0.1118,0.0655,0.0368,0.0095,22.62,4045,7.32,0,1,6.87,1.78,12.96,0,nrg_pc_204,EUROSTAT_METH_V1,2024-03-23
2020-05,BG,NON_HOUSEHOLD,BAND_1_LOW,0.2636,0.1651,0.0652,0.0333,25.19,3276,15.84,0,1,1.8,11.25,53.04,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-07-15
2020-06,EE,SME,BAND_4_VERY_HIGH,0.3133,0.2127,0.1019,0.0,6.36,3723,2.64,1,1,8.53,0.64,71.66,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-01
2020-07,HU,HOUSEHOLD,BAND_3_HIGH,0.2199,0.1044,0.0623,0.0532,18.62,1892,16.57,0,0,3.29,5.41,14.21,0,nrg_pc_204,EUROSTAT_METH_V1,2025-02-23
2020-08,LU,NON_HOUSEHOLD,BAND_2_MEDIUM,0.282,0.1759,0.0837,0.0224,20.16,1165,13.79,0,1,8.91,11.84,94.3,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-07-01
2020-09,RO,SME,BAND_1_LOW,0.1833,0.1226,0.0567,0.004,22.18,4839,5.32,1,1,17.36,5.55,64.36,0,nrg_pc_206,EUROSTAT_METH_V2,2025-10-21
2020-10,AT,HOUSEHOLD,BAND_4_VERY_HIGH,0.2824,0.1731,0.0603,0.049,8.5,1927,3.13,0,1,18.63,7.76,93.02,0,nrg_pc_204,EUROSTAT_METH_V1,2025-10-16
2020-11,CZ,NON_HOUSEHOLD,BAND_3_HIGH,0.288,0.2112,0.0376,0.0392,20.33,4899,12.84,1,1,1.08,13.09,13.19,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-07-20
2020-12,DE,SME,BAND_2_MEDIUM,0.2966,0.2115,0.0845,0.0006,8.48,4563,1.02,0,1,15.27,14.33,85.18,1,nrg_pc_206,EUROSTAT_METH_V2,2025-10-23
2021-01,LV,HOUSEHOLD,BAND_1_LOW,0.3878,0.2622,0.1211,0.0045,8.1,4685,13.2,0,0,21.88,15.73,82.42,1,nrg_pc_204,EUROSTAT_METH_V1,2024-06-03
2021-02,PL,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.4891,0.2514,0.1703,0.0674,11.63,1548,2.75,0,1,6.3,9.87,69.92,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-12-12
2021-03,ES,SME,BAND_3_HIGH,0.3882,0.1927,0.079,0.1165,12.54,2418,9.86,0,1,12.08,5.48,53.04,1,nrg_pc_206,EUROSTAT_METH_V2,2025-04-27
2021-04,HR,HOUSEHOLD,BAND_2_MEDIUM,0.1625,0.0771,0.0301,0.0553,21.14,4536,9.43,0,1,14.78,12.75,66.4,1,nrg_pc_204,EUROSTAT_METH_V1,2025-10-30
2021-05,FI,NON_HOUSEHOLD,BAND_1_LOW,0.3682,0.1722,0.1217,0.0743,7.56,4376,2.62,1,0,21.63,10.44,64.51,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-08-28
2021-06,IE,SME,BAND_4_VERY_HIGH,0.4491,0.2908,0.0652,0.0931,19.1,2883,1.93,0,0,15.36,15.52,82.23,1,nrg_pc_206,EUROSTAT_METH_V2,2024-11-28
2021-07,MT,HOUSEHOLD,BAND_3_HIGH,0.5403,0.3592,0.1181,0.063,14.85,3190,16.94,0,1,19.52,11.42,27.83,0,nrg_pc_204,EUROSTAT_METH_V1,2024-01-14
2021-08,SK,NON_HOUSEHOLD,BAND_2_MEDIUM,0.4178,0.2105,0.139,0.0683,22.9,1004,6.31,0,0,3.88,0.89,21.17,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-06-26
2021-09,BE,SME,BAND_1_LOW,0.2289,0.1066,0.0526,0.0697,18.9,1828,12.37,1,1,13.94,12.71,63.59,0,nrg_pc_206,EUROSTAT_METH_V2,2025-10-16
2021-10,DK,HOUSEHOLD,BAND_4_VERY_HIGH,0.3622,0.244,0.0698,0.0484,16.63,2939,10.0,0,0,8.47,10.72,76.04,1,nrg_pc_204,EUROSTAT_METH_V1,2025-01-18
2021-11,GR,NON_HOUSEHOLD,BAND_3_HIGH,0.4701,0.2825,0.1161,0.0715,26.88,1534,0.24,0,0,20.45,15.71,33.18,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-12-22
2021-12,LT,SME,BAND_2_MEDIUM,0.2892,0.1909,0.0888,0.0095,15.33,1489,14.04,1,0,19.78,9.8,18.33,0,nrg_pc_206,EUROSTAT_METH_V2,2024-10-26
2022-01,PT,HOUSEHOLD,BAND_1_LOW,0.3397,0.2044,0.0978,0.0375,22.86,3044,4.83,0,0,3.13,1.2,33.27,0,nrg_pc_204,EUROSTAT_METH_V1,2025-11-23
2022-02,SE,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.2727,0.1705,0.0429,0.0593,11.42,1483,9.32,0,1,4.08,12.15,64.43,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-11-04
2022-03,CY,SME,BAND_3_HIGH,0.1613,0.0812,0.0327,0.0474,23.87,3664,16.86,0,0,17.12,12.18,55.72,0,nrg_pc_206,EUROSTAT_METH_V2,2024-05-05
2022-04,FR,HOUSEHOLD,BAND_2_MEDIUM,0.4795,0.2337,0.1267,0.1191,18.29,1453,7.09,0,1,21.88,13.18,95.9,1,nrg_pc_204,EUROSTAT_METH_V1,2025-02-02
2022-05,IT,NON_HOUSEHOLD,BAND_1_LOW,0.5673,0.3959,0.0992,0.0722,5.84,4174,15.26,1,0,12.65,2.73,23.11,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-28
2022-06,NL,SME,BAND_4_VERY_HIGH,0.1943,0.1157,0.0301,0.0485,15.87,2526,13.83,1,1,12.35,10.78,66.95,0,nrg_pc_206,EUROSTAT_METH_V2,2025-10-25
2022-07,SI,HOUSEHOLD,BAND_3_HIGH,0.4022,0.2204,0.1325,0.0493,15.32,4119,10.29,0,0,6.93,7.13,65.59,0,nrg_pc_204,EUROSTAT_METH_V1,2025-03-17
2022-08,BG,NON_HOUSEHOLD,BAND_2_MEDIUM,0.4427,0.2587,0.1127,0.0713,23.02,2780,6.98,1,0,20.56,3.84,18.42,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-12-21
2022-09,EE,SME,BAND_1_LOW,0.4084,0.2067,0.0864,0.1153,12.14,3437,17.66,0,1,12.25,2.17,15.77,0,nrg_pc_206,EUROSTAT_METH_V2,2024-02-05
2022-10,HU,HOUSEHOLD,BAND_4_VERY_HIGH,0.4255,0.2195,0.1438,0.0622,19.24,1251,14.78,1,1,4.95,15.38,80.2,1,nrg_pc_204,EUROSTAT_METH_V1,2024-07-24
2022-11,LU,NON_HOUSEHOLD,BAND_3_HIGH,0.3381,0.1942,0.0892,0.0547,22.2,1816,6.12,0,1,6.76,8.81,36.09,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-10-31
2022-12,RO,SME,BAND_2_MEDIUM,0.4486,0.2045,0.1532,0.0909,20.23,2333,13.75,1,0,18.34,8.39,66.42,0,nrg_pc_206,EUROSTAT_METH_V2,2024-09-06
2023-01,AT,HOUSEHOLD,BAND_1_LOW,0.205,0.1096,0.0599,0.0355,25.05,4830,13.36,0,1,1.59,15.31,43.24,1,nrg_pc_204,EUROSTAT_METH_V1,2025-03-17
2023-02,CZ,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.5469,0.3417,0.1415,0.0637,15.4,2695,1.03,1,0,21.42,15.6,82.09,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-04-10
2023-03,DE,SME,BAND_3_HIGH,0.1718,0.1275,0.0347,0.0096,23.04,3602,4.63,1,1,7.52,2.82,59.11,1,nrg_pc_206,EUROSTAT_METH_V2,2025-07-08
2023-04,LV,HOUSEHOLD,BAND_2_MEDIUM,0.5327,0.2895,0.1251,0.1181,25.36,3617,0.39,1,1,20.92,1.57,93.08,1,nrg_pc_204,EUROSTAT_METH_V1,2024-11-15
2023-05,PL,NON_HOUSEHOLD,BAND_1_LOW,0.4908,0.3053,0.0762,0.1093,8.28,1196,8.94,1,1,2.75,8.96,28.71,0,nrg_pc_205,NATIONAL_METH_UPDATE,2026-02-21
2023-06,ES,SME,BAND_4_VERY_HIGH,0.3675,0.1923,0.0936,0.0816,15.11,1954,14.69,1,1,6.98,2.59,20.87,0,nrg_pc_206,EUROSTAT_METH_V2,2026-02-13
2023-07,HR,HOUSEHOLD,BAND_3_HIGH,0.5533,0.414,0.1466,0.0,24.31,3574,16.31,0,1,5.15,3.04,17.5,0,nrg_pc_204,EUROSTAT_METH_V1,2025-07-09
2023-08,FI,NON_HOUSEHOLD,BAND_2_MEDIUM,0.346,0.2412,0.0589,0.0459,18.62,2930,13.18,0,1,5.94,8.68,11.91,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-04
2023-09,IE,SME,BAND_1_LOW,0.2029,0.1403,0.0675,0.0,19.92,1487,2.82,0,1,14.87,12.36,59.74,0,nrg_pc_206,EUROSTAT_METH_V2,2025-06-10
2023-10,MT,HOUSEHOLD,BAND_4_VERY_HIGH,0.4821,0.2938,0.0718,0.1165,16.09,1194,14.16,0,0,17.7,12.21,24.36,0,nrg_pc_204,EUROSTAT_METH_V1,2024-09-19
2023-11,SK,NON_HOUSEHOLD,BAND_3_HIGH,0.4658,0.313,0.1229,0.0299,12.87,1017,8.17,0,0,17.4,1.97,62.5,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-03-04
2023-12,BE,SME,BAND_2_MEDIUM,0.4784,0.3323,0.1408,0.0053,17.96,4606,2.73,0,1,1.38,8.17,80.58,0,nrg_pc_206,EUROSTAT_METH_V2,2024-06-17
2024-01,DK,HOUSEHOLD,BAND_1_LOW,0.3634,0.2168,0.0545,0.0921,15.02,3576,16.63,0,0,21.91,3.73,17.01,0,nrg_pc_204,EUROSTAT_METH_V1,2025-08-12
2024-02,GR,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.2176,0.1136,0.0407,0.0633,5.14,5025,2.7,0,0,17.77,13.8,84.04,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-05
2024-03,LT,SME,BAND_3_HIGH,0.2274,0.1182,0.0405,0.0687,22.8,4325,11.37,0,1,14.27,6.83,27.26,0,nrg_pc_206,EUROSTAT_METH_V2,2025-12-19
2024-04,PT,HOUSEHOLD,BAND_2_MEDIUM,0.2148,0.1561,0.0299,0.0288,19.63,1099,4.47,1,0,11.46,15.1,27.55,0,nrg_pc_204,EUROSTAT_METH_V1,2025-07-04
2024-05,SE,NON_HOUSEHOLD,BAND_1_LOW,0.2715,0.1985,0.0816,0.0,12.74,2191,3.68,0,1,16.35,15.08,92.41,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-01-16
2024-06,CY,SME,BAND_4_VERY_HIGH,0.2697,0.1383,0.0749,0.0565,11.24,808,9.49,1,0,13.31,8.62,56.47,1,nrg_pc_206,EUROSTAT_METH_V2,2025-12-07
2024-07,FR,HOUSEHOLD,BAND_3_HIGH,0.1306,0.0674,0.022,0.0412,12.88,2432,17.11,0,1,4.15,0.49,42.1,1,nrg_pc_204,EUROSTAT_METH_V1,2024-11-29
2024-08,IT,NON_HOUSEHOLD,BAND_2_MEDIUM,0.4382,0.2367,0.0874,0.1141,26.29,4585,16.87,0,1,13.12,7.71,74.26,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-09-30
2024-09,NL,SME,BAND_1_LOW,0.341,0.1607,0.0683,0.112,12.93,3956,8.71,0,1,15.33,10.09,59.68,0,nrg_pc_206,EUROSTAT_METH_V2,2025-08-03
2024-10,SI,HOUSEHOLD,BAND_4_VERY_HIGH,0.2316,0.1213,0.061,0.0493,22.3,1979,2.11,0,1,19.62,11.03,91.9,0,nrg_pc_204,EUROSTAT_METH_V1,2025-11-23
2024-11,BG,NON_HOUSEHOLD,BAND_3_HIGH,0.2667,0.1303,0.0928,0.0436,21.86,4190,11.22,0,1,21.48,4.08,93.74,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-08-26
2024-12,EE,SME,BAND_2_MEDIUM,0.3396,0.1585,0.079,0.1021,25.62,2597,17.38,0,0,14.81,8.7,11.36,0,nrg_pc_206,EUROSTAT_METH_V2,2024-02-27
2025-01,HU,HOUSEHOLD,BAND_1_LOW,0.2342,0.1622,0.0332,0.0388,9.91,1349,4.11,1,0,13.76,13.3,23.94,0,nrg_pc_204,EUROSTAT_METH_V1,2025-04-02
2025-02,LU,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1428,0.0663,0.0413,0.0352,25.77,955,11.27,0,1,21.2,5.73,46.78,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-03-30
2025-03,RO,SME,BAND_3_HIGH,0.2277,0.1449,0.0513,0.0315,8.14,1165,10.62,0,0,6.84,3.02,80.8,0,nrg_pc_206,EUROSTAT_METH_V2,2025-02-18
2025-04,AT,HOUSEHOLD,BAND_2_MEDIUM,0.2888,0.1716,0.0729,0.0443,12.89,3200,8.87,0,1,5.13,3.56,48.53,0,nrg_pc_204,EUROSTAT_METH_V1,2025-05-25
2025-05,CZ,NON_HOUSEHOLD,BAND_1_LOW,0.2452,0.1819,0.0589,0.0044,8.97,3635,11.72,0,1,18.22,2.51,53.66,1,nrg_pc_205,NATIONAL_METH_UPDATE,2026-02-08
2025-06,DE,SME,BAND_4_VERY_HIGH,0.3817,0.1748,0.0828,0.1241,24.9,2485,7.42,1,0,19.64,4.38,35.31,0,nrg_pc_206,EUROSTAT_METH_V2,2025-03-16
2025-07,LV,HOUSEHOLD,BAND_3_HIGH,0.3351,0.177,0.058,0.1001,24.12,3439,16.39,1,0,9.98,13.65,10.99,0,nrg_pc_204,EUROSTAT_METH_V1,2024-07-18
2025-08,PL,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2212,0.1581,0.0305,0.0326,20.18,1990,2.39,0,0,15.91,15.92,14.01,0,nrg_pc_205,NATIONAL_METH_UPDATE,2026-01-29
2025-09,ES,SME,BAND_1_LOW,0.4231,0.2328,0.0863,0.104,19.19,1888,2.95,0,1,14.32,8.29,10.7,0,nrg_pc_206,EUROSTAT_METH_V2,2025-05-19
