biz_dyn_reference_year,biz_dyn_firm_id_hash,biz_dyn_establishment_id_hash,biz_dyn_firm_age_years,biz_dyn_firm_size_employment_class,biz_dyn_industry_nic_6,biz_dyn_births_establishments_count,biz_dyn_deaths_establishments_count,biz_dyn_job_creation_births,biz_dyn_job_destruction_deaths,biz_dyn_expansion_jobs,biz_dyn_contraction_jobs,biz_dyn_turnover_rate_pct,biz_dyn_survival_rate_1yr,biz_dyn_survival_rate_5yr,biz_dyn_high_growth_firm_flag,biz_dyn_multi_state_operation_flag,biz_dyn_ownership_structure_code,biz_dyn_productivity_sales_per_worker,biz_dyn_confidentiality_suppression_flag
2025,b56d7c4b2db2e4c6,4ce534efd8f03070,27,1-4,788340,2,4,18,16,63,24,15.42,83.94,33.66,0,1,public_ltd,471158.69,0
2023,f3d2884d73ec3502,6d3dc80629f038cd,52,100-249,932821,6,4,60,64,8,11,21.84,77.3,27.99,0,0,sole_prop,537017.72,0
2018,0bd925cd793edcaf,96fd74949732f186,7,100-249,362512,4,1,16,2,30,55,20.0,72.39,31.06,1,0,pvt_ltd,1567677.15,0
2020,c1e824aa9083e3c9,a4ba81370a442f7a,54,20-49,416790,2,5,18,35,80,121,24.3,79.3,45.64,0,0,partnership,844015.51,0
2017,53c6cabde8136e94,deaf5773b0a1cfa5,75,100-249,353807,7,6,98,96,102,35,15.88,90.08,64.61,0,1,producer_company,1086944.46,0
2020,a596712a973db168,bd2f884ae6ef5b68,69,250-499,671386,7,5,91,65,126,50,22.88,62.45,48.01,0,0,llp,640851.96,0
2016,5c7c4ca92483a027,78d08a067bad9d9f,33,20-49,992016,3,1,12,15,121,30,23.02,75.23,51.78,0,1,llp,256158.03,0
2021,41fc4239a0f315f2,1ad5e75ea9a0282e,23,10-19,974506,10,9,170,36,38,6,15.94,77.3,55.34,0,1,government,370073.16,1
2012,09ff1ec3cab1fd0e,4025024b69d31758,57,1-4,510949,10,5,30,70,7,70,17.01,75.89,56.2,0,0,llp,750056.99,0
2014,a899c0a8f5df6541,096bf68aff58550b,20,100-249,789197,9,2,144,24,40,42,7.59,59.47,43.13,1,0,government,603794.06,0
2025,ec1dea1620b784e5,24e7c783e92f47cd,36,20-49,993061,8,3,80,51,33,90,24.03,72.29,47.57,0,1,public_ltd,708037.5,0
2011,838a2fd3652f8fb8,af4916be8d2efd9e,37,10-19,812494,5,4,65,28,84,30,30.8,86.26,44.92,0,0,partnership,319486.36,0
2011,3da58e26eebf2c93,a896f41539328227,74,250-499,723538,4,3,48,6,22,99,20.89,87.68,50.41,0,0,sole_prop,193335.32,1
2022,433c6f929931a270,8e7e777032b64fd5,47,500-999,260381,3,3,48,33,130,52,0.0,77.15,38.54,1,1,pvt_ltd,474633.36,0
2025,dcddcad321da8a91,f83898a6a9431b25,24,20-49,283258,6,4,18,48,64,39,5.12,71.03,17.77,1,1,opc,869682.07,0
2016,996e535055a64842,e0af45af8951ea5b,64,100-249,554988,5,6,30,78,156,32,12.55,62.63,47.91,0,0,public_ltd,1282979.16,0
2025,afd58f29b1099ea3,0f5aef6f0b767917,33,20-49,730826,4,3,56,36,66,15,18.43,71.31,47.21,0,0,pvt_ltd,945393.19,0
2015,3706750224a98915,7bce8bb67df0aa05,21,1-4,218104,5,5,80,35,44,36,26.74,63.24,51.85,0,1,pvt_ltd,501123.44,0
2019,71cd11d22be42521,136c1e287c2b84fb,41,250-499,210777,5,4,60,40,60,27,0.0,85.78,42.44,0,0,cooperative,110816.76,0
2023,2db35f207199781d,681f1bf56b11e086,57,50-99,496562,11,3,55,27,72,54,6.21,70.05,55.34,0,0,partnership,802994.73,1
2010,fc0de292209f452a,e055ccc9414617f8,61,50-99,289400,8,3,96,48,30,60,19.1,70.44,59.71,0,1,cooperative,790005.02,0
2017,2b4c88ab89ccf2e0,177db9fe263ba4a3,1,1000+,713398,6,3,30,42,42,80,22.91,55.45,34.98,0,0,government,345624.86,0
2014,1325512891550118,e5af1c14fb9f45cd,48,1000+,623277,2,6,32,72,96,36,22.81,62.52,39.26,0,1,cooperative,599113.35,0
2018,27cbef755aa69f9d,cf5220b3921e8384,80,1-4,787318,8,2,128,26,63,35,12.65,79.93,24.78,0,0,partnership,603787.48,0
2013,5f38e4cf1bf3e764,f254ec3f4da8a6d2,27,50-99,609085,4,2,52,20,30,20,13.27,68.25,76.5,0,0,llp,527013.92,0
2012,fca66263a0a68fa3,e68b8c4140539be9,63,50-99,505854,5,6,75,12,56,66,20.62,87.52,32.84,0,1,sole_prop,772023.16,0
2025,3c29ec84e5066c8f,9d0de057c02b9a54,28,5-9,109795,7,5,70,30,24,24,29.03,71.28,44.18,0,0,government,313110.33,0
2022,26409208f779af3b,bea19f1558325d10,16,100-249,978835,5,4,85,32,70,63,14.35,92.91,50.89,1,1,cooperative,844059.95,1
2024,ff3ad8612bb0ddec,489ffbc0c23d0796,10,250-499,555753,7,2,98,16,24,63,16.93,79.44,50.43,0,0,producer_company,747034.61,0
2010,449f8105dc6b4844,15df6f3f2a3830f8,25,5-9,403564,1,3,7,21,8,60,14.97,85.16,48.19,0,0,government,472710.34,0
2010,c88a2678aa7ecb56,44209855f5de7836,60,20-49,443822,9,8,126,16,24,48,10.51,80.63,57.08,0,0,public_ltd,453618.28,0
2020,0cdb6d2d27b63e8f,1085afefede82908,27,1-4,459267,6,1,36,11,36,36,19.79,72.69,53.33,0,0,government,334098.8,0
2011,9d0a63c5b5ce6fa3,8c5f5a9309b2f218,18,1-4,794096,8,2,32,30,81,63,17.13,78.34,47.41,0,1,producer_company,1549577.21,0
2015,11741ad68e271754,ddb8e25fb78d7818,73,1000+,787790,7,2,56,22,9,35,22.25,67.17,47.67,0,0,pvt_ltd,266351.57,0
2016,c5f1e32e520750e0,3f685ac2e5ad3ca1,56,100-249,467482,4,3,56,42,154,84,6.17,94.72,33.94,0,0,government,333057.56,0
2025,4b0ce068f573aae1,a0493a347a830de3,68,5-9,763333,8,5,96,15,65,70,26.89,78.11,43.28,0,0,cooperative,875203.0,0
2019,99f85fd0c6e80b8c,133be29e49a63b4d,19,100-249,971913,6,7,66,70,108,25,13.19,89.66,20.0,0,1,partnership,209749.81,0
2022,4baa259f1943cd1b,e67712cb650097be,61,50-99,725219,6,4,84,20,80,40,17.13,74.22,27.53,0,1,producer_company,658691.22,0
2022,3afcec3cdaca16a9,9180402d94f34791,63,50-99,982522,9,4,153,12,130,70,5.35,85.94,36.55,0,1,government,583495.06,0
2017,e7d98b1843ef7134,c50cdd6f7cb1fc43,51,100-249,147361,6,3,54,9,42,36,8.49,72.03,55.57,1,0,government,1470281.55,0
2011,02c1be5a050ef9e0,419b72ee98da4ffc,2,50-99,456930,6,2,54,32,117,56,32.13,100.0,68.07,0,1,producer_company,835982.6,0
2012,6f9bd227f5bee96a,fd3d0cac86de303f,36,10-19,308150,7,4,84,16,40,24,19.8,93.79,25.55,0,1,pvt_ltd,376981.65,0
2019,9fd23d9bea18daa1,fab9732e27edaccb,23,250-499,638411,3,2,9,18,144,20,24.7,74.46,55.65,0,0,government,4112935.78,0
2019,44f8efb0f606aaf3,4ce9d435e0ac26ee,34,10-19,562326,5,6,75,42,36,72,7.29,90.29,62.19,0,0,public_ltd,558324.78,0
2014,b8c31d34ad7f4686,f4ff7a4dfdbf46fa,25,250-499,914456,6,4,12,48,40,90,12.26,74.55,49.74,0,0,producer_company,401832.17,0
2012,df7730237152d502,392fbb943ff329db,55,1-4,869646,4,7,60,91,144,5,17.15,90.39,23.22,0,1,public_ltd,423883.27,0
2025,4771e088e5177c96,551208016d564ecc,39,50-99,186928,3,5,51,40,77,50,20.31,77.58,56.84,0,0,pvt_ltd,194742.74,0
2023,51439bec1d2e7a8f,c3fc2e9b0bb05897,50,250-499,928754,2,3,18,39,33,42,25.68,77.59,44.28,0,0,cooperative,701802.72,0
2022,ab084c7cd3cc434f,5c6b5a9119aeedec,68,500-999,789622,3,5,24,10,110,18,26.25,63.64,49.02,1,1,opc,335733.88,0
2017,930e80c634f15981,04df10d8b6c777a5,43,500-999,997156,2,3,34,33,11,64,22.57,82.98,52.19,0,0,pvt_ltd,1659068.84,1
2023,e6be96ee9b975974,475a7becd0fd4a04,30,1000+,789050,5,7,70,28,48,84,25.67,89.28,15.79,0,0,opc,1184605.62,1
2023,6ad8f8bd87195d9c,f457bd9b32e57b83,67,10-19,939812,9,6,81,48,26,12,20.4,72.24,59.6,0,0,partnership,924240.1,0
2021,85a54328ff958c2a,63f6d4aaec2700a8,51,50-99,296681,6,3,72,9,84,84,16.63,88.98,50.36,0,0,producer_company,624779.57,0
2023,052e7b1eb67c59b0,2ef8bca29316f6cf,75,100-249,843681,8,3,56,36,72,54,12.0,74.91,55.67,1,0,partnership,421089.22,0
2023,fc7e4f0da74793a1,9817fe7e99154c50,58,20-49,991712,6,5,96,60,135,88,12.97,51.82,22.78,1,0,public_ltd,233835.03,0
2011,ad1fec828b4a9dd7,2d8af75610b05972,34,20-49,880305,6,2,72,8,84,8,27.97,70.79,70.88,0,0,pvt_ltd,1011162.64,0
2019,b814d41c614e4989,235294ae6a48c090,68,10-19,924765,3,2,27,34,27,80,20.24,58.45,34.13,0,0,sole_prop,474822.42,0
2011,350d5f18b858471b,0dc1efd87117bed3,73,1-4,975612,1,6,4,30,48,27,28.44,62.2,29.42,1,1,pvt_ltd,1475784.93,0
2025,c32590ac88654aa9,df1998012610fa67,21,500-999,796101,2,3,8,24,36,54,17.86,73.98,20.78,0,0,partnership,633890.12,0
2025,8b887e5004511048,11633ac5d62156ca,47,500-999,296523,4,7,60,63,98,80,16.45,92.72,44.67,0,0,government,979759.06,0
2025,688bbd016176a6f5,3e6aa1b10e78e226,41,20-49,112938,7,3,49,12,48,30,16.27,66.22,67.05,0,0,government,386315.95,0
2012,251e9b13377fb79e,15c5f4c52d4cef7f,68,500-999,220787,4,9,16,90,32,45,1.0,81.17,39.99,0,0,government,983557.96,0
2025,85ab26e2f0f29704,f69dd5c87bf8729b,64,20-49,194799,5,3,50,27,130,45,4.65,80.99,21.84,0,0,llp,888268.15,0
2024,b4a42680849ad016,11aa2253858cefd6,46,1-4,510140,6,7,48,112,60,8,18.85,77.06,37.51,0,0,partnership,709819.88,1
2022,2e66650295aa66ec,e92b542cfdd48d6c,23,250-499,496412,3,2,33,26,5,54,19.71,83.54,60.24,1,0,pvt_ltd,958316.19,0
2012,a3abafb0a35d4c33,09cd62b1c958c53b,26,10-19,769142,10,3,100,36,156,132,9.64,95.84,70.22,1,0,producer_company,321673.32,0
2014,cef322f07fb635db,8fc3ed5f1c39c913,30,500-999,873164,7,3,112,9,96,49,23.36,84.21,16.38,0,0,sole_prop,779288.91,0
2020,f14d511ef2a8bb1a,149dd99e07be28cc,25,1000+,159622,4,6,36,60,42,35,19.87,78.4,60.86,0,0,pvt_ltd,807899.13,0
2015,266e00971513313b,a7b18672405a382b,9,5-9,688738,3,7,18,35,16,120,16.6,88.02,38.01,0,0,opc,561419.67,0
2024,fd5ab73d417cfeff,eddec73956e47b8f,43,10-19,384329,2,3,16,51,10,4,25.42,60.3,36.33,0,0,opc,498517.53,0
2021,da65ae8e61b86f76,e7c4fd1b332949ae,43,1000+,345259,2,3,4,39,48,80,22.15,85.11,62.34,0,0,producer_company,1247278.8,0
2010,eb9e4323dbcc25a7,260bd6add18968aa,35,100-249,275717,5,4,45,56,77,21,8.04,82.5,34.39,0,0,opc,409563.32,0
2018,6795550504cd0b7f,46fcf04ea607bb4e,46,1000+,429095,5,2,30,30,70,40,12.68,90.14,36.41,0,0,government,1194602.35,1
2019,04e12cf4446933ca,a938dbc718cc28d1,43,1000+,185779,4,3,12,15,130,16,16.0,74.82,61.59,0,0,opc,479502.85,0
2013,f20be3713be1e274,9219687bb154fb0d,43,10-19,492653,7,5,63,60,156,14,18.42,64.41,45.63,0,1,opc,361436.09,0
2016,d642aed59c4af90b,5ea123d1ab47170d,33,500-999,484474,5,7,80,98,49,5,18.76,86.48,43.36,0,0,public_ltd,372280.82,0
2025,3f3b5652c4426723,59f5042da86a344b,22,20-49,407003,5,2,25,10,126,36,21.58,87.91,72.07,1,0,public_ltd,604994.02,0
2022,1c823a401fc49a11,ac65ad25209c1f80,52,1000+,836664,5,5,35,40,48,54,20.63,88.57,38.26,0,0,opc,956987.35,0
2010,41e8a68edb422273,5b8ad0296a94cc5a,57,20-49,982143,4,2,20,4,60,52,3.0,75.85,26.03,0,1,public_ltd,621252.96,0
2024,577a7a5b2f34b16d,a058d995f63fc8ce,80,500-999,207157,7,5,49,60,33,56,10.34,69.82,39.31,0,0,partnership,617546.92,0
2019,011207a773c2e772,d1acda42feaca68d,22,50-99,933230,7,4,49,60,63,99,14.24,93.32,10.59,0,0,pvt_ltd,738103.5,0
2018,4606e1ecc99fe78e,eca5a43fd9aae455,46,50-99,512610,9,1,54,7,54,8,15.56,91.62,18.91,0,0,cooperative,576097.61,1
2020,c38e84468a84b8d3,23c2d308d6659e7d,74,100-249,552220,15,6,210,72,110,12,34.21,98.6,28.19,0,1,producer_company,593555.21,0
2014,d3dcb0cb10dadf69,41947994565be4d8,8,5-9,916445,5,3,45,6,84,40,23.4,79.4,38.14,0,0,llp,443893.85,0
2022,0ef82254965470ec,4409a07e671f6fba,50,10-19,192447,0,3,0,33,20,24,26.15,84.53,57.5,0,1,pvt_ltd,672307.96,0
2015,115957d52abfa134,771b4cac154e1bac,20,250-499,984237,6,7,24,35,160,36,26.6,88.47,57.95,0,0,llp,590724.98,0
2017,8bc9a99b7b9129ef,d5faf51e34cc6eec,28,20-49,558189,9,4,36,48,64,42,18.27,87.78,51.54,0,0,partnership,817637.26,0
2017,346461794d27989f,b861021bd109c75a,32,250-499,267466,11,5,121,15,132,60,7.77,75.13,35.74,0,0,government,274544.28,0
2025,ee509f1cca491ed1,d900e7fbb5c26839,47,100-249,648390,8,6,136,72,70,56,18.35,59.64,65.83,0,0,producer_company,659781.86,0
2024,7425d8d44480e594,29b4b2b1b88b09a2,62,500-999,691952,6,1,60,8,84,110,9.39,79.15,8.96,0,0,government,915983.57,0
2010,bf0fa882b95a49ce,7d2b1830c70530e9,56,1-4,596586,5,4,20,12,104,55,25.81,98.56,43.68,0,0,pvt_ltd,529751.45,0
2025,632c545e313f02b2,b175c5d9d413a09a,8,250-499,131346,3,2,45,34,108,81,13.67,87.02,35.5,0,0,government,2386706.11,0
2014,e6ae19613990b98a,72d996e98c0361ef,68,1-4,742480,10,1,90,13,33,8,15.89,70.26,35.96,0,1,government,597941.46,0
2011,a1921691e1e278e3,b6e80a9623a8ea96,43,500-999,216737,3,5,6,35,121,80,22.23,77.89,37.12,0,0,sole_prop,1053301.6,0
2018,262483268f6a4847,7158cb7878506119,4,100-249,787537,5,3,70,12,84,40,9.96,90.64,51.54,0,0,public_ltd,522262.32,0
2024,1a3073f1a5c73977,b5dfcecf61da7014,73,250-499,729313,5,5,10,80,120,30,15.93,66.61,45.29,0,0,government,349175.43,0
2025,2038a565b6a713b0,9d6c55a2140aac9f,47,1000+,676469,5,4,40,56,36,60,16.13,60.19,42.03,0,0,producer_company,997781.22,0
2013,44a7ba061f6cf41a,9551f31c11cb4cec,77,20-49,626761,5,2,20,18,120,60,22.26,66.56,48.7,0,0,opc,1482771.61,1
2020,1de09fa2e4e5e2c2,ad648cafdf630e54,0,20-49,944647,8,5,120,25,30,6,26.67,74.67,67.8,0,0,public_ltd,133912.26,0
2016,60cb020535f0dea8,780066eeed70ab21,11,250-499,593570,5,3,50,6,91,40,25.95,87.02,37.5,0,1,opc,873377.01,0
2025,aa1a85effdb6fb26,9e2cb67d742e30e4,71,1-4,773265,5,1,25,13,48,99,24.03,79.34,53.66,0,0,government,252631.57,0
2011,bfdfb7185730dd49,03e613a8b29fb629,6,100-249,103212,8,5,96,45,90,8,12.95,83.99,50.79,0,0,government,338770.08,0
2020,e48d0b4fa6fa99d3,83068b8e57dd4ae8,45,10-19,505427,3,3,33,15,104,110,21.34,73.03,32.24,0,0,opc,478915.47,0
2024,ace845dba29f4d82,a54caf009956daad,33,10-19,828165,8,4,112,32,117,36,21.62,64.76,66.31,0,0,producer_company,335831.62,0
2014,f2a40558dd39bf76,d8387eef6432e2c0,77,1-4,979125,5,7,55,91,108,16,17.27,77.75,50.44,0,1,government,411767.99,0
2021,1e82c2b758db008b,f727121f23273c3c,53,1-4,509633,4,3,64,6,26,18,24.27,81.71,26.04,0,0,partnership,1175986.06,0
2011,bc309e5e38ebe865,b15b69b689c9e84a,23,250-499,796248,14,4,42,48,77,84,2.52,72.51,64.96,0,0,llp,548854.67,0
2014,3ed83488d2f06a21,482446969d384151,26,500-999,731615,9,3,135,36,45,24,16.67,78.31,53.82,0,0,llp,189917.83,0
2025,0db9df230a6667bd,556bf865d543ca65,46,1-4,285846,7,4,28,32,65,18,13.61,73.79,64.72,0,0,public_ltd,1304452.54,0
2014,9982c6c1735bf676,72635368b39c2b71,71,250-499,251958,3,5,39,80,72,9,5.42,72.38,28.91,0,0,cooperative,314527.49,0
2015,5414d24f760b5332,80e1198043ea68bf,7,20-49,367446,8,6,24,12,132,40,26.91,82.26,38.11,0,0,opc,681593.3,0
2022,8be28597a5605e44,b6c8341ea6a0cf06,74,100-249,868103,9,3,18,30,98,24,16.89,62.53,61.24,0,0,cooperative,509407.49,0
2011,c9d3312dcfa4c790,d0ea830ea3b239e4,44,250-499,291239,8,3,72,15,36,98,18.18,97.13,52.76,0,0,public_ltd,331479.8,1
2022,a62f3f1d8ba5355f,d0d070a27df518d2,12,250-499,864742,8,3,80,36,108,64,17.17,73.1,45.63,0,1,public_ltd,3781640.24,0
2022,c4d9158504698bc9,3442b06d0fd3a623,21,5-9,142597,5,4,60,52,100,72,19.57,87.73,61.14,0,0,opc,423936.25,0
2025,fbb2f25fe8d907a0,26a9c674e02133bc,64,1-4,375871,5,1,70,11,9,42,12.91,85.77,65.91,0,1,producer_company,458634.36,0
2013,878b7218d5908887,626c07941cf9a128,34,1-4,227463,7,3,105,30,6,60,27.63,84.83,52.22,0,1,cooperative,369916.07,0
2023,9ab64c6e4db9f9c4,56bd8db03acfa21c,58,20-49,430657,10,6,100,72,210,81,18.32,100.0,25.55,0,1,partnership,583822.96,0
2011,ba941f16e18ea90a,2dfb3ab5381fb8d1,58,1-4,962303,6,4,96,20,66,22,27.96,86.53,27.04,0,0,sole_prop,148416.45,0
2017,6384a208e3b752e2,3914f96a99ed1184,80,20-49,447509,12,1,120,16,90,15,38.83,86.68,50.12,0,0,pvt_ltd,786926.58,1
2020,8ea63aae987c9bd2,3b44ef534de72121,54,1-4,402872,7,4,14,20,121,15,18.44,70.57,54.29,0,1,llp,765955.28,0
2024,b968e10f6ae86559,b50f0ddb86872ef2,54,20-49,472222,10,6,130,42,182,66,9.1,66.29,62.55,0,0,llp,1717392.38,0
2012,6ec71b793d2be672,65ede3a0b638a873,50,500-999,880644,8,3,80,15,84,70,13.79,75.79,46.11,0,0,partnership,639035.64,0
2018,ffe8c9483d7fee15,7fe02ea02eb9793d,14,20-49,887718,3,3,30,45,16,32,7.43,73.28,41.57,1,0,opc,596726.28,0
2025,1793c86f0a6feb65,7481a519b42f4864,73,50-99,842647,6,7,12,63,42,140,25.96,87.28,72.7,0,0,cooperative,644372.91,0
2015,d34f9bfbc9f7f054,4f96a00ff1c35a60,65,10-19,226298,4,0,32,0,98,12,11.87,77.21,35.45,0,1,partnership,1003206.44,0
2016,d1b50997eea805f0,537c5ab71eec283b,64,10-19,719113,2,2,10,6,42,42,12.27,65.44,46.55,0,0,public_ltd,903231.43,0
2019,5899efd970dab837,525eeb2af7e197fe,18,5-9,691444,7,6,14,36,9,42,10.5,89.68,30.7,0,1,sole_prop,1198587.67,0
2017,029acd8ebbcf51db,03ad6a04b55666b1,64,50-99,406297,8,3,32,45,104,50,18.23,89.32,15.25,0,0,government,281370.81,0
2016,e25dc9a165ae78b8,34f19f7f842059bb,20,250-499,358446,4,4,68,28,110,40,18.8,99.6,29.13,1,0,pvt_ltd,413199.45,0
2014,0e2a732678099906,47efd5e658566eab,17,5-9,469068,6,4,102,32,168,28,21.28,90.15,42.83,1,0,pvt_ltd,793395.3,0
2017,20e933f1671a1607,fe3d8dbc666d152b,18,5-9,187110,5,3,25,42,36,16,14.51,88.48,28.97,1,0,public_ltd,760544.52,0
2017,44b3496ae758ffd3,80d2f8719cbd0225,5,5-9,555899,8,4,32,52,120,21,11.95,69.64,20.22,0,1,sole_prop,2056018.04,0
2013,d4b42887dd3fbd95,a93420bc2357ab83,51,100-249,396867,4,2,16,22,77,130,15.49,67.8,27.83,0,1,producer_company,485213.1,0
2019,2f4d5781859ff301,b3a4cd549d4c25fe,49,250-499,131566,7,3,63,30,42,90,24.97,81.27,28.18,0,0,cooperative,1569232.58,0
2014,f06ff3f70ffec85f,a2f24c3a7b267a2e,70,5-9,565360,9,4,144,8,52,7,26.86,83.67,54.66,0,0,producer_company,661677.08,0
2022,aa77e394a54b3052,9483cad6019eaee0,18,100-249,936507,2,1,14,3,40,24,9.44,62.6,67.08,0,0,sole_prop,1042196.84,0
2010,9c62f3342714c37f,39db0791a6f4bdc0,55,250-499,106402,5,9,20,108,10,60,24.21,83.14,28.24,0,0,opc,131282.17,0
2015,adeda840d1b23fa8,d533ffee944f8e13,13,5-9,773726,9,1,27,10,56,32,8.66,86.11,59.06,0,0,government,423557.93,0
2012,1a2603ece8e74ce2,1c8bd338265dc8cf,55,100-249,354936,11,7,77,56,132,14,13.63,64.5,66.3,0,0,opc,903905.17,0
2021,91545321afbad492,b182e9b974f784b4,10,10-19,518005,4,5,8,70,54,50,26.06,65.1,48.21,1,0,government,1407583.89,0
2012,bef9d1ed71ef2266,0551feb2c18c777c,27,10-19,507522,3,4,45,28,121,110,23.86,89.72,53.32,0,1,producer_company,456375.75,0
2011,816e5e45c6869f42,09ee95697f72e832,15,50-99,805641,3,5,21,30,88,28,9.97,79.27,39.5,1,0,producer_company,675854.75,0
2018,d21807aa9210d542,1bbef08253c5fa34,78,500-999,322682,8,3,120,45,24,99,20.05,75.72,55.01,0,1,opc,202492.98,0
2024,05acd4559ccef9d9,545fda5bad7d65c8,30,250-499,660414,3,3,45,51,56,10,16.62,77.57,31.92,0,0,public_ltd,1487759.8,0
2012,5b6f1b75254033aa,20b078ba5d277ed9,9,100-249,144845,7,5,112,30,99,5,20.09,72.13,71.96,0,0,pvt_ltd,1743210.82,0
2015,83fa1a0448e0b7a0,8c4b9990e57ca1c3,16,5-9,522870,4,6,64,96,39,44,4.04,71.1,42.25,0,0,public_ltd,551024.39,0
2019,687d2b6dbcb5dc1d,20dc09887467244f,14,500-999,512707,3,6,39,12,154,99,12.79,78.69,22.2,0,0,pvt_ltd,373053.59,0
2015,d197715e38352050,29ee21285bd3fb03,54,500-999,633784,5,6,40,36,40,12,8.4,71.48,64.81,0,0,government,234242.78,0
2019,5059b000238da0af,5584dce515895587,57,100-249,182910,4,5,68,40,50,30,13.11,85.96,44.98,1,0,sole_prop,527541.24,0
2017,3ce857f7e97347dc,e7b2e099660fa685,30,500-999,916386,3,5,24,80,48,60,8.77,93.68,37.79,0,0,cooperative,1383305.04,0
2012,4727942807facc41,7bc4b2dd289328de,74,10-19,971109,4,2,12,34,54,21,15.73,60.4,77.94,0,1,opc,238691.79,0
2022,bda5c85bbe428699,24c30c1bbc226ecc,39,20-49,133368,9,4,36,60,169,13,20.59,83.02,26.83,1,0,cooperative,480610.24,0
2011,e36f923d5ab087a8,aa8a123db6996b0f,54,50-99,691297,5,6,50,48,32,10,26.47,80.94,50.29,0,0,cooperative,362724.0,0
2022,d1bb322aedcd8a8b,21a51d390cbb0b83,72,50-99,450912,5,5,40,25,18,66,20.71,84.1,43.85,0,0,public_ltd,419986.1,0
2015,8d99c0629d23e048,74db87badaf549ba,80,1000+,255355,7,2,112,26,15,117,26.63,77.14,43.05,0,0,sole_prop,203705.08,0
2016,f9d1807e27d3e68a,699028ba663f4c74,7,1000+,999145,10,5,140,85,63,12,21.98,85.04,49.97,0,0,pvt_ltd,1134758.5,0
2015,41c3e857dbf164fd,cd9693adb33a88b8,6,5-9,331944,4,11,40,154,169,70,33.27,67.62,44.54,0,1,pvt_ltd,1348138.71,0
2010,9f087405ba9b6318,261e38136d2778f3,61,250-499,840739,6,6,72,66,100,80,18.7,72.06,57.17,0,0,opc,320275.94,0
2022,3ed75c069527fbc4,277ebada8ac44709,51,1000+,685628,2,4,16,56,36,99,20.95,60.91,58.24,0,0,pvt_ltd,857340.07,0
2011,fa5eba8b31dc92f0,61002d59da01b18a,59,500-999,159395,2,7,6,21,42,28,2.75,92.11,51.97,0,0,opc,568470.4,1
2020,650aedef05efaaf2,bae943e9f8627902,74,500-999,476149,4,5,24,10,117,81,29.47,59.4,34.73,0,0,sole_prop,559059.76,0
2024,9fe35c17880cdd11,21b4401f0b5b2d8c,26,5-9,974261,4,4,68,24,140,49,20.31,83.09,6.77,0,0,public_ltd,715191.24,0
2014,0069f0f88841b75b,0376353d2dde8bd4,50,20-49,515732,3,5,21,20,49,14,22.51,72.53,21.03,0,0,government,456394.9,0
2012,9ff0ef1b11363194,c8bfaf33b62b2bab,7,20-49,478080,7,7,35,49,84,20,16.53,81.37,79.2,0,0,public_ltd,357308.88,0
2020,a32c5930d7efa06e,18a05589671fec91,45,100-249,411356,4,5,68,10,84,28,22.35,82.54,18.5,0,0,opc,1737109.86,0
2025,0fd2defc3a4421a5,7c7bcd48fc2e64e7,7,1000+,639303,6,3,96,24,40,66,4.46,85.96,65.48,0,0,producer_company,510256.44,0
2022,9c133c34ed454c22,639e80f94fb01ef2,37,100-249,302684,13,0,143,0,90,54,23.88,63.38,42.93,0,0,government,212855.49,0
2017,b9fd4c7d76aad7fb,b95dafc1557f83b6,62,1000+,625418,3,3,24,6,55,12,21.74,72.69,58.49,0,0,cooperative,2275027.24,0
2023,cd4350fe45fae301,895d9baf2c4f4529,7,100-249,466357,8,3,32,6,45,60,16.03,82.47,53.81,0,0,opc,599939.48,0
2015,07fa37f18b55e1af,d6f4235445c7fd3f,58,50-99,843537,3,6,24,102,12,63,10.17,84.29,44.24,0,0,public_ltd,668061.34,0
2025,6e460449de4b15a5,4868e5f4ee5ad18d,67,50-99,668688,1,3,10,33,34,16,14.34,88.47,56.6,1,0,pvt_ltd,422103.51,0
2018,9a945f88e5bf11c4,e5d56f2e544ab9d8,18,5-9,545170,7,4,35,68,77,12,33.81,100.0,23.94,0,0,pvt_ltd,1190233.26,0
2012,d4fca973c11d001e,b543e55c8726ac2e,22,100-249,571820,7,4,98,24,66,72,1.42,75.95,36.55,0,0,partnership,365356.87,0
2025,6ea912d28b211b93,66ca01362926e433,78,1000+,361041,4,6,8,96,39,16,22.02,97.38,24.53,1,0,llp,152074.59,0
2011,46d9bf7668fc69af,dc9618df53263171,52,20-49,358750,3,2,18,6,26,45,8.38,92.99,38.95,0,1,pvt_ltd,1061750.38,0
2023,1805b3a6c0c2dcc9,f6c62d133cd12bc7,19,500-999,786838,8,6,112,66,44,36,6.32,87.02,64.88,0,0,public_ltd,459059.96,0
2018,593c445c031cf2b8,9e0734e713afc92e,68,1000+,235047,7,7,14,112,66,55,11.01,79.55,61.11,0,1,public_ltd,460047.79,0
2012,e992c82bb013dc0e,9b418e20a68c54bf,35,5-9,968329,7,5,49,25,72,8,12.81,80.31,65.65,0,0,pvt_ltd,1018626.88,0
2024,08271a508581fa02,83250eda2683ee83,52,50-99,628222,5,3,80,30,117,25,14.43,72.96,52.89,0,1,pvt_ltd,708371.29,0
2021,4c0e9c0f4d293cba,d231d0e0fb99ba04,21,100-249,750906,3,5,42,60,13,27,13.17,92.59,46.62,0,0,llp,213345.99,0
