tech_price_pricing_snapshot_date,tech_price_plan_id,tech_price_provider_brand,tech_price_service_area_id,tech_price_monthly_price_usd,tech_price_promo_price_usd,tech_price_promo_duration_months,tech_price_equipment_fee_usd,tech_price_installation_fee_usd,tech_price_early_termination_fee_usd,tech_price_contract_length_months,tech_price_auto_pay_discount_usd,tech_price_bundling_discount_usd,tech_price_income_based_discount_flag,tech_price_low_income_eligibility_program,tech_price_price_per_mbps_metric,tech_price_hidden_fees_estimate_usd,tech_price_price_increase_notice_days,tech_price_complaint_rate_per_1k,tech_price_regulatory_filing_id
2021-05-22,PLAN0000000142,BRAND_D,AREA000000142,66.75,44.81,12,22.37,169.24,2.0,12,0.71,20.0,0,LIFELINE,0.116,22.38,28,23.542,DOCKET0000000142
2021-05-23,PLAN0000000143,BRAND_B,AREA000000143,56.16,38.73,3,16.29,199.61,240.27,12,2.35,22.96,0,ACP,0.0585,1.93,85,23.813,DOCKET0000000143
2021-05-24,PLAN0000000144,BRAND_A,AREA000000144,177.0,139.97,12,19.35,61.5,429.93,12,0.13,27.77,0,NONE,0.0987,29.49,28,13.151,DOCKET0000000144
2021-05-25,PLAN0000000145,BRAND_C,AREA000000145,29.7,27.11,12,21.21,35.4,65.26,12,10.41,24.82,0,NONE,0.0393,24.33,1,3.984,DOCKET0000000145
2021-05-26,PLAN0000000146,BRAND_A,AREA000000146,72.02,30.09,3,8.52,55.06,302.99,12,1.16,23.4,0,NONE,0.1309,12.78,15,25.776,DOCKET0000000146
2021-05-27,PLAN0000000147,BRAND_A,AREA000000147,101.15,75.62,0,5.38,90.81,339.24,24,5.93,5.93,0,LOCAL_VOUCHER,0.0707,12.04,45,5.518,DOCKET0000000147
2021-05-28,PLAN0000000148,BRAND_E,AREA000000148,58.99,37.77,12,5.6,137.27,395.02,12,14.9,6.48,0,NONE,0.1663,28.07,21,17.815,DOCKET0000000148
2021-05-29,PLAN0000000149,BRAND_C,AREA000000149,192.22,162.54,12,12.48,99.1,145.7,0,4.42,0.82,0,LOCAL_VOUCHER,0.2933,4.96,71,23.619,DOCKET0000000149
2021-05-30,PLAN0000000150,BRAND_E,AREA000000150,161.1,135.29,18,8.01,171.96,323.16,12,18.36,17.86,1,NONE,0.2833,7.96,69,28.891,DOCKET0000000150
2021-05-31,PLAN0000000151,BRAND_D,AREA000000151,171.91,81.5,9,16.8,77.24,101.46,24,2.7,8.71,1,LIFELINE,0.2219,26.49,63,10.779,DOCKET0000000151
2021-06-01,PLAN0000000152,BRAND_A,AREA000000152,118.22,87.71,3,15.46,26.24,322.81,36,0.31,7.7,0,TRIBAL,0.4842,23.69,75,26.347,DOCKET0000000152
2021-06-02,PLAN0000000153,BRAND_B,AREA000000153,175.07,161.33,0,24.96,211.83,281.01,12,3.03,33.83,0,LIFELINE,0.561,21.31,103,29.929,DOCKET0000000153
2021-06-03,PLAN0000000154,BRAND_E,AREA000000154,39.83,33.49,12,14.6,120.77,68.81,24,3.09,20.23,0,LOCAL_VOUCHER,0.0246,32.75,110,25.032,DOCKET0000000154
2021-06-04,PLAN0000000155,BRAND_F,AREA000000155,16.5,11.26,12,24.93,35.23,261.2,24,11.39,23.35,0,NONE,0.0108,7.83,117,27.302,DOCKET0000000155
2021-06-05,PLAN0000000156,BRAND_B,AREA000000156,180.14,146.16,0,15.13,152.17,275.9,0,11.46,2.59,1,ACP,0.1609,3.39,104,21.97,DOCKET0000000156
2021-06-06,PLAN0000000157,BRAND_B,AREA000000157,114.43,86.16,12,10.32,215.27,257.15,24,15.94,14.14,0,LIFELINE,0.2432,30.85,15,8.499,DOCKET0000000157
2021-06-07,PLAN0000000158,BRAND_E,AREA000000158,136.77,45.53,0,15.68,124.3,442.64,12,5.09,3.93,0,ACP,0.1085,20.17,64,19.826,DOCKET0000000158
2021-06-08,PLAN0000000159,BRAND_F,AREA000000159,26.91,20.96,3,4.04,247.15,438.08,0,6.12,2.85,0,ACP,0.0229,23.47,82,7.204,DOCKET0000000159
2021-06-09,PLAN0000000160,BRAND_D,AREA000000160,107.63,81.19,6,4.77,60.36,417.39,12,15.38,11.94,0,ACP,0.3296,5.7,83,12.606,DOCKET0000000160
2021-06-10,PLAN0000000161,BRAND_D,AREA000000161,148.27,89.6,12,22.16,237.46,198.86,24,2.92,34.41,0,NONE,1.1749,26.47,50,4.533,DOCKET0000000161
2021-06-11,PLAN0000000162,BRAND_C,AREA000000162,182.58,116.45,24,24.89,100.2,285.45,1,3.07,26.67,1,TRIBAL,0.1101,27.68,46,33.592,DOCKET0000000162
2021-06-12,PLAN0000000163,BRAND_D,AREA000000163,213.73,156.97,9,14.27,86.54,54.76,24,8.38,25.68,0,ACP,0.27,0.07,53,16.71,DOCKET0000000163
2021-06-13,PLAN0000000164,BRAND_F,AREA000000164,53.01,40.6,3,14.28,5.33,234.7,12,19.88,1.36,0,NONE,0.0661,26.22,91,24.86,DOCKET0000000164
2021-06-14,PLAN0000000165,BRAND_B,AREA000000165,60.41,24.18,12,2.95,181.23,158.4,12,11.42,32.2,0,NONE,0.0334,29.62,14,21.069,DOCKET0000000165
2021-06-15,PLAN0000000166,BRAND_C,AREA000000166,198.53,77.11,6,18.41,41.11,53.42,24,5.76,21.66,0,NONE,0.179,8.54,80,26.718,DOCKET0000000166
2021-06-16,PLAN0000000167,BRAND_D,AREA000000167,82.08,45.98,18,17.18,121.2,389.85,1,4.63,1.11,1,LIFELINE,0.0498,26.13,52,11.323,DOCKET0000000167
2021-06-17,PLAN0000000168,BRAND_D,AREA000000168,208.65,86.23,12,10.71,12.64,111.64,24,13.01,12.74,1,ACP,0.1168,16.93,101,1.365,DOCKET0000000168
2021-06-18,PLAN0000000169,BRAND_A,AREA000000169,16.66,9.7,9,10.67,229.62,342.81,24,15.06,26.32,0,TRIBAL,0.0097,1.54,48,30.754,DOCKET0000000169
2021-06-19,PLAN0000000170,BRAND_D,AREA000000170,80.0,47.66,6,13.22,75.9,180.24,0,4.51,23.95,0,NONE,0.1029,17.57,14,5.03,DOCKET0000000170
2021-06-20,PLAN0000000171,BRAND_C,AREA000000171,108.66,68.72,12,8.25,109.48,148.02,36,18.65,18.6,0,NONE,0.0614,24.59,67,4.215,DOCKET0000000171
2021-06-21,PLAN0000000172,BRAND_B,AREA000000172,143.09,56.31,12,20.64,191.12,328.57,0,8.96,30.21,0,ACP,0.7554,7.9,50,7.703,DOCKET0000000172
2021-06-22,PLAN0000000173,BRAND_C,AREA000000173,21.24,11.05,0,15.62,27.02,444.13,24,15.37,12.92,0,NONE,0.0298,5.41,103,3.234,DOCKET0000000173
2021-06-23,PLAN0000000174,BRAND_F,AREA000000174,40.79,26.96,18,19.88,32.54,148.78,24,4.63,22.22,0,TRIBAL,0.0295,25.14,82,3.06,DOCKET0000000174
2021-06-24,PLAN0000000175,BRAND_E,AREA000000175,166.17,104.41,0,20.36,75.55,135.88,24,14.8,12.14,0,NONE,2.7126,15.42,63,24.175,DOCKET0000000175
2021-06-25,PLAN0000000176,BRAND_B,AREA000000176,124.02,70.63,12,16.37,148.0,0.59,24,15.98,13.83,1,TRIBAL,0.1151,31.66,36,15.78,DOCKET0000000176
2021-06-26,PLAN0000000177,BRAND_F,AREA000000177,183.98,103.67,0,7.16,172.77,197.52,12,19.95,14.14,0,ACP,0.1955,27.33,70,8.426,DOCKET0000000177
2021-06-27,PLAN0000000178,BRAND_F,AREA000000178,84.5,78.39,12,17.69,130.47,119.72,36,9.12,9.25,0,NONE,2.3906,23.64,49,8.298,DOCKET0000000178
2021-06-28,PLAN0000000179,BRAND_D,AREA000000179,214.45,194.32,6,24.21,11.67,444.19,12,8.3,13.35,0,NONE,0.1388,22.58,40,7.935,DOCKET0000000179
2021-06-29,PLAN0000000180,BRAND_E,AREA000000180,143.94,88.52,18,23.66,22.22,271.59,12,12.11,15.26,1,LOCAL_VOUCHER,0.1744,24.77,29,17.597,DOCKET0000000180
2021-06-30,PLAN0000000181,BRAND_C,AREA000000181,165.89,89.27,0,9.26,88.91,249.14,12,8.6,14.98,1,NONE,0.4592,10.23,96,20.414,DOCKET0000000181
2021-07-01,PLAN0000000182,BRAND_C,AREA000000182,196.84,86.72,0,24.73,112.21,279.11,24,16.45,12.27,1,NONE,0.1155,16.38,35,33.38,DOCKET0000000182
2021-07-02,PLAN0000000183,BRAND_A,AREA000000183,214.15,178.51,0,23.57,28.23,145.62,0,0.34,28.98,0,NONE,0.2643,24.21,68,24.211,DOCKET0000000183
2021-07-03,PLAN0000000184,BRAND_D,AREA000000184,79.61,68.92,3,9.81,182.58,25.49,24,4.35,34.14,1,ACP,0.2772,10.71,82,23.73,DOCKET0000000184
2021-07-04,PLAN0000000185,BRAND_B,AREA000000185,193.78,127.65,6,21.01,74.63,155.63,24,2.13,33.44,0,ACP,0.3686,17.75,112,9.581,DOCKET0000000185
2021-07-05,PLAN0000000186,BRAND_D,AREA000000186,28.91,26.49,24,10.21,9.71,24.79,24,18.8,29.18,1,NONE,0.0174,32.13,92,10.319,DOCKET0000000186
2021-07-06,PLAN0000000187,BRAND_D,AREA000000187,47.41,36.01,6,1.29,151.75,336.54,0,8.42,18.15,1,LOCAL_VOUCHER,0.0949,34.16,12,16.473,DOCKET0000000187
2021-07-07,PLAN0000000188,BRAND_F,AREA000000188,144.24,50.79,24,12.26,218.76,143.17,12,17.93,18.18,1,LOCAL_VOUCHER,0.0771,14.32,76,12.015,DOCKET0000000188
2021-07-08,PLAN0000000189,BRAND_C,AREA000000189,166.71,59.35,0,1.55,123.15,419.62,24,17.04,21.73,1,NONE,0.0986,6.65,112,8.639,DOCKET0000000189
2021-07-09,PLAN0000000190,BRAND_F,AREA000000190,116.98,108.51,18,1.04,47.12,49.14,24,3.47,1.24,1,NONE,0.1048,10.86,102,25.661,DOCKET0000000190
2021-07-10,PLAN0000000191,BRAND_F,AREA000000191,214.69,144.04,12,0.52,227.85,93.37,12,3.63,1.29,0,NONE,0.1676,25.9,116,27.926,DOCKET0000000191
2021-07-11,PLAN0000000192,BRAND_E,AREA000000192,135.05,127.43,12,2.72,230.41,42.18,12,15.98,24.25,0,TRIBAL,0.0782,23.93,105,10.146,DOCKET0000000192
2021-07-12,PLAN0000000193,BRAND_E,AREA000000193,68.21,64.75,12,15.26,190.21,61.7,24,8.71,31.35,0,ACP,0.0488,31.62,26,26.318,DOCKET0000000193
2021-07-13,PLAN0000000194,BRAND_F,AREA000000194,148.46,55.63,24,23.99,39.71,215.25,24,2.94,11.59,0,LIFELINE,0.1633,22.11,108,30.484,DOCKET0000000194
2021-07-14,PLAN0000000195,BRAND_F,AREA000000195,174.04,82.28,12,16.99,25.25,35.31,0,4.21,8.76,1,NONE,0.2381,19.88,47,2.561,DOCKET0000000195
2021-07-15,PLAN0000000196,BRAND_E,AREA000000196,144.25,128.26,18,6.37,80.63,163.68,0,8.79,17.08,0,LIFELINE,0.0929,27.33,12,26.701,DOCKET0000000196
2021-07-16,PLAN0000000197,BRAND_F,AREA000000197,39.62,22.02,12,12.98,123.34,93.86,12,14.47,22.86,0,LOCAL_VOUCHER,0.0298,11.15,9,31.936,DOCKET0000000197
2021-07-17,PLAN0000000198,BRAND_B,AREA000000198,60.04,28.36,18,6.58,141.6,45.29,24,10.34,25.31,1,NONE,1.0548,3.56,61,27.357,DOCKET0000000198
2021-07-18,PLAN0000000199,BRAND_F,AREA000000199,92.85,59.49,3,24.54,18.6,138.81,36,18.9,0.39,0,NONE,0.0576,3.68,119,15.655,DOCKET0000000199
2021-07-19,PLAN0000000200,BRAND_A,AREA000000200,118.14,73.93,12,18.97,216.59,244.1,12,15.79,15.84,0,TRIBAL,0.0599,33.76,87,15.503,DOCKET0000000200
2021-07-20,PLAN0000000201,BRAND_F,AREA000000201,123.6,82.9,0,10.74,123.96,154.51,1,9.37,13.68,0,NONE,0.1424,18.83,52,4.059,DOCKET0000000201
2021-07-21,PLAN0000000202,BRAND_E,AREA000000202,204.39,91.84,24,17.87,191.15,81.01,1,4.42,11.07,0,TRIBAL,0.1464,31.81,47,34.324,DOCKET0000000202
2021-07-22,PLAN0000000203,BRAND_A,AREA000000203,164.91,60.53,6,8.12,211.6,432.36,12,7.27,3.83,1,NONE,0.1299,1.79,17,3.351,DOCKET0000000203
2021-07-23,PLAN0000000204,BRAND_A,AREA000000204,72.79,66.09,24,7.92,59.3,266.44,1,16.63,23.65,0,LOCAL_VOUCHER,0.0435,18.87,38,7.719,DOCKET0000000204
2021-07-24,PLAN0000000205,BRAND_E,AREA000000205,133.63,79.39,12,17.33,47.57,147.18,24,12.22,12.31,0,NONE,0.1242,34.74,106,15.216,DOCKET0000000205
2021-07-25,PLAN0000000206,BRAND_C,AREA000000206,201.65,159.42,12,5.49,57.46,65.33,12,14.21,29.51,1,ACP,0.1042,32.78,2,26.467,DOCKET0000000206
2021-07-26,PLAN0000000207,BRAND_A,AREA000000207,185.94,119.54,12,21.14,100.42,336.32,24,19.24,22.48,0,ACP,0.3695,7.47,30,21.612,DOCKET0000000207
2021-07-27,PLAN0000000208,BRAND_F,AREA000000208,45.52,30.42,6,7.99,97.17,121.92,24,17.69,32.15,0,ACP,0.2815,14.93,61,7.663,DOCKET0000000208
2021-07-28,PLAN0000000209,BRAND_A,AREA000000209,130.35,63.7,12,19.18,9.16,60.72,0,18.73,26.54,1,NONE,0.2143,34.27,4,10.599,DOCKET0000000209
2021-07-29,PLAN0000000210,BRAND_C,AREA000000210,84.97,66.01,18,16.74,244.55,286.94,1,14.52,23.02,0,NONE,0.0427,9.33,36,10.64,DOCKET0000000210
2021-07-30,PLAN0000000211,BRAND_C,AREA000000211,66.72,21.95,0,13.5,84.75,332.61,24,8.91,21.17,1,LIFELINE,0.3596,18.41,58,4.766,DOCKET0000000211
2021-07-31,PLAN0000000212,BRAND_B,AREA000000212,205.29,79.84,0,22.95,19.01,336.65,24,14.53,30.5,1,NONE,0.4385,8.76,75,3.386,DOCKET0000000212
2021-08-01,PLAN0000000213,BRAND_B,AREA000000213,205.78,133.99,6,8.57,226.21,118.36,0,12.91,22.62,0,NONE,2.3582,13.55,111,32.752,DOCKET0000000213
2021-08-02,PLAN0000000214,BRAND_E,AREA000000214,113.44,37.45,9,19.2,151.53,392.87,24,12.87,4.37,0,LIFELINE,0.2021,31.03,106,17.211,DOCKET0000000214
2021-08-03,PLAN0000000215,BRAND_D,AREA000000215,78.69,40.75,12,3.53,125.96,409.49,24,0.66,26.93,0,NONE,0.0697,8.09,0,28.586,DOCKET0000000215
2021-08-04,PLAN0000000216,BRAND_A,AREA000000216,173.28,140.45,0,17.47,91.17,66.37,12,11.13,10.5,0,NONE,0.1266,0.67,59,18.992,DOCKET0000000216
2021-08-05,PLAN0000000217,BRAND_E,AREA000000217,124.06,113.8,3,16.43,197.9,200.44,12,9.13,13.58,0,ACP,0.7632,22.5,51,20.282,DOCKET0000000217
2021-08-06,PLAN0000000218,BRAND_B,AREA000000218,216.39,114.54,24,19.04,199.63,16.51,12,17.68,1.76,0,NONE,1.1851,11.65,39,7.408,DOCKET0000000218
2021-08-07,PLAN0000000219,BRAND_B,AREA000000219,31.45,27.06,9,24.94,78.37,380.81,24,11.8,5.49,0,LOCAL_VOUCHER,0.1092,13.68,0,30.156,DOCKET0000000219
2021-08-08,PLAN0000000220,BRAND_E,AREA000000220,158.08,82.8,6,22.72,229.05,406.97,0,17.87,10.43,1,NONE,0.1465,16.14,119,25.973,DOCKET0000000220
2021-08-09,PLAN0000000221,BRAND_B,AREA000000221,196.41,122.94,18,1.2,239.79,347.22,24,0.43,30.51,0,ACP,0.1164,23.13,55,6.851,DOCKET0000000221
2021-08-10,PLAN0000000222,BRAND_B,AREA000000222,22.76,18.82,9,1.82,197.2,312.16,24,14.81,1.81,0,NONE,0.0186,5.71,92,25.146,DOCKET0000000222
2021-08-11,PLAN0000000223,BRAND_A,AREA000000223,29.0,23.63,12,5.63,117.18,198.94,1,15.97,27.3,0,LIFELINE,0.0346,10.49,42,20.088,DOCKET0000000223
2021-08-12,PLAN0000000224,BRAND_A,AREA000000224,200.38,162.17,0,2.8,133.15,247.44,12,6.9,19.26,0,NONE,0.1588,26.21,41,29.188,DOCKET0000000224
2021-08-13,PLAN0000000225,BRAND_F,AREA000000225,210.54,110.12,12,20.49,53.39,151.35,12,6.14,29.5,0,NONE,0.554,32.88,35,11.519,DOCKET0000000225
2021-08-14,PLAN0000000226,BRAND_A,AREA000000226,101.65,80.43,6,23.56,156.02,330.64,24,13.82,30.1,0,NONE,0.126,14.66,23,28.693,DOCKET0000000226
2021-08-15,PLAN0000000227,BRAND_F,AREA000000227,167.7,131.4,6,11.59,239.04,423.97,12,13.81,27.51,0,ACP,0.2775,11.86,97,5.477,DOCKET0000000227
2021-08-16,PLAN0000000228,BRAND_A,AREA000000228,132.56,72.86,12,23.83,137.62,185.94,24,4.92,29.73,0,ACP,0.4854,31.84,106,3.984,DOCKET0000000228
2021-08-17,PLAN0000000229,BRAND_C,AREA000000229,29.93,19.85,6,3.77,185.28,352.03,36,1.72,32.78,0,ACP,0.0154,0.65,49,31.456,DOCKET0000000229
2021-08-18,PLAN0000000230,BRAND_C,AREA000000230,36.74,13.67,0,23.76,119.1,131.92,12,6.56,20.85,0,NONE,0.1195,32.84,84,23.884,DOCKET0000000230
2021-08-19,PLAN0000000231,BRAND_C,AREA000000231,153.45,114.36,24,16.86,207.61,202.29,24,1.83,25.96,0,LIFELINE,0.1157,1.39,69,28.649,DOCKET0000000231
2021-08-20,PLAN0000000232,BRAND_A,AREA000000232,199.74,98.54,0,15.29,190.66,408.17,24,0.27,28.37,0,ACP,0.1316,12.5,55,4.527,DOCKET0000000232
2021-08-21,PLAN0000000233,BRAND_E,AREA000000233,50.36,29.82,9,10.35,199.95,419.84,12,19.77,14.15,0,NONE,0.0328,20.02,76,6.054,DOCKET0000000233
2021-08-22,PLAN0000000234,BRAND_A,AREA000000234,219.95,162.76,9,8.21,194.18,230.23,12,1.18,9.22,1,NONE,0.7999,16.83,98,20.506,DOCKET0000000234
2021-08-23,PLAN0000000235,BRAND_D,AREA000000235,179.93,80.05,3,12.05,219.87,229.36,24,1.97,9.54,1,NONE,0.3794,18.35,69,1.125,DOCKET0000000235
2021-08-24,PLAN0000000236,BRAND_D,AREA000000236,122.18,46.3,6,9.19,149.12,413.9,12,6.68,11.23,0,TRIBAL,0.1694,21.47,89,29.049,DOCKET0000000236
2021-08-25,PLAN0000000237,BRAND_A,AREA000000237,48.51,34.1,24,0.77,249.45,224.6,24,12.91,1.64,0,ACP,0.044,6.3,42,34.83,DOCKET0000000237
2021-08-26,PLAN0000000238,BRAND_B,AREA000000238,200.35,181.46,12,23.09,163.47,200.34,24,3.78,9.05,1,NONE,0.2463,11.1,40,24.947,DOCKET0000000238
2021-08-27,PLAN0000000239,BRAND_D,AREA000000239,21.49,11.64,6,16.31,56.99,171.63,12,3.86,24.54,0,TRIBAL,0.0259,32.38,100,5.62,DOCKET0000000239
2021-08-28,PLAN0000000240,BRAND_C,AREA000000240,214.36,73.95,3,9.89,78.68,68.36,24,13.96,9.54,1,LIFELINE,0.1808,19.12,65,18.39,DOCKET0000000240
2021-08-29,PLAN0000000241,BRAND_B,AREA000000241,58.7,47.81,6,17.4,87.56,85.8,12,3.69,31.59,0,LIFELINE,0.0542,27.31,101,29.364,DOCKET0000000241
2021-08-30,PLAN0000000242,BRAND_B,AREA000000242,157.44,64.07,6,4.24,36.17,252.64,0,14.36,14.22,0,NONE,0.0819,8.22,37,26.133,DOCKET0000000242
2021-08-31,PLAN0000000243,BRAND_D,AREA000000243,63.15,48.95,6,14.95,105.38,426.13,24,4.94,32.77,0,NONE,0.6161,33.85,102,2.779,DOCKET0000000243
2021-09-01,PLAN0000000244,BRAND_E,AREA000000244,115.55,99.2,9,5.16,169.12,78.92,12,2.37,14.38,0,LOCAL_VOUCHER,0.191,21.47,107,15.336,DOCKET0000000244
2021-09-02,PLAN0000000245,BRAND_A,AREA000000245,118.28,109.52,0,9.64,58.44,193.91,24,0.67,28.9,0,NONE,0.0959,23.86,56,24.053,DOCKET0000000245
2021-09-03,PLAN0000000246,BRAND_B,AREA000000246,22.98,8.23,12,3.12,238.83,114.08,0,12.84,25.17,1,LIFELINE,0.0123,19.91,83,9.615,DOCKET0000000246
2021-09-04,PLAN0000000247,BRAND_A,AREA000000247,128.49,120.58,18,3.8,98.8,296.52,12,3.24,19.35,0,NONE,0.0743,25.6,118,22.956,DOCKET0000000247
2021-09-05,PLAN0000000248,BRAND_A,AREA000000248,82.49,64.38,3,5.83,169.8,215.23,24,7.87,32.02,0,NONE,0.0759,8.82,65,25.476,DOCKET0000000248
2021-09-06,PLAN0000000249,BRAND_B,AREA000000249,30.11,27.93,3,0.38,170.0,388.28,36,2.14,7.08,1,TRIBAL,1.1282,18.31,119,31.327,DOCKET0000000249
2021-09-07,PLAN0000000250,BRAND_E,AREA000000250,156.68,141.85,9,5.15,191.45,183.47,36,7.02,14.87,1,LIFELINE,0.4453,24.54,68,0.941,DOCKET0000000250
2021-09-08,PLAN0000000251,BRAND_B,AREA000000251,127.52,72.18,6,5.27,202.92,377.74,12,0.62,6.01,1,LIFELINE,0.1965,28.56,5,0.764,DOCKET0000000251
2021-09-09,PLAN0000000252,BRAND_D,AREA000000252,211.15,110.73,0,24.87,111.49,44.47,36,2.69,10.94,1,LOCAL_VOUCHER,0.2341,32.8,35,29.651,DOCKET0000000252
2021-09-10,PLAN0000000253,BRAND_A,AREA000000253,111.91,100.83,3,22.03,44.85,17.88,12,19.85,9.47,0,NONE,0.0834,18.31,91,15.235,DOCKET0000000253
2021-09-11,PLAN0000000254,BRAND_C,AREA000000254,76.91,61.8,12,21.09,143.29,63.26,12,13.05,14.88,1,NONE,0.0444,27.31,71,13.746,DOCKET0000000254
2021-09-12,PLAN0000000255,BRAND_D,AREA000000255,195.92,79.06,24,22.01,178.37,205.06,1,3.65,28.75,0,TRIBAL,0.0987,26.83,90,2.761,DOCKET0000000255
2021-09-13,PLAN0000000256,BRAND_C,AREA000000256,82.72,45.38,18,3.34,50.09,300.64,24,1.39,34.34,0,ACP,0.0452,18.34,107,15.079,DOCKET0000000256
2021-09-14,PLAN0000000257,BRAND_A,AREA000000257,184.6,154.19,0,10.09,7.78,377.18,0,11.95,25.26,1,TRIBAL,0.1988,16.47,111,2.335,DOCKET0000000257
2021-09-15,PLAN0000000258,BRAND_C,AREA000000258,156.51,91.61,24,13.68,17.69,66.06,12,18.09,17.56,0,LOCAL_VOUCHER,0.1004,10.47,19,25.914,DOCKET0000000258
2021-09-16,PLAN0000000259,BRAND_A,AREA000000259,15.14,9.33,18,17.47,248.5,98.6,24,5.0,33.18,0,LOCAL_VOUCHER,0.0079,23.72,24,20.55,DOCKET0000000259
2021-09-17,PLAN0000000260,BRAND_A,AREA000000260,115.56,95.75,18,14.95,82.85,420.51,24,14.01,25.01,0,ACP,0.3466,22.51,60,1.943,DOCKET0000000260
2021-09-18,PLAN0000000261,BRAND_D,AREA000000261,178.63,134.96,3,20.51,96.56,154.23,12,16.82,34.72,1,LIFELINE,0.0934,33.68,66,7.686,DOCKET0000000261
2021-09-19,PLAN0000000262,BRAND_F,AREA000000262,31.19,11.78,0,1.64,75.22,445.29,24,8.79,19.43,1,NONE,0.0714,31.99,97,12.503,DOCKET0000000262
2021-09-20,PLAN0000000263,BRAND_B,AREA000000263,192.18,138.46,9,5.09,80.0,42.36,24,17.86,0.72,1,ACP,0.3848,26.79,26,30.403,DOCKET0000000263
2021-09-21,PLAN0000000264,BRAND_A,AREA000000264,212.52,80.16,6,7.64,89.91,24.07,12,19.61,12.26,0,NONE,0.139,28.83,26,20.526,DOCKET0000000264
2021-09-22,PLAN0000000265,BRAND_B,AREA000000265,63.94,46.44,12,14.63,244.19,321.95,12,11.35,16.84,0,TRIBAL,0.0373,22.38,109,0.011,DOCKET0000000265
2021-09-23,PLAN0000000266,BRAND_D,AREA000000266,92.22,80.57,12,7.54,2.17,445.99,1,15.72,9.97,1,LIFELINE,0.0802,26.58,54,10.281,DOCKET0000000266
2021-09-24,PLAN0000000267,BRAND_E,AREA000000267,126.45,90.94,18,0.36,18.04,206.57,12,19.03,3.61,0,LIFELINE,0.1078,31.47,25,31.562,DOCKET0000000267
2021-09-25,PLAN0000000268,BRAND_A,AREA000000268,136.39,112.04,12,7.14,81.77,320.38,12,12.05,6.24,1,ACP,0.0838,8.42,50,21.248,DOCKET0000000268
2021-09-26,PLAN0000000269,BRAND_C,AREA000000269,160.23,110.05,3,1.53,97.79,60.28,12,13.02,13.31,0,LOCAL_VOUCHER,0.2135,2.08,78,11.78,DOCKET0000000269
2021-09-27,PLAN0000000270,BRAND_A,AREA000000270,100.43,57.06,12,13.36,13.4,16.48,24,14.66,19.39,1,ACP,0.2683,9.06,42,19.039,DOCKET0000000270
2021-09-28,PLAN0000000271,BRAND_D,AREA000000271,202.02,87.04,6,5.41,23.94,18.78,12,7.33,30.52,1,ACP,1.8897,19.42,96,3.375,DOCKET0000000271
2021-09-29,PLAN0000000272,BRAND_D,AREA000000272,110.06,89.83,3,14.67,2.02,386.51,12,8.18,6.06,0,LIFELINE,0.0853,11.18,120,6.826,DOCKET0000000272
2021-09-30,PLAN0000000273,BRAND_D,AREA000000273,51.06,45.83,12,9.64,89.98,269.67,12,6.79,0.6,0,NONE,0.0308,15.6,81,0.525,DOCKET0000000273
2021-10-01,PLAN0000000274,BRAND_A,AREA000000274,169.02,139.73,24,21.73,133.26,107.78,24,14.82,12.13,0,ACP,0.1388,19.81,113,26.082,DOCKET0000000274
2021-10-02,PLAN0000000275,BRAND_E,AREA000000275,204.0,99.36,9,2.9,136.79,351.44,0,5.62,30.87,1,NONE,0.1794,24.66,49,20.825,DOCKET0000000275
2021-10-03,PLAN0000000276,BRAND_C,AREA000000276,72.1,31.91,12,3.26,56.47,428.34,24,12.46,29.57,0,ACP,0.4669,33.97,101,29.49,DOCKET0000000276
2021-10-04,PLAN0000000277,BRAND_C,AREA000000277,103.08,36.92,12,2.29,114.04,220.61,24,9.0,18.49,1,NONE,0.0992,10.07,0,10.094,DOCKET0000000277
2021-10-05,PLAN0000000278,BRAND_B,AREA000000278,190.26,102.41,9,7.08,67.76,144.55,12,16.54,32.84,0,ACP,0.2774,3.85,5,2.166,DOCKET0000000278
2021-10-06,PLAN0000000279,BRAND_B,AREA000000279,96.14,68.85,18,3.39,21.06,144.45,12,18.6,3.14,0,NONE,0.0893,33.63,92,19.7,DOCKET0000000279
2021-10-07,PLAN0000000280,BRAND_D,AREA000000280,186.81,159.83,12,7.26,69.14,22.51,24,19.36,18.13,0,NONE,0.3406,17.33,117,14.344,DOCKET0000000280
2021-10-08,PLAN0000000281,BRAND_A,AREA000000281,147.86,83.01,0,16.47,31.42,44.35,12,0.22,30.92,0,TRIBAL,0.1104,27.95,96,20.585,DOCKET0000000281
2021-10-09,PLAN0000000282,BRAND_A,AREA000000282,133.41,50.6,18,22.62,101.93,390.34,1,5.12,19.88,1,NONE,0.136,8.49,36,24.063,DOCKET0000000282
2021-10-10,PLAN0000000283,BRAND_E,AREA000000283,37.11,26.72,0,4.27,82.99,55.57,0,0.68,3.13,0,NONE,0.1261,10.59,57,0.041,DOCKET0000000283
2021-10-11,PLAN0000000284,BRAND_A,AREA000000284,100.08,90.03,12,21.58,171.34,369.77,24,6.52,22.45,0,LOCAL_VOUCHER,0.0563,28.28,49,17.072,DOCKET0000000284
2021-10-12,PLAN0000000285,BRAND_A,AREA000000285,68.82,41.05,3,5.27,97.24,16.98,36,5.11,30.1,0,NONE,0.1636,7.8,7,4.992,DOCKET0000000285
