env_hazard_event_start_date,env_hazard_event_end_date,env_hazard_hazard_type_code,env_hazard_fema_disaster_number,env_hazard_impact_area_polygon_id,env_hazard_fatalities_direct,env_hazard_fatalities_indirect,env_hazard_injuries_reported,env_hazard_property_damage_usd,env_hazard_crop_damage_usd,env_hazard_insured_loss_usd,env_hazard_evacuation_order_flag,env_hazard_power_outage_customers_peak,env_hazard_shelter_population_peak,env_hazard_flood_depth_max_ft,env_hazard_wind_gust_max_mph,env_hazard_drought_severity_index,env_hazard_heat_index_max_f,env_hazard_snowfall_total_in,env_hazard_event_narrative_code
2001-03-05,2001-03-23,SEVERE_STORM,8825,POLY000000144,1,0,844,7402603892.96,433748683.47,5877115960.06,0,3310727,97674,7.22,46.1,-3.696,111.0,36.78,NARR_C
2001-03-08,2001-03-16,FLOOD,5965,POLY000000145,0,0,525,6766969878.45,2287069350.92,1490017852.99,0,4027592,238898,21.06,127.2,1.862,87.0,64.48,NARR_E
2001-03-11,2001-03-20,WINTER_STORM,9666,POLY000000146,0,0,806,4812727132.89,1432076317.25,3317251656.45,0,10442544,207230,2.92,87.9,-2.466,121.8,27.33,NARR_D
2001-03-14,2001-03-26,SEVERE_STORM,7084,POLY000000147,3,0,740,7434288916.18,1061891212.93,4809245601.87,0,216333,20408,25.61,74.2,-4.179,85.3,29.25,NARR_D
2001-03-17,2001-03-30,HEAT,6776,POLY000000148,0,0,821,8084526305.32,1193603546.56,4537801482.39,0,998932,142558,0.9,90.6,-0.472,90.1,78.71,NARR_F
2001-03-20,2001-03-27,TORNADO,9946,POLY000000149,0,0,1113,9245336305.11,632391338.21,1732394670.09,0,10641605,12563,15.41,44.0,-1.716,92.8,22.66,NARR_F
2001-03-23,2001-03-23,HURRICANE,4921,POLY000000150,0,0,794,7304096123.72,1585559855.63,4233513578.44,0,11147604,164622,22.01,25.9,-1.364,118.5,26.11,NARR_C
2001-03-26,2001-03-29,TORNADO,8504,POLY000000151,2,2,204,9345665525.95,2309030093.64,4005171826.22,0,1204424,44477,7.54,45.6,-3.554,65.8,53.48,NARR_C
2001-03-29,2001-04-17,DROUGHT,7076,POLY000000152,4,2,873,2598769856.66,363663445.33,1248300789.17,0,6206979,17350,3.17,54.6,-4.596,134.8,59.74,NARR_F
2001-04-01,2001-04-20,WILDFIRE,8926,POLY000000153,0,0,719,9299105833.67,2851565522.93,7610157763.59,0,4986314,114307,14.93,10.9,2.864,117.8,56.06,NARR_C
2001-04-04,2001-04-10,WINTER_STORM,6177,POLY000000154,0,0,236,930794329.51,2825107432.95,533779748.97,0,9399509,48882,9.7,131.8,0.904,120.0,62.22,NARR_G
2001-04-07,2001-04-11,LANDSLIDE,9926,POLY000000155,0,0,492,7255062791.99,2263855915.97,5800373928.71,0,9239497,122931,2.76,60.6,-4.371,52.9,68.51,NARR_F
2001-04-10,2001-04-10,SEVERE_STORM,3266,POLY000000156,0,0,994,3662365641.83,2147021192.71,2617570715.68,0,692823,38352,9.14,38.5,0.103,94.4,77.26,NARR_B
2001-04-13,2001-04-23,WILDFIRE,7658,POLY000000157,0,0,808,2106480144.73,2843567335.38,1348760022.57,0,9583025,171182,10.37,10.9,4.762,54.0,44.05,NARR_C
2001-04-16,2001-04-23,LANDSLIDE,6625,POLY000000158,4,4,12,5622702782.81,664817960.33,1645876626.92,0,1946395,156937,10.76,38.3,0.305,90.9,48.63,NARR_B
2001-04-19,2001-05-05,HEAT,2034,POLY000000159,0,0,899,11782579830.14,670499975.67,2051159723.67,0,3528655,192476,22.47,155.7,3.649,79.5,70.1,NARR_F
2001-04-22,2001-05-08,LANDSLIDE,2296,POLY000000160,0,0,824,4127570223.82,1602600602.23,817640561.57,0,7310604,124961,27.11,145.6,0.155,99.1,39.69,NARR_G
2001-04-25,2001-05-15,WILDFIRE,1927,POLY000000161,0,0,1079,3628334571.08,2782992330.01,2219155664.84,0,2700630,125004,2.85,164.2,3.719,125.6,50.9,NARR_D
2001-04-28,2001-05-13,FLOOD,5435,POLY000000162,1,1,1179,4746803560.31,2530450617.0,1121455085.11,1,7129397,9939,14.23,75.1,1.332,85.0,53.66,NARR_E
2001-05-01,2001-05-05,SEVERE_STORM,3702,POLY000000163,0,0,990,3505557470.15,2743269732.32,2240275197.84,1,10073352,74645,21.56,60.8,1.351,69.3,0.42,NARR_G
2001-05-04,2001-05-17,FLOOD,1586,POLY000000164,3,2,567,11361176490.55,2718973524.07,3720189885.91,0,5660445,92872,6.7,9.4,4.663,81.3,72.59,NARR_D
2001-05-07,2001-05-18,WILDFIRE,2864,POLY000000165,4,0,35,7821671429.42,107688710.87,2320111891.02,0,10205663,54650,11.18,74.9,-1.014,130.6,2.97,NARR_A
2001-05-10,2001-05-15,FLOOD,2518,POLY000000166,0,0,1019,9210381709.35,2547354659.92,4510766871.23,0,5004640,207589,15.43,158.8,-4.73,65.5,54.89,NARR_E
2001-05-13,2001-05-13,WINTER_STORM,1220,POLY000000167,0,0,511,8267952090.58,2272536009.84,5271222419.92,0,1275048,178950,0.67,11.8,0.245,61.6,13.4,NARR_C
2001-05-16,2001-05-21,HEAT,9565,POLY000000168,1,0,816,7057728297.55,2447218997.91,3268384214.87,1,7027100,147239,13.99,126.9,3.967,127.2,17.37,NARR_D
2001-05-19,2001-05-30,HURRICANE,1062,POLY000000169,0,0,982,5312925014.28,1313380837.87,2488622062.61,0,3800464,215968,1.15,87.5,-3.863,102.1,11.39,NARR_B
2001-05-22,2001-06-06,HURRICANE,9286,POLY000000170,0,0,1033,7286881520.2,1194553639.07,1445167928.7,0,5218986,25911,27.43,98.3,-3.62,71.1,62.72,NARR_F
2001-05-25,2001-06-05,TORNADO,9697,POLY000000171,1,0,395,2172003568.74,2293072899.76,1026879945.7,0,11992660,55005,16.91,15.9,4.43,77.6,41.86,NARR_B
2001-05-28,2001-06-05,FLOOD,6879,POLY000000172,0,0,788,1507374998.77,2710897634.14,510487310.97,0,7404156,160499,17.82,131.9,-2.949,103.5,20.06,NARR_A
2001-05-31,2001-06-10,LANDSLIDE,1747,POLY000000173,0,0,134,5047781806.71,1908048355.04,1925003599.1,1,5089701,45579,23.16,111.3,0.963,75.9,56.72,NARR_B
2001-06-03,2001-06-23,HURRICANE,2267,POLY000000174,0,0,415,8110613431.53,2795042383.28,5346501602.56,0,8955346,174467,21.17,125.0,0.42,85.5,16.74,NARR_B
2001-06-06,2001-06-08,HURRICANE,9546,POLY000000175,0,0,924,11973837612.12,2456651331.18,8008788539.53,1,3963759,63169,7.45,158.6,-4.072,64.4,60.66,NARR_G
2001-06-09,2001-06-18,WINTER_STORM,7019,POLY000000176,0,0,341,6726789153.99,546614400.52,5462601555.84,0,7374585,85658,2.92,14.8,-0.558,100.3,69.7,NARR_B
2001-06-12,2001-06-24,FLOOD,3268,POLY000000177,0,0,757,4532477069.85,266170162.3,2994187618.93,0,11548094,227305,20.46,27.6,-1.328,120.3,78.46,NARR_E
2001-06-15,2001-06-20,TORNADO,7859,POLY000000178,4,0,195,852966477.69,297876659.64,614689521.15,0,7925347,226095,0.34,102.2,0.544,100.4,75.51,NARR_E
2001-06-18,2001-06-23,HEAT,7295,POLY000000179,0,0,1163,8546405727.27,1003651916.1,1502798557.09,0,10276142,219030,13.87,153.2,3.296,72.1,25.11,NARR_D
2001-06-21,2001-07-05,TORNADO,5411,POLY000000180,0,0,29,3233713643.76,2599874457.62,2498232685.73,0,10971094,115155,5.35,66.3,2.721,116.4,75.1,NARR_G
2001-06-24,2001-07-05,TORNADO,5558,POLY000000181,2,0,1200,10073490883.41,625943661.96,5847237574.21,0,7761709,97178,14.94,52.0,1.129,119.0,41.7,NARR_G
2001-06-27,2001-07-06,SEVERE_STORM,3907,POLY000000182,5,0,301,10033021634.93,830979241.88,5166601003.04,0,10107250,18891,11.79,119.6,-3.631,89.9,32.72,NARR_B
2001-06-30,2001-07-17,TORNADO,6935,POLY000000183,1,0,885,1950230358.34,1759884812.08,1359719300.29,1,8793318,54117,5.29,55.9,-3.735,131.1,63.55,NARR_D
2001-07-03,2001-07-09,TORNADO,7361,POLY000000184,5,0,417,398672498.14,2928296474.43,266933511.15,0,310938,100576,8.5,119.0,4.362,87.9,65.43,NARR_E
2001-07-06,2001-07-15,TORNADO,3174,POLY000000185,0,0,1102,1616301217.24,413503795.89,1272241935.67,0,11370893,177663,4.15,87.6,-2.835,116.8,2.81,NARR_B
2001-07-09,2001-07-18,LANDSLIDE,1174,POLY000000186,2,0,675,6139525383.51,1370226130.05,4608046541.52,0,823273,12382,4.15,136.1,2.878,89.2,72.79,NARR_G
2001-07-12,2001-07-17,SEVERE_STORM,2603,POLY000000187,0,0,879,9465574466.44,1298329718.72,7394794797.38,1,108415,29037,13.21,31.1,1.251,59.3,49.81,NARR_F
2001-07-15,2001-07-15,WINTER_STORM,7012,POLY000000188,1,0,831,10752766107.51,1475031833.17,5057235513.74,0,7134795,26074,27.52,163.2,-1.869,76.9,75.17,NARR_E
2001-07-18,2001-07-20,FLOOD,8615,POLY000000189,0,0,932,7402362488.34,513076046.14,4115355499.51,0,4152983,81886,12.53,82.1,-1.232,77.7,73.21,NARR_E
2001-07-21,2001-08-07,SEVERE_STORM,4431,POLY000000190,0,0,394,8052477945.92,786429652.49,1296671549.73,1,4776746,144706,21.7,138.1,4.437,51.5,26.9,NARR_G
2001-07-24,2001-08-13,DROUGHT,7828,POLY000000191,0,0,896,4870157402.88,2133997027.43,2527186967.85,0,9952975,184531,4.81,46.9,3.692,107.3,43.93,NARR_C
2001-07-27,2001-08-14,FLOOD,4422,POLY000000192,3,0,722,3045934878.97,75917388.35,1971285175.39,0,935116,39654,24.96,132.1,-3.562,112.8,9.47,NARR_B
2001-07-30,2001-08-11,TORNADO,9040,POLY000000193,5,0,1144,9425839003.53,1001051392.55,2133156420.93,0,5509848,154306,10.57,128.3,0.412,124.3,2.33,NARR_C
2001-08-02,2001-08-20,WINTER_STORM,3590,POLY000000194,0,0,427,2882329546.25,778066027.9,2266246461.86,1,11880583,86921,24.55,8.7,1.166,126.8,64.55,NARR_E
2001-08-05,2001-08-19,SEVERE_STORM,7076,POLY000000195,0,0,400,3550570819.3,1409860982.96,2612669690.05,0,4376032,163011,23.49,33.7,-4.106,114.3,63.35,NARR_B
2001-08-08,2001-08-09,WINTER_STORM,1853,POLY000000196,0,1,617,3880416226.65,2622215141.29,3005308190.88,0,2119395,81272,22.1,13.4,-0.343,109.5,64.53,NARR_A
2001-08-11,2001-08-18,FLOOD,2353,POLY000000197,1,1,188,5257016081.06,1628895204.21,4236783102.82,0,4068059,197000,11.86,41.3,-3.82,53.4,61.38,NARR_G
2001-08-14,2001-08-17,FLOOD,3833,POLY000000198,0,0,283,5112229150.15,2509586796.21,2507513420.78,0,4954745,20828,5.78,62.8,2.301,60.0,38.59,NARR_A
2001-08-17,2001-09-03,FLOOD,4859,POLY000000199,0,0,555,991438410.99,1353152958.22,195183081.96,0,6166122,218203,0.51,123.8,-4.724,81.0,19.76,NARR_G
2001-08-20,2001-09-03,WILDFIRE,6427,POLY000000200,0,0,87,3218512015.24,2280113232.01,2071348708.27,0,3055727,165200,26.83,0.7,-0.93,107.9,17.61,NARR_D
2001-08-23,2001-09-05,LANDSLIDE,4359,POLY000000201,0,0,327,6655948173.34,1971538948.19,3624198786.22,0,7590768,223553,5.3,158.2,1.254,80.9,20.29,NARR_E
2001-08-26,2001-08-27,WINTER_STORM,7872,POLY000000202,0,0,941,4723604113.91,1099112444.07,2679596012.08,1,7794508,136747,13.91,76.6,1.957,70.4,18.99,NARR_A
2001-08-29,2001-09-16,WILDFIRE,2601,POLY000000203,0,0,203,8081015220.58,2389122189.45,5131032295.99,0,11724357,159616,20.46,20.2,2.032,63.0,7.11,NARR_C
2001-09-01,2001-09-01,FLOOD,1410,POLY000000204,0,0,839,613854215.9,2046120709.47,176842479.33,1,6178597,127831,7.39,85.2,-1.648,121.3,32.5,NARR_G
2001-09-04,2001-09-22,WILDFIRE,9048,POLY000000205,0,0,1122,2577774552.36,1757747695.29,991602544.09,1,7777093,58213,26.75,153.0,-4.7,51.2,65.25,NARR_B
2001-09-07,2001-09-10,LANDSLIDE,8842,POLY000000206,0,0,765,1305354549.72,2199127340.45,284271800.69,0,5760548,40057,10.33,44.8,-4.808,56.7,58.35,NARR_F
2001-09-10,2001-09-28,WILDFIRE,2957,POLY000000207,2,0,922,9167062301.09,1642430385.89,5602588182.48,0,897366,22526,12.84,146.9,-4.497,125.7,72.12,NARR_C
2001-09-13,2001-09-13,DROUGHT,7151,POLY000000208,0,0,670,44440899.98,2971813398.48,22962312.0,0,6679351,99811,17.41,140.2,-0.469,106.3,62.97,NARR_E
2001-09-16,2001-09-28,WILDFIRE,5957,POLY000000209,0,0,585,2293298167.11,39219133.87,1326084592.89,0,3473865,114722,12.6,151.9,4.821,81.2,30.68,NARR_F
2001-09-19,2001-09-22,SEVERE_STORM,1598,POLY000000210,0,0,9,2295663874.79,1473077341.66,782861321.68,0,4771301,181943,19.5,89.7,-4.779,130.7,67.87,NARR_C
2001-09-22,2001-09-24,HURRICANE,8379,POLY000000211,4,1,252,6155152537.13,1281816264.46,2443025128.76,0,2204573,75150,22.74,8.3,0.996,74.3,62.11,NARR_A
2001-09-25,2001-10-09,SEVERE_STORM,1662,POLY000000212,0,0,201,2717879913.38,405666120.43,2157477910.7,1,10222033,249508,26.93,22.9,3.038,76.9,0.46,NARR_D
2001-09-28,2001-10-18,HEAT,5032,POLY000000213,5,0,490,9732674698.59,1104362426.96,2607492019.93,0,11605943,104592,13.53,39.5,4.093,112.9,22.4,NARR_A
2001-10-01,2001-10-02,WINTER_STORM,9347,POLY000000214,0,0,282,5478695163.27,2510588379.19,4115850293.65,1,1024501,232706,13.76,129.2,-0.561,133.8,13.67,NARR_E
2001-10-04,2001-10-14,DROUGHT,6688,POLY000000215,0,0,914,8970429083.76,2646765568.82,6457235607.76,0,11907276,67621,12.02,77.2,3.291,74.8,62.42,NARR_B
2001-10-07,2001-10-09,LANDSLIDE,7253,POLY000000216,0,0,391,1514943227.03,1761918571.0,339007212.81,0,6513556,152656,26.43,103.2,-3.686,102.7,13.35,NARR_C
2001-10-10,2001-10-12,HURRICANE,2436,POLY000000217,0,0,978,2933664731.25,2186702184.64,1085975580.56,1,2401060,48603,2.47,14.8,2.357,54.0,18.31,NARR_D
2001-10-13,2001-10-18,FLOOD,6527,POLY000000218,3,2,1024,5531549851.34,1972718611.6,3788527195.28,1,5279062,157212,6.55,62.6,-4.606,111.8,52.9,NARR_B
2001-10-16,2001-11-02,LANDSLIDE,9741,POLY000000219,0,0,474,9432689165.72,1101072146.44,6814054348.99,1,4054705,16767,2.11,127.9,4.736,114.9,74.91,NARR_A
2001-10-19,2001-10-26,HURRICANE,8281,POLY000000220,0,0,279,9557110452.13,2943002683.41,2465352263.07,0,2223785,25597,4.29,135.6,-4.167,131.1,15.97,NARR_D
2001-10-22,2001-10-26,FLOOD,3508,POLY000000221,0,0,259,9580960534.47,1522164918.63,5409398215.5,0,5797355,209640,4.02,39.1,-4.564,112.6,8.21,NARR_F
2001-10-25,2001-10-31,HEAT,8746,POLY000000222,0,0,383,8142175144.92,2211676203.58,3837926170.99,1,1231224,230175,22.39,4.4,-0.567,100.7,24.3,NARR_C
2001-10-28,2001-11-15,WINTER_STORM,3303,POLY000000223,0,0,380,6808281673.12,1232848722.52,5663791966.92,0,11317522,4071,17.37,43.9,3.343,88.1,66.38,NARR_B
2001-10-31,2001-10-31,HURRICANE,5713,POLY000000224,0,0,128,10309864422.7,930109074.97,5456352274.25,0,4095309,19972,22.75,58.5,-0.91,69.1,63.26,NARR_C
2001-11-03,2001-11-16,TORNADO,2173,POLY000000225,4,0,922,1709227094.69,2303412624.53,1027390885.35,0,570132,105642,3.66,35.1,4.76,53.6,71.84,NARR_F
2001-11-06,2001-11-12,HURRICANE,9046,POLY000000226,0,0,1158,11137486056.13,115243940.74,2304139049.85,0,8933501,167305,21.29,14.9,-4.9,108.1,20.14,NARR_A
2001-11-09,2001-11-17,SEVERE_STORM,1185,POLY000000227,0,0,457,1778463309.41,2356598497.9,1134207682.62,1,623885,5274,27.63,28.1,-4.582,81.7,38.24,NARR_G
2001-11-12,2001-11-24,SEVERE_STORM,9923,POLY000000228,0,0,494,3188935.45,401650354.44,741807.44,0,9403220,26936,16.46,11.5,-4.36,82.9,74.71,NARR_D
2001-11-15,2001-11-28,WINTER_STORM,9753,POLY000000229,0,0,639,8773652940.19,2565623376.82,6159108020.29,0,2642779,87778,23.63,44.5,-0.351,84.9,13.92,NARR_C
2001-11-18,2001-11-25,FLOOD,8907,POLY000000230,0,0,750,556766120.61,2471349928.3,193377054.91,0,4775574,63405,13.78,34.4,-3.525,97.1,60.92,NARR_C
2001-11-21,2001-11-21,WINTER_STORM,3940,POLY000000231,0,0,690,7887741915.34,258019156.42,4325342120.71,0,714220,61551,20.34,85.4,3.93,51.4,28.85,NARR_E
2001-11-24,2001-12-03,HURRICANE,4097,POLY000000232,0,0,1128,10675154070.39,469587063.58,3657992700.71,0,4941903,55860,8.23,27.0,2.716,106.7,55.9,NARR_A
2001-11-27,2001-12-16,TORNADO,5279,POLY000000233,0,0,625,5884977193.45,1078128387.43,1917402325.27,0,11176215,204488,7.39,114.1,-1.265,86.9,13.46,NARR_E
2001-11-30,2001-12-16,SEVERE_STORM,8025,POLY000000234,0,0,370,7438408077.53,2730078313.54,5366528079.0,1,8564209,25317,27.87,115.3,-4.024,116.3,7.33,NARR_C
2001-12-03,2001-12-22,SEVERE_STORM,9259,POLY000000235,5,0,386,7396951229.43,360412240.93,5188652206.78,0,493711,202846,25.99,155.9,2.67,93.1,38.45,NARR_C
2001-12-06,2001-12-22,FLOOD,2380,POLY000000236,1,0,461,10551103924.37,1320606500.33,8119307013.9,1,1782128,64339,26.3,99.2,4.108,97.6,56.09,NARR_E
2001-12-09,2001-12-20,WILDFIRE,3243,POLY000000237,0,0,926,5512355996.78,2065913754.78,1336175300.07,0,6875711,18716,21.53,91.2,-2.137,105.3,31.45,NARR_A
2001-12-12,2001-12-19,SEVERE_STORM,1756,POLY000000238,0,2,555,1917885522.27,2972933833.09,1348867366.41,0,1403050,137248,22.46,66.3,0.89,52.6,2.25,NARR_A
2001-12-15,2002-01-02,SEVERE_STORM,1961,POLY000000239,0,0,693,9804692356.34,2881524348.51,5458997453.11,0,9030891,55591,17.26,99.7,3.458,112.7,51.31,NARR_C
2001-12-18,2001-12-23,LANDSLIDE,6414,POLY000000240,0,0,725,4106477902.52,2062366468.74,1579676967.81,0,1550162,175454,12.03,64.7,0.669,134.6,0.66,NARR_C
2001-12-21,2001-12-21,WILDFIRE,4275,POLY000000241,0,0,15,4859697284.66,2462282571.0,2819643968.94,1,9378639,201947,16.86,64.0,-2.154,114.4,29.28,NARR_D
2001-12-24,2001-12-31,WILDFIRE,9389,POLY000000242,0,0,353,3724392208.06,17649737.57,2931722851.51,0,5507365,192431,6.05,28.4,2.677,134.6,52.63,NARR_D
2001-12-27,2002-01-11,HURRICANE,5977,POLY000000243,0,0,676,5788538649.97,1450088204.16,3010517250.41,0,7699354,217856,4.21,136.5,1.606,113.8,58.41,NARR_F
2001-12-30,2002-01-15,LANDSLIDE,5560,POLY000000244,0,0,189,7385193191.53,659024457.39,1202949906.12,1,8301469,248593,6.39,31.8,-1.267,57.2,70.31,NARR_B
2002-01-02,2002-01-22,WILDFIRE,6485,POLY000000245,0,0,170,5347903889.94,2850090838.29,2821612835.9,0,7434218,243585,24.36,39.3,-3.02,124.0,13.03,NARR_D
2002-01-05,2002-01-20,WINTER_STORM,2112,POLY000000246,2,1,73,7790463634.54,1399908561.97,4774755913.37,1,6099158,192200,22.88,81.4,3.787,63.3,51.73,NARR_E
2002-01-08,2002-01-24,SEVERE_STORM,2221,POLY000000247,2,2,257,5766377563.61,649692050.85,1148721516.39,1,6757946,29008,11.71,107.8,-3.891,128.0,22.77,NARR_D
2002-01-11,2002-01-11,WILDFIRE,9985,POLY000000248,0,0,1034,4142429359.35,1406328272.54,3052872037.24,0,1352573,223844,23.47,129.2,1.66,123.9,24.39,NARR_C
2002-01-14,2002-01-25,HURRICANE,4161,POLY000000249,2,0,864,1716827530.8,238220777.64,1405271756.81,0,5953353,108659,27.98,85.4,-0.935,117.6,0.83,NARR_D
2002-01-17,2002-01-28,LANDSLIDE,9145,POLY000000250,9,0,652,1212586635.38,983799130.07,914122786.76,1,4539949,161023,23.18,56.1,0.816,98.6,9.22,NARR_G
2002-01-20,2002-01-22,LANDSLIDE,7548,POLY000000251,0,0,895,9343890373.87,428434472.84,7721380797.42,0,1944435,35550,7.78,113.9,-4.306,92.3,50.89,NARR_F
2002-01-23,2002-02-07,WINTER_STORM,2520,POLY000000252,0,1,1035,3330869007.25,10903420.3,932151547.68,0,5958236,183510,25.02,3.0,0.177,55.0,23.2,NARR_E
2002-01-26,2002-02-02,WINTER_STORM,2967,POLY000000253,1,1,885,84985325.75,1819904290.08,62490968.7,0,1642011,132899,22.53,137.2,-3.787,97.3,51.69,NARR_G
2002-01-29,2002-02-15,WILDFIRE,2367,POLY000000254,0,0,889,1244503085.89,1666711004.98,420807559.34,1,2513311,185100,12.23,8.6,4.208,119.4,29.94,NARR_F
2002-02-01,2002-02-09,TORNADO,3954,POLY000000255,2,0,371,10172569765.0,693292547.53,8556563324.16,1,1100334,87703,13.57,99.4,0.935,76.1,17.53,NARR_E
2002-02-04,2002-02-04,HEAT,2881,POLY000000256,0,0,887,4456065327.36,2953852658.62,3526697579.13,0,5571502,61298,5.07,4.7,-3.475,133.9,35.18,NARR_E
2002-02-07,2002-02-15,WINTER_STORM,9180,POLY000000257,0,0,69,1393726821.41,2489908931.5,258007218.8,0,9930059,104283,8.65,65.2,0.101,65.6,29.77,NARR_F
2002-02-10,2002-02-22,HURRICANE,7463,POLY000000258,0,0,206,7068266709.07,828277253.62,4507249897.26,1,1522487,135461,19.65,29.2,-0.607,70.3,50.79,NARR_A
2002-02-13,2002-02-17,SEVERE_STORM,2653,POLY000000259,4,0,1040,9914675778.37,1009587808.45,6173323242.28,0,7748941,163701,22.8,103.1,-1.868,119.6,2.64,NARR_G
2002-02-16,2002-03-01,WINTER_STORM,1092,POLY000000260,0,0,655,2226048904.28,1881232371.55,1440972692.72,0,863285,93612,25.53,161.0,0.646,98.6,75.18,NARR_B
2002-02-19,2002-02-20,FLOOD,9678,POLY000000261,1,2,66,952071044.81,1611945386.57,676015677.55,0,6268623,94590,3.48,70.4,3.894,73.0,18.94,NARR_D
2002-02-22,2002-03-12,WINTER_STORM,7388,POLY000000262,1,0,540,1001028577.73,1358656632.49,589989078.25,1,5791827,12153,23.76,74.5,3.502,54.4,18.16,NARR_E
2002-02-25,2002-03-05,WINTER_STORM,5444,POLY000000263,0,0,677,3524942878.95,1958914851.43,1515747672.67,0,7801738,225838,6.21,35.2,3.064,103.2,76.63,NARR_B
2002-02-28,2002-03-02,LANDSLIDE,8500,POLY000000264,5,0,1127,11379844287.58,583641266.56,2793336466.55,1,665456,145449,18.73,41.5,1.609,129.0,14.39,NARR_C
2002-03-03,2002-03-05,TORNADO,6546,POLY000000265,0,0,8,10541449402.56,167954559.74,5306574217.01,0,9482531,6003,25.14,98.2,1.407,68.5,73.13,NARR_C
2002-03-06,2002-03-22,WILDFIRE,7510,POLY000000266,7,0,890,4182794052.76,875960974.8,813794615.95,0,10158938,14117,14.8,147.0,-4.997,54.9,48.3,NARR_A
2002-03-09,2002-03-21,HURRICANE,2936,POLY000000267,0,1,386,10722782271.8,2560298824.78,7560645013.5,1,10427108,93126,0.41,8.4,4.021,123.7,4.86,NARR_C
2002-03-12,2002-03-27,TORNADO,7031,POLY000000268,0,0,1185,989921381.48,360418428.58,794663641.09,0,7505079,2993,2.84,117.9,1.718,70.9,64.66,NARR_G
2002-03-15,2002-03-15,FLOOD,4726,POLY000000269,0,0,497,840085769.48,1716175249.46,642168488.79,0,2832974,39916,3.47,59.3,3.117,122.2,27.27,NARR_F
2002-03-18,2002-03-19,LANDSLIDE,9923,POLY000000270,0,2,577,8102139691.48,2909642262.9,5814294486.9,0,5299963,62186,8.93,94.8,2.363,97.1,54.84,NARR_F
2002-03-21,2002-03-26,DROUGHT,4571,POLY000000271,0,0,195,10995758001.69,662306194.61,8302826496.97,0,10598211,112162,24.32,29.9,4.106,59.6,8.05,NARR_G
2002-03-24,2002-04-02,WILDFIRE,5721,POLY000000272,0,0,1132,3720870527.95,698782368.87,3129644933.14,0,10645522,50367,5.37,3.2,-2.526,59.8,58.4,NARR_C
2002-03-27,2002-04-03,LANDSLIDE,2853,POLY000000273,2,0,339,1174724354.27,2103766306.29,581131436.39,0,1294671,234382,27.08,21.9,-0.626,77.9,38.3,NARR_B
2002-03-30,2002-04-13,DROUGHT,8123,POLY000000274,0,0,887,3097168670.87,2229644722.25,1964102398.19,0,4617326,130454,9.9,99.2,2.853,95.0,63.92,NARR_C
2002-04-02,2002-04-12,WINTER_STORM,4784,POLY000000275,0,0,835,9342863258.58,580451731.31,7838440453.58,1,10246930,31966,5.37,55.3,-3.407,62.0,57.49,NARR_B
2002-04-05,2002-04-14,SEVERE_STORM,5497,POLY000000276,0,0,70,10082157212.0,2944143580.12,5142729530.52,0,11382334,212828,24.5,33.5,2.722,93.1,44.9,NARR_B
2002-04-08,2002-04-09,LANDSLIDE,3607,POLY000000277,0,0,664,10457460908.25,2062264721.26,2276261772.31,0,8774471,229680,18.41,94.2,-1.635,100.1,43.66,NARR_E
2002-04-11,2002-04-17,WILDFIRE,5171,POLY000000278,0,0,156,2095180124.44,1519702629.99,633552847.0,0,1540945,107370,15.04,157.6,1.715,55.8,42.34,NARR_G
2002-04-14,2002-04-14,WILDFIRE,7093,POLY000000279,0,1,396,10550721386.69,787997043.86,7901720655.44,0,1263030,63609,23.93,88.4,1.819,108.5,22.44,NARR_A
2002-04-17,2002-04-28,FLOOD,9054,POLY000000280,0,0,331,954792084.53,2112248609.63,343266628.89,1,10095759,4930,15.82,15.5,-2.689,99.1,46.77,NARR_E
2002-04-20,2002-05-05,WINTER_STORM,1417,POLY000000281,2,2,198,5276565163.77,1394073644.49,3088247264.82,0,1051232,22579,7.6,34.7,0.986,106.8,70.48,NARR_D
2002-04-23,2002-04-23,HURRICANE,2786,POLY000000282,0,0,75,11439818049.69,1752334402.12,4798265736.75,0,8624374,164515,17.79,122.9,1.606,104.7,15.06,NARR_B
2002-04-26,2002-05-09,FLOOD,7694,POLY000000283,0,0,1024,4636166919.46,744780957.69,889075975.78,0,4177104,145812,12.87,102.9,1.738,82.3,74.01,NARR_B
2002-04-29,2002-05-11,HEAT,2041,POLY000000284,0,0,749,8701926515.41,319064552.35,4835878150.72,0,11997158,123243,23.55,5.4,-2.955,75.1,46.44,NARR_E
2002-05-02,2002-05-20,HURRICANE,7302,POLY000000285,0,0,546,5153874931.53,1945790083.79,4033928658.66,0,6731632,39777,4.23,117.8,-1.663,65.2,8.62,NARR_G
2002-05-05,2002-05-15,WINTER_STORM,1561,POLY000000286,2,0,615,10611263009.32,1248523115.79,7101290237.79,1,6546133,67591,7.85,77.8,0.002,81.7,24.78,NARR_F
2002-05-08,2002-05-15,HEAT,6413,POLY000000287,0,0,114,8235059646.29,640836036.81,5799523399.09,0,9573146,22092,4.84,48.4,-4.2,116.6,0.14,NARR_B
2002-05-11,2002-05-25,HURRICANE,2754,POLY000000288,1,0,734,7322256501.79,1839957667.48,5037603925.11,0,1381738,110120,27.19,141.4,-1.159,119.5,64.17,NARR_D
2002-05-14,2002-05-28,DROUGHT,5411,POLY000000289,0,0,1018,8132176138.44,1753850627.12,1415491374.97,0,10601755,82147,9.99,71.4,-4.3,105.7,51.21,NARR_A
