edu_erasmus_project_year,edu_erasmus_programme_period_code,edu_erasmus_participant_id_hash,edu_erasmus_home_country_iso2,edu_erasmus_host_country_iso2,edu_erasmus_home_institution_id,edu_erasmus_host_institution_id,edu_erasmus_mobility_type_code,edu_erasmus_duration_days,edu_erasmus_grant_amount_eur,edu_erasmus_inclusion_support_flag,edu_erasmus_green_travel_flag,edu_erasmus_virtual_component_flag,edu_erasmus_recognition_ects_flag,edu_erasmus_language_preparation_flag,edu_erasmus_student_satisfaction_score,edu_erasmus_employability_outcome_flag,edu_erasmus_data_source,edu_erasmus_last_update_date,edu_erasmus_data_extract_date
2022,2021_2027,359dcb4903825f4509573a,BG,EE,HEI_BG_0580,HEI_EE_1044,STAFF_TRAINING,113,1646.13,0,0,0,0,0,4.51,1,INSTITUTION_REPORTING,2014-03-29,2025-10-20
2023,2021_2027,2fe6dfd873327aec00f395,FR,MT,HEI_FR_0585,HEI_MT_1053,STAFF_TEACHING,31,789.5,1,0,0,1,0,3.26,1,ERASMUS_DASHBOARD,2014-04-21,2026-01-26
2024,2021_2027,af78400285335b7f9d5699,LT,BG,HEI_LT_0590,HEI_BG_1062,BLENDED_INTENSIVE,180,4400.94,0,1,0,1,1,4.44,1,NATIONAL_AGENCY_EXPORT,2014-05-14,2026-02-05
2025,2021_2027,3ec247e66800f01b73e77d,SK,IE,HEI_SK_0595,HEI_IE_1071,TRAINEESHIP,43,1245.38,0,0,0,1,0,3.31,1,INSTITUTION_REPORTING,2014-06-06,2024-05-07
2006,2014_2020,04f1667eb0709ad0bccd5f,HR,SI,HEI_HR_0600,HEI_SI_1080,STUDY,27,861.43,0,0,0,1,1,4.91,0,ERASMUS_DASHBOARD,2014-06-29,2024-05-14
2007,2014_2020,c55c6f2c303d54bb722dfd,DE,FI,HEI_DE_0605,HEI_FI_1089,YOUTH_EXCHANGE,160,4717.21,1,0,0,0,0,3.28,1,NATIONAL_AGENCY_EXPORT,2014-07-22,2025-10-03
2008,2014_2020,fcfe576a90fd8f22b09771,LU,NL,HEI_LU_0610,HEI_NL_1098,STAFF_TRAINING,193,5553.24,0,0,0,0,1,3.82,1,INSTITUTION_REPORTING,2014-08-14,2025-10-16
2009,2014_2020,abb127e70de4ba7f2843c8,SI,HR,HEI_SI_0615,HEI_HR_1107,STAFF_TEACHING,92,1163.23,0,0,0,0,0,3.67,0,ERASMUS_DASHBOARD,2014-09-06,2024-12-23
2010,2014_2020,757773269a4b7d53c630e8,CY,IT,HEI_CY_0620,HEI_IT_1116,BLENDED_INTENSIVE,42,831.67,1,0,0,1,1,3.37,0,NATIONAL_AGENCY_EXPORT,2014-09-29,2025-04-08
2011,2014_2020,d276c55b4934be5b74b0a9,GR,ES,HEI_GR_0625,HEI_ES_1125,TRAINEESHIP,75,2531.75,1,0,0,0,1,4.87,1,INSTITUTION_REPORTING,2014-10-22,2024-08-20
2012,2014_2020,570abfff8d244ca232dc36,MT,FR,HEI_MT_0630,HEI_FR_1134,STUDY,124,4300.73,1,0,0,1,1,4.64,1,ERASMUS_DASHBOARD,2014-11-14,2024-02-25
2013,2014_2020,6bed6cb5029d9712a3b415,ES,PL,HEI_ES_0635,HEI_PL_1143,YOUTH_EXCHANGE,116,1621.14,0,0,0,0,1,4.36,1,NATIONAL_AGENCY_EXPORT,2014-12-07,2025-03-08
2014,2014_2020,dd81ee1b909a14249fb388,CZ,CY,HEI_CZ_0640,HEI_CY_1152,STAFF_TRAINING,115,1172.23,0,0,0,0,0,3.43,1,INSTITUTION_REPORTING,2014-12-30,2025-11-15
2015,2014_2020,77ed9fc8dd0b3e90b13011,HU,LV,HEI_HU_0645,HEI_LV_1161,STAFF_TEACHING,37,1157.81,0,0,0,0,0,4.6,1,ERASMUS_DASHBOARD,2015-01-22,2026-01-19
2016,2014_2020,2430b5f12efc50bc32552e,NL,SE,HEI_NL_0650,HEI_SE_1170,BLENDED_INTENSIVE,165,7206.55,0,0,0,1,0,3.33,1,NATIONAL_AGENCY_EXPORT,2015-02-14,2024-01-24
2017,2014_2020,35dbceafeecad7928a8944,SE,DE,HEI_SE_0655,HEI_DE_1179,TRAINEESHIP,220,5381.97,0,0,0,0,0,4.04,1,INSTITUTION_REPORTING,2015-03-09,2024-08-18
2018,2014_2020,0f5f6c9a2c0cfcd2417a0f,DK,PT,HEI_DK_0660,HEI_PT_1188,STUDY,366,7607.79,0,1,0,1,1,4.01,1,ERASMUS_DASHBOARD,2015-04-01,2025-08-18
2019,2014_2020,4ef7b5fae8c66c19982ccf,IE,CZ,HEI_IE_0665,HEI_CZ_1197,YOUTH_EXCHANGE,19,485.35,1,0,0,0,1,3.27,1,NATIONAL_AGENCY_EXPORT,2015-04-24,2025-02-13
2020,2014_2020,ba9d10d1ae7fae7d7d86a0,PL,LT,HEI_PL_0670,HEI_LT_1206,STAFF_TRAINING,107,1887.19,1,0,1,0,1,3.68,0,INSTITUTION_REPORTING,2015-05-17,2025-04-17
2021,2021_2027,f2d26ff2c96c09c02f3843,AT,AT,HEI_AT_0675,HEI_AT_1215,STAFF_TEACHING,107,2310.0,0,0,1,0,0,3.56,1,ERASMUS_DASHBOARD,2015-06-09,2024-07-24
2022,2021_2027,5a142add990cad6ea265f6,EE,GR,HEI_EE_0680,HEI_GR_1224,BLENDED_INTENSIVE,169,1664.06,0,1,0,1,0,3.82,0,NATIONAL_AGENCY_EXPORT,2015-07-02,2025-06-28
2023,2021_2027,63886e7a6b63486ec69ddd,IT,RO,HEI_IT_0685,HEI_RO_1233,TRAINEESHIP,193,4466.75,0,1,1,0,1,5.0,1,INSTITUTION_REPORTING,2015-07-25,2025-10-29
2024,2021_2027,4a20b3bd2e89dc3f5b7dd0,PT,DK,HEI_PT_0690,HEI_DK_1242,STUDY,36,454.2,0,1,0,0,1,3.29,0,ERASMUS_DASHBOARD,2015-08-17,2025-05-17
2025,2021_2027,eececc1b6e3fe95879e2f6,BE,LU,HEI_BE_0695,HEI_LU_1251,YOUTH_EXCHANGE,103,2564.38,1,0,0,0,0,3.64,1,NATIONAL_AGENCY_EXPORT,2015-09-09,2025-07-25
2006,2014_2020,3da561b4c83174acad8cbc,FI,BE,HEI_FI_0700,HEI_BE_1260,STAFF_TRAINING,64,1441.85,0,0,0,0,1,4.45,1,INSTITUTION_REPORTING,2015-10-02,2024-02-22
2007,2014_2020,d2d0ca3ec1d045bd116837,LV,HU,HEI_LV_0705,HEI_HU_1269,STAFF_TEACHING,134,2263.19,0,0,0,0,0,4.78,1,ERASMUS_DASHBOARD,2015-10-25,2025-05-28
2008,2014_2020,b2c8fe537b0ca13cf0a12f,RO,SK,HEI_RO_0710,HEI_SK_1278,BLENDED_INTENSIVE,65,1791.6,0,0,0,1,1,4.87,1,NATIONAL_AGENCY_EXPORT,2015-11-17,2026-02-14
2009,2014_2020,f07a8a9bd8d445b8bc2e34,BG,EE,HEI_BG_0715,HEI_EE_1287,TRAINEESHIP,267,8721.61,1,0,0,0,1,4.78,0,INSTITUTION_REPORTING,2015-12-10,2025-04-24
2010,2014_2020,d8d81e85d1d06c955e3e03,FR,MT,HEI_FR_0720,HEI_MT_1296,STUDY,377,5885.23,0,0,0,1,0,3.36,1,ERASMUS_DASHBOARD,2016-01-02,2025-09-20
2011,2014_2020,51d5d098dc418eb60457ca,LT,BG,HEI_LT_0725,HEI_BG_1305,YOUTH_EXCHANGE,104,2174.55,0,0,0,0,0,4.59,1,NATIONAL_AGENCY_EXPORT,2016-01-25,2025-01-10
2012,2014_2020,eeb7a8f99dbd4b0339c598,SK,IE,HEI_SK_0730,HEI_IE_1314,STAFF_TRAINING,137,2483.5,0,0,0,0,1,5.0,1,INSTITUTION_REPORTING,2016-02-17,2024-12-16
2013,2014_2020,1e8af9d4984ef17a38f3dc,HR,SI,HEI_HR_0735,HEI_SI_1323,STAFF_TEACHING,48,437.43,1,0,0,0,0,4.22,0,ERASMUS_DASHBOARD,2016-03-11,2024-10-10
2014,2014_2020,0b83de7648bf19a94686db,DE,FI,HEI_DE_0740,HEI_FI_1332,BLENDED_INTENSIVE,33,422.19,0,0,0,1,1,5.0,0,NATIONAL_AGENCY_EXPORT,2016-04-03,2024-01-12
2015,2014_2020,52d67c171ddfb79eb9c5e7,LU,NL,HEI_LU_0745,HEI_NL_1341,TRAINEESHIP,174,3477.7,0,0,1,0,0,4.48,1,INSTITUTION_REPORTING,2016-04-26,2024-11-11
2016,2014_2020,83692dd0fb9280744f5f18,SI,HR,HEI_SI_0750,HEI_HR_1350,STUDY,77,1477.54,0,0,0,1,0,4.56,0,ERASMUS_DASHBOARD,2016-05-19,2025-06-15
2017,2014_2020,c86357adfc00ff5ec87915,CY,IT,HEI_CY_0755,HEI_IT_1359,YOUTH_EXCHANGE,50,558.44,0,0,1,0,0,3.44,0,NATIONAL_AGENCY_EXPORT,2016-06-11,2024-11-01
2018,2014_2020,cd598de1ff2126aa8f80d9,GR,ES,HEI_GR_0760,HEI_ES_1368,STAFF_TRAINING,82,2634.55,0,0,0,0,0,3.63,0,INSTITUTION_REPORTING,2016-07-04,2024-02-18
2019,2014_2020,b7ec0a1f4b4da8635b8de8,MT,FR,HEI_MT_0765,HEI_FR_1377,STAFF_TEACHING,8,184.24,0,0,0,0,0,4.58,1,ERASMUS_DASHBOARD,2016-07-27,2025-07-16
2020,2014_2020,569a80fbd52b7dfbee1a67,ES,PL,HEI_ES_0770,HEI_PL_1386,BLENDED_INTENSIVE,187,6484.18,0,0,1,1,1,3.77,0,NATIONAL_AGENCY_EXPORT,2016-08-19,2024-05-22
2021,2021_2027,b5ea6dc9b6017662bad46a,CZ,CY,HEI_CZ_0775,HEI_CY_1395,TRAINEESHIP,334,6552.51,0,1,0,1,0,3.7,1,INSTITUTION_REPORTING,2016-09-11,2026-01-18
2022,2021_2027,fc6019cf68acb577f0a5e7,HU,LV,HEI_HU_0780,HEI_LV_1404,STUDY,274,7303.5,0,0,0,1,0,3.38,0,ERASMUS_DASHBOARD,2016-10-04,2024-02-28
2023,2021_2027,3382d3c10907a008e2aba1,NL,SE,HEI_NL_0785,HEI_SE_1413,YOUTH_EXCHANGE,174,2353.95,0,1,0,0,0,3.19,0,NATIONAL_AGENCY_EXPORT,2016-10-27,2024-10-18
2024,2021_2027,2ecf37dca8d0882c9381bb,SE,DE,HEI_SE_0790,HEI_DE_1422,STAFF_TRAINING,144,4910.66,0,1,0,0,1,4.34,0,INSTITUTION_REPORTING,2016-11-19,2024-05-03
2025,2021_2027,6611e2b236f3d992945480,DK,PT,HEI_DK_0795,HEI_PT_1431,STAFF_TEACHING,99,2904.55,0,0,0,0,0,3.22,1,ERASMUS_DASHBOARD,2016-12-12,2025-03-07
2006,2014_2020,3e613321db5c3317e99c93,IE,CZ,HEI_IE_0800,HEI_CZ_1440,BLENDED_INTENSIVE,28,356.16,0,0,0,1,0,4.67,0,NATIONAL_AGENCY_EXPORT,2017-01-04,2025-01-10
2007,2014_2020,400a2eff5ab3a0626a958a,PL,LT,HEI_PL_0805,HEI_LT_1449,TRAINEESHIP,74,1302.38,0,0,1,0,0,4.73,1,INSTITUTION_REPORTING,2017-01-27,2025-07-06
2008,2014_2020,43bdcc05973ebc496e07f1,AT,AT,HEI_AT_0810,HEI_AT_1458,STUDY,119,4183.18,1,0,0,1,1,4.36,1,ERASMUS_DASHBOARD,2017-02-19,2024-06-30
2009,2014_2020,857f462d95701b4928463c,EE,GR,HEI_EE_0815,HEI_GR_1467,YOUTH_EXCHANGE,158,3049.01,0,0,1,0,0,4.13,1,NATIONAL_AGENCY_EXPORT,2017-03-14,2024-01-26
2010,2014_2020,d7dde77b9e3b8f985884fc,IT,RO,HEI_IT_0820,HEI_RO_1476,STAFF_TRAINING,61,2084.04,1,0,0,1,1,3.77,0,INSTITUTION_REPORTING,2017-04-06,2025-02-06
2011,2014_2020,ef09d6261e4f901960e575,PT,DK,HEI_PT_0825,HEI_DK_1485,STAFF_TEACHING,136,2819.47,1,0,0,0,1,4.22,1,ERASMUS_DASHBOARD,2017-04-29,2024-10-14
2012,2014_2020,184d8d75c5aa6143196130,BE,LU,HEI_BE_0830,HEI_LU_1494,BLENDED_INTENSIVE,116,3599.14,0,0,0,1,1,3.66,1,NATIONAL_AGENCY_EXPORT,2017-05-22,2025-01-25
2013,2014_2020,7e6dd0d029e7474533409c,FI,BE,HEI_FI_0835,HEI_BE_1503,TRAINEESHIP,257,3854.52,0,0,0,0,0,3.2,1,INSTITUTION_REPORTING,2017-06-14,2025-12-05
2014,2014_2020,57523057162af516b4d032,LV,HU,HEI_LV_0840,HEI_HU_1512,STUDY,274,9282.25,1,0,0,1,1,4.89,1,ERASMUS_DASHBOARD,2017-07-07,2025-08-26
2015,2014_2020,b3ef721776fb298d8a4bc8,RO,SK,HEI_RO_0845,HEI_SK_1521,YOUTH_EXCHANGE,86,2552.09,0,0,0,0,0,3.25,1,NATIONAL_AGENCY_EXPORT,2017-07-30,2024-03-18
2016,2014_2020,f3876523f569939312e931,BG,EE,HEI_BG_0850,HEI_EE_1530,STAFF_TRAINING,172,4688.77,0,1,1,0,1,3.97,1,INSTITUTION_REPORTING,2017-08-22,2025-04-03
2017,2014_2020,c6892f659e134cd690f1a3,FR,MT,HEI_FR_0855,HEI_MT_1539,STAFF_TEACHING,130,2544.16,0,0,0,0,1,3.81,1,ERASMUS_DASHBOARD,2017-09-14,2024-07-03
2018,2014_2020,e745a8095229a09c61ffb4,LT,BG,HEI_LT_0860,HEI_BG_1548,BLENDED_INTENSIVE,193,4097.32,0,0,0,1,1,4.98,0,NATIONAL_AGENCY_EXPORT,2017-10-07,2024-04-03
2019,2014_2020,236ed9442a9923bda13f46,SK,IE,HEI_SK_0865,HEI_IE_1557,TRAINEESHIP,332,9679.15,1,0,1,0,1,4.53,1,INSTITUTION_REPORTING,2017-10-30,2024-07-16
2020,2014_2020,0fc9c7e9e8e4eccf6f1020,HR,SI,HEI_HR_0870,HEI_SI_1566,STUDY,208,3532.31,0,0,1,1,0,3.2,1,ERASMUS_DASHBOARD,2017-11-22,2025-05-11
2021,2021_2027,bd1eceb7ea74fd42cb6339,DE,FI,HEI_DE_0875,HEI_FI_1575,YOUTH_EXCHANGE,61,1062.9,0,0,1,0,0,4.35,1,NATIONAL_AGENCY_EXPORT,2017-12-15,2025-07-27
2022,2021_2027,833539cb7584caf83117ec,LU,NL,HEI_LU_0880,HEI_NL_1584,STAFF_TRAINING,113,4456.18,0,0,0,0,0,3.53,1,INSTITUTION_REPORTING,2018-01-07,2024-04-30
2023,2021_2027,f848bcd74fe45f259a9356,SI,HR,HEI_SI_0885,HEI_HR_1593,STAFF_TEACHING,52,1715.1,0,1,0,1,1,4.27,1,ERASMUS_DASHBOARD,2018-01-30,2024-12-10
2024,2021_2027,a9fc352d8d7abfc6f0ced4,CY,IT,HEI_CY_0890,HEI_IT_1602,BLENDED_INTENSIVE,93,1893.08,0,0,0,1,0,4.61,0,NATIONAL_AGENCY_EXPORT,2018-02-22,2024-06-16
2025,2021_2027,f6b8da3721a13456dbdb3f,GR,ES,HEI_GR_0895,HEI_ES_1611,TRAINEESHIP,155,2208.71,0,0,0,0,0,4.15,1,INSTITUTION_REPORTING,2018-03-17,2024-04-16
2006,2014_2020,d7a8488108a53a9a62b0b7,MT,FR,HEI_MT_0900,HEI_FR_1620,STUDY,37,818.55,0,0,0,1,0,4.78,0,ERASMUS_DASHBOARD,2018-04-09,2025-04-10
2007,2014_2020,61375a18627ebca7328847,ES,PL,HEI_ES_0905,HEI_PL_1629,YOUTH_EXCHANGE,92,1929.28,0,0,0,0,0,4.45,1,NATIONAL_AGENCY_EXPORT,2018-05-02,2025-09-24
2008,2014_2020,11067a63069f30944666d7,CZ,CY,HEI_CZ_0910,HEI_CY_1638,STAFF_TRAINING,153,3452.76,0,0,0,0,1,4.34,1,INSTITUTION_REPORTING,2018-05-25,2025-05-17
2009,2014_2020,f3c96e898e266f50f5c579,HU,LV,HEI_HU_0915,HEI_LV_1647,STAFF_TEACHING,172,2247.6,1,0,0,0,0,4.28,0,ERASMUS_DASHBOARD,2018-06-17,2026-02-09
2010,2014_2020,d2c41e7f8a8017d5349349,NL,SE,HEI_NL_0920,HEI_SE_1656,BLENDED_INTENSIVE,167,6463.65,1,0,0,0,1,4.94,1,NATIONAL_AGENCY_EXPORT,2018-07-10,2024-09-05
2011,2014_2020,aa77289d443db48bd5e056,SE,DE,HEI_SE_0925,HEI_DE_1665,TRAINEESHIP,86,1265.81,0,0,0,0,0,4.47,1,INSTITUTION_REPORTING,2018-08-02,2025-02-15
2012,2014_2020,214fb9744a8fa18c69b79d,DK,PT,HEI_DK_0930,HEI_PT_1674,STUDY,199,4725.27,1,0,1,1,0,4.63,0,ERASMUS_DASHBOARD,2018-08-25,2025-01-29
2013,2014_2020,23feb3ac78b5ec9aa69b07,IE,CZ,HEI_IE_0935,HEI_CZ_1683,YOUTH_EXCHANGE,70,2278.36,1,0,0,0,0,4.54,1,NATIONAL_AGENCY_EXPORT,2018-09-17,2024-07-27
2014,2014_2020,e1b3e73e4e86b3bdc107b0,PL,LT,HEI_PL_0940,HEI_LT_1692,STAFF_TRAINING,149,4066.53,0,0,0,1,0,3.93,0,INSTITUTION_REPORTING,2018-10-10,2024-10-23
2015,2014_2020,23ba98bda6bda24bf0c9f1,AT,AT,HEI_AT_0945,HEI_AT_1701,STAFF_TEACHING,173,5469.22,0,1,0,0,1,3.29,0,ERASMUS_DASHBOARD,2018-11-02,2025-07-10
2016,2014_2020,df09e69e682ac6268ef249,EE,GR,HEI_EE_0950,HEI_GR_1710,BLENDED_INTENSIVE,60,915.7,0,0,0,1,1,4.82,1,NATIONAL_AGENCY_EXPORT,2018-11-25,2024-09-02
2017,2014_2020,0b63e30405299e516368f7,IT,RO,HEI_IT_0955,HEI_RO_1719,TRAINEESHIP,247,8510.21,0,0,0,0,1,4.15,1,INSTITUTION_REPORTING,2018-12-18,2025-10-28
2018,2014_2020,73be213bbb864c1045765c,PT,DK,HEI_PT_0960,HEI_DK_1728,STUDY,306,4015.02,0,0,0,1,1,5.0,0,ERASMUS_DASHBOARD,2019-01-10,2025-04-11
2019,2014_2020,e4ead8844936a13f18c9a7,BE,LU,HEI_BE_0965,HEI_LU_1737,YOUTH_EXCHANGE,85,2305.13,0,0,0,0,0,4.48,1,NATIONAL_AGENCY_EXPORT,2019-02-02,2024-09-28
2020,2014_2020,ae8b84dd7c269df1fa53de,FI,BE,HEI_FI_0970,HEI_BE_1746,STAFF_TRAINING,187,5054.22,1,0,1,1,1,3.61,0,INSTITUTION_REPORTING,2019-02-25,2026-02-02
2021,2021_2027,7dbfa122206e2249c58c1d,LV,HU,HEI_LV_0975,HEI_HU_1755,STAFF_TEACHING,58,1416.0,0,0,0,0,1,4.25,1,ERASMUS_DASHBOARD,2019-03-20,2025-06-20
2022,2021_2027,1f812d6b558cd5c13937c9,RO,SK,HEI_RO_0980,HEI_SK_1764,BLENDED_INTENSIVE,117,2602.96,0,0,0,1,0,3.57,1,NATIONAL_AGENCY_EXPORT,2019-04-12,2024-01-31
2023,2021_2027,a9d1052392adfbbc312780,BG,EE,HEI_BG_0985,HEI_EE_1773,TRAINEESHIP,132,3054.12,1,1,0,0,1,3.87,1,INSTITUTION_REPORTING,2019-05-05,2024-05-18
2024,2021_2027,b31a53cd0dcde884184e98,FR,MT,HEI_FR_0990,HEI_MT_1782,STUDY,363,11812.7,0,0,0,1,1,4.84,1,ERASMUS_DASHBOARD,2019-05-28,2025-08-17
2025,2021_2027,0ba897b76957790d9d672c,LT,BG,HEI_LT_0995,HEI_BG_1791,YOUTH_EXCHANGE,25,493.92,0,0,0,0,1,4.92,0,NATIONAL_AGENCY_EXPORT,2019-06-20,2026-01-08
2006,2014_2020,cd51ccf92e858487e2acad,SK,IE,HEI_SK_1000,HEI_IE_1800,STAFF_TRAINING,54,1716.93,0,0,0,1,1,4.95,1,INSTITUTION_REPORTING,2019-07-13,2025-07-22
2007,2014_2020,dc732f7d8e347b36a36c2b,HR,SI,HEI_HR_1005,HEI_SI_1809,STAFF_TEACHING,30,872.74,1,0,0,1,0,4.51,1,ERASMUS_DASHBOARD,2019-08-05,2024-01-28
2008,2014_2020,895d1658e2234a03ca2d52,DE,FI,HEI_DE_1010,HEI_FI_1818,BLENDED_INTENSIVE,43,1180.9,0,0,1,1,0,4.32,0,NATIONAL_AGENCY_EXPORT,2019-08-28,2024-09-29
2009,2014_2020,c552a86368815bf88935f1,LU,NL,HEI_LU_1015,HEI_NL_1827,TRAINEESHIP,148,5251.32,0,0,0,0,0,4.26,1,INSTITUTION_REPORTING,2019-09-20,2025-06-28
2010,2014_2020,d781fe50d971b93a808786,SI,HR,HEI_SI_1020,HEI_HR_1836,STUDY,271,9488.52,1,0,0,1,1,3.73,1,ERASMUS_DASHBOARD,2019-10-13,2024-05-29
2011,2014_2020,57cf2347491d1bfc6f58ff,CY,IT,HEI_CY_1025,HEI_IT_1845,YOUTH_EXCHANGE,102,2818.29,0,0,0,0,1,3.57,1,NATIONAL_AGENCY_EXPORT,2019-11-05,2025-03-14
2012,2014_2020,5012ac1618c470f5df2e33,GR,ES,HEI_GR_1030,HEI_ES_1854,STAFF_TRAINING,165,3566.54,0,0,1,1,1,3.6,0,INSTITUTION_REPORTING,2019-11-28,2024-09-23
2013,2014_2020,ee45d5f9b3994b30ac75e2,MT,FR,HEI_MT_1035,HEI_FR_1863,STAFF_TEACHING,129,1550.68,1,0,0,0,1,4.06,1,ERASMUS_DASHBOARD,2019-12-21,2026-02-16
2014,2014_2020,6334adf2b1f7f31d4d7591,ES,PL,HEI_ES_1040,HEI_PL_1872,BLENDED_INTENSIVE,112,3226.91,0,0,0,1,0,3.68,1,NATIONAL_AGENCY_EXPORT,2020-01-13,2024-04-20
2015,2014_2020,5345a2764589bf832a12ca,CZ,CY,HEI_CZ_1045,HEI_CY_1881,TRAINEESHIP,275,2924.9,1,1,0,0,1,4.06,0,INSTITUTION_REPORTING,2020-02-05,2025-03-19
2016,2014_2020,e3c64862f6838470a3fb1d,HU,LV,HEI_HU_1050,HEI_LV_1890,STUDY,181,2573.41,1,0,0,0,0,4.47,1,ERASMUS_DASHBOARD,2020-02-28,2025-05-04
2017,2014_2020,b3504437e36807a32c48c5,NL,SE,HEI_NL_1055,HEI_SE_1899,YOUTH_EXCHANGE,109,2019.7,0,0,0,0,0,3.04,1,NATIONAL_AGENCY_EXPORT,2020-03-22,2025-08-26
2018,2014_2020,3e6317f36ff4fb68e60d91,SE,DE,HEI_SE_1060,HEI_DE_1908,STAFF_TRAINING,68,595.6,0,1,0,1,1,4.03,1,INSTITUTION_REPORTING,2020-04-14,2025-04-05
2019,2014_2020,64d2208a55042adf8a1ba0,DK,PT,HEI_DK_1065,HEI_PT_1917,STAFF_TEACHING,140,1335.37,0,0,0,0,1,3.94,1,ERASMUS_DASHBOARD,2020-05-07,2025-02-20
2020,2014_2020,77541b36fb0fc8571ac60a,IE,CZ,HEI_IE_1070,HEI_CZ_1926,BLENDED_INTENSIVE,57,1311.01,0,1,0,1,1,3.32,1,NATIONAL_AGENCY_EXPORT,2020-05-30,2024-01-12
2021,2021_2027,67c13e145aa3f524bb26e4,PL,LT,HEI_PL_1075,HEI_LT_1935,TRAINEESHIP,374,8520.46,0,0,1,0,1,3.37,1,INSTITUTION_REPORTING,2020-06-22,2026-01-31
2022,2021_2027,5d77cb729b7bce9b489a05,AT,AT,HEI_AT_1080,HEI_AT_1944,STUDY,71,1685.62,0,1,0,1,1,3.4,1,ERASMUS_DASHBOARD,2020-07-15,2024-04-03
2023,2021_2027,a16ac0fc65ed7dd28207e5,EE,GR,HEI_EE_1085,HEI_GR_1953,YOUTH_EXCHANGE,138,1981.6,1,0,0,0,0,3.84,1,NATIONAL_AGENCY_EXPORT,2020-08-07,2024-03-30
2024,2021_2027,64f3d20d2654cfcafcf15e,IT,RO,HEI_IT_1090,HEI_RO_1962,STAFF_TRAINING,181,2965.25,1,0,0,0,0,3.71,1,INSTITUTION_REPORTING,2020-08-30,2024-04-01
2025,2021_2027,ab361866a2ecee6a3b5244,PT,DK,HEI_PT_1095,HEI_DK_1971,STAFF_TEACHING,13,434.46,1,0,0,0,0,3.09,1,ERASMUS_DASHBOARD,2020-09-22,2025-10-15
2006,2014_2020,c92f671b84ca9caee9730b,BE,LU,HEI_BE_1100,HEI_LU_1980,BLENDED_INTENSIVE,189,5390.38,0,0,0,1,1,3.6,1,NATIONAL_AGENCY_EXPORT,2020-10-15,2025-06-26
2007,2014_2020,4c6473ec1554b56e0840a1,FI,BE,HEI_FI_1105,HEI_BE_1989,TRAINEESHIP,121,1664.93,0,0,0,0,1,4.04,0,INSTITUTION_REPORTING,2020-11-07,2025-03-22
2008,2014_2020,53c5585cd91a1da80be87e,LV,HU,HEI_LV_1110,HEI_HU_1998,STUDY,114,3815.36,0,0,0,0,0,3.59,1,ERASMUS_DASHBOARD,2020-11-30,2025-08-15
2009,2014_2020,24aa813e248ccdb4d2f1d9,RO,SK,HEI_RO_1115,HEI_SK_2007,YOUTH_EXCHANGE,70,1485.89,0,0,0,0,0,4.28,1,NATIONAL_AGENCY_EXPORT,2020-12-23,2025-12-05
2010,2014_2020,8377adeb8c49589a7c39ab,BG,EE,HEI_BG_1120,HEI_EE_2016,STAFF_TRAINING,64,1084.52,1,0,0,1,1,4.64,0,INSTITUTION_REPORTING,2021-01-15,2024-07-17
2011,2014_2020,004f5bf6275737d8da5f61,FR,MT,HEI_FR_1125,HEI_MT_2025,STAFF_TEACHING,78,2054.65,0,0,0,0,1,3.41,1,ERASMUS_DASHBOARD,2021-02-07,2024-07-04
2012,2014_2020,2f07bbe615ade5eb5fff42,LT,BG,HEI_LT_1130,HEI_BG_2034,BLENDED_INTENSIVE,153,2647.13,0,0,0,1,1,4.16,1,NATIONAL_AGENCY_EXPORT,2021-03-02,2025-04-27
2013,2014_2020,1a549554d7aceae623d7c3,SK,IE,HEI_SK_1135,HEI_IE_2043,TRAINEESHIP,158,5770.4,1,0,0,0,1,3.84,0,INSTITUTION_REPORTING,2021-03-25,2024-01-12
2014,2014_2020,ef60d2a76e4f1a975e7816,HR,SI,HEI_HR_1140,HEI_SI_2052,STUDY,327,5275.73,1,0,0,0,1,4.01,1,ERASMUS_DASHBOARD,2021-04-17,2025-08-31
2015,2014_2020,1391f858ca721a841edf04,DE,FI,HEI_DE_1145,HEI_FI_2061,YOUTH_EXCHANGE,96,2941.42,0,0,0,1,0,3.66,1,NATIONAL_AGENCY_EXPORT,2021-05-10,2026-01-12
2016,2014_2020,24d6656c60e1666daa17e7,LU,NL,HEI_LU_1150,HEI_NL_2070,STAFF_TRAINING,37,502.4,0,0,0,0,1,4.23,1,INSTITUTION_REPORTING,2021-06-02,2024-09-20
2017,2014_2020,6b069f488ee3b618a49190,SI,HR,HEI_SI_1155,HEI_HR_2079,STAFF_TEACHING,72,939.27,0,0,0,0,0,3.4,1,ERASMUS_DASHBOARD,2021-06-25,2024-01-03
2018,2014_2020,31ce02880c6f931e97ca97,CY,IT,HEI_CY_1160,HEI_IT_2088,BLENDED_INTENSIVE,70,1009.24,1,0,0,1,1,5.0,1,NATIONAL_AGENCY_EXPORT,2021-07-18,2026-01-18
2019,2014_2020,3faa6abdbbdec413b97431,GR,ES,HEI_GR_1165,HEI_ES_2097,TRAINEESHIP,250,7373.95,0,0,0,0,0,3.73,0,INSTITUTION_REPORTING,2021-08-10,2025-01-25
2020,2014_2020,b19cc6bf663f25f434a53d,MT,FR,HEI_MT_1170,HEI_FR_2106,STUDY,301,7607.27,0,0,0,0,1,4.56,1,ERASMUS_DASHBOARD,2021-09-02,2024-08-16
