travel_dom_travel_month,travel_dom_destination_dma_code,travel_dom_origin_dma_code,travel_dom_trip_purpose_code,travel_dom_party_size_avg,travel_dom_nights_stayed_avg,travel_dom_lodging_type_code,travel_dom_spend_total_inr,travel_dom_spend_lodging_inr,travel_dom_spend_food_inr,travel_dom_spend_transport_inr,travel_dom_attraction_ticket_spend_inr,travel_dom_booking_channel_code,travel_dom_lead_time_days,travel_dom_cancellation_rate_pct,travel_dom_occupancy_rate_pct,travel_dom_adr_average_daily_rate,travel_dom_revpar_inr,travel_dom_seasonality_cluster,travel_dom_event_driven_demand_flag
2025-01,DMA0653,DMA0321,MEDICAL,3.9,1.1,HOSTEL,227212,121200,82247,64377,51034,CORPORATE,99,35.67,81.08,5272,27691,FESTIVE,0
2024-11,DMA0545,DMA0781,EDUCATION,4.4,3.5,GUESTHOUSE,48200,171650,77217,47471,36471,GOV_PORTAL,120,12.32,83.98,10735,2017,SUMMER,1
2020-04,DMA0355,DMA0571,PILGRIMAGE,4.3,9.3,RESORT,111181,51893,95157,23598,29278,CORPORATE,82,13.56,25.75,32762,22118,SHOULDER,0
2025-07,DMA0104,DMA0185,EDUCATION,1.7,5.2,RESORT,289252,117874,40499,36921,55383,OTA,174,16.06,93.5,27642,12529,MONSOON,1
2024-04,DMA0523,DMA0012,VFR,2.2,6.3,HOSTEL,204957,109298,62960,68352,30272,CORPORATE,78,34.46,68.24,10357,15775,SHOULDER,1
2022-04,DMA0405,DMA0736,PILGRIMAGE,1.1,11.7,GUESTHOUSE,88333,136677,75349,59037,50535,GOV_PORTAL,4,11.79,26.89,20004,6421,SUMMER,1
2023-10,DMA0729,DMA0088,VFR,6.4,8.4,HOTEL,50064,111630,36177,40426,17375,GOV_PORTAL,141,3.97,26.62,23493,19998,MONSOON,1
2025-11,DMA0663,DMA0098,PILGRIMAGE,2.2,6.2,GUESTHOUSE,192068,187746,97501,57114,27790,AGENT,68,13.91,59.76,17893,18945,SUMMER,0
2020-11,DMA0556,DMA0408,LEISURE,5.5,7.1,GUESTHOUSE,269112,195203,36140,87818,50967,CORPORATE,10,43.47,39.05,12601,6333,SUMMER,1
2019-07,DMA0582,DMA0393,LEISURE,5.3,12.0,DHARAMSHALA,241486,115634,27030,92453,32372,AGENT,26,19.55,38.65,29443,18199,FESTIVE,1
2023-11,DMA0378,DMA0688,PILGRIMAGE,4.9,7.3,DHARAMSHALA,193413,75790,34105,14909,25610,DIRECT,38,25.2,20.92,15719,21289,SHOULDER,1
2023-11,DMA0446,DMA0068,BUSINESS,3.5,12.4,HOSTEL,59785,156051,78327,143304,28010,AGENT,100,34.3,57.62,14272,18458,SUMMER,0
2019-03,DMA0753,DMA0665,EDUCATION,4.2,4.2,SERVICED_APT,112955,146605,73276,30758,48239,DIRECT,6,25.13,26.75,19203,7465,SUMMER,0
2021-06,DMA0210,DMA0664,LEISURE,2.0,7.9,RESORT,264403,122774,67395,63301,17949,DIRECT,129,29.56,25.99,20767,13523,MONSOON,0
2019-10,DMA0241,DMA0791,EDUCATION,1.6,5.8,HOMESTAY,214748,165220,39770,14590,32273,DIRECT,176,39.62,32.37,9207,22871,MONSOON,1
2020-01,DMA0170,DMA0359,MEDICAL,2.9,8.7,RESORT,134201,165339,60835,137519,25198,OTA,41,16.78,20.83,32959,6374,SHOULDER,1
2022-03,DMA0357,DMA0318,MEDICAL,5.5,8.5,GUESTHOUSE,52535,35482,87586,130397,43680,GOV_PORTAL,150,5.02,28.07,951,15837,SHOULDER,0
2025-05,DMA0436,DMA0079,PILGRIMAGE,4.1,8.4,SERVICED_APT,159960,92454,19569,37341,58217,DIRECT,20,4.25,66.36,11634,1718,SHOULDER,1
2024-04,DMA0414,DMA0345,EDUCATION,5.2,7.9,RESORT,167123,115890,65386,141874,50818,CORPORATE,118,35.22,40.02,3266,12682,FESTIVE,0
2021-01,DMA0129,DMA0701,BUSINESS,5.9,6.9,HOSTEL,89935,127211,83063,148104,44353,OTA,112,29.47,25.37,25014,22394,FESTIVE,1
2022-05,DMA0432,DMA0120,MEDICAL,4.1,12.8,DHARAMSHALA,24494,11251,53912,51169,24330,DIRECT,128,25.49,30.57,26901,17634,SUMMER,1
2022-04,DMA0398,DMA0266,LEISURE,3.0,4.5,DHARAMSHALA,335166,103419,74187,21628,58743,DIRECT,28,41.85,23.37,15743,25297,MONSOON,0
2024-02,DMA0732,DMA0010,VFR,5.7,6.6,HOMESTAY,285731,191753,38224,147511,26452,GOV_PORTAL,50,28.21,80.6,4942,25155,FESTIVE,0
2022-04,DMA0702,DMA0582,EDUCATION,2.3,3.7,HOMESTAY,30016,5685,62380,139079,51990,OTA,162,2.15,63.8,32017,5126,WINTER,1
2021-10,DMA0087,DMA0244,VFR,1.1,5.3,HOTEL,42629,59035,9771,125867,9201,OTA,34,21.09,56.98,15773,2825,SHOULDER,1
2025-07,DMA0234,DMA0325,EDUCATION,1.3,4.2,DHARAMSHALA,54421,26657,21003,129040,13495,AGENT,36,9.67,88.12,33938,20352,MONSOON,1
2019-03,DMA0377,DMA0316,LEISURE,4.2,9.7,RESORT,219719,121330,24254,110289,25139,CORPORATE,174,27.96,26.21,5320,23322,SUMMER,0
2023-04,DMA0647,DMA0468,EDUCATION,5.9,10.2,DHARAMSHALA,342603,186365,48499,14153,47366,GOV_PORTAL,145,8.45,22.9,2646,19055,MONSOON,1
2022-10,DMA0404,DMA0470,BUSINESS,4.1,4.6,DHARAMSHALA,143534,160069,27206,18337,6254,AGENT,96,29.02,53.08,29455,610,MONSOON,1
2024-09,DMA0084,DMA0623,PILGRIMAGE,3.3,13.8,RESORT,230487,33740,6677,100365,48602,AGENT,133,39.75,40.59,23241,6287,SUMMER,0
2022-05,DMA0415,DMA0215,LEISURE,4.2,4.7,HOSTEL,208101,55397,65040,111221,4432,CORPORATE,73,3.47,57.11,11312,9064,FESTIVE,0
2023-12,DMA0777,DMA0474,VFR,4.7,11.8,RESORT,271743,177091,92458,16931,46754,GOV_PORTAL,155,11.65,90.47,15536,8205,WINTER,0
2021-05,DMA0267,DMA0526,PILGRIMAGE,5.2,4.8,HOSTEL,216798,42178,12610,121761,18319,CORPORATE,57,30.31,54.81,33848,4545,FESTIVE,1
2019-08,DMA0006,DMA0255,BUSINESS,2.9,6.4,HOTEL,110897,145850,55570,24982,4402,GOV_PORTAL,75,32.0,33.35,27403,15043,SHOULDER,0
2019-04,DMA0427,DMA0318,EDUCATION,3.1,9.6,GUESTHOUSE,226766,93375,6471,49347,15028,DIRECT,112,26.41,82.23,8318,7617,WINTER,0
2021-01,DMA0059,DMA0256,MEDICAL,1.1,8.2,RESORT,181808,143187,74222,27479,55234,OTA,24,6.26,50.33,22663,27725,WINTER,1
2023-02,DMA0622,DMA0527,EDUCATION,4.6,7.6,GUESTHOUSE,84409,172214,49156,111739,26955,DIRECT,37,10.92,78.89,22670,4934,FESTIVE,1
2020-11,DMA0018,DMA0172,VFR,5.3,11.3,HOTEL,47222,42356,76498,806,6451,DIRECT,124,40.83,31.03,18246,20656,FESTIVE,1
2021-01,DMA0797,DMA0642,BUSINESS,3.8,10.2,RESORT,79901,86315,69690,129715,18261,DIRECT,54,36.87,46.3,10990,14276,SHOULDER,1
2024-10,DMA0374,DMA0375,LEISURE,3.1,12.9,RESORT,201123,135454,27353,5435,21728,CORPORATE,43,42.75,21.76,5889,5020,SHOULDER,0
2020-09,DMA0044,DMA0460,BUSINESS,2.8,4.0,SERVICED_APT,336774,102346,257,90677,4294,GOV_PORTAL,150,18.41,38.36,3885,17480,MONSOON,1
2023-08,DMA0161,DMA0575,BUSINESS,4.5,1.2,GUESTHOUSE,27250,141974,37214,103545,44023,DIRECT,58,19.78,70.47,18530,18168,SUMMER,0
2019-03,DMA0323,DMA0280,PILGRIMAGE,2.8,14.0,SERVICED_APT,78850,144180,51872,484,59062,OTA,71,11.65,42.87,5437,15171,FESTIVE,1
2025-07,DMA0038,DMA0768,VFR,4.3,4.7,HOTEL,242561,126175,32182,149149,49572,DIRECT,156,23.6,30.86,28686,10386,SUMMER,1
2020-09,DMA0237,DMA0514,VFR,6.1,1.6,HOTEL,82756,40351,85530,19966,50950,AGENT,47,37.34,24.39,8034,16926,FESTIVE,0
2025-11,DMA0613,DMA0594,BUSINESS,2.8,4.2,GUESTHOUSE,205695,90605,3714,135790,14998,AGENT,25,11.15,67.01,25585,3181,WINTER,1
2025-11,DMA0681,DMA0604,LEISURE,1.4,9.7,GUESTHOUSE,213097,8899,53474,38784,42624,CORPORATE,120,6.33,26.01,3300,25459,SHOULDER,0
2023-01,DMA0272,DMA0729,BUSINESS,5.8,8.6,RESORT,228187,85976,81795,5338,2807,OTA,137,33.77,82.31,18720,9082,WINTER,1
2022-10,DMA0294,DMA0361,EDUCATION,2.5,3.7,DHARAMSHALA,21130,29718,82583,53113,45288,CORPORATE,74,31.2,47.86,5278,23595,FESTIVE,0
2025-06,DMA0063,DMA0424,EDUCATION,6.4,3.4,SERVICED_APT,226318,2100,65422,33479,26891,CORPORATE,81,37.31,43.79,5827,13750,SHOULDER,1
2024-08,DMA0227,DMA0519,EDUCATION,5.6,6.8,HOTEL,237678,77973,40241,134086,2810,CORPORATE,108,33.82,68.73,27274,16512,MONSOON,0
2021-07,DMA0346,DMA0493,LEISURE,3.3,1.2,DHARAMSHALA,72441,22797,72318,89202,21786,DIRECT,68,18.87,63.42,12011,24135,SHOULDER,1
2022-10,DMA0740,DMA0504,EDUCATION,4.5,1.0,HOMESTAY,195819,76289,79738,137471,25551,GOV_PORTAL,69,7.06,97.03,27177,10251,SHOULDER,0
2025-03,DMA0265,DMA0460,EDUCATION,2.5,9.0,SERVICED_APT,137767,87371,6418,72892,40782,GOV_PORTAL,137,32.15,24.0,7426,17453,FESTIVE,0
2022-08,DMA0411,DMA0573,PILGRIMAGE,1.5,5.2,HOTEL,49431,174102,82499,7148,23344,OTA,146,39.53,86.41,2391,26943,SUMMER,1
2022-09,DMA0415,DMA0428,VFR,3.9,1.3,RESORT,182451,161716,4237,83864,38524,DIRECT,75,6.88,66.76,5463,10321,SHOULDER,0
2025-03,DMA0143,DMA0503,VFR,3.3,7.0,GUESTHOUSE,207365,170729,24963,57551,46014,GOV_PORTAL,23,23.34,88.84,25194,20735,FESTIVE,0
2023-01,DMA0224,DMA0109,VFR,6.3,13.2,SERVICED_APT,268161,30723,44252,4247,6706,AGENT,79,14.8,74.13,28687,17373,SHOULDER,0
2019-04,DMA0777,DMA0467,EDUCATION,4.3,4.3,RESORT,299707,17456,3439,124428,41111,CORPORATE,72,23.38,79.46,14420,17549,FESTIVE,0
2025-08,DMA0101,DMA0452,VFR,5.1,4.3,HOMESTAY,107533,54113,69123,2911,37292,GOV_PORTAL,76,1.41,81.36,14068,11398,WINTER,1
2023-09,DMA0209,DMA0130,PILGRIMAGE,1.7,7.1,SERVICED_APT,182147,3051,43815,37658,3947,CORPORATE,17,15.91,21.18,22201,24392,FESTIVE,0
2023-08,DMA0241,DMA0472,BUSINESS,5.0,2.9,HOTEL,252938,140634,72979,79114,15409,DIRECT,159,21.79,85.39,1111,16368,WINTER,0
2022-02,DMA0444,DMA0045,VFR,1.3,9.3,DHARAMSHALA,337184,23560,74605,35535,55072,GOV_PORTAL,124,6.79,72.99,11888,17227,WINTER,1
2019-06,DMA0334,DMA0395,MEDICAL,4.4,11.9,HOMESTAY,251592,198091,89042,120033,57549,CORPORATE,18,18.34,93.9,29720,9561,SUMMER,0
2025-10,DMA0039,DMA0472,EDUCATION,5.6,3.5,DHARAMSHALA,58505,136717,4521,33525,49738,GOV_PORTAL,165,7.92,30.39,33045,26103,WINTER,1
2020-12,DMA0691,DMA0251,LEISURE,3.7,9.6,DHARAMSHALA,100122,151202,15145,128934,16921,GOV_PORTAL,148,9.7,91.88,25842,8115,FESTIVE,1
2023-04,DMA0552,DMA0201,LEISURE,2.2,12.5,DHARAMSHALA,319118,182561,63942,79130,54131,OTA,56,43.99,86.65,8741,19244,SUMMER,1
2022-03,DMA0758,DMA0123,VFR,3.4,12.7,HOTEL,24667,120807,74439,139638,41419,OTA,48,27.08,37.65,19846,23481,SUMMER,1
2025-01,DMA0063,DMA0519,LEISURE,5.6,8.2,RESORT,169142,126667,45441,29940,30945,DIRECT,123,17.52,29.68,19736,22789,SUMMER,0
2022-01,DMA0646,DMA0029,LEISURE,4.9,3.0,HOMESTAY,226944,139999,58990,17565,53880,CORPORATE,133,23.46,69.03,8046,18624,WINTER,0
2021-10,DMA0038,DMA0483,PILGRIMAGE,4.3,9.6,RESORT,3988,169295,11571,108132,27000,OTA,54,17.24,72.72,16534,2396,FESTIVE,0
2022-04,DMA0416,DMA0664,LEISURE,4.8,10.6,RESORT,308849,35591,39642,140148,45156,OTA,1,27.08,75.45,18408,23711,SHOULDER,1
2022-04,DMA0262,DMA0323,PILGRIMAGE,5.6,10.8,RESORT,208189,153968,44665,101273,16164,DIRECT,5,0.02,85.95,16605,23549,SHOULDER,0
2022-01,DMA0115,DMA0257,EDUCATION,1.8,13.1,SERVICED_APT,123948,164954,78667,83198,18152,AGENT,29,10.63,63.42,31977,22382,SUMMER,1
2023-02,DMA0310,DMA0609,LEISURE,5.6,9.0,DHARAMSHALA,280626,60360,17302,137379,41946,AGENT,113,44.5,42.15,16575,12021,MONSOON,1
2019-11,DMA0563,DMA0372,EDUCATION,5.4,7.1,HOMESTAY,45093,3813,31980,137644,41039,GOV_PORTAL,54,5.06,86.85,14300,7216,SHOULDER,1
2025-06,DMA0117,DMA0430,EDUCATION,3.6,7.5,HOTEL,175338,122353,92176,140654,15846,DIRECT,10,3.55,53.8,29052,9984,FESTIVE,1
2023-11,DMA0736,DMA0738,PILGRIMAGE,3.2,5.2,RESORT,156568,16773,18359,131311,23819,CORPORATE,24,22.19,53.9,27072,15170,SUMMER,0
2021-02,DMA0098,DMA0299,LEISURE,6.1,1.7,RESORT,31641,126103,39544,23042,19502,OTA,162,13.09,58.41,7940,22921,MONSOON,1
2023-12,DMA0162,DMA0591,EDUCATION,5.5,10.3,SERVICED_APT,145923,58756,30471,43447,16156,AGENT,114,24.02,85.17,11716,13517,FESTIVE,1
2019-08,DMA0332,DMA0587,MEDICAL,6.4,1.3,GUESTHOUSE,168774,187166,17840,25084,30657,OTA,88,43.23,95.72,24822,4201,MONSOON,1
2021-04,DMA0393,DMA0510,BUSINESS,4.5,1.8,DHARAMSHALA,205803,5177,47893,14814,3845,GOV_PORTAL,108,5.68,33.35,33021,21971,SHOULDER,1
2025-12,DMA0220,DMA0445,PILGRIMAGE,1.2,5.3,DHARAMSHALA,288338,163734,46390,37817,28533,OTA,135,19.8,29.53,32222,7089,MONSOON,1
2023-12,DMA0370,DMA0038,MEDICAL,1.8,13.1,SERVICED_APT,290259,153307,15263,146150,37641,DIRECT,66,34.15,42.45,15024,1973,WINTER,0
2019-10,DMA0573,DMA0660,BUSINESS,5.5,7.3,GUESTHOUSE,67963,135083,59904,82637,44000,CORPORATE,101,7.23,90.53,31134,26889,WINTER,1
2024-03,DMA0214,DMA0352,BUSINESS,4.5,3.8,SERVICED_APT,347402,118217,23042,7038,53377,OTA,85,32.04,61.19,6101,10750,SUMMER,1
2024-01,DMA0690,DMA0456,MEDICAL,2.1,12.7,HOMESTAY,277171,130899,72778,51635,56913,CORPORATE,126,18.01,20.44,20896,12813,WINTER,1
2025-03,DMA0032,DMA0755,VFR,1.1,8.4,DHARAMSHALA,302448,115453,89536,18237,7311,DIRECT,23,27.94,65.39,12492,6474,MONSOON,1
2021-02,DMA0403,DMA0567,VFR,2.4,5.8,DHARAMSHALA,221380,98105,2448,120351,40901,GOV_PORTAL,148,23.65,62.82,31442,14708,WINTER,1
2020-11,DMA0372,DMA0017,EDUCATION,1.8,10.3,HOSTEL,83579,193337,71418,19382,29646,DIRECT,143,20.28,26.23,29442,10426,SUMMER,0
2024-03,DMA0570,DMA0612,PILGRIMAGE,5.8,6.7,RESORT,314621,118804,14975,69007,18317,AGENT,173,21.56,31.62,5932,11457,SHOULDER,1
2020-07,DMA0048,DMA0386,VFR,5.9,10.5,HOMESTAY,79759,83267,56542,99109,5822,GOV_PORTAL,163,6.63,27.26,28728,8438,SUMMER,0
2020-06,DMA0621,DMA0496,PILGRIMAGE,5.6,3.8,HOTEL,284461,155931,61817,53827,58280,OTA,137,19.54,60.65,23697,9773,SUMMER,0
2023-02,DMA0273,DMA0500,MEDICAL,1.5,3.0,DHARAMSHALA,337638,193676,78337,59301,52743,CORPORATE,90,33.89,61.42,5956,2723,MONSOON,0
2020-07,DMA0316,DMA0610,VFR,1.7,7.0,DHARAMSHALA,317222,107726,87264,21961,41467,GOV_PORTAL,16,40.35,55.89,30053,27487,MONSOON,1
2020-03,DMA0138,DMA0139,VFR,1.7,5.2,HOMESTAY,53549,105761,59161,82108,37990,GOV_PORTAL,124,28.2,55.18,6495,24990,FESTIVE,1
2020-04,DMA0719,DMA0590,LEISURE,2.4,8.9,RESORT,161698,1410,53733,12569,22445,AGENT,9,37.23,65.27,17466,17683,WINTER,1
2020-08,DMA0050,DMA0466,EDUCATION,1.4,11.3,SERVICED_APT,268113,46555,70672,30996,30244,OTA,16,22.84,71.65,24021,19571,SHOULDER,1
2020-07,DMA0359,DMA0778,LEISURE,6.4,12.7,HOTEL,90268,39229,51019,19562,3666,GOV_PORTAL,101,9.73,95.18,22682,8106,FESTIVE,1
2025-03,DMA0550,DMA0279,BUSINESS,5.7,10.9,DHARAMSHALA,278090,110553,37202,74369,5486,AGENT,31,32.58,62.52,7866,12339,MONSOON,1
2024-11,DMA0624,DMA0344,LEISURE,1.4,5.4,GUESTHOUSE,83257,40946,29348,81995,30186,CORPORATE,145,31.58,40.72,14581,4401,SHOULDER,0
2020-07,DMA0680,DMA0044,EDUCATION,1.8,10.5,RESORT,132274,159438,9894,87503,22262,CORPORATE,45,0.33,96.02,20355,18274,MONSOON,1
2021-07,DMA0643,DMA0715,MEDICAL,2.4,7.9,GUESTHOUSE,195015,37508,86594,143962,57153,OTA,45,21.58,28.25,22732,3831,WINTER,0
2023-04,DMA0734,DMA0247,PILGRIMAGE,5.3,12.8,RESORT,294380,90185,17372,83073,55332,OTA,113,42.15,44.39,17648,15485,SUMMER,1
2022-12,DMA0335,DMA0440,PILGRIMAGE,4.9,10.2,SERVICED_APT,264979,150017,67147,5002,29092,OTA,129,44.3,90.39,11494,6335,SHOULDER,1
2019-08,DMA0347,DMA0795,EDUCATION,4.5,3.0,DHARAMSHALA,159728,140388,88378,136241,33538,CORPORATE,102,20.56,93.62,33333,3769,SHOULDER,1
2023-02,DMA0031,DMA0176,LEISURE,6.0,2.0,HOTEL,312989,138462,24331,62059,7659,DIRECT,26,32.48,70.31,19345,27332,FESTIVE,1
2024-01,DMA0784,DMA0037,EDUCATION,1.2,8.1,RESORT,103770,5007,88491,61742,16827,OTA,135,0.79,21.14,24436,17832,SHOULDER,1
2019-08,DMA0028,DMA0576,LEISURE,1.9,5.7,RESORT,194671,6380,74494,84738,56417,DIRECT,106,12.06,54.52,2976,3808,SHOULDER,0
2020-01,DMA0429,DMA0303,PILGRIMAGE,2.0,3.2,SERVICED_APT,163099,30185,72352,82602,43390,DIRECT,91,32.48,92.75,5366,15585,MONSOON,0
2025-02,DMA0165,DMA0495,BUSINESS,1.3,11.4,HOMESTAY,115787,80443,95779,12220,42091,OTA,120,29.38,89.4,13150,6407,WINTER,1
2020-07,DMA0427,DMA0557,EDUCATION,4.4,5.9,HOSTEL,159290,94587,64193,45778,48420,DIRECT,27,29.73,89.71,28444,12663,FESTIVE,0
2023-02,DMA0329,DMA0058,EDUCATION,2.2,2.1,HOMESTAY,253721,88336,77765,106997,35183,DIRECT,55,31.34,42.92,26172,7628,MONSOON,1
2020-11,DMA0073,DMA0065,VFR,3.7,4.4,HOSTEL,320499,179996,32349,77091,52971,DIRECT,48,19.32,84.34,31174,27898,FESTIVE,1
2023-09,DMA0316,DMA0382,BUSINESS,4.8,9.8,HOSTEL,89521,40489,12477,5390,26234,AGENT,68,42.21,72.44,22850,19114,FESTIVE,0
2021-06,DMA0099,DMA0324,MEDICAL,4.3,9.4,DHARAMSHALA,131428,7868,96182,31912,6816,GOV_PORTAL,93,16.48,89.71,12240,20755,WINTER,0
2021-05,DMA0036,DMA0240,MEDICAL,2.6,4.4,HOTEL,23189,41847,6261,134147,42709,OTA,106,40.59,69.76,24735,14027,WINTER,0
2024-01,DMA0678,DMA0624,VFR,3.3,5.4,RESORT,69132,137416,60630,146790,49902,AGENT,90,2.71,49.26,28147,7406,SUMMER,1
2021-11,DMA0193,DMA0259,VFR,2.9,1.6,GUESTHOUSE,225964,30060,94940,76656,46328,OTA,154,38.21,69.48,31143,12942,MONSOON,0
2019-09,DMA0034,DMA0602,BUSINESS,5.7,13.4,RESORT,339645,164188,78547,61985,46016,GOV_PORTAL,88,13.65,47.91,29633,3616,WINTER,1
2024-12,DMA0662,DMA0242,PILGRIMAGE,3.3,5.3,HOSTEL,152806,142515,99709,36224,3884,DIRECT,154,29.69,20.19,17650,7116,FESTIVE,1
2021-01,DMA0094,DMA0327,VFR,1.3,13.1,HOSTEL,215905,110637,27349,33017,57775,AGENT,11,2.47,83.71,13071,23857,FESTIVE,0
2024-04,DMA0691,DMA0266,BUSINESS,4.4,11.6,DHARAMSHALA,203158,18972,56667,37942,17983,OTA,3,3.6,86.25,14086,20594,FESTIVE,0
2022-01,DMA0712,DMA0266,EDUCATION,2.1,5.4,HOTEL,73102,103405,12269,72700,5179,DIRECT,179,2.56,78.35,13434,16450,MONSOON,1
2022-02,DMA0327,DMA0577,BUSINESS,2.9,10.0,HOMESTAY,182219,143388,76094,84413,25234,CORPORATE,56,21.82,37.74,19872,18531,SHOULDER,0
2019-08,DMA0770,DMA0369,PILGRIMAGE,2.8,7.2,HOSTEL,144972,61401,17503,57713,38330,AGENT,33,18.73,30.6,21264,7775,SUMMER,0
2025-03,DMA0606,DMA0314,EDUCATION,1.4,13.7,HOSTEL,227722,163502,39305,51557,30505,AGENT,49,14.36,33.26,28543,26836,FESTIVE,1
2022-04,DMA0396,DMA0244,EDUCATION,6.2,9.3,HOMESTAY,176771,180918,95314,101316,20494,CORPORATE,23,20.07,59.08,2419,18417,SUMMER,1
2020-11,DMA0795,DMA0293,BUSINESS,4.0,7.7,GUESTHOUSE,120501,78078,57662,147206,1330,DIRECT,163,14.11,40.61,5063,25991,SHOULDER,1
2022-09,DMA0098,DMA0331,MEDICAL,1.9,9.3,HOMESTAY,248036,22255,20627,97517,48465,GOV_PORTAL,121,39.22,88.51,12988,17334,SUMMER,0
2019-01,DMA0505,DMA0078,PILGRIMAGE,4.1,3.9,HOMESTAY,20707,192103,65559,145473,11132,CORPORATE,180,25.33,62.46,2744,13014,MONSOON,0
2023-01,DMA0404,DMA0294,LEISURE,3.5,5.0,SERVICED_APT,258956,102774,10654,124129,45263,CORPORATE,16,13.96,55.11,23322,9816,MONSOON,1
2019-09,DMA0478,DMA0508,BUSINESS,2.9,10.3,HOMESTAY,190095,29372,38916,87710,38178,OTA,31,20.46,87.98,19099,13725,FESTIVE,0
2022-04,DMA0288,DMA0317,VFR,3.6,2.1,HOSTEL,145353,28371,20247,51278,40251,AGENT,115,39.02,26.32,19692,13855,SUMMER,0
2021-04,DMA0730,DMA0450,VFR,4.7,4.9,GUESTHOUSE,214261,96225,58106,5190,17510,GOV_PORTAL,53,18.41,87.94,34160,17531,WINTER,1
2019-08,DMA0151,DMA0103,PILGRIMAGE,2.1,9.1,HOTEL,198863,171581,5929,119076,54538,GOV_PORTAL,59,19.22,82.57,4889,17703,SHOULDER,1
2022-01,DMA0553,DMA0586,VFR,4.0,13.9,HOTEL,265063,196580,38053,76467,19101,GOV_PORTAL,54,15.2,73.59,22307,16577,MONSOON,0
2025-10,DMA0088,DMA0029,EDUCATION,5.5,13.0,HOTEL,337980,110719,96912,82523,10797,AGENT,107,11.72,28.66,32493,13655,MONSOON,0
2024-11,DMA0002,DMA0690,VFR,2.2,11.8,DHARAMSHALA,27592,88735,5874,66194,11524,GOV_PORTAL,133,21.23,24.09,26330,11646,SHOULDER,0
2020-06,DMA0062,DMA0321,LEISURE,3.8,7.5,RESORT,328475,52721,23089,82253,5185,OTA,159,33.15,32.96,11230,21673,WINTER,1
2025-04,DMA0745,DMA0364,VFR,6.3,11.5,RESORT,191650,138155,86652,144283,44844,DIRECT,129,16.56,41.08,32935,3104,WINTER,0
2024-08,DMA0736,DMA0249,PILGRIMAGE,5.4,8.3,HOTEL,35666,38576,73166,37753,49664,OTA,122,10.21,68.07,24601,20539,FESTIVE,1
2025-05,DMA0632,DMA0254,PILGRIMAGE,4.3,7.0,GUESTHOUSE,178475,120220,97312,138661,14206,DIRECT,143,29.7,26.27,2218,14522,SHOULDER,0
2025-03,DMA0565,DMA0772,MEDICAL,5.1,3.9,HOMESTAY,125045,176255,66999,93303,48694,AGENT,108,36.39,34.28,14009,17096,WINTER,0
2025-08,DMA0057,DMA0097,BUSINESS,3.9,13.4,HOMESTAY,276020,132092,90638,122047,23152,CORPORATE,123,0.98,35.63,29963,4089,WINTER,1
2022-08,DMA0560,DMA0750,BUSINESS,6.4,8.8,HOSTEL,7166,122636,44764,122472,8366,CORPORATE,90,28.46,72.31,22205,18066,MONSOON,0
2025-06,DMA0207,DMA0664,BUSINESS,1.9,9.8,SERVICED_APT,132166,162238,71474,119978,50838,GOV_PORTAL,67,40.54,47.0,10665,5718,SUMMER,0
2020-04,DMA0646,DMA0681,PILGRIMAGE,5.0,2.8,HOSTEL,341816,129788,25711,135293,27813,GOV_PORTAL,155,3.98,41.47,14586,1315,SHOULDER,0
2023-04,DMA0621,DMA0022,VFR,1.0,6.6,HOSTEL,131981,17120,38953,60769,1295,AGENT,79,40.47,22.27,5881,5365,SHOULDER,0
2023-05,DMA0302,DMA0522,EDUCATION,1.7,13.5,HOMESTAY,26309,5472,32759,38203,47117,CORPORATE,22,5.3,27.36,4388,13879,MONSOON,1
2020-06,DMA0073,DMA0556,BUSINESS,5.0,10.8,DHARAMSHALA,348471,3712,82604,80811,17657,DIRECT,46,44.86,62.88,7812,17684,FESTIVE,0
2022-04,DMA0057,DMA0700,VFR,5.2,12.5,RESORT,234091,106618,33231,89917,2309,AGENT,108,23.03,69.4,20271,15949,MONSOON,1
2024-01,DMA0263,DMA0154,VFR,1.2,6.1,RESORT,203822,34943,47433,18200,35075,CORPORATE,9,32.85,77.9,19564,18472,FESTIVE,1
2021-01,DMA0436,DMA0398,MEDICAL,2.8,1.9,DHARAMSHALA,84099,161180,64639,32259,22340,DIRECT,81,2.83,58.8,30241,20760,SUMMER,0
2021-11,DMA0030,DMA0140,BUSINESS,1.7,5.6,SERVICED_APT,74806,92942,44379,103261,11042,GOV_PORTAL,180,4.61,40.98,22266,11655,MONSOON,0
2024-11,DMA0567,DMA0020,PILGRIMAGE,5.9,5.9,SERVICED_APT,129566,563,76564,59361,31385,GOV_PORTAL,84,43.35,42.81,17476,8316,SHOULDER,0
2025-12,DMA0150,DMA0482,EDUCATION,3.5,4.9,HOTEL,288189,152363,85395,112464,28040,CORPORATE,58,44.48,70.76,29188,1821,WINTER,1
2021-03,DMA0772,DMA0291,PILGRIMAGE,3.4,7.8,HOSTEL,228460,184575,85770,110824,26544,DIRECT,89,12.47,53.26,27617,3226,SUMMER,0
2019-10,DMA0005,DMA0365,MEDICAL,5.5,3.5,RESORT,111038,104503,41546,60163,51446,AGENT,15,15.39,32.35,1469,13345,MONSOON,0
2025-03,DMA0324,DMA0214,BUSINESS,4.8,13.2,HOSTEL,217214,94983,97407,14210,12484,CORPORATE,163,0.45,20.3,6486,21757,SHOULDER,1
